Orthogroup	NEMVE	CAEEL
OG0001023	NEMVE12107	CAEEL05078
OG0001024	NEMVE22572	CAEEL11623
OG0001028	NEMVE25953, NEMVE14639	CAEEL01212
OG0001029	NEMVE03131, NEMVE01675	CAEEL01262
OG0001030	NEMVE13370, NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380	CAEEL11812
OG0001031	NEMVE13279	CAEEL12448
OG0001032	NEMVE14168	CAEEL20070, CAEEL15717
OG0001033	NEMVE03845	CAEEL10717
OG0001034	NEMVE23685	CAEEL07054, CAEEL07055
OG0001035	NEMVE25598	CAEEL07768
OG0001036	NEMVE07958	CAEEL18611
OG0001037	NEMVE13835	CAEEL18600
OG0001039	NEMVE05718, NEMVE05729	CAEEL08415
OG0001039	NEMVE14813	CAEEL10624
OG0001042	NEMVE20161, NEMVE25296	CAEEL09943
OG0001050	NEMVE01027, NEMVE01054, NEMVE13960, NEMVE08719, NEMVE08733, NEMVE11321	CAEEL14076, CAEEL15706
OG0001052	NEMVE21906	CAEEL09647
OG0001053	NEMVE01408	CAEEL07572, CAEEL09742
OG0001059	NEMVE05294	CAEEL00192
OG0001060	NEMVE02960, NEMVE14652, NEMVE13876	CAEEL15786
OG0001062	NEMVE01533	CAEEL08101
OG0001063	NEMVE08862	CAEEL15713, CAEEL15714, CAEEL08167
OG0001064	NEMVE03288	CAEEL17997, CAEEL05359, CAEEL16315, CAEEL04825, CAEEL15110, CAEEL20751
OG0001065	NEMVE18639	CAEEL00960, CAEEL15059
OG0001066	NEMVE24583	CAEEL12576
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521	CAEEL08406
OG0001075	NEMVE07705, NEMVE15967	CAEEL11648, CAEEL18873
OG0001076	NEMVE01471	CAEEL07541
OG0001077	NEMVE06665	CAEEL18659
OG0001078	NEMVE21841, NEMVE03024	CAEEL19295
OG0001079	NEMVE10902	CAEEL10503
OG0001080	NEMVE25549	CAEEL08359
OG0001082	NEMVE13496	CAEEL19080, CAEEL19079, CAEEL09741
OG0001083	NEMVE07865	CAEEL06682
OG0001084	NEMVE15577, NEMVE10374, NEMVE06345	CAEEL01831
OG0001085	NEMVE23730	CAEEL09995, CAEEL09996
OG0001086	NEMVE10921	CAEEL07731
OG0001091	NEMVE05727	CAEEL07358
OG0001092	NEMVE00964, NEMVE07353, NEMVE01451	CAEEL07387
OG0001093	NEMVE01792	CAEEL00638, CAEEL00637
OG0001095	NEMVE24881	CAEEL07595
OG0001096	NEMVE22598, NEMVE10292, NEMVE12692	CAEEL04621, CAEEL17752
OG0001101	NEMVE14957	CAEEL11585
OG0001102	NEMVE01649, NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	CAEEL08853
OG0001103	NEMVE05814	CAEEL18815
OG0001104	NEMVE04017, NEMVE06719	CAEEL09176, CAEEL09177
OG0001104	NEMVE25846	CAEEL20081
OG0001107	NEMVE00952	CAEEL18427
OG0001108	NEMVE14019, NEMVE25264, NEMVE22820, NEMVE03343	CAEEL09307
OG0001109	NEMVE17631	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001111	NEMVE12657, NEMVE05880	CAEEL13201
OG0001111	NEMVE18142	CAEEL05876
OG0001112	NEMVE18988	CAEEL19902, CAEEL19901
OG0001113	NEMVE11789, NEMVE13858	CAEEL15158
OG0001113	NEMVE14477	CAEEL01128
OG0001113	NEMVE22434	CAEEL07385
OG0001114	NEMVE13059	CAEEL11582, CAEEL01758, CAEEL01759
OG0001116	NEMVE14342	CAEEL04351
OG0001117	NEMVE24913, NEMVE17548	CAEEL08762
OG0001118	NEMVE08045	CAEEL18824
OG0001119	NEMVE00905, NEMVE12022	CAEEL14710
OG0001123	NEMVE07317	CAEEL02049
OG0001124	NEMVE14042, NEMVE14572	CAEEL08814
OG0001126	NEMVE21706	CAEEL04859
OG0001127	NEMVE23507	CAEEL07664
OG0001130	NEMVE21964, NEMVE14047	CAEEL00952, CAEEL00232
OG0001131	NEMVE02265	CAEEL14208
OG0001133	NEMVE22361	CAEEL11294
OG0001136	NEMVE14986	CAEEL02001
OG0001137	NEMVE09544, NEMVE24640, NEMVE09543	CAEEL04790
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	CAEEL07800, CAEEL07799
OG0001139	NEMVE14993	CAEEL06928, CAEEL15457
OG0001140	NEMVE06552, NEMVE12189, NEMVE00314	CAEEL14389
OG0001141	NEMVE13888	CAEEL01107, CAEEL01106
OG0001142	NEMVE20807, NEMVE13380	CAEEL12657
OG0001143	NEMVE07319	CAEEL01013
OG0001148	NEMVE24407	CAEEL13935, CAEEL13934, CAEEL01993
OG0001155	NEMVE18709	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526
OG0001155	NEMVE02706, NEMVE25245	CAEEL10113, CAEEL05596, CAEEL04102, CAEEL10015, CAEEL12717, CAEEL10146
OG0001156	NEMVE14927	CAEEL20728
OG0001158	NEMVE13124	CAEEL00147
OG0001159	NEMVE02254	CAEEL07987, CAEEL18966
OG0001161	NEMVE13207	CAEEL00221
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	CAEEL18096
OG0001163	NEMVE01640	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	NEMVE07314	CAEEL07306
OG0001165	NEMVE15007	CAEEL19696
OG0001167	NEMVE01035	CAEEL04546
OG0001168	NEMVE14002	CAEEL02000
OG0001171	NEMVE08775	CAEEL20677
OG0001172	NEMVE14607	CAEEL13596
OG0001172	NEMVE13977	CAEEL01942
OG0001175	NEMVE18808, NEMVE00944	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001176	NEMVE04714	CAEEL11466
OG0001177	NEMVE07007	CAEEL08262, CAEEL18706
OG0001178	NEMVE13445, NEMVE00910, NEMVE11867	CAEEL05306
OG0001181	NEMVE04930	CAEEL08327
OG0001184	NEMVE23775	CAEEL20576
OG0001184	NEMVE05038	CAEEL19676
OG0001185	NEMVE15207	CAEEL01778
OG0001186	NEMVE07796	CAEEL00480
OG0001186	NEMVE14205	CAEEL09703
OG0001188	NEMVE13134, NEMVE04912	CAEEL14362
OG0001189	NEMVE24274	CAEEL01928
OG0001191	NEMVE02357	CAEEL09751, CAEEL20476, CAEEL09505
OG0001197	NEMVE01874	CAEEL11613
OG0001200	NEMVE09033	CAEEL05263
OG0001201	NEMVE09573	CAEEL02666
OG0001203	NEMVE06946	CAEEL12408, CAEEL09769
OG0001204	NEMVE16401	CAEEL09132
OG0001208	NEMVE13141	CAEEL10574
OG0001209	NEMVE13903	CAEEL00442
OG0001210	NEMVE24102	CAEEL06380
OG0001211	NEMVE14313	CAEEL08708, CAEEL01747, CAEEL04910, CAEEL02891, CAEEL08232, CAEEL07906
OG0001213	NEMVE09096	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001214	NEMVE06648	CAEEL08401
OG0001215	NEMVE25378	CAEEL11249
OG0001216	NEMVE13574	CAEEL04644
OG0001218	NEMVE21894	CAEEL20131, CAEEL14167
OG0001219	NEMVE22457	CAEEL20379
OG0001220	NEMVE01931	CAEEL07890
OG0001221	NEMVE10455, NEMVE21175	CAEEL13124
OG0001224	NEMVE18437	CAEEL07196
OG0001225	NEMVE24191	CAEEL02873
OG0001230	NEMVE14462	CAEEL03172, CAEEL20318, CAEEL12987, CAEEL17236, CAEEL15243, CAEEL01949
OG0001231	NEMVE18418	CAEEL15401
OG0001233	NEMVE05554	CAEEL03755, CAEEL04189
OG0001234	NEMVE18230, NEMVE12291	CAEEL00806
OG0001236	NEMVE24358	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	NEMVE14613, NEMVE05651	CAEEL05166, CAEEL11182
OG0001239	NEMVE13393	CAEEL12011
OG0001241	NEMVE23698	CAEEL01749
OG0001241	NEMVE22413	CAEEL19375
OG0001243	NEMVE04580	CAEEL01806
OG0001244	NEMVE19059	CAEEL14192, CAEEL15055
OG0001244	NEMVE18953, NEMVE13181, NEMVE05200, NEMVE06276, NEMVE06601, NEMVE25505, NEMVE07927, NEMVE07933, NEMVE25684, NEMVE03017, NEMVE10603, NEMVE13558, NEMVE14877	CAEEL12407, CAEEL20165, CAEEL12480, CAEEL20162, CAEEL20164, CAEEL11488, CAEEL15771, CAEEL15366
OG0001247	NEMVE03420	CAEEL10570
OG0001248	NEMVE14608	CAEEL08830
OG0001249	NEMVE08338	CAEEL06406
OG0001250	NEMVE07058	CAEEL18712
OG0001251	NEMVE15250	CAEEL10205
OG0001251	NEMVE05777	CAEEL01802
OG0001252	NEMVE05179	CAEEL05030
OG0001253	NEMVE14445	CAEEL10888, CAEEL10887
OG0001254	NEMVE20396, NEMVE01446, NEMVE14277	CAEEL00935
OG0001256	NEMVE11467, NEMVE20435	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001258	NEMVE15650	CAEEL03914, CAEEL02638, CAEEL12608, CAEEL02613, CAEEL02212, CAEEL16969, CAEEL02645, CAEEL17856, CAEEL16870, CAEEL13001, CAEEL02641, CAEEL02642, CAEEL02574, CAEEL02575, CAEEL02572, CAEEL02183, CAEEL17808, CAEEL17778, CAEEL17485, CAEEL07453, CAEEL11177, CAEEL07452, CAEEL15594, CAEEL13919, CAEEL12706, CAEEL12707, CAEEL17028, CAEEL17029, CAEEL17461, CAEEL17460, CAEEL05961, CAEEL03110, CAEEL17264, CAEEL17187, CAEEL17185, CAEEL17295, CAEEL17203, CAEEL17204, CAEEL03916, CAEEL03934, CAEEL17480, CAEEL17265, CAEEL03829, CAEEL02198, CAEEL02197, CAEEL03928, CAEEL03773, CAEEL03929, CAEEL03932, CAEEL03772, CAEEL03930, CAEEL03931, CAEEL03933, CAEEL02200, CAEEL02199, CAEEL10996, CAEEL03915, CAEEL02195, CAEEL02194, CAEEL02193, CAEEL02196, CAEEL13920, CAEEL02538, CAEEL13194, CAEEL13193
OG0001261	NEMVE12600, NEMVE24381	CAEEL07850
OG0001262	NEMVE20477, NEMVE18940, NEMVE25315	CAEEL15249, CAEEL20627
OG0001266	NEMVE14615, NEMVE13420, NEMVE23687	CAEEL20839, CAEEL20838, CAEEL07143
OG0001267	NEMVE22271	CAEEL14111
OG0001268	NEMVE13796, NEMVE10358	CAEEL11342
OG0001270	NEMVE21909, NEMVE12078, NEMVE22554	CAEEL01959
OG0001271	NEMVE16016, NEMVE12266	CAEEL08717, CAEEL00634
OG0001272	NEMVE24865	CAEEL07720, CAEEL09293
OG0001274	NEMVE24783	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	NEMVE22456	CAEEL20013
OG0001278	NEMVE08441	CAEEL10735
OG0001279	NEMVE06730	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	NEMVE15111, NEMVE13261	CAEEL00726
OG0001281	NEMVE06870, NEMVE11367	CAEEL05459
OG0001282	NEMVE13494	CAEEL04296
OG0001284	NEMVE15039	CAEEL08223
OG0001284	NEMVE12745, NEMVE19495	CAEEL01272
OG0001285	NEMVE07034	CAEEL06501
OG0001286	NEMVE08364	CAEEL20246
OG0001287	NEMVE13851	CAEEL16475
OG0001288	NEMVE21102, NEMVE22721, NEMVE20273	CAEEL18355
OG0001290	NEMVE20389	CAEEL12280
OG0001290	NEMVE22813, NEMVE07506	CAEEL12279
OG0001291	NEMVE25091	CAEEL11483
OG0001293	NEMVE24929	CAEEL07048
OG0001294	NEMVE21404, NEMVE10810	CAEEL15893
OG0001296	NEMVE10339	CAEEL00003, CAEEL14758
OG0001297	NEMVE00713, NEMVE18614, NEMVE04552, NEMVE09620	CAEEL07748, CAEEL07749
OG0001300	NEMVE10660	CAEEL09562
OG0001302	NEMVE13962, NEMVE18411, NEMVE11902	CAEEL01736
OG0001302	NEMVE17610	CAEEL12633
OG0001304	NEMVE01937	CAEEL00728
OG0001305	NEMVE06825	CAEEL19700
OG0001306	NEMVE16218	CAEEL05042
OG0001306	NEMVE08625	CAEEL06741
OG0001310	NEMVE22452	CAEEL16286
OG0001311	NEMVE05964, NEMVE03793	CAEEL07271, CAEEL18160
OG0001318	NEMVE22575	CAEEL06153
OG0001318	NEMVE14651	CAEEL02686
OG0001319	NEMVE01465	CAEEL15967
OG0001320	NEMVE10295	CAEEL02958
OG0001320	NEMVE25688	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001323	NEMVE17138	CAEEL15888
OG0001326	NEMVE14355	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	NEMVE15997	CAEEL12070
OG0001329	NEMVE06386	CAEEL03625, CAEEL07934
OG0001330	NEMVE14535	CAEEL07772
OG0001335	NEMVE06061	CAEEL01950
OG0001337	NEMVE05602	CAEEL08858
OG0001339	NEMVE09406	CAEEL01555
OG0001341	NEMVE08679, NEMVE02363, NEMVE00960, NEMVE01284	CAEEL12273
OG0001344	NEMVE22371	CAEEL12166
OG0001348	NEMVE25188	CAEEL20290
OG0001350	NEMVE14117	CAEEL06068
OG0001351	NEMVE17590	CAEEL20071, CAEEL20072
OG0001353	NEMVE14645	CAEEL07231
OG0001354	NEMVE15993	CAEEL18385
OG0001355	NEMVE14405	CAEEL19633
OG0001356	NEMVE04630	CAEEL10619
OG0001357	NEMVE07199	CAEEL15128
OG0001360	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456	CAEEL17002, CAEEL19681, CAEEL19680
OG0001361	NEMVE13054	CAEEL05269, CAEEL05268
OG0001363	NEMVE24406	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	NEMVE25546, NEMVE21006	CAEEL16269
OG0001366	NEMVE02077, NEMVE15255, NEMVE13095	CAEEL07140
OG0001367	NEMVE10311	CAEEL16176
OG0001368	NEMVE04773, NEMVE01407	CAEEL15247
OG0001369	NEMVE07342	CAEEL05836
OG0001370	NEMVE16952	CAEEL19838
OG0001370	NEMVE14662	CAEEL11201
OG0001372	NEMVE14621, NEMVE12678	CAEEL04824, CAEEL16917
OG0001372	NEMVE24235	CAEEL01785
OG0001373	NEMVE13198	CAEEL18831
OG0001375	NEMVE06380	CAEEL01718
OG0001376	NEMVE14506	CAEEL18806
OG0001378	NEMVE14996	CAEEL01898
OG0001379	NEMVE14262	CAEEL20800, CAEEL08440
OG0001380	NEMVE10957	CAEEL07027
OG0001381	NEMVE08816	CAEEL01510
OG0001383	NEMVE09447	CAEEL18479
OG0001386	NEMVE06344	CAEEL05969, CAEEL04816
OG0001386	NEMVE13418	CAEEL08301
OG0001388	NEMVE06267	CAEEL06695
OG0001389	NEMVE07341	CAEEL06582
OG0001394	NEMVE08699	CAEEL16146
OG0001395	NEMVE10872, NEMVE02945	CAEEL01604
OG0001397	NEMVE22946	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	NEMVE25397	CAEEL19290
OG0001398	NEMVE01787	CAEEL14339
OG0001399	NEMVE23382	CAEEL00972
OG0001402	NEMVE22752	CAEEL04844, CAEEL04850
OG0001404	NEMVE25280	CAEEL15778
OG0001405	NEMVE25349	CAEEL00987
OG0001405	NEMVE08567	CAEEL02297
OG0001408	NEMVE25885	CAEEL19513
OG0001409	NEMVE14897	CAEEL02567
OG0001410	NEMVE03165	CAEEL16277
OG0001411	NEMVE25920	CAEEL07405
OG0001413	NEMVE06553, NEMVE06540	CAEEL08368
OG0001413	NEMVE23533, NEMVE20094	CAEEL04716
OG0001414	NEMVE11734	CAEEL13823
OG0001415	NEMVE04278	CAEEL07146
OG0001416	NEMVE15378	CAEEL04141, CAEEL04142
OG0001417	NEMVE02519	CAEEL02921
OG0001418	NEMVE12090, NEMVE01985	CAEEL11722
OG0001421	NEMVE00612	CAEEL14241
OG0001422	NEMVE07209	CAEEL06778
OG0001423	NEMVE08632	CAEEL18493
OG0001424	NEMVE01171	CAEEL12121
OG0001424	NEMVE19994, NEMVE02440	CAEEL10850
OG0001425	NEMVE19543, NEMVE14280	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	NEMVE13859, NEMVE08760	CAEEL06005, CAEEL06004
OG0001428	NEMVE21876	CAEEL05279
OG0001430	NEMVE13108	CAEEL14236
OG0001431	NEMVE23887	CAEEL01932, CAEEL07478
OG0001432	NEMVE01898	CAEEL18746
OG0001433	NEMVE06558	CAEEL01226
OG0001437	NEMVE13628	CAEEL01346, CAEEL01345
OG0001439	NEMVE06751	CAEEL14010
OG0001439	NEMVE03395	CAEEL19443
OG0001440	NEMVE03715	CAEEL02919
OG0001442	NEMVE02309, NEMVE00471, NEMVE11175, NEMVE12421	CAEEL02131, CAEEL02130, CAEEL02129
OG0001445	NEMVE05296	CAEEL10043, CAEEL10044
OG0001446	NEMVE13345, NEMVE13458	CAEEL19040, CAEEL19039
OG0001449	NEMVE14841, NEMVE20272	CAEEL05216
OG0001450	NEMVE17373	CAEEL12602
OG0001452	NEMVE10972	CAEEL02837
OG0001454	NEMVE14180	CAEEL07513
OG0001455	NEMVE14951	CAEEL04493
OG0001456	NEMVE07444, NEMVE12431	CAEEL15148
OG0001459	NEMVE25233, NEMVE00289	CAEEL20135, CAEEL17975
OG0001460	NEMVE00841, NEMVE16041	CAEEL11040, CAEEL11027
OG0001461	NEMVE22415, NEMVE00568	CAEEL09368
OG0001462	NEMVE11473	CAEEL14714, CAEEL03309
OG0001464	NEMVE06290, NEMVE07201, NEMVE10766	CAEEL07180
OG0001465	NEMVE09468	CAEEL06490
OG0001466	NEMVE11395, NEMVE24631, NEMVE04483	CAEEL00165
OG0001468	NEMVE03519	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	NEMVE13119	CAEEL06147
OG0001469	NEMVE05710	CAEEL06502
OG0001472	NEMVE05967	CAEEL07491
OG0001472	NEMVE23386	CAEEL02663
OG0001473	NEMVE12413	CAEEL15728, CAEEL16017
OG0001474	NEMVE03081, NEMVE10570	CAEEL07328
OG0001475	NEMVE23631	CAEEL05298
OG0001476	NEMVE10280, NEMVE10281	CAEEL00667
OG0001478	NEMVE11979	CAEEL11433
OG0001479	NEMVE06797, NEMVE06784	CAEEL19245
OG0001480	NEMVE16556	CAEEL01047
OG0001482	NEMVE13241	CAEEL08859
OG0001484	NEMVE23070	CAEEL01076, CAEEL01075
OG0001485	NEMVE05976	CAEEL01187
OG0001486	NEMVE22710	CAEEL06199
OG0001489	NEMVE23571, NEMVE21444	CAEEL05101
OG0001492	NEMVE17956	CAEEL08792
OG0001493	NEMVE14619	CAEEL18137, CAEEL03082, CAEEL11731, CAEEL18338
OG0001500	NEMVE07759	CAEEL11009
OG0001501	NEMVE20248, NEMVE10383, NEMVE02681	CAEEL00103
OG0001502	NEMVE23663, NEMVE06312	CAEEL06434, CAEEL06435
OG0001503	NEMVE13535	CAEEL04111
OG0001503	NEMVE15019	CAEEL08520
OG0001504	NEMVE10459	CAEEL05392
OG0001505	NEMVE14234	CAEEL05185, CAEEL08607
OG0001506	NEMVE16287	CAEEL04371
OG0001507	NEMVE18318	CAEEL02101
OG0001508	NEMVE06884	CAEEL19670
OG0001510	NEMVE00716, NEMVE23759, NEMVE11988	CAEEL19165
OG0001512	NEMVE14517	CAEEL01283
OG0001513	NEMVE06320	CAEEL08114
OG0001515	NEMVE14908	CAEEL07033
OG0001516	NEMVE23626	CAEEL05831
OG0001517	NEMVE14577, NEMVE14581	CAEEL20700
OG0001522	NEMVE03232, NEMVE14033	CAEEL01881
OG0001523	NEMVE04670	CAEEL20306
OG0001524	NEMVE25396	CAEEL20737, CAEEL20736
OG0001524	NEMVE05484	CAEEL18987, CAEEL00715
OG0001525	NEMVE02407	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	NEMVE00906	CAEEL19873
OG0001527	NEMVE14422	CAEEL08026
OG0001527	NEMVE03078	CAEEL02029
OG0001528	NEMVE14401	CAEEL20795
OG0001529	NEMVE02084, NEMVE24342	CAEEL01822, CAEEL20748, CAEEL06896
OG0001530	NEMVE08975	CAEEL11993
OG0001531	NEMVE05034	CAEEL08503
OG0001532	NEMVE02971	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	NEMVE10443, NEMVE01320	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	NEMVE11894, NEMVE05661	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	NEMVE11486	CAEEL15530, CAEEL14286
OG0001546	NEMVE08644	CAEEL14468
OG0001551	NEMVE01664	CAEEL13359
OG0001552	NEMVE15633	CAEEL09513
OG0001553	NEMVE15083	CAEEL10745
OG0001554	NEMVE07256	CAEEL00812
OG0001557	NEMVE19058, NEMVE25522, NEMVE15026	CAEEL09508
OG0001558	NEMVE08767	CAEEL05103, CAEEL08374
OG0001559	NEMVE10463	CAEEL16062
OG0001560	NEMVE07241	CAEEL01011
OG0001561	NEMVE13680	CAEEL11007
OG0001562	NEMVE22143	CAEEL18783
OG0001562	NEMVE13576	CAEEL04167
OG0001567	NEMVE07133	CAEEL04524
OG0001568	NEMVE12145, NEMVE13029, NEMVE04566	CAEEL15339
OG0001569	NEMVE22103	CAEEL19014, CAEEL18168
OG0001570	NEMVE10457, NEMVE19638	CAEEL11034
OG0001571	NEMVE09690	CAEEL18118
OG0001572	NEMVE21698	CAEEL00311
OG0001575	NEMVE08150	CAEEL09642
OG0001576	NEMVE10771	CAEEL00120
OG0001578	NEMVE02073	CAEEL10814, CAEEL18928
OG0001580	NEMVE04880	CAEEL02579
OG0001581	NEMVE09495, NEMVE13982, NEMVE20122	CAEEL09430, CAEEL13347, CAEEL16915
OG0001582	NEMVE14586, NEMVE16677	CAEEL07031, CAEEL00211
OG0001583	NEMVE12298, NEMVE07434	CAEEL19802
OG0001589	NEMVE15586	CAEEL18417
OG0001590	NEMVE15049	CAEEL15262, CAEEL15263
OG0001593	NEMVE07459	CAEEL02963, CAEEL13946
OG0001594	NEMVE20923, NEMVE00343	CAEEL08545
OG0001594	NEMVE22378	CAEEL04807, CAEEL04125
OG0001596	NEMVE06150	CAEEL10536
OG0001597	NEMVE17805	CAEEL10283
OG0001599	NEMVE14138	CAEEL20479
OG0001602	NEMVE04820	CAEEL18101
OG0001604	NEMVE20359, NEMVE13990, NEMVE11011, NEMVE01133	CAEEL04879
OG0001605	NEMVE21422	CAEEL09382
OG0001606	NEMVE13096	CAEEL14239
OG0001606	NEMVE14918	CAEEL15795
OG0001609	NEMVE17441	CAEEL19774
OG0001609	NEMVE13471	CAEEL10790
OG0001610	NEMVE21979	CAEEL02035, CAEEL20252
OG0001611	NEMVE04740	CAEEL15699
OG0001612	NEMVE00995	CAEEL02577
OG0001614	NEMVE02024	CAEEL01012
OG0001615	NEMVE00681, NEMVE24769	CAEEL04670
OG0001617	NEMVE25980	CAEEL10780
OG0001620	NEMVE05238, NEMVE07316	CAEEL18514, CAEEL18862
OG0001621	NEMVE07688	CAEEL08615
OG0001624	NEMVE04107	CAEEL05179
OG0001625	NEMVE18968	CAEEL05727
OG0001627	NEMVE04823	CAEEL00684
OG0001628	NEMVE19330, NEMVE08310, NEMVE19331	CAEEL00193
OG0001629	NEMVE06795	CAEEL19941
OG0001630	NEMVE22382	CAEEL05563
OG0001632	NEMVE05187	CAEEL16035
OG0001635	NEMVE14440	CAEEL08024
OG0001638	NEMVE24596	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001641	NEMVE14484, NEMVE06204, NEMVE20026	CAEEL00743
OG0001642	NEMVE25922	CAEEL15818
OG0001643	NEMVE20743, NEMVE11046	CAEEL19599
OG0001651	NEMVE10191, NEMVE06095	CAEEL10611
OG0001652	NEMVE12395, NEMVE00956, NEMVE05109	CAEEL15806
OG0001653	NEMVE00904	CAEEL03026
OG0001654	NEMVE09044, NEMVE16312	CAEEL20359, CAEEL20360
OG0001655	NEMVE19053	CAEEL05314
OG0001656	NEMVE04660	CAEEL07456
OG0001657	NEMVE13455	CAEEL08928, CAEEL08927
OG0001659	NEMVE11319	CAEEL00855
OG0001661	NEMVE07312, NEMVE10092, NEMVE22246	CAEEL14147
OG0001662	NEMVE13811	CAEEL00357
OG0001663	NEMVE21018, NEMVE23853	CAEEL10899, CAEEL10898
OG0001664	NEMVE25426	CAEEL04260
OG0001665	NEMVE09117, NEMVE05163	CAEEL07716
OG0001666	NEMVE25558	CAEEL07781
OG0001668	NEMVE14155	CAEEL00277
OG0001671	NEMVE21602, NEMVE24836, NEMVE17943	CAEEL19781
OG0001672	NEMVE22147	CAEEL08375
OG0001673	NEMVE07546	CAEEL17134, CAEEL17133
OG0001675	NEMVE03414	CAEEL00808
OG0001676	NEMVE17801	CAEEL01617
OG0001677	NEMVE08811	CAEEL07860
OG0001679	NEMVE06179	CAEEL18912
OG0001680	NEMVE10805	CAEEL15664
OG0001682	NEMVE18688	CAEEL17995
OG0001683	NEMVE22487	CAEEL00875
OG0001685	NEMVE22402	CAEEL06629, CAEEL19461
OG0001688	NEMVE01983	CAEEL06653
OG0001689	NEMVE13426	CAEEL08769
OG0001690	NEMVE10364	CAEEL02923
OG0001691	NEMVE08246	CAEEL09136, CAEEL09137
OG0001692	NEMVE05217	CAEEL00815
OG0001700	NEMVE08525, NEMVE25028	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327
OG0001706	NEMVE23731	CAEEL00824
OG0001706	NEMVE05030	CAEEL07216
OG0001707	NEMVE04981, NEMVE14075	CAEEL18144, CAEEL17802
OG0001709	NEMVE00183, NEMVE02103, NEMVE13278	CAEEL07646, CAEEL07650
OG0001710	NEMVE05195	CAEEL11053
OG0001711	NEMVE10176, NEMVE10178	CAEEL15052
OG0001713	NEMVE19673	CAEEL04261
OG0001713	NEMVE15326	CAEEL02704
OG0001714	NEMVE20785, NEMVE14822	CAEEL12772
OG0001714	NEMVE15425	CAEEL15825
OG0001718	NEMVE15484, NEMVE25579	CAEEL12769
OG0001720	NEMVE00978, NEMVE05172	CAEEL07819
OG0001721	NEMVE14398	CAEEL10104, CAEEL11043
OG0001723	NEMVE01559, NEMVE07760	CAEEL19731
OG0001724	NEMVE13963	CAEEL00188, CAEEL09412
OG0001726	NEMVE04744	CAEEL15546
OG0001727	NEMVE05094, NEMVE01092	CAEEL15354
OG0001728	NEMVE16908	CAEEL20444
OG0001730	NEMVE00988	CAEEL04519
OG0001731	NEMVE14594	CAEEL19569
OG0001732	NEMVE08717	CAEEL05337
OG0001733	NEMVE04835	CAEEL11586
OG0001735	NEMVE08944, NEMVE20783	CAEEL08598
OG0001736	NEMVE07797	CAEEL20331
OG0001736	NEMVE14430	CAEEL15724, CAEEL15493
OG0001738	NEMVE05920	CAEEL09745, CAEEL09746
OG0001739	NEMVE22586, NEMVE20891	CAEEL10953
OG0001743	NEMVE08168	CAEEL18830
OG0001744	NEMVE00868, NEMVE09318, NEMVE11370, NEMVE05557, NEMVE05541	CAEEL18540
OG0001745	NEMVE23300, NEMVE23314	CAEEL15294
OG0001746	NEMVE17218, NEMVE19788, NEMVE19907, NEMVE12201	CAEEL09374
