Orthogroup	NEMVE	DANRE
OG0000860	NEMVE23955, NEMVE13259	DANRE30283, DANRE30281, DANRE30282, DANRE30280, DANRE39844, DANRE39843, DANRE19228, DANRE19229, DANRE19230, DANRE39966, DANRE39967
OG0000861	NEMVE21201, NEMVE01293, NEMVE09770, NEMVE15469, NEMVE06681, NEMVE09391	DANRE14168, DANRE10478
OG0000863	NEMVE07030, NEMVE18750, NEMVE13303, NEMVE13302, NEMVE13474, NEMVE06880	DANRE10032, DANRE30849
OG0000866	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768	DANRE21422, DANRE21421, DANRE08582, DANRE21424, DANRE21423
OG0000868	NEMVE12988	DANRE20885
OG0000869	NEMVE07859	DANRE22964, DANRE22963, DANRE22965
OG0000869	NEMVE23299	DANRE33411
OG0000870	NEMVE02461, NEMVE01574	DANRE04144, DANRE04145, DANRE28838, DANRE28839
OG0000871	NEMVE16871	DANRE07004, DANRE07003
OG0000871	NEMVE14071	DANRE21971, DANRE21970, DANRE21972
OG0000872	NEMVE14190	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281
OG0000873	NEMVE10811	DANRE33651
OG0000873	NEMVE11481	DANRE12209
OG0000874	NEMVE13256	DANRE15945, DANRE15946, DANRE08525, DANRE00850, DANRE00852, DANRE00851, DANRE15520
OG0000874	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626	DANRE09159
OG0000875	NEMVE12865, NEMVE19619	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209
OG0000875	NEMVE14079	DANRE35854
OG0000877	NEMVE16415	DANRE41354, DANRE41352, DANRE41353
OG0000878	NEMVE02420	DANRE12359, DANRE12358, DANRE12360, DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129
OG0000879	NEMVE13129	DANRE23042, DANRE35784
OG0000880	NEMVE13288	DANRE36759, DANRE36756, DANRE36757, DANRE02294, DANRE30872, DANRE30873, DANRE22569, DANRE22571, DANRE22570, DANRE22568
OG0000880	NEMVE15899	DANRE36758
OG0000881	NEMVE13265	DANRE09222, DANRE13840, DANRE09221
OG0000881	NEMVE14845	DANRE34673, DANRE34674, DANRE07926, DANRE07927
OG0000882	NEMVE02007	DANRE18780, DANRE23952, DANRE23953, DANRE23954, DANRE37050, DANRE37049, DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774, DANRE15120, DANRE15121
OG0000887	NEMVE10146	DANRE02237, DANRE22542, DANRE22543, DANRE24480
OG0000888	NEMVE10813	DANRE13975, DANRE09386, DANRE28309
OG0000888	NEMVE11848	DANRE33990, DANRE33989
OG0000889	NEMVE22565	DANRE17250, DANRE17249
OG0000889	NEMVE14419	DANRE29366, DANRE33536, DANRE01110, DANRE07937
OG0000890	NEMVE06371, NEMVE00333, NEMVE16346	DANRE17896, DANRE11549, DANRE16599, DANRE16600, DANRE16601
OG0000893	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075	DANRE40482, DANRE21302, DANRE36979, DANRE25838, DANRE25839, DANRE25837, DANRE25840, DANRE36977
OG0000894	NEMVE23274	DANRE16233
OG0000894	NEMVE14617	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559, DANRE30057
OG0000896	NEMVE21907	DANRE27183
OG0000896	NEMVE10977	DANRE18365, DANRE18364, DANRE00892, DANRE00891, DANRE08958, DANRE08959
OG0000897	NEMVE06224, NEMVE12475	DANRE26250, DANRE26251
OG0000897	NEMVE14979	DANRE36838, DANRE40514, DANRE40513
OG0000898	NEMVE14546, NEMVE21727	DANRE24566, DANRE26708, DANRE26706, DANRE26707, DANRE28890
OG0000899	NEMVE18761	DANRE08949, DANRE33862, DANRE33861, DANRE39281, DANRE06731, DANRE06730, DANRE20516
OG0000904	NEMVE08753	DANRE20075, DANRE20074, DANRE06232, DANRE06231, DANRE05115, DANRE05114
OG0000906	NEMVE15755	DANRE19263
OG0000907	NEMVE00986	DANRE26506, DANRE21488, DANRE21486, DANRE21487
OG0000909	NEMVE10272	DANRE15298, DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755, DANRE43244, DANRE43245, DANRE05844, DANRE05846, DANRE05845
OG0000911	NEMVE24020	DANRE29022, DANRE29023, DANRE03444, DANRE03443, DANRE23107, DANRE23108, DANRE23105, DANRE23104, DANRE23103, DANRE23106, DANRE03445, DANRE42638, DANRE42637, DANRE36545, DANRE36544, DANRE42639, DANRE42640
OG0000912	NEMVE23980	DANRE33561, DANRE22054, DANRE22055, DANRE06461, DANRE15983
OG0000912	NEMVE23705	DANRE20310, DANRE20311, DANRE08249, DANRE08250
OG0000913	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717	DANRE06706, DANRE08772
OG0000914	NEMVE08606	DANRE22546, DANRE22545, DANRE39763, DANRE39764, DANRE40362, DANRE01745, DANRE24949, DANRE24948, DANRE24950
OG0000915	NEMVE05638	DANRE23018, DANRE23019, DANRE22768, DANRE22767, DANRE30961, DANRE30962, DANRE36707, DANRE36706, DANRE02290, DANRE12496, DANRE12495
OG0000916	NEMVE00760, NEMVE23155, NEMVE15635	DANRE15518, DANRE15517, DANRE11240, DANRE11239, DANRE15419, DANRE15412, DANRE15415, DANRE15414, DANRE00150, DANRE15418, DANRE15413, DANRE15411, DANRE43151, DANRE15417, DANRE21535, DANRE21536, DANRE21538, DANRE21537, DANRE21539, DANRE21541, DANRE21545, DANRE21544, DANRE21543, DANRE21542, DANRE21540, DANRE27637, DANRE27638, DANRE27636, DANRE22170, DANRE22169
OG0000921	NEMVE04805	DANRE41396
OG0000921	NEMVE19737, NEMVE09442	DANRE39952
OG0000925	NEMVE21937, NEMVE05629, NEMVE00068	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251
OG0000925	NEMVE22442, NEMVE00338	DANRE37121, DANRE37119, DANRE42422, DANRE42421, DANRE42420, DANRE37120
OG0000928	NEMVE08415, NEMVE20627	DANRE27687, DANRE27688, DANRE21003, DANRE24965, DANRE24966, DANRE39163
OG0000929	NEMVE10278	DANRE20492, DANRE38022, DANRE24269, DANRE35282, DANRE35283, DANRE35284, DANRE38021, DANRE38020, DANRE18912, DANRE18914, DANRE18915, DANRE15012, DANRE15013, DANRE15014, DANRE15011
OG0000930	NEMVE06499, NEMVE09880, NEMVE16667, NEMVE11111	DANRE07423, DANRE07424, DANRE19996, DANRE19995, DANRE19994, DANRE19993, DANRE19997
OG0000931	NEMVE13552	DANRE11180, DANRE11181
OG0000932	NEMVE15050, NEMVE02393	DANRE07573, DANRE07574
OG0000933	NEMVE25450, NEMVE09603	DANRE11215, DANRE20009, DANRE38011, DANRE38009, DANRE05655, DANRE05654, DANRE05656, DANRE38010, DANRE38008, DANRE38007
OG0000934	NEMVE09369	DANRE41926, DANRE41925, DANRE41924, DANRE41923, DANRE17314, DANRE17315
OG0000934	NEMVE07036	DANRE20665, DANRE40437, DANRE31439
OG0000935	NEMVE24478, NEMVE06639	DANRE20955, DANRE28333, DANRE28334, DANRE12377, DANRE12378, DANRE37563, DANRE37564, DANRE08991, DANRE13968, DANRE13967, DANRE21030, DANRE42779
OG0000936	NEMVE05234, NEMVE18875, NEMVE23076, NEMVE15700, NEMVE23217, NEMVE18236, NEMVE04950, NEMVE18876	DANRE22478, DANRE36646
OG0000943	NEMVE15785, NEMVE08924	DANRE40729, DANRE40731, DANRE40730
OG0000944	NEMVE07708	DANRE24388, DANRE24387, DANRE01130, DANRE01129, DANRE06809, DANRE06354, DANRE33796, DANRE33797
OG0000945	NEMVE22316, NEMVE22428	DANRE38573, DANRE38572, DANRE38571, DANRE34411, DANRE10577
OG0000946	NEMVE07731	DANRE38953, DANRE31325
OG0000947	NEMVE04758	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152, DANRE24883, DANRE24884, DANRE24882, DANRE28260
OG0000947	NEMVE07474	DANRE10215, DANRE13579, DANRE42580, DANRE42579
OG0000949	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321	DANRE19441, DANRE14249, DANRE07012, DANRE15300, DANRE15301, DANRE11410, DANRE11409, DANRE18632, DANRE18631, DANRE18630, DANRE10756
OG0000950	NEMVE08112	DANRE33318, DANRE07884, DANRE19560, DANRE19562, DANRE40927, DANRE40926
OG0000951	NEMVE21998	DANRE10417, DANRE10418, DANRE10419, DANRE26017, DANRE26018
OG0000952	NEMVE04659	DANRE20478, DANRE20479, DANRE19201, DANRE19202
OG0000952	NEMVE02164	DANRE06605, DANRE06606, DANRE06604, DANRE19204, DANRE19206, DANRE19205
OG0000953	NEMVE12932	DANRE19601, DANRE13570, DANRE09947, DANRE02820
OG0000954	NEMVE06460	DANRE35837
OG0000954	NEMVE05247, NEMVE12295	DANRE29087
OG0000955	NEMVE14901	DANRE16947, DANRE34598
OG0000955	NEMVE06008	DANRE12313
OG0000955	NEMVE08350	DANRE06010
OG0000957	NEMVE00980	DANRE28875, DANRE28874, DANRE28870, DANRE28873, DANRE28872, DANRE28871, DANRE35649, DANRE35650, DANRE00386, DANRE00384, DANRE20983, DANRE20984, DANRE34585, DANRE34586
OG0000958	NEMVE24805, NEMVE17902	DANRE02719, DANRE30931
OG0000960	NEMVE02244	DANRE38907, DANRE38906, DANRE38905, DANRE12544, DANRE12542, DANRE12541, DANRE12543, DANRE36890
OG0000963	NEMVE06216	DANRE21554, DANRE21556, DANRE28340, DANRE21555
OG0000963	NEMVE03242	DANRE40847, DANRE23590
OG0000965	NEMVE10501	DANRE07376
OG0000965	NEMVE02072	DANRE37868
OG0000966	NEMVE06417	DANRE07644, DANRE07643, DANRE19847, DANRE40850, DANRE40851, DANRE01429, DANRE01426, DANRE01428, DANRE01427, DANRE01430
OG0000967	NEMVE05572	DANRE00803
OG0000967	NEMVE11722, NEMVE10506	DANRE03536, DANRE03535, DANRE11311, DANRE11310, DANRE11308, DANRE11309
OG0000968	NEMVE14701	DANRE38451, DANRE38450, DANRE30677, DANRE26106
OG0000968	NEMVE10433	DANRE35064, DANRE33908, DANRE33907
OG0000969	NEMVE14628	DANRE09864
OG0000970	NEMVE08789	DANRE33493, DANRE19214
OG0000972	NEMVE04609, NEMVE00954	DANRE40936, DANRE40935, DANRE40933, DANRE40932
OG0000972	NEMVE10082	DANRE33608, DANRE33609, DANRE33606, DANRE33607, DANRE33610
OG0000973	NEMVE17915	DANRE14561, DANRE14560, DANRE14559
OG0000974	NEMVE13444	DANRE20581
OG0000975	NEMVE10075	DANRE40667
OG0000976	NEMVE06490, NEMVE05744	DANRE16182, DANRE41328, DANRE41326
OG0000978	NEMVE25212	DANRE27024, DANRE37180, DANRE24849, DANRE24850, DANRE27022, DANRE27023, DANRE27021, DANRE37039, DANRE37040, DANRE40773, DANRE40772, DANRE38576
OG0000979	NEMVE17920, NEMVE04790, NEMVE16326	DANRE05220, DANRE05219
OG0000981	NEMVE22521	DANRE18988
OG0000982	NEMVE07619, NEMVE11958	DANRE21553, DANRE28338, DANRE28339, DANRE14101, DANRE09208, DANRE39834, DANRE00506, DANRE00508, DANRE00507, DANRE00509
OG0000984	NEMVE21717	DANRE19378, DANRE19379, DANRE19380, DANRE19381
OG0000985	NEMVE09786, NEMVE11913	DANRE04256, DANRE05103, DANRE05104, DANRE00260, DANRE00259, DANRE00261, DANRE06266, DANRE06267
OG0000987	NEMVE05580	DANRE23844, DANRE23846, DANRE23845, DANRE28109, DANRE28108, DANRE28110, DANRE36582, DANRE23126, DANRE02985, DANRE02984, DANRE42848, DANRE42847
OG0000988	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782	DANRE35176, DANRE19094, DANRE19093, DANRE23487, DANRE23486, DANRE23488, DANRE40003
OG0000992	NEMVE11620	DANRE30487, DANRE03990, DANRE03996, DANRE03997, DANRE03994
OG0000992	NEMVE04858	DANRE10562, DANRE10561, DANRE12136
OG0000993	NEMVE12763	DANRE13216
OG0000994	NEMVE24464	DANRE17301
OG0000994	NEMVE05403	DANRE01452, DANRE01451
OG0000996	NEMVE06175	DANRE33745, DANRE33744, DANRE06309, DANRE24287, DANRE26741, DANRE26742, DANRE26739, DANRE26738, DANRE26740
OG0000999	NEMVE00092	DANRE29607, DANRE29608, DANRE24716, DANRE38934, DANRE38936, DANRE25765, DANRE25766, DANRE12419, DANRE12421, DANRE12420
OG0001000	NEMVE02448	DANRE42296, DANRE42294, DANRE42295, DANRE07070, DANRE07071, DANRE11073, DANRE14961, DANRE00944
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	DANRE00734, DANRE00733, DANRE37957, DANRE37956, DANRE37124, DANRE37123, DANRE42439, DANRE42438, DANRE37122
OG0001002	NEMVE09531, NEMVE19920	DANRE38706, DANRE38705
OG0001004	NEMVE06123	DANRE21516, DANRE40173, DANRE40172, DANRE40171, DANRE21514, DANRE21513, DANRE21515, DANRE16753, DANRE28904, DANRE28905, DANRE28906, DANRE16752
OG0001005	NEMVE10101	DANRE36798, DANRE36796, DANRE36795, DANRE01792, DANRE01791
OG0001006	NEMVE21915	DANRE15473
OG0001006	NEMVE10239	DANRE40023, DANRE00151, DANRE27457
OG0001007	NEMVE00044, NEMVE10735	DANRE40668, DANRE18273, DANRE18274, DANRE40669, DANRE40663, DANRE40665, DANRE42679
OG0001008	NEMVE24531	DANRE31459, DANRE22461, DANRE37016, DANRE37015, DANRE31455, DANRE31458, DANRE31457, DANRE31456, DANRE37707, DANRE37708, DANRE37709, DANRE25431, DANRE25430, DANRE25432
OG0001009	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111	DANRE10781, DANRE14714, DANRE14715
OG0001013	NEMVE02022	DANRE16533, DANRE28512, DANRE15454, DANRE29403, DANRE09337, DANRE09336, DANRE14020, DANRE29097, DANRE04005, DANRE04004
OG0001015	NEMVE07976	DANRE36830, DANRE28847, DANRE28849, DANRE28848, DANRE28850
OG0001016	NEMVE14344	DANRE23809, DANRE23808
OG0001016	NEMVE14850	DANRE24167, DANRE28181, DANRE24165, DANRE24166
OG0001017	NEMVE08837	DANRE23148, DANRE23147, DANRE23146, DANRE23149
OG0001017	NEMVE08847	DANRE23925, DANRE23924, DANRE26677
OG0001017	NEMVE13870	DANRE23145
OG0001018	NEMVE25537	DANRE16608, DANRE16609
OG0001018	NEMVE07573	DANRE11146, DANRE11145
OG0001019	NEMVE09159, NEMVE02711	DANRE14405, DANRE14404, DANRE09084, DANRE40539
OG0001021	NEMVE05054	DANRE11742, DANRE11741, DANRE11743, DANRE11744
OG0001022	NEMVE24828	DANRE41837, DANRE41838, DANRE41840, DANRE41841, DANRE41839, DANRE37109, DANRE06745, DANRE06746
OG0001023	NEMVE12107	DANRE30665, DANRE30666, DANRE38254, DANRE38252, DANRE22441, DANRE43297, DANRE43298, DANRE22443, DANRE37001, DANRE37000, DANRE36998, DANRE36999, DANRE03679, DANRE03680, DANRE38253, DANRE38255
OG0001024	NEMVE22572	DANRE07373, DANRE04817, DANRE04816, DANRE06260, DANRE03283, DANRE11210, DANRE11211, DANRE41223
OG0001027	NEMVE22961	DANRE34291, DANRE31125, DANRE31123, DANRE31124
OG0001028	NEMVE25953, NEMVE14639	DANRE21742, DANRE21744, DANRE21743, DANRE12753, DANRE12754, DANRE12752, DANRE38499
OG0001029	NEMVE03131, NEMVE01675	DANRE12697, DANRE37177
OG0001029	NEMVE11449	DANRE33751, DANRE33752, DANRE09031, DANRE13693
OG0001030	NEMVE13370	DANRE21685, DANRE28353
OG0001030	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380	DANRE17793, DANRE05538, DANRE16720, DANRE16719, DANRE16721, DANRE05568, DANRE05569
OG0001031	NEMVE13279	DANRE05231
OG0001031	NEMVE12566, NEMVE03083, NEMVE18815, NEMVE03518, NEMVE01512, NEMVE05098, NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345	DANRE16690
OG0001032	NEMVE14168	DANRE18300, DANRE18301, DANRE16885, DANRE16886, DANRE29809, DANRE34198, DANRE34199, DANRE39614
OG0001033	NEMVE24849	DANRE34683, DANRE19218, DANRE35345
OG0001033	NEMVE03845	DANRE02095, DANRE40162
OG0001034	NEMVE23685	DANRE27197, DANRE29926, DANRE29925, DANRE29927, DANRE24705, DANRE27195, DANRE27196, DANRE23974, DANRE23976, DANRE23973, DANRE23975
OG0001036	NEMVE07958	DANRE22470, DANRE22471, DANRE22469, DANRE10595, DANRE15083, DANRE15084, DANRE10596
OG0001037	NEMVE13835	DANRE39620, DANRE39624, DANRE39622, DANRE39623, DANRE39619, DANRE34192, DANRE39621, DANRE34191, DANRE34188, DANRE34189, DANRE34190, DANRE26737, DANRE39625, DANRE26734, DANRE26735, DANRE26736, DANRE24510
OG0001039	NEMVE05718	DANRE33581, DANRE33582
OG0001039	NEMVE05729	DANRE33583
OG0001039	NEMVE14813	DANRE35466
OG0001042	NEMVE20161, NEMVE25296	DANRE40759, DANRE40758, DANRE40284, DANRE02474, DANRE02475, DANRE22411, DANRE22410, DANRE12329, DANRE12330, DANRE12328, DANRE31604, DANRE31603
OG0001048	NEMVE04666	DANRE33726, DANRE33727, DANRE05406, DANRE03103, DANRE05407, DANRE19307, DANRE19308, DANRE20140, DANRE20141, DANRE20142
OG0001049	NEMVE24151	DANRE07752, DANRE23213
OG0001050	NEMVE11321	DANRE40771, DANRE17632, DANRE37651, DANRE36467, DANRE25249, DANRE25251, DANRE25250, DANRE09895, DANRE09896
OG0001052	NEMVE24748	DANRE03270, DANRE05763, DANRE03271
OG0001053	NEMVE01408	DANRE03466, DANRE28187, DANRE28188, DANRE28186, DANRE24594, DANRE24595, DANRE23165, DANRE42694, DANRE42693, DANRE06732, DANRE05252
OG0001059	NEMVE05294	DANRE18761, DANRE24662, DANRE24659, DANRE24661, DANRE24660, DANRE11709, DANRE11710, DANRE18760, DANRE18758, DANRE18759, DANRE18757
OG0001060	NEMVE02960, NEMVE14652, NEMVE13876	DANRE30655
OG0001062	NEMVE01533	DANRE28653, DANRE16543, DANRE21837, DANRE21838, DANRE26303, DANRE23617
OG0001063	NEMVE08862	DANRE04656
OG0001067	NEMVE18870, NEMVE18446, NEMVE25152	DANRE42913, DANRE16146
OG0001068	NEMVE21454	DANRE22932, DANRE22934, DANRE22933, DANRE36832, DANRE27671, DANRE27672, DANRE27673, DANRE24451
OG0001068	NEMVE04571	DANRE24452, DANRE09994
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521	DANRE34212, DANRE34213, DANRE33687, DANRE33686
OG0001072	NEMVE01518	DANRE30991
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	DANRE07147, DANRE07148, DANRE02614
OG0001075	NEMVE07705, NEMVE15967	DANRE09111, DANRE09112, DANRE09110, DANRE09113, DANRE09109, DANRE18111, DANRE18112, DANRE18109, DANRE18110, DANRE11682
OG0001076	NEMVE01471	DANRE17847, DANRE01059, DANRE01061, DANRE08511, DANRE08513, DANRE08512, DANRE01060, DANRE08514, DANRE17848, DANRE17845, DANRE17846, DANRE17844
OG0001077	NEMVE06665	DANRE27192, DANRE13619, DANRE42724
OG0001078	NEMVE21841, NEMVE03024	DANRE33231, DANRE33234, DANRE33233, DANRE33232, DANRE22373, DANRE22374, DANRE22372, DANRE36986, DANRE29517, DANRE24790, DANRE24791, DANRE39097, DANRE39096, DANRE39098
OG0001079	NEMVE10902	DANRE40520, DANRE40521, DANRE31014, DANRE39805
OG0001080	NEMVE25549	DANRE10317
OG0001080	NEMVE24155	DANRE38901, DANRE38902
OG0001081	NEMVE14063	DANRE12197, DANRE12196, DANRE12195
OG0001082	NEMVE13496	DANRE01614
OG0001083	NEMVE07865	DANRE11162, DANRE03313, DANRE06572, DANRE11816, DANRE11815
OG0001084	NEMVE15577, NEMVE10374, NEMVE06345	DANRE21390, DANRE09519, DANRE09517, DANRE09518, DANRE21391, DANRE28176, DANRE28177
OG0001085	NEMVE23730	DANRE36752, DANRE36751, DANRE22295, DANRE39750, DANRE39751, DANRE02426, DANRE30868, DANRE30869, DANRE02298, DANRE02297, DANRE02296
OG0001086	NEMVE21870	DANRE07854, DANRE07855, DANRE07853, DANRE34443, DANRE18052, DANRE18053, DANRE06661, DANRE34442, DANRE34441, DANRE34444
OG0001088	NEMVE09696, NEMVE11696	DANRE12098
OG0001088	NEMVE19674, NEMVE00424, NEMVE18333, NEMVE11019, NEMVE08315, NEMVE08309	DANRE33509
OG0001089	NEMVE21830	DANRE07983, DANRE07984, DANRE34147, DANRE34146, DANRE07986, DANRE07985, DANRE24397, DANRE24398, DANRE24396, DANRE24395, DANRE01127, DANRE01126
OG0001091	NEMVE05727	DANRE16115, DANRE41479, DANRE03250, DANRE14908, DANRE14909, DANRE29822, DANRE03251, DANRE14907, DANRE14905, DANRE14906, DANRE41478
OG0001092	NEMVE01451	DANRE01082, DANRE15922
OG0001093	NEMVE01792	DANRE14894, DANRE14893, DANRE03347, DANRE29218, DANRE29217, DANRE16120, DANRE41468, DANRE41467, DANRE41466
OG0001095	NEMVE24881	DANRE37105, DANRE37106, DANRE21368, DANRE21367, DANRE14978
OG0001096	NEMVE10292, NEMVE12692	DANRE36317, DANRE41555, DANRE41553, DANRE41554
OG0001097	NEMVE07237	DANRE20703, DANRE19071
OG0001101	NEMVE14957	DANRE43023, DANRE43024
OG0001101	NEMVE01007	DANRE02373, DANRE40530, DANRE40528, DANRE40529, DANRE02372, DANRE40532, DANRE40531
OG0001102	NEMVE01649	DANRE05563
OG0001102	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	DANRE05135, DANRE05287, DANRE05288
OG0001103	NEMVE11703, NEMVE01302	DANRE12024
OG0001103	NEMVE05814	DANRE24316, DANRE24315, DANRE24314
OG0001104	NEMVE04017, NEMVE06719	DANRE12309, DANRE12308
OG0001104	NEMVE25846	DANRE15094, DANRE18450, DANRE18449, DANRE18448
OG0001105	NEMVE00247	DANRE03125
OG0001106	NEMVE10844, NEMVE10846	DANRE37557, DANRE37558
OG0001107	NEMVE00952	DANRE42252, DANRE00876, DANRE01942, DANRE01943, DANRE00878, DANRE00877, DANRE06921, DANRE06922, DANRE16573, DANRE16574, DANRE42251, DANRE42250
OG0001108	NEMVE22820	DANRE22562, DANRE36536, DANRE36537, DANRE22561, DANRE22563
OG0001108	NEMVE03343	DANRE07648, DANRE07647, DANRE07649, DANRE07646, DANRE07645
OG0001109	NEMVE17631	DANRE30375, DANRE30374, DANRE05998, DANRE05997, DANRE05996
OG0001110	NEMVE25055, NEMVE25054	DANRE26726, DANRE26727, DANRE24537, DANRE24538, DANRE39856, DANRE19108, DANRE39854, DANRE39855
OG0001111	NEMVE05284	DANRE21586
OG0001112	NEMVE18988	DANRE36239, DANRE41400, DANRE15335, DANRE15332, DANRE20480, DANRE20481, DANRE15539, DANRE15538, DANRE15334, DANRE41410, DANRE36240
OG0001113	NEMVE11789, NEMVE13858	DANRE29305, DANRE29306
OG0001113	NEMVE14477	DANRE13286
OG0001113	NEMVE22434	DANRE36120
OG0001114	NEMVE13059	DANRE12192, DANRE12194, DANRE25899, DANRE10621, DANRE10620, DANRE10623, DANRE10622
OG0001116	NEMVE14342	DANRE42044, DANRE42046, DANRE42047
OG0001116	NEMVE04905, NEMVE14341	DANRE26874, DANRE28973, DANRE28974
OG0001117	NEMVE24913, NEMVE17548	DANRE26679, DANRE24503, DANRE22781
OG0001118	NEMVE08045	DANRE39327, DANRE31005, DANRE31007, DANRE31006, DANRE31008
OG0001119	NEMVE00905, NEMVE12022	DANRE04501, DANRE38797, DANRE38793, DANRE38795, DANRE38796, DANRE38794
OG0001120	NEMVE18269, NEMVE18537	DANRE20475, DANRE06618, DANRE06617, DANRE35418, DANRE42918, DANRE42917, DANRE06970, DANRE06969, DANRE06968, DANRE06971
OG0001121	NEMVE15144	DANRE05588, DANRE05587, DANRE16591, DANRE16590, DANRE16589
OG0001123	NEMVE08367, NEMVE00548	DANRE23983
OG0001123	NEMVE07298	DANRE34793, DANRE34794
OG0001124	NEMVE14042	DANRE03040
OG0001124	NEMVE14572	DANRE01476
OG0001126	NEMVE21706	DANRE37911
OG0001127	NEMVE23507	DANRE41783, DANRE41782, DANRE15362, DANRE15363, DANRE27928, DANRE27929, DANRE27930, DANRE27931
OG0001128	NEMVE07541	DANRE18370, DANRE18369, DANRE18368, DANRE18366, DANRE18367
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	DANRE12805, DANRE38100, DANRE10144, DANRE09107
OG0001130	NEMVE07218, NEMVE21964, NEMVE14047	DANRE00191, DANRE00192
OG0001131	NEMVE02265	DANRE35573, DANRE35575, DANRE35574, DANRE05263, DANRE05262, DANRE11143, DANRE17459
OG0001133	NEMVE17872	DANRE14565
OG0001133	NEMVE22361	DANRE00326, DANRE00325
OG0001134	NEMVE10572	DANRE30384, DANRE03544, DANRE03543
OG0001135	NEMVE08713, NEMVE13852	DANRE15167, DANRE15168, DANRE15171, DANRE15169, DANRE15170, DANRE03694
OG0001136	NEMVE14986	DANRE40170, DANRE40169, DANRE26964, DANRE26965, DANRE39095, DANRE39094
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	DANRE23035, DANRE23036, DANRE36919, DANRE36920, DANRE38760, DANRE38759, DANRE27896, DANRE27895, DANRE27897, DANRE42085
OG0001139	NEMVE14993	DANRE16147, DANRE16148
OG0001139	NEMVE07868	DANRE25097, DANRE30941, DANRE30942
OG0001140	NEMVE00314	DANRE12076, DANRE12078
OG0001141	NEMVE13888	DANRE41144, DANRE41143, DANRE41145, DANRE34924, DANRE34925, DANRE41146, DANRE34926
OG0001142	NEMVE20807, NEMVE13380	DANRE38005, DANRE38003
OG0001143	NEMVE07319	DANRE25849, DANRE30754, DANRE30755, DANRE13212, DANRE15627, DANRE09922
OG0001144	NEMVE02135	DANRE23119, DANRE23118, DANRE36574, DANRE36575, DANRE36573, DANRE41447, DANRE41446, DANRE09531, DANRE09530, DANRE14316, DANRE14317
OG0001146	NEMVE18037, NEMVE07073	DANRE36295, DANRE36291, DANRE36297, DANRE36294, DANRE36292, DANRE36293, DANRE36296, DANRE41104, DANRE41105, DANRE33875, DANRE33874
OG0001148	NEMVE09889	DANRE15191, DANRE15190, DANRE15189
OG0001155	NEMVE18709	DANRE00096
OG0001155	NEMVE14646	DANRE07922
OG0001156	NEMVE14927	DANRE36530, DANRE22268, DANRE29205, DANRE29204, DANRE42727, DANRE42726
OG0001158	NEMVE13124	DANRE24675, DANRE36872, DANRE23963, DANRE23962, DANRE24676, DANRE36873
OG0001159	NEMVE02254	DANRE05470, DANRE10627
OG0001161	NEMVE13207	DANRE38331, DANRE38329, DANRE38330, DANRE25997, DANRE00207, DANRE00210, DANRE00209
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	DANRE08007, DANRE08006, DANRE08008, DANRE08009, DANRE19831, DANRE19828, DANRE19830, DANRE19829, DANRE42512, DANRE42511, DANRE43065
OG0001163	NEMVE01640	DANRE04351, DANRE05359
OG0001164	NEMVE07314	DANRE00549, DANRE00552, DANRE00551
OG0001164	NEMVE17008	DANRE00550
OG0001165	NEMVE15007	DANRE18768
OG0001165	NEMVE15056	DANRE42434, DANRE42435, DANRE42433
OG0001166	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900	DANRE09039, DANRE09040, DANRE30842, DANRE30843, DANRE30844, DANRE30841, DANRE11857, DANRE06281, DANRE19946
