Orthogroup	NEMVE	SACKO_ok
OG0000984	NEMVE21717	SACKO_22470, SACKO_22468
OG0000985	NEMVE09786, NEMVE11913	SACKO_21389
OG0000986	NEMVE14512	SACKO_22424
OG0000986	NEMVE04242	SACKO_18517
OG0000987	NEMVE05580	SACKO_11731
OG0000988	NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782	SACKO_00750, SACKO_27571
OG0000992	NEMVE11620	SACKO_01033
OG0000992	NEMVE04858	SACKO_27184
OG0000993	NEMVE12763	SACKO_08088
OG0000994	NEMVE24464	SACKO_04389
OG0000994	NEMVE05403	SACKO_17316, SACKO_07113, SACKO_15046
OG0000996	NEMVE06175	SACKO_00027
OG0000997	NEMVE15784	SACKO_14564, SACKO_19635, SACKO_06080, SACKO_06219
OG0000998	NEMVE18412, NEMVE14793	SACKO_04803
OG0000998	NEMVE20875	SACKO_30467
OG0000998	NEMVE17665, NEMVE22066	SACKO_30447, SACKO_23039
OG0000999	NEMVE24735	SACKO_02941
OG0000999	NEMVE00092	SACKO_27886
OG0001000	NEMVE02448	SACKO_14786
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	SACKO_32000
OG0001002	NEMVE09531, NEMVE19920	SACKO_17603, SACKO_26493, SACKO_10217, SACKO_22423
OG0001004	NEMVE06123	SACKO_12211
OG0001005	NEMVE10101	SACKO_07944
OG0001006	NEMVE21915	SACKO_28465
OG0001006	NEMVE10239	SACKO_25694
OG0001007	NEMVE00044, NEMVE10735	SACKO_22800, SACKO_22765, SACKO_31051, SACKO_22758
OG0001008	NEMVE24531	SACKO_12442
OG0001009	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111	SACKO_17660
OG0001009	NEMVE22406, NEMVE02505	SACKO_04223
OG0001013	NEMVE02022	SACKO_22099, SACKO_33330, SACKO_22104, SACKO_12317
OG0001014	NEMVE22762, NEMVE19276, NEMVE21298, NEMVE15752	SACKO_04136
OG0001015	NEMVE07976	SACKO_22655
OG0001016	NEMVE14344	SACKO_04981
OG0001016	NEMVE14850	SACKO_15992
OG0001017	NEMVE08837	SACKO_02096
OG0001017	NEMVE08847	SACKO_06481
OG0001018	NEMVE25537	SACKO_04566, SACKO_31412
OG0001019	NEMVE06651	SACKO_24259, SACKO_18004, SACKO_19076, SACKO_15691, SACKO_15677, SACKO_28073, SACKO_19934, SACKO_15664
OG0001021	NEMVE05054	SACKO_09105
OG0001022	NEMVE24828	SACKO_05140, SACKO_05128
OG0001023	NEMVE12107	SACKO_01529
OG0001024	NEMVE22572	SACKO_33645, SACKO_33650
OG0001027	NEMVE22961	SACKO_17175, SACKO_22570, SACKO_25824
OG0001028	NEMVE25953, NEMVE14639	SACKO_16985
OG0001029	NEMVE11449	SACKO_14796
OG0001030	NEMVE13370	SACKO_20494, SACKO_29916
OG0001030	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380	SACKO_04680
OG0001031	NEMVE13279	SACKO_14751, SACKO_16200
OG0001032	NEMVE14168	SACKO_17505
OG0001033	NEMVE24849	SACKO_17499
OG0001034	NEMVE23685	SACKO_22921
OG0001035	NEMVE25598	SACKO_30597, SACKO_30021, SACKO_31825, SACKO_21736, SACKO_01434, SACKO_32288, SACKO_03943, SACKO_05205, SACKO_08025
OG0001036	NEMVE07958	SACKO_31534
OG0001037	NEMVE13835	SACKO_25311
OG0001039	NEMVE05718, NEMVE05729	SACKO_07566
OG0001039	NEMVE14813	SACKO_29826
OG0001042	NEMVE20161, NEMVE25296	SACKO_12664
OG0001043	NEMVE16776, NEMVE05556	SACKO_34099, SACKO_15259
OG0001045	NEMVE10485, NEMVE08539, NEMVE15170	SACKO_01115
OG0001045	NEMVE17384, NEMVE15704, NEMVE18352, NEMVE17386, NEMVE21043	SACKO_28078
OG0001048	NEMVE04666	SACKO_21452
OG0001049	NEMVE24151	SACKO_03823
OG0001050	NEMVE11321	SACKO_13547
OG0001052	NEMVE24748	SACKO_17741
OG0001053	NEMVE01408	SACKO_17162, SACKO_10734
OG0001055	NEMVE21535	SACKO_28183, SACKO_10231, SACKO_10246, SACKO_27123, SACKO_20417, SACKO_20398, SACKO_20395, SACKO_20387, SACKO_20415, SACKO_20419, SACKO_20408, SACKO_20396, SACKO_20407, SACKO_20411, SACKO_06883, SACKO_19423, SACKO_06890, SACKO_06897, SACKO_06913, SACKO_11137, SACKO_06896
OG0001056	NEMVE07347	SACKO_30374, SACKO_11428, SACKO_20947, SACKO_15771, SACKO_15745, SACKO_25763, SACKO_11474, SACKO_16790, SACKO_16794, SACKO_30377, SACKO_15898
OG0001059	NEMVE05294	SACKO_34066
OG0001060	NEMVE02960, NEMVE14652, NEMVE13876	SACKO_10412
OG0001062	NEMVE01533	SACKO_29376
OG0001063	NEMVE08862	SACKO_31591, SACKO_17683
OG0001064	NEMVE19071	SACKO_15500, SACKO_34089, SACKO_31670, SACKO_03351, SACKO_16766, SACKO_31676, SACKO_12962, SACKO_12955, SACKO_12937, SACKO_30160
OG0001066	NEMVE24583	SACKO_07584
OG0001067	NEMVE18870, NEMVE18446, NEMVE25152	SACKO_23129, SACKO_23130, SACKO_23138, SACKO_23139, SACKO_23136, SACKO_23131, SACKO_23140, SACKO_11747
OG0001068	NEMVE04571	SACKO_05518
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521	SACKO_03267
OG0001072	NEMVE01518	SACKO_03307
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	SACKO_21449, SACKO_04327
OG0001075	NEMVE07705, NEMVE15967	SACKO_11315, SACKO_14262
OG0001076	NEMVE01471	SACKO_06837
OG0001077	NEMVE06665	SACKO_10234, SACKO_23172, SACKO_02065, SACKO_02030, SACKO_02068
OG0001078	NEMVE21841, NEMVE03024	SACKO_03626
OG0001079	NEMVE05363, NEMVE02062, NEMVE19455, NEMVE05874, NEMVE21793, NEMVE05858, NEMVE11085, NEMVE05389	SACKO_30338
OG0001079	NEMVE10902	SACKO_30352
OG0001080	NEMVE25549	SACKO_28482
OG0001080	NEMVE24155	SACKO_17655
OG0001081	NEMVE14063	SACKO_20233, SACKO_20239
OG0001082	NEMVE13496	SACKO_05811, SACKO_32916
OG0001083	NEMVE07865	SACKO_03733
OG0001084	NEMVE15577, NEMVE10374, NEMVE06345	SACKO_24296, SACKO_24311
OG0001085	NEMVE23730	SACKO_23475
OG0001086	NEMVE21870	SACKO_01139
OG0001088	NEMVE19674, NEMVE00424, NEMVE18333, NEMVE11019, NEMVE08315, NEMVE08309	SACKO_05186
OG0001089	NEMVE21830	SACKO_12550
OG0001091	NEMVE05727	SACKO_17088
OG0001092	NEMVE00964, NEMVE07353	SACKO_08155
OG0001092	NEMVE01451	SACKO_08149
OG0001093	NEMVE01792	SACKO_20225
OG0001095	NEMVE24881	SACKO_26687
OG0001096	NEMVE22598	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878
OG0001096	NEMVE10292, NEMVE12692	SACKO_26925, SACKO_33433
OG0001097	NEMVE07237	SACKO_11793
OG0001101	NEMVE14957	SACKO_12678
OG0001102	NEMVE01649	SACKO_03700
OG0001102	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	SACKO_27070
OG0001103	NEMVE01302	SACKO_06135
OG0001103	NEMVE05814	SACKO_18268
OG0001104	NEMVE04017, NEMVE06719	SACKO_17440, SACKO_10508
OG0001104	NEMVE25846	SACKO_03224
OG0001105	NEMVE13446	SACKO_04214
OG0001105	NEMVE00247	SACKO_09999
OG0001105	NEMVE17686	SACKO_18067
OG0001106	NEMVE10846	SACKO_09682
OG0001107	NEMVE00952	SACKO_06919
OG0001108	NEMVE22820	SACKO_04290
OG0001108	NEMVE03343	SACKO_31250
OG0001109	NEMVE17631	SACKO_08252, SACKO_08246, SACKO_08241, SACKO_08240, SACKO_08237
OG0001110	NEMVE25055, NEMVE25054	SACKO_15731, SACKO_08229
OG0001111	NEMVE17909, NEMVE18987	SACKO_20490
OG0001111	NEMVE18142	SACKO_03527
OG0001112	NEMVE18988	SACKO_18503
OG0001113	NEMVE11789, NEMVE13858	SACKO_21432
OG0001113	NEMVE22434	SACKO_05156
OG0001114	NEMVE13059	SACKO_08523
OG0001116	NEMVE14342	SACKO_23852
OG0001116	NEMVE04905, NEMVE14341	SACKO_20251
OG0001117	NEMVE07059	SACKO_05727
OG0001117	NEMVE24913, NEMVE17548	SACKO_06898
OG0001118	NEMVE08045	SACKO_04263, SACKO_00345
OG0001119	NEMVE00905, NEMVE12022	SACKO_20836, SACKO_20847
OG0001120	NEMVE18269, NEMVE18537	SACKO_19029
OG0001121	NEMVE15144	SACKO_32575
OG0001123	NEMVE08367, NEMVE00548	SACKO_00205
OG0001123	NEMVE07298	SACKO_33269
OG0001124	NEMVE14042	SACKO_10008
OG0001124	NEMVE14572	SACKO_04873
OG0001126	NEMVE21706	SACKO_28905, SACKO_15936
OG0001127	NEMVE23507	SACKO_04963
OG0001128	NEMVE07541	SACKO_18055
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	SACKO_22362, SACKO_19446
OG0001130	NEMVE21964, NEMVE14047	SACKO_21924, SACKO_08719, SACKO_08682
OG0001131	NEMVE02265	SACKO_02814
OG0001133	NEMVE17872	SACKO_03939
OG0001133	NEMVE22361	SACKO_03870
OG0001134	NEMVE10572	SACKO_00371
OG0001135	NEMVE08713, NEMVE13852	SACKO_12991
OG0001136	NEMVE14986	SACKO_08700, SACKO_08683
OG0001137	NEMVE09544, NEMVE24640, NEMVE09543	SACKO_31589
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	SACKO_06420
OG0001139	NEMVE14993	SACKO_11336
OG0001139	NEMVE07868	SACKO_08887
OG0001140	NEMVE06552	SACKO_04124, SACKO_23104, SACKO_04138, SACKO_23108, SACKO_04131, SACKO_04133, SACKO_23103, SACKO_04130, SACKO_15430, SACKO_21499
OG0001141	NEMVE13888	SACKO_15539
OG0001142	NEMVE20807, NEMVE13380	SACKO_08495
OG0001143	NEMVE07319	SACKO_27075
OG0001144	NEMVE02135	SACKO_23855
OG0001146	NEMVE18037, NEMVE07073	SACKO_04608, SACKO_10399
OG0001147	NEMVE05148	SACKO_26881
OG0001148	NEMVE09889	SACKO_05299
OG0001155	NEMVE18709	SACKO_29197
OG0001155	NEMVE14646	SACKO_06972
OG0001156	NEMVE14927	SACKO_12887
OG0001158	NEMVE13124	SACKO_17293, SACKO_22305, SACKO_17286
OG0001159	NEMVE02254	SACKO_14618
OG0001161	NEMVE13207	SACKO_21600, SACKO_15264, SACKO_27696
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	SACKO_17543, SACKO_14294
OG0001163	NEMVE01640	SACKO_31507
OG0001164	NEMVE07314	SACKO_00737
OG0001164	NEMVE17008	SACKO_00736
OG0001165	NEMVE15007	SACKO_18359
OG0001165	NEMVE15056	SACKO_32002, SACKO_31998
OG0001166	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900	SACKO_31708
OG0001167	NEMVE01035	SACKO_12026
OG0001168	NEMVE14002	SACKO_18942
OG0001169	NEMVE22495	SACKO_01891
OG0001170	NEMVE01927	SACKO_27342
OG0001172	NEMVE14607	SACKO_07899
OG0001172	NEMVE13977	SACKO_23083
OG0001174	NEMVE06466	SACKO_28428, SACKO_28429
OG0001175	NEMVE18808, NEMVE00944	SACKO_00167
OG0001177	NEMVE07007	SACKO_26073, SACKO_10730, SACKO_26943
OG0001178	NEMVE13445, NEMVE00910	SACKO_03875
OG0001178	NEMVE14023	SACKO_32742, SACKO_08914
OG0001181	NEMVE04930	SACKO_08231, SACKO_27253, SACKO_08232
OG0001183	NEMVE02043	SACKO_22928
OG0001184	NEMVE23775	SACKO_04686
OG0001184	NEMVE05038	SACKO_02591, SACKO_02594
OG0001185	NEMVE15207	SACKO_25271
OG0001186	NEMVE07796	SACKO_04961
OG0001186	NEMVE14205	SACKO_32087
OG0001188	NEMVE04912	SACKO_25731
OG0001189	NEMVE24274	SACKO_26954
OG0001190	NEMVE07335, NEMVE20942	SACKO_33257, SACKO_19736, SACKO_29072
OG0001191	NEMVE02357	SACKO_28961
OG0001196	NEMVE08224, NEMVE12229	SACKO_02477
OG0001197	NEMVE01874	SACKO_32347
OG0001197	NEMVE09865	SACKO_31735
OG0001198	NEMVE24571	SACKO_23091
OG0001198	NEMVE22207, NEMVE25198, NEMVE00766	SACKO_05861
OG0001199	NEMVE23802, NEMVE12602	SACKO_31333
OG0001200	NEMVE09033	SACKO_20799
OG0001201	NEMVE09573	SACKO_15686
OG0001202	NEMVE18910, NEMVE19217	SACKO_21894, SACKO_33694
OG0001203	NEMVE06946	SACKO_17678
OG0001204	NEMVE16401	SACKO_05436
OG0001205	NEMVE12458	SACKO_12981
OG0001207	NEMVE05326	SACKO_03977
OG0001207	NEMVE07504	SACKO_25128
OG0001208	NEMVE13141	SACKO_25532
OG0001209	NEMVE13903	SACKO_17895, SACKO_21794
OG0001211	NEMVE14313	SACKO_06728
OG0001212	NEMVE02933, NEMVE00040	SACKO_14563
OG0001213	NEMVE09096	SACKO_12475
OG0001213	NEMVE14427	SACKO_19088
OG0001214	NEMVE06648	SACKO_17861
OG0001215	NEMVE25378	SACKO_19345
OG0001216	NEMVE13574	SACKO_20921
OG0001216	NEMVE14479	SACKO_23314
OG0001218	NEMVE21894	SACKO_09575
OG0001219	NEMVE22457	SACKO_31732
OG0001220	NEMVE01931	SACKO_02206
OG0001221	NEMVE10455, NEMVE21175	SACKO_31267, SACKO_31272, SACKO_31273
OG0001224	NEMVE18437	SACKO_15671
OG0001225	NEMVE24191	SACKO_13197, SACKO_21032
OG0001230	NEMVE14462	SACKO_30865
OG0001231	NEMVE18418	SACKO_32360
OG0001232	NEMVE19947, NEMVE16316, NEMVE01186, NEMVE16317	SACKO_31664, SACKO_31674, SACKO_01123
OG0001232	NEMVE08692	SACKO_31671
OG0001234	NEMVE18230, NEMVE12291	SACKO_26867, SACKO_26860
OG0001236	NEMVE24358	SACKO_22328
OG0001238	NEMVE14613	SACKO_10255
OG0001238	NEMVE05651	SACKO_15368, SACKO_15935
OG0001239	NEMVE13393	SACKO_01576
OG0001240	NEMVE12044, NEMVE01922	SACKO_21921
OG0001241	NEMVE23698	SACKO_21518
OG0001241	NEMVE22413	SACKO_25804
OG0001242	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690	SACKO_19062, SACKO_19023
OG0001243	NEMVE04580	SACKO_00190
OG0001244	NEMVE18953, NEMVE13181, NEMVE05200, NEMVE06276, NEMVE06601, NEMVE25505, NEMVE07927, NEMVE07933, NEMVE25684, NEMVE03017, NEMVE10603, NEMVE13558, NEMVE14877	SACKO_24332, SACKO_33824, SACKO_25187, SACKO_24337
OG0001245	NEMVE23125	SACKO_31830, SACKO_17898
OG0001245	NEMVE23124	SACKO_17917, SACKO_17905
OG0001246	NEMVE03137	SACKO_32897, SACKO_12245, SACKO_12250, SACKO_12249, SACKO_12244, SACKO_20474, SACKO_20488, SACKO_20481, SACKO_06881, SACKO_06909
OG0001247	NEMVE03420	SACKO_16919
OG0001248	NEMVE14608	SACKO_03917
OG0001249	NEMVE08338	SACKO_07046, SACKO_07044
OG0001250	NEMVE07058	SACKO_22060
OG0001251	NEMVE05777	SACKO_21043
OG0001252	NEMVE05179	SACKO_00497
OG0001253	NEMVE14445	SACKO_07955
OG0001254	NEMVE01446, NEMVE14277	SACKO_17085, SACKO_17104
OG0001256	NEMVE11467, NEMVE20435	SACKO_32561
OG0001261	NEMVE12600, NEMVE24381	SACKO_02379
OG0001263	NEMVE21893, NEMVE01880	SACKO_18553
OG0001264	NEMVE09188	SACKO_25559
OG0001265	NEMVE15204, NEMVE16184, NEMVE09370	SACKO_20144
OG0001266	NEMVE14615, NEMVE13420, NEMVE23687	SACKO_21683, SACKO_34097
OG0001267	NEMVE25606	SACKO_05778, SACKO_25091
OG0001267	NEMVE22271	SACKO_21996
OG0001268	NEMVE13796	SACKO_06254
OG0001268	NEMVE10358	SACKO_30805
OG0001270	NEMVE21909, NEMVE12078	SACKO_24994
OG0001270	NEMVE22554	SACKO_01019
OG0001271	NEMVE16016, NEMVE12266	SACKO_30312
OG0001272	NEMVE24865	SACKO_25421
OG0001273	NEMVE06058	SACKO_29270
OG0001274	NEMVE24783	SACKO_16020
OG0001275	NEMVE02957	SACKO_31416
OG0001275	NEMVE14795	SACKO_31414
OG0001276	NEMVE24658	SACKO_30635
OG0001277	NEMVE08949	SACKO_17013
OG0001278	NEMVE22456	SACKO_28908, SACKO_12827, SACKO_12823
OG0001279	NEMVE06730	SACKO_20454
OG0001280	NEMVE15111, NEMVE13261	SACKO_17298
OG0001282	NEMVE13494	SACKO_11635
OG0001283	NEMVE18885	SACKO_16823, SACKO_07426, SACKO_18837
OG0001283	NEMVE15140	SACKO_01310, SACKO_15324
OG0001284	NEMVE15039	SACKO_27293
OG0001284	NEMVE12745, NEMVE19495	SACKO_16492
OG0001285	NEMVE07034	SACKO_12735
OG0001286	NEMVE08364	SACKO_00888
OG0001287	NEMVE13851	SACKO_31693
OG0001288	NEMVE20273	SACKO_15962
OG0001290	NEMVE22813, NEMVE07506	SACKO_09675, SACKO_22471
OG0001291	NEMVE25091	SACKO_21943
OG0001293	NEMVE24929	SACKO_21987
OG0001294	NEMVE10810	SACKO_03533
OG0001295	NEMVE10114	SACKO_22899
OG0001296	NEMVE10339	SACKO_11661
OG0001297	NEMVE03104	SACKO_31951, SACKO_31914
OG0001300	NEMVE13700, NEMVE10660, NEMVE19269	SACKO_02042
OG0001302	NEMVE11902	SACKO_07352
OG0001302	NEMVE17610	SACKO_13308
OG0001303	NEMVE25499, NEMVE25051, NEMVE24313	SACKO_29789, SACKO_28842, SACKO_17612, SACKO_30492
OG0001304	NEMVE01937	SACKO_19061
OG0001305	NEMVE06825	SACKO_26780
OG0001306	NEMVE16218	SACKO_25708
OG0001306	NEMVE08625	SACKO_25883, SACKO_10996
OG0001307	NEMVE17946, NEMVE19270	SACKO_13105
OG0001308	NEMVE06230	SACKO_29701
OG0001309	NEMVE23002, NEMVE18542	SACKO_31608
OG0001310	NEMVE22452	SACKO_11650
OG0001310	NEMVE14637	SACKO_12687
OG0001311	NEMVE05964, NEMVE03793	SACKO_03046, SACKO_14169
OG0001312	NEMVE14791, NEMVE14787	SACKO_03694
OG0001317	NEMVE01591	SACKO_20482
OG0001317	NEMVE13378	SACKO_08200
OG0001318	NEMVE22575	SACKO_20260
OG0001318	NEMVE14651	SACKO_33046
OG0001319	NEMVE01465	SACKO_17261
OG0001320	NEMVE10295	SACKO_15495
OG0001320	NEMVE25688	SACKO_03528
OG0001321	NEMVE21741, NEMVE15029	SACKO_00755
OG0001322	NEMVE14406	SACKO_08315
OG0001322	NEMVE05068, NEMVE21787	SACKO_00634, SACKO_05223
OG0001323	NEMVE17138	SACKO_09370
OG0001324	NEMVE19268, NEMVE11187	SACKO_04648
OG0001326	NEMVE14355	SACKO_30260
OG0001327	NEMVE09298	SACKO_11723
OG0001327	NEMVE15997	SACKO_26434
OG0001329	NEMVE06386	SACKO_23438
OG0001330	NEMVE14535	SACKO_00723
OG0001331	NEMVE23983	SACKO_23573
OG0001332	NEMVE10338	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770
OG0001335	NEMVE06061	SACKO_02457
OG0001337	NEMVE04512, NEMVE11126	SACKO_18014
OG0001337	NEMVE05602	SACKO_02804
OG0001339	NEMVE25120	SACKO_01450
OG0001341	NEMVE00960, NEMVE01284	SACKO_06241
OG0001343	NEMVE25260, NEMVE17073, NEMVE23290, NEMVE24415	SACKO_17370
OG0001344	NEMVE22371	SACKO_14763
OG0001345	NEMVE15150	SACKO_23714, SACKO_23639, SACKO_23595, SACKO_23715
OG0001348	NEMVE25188	SACKO_28912
OG0001349	NEMVE17568	SACKO_18964, SACKO_25871, SACKO_31076, SACKO_20920, SACKO_31598, SACKO_31148, SACKO_08026, SACKO_08036, SACKO_08022, SACKO_08043, SACKO_22283, SACKO_22276
OG0001350	NEMVE14117	SACKO_01074
OG0001351	NEMVE17590	SACKO_20883
OG0001352	NEMVE14525, NEMVE21813	SACKO_25575, SACKO_25587, SACKO_15835, SACKO_13422, SACKO_13435
OG0001353	NEMVE14778	SACKO_22195
OG0001353	NEMVE14645	SACKO_05612
OG0001354	NEMVE15993	SACKO_05972
OG0001354	NEMVE15994, NEMVE05871	SACKO_27003
OG0001355	NEMVE14405	SACKO_12733
OG0001356	NEMVE04630	SACKO_23436
OG0001357	NEMVE07199	SACKO_32377
OG0001358	NEMVE11838	SACKO_18923
OG0001360	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456	SACKO_06003, SACKO_33651, SACKO_33652
OG0001361	NEMVE13054	SACKO_06636, SACKO_20244
OG0001362	NEMVE13199	SACKO_31554
OG0001363	NEMVE24406	SACKO_07065, SACKO_07071, SACKO_02886
OG0001364	NEMVE25546, NEMVE21006	SACKO_22285
OG0001366	NEMVE15255	SACKO_14270
OG0001367	NEMVE10311	SACKO_11804
OG0001368	NEMVE04773, NEMVE01407	SACKO_12370
OG0001369	NEMVE07342	SACKO_30830
OG0001370	NEMVE16952	SACKO_10513
OG0001370	NEMVE14662	SACKO_00812
OG0001371	NEMVE13180, NEMVE10017, NEMVE03671	SACKO_17304, SACKO_17312, SACKO_19756
OG0001372	NEMVE14621, NEMVE12678	SACKO_27587
OG0001372	NEMVE24235	SACKO_23028
OG0001373	NEMVE13198	SACKO_09984
OG0001375	NEMVE21718, NEMVE18400	SACKO_12584, SACKO_12521
OG0001375	NEMVE06380	SACKO_21495
OG0001376	NEMVE14506	SACKO_34148
OG0001377	NEMVE18187	SACKO_25288
OG0001377	NEMVE00630, NEMVE23910	SACKO_10382, SACKO_10375, SACKO_07390, SACKO_16602, SACKO_08556
OG0001378	NEMVE14996	SACKO_24430, SACKO_21687
OG0001380	NEMVE10957	SACKO_30081, SACKO_01944, SACKO_30082
OG0001381	NEMVE08816	SACKO_25884
OG0001382	NEMVE18444	SACKO_22264
OG0001383	NEMVE09447	SACKO_27457
OG0001384	NEMVE03030	SACKO_13100
OG0001386	NEMVE06336, NEMVE11740	SACKO_02115
OG0001388	NEMVE08765	SACKO_17625
OG0001389	NEMVE07341	SACKO_01374
OG0001395	NEMVE10872, NEMVE02945	SACKO_14815
OG0001397	NEMVE22946	SACKO_20543
OG0001397	NEMVE25397	SACKO_02267
OG0001398	NEMVE01787	SACKO_14409, SACKO_01986, SACKO_01969, SACKO_01989, SACKO_01970
OG0001399	NEMVE23382	SACKO_19007
OG0001401	NEMVE23498	SACKO_26685, SACKO_02950, SACKO_02949
OG0001402	NEMVE22752	SACKO_07573
OG0001404	NEMVE25280	SACKO_18033
OG0001404	NEMVE13694	SACKO_05491
OG0001405	NEMVE25349	SACKO_26862
OG0001405	NEMVE08567	SACKO_07421
OG0001406	NEMVE18633, NEMVE16331	SACKO_29996
OG0001407	NEMVE23925	SACKO_09925, SACKO_19593, SACKO_01392, SACKO_19588, SACKO_13552
OG0001408	NEMVE25885	SACKO_32306
OG0001409	NEMVE14897	SACKO_32640
OG0001410	NEMVE03165	SACKO_14471
OG0001410	NEMVE24971	SACKO_00287
OG0001411	NEMVE25920	SACKO_04096
OG0001412	NEMVE19652	SACKO_09199, SACKO_13714
OG0001413	NEMVE06553, NEMVE06540	SACKO_13707
OG0001413	NEMVE20094	SACKO_08606
OG0001414	NEMVE11734	SACKO_04758
OG0001415	NEMVE14658	SACKO_02741
OG0001416	NEMVE10436	SACKO_14338
OG0001416	NEMVE15378	SACKO_30742
OG0001417	NEMVE02519	SACKO_19012, SACKO_28149, SACKO_29213, SACKO_19020
OG0001418	NEMVE12090, NEMVE01985	SACKO_04240
OG0001419	NEMVE05935	SACKO_11370
OG0001420	NEMVE16749	SACKO_11942
OG0001421	NEMVE00612	SACKO_11974
OG0001422	NEMVE07209	SACKO_08100
OG0001423	NEMVE08632	SACKO_22783
OG0001424	NEMVE01171	SACKO_10409
OG0001424	NEMVE19994, NEMVE02440	SACKO_16678
OG0001424	NEMVE25742	SACKO_16677
OG0001425	NEMVE19543, NEMVE14280	SACKO_32937
OG0001426	NEMVE13859, NEMVE08760	SACKO_29415
OG0001427	NEMVE15208	SACKO_25289
OG0001428	NEMVE21876	SACKO_29404
OG0001430	NEMVE23825	SACKO_12563
OG0001430	NEMVE13108	SACKO_23248
OG0001431	NEMVE23887	SACKO_19695
OG0001432	NEMVE01898	SACKO_12685
OG0001433	NEMVE06558	SACKO_20980
OG0001434	NEMVE01045	SACKO_08035
OG0001437	NEMVE13628	SACKO_01223
OG0001438	NEMVE23399	SACKO_22113, SACKO_28211
OG0001439	NEMVE03395	SACKO_32633
OG0001440	NEMVE03715	SACKO_13032
OG0001445	NEMVE05296	SACKO_32917
OG0001446	NEMVE13345, NEMVE13458	SACKO_01303, SACKO_29925
OG0001447	NEMVE05648	SACKO_02819
OG0001448	NEMVE00791, NEMVE02092, NEMVE15574, NEMVE00572, NEMVE07132, NEMVE13653	SACKO_03904, SACKO_03901
OG0001448	NEMVE01793	SACKO_02955
OG0001449	NEMVE14841, NEMVE20272	SACKO_30150
OG0001449	NEMVE13482	SACKO_24439
OG0001450	NEMVE17373	SACKO_12802
OG0001451	NEMVE07224	SACKO_10470
OG0001451	NEMVE13777	SACKO_05414, SACKO_07824
OG0001452	NEMVE10972	SACKO_08603
OG0001453	NEMVE09283	SACKO_00292, SACKO_12622
OG0001455	NEMVE14951	SACKO_15116
OG0001459	NEMVE25233, NEMVE00289	SACKO_12626
OG0001460	NEMVE00841, NEMVE16041	SACKO_33477
OG0001460	NEMVE07626	SACKO_22427
OG0001461	NEMVE00568	SACKO_33755
OG0001462	NEMVE11473	SACKO_31580, SACKO_05180, SACKO_17935, SACKO_06073, SACKO_29076, SACKO_04210
OG0001463	NEMVE09388, NEMVE13964	SACKO_06141, SACKO_31720, SACKO_15166, SACKO_29008, SACKO_29029, SACKO_29002
OG0001464	NEMVE06290, NEMVE07201, NEMVE10766	SACKO_17111, SACKO_16693
OG0001465	NEMVE09463	SACKO_28877
OG0001465	NEMVE09468	SACKO_13637
OG0001465	NEMVE01540	SACKO_08994
OG0001466	NEMVE11395	SACKO_25244
OG0001466	NEMVE24631	SACKO_06437
OG0001467	NEMVE05171	SACKO_17605, SACKO_17589, SACKO_14633
OG0001467	NEMVE09380	SACKO_14405
OG0001468	NEMVE03519	SACKO_04663
OG0001469	NEMVE13119	SACKO_18991, SACKO_06864
OG0001469	NEMVE05710	SACKO_14829
OG0001470	NEMVE01457	SACKO_29094, SACKO_26935
OG0001471	NEMVE23465	SACKO_05249
OG0001471	NEMVE23668	SACKO_05291
OG0001472	NEMVE05967	SACKO_32963
OG0001472	NEMVE23386	SACKO_05324
OG0001473	NEMVE12413	SACKO_16082, SACKO_16044, SACKO_16047
OG0001474	NEMVE07106	SACKO_17239
OG0001474	NEMVE03081, NEMVE10570	SACKO_22047
OG0001475	NEMVE23631	SACKO_18688
OG0001476	NEMVE10280, NEMVE10281	SACKO_06016
OG0001477	NEMVE12181, NEMVE14548	SACKO_21777, SACKO_24437, SACKO_24423, SACKO_24422, SACKO_16077
OG0001479	NEMVE06797, NEMVE06784	SACKO_02888
OG0001480	NEMVE16556	SACKO_24421, SACKO_24426
OG0001482	NEMVE13241	SACKO_10214
OG0001483	NEMVE23590	SACKO_08775, SACKO_22123
OG0001484	NEMVE23070	SACKO_06239
OG0001485	NEMVE05976	SACKO_29097, SACKO_18011
OG0001486	NEMVE22710	SACKO_09648
OG0001487	NEMVE08786	SACKO_16382
OG0001488	NEMVE04737	SACKO_02069
