Orthogroup	NEMVE	LYTVA_ok
OG0000694	NEMVE18564	LYTVA_26928
OG0000696	NEMVE01737	LYTVA_27060
OG0000696	NEMVE25020	LYTVA_10486
OG0000696	NEMVE05214, NEMVE05168, NEMVE16042	LYTVA_16853
OG0000697	NEMVE14547	LYTVA_14530
OG0000698	NEMVE22163, NEMVE01912, NEMVE22218	LYTVA_27842
OG0000700	NEMVE20231, NEMVE20652	LYTVA_17157
OG0000701	NEMVE21835	LYTVA_09841
OG0000702	NEMVE17196	LYTVA_26549
OG0000706	NEMVE06133, NEMVE16186	LYTVA_22908
OG0000709	NEMVE22208	LYTVA_00851
OG0000710	NEMVE10055	LYTVA_15658
OG0000711	NEMVE22699	LYTVA_21398, LYTVA_16328, LYTVA_01208, LYTVA_21399
OG0000714	NEMVE19873, NEMVE21196, NEMVE25962	LYTVA_18646, LYTVA_24523, LYTVA_24554, LYTVA_09435, LYTVA_11088, LYTVA_16427, LYTVA_11338, LYTVA_17237
OG0000715	NEMVE04746	LYTVA_20155
OG0000716	NEMVE01624	LYTVA_00845, LYTVA_04024
OG0000717	NEMVE21831	LYTVA_12572
OG0000718	NEMVE14726, NEMVE25058	LYTVA_29448
OG0000721	NEMVE22360	LYTVA_10906
OG0000721	NEMVE25732	LYTVA_26688
OG0000722	NEMVE02310	LYTVA_01297, LYTVA_26452
OG0000723	NEMVE02161, NEMVE02153	LYTVA_23273, LYTVA_23272, LYTVA_11184, LYTVA_11183, LYTVA_04926
OG0000724	NEMVE05669	LYTVA_01400
OG0000726	NEMVE24264	LYTVA_10101
OG0000730	NEMVE15279	LYTVA_01756
OG0000730	NEMVE09750	LYTVA_23873, LYTVA_23880
OG0000731	NEMVE14724, NEMVE07735	LYTVA_25013
OG0000732	NEMVE16239	LYTVA_19768
OG0000733	NEMVE13174	LYTVA_09286
OG0000733	NEMVE00072	LYTVA_18704
OG0000734	NEMVE19740	LYTVA_02652
OG0000735	NEMVE14467	LYTVA_27173
OG0000737	NEMVE10658	LYTVA_18640
OG0000740	NEMVE01913	LYTVA_20629
OG0000740	NEMVE06987, NEMVE02329, NEMVE02348, NEMVE19718, NEMVE22222, NEMVE02336, NEMVE18361	LYTVA_24783, LYTVA_24786
OG0000741	NEMVE17618, NEMVE19675, NEMVE18484, NEMVE19599, NEMVE18691, NEMVE24163	LYTVA_07501
OG0000743	NEMVE10602, NEMVE15509, NEMVE05453	LYTVA_16362
OG0000744	NEMVE09152	LYTVA_11555, LYTVA_11561, LYTVA_20158
OG0000745	NEMVE09518, NEMVE18143	LYTVA_17679, LYTVA_10149, LYTVA_11982, LYTVA_11981, LYTVA_19578
OG0000746	NEMVE09896	LYTVA_14771, LYTVA_14772
OG0000747	NEMVE17249, NEMVE13791	LYTVA_10977, LYTVA_24505, LYTVA_11278
OG0000748	NEMVE13110	LYTVA_10009
OG0000749	NEMVE13534	LYTVA_19774
OG0000750	NEMVE03635, NEMVE04853, NEMVE04866, NEMVE22873	LYTVA_18076
OG0000751	NEMVE06350	LYTVA_23339
OG0000752	NEMVE14796, NEMVE20340	LYTVA_07800
OG0000753	NEMVE09279, NEMVE20008	LYTVA_08519
OG0000753	NEMVE09763	LYTVA_11275
OG0000754	NEMVE25123	LYTVA_22430
OG0000755	NEMVE04854	LYTVA_15623, LYTVA_07352
OG0000757	NEMVE25201	LYTVA_25030
OG0000758	NEMVE20484, NEMVE10012	LYTVA_00031
OG0000759	NEMVE07127, NEMVE15354	LYTVA_17588
OG0000761	NEMVE07056	LYTVA_21617
OG0000762	NEMVE08946	LYTVA_23402
OG0000764	NEMVE08398, NEMVE01257	LYTVA_12373
OG0000765	NEMVE15020	LYTVA_14871
OG0000766	NEMVE13890	LYTVA_09454, LYTVA_03504
OG0000767	NEMVE21839	LYTVA_25551
OG0000768	NEMVE24837, NEMVE20124	LYTVA_13832
OG0000771	NEMVE25578	LYTVA_14461
OG0000772	NEMVE10521, NEMVE10515, NEMVE14130, NEMVE06923	LYTVA_05773, LYTVA_19834
OG0000773	NEMVE08204	LYTVA_11686
OG0000773	NEMVE10496	LYTVA_21354, LYTVA_28702, LYTVA_27939, LYTVA_09979, LYTVA_10403, LYTVA_02040
OG0000774	NEMVE06617	LYTVA_03484
OG0000774	NEMVE14955, NEMVE01618	LYTVA_13838
OG0000775	NEMVE13607, NEMVE14906	LYTVA_27239, LYTVA_10620
OG0000776	NEMVE25221, NEMVE11470, NEMVE23261	LYTVA_24103, LYTVA_22432, LYTVA_27701
OG0000777	NEMVE21910, NEMVE15143	LYTVA_13243, LYTVA_28245
OG0000778	NEMVE13753	LYTVA_14479
OG0000779	NEMVE24334	LYTVA_16614, LYTVA_13236
OG0000779	NEMVE02313	LYTVA_13810
OG0000780	NEMVE09488	LYTVA_22148
OG0000780	NEMVE05745	LYTVA_16079
OG0000781	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644	LYTVA_19280, LYTVA_28520, LYTVA_17666, LYTVA_28521, LYTVA_02597, LYTVA_15418, LYTVA_14822
OG0000782	NEMVE10772	LYTVA_07281
OG0000784	NEMVE16267	LYTVA_25520
OG0000786	NEMVE03694	LYTVA_01139, LYTVA_01143
OG0000787	NEMVE23367	LYTVA_17476
OG0000787	NEMVE12098	LYTVA_15690
OG0000788	NEMVE01862	LYTVA_13146
OG0000791	NEMVE13487	LYTVA_30188
OG0000793	NEMVE19406	LYTVA_16504
OG0000794	NEMVE13875	LYTVA_18203
OG0000795	NEMVE18602	LYTVA_18425, LYTVA_14508, LYTVA_14509, LYTVA_30194, LYTVA_14510, LYTVA_26851, LYTVA_25963, LYTVA_00564
OG0000796	NEMVE06742	LYTVA_09458
OG0000796	NEMVE12330	LYTVA_28588
OG0000797	NEMVE07332, NEMVE20914	LYTVA_21230
OG0000798	NEMVE05537	LYTVA_20461, LYTVA_26245
OG0000800	NEMVE06468	LYTVA_29348
OG0000802	NEMVE11136, NEMVE06054	LYTVA_25554
OG0000803	NEMVE22189	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598
OG0000807	NEMVE22960	LYTVA_21126, LYTVA_11966, LYTVA_14572, LYTVA_15025, LYTVA_07320, LYTVA_19079, LYTVA_13034, LYTVA_08262, LYTVA_23065, LYTVA_17550, LYTVA_21761, LYTVA_17828, LYTVA_03794, LYTVA_11095, LYTVA_08898, LYTVA_24765, LYTVA_16163, LYTVA_19727, LYTVA_25727, LYTVA_08858, LYTVA_15705, LYTVA_14990, LYTVA_21533
OG0000810	NEMVE18390	LYTVA_24721, LYTVA_23360
OG0000810	NEMVE02291	LYTVA_29037
OG0000811	NEMVE21518	LYTVA_09348, LYTVA_15071, LYTVA_09345, LYTVA_16981
OG0000812	NEMVE19850	LYTVA_08211
OG0000813	NEMVE25754, NEMVE22200, NEMVE24635	LYTVA_14140
OG0000814	NEMVE06776, NEMVE16660	LYTVA_14186, LYTVA_14182, LYTVA_21141
OG0000815	NEMVE13365	LYTVA_07142
OG0000816	NEMVE14127, NEMVE00812	LYTVA_27232, LYTVA_14905
OG0000817	NEMVE14686	LYTVA_09679
OG0000817	NEMVE14311	LYTVA_10096
OG0000818	NEMVE08706	LYTVA_05278
OG0000819	NEMVE14350	LYTVA_08950
OG0000819	NEMVE21753, NEMVE17271, NEMVE13337, NEMVE08410, NEMVE19184, NEMVE14132	LYTVA_27608
OG0000819	NEMVE07543, NEMVE14834	LYTVA_08394
OG0000820	NEMVE08902	LYTVA_10074, LYTVA_10071
OG0000822	NEMVE07227	LYTVA_04504, LYTVA_11698, LYTVA_05511, LYTVA_13033
OG0000824	NEMVE05752	LYTVA_20926
OG0000825	NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057	LYTVA_19124, LYTVA_03163, LYTVA_11026, LYTVA_21185, LYTVA_23313
OG0000827	NEMVE06012	LYTVA_12934, LYTVA_14206
OG0000828	NEMVE13102, NEMVE13594	LYTVA_04924
OG0000828	NEMVE15094	LYTVA_16052
OG0000829	NEMVE08791	LYTVA_16475
OG0000832	NEMVE01204, NEMVE18227, NEMVE20901, NEMVE16417, NEMVE04715	LYTVA_18149, LYTVA_15375, LYTVA_19434, LYTVA_03583, LYTVA_02643, LYTVA_15711
OG0000833	NEMVE18727	LYTVA_23899
OG0000835	NEMVE08598, NEMVE20600	LYTVA_09567
OG0000836	NEMVE01499	LYTVA_01338
OG0000837	NEMVE25541	LYTVA_07593, LYTVA_20841, LYTVA_20846
OG0000841	NEMVE05492	LYTVA_03788, LYTVA_29116
OG0000842	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617	LYTVA_06739
OG0000844	NEMVE07470	LYTVA_20301
OG0000845	NEMVE19954, NEMVE05692	LYTVA_06450
OG0000847	NEMVE07778	LYTVA_11994
OG0000847	NEMVE08888	LYTVA_21656
OG0000848	NEMVE21784	LYTVA_08343
OG0000848	NEMVE13752	LYTVA_05722, LYTVA_29062
OG0000849	NEMVE14809	LYTVA_12639, LYTVA_10091
OG0000850	NEMVE15099	LYTVA_06441
OG0000850	NEMVE12252, NEMVE21917	LYTVA_26189, LYTVA_27854
OG0000851	NEMVE05563, NEMVE23273	LYTVA_23092
OG0000852	NEMVE25782	LYTVA_26709, LYTVA_24264
OG0000852	NEMVE07789	LYTVA_07531
OG0000853	NEMVE23651	LYTVA_23815, LYTVA_23812
OG0000857	NEMVE18201	LYTVA_21736
OG0000858	NEMVE05037	LYTVA_08518
OG0000858	NEMVE05877	LYTVA_00061
OG0000859	NEMVE19193, NEMVE00437	LYTVA_03847
OG0000860	NEMVE23955, NEMVE13259	LYTVA_09223
OG0000861	NEMVE17244, NEMVE19042, NEMVE11781	LYTVA_16154, LYTVA_06119, LYTVA_16153
OG0000866	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768	LYTVA_15837
OG0000869	NEMVE07859	LYTVA_01155
OG0000869	NEMVE23299	LYTVA_03148
OG0000870	NEMVE02461, NEMVE01574	LYTVA_16272, LYTVA_16273, LYTVA_22784
OG0000871	NEMVE16871	LYTVA_25255, LYTVA_00078, LYTVA_13487
OG0000872	NEMVE14190	LYTVA_18504
OG0000873	NEMVE11481	LYTVA_06765
OG0000874	NEMVE13256	LYTVA_06181
OG0000874	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626	LYTVA_26806
OG0000875	NEMVE12865	LYTVA_01072
OG0000875	NEMVE14079	LYTVA_12521
OG0000876	NEMVE02940, NEMVE11949	LYTVA_02114
OG0000877	NEMVE16415	LYTVA_15271
OG0000878	NEMVE02420	LYTVA_08233, LYTVA_26339
OG0000879	NEMVE13129	LYTVA_08681
OG0000881	NEMVE13265	LYTVA_04165, LYTVA_11402
OG0000881	NEMVE14845	LYTVA_22240, LYTVA_09159
OG0000882	NEMVE02007	LYTVA_14679
OG0000887	NEMVE10146	LYTVA_01759, LYTVA_10208
OG0000888	NEMVE10813	LYTVA_24269
OG0000889	NEMVE22565	LYTVA_27694, LYTVA_27693
OG0000893	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075	LYTVA_27628
OG0000894	NEMVE23274	LYTVA_12588
OG0000894	NEMVE14617	LYTVA_19786
OG0000896	NEMVE21907	LYTVA_29831
OG0000896	NEMVE10977	LYTVA_08568
OG0000897	NEMVE14979	LYTVA_25813, LYTVA_12897
OG0000899	NEMVE18761	LYTVA_16229
OG0000904	NEMVE08753	LYTVA_15877, LYTVA_15876
OG0000905	NEMVE24633	LYTVA_15702, LYTVA_23197
OG0000907	NEMVE00986	LYTVA_16710
OG0000909	NEMVE10272	LYTVA_20165, LYTVA_23767
OG0000910	NEMVE20194	LYTVA_01296
OG0000910	NEMVE16541, NEMVE18507	LYTVA_05275, LYTVA_19670
OG0000911	NEMVE24020	LYTVA_15861, LYTVA_05614
OG0000912	NEMVE23705	LYTVA_10234
OG0000913	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717	LYTVA_02832
OG0000914	NEMVE08606	LYTVA_26358
OG0000915	NEMVE05638	LYTVA_03342
OG0000921	NEMVE19737, NEMVE09442	LYTVA_14375
OG0000924	NEMVE03228	LYTVA_16189
OG0000924	NEMVE10495, NEMVE10492	LYTVA_25997
OG0000924	NEMVE04674	LYTVA_16186
OG0000924	NEMVE15529	LYTVA_08477
OG0000925	NEMVE21937, NEMVE05629, NEMVE00068	LYTVA_00188
OG0000925	NEMVE22442, NEMVE00338	LYTVA_25795
OG0000926	NEMVE13988	LYTVA_05296
OG0000928	NEMVE20627	LYTVA_23596
OG0000929	NEMVE10278	LYTVA_25470, LYTVA_01755
OG0000930	NEMVE06499, NEMVE09880, NEMVE16667, NEMVE11111	LYTVA_27512, LYTVA_06615
OG0000931	NEMVE13552	LYTVA_16224
OG0000932	NEMVE15050, NEMVE02393	LYTVA_26139
OG0000933	NEMVE25450, NEMVE09603	LYTVA_06948
OG0000933	NEMVE12353	LYTVA_13372
OG0000934	NEMVE07036	LYTVA_20397
OG0000936	NEMVE05175, NEMVE23075, NEMVE05183	LYTVA_12737
OG0000937	NEMVE16116, NEMVE03478, NEMVE08333, NEMVE08322, NEMVE03059, NEMVE03058, NEMVE03043, NEMVE02476, NEMVE10182, NEMVE03056, NEMVE25653, NEMVE02416, NEMVE02479, NEMVE02482, NEMVE17999, NEMVE03057, NEMVE02431, NEMVE18000, NEMVE16948, NEMVE18813	LYTVA_07293, LYTVA_16904, LYTVA_20761, LYTVA_20760, LYTVA_05601, LYTVA_17661
OG0000939	NEMVE17859	LYTVA_29782, LYTVA_02594, LYTVA_03762, LYTVA_07470, LYTVA_03935, LYTVA_00617, LYTVA_21086, LYTVA_11228, LYTVA_02249
OG0000942	NEMVE19243	LYTVA_16242, LYTVA_20778, LYTVA_02648, LYTVA_28179, LYTVA_19582, LYTVA_29356, LYTVA_13464, LYTVA_02613, LYTVA_05464, LYTVA_19043, LYTVA_21137
OG0000943	NEMVE14119	LYTVA_28974
OG0000943	NEMVE15785, NEMVE08924	LYTVA_14187, LYTVA_14188
OG0000944	NEMVE07708	LYTVA_08967
OG0000945	NEMVE22316, NEMVE22428	LYTVA_24430
OG0000946	NEMVE11477	LYTVA_25241, LYTVA_27130, LYTVA_17441
OG0000946	NEMVE07731	LYTVA_21339, LYTVA_18138
OG0000947	NEMVE04758	LYTVA_21967
OG0000947	NEMVE07474	LYTVA_02610
OG0000949	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321	LYTVA_25907
OG0000950	NEMVE09986	LYTVA_05291
OG0000951	NEMVE21998	LYTVA_06560
OG0000951	NEMVE02530	LYTVA_25198
OG0000952	NEMVE04659	LYTVA_15183
OG0000952	NEMVE02164	LYTVA_27737
OG0000953	NEMVE12932	LYTVA_04277, LYTVA_28070, LYTVA_09640, LYTVA_21901, LYTVA_27482
OG0000954	NEMVE06460	LYTVA_18195
OG0000954	NEMVE05247, NEMVE12295	LYTVA_05025
OG0000955	NEMVE08350	LYTVA_15857
OG0000957	NEMVE00980	LYTVA_29537
OG0000958	NEMVE24805, NEMVE17902	LYTVA_24230
OG0000960	NEMVE02244	LYTVA_21462
OG0000963	NEMVE03242	LYTVA_11219
OG0000964	NEMVE19256	LYTVA_26196
OG0000965	NEMVE10501	LYTVA_08512, LYTVA_30143, LYTVA_17394
OG0000965	NEMVE02072	LYTVA_12319
OG0000966	NEMVE06417	LYTVA_03424, LYTVA_03969
OG0000967	NEMVE05572	LYTVA_23088
OG0000967	NEMVE11722, NEMVE10506	LYTVA_06230, LYTVA_06235
OG0000968	NEMVE10433	LYTVA_05135
OG0000969	NEMVE14628	LYTVA_21413, LYTVA_24552, LYTVA_21412, LYTVA_21065, LYTVA_13691
OG0000970	NEMVE08789	LYTVA_26609
OG0000972	NEMVE04609, NEMVE00954	LYTVA_27486
OG0000972	NEMVE10082	LYTVA_02986, LYTVA_11435
OG0000973	NEMVE17915	LYTVA_03075
OG0000974	NEMVE13444	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617
OG0000976	NEMVE02732	LYTVA_09442
OG0000977	NEMVE25192	LYTVA_12206
OG0000977	NEMVE06329	LYTVA_10438
OG0000977	NEMVE20685, NEMVE07099	LYTVA_22167
OG0000979	NEMVE17920, NEMVE04790, NEMVE16326	LYTVA_01203, LYTVA_09230
OG0000981	NEMVE05035, NEMVE14361, NEMVE15417	LYTVA_01774, LYTVA_01773
OG0000981	NEMVE22521	LYTVA_29882
OG0000982	NEMVE07619, NEMVE11958	LYTVA_01090
OG0000984	NEMVE21717	LYTVA_20605
OG0000985	NEMVE09786, NEMVE11913	LYTVA_22922
OG0000987	NEMVE05580	LYTVA_29210
OG0000988	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782	LYTVA_10317, LYTVA_11083
OG0000992	NEMVE11620	LYTVA_01840
OG0000993	NEMVE12763	LYTVA_17730, LYTVA_18314
OG0000994	NEMVE24464	LYTVA_00968
OG0000994	NEMVE05403	LYTVA_25056
OG0000997	NEMVE15784	LYTVA_09372, LYTVA_29274, LYTVA_12640, LYTVA_28518, LYTVA_12834, LYTVA_19954, LYTVA_01250, LYTVA_03648, LYTVA_18467
OG0000998	NEMVE18412, NEMVE14793	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803
OG0000998	NEMVE20875	LYTVA_19247
OG0000999	NEMVE24735	LYTVA_18147, LYTVA_26377
OG0000999	NEMVE00092	LYTVA_17675, LYTVA_00175
OG0001000	NEMVE02448	LYTVA_27555
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	LYTVA_02181, LYTVA_06547, LYTVA_09209
OG0001002	NEMVE09531, NEMVE19920	LYTVA_01211, LYTVA_05551
OG0001004	NEMVE06123	LYTVA_04638, LYTVA_04637
OG0001005	NEMVE10101	LYTVA_29339
OG0001006	NEMVE21915	LYTVA_30116
OG0001006	NEMVE10239	LYTVA_11326
OG0001007	NEMVE00044, NEMVE10735	LYTVA_09219
OG0001008	NEMVE24531	LYTVA_24732, LYTVA_23589, LYTVA_14143
OG0001009	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111	LYTVA_22507, LYTVA_22506
OG0001014	NEMVE22762, NEMVE19276, NEMVE21298, NEMVE15752	LYTVA_22632, LYTVA_03663
OG0001015	NEMVE07976	LYTVA_16130
OG0001016	NEMVE14344	LYTVA_27385, LYTVA_23205
OG0001016	NEMVE14850	LYTVA_10008
OG0001018	NEMVE25537	LYTVA_08364
OG0001018	NEMVE07573	LYTVA_04534
OG0001019	NEMVE06651	LYTVA_10901, LYTVA_10902, LYTVA_22061, LYTVA_07725
OG0001021	NEMVE05054	LYTVA_30213
OG0001022	NEMVE24828	LYTVA_29702, LYTVA_07313
OG0001023	NEMVE12107	LYTVA_29811
OG0001025	NEMVE18755	LYTVA_06513, LYTVA_28895
OG0001025	NEMVE19762	LYTVA_27970, LYTVA_16561, LYTVA_08440, LYTVA_17173
OG0001025	NEMVE18557	LYTVA_02492
OG0001027	NEMVE22961	LYTVA_06336, LYTVA_06330, LYTVA_23368, LYTVA_07523, LYTVA_03025
OG0001028	NEMVE25953, NEMVE14639	LYTVA_02453
OG0001029	NEMVE03131, NEMVE01675	LYTVA_00344
OG0001029	NEMVE11449	LYTVA_09938
OG0001030	NEMVE13370	LYTVA_13104
OG0001031	NEMVE13279	LYTVA_13786
OG0001031	NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345	LYTVA_02087
OG0001032	NEMVE14168	LYTVA_23396
OG0001033	NEMVE24849	LYTVA_27425
OG0001034	NEMVE23685	LYTVA_22671, LYTVA_06987, LYTVA_06988, LYTVA_22670
OG0001035	NEMVE25598	LYTVA_04095, LYTVA_11486, LYTVA_01341, LYTVA_12696, LYTVA_06255, LYTVA_20201, LYTVA_23085, LYTVA_20697, LYTVA_05222
OG0001036	NEMVE07958	LYTVA_01189
OG0001037	NEMVE13835	LYTVA_07115
OG0001039	NEMVE05718, NEMVE05729	LYTVA_28151
OG0001039	NEMVE14813	LYTVA_04517
OG0001042	NEMVE20161, NEMVE25296	LYTVA_13445
OG0001043	NEMVE16776, NEMVE05556	LYTVA_02035, LYTVA_01167, LYTVA_28190, LYTVA_09229, LYTVA_25539, LYTVA_02626
OG0001048	NEMVE04666	LYTVA_00731, LYTVA_09405
OG0001049	NEMVE24151	LYTVA_09888
OG0001050	NEMVE11321	LYTVA_04036, LYTVA_16457
OG0001052	NEMVE24748	LYTVA_03660
OG0001053	NEMVE01408	LYTVA_05734
OG0001055	NEMVE21535	LYTVA_28532, LYTVA_18736, LYTVA_18735
OG0001056	NEMVE07347	LYTVA_01786, LYTVA_29573, LYTVA_10190
OG0001059	NEMVE05294	LYTVA_00483
OG0001062	NEMVE01533	LYTVA_17131, LYTVA_15828
OG0001063	NEMVE08862	LYTVA_19094, LYTVA_19095, LYTVA_07378, LYTVA_27583
OG0001064	NEMVE19071	LYTVA_11261
OG0001065	NEMVE18639	LYTVA_14105, LYTVA_06010, LYTVA_21236, LYTVA_21237, LYTVA_08594, LYTVA_27514, LYTVA_05649
OG0001067	NEMVE18870, NEMVE18446, NEMVE25152	LYTVA_25739, LYTVA_17028
OG0001068	NEMVE04571	LYTVA_12120
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521	LYTVA_21778
OG0001072	NEMVE01518	LYTVA_21225
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	LYTVA_18221
OG0001075	NEMVE07705, NEMVE15967	LYTVA_24384
OG0001076	NEMVE01471	LYTVA_12589
OG0001077	NEMVE06665	LYTVA_07624, LYTVA_20896
OG0001078	NEMVE21841, NEMVE03024	LYTVA_23690, LYTVA_03209
OG0001079	NEMVE10902	LYTVA_13000
OG0001080	NEMVE25549	LYTVA_00946
OG0001080	NEMVE24155	LYTVA_26032
OG0001081	NEMVE14063	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917
OG0001082	NEMVE13496	LYTVA_06685
OG0001083	NEMVE07865	LYTVA_15288
OG0001085	NEMVE23730	LYTVA_28264
OG0001086	NEMVE21870	LYTVA_27406
OG0001088	NEMVE10969	LYTVA_02372
OG0001089	NEMVE21830	LYTVA_22672
OG0001092	NEMVE00964, NEMVE07353	LYTVA_01908
OG0001092	NEMVE01451	LYTVA_21143
OG0001093	NEMVE01792	LYTVA_20171, LYTVA_15549
OG0001095	NEMVE24881	LYTVA_10435
OG0001101	NEMVE14957	LYTVA_28690
OG0001102	NEMVE01649	LYTVA_04384
OG0001102	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	LYTVA_27846, LYTVA_04692
OG0001103	NEMVE05814	LYTVA_29667, LYTVA_02741
OG0001104	NEMVE04017, NEMVE06719	LYTVA_25180
OG0001105	NEMVE13446	LYTVA_23898
OG0001105	NEMVE00247	LYTVA_17997, LYTVA_09940, LYTVA_09939
OG0001105	NEMVE17686	LYTVA_05998, LYTVA_00852
OG0001106	NEMVE10844, NEMVE10846	LYTVA_04820
OG0001108	NEMVE03343	LYTVA_12879
OG0001109	NEMVE17631	LYTVA_21949
OG0001110	NEMVE25055, NEMVE25054	LYTVA_06257
OG0001111	NEMVE12657, NEMVE05880	LYTVA_21470
OG0001111	NEMVE17909, NEMVE18987	LYTVA_21492
OG0001111	NEMVE18142	LYTVA_13216
OG0001112	NEMVE18988	LYTVA_07658
OG0001113	NEMVE11789, NEMVE13858	LYTVA_28836
OG0001114	NEMVE13059	LYTVA_21386
OG0001117	NEMVE07059	LYTVA_11481
OG0001118	NEMVE08045	LYTVA_14256, LYTVA_14341
OG0001119	NEMVE00905, NEMVE12022	LYTVA_18092, LYTVA_05961
OG0001120	NEMVE17944	LYTVA_20018
OG0001120	NEMVE18269, NEMVE18537	LYTVA_08711
OG0001121	NEMVE15144	LYTVA_15718
OG0001123	NEMVE08367, NEMVE00548	LYTVA_23681, LYTVA_01308
OG0001123	NEMVE07317	LYTVA_15011
OG0001123	NEMVE07298	LYTVA_01705, LYTVA_12884
OG0001124	NEMVE14042	LYTVA_16535
OG0001124	NEMVE14572	LYTVA_12081
OG0001125	NEMVE02257	LYTVA_21515
OG0001126	NEMVE21706	LYTVA_20544
OG0001127	NEMVE23507	LYTVA_20907
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	LYTVA_14702
OG0001133	NEMVE24785	LYTVA_12090
OG0001133	NEMVE17872	LYTVA_21722
OG0001133	NEMVE22361	LYTVA_13505, LYTVA_08035
OG0001134	NEMVE10572	LYTVA_23641
OG0001137	NEMVE09544, NEMVE24640, NEMVE09543	LYTVA_08712
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	LYTVA_06752
OG0001139	NEMVE07868	LYTVA_17543
OG0001141	NEMVE13888	LYTVA_29978, LYTVA_25914, LYTVA_10307
OG0001142	NEMVE20807, NEMVE13380	LYTVA_17988
OG0001143	NEMVE07319	LYTVA_01170
OG0001144	NEMVE02135	LYTVA_24625
OG0001146	NEMVE18037, NEMVE07073	LYTVA_06824
OG0001147	NEMVE05148	LYTVA_16424
OG0001154	NEMVE19233	LYTVA_14502
OG0001154	NEMVE26033, NEMVE17415	LYTVA_17301
OG0001155	NEMVE18709, NEMVE02706, NEMVE25245	LYTVA_05140
OG0001155	NEMVE14646	LYTVA_22105
OG0001156	NEMVE14927	LYTVA_22449
OG0001158	NEMVE13124	LYTVA_13180, LYTVA_17437
OG0001159	NEMVE02254	LYTVA_23740
OG0001161	NEMVE13207	LYTVA_10014
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	LYTVA_28314, LYTVA_24093
OG0001163	NEMVE01640	LYTVA_24878, LYTVA_28270
OG0001164	NEMVE07314	LYTVA_05648, LYTVA_28276, LYTVA_05650
OG0001165	NEMVE15007	LYTVA_04541, LYTVA_04542
OG0001165	NEMVE15056	LYTVA_17460, LYTVA_14088
OG0001166	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900	LYTVA_02438
OG0001167	NEMVE01035	LYTVA_19097
OG0001168	NEMVE14002	LYTVA_03414
OG0001169	NEMVE22495	LYTVA_06902
OG0001170	NEMVE01927	LYTVA_06397, LYTVA_13191
OG0001172	NEMVE14607	LYTVA_22652
OG0001172	NEMVE13977	LYTVA_29661
OG0001174	NEMVE06466	LYTVA_22335
OG0001175	NEMVE18808, NEMVE00944	LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054
OG0001176	NEMVE04714	LYTVA_24712, LYTVA_24713
OG0001177	NEMVE07007	LYTVA_07494, LYTVA_26801, LYTVA_03786
OG0001178	NEMVE13445, NEMVE00910, NEMVE11867	LYTVA_02324
OG0001178	NEMVE14023	LYTVA_25867
OG0001181	NEMVE04930	LYTVA_20940, LYTVA_10373
OG0001184	NEMVE23775	LYTVA_02863, LYTVA_18281
OG0001184	NEMVE05038	LYTVA_26638, LYTVA_24278
OG0001185	NEMVE15207	LYTVA_09656
OG0001186	NEMVE07796	LYTVA_28926
OG0001186	NEMVE14205	LYTVA_01688
OG0001188	NEMVE04912	LYTVA_25404
OG0001189	NEMVE24274	LYTVA_03876
OG0001190	NEMVE07335, NEMVE20942	LYTVA_06830
OG0001196	NEMVE08224, NEMVE12229	LYTVA_03677
OG0001197	NEMVE01874	LYTVA_08630
OG0001198	NEMVE22207, NEMVE25198, NEMVE00766	LYTVA_09572, LYTVA_09571
OG0001199	NEMVE23802, NEMVE12602	LYTVA_28061
