Orthogroup	NEMVE	BRALA
OG0001079	NEMVE10902	BRALA12769
OG0001080	NEMVE25549	BRALA13315
OG0001080	NEMVE24155	BRALA13682
OG0001080	NEMVE20880	BRALA13314
OG0001081	NEMVE14063	BRALA20186, BRALA18322, BRALA02329, BRALA02330
OG0001082	NEMVE13496	BRALA21015
OG0001083	NEMVE07865	BRALA22369
OG0001084	NEMVE15577, NEMVE10374, NEMVE06345	BRALA34942, BRALA33764
OG0001085	NEMVE23730	BRALA18590, BRALA17350
OG0001086	NEMVE10921	BRALA26119
OG0001088	NEMVE09696, NEMVE11696	BRALA22594
OG0001088	NEMVE00284, NEMVE01666	BRALA22593, BRALA18883
OG0001088	NEMVE19674, NEMVE00424, NEMVE18333, NEMVE11019, NEMVE08315, NEMVE08309	BRALA26627
OG0001089	NEMVE21830	BRALA20406
OG0001091	NEMVE05727	BRALA18566
OG0001092	NEMVE01451	BRALA08314
OG0001093	NEMVE01792	BRALA07017, BRALA07018
OG0001094	NEMVE22605, NEMVE25441	BRALA05502, BRALA18859
OG0001095	NEMVE24881	BRALA00514
OG0001096	NEMVE10292, NEMVE12692	BRALA33488, BRALA29289, BRALA09978, BRALA29288
OG0001097	NEMVE07237	BRALA11714
OG0001101	NEMVE01007	BRALA11039
OG0001102	NEMVE01649	BRALA06483
OG0001102	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	BRALA01705
OG0001103	NEMVE11703, NEMVE01302	BRALA23451
OG0001103	NEMVE05814	BRALA15961
OG0001104	NEMVE04017, NEMVE06719	BRALA00254
OG0001104	NEMVE25846	BRALA14774
OG0001105	NEMVE13446	BRALA13887
OG0001105	NEMVE00247	BRALA35235
OG0001105	NEMVE17686	BRALA17080
OG0001107	NEMVE00952	BRALA04956
OG0001108	NEMVE22820	BRALA10695
OG0001108	NEMVE03343	BRALA14990
OG0001109	NEMVE17631	BRALA34704, BRALA35909, BRALA30580, BRALA30582
OG0001110	NEMVE25055, NEMVE25054	BRALA21323, BRALA21324, BRALA21327, BRALA02581, BRALA02578, BRALA21322, BRALA21321
OG0001111	NEMVE17909, NEMVE18987	BRALA28901
OG0001112	NEMVE18988	BRALA13668
OG0001113	NEMVE11789, NEMVE13858	BRALA08129
OG0001113	NEMVE22434	BRALA16554
OG0001116	NEMVE14342	BRALA03810, BRALA34250
OG0001117	NEMVE24913, NEMVE17548	BRALA15421
OG0001118	NEMVE08045	BRALA07680
OG0001119	NEMVE00905, NEMVE12022	BRALA13802
OG0001120	NEMVE17944	BRALA21219
OG0001120	NEMVE18269, NEMVE18537	BRALA17608
OG0001121	NEMVE15144	BRALA32292, BRALA13901, BRALA27511, BRALA08946
OG0001123	NEMVE08367, NEMVE00548	BRALA24284
OG0001123	NEMVE07298	BRALA23603
OG0001124	NEMVE14042	BRALA23017
OG0001124	NEMVE14572	BRALA07725
OG0001125	NEMVE05272	BRALA30342
OG0001125	NEMVE02257	BRALA13567, BRALA13568, BRALA13566, BRALA35363, BRALA33879, BRALA30341
OG0001126	NEMVE21706	BRALA16208
OG0001127	NEMVE23507	BRALA09084, BRALA34184
OG0001128	NEMVE07541	BRALA22493
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	BRALA12498, BRALA16098
OG0001130	NEMVE21964, NEMVE14047	BRALA01930, BRALA15598
OG0001131	NEMVE02265	BRALA13327
OG0001133	NEMVE17872	BRALA03024
OG0001133	NEMVE22361	BRALA00752
OG0001134	NEMVE10572	BRALA23048
OG0001135	NEMVE13852	BRALA11818
OG0001136	NEMVE14986	BRALA18520
OG0001137	NEMVE09544, NEMVE24640, NEMVE09543	BRALA13309
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	BRALA00020, BRALA11821
OG0001139	NEMVE14993	BRALA06120
OG0001139	NEMVE07868	BRALA32868, BRALA35077
OG0001140	NEMVE06552	BRALA16639
OG0001141	NEMVE13888	BRALA09514
OG0001142	NEMVE20807, NEMVE13380	BRALA14735
OG0001143	NEMVE07319	BRALA04133
OG0001144	NEMVE02135	BRALA10734
OG0001146	NEMVE18037, NEMVE07073	BRALA18782
OG0001146	NEMVE07468	BRALA05823
OG0001147	NEMVE05148	BRALA35992, BRALA00990
OG0001148	NEMVE24407	BRALA32277, BRALA19677, BRALA32275, BRALA34454, BRALA32276, BRALA12465, BRALA12466
OG0001155	NEMVE18709, NEMVE02706, NEMVE25245	BRALA32774
OG0001155	NEMVE14646	BRALA23567
OG0001156	NEMVE14927	BRALA24884
OG0001158	NEMVE13124	BRALA32010, BRALA34638
OG0001159	NEMVE02254	BRALA12859, BRALA12862, BRALA12091
OG0001160	NEMVE11154, NEMVE22281	BRALA26795, BRALA26797, BRALA19892
OG0001161	NEMVE13207	BRALA22337
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	BRALA29065
OG0001163	NEMVE01640	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378
OG0001164	NEMVE07314	BRALA14948
OG0001165	NEMVE15007	BRALA14768
OG0001165	NEMVE15056	BRALA05900
OG0001166	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900	BRALA08200, BRALA14605
OG0001167	NEMVE01035	BRALA30313
OG0001168	NEMVE14002	BRALA20565
OG0001169	NEMVE22495	BRALA15708, BRALA16649, BRALA16681, BRALA11830, BRALA12506
OG0001170	NEMVE01927	BRALA19296
OG0001172	NEMVE14607	BRALA06911
OG0001172	NEMVE13977	BRALA04692
OG0001174	NEMVE06466, NEMVE20623	BRALA15302
OG0001175	NEMVE18808, NEMVE00944	BRALA00132, BRALA00133, BRALA17481
OG0001176	NEMVE04714	BRALA04002
OG0001177	NEMVE07007	BRALA12880
OG0001178	NEMVE13445, NEMVE00910	BRALA05138
OG0001178	NEMVE14023	BRALA06035
OG0001181	NEMVE04930	BRALA18132
OG0001183	NEMVE02043	BRALA24188
OG0001184	NEMVE23775	BRALA10129
OG0001184	NEMVE05038	BRALA21684
OG0001185	NEMVE15207	BRALA27214
OG0001186	NEMVE07796	BRALA19974
OG0001186	NEMVE14205	BRALA16139
OG0001188	NEMVE04912	BRALA10757
OG0001189	NEMVE24274	BRALA16685
OG0001190	NEMVE07335, NEMVE20942	BRALA25890
OG0001191	NEMVE05248	BRALA21369
OG0001191	NEMVE02357	BRALA27930
OG0001196	NEMVE08224, NEMVE12229	BRALA25128
OG0001197	NEMVE01874	BRALA24133
OG0001197	NEMVE09865	BRALA32524
OG0001197	NEMVE22522, NEMVE09933	BRALA01046
OG0001198	NEMVE24571	BRALA09601
OG0001198	NEMVE22207, NEMVE25198, NEMVE00766	BRALA02488
OG0001199	NEMVE23802, NEMVE12602	BRALA28833
OG0001199	NEMVE09164	BRALA35745
OG0001200	NEMVE09033	BRALA24997
OG0001201	NEMVE09573	BRALA03561, BRALA28095
OG0001202	NEMVE18910, NEMVE19217	BRALA07019
OG0001203	NEMVE06946	BRALA13355
OG0001204	NEMVE16401	BRALA24154, BRALA24153
OG0001205	NEMVE09608	BRALA11819
OG0001207	NEMVE05326	BRALA21595, BRALA21596
OG0001207	NEMVE07504	BRALA29973
OG0001208	NEMVE13141	BRALA01086
OG0001209	NEMVE13903	BRALA26756
OG0001210	NEMVE24102	BRALA15850
OG0001211	NEMVE14313	BRALA26659
OG0001212	NEMVE08966, NEMVE10705	BRALA15930
OG0001213	NEMVE09096	BRALA28371
OG0001213	NEMVE14427	BRALA34460
OG0001214	NEMVE06648, NEMVE11810, NEMVE05859	BRALA28235
OG0001215	NEMVE25378	BRALA00597
OG0001216	NEMVE13574	BRALA05650
OG0001218	NEMVE00795	BRALA05693
OG0001219	NEMVE22457	BRALA10294
OG0001220	NEMVE01931	BRALA31139
OG0001220	NEMVE06753	BRALA27150
OG0001220	NEMVE21490, NEMVE23904	BRALA35332
OG0001221	NEMVE10455, NEMVE21175	BRALA22011
OG0001222	NEMVE22897	BRALA21043, BRALA21045, BRALA21046, BRALA21040, BRALA21047, BRALA21050, BRALA21048, BRALA21049, BRALA21051
OG0001224	NEMVE18437	BRALA26622
OG0001225	NEMVE24191	BRALA04168
OG0001230	NEMVE14462	BRALA09760
OG0001231	NEMVE18418	BRALA31220
OG0001232	NEMVE19947, NEMVE16316, NEMVE01186, NEMVE16317	BRALA13090
OG0001232	NEMVE08692	BRALA16719, BRALA06486
OG0001233	NEMVE05554	BRALA20387
OG0001234	NEMVE18230, NEMVE12291	BRALA12494
OG0001236	NEMVE24358	BRALA27296
OG0001238	NEMVE14613	BRALA16537
OG0001238	NEMVE05651	BRALA10747
OG0001241	NEMVE23698	BRALA15125
OG0001241	NEMVE22413	BRALA14260
OG0001242	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690	BRALA00932, BRALA01201, BRALA00933, BRALA00934, BRALA00927, BRALA00929, BRALA00928, BRALA00930, BRALA00926, BRALA00931
OG0001243	NEMVE04580	BRALA07764
OG0001244	NEMVE18953, NEMVE13181, NEMVE05200, NEMVE06276, NEMVE06601, NEMVE25505, NEMVE07927, NEMVE07933, NEMVE25684, NEMVE03017, NEMVE10603, NEMVE13558, NEMVE14877	BRALA14601, BRALA11415, BRALA16821, BRALA15289, BRALA18332
OG0001245	NEMVE23125	BRALA18092
OG0001246	NEMVE07108	BRALA21012
OG0001247	NEMVE03420	BRALA17334
OG0001248	NEMVE14608	BRALA00477
OG0001249	NEMVE08338	BRALA00961
OG0001250	NEMVE07058	BRALA25027
OG0001251	NEMVE05777	BRALA03569
OG0001252	NEMVE05179	BRALA05331
OG0001253	NEMVE14445	BRALA09366
OG0001256	NEMVE11467, NEMVE20435	BRALA27869
OG0001261	NEMVE12600, NEMVE24381	BRALA16992, BRALA16993, BRALA34932
OG0001262	NEMVE20477, NEMVE18940, NEMVE25315	BRALA34134
OG0001263	NEMVE01880	BRALA03642
OG0001264	NEMVE09188	BRALA03222
OG0001265	NEMVE15204, NEMVE16184, NEMVE09370	BRALA01169
OG0001266	NEMVE14615, NEMVE13420, NEMVE23687	BRALA18491, BRALA13354, BRALA01536
OG0001267	NEMVE25606	BRALA16976
OG0001267	NEMVE22271	BRALA24251
OG0001268	NEMVE13796	BRALA01606
OG0001269	NEMVE04175, NEMVE03597, NEMVE03591, NEMVE04169, NEMVE04155, NEMVE03475, NEMVE03896, NEMVE03874, NEMVE03891, NEMVE03901, NEMVE04166, NEMVE03595, NEMVE03583, NEMVE03579, NEMVE03699, NEMVE04157, NEMVE04189, NEMVE03580, NEMVE03587, NEMVE03775, NEMVE04148, NEMVE03756, NEMVE04163, NEMVE04179, NEMVE03732, NEMVE04468, NEMVE04176, NEMVE03596, NEMVE04171, NEMVE03743, NEMVE04156, NEMVE03751, NEMVE03734, NEMVE04252, NEMVE03880, NEMVE04309, NEMVE03911, NEMVE03740, NEMVE04164, NEMVE03663, NEMVE04167, NEMVE04316, NEMVE03926, NEMVE04161, NEMVE04281, NEMVE04159, NEMVE03578, NEMVE04160, NEMVE04116, NEMVE04168, NEMVE03600, NEMVE04465, NEMVE03577, NEMVE04172, NEMVE03752, NEMVE04239, NEMVE04178, NEMVE04162, NEMVE03713, NEMVE03598	BRALA29120
OG0001270	NEMVE21909, NEMVE12078	BRALA25030
OG0001270	NEMVE22554	BRALA13955
OG0001271	NEMVE16016, NEMVE12266	BRALA17017
OG0001273	NEMVE06058	BRALA23210
OG0001274	NEMVE24783	BRALA10091
OG0001275	NEMVE02957	BRALA16893
OG0001276	NEMVE24658	BRALA19427
OG0001278	NEMVE22456	BRALA04581, BRALA14775
OG0001279	NEMVE06730	BRALA24710
OG0001280	NEMVE15111, NEMVE13261	BRALA09515
OG0001281	NEMVE11367	BRALA30159
OG0001282	NEMVE13494	BRALA02372
OG0001284	NEMVE15039	BRALA14486
OG0001284	NEMVE12745, NEMVE19495	BRALA09529
OG0001285	NEMVE07034	BRALA34036, BRALA33761, BRALA33984, BRALA34161, BRALA34142
OG0001286	NEMVE08364	BRALA27842
OG0001287	NEMVE13851	BRALA08199
OG0001288	NEMVE20273	BRALA01391
OG0001290	NEMVE22813, NEMVE07506	BRALA17572
OG0001291	NEMVE25091	BRALA17947
OG0001293	NEMVE24929	BRALA33561, BRALA26881
OG0001294	NEMVE21404, NEMVE10810	BRALA29575
OG0001295	NEMVE10114	BRALA00094
OG0001296	NEMVE10339	BRALA22582
OG0001297	NEMVE03104	BRALA23851
OG0001300	NEMVE13700, NEMVE10660, NEMVE19269	BRALA05943, BRALA27824
OG0001302	NEMVE11902	BRALA01346
OG0001302	NEMVE17610	BRALA17951
OG0001304	NEMVE01937	BRALA22379
OG0001305	NEMVE06825	BRALA10194, BRALA10193
OG0001306	NEMVE16218	BRALA05038
OG0001306	NEMVE08625	BRALA19534
OG0001307	NEMVE17946	BRALA26305
OG0001308	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230	BRALA03706
OG0001309	NEMVE23002, NEMVE18542	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331
OG0001310	NEMVE22452	BRALA22585
OG0001310	NEMVE14637	BRALA27863
OG0001311	NEMVE05964, NEMVE03793	BRALA10689, BRALA14115, BRALA14116
OG0001312	NEMVE14791, NEMVE14787	BRALA29353
OG0001314	NEMVE24317	BRALA34015, BRALA33956
OG0001317	NEMVE01591	BRALA12724
OG0001317	NEMVE13378	BRALA18356
OG0001318	NEMVE22575	BRALA08906
OG0001318	NEMVE14651	BRALA01956
OG0001319	NEMVE01465	BRALA24213
OG0001320	NEMVE10295	BRALA11528
OG0001320	NEMVE25688	BRALA25109
OG0001321	NEMVE21741, NEMVE15029	BRALA08021
OG0001322	NEMVE14406	BRALA09871
OG0001322	NEMVE05068, NEMVE21787	BRALA13321
OG0001323	NEMVE17138	BRALA31053
OG0001324	NEMVE19268, NEMVE11187	BRALA21958, BRALA33648
OG0001326	NEMVE14355	BRALA24570
OG0001327	NEMVE09298	BRALA10354
OG0001327	NEMVE15997	BRALA19771
OG0001329	NEMVE06386	BRALA32195, BRALA12680, BRALA25736
OG0001330	NEMVE14535	BRALA23942
OG0001331	NEMVE23983	BRALA33812, BRALA34734, BRALA34572, BRALA33928, BRALA35749
OG0001332	NEMVE22532	BRALA00789
OG0001332	NEMVE10338	BRALA05167
OG0001335	NEMVE06061	BRALA21645
OG0001337	NEMVE04512, NEMVE11126	BRALA09464
OG0001337	NEMVE05602	BRALA01268
OG0001339	NEMVE09406	BRALA35366, BRALA34173, BRALA33697
OG0001339	NEMVE21011, NEMVE25120	BRALA16667, BRALA16668
OG0001341	NEMVE00960, NEMVE01284	BRALA12816
OG0001343	NEMVE19131	BRALA31561, BRALA06510
OG0001344	NEMVE22371	BRALA03869
OG0001345	NEMVE15150	BRALA20076, BRALA00376
OG0001348	NEMVE25188	BRALA16187
OG0001349	NEMVE17568	BRALA02678, BRALA14317, BRALA23364, BRALA09936, BRALA14316
OG0001350	NEMVE17281, NEMVE14117, NEMVE13044	BRALA27720
OG0001351	NEMVE17590	BRALA24199
OG0001352	NEMVE14525, NEMVE21813	BRALA06260
OG0001353	NEMVE14645	BRALA23222, BRALA23221
OG0001354	NEMVE15993	BRALA17798
OG0001354	NEMVE15994, NEMVE05871	BRALA25624
OG0001355	NEMVE14405	BRALA32786
OG0001356	NEMVE04630	BRALA19061, BRALA17347
OG0001357	NEMVE07199	BRALA15175, BRALA15174
OG0001360	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456	BRALA24912
OG0001362	NEMVE13199	BRALA06355, BRALA13959, BRALA29842
OG0001363	NEMVE24406	BRALA22242, BRALA22243
OG0001364	NEMVE25546, NEMVE21006	BRALA08614
OG0001366	NEMVE15255	BRALA16997
OG0001367	NEMVE10311	BRALA15242
OG0001368	NEMVE07089, NEMVE22569, NEMVE25218	BRALA09700, BRALA10312
OG0001368	NEMVE04773, NEMVE01407	BRALA10834
OG0001369	NEMVE07342	BRALA10956
OG0001370	NEMVE16952	BRALA16806
OG0001370	NEMVE14662	BRALA14045
OG0001371	NEMVE13180, NEMVE10017, NEMVE03671	BRALA26374, BRALA06219, BRALA06218, BRALA06220
OG0001372	NEMVE24235	BRALA19110
OG0001373	NEMVE13198	BRALA10384
OG0001375	NEMVE21718, NEMVE18400	BRALA16842
OG0001375	NEMVE06380	BRALA15116
OG0001376	NEMVE14506	BRALA20906
OG0001377	NEMVE18187	BRALA25843
OG0001377	NEMVE00630, NEMVE23910	BRALA01464, BRALA01463, BRALA18909, BRALA17460, BRALA13854
OG0001378	NEMVE14996	BRALA16333
OG0001379	NEMVE14262	BRALA23817
OG0001380	NEMVE10957	BRALA19207, BRALA19208
OG0001381	NEMVE08816	BRALA09523
OG0001382	NEMVE18444	BRALA35389, BRALA34041
OG0001383	NEMVE12649	BRALA24358
OG0001384	NEMVE03030	BRALA12204
OG0001386	NEMVE06336	BRALA07065
OG0001389	NEMVE07341	BRALA22941
OG0001390	NEMVE03437, NEMVE13301, NEMVE04594	BRALA02262
OG0001394	NEMVE08699	BRALA31862
OG0001395	NEMVE10872, NEMVE02945	BRALA15754
OG0001397	NEMVE22946	BRALA25855
OG0001397	NEMVE25397	BRALA09927
OG0001398	NEMVE01787	BRALA10918, BRALA10792, BRALA27489, BRALA34891
OG0001399	NEMVE23382	BRALA22380
OG0001401	NEMVE23498	BRALA23825, BRALA10783, BRALA04608, BRALA01709, BRALA02298, BRALA01710, BRALA23784, BRALA04269, BRALA10752
OG0001402	NEMVE22752	BRALA26708
OG0001403	NEMVE08195	BRALA14932, BRALA09650, BRALA23378, BRALA25402
OG0001404	NEMVE13694	BRALA05435
OG0001405	NEMVE25349	BRALA22383
OG0001405	NEMVE08567	BRALA05583
OG0001406	NEMVE18633, NEMVE16331	BRALA14289
OG0001407	NEMVE23925	BRALA15306, BRALA02740, BRALA00403
OG0001408	NEMVE25885	BRALA20622
OG0001409	NEMVE14897	BRALA30797
OG0001410	NEMVE03165	BRALA31201
OG0001410	NEMVE24971	BRALA20220
OG0001411	NEMVE25920	BRALA11764
OG0001412	NEMVE19652	BRALA11457
OG0001413	NEMVE06553, NEMVE06540	BRALA29483
OG0001413	NEMVE20094	BRALA13507
OG0001414	NEMVE11734	BRALA32132
OG0001415	NEMVE14658	BRALA28922
OG0001416	NEMVE10436	BRALA05590
OG0001417	NEMVE02519	BRALA12517, BRALA04649
OG0001418	NEMVE12090, NEMVE01985	BRALA01078
OG0001419	NEMVE05935	BRALA10891
OG0001419	NEMVE01378	BRALA30622
OG0001420	NEMVE16749	BRALA30793
OG0001421	NEMVE00612	BRALA21204
OG0001422	NEMVE07209	BRALA00576
OG0001423	NEMVE08632	BRALA27549
OG0001424	NEMVE01171	BRALA07796
OG0001424	NEMVE20550, NEMVE19994, NEMVE02440, NEMVE25742	BRALA01936
OG0001425	NEMVE19543, NEMVE14280	BRALA01395, BRALA23464
OG0001426	NEMVE08760	BRALA05645
OG0001427	NEMVE15208	BRALA18499, BRALA18498
OG0001428	NEMVE21876	BRALA05407
OG0001430	NEMVE13108	BRALA24398
OG0001431	NEMVE23887	BRALA18565
OG0001432	NEMVE01898	BRALA34894, BRALA35861
OG0001433	NEMVE06558	BRALA16638
OG0001434	NEMVE01045	BRALA19313
OG0001437	NEMVE13628	BRALA17173, BRALA21217
OG0001438	NEMVE23399	BRALA08586
OG0001439	NEMVE06751	BRALA18888
OG0001439	NEMVE03395	BRALA11220
OG0001440	NEMVE03715	BRALA04659
OG0001445	NEMVE05296	BRALA11531
OG0001446	NEMVE13345, NEMVE13458	BRALA27674
OG0001447	NEMVE05648	BRALA13329
OG0001448	NEMVE00791, NEMVE02092, NEMVE15574, NEMVE00572, NEMVE07132, NEMVE13653	BRALA01424
OG0001448	NEMVE00820	BRALA30055, BRALA30057, BRALA30058, BRALA30056, BRALA30059
OG0001449	NEMVE14841, NEMVE20272	BRALA16673
OG0001449	NEMVE13482	BRALA07054
OG0001450	NEMVE17373	BRALA05939, BRALA18042
OG0001450	NEMVE12764	BRALA12595, BRALA20161
OG0001450	NEMVE00959	BRALA21555, BRALA20362, BRALA33514
OG0001451	NEMVE07224	BRALA01804
OG0001451	NEMVE13777	BRALA02256
OG0001452	NEMVE10972, NEMVE03037	BRALA16822
OG0001453	NEMVE09283	BRALA04379
OG0001454	NEMVE14180	BRALA22945
OG0001455	NEMVE14951	BRALA05122
OG0001456	NEMVE11079, NEMVE05799	BRALA15558
OG0001459	NEMVE25233, NEMVE00289	BRALA19924
OG0001460	NEMVE00841, NEMVE16041	BRALA14210
OG0001460	NEMVE07626	BRALA23956
OG0001461	NEMVE00568	BRALA30847
OG0001462	NEMVE11473	BRALA13313, BRALA13310
OG0001463	NEMVE09388, NEMVE13964	BRALA20798, BRALA11798, BRALA05503, BRALA20800, BRALA07681, BRALA19623, BRALA19618
OG0001464	NEMVE06290, NEMVE07201, NEMVE10766	BRALA06889
OG0001465	NEMVE09468	BRALA08552
OG0001465	NEMVE01540	BRALA08555, BRALA14422
OG0001466	NEMVE11395	BRALA02000
OG0001466	NEMVE24631	BRALA06618
OG0001467	NEMVE05171	BRALA17547, BRALA18447
OG0001467	NEMVE09380	BRALA11204, BRALA15279
OG0001468	NEMVE03519	BRALA04572
OG0001469	NEMVE13119	BRALA25074
OG0001469	NEMVE05710	BRALA11811
OG0001470	NEMVE01457	BRALA29321, BRALA35553
OG0001471	NEMVE23465	BRALA18619, BRALA02210, BRALA16032
OG0001471	NEMVE23668	BRALA06129, BRALA24443
OG0001472	NEMVE05967	BRALA14063
OG0001472	NEMVE23386	BRALA22363
OG0001473	NEMVE02159, NEMVE12413	BRALA03292, BRALA33985
OG0001474	NEMVE07106	BRALA09018
OG0001474	NEMVE03081, NEMVE10570	BRALA10385
OG0001475	NEMVE23631	BRALA05604
OG0001476	NEMVE10280, NEMVE10281	BRALA24804
OG0001477	NEMVE12181, NEMVE14548	BRALA11225
OG0001478	NEMVE11979	BRALA21973
OG0001479	NEMVE06797, NEMVE06784	BRALA03008
OG0001480	NEMVE16556	BRALA11374
OG0001482	NEMVE13241	BRALA29699
OG0001483	NEMVE23590	BRALA11420, BRALA11722
OG0001484	NEMVE23070	BRALA22671
OG0001486	NEMVE22710	BRALA08931
OG0001487	NEMVE08786	BRALA20247
OG0001488	NEMVE04734, NEMVE04737, NEMVE04775	BRALA24192
OG0001488	NEMVE02146	BRALA24189
OG0001489	NEMVE21444	BRALA05316
OG0001492	NEMVE17956	BRALA14954
OG0001493	NEMVE14619	BRALA03740, BRALA03715, BRALA03741
OG0001495	NEMVE15483	BRALA09380
OG0001496	NEMVE13319	BRALA11939, BRALA23998, BRALA33660, BRALA11958, BRALA05423
OG0001500	NEMVE07759	BRALA11705
OG0001502	NEMVE23663	BRALA06309
OG0001502	NEMVE06315	BRALA06307
OG0001503	NEMVE13535	BRALA13476
OG0001503	NEMVE15019	BRALA11114
OG0001504	NEMVE10459	BRALA28116, BRALA35187
OG0001506	NEMVE16287	BRALA05725
OG0001507	NEMVE18318	BRALA31056
OG0001507	NEMVE01058	BRALA34079
OG0001508	NEMVE06884	BRALA28941
OG0001509	NEMVE01491	BRALA24616
OG0001509	NEMVE23903	BRALA12089
OG0001510	NEMVE00716, NEMVE23759	BRALA34652, BRALA01122
OG0001511	NEMVE06177	BRALA35622
OG0001512	NEMVE14517	BRALA04162
OG0001513	NEMVE06320	BRALA10671
OG0001515	NEMVE14908	BRALA14332
OG0001516	NEMVE23626	BRALA05014
OG0001517	NEMVE14577, NEMVE14581	BRALA15345, BRALA01055, BRALA01054
OG0001518	NEMVE10672	BRALA12776
OG0001519	NEMVE22706	BRALA13551
OG0001520	NEMVE24027, NEMVE06996	BRALA14767
OG0001521	NEMVE01970, NEMVE01552	BRALA08916, BRALA27260
OG0001521	NEMVE13756	BRALA07614, BRALA09139, BRALA09147
OG0001522	NEMVE03232	BRALA29451
OG0001522	NEMVE14033	BRALA01706, BRALA15136
OG0001523	NEMVE04670	BRALA25534
OG0001524	NEMVE25396	BRALA33381
OG0001524	NEMVE05484	BRALA27325
OG0001525	NEMVE02407	BRALA14939
OG0001526	NEMVE00906	BRALA10086
OG0001527	NEMVE14422	BRALA23937
OG0001527	NEMVE03078	BRALA19992
OG0001528	NEMVE14401	BRALA26789
OG0001529	NEMVE02084, NEMVE24342	BRALA15428
OG0001530	NEMVE08975	BRALA35267, BRALA35388, BRALA35160, BRALA34336, BRALA34848, BRALA32247, BRALA34683, BRALA34557, BRALA32248, BRALA35113, BRALA33210
OG0001531	NEMVE05034	BRALA21412
OG0001531	NEMVE22954	BRALA21411
OG0001532	NEMVE02971	BRALA15767
OG0001533	NEMVE01320	BRALA03658
OG0001534	NEMVE00470	BRALA06233
OG0001536	NEMVE11894, NEMVE05661	BRALA06104, BRALA20689, BRALA13363
OG0001537	NEMVE23147	BRALA25061, BRALA25063, BRALA10683, BRALA22249, BRALA34992, BRALA28164, BRALA09302, BRALA09952, BRALA11873, BRALA13262
OG0001538	NEMVE11486	BRALA30154, BRALA10212, BRALA19183, BRALA04991, BRALA10213, BRALA10214, BRALA19182, BRALA29463
OG0001546	NEMVE08644	BRALA34422, BRALA33843, BRALA32104, BRALA35704
OG0001548	NEMVE18019	BRALA22843
OG0001550	NEMVE19108, NEMVE17874	BRALA22178, BRALA33216
OG0001551	NEMVE01664	BRALA31004
OG0001552	NEMVE15633, NEMVE14070	BRALA12708
OG0001553	NEMVE15083	BRALA03739
OG0001554	NEMVE07256	BRALA27979
OG0001557	NEMVE19058, NEMVE25522, NEMVE15026	BRALA18983
OG0001558	NEMVE08767	BRALA21818
OG0001559	NEMVE13708	BRALA10909, BRALA10784
OG0001559	NEMVE10463	BRALA30365
OG0001560	NEMVE07241	BRALA27054
OG0001561	NEMVE13680	BRALA27873, BRALA35814, BRALA27872
OG0001562	NEMVE13576	BRALA08590
OG0001563	NEMVE09315, NEMVE16630, NEMVE15254	BRALA16659, BRALA25832, BRALA18213, BRALA15065
OG0001564	NEMVE23916, NEMVE02241, NEMVE01813, NEMVE12776	BRALA13673
OG0001567	NEMVE07133	BRALA05651
OG0001568	NEMVE04566	BRALA13964
OG0001569	NEMVE22103	BRALA14283, BRALA14287, BRALA06617, BRALA01274, BRALA06766, BRALA06767, BRALA06768, BRALA03911, BRALA06770, BRALA06769
OG0001570	NEMVE10457, NEMVE19638	BRALA00935
OG0001571	NEMVE09690	BRALA16523
OG0001571	NEMVE05898	BRALA17050
OG0001572	NEMVE21698	BRALA16186
OG0001572	NEMVE14084	BRALA31604
OG0001573	NEMVE05590	BRALA01224
OG0001574	NEMVE24808	BRALA10408
OG0001575	NEMVE08150	BRALA12711
OG0001576	NEMVE10771	BRALA09477
OG0001577	NEMVE14595	BRALA27598
OG0001578	NEMVE02073	BRALA11454
OG0001580	NEMVE04880	BRALA20586
OG0001581	NEMVE09495, NEMVE13982, NEMVE20122	BRALA25126, BRALA24401, BRALA23458, BRALA23457, BRALA23456
OG0001582	NEMVE14586, NEMVE16677	BRALA28423
OG0001583	NEMVE12298, NEMVE07434	BRALA27471
OG0001584	NEMVE03502	BRALA28222
OG0001588	NEMVE09735, NEMVE02707, NEMVE02610, NEMVE02611	BRALA12555
OG0001589	NEMVE15586	BRALA16725
OG0001590	NEMVE15049	BRALA01640, BRALA01639, BRALA01637
OG0001591	NEMVE19630	BRALA08460
OG0001592	NEMVE14685	BRALA04260
OG0001593	NEMVE07459	BRALA07984
OG0001594	NEMVE20923, NEMVE00343	BRALA08965, BRALA24791
OG0001594	NEMVE13600	BRALA08966
OG0001596	NEMVE06150	BRALA09229
OG0001596	NEMVE06132	BRALA09232
OG0001597	NEMVE17805	BRALA14157
OG0001599	NEMVE14138	BRALA13133
OG0001600	NEMVE09547	BRALA18552
OG0001602	NEMVE04820	BRALA13844
