Orthogroup	NEMVE	XENTR
OG0000676	NEMVE10858, NEMVE20237, NEMVE10856	XENTR08597, XENTR02025, XENTR07079
OG0000678	NEMVE13917, NEMVE20139	XENTR13134, XENTR01860, XENTR03885
OG0000680	NEMVE06900, NEMVE06887, NEMVE25832	XENTR17739, XENTR03777, XENTR07100
OG0000681	NEMVE03851	XENTR01035, XENTR10823
OG0000681	NEMVE04836	XENTR02583, XENTR09876, XENTR09875
OG0000682	NEMVE17718, NEMVE16780, NEMVE07021	XENTR06453, XENTR17621, XENTR15062
OG0000683	NEMVE21952	XENTR15130
OG0000684	NEMVE15727, NEMVE25884, NEMVE05474	XENTR16125, XENTR03725, XENTR09968, XENTR03724
OG0000685	NEMVE02060	XENTR05435, XENTR04446, XENTR00393
OG0000690	NEMVE04578	XENTR12763, XENTR09156
OG0000690	NEMVE25619	XENTR16042
OG0000690	NEMVE08336	XENTR13758
OG0000691	NEMVE22438	XENTR12556, XENTR00454
OG0000691	NEMVE12723	XENTR14240, XENTR02488
OG0000692	NEMVE10690, NEMVE10687, NEMVE25957	XENTR09451
OG0000693	NEMVE08217, NEMVE08755	XENTR17235, XENTR06541
OG0000693	NEMVE20668, NEMVE09217	XENTR06151
OG0000694	NEMVE18564	XENTR09772
OG0000696	NEMVE01737	XENTR00213
OG0000696	NEMVE25020, NEMVE05214, NEMVE05168, NEMVE16042	XENTR05925
OG0000697	NEMVE14547	XENTR02874, XENTR02556, XENTR06818, XENTR11308
OG0000698	NEMVE22163, NEMVE01912, NEMVE22218	XENTR05540
OG0000699	NEMVE13812, NEMVE21875, NEMVE05953	XENTR15466, XENTR05930, XENTR17608, XENTR08575
OG0000699	NEMVE06767, NEMVE22384, NEMVE24758	XENTR08574, XENTR15520, XENTR15465
OG0000700	NEMVE20231, NEMVE20652	XENTR02562, XENTR02563, XENTR17342, XENTR09480, XENTR11193
OG0000701	NEMVE21835	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949
OG0000702	NEMVE17196	XENTR11939, XENTR05068, XENTR14141
OG0000703	NEMVE15172	XENTR08730, XENTR08729, XENTR05594
OG0000706	NEMVE06133, NEMVE16186	XENTR02593
OG0000708	NEMVE25462	XENTR03991
OG0000708	NEMVE24967	XENTR06811
OG0000709	NEMVE22208	XENTR12794
OG0000710	NEMVE10055	XENTR00408, XENTR00504, XENTR05184, XENTR11575, XENTR05464
OG0000711	NEMVE22699	XENTR10807, XENTR17290, XENTR14028, XENTR12075, XENTR10806
OG0000715	NEMVE04746	XENTR03141, XENTR05201, XENTR15992
OG0000716	NEMVE01624	XENTR06302, XENTR07615, XENTR18854, XENTR11906
OG0000717	NEMVE21831	XENTR04673, XENTR10456, XENTR15535
OG0000718	NEMVE14726, NEMVE25058	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099
OG0000720	NEMVE07453	XENTR00549, XENTR11251
OG0000721	NEMVE22360	XENTR07131, XENTR04541
OG0000721	NEMVE25732	XENTR08795, XENTR14738, XENTR09604, XENTR10764
OG0000722	NEMVE02310	XENTR06651, XENTR07504, XENTR09493, XENTR17327
OG0000723	NEMVE02161, NEMVE02153	XENTR06009, XENTR11290, XENTR01819, XENTR06799
OG0000724	NEMVE05669	XENTR15314
OG0000725	NEMVE13886	XENTR04704, XENTR14529
OG0000726	NEMVE24264	XENTR09424, XENTR03808
OG0000730	NEMVE15279	XENTR05215, XENTR00132
OG0000731	NEMVE14724	XENTR06230, XENTR09272, XENTR06186
OG0000732	NEMVE16239	XENTR11927, XENTR08594
OG0000732	NEMVE22346	XENTR13213, XENTR00357
OG0000733	NEMVE13174	XENTR12956, XENTR09501, XENTR05537
OG0000733	NEMVE00072	XENTR08499
OG0000734	NEMVE19740	XENTR06181, XENTR01296
OG0000735	NEMVE14467	XENTR03017, XENTR16831, XENTR00243, XENTR00244
OG0000737	NEMVE10658	XENTR14208, XENTR06458
OG0000740	NEMVE01913	XENTR18507, XENTR17533, XENTR10575, XENTR10574
OG0000743	NEMVE10602, NEMVE15509, NEMVE05453	XENTR01379, XENTR11189, XENTR01696
OG0000744	NEMVE09152	XENTR04571, XENTR16235, XENTR02481
OG0000745	NEMVE09518, NEMVE18143	XENTR18661, XENTR01647
OG0000746	NEMVE08669	XENTR05636
OG0000748	NEMVE13110	XENTR10860, XENTR10861
OG0000749	NEMVE13534	XENTR13529, XENTR13528
OG0000750	NEMVE05904, NEMVE11347	XENTR09003, XENTR08374
OG0000750	NEMVE04853, NEMVE04866, NEMVE22873	XENTR09731
OG0000751	NEMVE06350	XENTR03358, XENTR00118
OG0000751	NEMVE22234, NEMVE26010	XENTR09818
OG0000752	NEMVE14796, NEMVE20340	XENTR03680
OG0000752	NEMVE15527	XENTR00306, XENTR11450
OG0000753	NEMVE09279, NEMVE20008	XENTR13232
OG0000753	NEMVE09763	XENTR16935, XENTR06041, XENTR06042
OG0000755	NEMVE04854	XENTR15916, XENTR06639, XENTR08361, XENTR08360
OG0000757	NEMVE05970	XENTR10378
OG0000759	NEMVE07127, NEMVE15354	XENTR03136, XENTR03134, XENTR01884, XENTR05238, XENTR18352
OG0000761	NEMVE07056	XENTR17935, XENTR12007, XENTR15207, XENTR01309
OG0000762	NEMVE08946	XENTR07103, XENTR01118, XENTR14074
OG0000764	NEMVE08398, NEMVE01257	XENTR06830, XENTR13254
OG0000765	NEMVE15020	XENTR01990, XENTR01184
OG0000766	NEMVE13890	XENTR13873, XENTR17891, XENTR13807, XENTR00551
OG0000767	NEMVE21839	XENTR03830, XENTR11683, XENTR00589
OG0000768	NEMVE24837, NEMVE20124	XENTR00756, XENTR13472, XENTR18974
OG0000772	NEMVE14663, NEMVE13205	XENTR07457, XENTR07456, XENTR07455
OG0000772	NEMVE10521, NEMVE10515, NEMVE14130, NEMVE06923	XENTR08353
OG0000774	NEMVE18724	XENTR04669, XENTR14580
OG0000774	NEMVE06617	XENTR04231
OG0000775	NEMVE13607, NEMVE14906	XENTR09141, XENTR01130
OG0000776	NEMVE25221, NEMVE11470, NEMVE23261	XENTR04910, XENTR05244
OG0000777	NEMVE21910, NEMVE15143	XENTR13724
OG0000778	NEMVE13753	XENTR03256, XENTR18913, XENTR12824, XENTR03112, XENTR04100
OG0000779	NEMVE24334	XENTR06178
OG0000779	NEMVE02313	XENTR02460, XENTR07467, XENTR06587
OG0000780	NEMVE09488	XENTR11708
OG0000780	NEMVE05870	XENTR10194
OG0000781	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644	XENTR15057
OG0000782	NEMVE10772	XENTR08315, XENTR12833, XENTR02660
OG0000784	NEMVE16267	XENTR09641, XENTR15068, XENTR00277, XENTR07231, XENTR09268, XENTR13377
OG0000786	NEMVE03694, NEMVE10021, NEMVE17992	XENTR12489
OG0000787	NEMVE12098	XENTR02696, XENTR08733, XENTR12281, XENTR08846
OG0000788	NEMVE01862	XENTR04467, XENTR16399
OG0000788	NEMVE24569	XENTR15693, XENTR18205
OG0000791	NEMVE13487	XENTR01881, XENTR06218, XENTR04189
OG0000792	NEMVE08948	XENTR02294
OG0000793	NEMVE19406	XENTR18227, XENTR14087, XENTR10065, XENTR12127, XENTR12126
OG0000794	NEMVE13875	XENTR01141, XENTR18009
OG0000795	NEMVE18602	XENTR05266
OG0000797	NEMVE07332, NEMVE20914	XENTR01630, XENTR05651
OG0000798	NEMVE05537	XENTR07369, XENTR01010, XENTR13650
OG0000799	NEMVE24041	XENTR08849, XENTR10335, XENTR08757, XENTR01900
OG0000802	NEMVE11136, NEMVE06054	XENTR07794, XENTR06509, XENTR13246, XENTR16777, XENTR02068, XENTR09051, XENTR09050, XENTR12147
OG0000803	NEMVE22189	XENTR10876, XENTR10877
OG0000805	NEMVE08735	XENTR06363, XENTR15603, XENTR15604, XENTR04693, XENTR08777, XENTR00279
OG0000810	NEMVE18390	XENTR00056
OG0000810	NEMVE02291	XENTR17048, XENTR16257
OG0000811	NEMVE21518	XENTR11168, XENTR16298
OG0000813	NEMVE25754, NEMVE22200, NEMVE24635	XENTR13150, XENTR13151
OG0000814	NEMVE06776, NEMVE16660	XENTR13230, XENTR03397
OG0000815	NEMVE13499	XENTR05406, XENTR02911
OG0000816	NEMVE14127, NEMVE00812	XENTR12785, XENTR13049, XENTR02094, XENTR05575, XENTR16977
OG0000817	NEMVE14686	XENTR05219
OG0000817	NEMVE01689, NEMVE21825	XENTR09302
OG0000817	NEMVE14311	XENTR17704, XENTR17705
OG0000818	NEMVE25555	XENTR04812
OG0000818	NEMVE08706	XENTR00964, XENTR01697, XENTR05672
OG0000819	NEMVE14350	XENTR09864
OG0000819	NEMVE07543, NEMVE14834	XENTR10193, XENTR10192
OG0000820	NEMVE08902	XENTR14094, XENTR03160, XENTR05390, XENTR07096
OG0000822	NEMVE07227	XENTR08343, XENTR17339
OG0000824	NEMVE05752	XENTR04940, XENTR04939, XENTR11038
OG0000825	NEMVE07795, NEMVE11350	XENTR01022, XENTR10589, XENTR16089
OG0000825	NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057	XENTR09274
OG0000826	NEMVE01532, NEMVE25209	XENTR02499
OG0000827	NEMVE06012	XENTR18584
OG0000828	NEMVE13102, NEMVE13594	XENTR00582
OG0000828	NEMVE15094	XENTR06348
OG0000829	NEMVE08791	XENTR05273, XENTR00567, XENTR08272, XENTR01966, XENTR19142
OG0000832	NEMVE01204, NEMVE18227, NEMVE20901, NEMVE16417, NEMVE04715	XENTR08500
OG0000833	NEMVE18727	XENTR05865, XENTR12214, XENTR04296, XENTR00046
OG0000834	NEMVE05965	XENTR17187
OG0000835	NEMVE08598, NEMVE20600	XENTR16025, XENTR16652
OG0000836	NEMVE01499	XENTR10284, XENTR11931, XENTR11932
OG0000837	NEMVE25541	XENTR04077, XENTR09514, XENTR18045
OG0000838	NEMVE09615, NEMVE02207, NEMVE03582, NEMVE04654, NEMVE17040	XENTR08945
OG0000841	NEMVE05492	XENTR17534, XENTR09566, XENTR09621, XENTR09619, XENTR08800
OG0000842	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617	XENTR15843, XENTR15340, XENTR13923, XENTR01677, XENTR11008, XENTR11009
OG0000844	NEMVE07470, NEMVE07462	XENTR17965, XENTR18460, XENTR06250
OG0000845	NEMVE19954, NEMVE05692	XENTR08484
OG0000847	NEMVE07778	XENTR18143, XENTR18591
OG0000847	NEMVE08888	XENTR00819
OG0000848	NEMVE21784	XENTR13197, XENTR13196, XENTR12202
OG0000848	NEMVE13752	XENTR08322, XENTR02654
OG0000849	NEMVE14809	XENTR02560, XENTR07414, XENTR04112
OG0000850	NEMVE15099	XENTR00057
OG0000850	NEMVE21917	XENTR12447
OG0000851	NEMVE23273	XENTR10592, XENTR01014
OG0000852	NEMVE25782	XENTR17178
OG0000852	NEMVE07789	XENTR02441, XENTR15626
OG0000853	NEMVE23651	XENTR02400, XENTR02063
OG0000856	NEMVE05473, NEMVE14626, NEMVE21694	XENTR16440, XENTR16441, XENTR14487, XENTR02561
OG0000857	NEMVE18201	XENTR11492
OG0000858	NEMVE13289	XENTR15971
OG0000858	NEMVE05877	XENTR10077, XENTR10078
OG0000859	NEMVE19193, NEMVE00437	XENTR19026, XENTR03127, XENTR05830, XENTR10647, XENTR10646
OG0000860	NEMVE23955, NEMVE13259	XENTR06781, XENTR03999
OG0000861	NEMVE21201, NEMVE01293, NEMVE09770, NEMVE15469, NEMVE06681, NEMVE09391	XENTR00233
OG0000863	NEMVE07030, NEMVE18750, NEMVE13303, NEMVE13302, NEMVE13474, NEMVE06880	XENTR05892
OG0000866	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768	XENTR12438
OG0000868	NEMVE05531	XENTR18653
OG0000869	NEMVE07859	XENTR08068
OG0000869	NEMVE23299	XENTR11026
OG0000871	NEMVE16871	XENTR14179
OG0000872	NEMVE14190	XENTR10169
OG0000873	NEMVE10811	XENTR08135
OG0000874	NEMVE13256	XENTR03555, XENTR18666
OG0000874	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626	XENTR10470
OG0000875	NEMVE12865, NEMVE19619	XENTR15432
OG0000875	NEMVE14079	XENTR08213
OG0000878	NEMVE02420	XENTR10168, XENTR00725, XENTR09205
OG0000879	NEMVE13129	XENTR03813
OG0000880	NEMVE13288	XENTR11909, XENTR11908, XENTR02551, XENTR02382
OG0000881	NEMVE13265	XENTR12933, XENTR12934
OG0000881	NEMVE14845	XENTR11112, XENTR11328
OG0000882	NEMVE02007	XENTR03615, XENTR02130, XENTR16807, XENTR03617, XENTR03616, XENTR12051
OG0000887	NEMVE10146	XENTR02978, XENTR06287
OG0000888	NEMVE10813	XENTR12831, XENTR13292, XENTR13291
OG0000888	NEMVE11848	XENTR01928
OG0000889	NEMVE22565	XENTR17043
OG0000889	NEMVE14419	XENTR16104, XENTR00818
OG0000890	NEMVE06371, NEMVE00333, NEMVE16346	XENTR18941, XENTR07606, XENTR07605, XENTR12846
OG0000893	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075	XENTR01359, XENTR16287, XENTR07052, XENTR07051
OG0000894	NEMVE23274	XENTR12194
OG0000894	NEMVE14617	XENTR04788, XENTR16604
OG0000896	NEMVE21907	XENTR18869
OG0000896	NEMVE10977	XENTR13448, XENTR09474
OG0000897	NEMVE06224, NEMVE12475	XENTR01334, XENTR01333
OG0000897	NEMVE14979	XENTR01226, XENTR03509
OG0000898	NEMVE14546, NEMVE21727	XENTR03982, XENTR12217
OG0000899	NEMVE18761	XENTR11770, XENTR11769, XENTR03655
OG0000904	NEMVE08753	XENTR10340, XENTR08923
OG0000906	NEMVE15755	XENTR15532, XENTR06172
OG0000907	NEMVE00986	XENTR04660
OG0000909	NEMVE10272	XENTR10672, XENTR12839, XENTR08443
OG0000911	NEMVE24020	XENTR18175, XENTR13431, XENTR10007, XENTR05207
OG0000912	NEMVE23980	XENTR06455, XENTR12826, XENTR08744, XENTR17481
OG0000912	NEMVE23705	XENTR06537
OG0000913	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717	XENTR01593, XENTR13952
OG0000914	NEMVE08606	XENTR11295, XENTR10460, XENTR02522, XENTR02868
OG0000915	NEMVE05638	XENTR06376, XENTR07971, XENTR14552, XENTR15550
OG0000921	NEMVE19737, NEMVE09442	XENTR09161
OG0000925	NEMVE21937, NEMVE05629, NEMVE00068	XENTR13985
OG0000925	NEMVE22442, NEMVE00338	XENTR02311
OG0000926	NEMVE13988	XENTR00402
OG0000928	NEMVE08415, NEMVE20627	XENTR05033, XENTR05285
OG0000929	NEMVE10278	XENTR00682, XENTR15957, XENTR09138, XENTR05468, XENTR05469
OG0000933	NEMVE25450, NEMVE09603	XENTR09950, XENTR06630, XENTR08513
OG0000934	NEMVE09369	XENTR14739, XENTR18207
OG0000934	NEMVE07036	XENTR11383, XENTR18032
OG0000935	NEMVE24478, NEMVE06639	XENTR12574, XENTR06757, XENTR07228, XENTR08768
OG0000936	NEMVE05234, NEMVE18875, NEMVE23076, NEMVE15700, NEMVE23217, NEMVE18236, NEMVE04950, NEMVE18876	XENTR02806
OG0000943	NEMVE15785, NEMVE08924	XENTR06447
OG0000944	NEMVE07708	XENTR14742, XENTR14462, XENTR00679
OG0000945	NEMVE22316, NEMVE22428	XENTR09889
OG0000946	NEMVE11477	XENTR14041
OG0000946	NEMVE07731	XENTR14125
OG0000947	NEMVE04758	XENTR08808, XENTR01875
OG0000947	NEMVE07474	XENTR15993
OG0000949	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321	XENTR16409, XENTR12925, XENTR16343, XENTR13690, XENTR10671
OG0000950	NEMVE08112	XENTR06315, XENTR14022
OG0000951	NEMVE21998	XENTR11436, XENTR10439
OG0000952	NEMVE04659	XENTR06419, XENTR10974
OG0000952	NEMVE02164	XENTR07516, XENTR10972, XENTR10973
OG0000953	NEMVE12932	XENTR16006, XENTR05020, XENTR10025
OG0000954	NEMVE06460	XENTR04163
OG0000954	NEMVE05247, NEMVE12295	XENTR07349, XENTR07350
OG0000955	NEMVE14901	XENTR15251
OG0000955	NEMVE08350	XENTR15299
OG0000957	NEMVE00980	XENTR13219, XENTR13218, XENTR09672, XENTR08642
OG0000958	NEMVE24805, NEMVE17902	XENTR16151
OG0000960	NEMVE02244	XENTR00488, XENTR11786, XENTR16830, XENTR19097
OG0000963	NEMVE06216	XENTR09828
OG0000963	NEMVE03242	XENTR00065
OG0000964	NEMVE19256	XENTR15845
OG0000965	NEMVE10501	XENTR14312
OG0000965	NEMVE02072	XENTR16944
OG0000966	NEMVE06417	XENTR04933, XENTR10311
OG0000967	NEMVE05572	XENTR08823
OG0000967	NEMVE11722, NEMVE10506	XENTR06702
OG0000968	NEMVE14701	XENTR08955, XENTR17733
OG0000968	NEMVE10433	XENTR04038, XENTR04039, XENTR04535
OG0000969	NEMVE14628	XENTR08014
OG0000970	NEMVE08789	XENTR01182
OG0000971	NEMVE17738	XENTR17892
OG0000972	NEMVE04609, NEMVE00954	XENTR13483, XENTR14024
OG0000972	NEMVE10082	XENTR02207
OG0000973	NEMVE17915	XENTR15593
OG0000974	NEMVE13444	XENTR01619
OG0000976	NEMVE06490, NEMVE05744	XENTR13946, XENTR10262
OG0000978	NEMVE25212	XENTR01707, XENTR17274, XENTR04595
OG0000979	NEMVE17920, NEMVE04790, NEMVE16326	XENTR08662, XENTR08663, XENTR16278
OG0000981	NEMVE22521	XENTR14084
OG0000982	NEMVE07619, NEMVE11958	XENTR15733, XENTR18658, XENTR06997
OG0000984	NEMVE21717	XENTR03417
OG0000985	NEMVE09786, NEMVE11913	XENTR01934, XENTR16979, XENTR16978, XENTR04320, XENTR04319
OG0000987	NEMVE05580	XENTR06356, XENTR03812
OG0000988	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782	XENTR12762, XENTR06777, XENTR06778, XENTR09929
OG0000992	NEMVE11620	XENTR07391
OG0000992	NEMVE04858	XENTR15056, XENTR11894
OG0000993	NEMVE12763	XENTR14928, XENTR18730
OG0000994	NEMVE24464	XENTR15055
OG0000994	NEMVE05403	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701
OG0000996	NEMVE06175	XENTR00689, XENTR11665, XENTR03250
OG0000999	NEMVE00092	XENTR05421, XENTR17674, XENTR18093, XENTR05336
OG0001000	NEMVE02448	XENTR02326, XENTR14403, XENTR05465, XENTR00660, XENTR09708
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	XENTR17916, XENTR02303
OG0001002	NEMVE09531, NEMVE19920	XENTR05426, XENTR04429
OG0001004	NEMVE06123	XENTR11947, XENTR13944, XENTR00348, XENTR12222
OG0001005	NEMVE10101	XENTR17351
OG0001006	NEMVE21915	XENTR01787
OG0001006	NEMVE10239	XENTR11011, XENTR15378, XENTR09358
OG0001007	NEMVE00044, NEMVE10735	XENTR03922, XENTR07754
OG0001008	NEMVE24531	XENTR01253, XENTR07071, XENTR13709
OG0001009	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111	XENTR09611, XENTR19086, XENTR04072
OG0001013	NEMVE02022	XENTR01268, XENTR12519, XENTR05681, XENTR13123
OG0001015	NEMVE07976	XENTR03903, XENTR02699, XENTR16275
OG0001016	NEMVE14344	XENTR06361
OG0001016	NEMVE14850	XENTR11007
OG0001017	NEMVE08837	XENTR01882, XENTR06219
OG0001018	NEMVE25537	XENTR12838
OG0001018	NEMVE07573	XENTR13405
OG0001019	NEMVE09159, NEMVE02711	XENTR19055, XENTR18997
OG0001021	NEMVE05054	XENTR03042
OG0001022	NEMVE24828	XENTR18242, XENTR09212, XENTR08786, XENTR08785
OG0001023	NEMVE12107	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481
OG0001024	NEMVE22572	XENTR05573, XENTR09290, XENTR01956
OG0001027	NEMVE22961	XENTR14946, XENTR18376
OG0001028	NEMVE25953, NEMVE14639	XENTR08088, XENTR09574, XENTR09575
OG0001029	NEMVE03131, NEMVE01675	XENTR00509, XENTR04608
OG0001029	NEMVE11449	XENTR00697, XENTR10786, XENTR11720
OG0001030	NEMVE13370	XENTR10641, XENTR13221
OG0001030	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380	XENTR11652, XENTR00593
OG0001031	NEMVE13279	XENTR08916
OG0001031	NEMVE12566, NEMVE03083, NEMVE18815, NEMVE03518, NEMVE01512, NEMVE05098, NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345	XENTR11732
OG0001032	NEMVE14168	XENTR01314, XENTR15209, XENTR06823
OG0001033	NEMVE24849	XENTR11737, XENTR02706
OG0001033	NEMVE03845	XENTR00028, XENTR04288, XENTR04289, XENTR10639
OG0001034	NEMVE23685	XENTR13970, XENTR02918
OG0001036	NEMVE07958	XENTR15810, XENTR02160
OG0001037	NEMVE13835	XENTR06792, XENTR04702
OG0001039	NEMVE05718	XENTR00807
OG0001039	NEMVE14813	XENTR10799, XENTR11115
OG0001042	NEMVE20161, NEMVE25296	XENTR15139, XENTR17123, XENTR16376
OG0001048	NEMVE04666	XENTR06473, XENTR14297, XENTR16609
OG0001049	NEMVE24151	XENTR03223
OG0001050	NEMVE12697	XENTR08446
OG0001050	NEMVE11321	XENTR18291, XENTR03607, XENTR01418, XENTR01419, XENTR15902
OG0001052	NEMVE24748	XENTR06692
OG0001053	NEMVE01408	XENTR14072, XENTR07099, XENTR01123, XENTR07525, XENTR04868, XENTR07295
OG0001059	NEMVE05294	XENTR16833
OG0001060	NEMVE02960, NEMVE14652, NEMVE13876	XENTR15320
OG0001062	NEMVE01533	XENTR02358, XENTR00517, XENTR00439
OG0001063	NEMVE08862	XENTR01633
OG0001067	NEMVE18870, NEMVE18446, NEMVE25152	XENTR15131, XENTR06306, XENTR12290
OG0001068	NEMVE21454	XENTR00265, XENTR17429, XENTR17428
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521	XENTR01131
OG0001072	NEMVE01518	XENTR14054
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	XENTR13757, XENTR03448, XENTR09013
OG0001075	NEMVE07705, NEMVE15967	XENTR05482, XENTR14239, XENTR06059
OG0001076	NEMVE01471	XENTR04369, XENTR03450
OG0001077	NEMVE06665	XENTR02919, XENTR03172
OG0001078	NEMVE21841, NEMVE03024	XENTR16491, XENTR12278, XENTR05427, XENTR16318
OG0001079	NEMVE05363, NEMVE02062, NEMVE19455, NEMVE05874, NEMVE21793, NEMVE05858, NEMVE11085, NEMVE05389	XENTR05981
OG0001079	NEMVE10902	XENTR02342, XENTR18570
OG0001080	NEMVE25549	XENTR17306
OG0001080	NEMVE24155	XENTR00219, XENTR05053
OG0001081	NEMVE14063	XENTR11483, XENTR11482
OG0001082	NEMVE13496	XENTR04166, XENTR03787
OG0001083	NEMVE07865	XENTR14939, XENTR08964, XENTR02202, XENTR09760
OG0001084	NEMVE15577, NEMVE10374, NEMVE06345	XENTR03176, XENTR06277
OG0001085	NEMVE23730	XENTR14464, XENTR18960, XENTR05968, XENTR02550
OG0001086	NEMVE21870	XENTR14767, XENTR08988, XENTR08989, XENTR09494
OG0001088	NEMVE09696, NEMVE11696	XENTR12091
OG0001088	NEMVE19674, NEMVE00424, NEMVE18333, NEMVE11019, NEMVE08315, NEMVE08309	XENTR01178
OG0001089	NEMVE21830	XENTR12503, XENTR06021
OG0001091	NEMVE05727	XENTR05394, XENTR06870, XENTR11806, XENTR06869, XENTR11805, XENTR05395, XENTR11804
OG0001092	NEMVE00964, NEMVE07353	XENTR04356
OG0001092	NEMVE01451	XENTR04358
OG0001093	NEMVE01792	XENTR14801, XENTR06916, XENTR05391
OG0001095	NEMVE24881	XENTR12897, XENTR04215
OG0001096	NEMVE10292, NEMVE12692	XENTR04979, XENTR04980, XENTR10593
OG0001097	NEMVE07237	XENTR05554
OG0001101	NEMVE14957	XENTR16380
OG0001101	NEMVE01007	XENTR13296, XENTR18754
OG0001102	NEMVE01649	XENTR00597
OG0001102	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	XENTR08075, XENTR09517
OG0001103	NEMVE01302	XENTR11707
OG0001103	NEMVE05814	XENTR08189
OG0001104	NEMVE04017, NEMVE06719	XENTR13239
OG0001104	NEMVE25846	XENTR13771, XENTR13900, XENTR18117
OG0001105	NEMVE13446	XENTR00250
OG0001105	NEMVE00247	XENTR09104
OG0001106	NEMVE10844, NEMVE10846	XENTR12570
OG0001107	NEMVE00952	XENTR10533, XENTR02061, XENTR02717
OG0001108	NEMVE22820	XENTR08568
OG0001108	NEMVE03343	XENTR01519
OG0001109	NEMVE17631	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458
OG0001110	NEMVE25055, NEMVE25054	XENTR01316, XENTR07736
OG0001112	NEMVE18988	XENTR08598, XENTR07078, XENTR02026, XENTR02027
OG0001113	NEMVE14477	XENTR03194
OG0001114	NEMVE13059	XENTR05283, XENTR05282, XENTR18949
OG0001116	NEMVE04905, NEMVE14341	XENTR15111, XENTR15112
OG0001117	NEMVE24913, NEMVE17548	XENTR04976, XENTR19058, XENTR12412
OG0001118	NEMVE08045	XENTR08709, XENTR12886
OG0001119	NEMVE00905, NEMVE12022	XENTR05752, XENTR18158
OG0001120	NEMVE18269, NEMVE18537	XENTR06417, XENTR10567, XENTR10976
OG0001121	NEMVE15144	XENTR00146, XENTR15147
OG0001123	NEMVE08367, NEMVE00548	XENTR10415
OG0001123	NEMVE07298	XENTR03409
OG0001124	NEMVE14042	XENTR16582
OG0001124	NEMVE14572	XENTR06212
OG0001126	NEMVE21706	XENTR18698
OG0001127	NEMVE23507	XENTR08219, XENTR08218, XENTR06362, XENTR08217
OG0001128	NEMVE07541	XENTR13449, XENTR13450
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	XENTR05147, XENTR08362
OG0001130	NEMVE07218, NEMVE21964, NEMVE14047	XENTR03434
OG0001131	NEMVE02265	XENTR08901, XENTR13407
OG0001133	NEMVE17872	XENTR17678
OG0001133	NEMVE22361	XENTR15362
OG0001134	NEMVE10572	XENTR10250, XENTR00965, XENTR03216, XENTR03221
OG0001135	NEMVE08713, NEMVE13852	XENTR14974
OG0001136	NEMVE14986	XENTR10642, XENTR00557, XENTR12118
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640
OG0001139	NEMVE14993	XENTR12289, XENTR11375
OG0001139	NEMVE07868	XENTR07646, XENTR17010
OG0001140	NEMVE12189	XENTR13933
OG0001141	NEMVE13888	XENTR05715
OG0001142	NEMVE20807, NEMVE13380	XENTR06629
OG0001143	NEMVE07319	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685
OG0001144	NEMVE02135	XENTR08544, XENTR07178, XENTR03323, XENTR03322
OG0001146	NEMVE18037, NEMVE07073	XENTR04404, XENTR04096, XENTR12242
OG0001148	NEMVE09889	XENTR10476
OG0001155	NEMVE18709	XENTR09180
OG0001155	NEMVE14646	XENTR04938
OG0001156	NEMVE14927	XENTR07093, XENTR06912, XENTR01092
OG0001158	NEMVE13124	XENTR16126, XENTR16127, XENTR07686, XENTR07685
OG0001159	NEMVE02254	XENTR00601, XENTR05163, XENTR05113, XENTR13277
OG0001161	NEMVE13207	XENTR05290, XENTR17947
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	XENTR10454, XENTR14933
OG0001163	NEMVE01640	XENTR08141
