Orthogroup	NEMVE	APOSC_ok
OG0000875	NEMVE19619	APOSC_10108
OG0000875	NEMVE14079	APOSC_05938
OG0000876	NEMVE02940, NEMVE11949	APOSC_13414
OG0000877	NEMVE16415	APOSC_14562, APOSC_05392, APOSC_11159, APOSC_18856, APOSC_22435, APOSC_14561, APOSC_03592, APOSC_03591
OG0000878	NEMVE02420	APOSC_19700, APOSC_12538
OG0000879	NEMVE13129	APOSC_25589, APOSC_19618
OG0000880	NEMVE13288	APOSC_11063
OG0000880	NEMVE15899	APOSC_11060
OG0000882	NEMVE02007	APOSC_22975
OG0000887	NEMVE10146	APOSC_06735, APOSC_07943
OG0000888	NEMVE10813	APOSC_22842
OG0000888	NEMVE11848	APOSC_02163
OG0000889	NEMVE22565	APOSC_15049, APOSC_07753, APOSC_09768
OG0000889	NEMVE14419	APOSC_28468
OG0000890	NEMVE06371, NEMVE00333, NEMVE16346	APOSC_26142, APOSC_26140
OG0000893	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075	APOSC_13888, APOSC_05778
OG0000894	NEMVE23274	APOSC_05906, APOSC_06317
OG0000894	NEMVE14617	APOSC_02796, APOSC_02797
OG0000896	NEMVE10977	APOSC_16669
OG0000897	NEMVE06224, NEMVE12475	APOSC_09636
OG0000897	NEMVE14979	APOSC_15460, APOSC_17372
OG0000898	NEMVE14546, NEMVE21727	APOSC_16195
OG0000899	NEMVE18761	APOSC_14711
OG0000904	NEMVE08753	APOSC_17702, APOSC_14302, APOSC_14303
OG0000905	NEMVE24633	APOSC_09225, APOSC_09226
OG0000906	NEMVE15755	APOSC_04764
OG0000906	NEMVE03808	APOSC_07017
OG0000907	NEMVE00986	APOSC_00840
OG0000909	NEMVE10272	APOSC_25304, APOSC_25305, APOSC_25306
OG0000910	NEMVE20194	APOSC_28023
OG0000910	NEMVE17424	APOSC_28627
OG0000910	NEMVE16541, NEMVE18507	APOSC_19148, APOSC_12092, APOSC_05365, APOSC_24387
OG0000911	NEMVE24020	APOSC_15133, APOSC_15134
OG0000912	NEMVE23980	APOSC_27960, APOSC_27961
OG0000912	NEMVE23705	APOSC_29074
OG0000913	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717	APOSC_04388
OG0000914	NEMVE08606	APOSC_12098
OG0000915	NEMVE05638	APOSC_07775
OG0000921	NEMVE04805	APOSC_26555
OG0000921	NEMVE19737, NEMVE09442	APOSC_24063
OG0000924	NEMVE03228	APOSC_05973
OG0000924	NEMVE10495, NEMVE10492	APOSC_27606
OG0000924	NEMVE19170	APOSC_24386
OG0000924	NEMVE04674	APOSC_19207
OG0000924	NEMVE15529	APOSC_08247
OG0000925	NEMVE21937, NEMVE05629, NEMVE00068	APOSC_04534
OG0000925	NEMVE22442, NEMVE00338	APOSC_05628
OG0000926	NEMVE13598	APOSC_08443
OG0000928	NEMVE20627	APOSC_19235, APOSC_19234, APOSC_19236
OG0000929	NEMVE10278	APOSC_07152, APOSC_28960
OG0000930	NEMVE06499, NEMVE09880, NEMVE16667, NEMVE11111	APOSC_24569, APOSC_24571, APOSC_24568, APOSC_24572, APOSC_24570
OG0000931	NEMVE13552	APOSC_10285
OG0000932	NEMVE15050, NEMVE02393	APOSC_27821, APOSC_27820
OG0000934	NEMVE09369	APOSC_15771
OG0000934	NEMVE07036	APOSC_01130
OG0000935	NEMVE24478, NEMVE06639	APOSC_07475
OG0000936	NEMVE05175, NEMVE23075, NEMVE05183	APOSC_00147
OG0000937	NEMVE16160	APOSC_17318
OG0000937	NEMVE08333, NEMVE08322, NEMVE03059, NEMVE03058, NEMVE03043, NEMVE02476, NEMVE10182, NEMVE03056, NEMVE25653, NEMVE02416, NEMVE02479, NEMVE02482	APOSC_04010
OG0000937	NEMVE17999, NEMVE03057, NEMVE02431, NEMVE18000, NEMVE16948, NEMVE18813	APOSC_14163
OG0000943	NEMVE14119	APOSC_21318
OG0000943	NEMVE15785, NEMVE08924	APOSC_16658
OG0000944	NEMVE07708	APOSC_18987
OG0000945	NEMVE22316, NEMVE22428	APOSC_00213
OG0000946	NEMVE11477	APOSC_07875
OG0000946	NEMVE07731	APOSC_29057
OG0000947	NEMVE04758	APOSC_14595
OG0000947	NEMVE07474	APOSC_00712
OG0000949	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321	APOSC_12498
OG0000950	NEMVE09986	APOSC_07812, APOSC_23885, APOSC_28280
OG0000951	NEMVE21998	APOSC_13115, APOSC_13394
OG0000952	NEMVE04659	APOSC_07711
OG0000952	NEMVE02164	APOSC_03764, APOSC_03765
OG0000953	NEMVE12932	APOSC_11055, APOSC_00862
OG0000954	NEMVE06460	APOSC_16116, APOSC_16117
OG0000954	NEMVE05247, NEMVE12295	APOSC_17406, APOSC_17405
OG0000955	NEMVE14901	APOSC_05735
OG0000955	NEMVE08350	APOSC_04505
OG0000957	NEMVE00980	APOSC_18814
OG0000958	NEMVE24805, NEMVE17902	APOSC_18169
OG0000960	NEMVE02244	APOSC_11917, APOSC_11916
OG0000963	NEMVE06216	APOSC_02511
OG0000963	NEMVE03242	APOSC_02848
OG0000964	NEMVE19256	APOSC_14870, APOSC_13280, APOSC_13279, APOSC_13425, APOSC_28264
OG0000965	NEMVE10501	APOSC_23312, APOSC_23311
OG0000965	NEMVE02072	APOSC_09972
OG0000966	NEMVE06417	APOSC_26602
OG0000967	NEMVE05572	APOSC_19736
OG0000967	NEMVE11722, NEMVE10506	APOSC_16830, APOSC_16829, APOSC_28756
OG0000968	NEMVE14701	APOSC_16459
OG0000968	NEMVE10433	APOSC_20513
OG0000969	NEMVE14628	APOSC_12423, APOSC_09810, APOSC_13652, APOSC_17711, APOSC_15123
OG0000970	NEMVE08789	APOSC_22645
OG0000971	NEMVE04764, NEMVE04769, NEMVE03462, NEMVE04763, NEMVE04779, NEMVE02124, NEMVE04808, NEMVE04754, NEMVE04770	APOSC_04524
OG0000971	NEMVE17738	APOSC_26928, APOSC_26206
OG0000972	NEMVE04609, NEMVE00954	APOSC_08203
OG0000972	NEMVE10082	APOSC_06797
OG0000973	NEMVE17915	APOSC_12417, APOSC_12418, APOSC_02414, APOSC_22199, APOSC_22200, APOSC_22201
OG0000974	NEMVE13444	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468
OG0000977	NEMVE25192	APOSC_07409
OG0000977	NEMVE06329	APOSC_00474
OG0000977	NEMVE20685, NEMVE07099	APOSC_21228
OG0000978	NEMVE25212	APOSC_07678
OG0000979	NEMVE17920, NEMVE04790, NEMVE16326	APOSC_15019, APOSC_17422
OG0000981	NEMVE05035, NEMVE14361, NEMVE15417	APOSC_22053, APOSC_15946, APOSC_14553, APOSC_08758
OG0000981	NEMVE22521	APOSC_19493
OG0000982	NEMVE07619, NEMVE11958	APOSC_05256, APOSC_05255
OG0000984	NEMVE21717	APOSC_25696
OG0000984	NEMVE12738, NEMVE25727	APOSC_25912
OG0000985	NEMVE09786, NEMVE11913	APOSC_19761
OG0000986	NEMVE14512	APOSC_14086
OG0000986	NEMVE04242	APOSC_10314, APOSC_22933, APOSC_16486
OG0000987	NEMVE05580	APOSC_18102
OG0000988	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782	APOSC_04357, APOSC_13757
OG0000992	NEMVE11620	APOSC_10110, APOSC_22971
OG0000992	NEMVE04858	APOSC_24901
OG0000993	NEMVE12763	APOSC_07451, APOSC_07452, APOSC_27467, APOSC_25800, APOSC_25799, APOSC_15824, APOSC_13161, APOSC_04147, APOSC_15770, APOSC_07683, APOSC_01705, APOSC_24726, APOSC_24727, APOSC_23319, APOSC_04797, APOSC_28883, APOSC_17603
OG0000994	NEMVE24464	APOSC_21838
OG0000994	NEMVE05403	APOSC_16646
OG0000996	NEMVE06175	APOSC_26134, APOSC_26133
OG0000997	NEMVE15784	APOSC_11276
OG0000998	NEMVE18412, NEMVE14793	APOSC_02804
OG0000999	NEMVE00092	APOSC_24853, APOSC_24852
OG0001000	NEMVE02448	APOSC_22545, APOSC_22546
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	APOSC_09664
OG0001002	NEMVE09531, NEMVE19920	APOSC_12230, APOSC_20234
OG0001004	NEMVE06123	APOSC_07819
OG0001005	NEMVE10101	APOSC_05743, APOSC_05745
OG0001006	NEMVE21915	APOSC_03092, APOSC_20430
OG0001006	NEMVE10239	APOSC_16381
OG0001007	NEMVE00044, NEMVE10735	APOSC_06868, APOSC_06866, APOSC_13458, APOSC_06869
OG0001008	NEMVE24531	APOSC_03246, APOSC_08619
OG0001009	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111	APOSC_07787
OG0001009	NEMVE16504	APOSC_23992
OG0001015	NEMVE07976	APOSC_22160
OG0001016	NEMVE14344	APOSC_19695
OG0001016	NEMVE14850	APOSC_06741
OG0001017	NEMVE08837, NEMVE01365, NEMVE08847, NEMVE13870	APOSC_27698, APOSC_27697
OG0001018	NEMVE25537	APOSC_00082
OG0001018	NEMVE07573	APOSC_00204
OG0001019	NEMVE06651	APOSC_27053, APOSC_00529, APOSC_06795
OG0001020	NEMVE15852	APOSC_19035, APOSC_03809, APOSC_04876, APOSC_08003, APOSC_18077, APOSC_18075, APOSC_08002, APOSC_20116, APOSC_18076, APOSC_25790, APOSC_24607
OG0001020	NEMVE17582, NEMVE21068, NEMVE15306	APOSC_00226, APOSC_00227, APOSC_17577, APOSC_04925, APOSC_19171, APOSC_16621, APOSC_08412
OG0001021	NEMVE05054	APOSC_24595, APOSC_24596, APOSC_10647
OG0001021	NEMVE22093	APOSC_22601
OG0001022	NEMVE24828	APOSC_27056, APOSC_27057
OG0001023	NEMVE12107	APOSC_14370
OG0001024	NEMVE22572	APOSC_15001
OG0001025	NEMVE18755	APOSC_04483
OG0001025	NEMVE18557	APOSC_04480
OG0001027	NEMVE22961	APOSC_27148, APOSC_06988, APOSC_05293, APOSC_24821, APOSC_27692
OG0001028	NEMVE25953, NEMVE14639	APOSC_08654
OG0001029	NEMVE03131, NEMVE01675	APOSC_00202
OG0001030	NEMVE13370	APOSC_09604
OG0001030	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380	APOSC_11729
OG0001031	NEMVE13279	APOSC_26056
OG0001032	NEMVE14168	APOSC_22643, APOSC_22642
OG0001033	NEMVE24849	APOSC_15664
OG0001033	NEMVE03845	APOSC_27603
OG0001034	NEMVE23685	APOSC_15657, APOSC_15659, APOSC_15656, APOSC_15658, APOSC_28944
OG0001036	NEMVE07958	APOSC_22682
OG0001037	NEMVE13835	APOSC_08095, APOSC_08094
OG0001039	NEMVE05718, NEMVE05729	APOSC_04027
OG0001039	NEMVE14813	APOSC_21961, APOSC_21960
OG0001042	NEMVE20161, NEMVE25296	APOSC_11804, APOSC_11802, APOSC_11803
OG0001043	NEMVE16776, NEMVE05556	APOSC_02147, APOSC_15918, APOSC_25991
OG0001045	NEMVE10485, NEMVE08539, NEMVE15170	APOSC_25428, APOSC_17544
OG0001048	NEMVE04666	APOSC_27676, APOSC_08099
OG0001049	NEMVE24151	APOSC_00313
OG0001050	NEMVE11321	APOSC_28063
OG0001052	NEMVE24748	APOSC_21889
OG0001052	NEMVE21906	APOSC_07407
OG0001053	NEMVE01408	APOSC_25635, APOSC_21499
OG0001055	NEMVE21535	APOSC_10851, APOSC_16805, APOSC_03145, APOSC_17030, APOSC_17029
OG0001056	NEMVE07347	APOSC_00339
OG0001059	NEMVE05294	APOSC_04077
OG0001060	NEMVE02960, NEMVE14652, NEMVE13876	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253
OG0001062	NEMVE01533	APOSC_18657
OG0001063	NEMVE08862	APOSC_26968, APOSC_06298, APOSC_18602, APOSC_15370, APOSC_25113, APOSC_25112
OG0001065	NEMVE18639	APOSC_24476, APOSC_06121
OG0001066	NEMVE24583	APOSC_18530
OG0001067	NEMVE18870, NEMVE18446, NEMVE25152	APOSC_06521
OG0001068	NEMVE04571	APOSC_05419
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521	APOSC_21913
OG0001072	NEMVE01518	APOSC_13810, APOSC_10950, APOSC_17931
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	APOSC_26376
OG0001075	NEMVE07705, NEMVE15967	APOSC_01609
OG0001076	NEMVE01471	APOSC_12173
OG0001077	NEMVE06665	APOSC_11437, APOSC_00506
OG0001078	NEMVE21841, NEMVE03024	APOSC_27568, APOSC_27569, APOSC_27567
OG0001079	NEMVE10902	APOSC_10027
OG0001080	NEMVE25549	APOSC_05170
OG0001080	NEMVE24155	APOSC_12416
OG0001081	NEMVE14063	APOSC_07539
OG0001082	NEMVE13496	APOSC_13677
OG0001083	NEMVE07865	APOSC_11163
OG0001084	NEMVE15577, NEMVE10374, NEMVE06345	APOSC_05222, APOSC_23702
OG0001085	NEMVE23730	APOSC_12993, APOSC_12994
OG0001086	NEMVE10921	APOSC_17266, APOSC_17267
OG0001088	NEMVE00284, NEMVE01666	APOSC_19644
OG0001089	NEMVE21830	APOSC_27366
OG0001091	NEMVE05727	APOSC_06445
OG0001092	NEMVE00964, NEMVE07353	APOSC_09742
OG0001093	NEMVE01792	APOSC_16046, APOSC_16044, APOSC_16045, APOSC_16043
OG0001094	NEMVE22605, NEMVE25441, NEMVE16663, NEMVE22581, NEMVE21711, NEMVE21712, NEMVE18919	APOSC_16150, APOSC_26607, APOSC_01941
OG0001095	NEMVE24881	APOSC_09493
OG0001097	NEMVE07237	APOSC_08044
OG0001101	NEMVE14957	APOSC_01614
OG0001102	NEMVE01649	APOSC_16629
OG0001102	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	APOSC_08185, APOSC_22291
OG0001103	NEMVE01302	APOSC_04714
OG0001103	NEMVE05814	APOSC_00044
OG0001104	NEMVE04017, NEMVE06719	APOSC_01233, APOSC_01232
OG0001105	NEMVE13446	APOSC_29086
OG0001105	NEMVE00247	APOSC_22089
OG0001105	NEMVE17686	APOSC_10933
OG0001106	NEMVE10844, NEMVE10846, NEMVE04090, NEMVE18134	APOSC_10543
OG0001107	NEMVE00952	APOSC_02863, APOSC_02862
OG0001108	NEMVE22820	APOSC_04910
OG0001108	NEMVE03343	APOSC_18668
OG0001109	NEMVE17631	APOSC_01699
OG0001110	NEMVE25055, NEMVE25054	APOSC_02158
OG0001111	NEMVE17909, NEMVE18987	APOSC_27166
OG0001111	NEMVE18142	APOSC_15386
OG0001112	NEMVE18988	APOSC_22649, APOSC_22648, APOSC_22650
OG0001113	NEMVE11789, NEMVE13858	APOSC_04032
OG0001113	NEMVE14477	APOSC_01852
OG0001113	NEMVE22434	APOSC_23610
OG0001114	NEMVE13059	APOSC_06726
OG0001116	NEMVE14342	APOSC_23270, APOSC_23271, APOSC_23272
OG0001117	NEMVE07059	APOSC_03244, APOSC_03243, APOSC_03245
OG0001118	NEMVE08045	APOSC_16049, APOSC_28446
OG0001119	NEMVE00905, NEMVE12022	APOSC_27988, APOSC_27990, APOSC_15333, APOSC_27989
OG0001120	NEMVE18269, NEMVE18537	APOSC_17282, APOSC_17283, APOSC_17284, APOSC_17286, APOSC_17285
OG0001121	NEMVE15144	APOSC_08497, APOSC_08496
OG0001123	NEMVE08367, NEMVE00548	APOSC_27910
OG0001123	NEMVE07298	APOSC_06480
OG0001124	NEMVE14042	APOSC_05655
OG0001124	NEMVE14572	APOSC_14707
OG0001125	NEMVE05272	APOSC_01263, APOSC_05666, APOSC_00441, APOSC_00357, APOSC_21286, APOSC_18357, APOSC_24352, APOSC_24351, APOSC_01493
OG0001125	NEMVE02257	APOSC_28375, APOSC_05285, APOSC_15482, APOSC_12462, APOSC_17554, APOSC_09376, APOSC_13601, APOSC_05651, APOSC_19680, APOSC_19690
OG0001126	NEMVE21706	APOSC_00716, APOSC_00715, APOSC_12884
OG0001127	NEMVE23507	APOSC_22052
OG0001128	NEMVE07541	APOSC_17039
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	APOSC_09504, APOSC_09503, APOSC_09505, APOSC_07928, APOSC_28400, APOSC_17400
OG0001130	NEMVE21964, NEMVE14047	APOSC_10394
OG0001131	NEMVE02265	APOSC_10660
OG0001133	NEMVE17872	APOSC_09462
OG0001133	NEMVE22361	APOSC_26387
OG0001134	NEMVE10572	APOSC_03277
OG0001135	NEMVE08713, NEMVE13852	APOSC_07139, APOSC_21672
OG0001136	NEMVE14986	APOSC_27527
OG0001137	NEMVE09544, NEMVE24640, NEMVE09543	APOSC_03121, APOSC_03122
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	APOSC_17070, APOSC_17069
OG0001139	NEMVE14993	APOSC_20729, APOSC_20730
OG0001139	NEMVE07868	APOSC_22795
OG0001140	NEMVE06552	APOSC_21510
OG0001141	NEMVE13888	APOSC_14638, APOSC_05629, APOSC_15128
OG0001142	NEMVE20807, NEMVE13380	APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302
OG0001143	NEMVE07319	APOSC_15154
OG0001144	NEMVE02135	APOSC_19392
OG0001148	NEMVE09889	APOSC_26031
OG0001154	NEMVE26033, NEMVE17415	APOSC_17016
OG0001155	NEMVE18709	APOSC_09331
OG0001155	NEMVE14646	APOSC_20228
OG0001156	NEMVE14927	APOSC_02186
OG0001158	NEMVE13124	APOSC_02675, APOSC_10531
OG0001159	NEMVE02254	APOSC_12530, APOSC_09544, APOSC_10228, APOSC_19455
OG0001161	NEMVE13207	APOSC_06253, APOSC_13984, APOSC_06254
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	APOSC_12922, APOSC_12923
OG0001163	NEMVE01640	APOSC_00653, APOSC_10789, APOSC_08646, APOSC_08645, APOSC_17340, APOSC_13361
OG0001164	NEMVE07314	APOSC_13012
OG0001165	NEMVE15007	APOSC_20051
OG0001165	NEMVE15056	APOSC_23971
OG0001166	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900	APOSC_26232, APOSC_26233, APOSC_26234
OG0001167	NEMVE01035	APOSC_15750, APOSC_15751
OG0001168	NEMVE14002	APOSC_07839, APOSC_20079
OG0001169	NEMVE22495	APOSC_16441
OG0001170	NEMVE01927	APOSC_23119, APOSC_09798, APOSC_25465, APOSC_23121, APOSC_23122
OG0001172	NEMVE14607	APOSC_01434
OG0001172	NEMVE13977	APOSC_19424
OG0001174	NEMVE06466	APOSC_02636, APOSC_02635
OG0001176	NEMVE06025	APOSC_17966, APOSC_17968, APOSC_17967, APOSC_11811, APOSC_11812
OG0001176	NEMVE04714	APOSC_09966
OG0001177	NEMVE07007	APOSC_05829, APOSC_27862, APOSC_09067
OG0001178	NEMVE13445, NEMVE00910	APOSC_13380
OG0001178	NEMVE14023	APOSC_10092
OG0001181	NEMVE04930	APOSC_08671
OG0001183	NEMVE02043	APOSC_17193, APOSC_17194
OG0001184	NEMVE23775	APOSC_28467
OG0001184	NEMVE05038	APOSC_19647
OG0001185	NEMVE15207	APOSC_20961, APOSC_20963, APOSC_20960, APOSC_20962, APOSC_20964, APOSC_02697
OG0001186	NEMVE07796	APOSC_22932
OG0001186	NEMVE14205	APOSC_07366
OG0001188	NEMVE04912	APOSC_22816, APOSC_01840
OG0001189	NEMVE24274	APOSC_16284, APOSC_02204
OG0001190	NEMVE07335, NEMVE20942	APOSC_04573
OG0001191	NEMVE05248	APOSC_00329
OG0001191	NEMVE02357	APOSC_16893
OG0001196	NEMVE08224, NEMVE12229	APOSC_17916
OG0001197	NEMVE01874	APOSC_08492
OG0001197	NEMVE09865	APOSC_20448
OG0001198	NEMVE24571	APOSC_22302
OG0001198	NEMVE22207, NEMVE25198, NEMVE00766	APOSC_22586
OG0001199	NEMVE23802, NEMVE12602	APOSC_03972
OG0001200	NEMVE09033	APOSC_05559, APOSC_05558
OG0001201	NEMVE09573	APOSC_09437, APOSC_09439, APOSC_09438, APOSC_03781, APOSC_23148, APOSC_21279, APOSC_09441, APOSC_09436, APOSC_09435, APOSC_09440, APOSC_12369, APOSC_21883, APOSC_22185, APOSC_21884, APOSC_05515, APOSC_24393, APOSC_24392
OG0001202	NEMVE18910, NEMVE19217	APOSC_09292, APOSC_07425, APOSC_23731
OG0001203	NEMVE06946	APOSC_25464
OG0001204	NEMVE16401	APOSC_02297, APOSC_24480
OG0001205	NEMVE09608	APOSC_09031
OG0001207	NEMVE07504	APOSC_12551
OG0001208	NEMVE13141	APOSC_16730
OG0001209	NEMVE13903	APOSC_10899
OG0001211	NEMVE14313	APOSC_18687, APOSC_18686, APOSC_18685
OG0001213	NEMVE09096	APOSC_26742
OG0001213	NEMVE14427	APOSC_18014, APOSC_16372
OG0001214	NEMVE05859	APOSC_14933, APOSC_14935, APOSC_14934
OG0001215	NEMVE25378	APOSC_13978
OG0001216	NEMVE13574	APOSC_27402, APOSC_27401, APOSC_24924
OG0001216	NEMVE14479	APOSC_07564
OG0001218	NEMVE00795	APOSC_16011
OG0001218	NEMVE21894	APOSC_27369, APOSC_27373, APOSC_27371, APOSC_27368
OG0001219	NEMVE22457	APOSC_17654
OG0001220	NEMVE01931	APOSC_05642
OG0001220	NEMVE13508, NEMVE06753	APOSC_04679
OG0001221	NEMVE10455, NEMVE21175	APOSC_24815
OG0001224	NEMVE18437	APOSC_21055
OG0001225	NEMVE24191	APOSC_15265
OG0001229	NEMVE21338	APOSC_05987
OG0001230	NEMVE14462	APOSC_01640, APOSC_01639
OG0001231	NEMVE18418	APOSC_20643
OG0001232	NEMVE19947, NEMVE16316, NEMVE01186, NEMVE16317, NEMVE08692	APOSC_26473, APOSC_20135, APOSC_14799, APOSC_26965, APOSC_10973, APOSC_18148
OG0001234	NEMVE18230, NEMVE12291	APOSC_26853, APOSC_26851, APOSC_26852, APOSC_26850, APOSC_26849
OG0001236	NEMVE24358	APOSC_08290, APOSC_12875
OG0001236	NEMVE20150	APOSC_20320, APOSC_04327
OG0001238	NEMVE14613	APOSC_09179
OG0001239	NEMVE13393	APOSC_03435
OG0001240	NEMVE12044, NEMVE01922	APOSC_24416, APOSC_24417
OG0001241	NEMVE23698	APOSC_23343
OG0001241	NEMVE22413	APOSC_04462
OG0001242	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690	APOSC_15728, APOSC_21012
OG0001243	NEMVE04580	APOSC_18938
OG0001245	NEMVE23125	APOSC_07109, APOSC_07108
OG0001246	NEMVE03137	APOSC_13000, APOSC_13001, APOSC_13002
OG0001247	NEMVE03420	APOSC_08850
OG0001248	NEMVE14608	APOSC_19998
OG0001249	NEMVE08338	APOSC_06543
OG0001250	NEMVE07058	APOSC_01792
OG0001251	NEMVE05777	APOSC_09632
OG0001252	NEMVE05179	APOSC_19009
OG0001253	NEMVE14445	APOSC_11036
OG0001254	NEMVE01446, NEMVE14277	APOSC_13372
OG0001256	NEMVE11467, NEMVE20435	APOSC_14777, APOSC_14776
OG0001261	NEMVE12600, NEMVE24381	APOSC_21029
OG0001263	NEMVE01509, NEMVE22016	APOSC_14147
OG0001264	NEMVE09188	APOSC_15051, APOSC_15050
OG0001266	NEMVE14615, NEMVE13420, NEMVE23687	APOSC_19801, APOSC_19802, APOSC_14232, APOSC_00128, APOSC_00129
OG0001267	NEMVE25606	APOSC_17932
OG0001267	NEMVE22271	APOSC_02561
OG0001268	NEMVE13796	APOSC_21922
OG0001268	NEMVE10358	APOSC_07653
OG0001269	NEMVE04175, NEMVE03597, NEMVE03591, NEMVE04169, NEMVE04155, NEMVE03475, NEMVE03896, NEMVE03874, NEMVE03891, NEMVE03901, NEMVE04166, NEMVE03595, NEMVE03583, NEMVE03579, NEMVE03699, NEMVE04157, NEMVE04189, NEMVE03580, NEMVE03587, NEMVE03775, NEMVE04148, NEMVE03756, NEMVE04163, NEMVE04179, NEMVE03732, NEMVE04468, NEMVE04176, NEMVE03596, NEMVE04171, NEMVE03743, NEMVE04156, NEMVE03751, NEMVE03734, NEMVE04252, NEMVE03880, NEMVE04309, NEMVE03911, NEMVE03740, NEMVE04164, NEMVE03663, NEMVE04167, NEMVE04316, NEMVE03926, NEMVE04161, NEMVE04281, NEMVE04159, NEMVE03578, NEMVE04160, NEMVE04116, NEMVE04168, NEMVE03600, NEMVE04465, NEMVE03577, NEMVE04172, NEMVE03752, NEMVE04239, NEMVE04178, NEMVE04162, NEMVE03713, NEMVE03598	APOSC_13266
OG0001270	NEMVE21909, NEMVE12078	APOSC_07392
OG0001270	NEMVE22554	APOSC_26062
OG0001271	NEMVE16016, NEMVE12266	APOSC_28116
OG0001272	NEMVE24865	APOSC_02691, APOSC_10352, APOSC_17558, APOSC_25634
OG0001273	NEMVE06058	APOSC_21600
OG0001274	NEMVE24783	APOSC_21306, APOSC_21305
OG0001275	NEMVE02957	APOSC_18045
OG0001275	NEMVE14795	APOSC_18046
OG0001276	NEMVE24658	APOSC_09906, APOSC_09905, APOSC_02286, APOSC_02287
OG0001277	NEMVE08949	APOSC_15580, APOSC_28192, APOSC_23616, APOSC_07317, APOSC_00868, APOSC_26305, APOSC_07316, APOSC_24398, APOSC_03738, APOSC_16089
OG0001278	NEMVE22456	APOSC_09194
OG0001278	NEMVE08441	APOSC_22330
OG0001279	NEMVE06730	APOSC_10701
OG0001280	NEMVE15111, NEMVE13261	APOSC_27519, APOSC_27518
OG0001282	NEMVE13494	APOSC_02603, APOSC_02605
OG0001283	NEMVE20598	APOSC_04708
OG0001283	NEMVE15140	APOSC_11886, APOSC_04707
OG0001284	NEMVE15039	APOSC_07511
OG0001284	NEMVE12745, NEMVE19495	APOSC_23659
OG0001285	NEMVE07034	APOSC_22604, APOSC_22605
OG0001286	NEMVE08364	APOSC_05067
OG0001287	NEMVE13851	APOSC_06831
OG0001288	NEMVE20273	APOSC_05127
OG0001290	NEMVE22813, NEMVE07506	APOSC_26089
OG0001291	NEMVE25091	APOSC_25701
OG0001293	NEMVE24929	APOSC_02639
OG0001294	NEMVE10810	APOSC_15979, APOSC_15980, APOSC_15981
OG0001295	NEMVE10114	APOSC_18506, APOSC_18505
OG0001296	NEMVE10339	APOSC_21716
OG0001297	NEMVE03104	APOSC_13620, APOSC_10275
OG0001300	NEMVE10660	APOSC_24410
OG0001302	NEMVE13962, NEMVE18411, NEMVE11902	APOSC_13642
OG0001302	NEMVE17610	APOSC_27436
OG0001303	NEMVE16318	APOSC_08504
OG0001303	NEMVE22969	APOSC_17987
OG0001303	NEMVE25499, NEMVE25051, NEMVE24313	APOSC_26947
OG0001304	NEMVE01937	APOSC_15954, APOSC_15955
OG0001305	NEMVE06825	APOSC_04550
OG0001306	NEMVE16218	APOSC_25565
OG0001306	NEMVE08625	APOSC_16313
OG0001308	NEMVE06230	APOSC_19468
OG0001309	NEMVE23002, NEMVE18542	APOSC_28082, APOSC_26759
OG0001310	NEMVE22452	APOSC_16039
OG0001310	NEMVE14637	APOSC_12794
OG0001311	NEMVE05964, NEMVE03793	APOSC_06535, APOSC_06536, APOSC_26409
OG0001312	NEMVE14791, NEMVE14787	APOSC_18881, APOSC_02695, APOSC_01193, APOSC_01192
OG0001317	NEMVE01591	APOSC_08113
OG0001318	NEMVE22575	APOSC_20047
OG0001318	NEMVE14651	APOSC_08207
OG0001319	NEMVE01465	APOSC_07704
OG0001320	NEMVE25688	APOSC_12164
OG0001321	NEMVE21741, NEMVE15029	APOSC_09384
OG0001322	NEMVE14406	APOSC_08768
OG0001322	NEMVE05068, NEMVE21787	APOSC_06842
OG0001323	NEMVE17138	APOSC_20876
OG0001324	NEMVE19268, NEMVE11187	APOSC_00820
OG0001326	NEMVE14355	APOSC_23911
OG0001327	NEMVE09298	APOSC_03248
OG0001327	NEMVE15997	APOSC_16461
OG0001329	NEMVE06386	APOSC_28234
