Orthogroup	NEMVE	AENJA_ok
OG0000999	NEMVE24735	AENJA_06760, AENJA_09403
OG0000999	NEMVE22489, NEMVE11957	AENJA_26585
OG0000999	NEMVE00092	AENJA_10712
OG0001000	NEMVE02448	AENJA_07118
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	AENJA_07866
OG0001002	NEMVE09531, NEMVE19920	AENJA_21974, AENJA_11066, AENJA_21965
OG0001004	NEMVE06123	AENJA_16016
OG0001005	NEMVE10101	AENJA_17128
OG0001006	NEMVE21915	AENJA_21663
OG0001006	NEMVE10239	AENJA_25248
OG0001007	NEMVE00044, NEMVE10735	AENJA_23659
OG0001008	NEMVE24531	AENJA_24757
OG0001009	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111	AENJA_24783
OG0001015	NEMVE07976	AENJA_19717, AENJA_00951, AENJA_05530
OG0001016	NEMVE14344	AENJA_26608
OG0001016	NEMVE14850	AENJA_15956
OG0001018	NEMVE25537	AENJA_02393
OG0001018	NEMVE07573	AENJA_12182
OG0001019	NEMVE06651	AENJA_02456, AENJA_20626
OG0001020	NEMVE15852	AENJA_21047, AENJA_04048
OG0001021	NEMVE05054	AENJA_25578
OG0001021	NEMVE22093	AENJA_02776
OG0001022	NEMVE24828	AENJA_03120
OG0001023	NEMVE12107	AENJA_03151
OG0001024	NEMVE22572	AENJA_11445
OG0001025	NEMVE18755	AENJA_08654
OG0001025	NEMVE19762	AENJA_06896, AENJA_26183
OG0001025	NEMVE18557	AENJA_04375
OG0001027	NEMVE22961	AENJA_06667, AENJA_06665, AENJA_06666
OG0001028	NEMVE25953, NEMVE14639	AENJA_07594
OG0001029	NEMVE03131, NEMVE01675	AENJA_24200
OG0001029	NEMVE11449	AENJA_07743
OG0001030	NEMVE13370	AENJA_12462
OG0001031	NEMVE13279	AENJA_12602
OG0001032	NEMVE14168	AENJA_13410
OG0001033	NEMVE24849	AENJA_13779
OG0001034	NEMVE23685	AENJA_14415
OG0001035	NEMVE25598	AENJA_15619
OG0001036	NEMVE07958	AENJA_19830
OG0001037	NEMVE13835	AENJA_20909
OG0001039	NEMVE14813	AENJA_24765
OG0001042	NEMVE20161, NEMVE25296	AENJA_00375
OG0001043	NEMVE16776, NEMVE05556	AENJA_23325, AENJA_15521, AENJA_15522, AENJA_08980, AENJA_07494, AENJA_23732, AENJA_18677, AENJA_06222, AENJA_12177, AENJA_11468, AENJA_04098, AENJA_04100, AENJA_16380, AENJA_16720, AENJA_00433
OG0001045	NEMVE10485, NEMVE08539, NEMVE15170	AENJA_04878, AENJA_00728
OG0001045	NEMVE17384, NEMVE15704, NEMVE18352, NEMVE17386, NEMVE21043	AENJA_06741
OG0001048	NEMVE04666	AENJA_02250, AENJA_17677
OG0001049	NEMVE24151	AENJA_16062
OG0001050	NEMVE11321	AENJA_03323
OG0001052	NEMVE24748	AENJA_06392
OG0001053	NEMVE01408	AENJA_05825, AENJA_03704
OG0001055	NEMVE21535	AENJA_05229, AENJA_16035, AENJA_17939
OG0001056	NEMVE07347	AENJA_05377, AENJA_22081, AENJA_22080
OG0001059	NEMVE05294	AENJA_08095
OG0001062	NEMVE01533	AENJA_10657
OG0001063	NEMVE08862	AENJA_15475, AENJA_15321, AENJA_15322
OG0001064	NEMVE19071	AENJA_16034
OG0001065	NEMVE18639	AENJA_26769
OG0001066	NEMVE24583	AENJA_19790
OG0001067	NEMVE18870, NEMVE18446, NEMVE25152	AENJA_20835
OG0001068	NEMVE04571	AENJA_21475
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521	AENJA_00305, AENJA_03396
OG0001072	NEMVE01518	AENJA_18929
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	AENJA_00575
OG0001075	NEMVE07705, NEMVE15967	AENJA_00807
OG0001076	NEMVE01471	AENJA_01569
OG0001077	NEMVE06665	AENJA_01679, AENJA_05855, AENJA_02550
OG0001078	NEMVE21841, NEMVE03024	AENJA_10264, AENJA_03835
OG0001079	NEMVE10902	AENJA_03947
OG0001080	NEMVE25549	AENJA_04073
OG0001080	NEMVE24155	AENJA_09896
OG0001081	NEMVE14063	AENJA_16503, AENJA_04238
OG0001082	NEMVE13496	AENJA_06872, AENJA_21482
OG0001083	NEMVE07865	AENJA_07171
OG0001084	NEMVE15577, NEMVE10374, NEMVE06345	AENJA_07749
OG0001085	NEMVE23730	AENJA_21401
OG0001086	NEMVE21870	AENJA_12710
OG0001088	NEMVE10969	AENJA_22489
OG0001089	NEMVE21830	AENJA_16474
OG0001091	NEMVE05727	AENJA_17138
OG0001092	NEMVE01451	AENJA_18221
OG0001093	NEMVE01792	AENJA_19251
OG0001095	NEMVE24881	AENJA_25247
OG0001101	NEMVE14957	AENJA_00373
OG0001102	NEMVE01649	AENJA_00718
OG0001102	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	AENJA_03278, AENJA_21711
OG0001103	NEMVE05814	AENJA_01387
OG0001104	NEMVE04017, NEMVE06719	AENJA_02199
OG0001104	NEMVE25846	AENJA_18229
OG0001105	NEMVE13446	AENJA_15729
OG0001105	NEMVE00247	AENJA_02419
OG0001105	NEMVE17686	AENJA_25097
OG0001106	NEMVE10844, NEMVE10846	AENJA_23681, AENJA_03788
OG0001106	NEMVE18134	AENJA_22384
OG0001107	NEMVE00952	AENJA_04030
OG0001108	NEMVE22820	AENJA_12290, AENJA_04372, AENJA_04373
OG0001109	NEMVE17631	AENJA_05558
OG0001110	NEMVE25055, NEMVE25054	AENJA_06070
OG0001111	NEMVE12657, NEMVE05880	AENJA_26838
OG0001111	NEMVE17909, NEMVE18987	AENJA_22327
OG0001111	NEMVE18142	AENJA_22201
OG0001112	NEMVE18988	AENJA_06304
OG0001113	NEMVE11789, NEMVE13858	AENJA_06313
OG0001113	NEMVE14477, NEMVE22434	AENJA_23050
OG0001116	NEMVE14342	AENJA_25869, AENJA_12085
OG0001117	NEMVE24913, NEMVE17548	AENJA_24744, AENJA_23285, AENJA_19626, AENJA_12822
OG0001118	NEMVE08045	AENJA_12960, AENJA_12961
OG0001119	NEMVE00905, NEMVE12022	AENJA_13579
OG0001120	NEMVE18269, NEMVE18537	AENJA_13747
OG0001121	NEMVE15144	AENJA_14865
OG0001123	NEMVE08367, NEMVE00548	AENJA_20117
OG0001123	NEMVE07298	AENJA_15687
OG0001124	NEMVE14572	AENJA_16308
OG0001125	NEMVE02257	AENJA_19655, AENJA_19656
OG0001126	NEMVE21706	AENJA_21731, AENJA_21732
OG0001127	NEMVE23507	AENJA_26609
OG0001128	NEMVE07541	AENJA_26741
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	AENJA_00009, AENJA_00007, AENJA_00006
OG0001129	NEMVE16069	AENJA_25832, AENJA_25837
OG0001130	NEMVE21964, NEMVE14047	AENJA_00712
OG0001131	NEMVE02265	AENJA_00720
OG0001133	NEMVE17872	AENJA_14482
OG0001133	NEMVE22361	AENJA_07797
OG0001134	NEMVE10572	AENJA_06301
OG0001135	NEMVE08713, NEMVE13852	AENJA_06307
OG0001136	NEMVE14986	AENJA_06348
OG0001137	NEMVE09544, NEMVE24640, NEMVE09543	AENJA_06755
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	AENJA_08339
OG0001139	NEMVE14993	AENJA_20595, AENJA_19443
OG0001139	NEMVE07868	AENJA_08828
OG0001140	NEMVE06552	AENJA_10711
OG0001141	NEMVE13888	AENJA_11192
OG0001142	NEMVE20807, NEMVE13380	AENJA_13577
OG0001143	NEMVE07319	AENJA_25253, AENJA_15506
OG0001144	NEMVE02135	AENJA_15840
OG0001146	NEMVE18037, NEMVE07073	AENJA_19404
OG0001147	NEMVE05148	AENJA_21747, AENJA_21745, AENJA_21753
OG0001148	NEMVE09889	AENJA_25511
OG0001154	NEMVE19233	AENJA_02017
OG0001155	NEMVE18709	AENJA_01168
OG0001155	NEMVE14646	AENJA_24946
OG0001156	NEMVE14927	AENJA_01685
OG0001158	NEMVE13124	AENJA_02265, AENJA_16983
OG0001159	NEMVE02254	AENJA_02590
OG0001161	NEMVE13207	AENJA_03513, AENJA_15958
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	AENJA_09881, AENJA_03826
OG0001163	NEMVE01640	AENJA_23044, AENJA_20499, AENJA_04071, AENJA_23045
OG0001164	NEMVE07314	AENJA_04659, AENJA_14441
OG0001164	NEMVE17008	AENJA_04658
OG0001165	NEMVE15007	AENJA_18566
OG0001165	NEMVE15056	AENJA_05192
OG0001166	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900	AENJA_05454
OG0001167	NEMVE01035	AENJA_06024
OG0001168	NEMVE14002	AENJA_26059
OG0001169	NEMVE22495	AENJA_06689
OG0001170	NEMVE01927	AENJA_14574, AENJA_07116
OG0001172	NEMVE14607	AENJA_08737
OG0001172	NEMVE13977	AENJA_15031
OG0001174	NEMVE06466	AENJA_10268
OG0001175	NEMVE18808, NEMVE00944	AENJA_10616
OG0001176	NEMVE04714	AENJA_11857
OG0001177	NEMVE07007	AENJA_12717, AENJA_23960, AENJA_22118
OG0001178	NEMVE13445, NEMVE00910	AENJA_12752
OG0001178	NEMVE14023	AENJA_14989
OG0001181	NEMVE04930	AENJA_14047
OG0001183	NEMVE02043	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024
OG0001184	NEMVE23775	AENJA_17799
OG0001184	NEMVE05038	AENJA_15086
OG0001185	NEMVE15207	AENJA_17542
OG0001186	NEMVE07796	AENJA_21307
OG0001186	NEMVE14205	AENJA_18825
OG0001188	NEMVE04912	AENJA_22812
OG0001189	NEMVE24274	AENJA_23358
OG0001190	NEMVE07335, NEMVE20942	AENJA_24531
OG0001196	NEMVE08224, NEMVE12229	AENJA_00058
OG0001197	NEMVE01874	AENJA_00493
OG0001198	NEMVE24571	AENJA_01200
OG0001198	NEMVE22207, NEMVE25198, NEMVE00766	AENJA_21857
OG0001199	NEMVE23802, NEMVE12602	AENJA_01327, AENJA_01326
OG0001200	NEMVE09033	AENJA_01547
OG0001201	NEMVE09573	AENJA_02210
OG0001202	NEMVE18910, NEMVE19217	AENJA_03117, AENJA_20571
OG0001203	NEMVE06946	AENJA_03685, AENJA_16123, AENJA_17348
OG0001204	NEMVE16401	AENJA_20148
OG0001205	NEMVE09608	AENJA_04101
OG0001205	NEMVE12458	AENJA_26398
OG0001207	NEMVE23146	AENJA_15259
OG0001207	NEMVE05326	AENJA_18056
OG0001207	NEMVE07504	AENJA_07276
OG0001208	NEMVE13141	AENJA_09031
OG0001209	NEMVE13903	AENJA_09041
OG0001210	NEMVE24102	AENJA_09592
OG0001211	NEMVE14313	AENJA_09699
OG0001212	NEMVE08966, NEMVE10705, NEMVE02933, NEMVE00040	AENJA_14546, AENJA_09958
OG0001213	NEMVE09096	AENJA_11717
OG0001213	NEMVE14427	AENJA_11254
OG0001214	NEMVE06648	AENJA_24301
OG0001214	NEMVE05859	AENJA_11388
OG0001215	NEMVE25378	AENJA_15953
OG0001216	NEMVE13574	AENJA_16979
OG0001218	NEMVE21894	AENJA_18179
OG0001219	NEMVE22457	AENJA_18562
OG0001220	NEMVE01931	AENJA_21603
OG0001220	NEMVE06753	AENJA_19416
OG0001221	NEMVE10455, NEMVE21175	AENJA_19765
OG0001224	NEMVE18437	AENJA_22625
OG0001225	NEMVE24191	AENJA_23700
OG0001229	NEMVE23950, NEMVE19171, NEMVE16762, NEMVE15880	AENJA_00014, AENJA_09976, AENJA_03354
OG0001229	NEMVE18920, NEMVE18345	AENJA_04743
OG0001230	NEMVE14462	AENJA_02568, AENJA_08528, AENJA_02087
OG0001231	NEMVE18418	AENJA_02177
OG0001232	NEMVE08692	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091
OG0001233	NEMVE05582, NEMVE05554	AENJA_02446
OG0001234	NEMVE18230, NEMVE12291	AENJA_02896
OG0001236	NEMVE20150	AENJA_12409, AENJA_05080
OG0001238	NEMVE14613	AENJA_07960
OG0001238	NEMVE05651	AENJA_05667
OG0001239	NEMVE13393	AENJA_08544, AENJA_12406, AENJA_24743, AENJA_06569
OG0001240	NEMVE12044, NEMVE01922	AENJA_07030
OG0001241	NEMVE23698	AENJA_21346
OG0001241	NEMVE22413	AENJA_07588
OG0001242	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690	AENJA_07671, AENJA_07672, AENJA_07670, AENJA_07673, AENJA_07669, AENJA_07675
OG0001243	NEMVE04580	AENJA_09040
OG0001244	NEMVE18953, NEMVE13181, NEMVE05200, NEMVE06276, NEMVE06601, NEMVE25505, NEMVE07927, NEMVE07933, NEMVE25684, NEMVE03017, NEMVE10603, NEMVE13558, NEMVE14877	AENJA_11230
OG0001245	NEMVE23125	AENJA_11242
OG0001245	NEMVE23124	AENJA_11241
OG0001246	NEMVE07108	AENJA_11976
OG0001247	NEMVE03420	AENJA_24053
OG0001248	NEMVE14608	AENJA_17279
OG0001249	NEMVE08338	AENJA_17683
OG0001250	NEMVE07058	AENJA_18393
OG0001251	NEMVE15250	AENJA_20006
OG0001252	NEMVE05179	AENJA_20096
OG0001253	NEMVE14445	AENJA_21103
OG0001254	NEMVE01446, NEMVE14277	AENJA_25593
OG0001261	NEMVE12600, NEMVE24381	AENJA_00856
OG0001262	NEMVE20477, NEMVE18940, NEMVE25315	AENJA_02100
OG0001263	NEMVE01880	AENJA_02283
OG0001264	NEMVE09188	AENJA_02714
OG0001266	NEMVE14615, NEMVE13420, NEMVE23687	AENJA_02853, AENJA_06321
OG0001267	NEMVE25606	AENJA_03493
OG0001267	NEMVE22271	AENJA_10310
OG0001268	NEMVE13796	AENJA_03712
OG0001269	NEMVE04175, NEMVE03597, NEMVE03591, NEMVE04169, NEMVE04155, NEMVE03475, NEMVE03896, NEMVE03874, NEMVE03891, NEMVE03901, NEMVE04166, NEMVE03595, NEMVE03583, NEMVE03579, NEMVE03699, NEMVE04157, NEMVE04189, NEMVE03580, NEMVE03587, NEMVE03775, NEMVE04148, NEMVE03756, NEMVE04163, NEMVE04179, NEMVE03732, NEMVE04468, NEMVE04176, NEMVE03596, NEMVE04171, NEMVE03743, NEMVE04156, NEMVE03751, NEMVE03734, NEMVE04252, NEMVE03880, NEMVE04309, NEMVE03911, NEMVE03740, NEMVE04164, NEMVE03663, NEMVE04167, NEMVE04316, NEMVE03926, NEMVE04161, NEMVE04281, NEMVE04159, NEMVE03578, NEMVE04160, NEMVE04116, NEMVE04168, NEMVE03600, NEMVE04465, NEMVE03577, NEMVE04172, NEMVE03752, NEMVE04239, NEMVE04178, NEMVE04162, NEMVE03713, NEMVE03598	AENJA_04104, AENJA_08778
OG0001270	NEMVE21909, NEMVE12078	AENJA_04208
OG0001270	NEMVE22554	AENJA_21003
OG0001271	NEMVE16016, NEMVE12266	AENJA_04651
OG0001273	NEMVE06058	AENJA_05090
OG0001274	NEMVE24783	AENJA_06074
OG0001275	NEMVE02957	AENJA_09059
OG0001275	NEMVE14795	AENJA_07370
OG0001276	NEMVE24658	AENJA_07718, AENJA_07717
OG0001277	NEMVE08949	AENJA_10647, AENJA_08017, AENJA_08018, AENJA_26086, AENJA_17983, AENJA_08016
OG0001278	NEMVE22456	AENJA_09367
OG0001278	NEMVE08441	AENJA_15562
OG0001279	NEMVE06730	AENJA_09382
OG0001280	NEMVE15111, NEMVE13261	AENJA_11194
OG0001281	NEMVE11367	AENJA_15472
OG0001282	NEMVE13494	AENJA_12223
OG0001283	NEMVE20598	AENJA_21076
OG0001283	NEMVE15140	AENJA_13067, AENJA_22654, AENJA_23095
OG0001284	NEMVE15039	AENJA_14056
OG0001284	NEMVE12745, NEMVE19495	AENJA_21135
OG0001285	NEMVE07034	AENJA_14207, AENJA_14208
OG0001286	NEMVE08364	AENJA_16309
OG0001287	NEMVE13851	AENJA_18219
OG0001288	NEMVE20273	AENJA_22039
OG0001290	NEMVE20389	AENJA_21151
OG0001290	NEMVE22813, NEMVE07506	AENJA_21150
OG0001291	NEMVE25091	AENJA_21434
OG0001293	NEMVE24929	AENJA_23236
OG0001294	NEMVE10810	AENJA_25092
OG0001295	NEMVE10114	AENJA_25589
OG0001296	NEMVE10339	AENJA_26215
OG0001300	NEMVE13700, NEMVE10660, NEMVE19269	AENJA_00411
OG0001302	NEMVE13962, NEMVE18411, NEMVE11902	AENJA_13024
OG0001302	NEMVE17610	AENJA_01840
OG0001303	NEMVE16318, NEMVE22969	AENJA_10030, AENJA_02307, AENJA_18292, AENJA_15069
OG0001304	NEMVE01937	AENJA_02458, AENJA_14579
OG0001305	NEMVE06825	AENJA_03926
OG0001306	NEMVE16218	AENJA_13028
OG0001306	NEMVE08625	AENJA_24214
OG0001307	NEMVE19270	AENJA_09790, AENJA_08061
OG0001308	NEMVE06230	AENJA_05647
OG0001309	NEMVE23002, NEMVE18542	AENJA_07716
OG0001310	NEMVE22452	AENJA_06272
OG0001310	NEMVE14637	AENJA_10879
OG0001311	NEMVE05964, NEMVE03793	AENJA_06702, AENJA_15801
OG0001312	NEMVE14791, NEMVE14787	AENJA_19595, AENJA_24384, AENJA_06846
OG0001314	NEMVE24317	AENJA_15162
OG0001317	NEMVE01591	AENJA_08900
OG0001317	NEMVE13378	AENJA_20026
OG0001318	NEMVE22575	AENJA_09435
OG0001319	NEMVE01465	AENJA_09605
OG0001320	NEMVE10295	AENJA_12368
OG0001320	NEMVE25688	AENJA_16608
OG0001321	NEMVE21741, NEMVE15029	AENJA_14609
OG0001322	NEMVE14406	AENJA_15110
OG0001322	NEMVE05068, NEMVE21787	AENJA_16813
OG0001323	NEMVE17138	AENJA_15789
OG0001324	NEMVE19268, NEMVE11187	AENJA_15995
OG0001326	NEMVE14355	AENJA_18964
OG0001327	NEMVE09298	AENJA_18352
OG0001327	NEMVE15997	AENJA_26627
OG0001329	NEMVE06386	AENJA_19033
OG0001330	NEMVE14535	AENJA_20881
OG0001331	NEMVE23983	AENJA_22608
OG0001332	NEMVE22532	AENJA_23263
OG0001339	NEMVE09406	AENJA_00104
OG0001339	NEMVE25120	AENJA_18051
OG0001341	NEMVE00960, NEMVE01284	AENJA_21191
OG0001343	NEMVE18205	AENJA_01193
OG0001343	NEMVE19131	AENJA_19784, AENJA_14364, AENJA_24249, AENJA_19571, AENJA_04196, AENJA_01558, AENJA_15572, AENJA_17314, AENJA_22381
OG0001343	NEMVE25260, NEMVE17073, NEMVE23290, NEMVE24415	AENJA_09376
OG0001344	NEMVE22371	AENJA_01361
OG0001345	NEMVE15150	AENJA_17713
OG0001348	NEMVE25188	AENJA_01884
OG0001349	NEMVE17568	AENJA_16365, AENJA_04454, AENJA_04452, AENJA_16650, AENJA_26153, AENJA_16987, AENJA_16986, AENJA_18181
OG0001350	NEMVE14117	AENJA_05873
OG0001351	NEMVE17590	AENJA_17428, AENJA_06682
OG0001352	NEMVE14525, NEMVE21813	AENJA_06720, AENJA_06721, AENJA_06723
OG0001353	NEMVE14645	AENJA_06742
OG0001354	NEMVE15993	AENJA_09573
OG0001354	NEMVE15994, NEMVE05871	AENJA_07753
OG0001355	NEMVE14405	AENJA_08188
OG0001356	NEMVE04630	AENJA_08269
OG0001357	NEMVE07199	AENJA_08567
OG0001358	NEMVE00588, NEMVE11838	AENJA_09138
OG0001360	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456	AENJA_25001, AENJA_11441
OG0001362	NEMVE13199	AENJA_11906
OG0001363	NEMVE24406	AENJA_12332
OG0001364	NEMVE25546, NEMVE21006	AENJA_13074
OG0001367	NEMVE10311	AENJA_16641
OG0001368	NEMVE07089, NEMVE22569, NEMVE25218	AENJA_16737
OG0001369	NEMVE07342	AENJA_17277
OG0001370	NEMVE16952	AENJA_17284
OG0001371	NEMVE13180, NEMVE10017, NEMVE03671	AENJA_17844, AENJA_24112
OG0001372	NEMVE14621, NEMVE12678	AENJA_25899
OG0001372	NEMVE24235	AENJA_17922
OG0001373	NEMVE13198	AENJA_17959
OG0001375	NEMVE21718, NEMVE18400	AENJA_25362
OG0001375	NEMVE06380	AENJA_20082
OG0001376	NEMVE14506	AENJA_21276, AENJA_20852, AENJA_20854
OG0001377	NEMVE18187, NEMVE00630, NEMVE23910	AENJA_21043
OG0001378	NEMVE14996	AENJA_22766
OG0001379	NEMVE14262	AENJA_23248
OG0001380	NEMVE10957	AENJA_23604
OG0001381	NEMVE08816	AENJA_23800
OG0001382	NEMVE18444	AENJA_23994
OG0001383	NEMVE09447	AENJA_25087
OG0001384	NEMVE03030	AENJA_25726
OG0001386	NEMVE06336, NEMVE11740	AENJA_26718
OG0001394	NEMVE08699	AENJA_02969, AENJA_00558
OG0001395	NEMVE10872, NEMVE02945	AENJA_00590
OG0001397	NEMVE22946	AENJA_05269
OG0001397	NEMVE25397	AENJA_01101
OG0001398	NEMVE01787	AENJA_22956, AENJA_26825, AENJA_08355, AENJA_21022, AENJA_16268, AENJA_09931, AENJA_03237, AENJA_19325, AENJA_12622, AENJA_18995, AENJA_07161, AENJA_01337, AENJA_06194, AENJA_20766, AENJA_03767, AENJA_01339, AENJA_09353, AENJA_12621
OG0001399	NEMVE23382	AENJA_02205
OG0001401	NEMVE23498	AENJA_02695, AENJA_12112
OG0001402	NEMVE22752	AENJA_02809
OG0001403	NEMVE08195	AENJA_03318, AENJA_22706, AENJA_22705, AENJA_03342
OG0001404	NEMVE25280	AENJA_03877
OG0001404	NEMVE13694	AENJA_05828
OG0001405	NEMVE25349	AENJA_03978
OG0001405	NEMVE08567	AENJA_13814
OG0001406	NEMVE18633, NEMVE16331	AENJA_04091
OG0001407	NEMVE23925	AENJA_05232
OG0001408	NEMVE25885	AENJA_10000, AENJA_05533
OG0001409	NEMVE14897	AENJA_06247
OG0001410	NEMVE03165	AENJA_18215
OG0001410	NEMVE24971	AENJA_06436
OG0001411	NEMVE25920	AENJA_06963, AENJA_10958
OG0001412	NEMVE19652	AENJA_07170
OG0001413	NEMVE06553, NEMVE06540	AENJA_07474
OG0001413	NEMVE23533	AENJA_17340
OG0001413	NEMVE20094	AENJA_17343
OG0001415	NEMVE14658	AENJA_09149, AENJA_15367
OG0001415	NEMVE03240	AENJA_17665
OG0001416	NEMVE10436	AENJA_09757
OG0001417	NEMVE02519	AENJA_10714, AENJA_11502
OG0001418	NEMVE12090, NEMVE01985	AENJA_10983
OG0001419	NEMVE05935	AENJA_12607, AENJA_12606
OG0001420	NEMVE16749	AENJA_13248
OG0001421	NEMVE00612	AENJA_13339
OG0001422	NEMVE07209	AENJA_14173
OG0001423	NEMVE08632	AENJA_14934
OG0001424	NEMVE01171	AENJA_15682
OG0001424	NEMVE19994, NEMVE02440	AENJA_17237
OG0001425	NEMVE19543, NEMVE14280	AENJA_15774
OG0001426	NEMVE08760	AENJA_16043
OG0001427	NEMVE15208	AENJA_17543
OG0001428	NEMVE21876	AENJA_18858
OG0001430	NEMVE13108	AENJA_19108
OG0001431	NEMVE23887	AENJA_23459
OG0001432	NEMVE01898	AENJA_25391
OG0001433	NEMVE06558	AENJA_26002
OG0001439	NEMVE03395	AENJA_00145
OG0001440	NEMVE03715	AENJA_03160
OG0001445	NEMVE05296	AENJA_02385
OG0001446	NEMVE13345, NEMVE13458	AENJA_02687, AENJA_10576
OG0001447	NEMVE05648	AENJA_03127
OG0001448	NEMVE00791, NEMVE02092, NEMVE15574, NEMVE00572, NEMVE07132, NEMVE13653	AENJA_19963
OG0001448	NEMVE04691, NEMVE15898, NEMVE17838	AENJA_05250, AENJA_15617, AENJA_03208
OG0001449	NEMVE14841, NEMVE20272	AENJA_04181
OG0001449	NEMVE13482, NEMVE00941	AENJA_05517
OG0001450	NEMVE12764	AENJA_04753
OG0001450	NEMVE00959	AENJA_12377, AENJA_13317
OG0001451	NEMVE07224	AENJA_04889
OG0001451	NEMVE13777	AENJA_16142
OG0001452	NEMVE10972	AENJA_05087
OG0001453	NEMVE09283	AENJA_05598, AENJA_07667
OG0001455	NEMVE14951	AENJA_06571
OG0001456	NEMVE11079, NEMVE05799	AENJA_07027
OG0001459	NEMVE25233, NEMVE00289	AENJA_18303, AENJA_08470
OG0001460	NEMVE07626	AENJA_09064
OG0001461	NEMVE22415, NEMVE00568	AENJA_09214
OG0001462	NEMVE11473	AENJA_23566, AENJA_09362
OG0001463	NEMVE09388, NEMVE13964	AENJA_09831
OG0001464	NEMVE06290, NEMVE07201, NEMVE10766	AENJA_09857
OG0001465	NEMVE01540	AENJA_10007
OG0001466	NEMVE11395	AENJA_17986
OG0001466	NEMVE24631	AENJA_10074
OG0001467	NEMVE05171	AENJA_26730
OG0001468	NEMVE03519	AENJA_10995
OG0001469	NEMVE13119	AENJA_20582
OG0001469	NEMVE05710	AENJA_11151
OG0001470	NEMVE01457	AENJA_11625
OG0001471	NEMVE23668	AENJA_21653, AENJA_11958
OG0001472	NEMVE05967	AENJA_12236
OG0001472	NEMVE23386	AENJA_13235
OG0001473	NEMVE12413	AENJA_13618
OG0001474	NEMVE07106	AENJA_14700
OG0001474	NEMVE03081, NEMVE10570	AENJA_24781
OG0001475	NEMVE23631	AENJA_14793
OG0001476	NEMVE10280, NEMVE10281	AENJA_14828
OG0001477	NEMVE12181, NEMVE14548	AENJA_15225
OG0001479	NEMVE06797, NEMVE06784	AENJA_16158
OG0001480	NEMVE16556	AENJA_16776
OG0001482	NEMVE13241	AENJA_18749
OG0001483	NEMVE23590	AENJA_19356
OG0001484	NEMVE23070	AENJA_21194
OG0001485	NEMVE05976	AENJA_21469
OG0001486	NEMVE22710	AENJA_21858
OG0001487	NEMVE08786	AENJA_23839, AENJA_23840
OG0001488	NEMVE02146	AENJA_24153
OG0001489	NEMVE23571	AENJA_24467
OG0001492	NEMVE17956	AENJA_25544
OG0001493	NEMVE14619	AENJA_26227
OG0001500	NEMVE07759	AENJA_01887
OG0001502	NEMVE06315	AENJA_03421
OG0001503	NEMVE13535	AENJA_23557
OG0001503	NEMVE15019	AENJA_03755
OG0001504	NEMVE10459	AENJA_04830, AENJA_04833, AENJA_15576, AENJA_04039
OG0001505	NEMVE14234	AENJA_04619
OG0001506	NEMVE16287	AENJA_05938
OG0001507	NEMVE01058	AENJA_06136
OG0001508	NEMVE06884	AENJA_06316
OG0001509	NEMVE23903	AENJA_07590
OG0001510	NEMVE00716, NEMVE23759	AENJA_08660
OG0001511	NEMVE06177	AENJA_08942
OG0001512	NEMVE14517	AENJA_09698
OG0001513	NEMVE06320	AENJA_09714
OG0001516	NEMVE23626	AENJA_10243
OG0001517	NEMVE14577, NEMVE14581	AENJA_10361
OG0001518	NEMVE10672	AENJA_11024
OG0001520	NEMVE06996	AENJA_12318
OG0001521	NEMVE13756	AENJA_13001
OG0001522	NEMVE03232	AENJA_14026
OG0001523	NEMVE04670	AENJA_14135
OG0001524	NEMVE25396	AENJA_19275
OG0001524	NEMVE05484	AENJA_15536
OG0001525	NEMVE02407	AENJA_16414
OG0001526	NEMVE00906	AENJA_16663
OG0001527	NEMVE03078	AENJA_16808
OG0001528	NEMVE14401	AENJA_17449
OG0001529	NEMVE02084, NEMVE24342	AENJA_18632
OG0001530	NEMVE08975	AENJA_19473
OG0001531	NEMVE05034	AENJA_20341
OG0001532	NEMVE02971	AENJA_20708
OG0001534	NEMVE00470	AENJA_21491, AENJA_21490
OG0001536	NEMVE11894, NEMVE05661	AENJA_25332, AENJA_25327
OG0001537	NEMVE23147	AENJA_25566
OG0001546	NEMVE08644	AENJA_02497
OG0001548	NEMVE09662	AENJA_07926
OG0001548	NEMVE18019	AENJA_17688
OG0001550	NEMVE19108, NEMVE17874	AENJA_05034, AENJA_05035
OG0001551	NEMVE01664	AENJA_05503
OG0001553	NEMVE15083	AENJA_06179
