Orthogroup	NEMVE	ORYLA
OG0000653	NEMVE23026	ORYLA06368, ORYLA10074, ORYLA00719
OG0000654	NEMVE10112	ORYLA15971, ORYLA15711, ORYLA09217, ORYLA16426, ORYLA08809
OG0000657	NEMVE12346, NEMVE25351, NEMVE21856	ORYLA17523, ORYLA17524, ORYLA12065
OG0000660	NEMVE09574	ORYLA09622, ORYLA19737
OG0000660	NEMVE22331	ORYLA17770, ORYLA03243
OG0000662	NEMVE13299, NEMVE13159	ORYLA20494
OG0000662	NEMVE01041	ORYLA17182, ORYLA07752, ORYLA17006
OG0000663	NEMVE12167	ORYLA18943
OG0000664	NEMVE05215	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234
OG0000665	NEMVE13408, NEMVE06240	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102
OG0000667	NEMVE23519, NEMVE25804, NEMVE01425, NEMVE25902, NEMVE01608, NEMVE05691	ORYLA19371, ORYLA04668
OG0000670	NEMVE22694	ORYLA04233, ORYLA00968, ORYLA06340, ORYLA19136, ORYLA19831, ORYLA13503
OG0000672	NEMVE12239	ORYLA06583, ORYLA07641
OG0000672	NEMVE22511	ORYLA19020
OG0000674	NEMVE08889	ORYLA05775, ORYLA18358
OG0000674	NEMVE21073, NEMVE10599	ORYLA10869, ORYLA15085, ORYLA19997
OG0000676	NEMVE24025	ORYLA19352, ORYLA18665
OG0000676	NEMVE10858, NEMVE20237, NEMVE10856	ORYLA06347, ORYLA07256, ORYLA08627, ORYLA09910
OG0000678	NEMVE13917, NEMVE20139	ORYLA16910, ORYLA00540, ORYLA16818
OG0000680	NEMVE06900, NEMVE06887, NEMVE25832	ORYLA03909, ORYLA06287, ORYLA15087, ORYLA18896
OG0000681	NEMVE03851	ORYLA00168, ORYLA00958
OG0000681	NEMVE04836	ORYLA15125
OG0000682	NEMVE17718, NEMVE16780, NEMVE07021	ORYLA04948, ORYLA00891, ORYLA02515
OG0000683	NEMVE21952	ORYLA19477
OG0000684	NEMVE15727, NEMVE25884, NEMVE05474	ORYLA15561, ORYLA06293, ORYLA04619
OG0000685	NEMVE02060	ORYLA16348, ORYLA07971, ORYLA12013, ORYLA14407, ORYLA11185
OG0000690	NEMVE04578	ORYLA02247, ORYLA10616, ORYLA11941
OG0000690	NEMVE25619	ORYLA07589
OG0000690	NEMVE08336	ORYLA01395
OG0000691	NEMVE22438	ORYLA12446, ORYLA07129, ORYLA15301
OG0000691	NEMVE12723	ORYLA11980, ORYLA02254, ORYLA10333, ORYLA15419
OG0000692	NEMVE16262, NEMVE25899, NEMVE06218, NEMVE05252, NEMVE06220, NEMVE20255	ORYLA04625
OG0000693	NEMVE08217, NEMVE08755	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700
OG0000693	NEMVE20668, NEMVE09217	ORYLA02446
OG0000694	NEMVE18564	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428
OG0000696	NEMVE01737	ORYLA11558
OG0000696	NEMVE05214, NEMVE05168, NEMVE16042	ORYLA20017
OG0000697	NEMVE14547	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196
OG0000698	NEMVE22163, NEMVE01912, NEMVE22218	ORYLA19531
OG0000699	NEMVE13812, NEMVE21875, NEMVE05953	ORYLA04436, ORYLA04234
OG0000699	NEMVE06767, NEMVE22384, NEMVE24758	ORYLA04435
OG0000700	NEMVE20231, NEMVE20652	ORYLA15664, ORYLA13689, ORYLA14865, ORYLA16839, ORYLA08035
OG0000701	NEMVE21835	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338
OG0000702	NEMVE17196	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416
OG0000703	NEMVE15172	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497
OG0000706	NEMVE06133, NEMVE16186	ORYLA16017, ORYLA14235
OG0000708	NEMVE25462	ORYLA08879
OG0000708	NEMVE24967	ORYLA10826, ORYLA20261, ORYLA20260
OG0000709	NEMVE22208	ORYLA00220, ORYLA07658, ORYLA12732, ORYLA04881
OG0000710	NEMVE10055	ORYLA02017, ORYLA19955, ORYLA09559, ORYLA01462, ORYLA01950, ORYLA05993
OG0000711	NEMVE22699	ORYLA11208, ORYLA14841, ORYLA12753, ORYLA14544, ORYLA18961, ORYLA11207
OG0000715	NEMVE04746	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499
OG0000716	NEMVE01624	ORYLA09354, ORYLA09353, ORYLA11636, ORYLA05971
OG0000717	NEMVE21831	ORYLA13429, ORYLA06965, ORYLA17839, ORYLA16592, ORYLA06101, ORYLA06102
OG0000718	NEMVE14726, NEMVE25058	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234
OG0000720	NEMVE07453	ORYLA02961, ORYLA19803, ORYLA14893
OG0000721	NEMVE22360	ORYLA03998, ORYLA17258
OG0000721	NEMVE25732	ORYLA01361, ORYLA04295, ORYLA09422, ORYLA08766, ORYLA11451, ORYLA10770
OG0000722	NEMVE02310	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212
OG0000723	NEMVE02161, NEMVE02153	ORYLA15661, ORYLA15472, ORYLA19864, ORYLA17129
OG0000724	NEMVE05669	ORYLA00225, ORYLA11470, ORYLA10190
OG0000725	NEMVE13886	ORYLA12897
OG0000725	NEMVE15404, NEMVE03108	ORYLA10995, ORYLA14609, ORYLA12356
OG0000726	NEMVE24264	ORYLA08613, ORYLA20148
OG0000730	NEMVE15279	ORYLA14344, ORYLA09687
OG0000731	NEMVE14724	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707
OG0000732	NEMVE16239	ORYLA12890, ORYLA12891
OG0000732	NEMVE22346	ORYLA17078, ORYLA17079, ORYLA00276, ORYLA13246
OG0000733	NEMVE13174	ORYLA10736, ORYLA07377, ORYLA11454
OG0000733	NEMVE00072	ORYLA04800, ORYLA10355, ORYLA11839
OG0000734	NEMVE19740	ORYLA02564, ORYLA06887, ORYLA13266
OG0000735	NEMVE14467	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363
OG0000737	NEMVE10658	ORYLA05282, ORYLA02387, ORYLA17956
OG0000740	NEMVE01913	ORYLA16089, ORYLA05536
OG0000741	NEMVE19698, NEMVE25753	ORYLA20041
OG0000743	NEMVE10602, NEMVE15509, NEMVE05453	ORYLA00778, ORYLA05798, ORYLA00731
OG0000744	NEMVE09152	ORYLA06262, ORYLA06263, ORYLA07597, ORYLA09281, ORYLA07131
OG0000745	NEMVE09518, NEMVE18143	ORYLA04864
OG0000746	NEMVE08669	ORYLA17031
OG0000748	NEMVE13110	ORYLA17154
OG0000749	NEMVE13534	ORYLA07541, ORYLA05251, ORYLA10702, ORYLA03083
OG0000750	NEMVE05904, NEMVE11347	ORYLA10521, ORYLA13707
OG0000750	NEMVE04853, NEMVE04866, NEMVE22873	ORYLA01307
OG0000751	NEMVE06350	ORYLA01802, ORYLA10300, ORYLA09790
OG0000751	NEMVE22234, NEMVE26010	ORYLA06872
OG0000752	NEMVE14796, NEMVE20340	ORYLA04164
OG0000752	NEMVE15527	ORYLA06659, ORYLA00849
OG0000753	NEMVE09279, NEMVE20008	ORYLA12199
OG0000753	NEMVE09763	ORYLA15815, ORYLA03548, ORYLA04553
OG0000755	NEMVE04854	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558
OG0000756	NEMVE07841, NEMVE00130, NEMVE08531, NEMVE07837, NEMVE07856, NEMVE07852, NEMVE05305, NEMVE00351, NEMVE07843, NEMVE07857, NEMVE07838, NEMVE05291, NEMVE00639, NEMVE08316	ORYLA08677
OG0000757	NEMVE25201	ORYLA18438
OG0000757	NEMVE05970	ORYLA08503
OG0000758	NEMVE20484, NEMVE10012	ORYLA18255
OG0000759	NEMVE07127, NEMVE15354	ORYLA09820, ORYLA08624, ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358
OG0000761	NEMVE07056	ORYLA02885, ORYLA00688, ORYLA13190
OG0000762	NEMVE08946	ORYLA13918, ORYLA09624, ORYLA07099
OG0000764	NEMVE08398, NEMVE01257	ORYLA06275
OG0000765	NEMVE15020	ORYLA06881, ORYLA17894, ORYLA19781
OG0000766	NEMVE13890	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914
OG0000767	NEMVE21839	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686
OG0000768	NEMVE24837, NEMVE20124	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814
OG0000772	NEMVE14663, NEMVE13205	ORYLA01171, ORYLA00334
OG0000772	NEMVE10521, NEMVE10515, NEMVE14130, NEMVE06923	ORYLA10027, ORYLA01723
OG0000774	NEMVE18724	ORYLA06329, ORYLA12975
OG0000774	NEMVE06617	ORYLA11415
OG0000774	NEMVE14955, NEMVE01618	ORYLA20208
OG0000775	NEMVE13607, NEMVE14906	ORYLA17590
OG0000776	NEMVE25221, NEMVE11470, NEMVE23261	ORYLA01033, ORYLA19610, ORYLA04178
OG0000777	NEMVE21910, NEMVE15143	ORYLA17057
OG0000778	NEMVE13753	ORYLA03756, ORYLA07433, ORYLA05841, ORYLA03327, ORYLA15584
OG0000779	NEMVE02313	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089
OG0000780	NEMVE09488	ORYLA10485
OG0000780	NEMVE05870	ORYLA03240
OG0000781	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644	ORYLA16212, ORYLA10368
OG0000782	NEMVE10772	ORYLA18096, ORYLA14883, ORYLA12161
OG0000784	NEMVE15205	ORYLA12062
OG0000784	NEMVE16267	ORYLA18769, ORYLA14498, ORYLA10206, ORYLA17131, ORYLA03150, ORYLA15503
OG0000787	NEMVE12098	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629
OG0000788	NEMVE01862	ORYLA11231, ORYLA08781
OG0000788	NEMVE24569	ORYLA19625, ORYLA13001
OG0000789	NEMVE07737, NEMVE03438, NEMVE04012, NEMVE19529	ORYLA09285, ORYLA09284, ORYLA08868
OG0000791	NEMVE13487	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037
OG0000792	NEMVE08948	ORYLA05606
OG0000793	NEMVE19406	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617
OG0000794	NEMVE13875	ORYLA17611, ORYLA17196
OG0000795	NEMVE18602	ORYLA01400
OG0000797	NEMVE07332, NEMVE20914	ORYLA03892, ORYLA20421
OG0000798	NEMVE05537	ORYLA16812, ORYLA19766, ORYLA16855, ORYLA05822
OG0000799	NEMVE24041	ORYLA05059, ORYLA05058, ORYLA00741, ORYLA04318, ORYLA01142, ORYLA07333, ORYLA17377, ORYLA02682, ORYLA17378
OG0000800	NEMVE06468	ORYLA04833
OG0000802	NEMVE11136, NEMVE06054	ORYLA13155, ORYLA17098, ORYLA00847, ORYLA16603, ORYLA13093, ORYLA03391, ORYLA03390, ORYLA08678, ORYLA06569, ORYLA13144, ORYLA17423, ORYLA02443
OG0000803	NEMVE22189	ORYLA19991, ORYLA11169
OG0000805	NEMVE08735	ORYLA02081, ORYLA06083, ORYLA16607, ORYLA07559, ORYLA10210, ORYLA09316
OG0000809	NEMVE08335, NEMVE12321	ORYLA12961
OG0000810	NEMVE18390	ORYLA13646
OG0000810	NEMVE02291	ORYLA08587, ORYLA01680
OG0000811	NEMVE21518	ORYLA15042
OG0000812	NEMVE19850	ORYLA14679
OG0000813	NEMVE25754, NEMVE22200, NEMVE24635	ORYLA05187
OG0000814	NEMVE06776, NEMVE16660	ORYLA12200, ORYLA05497
OG0000815	NEMVE13499	ORYLA09860, ORYLA09294
OG0000816	NEMVE14127, NEMVE00812	ORYLA07660, ORYLA04702, ORYLA03384, ORYLA04785, ORYLA04786
OG0000817	NEMVE14686	ORYLA14347
OG0000817	NEMVE01689, NEMVE21825	ORYLA19483
OG0000817	NEMVE14311	ORYLA07042
OG0000818	NEMVE25555	ORYLA00658
OG0000818	NEMVE08706	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788
OG0000819	NEMVE07543, NEMVE14834	ORYLA03241
OG0000820	NEMVE08902	ORYLA01765, ORYLA05596, ORYLA06830, ORYLA09877, ORYLA16120
OG0000822	NEMVE07227	ORYLA10851, ORYLA08780, ORYLA14608
OG0000824	NEMVE05752	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258
OG0000825	NEMVE07795, NEMVE11350	ORYLA01475, ORYLA09556, ORYLA18879
OG0000825	NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057	ORYLA15482, ORYLA14599, ORYLA19869
OG0000826	NEMVE01532, NEMVE25209	ORYLA15838
OG0000827	NEMVE06012	ORYLA14107, ORYLA17385
OG0000828	NEMVE13102, NEMVE13594	ORYLA12597, ORYLA17485, ORYLA17486
OG0000828	NEMVE15094	ORYLA02288
OG0000829	NEMVE08791	ORYLA12618, ORYLA07149, ORYLA18066, ORYLA02697, ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790
OG0000832	NEMVE01204, NEMVE18227, NEMVE20901, NEMVE16417, NEMVE04715	ORYLA11840, ORYLA10353, ORYLA10166, ORYLA12959
OG0000833	NEMVE18727	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637
OG0000834	NEMVE05965	ORYLA00202
OG0000835	NEMVE10452	ORYLA16157
OG0000835	NEMVE08598, NEMVE20600	ORYLA12380, ORYLA15340
OG0000836	NEMVE01499	ORYLA14809, ORYLA12408, ORYLA13624
OG0000837	NEMVE25541	ORYLA01945, ORYLA01944, ORYLA04744
OG0000838	NEMVE09615, NEMVE02207, NEMVE03582, NEMVE04654, NEMVE17040	ORYLA18293, ORYLA11142
OG0000841	NEMVE05492	ORYLA01641, ORYLA15191, ORYLA11622
OG0000842	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014
OG0000844	NEMVE07470, NEMVE07462	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955
OG0000845	NEMVE19954, NEMVE05692	ORYLA03586
OG0000847	NEMVE07778	ORYLA07949
OG0000847	NEMVE08888	ORYLA16880
OG0000848	NEMVE21784	ORYLA04036, ORYLA00460, ORYLA01410
OG0000848	NEMVE13752	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814
OG0000849	NEMVE14809	ORYLA15667, ORYLA13688, ORYLA15402, ORYLA12370, ORYLA14601
OG0000850	NEMVE15099	ORYLA10312, ORYLA12941
OG0000850	NEMVE21917	ORYLA04650, ORYLA04651
OG0000851	NEMVE23273	ORYLA09558, ORYLA08388
OG0000852	NEMVE25782	ORYLA01694, ORYLA05767, ORYLA05768
OG0000852	NEMVE07789	ORYLA15572, ORYLA02133, ORYLA02134
OG0000853	NEMVE23651	ORYLA10745, ORYLA04257, ORYLA03398
OG0000856	NEMVE05473, NEMVE14626, NEMVE21694	ORYLA15665, ORYLA15666
OG0000857	NEMVE18201	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378
OG0000858	NEMVE13289	ORYLA10920
OG0000858	NEMVE05877	ORYLA04524
OG0000859	NEMVE19193, NEMVE00437	ORYLA19103, ORYLA12697, ORYLA17341, ORYLA07145, ORYLA01993
OG0000860	NEMVE23955, NEMVE13259	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306
OG0000861	NEMVE21201, NEMVE01293, NEMVE09770, NEMVE15469, NEMVE06681, NEMVE09391	ORYLA05327, ORYLA05326
OG0000863	NEMVE07030, NEMVE18750, NEMVE13303, NEMVE13302, NEMVE13474, NEMVE06880	ORYLA05318, ORYLA11762
OG0000866	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768	ORYLA08411, ORYLA06158, ORYLA08410
OG0000868	NEMVE07048	ORYLA16598
OG0000869	NEMVE07859	ORYLA15399
OG0000869	NEMVE23299	ORYLA17511
OG0000870	NEMVE02461, NEMVE01574	ORYLA08315, ORYLA16657
OG0000871	NEMVE16871	ORYLA00978
OG0000871	NEMVE14071	ORYLA00890
OG0000872	NEMVE14190	ORYLA20287
OG0000873	NEMVE10811	ORYLA12613
OG0000874	NEMVE13256	ORYLA00532, ORYLA03179, ORYLA04048, ORYLA07204
OG0000874	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626	ORYLA01855
OG0000875	NEMVE12865, NEMVE19619	ORYLA13326, ORYLA07093
OG0000875	NEMVE14079	ORYLA19061
OG0000876	NEMVE02940, NEMVE11949	ORYLA18338
OG0000877	NEMVE16415	ORYLA15563
OG0000878	NEMVE02420	ORYLA15008, ORYLA06030
OG0000879	NEMVE13129	ORYLA15760, ORYLA10296
OG0000880	NEMVE13288	ORYLA13809, ORYLA14403, ORYLA10902, ORYLA16001, ORYLA16002
OG0000881	NEMVE13265	ORYLA01916, ORYLA05888
OG0000881	NEMVE14845	ORYLA04374, ORYLA03100
OG0000882	NEMVE02007	ORYLA11875, ORYLA08988, ORYLA13972, ORYLA11874
OG0000887	NEMVE10146	ORYLA14286, ORYLA15959, ORYLA06407
OG0000888	NEMVE10813	ORYLA05760, ORYLA12980, ORYLA06869
OG0000888	NEMVE11848	ORYLA17907
OG0000889	NEMVE22565	ORYLA11414, ORYLA10267
OG0000889	NEMVE14419	ORYLA16878
OG0000890	NEMVE06371, NEMVE00333, NEMVE16346	ORYLA12538, ORYLA11745
OG0000893	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075	ORYLA15538, ORYLA13772, ORYLA13849, ORYLA14564, ORYLA14565, ORYLA14566, ORYLA13848
OG0000894	NEMVE23274	ORYLA07232, ORYLA00467
OG0000894	NEMVE14617	ORYLA07753, ORYLA17007, ORYLA16512
OG0000896	NEMVE21907	ORYLA12742
OG0000896	NEMVE10977	ORYLA18744, ORYLA04344
OG0000897	NEMVE06224, NEMVE12475	ORYLA14707
OG0000897	NEMVE14979	ORYLA15784
OG0000898	NEMVE14546, NEMVE21727	ORYLA08993
OG0000899	NEMVE18761	ORYLA03598, ORYLA20446
OG0000904	NEMVE08753	ORYLA01297, ORYLA12510
OG0000906	NEMVE15755	ORYLA02426
OG0000906	NEMVE08831, NEMVE02278, NEMVE03808	ORYLA02787
OG0000907	NEMVE00986	ORYLA13394
OG0000909	NEMVE10272	ORYLA11368, ORYLA19848, ORYLA10623
OG0000911	NEMVE24020	ORYLA16469, ORYLA08345, ORYLA09695, ORYLA13753
OG0000912	NEMVE23980	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420
OG0000912	NEMVE23705	ORYLA03978, ORYLA03457
OG0000913	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717	ORYLA01511
OG0000914	NEMVE08606	ORYLA15437, ORYLA14317, ORYLA20258, ORYLA15690, ORYLA14429, ORYLA14695
OG0000915	NEMVE05638	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346
OG0000916	NEMVE00760, NEMVE23155, NEMVE15635	ORYLA12808, ORYLA18238, ORYLA13182, ORYLA13181
OG0000921	NEMVE04805	ORYLA19667
OG0000921	NEMVE19737, NEMVE09442	ORYLA13652
OG0000925	NEMVE21937, NEMVE05629, NEMVE00068	ORYLA19836
OG0000925	NEMVE22442, NEMVE00338	ORYLA09614
OG0000926	NEMVE13988	ORYLA14725
OG0000928	NEMVE08415, NEMVE20627	ORYLA07148, ORYLA14647, ORYLA12139
OG0000929	NEMVE10278	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109
OG0000930	NEMVE06499, NEMVE09880, NEMVE16667, NEMVE11111	ORYLA03801, ORYLA04130, ORYLA04129
OG0000932	NEMVE15050, NEMVE02393	ORYLA03357
OG0000933	NEMVE25450, NEMVE09603	ORYLA04779, ORYLA04142, ORYLA07694, ORYLA10078, ORYLA07695
OG0000934	NEMVE09369	ORYLA09601, ORYLA11859
OG0000934	NEMVE07036	ORYLA16233, ORYLA10870
OG0000935	NEMVE24478, NEMVE06639	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839
OG0000936	NEMVE05234, NEMVE18875, NEMVE23076, NEMVE15700, NEMVE23217, NEMVE18236, NEMVE04950, NEMVE18876	ORYLA15832, ORYLA13766
OG0000943	NEMVE15785, NEMVE08924	ORYLA17852
OG0000944	NEMVE07708	ORYLA09043, ORYLA04158, ORYLA01246
OG0000945	NEMVE22316, NEMVE22428	ORYLA12060, ORYLA00813, ORYLA05640
OG0000946	NEMVE11477	ORYLA14183, ORYLA10918
OG0000946	NEMVE07731	ORYLA15133, ORYLA11209
OG0000947	NEMVE04758	ORYLA08406, ORYLA19529, ORYLA08874
OG0000947	NEMVE07474	ORYLA15837, ORYLA09649
OG0000949	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705
OG0000950	NEMVE08112	ORYLA04399, ORYLA03233, ORYLA04359, ORYLA02766, ORYLA17857
OG0000951	NEMVE21998	ORYLA06116, ORYLA14933
OG0000952	NEMVE04659	ORYLA03901, ORYLA02988
OG0000952	NEMVE02164	ORYLA01232, ORYLA17229, ORYLA02987
OG0000953	NEMVE12932	ORYLA02556, ORYLA18188, ORYLA05667, ORYLA13885
OG0000954	NEMVE06460	ORYLA20086
OG0000954	NEMVE05247, NEMVE12295	ORYLA16756, ORYLA16757, ORYLA16758
OG0000955	NEMVE14901	ORYLA17644
OG0000955	NEMVE06008	ORYLA12176
OG0000955	NEMVE08350	ORYLA19752
OG0000957	NEMVE00980	ORYLA17099, ORYLA00858, ORYLA02737, ORYLA13659, ORYLA18079
OG0000958	NEMVE24805, NEMVE17902	ORYLA13781, ORYLA11059, ORYLA11060
OG0000960	NEMVE02244	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514
OG0000963	NEMVE06216	ORYLA13485, ORYLA06840, ORYLA06839
OG0000963	NEMVE03242	ORYLA17317, ORYLA13364
OG0000964	NEMVE19256	ORYLA17226
OG0000965	NEMVE10501	ORYLA20470
OG0000965	NEMVE02072	ORYLA07478
OG0000966	NEMVE06417	ORYLA19569, ORYLA17821, ORYLA02666
OG0000967	NEMVE05572	ORYLA04076
OG0000967	NEMVE11722, NEMVE10506	ORYLA19755, ORYLA04962
OG0000968	NEMVE14701	ORYLA12327, ORYLA10874, ORYLA14830
OG0000968	NEMVE10433	ORYLA17573
OG0000969	NEMVE14628	ORYLA05704
OG0000970	NEMVE08789	ORYLA17254, ORYLA02643
OG0000972	NEMVE04609, NEMVE00954	ORYLA17856
OG0000972	NEMVE10082	ORYLA03686, ORYLA18142
OG0000973	NEMVE17915	ORYLA01659
OG0000974	NEMVE13444	ORYLA03871
OG0000976	NEMVE06490, NEMVE05744	ORYLA14987, ORYLA12287, ORYLA09719
OG0000978	NEMVE25212	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570
OG0000979	NEMVE17920, NEMVE04790, NEMVE16326	ORYLA04958, ORYLA04959
OG0000981	NEMVE22521	ORYLA02383, ORYLA17398
OG0000982	NEMVE07619, NEMVE11958	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909
OG0000984	NEMVE21717	ORYLA14092
OG0000985	NEMVE09786, NEMVE11913	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425
OG0000987	NEMVE05580	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779
OG0000988	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645
OG0000992	NEMVE11620	ORYLA16313, ORYLA19691
OG0000992	NEMVE04858	ORYLA01948
OG0000993	NEMVE12763	ORYLA08621
OG0000994	NEMVE24464	ORYLA11419
OG0000994	NEMVE05403	ORYLA18398
OG0000996	NEMVE06175	ORYLA01364, ORYLA09102, ORYLA20110
OG0000997	NEMVE15784	ORYLA12756
OG0000999	NEMVE00092	ORYLA17143, ORYLA07960, ORYLA15047
OG0001000	NEMVE02448	ORYLA09416, ORYLA00982, ORYLA11450, ORYLA02107, ORYLA04112, ORYLA03296
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	ORYLA04326, ORYLA07294, ORYLA08735, ORYLA09611
OG0001002	NEMVE09531, NEMVE19920	ORYLA07974, ORYLA08682
OG0001004	NEMVE06123	ORYLA12912, ORYLA07357, ORYLA12944, ORYLA17121, ORYLA00260, ORYLA17120
OG0001005	NEMVE10101	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	NEMVE21915	ORYLA00587
OG0001006	NEMVE10239	ORYLA17469, ORYLA06935
OG0001007	NEMVE00044, NEMVE10735	ORYLA17844, ORYLA13224, ORYLA17845
OG0001008	NEMVE24531	ORYLA14021, ORYLA15795, ORYLA10968, ORYLA12088
OG0001009	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111	ORYLA10070, ORYLA02205
OG0001013	NEMVE02022	ORYLA17033, ORYLA00289, ORYLA00568, ORYLA16911, ORYLA05815, ORYLA01878, ORYLA08175, ORYLA16273
OG0001015	NEMVE07976	ORYLA16717, ORYLA08292, ORYLA00642
OG0001016	NEMVE14344	ORYLA08912
OG0001016	NEMVE14850	ORYLA08838
OG0001017	NEMVE08837	ORYLA15745
OG0001017	NEMVE08847	ORYLA06969, ORYLA08875
OG0001018	NEMVE25537	ORYLA04621
OG0001019	NEMVE09159, NEMVE02711	ORYLA01968, ORYLA01969, ORYLA20371, ORYLA16086
OG0001021	NEMVE05054	ORYLA19735
OG0001022	NEMVE24828	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093
OG0001023	NEMVE12107	ORYLA11181, ORYLA12354, ORYLA13986
OG0001024	NEMVE22572	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767
OG0001027	NEMVE22961	ORYLA02447, ORYLA10175
OG0001028	NEMVE25953, NEMVE14639	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310
OG0001029	NEMVE03131, NEMVE01675	ORYLA15182, ORYLA07577
OG0001029	NEMVE11449	ORYLA04296, ORYLA09423, ORYLA11605, ORYLA05963, ORYLA02036
OG0001030	NEMVE13370	ORYLA06855, ORYLA12212
OG0001030	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380	ORYLA11995, ORYLA10701, ORYLA05220
OG0001031	NEMVE13279	ORYLA05281
OG0001031	NEMVE12566, NEMVE03083, NEMVE18815, NEMVE03518, NEMVE01512, NEMVE05098, NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345	ORYLA00443
OG0001032	NEMVE14168	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152
