Orthogroup	NEMVE	PFLAV
OG0000112	NEMVE08196, NEMVE05715	TCONS_00051140.p1, TCONS_00028735.p1
OG0000113	NEMVE21021, NEMVE14510	TCONS_00052707.p1
OG0000114	NEMVE07046, NEMVE14943	TCONS_00051878.p1, TCONS_00009485.p1
OG0000115	NEMVE01477, NEMVE14381	TCONS_00012402.p1, TCONS_00012401.p1
OG0000115	NEMVE02947, NEMVE06325, NEMVE06294, NEMVE03412	TCONS_00013255.p1, TCONS_00011509.p1, TCONS_00011501.p1, TCONS_00003694.p1, TCONS_00011474.p1, TCONS_00035074.p1, TCONS_00035341.p1, TCONS_00016926.p1, TCONS_00014552.p1, TCONS_00014896.p1, TCONS_00002085.p1, TCONS_00052644.p1
OG0000115	NEMVE17903	TCONS_00019340.p1
OG0000116	NEMVE11443, NEMVE21821, NEMVE13450, NEMVE22004, NEMVE21900, NEMVE13056	TCONS_00002625.p1, TCONS_00002621.p1, TCONS_00002632.p1, TCONS_00002641.p1, TCONS_00002633.p1, TCONS_00002636.p1, TCONS_00002639.p1, TCONS_00002634.p1, TCONS_00002628.p1, TCONS_00002637.p1, TCONS_00002638.p1, TCONS_00002543.p1, TCONS_00002622.p1, TCONS_00043231.p1, TCONS_00043230.p1, TCONS_00043228.p1, TCONS_00020815.p1, TCONS_00020818.p1
OG0000117	NEMVE06169	TCONS_00034383.p1
OG0000117	NEMVE03380	TCONS_00000463.p1
OG0000117	NEMVE03923	TCONS_00043351.p1
OG0000117	NEMVE03818	TCONS_00053049.p1
OG0000117	NEMVE10004	TCONS_00028029.p1
OG0000119	NEMVE22896	TCONS_00056170.p1
OG0000119	NEMVE15248	TCONS_00055230.p1, TCONS_00055229.p1
OG0000120	NEMVE10923	TCONS_00014410.p1, TCONS_00013193.p1
OG0000120	NEMVE00767	TCONS_00013209.p1, TCONS_00013210.p1
OG0000121	NEMVE22381	TCONS_00030428.p1, TCONS_00031179.p1, TCONS_00030430.p1, TCONS_00030914.p1, TCONS_00003458.p1, TCONS_00030849.p1, TCONS_00030592.p1, TCONS_00007080.p1
OG0000121	NEMVE22385	TCONS_00050263.p1
OG0000121	NEMVE10986, NEMVE10890	TCONS_00031178.p1, TCONS_00030429.p1, TCONS_00031205.p1
OG0000121	NEMVE03127	TCONS_00002806.p1, TCONS_00002804.p1
OG0000121	NEMVE09919	TCONS_00003089.p1, TCONS_00003087.p1
OG0000122	NEMVE05937, NEMVE10909	TCONS_00002660.p1
OG0000124	NEMVE24720	TCONS_00012573.p1
OG0000124	NEMVE25045	TCONS_00020297.p1
OG0000124	NEMVE14854	TCONS_00052233.p1
OG0000124	NEMVE13714	TCONS_00010577.p1
OG0000126	NEMVE08729, NEMVE02964	TCONS_00021629.p1
OG0000126	NEMVE00909	TCONS_00044227.p1
OG0000126	NEMVE02955	TCONS_00027983.p1
OG0000127	NEMVE24353	TCONS_00021994.p1
OG0000127	NEMVE22473	TCONS_00021998.p1
OG0000127	NEMVE10526	TCONS_00045275.p1
OG0000127	NEMVE06686, NEMVE13457	TCONS_00045354.p1
OG0000127	NEMVE22419	TCONS_00013871.p1
OG0000127	NEMVE08799	TCONS_00027467.p1
OG0000128	NEMVE12106, NEMVE04961, NEMVE01987, NEMVE18699, NEMVE05813, NEMVE00993, NEMVE10370, NEMVE09954, NEMVE24226, NEMVE08877, NEMVE02973, NEMVE07718, NEMVE13536, NEMVE16591, NEMVE07067, NEMVE16738, NEMVE06927	TCONS_00055259.p1, TCONS_00056435.p1, TCONS_00056437.p1, TCONS_00056436.p1, TCONS_00056434.p1, TCONS_00018413.p1, TCONS_00018401.p1, TCONS_00021199.p1, TCONS_00021200.p1, TCONS_00011486.p1, TCONS_00011543.p1, TCONS_00011542.p1, TCONS_00010148.p1, TCONS_00010154.p1, TCONS_00010149.p1, TCONS_00010152.p1, TCONS_00010153.p1, TCONS_00010155.p1, TCONS_00011487.p1
OG0000129	NEMVE05043	TCONS_00010095.p1
OG0000129	NEMVE14958	TCONS_00021318.p1
OG0000130	NEMVE01604, NEMVE15775, NEMVE03747	TCONS_00008545.p1
OG0000130	NEMVE06584, NEMVE05300, NEMVE10363, NEMVE19712, NEMVE09669, NEMVE17089, NEMVE10460	TCONS_00010243.p1, TCONS_00011632.p1
OG0000131	NEMVE07984, NEMVE05410	TCONS_00017719.p1, TCONS_00017718.p1, TCONS_00018860.p1, TCONS_00000480.p1, TCONS_00042341.p1, TCONS_00042346.p1, TCONS_00042348.p1, TCONS_00044270.p1, TCONS_00042870.p1, TCONS_00042871.p1, TCONS_00044216.p1, TCONS_00042912.p1, TCONS_00044036.p1, TCONS_00044037.p1, TCONS_00042694.p1, TCONS_00042692.p1, TCONS_00000377.p1, TCONS_00000379.p1
OG0000131	NEMVE20141	TCONS_00044269.p1, TCONS_00044271.p1
OG0000132	NEMVE23708	TCONS_00028790.p1, TCONS_00029766.p1, TCONS_00001666.p1, TCONS_00001667.p1
OG0000132	NEMVE00818, NEMVE00836, NEMVE00732, NEMVE00832, NEMVE00761, NEMVE00751, NEMVE00762, NEMVE00731, NEMVE15492, NEMVE01916	TCONS_00012797.p1, TCONS_00012805.p1
OG0000133	NEMVE17437	TCONS_00054945.p1, TCONS_00050402.p1, TCONS_00050401.p1, TCONS_00054944.p1
OG0000134	NEMVE18649	TCONS_00023106.p1, TCONS_00041905.p1, TCONS_00029787.p1, TCONS_00012460.p1, TCONS_00011765.p1, TCONS_00004014.p1, TCONS_00037170.p1, TCONS_00041412.p1
OG0000134	NEMVE20778, NEMVE20821, NEMVE17149, NEMVE21371, NEMVE20523, NEMVE20118, NEMVE20925, NEMVE21126, NEMVE17046, NEMVE15273, NEMVE16743, NEMVE20263, NEMVE18654	TCONS_00055011.p1, TCONS_00027621.p1, TCONS_00021508.p1, TCONS_00052352.p1, TCONS_00026106.p1, TCONS_00009395.p1, TCONS_00040245.p1, TCONS_00004110.p1, TCONS_00039018.p1, TCONS_00027051.p1, TCONS_00030235.p1, TCONS_00043207.p1, TCONS_00029378.p1, TCONS_00038787.p1, TCONS_00032078.p1, TCONS_00019033.p1, TCONS_00030112.p1, TCONS_00036212.p1, TCONS_00021986.p1, TCONS_00018161.p1, TCONS_00041408.p1, TCONS_00038534.p1, TCONS_00049624.p1, TCONS_00030653.p1, TCONS_00047333.p1, TCONS_00045804.p1
OG0000135	NEMVE07712, NEMVE07156, NEMVE10399, NEMVE00765, NEMVE01301, NEMVE08506, NEMVE00634, NEMVE19959, NEMVE11803, NEMVE12861, NEMVE07150, NEMVE09618, NEMVE18689, NEMVE00849, NEMVE01021, NEMVE07037, NEMVE08365, NEMVE09611, NEMVE01856, NEMVE01229	TCONS_00008330.p1, TCONS_00036165.p1, TCONS_00045055.p1, TCONS_00045135.p1, TCONS_00045134.p1, TCONS_00045133.p1, TCONS_00056264.p1, TCONS_00056263.p1, TCONS_00056262.p1, TCONS_00055078.p1, TCONS_00056265.p1, TCONS_00045138.p1, TCONS_00044968.p1, TCONS_00045980.p1, TCONS_00044882.p1, TCONS_00044862.p1, TCONS_00037507.p1, TCONS_00037023.p1, TCONS_00033814.p1, TCONS_00053373.p1, TCONS_00046525.p1, TCONS_00022864.p1, TCONS_00036500.p1, TCONS_00049786.p1, TCONS_00049784.p1, TCONS_00020352.p1
OG0000136	NEMVE19251, NEMVE04778	TCONS_00038002.p1
OG0000136	NEMVE21871, NEMVE12116, NEMVE17146, NEMVE19897, NEMVE21999, NEMVE13550, NEMVE21919, NEMVE05559, NEMVE05597, NEMVE22000, NEMVE03184, NEMVE01065, NEMVE22390, NEMVE13986, NEMVE09509, NEMVE09511, NEMVE15908	TCONS_00045043.p1, TCONS_00045042.p1
OG0000137	NEMVE20817, NEMVE18407	TCONS_00046377.p1, TCONS_00046380.p1, TCONS_00046378.p1
OG0000137	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935	TCONS_00001295.p1, TCONS_00048914.p1, TCONS_00045334.p1, TCONS_00008615.p1, TCONS_00007898.p1, TCONS_00008611.p1, TCONS_00046391.p1, TCONS_00046390.p1, TCONS_00026076.p1, TCONS_00027698.p1, TCONS_00000131.p1, TCONS_00023555.p1, TCONS_00023592.p1, TCONS_00023593.p1
OG0000139	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194	TCONS_00035579.p1, TCONS_00035646.p1, TCONS_00056493.p1, TCONS_00056479.p1, TCONS_00056495.p1, TCONS_00056480.p1, TCONS_00056477.p1, TCONS_00056489.p1, TCONS_00018249.p1, TCONS_00056487.p1, TCONS_00056472.p1, TCONS_00010159.p1, TCONS_00010158.p1, TCONS_00010160.p1, TCONS_00007546.p1, TCONS_00007545.p1, TCONS_00029737.p1, TCONS_00029736.p1, TCONS_00029734.p1, TCONS_00048635.p1
OG0000140	NEMVE07291	TCONS_00020333.p1
OG0000142	NEMVE21939	TCONS_00044174.p1
OG0000142	NEMVE21838, NEMVE25141, NEMVE13728	TCONS_00037487.p1, TCONS_00037485.p1
OG0000142	NEMVE18435	TCONS_00020135.p1
OG0000142	NEMVE09154	TCONS_00044173.p1
OG0000144	NEMVE10560	TCONS_00048590.p1, TCONS_00030159.p1, TCONS_00023149.p2
OG0000145	NEMVE16199, NEMVE04738, NEMVE21777, NEMVE21974	TCONS_00024839.p1
OG0000145	NEMVE01527, NEMVE10894	TCONS_00047110.p1, TCONS_00044594.p1, TCONS_00023456.p1, TCONS_00038980.p1, TCONS_00039351.p2, TCONS_00040348.p2, TCONS_00036456.p1, TCONS_00042156.p1, TCONS_00038700.p1, TCONS_00044607.p1, TCONS_00038711.p1, TCONS_00000100.p1, TCONS_00000102.p1, TCONS_00005952.p1, TCONS_00012680.p1, TCONS_00034474.p1
OG0000145	NEMVE10893, NEMVE01087	TCONS_00014264.p1, TCONS_00052919.p1
OG0000146	NEMVE12333, NEMVE07870	TCONS_00046353.p1
OG0000147	NEMVE01930	TCONS_00050037.p1
OG0000147	NEMVE13815	TCONS_00016785.p1
OG0000147	NEMVE14266	TCONS_00014779.p1
OG0000147	NEMVE15010	TCONS_00002531.p1
OG0000147	NEMVE01973	TCONS_00009521.p1
OG0000148	NEMVE23582, NEMVE05630	TCONS_00049717.p1, TCONS_00049713.p1
OG0000149	NEMVE02950, NEMVE00060, NEMVE07321	TCONS_00032530.p1
OG0000149	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954	TCONS_00029992.p1, TCONS_00029991.p1
OG0000151	NEMVE14638	TCONS_00016209.p1
OG0000151	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329	TCONS_00019282.p1
OG0000151	NEMVE23696	TCONS_00015033.p1
OG0000152	NEMVE20086, NEMVE16527, NEMVE16528	TCONS_00009060.p1, TCONS_00052359.p1, TCONS_00052360.p1, TCONS_00028374.p1, TCONS_00032205.p1, TCONS_00050502.p1, TCONS_00035172.p1, TCONS_00037959.p1, TCONS_00035404.p1, TCONS_00030783.p1, TCONS_00034841.p1, TCONS_00011011.p1, TCONS_00032368.p1, TCONS_00003374.p1, TCONS_00052415.p1, TCONS_00011009.p1, TCONS_00044574.p1, TCONS_00035608.p1, TCONS_00041177.p1, TCONS_00022100.p1, TCONS_00021106.p1, TCONS_00037676.p1, TCONS_00047395.p1, TCONS_00050503.p1
OG0000154	NEMVE14154, NEMVE10510	TCONS_00000832.p1, TCONS_00000831.p1
OG0000154	NEMVE09598, NEMVE11530, NEMVE08339, NEMVE07758, NEMVE11447, NEMVE11528, NEMVE08319, NEMVE07741, NEMVE25217, NEMVE12188, NEMVE11531, NEMVE11529, NEMVE11532, NEMVE11533, NEMVE08340, NEMVE08323, NEMVE11982, NEMVE09793, NEMVE05518, NEMVE09789	TCONS_00053669.p1, TCONS_00053668.p1, TCONS_00053624.p1, TCONS_00051508.p1, TCONS_00051510.p1, TCONS_00051509.p2
OG0000155	NEMVE19985, NEMVE14842	TCONS_00044988.p1
OG0000157	NEMVE24250	TCONS_00032491.p1
OG0000157	NEMVE14302	TCONS_00048916.p1
OG0000157	NEMVE22690	TCONS_00008683.p1
OG0000158	NEMVE19203, NEMVE24928	TCONS_00046407.p1
OG0000159	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600	TCONS_00018160.p1, TCONS_00017948.p1
OG0000159	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227	TCONS_00014999.p1
OG0000159	NEMVE08562	TCONS_00052198.p1
OG0000160	NEMVE02932, NEMVE13008, NEMVE08785	TCONS_00049502.p1, TCONS_00049500.p1, TCONS_00049499.p1
OG0000160	NEMVE13435, NEMVE07078, NEMVE05120	TCONS_00030030.p1, TCONS_00030031.p1, TCONS_00030037.p1, TCONS_00030036.p1, TCONS_00018408.p1, TCONS_00018422.p1, TCONS_00018553.p1
OG0000160	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396	TCONS_00029348.p1, TCONS_00004928.p1
OG0000161	NEMVE19314, NEMVE09193	TCONS_00033292.p1
OG0000161	NEMVE09411, NEMVE02492, NEMVE08419, NEMVE03574, NEMVE03133	TCONS_00002799.p1
OG0000161	NEMVE02437, NEMVE02489, NEMVE06589, NEMVE03073	TCONS_00027357.p1
OG0000161	NEMVE12640, NEMVE03567, NEMVE05996, NEMVE02490, NEMVE12054, NEMVE16924, NEMVE02493, NEMVE02418, NEMVE03573, NEMVE03283, NEMVE07466, NEMVE02547, NEMVE06370, NEMVE17438, NEMVE03571, NEMVE11388, NEMVE16734	TCONS_00051706.p1
OG0000163	NEMVE16077, NEMVE20049, NEMVE20746, NEMVE21312, NEMVE20239, NEMVE23284	TCONS_00010553.p1, TCONS_00038291.p1, TCONS_00014243.p1, TCONS_00022593.p1
OG0000163	NEMVE23040, NEMVE12529, NEMVE24450	TCONS_00013883.p1, TCONS_00012644.p1, TCONS_00013888.p1, TCONS_00013889.p1
OG0000163	NEMVE12704, NEMVE13131	TCONS_00019995.p1, TCONS_00019992.p1
OG0000164	NEMVE18535	TCONS_00028348.p1
OG0000165	NEMVE25485, NEMVE18159	TCONS_00027199.p1, TCONS_00027206.p1, TCONS_00027200.p1, TCONS_00027207.p1
OG0000165	NEMVE15213	TCONS_00034847.p1
OG0000166	NEMVE13422, NEMVE21827	TCONS_00044259.p1, TCONS_00007893.p1
OG0000166	NEMVE03435, NEMVE02015, NEMVE05833	TCONS_00056720.p1, TCONS_00000300.p1, TCONS_00044261.p1, TCONS_00044262.p1, TCONS_00044263.p1, TCONS_00044260.p1, TCONS_00004760.p1, TCONS_00036260.p1, TCONS_00017060.p1, TCONS_00035927.p1
OG0000168	NEMVE10579	TCONS_00026213.p1, TCONS_00026214.p1, TCONS_00033109.p1, TCONS_00033084.p1, TCONS_00020176.p1, TCONS_00020179.p1, TCONS_00019314.p1, TCONS_00019413.p1, TCONS_00019288.p1, TCONS_00019111.p1
OG0000168	NEMVE11950, NEMVE10581, NEMVE12729, NEMVE21914, NEMVE11814	TCONS_00054242.p1
OG0000169	NEMVE20740	TCONS_00055516.p1
OG0000169	NEMVE19096	TCONS_00043549.p1
OG0000171	NEMVE02961	TCONS_00004994.p1
OG0000171	NEMVE13315	TCONS_00030867.p1
OG0000172	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433	TCONS_00023066.p1, TCONS_00023061.p1, TCONS_00023098.p1, TCONS_00023099.p1, TCONS_00023063.p1, TCONS_00023102.p1, TCONS_00023065.p1, TCONS_00023100.p1, TCONS_00023068.p1, TCONS_00009964.p1, TCONS_00009965.p1, TCONS_00009961.p1, TCONS_00009963.p1, TCONS_00013069.p1, TCONS_00013072.p1, TCONS_00013073.p1, TCONS_00013070.p1, TCONS_00014221.p1, TCONS_00013074.p1, TCONS_00025615.p1, TCONS_00025613.p1, TCONS_00024033.p1, TCONS_00024038.p1, TCONS_00024032.p1, TCONS_00024039.p1, TCONS_00024041.p1, TCONS_00024027.p1, TCONS_00014614.p1, TCONS_00014615.p1, TCONS_00024026.p1, TCONS_00024025.p1, TCONS_00024040.p1, TCONS_00024030.p1, TCONS_00024029.p1
OG0000173	NEMVE17194	TCONS_00050113.p1, TCONS_00001427.p1
OG0000173	NEMVE14093, NEMVE11931, NEMVE01064, NEMVE10209, NEMVE00927, NEMVE22389	TCONS_00050114.p1
OG0000174	NEMVE06968, NEMVE04933	TCONS_00049340.p1, TCONS_00055928.p1, TCONS_00007699.p1, TCONS_00009494.p1, TCONS_00020943.p1, TCONS_00057228.p1, TCONS_00057227.p1
OG0000174	NEMVE06155	TCONS_00056950.p1, TCONS_00032732.p1, TCONS_00032713.p1, TCONS_00032733.p1
OG0000175	NEMVE08062	TCONS_00017269.p1, TCONS_00017270.p1
OG0000175	NEMVE00450, NEMVE15112	TCONS_00017185.p1
OG0000178	NEMVE02501, NEMVE02145, NEMVE01105, NEMVE02624, NEMVE10319, NEMVE08873	TCONS_00043887.p1, TCONS_00054954.p1, TCONS_00054956.p1, TCONS_00054955.p1, TCONS_00043219.p1, TCONS_00021749.p1, TCONS_00022858.p1, TCONS_00002039.p1, TCONS_00053748.p1, TCONS_00032854.p1, TCONS_00033302.p1, TCONS_00033307.p1, TCONS_00040710.p1, TCONS_00040713.p1, TCONS_00040711.p1, TCONS_00040716.p1, TCONS_00040705.p1, TCONS_00052319.p1, TCONS_00012922.p1, TCONS_00033911.p1, TCONS_00052326.p1, TCONS_00002558.p1, TCONS_00033277.p1, TCONS_00032857.p1, TCONS_00032861.p1, TCONS_00032862.p1, TCONS_00012338.p1, TCONS_00005278.p1, TCONS_00006497.p1, TCONS_00006496.p1, TCONS_00022529.p1, TCONS_00022196.p1, TCONS_00033737.p3, TCONS_00032868.p1, TCONS_00003215.p1, TCONS_00003331.p1
OG0000179	NEMVE18776	TCONS_00029363.p1
OG0000179	NEMVE07348	TCONS_00043115.p1
OG0000179	NEMVE15362	TCONS_00019355.p1
OG0000180	NEMVE02157, NEMVE09778	TCONS_00050794.p1, TCONS_00051385.p1, TCONS_00051384.p1
OG0000181	NEMVE24124	TCONS_00055710.p1
OG0000181	NEMVE23021	TCONS_00049665.p1
OG0000181	NEMVE13840, NEMVE02915	TCONS_00025678.p1
OG0000181	NEMVE13666, NEMVE22609	TCONS_00054994.p1
OG0000182	NEMVE03241, NEMVE17401	TCONS_00037266.p1
OG0000182	NEMVE19657, NEMVE19159, NEMVE17733	TCONS_00007000.p1
OG0000182	NEMVE18793	TCONS_00039398.p1, TCONS_00049851.p1, TCONS_00000096.p1
OG0000183	NEMVE11293	TCONS_00017266.p1
OG0000183	NEMVE10854	TCONS_00040868.p1
OG0000184	NEMVE14657, NEMVE21989	TCONS_00016263.p1, TCONS_00016258.p1, TCONS_00016260.p1, TCONS_00016230.p1, TCONS_00016234.p1, TCONS_00016229.p1, TCONS_00016266.p1, TCONS_00040794.p1, TCONS_00016262.p1
OG0000185	NEMVE22342	TCONS_00056723.p1
OG0000185	NEMVE24028	TCONS_00008087.p1, TCONS_00017446.p1
OG0000186	NEMVE18157	TCONS_00045212.p1, TCONS_00046299.p1
OG0000186	NEMVE14805	TCONS_00021431.p1
OG0000186	NEMVE05720	TCONS_00021410.p1
OG0000186	NEMVE13342	TCONS_00021427.p1
OG0000188	NEMVE06434	TCONS_00048215.p1, TCONS_00022624.p1
OG0000188	NEMVE10334, NEMVE09934	TCONS_00022626.p1
OG0000188	NEMVE25322	TCONS_00028028.p1, TCONS_00018395.p1
OG0000188	NEMVE13624	TCONS_00031463.p1
OG0000188	NEMVE06764	TCONS_00013556.p1, TCONS_00012513.p1, TCONS_00022870.p1
OG0000191	NEMVE17726, NEMVE15352, NEMVE18283	TCONS_00008043.p1, TCONS_00008037.p1, TCONS_00008040.p1
OG0000192	NEMVE05593	TCONS_00053851.p1, TCONS_00052839.p1
OG0000192	NEMVE13792	TCONS_00016580.p1
OG0000192	NEMVE08395	TCONS_00052840.p1
OG0000192	NEMVE04958	TCONS_00007537.p1, TCONS_00007532.p1, TCONS_00051737.p1
OG0000192	NEMVE01940	TCONS_00014353.p1
OG0000193	NEMVE10259, NEMVE11693, NEMVE07643	TCONS_00009428.p1, TCONS_00053376.p1, TCONS_00054353.p1, TCONS_00041560.p1
OG0000194	NEMVE11646, NEMVE08721	TCONS_00054475.p1, TCONS_00054473.p1, TCONS_00054478.p1, TCONS_00054479.p1, TCONS_00022202.p1
OG0000195	NEMVE15098	TCONS_00022853.p1, TCONS_00022924.p1, TCONS_00022472.p1
OG0000196	NEMVE18956, NEMVE18955	TCONS_00050393.p1, TCONS_00035649.p1, TCONS_00037048.p1, TCONS_00022005.p1, TCONS_00005864.p1, TCONS_00034842.p1, TCONS_00038859.p1, TCONS_00051264.p1, TCONS_00035648.p1, TCONS_00035870.p1, TCONS_00023390.p1, TCONS_00034843.p1, TCONS_00014618.p1, TCONS_00008556.p1, TCONS_00033104.p1, TCONS_00036280.p1, TCONS_00008555.p1, TCONS_00020976.p1, TCONS_00024512.p1, TCONS_00014617.p1, TCONS_00051794.p1, TCONS_00030022.p1, TCONS_00057225.p1, TCONS_00038418.p1, TCONS_00032253.p1, TCONS_00034819.p1, TCONS_00033230.p1, TCONS_00004392.p1, TCONS_00009072.p1, TCONS_00035623.p1, TCONS_00035622.p1, TCONS_00054821.p1, TCONS_00009071.p1
OG0000198	NEMVE07729	TCONS_00019064.p1, TCONS_00019951.p1, TCONS_00019952.p1
OG0000198	NEMVE07733, NEMVE07625, NEMVE25321, NEMVE08286	TCONS_00037793.p1, TCONS_00037807.p1, TCONS_00037809.p1, TCONS_00036237.p1
OG0000200	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943	TCONS_00022565.p1, TCONS_00043876.p1, TCONS_00043877.p1, TCONS_00043881.p1, TCONS_00043878.p1, TCONS_00021598.p1
OG0000201	NEMVE09097	TCONS_00006002.p1
OG0000201	NEMVE18189, NEMVE09350	TCONS_00006848.p1
OG0000202	NEMVE18137, NEMVE01256	TCONS_00056826.p1, TCONS_00056864.p1
OG0000203	NEMVE25285	TCONS_00031374.p1
OG0000203	NEMVE01883	TCONS_00018009.p1
OG0000203	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834	TCONS_00051437.p1
OG0000204	NEMVE04586, NEMVE13063	TCONS_00051137.p1
OG0000204	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981	TCONS_00038184.p1
OG0000205	NEMVE09132	TCONS_00011551.p1
OG0000205	NEMVE05941	TCONS_00002780.p1, TCONS_00057261.p1
OG0000205	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573	TCONS_00034971.p1, TCONS_00013738.p1, TCONS_00057258.p1
OG0000206	NEMVE15380, NEMVE22829, NEMVE18059, NEMVE24977, NEMVE24978, NEMVE11639	TCONS_00050457.p1
OG0000206	NEMVE21113, NEMVE16454, NEMVE18477, NEMVE20414, NEMVE19818, NEMVE17868	TCONS_00028561.p1, TCONS_00028562.p1, TCONS_00028563.p1
OG0000207	NEMVE14338, NEMVE18126	TCONS_00008213.p1
OG0000208	NEMVE01513, NEMVE06396	TCONS_00043713.p1, TCONS_00043906.p1, TCONS_00043897.p1, TCONS_00043898.p1, TCONS_00043907.p1, TCONS_00043895.p1, TCONS_00043905.p1, TCONS_00043912.p1, TCONS_00043911.p1, TCONS_00042651.p1, TCONS_00043627.p1, TCONS_00043652.p1, TCONS_00043653.p1, TCONS_00042650.p1, TCONS_00043626.p1, TCONS_00042215.p1, TCONS_00043714.p1, TCONS_00053956.p1, TCONS_00006493.p1, TCONS_00006492.p1, TCONS_00006491.p1
OG0000209	NEMVE04733	TCONS_00019080.p1
OG0000209	NEMVE05512, NEMVE11014	TCONS_00001370.p1
OG0000210	NEMVE14502	TCONS_00052900.p1
OG0000210	NEMVE11654, NEMVE10235	TCONS_00052893.p1
OG0000210	NEMVE04625, NEMVE16029	TCONS_00020245.p1
OG0000210	NEMVE04358, NEMVE23622, NEMVE09755	TCONS_00032506.p1
OG0000210	NEMVE10240, NEMVE03300, NEMVE05624	TCONS_00054361.p1
OG0000210	NEMVE08730	TCONS_00021209.p1
OG0000211	NEMVE13306	TCONS_00040533.p1
OG0000211	NEMVE20025	TCONS_00000780.p1
OG0000211	NEMVE08412	TCONS_00010951.p1
OG0000211	NEMVE13225	TCONS_00028192.p1
OG0000211	NEMVE22330, NEMVE12945	TCONS_00028766.p1
OG0000211	NEMVE10733	TCONS_00029746.p1
OG0000214	NEMVE19275	TCONS_00018886.p1, TCONS_00056061.p1, TCONS_00037111.p1, TCONS_00037124.p1, TCONS_00000109.p1, TCONS_00044640.p1
OG0000214	NEMVE18074, NEMVE19863, NEMVE25733	TCONS_00030682.p1, TCONS_00018887.p1, TCONS_00027709.p1, TCONS_00009417.p1, TCONS_00056062.p1, TCONS_00045606.p2, TCONS_00038487.p1, TCONS_00013733.p1, TCONS_00053598.p1, TCONS_00037302.p1, TCONS_00056067.p1, TCONS_00027850.p1, TCONS_00027760.p1, TCONS_00031936.p1, TCONS_00004542.p1, TCONS_00016829.p1, TCONS_00041835.p1, TCONS_00053994.p1, TCONS_00027761.p1, TCONS_00019779.p1, TCONS_00055032.p2, TCONS_00033412.p1, TCONS_00043612.p1, TCONS_00004338.p1, TCONS_00053604.p1, TCONS_00009413.p1, TCONS_00004512.p1, TCONS_00043941.p1, TCONS_00002182.p1, TCONS_00031500.p1, TCONS_00033271.p1, TCONS_00000773.p1, TCONS_00005774.p1, TCONS_00044670.p1, TCONS_00033270.p1, TCONS_00031499.p1, TCONS_00002020.p1, TCONS_00045879.p1, TCONS_00032656.p1, TCONS_00029882.p1, TCONS_00032036.p1, TCONS_00021486.p1, TCONS_00043045.p1, TCONS_00009394.p1, TCONS_00044739.p1, TCONS_00038915.p1, TCONS_00045701.p1, TCONS_00033413.p1, TCONS_00032178.p1, TCONS_00037112.p1, TCONS_00003299.p1, TCONS_00021487.p1, TCONS_00030187.p1, TCONS_00053577.p1, TCONS_00012477.p1
OG0000215	NEMVE19943	TCONS_00056058.p1, TCONS_00057218.p1
OG0000215	NEMVE04743, NEMVE04797, NEMVE13107, NEMVE04974, NEMVE15330, NEMVE04914, NEMVE14567, NEMVE13500	TCONS_00010659.p1, TCONS_00010655.p1, TCONS_00036157.p1, TCONS_00036161.p1, TCONS_00036163.p1, TCONS_00036158.p1, TCONS_00036162.p1, TCONS_00013631.p1, TCONS_00013633.p1, TCONS_00013629.p1, TCONS_00013628.p1, TCONS_00013634.p1, TCONS_00013637.p1, TCONS_00013630.p1, TCONS_00027345.p1
OG0000216	NEMVE23655	TCONS_00014115.p1, TCONS_00014116.p1, TCONS_00056095.p1
OG0000218	NEMVE06667, NEMVE11926	TCONS_00020361.p1, TCONS_00020359.p1, TCONS_00020360.p1
OG0000218	NEMVE02677	TCONS_00031236.p1, TCONS_00030350.p1, TCONS_00008329.p1, TCONS_00031233.p1, TCONS_00005607.p1, TCONS_00005606.p1, TCONS_00020097.p1, TCONS_00002827.p1
OG0000219	NEMVE04554, NEMVE04602	TCONS_00032554.p1, TCONS_00032553.p1, TCONS_00032555.p1, TCONS_00032570.p1, TCONS_00019208.p1, TCONS_00018923.p1, TCONS_00020158.p1, TCONS_00020153.p1, TCONS_00020325.p1, TCONS_00020155.p1, TCONS_00019079.p1, TCONS_00019086.p1, TCONS_00019073.p1, TCONS_00019074.p1, TCONS_00039152.p1, TCONS_00039101.p1, TCONS_00039119.p1
OG0000220	NEMVE15160	TCONS_00031224.p1
