Orthogroup	NEMVE	STRPU_ok
OG0000263	NEMVE02731	STRPU_11794, STRPU_11796, STRPU_24741, STRPU_11795, STRPU_25015, STRPU_10074, STRPU_10138, STRPU_05685, STRPU_04982, STRPU_11410, STRPU_05097, STRPU_05176, STRPU_05500, STRPU_05502, STRPU_05501, STRPU_05503, STRPU_04915, STRPU_05896
OG0000264	NEMVE10077, NEMVE10418, NEMVE03326	STRPU_15247
OG0000265	NEMVE16690	STRPU_19907
OG0000265	NEMVE00125, NEMVE14956	STRPU_01912, STRPU_22756
OG0000268	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005	STRPU_01486, STRPU_13761, STRPU_01485, STRPU_13763, STRPU_13180, STRPU_02572, STRPU_13128, STRPU_13291, STRPU_13298, STRPU_01482, STRPU_13766
OG0000269	NEMVE22828, NEMVE15262	STRPU_21980, STRPU_21982, STRPU_21981, STRPU_23724, STRPU_23726, STRPU_23727, STRPU_01935, STRPU_22776, STRPU_22775, STRPU_01934, STRPU_23240
OG0000270	NEMVE13349	STRPU_21835
OG0000270	NEMVE06642	STRPU_17089, STRPU_21143
OG0000271	NEMVE05862, NEMVE11681, NEMVE05959, NEMVE04791, NEMVE09635	STRPU_13269, STRPU_19512, STRPU_13270, STRPU_13735, STRPU_13553
OG0000272	NEMVE13586	STRPU_17961
OG0000273	NEMVE15051	STRPU_15406
OG0000273	NEMVE12092, NEMVE06102	STRPU_24051, STRPU_02609, STRPU_24050, STRPU_02610
OG0000275	NEMVE10649	STRPU_04166, STRPU_21415
OG0000275	NEMVE09175	STRPU_25903
OG0000275	NEMVE23270	STRPU_04542, STRPU_04524
OG0000276	NEMVE11159	STRPU_24105, STRPU_24107, STRPU_24106, STRPU_24108
OG0000276	NEMVE03444, NEMVE05577, NEMVE02978, NEMVE07784, NEMVE02398, NEMVE02390	STRPU_04892
OG0000277	NEMVE07555	STRPU_02244, STRPU_15555
OG0000277	NEMVE05309	STRPU_04283
OG0000278	NEMVE19249	STRPU_27259, STRPU_27277
OG0000278	NEMVE11833	STRPU_03004
OG0000278	NEMVE13169	STRPU_20692
OG0000280	NEMVE13585, NEMVE24119, NEMVE14846	STRPU_26995
OG0000280	NEMVE10582, NEMVE06959	STRPU_20400
OG0000280	NEMVE14600	STRPU_26641
OG0000281	NEMVE05496, NEMVE09742	STRPU_25743, STRPU_25744
OG0000281	NEMVE11485, NEMVE06109	STRPU_04322, STRPU_04292
OG0000282	NEMVE06711, NEMVE06725	STRPU_01499, STRPU_13749
OG0000282	NEMVE09000	STRPU_09980, STRPU_09957
OG0000282	NEMVE07044	STRPU_09543
OG0000282	NEMVE08997	STRPU_09417
OG0000284	NEMVE09228	STRPU_20352, STRPU_21046, STRPU_21045, STRPU_20354
OG0000285	NEMVE19602, NEMVE11907, NEMVE11739, NEMVE08849, NEMVE10565, NEMVE19215	STRPU_05159
OG0000285	NEMVE22794	STRPU_05080, STRPU_05158, STRPU_04963, STRPU_05775, STRPU_05157, STRPU_05079
OG0000286	NEMVE17190	STRPU_00107
OG0000287	NEMVE06826	STRPU_20022
OG0000288	NEMVE01052	STRPU_24377
OG0000289	NEMVE22048, NEMVE20877	STRPU_18786, STRPU_18677, STRPU_12560
OG0000291	NEMVE17638	STRPU_10223
OG0000292	NEMVE25000	STRPU_03812, STRPU_03811, STRPU_19614, STRPU_07051, STRPU_24772, STRPU_20481, STRPU_27061, STRPU_17880, STRPU_17344, STRPU_17362, STRPU_03810, STRPU_03827
OG0000293	NEMVE09277	STRPU_25937, STRPU_25893, STRPU_25892, STRPU_25945, STRPU_09159, STRPU_09161, STRPU_04791, STRPU_13542, STRPU_08662
OG0000295	NEMVE02959	STRPU_26615
OG0000295	NEMVE13612	STRPU_08402
OG0000296	NEMVE20398	STRPU_15374
OG0000296	NEMVE07167	STRPU_19564
OG0000296	NEMVE06937	STRPU_21796
OG0000296	NEMVE07171, NEMVE01953	STRPU_26478, STRPU_26480, STRPU_26468, STRPU_26474, STRPU_26490, STRPU_26471
OG0000296	NEMVE05527	STRPU_25535
OG0000297	NEMVE08136, NEMVE08886	STRPU_13522, STRPU_19416, STRPU_06689, STRPU_08803, STRPU_11660, STRPU_02095, STRPU_09123, STRPU_08680
OG0000298	NEMVE13191, NEMVE05181	STRPU_03245, STRPU_03282, STRPU_04034, STRPU_11700, STRPU_06763, STRPU_06775, STRPU_11729, STRPU_12014
OG0000301	NEMVE22595, NEMVE01755, NEMVE07457, NEMVE17084, NEMVE16876, NEMVE14009	STRPU_04835
OG0000301	NEMVE13830	STRPU_04444, STRPU_04445
OG0000301	NEMVE07722	STRPU_10372, STRPU_04579
OG0000302	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703	STRPU_22541
OG0000302	NEMVE15372, NEMVE22930, NEMVE22931, NEMVE23839, NEMVE16578, NEMVE18010	STRPU_20033
OG0000303	NEMVE00764, NEMVE09168	STRPU_01752, STRPU_16777, STRPU_06242, STRPU_17916, STRPU_17925, STRPU_04763
OG0000305	NEMVE13195	STRPU_23290
OG0000305	NEMVE14852	STRPU_21971
OG0000305	NEMVE22819	STRPU_22779, STRPU_01937
OG0000306	NEMVE17887, NEMVE12646	STRPU_04181
OG0000307	NEMVE17300	STRPU_23347, STRPU_23348
OG0000307	NEMVE07755	STRPU_21784, STRPU_21608
OG0000307	NEMVE05619, NEMVE23281	STRPU_22032, STRPU_23434, STRPU_01003
OG0000308	NEMVE04922	STRPU_13191, STRPU_13968
OG0000308	NEMVE08666	STRPU_24752, STRPU_08810
OG0000308	NEMVE14481, NEMVE22536	STRPU_25229
OG0000310	NEMVE21881, NEMVE10980	STRPU_25676, STRPU_25769, STRPU_25768, STRPU_25786, STRPU_25767, STRPU_25785
OG0000310	NEMVE15268	STRPU_08819, STRPU_08721, STRPU_01455, STRPU_19424, STRPU_19517
OG0000312	NEMVE09939	STRPU_26934
OG0000312	NEMVE17449	STRPU_06464
OG0000312	NEMVE14828	STRPU_05481
OG0000313	NEMVE22122	STRPU_05794
OG0000313	NEMVE21924	STRPU_10597
OG0000313	NEMVE19582	STRPU_23132
OG0000314	NEMVE12383	STRPU_05385
OG0000315	NEMVE02785	STRPU_14641
OG0000315	NEMVE14926, NEMVE12015	STRPU_00855, STRPU_14065
OG0000315	NEMVE07786	STRPU_23166
OG0000316	NEMVE08746	STRPU_04688
OG0000316	NEMVE01734	STRPU_27381
OG0000317	NEMVE21983	STRPU_19997
OG0000317	NEMVE08727, NEMVE14298, NEMVE21499, NEMVE17462	STRPU_25286
OG0000317	NEMVE15696, NEMVE05454, NEMVE21780, NEMVE20889	STRPU_07276, STRPU_07292
OG0000319	NEMVE03426, NEMVE08121	STRPU_07205
OG0000319	NEMVE00937	STRPU_16775, STRPU_01745
OG0000320	NEMVE16325	STRPU_27116
OG0000321	NEMVE02272	STRPU_18694
OG0000321	NEMVE06455	STRPU_05283
OG0000321	NEMVE07991, NEMVE09403, NEMVE01701, NEMVE09405	STRPU_06234
OG0000322	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047	STRPU_04953, STRPU_04955, STRPU_05710, STRPU_18148, STRPU_05731, STRPU_07690, STRPU_20644, STRPU_20642, STRPU_07689, STRPU_07702
OG0000323	NEMVE13071	STRPU_16538, STRPU_16558
OG0000323	NEMVE14851	STRPU_23717
OG0000325	NEMVE06503, NEMVE02181, NEMVE05508	STRPU_02606, STRPU_24055, STRPU_24053, STRPU_24056, STRPU_02607, STRPU_24052, STRPU_02608, STRPU_24059, STRPU_02603, STRPU_19931, STRPU_02596, STRPU_19929, STRPU_19930, STRPU_02597, STRPU_02598, STRPU_19928, STRPU_02599, STRPU_08106, STRPU_08104, STRPU_08118, STRPU_08103, STRPU_08120, STRPU_08119, STRPU_08107, STRPU_08105, STRPU_09355, STRPU_09356
OG0000326	NEMVE13638	STRPU_10867, STRPU_10847
OG0000328	NEMVE25628	STRPU_09472
OG0000328	NEMVE17398	STRPU_00813, STRPU_25547
OG0000330	NEMVE09775	STRPU_06826, STRPU_20452, STRPU_08264, STRPU_08262, STRPU_08269, STRPU_01103, STRPU_24195, STRPU_24194, STRPU_05779, STRPU_24124, STRPU_06559, STRPU_06540, STRPU_24117, STRPU_24113, STRPU_06557, STRPU_24121, STRPU_24092, STRPU_06558, STRPU_06541
OG0000335	NEMVE21929	STRPU_25854
OG0000338	NEMVE23189	STRPU_02251, STRPU_15548
OG0000338	NEMVE10431	STRPU_15357
OG0000338	NEMVE14053	STRPU_26051
OG0000339	NEMVE11322, NEMVE01443	STRPU_25795, STRPU_25777, STRPU_25782, STRPU_25800, STRPU_25779, STRPU_25781, STRPU_25803, STRPU_25817, STRPU_25811, STRPU_25778, STRPU_25797, STRPU_25815, STRPU_25802, STRPU_25799, STRPU_17596, STRPU_17598, STRPU_17599, STRPU_09857, STRPU_25818, STRPU_25804, STRPU_25814, STRPU_25801, STRPU_14998, STRPU_25780, STRPU_08178, STRPU_25807, STRPU_25805, STRPU_25819, STRPU_25784, STRPU_25808, STRPU_25810, STRPU_25816, STRPU_25783
OG0000340	NEMVE22951, NEMVE00768	STRPU_25080
OG0000340	NEMVE10088	STRPU_08524, STRPU_08246
OG0000341	NEMVE08913	STRPU_07163
OG0000343	NEMVE10285	STRPU_17122, STRPU_17107
OG0000344	NEMVE09427	STRPU_02479, STRPU_15100
OG0000345	NEMVE05810	STRPU_04681
OG0000345	NEMVE00031, NEMVE06094, NEMVE05822, NEMVE13377, NEMVE23409	STRPU_04121
OG0000346	NEMVE19109, NEMVE01220, NEMVE15032, NEMVE02371, NEMVE00418, NEMVE11755, NEMVE11756, NEMVE03513	STRPU_05839
OG0000348	NEMVE17510, NEMVE23576	STRPU_19985, STRPU_24171, STRPU_07726, STRPU_15623, STRPU_15342, STRPU_00735, STRPU_13701, STRPU_27166, STRPU_22409, STRPU_23069, STRPU_06166, STRPU_16139, STRPU_08267, STRPU_17549, STRPU_23114, STRPU_00205, STRPU_01820, STRPU_25700, STRPU_08696, STRPU_15624, STRPU_04492, STRPU_13700, STRPU_09577, STRPU_08693
OG0000350	NEMVE05817	STRPU_01096, STRPU_24203
OG0000350	NEMVE13780	STRPU_21631
OG0000352	NEMVE06598	STRPU_18690
OG0000352	NEMVE05333	STRPU_16144, STRPU_16137
OG0000352	NEMVE08174	STRPU_07149
OG0000352	NEMVE09599	STRPU_16650, STRPU_16649
OG0000353	NEMVE06098	STRPU_04265
OG0000356	NEMVE11083, NEMVE11082	STRPU_22510, STRPU_22515, STRPU_22514, STRPU_22513
OG0000356	NEMVE11501	STRPU_04112
OG0000357	NEMVE24307	STRPU_14591
OG0000357	NEMVE08179	STRPU_23598
OG0000358	NEMVE21582	STRPU_12012, STRPU_11961, STRPU_01622, STRPU_11960, STRPU_01621, STRPU_12011
OG0000358	NEMVE08090	STRPU_12205
OG0000358	NEMVE04980	STRPU_11811
OG0000358	NEMVE13509	STRPU_06142
OG0000359	NEMVE05129	STRPU_09098, STRPU_02069
OG0000360	NEMVE04676	STRPU_05700
OG0000360	NEMVE04667	STRPU_23802
OG0000363	NEMVE13781	STRPU_20959
OG0000363	NEMVE02006	STRPU_22858, STRPU_22857
OG0000363	NEMVE17010	STRPU_14845, STRPU_14865
OG0000365	NEMVE19775, NEMVE15125	STRPU_19090
OG0000366	NEMVE18190	STRPU_24661, STRPU_03717, STRPU_24749, STRPU_09043, STRPU_22656, STRPU_20312, STRPU_01655
OG0000367	NEMVE15237	STRPU_22294
OG0000370	NEMVE09119	STRPU_21267, STRPU_21264
OG0000370	NEMVE06596, NEMVE06566, NEMVE06577, NEMVE05705, NEMVE05709, NEMVE05688, NEMVE11919, NEMVE02659, NEMVE02820, NEMVE02281, NEMVE05702, NEMVE11920, NEMVE10279, NEMVE12829, NEMVE11559, NEMVE07934, NEMVE11541, NEMVE06941, NEMVE03884, NEMVE08611	STRPU_10359, STRPU_10360, STRPU_10492, STRPU_10505, STRPU_10501, STRPU_10502, STRPU_10499, STRPU_10500, STRPU_09971, STRPU_09948, STRPU_10504, STRPU_10498
OG0000370	NEMVE05339, NEMVE03215, NEMVE11269, NEMVE03683	STRPU_00188
OG0000371	NEMVE17932, NEMVE01163, NEMVE14930	STRPU_23761, STRPU_23760
OG0000372	NEMVE15104	STRPU_20297
OG0000372	NEMVE21923	STRPU_16741, STRPU_01713
OG0000372	NEMVE13274	STRPU_05141, STRPU_05066
OG0000372	NEMVE13664	STRPU_15694
OG0000373	NEMVE23724	STRPU_15389
OG0000373	NEMVE07978	STRPU_08202
OG0000374	NEMVE11428	STRPU_24137
OG0000374	NEMVE13611	STRPU_04885
OG0000374	NEMVE14343	STRPU_01884, STRPU_25198
OG0000375	NEMVE08516, NEMVE22003	STRPU_08233, STRPU_07156
OG0000378	NEMVE10276	STRPU_18015
OG0000378	NEMVE03549	STRPU_03384
OG0000379	NEMVE21880, NEMVE24618	STRPU_14744
OG0000379	NEMVE08922	STRPU_08185, STRPU_08635, STRPU_08073
OG0000381	NEMVE10219, NEMVE24338, NEMVE23641	STRPU_22672, STRPU_21907, STRPU_21590, STRPU_16331, STRPU_16308, STRPU_16304, STRPU_12013, STRPU_19555, STRPU_06706
OG0000382	NEMVE20053, NEMVE25792	STRPU_19562
OG0000382	NEMVE14766	STRPU_22986
OG0000384	NEMVE19650	STRPU_09778
OG0000384	NEMVE14575	STRPU_23403, STRPU_01036
OG0000384	NEMVE08147	STRPU_04040, STRPU_04038
OG0000385	NEMVE19068	STRPU_13347
OG0000385	NEMVE04910	STRPU_11130, STRPU_11105
OG0000386	NEMVE16157, NEMVE00367, NEMVE01134, NEMVE02065, NEMVE18127, NEMVE15594	STRPU_12906, STRPU_00933, STRPU_08888, STRPU_13734, STRPU_00648, STRPU_23062, STRPU_22225, STRPU_06498, STRPU_14815
OG0000389	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303	STRPU_04611, STRPU_04125
OG0000390	NEMVE23581, NEMVE23578, NEMVE22614, NEMVE14022, NEMVE09738, NEMVE25288, NEMVE14507, NEMVE16755	STRPU_14892, STRPU_15069, STRPU_15070, STRPU_15067, STRPU_15284, STRPU_14788, STRPU_18623, STRPU_08567, STRPU_08568, STRPU_14895, STRPU_14894, STRPU_14896
OG0000392	NEMVE07781	STRPU_19132
OG0000393	NEMVE10034	STRPU_17898, STRPU_17427, STRPU_17899, STRPU_17900, STRPU_25376
OG0000393	NEMVE23058	STRPU_01522, STRPU_09438
OG0000393	NEMVE10184	STRPU_26326
OG0000394	NEMVE17446, NEMVE15620, NEMVE15428	STRPU_18120, STRPU_17674, STRPU_17679, STRPU_25320
OG0000395	NEMVE11003, NEMVE10074	STRPU_01700, STRPU_02664
OG0000397	NEMVE01578	STRPU_10143, STRPU_10081
OG0000399	NEMVE08302	STRPU_20860, STRPU_20896
OG0000399	NEMVE13243	STRPU_07796
OG0000399	NEMVE13654	STRPU_11457, STRPU_23097
OG0000400	NEMVE03765	STRPU_18035
OG0000400	NEMVE06853, NEMVE24198	STRPU_16345, STRPU_16374
OG0000401	NEMVE22826	STRPU_14949, STRPU_14979, STRPU_13184
OG0000402	NEMVE08796, NEMVE12680	STRPU_09420, STRPU_01539
OG0000402	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421	STRPU_26119, STRPU_26105, STRPU_26104, STRPU_26118
OG0000403	NEMVE25868	STRPU_17049, STRPU_17068, STRPU_17241, STRPU_17239
OG0000404	NEMVE07548	STRPU_19097
OG0000404	NEMVE11475, NEMVE01435	STRPU_18719
OG0000404	NEMVE02369	STRPU_18842
OG0000405	NEMVE13877	STRPU_27356
OG0000409	NEMVE00946	STRPU_22634, STRPU_22593
OG0000409	NEMVE13902	STRPU_09794, STRPU_09789
OG0000410	NEMVE16822, NEMVE22138	STRPU_14218, STRPU_25139, STRPU_16035, STRPU_16038, STRPU_16031
OG0000411	NEMVE17743, NEMVE08444	STRPU_16984
OG0000411	NEMVE15903	STRPU_15941, STRPU_00503
OG0000412	NEMVE12461, NEMVE13451, NEMVE16451, NEMVE06524, NEMVE00046	STRPU_04141, STRPU_20062
OG0000413	NEMVE05971	STRPU_21399
OG0000413	NEMVE18974	STRPU_06626
OG0000415	NEMVE02035, NEMVE12523, NEMVE06692	STRPU_05911, STRPU_11556, STRPU_11555, STRPU_11557, STRPU_01253, STRPU_12042
OG0000416	NEMVE25332	STRPU_20196
OG0000418	NEMVE18954	STRPU_00460, STRPU_20429, STRPU_26574, STRPU_16311, STRPU_10410
OG0000419	NEMVE04862	STRPU_14681
OG0000420	NEMVE13892, NEMVE00087	STRPU_10246, STRPU_10247, STRPU_10244
OG0000422	NEMVE02846	STRPU_07102
OG0000423	NEMVE14346	STRPU_12670, STRPU_12669, STRPU_12672, STRPU_13863, STRPU_13865, STRPU_13876, STRPU_13846, STRPU_13862, STRPU_13860, STRPU_13840, STRPU_22974, STRPU_12673, STRPU_13474, STRPU_14025
OG0000424	NEMVE13993, NEMVE20112, NEMVE07389	STRPU_11870
OG0000424	NEMVE14806, NEMVE19359, NEMVE13676	STRPU_04472, STRPU_04471
OG0000425	NEMVE09242	STRPU_20951
OG0000425	NEMVE01586	STRPU_02711
OG0000426	NEMVE05016	STRPU_09853
OG0000426	NEMVE09058	STRPU_00627
OG0000427	NEMVE19474	STRPU_12503, STRPU_00637
OG0000427	NEMVE10410, NEMVE10716	STRPU_11390
OG0000429	NEMVE13930, NEMVE22433	STRPU_23154
OG0000430	NEMVE22397, NEMVE14198, NEMVE14199, NEMVE22695, NEMVE12595, NEMVE14935	STRPU_12372, STRPU_12374
OG0000432	NEMVE00377, NEMVE08466	STRPU_22651
OG0000432	NEMVE00790, NEMVE15791	STRPU_22624
OG0000433	NEMVE05274	STRPU_08440
OG0000433	NEMVE25882, NEMVE19705	STRPU_17895
OG0000434	NEMVE23107, NEMVE01233, NEMVE09499, NEMVE05105	STRPU_07317, STRPU_15085, STRPU_14398, STRPU_14396, STRPU_14395, STRPU_14557, STRPU_14249
OG0000435	NEMVE18620	STRPU_24868, STRPU_24869
OG0000435	NEMVE24017	STRPU_22156
OG0000436	NEMVE06326	STRPU_23785
OG0000440	NEMVE13462	STRPU_12206
OG0000441	NEMVE08408	STRPU_08090
OG0000442	NEMVE15081, NEMVE00053	STRPU_06501
OG0000442	NEMVE13826	STRPU_17294
OG0000442	NEMVE15124	STRPU_16903
OG0000443	NEMVE03493	STRPU_13819
OG0000443	NEMVE10812	STRPU_27362
OG0000444	NEMVE14919	STRPU_12350
OG0000444	NEMVE13025, NEMVE11937, NEMVE06859	STRPU_12803
OG0000445	NEMVE14650	STRPU_26060, STRPU_17672
OG0000446	NEMVE22464	STRPU_24898
OG0000446	NEMVE13778, NEMVE12791	STRPU_01634, STRPU_11972
OG0000446	NEMVE14089	STRPU_24006
OG0000447	NEMVE16106	STRPU_05018
OG0000449	NEMVE02606, NEMVE12425	STRPU_03430
OG0000450	NEMVE22423	STRPU_14805
OG0000452	NEMVE13251, NEMVE21957	STRPU_14441, STRPU_14459, STRPU_25045, STRPU_25044, STRPU_10299, STRPU_14440
OG0000453	NEMVE19312	STRPU_11780, STRPU_11765, STRPU_11767, STRPU_11764
OG0000454	NEMVE05253	STRPU_26357
OG0000456	NEMVE21265, NEMVE06606	STRPU_02653, STRPU_01238, STRPU_01337, STRPU_11610, STRPU_27243
OG0000457	NEMVE25790, NEMVE25134	STRPU_24815
OG0000458	NEMVE08200, NEMVE08773	STRPU_07041
OG0000459	NEMVE01634, NEMVE22834	STRPU_13769, STRPU_13771, STRPU_13770, STRPU_13271, STRPU_17503, STRPU_13880, STRPU_13872, STRPU_13841, STRPU_13861, STRPU_13458, STRPU_13459
OG0000461	NEMVE16015, NEMVE02669	STRPU_22427
OG0000461	NEMVE01791	STRPU_14492
OG0000463	NEMVE04814	STRPU_13114, STRPU_13087
OG0000463	NEMVE06995	STRPU_24320
OG0000463	NEMVE21255, NEMVE25382, NEMVE25677	STRPU_27309
OG0000465	NEMVE13428	STRPU_07200
OG0000465	NEMVE08874	STRPU_10953, STRPU_10955
OG0000465	NEMVE08871, NEMVE01909	STRPU_10481, STRPU_10476, STRPU_10489, STRPU_10490, STRPU_10487, STRPU_10483, STRPU_10488, STRPU_10477, STRPU_10482, STRPU_19255, STRPU_19253, STRPU_19252, STRPU_04744, STRPU_04742, STRPU_11381, STRPU_10951, STRPU_11380, STRPU_11379, STRPU_11375, STRPU_10828
OG0000467	NEMVE14048	STRPU_23158
OG0000468	NEMVE13616	STRPU_05357, STRPU_15078
OG0000469	NEMVE09305	STRPU_23215, STRPU_23221
OG0000469	NEMVE19141, NEMVE03029, NEMVE11884, NEMVE14640	STRPU_26522
OG0000470	NEMVE21967	STRPU_21506
OG0000471	NEMVE05341, NEMVE24949	STRPU_05358
OG0000472	NEMVE20356, NEMVE23755, NEMVE16025, NEMVE01070, NEMVE13924	STRPU_04400, STRPU_14561, STRPU_10557
OG0000473	NEMVE16803, NEMVE13559, NEMVE05998, NEMVE06741	STRPU_11774, STRPU_11776, STRPU_11775, STRPU_11770, STRPU_11769, STRPU_12358, STRPU_12355, STRPU_12357, STRPU_12356, STRPU_07336, STRPU_07334, STRPU_07339, STRPU_07343, STRPU_12220, STRPU_07338, STRPU_07341, STRPU_00699, STRPU_07857, STRPU_07858, STRPU_09283, STRPU_01281, STRPU_18224, STRPU_24862, STRPU_26869, STRPU_26868
OG0000474	NEMVE14315, NEMVE13253, NEMVE13254	STRPU_23394
OG0000475	NEMVE01730	STRPU_25082
OG0000475	NEMVE06628	STRPU_25084
OG0000476	NEMVE26012, NEMVE14062	STRPU_20170
OG0000476	NEMVE18829	STRPU_19628, STRPU_19687
OG0000477	NEMVE06227, NEMVE19028, NEMVE02504	STRPU_15536, STRPU_14774, STRPU_02549
OG0000478	NEMVE07361, NEMVE10350	STRPU_01166, STRPU_18289, STRPU_22730, STRPU_00714
OG0000479	NEMVE08501	STRPU_17435
OG0000479	NEMVE01571	STRPU_14315
OG0000480	NEMVE15945, NEMVE13632, NEMVE03415	STRPU_11203, STRPU_11000, STRPU_00339, STRPU_11321, STRPU_00362, STRPU_11025
OG0000481	NEMVE14291	STRPU_14885
OG0000481	NEMVE08558, NEMVE19919	STRPU_19958, STRPU_01189
OG0000481	NEMVE15147	STRPU_04460
OG0000482	NEMVE07212	STRPU_20466
OG0000484	NEMVE01977	STRPU_19234
OG0000485	NEMVE22788, NEMVE13734, NEMVE13331	STRPU_13289, STRPU_13296
OG0000485	NEMVE07747, NEMVE13855, NEMVE20860, NEMVE14808	STRPU_03873
OG0000487	NEMVE15441	STRPU_21236
OG0000489	NEMVE07011	STRPU_00884
OG0000490	NEMVE10885, NEMVE01389, NEMVE17356	STRPU_19396, STRPU_19397
OG0000491	NEMVE02605	STRPU_04966
OG0000494	NEMVE07299, NEMVE07527	STRPU_15055, STRPU_15147, STRPU_02528
OG0000495	NEMVE08235, NEMVE12792, NEMVE20582, NEMVE17007, NEMVE13773, NEMVE00109	STRPU_05984, STRPU_14646
OG0000496	NEMVE01918	STRPU_01872, STRPU_25187, STRPU_25443
OG0000497	NEMVE08101	STRPU_14149, STRPU_14171
OG0000497	NEMVE01201	STRPU_19651, STRPU_19670
OG0000498	NEMVE24427	STRPU_25913
OG0000502	NEMVE03585	STRPU_00355, STRPU_11010, STRPU_00349, STRPU_11177, STRPU_11017, STRPU_11016, STRPU_21009
OG0000502	NEMVE25454, NEMVE16833, NEMVE23878, NEMVE15578, NEMVE18694, NEMVE08508	STRPU_02326, STRPU_11768, STRPU_11459
OG0000503	NEMVE05391, NEMVE14143	STRPU_12805, STRPU_12804
OG0000503	NEMVE04604	STRPU_19380
OG0000504	NEMVE04971	STRPU_13814
OG0000504	NEMVE09966	STRPU_26516
OG0000505	NEMVE01165	STRPU_21978
OG0000508	NEMVE05943	STRPU_13773
OG0000508	NEMVE14310	STRPU_22049
OG0000510	NEMVE20557, NEMVE22375	STRPU_20272, STRPU_20279, STRPU_20192, STRPU_23102
OG0000511	NEMVE02376	STRPU_10354
OG0000513	NEMVE10614	STRPU_04474, STRPU_04475
OG0000514	NEMVE02331	STRPU_08933
OG0000515	NEMVE15353, NEMVE06339, NEMVE00211	STRPU_19518, STRPU_19526, STRPU_19523, STRPU_19522, STRPU_19524, STRPU_19525, STRPU_19751, STRPU_19749, STRPU_06347, STRPU_26585, STRPU_26583, STRPU_19521
OG0000519	NEMVE08236, NEMVE08233	STRPU_14240, STRPU_14241, STRPU_14510, STRPU_14504, STRPU_14502, STRPU_14501, STRPU_14500, STRPU_14509, STRPU_14503, STRPU_14505, STRPU_14497, STRPU_14232, STRPU_14226, STRPU_14228, STRPU_14235, STRPU_02530, STRPU_15149
OG0000520	NEMVE02355	STRPU_15354
OG0000520	NEMVE15120, NEMVE15641	STRPU_02843, STRPU_02884, STRPU_02842
OG0000521	NEMVE09570	STRPU_08500
OG0000521	NEMVE23333	STRPU_20675
OG0000523	NEMVE14414	STRPU_24945, STRPU_24944
OG0000524	NEMVE05824, NEMVE20629	STRPU_04273
OG0000525	NEMVE09218	STRPU_19423
OG0000525	NEMVE09107	STRPU_08644
OG0000526	NEMVE02137	STRPU_05063, STRPU_05136, STRPU_20230, STRPU_20229, STRPU_19766, STRPU_05140, STRPU_05065, STRPU_05139, STRPU_05064
OG0000528	NEMVE01984	STRPU_10713
OG0000528	NEMVE00929	STRPU_21360
OG0000529	NEMVE16403	STRPU_19440
OG0000529	NEMVE03332	STRPU_00345, STRPU_11005
OG0000530	NEMVE06599	STRPU_19193
OG0000531	NEMVE01413	STRPU_08418
OG0000532	NEMVE20756, NEMVE25016	STRPU_21297, STRPU_21298, STRPU_20648, STRPU_20646, STRPU_20647
OG0000533	NEMVE02550, NEMVE25584, NEMVE19189, NEMVE19190, NEMVE15699, NEMVE23813	STRPU_16980, STRPU_17000, STRPU_17001
OG0000533	NEMVE05457, NEMVE10527	STRPU_08388, STRPU_08401, STRPU_08400, STRPU_08392, STRPU_08397, STRPU_08394, STRPU_08389, STRPU_08387, STRPU_08396, STRPU_08391, STRPU_08398, STRPU_08390, STRPU_08395
OG0000535	NEMVE02217, NEMVE22814, NEMVE02030	STRPU_26923, STRPU_07113, STRPU_00139, STRPU_22164, STRPU_22159
OG0000536	NEMVE08621, NEMVE14814	STRPU_22972, STRPU_23973, STRPU_23949, STRPU_23210, STRPU_23751, STRPU_23209, STRPU_22732, STRPU_22582, STRPU_22573, STRPU_22575, STRPU_22572, STRPU_22583, STRPU_22574
OG0000537	NEMVE10025, NEMVE12209, NEMVE20117, NEMVE01223	STRPU_06545, STRPU_06553
OG0000537	NEMVE10023	STRPU_06546
OG0000538	NEMVE04777	STRPU_13554
OG0000542	NEMVE06432	STRPU_05583, STRPU_05643
OG0000542	NEMVE07119	STRPU_21969
OG0000544	NEMVE07821	STRPU_05322
OG0000544	NEMVE17337	STRPU_01164, STRPU_18291, STRPU_04548
OG0000545	NEMVE22844	STRPU_21165, STRPU_21157
OG0000545	NEMVE13567	STRPU_07091, STRPU_21313
OG0000547	NEMVE07087	STRPU_22678, STRPU_21964, STRPU_01969, STRPU_22811
OG0000548	NEMVE04844	STRPU_10337
OG0000548	NEMVE06148	STRPU_22797, STRPU_01956
OG0000549	NEMVE02972	STRPU_26919, STRPU_26917
OG0000549	NEMVE13118, NEMVE14115, NEMVE08371, NEMVE04872	STRPU_12468, STRPU_12545
OG0000550	NEMVE06631	STRPU_25032, STRPU_24490
OG0000551	NEMVE08380	STRPU_07418, STRPU_07415, STRPU_07416, STRPU_07417
OG0000552	NEMVE21688	STRPU_01962, STRPU_22803
OG0000552	NEMVE07685	STRPU_05705
