Orthogroup	NEMVE	APOSJ_ok
OG0000393	NEMVE10184	APOSJ_58923, APOSJ_27432
OG0000394	NEMVE17446, NEMVE15620, NEMVE15428	APOSJ_00235, APOSJ_53875, APOSJ_53873, APOSJ_00233, APOSJ_38608, APOSJ_34582, APOSJ_34580, APOSJ_20170, APOSJ_34585, APOSJ_38610, APOSJ_57498, APOSJ_57495, APOSJ_20166, APOSJ_57496, APOSJ_19684, APOSJ_19671, APOSJ_34584, APOSJ_57494, APOSJ_57499, APOSJ_34583, APOSJ_34581, APOSJ_19686, APOSJ_29937, APOSJ_19675
OG0000395	NEMVE11003, NEMVE10074	APOSJ_29258, APOSJ_16627, APOSJ_25397
OG0000397	NEMVE01578	APOSJ_27317, APOSJ_35633
OG0000399	NEMVE08302	APOSJ_16843
OG0000399	NEMVE13243	APOSJ_47890
OG0000399	NEMVE13654	APOSJ_26614
OG0000400	NEMVE02413, NEMVE03765	APOSJ_18323
OG0000401	NEMVE22826	APOSJ_53113, APOSJ_53111, APOSJ_53114, APOSJ_53112, APOSJ_57402, APOSJ_03891, APOSJ_53115, APOSJ_03904, APOSJ_28902, APOSJ_27919, APOSJ_21944, APOSJ_27916, APOSJ_40189, APOSJ_59060, APOSJ_21946, APOSJ_40191, APOSJ_46225, APOSJ_51122, APOSJ_59065, APOSJ_27913, APOSJ_34117, APOSJ_46228, APOSJ_40190, APOSJ_21945, APOSJ_00198, APOSJ_00193, APOSJ_34114, APOSJ_27915, APOSJ_59204, APOSJ_07943, APOSJ_59063, APOSJ_57158, APOSJ_29738, APOSJ_07949, APOSJ_28903, APOSJ_59205, APOSJ_46229, APOSJ_46227, APOSJ_27918, APOSJ_23635, APOSJ_00196, APOSJ_00195, APOSJ_59064, APOSJ_63984, APOSJ_53507, APOSJ_43567, APOSJ_46223, APOSJ_29730, APOSJ_21950, APOSJ_27917, APOSJ_01181, APOSJ_34115, APOSJ_40194, APOSJ_40195, APOSJ_56665, APOSJ_59208, APOSJ_07941, APOSJ_00197, APOSJ_38098, APOSJ_51118, APOSJ_59061, APOSJ_40192, APOSJ_27914
OG0000402	NEMVE08796, NEMVE12680	APOSJ_39111, APOSJ_39113, APOSJ_39112, APOSJ_39115, APOSJ_39114
OG0000403	NEMVE25868	APOSJ_35999, APOSJ_35995, APOSJ_35997, APOSJ_35998, APOSJ_61714, APOSJ_61713, APOSJ_43150, APOSJ_08755, APOSJ_08759, APOSJ_08761, APOSJ_08757, APOSJ_08760, APOSJ_08756
OG0000404	NEMVE07548	APOSJ_45960
OG0000404	NEMVE11475, NEMVE01435	APOSJ_32095
OG0000404	NEMVE02369	APOSJ_53262, APOSJ_53263, APOSJ_53266, APOSJ_62349, APOSJ_53267, APOSJ_34637, APOSJ_53264, APOSJ_30197
OG0000405	NEMVE13877	APOSJ_63025, APOSJ_63022, APOSJ_27533, APOSJ_27536, APOSJ_27531, APOSJ_27534, APOSJ_63023, APOSJ_27532, APOSJ_27535, APOSJ_27528, APOSJ_27530, APOSJ_27529
OG0000409	NEMVE00946	APOSJ_35378
OG0000409	NEMVE13902	APOSJ_13202, APOSJ_08547
OG0000410	NEMVE16822, NEMVE22138	APOSJ_08054, APOSJ_31190, APOSJ_29704, APOSJ_29705, APOSJ_29708, APOSJ_31192, APOSJ_29706, APOSJ_29709, APOSJ_31193, APOSJ_63811, APOSJ_29707, APOSJ_31191, APOSJ_50240, APOSJ_50242, APOSJ_50241
OG0000411	NEMVE17743, NEMVE08444	APOSJ_58040, APOSJ_61992, APOSJ_60239
OG0000411	NEMVE15903	APOSJ_02227, APOSJ_02226
OG0000412	NEMVE11551, NEMVE13684	APOSJ_24517, APOSJ_58404
OG0000412	NEMVE12461, NEMVE13451, NEMVE16451, NEMVE06524, NEMVE00046	APOSJ_14599, APOSJ_34090, APOSJ_36086, APOSJ_37442, APOSJ_11743, APOSJ_11744, APOSJ_11745
OG0000413	NEMVE05971	APOSJ_24595, APOSJ_24593, APOSJ_24594
OG0000413	NEMVE18974	APOSJ_20536, APOSJ_01798
OG0000414	NEMVE03399	APOSJ_27236
OG0000414	NEMVE00160	APOSJ_25341
OG0000415	NEMVE02035, NEMVE12523, NEMVE06692	APOSJ_39680, APOSJ_39681, APOSJ_33768
OG0000418	NEMVE18954	APOSJ_56353, APOSJ_36446, APOSJ_17088, APOSJ_58675, APOSJ_27846, APOSJ_30544, APOSJ_18291, APOSJ_06755, APOSJ_06756
OG0000419	NEMVE04862	APOSJ_58631, APOSJ_58630, APOSJ_08113, APOSJ_08119, APOSJ_08117, APOSJ_08114, APOSJ_08115, APOSJ_50991, APOSJ_08116, APOSJ_42189, APOSJ_08118, APOSJ_34079
OG0000420	NEMVE15235, NEMVE22999	APOSJ_64606, APOSJ_64605
OG0000420	NEMVE13892, NEMVE00087	APOSJ_55411, APOSJ_39760, APOSJ_10986, APOSJ_39762, APOSJ_10985, APOSJ_10984, APOSJ_39761, APOSJ_48430, APOSJ_10987, APOSJ_39763, APOSJ_21508, APOSJ_04266
OG0000422	NEMVE02846	APOSJ_49824, APOSJ_32007, APOSJ_03562, APOSJ_49828, APOSJ_49829, APOSJ_49826, APOSJ_49822, APOSJ_32008, APOSJ_31423, APOSJ_31424, APOSJ_31422, APOSJ_49827, APOSJ_42477, APOSJ_32006, APOSJ_32005, APOSJ_49825, APOSJ_32010, APOSJ_49823
OG0000424	NEMVE13993, NEMVE20112, NEMVE07389	APOSJ_08867, APOSJ_08868
OG0000424	NEMVE14806, NEMVE19359, NEMVE13676	APOSJ_16377
OG0000425	NEMVE09242	APOSJ_09919, APOSJ_09922, APOSJ_09924, APOSJ_09925, APOSJ_63999, APOSJ_09923, APOSJ_12531, APOSJ_09920
OG0000425	NEMVE01586	APOSJ_41338, APOSJ_41337
OG0000426	NEMVE05016	APOSJ_63344, APOSJ_52406
OG0000426	NEMVE09058	APOSJ_32498, APOSJ_32501, APOSJ_32500, APOSJ_06316, APOSJ_32499
OG0000427	NEMVE19474	APOSJ_24669
OG0000427	NEMVE10410, NEMVE10716	APOSJ_23730
OG0000429	NEMVE13930, NEMVE22433	APOSJ_24652
OG0000430	NEMVE22397, NEMVE14198, NEMVE14199, NEMVE22695, NEMVE12595, NEMVE14935	APOSJ_54163, APOSJ_55144
OG0000432	NEMVE00377, NEMVE08466	APOSJ_11780, APOSJ_11779
OG0000432	NEMVE00790, NEMVE15791	APOSJ_38231, APOSJ_38230, APOSJ_38235, APOSJ_38233, APOSJ_38237, APOSJ_53243, APOSJ_38234, APOSJ_53244, APOSJ_62180, APOSJ_39360, APOSJ_38232, APOSJ_38236
OG0000433	NEMVE05274	APOSJ_13437, APOSJ_13435, APOSJ_19052, APOSJ_13436, APOSJ_13439, APOSJ_13438
OG0000433	NEMVE25882, NEMVE19705	APOSJ_34783, APOSJ_26320
OG0000434	NEMVE23107, NEMVE01233, NEMVE09499, NEMVE05105	APOSJ_40414, APOSJ_31871, APOSJ_50179, APOSJ_50185, APOSJ_50180, APOSJ_50184, APOSJ_20391, APOSJ_50181, APOSJ_50178, APOSJ_50177, APOSJ_50182, APOSJ_65166, APOSJ_65165, APOSJ_25771, APOSJ_25772, APOSJ_25773, APOSJ_37312, APOSJ_00867, APOSJ_00868, APOSJ_29247, APOSJ_29245, APOSJ_29243, APOSJ_29248, APOSJ_29244, APOSJ_29246
OG0000435	NEMVE18620	APOSJ_06348, APOSJ_40171, APOSJ_63487, APOSJ_34346
OG0000435	NEMVE24017	APOSJ_39390, APOSJ_62293
OG0000436	NEMVE06326	APOSJ_08955, APOSJ_08956, APOSJ_28155, APOSJ_20785, APOSJ_28151, APOSJ_46522, APOSJ_62168, APOSJ_20013, APOSJ_28156, APOSJ_26846, APOSJ_20011, APOSJ_20014, APOSJ_23211, APOSJ_20012, APOSJ_23209, APOSJ_28157, APOSJ_28158, APOSJ_62167, APOSJ_62176, APOSJ_28160, APOSJ_28154, APOSJ_23207, APOSJ_23208, APOSJ_28159, APOSJ_23213, APOSJ_28152, APOSJ_20010, APOSJ_20009, APOSJ_28153
OG0000442	NEMVE15081, NEMVE00053	APOSJ_60316, APOSJ_56306, APOSJ_56308, APOSJ_56305, APOSJ_58037, APOSJ_56304, APOSJ_56307, APOSJ_52970, APOSJ_56309
OG0000442	NEMVE13826	APOSJ_40499
OG0000442	NEMVE15124	APOSJ_17649
OG0000443	NEMVE03493	APOSJ_20976, APOSJ_34695, APOSJ_20975, APOSJ_34697, APOSJ_20973, APOSJ_18085, APOSJ_20974, APOSJ_49106, APOSJ_18082, APOSJ_34694, APOSJ_20977, APOSJ_18091, APOSJ_34693, APOSJ_34698
OG0000443	NEMVE10812	APOSJ_42353, APOSJ_06689, APOSJ_18261, APOSJ_42350, APOSJ_37858, APOSJ_01066, APOSJ_01068, APOSJ_01064, APOSJ_42349, APOSJ_42347, APOSJ_42163, APOSJ_42352, APOSJ_36425, APOSJ_37859, APOSJ_06687, APOSJ_01065, APOSJ_06688, APOSJ_49738, APOSJ_01067, APOSJ_18260, APOSJ_42346, APOSJ_36427, APOSJ_36426, APOSJ_36424, APOSJ_42348, APOSJ_18262, APOSJ_37857, APOSJ_36428, APOSJ_42351, APOSJ_49745, APOSJ_54309, APOSJ_49740, APOSJ_49737
OG0000444	NEMVE14919	APOSJ_53476, APOSJ_63475, APOSJ_63471
OG0000444	NEMVE13025, NEMVE11937, NEMVE06859	APOSJ_62781, APOSJ_62782
OG0000445	NEMVE14650	APOSJ_07481, APOSJ_10908, APOSJ_33341
OG0000446	NEMVE22464	APOSJ_65177, APOSJ_65176
OG0000446	NEMVE13778, NEMVE12791	APOSJ_65246, APOSJ_65243
OG0000446	NEMVE14089	APOSJ_03580
OG0000447	NEMVE16106	APOSJ_33423, APOSJ_39549, APOSJ_21344, APOSJ_37832, APOSJ_33416, APOSJ_39548, APOSJ_21347, APOSJ_46524, APOSJ_40055, APOSJ_33417, APOSJ_37049, APOSJ_33419, APOSJ_33422, APOSJ_38407, APOSJ_21348, APOSJ_21349, APOSJ_37833, APOSJ_00588, APOSJ_33420, APOSJ_63648, APOSJ_39551, APOSJ_63640, APOSJ_04484, APOSJ_46381, APOSJ_33418, APOSJ_27284, APOSJ_21346, APOSJ_21345, APOSJ_27283, APOSJ_27286, APOSJ_33421, APOSJ_39552, APOSJ_37045, APOSJ_27291, APOSJ_21343, APOSJ_37834, APOSJ_46509, APOSJ_33424, APOSJ_37046, APOSJ_27290
OG0000449	NEMVE10831, NEMVE17325, NEMVE07738, NEMVE20689, NEMVE21327, NEMVE21445, NEMVE16634, NEMVE18644	APOSJ_19859
OG0000450	NEMVE22423	APOSJ_17390, APOSJ_17391, APOSJ_17389, APOSJ_17392, APOSJ_17388, APOSJ_17393
OG0000453	NEMVE19312	APOSJ_39951, APOSJ_21266, APOSJ_21265, APOSJ_21264, APOSJ_21267
OG0000456	NEMVE21265, NEMVE06606	APOSJ_05419, APOSJ_32195, APOSJ_33240, APOSJ_03884, APOSJ_33942, APOSJ_03886, APOSJ_03885, APOSJ_32967, APOSJ_08164, APOSJ_42120, APOSJ_42119
OG0000457	NEMVE25790, NEMVE25134	APOSJ_28415, APOSJ_46915, APOSJ_11630, APOSJ_06566, APOSJ_06563, APOSJ_00759, APOSJ_00756, APOSJ_64330, APOSJ_00757, APOSJ_12194, APOSJ_25376, APOSJ_64321, APOSJ_32844, APOSJ_41440, APOSJ_06561, APOSJ_41439, APOSJ_46917, APOSJ_06565, APOSJ_00761, APOSJ_46916, APOSJ_46913, APOSJ_10541, APOSJ_46912, APOSJ_32841, APOSJ_12195, APOSJ_59927, APOSJ_53412, APOSJ_46918, APOSJ_00762, APOSJ_59926, APOSJ_00758, APOSJ_00760, APOSJ_53410, APOSJ_06564, APOSJ_00755, APOSJ_51075, APOSJ_42921, APOSJ_42917, APOSJ_49680, APOSJ_43623, APOSJ_42919, APOSJ_51077, APOSJ_51079, APOSJ_51073, APOSJ_33116, APOSJ_42920, APOSJ_49675, APOSJ_42016, APOSJ_50720
OG0000458	NEMVE08200, NEMVE08773	APOSJ_07623, APOSJ_07621, APOSJ_31447, APOSJ_24898, APOSJ_01226, APOSJ_31429, APOSJ_26015, APOSJ_07616
OG0000459	NEMVE01634, NEMVE22834	APOSJ_06385, APOSJ_06387, APOSJ_06390, APOSJ_23743, APOSJ_23744, APOSJ_06391, APOSJ_16848, APOSJ_17976, APOSJ_06389, APOSJ_23742, APOSJ_06386, APOSJ_06392, APOSJ_06388, APOSJ_17974, APOSJ_23747, APOSJ_23748, APOSJ_23749, APOSJ_23750, APOSJ_40383, APOSJ_59213, APOSJ_62849, APOSJ_23746, APOSJ_17975, APOSJ_23745, APOSJ_45294, APOSJ_26264, APOSJ_09113, APOSJ_09116, APOSJ_08276
OG0000461	NEMVE16015, NEMVE02669	APOSJ_15333, APOSJ_24916, APOSJ_24919, APOSJ_21047, APOSJ_21049, APOSJ_21051, APOSJ_15336, APOSJ_02773, APOSJ_21052, APOSJ_15335, APOSJ_63710, APOSJ_21048, APOSJ_02772, APOSJ_21050, APOSJ_24918, APOSJ_30700, APOSJ_15334, APOSJ_15332, APOSJ_25654, APOSJ_24920, APOSJ_21053, APOSJ_24917
OG0000461	NEMVE01791	APOSJ_54487
OG0000461	NEMVE24592	APOSJ_08175
OG0000463	NEMVE04814	APOSJ_18621, APOSJ_18619, APOSJ_18622
OG0000463	NEMVE06995	APOSJ_38796, APOSJ_43105, APOSJ_38791, APOSJ_43108
OG0000463	NEMVE21255, NEMVE25382, NEMVE25677	APOSJ_21797, APOSJ_21796
OG0000465	NEMVE13428	APOSJ_47214, APOSJ_47212, APOSJ_27264
OG0000467	NEMVE14048	APOSJ_42240, APOSJ_06699, APOSJ_06698, APOSJ_06700, APOSJ_06701, APOSJ_06697, APOSJ_39334, APOSJ_42237, APOSJ_06696
OG0000468	NEMVE13616	APOSJ_51584
OG0000469	NEMVE09305	APOSJ_22310
OG0000469	NEMVE19141, NEMVE03029, NEMVE11884, NEMVE14640	APOSJ_01924, APOSJ_65240
OG0000470	NEMVE21967	APOSJ_59730, APOSJ_59732, APOSJ_40627, APOSJ_20003, APOSJ_40628, APOSJ_59735, APOSJ_62149, APOSJ_40619, APOSJ_20008, APOSJ_20006, APOSJ_20004, APOSJ_40626, APOSJ_40622, APOSJ_59731, APOSJ_40621, APOSJ_20007, APOSJ_20005, APOSJ_40620, APOSJ_40625, APOSJ_59729, APOSJ_59734, APOSJ_59736, APOSJ_54133, APOSJ_40624, APOSJ_59733
OG0000472	NEMVE20356, NEMVE23755, NEMVE16025, NEMVE01070, NEMVE13924	APOSJ_06850, APOSJ_01105, APOSJ_01106, APOSJ_46626, APOSJ_57591, APOSJ_36484, APOSJ_27886, APOSJ_27884, APOSJ_27885
OG0000473	NEMVE16803, NEMVE13559, NEMVE05998, NEMVE06741	APOSJ_38187, APOSJ_38188, APOSJ_38186, APOSJ_38189, APOSJ_39768, APOSJ_38292, APOSJ_05202, APOSJ_37622
OG0000474	NEMVE14315, NEMVE13253, NEMVE13254	APOSJ_09793
OG0000476	NEMVE26012, NEMVE14062	APOSJ_09240
OG0000476	NEMVE18829	APOSJ_23487
OG0000477	NEMVE06227, NEMVE19028, NEMVE02504	APOSJ_42858, APOSJ_42860, APOSJ_51558, APOSJ_51557
OG0000478	NEMVE07361, NEMVE10350	APOSJ_04795, APOSJ_29839, APOSJ_54588, APOSJ_13277, APOSJ_04799, APOSJ_51899, APOSJ_51897, APOSJ_31186, APOSJ_04798, APOSJ_29838, APOSJ_29833, APOSJ_45534, APOSJ_04796, APOSJ_45533, APOSJ_45535, APOSJ_51896, APOSJ_45537, APOSJ_51900, APOSJ_51901, APOSJ_54591, APOSJ_51894, APOSJ_45536, APOSJ_51895, APOSJ_04797, APOSJ_29835
OG0000479	NEMVE08501	APOSJ_50477
OG0000479	NEMVE01571	APOSJ_00817, APOSJ_00819, APOSJ_00822, APOSJ_00818, APOSJ_58107, APOSJ_00821, APOSJ_00820
OG0000480	NEMVE15945, NEMVE13632, NEMVE03415	APOSJ_08851, APOSJ_08847, APOSJ_08846, APOSJ_08848, APOSJ_08852, APOSJ_08855, APOSJ_08850, APOSJ_08849, APOSJ_31389, APOSJ_31388, APOSJ_31390, APOSJ_33958, APOSJ_33957
OG0000481	NEMVE14291	APOSJ_04459, APOSJ_04458, APOSJ_27767, APOSJ_04460
OG0000481	NEMVE08558, NEMVE19919	APOSJ_52806, APOSJ_58199
OG0000481	NEMVE15147	APOSJ_64885
OG0000482	NEMVE00020	APOSJ_62451, APOSJ_62450, APOSJ_46921, APOSJ_62452
OG0000484	NEMVE01977	APOSJ_38276, APOSJ_38275
OG0000485	NEMVE22788, NEMVE13734, NEMVE13331	APOSJ_62319, APOSJ_28628, APOSJ_62322, APOSJ_62321, APOSJ_62320, APOSJ_04739, APOSJ_62318, APOSJ_46115, APOSJ_46113, APOSJ_46122, APOSJ_31593, APOSJ_05098
OG0000485	NEMVE07747, NEMVE13855, NEMVE20860, NEMVE14808	APOSJ_03974
OG0000489	NEMVE07011	APOSJ_21604
OG0000490	NEMVE10885, NEMVE01389, NEMVE17356	APOSJ_43135, APOSJ_43142, APOSJ_53127, APOSJ_43136, APOSJ_43137, APOSJ_61499, APOSJ_43139, APOSJ_04379, APOSJ_43140, APOSJ_43141, APOSJ_43138, APOSJ_53126
OG0000491	NEMVE02605	APOSJ_48921
OG0000494	NEMVE07299, NEMVE07527	APOSJ_27996, APOSJ_22729, APOSJ_22730, APOSJ_27994, APOSJ_44324, APOSJ_22733, APOSJ_44326, APOSJ_22734, APOSJ_22732, APOSJ_27997, APOSJ_27998, APOSJ_44328, APOSJ_27995, APOSJ_22731, APOSJ_44322
OG0000495	NEMVE08235, NEMVE12792, NEMVE20582, NEMVE17007, NEMVE13773, NEMVE00109	APOSJ_28743, APOSJ_36602, APOSJ_25896, APOSJ_25899, APOSJ_60071, APOSJ_25897, APOSJ_25900
OG0000496	NEMVE01918	APOSJ_43800, APOSJ_60355
OG0000497	NEMVE08101	APOSJ_02507, APOSJ_15320
OG0000497	NEMVE01201	APOSJ_46502, APOSJ_46508, APOSJ_05403, APOSJ_05405, APOSJ_00427, APOSJ_46505, APOSJ_00421, APOSJ_00424, APOSJ_59967, APOSJ_00423, APOSJ_46504, APOSJ_59485, APOSJ_46500, APOSJ_05402, APOSJ_46503, APOSJ_05404, APOSJ_60000, APOSJ_46507, APOSJ_59483, APOSJ_00422, APOSJ_46506, APOSJ_59484, APOSJ_33612, APOSJ_00425
OG0000498	NEMVE24427	APOSJ_07208, APOSJ_36210, APOSJ_32783, APOSJ_26557, APOSJ_04619, APOSJ_32790, APOSJ_64427, APOSJ_64424, APOSJ_26551, APOSJ_03203, APOSJ_14657, APOSJ_32784, APOSJ_45008, APOSJ_04621, APOSJ_64422, APOSJ_64419, APOSJ_46085, APOSJ_07771, APOSJ_58848, APOSJ_45007, APOSJ_45002, APOSJ_04618, APOSJ_46082, APOSJ_20789, APOSJ_20806
OG0000502	NEMVE25454, NEMVE16833, NEMVE23878, NEMVE15578, NEMVE18694, NEMVE08508	APOSJ_39769
OG0000503	NEMVE05391, NEMVE14143	APOSJ_47356, APOSJ_03773
OG0000504	NEMVE04971	APOSJ_14939
OG0000504	NEMVE09966	APOSJ_57841, APOSJ_63608, APOSJ_01528
OG0000505	NEMVE01165	APOSJ_10376, APOSJ_64358, APOSJ_64359, APOSJ_64363, APOSJ_16097, APOSJ_64367, APOSJ_64364, APOSJ_64362, APOSJ_10375, APOSJ_10373, APOSJ_10371, APOSJ_64360, APOSJ_10372, APOSJ_16096, APOSJ_10374, APOSJ_64368
OG0000508	NEMVE05943	APOSJ_58113
OG0000508	NEMVE14310	APOSJ_46367, APOSJ_46366, APOSJ_46365, APOSJ_46364
OG0000510	NEMVE20557, NEMVE22375	APOSJ_27942, APOSJ_43444, APOSJ_39953, APOSJ_39957, APOSJ_29828, APOSJ_39955, APOSJ_39952, APOSJ_39954, APOSJ_37391, APOSJ_59529, APOSJ_37385, APOSJ_37388, APOSJ_37390, APOSJ_37389, APOSJ_37386, APOSJ_37387, APOSJ_33951
OG0000511	NEMVE20439, NEMVE02944, NEMVE10041, NEMVE02376	APOSJ_18498
OG0000513	NEMVE10614	APOSJ_21900
OG0000515	NEMVE15353, NEMVE06339, NEMVE00211	APOSJ_16174, APOSJ_16177, APOSJ_16175, APOSJ_16173, APOSJ_61849, APOSJ_61835, APOSJ_36409, APOSJ_36411, APOSJ_36410, APOSJ_29902, APOSJ_29901, APOSJ_39655, APOSJ_39656, APOSJ_39657, APOSJ_51002, APOSJ_62063, APOSJ_10548, APOSJ_30754, APOSJ_37373, APOSJ_26817, APOSJ_26820, APOSJ_26819, APOSJ_26818, APOSJ_03718, APOSJ_03719, APOSJ_58061, APOSJ_43043, APOSJ_59999, APOSJ_05215, APOSJ_31666, APOSJ_45674, APOSJ_07944, APOSJ_45672, APOSJ_45671, APOSJ_56793, APOSJ_02287, APOSJ_37648, APOSJ_06247
OG0000519	NEMVE08236, NEMVE08233	APOSJ_33924, APOSJ_33925, APOSJ_24998, APOSJ_24997, APOSJ_26148, APOSJ_56974, APOSJ_56975, APOSJ_28639, APOSJ_28637, APOSJ_63544, APOSJ_28638, APOSJ_56973, APOSJ_28327
OG0000520	NEMVE02355	APOSJ_31467
OG0000521	NEMVE09570	APOSJ_24270, APOSJ_24269
OG0000521	NEMVE23333	APOSJ_42057, APOSJ_42056, APOSJ_42055, APOSJ_42054
OG0000523	NEMVE14414	APOSJ_39879, APOSJ_11167, APOSJ_11168, APOSJ_11170, APOSJ_11169
OG0000524	NEMVE05824, NEMVE20629	APOSJ_32896, APOSJ_32901, APOSJ_32898, APOSJ_32899, APOSJ_32897, APOSJ_32900
OG0000525	NEMVE09218	APOSJ_34776, APOSJ_34777
OG0000525	NEMVE09107	APOSJ_41806, APOSJ_62376, APOSJ_65303, APOSJ_62370, APOSJ_41808, APOSJ_41807
OG0000526	NEMVE02137	APOSJ_63849, APOSJ_44853, APOSJ_47160, APOSJ_64283
OG0000527	NEMVE23398, NEMVE20683	APOSJ_65018, APOSJ_06433, APOSJ_20427, APOSJ_05086, APOSJ_20425, APOSJ_00813, APOSJ_65009, APOSJ_20426, APOSJ_00811, APOSJ_00815, APOSJ_65017, APOSJ_00814
OG0000528	NEMVE01984	APOSJ_52117, APOSJ_16741
OG0000528	NEMVE00929	APOSJ_26270, APOSJ_26272, APOSJ_26269, APOSJ_26271, APOSJ_26268
OG0000529	NEMVE16403	APOSJ_35859, APOSJ_24524
OG0000529	NEMVE03332	APOSJ_14572, APOSJ_14573
OG0000530	NEMVE06599	APOSJ_52891, APOSJ_34280, APOSJ_52887, APOSJ_43675, APOSJ_34277, APOSJ_34281, APOSJ_52888, APOSJ_52890, APOSJ_34278, APOSJ_43673, APOSJ_52885, APOSJ_52892, APOSJ_49382, APOSJ_34282, APOSJ_43676, APOSJ_60893, APOSJ_54657, APOSJ_34284, APOSJ_52886, APOSJ_60898, APOSJ_07364, APOSJ_34283, APOSJ_52889, APOSJ_43674, APOSJ_34279, APOSJ_07357, APOSJ_54659
OG0000532	NEMVE20756, NEMVE25016	APOSJ_06087, APOSJ_48628, APOSJ_06086, APOSJ_35993, APOSJ_06085, APOSJ_48626, APOSJ_48625, APOSJ_35994, APOSJ_48627, APOSJ_35992, APOSJ_47004, APOSJ_26028, APOSJ_11463, APOSJ_11465, APOSJ_11466, APOSJ_11461, APOSJ_11464, APOSJ_11462, APOSJ_11460, APOSJ_42217, APOSJ_54045, APOSJ_56269, APOSJ_14992, APOSJ_13656, APOSJ_01517, APOSJ_11535, APOSJ_47180
OG0000533	NEMVE02550, NEMVE25584, NEMVE19189, NEMVE19190, NEMVE15699, NEMVE23813	APOSJ_52670, APOSJ_03581, APOSJ_43409
OG0000535	NEMVE02217, NEMVE22814, NEMVE02030	APOSJ_20895, APOSJ_18218, APOSJ_18219, APOSJ_17517, APOSJ_08893, APOSJ_41987, APOSJ_41985, APOSJ_41982, APOSJ_41983, APOSJ_41981, APOSJ_41980, APOSJ_41984, APOSJ_41986, APOSJ_01683, APOSJ_01686, APOSJ_01684, APOSJ_01685
OG0000536	NEMVE08621, NEMVE14814	APOSJ_52010, APOSJ_52009, APOSJ_55050, APOSJ_52008, APOSJ_35898, APOSJ_35897, APOSJ_57924, APOSJ_46322, APOSJ_03639, APOSJ_57930
OG0000536	NEMVE21129, NEMVE06646	APOSJ_47635, APOSJ_50725, APOSJ_50724, APOSJ_50723, APOSJ_50722, APOSJ_50721, APOSJ_47640, APOSJ_25503, APOSJ_50726
OG0000537	NEMVE10025, NEMVE12209, NEMVE20117, NEMVE01223	APOSJ_25970
OG0000537	NEMVE10023	APOSJ_39064
OG0000538	NEMVE04777	APOSJ_25908, APOSJ_25903, APOSJ_48367, APOSJ_41994, APOSJ_03027, APOSJ_25907, APOSJ_48188, APOSJ_41996, APOSJ_54797, APOSJ_48192, APOSJ_54801, APOSJ_33167, APOSJ_25910, APOSJ_48191, APOSJ_33180, APOSJ_41995, APOSJ_54800, APOSJ_48190, APOSJ_25906, APOSJ_54798, APOSJ_40998, APOSJ_05035, APOSJ_25905, APOSJ_25904, APOSJ_48187, APOSJ_25909, APOSJ_05036, APOSJ_41998, APOSJ_15711, APOSJ_48189, APOSJ_41997, APOSJ_25911, APOSJ_05056
OG0000542	NEMVE06432	APOSJ_08026, APOSJ_50186, APOSJ_08025, APOSJ_08028, APOSJ_08027
OG0000542	NEMVE07119	APOSJ_05217
OG0000544	NEMVE07821	APOSJ_21942, APOSJ_21940, APOSJ_21941
OG0000544	NEMVE17337	APOSJ_26510, APOSJ_26508, APOSJ_26509, APOSJ_17481, APOSJ_61075, APOSJ_39291
OG0000545	NEMVE22844	APOSJ_11134
OG0000545	NEMVE13567	APOSJ_61169
OG0000545	NEMVE22845	APOSJ_43763
OG0000547	NEMVE07087	APOSJ_01941, APOSJ_01940, APOSJ_61999, APOSJ_44276, APOSJ_61998, APOSJ_62001, APOSJ_39542, APOSJ_39544, APOSJ_08245, APOSJ_39543, APOSJ_39541, APOSJ_47393
OG0000548	NEMVE04844	APOSJ_02482
OG0000548	NEMVE06148	APOSJ_60326
OG0000549	NEMVE02972	APOSJ_52777
OG0000549	NEMVE13118, NEMVE14115, NEMVE08371, NEMVE04872	APOSJ_61526, APOSJ_02907, APOSJ_29612, APOSJ_29613, APOSJ_09557, APOSJ_29609, APOSJ_29608, APOSJ_09556, APOSJ_29607, APOSJ_29606, APOSJ_29611, APOSJ_29610, APOSJ_56843, APOSJ_41213, APOSJ_16986
OG0000550	NEMVE06631	APOSJ_07335, APOSJ_18808, APOSJ_63307, APOSJ_63306, APOSJ_18132
OG0000551	NEMVE08380	APOSJ_20535, APOSJ_20534
OG0000552	NEMVE21688	APOSJ_12181, APOSJ_62306, APOSJ_62314, APOSJ_62315
OG0000552	NEMVE07685	APOSJ_19359, APOSJ_14481, APOSJ_50223, APOSJ_37535, APOSJ_14484, APOSJ_19362, APOSJ_14480, APOSJ_14485, APOSJ_50222, APOSJ_14483
OG0000553	NEMVE01847	APOSJ_31022
OG0000553	NEMVE02314	APOSJ_14728
OG0000555	NEMVE06112	APOSJ_35476
OG0000560	NEMVE05955, NEMVE05072, NEMVE03063, NEMVE10552	APOSJ_42593, APOSJ_08220, APOSJ_08218
OG0000561	NEMVE13983	APOSJ_36051, APOSJ_59312, APOSJ_59302, APOSJ_59313, APOSJ_59329, APOSJ_05263, APOSJ_20913, APOSJ_20912, APOSJ_20911, APOSJ_20910, APOSJ_59308, APOSJ_20909, APOSJ_44883, APOSJ_14002, APOSJ_44884
OG0000562	NEMVE24693	APOSJ_05019, APOSJ_05018
