Orthogroup	NEMVE	HELIO_ok
OG0001317	NEMVE13378	HELIO_08319
OG0001318	NEMVE22575	HELIO_01897
OG0001318	NEMVE14651	HELIO_00651
OG0001319	NEMVE01465	HELIO_09125
OG0001320	NEMVE10295	HELIO_07097
OG0001320	NEMVE25688	HELIO_01606
OG0001321	NEMVE21741, NEMVE15029	HELIO_11153
OG0001322	NEMVE14406	HELIO_12344
OG0001322	NEMVE05068, NEMVE21787	HELIO_07391
OG0001323	NEMVE17138	HELIO_04274
OG0001324	NEMVE19268, NEMVE11187	HELIO_11046
OG0001326	NEMVE14355	HELIO_01722
OG0001327	NEMVE09298	HELIO_06372
OG0001327	NEMVE15997	HELIO_03453
OG0001329	NEMVE06386	HELIO_12348
OG0001330	NEMVE14535	HELIO_07773
OG0001331	NEMVE23983	HELIO_10456, HELIO_10455
OG0001335	NEMVE08654	HELIO_01988, HELIO_01987
OG0001335	NEMVE06061	HELIO_09999
OG0001337	NEMVE11126	HELIO_12764
OG0001337	NEMVE05602	HELIO_11060
OG0001339	NEMVE21011	HELIO_05791
OG0001339	NEMVE25120	HELIO_08381
OG0001343	NEMVE18205, NEMVE19131	HELIO_10099
OG0001343	NEMVE25260, NEMVE17073, NEMVE23290, NEMVE24415	HELIO_04553
OG0001344	NEMVE22371	HELIO_02566
OG0001345	NEMVE15150	HELIO_00586
OG0001348	NEMVE25188	HELIO_05226
OG0001349	NEMVE17568	HELIO_05986
OG0001350	NEMVE13044	HELIO_03259
OG0001351	NEMVE17590	HELIO_09749
OG0001352	NEMVE14525, NEMVE21813	HELIO_06067
OG0001353	NEMVE14778	HELIO_03307
OG0001353	NEMVE14645	HELIO_07889
OG0001354	NEMVE15994, NEMVE05871	HELIO_01003
OG0001355	NEMVE14405	HELIO_05179
OG0001356	NEMVE04630	HELIO_09355
OG0001357	NEMVE07199	HELIO_07642
OG0001358	NEMVE11838	HELIO_05651, HELIO_04483
OG0001360	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456	HELIO_11152, HELIO_12349
OG0001362	NEMVE12236	HELIO_09857
OG0001363	NEMVE24406	HELIO_03084
OG0001364	NEMVE25546, NEMVE21006	HELIO_01882, HELIO_01884
OG0001367	NEMVE10311	HELIO_12197
OG0001368	NEMVE07089, NEMVE22569, NEMVE25218, NEMVE04773, NEMVE01407	HELIO_02045
OG0001369	NEMVE07342	HELIO_00430
OG0001370	NEMVE16952	HELIO_08459
OG0001370	NEMVE14662	HELIO_09154
OG0001371	NEMVE13180, NEMVE10017, NEMVE03671	HELIO_02393, HELIO_07671
OG0001372	NEMVE14621, NEMVE12678	HELIO_07415
OG0001372	NEMVE24235	HELIO_09833, HELIO_00197
OG0001373	NEMVE13198	HELIO_06748
OG0001375	NEMVE21718, NEMVE18400	HELIO_04841
OG0001375	NEMVE06380	HELIO_01574
OG0001376	NEMVE14506	HELIO_12299
OG0001377	NEMVE18187, NEMVE00630, NEMVE23910	HELIO_10836
OG0001378	NEMVE14996	HELIO_02964
OG0001379	NEMVE14262	HELIO_04200
OG0001380	NEMVE10957	HELIO_01850
OG0001381	NEMVE08816	HELIO_03557
OG0001383	NEMVE09447	HELIO_10404, HELIO_09985
OG0001384	NEMVE03030	HELIO_01654
OG0001386	NEMVE06336	HELIO_05642
OG0001386	NEMVE11740	HELIO_02823
OG0001386	NEMVE13418	HELIO_02822
OG0001389	NEMVE07341	HELIO_06611
OG0001394	NEMVE08699	HELIO_10885
OG0001395	NEMVE10872, NEMVE02945	HELIO_02673
OG0001397	NEMVE22946	HELIO_01273
OG0001397	NEMVE25397	HELIO_04122
OG0001398	NEMVE01787	HELIO_00222
OG0001399	NEMVE23382	HELIO_08757
OG0001401	NEMVE23498	HELIO_05514, HELIO_00801, HELIO_10489
OG0001402	NEMVE22752	HELIO_06192
OG0001403	NEMVE08195	HELIO_08199, HELIO_07385
OG0001404	NEMVE25280	HELIO_08622
OG0001404	NEMVE13694	HELIO_06483
OG0001405	NEMVE25349	HELIO_01612
OG0001405	NEMVE08567	HELIO_02155
OG0001406	NEMVE18633, NEMVE16331	HELIO_05795
OG0001408	NEMVE25885	HELIO_02887
OG0001409	NEMVE14897	HELIO_05260
OG0001410	NEMVE03165	HELIO_07114
OG0001410	NEMVE24971	HELIO_01417
OG0001411	NEMVE25920	HELIO_03361
OG0001412	NEMVE19652	HELIO_06209
OG0001413	NEMVE06553, NEMVE06540	HELIO_11436
OG0001413	NEMVE20094	HELIO_10258
OG0001414	NEMVE11734	HELIO_00902
OG0001415	NEMVE14658	HELIO_07046
OG0001415	NEMVE03240	HELIO_06445
OG0001416	NEMVE10436	HELIO_08511
OG0001417	NEMVE02519	HELIO_07751, HELIO_00311
OG0001418	NEMVE12090, NEMVE01985	HELIO_09143
OG0001420	NEMVE16749	HELIO_10002
OG0001421	NEMVE00612	HELIO_02587
OG0001422	NEMVE07209	HELIO_00344
OG0001423	NEMVE08632	HELIO_03132
OG0001424	NEMVE01171	HELIO_00747
OG0001424	NEMVE19994, NEMVE02440	HELIO_01935
OG0001425	NEMVE19543, NEMVE14280	HELIO_01653
OG0001426	NEMVE08760	HELIO_02149
OG0001428	NEMVE21876	HELIO_11579
OG0001430	NEMVE13108	HELIO_08384
OG0001431	NEMVE23887	HELIO_00600
OG0001432	NEMVE01898	HELIO_11010, HELIO_11878
OG0001434	NEMVE01045	HELIO_10029, HELIO_10027
OG0001437	NEMVE13628	HELIO_04743
OG0001438	NEMVE23399	HELIO_08091
OG0001439	NEMVE03395	HELIO_02716
OG0001440	NEMVE05815, NEMVE03715	HELIO_03196
OG0001445	NEMVE05296	HELIO_12183
OG0001446	NEMVE13345, NEMVE13458	HELIO_05230
OG0001447	NEMVE05648	HELIO_04829
OG0001448	NEMVE00791, NEMVE02092, NEMVE15574, NEMVE00572, NEMVE07132, NEMVE13653	HELIO_02926
OG0001449	NEMVE14841, NEMVE20272	HELIO_03720
OG0001449	NEMVE13482, NEMVE00941	HELIO_09662
OG0001450	NEMVE00959	HELIO_10816
OG0001451	NEMVE13777	HELIO_05972
OG0001452	NEMVE10972	HELIO_09077, HELIO_09076
OG0001453	NEMVE09283	HELIO_11229, HELIO_03802, HELIO_09980
OG0001455	NEMVE14951	HELIO_05822
OG0001456	NEMVE11079, NEMVE05799	HELIO_09922
OG0001459	NEMVE25233, NEMVE00289	HELIO_08961
OG0001460	NEMVE00841, NEMVE16041	HELIO_01716
OG0001460	NEMVE07626	HELIO_12669
OG0001462	NEMVE11473	HELIO_04040, HELIO_04329, HELIO_03160
OG0001463	NEMVE09388, NEMVE13964	HELIO_02919, HELIO_06206
OG0001464	NEMVE06290, NEMVE07201, NEMVE10766	HELIO_00437
OG0001465	NEMVE09463, NEMVE09468, NEMVE01540	HELIO_09508
OG0001466	NEMVE11395	HELIO_09852
OG0001466	NEMVE24631	HELIO_00231
OG0001467	NEMVE05171	HELIO_11527
OG0001467	NEMVE09380	HELIO_06233
OG0001468	NEMVE03519	HELIO_09103
OG0001469	NEMVE13119	HELIO_10093
OG0001469	NEMVE05710	HELIO_12462
OG0001470	NEMVE01457	HELIO_04948
OG0001471	NEMVE23465	HELIO_02669
OG0001472	NEMVE05967	HELIO_05084
OG0001472	NEMVE23386	HELIO_09162
OG0001473	NEMVE12413	HELIO_01497, HELIO_06355, HELIO_01429
OG0001474	NEMVE07106	HELIO_08603
OG0001474	NEMVE03081, NEMVE10570	HELIO_05046
OG0001475	NEMVE23631	HELIO_12116, HELIO_06079
OG0001476	NEMVE10280, NEMVE10281	HELIO_08408
OG0001477	NEMVE12181, NEMVE14548	HELIO_11351
OG0001479	NEMVE06797, NEMVE06784	HELIO_00677
OG0001480	NEMVE16556	HELIO_03092
OG0001482	NEMVE13241	HELIO_08972
OG0001483	NEMVE23590	HELIO_02368
OG0001484	NEMVE23070	HELIO_03855
OG0001485	NEMVE05976	HELIO_08845
OG0001486	NEMVE22710	HELIO_11744
OG0001487	NEMVE08786	HELIO_05287
OG0001488	NEMVE04737	HELIO_10288
OG0001489	NEMVE23571, NEMVE21444	HELIO_12039
OG0001492	NEMVE17956	HELIO_09966
OG0001493	NEMVE14619	HELIO_12365
OG0001495	NEMVE15483	HELIO_09225
OG0001496	NEMVE13319	HELIO_06643, HELIO_07757
OG0001500	NEMVE07759	HELIO_03279
OG0001502	NEMVE06315	HELIO_00925
OG0001503	NEMVE13535	HELIO_00871
OG0001503	NEMVE15019	HELIO_00967
OG0001504	NEMVE10459	HELIO_02828, HELIO_12551
OG0001505	NEMVE14234	HELIO_01480
OG0001506	NEMVE16287	HELIO_05280
OG0001507	NEMVE01058	HELIO_11605
OG0001508	NEMVE06884	HELIO_05840
OG0001509	NEMVE23903	HELIO_11798
OG0001510	NEMVE00716, NEMVE23759	HELIO_10061
OG0001511	NEMVE06177	HELIO_10472
OG0001512	NEMVE14517	HELIO_06404
OG0001513	NEMVE06330	HELIO_12676, HELIO_12677
OG0001516	NEMVE23626	HELIO_05144
OG0001517	NEMVE14577, NEMVE14581	HELIO_02409
OG0001518	NEMVE10672	HELIO_03202
OG0001521	NEMVE01970, NEMVE01552	HELIO_00931
OG0001521	NEMVE13756	HELIO_00932
OG0001522	NEMVE03232	HELIO_00391
OG0001522	NEMVE14033	HELIO_11736
OG0001523	NEMVE04670	HELIO_04060
OG0001524	NEMVE25396	HELIO_05163
OG0001524	NEMVE05484	HELIO_01459
OG0001525	NEMVE02407	HELIO_07734
OG0001526	NEMVE00906	HELIO_03062
OG0001527	NEMVE14422	HELIO_04544
OG0001527	NEMVE03078	HELIO_10434
OG0001528	NEMVE14401	HELIO_02093
OG0001530	NEMVE08975	HELIO_09208
OG0001531	NEMVE05034	HELIO_03563
OG0001531	NEMVE22954	HELIO_03562
OG0001532	NEMVE02971	HELIO_07182
OG0001534	NEMVE00470	HELIO_02863
OG0001536	NEMVE11894, NEMVE05661	HELIO_00034
OG0001538	NEMVE11486	HELIO_05127
OG0001546	NEMVE08644	HELIO_10092
OG0001550	NEMVE19108, NEMVE17874	HELIO_04550, HELIO_08048
OG0001551	NEMVE01664	HELIO_02886
OG0001553	NEMVE15083	HELIO_04975
OG0001554	NEMVE07256	HELIO_02815
OG0001557	NEMVE19058, NEMVE25522, NEMVE15026	HELIO_06596
OG0001558	NEMVE08767	HELIO_02760
OG0001559	NEMVE10463	HELIO_06123
OG0001561	NEMVE13680	HELIO_08393
OG0001563	NEMVE09315, NEMVE16630, NEMVE15254	HELIO_06290, HELIO_06516
OG0001564	NEMVE01813	HELIO_01962
OG0001567	NEMVE07133	HELIO_06880
OG0001568	NEMVE12145, NEMVE13029	HELIO_05132
OG0001569	NEMVE22103	HELIO_09196
OG0001570	NEMVE10457, NEMVE19638	HELIO_02540
OG0001571	NEMVE09690	HELIO_00290
OG0001571	NEMVE05898	HELIO_11750
OG0001572	NEMVE21698	HELIO_04693
OG0001573	NEMVE05590	HELIO_02265
OG0001574	NEMVE24808	HELIO_05607
OG0001575	NEMVE08150	HELIO_03584, HELIO_05293
OG0001576	NEMVE10771	HELIO_11858
OG0001577	NEMVE14595	HELIO_03678
OG0001578	NEMVE02073	HELIO_08790, HELIO_08789
OG0001580	NEMVE04880	HELIO_11365
OG0001581	NEMVE09495, NEMVE13982, NEMVE20122	HELIO_05221, HELIO_07860
OG0001582	NEMVE14586, NEMVE16677	HELIO_04387, HELIO_11913
OG0001583	NEMVE12298, NEMVE07434	HELIO_12114
OG0001584	NEMVE03502	HELIO_10513, HELIO_05589
OG0001588	NEMVE09735, NEMVE02707, NEMVE02610, NEMVE02611	HELIO_02213, HELIO_09335, HELIO_07886, HELIO_06202, HELIO_00024
OG0001589	NEMVE15586	HELIO_12278
OG0001590	NEMVE15049	HELIO_02516
OG0001591	NEMVE19630	HELIO_11360
OG0001592	NEMVE14685	HELIO_10882, HELIO_11034
OG0001593	NEMVE07459	HELIO_04977
OG0001594	NEMVE20923, NEMVE00343	HELIO_11160
OG0001596	NEMVE06132	HELIO_12698
OG0001597	NEMVE17805	HELIO_04679
OG0001597	NEMVE07623	HELIO_01769
OG0001599	NEMVE14138	HELIO_02009
OG0001600	NEMVE09547	HELIO_00399
OG0001602	NEMVE04820	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749
OG0001604	NEMVE01133	HELIO_12168
OG0001605	NEMVE17315	HELIO_09701, HELIO_00110
OG0001606	NEMVE13096	HELIO_11612
OG0001609	NEMVE17441	HELIO_04479
OG0001609	NEMVE13471	HELIO_00769
OG0001610	NEMVE21979	HELIO_06066
OG0001611	NEMVE04740	HELIO_10992
OG0001612	NEMVE00995	HELIO_03470
OG0001612	NEMVE00916	HELIO_09022
OG0001614	NEMVE02024	HELIO_09695
OG0001614	NEMVE09707, NEMVE14265	HELIO_09277
OG0001615	NEMVE24769	HELIO_04146
OG0001617	NEMVE00005	HELIO_06430
OG0001617	NEMVE25980	HELIO_03713
OG0001620	NEMVE05238, NEMVE07316	HELIO_04031
OG0001621	NEMVE07688	HELIO_05621, HELIO_05048
OG0001623	NEMVE14145, NEMVE16772, NEMVE24030	HELIO_12088
OG0001624	NEMVE20306, NEMVE10312	HELIO_06828
OG0001625	NEMVE18968	HELIO_03741
OG0001626	NEMVE19356, NEMVE25667	HELIO_03887
OG0001627	NEMVE04823	HELIO_03358, HELIO_11162
OG0001628	NEMVE08310	HELIO_11311
OG0001628	NEMVE19331	HELIO_03654
OG0001629	NEMVE06795	HELIO_11337
OG0001630	NEMVE22382	HELIO_11857
OG0001632	NEMVE05187	HELIO_03908
OG0001633	NEMVE04876	HELIO_09239
OG0001634	NEMVE22588	HELIO_00787
OG0001635	NEMVE14440	HELIO_00639
OG0001636	NEMVE10668	HELIO_06373
OG0001638	NEMVE24596	HELIO_10751
OG0001639	NEMVE25389, NEMVE18846, NEMVE25390, NEMVE25391	HELIO_03546
OG0001642	NEMVE25922	HELIO_00859, HELIO_00858
OG0001643	NEMVE20743, NEMVE11046	HELIO_03459
OG0001644	NEMVE22640	HELIO_10610
OG0001651	NEMVE10191, NEMVE06095	HELIO_08544
OG0001652	NEMVE00956, NEMVE05109	HELIO_06903
OG0001653	NEMVE00904	HELIO_02536
OG0001654	NEMVE09044, NEMVE16312, NEMVE13324	HELIO_00734, HELIO_02525
OG0001655	NEMVE19053	HELIO_08331
OG0001656	NEMVE04660	HELIO_09773
OG0001657	NEMVE13455	HELIO_09713
OG0001658	NEMVE17963	HELIO_10076
OG0001659	NEMVE11319	HELIO_01989, HELIO_01990
OG0001660	NEMVE15239	HELIO_04664
OG0001661	NEMVE07312, NEMVE10092, NEMVE22246	HELIO_12135
OG0001661	NEMVE01351	HELIO_07195
OG0001662	NEMVE11251	HELIO_07941
OG0001662	NEMVE13811	HELIO_12598
OG0001663	NEMVE21018, NEMVE23853	HELIO_06205, HELIO_04184
OG0001664	NEMVE25426	HELIO_08200
OG0001665	NEMVE09117	HELIO_08876
OG0001665	NEMVE05163	HELIO_01144
OG0001666	NEMVE25558	HELIO_07524, HELIO_03742
OG0001667	NEMVE22928	HELIO_04686, HELIO_06712
OG0001668	NEMVE14155	HELIO_03082
OG0001670	NEMVE23427	HELIO_10177, HELIO_03065
OG0001671	NEMVE21602, NEMVE24836	HELIO_08248, HELIO_08266
OG0001672	NEMVE22147	HELIO_11405
OG0001673	NEMVE07546	HELIO_05452
OG0001674	NEMVE25306	HELIO_12593
OG0001675	NEMVE03414	HELIO_05454
OG0001676	NEMVE11180, NEMVE13897	HELIO_09572
OG0001676	NEMVE17801	HELIO_09106
OG0001677	NEMVE08811	HELIO_10400
OG0001679	NEMVE06179	HELIO_08774, HELIO_10789, HELIO_00740
OG0001680	NEMVE10805	HELIO_00317
OG0001682	NEMVE09695	HELIO_05143, HELIO_05018, HELIO_05865
OG0001682	NEMVE25275	HELIO_04037
OG0001683	NEMVE22487	HELIO_10892
OG0001685	NEMVE22402	HELIO_02127
OG0001687	NEMVE13398	HELIO_06212
OG0001688	NEMVE01983	HELIO_04799
OG0001689	NEMVE13426	HELIO_03264, HELIO_04701
OG0001691	NEMVE08246	HELIO_03141
OG0001692	NEMVE05217	HELIO_03302
OG0001694	NEMVE06291	HELIO_05253
OG0001696	NEMVE17253	HELIO_02613
OG0001704	NEMVE21188, NEMVE00356, NEMVE24161, NEMVE25865, NEMVE23380, NEMVE07682	HELIO_11078
OG0001706	NEMVE23731	HELIO_03225
OG0001707	NEMVE04981, NEMVE14075	HELIO_04517
OG0001708	NEMVE11609, NEMVE25416, NEMVE10072	HELIO_01586
OG0001709	NEMVE13278	HELIO_12693
OG0001710	NEMVE05195	HELIO_01243
OG0001711	NEMVE10176	HELIO_09636
OG0001712	NEMVE01593	HELIO_09358, HELIO_09359
OG0001713	NEMVE19673	HELIO_10733
OG0001714	NEMVE20785, NEMVE14822	HELIO_10062
OG0001714	NEMVE15425	HELIO_01478
OG0001715	NEMVE00409	HELIO_11827
OG0001716	NEMVE22409	HELIO_07127
OG0001718	NEMVE25579	HELIO_08374
OG0001720	NEMVE00978, NEMVE05172	HELIO_01666
OG0001721	NEMVE14398	HELIO_04710
OG0001722	NEMVE10043	HELIO_03016
OG0001723	NEMVE01559, NEMVE07760	HELIO_03904
OG0001724	NEMVE13963	HELIO_09512
OG0001726	NEMVE04744	HELIO_12477
OG0001726	NEMVE09591	HELIO_10937
OG0001727	NEMVE05094, NEMVE01092	HELIO_00379
OG0001728	NEMVE16908	HELIO_06859, HELIO_02961
OG0001729	NEMVE13833, NEMVE04729, NEMVE22386	HELIO_07800
OG0001730	NEMVE00988	HELIO_09660
OG0001731	NEMVE14594	HELIO_04109
OG0001732	NEMVE08717	HELIO_08312
OG0001733	NEMVE04835	HELIO_06708, HELIO_05078
OG0001735	NEMVE08944, NEMVE20783	HELIO_08576
OG0001736	NEMVE07797	HELIO_04175
OG0001738	NEMVE05920	HELIO_00898
OG0001739	NEMVE22586, NEMVE20891	HELIO_08138
OG0001740	NEMVE02279	HELIO_05162, HELIO_06383
OG0001741	NEMVE21578, NEMVE02386	HELIO_09141
OG0001742	NEMVE22258	HELIO_03873, HELIO_02031
OG0001743	NEMVE08168	HELIO_12557
OG0001744	NEMVE23885, NEMVE06480, NEMVE00868, NEMVE09318, NEMVE11370, NEMVE05557, NEMVE05541	HELIO_00852
OG0001747	NEMVE09757	HELIO_09412
OG0001749	NEMVE17331	HELIO_08042
OG0001750	NEMVE21750	HELIO_09724
OG0001751	NEMVE13706	HELIO_11274
OG0001752	NEMVE24646	HELIO_07873
OG0001754	NEMVE14105, NEMVE20494	HELIO_12416
OG0001755	NEMVE14907	HELIO_08464
OG0001755	NEMVE21726	HELIO_03611
OG0001756	NEMVE14922	HELIO_00970
OG0001756	NEMVE13947	HELIO_03773
OG0001758	NEMVE22663	HELIO_11236, HELIO_11503, HELIO_11718
OG0001768	NEMVE13388	HELIO_00339
OG0001769	NEMVE10615	HELIO_00478
OG0001769	NEMVE24301	HELIO_05705
OG0001770	NEMVE14281, NEMVE00088	HELIO_10082
OG0001772	NEMVE05103	HELIO_01523
OG0001774	NEMVE14068	HELIO_11501
OG0001774	NEMVE25139	HELIO_04350
OG0001775	NEMVE13368, NEMVE02560, NEMVE03860	HELIO_07189
OG0001777	NEMVE03411	HELIO_09390, HELIO_09392
OG0001777	NEMVE21376	HELIO_04368
OG0001781	NEMVE13106	HELIO_09978
OG0001783	NEMVE25002	HELIO_02058
OG0001786	NEMVE06879	HELIO_11267
OG0001787	NEMVE06362	HELIO_11607
OG0001788	NEMVE21541	HELIO_03507
OG0001789	NEMVE02570	HELIO_10048
OG0001790	NEMVE09592	HELIO_00309
OG0001790	NEMVE09497	HELIO_10737
OG0001793	NEMVE22918	HELIO_05244
OG0001793	NEMVE14464	HELIO_10291
OG0001797	NEMVE05370	HELIO_04449, HELIO_00752
OG0001798	NEMVE07620	HELIO_12260
OG0001798	NEMVE05525	HELIO_02273
OG0001799	NEMVE02952	HELIO_09682
OG0001800	NEMVE12705, NEMVE21805	HELIO_04276
OG0001804	NEMVE23206	HELIO_02895
OG0001805	NEMVE14596	HELIO_06016
OG0001806	NEMVE00143, NEMVE15014	HELIO_02144
OG0001807	NEMVE03359, NEMVE21133	HELIO_02837
OG0001808	NEMVE06614	HELIO_02461
OG0001809	NEMVE14997, NEMVE12260	HELIO_10155
OG0001810	NEMVE21765	HELIO_10709
OG0001812	NEMVE07410	HELIO_02079, HELIO_09113
OG0001814	NEMVE08912, NEMVE24451	HELIO_03706
OG0001815	NEMVE05716, NEMVE20584	HELIO_00089
OG0001815	NEMVE08243, NEMVE03138	HELIO_12005
OG0001816	NEMVE16539	HELIO_05248
OG0001818	NEMVE14370	HELIO_10184
OG0001819	NEMVE23893	HELIO_03116
OG0001820	NEMVE14972	HELIO_08557, HELIO_09627
OG0001821	NEMVE06367	HELIO_08607
OG0001822	NEMVE13743	HELIO_05027
OG0001823	NEMVE12129, NEMVE07659	HELIO_12209
OG0001824	NEMVE10882	HELIO_03287, HELIO_07619, HELIO_09735
OG0001825	NEMVE05416, NEMVE05456	HELIO_02386
OG0001826	NEMVE15142	HELIO_08793
OG0001827	NEMVE06953, NEMVE22019, NEMVE13541	HELIO_08093
OG0001829	NEMVE10642	HELIO_08800
OG0001830	NEMVE00966, NEMVE10828	HELIO_10008
OG0001832	NEMVE03211, NEMVE02593	HELIO_12779
OG0001832	NEMVE03259	HELIO_12753
OG0001834	NEMVE20987, NEMVE01038	HELIO_07484
OG0001835	NEMVE24254, NEMVE10604	HELIO_12136, HELIO_00116, HELIO_11440, HELIO_12172
OG0001846	NEMVE11075, NEMVE11783	HELIO_07000
OG0001848	NEMVE22818	HELIO_08439, HELIO_01077
OG0001850	NEMVE03645	HELIO_06095
OG0001851	NEMVE24064, NEMVE20602, NEMVE20160, NEMVE21455, NEMVE21091	HELIO_10531
OG0001852	NEMVE23749	HELIO_00847
OG0001853	NEMVE07936	HELIO_07750
OG0001854	NEMVE07412	HELIO_02443
OG0001857	NEMVE23842	HELIO_11313
OG0001858	NEMVE07711	HELIO_10444
OG0001859	NEMVE23690	HELIO_00529
OG0001860	NEMVE22498	HELIO_02411
OG0001862	NEMVE05359	HELIO_03770
OG0001863	NEMVE17199	HELIO_05463
OG0001863	NEMVE04600	HELIO_10538
OG0001864	NEMVE08923	HELIO_11876
OG0001865	NEMVE22307	HELIO_11843
OG0001866	NEMVE18906	HELIO_08400
OG0001867	NEMVE05147	HELIO_02515
OG0001868	NEMVE05764, NEMVE21462	HELIO_06158
OG0001870	NEMVE21714	HELIO_11367
OG0001872	NEMVE22458	HELIO_12105
OG0001873	NEMVE21702, NEMVE17269, NEMVE13980	HELIO_07677, HELIO_06086
OG0001875	NEMVE13467	HELIO_10950
OG0001876	NEMVE01630	HELIO_04432, HELIO_01518
OG0001877	NEMVE14312	HELIO_09122
OG0001878	NEMVE04635	HELIO_05924
OG0001879	NEMVE13330, NEMVE07077	HELIO_06421
OG0001883	NEMVE23661	HELIO_04758
OG0001884	NEMVE05773	HELIO_09046
OG0001886	NEMVE14073	HELIO_07679
OG0001887	NEMVE08409, NEMVE14044	HELIO_12128
OG0001888	NEMVE14388	HELIO_08194
OG0001889	NEMVE01910	HELIO_09642
OG0001890	NEMVE04816	HELIO_02855
OG0001893	NEMVE10940	HELIO_11263
OG0001894	NEMVE14144	HELIO_04194
OG0001895	NEMVE08995, NEMVE08991	HELIO_02660, HELIO_06563
OG0001896	NEMVE13745	HELIO_02398, HELIO_02399
OG0001897	NEMVE05902	HELIO_10470, HELIO_10469
OG0001898	NEMVE11971, NEMVE10699	HELIO_04077, HELIO_12763
OG0001899	NEMVE00990	HELIO_05952
OG0001900	NEMVE14738	HELIO_03722
OG0001901	NEMVE04718	HELIO_12147, HELIO_04211
OG0001903	NEMVE23014, NEMVE15464	HELIO_08222
OG0001906	NEMVE00609	HELIO_01042
OG0001913	NEMVE05008	HELIO_10845
OG0001914	NEMVE24283	HELIO_12364
OG0001914	NEMVE00127, NEMVE16870	HELIO_08172
OG0001915	NEMVE01292, NEMVE15067	HELIO_02308
OG0001917	NEMVE22972, NEMVE06545, NEMVE09944	HELIO_00213
OG0001918	NEMVE04767, NEMVE20498	HELIO_07821
OG0001919	NEMVE06104	HELIO_06163
OG0001920	NEMVE18406, NEMVE09356	HELIO_09697
OG0001923	NEMVE13404	HELIO_01788
OG0001925	NEMVE08855	HELIO_10825
OG0001926	NEMVE14562	HELIO_02998
OG0001927	NEMVE05097, NEMVE10782	HELIO_04718
OG0001928	NEMVE05794	HELIO_00908
OG0001929	NEMVE19355	HELIO_05265
OG0001930	NEMVE13232	HELIO_07719
OG0001932	NEMVE10249	HELIO_03169
OG0001932	NEMVE10245, NEMVE00785	HELIO_03170
OG0001933	NEMVE02956	HELIO_09564
OG0001934	NEMVE09811, NEMVE23059	HELIO_02521
OG0001935	NEMVE13529	HELIO_09449, HELIO_05458
OG0001935	NEMVE10442	HELIO_02583
OG0001936	NEMVE06752	HELIO_04902
OG0001936	NEMVE13084	HELIO_10872
OG0001937	NEMVE01966, NEMVE01539, NEMVE05349, NEMVE21633, NEMVE24993, NEMVE15387, NEMVE23172	HELIO_04900, HELIO_06992
OG0001938	NEMVE14591	HELIO_02477
OG0001940	NEMVE13882	HELIO_03882
OG0001941	NEMVE10103	HELIO_08395
OG0001942	NEMVE05330, NEMVE14403, NEMVE13641	HELIO_07609, HELIO_06576
OG0001943	NEMVE07567	HELIO_10645
OG0001945	NEMVE08582	HELIO_03288
OG0001946	NEMVE25577	HELIO_08201
OG0001947	NEMVE14499	HELIO_03774
OG0001948	NEMVE06973	HELIO_09808
OG0001949	NEMVE23793	HELIO_12106
OG0001951	NEMVE12966, NEMVE23680, NEMVE18054	HELIO_04565
OG0001952	NEMVE10151	HELIO_02821
OG0001953	NEMVE09970	HELIO_05793
OG0001957	NEMVE08808	HELIO_11767
OG0001958	NEMVE06090	HELIO_07906
OG0001959	NEMVE14830	HELIO_08251, HELIO_08252
OG0001960	NEMVE21849	HELIO_12360
OG0001961	NEMVE05331	HELIO_03253
OG0001962	NEMVE08403	HELIO_05917
OG0001963	NEMVE05900	HELIO_02883
OG0001964	NEMVE13227	HELIO_02293
OG0001965	NEMVE22556	HELIO_01378
OG0001966	NEMVE05589, NEMVE18674	HELIO_12247, HELIO_05868
OG0001967	NEMVE23308	HELIO_10256
OG0001968	NEMVE00494	HELIO_11042, HELIO_10670
OG0001970	NEMVE13293	HELIO_11641
OG0001971	NEMVE06261	HELIO_09862
OG0001972	NEMVE06243, NEMVE11911	HELIO_04798
OG0001974	NEMVE09975	HELIO_09499
OG0001975	NEMVE25587, NEMVE21055, NEMVE03035	HELIO_08246, HELIO_10907
OG0001985	NEMVE09656	HELIO_03642
OG0001986	NEMVE21250	HELIO_07313
OG0001987	NEMVE13766	HELIO_11331, HELIO_11332
OG0001988	NEMVE13461, NEMVE20802, NEMVE11686	HELIO_07776
OG0001989	NEMVE06852	HELIO_03695
OG0001990	NEMVE09795	HELIO_00537
OG0001990	NEMVE14755	HELIO_04294
OG0001991	NEMVE23863, NEMVE01568, NEMVE00098, NEMVE02070, NEMVE18696, NEMVE25712, NEMVE03452, NEMVE15203, NEMVE11589, NEMVE17113	HELIO_03684
OG0001993	NEMVE04996	HELIO_10948
OG0001994	NEMVE05452	HELIO_02654, HELIO_02655
OG0001995	NEMVE15892	HELIO_08488, HELIO_07621, HELIO_04746, HELIO_03323, HELIO_05823, HELIO_06178
OG0001996	NEMVE18632, NEMVE13507	HELIO_03603
OG0001998	NEMVE25642	HELIO_01282
OG0001999	NEMVE06295	HELIO_09986
OG0001999	NEMVE03425	HELIO_06267
OG0002000	NEMVE05625	HELIO_05949
OG0002000	NEMVE16765	HELIO_07944
OG0002001	NEMVE14609	HELIO_11853
