Orthogroup	NEMVE	AMPFI_ok
OG0000793	NEMVE19406	AMPFI_07155
OG0000794	NEMVE13875	AMPFI_12203
OG0000795	NEMVE18602	AMPFI_02590
OG0000796	NEMVE12330	AMPFI_03766
OG0000797	NEMVE07332, NEMVE20914	AMPFI_16398, AMPFI_18685
OG0000798	NEMVE05537	AMPFI_15670, AMPFI_01735, AMPFI_20101, AMPFI_16263
OG0000800	NEMVE06468	AMPFI_10431
OG0000802	NEMVE11136, NEMVE06054	AMPFI_17051
OG0000803	NEMVE22189	AMPFI_03930, AMPFI_11891
OG0000807	NEMVE22960	AMPFI_10131, AMPFI_22101
OG0000809	NEMVE08335, NEMVE12321	AMPFI_12034
OG0000810	NEMVE18390	AMPFI_19205
OG0000810	NEMVE02291	AMPFI_00375
OG0000811	NEMVE21518	AMPFI_15862, AMPFI_12390, AMPFI_16220, AMPFI_13854
OG0000812	NEMVE11476, NEMVE12174	AMPFI_02361, AMPFI_20458, AMPFI_02507, AMPFI_04933, AMPFI_23277, AMPFI_24549, AMPFI_22352
OG0000812	NEMVE19850	AMPFI_22391, AMPFI_22087, AMPFI_04199, AMPFI_20836, AMPFI_04618
OG0000813	NEMVE25754, NEMVE22200, NEMVE24635	AMPFI_16225, AMPFI_15330
OG0000814	NEMVE06776, NEMVE16660	AMPFI_05882, AMPFI_13728
OG0000816	NEMVE14127, NEMVE00812	AMPFI_17959, AMPFI_22154, AMPFI_03013
OG0000817	NEMVE14686	AMPFI_08254
OG0000817	NEMVE01689, NEMVE21825	AMPFI_07996
OG0000817	NEMVE14311	AMPFI_11242, AMPFI_25982
OG0000818	NEMVE08706	AMPFI_12285
OG0000819	NEMVE07543, NEMVE14834	AMPFI_15610
OG0000820	NEMVE08902	AMPFI_19313, AMPFI_22913, AMPFI_22383
OG0000822	NEMVE07227	AMPFI_10298, AMPFI_09638
OG0000823	NEMVE00095	AMPFI_09886, AMPFI_02229, AMPFI_14400, AMPFI_18247, AMPFI_09105, AMPFI_23998, AMPFI_04321, AMPFI_15264, AMPFI_10553, AMPFI_06995, AMPFI_05761, AMPFI_06571, AMPFI_07954, AMPFI_10284, AMPFI_01845, AMPFI_07102, AMPFI_12688, AMPFI_20773, AMPFI_09883, AMPFI_21341, AMPFI_17425, AMPFI_04598, AMPFI_13151, AMPFI_13153, AMPFI_06788, AMPFI_06616, AMPFI_05068, AMPFI_07809, AMPFI_08630, AMPFI_17076, AMPFI_12089, AMPFI_01834, AMPFI_14480, AMPFI_05084, AMPFI_07103, AMPFI_14381, AMPFI_15214, AMPFI_06614, AMPFI_13152, AMPFI_25071, AMPFI_07320, AMPFI_07319, AMPFI_08384, AMPFI_12229, AMPFI_22504, AMPFI_13975, AMPFI_08042, AMPFI_04907, AMPFI_08486, AMPFI_05456, AMPFI_06799, AMPFI_00992, AMPFI_19402, AMPFI_06618, AMPFI_24784, AMPFI_02307, AMPFI_07810, AMPFI_04755, AMPFI_06617, AMPFI_15056, AMPFI_14436, AMPFI_14437
OG0000824	NEMVE05752	AMPFI_10634
OG0000825	NEMVE07795, NEMVE11350	AMPFI_21560, AMPFI_22215
OG0000825	NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057	AMPFI_04519
OG0000828	NEMVE13102, NEMVE13594	AMPFI_06751
OG0000828	NEMVE15094	AMPFI_18122
OG0000829	NEMVE08791	AMPFI_15788
OG0000833	NEMVE18727	AMPFI_07344
OG0000834	NEMVE05965	AMPFI_19170
OG0000835	NEMVE08598, NEMVE20600	AMPFI_11868
OG0000836	NEMVE01499	AMPFI_08670
OG0000837	NEMVE25541	AMPFI_23242
OG0000838	NEMVE09615, NEMVE02207, NEMVE03582, NEMVE04654, NEMVE17040	AMPFI_11876
OG0000841	NEMVE05492	AMPFI_11477
OG0000842	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617	AMPFI_11234
OG0000844	NEMVE07470	AMPFI_00178
OG0000845	NEMVE01849	AMPFI_00625
OG0000845	NEMVE19954, NEMVE05692	AMPFI_11310
OG0000847	NEMVE17291	AMPFI_17341
OG0000847	NEMVE07778	AMPFI_13534
OG0000847	NEMVE08888	AMPFI_06619
OG0000848	NEMVE21784	AMPFI_13198
OG0000848	NEMVE13752	AMPFI_00046
OG0000849	NEMVE14809	AMPFI_24685
OG0000850	NEMVE15099	AMPFI_19396
OG0000850	NEMVE12252, NEMVE21917	AMPFI_03228
OG0000851	NEMVE05563, NEMVE23273	AMPFI_16121
OG0000852	NEMVE25782	AMPFI_08444
OG0000852	NEMVE07789	AMPFI_13668
OG0000853	NEMVE23651	AMPFI_25610, AMPFI_22873, AMPFI_01695, AMPFI_09221
OG0000857	NEMVE18201	AMPFI_00242
OG0000858	NEMVE05037	AMPFI_05099
OG0000858	NEMVE05877	AMPFI_11878
OG0000859	NEMVE19193, NEMVE00437	AMPFI_09744, AMPFI_22052
OG0000860	NEMVE23955, NEMVE13259	AMPFI_05098
OG0000861	NEMVE17244, NEMVE19042, NEMVE11781	AMPFI_12513, AMPFI_12008, AMPFI_16728
OG0000868	NEMVE12988	AMPFI_02557
OG0000868	NEMVE05531	AMPFI_09212
OG0000869	NEMVE07859	AMPFI_09269
OG0000870	NEMVE02461, NEMVE01574	AMPFI_04018, AMPFI_20968, AMPFI_09731, AMPFI_24424, AMPFI_12552, AMPFI_12941, AMPFI_08693
OG0000871	NEMVE16871	AMPFI_06057
OG0000871	NEMVE14071	AMPFI_13424
OG0000872	NEMVE14190	AMPFI_14533
OG0000873	NEMVE11481	AMPFI_00271
OG0000874	NEMVE13256	AMPFI_04290, AMPFI_17002
OG0000874	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626	AMPFI_15252
OG0000875	NEMVE12865	AMPFI_16915
OG0000875	NEMVE14079	AMPFI_14018
OG0000876	NEMVE02940, NEMVE11949	AMPFI_21327
OG0000878	NEMVE02420	AMPFI_24863, AMPFI_22261, AMPFI_21072
OG0000879	NEMVE13129	AMPFI_08219
OG0000880	NEMVE13288	AMPFI_09014
OG0000881	NEMVE13265	AMPFI_02071
OG0000881	NEMVE14845	AMPFI_13230
OG0000882	NEMVE02007	AMPFI_03689, AMPFI_23821
OG0000887	NEMVE10146	AMPFI_09950, AMPFI_07395, AMPFI_07646
OG0000888	NEMVE10813	AMPFI_15204
OG0000888	NEMVE11848	AMPFI_11657
OG0000889	NEMVE22565	AMPFI_16359, AMPFI_08502
OG0000890	NEMVE11671	AMPFI_12475
OG0000890	NEMVE06371, NEMVE00333, NEMVE16346	AMPFI_03240
OG0000894	NEMVE23274	AMPFI_03215, AMPFI_21192
OG0000896	NEMVE21907	AMPFI_18659
OG0000896	NEMVE10977	AMPFI_22491, AMPFI_12466, AMPFI_26067
OG0000897	NEMVE06224, NEMVE12475	AMPFI_24854
OG0000898	NEMVE14546, NEMVE21727	AMPFI_22530
OG0000899	NEMVE18761	AMPFI_10006, AMPFI_23939
OG0000903	NEMVE10744, NEMVE07770, NEMVE07767, NEMVE07783, NEMVE02680, NEMVE02640, NEMVE03640, NEMVE08416, NEMVE02615, NEMVE18609, NEMVE08055, NEMVE11335, NEMVE02597	AMPFI_06766, AMPFI_09763, AMPFI_20995
OG0000903	NEMVE03795, NEMVE03192, NEMVE06695, NEMVE12037, NEMVE09294, NEMVE02554, NEMVE05911, NEMVE02552, NEMVE02662, NEMVE03145, NEMVE10755, NEMVE12512	AMPFI_05749
OG0000904	NEMVE05478, NEMVE05468	AMPFI_12613
OG0000905	NEMVE24633	AMPFI_23249, AMPFI_23770, AMPFI_06111
OG0000906	NEMVE08831	AMPFI_18970, AMPFI_06795
OG0000907	NEMVE00986	AMPFI_11759
OG0000909	NEMVE10272	AMPFI_09222
OG0000910	NEMVE17424	AMPFI_03413
OG0000910	NEMVE16541, NEMVE18507	AMPFI_20186
OG0000911	NEMVE24020	AMPFI_10644
OG0000912	NEMVE23980	AMPFI_26077
OG0000913	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717	AMPFI_01293, AMPFI_01711
OG0000914	NEMVE08606	AMPFI_07132
OG0000915	NEMVE05638	AMPFI_07903
OG0000921	NEMVE19737, NEMVE09442	AMPFI_16444
OG0000924	NEMVE03228	AMPFI_03653
OG0000924	NEMVE04674	AMPFI_03778
OG0000925	NEMVE21937, NEMVE05629, NEMVE00068	AMPFI_22605
OG0000925	NEMVE22442, NEMVE00338	AMPFI_08869
OG0000926	NEMVE13598	AMPFI_15815
OG0000928	NEMVE20627	AMPFI_06367
OG0000929	NEMVE10278	AMPFI_23849
OG0000930	NEMVE06499, NEMVE09880, NEMVE16667, NEMVE11111	AMPFI_22872, AMPFI_12409, AMPFI_04894
OG0000932	NEMVE15050, NEMVE02393	AMPFI_10461
OG0000934	NEMVE09369	AMPFI_09923
OG0000934	NEMVE07036	AMPFI_21983
OG0000935	NEMVE24478, NEMVE06639	AMPFI_08255
OG0000939	NEMVE17859	AMPFI_04004, AMPFI_23383, AMPFI_19871
OG0000942	NEMVE19243	AMPFI_19914, AMPFI_23001
OG0000943	NEMVE14119	AMPFI_25624
OG0000943	NEMVE15785, NEMVE08924	AMPFI_01279
OG0000944	NEMVE07708	AMPFI_08499
OG0000945	NEMVE22316, NEMVE22428	AMPFI_11479
OG0000946	NEMVE07731	AMPFI_23608
OG0000947	NEMVE04758	AMPFI_04579
OG0000947	NEMVE07474	AMPFI_02830
OG0000949	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321	AMPFI_05269
OG0000950	NEMVE09986	AMPFI_18145
OG0000950	NEMVE08112	AMPFI_02751, AMPFI_25217
OG0000951	NEMVE21998	AMPFI_22274, AMPFI_02878
OG0000951	NEMVE02530	AMPFI_14404
OG0000952	NEMVE04659	AMPFI_07302
OG0000952	NEMVE02164	AMPFI_04586
OG0000953	NEMVE12932	AMPFI_22981, AMPFI_04696
OG0000954	NEMVE06460	AMPFI_20580, AMPFI_25977
OG0000954	NEMVE05247, NEMVE12295	AMPFI_05682
OG0000955	NEMVE14901	AMPFI_06758
OG0000955	NEMVE06008	AMPFI_14591
OG0000955	NEMVE08350	AMPFI_06876
OG0000957	NEMVE00980	AMPFI_23600
OG0000958	NEMVE24805, NEMVE17902	AMPFI_15070
OG0000960	NEMVE02244	AMPFI_10077
OG0000963	NEMVE06216	AMPFI_18238
OG0000963	NEMVE03242	AMPFI_05536
OG0000964	NEMVE19256	AMPFI_17923, AMPFI_15487, AMPFI_19681
OG0000965	NEMVE10501	AMPFI_19565, AMPFI_15550
OG0000965	NEMVE02072	AMPFI_04099
OG0000966	NEMVE06417	AMPFI_13605
OG0000967	NEMVE11722, NEMVE10506	AMPFI_25346, AMPFI_07326
OG0000969	NEMVE14628	AMPFI_25200
OG0000970	NEMVE08020, NEMVE08789	AMPFI_08215
OG0000971	NEMVE04764, NEMVE04769, NEMVE03462, NEMVE04763, NEMVE04779, NEMVE02124, NEMVE04808, NEMVE04754, NEMVE04770	AMPFI_16281
OG0000971	NEMVE17738	AMPFI_18522
OG0000972	NEMVE04609, NEMVE00954	AMPFI_02188
OG0000972	NEMVE10082	AMPFI_09775
OG0000973	NEMVE17915	AMPFI_24074, AMPFI_12954, AMPFI_14724, AMPFI_19200
OG0000974	NEMVE13444	AMPFI_12784, AMPFI_24248, AMPFI_16221
OG0000975	NEMVE10075	AMPFI_20495
OG0000976	NEMVE02732	AMPFI_22577
OG0000977	NEMVE25192	AMPFI_07484
OG0000977	NEMVE06329	AMPFI_15809
OG0000977	NEMVE20685, NEMVE07099	AMPFI_03209
OG0000978	NEMVE25212	AMPFI_21210
OG0000979	NEMVE17920, NEMVE04790, NEMVE16326	AMPFI_09075, AMPFI_12493, AMPFI_01617, AMPFI_11199, AMPFI_19528
OG0000981	NEMVE05035, NEMVE14361, NEMVE15417	AMPFI_23802, AMPFI_18811, AMPFI_05565
OG0000981	NEMVE22521	AMPFI_03663
OG0000982	NEMVE07619, NEMVE11958	AMPFI_14398
OG0000984	NEMVE21717	AMPFI_10960
OG0000985	NEMVE09786, NEMVE11913	AMPFI_12470
OG0000987	NEMVE05580	AMPFI_23099, AMPFI_17518
OG0000988	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782	AMPFI_24561
OG0000992	NEMVE11620	AMPFI_08334
OG0000993	NEMVE12763	AMPFI_12469
OG0000994	NEMVE24464	AMPFI_00747, AMPFI_08034
OG0000994	NEMVE05403	AMPFI_10949
OG0000996	NEMVE06175	AMPFI_14642
OG0000997	NEMVE15784	AMPFI_18380, AMPFI_12727, AMPFI_16934
OG0000998	NEMVE18412, NEMVE14793	AMPFI_21171
OG0000999	NEMVE00092	AMPFI_12976
OG0001000	NEMVE02448	AMPFI_02319, AMPFI_10736
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	AMPFI_06409
OG0001002	NEMVE09531, NEMVE19920	AMPFI_21134
OG0001005	NEMVE10101	AMPFI_09343
OG0001006	NEMVE21915	AMPFI_14604
OG0001006	NEMVE10239	AMPFI_23083
OG0001007	NEMVE00044, NEMVE10735	AMPFI_02923, AMPFI_11235, AMPFI_00100, AMPFI_00898, AMPFI_16097
OG0001008	NEMVE24531	AMPFI_22903
OG0001015	NEMVE07976	AMPFI_07651
OG0001016	NEMVE14344	AMPFI_10130
OG0001016	NEMVE14850	AMPFI_08991
OG0001017	NEMVE08837	AMPFI_05282
OG0001017	NEMVE01365	AMPFI_23828, AMPFI_10338, AMPFI_02515
OG0001017	NEMVE08847	AMPFI_21349
OG0001018	NEMVE25537	AMPFI_03134
OG0001018	NEMVE07573	AMPFI_05980
OG0001019	NEMVE06651	AMPFI_13368
OG0001020	NEMVE17582, NEMVE21068, NEMVE15306	AMPFI_20429
OG0001021	NEMVE05054	AMPFI_14678
OG0001021	NEMVE22093	AMPFI_18055, AMPFI_12036, AMPFI_11688
OG0001022	NEMVE24828	AMPFI_10268
OG0001023	NEMVE12107	AMPFI_08517
OG0001024	NEMVE22572	AMPFI_23405
OG0001025	NEMVE19762	AMPFI_21771
OG0001028	NEMVE25953, NEMVE14639	AMPFI_24614
OG0001029	NEMVE03131, NEMVE01675	AMPFI_16108
OG0001029	NEMVE11449	AMPFI_15855
OG0001030	NEMVE13370	AMPFI_23968
OG0001030	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380	AMPFI_06508
OG0001031	NEMVE13279	AMPFI_05042
OG0001032	NEMVE14168	AMPFI_16468
OG0001033	NEMVE24849	AMPFI_11384
OG0001033	NEMVE03845	AMPFI_08349
OG0001034	NEMVE23685	AMPFI_26029, AMPFI_15409
OG0001036	NEMVE07958	AMPFI_23633
OG0001037	NEMVE13835	AMPFI_24179
OG0001039	NEMVE05729	AMPFI_14266
OG0001039	NEMVE14813	AMPFI_08765
OG0001042	NEMVE20161, NEMVE25296	AMPFI_15466, AMPFI_23740
OG0001043	NEMVE16776, NEMVE05556	AMPFI_10384, AMPFI_15192, AMPFI_24132, AMPFI_11304
OG0001045	NEMVE10485, NEMVE08539, NEMVE15170	AMPFI_18045, AMPFI_09141
OG0001048	NEMVE04666	AMPFI_24104, AMPFI_00575
OG0001049	NEMVE24151	AMPFI_08679
OG0001050	NEMVE11321	AMPFI_10641
OG0001052	NEMVE21906	AMPFI_08331
OG0001053	NEMVE01408	AMPFI_08985
OG0001055	NEMVE21535	AMPFI_18194
OG0001056	NEMVE07347	AMPFI_13808
OG0001059	NEMVE05294	AMPFI_13123
OG0001062	NEMVE01533	AMPFI_00636
OG0001063	NEMVE08862	AMPFI_06965, AMPFI_02456
OG0001064	NEMVE19071	AMPFI_18491, AMPFI_13276, AMPFI_11404
OG0001065	NEMVE18639	AMPFI_22583, AMPFI_10458, AMPFI_00107, AMPFI_21491, AMPFI_25290, AMPFI_20969, AMPFI_20706
OG0001066	NEMVE24583	AMPFI_04799, AMPFI_05155
OG0001067	NEMVE18870, NEMVE18446, NEMVE25152	AMPFI_07922
OG0001068	NEMVE21454	AMPFI_16104, AMPFI_09935, AMPFI_09937, AMPFI_11068
OG0001068	NEMVE04571	AMPFI_09936
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446
OG0001072	NEMVE01518	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	AMPFI_19188
OG0001075	NEMVE07705, NEMVE15967	AMPFI_00014
OG0001076	NEMVE01471	AMPFI_25701, AMPFI_03111, AMPFI_09505, AMPFI_03148, AMPFI_21677
OG0001077	NEMVE06665	AMPFI_17348
OG0001078	NEMVE21841, NEMVE03024	AMPFI_08816, AMPFI_13210
OG0001079	NEMVE10902	AMPFI_02862
OG0001080	NEMVE25549	AMPFI_00813
OG0001080	NEMVE24155	AMPFI_09613
OG0001081	NEMVE14063	AMPFI_07991
OG0001082	NEMVE13496	AMPFI_11475
OG0001083	NEMVE07865	AMPFI_01600
OG0001085	NEMVE23730	AMPFI_03348
OG0001086	NEMVE21870	AMPFI_12526
OG0001088	NEMVE10969	AMPFI_25806
OG0001089	NEMVE21830	AMPFI_25612
OG0001091	NEMVE05727	AMPFI_08267
OG0001092	NEMVE00964, NEMVE07353	AMPFI_23695
OG0001092	NEMVE01451	AMPFI_21806
OG0001093	NEMVE01792	AMPFI_00814, AMPFI_01496
OG0001094	NEMVE16663, NEMVE22581, NEMVE21711, NEMVE21712, NEMVE18919	AMPFI_17757
OG0001095	NEMVE24881	AMPFI_21259
OG0001096	NEMVE10292, NEMVE12692	AMPFI_10807, AMPFI_10808, AMPFI_22875
OG0001097	NEMVE07237	AMPFI_17017
OG0001101	NEMVE14957	AMPFI_12698
OG0001102	NEMVE01649	AMPFI_21024
OG0001102	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	AMPFI_14421
OG0001103	NEMVE01302	AMPFI_02682
OG0001103	NEMVE05814	AMPFI_24729
OG0001104	NEMVE04017, NEMVE06719	AMPFI_11622
OG0001105	NEMVE13446	AMPFI_12581
OG0001105	NEMVE17686	AMPFI_14430
OG0001105	NEMVE17688	AMPFI_10401
OG0001105	NEMVE25923	AMPFI_18273
OG0001106	NEMVE10844, NEMVE10846	AMPFI_04453
OG0001106	NEMVE04090	AMPFI_22282
OG0001107	NEMVE00952	AMPFI_16073, AMPFI_19311
OG0001108	NEMVE22820	AMPFI_13440
OG0001108	NEMVE03343	AMPFI_13784
OG0001109	NEMVE17631	AMPFI_10273, AMPFI_13387
OG0001110	NEMVE25055, NEMVE25054	AMPFI_05484
OG0001111	NEMVE12657, NEMVE05880, NEMVE17909, NEMVE18987, NEMVE05284, NEMVE18142	AMPFI_04458
OG0001112	NEMVE18988	AMPFI_06514, AMPFI_08572
OG0001113	NEMVE11789, NEMVE13858	AMPFI_16641
OG0001114	NEMVE13059	AMPFI_25604
OG0001117	NEMVE07059	AMPFI_09422
OG0001118	NEMVE08045	AMPFI_25968, AMPFI_00976, AMPFI_22735, AMPFI_16307, AMPFI_02493
OG0001119	NEMVE00905, NEMVE12022	AMPFI_06894
OG0001121	NEMVE15144	AMPFI_15985, AMPFI_08055
OG0001123	NEMVE08367, NEMVE00548	AMPFI_21122, AMPFI_04929
OG0001123	NEMVE07298	AMPFI_09974
OG0001124	NEMVE14042	AMPFI_15848
OG0001125	NEMVE05272	AMPFI_19160
OG0001126	NEMVE21706	AMPFI_20016
OG0001127	NEMVE23507	AMPFI_21530, AMPFI_00371
OG0001128	NEMVE07541	AMPFI_08735
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	AMPFI_05280
OG0001131	NEMVE02265	AMPFI_08885
OG0001133	NEMVE24785	AMPFI_17650
OG0001133	NEMVE17872	AMPFI_24426, AMPFI_16747
OG0001133	NEMVE22361	AMPFI_21275
OG0001134	NEMVE10572	AMPFI_07585
OG0001135	NEMVE08713, NEMVE13852	AMPFI_25799
OG0001136	NEMVE14986	AMPFI_07457
OG0001137	NEMVE09544, NEMVE24640, NEMVE09543	AMPFI_25398
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	AMPFI_08224
OG0001139	NEMVE14993	AMPFI_16920
OG0001139	NEMVE07868	AMPFI_10168
OG0001140	NEMVE06552	AMPFI_12273
OG0001140	NEMVE12189, NEMVE00314	AMPFI_22519
OG0001141	NEMVE13888	AMPFI_18156, AMPFI_05552
OG0001143	NEMVE07319	AMPFI_13922, AMPFI_07389
OG0001144	NEMVE02135	AMPFI_09246
OG0001146	NEMVE18037, NEMVE07073	AMPFI_05945
OG0001147	NEMVE05148	AMPFI_20662, AMPFI_05223
OG0001148	NEMVE09889	AMPFI_05179
OG0001155	NEMVE18709	AMPFI_06783
OG0001155	NEMVE14646	AMPFI_17194, AMPFI_15411
OG0001156	NEMVE14927	AMPFI_16501
OG0001158	NEMVE13124	AMPFI_14324, AMPFI_03369
OG0001159	NEMVE02254	AMPFI_15828, AMPFI_15637
OG0001161	NEMVE13207	AMPFI_10090, AMPFI_19031
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	AMPFI_21383
OG0001164	NEMVE07314	AMPFI_02597, AMPFI_21888, AMPFI_23885, AMPFI_00138, AMPFI_24570, AMPFI_17125
OG0001164	NEMVE17008	AMPFI_09821, AMPFI_17052
OG0001165	NEMVE15007	AMPFI_11630
OG0001167	NEMVE01035	AMPFI_05454
OG0001168	NEMVE14002	AMPFI_05372
OG0001169	NEMVE22495	AMPFI_09626
OG0001170	NEMVE01927	AMPFI_16363, AMPFI_08205, AMPFI_15728
OG0001171	NEMVE08775	AMPFI_21141
OG0001172	NEMVE14607	AMPFI_09322
OG0001174	NEMVE06466	AMPFI_23115
OG0001175	NEMVE18808, NEMVE00944	AMPFI_11579, AMPFI_01291
OG0001176	NEMVE06025	AMPFI_15457
OG0001176	NEMVE04714	AMPFI_17036
OG0001177	NEMVE07007	AMPFI_08044
OG0001178	NEMVE13445, NEMVE00910	AMPFI_18821
OG0001178	NEMVE11867	AMPFI_01265
OG0001178	NEMVE14023	AMPFI_01492
OG0001181	NEMVE04930	AMPFI_13623, AMPFI_10170
OG0001183	NEMVE02043	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752
OG0001184	NEMVE23775	AMPFI_20865
OG0001184	NEMVE05038	AMPFI_08874
OG0001185	NEMVE15207	AMPFI_07596
OG0001186	NEMVE07796	AMPFI_07934
OG0001186	NEMVE14205	AMPFI_10517
OG0001188	NEMVE04912	AMPFI_02144
OG0001189	NEMVE24274	AMPFI_09388
OG0001190	NEMVE07335, NEMVE20942	AMPFI_02258, AMPFI_24898
OG0001191	NEMVE02357	AMPFI_06865
OG0001196	NEMVE08224, NEMVE12229	AMPFI_05001
OG0001197	NEMVE01874	AMPFI_13739
OG0001197	NEMVE09865	AMPFI_25096
OG0001198	NEMVE24571	AMPFI_11677, AMPFI_01112
OG0001198	NEMVE22207, NEMVE25198, NEMVE00766	AMPFI_14243
OG0001199	NEMVE23802, NEMVE12602	AMPFI_08720
OG0001200	NEMVE09033	AMPFI_13405, AMPFI_22505, AMPFI_18393
OG0001201	NEMVE09573	AMPFI_02387
OG0001202	NEMVE18910, NEMVE19217	AMPFI_07863
OG0001203	NEMVE06946	AMPFI_00203
OG0001204	NEMVE16401	AMPFI_14021, AMPFI_11338
OG0001205	NEMVE09608	AMPFI_13876
OG0001207	NEMVE07504	AMPFI_02832
OG0001208	NEMVE13141	AMPFI_25578
OG0001209	NEMVE13903	AMPFI_10000
OG0001211	NEMVE14313	AMPFI_10364
OG0001212	NEMVE02933, NEMVE00040	AMPFI_24007
OG0001213	NEMVE09096	AMPFI_07381
OG0001213	NEMVE14427	AMPFI_18186
OG0001214	NEMVE05859	AMPFI_05265
OG0001215	NEMVE25378	AMPFI_10063
OG0001216	NEMVE13574	AMPFI_06120
OG0001216	NEMVE14479	AMPFI_13697
OG0001218	NEMVE21894	AMPFI_18506
OG0001219	NEMVE22457	AMPFI_23839
OG0001220	NEMVE13508, NEMVE06753	AMPFI_03787
OG0001220	NEMVE23904	AMPFI_14887, AMPFI_03086
OG0001221	NEMVE10455, NEMVE21175	AMPFI_09440
OG0001224	NEMVE18437	AMPFI_01499
OG0001225	NEMVE24191	AMPFI_05889
OG0001230	NEMVE14462	AMPFI_11806
OG0001231	NEMVE18418	AMPFI_23517
OG0001232	NEMVE08692	AMPFI_08459, AMPFI_09206, AMPFI_03213
OG0001233	NEMVE05554	AMPFI_12663, AMPFI_14959, AMPFI_17326
OG0001234	NEMVE18230, NEMVE12291	AMPFI_10815, AMPFI_24580
OG0001236	NEMVE24358	AMPFI_04390
OG0001238	NEMVE14613	AMPFI_08671
OG0001238	NEMVE05651	AMPFI_08263
OG0001241	NEMVE23698	AMPFI_10474
OG0001241	NEMVE22413	AMPFI_05156
OG0001242	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690	AMPFI_08208, AMPFI_01628, AMPFI_22498
OG0001243	NEMVE04580	AMPFI_09177
OG0001245	NEMVE23125	AMPFI_07722
OG0001246	NEMVE07108	AMPFI_05364
OG0001247	NEMVE03420	AMPFI_24091
OG0001248	NEMVE14608	AMPFI_15716
OG0001249	NEMVE08338	AMPFI_23310
OG0001250	NEMVE07058	AMPFI_07433
OG0001251	NEMVE05777	AMPFI_15272
OG0001252	NEMVE05179	AMPFI_21190, AMPFI_00156
OG0001253	NEMVE14445	AMPFI_05658
OG0001254	NEMVE01446, NEMVE14277	AMPFI_10158
OG0001256	NEMVE11467, NEMVE20435	AMPFI_15458
OG0001261	NEMVE12600, NEMVE24381	AMPFI_25069, AMPFI_21898
OG0001264	NEMVE09188	AMPFI_05271
OG0001265	NEMVE15204	AMPFI_23423, AMPFI_04012, AMPFI_19596
OG0001265	NEMVE16184, NEMVE09370	AMPFI_14886
OG0001266	NEMVE14615, NEMVE13420, NEMVE23687	AMPFI_22613, AMPFI_06682
OG0001267	NEMVE25606	AMPFI_16785
OG0001267	NEMVE22271	AMPFI_03197
OG0001268	NEMVE13796	AMPFI_21846
OG0001268	NEMVE10358	AMPFI_17603
OG0001270	NEMVE21909, NEMVE12078	AMPFI_10234
OG0001270	NEMVE22554	AMPFI_15423
OG0001271	NEMVE00839, NEMVE16016, NEMVE12266	AMPFI_12722
OG0001272	NEMVE24865	AMPFI_10847
OG0001273	NEMVE06058	AMPFI_08982
OG0001274	NEMVE24783	AMPFI_01753
OG0001275	NEMVE02957	AMPFI_10981, AMPFI_05849
OG0001276	NEMVE24658	AMPFI_14910
OG0001277	NEMVE08949	AMPFI_20731, AMPFI_12136, AMPFI_16962, AMPFI_19276, AMPFI_13039, AMPFI_11990, AMPFI_08088, AMPFI_23862, AMPFI_21730, AMPFI_22050, AMPFI_25434, AMPFI_13913
OG0001278	NEMVE22456	AMPFI_10211
OG0001278	NEMVE08441	AMPFI_19943
OG0001279	NEMVE06730	AMPFI_05903
OG0001280	NEMVE15111, NEMVE13261	AMPFI_23298
OG0001283	NEMVE18885, NEMVE15140	AMPFI_00187, AMPFI_08340
OG0001284	NEMVE15039	AMPFI_11093
OG0001284	NEMVE12745, NEMVE19495	AMPFI_06659
OG0001285	NEMVE07034	AMPFI_25522
OG0001287	NEMVE13851	AMPFI_14082
OG0001288	NEMVE20273	AMPFI_00778
OG0001290	NEMVE20389	AMPFI_22521
OG0001290	NEMVE22813, NEMVE07506	AMPFI_18904
OG0001291	NEMVE25091	AMPFI_17861
OG0001293	NEMVE24929	AMPFI_14701
OG0001294	NEMVE21404	AMPFI_20455
OG0001294	NEMVE10810	AMPFI_01514
OG0001295	NEMVE10114	AMPFI_06419
OG0001296	NEMVE10339	AMPFI_12346
