Orthogroup	NEMVE	SCHMD
OG0000745	NEMVE09518, NEMVE18143	SCHMD29713, SCHMD29471
OG0000748	NEMVE07396	SCHMD01969
OG0000748	NEMVE13110	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770
OG0000749	NEMVE13534	SCHMD08684, SCHMD14779, SCHMD14096, SCHMD26558, SCHMD10778, SCHMD24530, SCHMD14780
OG0000751	NEMVE06350	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408
OG0000752	NEMVE04535	SCHMD05569
OG0000752	NEMVE14796, NEMVE20340	SCHMD12645
OG0000753	NEMVE09279, NEMVE20008	SCHMD14739
OG0000753	NEMVE09763	SCHMD19308, SCHMD17874
OG0000754	NEMVE25123, NEMVE22557, NEMVE04613	SCHMD22890
OG0000757	NEMVE25201	SCHMD13979, SCHMD10753, SCHMD18486
OG0000759	NEMVE07096	SCHMD22205
OG0000759	NEMVE07127, NEMVE15354	SCHMD21958
OG0000762	NEMVE08946	SCHMD24589, SCHMD13724, SCHMD08577, SCHMD18827, SCHMD18828
OG0000764	NEMVE12589	SCHMD28742, SCHMD23511
OG0000764	NEMVE08398, NEMVE01257	SCHMD16330
OG0000765	NEMVE15020	SCHMD22312, SCHMD21723, SCHMD22880
OG0000766	NEMVE13890	SCHMD07087
OG0000768	NEMVE24837, NEMVE20124	SCHMD13165, SCHMD22067
OG0000772	NEMVE03979	SCHMD27339, SCHMD28581
OG0000772	NEMVE14663, NEMVE13205	SCHMD07550, SCHMD11404
OG0000772	NEMVE10521, NEMVE10515, NEMVE14130, NEMVE06923	SCHMD29807
OG0000774	NEMVE18724	SCHMD13406
OG0000774	NEMVE14955, NEMVE01618	SCHMD04364
OG0000776	NEMVE25221, NEMVE11470, NEMVE23261	SCHMD10487
OG0000777	NEMVE01908	SCHMD19863
OG0000777	NEMVE21910, NEMVE15143	SCHMD17125
OG0000778	NEMVE13753	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513
OG0000780	NEMVE09488	SCHMD13998, SCHMD18889
OG0000780	NEMVE00281, NEMVE20933	SCHMD10385
OG0000780	NEMVE05745	SCHMD10386
OG0000781	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644	SCHMD21689, SCHMD23281, SCHMD14588, SCHMD16494
OG0000782	NEMVE10772	SCHMD01655, SCHMD14818
OG0000784	NEMVE16267	SCHMD17525, SCHMD16746, SCHMD16579, SCHMD19992, SCHMD27743
OG0000787	NEMVE23367	SCHMD27133
OG0000787	NEMVE12098	SCHMD22606, SCHMD20069, SCHMD13786
OG0000788	NEMVE01862	SCHMD11830, SCHMD18844
OG0000788	NEMVE24569	SCHMD06628
OG0000789	NEMVE12835	SCHMD29403
OG0000791	NEMVE13487	SCHMD12437
OG0000793	NEMVE19406	SCHMD22428, SCHMD23980, SCHMD15261, SCHMD00689, SCHMD02469, SCHMD09415, SCHMD08316
OG0000794	NEMVE13875	SCHMD10042
OG0000796	NEMVE12330	SCHMD23450
OG0000797	NEMVE07332, NEMVE20914	SCHMD19270, SCHMD16320
OG0000798	NEMVE05537	SCHMD16249, SCHMD19563, SCHMD17465, SCHMD04713
OG0000799	NEMVE24041	SCHMD17640
OG0000802	NEMVE11136, NEMVE06054	SCHMD10199
OG0000803	NEMVE22189	SCHMD13498, SCHMD13620, SCHMD26336
OG0000809	NEMVE08335, NEMVE12321	SCHMD21850, SCHMD00682
OG0000810	NEMVE18390	SCHMD03195, SCHMD03113
OG0000810	NEMVE13208, NEMVE02291	SCHMD06140, SCHMD03114
OG0000814	NEMVE06776, NEMVE16660	SCHMD03060, SCHMD13676, SCHMD13183, SCHMD07986, SCHMD07352
OG0000817	NEMVE14311	SCHMD22983
OG0000818	NEMVE25555	SCHMD25196, SCHMD21411
OG0000819	NEMVE14350	SCHMD03878
OG0000819	NEMVE21753, NEMVE17271, NEMVE13337, NEMVE08410, NEMVE19184, NEMVE14132	SCHMD26932, SCHMD11456, SCHMD22577, SCHMD16618
OG0000820	NEMVE08902	SCHMD19766
OG0000822	NEMVE07227	SCHMD16037
OG0000824	NEMVE05752	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375
OG0000826	NEMVE01532, NEMVE25209	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770
OG0000828	NEMVE13102, NEMVE13594	SCHMD08298
OG0000828	NEMVE15094	SCHMD08624
OG0000829	NEMVE08791	SCHMD27680, SCHMD26916
OG0000833	NEMVE18727	SCHMD13529, SCHMD19078, SCHMD01603, SCHMD13070
OG0000834	NEMVE05965	SCHMD19332, SCHMD16052
OG0000835	NEMVE10452	SCHMD14959
OG0000836	NEMVE01499	SCHMD23242
OG0000837	NEMVE25541	SCHMD09523, SCHMD05554, SCHMD04696, SCHMD00842, SCHMD03083
OG0000842	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617	SCHMD01343
OG0000844	NEMVE07470, NEMVE07462	SCHMD01709
OG0000847	NEMVE17291	SCHMD00410
OG0000847	NEMVE08888	SCHMD03587
OG0000848	NEMVE21784	SCHMD03599
OG0000848	NEMVE13752	SCHMD06160
OG0000849	NEMVE14809	SCHMD25311, SCHMD22953, SCHMD26456, SCHMD01276, SCHMD04229, SCHMD16960, SCHMD16685
OG0000850	NEMVE19061	SCHMD04752
OG0000850	NEMVE12252	SCHMD26000, SCHMD27633
OG0000851	NEMVE23273	SCHMD21876, SCHMD17205
OG0000852	NEMVE20882	SCHMD20255, SCHMD13251
OG0000853	NEMVE23651	SCHMD13348, SCHMD11642, SCHMD05466, SCHMD10578
OG0000856	NEMVE05473, NEMVE14626, NEMVE21694	SCHMD05219, SCHMD06062, SCHMD17590
OG0000858	NEMVE13289	SCHMD08601
OG0000858	NEMVE00856, NEMVE05037	SCHMD23221, SCHMD20483, SCHMD08351
OG0000858	NEMVE05877	SCHMD22095, SCHMD27060
OG0000860	NEMVE23955, NEMVE13259	SCHMD05987
OG0000863	NEMVE07145, NEMVE20946	SCHMD07293
OG0000868	NEMVE25015, NEMVE26025, NEMVE09127	SCHMD05358
OG0000869	NEMVE23299	SCHMD07449
OG0000870	NEMVE02461, NEMVE01574	SCHMD09425
OG0000871	NEMVE14071	SCHMD06938
OG0000872	NEMVE14190	SCHMD07553
OG0000873	NEMVE10811	SCHMD02659, SCHMD16630, SCHMD13026, SCHMD17269
OG0000873	NEMVE11481	SCHMD02655, SCHMD05829
OG0000875	NEMVE12865	SCHMD10815
OG0000875	NEMVE14079	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336
OG0000876	NEMVE02940, NEMVE11949	SCHMD01529
OG0000876	NEMVE11948	SCHMD17201, SCHMD26977, SCHMD17199, SCHMD26978, SCHMD17200
OG0000878	NEMVE02420	SCHMD18560
OG0000879	NEMVE13129	SCHMD10640
OG0000880	NEMVE13288, NEMVE15899	SCHMD03718
OG0000881	NEMVE13265	SCHMD04314, SCHMD09365, SCHMD01117, SCHMD08924
OG0000881	NEMVE14845	SCHMD25283, SCHMD17841, SCHMD18605, SCHMD20926, SCHMD25363
OG0000882	NEMVE02007	SCHMD28505, SCHMD21146
OG0000887	NEMVE10146	SCHMD27495, SCHMD18001
OG0000888	NEMVE10813	SCHMD01724
OG0000889	NEMVE22565	SCHMD00830, SCHMD04643
OG0000889	NEMVE14419	SCHMD02281, SCHMD02130
OG0000890	NEMVE06371, NEMVE00333, NEMVE16346	SCHMD16414
OG0000894	NEMVE23274	SCHMD05374, SCHMD26280
OG0000894	NEMVE14617	SCHMD11594, SCHMD05061
OG0000896	NEMVE21907	SCHMD08034
OG0000896	NEMVE10977	SCHMD03189
OG0000897	NEMVE06224, NEMVE12475	SCHMD05382
OG0000899	NEMVE18761	SCHMD22285, SCHMD13459
OG0000905	NEMVE24633	SCHMD17642, SCHMD19023
OG0000906	NEMVE08831	SCHMD01676
OG0000907	NEMVE17906	SCHMD20213, SCHMD25072
OG0000907	NEMVE00986	SCHMD03616
OG0000909	NEMVE10272	SCHMD05694, SCHMD03729
OG0000911	NEMVE24020	SCHMD02390, SCHMD02388
OG0000913	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717	SCHMD10820, SCHMD18663
OG0000914	NEMVE08606	SCHMD13079, SCHMD10834, SCHMD13078
OG0000915	NEMVE05638	SCHMD14220
OG0000921	NEMVE04805	SCHMD07722
OG0000921	NEMVE19737, NEMVE09442	SCHMD16275
OG0000921	NEMVE12434	SCHMD23625
OG0000925	NEMVE21937, NEMVE05629, NEMVE00068	SCHMD01205, SCHMD18689
OG0000925	NEMVE22442, NEMVE00338	SCHMD00501, SCHMD05937
OG0000926	NEMVE13598	SCHMD13544, SCHMD06558
OG0000929	NEMVE10278	SCHMD00375, SCHMD08839
OG0000931	NEMVE13552	SCHMD02356
OG0000932	NEMVE20604	SCHMD01738
OG0000933	NEMVE25450, NEMVE09603	SCHMD03632, SCHMD07102, SCHMD01828, SCHMD29251, SCHMD08939
OG0000933	NEMVE12353	SCHMD02882, SCHMD28308, SCHMD17968, SCHMD28525, SCHMD13327, SCHMD17140, SCHMD17141
OG0000934	NEMVE09369	SCHMD07111, SCHMD08216
OG0000935	NEMVE24478, NEMVE06639	SCHMD18664
OG0000937	NEMVE17999, NEMVE03057, NEMVE02431, NEMVE18000, NEMVE16948, NEMVE18813	SCHMD17622
OG0000943	NEMVE14119	SCHMD19076
OG0000944	NEMVE07708	SCHMD15750
OG0000945	NEMVE22316, NEMVE22428	SCHMD15214, SCHMD06612, SCHMD06319
OG0000946	NEMVE11477	SCHMD09426
OG0000946	NEMVE10926	SCHMD06614
OG0000947	NEMVE04758, NEMVE07474	SCHMD24447
OG0000949	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016
OG0000950	NEMVE08112	SCHMD21769, SCHMD25017
OG0000951	NEMVE21998	SCHMD20855, SCHMD20207
OG0000951	NEMVE02530	SCHMD20208
OG0000954	NEMVE06460	SCHMD05029, SCHMD08968, SCHMD13763
OG0000954	NEMVE05247, NEMVE12295	SCHMD05469, SCHMD02974
OG0000955	NEMVE14901	SCHMD06645, SCHMD03890, SCHMD04591
OG0000955	NEMVE06008	SCHMD20742
OG0000957	NEMVE00980	SCHMD18022, SCHMD18023
OG0000960	NEMVE05470, NEMVE02244	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110
OG0000963	NEMVE06216	SCHMD22298, SCHMD11708
OG0000963	NEMVE03242	SCHMD04476
OG0000965	NEMVE02072	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517
OG0000966	NEMVE06417	SCHMD00065
OG0000966	NEMVE06690	SCHMD17402, SCHMD18575
OG0000967	NEMVE05572	SCHMD11342, SCHMD26265
OG0000967	NEMVE11722, NEMVE10506	SCHMD05844, SCHMD03950
OG0000968	NEMVE15048	SCHMD03384, SCHMD13557, SCHMD11646, SCHMD29090
OG0000969	NEMVE14628	SCHMD15666, SCHMD13228, SCHMD13229, SCHMD15667
OG0000971	NEMVE17738	SCHMD05808
OG0000972	NEMVE10082	SCHMD05471
OG0000974	NEMVE13444	SCHMD24665, SCHMD24853, SCHMD26881
OG0000977	NEMVE25192	SCHMD03392
OG0000978	NEMVE25212	SCHMD15268, SCHMD25301, SCHMD25194
OG0000979	NEMVE17920, NEMVE04790, NEMVE16326	SCHMD24204, SCHMD01421
OG0000981	NEMVE22521	SCHMD13908
OG0000982	NEMVE07619, NEMVE11958	SCHMD26054, SCHMD08717
OG0000984	NEMVE21717	SCHMD02865
OG0000986	NEMVE04242	SCHMD25195, SCHMD27305, SCHMD22933
OG0000987	NEMVE05580	SCHMD03090, SCHMD13202, SCHMD12033, SCHMD17704
OG0000988	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782	SCHMD00928
OG0000992	NEMVE11620, NEMVE04858	SCHMD08111
OG0000993	NEMVE12763	SCHMD03348
OG0000994	NEMVE24464	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203
OG0000994	NEMVE05403	SCHMD16602, SCHMD10604
OG0000997	NEMVE15784	SCHMD28749
OG0000998	NEMVE18412, NEMVE14793	SCHMD08664
OG0000999	NEMVE22489, NEMVE11957	SCHMD24575, SCHMD22089, SCHMD08206
OG0000999	NEMVE00092	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208
OG0001000	NEMVE02448	SCHMD22725, SCHMD28387
OG0001000	NEMVE00034, NEMVE12038	SCHMD22765
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	SCHMD07357, SCHMD07356
OG0001002	NEMVE09531, NEMVE19920	SCHMD14095, SCHMD17610, SCHMD07769, SCHMD07768, SCHMD11688
OG0001006	NEMVE21915	SCHMD17048, SCHMD11571
OG0001007	NEMVE00044, NEMVE10735	SCHMD05810
OG0001008	NEMVE24531	SCHMD04849, SCHMD04856, SCHMD04857
OG0001009	NEMVE16504	SCHMD09472
OG0001013	NEMVE02022	SCHMD14534, SCHMD13659, SCHMD16121, SCHMD28755, SCHMD14533
OG0001015	NEMVE07976	SCHMD07353, SCHMD06693, SCHMD06692
OG0001016	NEMVE14344	SCHMD23273, SCHMD15080
OG0001016	NEMVE14850	SCHMD25548, SCHMD21254
OG0001017	NEMVE08837	SCHMD04416, SCHMD11368
OG0001017	NEMVE01365	SCHMD07821
OG0001017	NEMVE08847	SCHMD16755
OG0001017	NEMVE13870	SCHMD16754
OG0001018	NEMVE25537	SCHMD08153
OG0001019	NEMVE06651	SCHMD01848, SCHMD05447
OG0001019	NEMVE09159, NEMVE02711	SCHMD15171
OG0001023	NEMVE12107	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902
OG0001028	NEMVE25953, NEMVE14639	SCHMD01474, SCHMD11482
OG0001029	NEMVE03131, NEMVE01675	SCHMD04839, SCHMD00804, SCHMD00805
OG0001030	NEMVE13370	SCHMD08463, SCHMD08462
OG0001030	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380	SCHMD08464
OG0001031	NEMVE13279	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644
OG0001031	NEMVE12566	SCHMD12815
OG0001031	NEMVE05098	SCHMD19646, SCHMD16992
OG0001031	NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345	SCHMD17709, SCHMD09373
OG0001032	NEMVE14168	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282
OG0001033	NEMVE24849	SCHMD11399, SCHMD23908
OG0001033	NEMVE03845	SCHMD10492
OG0001036	NEMVE07958	SCHMD20768, SCHMD09235
OG0001037	NEMVE13835	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259
OG0001039	NEMVE05729	SCHMD01765
OG0001042	NEMVE20161, NEMVE25296	SCHMD11839
OG0001043	NEMVE16776, NEMVE05556	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894
OG0001048	NEMVE04666	SCHMD12160
OG0001050	NEMVE12697	SCHMD04667
OG0001050	NEMVE01027, NEMVE01054, NEMVE13960, NEMVE08719, NEMVE08733, NEMVE11321	SCHMD03458
OG0001053	NEMVE01408	SCHMD25503, SCHMD22630
OG0001056	NEMVE07347	SCHMD02897
OG0001059	NEMVE05294	SCHMD17881, SCHMD18020, SCHMD18021
OG0001060	NEMVE02960, NEMVE14652, NEMVE13876	SCHMD12337, SCHMD14762, SCHMD05051
OG0001062	NEMVE01533, NEMVE07088, NEMVE21120	SCHMD24440, SCHMD23600, SCHMD17910
OG0001063	NEMVE08862	SCHMD00703
OG0001064	NEMVE19071, NEMVE22336, NEMVE14457, NEMVE15119, NEMVE08642, NEMVE03711, NEMVE20842	SCHMD00355, SCHMD00354
OG0001068	NEMVE21454	SCHMD00936
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521, NEMVE01518	SCHMD24459, SCHMD27893
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	SCHMD00478
OG0001075	NEMVE07705, NEMVE15967	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771
OG0001076	NEMVE01471	SCHMD11877, SCHMD11878, SCHMD07132, SCHMD07131
OG0001077	NEMVE06665	SCHMD18823, SCHMD18584, SCHMD01953, SCHMD20077, SCHMD18407, SCHMD17122
OG0001078	NEMVE21841, NEMVE03024	SCHMD20731, SCHMD25766, SCHMD19216, SCHMD23006
OG0001079	NEMVE05363, NEMVE02062, NEMVE19455, NEMVE05874, NEMVE21793, NEMVE05858, NEMVE11085, NEMVE05389	SCHMD15090, SCHMD18834
OG0001079	NEMVE10902	SCHMD27223
OG0001080	NEMVE25549	SCHMD08586
OG0001080	NEMVE24155	SCHMD15438, SCHMD19176
OG0001080	NEMVE20880	SCHMD05782, SCHMD22091
OG0001081	NEMVE14063	SCHMD05425
OG0001083	NEMVE07865	SCHMD07690
OG0001084	NEMVE15577, NEMVE10374, NEMVE06345	SCHMD10718, SCHMD10717
OG0001085	NEMVE23730	SCHMD03894
OG0001086	NEMVE21870	SCHMD14120
OG0001086	NEMVE10921	SCHMD22447, SCHMD28850, SCHMD24214
OG0001088	NEMVE09696, NEMVE11696	SCHMD19898, SCHMD23791
OG0001089	NEMVE21830	SCHMD10517
OG0001091	NEMVE05727	SCHMD13206, SCHMD15908
OG0001092	NEMVE00964, NEMVE07353	SCHMD17999
OG0001092	NEMVE01451	SCHMD18945
OG0001093	NEMVE01792	SCHMD16772
OG0001096	NEMVE22598, NEMVE10292, NEMVE12692	SCHMD11467, SCHMD14874
OG0001101	NEMVE14957	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
OG0001101	NEMVE01007	SCHMD18683, SCHMD23171
OG0001102	NEMVE01649	SCHMD06311
OG0001103	NEMVE11703, NEMVE01302	SCHMD10595
OG0001104	NEMVE25846	SCHMD11885, SCHMD14895, SCHMD18516, SCHMD03705
OG0001105	NEMVE25923	SCHMD07128
OG0001105	NEMVE20017, NEMVE20576	SCHMD14806
OG0001108	NEMVE14019, NEMVE25264, NEMVE22820, NEMVE03343	SCHMD08133
OG0001112	NEMVE18988	SCHMD26529, SCHMD08447, SCHMD12345, SCHMD07656, SCHMD07657, SCHMD23860, SCHMD19548, SCHMD19654, SCHMD19655
OG0001113	NEMVE11789, NEMVE13858	SCHMD04717
OG0001113	NEMVE14477	SCHMD10085
OG0001113	NEMVE22434	SCHMD08665, SCHMD03992
OG0001114	NEMVE13059	SCHMD27710, SCHMD15592, SCHMD14156
OG0001116	NEMVE14342	SCHMD19491
OG0001116	NEMVE04905, NEMVE14341	SCHMD04023
OG0001117	NEMVE24913, NEMVE17548	SCHMD18856
OG0001118	NEMVE08045	SCHMD16905, SCHMD07256, SCHMD20803, SCHMD22443
OG0001119	NEMVE00905, NEMVE12022	SCHMD23322, SCHMD22988, SCHMD23323
OG0001121	NEMVE15144	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994
OG0001123	NEMVE08367, NEMVE00548	SCHMD02756
OG0001123	NEMVE07317	SCHMD02755, SCHMD22573, SCHMD28528, SCHMD01636, SCHMD08373
OG0001124	NEMVE14042, NEMVE14572	SCHMD24013
OG0001126	NEMVE21706	SCHMD17193, SCHMD24674, SCHMD17192
OG0001127	NEMVE23507	SCHMD06664
OG0001128	NEMVE07541	SCHMD08323
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	SCHMD15504, SCHMD18282, SCHMD05846
OG0001130	NEMVE07218, NEMVE21964, NEMVE14047	SCHMD04030
OG0001133	NEMVE24785	SCHMD28826
OG0001133	NEMVE17872	SCHMD18643
OG0001133	NEMVE22361	SCHMD29299, SCHMD19714
OG0001136	NEMVE14986	SCHMD09640
OG0001137	NEMVE09543	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	SCHMD00170
OG0001139	NEMVE14993, NEMVE07868	SCHMD00334
OG0001140	NEMVE12189, NEMVE00314	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472
OG0001141	NEMVE13888	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	NEMVE20807, NEMVE13380	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	NEMVE07319	SCHMD05178
OG0001146	NEMVE18037, NEMVE07073, NEMVE07468	SCHMD06189
OG0001148	NEMVE24407	SCHMD02133, SCHMD02134, SCHMD22264, SCHMD25588
OG0001155	NEMVE18709, NEMVE02706, NEMVE25245	SCHMD01897
OG0001156	NEMVE14927	SCHMD11390
OG0001158	NEMVE13124	SCHMD00377, SCHMD06105, SCHMD01514, SCHMD06104, SCHMD00376
OG0001159	NEMVE02254	SCHMD15611, SCHMD21936, SCHMD26551, SCHMD23487, SCHMD01595
OG0001160	NEMVE11154, NEMVE22281	SCHMD18251, SCHMD20811
OG0001161	NEMVE13207	SCHMD27832, SCHMD10429, SCHMD10428, SCHMD10427, SCHMD25982, SCHMD11638
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	SCHMD04355, SCHMD04356
OG0001164	NEMVE07314	SCHMD22065
OG0001164	NEMVE17008	SCHMD03049
OG0001165	NEMVE15007	SCHMD11819
OG0001165	NEMVE15056	SCHMD07378, SCHMD22157, SCHMD03644, SCHMD08052, SCHMD12131
OG0001167	NEMVE01035	SCHMD08043, SCHMD04406
OG0001168	NEMVE14002	SCHMD13073
OG0001169	NEMVE22495	SCHMD01218, SCHMD01217
OG0001172	NEMVE14607	SCHMD19335
OG0001172	NEMVE13977	SCHMD00291
OG0001174	NEMVE20623	SCHMD01912, SCHMD10503, SCHMD10504, SCHMD01914
OG0001175	NEMVE18808, NEMVE00944	SCHMD18473
OG0001176	NEMVE06025	SCHMD14886
OG0001177	NEMVE07007	SCHMD07014, SCHMD07016, SCHMD07017, SCHMD07015
OG0001178	NEMVE13445, NEMVE00910, NEMVE11867	SCHMD07684
OG0001178	NEMVE14023	SCHMD13713
OG0001181	NEMVE04930	SCHMD21797
OG0001183	NEMVE02043	SCHMD02325
OG0001184	NEMVE23775	SCHMD12752
OG0001184	NEMVE05038	SCHMD29753, SCHMD15110, SCHMD23640
OG0001185	NEMVE15207	SCHMD23236
OG0001186	NEMVE07796	SCHMD20610
OG0001186	NEMVE14205	SCHMD05037
OG0001188	NEMVE04912	SCHMD05963, SCHMD14167
OG0001189	NEMVE24274	SCHMD17573, SCHMD27159, SCHMD05552, SCHMD23844
OG0001191	NEMVE05248	SCHMD00186
OG0001191	NEMVE02357	SCHMD11387
OG0001197	NEMVE01874	SCHMD06230
OG0001197	NEMVE09865, NEMVE22522, NEMVE09933	SCHMD16253
OG0001198	NEMVE18549	SCHMD05675, SCHMD25694, SCHMD06964, SCHMD25392, SCHMD25693
OG0001198	NEMVE22207, NEMVE25198, NEMVE00766	SCHMD04078
OG0001199	NEMVE23802, NEMVE12602	SCHMD17507, SCHMD14047
OG0001201	NEMVE09573	SCHMD18644
OG0001203	NEMVE06946	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341
OG0001204	NEMVE16401	SCHMD08657, SCHMD22624, SCHMD10325
OG0001207	NEMVE23146	SCHMD02145, SCHMD05067, SCHMD08759, SCHMD15345
OG0001207	NEMVE05326, NEMVE07504	SCHMD07731
OG0001208	NEMVE13141	SCHMD11671, SCHMD13440, SCHMD22806
OG0001209	NEMVE13903	SCHMD22043, SCHMD28492
OG0001210	NEMVE24102	SCHMD03203
OG0001211	NEMVE14313	SCHMD16385, SCHMD14428, SCHMD25192, SCHMD09586
OG0001212	NEMVE12507	SCHMD25299
OG0001213	NEMVE09096	SCHMD01086
OG0001213	NEMVE14427	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675
OG0001214	NEMVE06648	SCHMD22221
OG0001215	NEMVE25378	SCHMD25774
OG0001218	NEMVE00795	SCHMD03256
OG0001218	NEMVE21894	SCHMD03255
OG0001219	NEMVE22457	SCHMD09614, SCHMD00713
OG0001220	NEMVE23904	SCHMD07712
OG0001221	NEMVE21175	SCHMD16690
OG0001230	NEMVE14462	SCHMD18159, SCHMD04385, SCHMD04382, SCHMD28531
OG0001231	NEMVE18418	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182
OG0001234	NEMVE18230, NEMVE12291	SCHMD01688, SCHMD19363
OG0001236	NEMVE24358	SCHMD08913, SCHMD03442
OG0001238	NEMVE14613, NEMVE05651	SCHMD09688
OG0001239	NEMVE13393	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791
OG0001241	NEMVE23698	SCHMD04757, SCHMD04223
OG0001241	NEMVE22413	SCHMD16327
OG0001245	NEMVE23125	SCHMD09398
OG0001245	NEMVE23124	SCHMD24743, SCHMD24744
OG0001246	NEMVE07108	SCHMD09297
OG0001247	NEMVE03420	SCHMD01541, SCHMD06119, SCHMD06121
OG0001248	NEMVE14608	SCHMD28672, SCHMD29190, SCHMD17657
OG0001249	NEMVE08338	SCHMD01149
OG0001250	NEMVE07058	SCHMD08101, SCHMD04347
OG0001251	NEMVE05777	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	NEMVE01446, NEMVE14277	SCHMD14258, SCHMD09217
OG0001256	NEMVE11467, NEMVE20435	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	NEMVE12600, NEMVE24381	SCHMD04419, SCHMD13436
OG0001262	NEMVE20477, NEMVE18940, NEMVE25315	SCHMD20259
OG0001263	NEMVE21893, NEMVE01880, NEMVE01509, NEMVE22016	SCHMD17470
OG0001264	NEMVE09188	SCHMD27230, SCHMD17432
OG0001266	NEMVE14615, NEMVE13420, NEMVE23687	SCHMD00016, SCHMD26654, SCHMD10438
OG0001267	NEMVE22271	SCHMD05399
OG0001268	NEMVE13796	SCHMD01057
OG0001269	NEMVE04175, NEMVE03597, NEMVE03591, NEMVE04169, NEMVE04155, NEMVE03475, NEMVE03896, NEMVE03874, NEMVE03891, NEMVE03901, NEMVE04166, NEMVE03595, NEMVE03583, NEMVE03579, NEMVE03699, NEMVE04157, NEMVE04189, NEMVE03580, NEMVE03587, NEMVE03775, NEMVE04148, NEMVE03756, NEMVE04163, NEMVE04179, NEMVE03732, NEMVE04468, NEMVE04176, NEMVE03596, NEMVE04171, NEMVE03743, NEMVE04156, NEMVE03751, NEMVE03734, NEMVE04252, NEMVE03880, NEMVE04309, NEMVE03911, NEMVE03740, NEMVE04164, NEMVE03663, NEMVE04167, NEMVE04316, NEMVE03926, NEMVE04161, NEMVE04281, NEMVE04159, NEMVE03578, NEMVE04160, NEMVE04116, NEMVE04168, NEMVE03600, NEMVE04465, NEMVE03577, NEMVE04172, NEMVE03752, NEMVE04239, NEMVE04178, NEMVE04162, NEMVE03713, NEMVE03598	SCHMD16377
OG0001271	NEMVE00839	SCHMD04304
OG0001271	NEMVE16016, NEMVE12266	SCHMD05357
OG0001272	NEMVE24865	SCHMD22716, SCHMD09459
OG0001273	NEMVE06058	SCHMD13838, SCHMD25918, SCHMD21739
OG0001274	NEMVE24783	SCHMD04927, SCHMD06016
OG0001275	NEMVE02957	SCHMD21376, SCHMD25163
OG0001275	NEMVE14795	SCHMD12521
OG0001279	NEMVE06730, NEMVE12857	SCHMD06836
