Orthogroup	NEMVE	OWEFU
OG0000252	NEMVE07645	OFUSG04183.1.p1, OFUSG09582.1.p1, OFUSG04185.1.p1, OFUSG04181.1.p1
OG0000252	NEMVE21530	OFUSG04187.2.p1, OFUSG04187.1.p1
OG0000255	NEMVE09558	OFUSG14942.1.p1, OFUSG14943.1.p2
OG0000255	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921, NEMVE24435, NEMVE13695	OFUSG19654.1.p1, OFUSG20039.1.p1, OFUSG19653.1.p1, OFUSG19652.1.p1
OG0000256	NEMVE06790	OFUSG07066.1.p1
OG0000257	NEMVE17110	OFUSG08456.2.p1, OFUSG08456.1.p1
OG0000257	NEMVE05150	OFUSG19132.2.p1, OFUSG19132.1.p1
OG0000258	NEMVE06308, NEMVE03906	OFUSG10276.3.p1, OFUSG10276.1.p1, OFUSG10276.2.p1, OFUSG10276.4.p1, OFUSG10276.5.p1
OG0000258	NEMVE09736	OFUSG06329.2.p1, OFUSG06329.4.p1, OFUSG06329.3.p1, OFUSG06329.1.p1
OG0000258	NEMVE25195	OFUSG11356.1.p1
OG0000260	NEMVE13152	OFUSG05664.1.p1
OG0000260	NEMVE12262, NEMVE00014, NEMVE09437	OFUSG19110.1.p1
OG0000261	NEMVE17834	OFUSG24610.1.p1, OFUSG24610.3.p1, OFUSG24610.5.p1, OFUSG24610.4.p1, OFUSG24610.2.p1
OG0000263	NEMVE02731	OFUSG02444.1.p1, OFUSG08136.1.p1, OFUSG08137.1.p1, OFUSG22174.1.p1, OFUSG22172.1.p1, OFUSG22552.1.p1, OFUSG03459.1.p1, OFUSG03461.1.p1, OFUSG15990.2.p1, OFUSG15990.1.p1, OFUSG17641.1.p1, OFUSG00651.1.p1, OFUSG05400.1.p1, OFUSG13971.1.p1, OFUSG13972.1.p1
OG0000265	NEMVE16690	OFUSG07823.1.p1, OFUSG07823.4.p1, OFUSG07823.2.p1, OFUSG07823.3.p1, OFUSG07823.5.p1
OG0000265	NEMVE00125, NEMVE14956	OFUSG06040.2.p1, OFUSG06040.1.p1
OG0000266	NEMVE06971, NEMVE25841, NEMVE10348	OFUSG10195.1.p1
OG0000268	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005	OFUSG04173.1.p1, OFUSG04174.1.p1, OFUSG04149.1.p1, OFUSG16827.2.p1, OFUSG16827.1.p1, OFUSG24272.1.p1
OG0000269	NEMVE22828, NEMVE15262	OFUSG09007.1.p1, OFUSG09007.2.p1, OFUSG20756.1.p1, OFUSG14505.1.p1, OFUSG09170.1.p1, OFUSG23304.1.p1, OFUSG08663.1.p1, OFUSG25404.1.p1, OFUSG26275.1.p1, OFUSG17213.1.p1
OG0000270	NEMVE13349	OFUSG25290.1.p1
OG0000270	NEMVE06642	OFUSG00966.2.p1, OFUSG00966.1.p1, OFUSG11670.1.p1
OG0000271	NEMVE05862, NEMVE11681, NEMVE05959, NEMVE04791, NEMVE09635	OFUSG04123.1.p1
OG0000273	NEMVE15051	OFUSG15024.1.p1
OG0000273	NEMVE12092, NEMVE06102	OFUSG13439.1.p1
OG0000274	NEMVE04059, NEMVE11669	OFUSG11810.1.p1, OFUSG11809.1.p1, OFUSG07292.1.p1, OFUSG16837.1.p1, OFUSG16837.2.p1, OFUSG24073.1.p1
OG0000275	NEMVE10649	OFUSG11238.4.p1, OFUSG11238.3.p1, OFUSG11238.1.p1, OFUSG11238.2.p1
OG0000275	NEMVE23270	OFUSG17982.2.p1, OFUSG17982.1.p1, OFUSG17982.5.p1, OFUSG17982.3.p1, OFUSG17982.4.p1
OG0000276	NEMVE11159	OFUSG09383.1.p1, OFUSG20605.1.p1, OFUSG06573.1.p1
OG0000276	NEMVE03444, NEMVE05577, NEMVE02978, NEMVE07784, NEMVE02398, NEMVE02390	OFUSG26640.1.p1, OFUSG21254.1.p1, OFUSG20606.1.p1, OFUSG07028.1.p1, OFUSG26642.1.p1, OFUSG26641.1.p1, OFUSG26638.1.p1, OFUSG10380.1.p1
OG0000277	NEMVE07555	OFUSG15740.1.p1
OG0000277	NEMVE05309	OFUSG18419.1.p1
OG0000279	NEMVE25512	OFUSG19608.1.p1, OFUSG02335.1.p1
OG0000279	NEMVE17655	OFUSG04338.1.p1
OG0000280	NEMVE13585, NEMVE24119, NEMVE14846	OFUSG09011.1.p1
OG0000280	NEMVE10582, NEMVE06959	OFUSG07844.1.p1
OG0000280	NEMVE14600	OFUSG09120.2.p1, OFUSG09120.1.p1
OG0000281	NEMVE05496, NEMVE09742	OFUSG05124.2.p1, OFUSG05124.1.p1
OG0000281	NEMVE11485, NEMVE06109, NEMVE02781	OFUSG09791.3.p1, OFUSG09791.1.p1, OFUSG09791.2.p1
OG0000282	NEMVE06711, NEMVE06725	OFUSG24336.2.p1, OFUSG24336.1.p1, OFUSG24337.1.p1
OG0000282	NEMVE09000	OFUSG05597.1.p1
OG0000282	NEMVE07044	OFUSG05560.1.p1
OG0000282	NEMVE08997	OFUSG18708.1.p1
OG0000284	NEMVE09228	OFUSG08095.1.p1
OG0000285	NEMVE19602	OFUSG04356.1.p1
OG0000285	NEMVE11907, NEMVE11739, NEMVE08849, NEMVE10565, NEMVE19215	OFUSG02129.1.p1
OG0000285	NEMVE22794	OFUSG02910.1.p1
OG0000286	NEMVE12253, NEMVE11489	OFUSG09900.1.p1
OG0000287	NEMVE06826	OFUSG26651.5.p1, OFUSG26651.1.p1, OFUSG26651.3.p1, OFUSG26651.2.p1, OFUSG26651.4.p1
OG0000288	NEMVE01052	OFUSG23699.1.p1
OG0000289	NEMVE22048, NEMVE20877	OFUSG17374.1.p1, OFUSG20928.1.p1, OFUSG07765.1.p1
OG0000292	NEMVE25000	OFUSG01659.1.p1
OG0000295	NEMVE13612	OFUSG10212.1.p1, OFUSG10003.1.p1, OFUSG10003.2.p1
OG0000296	NEMVE06937	OFUSG11601.1.p1
OG0000296	NEMVE01953	OFUSG09253.1.p1
OG0000296	NEMVE05527	OFUSG04744.1.p1
OG0000297	NEMVE08136, NEMVE08886	OFUSG23173.1.p1, OFUSG04941.1.p1, OFUSG05393.1.p1, OFUSG10384.1.p1, OFUSG10384.2.p1, OFUSG25185.1.p1, OFUSG17698.1.p1, OFUSG21181.1.p1, OFUSG00441.1.p1, OFUSG00442.1.p1
OG0000298	NEMVE13191, NEMVE05181	OFUSG01068.1.p1, OFUSG24984.1.p1, OFUSG24985.1.p1, OFUSG08405.1.p1, OFUSG08046.1.p1, OFUSG23374.1.p1, OFUSG04946.1.p1, OFUSG23559.1.p1, OFUSG17093.1.p1, OFUSG06315.1.p1
OG0000300	NEMVE09364	OFUSG13247.1.p1
OG0000301	NEMVE15870	OFUSG01204.1.p1
OG0000301	NEMVE13830	OFUSG18098.1.p1
OG0000301	NEMVE07722	OFUSG06788.1.p1, OFUSG06789.1.p1
OG0000302	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703	OFUSG21272.1.p1, OFUSG21272.2.p1
OG0000303	NEMVE00764, NEMVE09168	OFUSG03789.1.p1, OFUSG01969.1.p1, OFUSG25136.1.p1, OFUSG07695.1.p1, OFUSG07693.1.p1, OFUSG12617.1.p1, OFUSG01976.1.p1, OFUSG01975.1.p1
OG0000305	NEMVE13195	OFUSG19461.1.p1
OG0000305	NEMVE14852	OFUSG10811.3.p1, OFUSG10811.1.p1, OFUSG10811.2.p1, OFUSG26317.1.p1
OG0000305	NEMVE22819	OFUSG13253.1.p1, OFUSG13253.2.p1
OG0000306	NEMVE19808, NEMVE13073, NEMVE17887, NEMVE12646	OFUSG11015.1.p1
OG0000307	NEMVE22339	OFUSG21784.1.p1
OG0000307	NEMVE18852, NEMVE18853, NEMVE15305	OFUSG17654.2.p1, OFUSG17654.1.p1, OFUSG13520.2.p1, OFUSG13520.1.p1
OG0000307	NEMVE21751, NEMVE07269	OFUSG08344.1.p1
OG0000307	NEMVE05619, NEMVE23281	OFUSG09551.1.p1, OFUSG17662.1.p1, OFUSG17663.1.p1
OG0000308	NEMVE08666	OFUSG10583.1.p1
OG0000308	NEMVE02882, NEMVE07008	OFUSG21018.2.p1, OFUSG21018.1.p1
OG0000308	NEMVE14481, NEMVE22536	OFUSG08393.1.p1
OG0000310	NEMVE21881, NEMVE10980	OFUSG20216.1.p1, OFUSG14762.1.p1, OFUSG14796.1.p1
OG0000310	NEMVE15268	OFUSG18181.1.p1
OG0000312	NEMVE09939	OFUSG09739.1.p1
OG0000312	NEMVE17449	OFUSG13897.1.p1
OG0000312	NEMVE14828	OFUSG02203.1.p1
OG0000313	NEMVE22122	OFUSG03227.1.p1
OG0000313	NEMVE21924	OFUSG21288.1.p1
OG0000313	NEMVE19582	OFUSG18908.1.p1, OFUSG18908.2.p1, OFUSG18908.3.p1
OG0000314	NEMVE02359	OFUSG19119.1.p1
OG0000314	NEMVE12383	OFUSG02701.1.p1
OG0000315	NEMVE14926, NEMVE12015	OFUSG16285.1.p1, OFUSG16285.2.p1
OG0000315	NEMVE07786	OFUSG06254.1.p1
OG0000316	NEMVE24260, NEMVE25545, NEMVE24434, NEMVE16620, NEMVE14868	OFUSG04602.1.p1
OG0000316	NEMVE08746	OFUSG10765.1.p1
OG0000316	NEMVE01734	OFUSG09113.1.p1
OG0000317	NEMVE08727, NEMVE14298, NEMVE21499, NEMVE17462	OFUSG16935.1.p1, OFUSG06026.1.p1
OG0000317	NEMVE15696, NEMVE05454, NEMVE21780, NEMVE20889	OFUSG16936.1.p1
OG0000319	NEMVE00786	OFUSG21261.1.p1, OFUSG21261.2.p1, OFUSG21264.1.p1
OG0000319	NEMVE06264, NEMVE12731, NEMVE06239	OFUSG12124.1.p1
OG0000319	NEMVE03426, NEMVE08121	OFUSG23476.1.p1, OFUSG23476.2.p1
OG0000319	NEMVE00937	OFUSG07183.1.p1, OFUSG07183.2.p1
OG0000320	NEMVE16325	OFUSG08776.1.p1
OG0000321	NEMVE02272	OFUSG23367.1.p1
OG0000321	NEMVE06455	OFUSG03674.1.p1
OG0000321	NEMVE07991, NEMVE09403, NEMVE01701, NEMVE09405	OFUSG26848.1.p1
OG0000322	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047	OFUSG15037.1.p1, OFUSG03466.1.p1
OG0000323	NEMVE13071	OFUSG25439.1.p1
OG0000323	NEMVE14851	OFUSG12798.1.p1
OG0000325	NEMVE06503, NEMVE02181, NEMVE05508	OFUSG11563.1.p1, OFUSG11563.2.p1, OFUSG16297.1.p1, OFUSG16296.1.p1, OFUSG04033.2.p1, OFUSG04033.1.p1
OG0000326	NEMVE13638	OFUSG15828.2.p1, OFUSG15828.1.p1, OFUSG08906.2.p1, OFUSG08906.1.p1, OFUSG03813.1.p1
OG0000327	NEMVE17335, NEMVE07831, NEMVE04692, NEMVE14295, NEMVE06814	OFUSG21543.2.p1, OFUSG21543.1.p1, OFUSG21543.4.p1, OFUSG21543.3.p1, OFUSG10440.1.p1, OFUSG18407.1.p1, OFUSG10376.1.p1, OFUSG10892.1.p1
OG0000327	NEMVE24780	OFUSG02102.1.p1
OG0000328	NEMVE17398	OFUSG05586.1.p1, OFUSG20539.4.p1, OFUSG20539.1.p1, OFUSG20539.5.p1, OFUSG20539.3.p1, OFUSG20539.2.p1
OG0000330	NEMVE08555, NEMVE07135, NEMVE07144, NEMVE22476, NEMVE01020, NEMVE15070, NEMVE14442	OFUSG12404.2.p1, OFUSG12404.1.p1
OG0000330	NEMVE09775	OFUSG20012.1.p1
OG0000331	NEMVE14396	OFUSG13133.1.p1
OG0000332	NEMVE16005	OFUSG18116.1.p1
OG0000333	NEMVE20631	OFUSG11803.1.p1
OG0000335	NEMVE02469	OFUSG05135.1.p1, OFUSG05136.1.p1, OFUSG20966.1.p1, OFUSG18562.1.p1, OFUSG18563.1.p1, OFUSG18564.2.p1, OFUSG18564.1.p1, OFUSG18561.1.p1, OFUSG02017.1.p1, OFUSG02025.1.p1
OG0000336	NEMVE20371, NEMVE24134	OFUSG20115.1.p1
OG0000338	NEMVE23189	OFUSG24006.1.p1
OG0000338	NEMVE10431	OFUSG24008.1.p1, OFUSG24008.2.p1, OFUSG24008.3.p1
OG0000338	NEMVE14053	OFUSG22814.1.p1
OG0000339	NEMVE11322, NEMVE01443	OFUSG04298.2.p1, OFUSG04298.1.p1, OFUSG05758.1.p1, OFUSG14716.1.p1
OG0000340	NEMVE10088	OFUSG24069.1.p1
OG0000341	NEMVE08913	OFUSG17166.3.p1, OFUSG17166.1.p1, OFUSG17166.2.p1, OFUSG17166.5.p1, OFUSG17166.4.p1
OG0000343	NEMVE10285	OFUSG01032.2.p1, OFUSG01032.4.p1, OFUSG01032.3.p1, OFUSG01032.1.p1, OFUSG01032.5.p1
OG0000344	NEMVE09427	OFUSG15297.1.p1
OG0000344	NEMVE07424, NEMVE12469	OFUSG14462.1.p1, OFUSG05760.1.p1, OFUSG14460.1.p1, OFUSG14521.1.p1, OFUSG14521.2.p1
OG0000345	NEMVE05810	OFUSG10856.2.p1, OFUSG10856.1.p1
OG0000345	NEMVE00031, NEMVE06094, NEMVE05822, NEMVE13377, NEMVE23409	OFUSG17887.1.p1, OFUSG17887.2.p1
OG0000346	NEMVE01994, NEMVE03423	OFUSG26417.1.p1
OG0000348	NEMVE25989	OFUSG22752.1.p1
OG0000350	NEMVE05817	OFUSG23310.1.p1
OG0000350	NEMVE13780	OFUSG12159.1.p1
OG0000352	NEMVE06598	OFUSG17642.2.p1, OFUSG17642.3.p1, OFUSG17642.1.p1
OG0000352	NEMVE05333	OFUSG25663.1.p1
OG0000352	NEMVE08174	OFUSG25409.1.p1
OG0000352	NEMVE09599	OFUSG09355.1.p1
OG0000353	NEMVE06098	OFUSG10063.3.p1, OFUSG10063.5.p1, OFUSG10063.1.p1, OFUSG10063.2.p1, OFUSG10063.4.p1
OG0000356	NEMVE11083, NEMVE11082	OFUSG07190.1.p1, OFUSG07191.1.p1, OFUSG07192.3.p1, OFUSG07192.2.p1, OFUSG07192.1.p1
OG0000356	NEMVE11501	OFUSG18095.2.p1, OFUSG18095.1.p1
OG0000357	NEMVE24307	OFUSG22195.1.p1
OG0000357	NEMVE08179	OFUSG06172.1.p1
OG0000358	NEMVE21582	OFUSG00333.1.p1
OG0000358	NEMVE08090	OFUSG01349.1.p1
OG0000358	NEMVE04980	OFUSG00120.2.p1, OFUSG00120.1.p1
OG0000358	NEMVE13509	OFUSG24794.1.p1
OG0000359	NEMVE05129	OFUSG10615.1.p1
OG0000360	NEMVE02089	OFUSG24693.1.p1
OG0000360	NEMVE04676	OFUSG03373.2.p1, OFUSG03373.1.p1
OG0000360	NEMVE04667	OFUSG19256.2.p1, OFUSG19256.1.p1
OG0000362	NEMVE16590	OFUSG06554.1.p1
OG0000362	NEMVE20512, NEMVE15881, NEMVE23357, NEMVE15859, NEMVE17206, NEMVE23356, NEMVE24111, NEMVE12122, NEMVE12472, NEMVE12592, NEMVE00723, NEMVE02360, NEMVE05697, NEMVE12093, NEMVE02361, NEMVE00830, NEMVE15331, NEMVE00821, NEMVE00813, NEMVE06501, NEMVE06522, NEMVE16469, NEMVE00720, NEMVE09867, NEMVE08222, NEMVE18512, NEMVE00806, NEMVE00853, NEMVE01921, NEMVE08368, NEMVE01919, NEMVE09619, NEMVE11898, NEMVE20995, NEMVE17917, NEMVE19084, NEMVE19677, NEMVE19079, NEMVE19083, NEMVE19118, NEMVE19255, NEMVE19253, NEMVE19676	OFUSG14754.1.p1
OG0000363	NEMVE13781	OFUSG11269.1.p1
OG0000363	NEMVE02006	OFUSG22438.1.p1, OFUSG22436.1.p1
OG0000363	NEMVE17010	OFUSG14847.1.p1
OG0000365	NEMVE05713, NEMVE16499, NEMVE16500, NEMVE13296, NEMVE23348, NEMVE15875, NEMVE15874	OFUSG24709.1.p1
OG0000365	NEMVE19775, NEMVE15125	OFUSG08238.3.p1, OFUSG08238.1.p1, OFUSG08238.2.p1, OFUSG17927.1.p1, OFUSG17929.1.p1
OG0000365	NEMVE24695, NEMVE20905	OFUSG26178.1.p1
OG0000366	NEMVE17287, NEMVE21057, NEMVE15418, NEMVE18203, NEMVE20027, NEMVE19443, NEMVE19115	OFUSG22148.1.p1, OFUSG18584.1.p1, OFUSG22154.1.p1, OFUSG22882.1.p1
OG0000367	NEMVE15237	OFUSG06474.2.p1, OFUSG06474.1.p1
OG0000370	NEMVE09119	OFUSG23395.1.p1
OG0000371	NEMVE00983, NEMVE00049, NEMVE12173	OFUSG17119.1.p1
OG0000371	NEMVE17932, NEMVE01163, NEMVE14930	OFUSG16276.1.p1, OFUSG18719.1.p1
OG0000371	NEMVE03633	OFUSG06880.1.p1
OG0000372	NEMVE21923	OFUSG09903.2.p1, OFUSG09903.3.p1, OFUSG09903.1.p1
OG0000372	NEMVE13274	OFUSG03577.1.p1
OG0000372	NEMVE13664	OFUSG07884.1.p1
OG0000373	NEMVE23724	OFUSG15217.1.p1
OG0000373	NEMVE07978	OFUSG11079.1.p1
OG0000374	NEMVE11428	OFUSG16329.2.p1, OFUSG16329.1.p1, OFUSG16331.1.p1
OG0000374	NEMVE13611	OFUSG18180.1.p1
OG0000374	NEMVE14343	OFUSG16332.2.p1, OFUSG16332.1.p1, OFUSG15949.1.p1
OG0000375	NEMVE08516, NEMVE22003	OFUSG11128.1.p1, OFUSG21421.1.p1, OFUSG21421.5.p1, OFUSG21421.4.p1, OFUSG21421.3.p1, OFUSG21421.2.p1, OFUSG20210.1.p1, OFUSG15444.1.p1, OFUSG21420.1.p1, OFUSG17866.1.p1
OG0000377	NEMVE08903	OFUSG15584.1.p1, OFUSG15584.2.p1, OFUSG07138.1.p1
OG0000377	NEMVE06436	OFUSG07246.1.p1
OG0000377	NEMVE17911	OFUSG06623.1.p1
OG0000377	NEMVE15750	OFUSG19090.1.p1, OFUSG19841.1.p1
OG0000378	NEMVE10276	OFUSG01141.1.p1
OG0000378	NEMVE03549	OFUSG09294.1.p1
OG0000379	NEMVE21880, NEMVE24618	OFUSG22135.1.p1
OG0000379	NEMVE08922	OFUSG07352.2.p1, OFUSG07352.1.p1, OFUSG10091.4.p1, OFUSG10091.3.p1, OFUSG10091.1.p1, OFUSG10091.2.p1, OFUSG10091.5.p1, OFUSG10015.1.p1, OFUSG13205.1.p1
OG0000381	NEMVE10219, NEMVE24338, NEMVE23641	OFUSG17850.2.p1, OFUSG17850.1.p1, OFUSG16747.1.p1, OFUSG19384.1.p1, OFUSG19384.2.p1, OFUSG20666.1.p1, OFUSG23469.1.p1, OFUSG23469.2.p1, OFUSG01531.1.p1
OG0000382	NEMVE20053, NEMVE25792	OFUSG07013.1.p1, OFUSG07013.3.p1, OFUSG07013.2.p1
OG0000382	NEMVE14766	OFUSG18838.1.p1
OG0000384	NEMVE19650	OFUSG19133.1.p1, OFUSG19133.3.p1, OFUSG19133.2.p1
OG0000384	NEMVE14575	OFUSG17697.1.p1
OG0000384	NEMVE08147	OFUSG18531.1.p1, OFUSG18531.5.p1, OFUSG18531.4.p1, OFUSG18531.3.p1, OFUSG18531.2.p1, OFUSG18533.1.p1
OG0000386	NEMVE16157, NEMVE00367, NEMVE01134, NEMVE02065, NEMVE18127, NEMVE15594	OFUSG12276.1.p1, OFUSG06887.1.p1, OFUSG08954.1.p1, OFUSG02234.1.p1, OFUSG02235.1.p1, OFUSG02136.1.p1, OFUSG02455.1.p1, OFUSG03196.1.p1, OFUSG02857.1.p1, OFUSG10251.1.p1, OFUSG10249.1.p1, OFUSG10692.1.p1, OFUSG10695.1.p1, OFUSG10250.1.p1, OFUSG10252.1.p1, OFUSG10253.1.p1, OFUSG11922.1.p1, OFUSG11077.1.p1, OFUSG19964.1.p1, OFUSG19157.1.p1, OFUSG16214.1.p1, OFUSG13903.1.p1, OFUSG23489.1.p1, OFUSG03332.1.p1
OG0000389	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303	OFUSG10192.1.p1
OG0000390	NEMVE23581, NEMVE23578, NEMVE22614, NEMVE14022, NEMVE09738, NEMVE25288, NEMVE14507, NEMVE16755	OFUSG26232.1.p1, OFUSG21300.1.p1, OFUSG16037.2.p1, OFUSG16037.1.p1, OFUSG06288.1.p1
OG0000392	NEMVE01067, NEMVE07781	OFUSG17685.2.p1, OFUSG17685.5.p1, OFUSG17685.1.p1, OFUSG17685.4.p1, OFUSG17685.3.p1
OG0000393	NEMVE10184	OFUSG05092.1.p1
OG0000394	NEMVE17446, NEMVE15620, NEMVE15428	OFUSG17608.1.p1, OFUSG17608.2.p1
OG0000395	NEMVE11003, NEMVE10074	OFUSG08567.1.p1
OG0000397	NEMVE01578	OFUSG03578.1.p1
OG0000399	NEMVE21873	OFUSG08246.1.p1
OG0000399	NEMVE13243	OFUSG23662.1.p1
OG0000399	NEMVE13654	OFUSG15843.1.p1
OG0000400	NEMVE03765	OFUSG06218.1.p1
OG0000400	NEMVE07515	OFUSG03620.1.p1
OG0000400	NEMVE00077	OFUSG02567.1.p1, OFUSG02565.1.p1, OFUSG03617.1.p1
OG0000400	NEMVE24198	OFUSG11893.1.p1, OFUSG11892.1.p1, OFUSG11899.1.p1, OFUSG11875.1.p1
OG0000401	NEMVE22826	OFUSG15951.1.p1
OG0000402	NEMVE08796, NEMVE12680	OFUSG05767.1.p1
OG0000402	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421	OFUSG20342.1.p1
OG0000404	NEMVE07548	OFUSG13199.1.p1
OG0000404	NEMVE11475, NEMVE01435	OFUSG13385.1.p1
OG0000404	NEMVE18805, NEMVE15643	OFUSG22490.1.p1
OG0000404	NEMVE02369	OFUSG13198.1.p1
OG0000405	NEMVE13877	OFUSG08998.1.p1
OG0000409	NEMVE00946	OFUSG06481.2.p1, OFUSG06481.1.p1
OG0000409	NEMVE13902	OFUSG19488.1.p1
OG0000410	NEMVE16822, NEMVE22138	OFUSG07594.1.p1, OFUSG25728.1.p1, OFUSG23993.1.p1, OFUSG16650.1.p1, OFUSG16649.1.p1, OFUSG16649.2.p1, OFUSG16649.3.p1, OFUSG18872.1.p1, OFUSG18873.1.p1
OG0000411	NEMVE17743, NEMVE08444	OFUSG01804.1.p1
OG0000411	NEMVE15903	OFUSG07560.1.p1
OG0000412	NEMVE11551, NEMVE13684	OFUSG06276.1.p1
OG0000412	NEMVE12461, NEMVE13451, NEMVE16451, NEMVE06524, NEMVE00046	OFUSG10577.1.p1, OFUSG08255.1.p1
OG0000413	NEMVE05971	OFUSG25104.1.p1
OG0000413	NEMVE18974	OFUSG14302.1.p1
OG0000415	NEMVE02035, NEMVE12523, NEMVE06692	OFUSG20534.1.p1, OFUSG20239.1.p1, OFUSG20242.1.p1, OFUSG20241.1.p1, OFUSG04873.1.p1, OFUSG04872.1.p1, OFUSG20239.2.p1, OFUSG20240.1.p1
OG0000418	NEMVE18954	OFUSG26939.1.p1, OFUSG01727.1.p1
OG0000419	NEMVE04862	OFUSG07802.1.p1, OFUSG07802.3.p1, OFUSG07802.2.p1
OG0000420	NEMVE15235, NEMVE22999	OFUSG02462.1.p1, OFUSG02367.1.p1, OFUSG13052.1.p1
OG0000420	NEMVE13892, NEMVE00087	OFUSG06710.1.p1
OG0000422	NEMVE02846	OFUSG13433.1.p1
OG0000423	NEMVE14346	OFUSG25605.1.p1, OFUSG20524.1.p1, OFUSG21772.1.p1, OFUSG11552.1.p1, OFUSG11107.1.p1, OFUSG17486.1.p1, OFUSG13272.1.p1, OFUSG24330.1.p1
OG0000424	NEMVE13993, NEMVE20112, NEMVE07389	OFUSG00190.1.p1
OG0000425	NEMVE09242	OFUSG11841.1.p1
OG0000425	NEMVE01586	OFUSG08712.1.p1
OG0000426	NEMVE05016	OFUSG19099.2.p1, OFUSG19099.1.p1, OFUSG19099.4.p1, OFUSG19099.3.p1
OG0000426	NEMVE09058	OFUSG10041.1.p1
OG0000427	NEMVE19474	OFUSG07420.1.p1, OFUSG07419.1.p1
OG0000427	NEMVE10410, NEMVE10716	OFUSG16981.1.p1, OFUSG16981.2.p1
OG0000429	NEMVE13930, NEMVE22433	OFUSG18903.1.p1
OG0000430	NEMVE22397, NEMVE14198, NEMVE14199, NEMVE22695, NEMVE12595, NEMVE14935	OFUSG25796.1.p1
OG0000430	NEMVE17451, NEMVE09634	OFUSG06531.1.p1
OG0000432	NEMVE00377, NEMVE08466	OFUSG06820.1.p1, OFUSG06820.2.p1
OG0000433	NEMVE05274	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1
OG0000433	NEMVE25882, NEMVE19705	OFUSG01097.1.p1
OG0000434	NEMVE23107, NEMVE01233, NEMVE09499, NEMVE05105	OFUSG23718.1.p1
OG0000435	NEMVE18620	OFUSG17235.1.p1
OG0000435	NEMVE24017	OFUSG23346.1.p1
OG0000436	NEMVE22110	OFUSG12993.4.p1, OFUSG12993.3.p1, OFUSG12993.5.p1, OFUSG12993.1.p1, OFUSG12993.2.p1
OG0000441	NEMVE08408	OFUSG24316.1.p2
OG0000442	NEMVE15081, NEMVE00053	OFUSG14066.1.p1
OG0000442	NEMVE13826	OFUSG00335.1.p1
OG0000442	NEMVE15124	OFUSG00657.1.p1
OG0000443	NEMVE03493	OFUSG16493.1.p1
OG0000443	NEMVE10812	OFUSG19814.2.p1
OG0000444	NEMVE14919	OFUSG07387.1.p1, OFUSG19063.1.p1
OG0000444	NEMVE13025, NEMVE11937, NEMVE06859	OFUSG07141.1.p1, OFUSG07141.3.p1, OFUSG07141.2.p1
OG0000446	NEMVE22464	OFUSG13151.1.p1
OG0000446	NEMVE13778, NEMVE12791	OFUSG00837.1.p1
OG0000446	NEMVE14089	OFUSG21046.1.p1
OG0000447	NEMVE16106	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1
OG0000449	NEMVE02606, NEMVE12425	OFUSG09412.1.p1, OFUSG09412.2.p1
OG0000450	NEMVE22423	OFUSG22336.1.p1
OG0000452	NEMVE13251, NEMVE21957	OFUSG11570.1.p1, OFUSG11504.1.p1
OG0000453	NEMVE19312	OFUSG13689.1.p1
OG0000453	NEMVE24390, NEMVE19711	OFUSG24585.1.p1, OFUSG24585.2.p1, OFUSG24586.1.p1, OFUSG00194.1.p1, OFUSG24447.1.p1, OFUSG15603.1.p1, OFUSG15603.2.p1, OFUSG15602.1.p1
OG0000456	NEMVE21265, NEMVE06606	OFUSG18900.1.p1, OFUSG25971.1.p1, OFUSG12527.1.p1
OG0000458	NEMVE19181, NEMVE20462	OFUSG16863.1.p1
OG0000459	NEMVE22834	OFUSG13939.1.p1
OG0000461	NEMVE16015, NEMVE02669	OFUSG17710.1.p1
OG0000461	NEMVE01791	OFUSG00679.1.p1
OG0000463	NEMVE04814	OFUSG07528.3.p1, OFUSG07528.2.p1, OFUSG07528.1.p1
OG0000463	NEMVE21255, NEMVE25382, NEMVE25677	OFUSG08820.2.p1, OFUSG08820.1.p1
OG0000465	NEMVE13428	OFUSG13672.1.p1
OG0000467	NEMVE14048	OFUSG06168.2.p1, OFUSG06168.1.p1
OG0000469	NEMVE09305	OFUSG06742.2.p1, OFUSG06742.1.p1
OG0000469	NEMVE11884, NEMVE14640	OFUSG09493.1.p1
OG0000470	NEMVE21967	OFUSG12357.1.p1, OFUSG12357.2.p1
OG0000471	NEMVE05341, NEMVE24949	OFUSG10312.1.p1
OG0000471	NEMVE11487	OFUSG10609.1.p1, OFUSG17923.1.p1
OG0000472	NEMVE20356, NEMVE23755, NEMVE16025, NEMVE01070, NEMVE13924	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1
