Orthogroup	HUMAN	SACKO_ok
OG0001413	HUMAN10070	SACKO_08606
OG0001414	HUMAN16822	SACKO_04758
OG0001414	HUMAN26311	SACKO_30191
OG0001415	HUMAN19750, HUMAN19752, HUMAN19751	SACKO_02741
OG0001416	HUMAN00172, HUMAN11820	SACKO_14338
OG0001417	HUMAN14062	SACKO_19012
OG0001417	HUMAN12487	SACKO_28149
OG0001418	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427	SACKO_04240
OG0001419	HUMAN02692, HUMAN09220, HUMAN09218, HUMAN09217	SACKO_11370
OG0001420	HUMAN08488, HUMAN08485, HUMAN29818, HUMAN29817, HUMAN20933, HUMAN06265, HUMAN06264, HUMAN06263	SACKO_11942
OG0001421	HUMAN04839, HUMAN08948, HUMAN02585	SACKO_11974
OG0001422	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891	SACKO_08100
OG0001423	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689	SACKO_22783
OG0001424	HUMAN04853, HUMAN04852	SACKO_10409
OG0001425	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344	SACKO_32937
OG0001426	HUMAN21982, HUMAN21981, HUMAN00034, HUMAN11906	SACKO_29415
OG0001427	HUMAN18845, HUMAN13853, HUMAN16726	SACKO_25289
OG0001428	HUMAN00193, HUMAN11816, HUMAN05892	SACKO_29404
OG0001429	HUMAN29656, HUMAN00568, HUMAN25640	SACKO_04211
OG0001430	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891	SACKO_23248
OG0001431	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529	SACKO_19695
OG0001433	HUMAN00642, HUMAN28267, HUMAN25243	SACKO_20980
OG0001434	HUMAN25376	SACKO_08035, SACKO_22760
OG0001435	HUMAN21986	SACKO_09568, SACKO_09561, SACKO_09540, SACKO_09588, SACKO_09604, SACKO_09579, SACKO_09550, SACKO_09534
OG0001436	HUMAN28951	SACKO_20014
OG0001437	HUMAN13733, HUMAN13731, HUMAN13732, HUMAN13730	SACKO_23971
OG0001437	HUMAN27963, HUMAN27962	SACKO_01223
OG0001438	HUMAN21820	SACKO_22113, SACKO_28211
OG0001440	HUMAN02970, HUMAN12486	SACKO_13032
OG0001441	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607	SACKO_07486
OG0001445	HUMAN18716, HUMAN15579	SACKO_32917
OG0001446	HUMAN12296	SACKO_29922, SACKO_01303, SACKO_29925
OG0001447	HUMAN09319, HUMAN15576, HUMAN02582	SACKO_02819
OG0001449	HUMAN16746	SACKO_30150
OG0001449	HUMAN18160	SACKO_24439
OG0001450	HUMAN05768	SACKO_12802
OG0001451	HUMAN07097	SACKO_10470
OG0001451	HUMAN04374, HUMAN04373	SACKO_05414, SACKO_07824
OG0001452	HUMAN23508, HUMAN10054, HUMAN01876	SACKO_08603
OG0001453	HUMAN01855, HUMAN01856, HUMAN01854, HUMAN09711, HUMAN21615	SACKO_00292, SACKO_12622
OG0001454	HUMAN24124, HUMAN24121, HUMAN24122, HUMAN22861	SACKO_25073
OG0001455	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678	SACKO_15116
OG0001457	HUMAN25257, HUMAN25224, HUMAN25255, HUMAN28271, HUMAN25256	SACKO_30564, SACKO_25543
OG0001458	HUMAN23064, HUMAN30171, HUMAN29608, HUMAN29609	SACKO_09504
OG0001459	HUMAN15951, HUMAN15950, HUMAN06132	SACKO_12626
OG0001460	HUMAN03122	SACKO_22427
OG0001461	HUMAN26887	SACKO_33755, SACKO_32797
OG0001462	HUMAN02581	SACKO_04210
OG0001463	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625	SACKO_06141, SACKO_31720, SACKO_15166, SACKO_29008, SACKO_29029, SACKO_29002
OG0001464	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436	SACKO_17111, SACKO_16693
OG0001465	HUMAN00436	SACKO_08994
OG0001466	HUMAN20834, HUMAN20833	SACKO_25244
OG0001466	HUMAN23853	SACKO_06437
OG0001467	HUMAN29474, HUMAN29473	SACKO_17605, SACKO_17589, SACKO_14633
OG0001467	HUMAN05267	SACKO_14405
OG0001468	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674	SACKO_04663
OG0001469	HUMAN17357	SACKO_06864
OG0001469	HUMAN25406	SACKO_14829
OG0001470	HUMAN12346	SACKO_29094, SACKO_26935
OG0001472	HUMAN26528, HUMAN26527	SACKO_32963
OG0001472	HUMAN19245	SACKO_05324
OG0001473	HUMAN20094, HUMAN20096, HUMAN20095	SACKO_19103, SACKO_16082, SACKO_16044, SACKO_16047
OG0001474	HUMAN10738, HUMAN10739, HUMAN10736	SACKO_22047
OG0001475	HUMAN00232, HUMAN00233	SACKO_18688
OG0001476	HUMAN25765, HUMAN19427	SACKO_06016
OG0001477	HUMAN10645, HUMAN05918, HUMAN10651, HUMAN10648, HUMAN10647, HUMAN10646, HUMAN03461, HUMAN03460, HUMAN10649, HUMAN10650	SACKO_21777, SACKO_24437, SACKO_24423, SACKO_24422
OG0001478	HUMAN09291, HUMAN09290	SACKO_22168
OG0001478	HUMAN20166	SACKO_22673
OG0001479	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189	SACKO_02888
OG0001480	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721	SACKO_24426
OG0001481	HUMAN25752, HUMAN25750, HUMAN08503	SACKO_31627
OG0001482	HUMAN10795, HUMAN07131, HUMAN11775	SACKO_10214
OG0001483	HUMAN12748	SACKO_22123
OG0001484	HUMAN29782, HUMAN20929	SACKO_06239
OG0001485	HUMAN10085, HUMAN23594, HUMAN23593	SACKO_29097, SACKO_18011
OG0001486	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067	SACKO_09648
OG0001487	HUMAN11646, HUMAN13747, HUMAN11647	SACKO_16382
OG0001488	HUMAN04092, HUMAN04094	SACKO_02069
OG0001488	HUMAN04093	SACKO_02044
OG0001489	HUMAN01073, HUMAN23289	SACKO_14714, SACKO_26616
OG0001490	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810	SACKO_31213
OG0001491	HUMAN13518, HUMAN13517, HUMAN13516, HUMAN26602	SACKO_19740
OG0001492	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105	SACKO_03265
OG0001493	HUMAN03318	SACKO_14767
OG0001495	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161	SACKO_09788, SACKO_09799
OG0001496	HUMAN17133	SACKO_00443, SACKO_23322, SACKO_11691
OG0001498	HUMAN21395	SACKO_11396, SACKO_11399, SACKO_30795, SACKO_10260, SACKO_01456, SACKO_23561
OG0001500	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404	SACKO_17784
OG0001501	HUMAN08312, HUMAN18751	SACKO_17924
OG0001502	HUMAN13214, HUMAN13217	SACKO_22382
OG0001503	HUMAN15059	SACKO_02436
OG0001503	HUMAN06046	SACKO_18105
OG0001504	HUMAN18887	SACKO_07151, SACKO_19671, SACKO_29627, SACKO_29647
OG0001505	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341	SACKO_14128
OG0001506	HUMAN21790, HUMAN00091	SACKO_20284
OG0001507	HUMAN08598, HUMAN02657, HUMAN02656, HUMAN04900	SACKO_07854, SACKO_07882
OG0001508	HUMAN04219, HUMAN15958	SACKO_27803, SACKO_27807
OG0001510	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092	SACKO_33627
OG0001511	HUMAN18319, HUMAN26693	SACKO_25814
OG0001515	HUMAN19954, HUMAN12421, HUMAN12420, HUMAN19953	SACKO_03778
OG0001516	HUMAN23268	SACKO_14946
OG0001517	HUMAN23303, HUMAN21286	SACKO_25454
OG0001520	HUMAN00622, HUMAN16656	SACKO_20861, SACKO_19292
OG0001521	HUMAN15053, HUMAN23542, HUMAN01808	SACKO_17000
OG0001522	HUMAN15759	SACKO_07400
OG0001523	HUMAN04118, HUMAN06164	SACKO_23353
OG0001524	HUMAN03522	SACKO_26996
OG0001524	HUMAN11149	SACKO_12588, SACKO_34156, SACKO_29641
OG0001525	HUMAN07206	SACKO_22296
OG0001526	HUMAN02271, HUMAN29404	SACKO_27619
OG0001527	HUMAN11842	SACKO_08580
OG0001527	HUMAN28194	SACKO_08171
OG0001528	HUMAN11910, HUMAN21992, HUMAN21991, HUMAN21990	SACKO_09485
OG0001529	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918	SACKO_06915
OG0001530	HUMAN03101, HUMAN22628, HUMAN22629	SACKO_32722
OG0001531	HUMAN03428, HUMAN22234, HUMAN24248	SACKO_00106
OG0001532	HUMAN00046, HUMAN11888, HUMAN21869	SACKO_29501
OG0001533	HUMAN07789, HUMAN21380	SACKO_04654, SACKO_27500, SACKO_27489, SACKO_04656
OG0001534	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538	SACKO_22035
OG0001536	HUMAN23182, HUMAN23181	SACKO_19636, SACKO_06074
OG0001538	HUMAN02566	SACKO_28388, SACKO_28412
OG0001545	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012	SACKO_27960
OG0001546	HUMAN08266, HUMAN16844	SACKO_07294
OG0001549	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395	SACKO_15168, SACKO_15171
OG0001550	HUMAN20737	SACKO_11380
OG0001551	HUMAN08700, HUMAN02498	SACKO_14902
OG0001552	HUMAN20977, HUMAN20976	SACKO_08825, SACKO_08817, SACKO_08820, SACKO_08830
OG0001553	HUMAN27760, HUMAN03319, HUMAN23794	SACKO_14766
OG0001554	HUMAN05332, HUMAN05331, HUMAN30019	SACKO_27914
OG0001556	HUMAN02508, HUMAN08695, HUMAN08696, HUMAN04819, HUMAN02509	SACKO_31615
OG0001557	HUMAN04310	SACKO_08809
OG0001557	HUMAN26830	SACKO_23724
OG0001558	HUMAN29505, HUMAN29504, HUMAN14496	SACKO_25319
OG0001559	HUMAN02553	SACKO_32399
OG0001559	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942	SACKO_09139
OG0001560	HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891	SACKO_24664
OG0001561	HUMAN20456, HUMAN24967, HUMAN20360	SACKO_16712
OG0001563	HUMAN09891	SACKO_05155, SACKO_05151, SACKO_16979
OG0001564	HUMAN18396, HUMAN05131	SACKO_28888
OG0001565	HUMAN15336, HUMAN05720, HUMAN01912	SACKO_32638
OG0001566	HUMAN25664, HUMAN29643	SACKO_19775
OG0001567	HUMAN00268, HUMAN21826	SACKO_01333, SACKO_23984
OG0001568	HUMAN20082, HUMAN20081	SACKO_33374
OG0001569	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287	SACKO_29957, SACKO_29944
OG0001570	HUMAN16051	SACKO_25560
OG0001571	HUMAN05678	SACKO_33079
OG0001572	HUMAN13726	SACKO_31302
OG0001572	HUMAN11626, HUMAN11627	SACKO_30400
OG0001574	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298	SACKO_33352
OG0001575	HUMAN20511	SACKO_16093
OG0001576	HUMAN23520, HUMAN09989, HUMAN09990	SACKO_29281
OG0001578	HUMAN27577, HUMAN27576, HUMAN03525	SACKO_25675
OG0001580	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241	SACKO_00171
OG0001581	HUMAN02524, HUMAN02525	SACKO_07437, SACKO_04849, SACKO_04823, SACKO_23137
OG0001582	HUMAN11710, HUMAN19935	SACKO_18815
OG0001583	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577	SACKO_26995
OG0001584	HUMAN22038	SACKO_00066
OG0001589	HUMAN10236	SACKO_25593, SACKO_25592
OG0001590	HUMAN09424	SACKO_23759, SACKO_21309, SACKO_21282, SACKO_03473
OG0001591	HUMAN01764, HUMAN28618	SACKO_13264
OG0001592	HUMAN09531, HUMAN09657, HUMAN09656	SACKO_13065, SACKO_04278, SACKO_13049
OG0001593	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587	SACKO_13940
OG0001597	HUMAN26560, HUMAN26561, HUMAN26559	SACKO_02083
OG0001597	HUMAN03834	SACKO_32914
OG0001599	HUMAN13426	SACKO_01015
OG0001600	HUMAN00788, HUMAN00787, HUMAN16635, HUMAN28233	SACKO_01633
OG0001603	HUMAN24819	SACKO_23077
OG0001604	HUMAN22175	SACKO_22259
OG0001604	HUMAN12471, HUMAN12472	SACKO_08859
OG0001605	HUMAN07945, HUMAN07944	SACKO_00179
OG0001606	HUMAN13929	SACKO_11769
OG0001606	HUMAN03753	SACKO_12732
OG0001609	HUMAN07643	SACKO_20157
OG0001609	HUMAN21122, HUMAN07645	SACKO_20497
OG0001610	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094	SACKO_05583
OG0001611	HUMAN08978, HUMAN02546	SACKO_32339
OG0001612	HUMAN25319	SACKO_08058
OG0001613	HUMAN24818	SACKO_14908
OG0001614	HUMAN14358	SACKO_12210
OG0001614	HUMAN13572	SACKO_22048
OG0001615	HUMAN04414, HUMAN27016	SACKO_32434
OG0001617	HUMAN20425, HUMAN06149, HUMAN24916	SACKO_32773
OG0001620	HUMAN24750, HUMAN24751, HUMAN02052	SACKO_08656
OG0001621	HUMAN10405, HUMAN20233	SACKO_33548
OG0001622	HUMAN03730, HUMAN03729, HUMAN27716	SACKO_24169
OG0001624	HUMAN25539, HUMAN25540, HUMAN00624, HUMAN19275, HUMAN19274, HUMAN27856	SACKO_23228
OG0001625	HUMAN01087, HUMAN01088, HUMAN28505	SACKO_05676
OG0001627	HUMAN28211	SACKO_16597
OG0001627	HUMAN24158	SACKO_16647
OG0001628	HUMAN16897, HUMAN16898	SACKO_17702
OG0001629	HUMAN02287, HUMAN02285, HUMAN29146	SACKO_28536
OG0001632	HUMAN20860, HUMAN20348, HUMAN01354	SACKO_01195
OG0001633	HUMAN28383	SACKO_20042, SACKO_31542, SACKO_20001
OG0001634	HUMAN29106	SACKO_16111
OG0001634	HUMAN02620, HUMAN15581	SACKO_04773
OG0001635	HUMAN30203, HUMAN26031, HUMAN29595	SACKO_16856, SACKO_33549
OG0001636	HUMAN11118	SACKO_16147
OG0001637	HUMAN21485	SACKO_15132, SACKO_20493
OG0001638	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784	SACKO_31247
OG0001639	HUMAN09764, HUMAN14138	SACKO_26028
OG0001640	HUMAN21156, HUMAN21157	SACKO_01197
OG0001641	HUMAN02994	SACKO_24443
OG0001642	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976	SACKO_01281
OG0001643	HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331	SACKO_02624
OG0001644	HUMAN24567	SACKO_17026, SACKO_03857
OG0001646	HUMAN10878, HUMAN26744, HUMAN26256, HUMAN26257, HUMAN26258, HUMAN22061, HUMAN07154, HUMAN22062	SACKO_02716
OG0001651	HUMAN24385, HUMAN03098, HUMAN22631	SACKO_21460
OG0001653	HUMAN23274	SACKO_07366
OG0001654	HUMAN24521, HUMAN24522, HUMAN25677	SACKO_11259, SACKO_11277
OG0001655	HUMAN23043, HUMAN29586, HUMAN29889	SACKO_11250
OG0001656	HUMAN12664	SACKO_26228
OG0001658	HUMAN18838, HUMAN13850	SACKO_01963
OG0001659	HUMAN00545, HUMAN00546, HUMAN25769	SACKO_30434
OG0001660	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381	SACKO_16124
OG0001661	HUMAN07166	SACKO_33933
OG0001661	HUMAN21509	SACKO_07160, SACKO_07168, SACKO_05012
OG0001662	HUMAN05309	SACKO_01828
OG0001662	HUMAN26391, HUMAN07388	SACKO_27332
OG0001663	HUMAN26903, HUMAN29828	SACKO_23924, SACKO_09786
OG0001665	HUMAN13477, HUMAN13476	SACKO_05684
OG0001665	HUMAN10572	SACKO_00376
OG0001666	HUMAN07809	SACKO_01113, SACKO_01109, SACKO_19676, SACKO_01380
OG0001667	HUMAN12734, HUMAN26001, HUMAN26000, HUMAN06279, HUMAN06280, HUMAN06278	SACKO_27275
OG0001668	HUMAN25853, HUMAN25854	SACKO_10356
OG0001669	HUMAN00518, HUMAN18608	SACKO_28808, SACKO_18082, SACKO_32494
OG0001670	HUMAN28663, HUMAN00915	SACKO_07373
OG0001671	HUMAN20911	SACKO_16934, SACKO_16917
OG0001672	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575	SACKO_00203
OG0001673	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851	SACKO_02320
OG0001674	HUMAN09862, HUMAN09861, HUMAN09864, HUMAN09865, HUMAN13900	SACKO_13071
OG0001675	HUMAN28279, HUMAN27610	SACKO_13788, SACKO_12839
OG0001676	HUMAN03206	SACKO_27676
OG0001676	HUMAN15070	SACKO_06479
OG0001677	HUMAN07349, HUMAN07350	SACKO_02202
OG0001678	HUMAN25999, HUMAN17691	SACKO_16336
OG0001682	HUMAN18147	SACKO_16335
OG0001683	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314	SACKO_25195
OG0001684	HUMAN14785, HUMAN01201	SACKO_17645
OG0001685	HUMAN22339	SACKO_33558
OG0001687	HUMAN03234	SACKO_08415, SACKO_00450, SACKO_08438
OG0001688	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992	SACKO_29664
OG0001689	HUMAN11737, HUMAN19915	SACKO_29533
OG0001690	HUMAN01169	SACKO_24918
OG0001691	HUMAN10903	SACKO_07768
OG0001692	HUMAN00929, HUMAN00928, HUMAN15010, HUMAN23437, HUMAN23438	SACKO_27055
OG0001693	HUMAN00705	SACKO_31283, SACKO_31314
OG0001694	HUMAN06928, HUMAN06927, HUMAN06925, HUMAN20957	SACKO_09759
OG0001696	HUMAN07021, HUMAN07020, HUMAN03942, HUMAN03944, HUMAN03943, HUMAN03945	SACKO_26560
OG0001703	HUMAN09709	SACKO_25670, SACKO_14068
OG0001704	HUMAN06407, HUMAN06567	SACKO_06839, SACKO_06782, SACKO_06808
OG0001706	HUMAN30453, HUMAN05373, HUMAN30452	SACKO_16140
OG0001707	HUMAN13776, HUMAN13775, HUMAN16739	SACKO_27712, SACKO_27719, SACKO_08114
OG0001708	HUMAN25399, HUMAN25398, HUMAN01995, HUMAN01996	SACKO_22651, SACKO_22657
OG0001709	HUMAN23995	SACKO_14450
OG0001711	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017	SACKO_00222, SACKO_00220
OG0001712	HUMAN22752, HUMAN17161, HUMAN03209	SACKO_25937
OG0001713	HUMAN05026	SACKO_33794, SACKO_29813
OG0001713	HUMAN11446, HUMAN11444, HUMAN11445	SACKO_10739, SACKO_26830, SACKO_16172
OG0001714	HUMAN20171, HUMAN20172	SACKO_24475
OG0001714	HUMAN25119	SACKO_09358
OG0001716	HUMAN18566, HUMAN18568, HUMAN18567	SACKO_11923, SACKO_13388
OG0001718	HUMAN08462, HUMAN25013, HUMAN25014	SACKO_22232
OG0001720	HUMAN12316, HUMAN04993, HUMAN07123	SACKO_07137, SACKO_07098
OG0001721	HUMAN25291, HUMAN08491	SACKO_14258
OG0001723	HUMAN21619, HUMAN30386, HUMAN29777	SACKO_00445
OG0001724	HUMAN25295	SACKO_30787
OG0001725	HUMAN24357, HUMAN03245, HUMAN22506	SACKO_05161, SACKO_05996
OG0001726	HUMAN16877, HUMAN08380	SACKO_25741
OG0001726	HUMAN22539	SACKO_06582
OG0001727	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842	SACKO_05239
OG0001728	HUMAN09496, HUMAN23695	SACKO_11865
OG0001729	HUMAN26808, HUMAN20869, HUMAN20870	SACKO_16753
OG0001730	HUMAN14924, HUMAN00990, HUMAN14923	SACKO_21513
OG0001731	HUMAN24935, HUMAN06976, HUMAN06977	SACKO_18494
OG0001732	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600	SACKO_08518
OG0001733	HUMAN17168	SACKO_19517, SACKO_19883
OG0001734	HUMAN04688	SACKO_26225
OG0001735	HUMAN17857, HUMAN13129	SACKO_00648
OG0001736	HUMAN11325, HUMAN14071	SACKO_08177
OG0001737	HUMAN27862, HUMAN19270	SACKO_12586
OG0001737	HUMAN19449, HUMAN25649	SACKO_31409
OG0001738	HUMAN07064, HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838	SACKO_08321
OG0001739	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964	SACKO_05033
OG0001740	HUMAN04153, HUMAN24941, HUMAN20293, HUMAN20292, HUMAN04152, HUMAN20291	SACKO_22519
OG0001743	HUMAN29328, HUMAN29326	SACKO_16126
OG0001745	HUMAN00586, HUMAN00585, HUMAN00587, HUMAN00584	SACKO_10001
OG0001746	HUMAN04189, HUMAN20301, HUMAN20300, HUMAN20302	SACKO_29336
OG0001747	HUMAN19647, HUMAN19645, HUMAN19646, HUMAN18323, HUMAN18324, HUMAN02105	SACKO_10019
OG0001748	HUMAN03464, HUMAN03465, HUMAN03463, HUMAN27544	SACKO_21451
OG0001749	HUMAN28713, HUMAN29594, HUMAN30202	SACKO_14507
OG0001752	HUMAN14402, HUMAN14401, HUMAN09557	SACKO_02923
OG0001754	HUMAN25325, HUMAN05304, HUMAN05305, HUMAN05303, HUMAN13962	SACKO_08958
OG0001755	HUMAN04349	SACKO_23371
OG0001755	HUMAN05480	SACKO_22480
OG0001756	HUMAN03565, HUMAN03566	SACKO_10270
OG0001756	HUMAN27756, HUMAN27755	SACKO_17493
OG0001757	HUMAN02532, HUMAN02531, HUMAN08337, HUMAN08338, HUMAN27193, HUMAN25593, HUMAN27189, HUMAN27178, HUMAN27173, HUMAN13781, HUMAN08339	SACKO_02314
OG0001759	HUMAN03559	SACKO_01076, SACKO_02292
OG0001760	HUMAN06762	SACKO_32048
OG0001768	HUMAN09704	SACKO_29830
OG0001768	HUMAN23681, HUMAN14390	SACKO_21321
OG0001769	HUMAN03651	SACKO_20080
OG0001769	HUMAN08557, HUMAN08556	SACKO_20662
OG0001770	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894	SACKO_19586
OG0001772	HUMAN02529, HUMAN08892	SACKO_12357, SACKO_12369
OG0001774	HUMAN18619	SACKO_02280
OG0001774	HUMAN30515, HUMAN30516	SACKO_26050
OG0001775	HUMAN14353	SACKO_29841
OG0001778	HUMAN08146	SACKO_04956
OG0001780	HUMAN19749	SACKO_02736, SACKO_09942
OG0001780	HUMAN30120	SACKO_03637
OG0001781	HUMAN12739	SACKO_15440
OG0001781	HUMAN24740	SACKO_18083
OG0001782	HUMAN23640	SACKO_00654
OG0001782	HUMAN03280	SACKO_00246
OG0001783	HUMAN10327, HUMAN10326	SACKO_04878
OG0001787	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492	SACKO_25176
OG0001788	HUMAN16667	SACKO_14730
OG0001789	HUMAN19923, HUMAN12300	SACKO_03274, SACKO_03284
OG0001792	HUMAN15054	SACKO_31467
OG0001793	HUMAN20623	SACKO_11163
OG0001793	HUMAN05697	SACKO_29982
OG0001794	HUMAN19680	SACKO_02618
OG0001796	HUMAN19025, HUMAN19024, HUMAN19023, HUMAN19026, HUMAN27928	SACKO_24611
OG0001797	HUMAN22063	SACKO_04549, SACKO_02288, SACKO_02272, SACKO_13551, SACKO_12481, SACKO_12463
OG0001798	HUMAN14327, HUMAN14328, HUMAN09868	SACKO_24715, SACKO_24082, SACKO_17775
OG0001799	HUMAN11851, HUMAN07342, HUMAN05015	SACKO_30705
OG0001800	HUMAN21427, HUMAN21429, HUMAN21428, HUMAN02409, HUMAN07046	SACKO_21970
OG0001801	HUMAN04141, HUMAN04140	SACKO_29351, SACKO_07327
OG0001802	HUMAN10430, HUMAN10427, HUMAN10426	SACKO_19791
OG0001803	HUMAN17083, HUMAN17084, HUMAN22587, HUMAN22586, HUMAN03075	SACKO_18900
OG0001804	HUMAN11697, HUMAN11700, HUMAN11696, HUMAN11695, HUMAN11698, HUMAN19866	SACKO_03287
OG0001805	HUMAN06844, HUMAN04264, HUMAN06848	SACKO_31950
OG0001806	HUMAN26954, HUMAN26956, HUMAN01386	SACKO_21995
OG0001807	HUMAN12665	SACKO_26234
OG0001808	HUMAN22068, HUMAN01110	SACKO_14879
OG0001809	HUMAN02155, HUMAN02158, HUMAN02157, HUMAN02156, HUMAN02154	SACKO_20099
OG0001810	HUMAN25995, HUMAN25994, HUMAN18086	SACKO_23080
OG0001812	HUMAN05677	SACKO_18671, SACKO_22538, SACKO_11693, SACKO_11673
OG0001814	HUMAN12655, HUMAN12657, HUMAN26160, HUMAN26161	SACKO_07916
OG0001816	HUMAN23424	SACKO_27609
OG0001817	HUMAN10762, HUMAN16372, HUMAN16373	SACKO_04229
OG0001818	HUMAN08932, HUMAN25133	SACKO_02318
OG0001819	HUMAN26303, HUMAN26302, HUMAN17758	SACKO_33357, SACKO_04722
OG0001820	HUMAN03193	SACKO_30135
OG0001820	HUMAN22655, HUMAN22654, HUMAN22657, HUMAN03192	SACKO_30132
OG0001821	HUMAN20150	SACKO_18447, SACKO_28189
OG0001822	HUMAN20278, HUMAN04122	SACKO_04572
OG0001823	HUMAN28818	SACKO_14266
OG0001824	HUMAN08709	SACKO_20430
OG0001825	HUMAN28268, HUMAN25258, HUMAN28269, HUMAN28270	SACKO_25243
OG0001826	HUMAN18296, HUMAN30222	SACKO_26413
OG0001827	HUMAN29268, HUMAN29270	SACKO_20145, SACKO_22796
OG0001829	HUMAN11147, HUMAN11495	SACKO_14724, SACKO_16251, SACKO_16252
OG0001830	HUMAN13769, HUMAN16621	SACKO_21536
OG0001831	HUMAN10191, HUMAN10190, HUMAN12366, HUMAN12368	SACKO_24375
OG0001832	HUMAN29361	SACKO_10816
OG0001832	HUMAN10008, HUMAN10007, HUMAN01888, HUMAN10006	SACKO_11786
OG0001834	HUMAN18097, HUMAN02973	SACKO_01750
OG0001835	HUMAN04377, HUMAN04378	SACKO_08883, SACKO_30526, SACKO_23344
OG0001840	HUMAN03411, HUMAN03412, HUMAN03415, HUMAN03413, HUMAN03414	SACKO_33787, SACKO_26244, SACKO_26202, SACKO_26224, SACKO_30886, SACKO_26236, SACKO_26182, SACKO_26249, SACKO_26233, SACKO_33788, SACKO_26174, SACKO_26243
OG0001846	HUMAN25244, HUMAN18589, HUMAN16677, HUMAN18592, HUMAN16676	SACKO_34093
OG0001848	HUMAN02996	SACKO_27223
OG0001848	HUMAN04716	SACKO_27191
OG0001849	HUMAN06580, HUMAN06581, HUMAN06579, HUMAN06583	SACKO_11705, SACKO_00014
OG0001849	HUMAN06578	SACKO_22961
OG0001851	HUMAN21496	SACKO_19939
OG0001852	HUMAN06720, HUMAN20898	SACKO_23655, SACKO_00057
OG0001853	HUMAN28392, HUMAN18575	SACKO_15642
OG0001854	HUMAN06535	SACKO_33307
OG0001855	HUMAN13026	SACKO_19259
OG0001856	HUMAN26595, HUMAN13519	SACKO_26262
OG0001857	HUMAN16699, HUMAN28241	SACKO_13794
OG0001858	HUMAN26275	SACKO_17888
OG0001858	HUMAN03335	SACKO_17877
