Orthogroup	HUMAN	APOSC_ok
OG0001559	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942	APOSC_06915
OG0001560	HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891	APOSC_19389
OG0001561	HUMAN20456, HUMAN24967, HUMAN20360	APOSC_03964
OG0001563	HUMAN09891	APOSC_15535, APOSC_15427, APOSC_27127, APOSC_21984
OG0001564	HUMAN18398, HUMAN05132, HUMAN18397, HUMAN18396, HUMAN05131	APOSC_06037, APOSC_06038
OG0001565	HUMAN15336, HUMAN05720, HUMAN01912	APOSC_04430
OG0001566	HUMAN25664, HUMAN29643	APOSC_18241, APOSC_18242, APOSC_18244, APOSC_18243
OG0001567	HUMAN00268, HUMAN21826	APOSC_14453
OG0001568	HUMAN20082, HUMAN20081	APOSC_28643
OG0001570	HUMAN16051	APOSC_24457
OG0001571	HUMAN13804, HUMAN05679	APOSC_08835
OG0001571	HUMAN05678	APOSC_26437, APOSC_26436, APOSC_26438
OG0001572	HUMAN13726	APOSC_16015, APOSC_16016
OG0001572	HUMAN11626, HUMAN11627	APOSC_02447
OG0001573	HUMAN01295, HUMAN29048	APOSC_24147, APOSC_24146
OG0001574	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298	APOSC_16952, APOSC_16951
OG0001574	HUMAN13262	APOSC_16054
OG0001575	HUMAN20511	APOSC_20344
OG0001576	HUMAN23520, HUMAN09989, HUMAN09990	APOSC_19353, APOSC_19354
OG0001578	HUMAN27577, HUMAN27576, HUMAN03525	APOSC_25871
OG0001579	HUMAN03141, HUMAN03143, HUMAN03144	APOSC_00205
OG0001580	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241	APOSC_04582, APOSC_04583
OG0001581	HUMAN02524, HUMAN02525	APOSC_12012
OG0001582	HUMAN11711, HUMAN11710, HUMAN19935	APOSC_09174
OG0001583	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577	APOSC_05042, APOSC_05043, APOSC_05041
OG0001584	HUMAN22038	APOSC_24188
OG0001589	HUMAN10236	APOSC_14644
OG0001590	HUMAN09424	APOSC_05334, APOSC_06008, APOSC_06664
OG0001592	HUMAN09531, HUMAN09657, HUMAN09656	APOSC_24168, APOSC_27291
OG0001593	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587	APOSC_01201, APOSC_17370
OG0001594	HUMAN19429	APOSC_20977
OG0001597	HUMAN26560, HUMAN26561, HUMAN26559	APOSC_09081
OG0001597	HUMAN03834	APOSC_18499
OG0001599	HUMAN13426	APOSC_03974
OG0001604	HUMAN22175	APOSC_20538
OG0001604	HUMAN12471, HUMAN12472	APOSC_08984
OG0001605	HUMAN07945, HUMAN07944	APOSC_08927, APOSC_24537
OG0001606	HUMAN13929	APOSC_09729
OG0001606	HUMAN03753	APOSC_24157
OG0001609	HUMAN07643	APOSC_15382
OG0001609	HUMAN21122, HUMAN07645	APOSC_18863
OG0001610	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094	APOSC_11669, APOSC_11668, APOSC_17468
OG0001611	HUMAN08978, HUMAN02546	APOSC_16863
OG0001612	HUMAN25319	APOSC_20257
OG0001613	HUMAN24818	APOSC_06867
OG0001614	HUMAN14358	APOSC_25539
OG0001614	HUMAN13572	APOSC_17721
OG0001615	HUMAN04414, HUMAN27016	APOSC_22981, APOSC_22982
OG0001617	HUMAN20425, HUMAN06149, HUMAN24916	APOSC_17358, APOSC_17357
OG0001620	HUMAN24750, HUMAN24751, HUMAN02052	APOSC_25992
OG0001621	HUMAN10405, HUMAN20233	APOSC_06290, APOSC_06292, APOSC_06291
OG0001622	HUMAN03730, HUMAN03729, HUMAN27716	APOSC_24336
OG0001624	HUMAN25539, HUMAN25540, HUMAN00624, HUMAN19275, HUMAN19274, HUMAN27856	APOSC_18447
OG0001627	HUMAN28211	APOSC_09790
OG0001627	HUMAN24158	APOSC_14367
OG0001628	HUMAN16897, HUMAN16898	APOSC_13343
OG0001630	HUMAN26733, HUMAN00265, HUMAN00266	APOSC_00298
OG0001633	HUMAN28383	APOSC_23714, APOSC_22234, APOSC_12879
OG0001634	HUMAN29106	APOSC_06560
OG0001634	HUMAN02620, HUMAN15581	APOSC_05598
OG0001635	HUMAN30203, HUMAN26031, HUMAN29595	APOSC_00598
OG0001636	HUMAN11118	APOSC_20219
OG0001637	HUMAN21485	APOSC_14125
OG0001638	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784	APOSC_28340
OG0001639	HUMAN09764, HUMAN14138	APOSC_07448, APOSC_07449
OG0001641	HUMAN02994	APOSC_16997
OG0001642	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976	APOSC_01391, APOSC_01390
OG0001643	HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331	APOSC_19563
OG0001644	HUMAN24567	APOSC_08859
OG0001646	HUMAN10878	APOSC_08803
OG0001651	HUMAN24385, HUMAN03098, HUMAN22631	APOSC_18928, APOSC_18929
OG0001652	HUMAN08985	APOSC_28560
OG0001653	HUMAN23274	APOSC_08321
OG0001654	HUMAN24521, HUMAN24522, HUMAN25677	APOSC_10444, APOSC_10443, APOSC_10445, APOSC_10446, APOSC_10447
OG0001655	HUMAN23043, HUMAN29586, HUMAN29889	APOSC_19955
OG0001656	HUMAN07544, HUMAN07542, HUMAN07543	APOSC_13800
OG0001656	HUMAN07547, HUMAN12664	APOSC_15673
OG0001657	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603	APOSC_20037
OG0001659	HUMAN00545, HUMAN00546, HUMAN25769	APOSC_04193, APOSC_04192
OG0001660	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381	APOSC_25851
OG0001661	HUMAN07166	APOSC_05078
OG0001661	HUMAN21509	APOSC_19581
OG0001662	HUMAN05309	APOSC_03197
OG0001662	HUMAN26391, HUMAN07388	APOSC_24638
OG0001663	HUMAN26903, HUMAN29828	APOSC_14512, APOSC_14513, APOSC_19966, APOSC_00664
OG0001665	HUMAN13477, HUMAN13476	APOSC_03053
OG0001665	HUMAN10572	APOSC_26736
OG0001666	HUMAN07809	APOSC_19309, APOSC_18453, APOSC_20901
OG0001667	HUMAN12734, HUMAN26001, HUMAN26000, HUMAN06279, HUMAN06280, HUMAN06278	APOSC_19485
OG0001668	HUMAN25853	APOSC_25820
OG0001671	HUMAN20911	APOSC_20652
OG0001672	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575	APOSC_09103, APOSC_09104
OG0001673	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851	APOSC_21746
OG0001674	HUMAN09862, HUMAN09861, HUMAN09864, HUMAN09865, HUMAN13900	APOSC_13291
OG0001675	HUMAN28279, HUMAN27610	APOSC_00269, APOSC_15910
OG0001676	HUMAN03206	APOSC_11977
OG0001676	HUMAN15070	APOSC_18551
OG0001677	HUMAN07349, HUMAN07350	APOSC_19672
OG0001678	HUMAN25999, HUMAN17691	APOSC_15018
OG0001683	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314	APOSC_24984
OG0001684	HUMAN14785, HUMAN01201	APOSC_05984, APOSC_05985
OG0001685	HUMAN22339	APOSC_03873
OG0001687	HUMAN03234	APOSC_25333, APOSC_09970, APOSC_10763
OG0001688	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992	APOSC_10916
OG0001689	HUMAN11737, HUMAN19915	APOSC_15449
OG0001691	HUMAN10903	APOSC_09746
OG0001691	HUMAN07404	APOSC_09745, APOSC_09749, APOSC_09748
OG0001692	HUMAN00929, HUMAN00928, HUMAN15010, HUMAN23437, HUMAN23438	APOSC_14941
OG0001693	HUMAN00705	APOSC_17934, APOSC_21564, APOSC_03466
OG0001694	HUMAN06928, HUMAN06927, HUMAN06925, HUMAN20957	APOSC_00545
OG0001696	HUMAN07021, HUMAN07020, HUMAN03942, HUMAN03944, HUMAN03943, HUMAN03945	APOSC_26728, APOSC_11197
OG0001703	HUMAN09709	APOSC_20355, APOSC_14646, APOSC_20391, APOSC_06643, APOSC_07921
OG0001704	HUMAN06407, HUMAN06567	APOSC_20746, APOSC_00421
OG0001706	HUMAN30453, HUMAN05373, HUMAN30452	APOSC_11809, APOSC_11808
OG0001707	HUMAN13776, HUMAN13775, HUMAN16739	APOSC_26684
OG0001708	HUMAN25399, HUMAN25398, HUMAN01995, HUMAN01996	APOSC_07420
OG0001709	HUMAN23995	APOSC_04296, APOSC_04297, APOSC_04295, APOSC_19317
OG0001710	HUMAN06210, HUMAN24986, HUMAN29936, HUMAN28878	APOSC_13811
OG0001711	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017	APOSC_08529
OG0001712	HUMAN22752, HUMAN17161, HUMAN03209	APOSC_02404
OG0001713	HUMAN05026	APOSC_19043
OG0001713	HUMAN11446, HUMAN11444, HUMAN11445	APOSC_26360
OG0001714	HUMAN20171, HUMAN20172	APOSC_05609
OG0001714	HUMAN25119	APOSC_27772
OG0001718	HUMAN25013, HUMAN25014	APOSC_01586
OG0001720	HUMAN12316, HUMAN04993, HUMAN07123	APOSC_02735
OG0001721	HUMAN25291, HUMAN08491	APOSC_23771
OG0001723	HUMAN21619, HUMAN30386, HUMAN29777	APOSC_21374
OG0001724	HUMAN25295	APOSC_17946
OG0001725	HUMAN24357, HUMAN03245, HUMAN22506	APOSC_21122, APOSC_21121
OG0001726	HUMAN16877, HUMAN08380	APOSC_03226
OG0001726	HUMAN22539	APOSC_14481
OG0001727	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842	APOSC_18118
OG0001728	HUMAN09496, HUMAN23695	APOSC_21719
OG0001729	HUMAN26808, HUMAN20869, HUMAN20870	APOSC_16535
OG0001730	HUMAN14924, HUMAN00990, HUMAN14923	APOSC_18068, APOSC_18069
OG0001731	HUMAN24935, HUMAN06976, HUMAN06977	APOSC_12384
OG0001732	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600	APOSC_07953
OG0001733	HUMAN17168	APOSC_23430, APOSC_24440, APOSC_23429
OG0001735	HUMAN17857, HUMAN13129	APOSC_28608
OG0001736	HUMAN11325, HUMAN14071	APOSC_19300
OG0001737	HUMAN19449, HUMAN25649	APOSC_05684
OG0001738	HUMAN07064, HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838	APOSC_01320
OG0001739	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964	APOSC_04485
OG0001740	HUMAN04153, HUMAN24941, HUMAN20293, HUMAN20292, HUMAN04152, HUMAN20291	APOSC_10598
OG0001743	HUMAN29328, HUMAN29326	APOSC_24356
OG0001744	HUMAN27314, HUMAN18242, HUMAN27316, HUMAN27315, HUMAN27317, HUMAN06338	APOSC_15916
OG0001746	HUMAN04189, HUMAN20301, HUMAN20300, HUMAN20302	APOSC_21933
OG0001747	HUMAN19647, HUMAN19645, HUMAN19646, HUMAN18323, HUMAN18324, HUMAN02105	APOSC_26846
OG0001748	HUMAN03464, HUMAN03465, HUMAN03463, HUMAN27544	APOSC_01934
OG0001752	HUMAN14402, HUMAN14401, HUMAN09557	APOSC_04409, APOSC_04410
OG0001754	HUMAN25325, HUMAN05304, HUMAN05305, HUMAN05303, HUMAN13962	APOSC_02170
OG0001755	HUMAN04349	APOSC_20267
OG0001755	HUMAN05480	APOSC_01191
OG0001756	HUMAN03565, HUMAN03566	APOSC_02548
OG0001756	HUMAN27756, HUMAN27755	APOSC_08277
OG0001757	HUMAN02532, HUMAN02531, HUMAN08337, HUMAN08338, HUMAN27193, HUMAN25593, HUMAN27189, HUMAN27178, HUMAN27173, HUMAN13781, HUMAN08339	APOSC_19638, APOSC_19639, APOSC_19637
OG0001758	HUMAN12281	APOSC_09164, APOSC_17525
OG0001759	HUMAN28722, HUMAN22444	APOSC_12532
OG0001760	HUMAN06762	APOSC_18230, APOSC_18231, APOSC_26933
OG0001768	HUMAN09704	APOSC_09186
OG0001768	HUMAN23681, HUMAN14390	APOSC_17892
OG0001769	HUMAN03651	APOSC_25926
OG0001769	HUMAN08557, HUMAN08556	APOSC_03841
OG0001770	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894	APOSC_21836, APOSC_21835
OG0001772	HUMAN02529, HUMAN08892	APOSC_23516, APOSC_23515
OG0001774	HUMAN18619	APOSC_20306
OG0001774	HUMAN30515, HUMAN30516	APOSC_14597
OG0001775	HUMAN14353	APOSC_26681, APOSC_26577
OG0001778	HUMAN08146	APOSC_15463, APOSC_15462
OG0001780	HUMAN19749	APOSC_18675
OG0001781	HUMAN12739	APOSC_12405
OG0001781	HUMAN24740	APOSC_25815
OG0001782	HUMAN23640	APOSC_24182
OG0001782	HUMAN03280	APOSC_15653
OG0001783	HUMAN10327, HUMAN10326	APOSC_07401
OG0001785	HUMAN07812	APOSC_05920
OG0001787	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492	APOSC_00374
OG0001788	HUMAN16667	APOSC_12912
OG0001789	HUMAN19923, HUMAN12300	APOSC_28424, APOSC_28423
OG0001790	HUMAN15656, HUMAN15657	APOSC_02096
OG0001792	HUMAN15054	APOSC_10659
OG0001793	HUMAN20623	APOSC_11265
OG0001793	HUMAN05697	APOSC_12986, APOSC_12985
OG0001794	HUMAN19680	APOSC_11754
OG0001798	HUMAN14327, HUMAN14328, HUMAN09868	APOSC_22877, APOSC_16632
OG0001799	HUMAN11851, HUMAN07342, HUMAN05015	APOSC_18784
OG0001800	HUMAN21427, HUMAN21429, HUMAN21428, HUMAN02409, HUMAN07046	APOSC_07734
OG0001801	HUMAN01406, HUMAN04138, HUMAN27053, HUMAN01453, HUMAN04141, HUMAN04140	APOSC_13558
OG0001802	HUMAN10430, HUMAN10427, HUMAN10426	APOSC_09334
OG0001803	HUMAN17083, HUMAN17084, HUMAN22587, HUMAN22586, HUMAN03075	APOSC_06963, APOSC_23320
OG0001804	HUMAN11697, HUMAN11700, HUMAN11696, HUMAN11695, HUMAN11698, HUMAN19866	APOSC_17841
OG0001805	HUMAN06844, HUMAN04264, HUMAN06848	APOSC_14981
OG0001806	HUMAN26954, HUMAN26956, HUMAN01386	APOSC_02173
OG0001807	HUMAN12665	APOSC_17157, APOSC_17156
OG0001808	HUMAN22068, HUMAN01110	APOSC_21460
OG0001809	HUMAN02155, HUMAN02158, HUMAN02157, HUMAN02156, HUMAN02154	APOSC_18192
OG0001810	HUMAN25995, HUMAN25994, HUMAN18086	APOSC_01275, APOSC_17059
OG0001812	HUMAN05677	APOSC_02813, APOSC_20651, APOSC_20650, APOSC_17159, APOSC_17160, APOSC_08109
OG0001813	HUMAN14989, HUMAN14988, HUMAN23475, HUMAN09379	APOSC_04662
OG0001814	HUMAN12655, HUMAN12657, HUMAN26160, HUMAN26161	APOSC_06810
OG0001816	HUMAN23424	APOSC_20034, APOSC_13559
OG0001817	HUMAN10762, HUMAN16372, HUMAN16373	APOSC_02897
OG0001818	HUMAN08932, HUMAN25133	APOSC_28601, APOSC_28600, APOSC_28602, APOSC_18594
OG0001819	HUMAN26303, HUMAN26302, HUMAN17758	APOSC_10403
OG0001820	HUMAN22655, HUMAN22654, HUMAN22657, HUMAN03192	APOSC_05874
OG0001821	HUMAN20150	APOSC_23412, APOSC_15833, APOSC_06619, APOSC_05524
OG0001822	HUMAN20278, HUMAN04122	APOSC_02285
OG0001823	HUMAN28818	APOSC_21506
OG0001823	HUMAN28819	APOSC_02856
OG0001825	HUMAN28268, HUMAN25258, HUMAN28269, HUMAN28270	APOSC_10436
OG0001826	HUMAN18296, HUMAN30222	APOSC_12940
OG0001827	HUMAN29268, HUMAN29270	APOSC_01013
OG0001829	HUMAN11147, HUMAN11495	APOSC_07372
OG0001830	HUMAN13769, HUMAN16621	APOSC_05587
OG0001831	HUMAN10191, HUMAN10190, HUMAN12366, HUMAN12368	APOSC_23596
OG0001832	HUMAN29361	APOSC_14000
OG0001834	HUMAN18097, HUMAN02973	APOSC_01951
OG0001846	HUMAN25244, HUMAN18589, HUMAN16677, HUMAN18592, HUMAN16676	APOSC_12218
OG0001848	HUMAN02996	APOSC_13758
OG0001848	HUMAN04716	APOSC_27924
OG0001849	HUMAN06580, HUMAN06581, HUMAN06579, HUMAN06583	APOSC_12413, APOSC_12414
OG0001849	HUMAN06578	APOSC_13748
OG0001851	HUMAN21496	APOSC_16345, APOSC_26158, APOSC_16346, APOSC_26159, APOSC_18047
OG0001852	HUMAN06720, HUMAN20898	APOSC_08845
OG0001853	HUMAN28392, HUMAN18575	APOSC_26386, APOSC_12727
OG0001854	HUMAN06535	APOSC_13434, APOSC_13433
OG0001856	HUMAN26595, HUMAN13519	APOSC_27477, APOSC_27475, APOSC_27474, APOSC_27476, APOSC_27473
OG0001857	HUMAN16699, HUMAN28241	APOSC_18896
OG0001858	HUMAN26275	APOSC_14841
OG0001861	HUMAN02516	APOSC_06627
OG0001862	HUMAN14487, HUMAN01898, HUMAN10090	APOSC_00024
OG0001864	HUMAN13784, HUMAN13785, HUMAN19255	APOSC_12878, APOSC_12877
OG0001865	HUMAN23790, HUMAN22856, HUMAN07532	APOSC_27858
OG0001866	HUMAN25781	APOSC_28306
OG0001866	HUMAN25780, HUMAN19444	APOSC_28307
OG0001867	HUMAN25878, HUMAN13230	APOSC_02450
OG0001868	HUMAN08197	APOSC_04463, APOSC_03093, APOSC_05913, APOSC_19421, APOSC_10355
OG0001869	HUMAN00228, HUMAN00227	APOSC_08609
OG0001870	HUMAN28292, HUMAN00640, HUMAN25247	APOSC_28584, APOSC_28583
OG0001871	HUMAN07522, HUMAN27482	APOSC_05233
OG0001873	HUMAN16807, HUMAN16808, HUMAN16809	APOSC_24589, APOSC_02615, APOSC_02614
OG0001874	HUMAN21243	APOSC_27397
OG0001875	HUMAN17871	APOSC_28674
OG0001875	HUMAN22698	APOSC_02272
OG0001876	HUMAN16595	APOSC_01394
OG0001877	HUMAN08708, HUMAN25127, HUMAN02567	APOSC_00171
OG0001878	HUMAN07553, HUMAN29985, HUMAN27457	APOSC_07100
OG0001879	HUMAN07208	APOSC_04307
OG0001879	HUMAN06063	APOSC_23988
OG0001881	HUMAN06131, HUMAN04212, HUMAN02372	APOSC_14037
OG0001882	HUMAN12928, HUMAN17839	APOSC_05527, APOSC_20571
OG0001883	HUMAN10705, HUMAN10706, HUMAN10704, HUMAN20116, HUMAN13322	APOSC_24533
OG0001883	HUMAN13323	APOSC_18796
OG0001884	HUMAN27931, HUMAN19032, HUMAN19030, HUMAN19029	APOSC_19753
OG0001886	HUMAN29265, HUMAN01236	APOSC_24954
OG0001887	HUMAN24008, HUMAN07736, HUMAN22363, HUMAN22362	APOSC_12244
OG0001889	HUMAN13282, HUMAN10294, HUMAN10295, HUMAN10296	APOSC_07984, APOSC_23028
OG0001890	HUMAN27039, HUMAN01447, HUMAN04331	APOSC_08626
OG0001892	HUMAN21354, HUMAN25414	APOSC_04212
OG0001893	HUMAN24851, HUMAN24850	APOSC_28513, APOSC_28512
OG0001894	HUMAN24228, HUMAN24227, HUMAN24229, HUMAN03619	APOSC_00243, APOSC_00244
OG0001895	HUMAN19223	APOSC_15357
OG0001896	HUMAN29380, HUMAN02065	APOSC_29153, APOSC_29152, APOSC_29154
OG0001897	HUMAN01785, HUMAN01784, HUMAN14131, HUMAN28852, HUMAN09463	APOSC_27280, APOSC_27281, APOSC_27279
OG0001898	HUMAN15350	APOSC_22780
OG0001899	HUMAN08346	APOSC_20089
OG0001900	HUMAN17169	APOSC_23428
OG0001900	HUMAN15353	APOSC_09065, APOSC_09064, APOSC_09066
OG0001901	HUMAN22953	APOSC_00350
OG0001901	HUMAN04090, HUMAN04089	APOSC_00351
OG0001903	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840	APOSC_14862, APOSC_01387
OG0001913	HUMAN10068, HUMAN10067	APOSC_27752, APOSC_27753, APOSC_27754
OG0001914	HUMAN25808	APOSC_20774
OG0001914	HUMAN10542	APOSC_13874
OG0001915	HUMAN30648, HUMAN29662	APOSC_20247, APOSC_07947
OG0001916	HUMAN08379, HUMAN08376, HUMAN08378	APOSC_23888
OG0001916	HUMAN15612	APOSC_24601
OG0001917	HUMAN01077, HUMAN14777, HUMAN15018	APOSC_15433
OG0001918	HUMAN18185, HUMAN18184	APOSC_27914
OG0001918	HUMAN17680	APOSC_18647
OG0001919	HUMAN03322	APOSC_05472
OG0001923	HUMAN14644, HUMAN14642, HUMAN14921	APOSC_09651
OG0001925	HUMAN17583, HUMAN26221, HUMAN06665	APOSC_14990
OG0001926	HUMAN01202	APOSC_03347
OG0001928	HUMAN25622	APOSC_05354
OG0001929	HUMAN19567	APOSC_14775
OG0001930	HUMAN10045	APOSC_03335
OG0001932	HUMAN21635, HUMAN29559	APOSC_17044, APOSC_21184
OG0001933	HUMAN11040, HUMAN11041	APOSC_06683
OG0001934	HUMAN10144, HUMAN27036	APOSC_08263
OG0001935	HUMAN02626	APOSC_26841
OG0001935	HUMAN02627	APOSC_26842
OG0001935	HUMAN03611	APOSC_11624
OG0001936	HUMAN03296	APOSC_02394
OG0001936	HUMAN27676	APOSC_17166
OG0001937	HUMAN21397	APOSC_00483
OG0001938	HUMAN04426	APOSC_25351, APOSC_25350
OG0001939	HUMAN11453	APOSC_04076, APOSC_15167
OG0001940	HUMAN07394, HUMAN07393	APOSC_14288, APOSC_14537, APOSC_10863, APOSC_14287
OG0001941	HUMAN18090, HUMAN20811	APOSC_09255
OG0001942	HUMAN08495, HUMAN02465, HUMAN02464	APOSC_19419, APOSC_19418, APOSC_19420
OG0001943	HUMAN13678, HUMAN18947	APOSC_02483
OG0001944	HUMAN18721	APOSC_27600, APOSC_27602, APOSC_27601
OG0001945	HUMAN21241, HUMAN25293	APOSC_02753
OG0001946	HUMAN24077, HUMAN03301, HUMAN22814, HUMAN22811	APOSC_00484
OG0001947	HUMAN20996, HUMAN06249, HUMAN06248	APOSC_08756, APOSC_08755
OG0001948	HUMAN15430, HUMAN15431, HUMAN08601, HUMAN02652, HUMAN04901	APOSC_15727, APOSC_25491
OG0001949	HUMAN12315, HUMAN07122, HUMAN12313, HUMAN12314	APOSC_01974, APOSC_01975
OG0001950	HUMAN14684, HUMAN14683, HUMAN28967, HUMAN01297	APOSC_01274
OG0001951	HUMAN06387, HUMAN20627, HUMAN06388	APOSC_14703
OG0001952	HUMAN25420	APOSC_22985
OG0001953	HUMAN12011, HUMAN12010, HUMAN12008, HUMAN10577, HUMAN10576, HUMAN10578, HUMAN10574	APOSC_21413
OG0001955	HUMAN09387, HUMAN09386	APOSC_27322, APOSC_04025, APOSC_01822, APOSC_26595
OG0001956	HUMAN13995	APOSC_19003
OG0001957	HUMAN04994, HUMAN12320, HUMAN12321, HUMAN07092, HUMAN07091	APOSC_20113
OG0001958	HUMAN18312, HUMAN07838	APOSC_19898
OG0001959	HUMAN23786, HUMAN17413, HUMAN30435, HUMAN22638, HUMAN22637	APOSC_08518
OG0001961	HUMAN06222, HUMAN02307	APOSC_07087, APOSC_07086
OG0001962	HUMAN30018, HUMAN07452, HUMAN00709	APOSC_22007, APOSC_22008, APOSC_22006, APOSC_22009
OG0001963	HUMAN01746, HUMAN09665, HUMAN28531	APOSC_19972
OG0001964	HUMAN17471, HUMAN17608, HUMAN17469, HUMAN17470, HUMAN17482, HUMAN17490, HUMAN17609	APOSC_19437
OG0001965	HUMAN13582	APOSC_21927
OG0001966	HUMAN14884, HUMAN01261	APOSC_00471, APOSC_23471
OG0001967	HUMAN01106	APOSC_03230
OG0001968	HUMAN03672	APOSC_15282
OG0001968	HUMAN29233	APOSC_28315
OG0001969	HUMAN23666, HUMAN23664, HUMAN23665, HUMAN14220, HUMAN14219	APOSC_03017, APOSC_04453
OG0001970	HUMAN18724, HUMAN08289, HUMAN08290	APOSC_07414
OG0001971	HUMAN14230, HUMAN14001, HUMAN09514	APOSC_11314, APOSC_11315
OG0001972	HUMAN00080, HUMAN00081	APOSC_24260, APOSC_24259, APOSC_24261, APOSC_24262
OG0001974	HUMAN13564	APOSC_06743, APOSC_06742, APOSC_06745
OG0001976	HUMAN04446, HUMAN04445, HUMAN16076, HUMAN07001	APOSC_06213, APOSC_06212
OG0001985	HUMAN07334, HUMAN26445	APOSC_05664
OG0001987	HUMAN19974, HUMAN19975, HUMAN10877, HUMAN05001	APOSC_11764
OG0001988	HUMAN28137	APOSC_25583, APOSC_25582
OG0001989	HUMAN06979, HUMAN24933	APOSC_18146, APOSC_17367
OG0001990	HUMAN18834	APOSC_12071
OG0001991	HUMAN18994	APOSC_01955
OG0001992	HUMAN25065	APOSC_16707
OG0001993	HUMAN17210, HUMAN23872, HUMAN03186	APOSC_17479
OG0001994	HUMAN07229, HUMAN12231	APOSC_27175, APOSC_00668, APOSC_00667
OG0001997	HUMAN08836, HUMAN08834, HUMAN08837, HUMAN00575	APOSC_07194, APOSC_07193
OG0001998	HUMAN28974, HUMAN10909, HUMAN10908	APOSC_15820
OG0001999	HUMAN25970	APOSC_11828
OG0001999	HUMAN04679	APOSC_24940
OG0002000	HUMAN23473	APOSC_22658
OG0002001	HUMAN06657	APOSC_06835
OG0002001	HUMAN12156	APOSC_29087
OG0002002	HUMAN18498, HUMAN18497, HUMAN05241	APOSC_04345, APOSC_07713, APOSC_03877
OG0002003	HUMAN17505, HUMAN09339, HUMAN09338	APOSC_24019
OG0002004	HUMAN01800	APOSC_17319
OG0002005	HUMAN03512, HUMAN27735, HUMAN27734	APOSC_01986
OG0002006	HUMAN12661	APOSC_27992, APOSC_20625
OG0002007	HUMAN22823, HUMAN03290	APOSC_21093
OG0002009	HUMAN24651	APOSC_22841, APOSC_18423, APOSC_02187
OG0002010	HUMAN13438, HUMAN13437	APOSC_14891
OG0002011	HUMAN19203, HUMAN08184	APOSC_29016, APOSC_14058
OG0002012	HUMAN04610, HUMAN04611, HUMAN04609, HUMAN19998	APOSC_20831, APOSC_27006, APOSC_13623
OG0002014	HUMAN01361, HUMAN26801, HUMAN26800, HUMAN26799, HUMAN01362, HUMAN21111	APOSC_11193
OG0002015	HUMAN20194	APOSC_18090, APOSC_20828
OG0002016	HUMAN22594, HUMAN22595, HUMAN24384, HUMAN03045	APOSC_06819, APOSC_06816, APOSC_06818, APOSC_06817
OG0002017	HUMAN00207, HUMAN05916, HUMAN21581	APOSC_13008, APOSC_13007
OG0002018	HUMAN22930, HUMAN07753, HUMAN24015	APOSC_08429
OG0002019	HUMAN23213, HUMAN12701, HUMAN12700	APOSC_01883, APOSC_01885, APOSC_01882, APOSC_01884
OG0002020	HUMAN24224, HUMAN24223, HUMAN03621	APOSC_19698, APOSC_19699
OG0002023	HUMAN15593, HUMAN04741, HUMAN02722	APOSC_28036
OG0002024	HUMAN02179, HUMAN02180, HUMAN29178, HUMAN29177, HUMAN29179	APOSC_11891
OG0002026	HUMAN30074, HUMAN07690	APOSC_06220, APOSC_15641
OG0002027	HUMAN07656, HUMAN07655, HUMAN21805	APOSC_06267
OG0002028	HUMAN18734	APOSC_01287
OG0002029	HUMAN19340, HUMAN19571, HUMAN19572	APOSC_06710, APOSC_06711
OG0002030	HUMAN01108, HUMAN14623, HUMAN14622, HUMAN14998, HUMAN28476	APOSC_21946
OG0002031	HUMAN12775, HUMAN26512	APOSC_24523
OG0002032	HUMAN05596, HUMAN05597	APOSC_00301
OG0002035	HUMAN14128, HUMAN01124, HUMAN23374	APOSC_26954
OG0002036	HUMAN08247, HUMAN08246, HUMAN15835	APOSC_24328
