Orthogroup	HUMAN	HELIO_ok
OG0000822	HUMAN06089, HUMAN06088	HELIO_00217
OG0000824	HUMAN12192, HUMAN12199	HELIO_00999
OG0000825	HUMAN17393, HUMAN24372	HELIO_05366
OG0000825	HUMAN06887	HELIO_00080, HELIO_08583
OG0000827	HUMAN28623	HELIO_06494
OG0000828	HUMAN09906, HUMAN09908, HUMAN09907, HUMAN23682, HUMAN23683	HELIO_02812
OG0000828	HUMAN07354	HELIO_08756
OG0000829	HUMAN03517, HUMAN27574, HUMAN17189	HELIO_06164
OG0000831	HUMAN00865, HUMAN00861	HELIO_07082
OG0000833	HUMAN14526, HUMAN14694, HUMAN28569, HUMAN00981, HUMAN14527	HELIO_03677, HELIO_04782
OG0000834	HUMAN12572	HELIO_06529
OG0000835	HUMAN04187, HUMAN19692, HUMAN19697	HELIO_04941
OG0000836	HUMAN09550	HELIO_03410
OG0000837	HUMAN25283, HUMAN19289	HELIO_06103
OG0000838	HUMAN01404, HUMAN07009	HELIO_00849
OG0000841	HUMAN11209, HUMAN11208, HUMAN28390, HUMAN28389, HUMAN25529	HELIO_01420
OG0000842	HUMAN11438, HUMAN28733, HUMAN28739, HUMAN28726, HUMAN17591, HUMAN12703, HUMAN27200	HELIO_07760
OG0000844	HUMAN00341, HUMAN00340, HUMAN00339, HUMAN21889, HUMAN21890, HUMAN27161, HUMAN27162	HELIO_12719
OG0000845	HUMAN30116	HELIO_12283
OG0000845	HUMAN05320	HELIO_12001
OG0000847	HUMAN19801, HUMAN10864	HELIO_07547
OG0000848	HUMAN07569, HUMAN22921, HUMAN23842	HELIO_03626
OG0000848	HUMAN09682, HUMAN13934	HELIO_01690
OG0000849	HUMAN01370	HELIO_02567
OG0000850	HUMAN00998	HELIO_09938
OG0000850	HUMAN03430	HELIO_06017
OG0000851	HUMAN17389, HUMAN22898	HELIO_11326
OG0000852	HUMAN01598	HELIO_03095
OG0000852	HUMAN18978, HUMAN18977, HUMAN13869	HELIO_01058
OG0000855	HUMAN12462	HELIO_00071
OG0000857	HUMAN24948, HUMAN05809, HUMAN04190	HELIO_09917
OG0000858	HUMAN27046, HUMAN27045	HELIO_11496
OG0000858	HUMAN19566, HUMAN05690	HELIO_10581
OG0000860	HUMAN14477, HUMAN29300, HUMAN01277	HELIO_06728, HELIO_10827, HELIO_04489
OG0000866	HUMAN26002	HELIO_06913
OG0000868	HUMAN29668, HUMAN08901	HELIO_01384
OG0000869	HUMAN00016	HELIO_09192
OG0000869	HUMAN23280	HELIO_12015
OG0000871	HUMAN30324	HELIO_05455, HELIO_10685, HELIO_01060
OG0000871	HUMAN03633	HELIO_09841
OG0000872	HUMAN05052, HUMAN05051	HELIO_10138
OG0000875	HUMAN28345	HELIO_11887
OG0000876	HUMAN02798	HELIO_09814
OG0000877	HUMAN20047	HELIO_03881
OG0000878	HUMAN26167	HELIO_11704
OG0000879	HUMAN06283, HUMAN21911	HELIO_12212, HELIO_12213
OG0000880	HUMAN21143, HUMAN21144, HUMAN25036, HUMAN26847	HELIO_01486
OG0000881	HUMAN24746	HELIO_08698
OG0000881	HUMAN12291	HELIO_01944
OG0000882	HUMAN24494, HUMAN24493, HUMAN19192, HUMAN25186, HUMAN00713	HELIO_12401
OG0000887	HUMAN02796	HELIO_02768
OG0000888	HUMAN01523, HUMAN14144	HELIO_05889
OG0000888	HUMAN17235	HELIO_01489
OG0000889	HUMAN16803	HELIO_04264, HELIO_00210
OG0000893	HUMAN20939, HUMAN20942, HUMAN26905, HUMAN26904, HUMAN20941	HELIO_04931, HELIO_07627
OG0000894	HUMAN22934	HELIO_06317
OG0000894	HUMAN20156, HUMAN25909	HELIO_06932
OG0000896	HUMAN05088, HUMAN05089	HELIO_12759
OG0000896	HUMAN02560, HUMAN04868	HELIO_06843
OG0000897	HUMAN20369	HELIO_09055
OG0000897	HUMAN01428	HELIO_12050
OG0000898	HUMAN01291, HUMAN01290, HUMAN01289	HELIO_04279
OG0000899	HUMAN05148, HUMAN05147, HUMAN22308, HUMAN23989	HELIO_09464
OG0000904	HUMAN03047, HUMAN24362, HUMAN30132, HUMAN03200	HELIO_11725, HELIO_04556
OG0000905	HUMAN04252, HUMAN04253	HELIO_07570
OG0000906	HUMAN24852, HUMAN29427	HELIO_00505
OG0000907	HUMAN01311	HELIO_12545
OG0000908	HUMAN03690, HUMAN27510	HELIO_00145
OG0000908	HUMAN03117	HELIO_11059
OG0000909	HUMAN25146, HUMAN25145, HUMAN19496, HUMAN00496	HELIO_00246
OG0000911	HUMAN12682, HUMAN12683	HELIO_10858
OG0000912	HUMAN17095, HUMAN17096, HUMAN03635, HUMAN03636, HUMAN24298, HUMAN22119	HELIO_10841
OG0000912	HUMAN11740	HELIO_12695, HELIO_12697
OG0000913	HUMAN24104, HUMAN24103, HUMAN24106, HUMAN05337	HELIO_06048
OG0000914	HUMAN30514, HUMAN26792, HUMAN26791	HELIO_08250
OG0000915	HUMAN30522, HUMAN20445, HUMAN01514, HUMAN01508, HUMAN02420, HUMAN06732	HELIO_03730
OG0000921	HUMAN02198	HELIO_03668
OG0000925	HUMAN23362, HUMAN23363, HUMAN23364	HELIO_09608
OG0000925	HUMAN30631, HUMAN29752	HELIO_02417
OG0000926	HUMAN25003	HELIO_12722
OG0000928	HUMAN14950, HUMAN14947, HUMAN14948, HUMAN09734	HELIO_10500, HELIO_10501, HELIO_01658
OG0000929	HUMAN07498, HUMAN07497, HUMAN25465, HUMAN00572	HELIO_11603, HELIO_11221
OG0000931	HUMAN18621	HELIO_09729
OG0000932	HUMAN07155, HUMAN26747	HELIO_12492
OG0000932	HUMAN26746	HELIO_07928
OG0000934	HUMAN07465, HUMAN25721, HUMAN25723	HELIO_01254
OG0000934	HUMAN24974, HUMAN06158	HELIO_02606
OG0000935	HUMAN14530, HUMAN10106, HUMAN01617, HUMAN01618, HUMAN06391, HUMAN06392, HUMAN06390, HUMAN17822	HELIO_05900
OG0000936	HUMAN20877, HUMAN20876	HELIO_12637
OG0000943	HUMAN04649, HUMAN07383	HELIO_02892
OG0000944	HUMAN07470, HUMAN27468, HUMAN30061	HELIO_00838, HELIO_00839
OG0000945	HUMAN07967, HUMAN07969, HUMAN07968, HUMAN07970, HUMAN11233, HUMAN23148	HELIO_12211, HELIO_09173
OG0000946	HUMAN03947, HUMAN07023	HELIO_00131
OG0000947	HUMAN17713, HUMAN20687	HELIO_05356
OG0000947	HUMAN20621	HELIO_05079
OG0000949	HUMAN29456, HUMAN24815, HUMAN30599, HUMAN19495, HUMAN00495, HUMAN25148, HUMAN25147	HELIO_03725
OG0000951	HUMAN01583, HUMAN09204	HELIO_12483
OG0000952	HUMAN23779, HUMAN22570	HELIO_10871
OG0000952	HUMAN24186, HUMAN22573, HUMAN22572	HELIO_06071
OG0000953	HUMAN23240, HUMAN28290, HUMAN28289, HUMAN00190	HELIO_10829, HELIO_11999, HELIO_00087
OG0000954	HUMAN18210, HUMAN18209	HELIO_08553
OG0000954	HUMAN10206, HUMAN10205, HUMAN10272	HELIO_10186
OG0000955	HUMAN28653	HELIO_03286
OG0000955	HUMAN22849	HELIO_07820
OG0000957	HUMAN14343, HUMAN23229	HELIO_09500
OG0000960	HUMAN11354, HUMAN28219, HUMAN28220	HELIO_04120
OG0000963	HUMAN14179, HUMAN14180, HUMAN14181, HUMAN14182	HELIO_01247
OG0000963	HUMAN23351, HUMAN01011	HELIO_02112
OG0000965	HUMAN22507	HELIO_02433, HELIO_01613
OG0000965	HUMAN08123	HELIO_02543
OG0000966	HUMAN12399, HUMAN12400, HUMAN07294, HUMAN07293	HELIO_12553
OG0000967	HUMAN07448, HUMAN07447, HUMAN19350	HELIO_05380
OG0000967	HUMAN03396, HUMAN03397	HELIO_03536, HELIO_01717
OG0000968	HUMAN06994, HUMAN04278	HELIO_03389
OG0000969	HUMAN26507	HELIO_04198, HELIO_02734
OG0000970	HUMAN19711, HUMAN30698	HELIO_01898
OG0000971	HUMAN17931	HELIO_04852
OG0000971	HUMAN18274	HELIO_05470, HELIO_04766
OG0000972	HUMAN19914, HUMAN05358, HUMAN07389	HELIO_03437
OG0000972	HUMAN27539	HELIO_10088, HELIO_10089
OG0000973	HUMAN24825	HELIO_11192
OG0000974	HUMAN24126	HELIO_11927, HELIO_03653, HELIO_04736
OG0000978	HUMAN23161, HUMAN19104, HUMAN11274, HUMAN09230	HELIO_07153
OG0000979	HUMAN03626, HUMAN03625	HELIO_10893, HELIO_10640, HELIO_04188
OG0000981	HUMAN23534, HUMAN23535	HELIO_10861
OG0000982	HUMAN14333, HUMAN01637, HUMAN28757	HELIO_07584
OG0000985	HUMAN17532, HUMAN03584, HUMAN03585, HUMAN27498, HUMAN27502, HUMAN23895	HELIO_01102
OG0000987	HUMAN02812, HUMAN02813, HUMAN06286, HUMAN19599	HELIO_01520
OG0000988	HUMAN29197, HUMAN29196, HUMAN29296, HUMAN29297, HUMAN02183	HELIO_06322
OG0000992	HUMAN13425, HUMAN05365	HELIO_10125
OG0000992	HUMAN00480, HUMAN25362, HUMAN00479, HUMAN00478	HELIO_02780
OG0000994	HUMAN25360	HELIO_02373
OG0000994	HUMAN17151, HUMAN17152	HELIO_07661
OG0000995	HUMAN20125, HUMAN12107, HUMAN12112, HUMAN20124, HUMAN20123, HUMAN12108, HUMAN12110, HUMAN12111, HUMAN12109	HELIO_03487, HELIO_06963
OG0000996	HUMAN29968, HUMAN29969, HUMAN07481, HUMAN07480, HUMAN17651, HUMAN17650, HUMAN17652	HELIO_08470
OG0000999	HUMAN16037, HUMAN05058, HUMAN20396	HELIO_05906
OG0001000	HUMAN29732, HUMAN30113, HUMAN25791	HELIO_11748
OG0001001	HUMAN11958	HELIO_03180, HELIO_03179
OG0001001	HUMAN29766, HUMAN30632, HUMAN29767	HELIO_08058
OG0001002	HUMAN21505, HUMAN16097, HUMAN04437	HELIO_11589
OG0001002	HUMAN21506	HELIO_11592
OG0001003	HUMAN07373, HUMAN07372, HUMAN12090	HELIO_03157, HELIO_03158
OG0001005	HUMAN21015	HELIO_11378
OG0001006	HUMAN10719	HELIO_12602
OG0001006	HUMAN23379, HUMAN14223, HUMAN00900	HELIO_03139
OG0001009	HUMAN25680, HUMAN00474	HELIO_05966
OG0001015	HUMAN20175	HELIO_11230
OG0001016	HUMAN03017	HELIO_06921
OG0001016	HUMAN27202	HELIO_03156
OG0001017	HUMAN06335	HELIO_05638
OG0001017	HUMAN27297	HELIO_05629
OG0001018	HUMAN19498	HELIO_02325
OG0001018	HUMAN08887	HELIO_10601
OG0001021	HUMAN08794, HUMAN08793, HUMAN08791	HELIO_12585
OG0001022	HUMAN30208, HUMAN26689, HUMAN07618, HUMAN30205, HUMAN30207, HUMAN30206	HELIO_07003
OG0001023	HUMAN05807, HUMAN04131, HUMAN24949, HUMAN15956, HUMAN05808	HELIO_03660
OG0001026	HUMAN10167, HUMAN10166, HUMAN12354	HELIO_01202
OG0001027	HUMAN06083	HELIO_03833, HELIO_00869
OG0001028	HUMAN14304, HUMAN09715, HUMAN09716, HUMAN28814, HUMAN28812	HELIO_12036
OG0001029	HUMAN11011, HUMAN08233	HELIO_12058
OG0001029	HUMAN29975, HUMAN05450, HUMAN25715, HUMAN25716, HUMAN00741	HELIO_00445
OG0001030	HUMAN14248, HUMAN14247, HUMAN09965	HELIO_02439
OG0001030	HUMAN09016, HUMAN18699	HELIO_10962
OG0001031	HUMAN03538	HELIO_05592
OG0001032	HUMAN01331, HUMAN14460, HUMAN14458, HUMAN14461, HUMAN14454, HUMAN29217, HUMAN14453, HUMAN29218, HUMAN29214, HUMAN29215, HUMAN29216	HELIO_01696
OG0001033	HUMAN22499, HUMAN17164	HELIO_09215
OG0001033	HUMAN00952, HUMAN28581, HUMAN14253	HELIO_06818
OG0001034	HUMAN12490, HUMAN02962	HELIO_08529, HELIO_10699
OG0001036	HUMAN19198, HUMAN24555, HUMAN24554	HELIO_01681
OG0001037	HUMAN29275, HUMAN29274, HUMAN01227	HELIO_10784
OG0001039	HUMAN19739, HUMAN19738, HUMAN19737	HELIO_06687
OG0001039	HUMAN07040, HUMAN07042, HUMAN21441	HELIO_03051
OG0001042	HUMAN29925, HUMAN20525, HUMAN05764	HELIO_08977
OG0001044	HUMAN09934	HELIO_11285
OG0001046	HUMAN10290, HUMAN10289, HUMAN10288, HUMAN20197, HUMAN20196, HUMAN20198, HUMAN20195, HUMAN15923, HUMAN15922, HUMAN13448	HELIO_07188
OG0001047	HUMAN05210, HUMAN05236, HUMAN30004	HELIO_10070, HELIO_09414
OG0001048	HUMAN17075, HUMAN17078, HUMAN17076, HUMAN03099, HUMAN03100, HUMAN22630	HELIO_00893, HELIO_12024
OG0001049	HUMAN21821	HELIO_09140
OG0001049	HUMAN21566, HUMAN00206	HELIO_12069
OG0001050	HUMAN25173, HUMAN10022, HUMAN01869	HELIO_07822
OG0001052	HUMAN03137, HUMAN03136	HELIO_07737
OG0001053	HUMAN12525, HUMAN26150, HUMAN06551, HUMAN17942	HELIO_00232
OG0001053	HUMAN23827, HUMAN22798, HUMAN03229	HELIO_06885
OG0001058	HUMAN01956, HUMAN05750	HELIO_10312
OG0001059	HUMAN13851, HUMAN13852, HUMAN16703	HELIO_11528
OG0001060	HUMAN20265	HELIO_04663
OG0001062	HUMAN14494, HUMAN01209, HUMAN01211	HELIO_10831
OG0001063	HUMAN16934, HUMAN16936, HUMAN16935	HELIO_12546
OG0001065	HUMAN09272, HUMAN02537	HELIO_04289
OG0001066	HUMAN16658	HELIO_06550
OG0001067	HUMAN29563, HUMAN29562, HUMAN29564, HUMAN29560, HUMAN29561, HUMAN29571	HELIO_08543
OG0001068	HUMAN05952	HELIO_11318
OG0001072	HUMAN07095	HELIO_02051
OG0001072	HUMAN27023, HUMAN27024	HELIO_11812
OG0001073	HUMAN23983, HUMAN30107, HUMAN07711	HELIO_10163
OG0001075	HUMAN24569, HUMAN16597, HUMAN16596	HELIO_03042
OG0001076	HUMAN07536, HUMAN22387	HELIO_10241
OG0001077	HUMAN02958	HELIO_00459
OG0001078	HUMAN20283, HUMAN24929, HUMAN04434	HELIO_05283
OG0001079	HUMAN01422, HUMAN26876, HUMAN29846, HUMAN29847	HELIO_01927
OG0001080	HUMAN26171, HUMAN06728, HUMAN06729, HUMAN06727	HELIO_05367
OG0001080	HUMAN28042, HUMAN28041, HUMAN15214	HELIO_07062
OG0001081	HUMAN15960	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737
OG0001082	HUMAN18213, HUMAN06409, HUMAN06410	HELIO_11176
OG0001084	HUMAN26028	HELIO_02656
OG0001085	HUMAN21139, HUMAN29849, HUMAN26851, HUMAN26850, HUMAN25039	HELIO_07664
OG0001086	HUMAN15433, HUMAN08606, HUMAN08605, HUMAN04881	HELIO_00354
OG0001089	HUMAN15690	HELIO_12254
OG0001090	HUMAN06347	HELIO_04216
OG0001091	HUMAN12947, HUMAN12946, HUMAN12945	HELIO_12660, HELIO_12659
OG0001095	HUMAN06662, HUMAN17682, HUMAN20656, HUMAN20657	HELIO_00438
OG0001101	HUMAN05769	HELIO_11659
OG0001102	HUMAN18703	HELIO_10839
OG0001103	HUMAN25684, HUMAN27937, HUMAN27936	HELIO_03297
OG0001104	HUMAN09442	HELIO_02923
OG0001105	HUMAN21767, HUMAN21766, HUMAN21768	HELIO_08271
OG0001105	HUMAN18846	HELIO_10656
OG0001106	HUMAN10112	HELIO_08971
OG0001107	HUMAN21851, HUMAN30406, HUMAN07877, HUMAN07869	HELIO_04866
OG0001108	HUMAN06470	HELIO_00460
OG0001108	HUMAN26420	HELIO_08728
OG0001109	HUMAN13297, HUMAN13295, HUMAN13298, HUMAN22148	HELIO_04286
OG0001110	HUMAN01328, HUMAN29331, HUMAN29332	HELIO_10394
OG0001112	HUMAN18525, HUMAN18524, HUMAN07786, HUMAN07782	HELIO_11241
OG0001113	HUMAN20232	HELIO_11363
OG0001114	HUMAN09738, HUMAN09739, HUMAN01816	HELIO_01619
OG0001115	HUMAN24945, HUMAN20513, HUMAN20338	HELIO_08018, HELIO_01170
OG0001116	HUMAN12509	HELIO_11648
OG0001119	HUMAN28360	HELIO_04951
OG0001120	HUMAN30700	HELIO_07190, HELIO_11052
OG0001121	HUMAN25819, HUMAN25818, HUMAN25820, HUMAN25821, HUMAN19588	HELIO_02833, HELIO_04338
OG0001123	HUMAN21519	HELIO_05833
OG0001123	HUMAN23592	HELIO_11888
OG0001124	HUMAN13636	HELIO_05892
OG0001124	HUMAN29856, HUMAN29855, HUMAN29854, HUMAN29853	HELIO_11497
OG0001126	HUMAN11886	HELIO_07432
OG0001126	HUMAN21463, HUMAN11885	HELIO_08150
OG0001126	HUMAN21462	HELIO_09972
OG0001127	HUMAN18103, HUMAN03016	HELIO_07919
OG0001128	HUMAN08898, HUMAN08899, HUMAN15801, HUMAN15800, HUMAN02562, HUMAN02561	HELIO_07418
OG0001129	HUMAN11361, HUMAN28007	HELIO_05218
OG0001129	HUMAN24592	HELIO_02379
OG0001130	HUMAN23634	HELIO_08960, HELIO_05662
OG0001131	HUMAN17000, HUMAN08891, HUMAN08890, HUMAN08889	HELIO_11533
OG0001132	HUMAN28769	HELIO_09410
OG0001133	HUMAN23355	HELIO_10368
OG0001134	HUMAN22209, HUMAN22213, HUMAN22214, HUMAN22217, HUMAN27443, HUMAN27400, HUMAN27370, HUMAN27444, HUMAN27369, HUMAN27401, HUMAN22215, HUMAN22216, HUMAN22200, HUMAN22207, HUMAN22208, HUMAN22205, HUMAN22199, HUMAN22204, HUMAN22202, HUMAN22198, HUMAN22201, HUMAN22203, HUMAN22206, HUMAN22212, HUMAN22210, HUMAN22211, HUMAN13466, HUMAN13465, HUMAN25963	HELIO_12460
OG0001135	HUMAN12999, HUMAN12998, HUMAN10157, HUMAN10262, HUMAN10159, HUMAN10160, HUMAN10158, HUMAN10261	HELIO_07754
OG0001137	HUMAN15475, HUMAN15476, HUMAN16861, HUMAN15474	HELIO_03163
OG0001138	HUMAN06608, HUMAN27335, HUMAN21562	HELIO_09443
OG0001139	HUMAN20297, HUMAN20298, HUMAN03896	HELIO_04488
OG0001140	HUMAN28111, HUMAN00689, HUMAN16613	HELIO_00781
OG0001141	HUMAN28829	HELIO_08701, HELIO_05429, HELIO_04831
OG0001142	HUMAN04836, HUMAN04835	HELIO_05081
OG0001143	HUMAN26902, HUMAN09500, HUMAN09501, HUMAN28929, HUMAN01633	HELIO_02868
OG0001144	HUMAN06501, HUMAN06503, HUMAN17895, HUMAN06504, HUMAN26116	HELIO_08158
OG0001146	HUMAN21944, HUMAN21943, HUMAN21945, HUMAN00122, HUMAN11953, HUMAN11952	HELIO_04581
OG0001148	HUMAN20750	HELIO_12317
OG0001149	HUMAN24814, HUMAN01215	HELIO_07596
OG0001155	HUMAN11693	HELIO_01105
OG0001156	HUMAN06276, HUMAN06274, HUMAN12764, HUMAN26033, HUMAN18478, HUMAN18476	HELIO_05032
OG0001157	HUMAN16825	HELIO_11854, HELIO_11231
OG0001158	HUMAN19221, HUMAN13723, HUMAN13724	HELIO_03567, HELIO_07771
OG0001159	HUMAN16647, HUMAN28079, HUMAN28078	HELIO_09181
OG0001160	HUMAN07003, HUMAN07004, HUMAN01405	HELIO_10702
OG0001161	HUMAN09583, HUMAN28673	HELIO_01628
OG0001162	HUMAN05494, HUMAN05495, HUMAN05496, HUMAN05497, HUMAN19367	HELIO_09342, HELIO_11797
OG0001163	HUMAN03540, HUMAN22604, HUMAN22605	HELIO_12002
OG0001165	HUMAN25194	HELIO_08812
OG0001165	HUMAN29763	HELIO_00728
OG0001166	HUMAN25123, HUMAN08665, HUMAN08664, HUMAN04806	HELIO_00329
OG0001167	HUMAN08882, HUMAN08883, HUMAN17001	HELIO_08270
OG0001168	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218	HELIO_00913
OG0001169	HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351	HELIO_01933
OG0001171	HUMAN27880	HELIO_07445
OG0001172	HUMAN03030, HUMAN18130	HELIO_12376
OG0001172	HUMAN18077, HUMAN26531, HUMAN12782	HELIO_03682
OG0001173	HUMAN01793	HELIO_09432, HELIO_09438
OG0001174	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465	HELIO_03977
OG0001175	HUMAN27761, HUMAN17515	HELIO_11278
OG0001176	HUMAN27503, HUMAN03360	HELIO_06263
OG0001177	HUMAN13794	HELIO_06526
OG0001177	HUMAN26270	HELIO_10848
OG0001178	HUMAN01065	HELIO_07560, HELIO_03485
OG0001179	HUMAN19099	HELIO_06718
OG0001181	HUMAN02963, HUMAN12488	HELIO_05206
OG0001182	HUMAN16857, HUMAN09797, HUMAN09796	HELIO_05272, HELIO_04697
OG0001183	HUMAN12777	HELIO_08525, HELIO_08524
OG0001184	HUMAN24892, HUMAN24891	HELIO_12185
OG0001184	HUMAN04448, HUMAN04447	HELIO_02728
OG0001185	HUMAN24530, HUMAN24531, HUMAN00600, HUMAN25682, HUMAN25681	HELIO_12657
OG0001186	HUMAN13742	HELIO_09188
OG0001186	HUMAN11615	HELIO_01928
OG0001187	HUMAN21121	HELIO_05364
OG0001188	HUMAN04837, HUMAN15459, HUMAN08381, HUMAN16878	HELIO_03558
OG0001190	HUMAN27353, HUMAN00374	HELIO_03395
OG0001191	HUMAN27560, HUMAN03181, HUMAN23867	HELIO_06301
OG0001196	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997	HELIO_04183
OG0001197	HUMAN04807	HELIO_04520
OG0001198	HUMAN14133, HUMAN09842	HELIO_03508
OG0001198	HUMAN03836	HELIO_05572
OG0001199	HUMAN25663	HELIO_10405
OG0001199	HUMAN27627, HUMAN27626	HELIO_01130
OG0001202	HUMAN22243, HUMAN22242, HUMAN22244	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869
OG0001204	HUMAN13045	HELIO_07269
OG0001205	HUMAN08993	HELIO_04532, HELIO_09648
OG0001207	HUMAN13150, HUMAN17601	HELIO_09377
OG0001208	HUMAN17864, HUMAN26576	HELIO_05489
OG0001209	HUMAN27648	HELIO_05535
OG0001210	HUMAN18754	HELIO_01552
OG0001210	HUMAN21606	HELIO_03776
OG0001211	HUMAN17695, HUMAN12935	HELIO_12099
OG0001213	HUMAN03742	HELIO_11611
OG0001213	HUMAN07278, HUMAN07279	HELIO_01934
OG0001214	HUMAN06746, HUMAN06745, HUMAN06748, HUMAN06749	HELIO_04580
OG0001215	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423	HELIO_00251
OG0001216	HUMAN05988, HUMAN05987	HELIO_01588
OG0001216	HUMAN11427	HELIO_04477
OG0001217	HUMAN29664, HUMAN25763	HELIO_09665
OG0001218	HUMAN05862, HUMAN00140, HUMAN11965	HELIO_10349
OG0001219	HUMAN18053, HUMAN24346, HUMAN01814, HUMAN09792, HUMAN09790	HELIO_07847
OG0001220	HUMAN07348	HELIO_12730
OG0001221	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180	HELIO_07645
OG0001223	HUMAN27843, HUMAN11032, HUMAN07991, HUMAN19019, HUMAN11033	HELIO_08053
OG0001224	HUMAN15488, HUMAN15490	HELIO_01823
OG0001225	HUMAN09188, HUMAN28761, HUMAN14334	HELIO_09303
OG0001227	HUMAN30017	HELIO_03789
OG0001231	HUMAN08474, HUMAN08473, HUMAN16911	HELIO_02150
OG0001232	HUMAN10318	HELIO_07324
OG0001233	HUMAN07688	HELIO_05738
OG0001236	HUMAN15304	HELIO_09754
OG0001238	HUMAN09752, HUMAN24272	HELIO_06977
OG0001239	HUMAN21103, HUMAN26890, HUMAN21102	HELIO_10768
OG0001240	HUMAN09998, HUMAN10000, HUMAN09999, HUMAN09997, HUMAN01896, HUMAN01897, HUMAN28832	HELIO_05508
OG0001241	HUMAN18832, HUMAN18831	HELIO_03226
OG0001241	HUMAN07799	HELIO_12192
OG0001243	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639	HELIO_09478
OG0001247	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060	HELIO_00879
OG0001248	HUMAN18429, HUMAN18430, HUMAN03092, HUMAN03076, HUMAN03293, HUMAN03125, HUMAN03071, HUMAN27267, HUMAN06688, HUMAN18428, HUMAN27270, HUMAN27268	HELIO_05974
OG0001250	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131	HELIO_01985
OG0001251	HUMAN08159, HUMAN08158	HELIO_03697
OG0001252	HUMAN15100, HUMAN01282, HUMAN14175, HUMAN14174	HELIO_06077
OG0001253	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965	HELIO_12144
OG0001254	HUMAN23637, HUMAN09380	HELIO_05460
OG0001256	HUMAN25828	HELIO_03181
OG0001261	HUMAN22947, HUMAN04078, HUMAN04079	HELIO_03943
OG0001262	HUMAN29428, HUMAN24853	HELIO_07069, HELIO_09573, HELIO_00924
OG0001263	HUMAN27745, HUMAN27744, HUMAN03309	HELIO_01885
OG0001263	HUMAN12942	HELIO_04331
OG0001264	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023	HELIO_12570
OG0001266	HUMAN13676, HUMAN13675, HUMAN18946	HELIO_12361
OG0001267	HUMAN27473, HUMAN27475, HUMAN27477, HUMAN27476	HELIO_05562
OG0001267	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478	HELIO_09471
OG0001268	HUMAN22451	HELIO_07801
OG0001268	HUMAN29785, HUMAN29783	HELIO_12028
OG0001270	HUMAN10267, HUMAN10268, HUMAN10266	HELIO_02110
OG0001270	HUMAN10495	HELIO_02804
OG0001271	HUMAN27281, HUMAN13161, HUMAN06386	HELIO_11242
OG0001272	HUMAN10856, HUMAN12263, HUMAN28972	HELIO_01808
OG0001273	HUMAN09957, HUMAN15061, HUMAN23537	HELIO_12680
OG0001274	HUMAN01186, HUMAN14450, HUMAN29306	HELIO_06326
OG0001275	HUMAN25458	HELIO_03038
OG0001276	HUMAN05158, HUMAN23988, HUMAN23987	HELIO_11104
OG0001278	HUMAN13574, HUMAN02569, HUMAN02570	HELIO_10541, HELIO_03037
OG0001278	HUMAN28348	HELIO_09526
OG0001279	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712	HELIO_12791
OG0001282	HUMAN11803, HUMAN21801	HELIO_03746
OG0001284	HUMAN27205	HELIO_06649
OG0001284	HUMAN09392	HELIO_03045
OG0001288	HUMAN09745, HUMAN23493	HELIO_10795
OG0001290	HUMAN23738, HUMAN09455, HUMAN11087	HELIO_11508
OG0001291	HUMAN27542, HUMAN22728, HUMAN03289	HELIO_10055
OG0001292	HUMAN20666, HUMAN18444, HUMAN18446	HELIO_11499
OG0001293	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393	HELIO_07956
OG0001294	HUMAN08609	HELIO_08951
OG0001295	HUMAN17913, HUMAN17912, HUMAN06527	HELIO_12648
OG0001296	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471	HELIO_12075
OG0001297	HUMAN06849, HUMAN06850, HUMAN02321, HUMAN02322, HUMAN04265	HELIO_05910
OG0001300	HUMAN21610, HUMAN07635, HUMAN30249	HELIO_09555
OG0001302	HUMAN28036	HELIO_08651
OG0001304	HUMAN07987, HUMAN11035, HUMAN27849, HUMAN19007	HELIO_08290
OG0001305	HUMAN14853, HUMAN29257, HUMAN01234	HELIO_07982
OG0001306	HUMAN01015, HUMAN01014	HELIO_11276
OG0001306	HUMAN29260	HELIO_04068, HELIO_02369
