Orthogroup	HUMAN	ORYLA
OG0001310	HUMAN17449	ORYLA12263
OG0001311	HUMAN02788	ORYLA02079, ORYLA06081
OG0001311	HUMAN20553	ORYLA06033
OG0001312	HUMAN19586, HUMAN21384, HUMAN21385	ORYLA09136, ORYLA09135, ORYLA09133, ORYLA09134
OG0001313	HUMAN05732	ORYLA04150
OG0001313	HUMAN21234	ORYLA13534
OG0001315	HUMAN13234	ORYLA16949
OG0001315	HUMAN13233	ORYLA07817
OG0001315	HUMAN25875	ORYLA07784, ORYLA16771
OG0001316	HUMAN22411	ORYLA12796
OG0001316	HUMAN07507	ORYLA09110
OG0001317	HUMAN26503, HUMAN26504	ORYLA11270
OG0001317	HUMAN29334	ORYLA18001
OG0001318	HUMAN16547, HUMAN16548	ORYLA08255
OG0001318	HUMAN21172	ORYLA09731
OG0001319	HUMAN30310	ORYLA04255, ORYLA01358
OG0001319	HUMAN21541	ORYLA10213
OG0001320	HUMAN09292	ORYLA11905
OG0001321	HUMAN01841	ORYLA06094, ORYLA02144
OG0001321	HUMAN09666	ORYLA19802
OG0001321	HUMAN14539	ORYLA06811, ORYLA13481, ORYLA13483
OG0001322	HUMAN03840	ORYLA12031
OG0001322	HUMAN15479, HUMAN15481	ORYLA03496
OG0001323	HUMAN04964	ORYLA07539
OG0001323	HUMAN15463	ORYLA04897
OG0001323	HUMAN08571	ORYLA10096
OG0001323	HUMAN15461	ORYLA03039
OG0001324	HUMAN21897	ORYLA08370
OG0001325	HUMAN22707, HUMAN22706, HUMAN22705, HUMAN22708, HUMAN22704, HUMAN22702	ORYLA18675, ORYLA10649
OG0001325	HUMAN22701	ORYLA08927
OG0001326	HUMAN03521	ORYLA00013, ORYLA05047
OG0001326	HUMAN17368	ORYLA02306
OG0001326	HUMAN17367	ORYLA02304
OG0001326	HUMAN03603	ORYLA00758
OG0001327	HUMAN05826, HUMAN05829	ORYLA15316
OG0001327	HUMAN06766, HUMAN06765	ORYLA11280
OG0001327	HUMAN02428	ORYLA14397
OG0001329	HUMAN02833	ORYLA10954, ORYLA14747
OG0001329	HUMAN23067	ORYLA20436
OG0001329	HUMAN29616, HUMAN29615	ORYLA09944
OG0001330	HUMAN10847	ORYLA07932, ORYLA16248
OG0001330	HUMAN12308	ORYLA04009, ORYLA03267
OG0001330	HUMAN07235	ORYLA17273
OG0001331	HUMAN22231	ORYLA00931
OG0001331	HUMAN24247, HUMAN13998	ORYLA03956
OG0001332	HUMAN29020	ORYLA07497
OG0001333	HUMAN20118	ORYLA17399
OG0001333	HUMAN10313	ORYLA07772
OG0001335	HUMAN14163, HUMAN14162	ORYLA18097, ORYLA13160
OG0001337	HUMAN23397	ORYLA02348, ORYLA17664
OG0001337	HUMAN00896	ORYLA06931
OG0001338	HUMAN01317	ORYLA13422
OG0001338	HUMAN14610	ORYLA16567
OG0001338	HUMAN28851	ORYLA13604, ORYLA02518
OG0001338	HUMAN14311	ORYLA13665
OG0001338	HUMAN01208	ORYLA13063
OG0001338	HUMAN29026	ORYLA02837
OG0001339	HUMAN25156	ORYLA11675
OG0001339	HUMAN03666	ORYLA07865
OG0001341	HUMAN13955	ORYLA14314
OG0001344	HUMAN17092	ORYLA02700
OG0001345	HUMAN21450, HUMAN21451, HUMAN21449	ORYLA15535
OG0001348	HUMAN07855, HUMAN07854, HUMAN07853	ORYLA09547, ORYLA09548, ORYLA08775
OG0001348	HUMAN30397	ORYLA01011, ORYLA01010
OG0001350	HUMAN01020, HUMAN18742	ORYLA06653
OG0001351	HUMAN30584	ORYLA04330
OG0001351	HUMAN29755	ORYLA09616, ORYLA08732
OG0001352	HUMAN27857	ORYLA09343, ORYLA14143
OG0001353	HUMAN18781	ORYLA11826
OG0001353	HUMAN18886	ORYLA20269
OG0001354	HUMAN14805	ORYLA00266
OG0001354	HUMAN00966	ORYLA06924
OG0001354	HUMAN28999	ORYLA17236
OG0001355	HUMAN21593	ORYLA06341, ORYLA03610
OG0001355	HUMAN07898	ORYLA09570, ORYLA12270
OG0001355	HUMAN24307	ORYLA19438
OG0001355	HUMAN22136	ORYLA00855
OG0001355	HUMAN03703	ORYLA17810, ORYLA02331
OG0001356	HUMAN21113	ORYLA14068, ORYLA15897
OG0001356	HUMAN06242	ORYLA14716
OG0001356	HUMAN29863	ORYLA16052
OG0001357	HUMAN04831	ORYLA07719
OG0001357	HUMAN09251	ORYLA10513
OG0001357	HUMAN15455	ORYLA03046
OG0001358	HUMAN25707	ORYLA11553
OG0001358	HUMAN19357	ORYLA03714
OG0001358	HUMAN30325	ORYLA00979
OG0001358	HUMAN25709	ORYLA11552
OG0001359	HUMAN14362	ORYLA13603, ORYLA10324
OG0001359	HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432	ORYLA12621
OG0001359	HUMAN01773	ORYLA05730
OG0001360	HUMAN22743, HUMAN22745, HUMAN22744	ORYLA19445, ORYLA19446, ORYLA00396
OG0001361	HUMAN04301	ORYLA12083
OG0001361	HUMAN04302, HUMAN20294	ORYLA10943
OG0001362	HUMAN12045	ORYLA18007
OG0001362	HUMAN26044	ORYLA05597
OG0001364	HUMAN26706	ORYLA07287
OG0001364	HUMAN18389	ORYLA06962
OG0001365	HUMAN29603	ORYLA09935
OG0001365	HUMAN22759	ORYLA07169, ORYLA00431
OG0001366	HUMAN26227	ORYLA08891
OG0001366	HUMAN18013	ORYLA09706
OG0001367	HUMAN13672	ORYLA07111, ORYLA09231
OG0001367	HUMAN16628, HUMAN16627	ORYLA11747, ORYLA12559
OG0001368	HUMAN18786, HUMAN18785	ORYLA04793
OG0001368	HUMAN08633	ORYLA11335, ORYLA10470
OG0001369	HUMAN20946, HUMAN20945	ORYLA13851, ORYLA13852, ORYLA13773
OG0001369	HUMAN02425, HUMAN02423, HUMAN02424	ORYLA14398
OG0001370	HUMAN10042	ORYLA12598, ORYLA14966
OG0001370	HUMAN18140	ORYLA18543
OG0001371	HUMAN13498, HUMAN13497	ORYLA00720
OG0001372	HUMAN01152	ORYLA13141
OG0001373	HUMAN10734	ORYLA16751
OG0001373	HUMAN12051	ORYLA16639
OG0001374	HUMAN01648, HUMAN19827, HUMAN19826	ORYLA12418
OG0001375	HUMAN25598	ORYLA11959
OG0001375	HUMAN00578, HUMAN00579	ORYLA01972, ORYLA01971
OG0001376	HUMAN05737	ORYLA03122
OG0001376	HUMAN15337	ORYLA05570
OG0001376	HUMAN19374	ORYLA09409, ORYLA08741
OG0001377	HUMAN18646	ORYLA07389
OG0001377	HUMAN03684, HUMAN03683	ORYLA04674
OG0001378	HUMAN27599	ORYLA17783, ORYLA02855
OG0001378	HUMAN24020	ORYLA04943
OG0001378	HUMAN22165	ORYLA00326, ORYLA01139
OG0001379	HUMAN21524	ORYLA12825
OG0001379	HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658	ORYLA04265
OG0001380	HUMAN23909, HUMAN23910	ORYLA04452
OG0001380	HUMAN04086	ORYLA03211
OG0001380	HUMAN22347	ORYLA01164, ORYLA00371
OG0001381	HUMAN14335	ORYLA13157
OG0001381	HUMAN09185	ORYLA12338
OG0001381	HUMAN28764	ORYLA02912, ORYLA18091
OG0001382	HUMAN16044	ORYLA16357
OG0001383	HUMAN29249	ORYLA02878
OG0001384	HUMAN07653	ORYLA08770
OG0001384	HUMAN07663	ORYLA09543
OG0001386	HUMAN12570	ORYLA07835
OG0001386	HUMAN20602	ORYLA01995
OG0001388	HUMAN29687, HUMAN30613	ORYLA04165
OG0001388	HUMAN30096	ORYLA01262
OG0001389	HUMAN26892, HUMAN26891	ORYLA12186
OG0001389	HUMAN22895	ORYLA07219
OG0001389	HUMAN24383	ORYLA20465
OG0001390	HUMAN23162	ORYLA02234, ORYLA02235
OG0001390	HUMAN23163	ORYLA02236
OG0001390	HUMAN20780	ORYLA05388
OG0001390	HUMAN06879, HUMAN06878	ORYLA20355
OG0001390	HUMAN01390	ORYLA13684, ORYLA15679
OG0001394	HUMAN27467	ORYLA01444, ORYLA19504
OG0001394	HUMAN07471	ORYLA03843
OG0001394	HUMAN27466	ORYLA01445
OG0001395	HUMAN00543	ORYLA10336
OG0001395	HUMAN25836	ORYLA12492
OG0001395	HUMAN30091	ORYLA01370
OG0001395	HUMAN29663	ORYLA08821
OG0001397	HUMAN24255	ORYLA01225
OG0001397	HUMAN03558	ORYLA05017
OG0001397	HUMAN03597	ORYLA08172
OG0001399	HUMAN07651	ORYLA04243
OG0001399	HUMAN18962	ORYLA18690
OG0001400	HUMAN12867	ORYLA08237, ORYLA17207
OG0001400	HUMAN17921	ORYLA09903
OG0001400	HUMAN26085, HUMAN26084	ORYLA01837, ORYLA05625
OG0001401	HUMAN21621, HUMAN21620	ORYLA09174
OG0001402	HUMAN19950	ORYLA17574
OG0001402	HUMAN12422, HUMAN12423	ORYLA03602
OG0001403	HUMAN27256, HUMAN07228	ORYLA17267
OG0001404	HUMAN10248, HUMAN10247	ORYLA16925
OG0001404	HUMAN00261	ORYLA20012
OG0001405	HUMAN11517	ORYLA12568
OG0001405	HUMAN20772	ORYLA05423
OG0001406	HUMAN21842, HUMAN21839	ORYLA13300
OG0001406	HUMAN11946	ORYLA07680
OG0001406	HUMAN30432	ORYLA01398
OG0001408	HUMAN29375	ORYLA02846
OG0001408	HUMAN14479	ORYLA00579
OG0001408	HUMAN01329	ORYLA08954
OG0001409	HUMAN15650	ORYLA05905, ORYLA01929
OG0001409	HUMAN21360	ORYLA09977
OG0001410	HUMAN18249, HUMAN18248	ORYLA16518
OG0001410	HUMAN27965	ORYLA09213
OG0001411	HUMAN22432, HUMAN22431	ORYLA12881
OG0001412	HUMAN07098, HUMAN07099	ORYLA17594
OG0001413	HUMAN07320, HUMAN07322	ORYLA17782
OG0001414	HUMAN16822	ORYLA05226
OG0001414	HUMAN26311	ORYLA18972
OG0001415	HUMAN19750, HUMAN19752, HUMAN19751	ORYLA17926
OG0001416	HUMAN00172	ORYLA16022
OG0001416	HUMAN11820	ORYLA14442
OG0001417	HUMAN14062	ORYLA09055
OG0001418	HUMAN14784	ORYLA17080
OG0001418	HUMAN00927	ORYLA13376
OG0001418	HUMAN15009	ORYLA13151, ORYLA06383
OG0001418	HUMAN23427	ORYLA02393
OG0001419	HUMAN09220, HUMAN09218, HUMAN09217	ORYLA10533
OG0001420	HUMAN08488, HUMAN08485	ORYLA10419
OG0001420	HUMAN29818, HUMAN29817	ORYLA20224, ORYLA16034
OG0001420	HUMAN20933	ORYLA13711, ORYLA13830
OG0001420	HUMAN06265	ORYLA10876
OG0001421	HUMAN15817, HUMAN15818	ORYLA04093
OG0001421	HUMAN08948	ORYLA11990
OG0001421	HUMAN02585	ORYLA11681
OG0001422	HUMAN17890	ORYLA08800
OG0001422	HUMAN26120	ORYLA05608
OG0001422	HUMAN26121	ORYLA05609
OG0001422	HUMAN17893, HUMAN17891	ORYLA09888
OG0001423	HUMAN24902	ORYLA06105, ORYLA06106
OG0001423	HUMAN29347	ORYLA19580
OG0001423	HUMAN02230	ORYLA13563
OG0001423	HUMAN14689	ORYLA00859, ORYLA17104
OG0001424	HUMAN04853, HUMAN04852	ORYLA13598
OG0001424	HUMAN19657	ORYLA09682
OG0001425	HUMAN25779	ORYLA11812
OG0001425	HUMAN09840	ORYLA14660
OG0001425	HUMAN23345, HUMAN23344	ORYLA02799, ORYLA17328
OG0001426	HUMAN21982, HUMAN21981	ORYLA13127, ORYLA13128
OG0001426	HUMAN00034	ORYLA16142
OG0001426	HUMAN11906	ORYLA07443
OG0001427	HUMAN18845	ORYLA20270
OG0001427	HUMAN13853	ORYLA07026
OG0001427	HUMAN16726	ORYLA11867
OG0001428	HUMAN11816	ORYLA18311
OG0001428	HUMAN05892	ORYLA05873, ORYLA01893
OG0001429	HUMAN29656	ORYLA09352
OG0001429	HUMAN00568	ORYLA05975
OG0001429	HUMAN25640	ORYLA11873
OG0001430	HUMAN04840	ORYLA11790
OG0001430	HUMAN09331	ORYLA10149
OG0001430	HUMAN15891	ORYLA03115, ORYLA03625
OG0001431	HUMAN26191	ORYLA06418
OG0001431	HUMAN12527	ORYLA16444
OG0001431	HUMAN27700	ORYLA17811
OG0001432	HUMAN19311	ORYLA19855, ORYLA16066
OG0001432	HUMAN27870	ORYLA06470
OG0001432	HUMAN16749	ORYLA11304
OG0001433	HUMAN00642	ORYLA10563, ORYLA19887
OG0001433	HUMAN28267	ORYLA02213
OG0001433	HUMAN25243	ORYLA05137
OG0001434	HUMAN25376	ORYLA11926
OG0001435	HUMAN21986	ORYLA07135, ORYLA07136, ORYLA07134, ORYLA07133, ORYLA09304, ORYLA09303, ORYLA09306, ORYLA09305
OG0001436	HUMAN19644	ORYLA08580, ORYLA09662
OG0001436	HUMAN28951	ORYLA09342, ORYLA06774
OG0001437	HUMAN27963, HUMAN27962	ORYLA09273, ORYLA06548, ORYLA09274
OG0001438	HUMAN21820	ORYLA13293
OG0001438	HUMAN27731	ORYLA17990
OG0001438	HUMAN24291	ORYLA04502
OG0001439	HUMAN05537	ORYLA03814
OG0001440	HUMAN02970	ORYLA06607
OG0001440	HUMAN12486	ORYLA09297
OG0001441	HUMAN27941, HUMAN27940	ORYLA05650, ORYLA02185
OG0001441	HUMAN27608, HUMAN27607	ORYLA19944, ORYLA11690, ORYLA11689
OG0001442	HUMAN25443	ORYLA11523
OG0001442	HUMAN07589	ORYLA03156, ORYLA04216
OG0001442	HUMAN00813	ORYLA01983, ORYLA05951
OG0001445	HUMAN18716	ORYLA18556
OG0001445	HUMAN15579	ORYLA03367, ORYLA03366
OG0001446	HUMAN12296	ORYLA03689
OG0001447	HUMAN09319	ORYLA10401
OG0001447	HUMAN15576	ORYLA03364
OG0001447	HUMAN02582	ORYLA11793
OG0001449	HUMAN16746	ORYLA11305
OG0001449	HUMAN18160	ORYLA09746
OG0001451	HUMAN07097	ORYLA17593
OG0001451	HUMAN04374, HUMAN04373	ORYLA14632
OG0001452	HUMAN23508	ORYLA17672
OG0001452	HUMAN10054	ORYLA12044
OG0001452	HUMAN01876	ORYLA18698
OG0001452	HUMAN10055	ORYLA18697
OG0001453	HUMAN01855, HUMAN01856, HUMAN01854	ORYLA06111
OG0001453	HUMAN09711	ORYLA12155
OG0001453	HUMAN21614, HUMAN21616	ORYLA19589
OG0001454	HUMAN24124, HUMAN24121, HUMAN24122	ORYLA03869
OG0001454	HUMAN22861	ORYLA10714
OG0001455	HUMAN00999	ORYLA12940
OG0001455	HUMAN23381	ORYLA17467
OG0001455	HUMAN15013	ORYLA13172
OG0001455	HUMAN14678	ORYLA00256, ORYLA17114
OG0001456	HUMAN21609	ORYLA10215
OG0001457	HUMAN25224	ORYLA05130
OG0001457	HUMAN25255	ORYLA05144
OG0001457	HUMAN28271	ORYLA02210
OG0001457	HUMAN25256	ORYLA05145
OG0001458	HUMAN23064	ORYLA20478, ORYLA20479
OG0001458	HUMAN30171	ORYLA04251, ORYLA01275
OG0001458	HUMAN29608	ORYLA09939
OG0001458	HUMAN29609	ORYLA08813
OG0001460	HUMAN03122	ORYLA08107, ORYLA05005
OG0001461	HUMAN26887	ORYLA19866
OG0001462	HUMAN02581	ORYLA11791
OG0001463	HUMAN11278, HUMAN11277, HUMAN11276	ORYLA12639
OG0001463	HUMAN11625	ORYLA12308
OG0001464	HUMAN17749	ORYLA09804
OG0001464	HUMAN28956	ORYLA05677
OG0001464	HUMAN06437, HUMAN06436	ORYLA16104
OG0001465	HUMAN00436	ORYLA16128
OG0001466	HUMAN20834, HUMAN20833	ORYLA11704
OG0001466	HUMAN23853	ORYLA01209
OG0001467	HUMAN29474, HUMAN29473	ORYLA18147
OG0001467	HUMAN05267	ORYLA03144
OG0001468	HUMAN18215	ORYLA08601, ORYLA08600
OG0001468	HUMAN20670	ORYLA09151, ORYLA06717
OG0001468	HUMAN06709	ORYLA16189, ORYLA16188
OG0001469	HUMAN17357	ORYLA17794
OG0001469	HUMAN25406	ORYLA05419
OG0001472	HUMAN26528, HUMAN26527	ORYLA05712
OG0001472	HUMAN19245	ORYLA15948
OG0001473	HUMAN20094, HUMAN20096, HUMAN20095	ORYLA00647, ORYLA16961, ORYLA16960
OG0001474	HUMAN10738, HUMAN10739, HUMAN10736	ORYLA07769
OG0001475	HUMAN00231, HUMAN00230, HUMAN00232, HUMAN00233	ORYLA13842, ORYLA15634
OG0001476	HUMAN25765	ORYLA10593
OG0001476	HUMAN19427	ORYLA03172, ORYLA04062
OG0001478	HUMAN09290	ORYLA11904
OG0001478	HUMAN20166	ORYLA07755
OG0001479	HUMAN01339	ORYLA13290
OG0001479	HUMAN14506, HUMAN14504	ORYLA16589
OG0001479	HUMAN29189	ORYLA18144, ORYLA02932
OG0001481	HUMAN25752, HUMAN25750	ORYLA11569
OG0001482	HUMAN10795	ORYLA07921, ORYLA16884
OG0001482	HUMAN07131	ORYLA02763, ORYLA17970
OG0001482	HUMAN11775	ORYLA04390
OG0001484	HUMAN29782	ORYLA15816
OG0001484	HUMAN20929	ORYLA13710
OG0001485	HUMAN10085	ORYLA12718, ORYLA14982
OG0001485	HUMAN23594, HUMAN23593	ORYLA17705
OG0001486	HUMAN05818	ORYLA11156, ORYLA15307
OG0001486	HUMAN05067	ORYLA16351, ORYLA12057
OG0001487	HUMAN11646	ORYLA15269
OG0001487	HUMAN13747	ORYLA05370
OG0001489	HUMAN01073	ORYLA12865
OG0001489	HUMAN23289	ORYLA02403
OG0001490	HUMAN18744	ORYLA00195, ORYLA04616
OG0001490	HUMAN04949	ORYLA07533
OG0001490	HUMAN08810	ORYLA10697
OG0001491	HUMAN13518, HUMAN13517	ORYLA19762, ORYLA16648
OG0001491	HUMAN26602	ORYLA16773, ORYLA07789
OG0001492	HUMAN10841	ORYLA16834
OG0001492	HUMAN10843, HUMAN10842, HUMAN07105	ORYLA17613
OG0001493	HUMAN03318	ORYLA08069
OG0001493	HUMAN22769	ORYLA07182
OG0001493	HUMAN03129	ORYLA04965
OG0001495	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161	ORYLA20241
OG0001496	HUMAN17133	ORYLA01505
OG0001498	HUMAN21395	ORYLA18106, ORYLA18108, ORYLA09403
OG0001500	HUMAN29893	ORYLA07552
OG0001500	HUMAN07602	ORYLA09604
OG0001501	HUMAN08312	ORYLA10661
OG0001501	HUMAN18751	ORYLA10605
OG0001502	HUMAN13216	ORYLA17056
OG0001502	HUMAN13218	ORYLA00799
OG0001502	HUMAN13214	ORYLA17055
OG0001503	HUMAN15059	ORYLA13177
OG0001503	HUMAN06046	ORYLA17046, ORYLA17047
OG0001504	HUMAN18887	ORYLA15456
OG0001505	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341	ORYLA08833, ORYLA07422
OG0001506	HUMAN21790	ORYLA07141
OG0001506	HUMAN00091	ORYLA16222
OG0001507	HUMAN08598	ORYLA10103
OG0001507	HUMAN02657, HUMAN02656, HUMAN04900	ORYLA04138
OG0001508	HUMAN04219	ORYLA12347, ORYLA14625
OG0001508	HUMAN15958	ORYLA16349, ORYLA16350
OG0001509	HUMAN07197	ORYLA17832
OG0001509	HUMAN07903	ORYLA12274
OG0001509	HUMAN21589	ORYLA03612
OG0001510	HUMAN28447	ORYLA17456
OG0001510	HUMAN14673	ORYLA16557
OG0001510	HUMAN01092	ORYLA13247
OG0001511	HUMAN18319	ORYLA03620
OG0001511	HUMAN26693	ORYLA07444
OG0001512	HUMAN28786, HUMAN28785	ORYLA02917, ORYLA02918, ORYLA17795
OG0001512	HUMAN09917, HUMAN09920, HUMAN09919	ORYLA13561, ORYLA13562
OG0001513	HUMAN17774	ORYLA09815
OG0001513	HUMAN06636	ORYLA15965
OG0001514	HUMAN22085	ORYLA00905
OG0001514	HUMAN03760	ORYLA08124
OG0001515	HUMAN12421, HUMAN12420	ORYLA04533
OG0001515	HUMAN19953	ORYLA17572
OG0001516	HUMAN23268	ORYLA18645, ORYLA18644
OG0001517	HUMAN23303	ORYLA17447
OG0001517	HUMAN21286	ORYLA08991
OG0001517	HUMAN29533	ORYLA13528, ORYLA13529
OG0001518	HUMAN21520, HUMAN20795, HUMAN21522	ORYLA06952
OG0001518	HUMAN22033, HUMAN22032, HUMAN22031	ORYLA13276
OG0001519	HUMAN14377, HUMAN14392	ORYLA13560
OG0001519	HUMAN28529, HUMAN28530	ORYLA07350
OG0001519	HUMAN10026	ORYLA00409
OG0001520	HUMAN00622	ORYLA02116
OG0001520	HUMAN16656	ORYLA11477
OG0001521	HUMAN15053	ORYLA13147
OG0001521	HUMAN23542	ORYLA17656, ORYLA02478
OG0001521	HUMAN01808	ORYLA06177
OG0001522	HUMAN08309	ORYLA11664, ORYLA10662
OG0001523	HUMAN06164	ORYLA11194, ORYLA15086
OG0001524	HUMAN03522	ORYLA00012, ORYLA05046
OG0001524	HUMAN11149	ORYLA12443
OG0001525	HUMAN07206	ORYLA17631
OG0001526	HUMAN02271, HUMAN29404	ORYLA17247, ORYLA02495
OG0001527	HUMAN11842	ORYLA02867
OG0001527	HUMAN28194	ORYLA20388, ORYLA20389
OG0001528	HUMAN11910	ORYLA07415
OG0001528	HUMAN21992, HUMAN21991, HUMAN21990	ORYLA09313, ORYLA06618
OG0001529	HUMAN20862	ORYLA13719
OG0001529	HUMAN20863, HUMAN20865	ORYLA14481
OG0001530	HUMAN03101	ORYLA05079
OG0001530	HUMAN22628	ORYLA18041
OG0001531	HUMAN03428	ORYLA04648
OG0001531	HUMAN22234	ORYLA13539
OG0001531	HUMAN24248	ORYLA01320, ORYLA03926
OG0001532	HUMAN00046	ORYLA16027
OG0001532	HUMAN11888	ORYLA07446
OG0001532	HUMAN21869	ORYLA06821
OG0001533	HUMAN07789	ORYLA09911, ORYLA08628
OG0001533	HUMAN21380	ORYLA09442
OG0001534	HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538	ORYLA16536, ORYLA07761
OG0001536	HUMAN16818	ORYLA05223
OG0001536	HUMAN23182, HUMAN23181	ORYLA02265
OG0001540	HUMAN05625, HUMAN05626	ORYLA03129, ORYLA04127
OG0001540	HUMAN15763, HUMAN15762, HUMAN15756	ORYLA05896, ORYLA05897, ORYLA01923
OG0001540	HUMAN02001	ORYLA06245
OG0001540	HUMAN21279, HUMAN21281, HUMAN21280	ORYLA04273, ORYLA03214
OG0001545	HUMAN14011	ORYLA02532
OG0001545	HUMAN09985	ORYLA14957
OG0001545	HUMAN01642	ORYLA05722
OG0001546	HUMAN16844	ORYLA05229
OG0001549	HUMAN06935	ORYLA14761, ORYLA11227
OG0001549	HUMAN21488	ORYLA13790
OG0001549	HUMAN02396, HUMAN02395	ORYLA13679
OG0001550	HUMAN20737	ORYLA06718, ORYLA09149
OG0001550	HUMAN02467	ORYLA04848
OG0001551	HUMAN08700	ORYLA10506, ORYLA10505
OG0001552	HUMAN20977, HUMAN20976	ORYLA13846
OG0001552	HUMAN20982, HUMAN20983, HUMAN20978, HUMAN20979, HUMAN20980, HUMAN20981	ORYLA13771
OG0001553	HUMAN03319	ORYLA08070, ORYLA04977
OG0001553	HUMAN23794	ORYLA03887
OG0001554	HUMAN05332	ORYLA04069
OG0001554	HUMAN30019	ORYLA07551
OG0001556	HUMAN02508	ORYLA12555
OG0001556	HUMAN08695, HUMAN08696	ORYLA11319, ORYLA10498
OG0001556	HUMAN04819	ORYLA04339
OG0001557	HUMAN04310	ORYLA12490
OG0001557	HUMAN26830	ORYLA14586
OG0001558	HUMAN14496	ORYLA19384
OG0001559	HUMAN02553	ORYLA05417
OG0001559	HUMAN08415	ORYLA10089
OG0001559	HUMAN02556	ORYLA11639
OG0001559	HUMAN04942	ORYLA04343
OG0001560	HUMAN09969	ORYLA07189
OG0001560	HUMAN28514	ORYLA18790
OG0001560	HUMAN14375, HUMAN14373	ORYLA13615
OG0001560	HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891	ORYLA18890
OG0001561	HUMAN20456	ORYLA15919
OG0001561	HUMAN24967	ORYLA15392, ORYLA13862
OG0001561	HUMAN20360	ORYLA10938
OG0001562	HUMAN18502	ORYLA12829
OG0001562	HUMAN00360	ORYLA20128
OG0001564	HUMAN18396	ORYLA13495
OG0001564	HUMAN05131	ORYLA03594
OG0001565	HUMAN01912	ORYLA07675, ORYLA06237
OG0001566	HUMAN25664	ORYLA11891
OG0001566	HUMAN29643	ORYLA13548
OG0001568	HUMAN20082, HUMAN20081	ORYLA17084
OG0001569	HUMAN07886	ORYLA12265, ORYLA09574
OG0001569	HUMAN30285, HUMAN30286, HUMAN30287	ORYLA00969
OG0001570	HUMAN16051	ORYLA03800
OG0001571	HUMAN05679	ORYLA03433
OG0001572	HUMAN13726	ORYLA04283
OG0001572	HUMAN11626, HUMAN11627	ORYLA15272
OG0001573	HUMAN01295	ORYLA20104
OG0001573	HUMAN29048	ORYLA02801
OG0001574	HUMAN25926, HUMAN25928, HUMAN25929	ORYLA00590, ORYLA16507
OG0001574	HUMAN13261	ORYLA08178, ORYLA16646
OG0001574	HUMAN16297, HUMAN16298	ORYLA05807
OG0001575	HUMAN20049	ORYLA10849
OG0001575	HUMAN20511	ORYLA17836
OG0001575	HUMAN20510	ORYLA13898, ORYLA15934
OG0001576	HUMAN23520	ORYLA02374
OG0001576	HUMAN09989	ORYLA12205
OG0001577	HUMAN24294	ORYLA01223
OG0001577	HUMAN27707	ORYLA17371
OG0001578	HUMAN27577	ORYLA17727
OG0001578	HUMAN03525	ORYLA00011
OG0001579	HUMAN03141, HUMAN03143, HUMAN03144	ORYLA07879
OG0001580	HUMAN19240, HUMAN19239	ORYLA14282
OG0001580	HUMAN19238	ORYLA15951
OG0001581	HUMAN02524, HUMAN02525	ORYLA10772
OG0001582	HUMAN11710	ORYLA04090
OG0001582	HUMAN19935	ORYLA17772
OG0001583	HUMAN22252	ORYLA20413
OG0001583	HUMAN03577	ORYLA00738
OG0001584	HUMAN07637	ORYLA09638
OG0001584	HUMAN22038	ORYLA13120
OG0001586	HUMAN05366	ORYLA06268
OG0001589	HUMAN10236	ORYLA16530
OG0001590	HUMAN09424	ORYLA12337
OG0001591	HUMAN01764	ORYLA01533
OG0001591	HUMAN28618	ORYLA14099, ORYLA17531
OG0001592	HUMAN09531	ORYLA14815, ORYLA12423
OG0001593	HUMAN28942	ORYLA00447
OG0001593	HUMAN09707	ORYLA12153, ORYLA12152
OG0001593	HUMAN01587	ORYLA19629, ORYLA01620
OG0001594	HUMAN19429	ORYLA04061
OG0001596	HUMAN06207	ORYLA10881, ORYLA15329
OG0001596	HUMAN28876	ORYLA13783, ORYLA15922
OG0001597	HUMAN26560, HUMAN26561, HUMAN26559	ORYLA18712
OG0001597	HUMAN03834	ORYLA20326
OG0001599	HUMAN13426	ORYLA16526, ORYLA16525, ORYLA16314
OG0001600	HUMAN00788, HUMAN00787	ORYLA01865, ORYLA01864, ORYLA10572
OG0001600	HUMAN16635	ORYLA11507
OG0001600	HUMAN28233	ORYLA06480
OG0001602	HUMAN04442	ORYLA12114
OG0001603	HUMAN24754	ORYLA02090
OG0001603	HUMAN24819	ORYLA05894
OG0001604	HUMAN22175	ORYLA07645
OG0001604	HUMAN12471, HUMAN12472	ORYLA03242
OG0001605	HUMAN07945, HUMAN07944	ORYLA07546, ORYLA06239, ORYLA15168, ORYLA19098
OG0001606	HUMAN13929	ORYLA02818, ORYLA02816
OG0001606	HUMAN03753	ORYLA08120
OG0001607	HUMAN15702	ORYLA05944
OG0001607	HUMAN21170	ORYLA03162, ORYLA04084
OG0001607	HUMAN05523, HUMAN05522	ORYLA04548, ORYLA03279
OG0001609	HUMAN07643	ORYLA09645
