Orthogroup	HUMAN	AMPFI_ok
OG0000887	HUMAN02796	AMPFI_07646
OG0000888	HUMAN01523, HUMAN14144	AMPFI_15204
OG0000888	HUMAN17235	AMPFI_11657
OG0000888	HUMAN14143	AMPFI_07926, AMPFI_07927
OG0000889	HUMAN16803	AMPFI_16359, AMPFI_08502
OG0000890	HUMAN16691	AMPFI_13815
OG0000890	HUMAN16690, HUMAN19479, HUMAN19478	AMPFI_03240
OG0000894	HUMAN22934	AMPFI_03215, AMPFI_21192
OG0000896	HUMAN05088, HUMAN05089	AMPFI_18659
OG0000896	HUMAN02560, HUMAN04868	AMPFI_22491, AMPFI_12466, AMPFI_26067
OG0000897	HUMAN20369	AMPFI_24854
OG0000897	HUMAN20370	AMPFI_22827
OG0000898	HUMAN01291, HUMAN01290, HUMAN01289	AMPFI_22530
OG0000899	HUMAN05148, HUMAN05147, HUMAN22308, HUMAN23989	AMPFI_10006, AMPFI_23939
OG0000904	HUMAN24364, HUMAN24363	AMPFI_05799
OG0000905	HUMAN04252, HUMAN04253	AMPFI_23249, AMPFI_23770, AMPFI_06111
OG0000907	HUMAN01311	AMPFI_11759
OG0000908	HUMAN03690, HUMAN27510	AMPFI_08188
OG0000909	HUMAN25146, HUMAN25145, HUMAN19496, HUMAN00496	AMPFI_09222
OG0000911	HUMAN12682, HUMAN12683	AMPFI_10644
OG0000912	HUMAN17095, HUMAN17096, HUMAN03635, HUMAN03636, HUMAN24298, HUMAN22119	AMPFI_26077
OG0000913	HUMAN24104, HUMAN24103, HUMAN24106, HUMAN05337	AMPFI_01293, AMPFI_01711
OG0000914	HUMAN30513, HUMAN26793	AMPFI_07132
OG0000915	HUMAN30522, HUMAN20445, HUMAN01514, HUMAN01508, HUMAN02420, HUMAN06732	AMPFI_07903
OG0000921	HUMAN02198	AMPFI_16444
OG0000923	HUMAN17831	AMPFI_00235
OG0000925	HUMAN23362, HUMAN23363, HUMAN23364	AMPFI_22605
OG0000925	HUMAN30631, HUMAN29752	AMPFI_08869
OG0000926	HUMAN25003	AMPFI_15815
OG0000928	HUMAN14950, HUMAN14947, HUMAN14948, HUMAN09734	AMPFI_06367
OG0000929	HUMAN07498, HUMAN07497, HUMAN25465, HUMAN00572	AMPFI_23849
OG0000930	HUMAN24832, HUMAN24833, HUMAN24830, HUMAN24828, HUMAN24829	AMPFI_04894
OG0000932	HUMAN07155, HUMAN26747	AMPFI_09005
OG0000932	HUMAN26746	AMPFI_10461
OG0000934	HUMAN07465, HUMAN25721, HUMAN25723	AMPFI_09923
OG0000934	HUMAN24974, HUMAN06158	AMPFI_21983
OG0000935	HUMAN14530, HUMAN10106, HUMAN01617, HUMAN01618, HUMAN06391, HUMAN06392, HUMAN06390, HUMAN17822	AMPFI_08255
OG0000938	HUMAN21959, HUMAN04773, HUMAN04774, HUMAN04772, HUMAN04771, HUMAN04769, HUMAN22973	AMPFI_17641, AMPFI_09760, AMPFI_06535
OG0000943	HUMAN06082, HUMAN04648	AMPFI_03474
OG0000943	HUMAN04649, HUMAN07383	AMPFI_01279
OG0000944	HUMAN07470, HUMAN27468, HUMAN30061	AMPFI_08499
OG0000945	HUMAN07967, HUMAN07969, HUMAN07968, HUMAN07970, HUMAN11233, HUMAN23148	AMPFI_11479
OG0000946	HUMAN03947, HUMAN07023	AMPFI_23608
OG0000947	HUMAN17713, HUMAN20687	AMPFI_04579
OG0000947	HUMAN20621	AMPFI_02830
OG0000949	HUMAN29456, HUMAN24815, HUMAN30599, HUMAN19495, HUMAN00495, HUMAN25148, HUMAN25147	AMPFI_05269
OG0000950	HUMAN13056, HUMAN13055, HUMAN07390	AMPFI_02751, AMPFI_25217
OG0000951	HUMAN01583, HUMAN09204	AMPFI_02878
OG0000951	HUMAN25650	AMPFI_16432
OG0000952	HUMAN23779, HUMAN22570	AMPFI_07302
OG0000952	HUMAN24186, HUMAN22573, HUMAN22572	AMPFI_04586
OG0000953	HUMAN23240, HUMAN28290, HUMAN28289, HUMAN00190	AMPFI_04696
OG0000954	HUMAN18210, HUMAN18209	AMPFI_20580, AMPFI_25977
OG0000954	HUMAN10206, HUMAN10205, HUMAN10272	AMPFI_05682
OG0000955	HUMAN28653	AMPFI_06758
OG0000955	HUMAN09438	AMPFI_14591
OG0000955	HUMAN22849	AMPFI_06876
OG0000957	HUMAN14343, HUMAN23229	AMPFI_23600
OG0000960	HUMAN11354, HUMAN28219, HUMAN28220	AMPFI_10077
OG0000963	HUMAN14179, HUMAN14180, HUMAN14181, HUMAN14182	AMPFI_18238
OG0000963	HUMAN23351, HUMAN01011	AMPFI_05536
OG0000965	HUMAN22507	AMPFI_19565, AMPFI_15550
OG0000965	HUMAN08123	AMPFI_04099
OG0000966	HUMAN12399, HUMAN12400, HUMAN07294, HUMAN07293	AMPFI_13605
OG0000967	HUMAN03396, HUMAN03397	AMPFI_25346, AMPFI_07326
OG0000969	HUMAN26507	AMPFI_25200
OG0000970	HUMAN19711, HUMAN30698	AMPFI_08215
OG0000971	HUMAN17931	AMPFI_16281
OG0000971	HUMAN18274	AMPFI_12738
OG0000972	HUMAN19914, HUMAN05358, HUMAN07389	AMPFI_02188
OG0000972	HUMAN27539	AMPFI_09775
OG0000973	HUMAN24825	AMPFI_12954
OG0000974	HUMAN24126	AMPFI_12784, AMPFI_24248, AMPFI_16221
OG0000978	HUMAN23161, HUMAN19104, HUMAN11274, HUMAN09230	AMPFI_21210
OG0000979	HUMAN03626, HUMAN03625	AMPFI_09075, AMPFI_12493, AMPFI_01617, AMPFI_11199, AMPFI_19528
OG0000981	HUMAN23534, HUMAN23535	AMPFI_03663
OG0000982	HUMAN14333, HUMAN01637, HUMAN28757	AMPFI_14398
OG0000984	HUMAN23607	AMPFI_10960
OG0000984	HUMAN02268, HUMAN02267	AMPFI_15775
OG0000985	HUMAN17532, HUMAN03584, HUMAN03585, HUMAN27498, HUMAN27502, HUMAN23895	AMPFI_12470
OG0000985	HUMAN27499	AMPFI_03929
OG0000986	HUMAN17228	AMPFI_07828
OG0000987	HUMAN02812, HUMAN02813, HUMAN06286, HUMAN19599	AMPFI_23099
OG0000988	HUMAN29197, HUMAN29196, HUMAN29296, HUMAN29297, HUMAN02183	AMPFI_24561
OG0000992	HUMAN25363, HUMAN13425, HUMAN05365	AMPFI_08334
OG0000994	HUMAN25360	AMPFI_08034
OG0000994	HUMAN17151, HUMAN17152	AMPFI_10949
OG0000996	HUMAN29968, HUMAN29969, HUMAN07481, HUMAN07480, HUMAN17651, HUMAN17650, HUMAN17652	AMPFI_14642
OG0000997	HUMAN03989	AMPFI_12727
OG0000999	HUMAN16037, HUMAN05058, HUMAN20396	AMPFI_12976, AMPFI_03412
OG0001000	HUMAN29732, HUMAN30113, HUMAN25791	AMPFI_10736
OG0001001	HUMAN11958	AMPFI_06409
OG0001002	HUMAN21505, HUMAN16097, HUMAN04437	AMPFI_21134
OG0001003	HUMAN07373, HUMAN07372, HUMAN12090	AMPFI_04602
OG0001005	HUMAN21015	AMPFI_09343
OG0001006	HUMAN10720, HUMAN10719	AMPFI_14604
OG0001006	HUMAN23379, HUMAN14223, HUMAN00900	AMPFI_23083
OG0001007	HUMAN02245, HUMAN29304, HUMAN29303	AMPFI_16097
OG0001008	HUMAN06853, HUMAN06852, HUMAN04267	AMPFI_22903
OG0001015	HUMAN20175	AMPFI_07651
OG0001016	HUMAN03017	AMPFI_10130
OG0001016	HUMAN27202	AMPFI_08991
OG0001017	HUMAN06335	AMPFI_05282
OG0001017	HUMAN27297	AMPFI_21349
OG0001018	HUMAN19498	AMPFI_03134
OG0001018	HUMAN08887	AMPFI_05980
OG0001021	HUMAN08794, HUMAN08793, HUMAN08791	AMPFI_14678
OG0001021	HUMAN08792	AMPFI_18055, AMPFI_12036, AMPFI_11688
OG0001022	HUMAN30208, HUMAN26689, HUMAN07618, HUMAN30205, HUMAN30207, HUMAN30206	AMPFI_10268
OG0001023	HUMAN05807, HUMAN04131, HUMAN24949, HUMAN15956, HUMAN05808	AMPFI_08517
OG0001024	HUMAN26241, HUMAN26240	AMPFI_23405
OG0001026	HUMAN10167, HUMAN10166, HUMAN12354	AMPFI_03842
OG0001028	HUMAN14304, HUMAN09715, HUMAN09716, HUMAN28814, HUMAN28812	AMPFI_24614
OG0001029	HUMAN11011, HUMAN08233	AMPFI_16108
OG0001029	HUMAN29975, HUMAN05450, HUMAN25715, HUMAN25716, HUMAN00741	AMPFI_15855
OG0001030	HUMAN14248, HUMAN14247, HUMAN09965	AMPFI_23968
OG0001030	HUMAN09016, HUMAN18699	AMPFI_06508
OG0001031	HUMAN03538	AMPFI_05042
OG0001032	HUMAN01331, HUMAN14460, HUMAN14458, HUMAN14461, HUMAN14454, HUMAN29217, HUMAN14453, HUMAN29218, HUMAN29214, HUMAN29215, HUMAN29216	AMPFI_16468
OG0001033	HUMAN22499, HUMAN17164	AMPFI_11384
OG0001033	HUMAN00952, HUMAN28581, HUMAN14253	AMPFI_08349
OG0001034	HUMAN12490, HUMAN02962	AMPFI_26029, AMPFI_15409
OG0001036	HUMAN19198, HUMAN24555, HUMAN24554	AMPFI_23633
OG0001037	HUMAN29275, HUMAN29274, HUMAN01227	AMPFI_24179
OG0001038	HUMAN03489	AMPFI_16434
OG0001039	HUMAN19737	AMPFI_14266
OG0001039	HUMAN07040, HUMAN07042, HUMAN21441	AMPFI_08765
OG0001039	HUMAN07041	AMPFI_14267
OG0001042	HUMAN29925, HUMAN20525, HUMAN05764	AMPFI_15466, AMPFI_23740
OG0001044	HUMAN09934	AMPFI_20764, AMPFI_04650
OG0001044	HUMAN13978, HUMAN13979, HUMAN23652, HUMAN23653, HUMAN23654, HUMAN09935	AMPFI_21140, AMPFI_22224
OG0001046	HUMAN10290, HUMAN10289, HUMAN10288, HUMAN20197, HUMAN20196, HUMAN20198, HUMAN20195, HUMAN15923, HUMAN15922, HUMAN13448	AMPFI_00692
OG0001047	HUMAN05210, HUMAN05236, HUMAN30004	AMPFI_09147, AMPFI_02704, AMPFI_20549
OG0001048	HUMAN17075, HUMAN17078, HUMAN17076, HUMAN03099, HUMAN03100, HUMAN22630	AMPFI_24104, AMPFI_00575
OG0001049	HUMAN21821	AMPFI_10283
OG0001049	HUMAN21566, HUMAN00206	AMPFI_08679
OG0001050	HUMAN25173, HUMAN10022, HUMAN01869	AMPFI_10641
OG0001053	HUMAN23827, HUMAN22798, HUMAN03229	AMPFI_08985
OG0001057	HUMAN21638	AMPFI_19992
OG0001057	HUMAN21640, HUMAN02106, HUMAN30588	AMPFI_16672
OG0001058	HUMAN01956, HUMAN05750	AMPFI_03304
OG0001059	HUMAN13851, HUMAN13852, HUMAN16703	AMPFI_13123
OG0001060	HUMAN30131	AMPFI_23440
OG0001062	HUMAN14494, HUMAN01209, HUMAN01211	AMPFI_00636
OG0001063	HUMAN16934, HUMAN16936, HUMAN16935	AMPFI_06965
OG0001065	HUMAN09272, HUMAN02537	AMPFI_17895
OG0001066	HUMAN01431, HUMAN20904	AMPFI_04798
OG0001067	HUMAN29563, HUMAN29562, HUMAN29564, HUMAN29560, HUMAN29561, HUMAN29571	AMPFI_07922
OG0001068	HUMAN21787, HUMAN21788, HUMAN00693, HUMAN21789, HUMAN29645	AMPFI_16104, AMPFI_09935, AMPFI_09937, AMPFI_11068
OG0001068	HUMAN05952	AMPFI_09936
OG0001072	HUMAN07095	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446
OG0001072	HUMAN27023, HUMAN27024	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751
OG0001073	HUMAN23983, HUMAN30107, HUMAN07711	AMPFI_19188
OG0001075	HUMAN24569, HUMAN16597, HUMAN16596	AMPFI_00014
OG0001076	HUMAN22388, HUMAN07537	AMPFI_25701
OG0001076	HUMAN07536, HUMAN22387	AMPFI_03111, AMPFI_09505, AMPFI_03148, AMPFI_21677
OG0001077	HUMAN02958	AMPFI_17348
OG0001078	HUMAN20283, HUMAN24929, HUMAN04434	AMPFI_08816
OG0001079	HUMAN01422, HUMAN26876, HUMAN29846, HUMAN29847	AMPFI_02862
OG0001080	HUMAN26171, HUMAN06728, HUMAN06729, HUMAN06727	AMPFI_00813
OG0001080	HUMAN28042, HUMAN28041, HUMAN15214	AMPFI_09613
OG0001081	HUMAN15960	AMPFI_07991
OG0001082	HUMAN18213, HUMAN06409, HUMAN06410	AMPFI_11475
OG0001083	HUMAN03184, HUMAN03185, HUMAN23866, HUMAN23865, HUMAN27528, HUMAN27527, HUMAN17258, HUMAN17257	AMPFI_01600
OG0001085	HUMAN21139, HUMAN29849, HUMAN26851, HUMAN26850, HUMAN25039	AMPFI_03348
OG0001086	HUMAN15433, HUMAN08606, HUMAN08605, HUMAN04881	AMPFI_12526
OG0001089	HUMAN15690	AMPFI_25612
OG0001090	HUMAN06347	AMPFI_09098
OG0001091	HUMAN12947, HUMAN12946, HUMAN12945	AMPFI_08267
OG0001093	HUMAN26567, HUMAN12954	AMPFI_00814, AMPFI_01496
OG0001094	HUMAN18720, HUMAN08291, HUMAN04909	AMPFI_07987
OG0001095	HUMAN06662, HUMAN17682, HUMAN20656, HUMAN20657	AMPFI_21259
OG0001101	HUMAN05769	AMPFI_12698
OG0001102	HUMAN18703	AMPFI_21024
OG0001103	HUMAN25684, HUMAN27937, HUMAN27936	AMPFI_24729
OG0001104	HUMAN09442	AMPFI_11622
OG0001105	HUMAN21767, HUMAN21766, HUMAN21768	AMPFI_12581
OG0001105	HUMAN18846	AMPFI_14430, AMPFI_10401
OG0001105	HUMAN21769	AMPFI_18273
OG0001106	HUMAN10112	AMPFI_04453
OG0001107	HUMAN21851, HUMAN30406, HUMAN07877, HUMAN07869	AMPFI_19311
OG0001108	HUMAN06470	AMPFI_13440
OG0001108	HUMAN26420	AMPFI_13784
OG0001109	HUMAN13297, HUMAN13295, HUMAN13298, HUMAN22148	AMPFI_10273, AMPFI_13387
OG0001110	HUMAN01328, HUMAN29331, HUMAN29332	AMPFI_05484
OG0001111	HUMAN08205, HUMAN08204, HUMAN00662, HUMAN15089, HUMAN23671, HUMAN19715	AMPFI_04458
OG0001112	HUMAN18525, HUMAN18524, HUMAN07786, HUMAN07782	AMPFI_06514
OG0001112	HUMAN18526	AMPFI_08572
OG0001113	HUMAN20232	AMPFI_16641
OG0001114	HUMAN09738, HUMAN09739, HUMAN01816	AMPFI_25604
OG0001115	HUMAN24945, HUMAN20513, HUMAN20338	AMPFI_24646, AMPFI_25273
OG0001119	HUMAN28360	AMPFI_06894
OG0001121	HUMAN25819, HUMAN25818, HUMAN25820, HUMAN25821, HUMAN19588	AMPFI_15985, AMPFI_08055
OG0001123	HUMAN21519	AMPFI_04929
OG0001123	HUMAN23592	AMPFI_09973, AMPFI_09974
OG0001124	HUMAN13636	AMPFI_15848
OG0001126	HUMAN21463, HUMAN11885	AMPFI_20016
OG0001126	HUMAN21462	AMPFI_14567, AMPFI_07530
OG0001127	HUMAN18103, HUMAN03016	AMPFI_21530
OG0001128	HUMAN02562, HUMAN02561	AMPFI_08735
OG0001129	HUMAN11361, HUMAN28007, HUMAN24592	AMPFI_05280
OG0001130	HUMAN23634	AMPFI_06009
OG0001131	HUMAN17000, HUMAN08891, HUMAN08890, HUMAN08889	AMPFI_08885
OG0001132	HUMAN28769	AMPFI_18757
OG0001133	HUMAN24838	AMPFI_24426, AMPFI_16747
OG0001133	HUMAN23355	AMPFI_21275
OG0001134	HUMAN22209, HUMAN22213, HUMAN22214, HUMAN22217, HUMAN27443, HUMAN27400, HUMAN27370, HUMAN27444, HUMAN27369, HUMAN27401, HUMAN22215, HUMAN22216, HUMAN22200, HUMAN22207, HUMAN22208, HUMAN22205, HUMAN22199, HUMAN22204, HUMAN22202, HUMAN22198, HUMAN22201, HUMAN22203, HUMAN22206, HUMAN22212, HUMAN22210, HUMAN22211, HUMAN13466, HUMAN13465, HUMAN25963	AMPFI_07585
OG0001135	HUMAN12999, HUMAN12998	AMPFI_25799
OG0001136	HUMAN14242, HUMAN23717, HUMAN09626, HUMAN09622	AMPFI_07457
OG0001137	HUMAN15475, HUMAN15476, HUMAN16861, HUMAN15474	AMPFI_25398
OG0001138	HUMAN06608, HUMAN27335, HUMAN21562	AMPFI_08224
OG0001139	HUMAN29573	AMPFI_16920
OG0001139	HUMAN20297, HUMAN20298, HUMAN03896	AMPFI_10168
OG0001140	HUMAN28111, HUMAN00689, HUMAN16613	AMPFI_22519
OG0001141	HUMAN28829	AMPFI_18156, AMPFI_05552
OG0001143	HUMAN26902, HUMAN09500, HUMAN09501, HUMAN28929, HUMAN01633	AMPFI_13922, AMPFI_07389
OG0001144	HUMAN06501, HUMAN06503, HUMAN17895, HUMAN06504, HUMAN26116	AMPFI_09246
OG0001146	HUMAN21944, HUMAN21943, HUMAN21945, HUMAN00122, HUMAN11953, HUMAN11952	AMPFI_05945
OG0001148	HUMAN20750	AMPFI_05179
OG0001155	HUMAN28847, HUMAN28848, HUMAN28849	AMPFI_06783
OG0001155	HUMAN11693	AMPFI_17194
OG0001156	HUMAN06276, HUMAN06274, HUMAN12764, HUMAN26033, HUMAN18478, HUMAN18476	AMPFI_16501
OG0001157	HUMAN16825	AMPFI_22565, AMPFI_15206, AMPFI_00579, AMPFI_15205
OG0001158	HUMAN19221, HUMAN13723, HUMAN13724	AMPFI_14324, AMPFI_03369
OG0001160	HUMAN07003, HUMAN07004, HUMAN01405	AMPFI_18833
OG0001161	HUMAN09583, HUMAN28673	AMPFI_10090
OG0001162	HUMAN05494, HUMAN05495, HUMAN05496, HUMAN05497, HUMAN19367	AMPFI_21383
OG0001164	HUMAN20034	AMPFI_02597
OG0001164	HUMAN20033	AMPFI_21888
OG0001165	HUMAN25194	AMPFI_11630
OG0001167	HUMAN08882, HUMAN08883, HUMAN17001	AMPFI_05454
OG0001168	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218	AMPFI_05372
OG0001169	HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351	AMPFI_09626
OG0001171	HUMAN27880	AMPFI_04677
OG0001171	HUMAN25618, HUMAN25619, HUMAN19014, HUMAN19015	AMPFI_21141
OG0001172	HUMAN03030, HUMAN18130	AMPFI_09322
OG0001173	HUMAN01793	AMPFI_20736, AMPFI_25116, AMPFI_25548, AMPFI_24169
OG0001174	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465	AMPFI_23115
OG0001175	HUMAN27761, HUMAN17515	AMPFI_11579, AMPFI_01291
OG0001176	HUMAN09872, HUMAN01895, HUMAN14914	AMPFI_15457
OG0001176	HUMAN27503, HUMAN03360	AMPFI_17036
OG0001177	HUMAN13794	AMPFI_08044
OG0001178	HUMAN01065	AMPFI_18821
OG0001179	HUMAN19099	AMPFI_25942, AMPFI_06700
OG0001181	HUMAN12489	AMPFI_13623
OG0001181	HUMAN02963, HUMAN12488	AMPFI_10170
OG0001182	HUMAN16857, HUMAN09797, HUMAN09796	AMPFI_23673
OG0001183	HUMAN12777	AMPFI_12914, AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752
OG0001184	HUMAN24892, HUMAN24891	AMPFI_20865
OG0001184	HUMAN04448, HUMAN04447	AMPFI_08874
OG0001185	HUMAN24530, HUMAN24531, HUMAN00600, HUMAN25682, HUMAN25681	AMPFI_07596
OG0001186	HUMAN13742	AMPFI_07934
OG0001186	HUMAN11615	AMPFI_10517
OG0001187	HUMAN21121	AMPFI_23801
OG0001188	HUMAN04837, HUMAN15459, HUMAN08381, HUMAN16878	AMPFI_02144
OG0001190	HUMAN27353, HUMAN00374	AMPFI_02258, AMPFI_24898
OG0001191	HUMAN27561	AMPFI_02622
OG0001191	HUMAN27560, HUMAN03181, HUMAN23867	AMPFI_06865
OG0001192	HUMAN29050	AMPFI_09680
OG0001196	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997	AMPFI_05001
OG0001196	HUMAN15281	AMPFI_04634
OG0001197	HUMAN04807	AMPFI_13739
OG0001198	HUMAN14133, HUMAN09842	AMPFI_11677, AMPFI_01112
OG0001198	HUMAN03836	AMPFI_14243
OG0001199	HUMAN27627, HUMAN27626	AMPFI_25970
OG0001200	HUMAN08841	AMPFI_13405
OG0001200	HUMAN08842, HUMAN08840	AMPFI_22505
OG0001202	HUMAN22243, HUMAN22242, HUMAN22244	AMPFI_07863
OG0001204	HUMAN13045	AMPFI_14021, AMPFI_11338
OG0001205	HUMAN08993	AMPFI_13876
OG0001207	HUMAN13150, HUMAN17601	AMPFI_02832
OG0001208	HUMAN17864, HUMAN26576	AMPFI_25578
OG0001209	HUMAN27648	AMPFI_10000
OG0001210	HUMAN18754	AMPFI_13828
OG0001210	HUMAN21606	AMPFI_05417
OG0001211	HUMAN17695, HUMAN12935	AMPFI_10364
OG0001212	HUMAN22841	AMPFI_21239
OG0001213	HUMAN03742	AMPFI_07381
OG0001213	HUMAN07278, HUMAN07279	AMPFI_18186
OG0001214	HUMAN06746, HUMAN06745, HUMAN06748, HUMAN06749	AMPFI_05265
OG0001215	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423	AMPFI_10063
OG0001216	HUMAN05988, HUMAN05987	AMPFI_06120
OG0001217	HUMAN29664, HUMAN25763	AMPFI_07018
OG0001218	HUMAN05862, HUMAN00140, HUMAN11965	AMPFI_18506
OG0001219	HUMAN18053, HUMAN24346, HUMAN01814, HUMAN09792, HUMAN09790	AMPFI_23839
OG0001220	HUMAN07348	AMPFI_12004
OG0001221	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180	AMPFI_09440
OG0001223	HUMAN27843, HUMAN11032, HUMAN07991, HUMAN19019, HUMAN11033	AMPFI_23890
OG0001224	HUMAN15488, HUMAN15490	AMPFI_01499
OG0001225	HUMAN09188, HUMAN28761, HUMAN14334	AMPFI_05889
OG0001226	HUMAN00527, HUMAN00528	AMPFI_06001
OG0001227	HUMAN30017	AMPFI_12556
OG0001231	HUMAN08474, HUMAN08473, HUMAN16911	AMPFI_23517
OG0001232	HUMAN10318	AMPFI_08459, AMPFI_09206, AMPFI_03213
OG0001233	HUMAN07688	AMPFI_12663, AMPFI_14959, AMPFI_17326
OG0001236	HUMAN15304	AMPFI_04390
OG0001238	HUMAN09752, HUMAN24272	AMPFI_08671
OG0001238	HUMAN20738, HUMAN12789, HUMAN06408	AMPFI_08263
OG0001241	HUMAN18832, HUMAN18831	AMPFI_10474
OG0001241	HUMAN07799	AMPFI_05156
OG0001243	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639	AMPFI_09177
OG0001247	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060	AMPFI_24091
OG0001248	HUMAN18428, HUMAN27270, HUMAN27268	AMPFI_15716
OG0001249	HUMAN14397, HUMAN05364, HUMAN05363, HUMAN28497, HUMAN00860, HUMAN14396	AMPFI_23310
OG0001250	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131	AMPFI_07433
OG0001251	HUMAN08159, HUMAN08158	AMPFI_15272
OG0001252	HUMAN15100, HUMAN01282, HUMAN14175, HUMAN14174	AMPFI_21190, AMPFI_00156
OG0001253	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965	AMPFI_05658
OG0001256	HUMAN25828	AMPFI_15458
OG0001261	HUMAN22947, HUMAN04078, HUMAN04079	AMPFI_21898
OG0001262	HUMAN29428, HUMAN24853	AMPFI_14619
OG0001263	HUMAN12942	AMPFI_11017
OG0001264	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023	AMPFI_05271
OG0001267	HUMAN27473, HUMAN27475, HUMAN27477, HUMAN27476	AMPFI_16785
OG0001267	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478	AMPFI_03197
OG0001268	HUMAN22451	AMPFI_21846
OG0001268	HUMAN29785, HUMAN29783	AMPFI_17603
OG0001270	HUMAN10267, HUMAN10268, HUMAN10266	AMPFI_10234
OG0001270	HUMAN10495	AMPFI_15423
OG0001271	HUMAN13162, HUMAN27281, HUMAN13161, HUMAN06386	AMPFI_12722
OG0001272	HUMAN10856, HUMAN12263, HUMAN28972	AMPFI_10847
OG0001273	HUMAN09957, HUMAN15061, HUMAN23537	AMPFI_08982
OG0001274	HUMAN01186, HUMAN14450, HUMAN29306	AMPFI_01753
OG0001276	HUMAN05158, HUMAN23988, HUMAN23987	AMPFI_14910
OG0001278	HUMAN13574, HUMAN02569, HUMAN02570	AMPFI_10211
OG0001278	HUMAN28347	AMPFI_19943
OG0001279	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712	AMPFI_05903
OG0001280	HUMAN09972, HUMAN14369, HUMAN28522	AMPFI_23298
OG0001284	HUMAN27205	AMPFI_11093
OG0001284	HUMAN09392	AMPFI_06659
OG0001287	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270	AMPFI_14082
OG0001288	HUMAN09745, HUMAN23493	AMPFI_00778
OG0001290	HUMAN23738, HUMAN09455, HUMAN11087	AMPFI_18904
OG0001291	HUMAN27542, HUMAN22728, HUMAN03289	AMPFI_17861
OG0001292	HUMAN20666, HUMAN18444, HUMAN18446	AMPFI_10776
OG0001293	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393	AMPFI_14701
OG0001294	HUMAN08609	AMPFI_01514
OG0001295	HUMAN17913, HUMAN17912, HUMAN06527	AMPFI_06419
OG0001295	HUMAN12887, HUMAN12884, HUMAN26090, HUMAN26089	AMPFI_07601
OG0001296	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471	AMPFI_12346
OG0001297	HUMAN06849, HUMAN06850, HUMAN02321, HUMAN02322, HUMAN04265	AMPFI_16113
OG0001300	HUMAN21610, HUMAN07635, HUMAN30249	AMPFI_08329
OG0001302	HUMAN00934	AMPFI_15529
OG0001302	HUMAN28036	AMPFI_08047
OG0001304	HUMAN07987, HUMAN11035, HUMAN27849, HUMAN19007	AMPFI_10342
OG0001305	HUMAN14853, HUMAN29257, HUMAN01234	AMPFI_00755
OG0001306	HUMAN01015, HUMAN01014	AMPFI_19010
OG0001306	HUMAN29260	AMPFI_21641
OG0001308	HUMAN03201	AMPFI_17316
OG0001308	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495	AMPFI_00605, AMPFI_01794, AMPFI_03456
OG0001309	HUMAN26186, HUMAN26187	AMPFI_12360
OG0001310	HUMAN09337	AMPFI_04482, AMPFI_16368
OG0001310	HUMAN17449	AMPFI_06804
OG0001311	HUMAN02788	AMPFI_12130
OG0001315	HUMAN13234	AMPFI_21563
OG0001315	HUMAN13233, HUMAN25875	AMPFI_03331
OG0001316	HUMAN22411, HUMAN07507	AMPFI_11413
OG0001317	HUMAN26503, HUMAN26504	AMPFI_14996
OG0001317	HUMAN29334	AMPFI_02448
OG0001318	HUMAN16547, HUMAN16548	AMPFI_07561
OG0001318	HUMAN21172, HUMAN21173	AMPFI_11299
OG0001319	HUMAN30310, HUMAN21541	AMPFI_11777
OG0001320	HUMAN27988, HUMAN27989	AMPFI_25009, AMPFI_10016
OG0001320	HUMAN09292, HUMAN16855, HUMAN16856	AMPFI_00452
OG0001321	HUMAN09666, HUMAN14539	AMPFI_00079
OG0001322	HUMAN03840	AMPFI_10344
OG0001322	HUMAN15479, HUMAN15481	AMPFI_23671
OG0001323	HUMAN08572, HUMAN15462, HUMAN02685, HUMAN04964, HUMAN15463, HUMAN08571, HUMAN15461	AMPFI_22091
