Orthogroup	HUMAN	XENTR
OG0000647	HUMAN03823	XENTR13028, XENTR13027
OG0000648	HUMAN24454	XENTR08177
OG0000648	HUMAN30639, HUMAN30638, HUMAN30677, HUMAN30667, HUMAN24455	XENTR08178
OG0000648	HUMAN11456	XENTR10991
OG0000649	HUMAN25984	XENTR11809
OG0000650	HUMAN18217	XENTR04168
OG0000650	HUMAN06708	XENTR03784
OG0000650	HUMAN20675	XENTR10606
OG0000650	HUMAN29107	XENTR15613
OG0000650	HUMAN26004, HUMAN26007	XENTR12436, XENTR12437
OG0000650	HUMAN18218	XENTR18300
OG0000650	HUMAN17225	XENTR00412
OG0000651	HUMAN06591	XENTR05217
OG0000651	HUMAN26012	XENTR03187
OG0000652	HUMAN21071	XENTR06008
OG0000652	HUMAN26943	XENTR00729
OG0000652	HUMAN30543	XENTR09669
OG0000653	HUMAN12926	XENTR05477, XENTR06857
OG0000653	HUMAN26558, HUMAN26556	XENTR05370
OG0000653	HUMAN14283	XENTR15383
OG0000653	HUMAN08393, HUMAN08395	XENTR08517
OG0000653	HUMAN04740	XENTR11621
OG0000653	HUMAN15855	XENTR02067
OG0000653	HUMAN01203	XENTR00431
OG0000654	HUMAN06311	XENTR06209
OG0000654	HUMAN02928	XENTR17283
OG0000654	HUMAN12517, HUMAN12516	XENTR15108
OG0000654	HUMAN17734	XENTR08609
OG0000657	HUMAN28804	XENTR09582
OG0000657	HUMAN09580	XENTR05287
OG0000660	HUMAN17951	XENTR01113
OG0000660	HUMAN29765, HUMAN20002	XENTR00531
OG0000660	HUMAN18492	XENTR03245
OG0000662	HUMAN13608	XENTR01671
OG0000662	HUMAN20159	XENTR04789
OG0000663	HUMAN28104	XENTR00226
OG0000663	HUMAN16610	XENTR13935, XENTR13936, XENTR13937
OG0000664	HUMAN29786	XENTR18935
OG0000664	HUMAN06961	XENTR10788
OG0000664	HUMAN02401	XENTR02592
OG0000664	HUMAN18076	XENTR08222, XENTR08223, XENTR08221
OG0000664	HUMAN26530	XENTR05344
OG0000665	HUMAN09548	XENTR10286
OG0000665	HUMAN28609	XENTR14325
OG0000665	HUMAN01767, HUMAN01766	XENTR18084
OG0000665	HUMAN17334, HUMAN28606, HUMAN28736	XENTR14324
OG0000666	HUMAN05776	XENTR10727
OG0000666	HUMAN12708	XENTR01680
OG0000666	HUMAN28883	XENTR17784
OG0000666	HUMAN29934	XENTR13165
OG0000670	HUMAN11951	XENTR12241
OG0000670	HUMAN30284	XENTR00704
OG0000670	HUMAN07897	XENTR09058
OG0000670	HUMAN21594, HUMAN21596	XENTR03191, XENTR03192
OG0000670	HUMAN02100	XENTR07429
OG0000671	HUMAN26170, HUMAN26169	XENTR09206
OG0000671	HUMAN30521	XENTR09653
OG0000671	HUMAN20442	XENTR07969
OG0000671	HUMAN02416	XENTR16879
OG0000671	HUMAN06726	XENTR00381
OG0000672	HUMAN21925	XENTR10536
OG0000672	HUMAN11935	XENTR18111
OG0000672	HUMAN13493	XENTR14352
OG0000674	HUMAN09924	XENTR01435
OG0000674	HUMAN01613	XENTR06759
OG0000674	HUMAN04193	XENTR08702
OG0000676	HUMAN28075	XENTR05112
OG0000676	HUMAN19050	XENTR10868
OG0000676	HUMAN18527	XENTR08597
OG0000676	HUMAN30341	XENTR02025
OG0000676	HUMAN07788	XENTR07079
OG0000678	HUMAN12984	XENTR13134
OG0000678	HUMAN10229	XENTR01860
OG0000678	HUMAN20207	XENTR03885
OG0000680	HUMAN06270	XENTR03777, XENTR07100
OG0000681	HUMAN22874	XENTR01035
OG0000681	HUMAN30330, HUMAN07593	XENTR10823
OG0000681	HUMAN02332	XENTR02583
OG0000681	HUMAN04346, HUMAN04345	XENTR09876
OG0000681	HUMAN04347	XENTR09875
OG0000682	HUMAN17110	XENTR06453
OG0000682	HUMAN03634	XENTR17621
OG0000682	HUMAN22132	XENTR15062
OG0000683	HUMAN29566	XENTR15130
OG0000683	HUMAN28759, HUMAN14845	XENTR06503
OG0000683	HUMAN01197	XENTR00426
OG0000684	HUMAN13719	XENTR03725
OG0000684	HUMAN11584	XENTR03724
OG0000685	HUMAN15987	XENTR05435
OG0000685	HUMAN05078, HUMAN05077	XENTR04446
OG0000685	HUMAN06870	XENTR00393
OG0000690	HUMAN00660	XENTR12763
OG0000690	HUMAN25490	XENTR09156
OG0000690	HUMAN30038	XENTR16042
OG0000690	HUMAN23985	XENTR13758
OG0000691	HUMAN27972	XENTR12556
OG0000691	HUMAN11215	XENTR00454
OG0000691	HUMAN24570	XENTR14240
OG0000691	HUMAN18866	XENTR02488
OG0000692	HUMAN11735	XENTR09451
OG0000693	HUMAN00433	XENTR17235
OG0000693	HUMAN11745	XENTR06541
OG0000693	HUMAN29182, HUMAN29183	XENTR06151
OG0000694	HUMAN17273	XENTR09772
OG0000695	HUMAN08341	XENTR16234
OG0000695	HUMAN15342	XENTR16120, XENTR14294
OG0000695	HUMAN15501	XENTR14295
OG0000695	HUMAN25018	XENTR16607
OG0000696	HUMAN25700	XENTR00213
OG0000696	HUMAN02408	XENTR05925
OG0000696	HUMAN05313, HUMAN05312	XENTR08480
OG0000697	HUMAN26804, HUMAN26803	XENTR02874
OG0000697	HUMAN01360	XENTR02556
OG0000697	HUMAN29864, HUMAN29865	XENTR06818
OG0000697	HUMAN21104, HUMAN21106	XENTR11308
OG0000698	HUMAN02486, HUMAN02485	XENTR05540
OG0000698	HUMAN04921	XENTR12807
OG0000698	HUMAN08679, HUMAN08678	XENTR11709
OG0000699	HUMAN05215	XENTR15466
OG0000699	HUMAN29998, HUMAN29994, HUMAN29993, HUMAN29997	XENTR05930
OG0000699	HUMAN26731, HUMAN26730	XENTR17608
OG0000699	HUMAN18295	XENTR08574
OG0000699	HUMAN05213, HUMAN05214	XENTR15520, XENTR15465
OG0000700	HUMAN01382	XENTR02562, XENTR02563
OG0000700	HUMAN06079	XENTR17342
OG0000700	HUMAN03881	XENTR09480
OG0000700	HUMAN16330, HUMAN16329	XENTR11193
OG0000701	HUMAN03226	XENTR08926
OG0000701	HUMAN03225	XENTR08927
OG0000701	HUMAN17194	XENTR06451
OG0000701	HUMAN26260, HUMAN26261	XENTR01949
OG0000702	HUMAN14229	XENTR11939
OG0000702	HUMAN13986	XENTR05068
OG0000702	HUMAN09541	XENTR14141
OG0000703	HUMAN24282	XENTR08730, XENTR08729
OG0000703	HUMAN22696, HUMAN22695, HUMAN22697	XENTR05594
OG0000705	HUMAN26498	XENTR06402
OG0000705	HUMAN20936	XENTR07055
OG0000705	HUMAN26497	XENTR06403
OG0000705	HUMAN26496	XENTR06404
OG0000705	HUMAN26488	XENTR02844
OG0000705	HUMAN20931	XENTR07060
OG0000705	HUMAN10043	XENTR01447
OG0000705	HUMAN28855, HUMAN28856	XENTR09187, XENTR09186
OG0000706	HUMAN25477	XENTR09148
OG0000706	HUMAN02403, HUMAN02402	XENTR02593
OG0000707	HUMAN27766	XENTR14753
OG0000707	HUMAN26828	XENTR02372
OG0000707	HUMAN22535, HUMAN22534, HUMAN22533, HUMAN22532, HUMAN22536, HUMAN22609, HUMAN19776	XENTR10190
OG0000708	HUMAN01283	XENTR03991
OG0000708	HUMAN30508, HUMAN30507	XENTR06811
OG0000709	HUMAN04953	XENTR12794
OG0000709	HUMAN03251	XENTR12280
OG0000710	HUMAN23146	XENTR00408
OG0000710	HUMAN11225	XENTR00504
OG0000710	HUMAN17439	XENTR05184
OG0000710	HUMAN00560, HUMAN00561	XENTR05464
OG0000711	HUMAN07022	XENTR10807
OG0000711	HUMAN04234	XENTR17290
OG0000711	HUMAN06823	XENTR14028
OG0000711	HUMAN03946	XENTR12075
OG0000712	HUMAN24190	XENTR04994
OG0000712	HUMAN30314	XENTR00668
OG0000712	HUMAN05265	XENTR15876
OG0000712	HUMAN23072	XENTR04890
OG0000713	HUMAN11949	XENTR18876
OG0000713	HUMAN29681	XENTR06309
OG0000715	HUMAN17781	XENTR03141
OG0000715	HUMAN06635, HUMAN06633	XENTR05201
OG0000715	HUMAN20618	XENTR15992
OG0000716	HUMAN29657, HUMAN29658	XENTR06302
OG0000716	HUMAN25164	XENTR07615, XENTR18854
OG0000717	HUMAN02063	XENTR04673
OG0000717	HUMAN29172	XENTR10456
OG0000717	HUMAN24856	XENTR15535
OG0000718	HUMAN01467	XENTR16847
OG0000718	HUMAN15637	XENTR16460
OG0000718	HUMAN01962	XENTR09687
OG0000718	HUMAN15306	XENTR17406
OG0000718	HUMAN07484	XENTR10099
OG0000720	HUMAN23733	XENTR00549
OG0000720	HUMAN09669, HUMAN09667	XENTR11251
OG0000721	HUMAN19959	XENTR04541
OG0000721	HUMAN29978	XENTR08795
OG0000721	HUMAN05451	XENTR14738
OG0000721	HUMAN25792	XENTR09604
OG0000722	HUMAN09223	XENTR06651
OG0000722	HUMAN02691	XENTR07504
OG0000722	HUMAN04759	XENTR09493
OG0000722	HUMAN27014	XENTR17327
OG0000723	HUMAN21074	XENTR06009
OG0000723	HUMAN10400, HUMAN10399	XENTR01819, XENTR06799
OG0000724	HUMAN09359	XENTR15314
OG0000725	HUMAN01233	XENTR04704
OG0000725	HUMAN04340	XENTR04435
OG0000726	HUMAN18123, HUMAN18124	XENTR09424
OG0000726	HUMAN06404	XENTR03808
OG0000729	HUMAN30684, HUMAN10969, HUMAN30703, HUMAN09097, HUMAN10988, HUMAN10977, HUMAN09108, HUMAN09095, HUMAN10986, HUMAN09103, HUMAN09079, HUMAN09101, HUMAN30682, HUMAN09081, HUMAN09116, HUMAN09120, HUMAN09115, HUMAN09086, HUMAN09090, HUMAN09092, HUMAN10987, HUMAN09117, HUMAN10976, HUMAN09080, HUMAN09085, HUMAN09100, HUMAN09082, HUMAN09094, HUMAN09084, HUMAN09077, HUMAN09107, HUMAN09076	XENTR17906, XENTR17907, XENTR17908, XENTR18898, XENTR18104, XENTR17904, XENTR17656, XENTR17660, XENTR18108, XENTR17655
OG0000730	HUMAN06577	XENTR05215
OG0000730	HUMAN17989	XENTR00132
OG0000730	HUMAN26220	XENTR03375
OG0000730	HUMAN06664, HUMAN06663	XENTR12898
OG0000731	HUMAN22042	XENTR06230
OG0000731	HUMAN30245	XENTR09272
OG0000731	HUMAN07638	XENTR06186
OG0000732	HUMAN30214	XENTR11927
OG0000732	HUMAN18534	XENTR08594
OG0000732	HUMAN14638, HUMAN14637, HUMAN14636	XENTR13213
OG0000732	HUMAN01096	XENTR00357
OG0000733	HUMAN08500	XENTR12956
OG0000733	HUMAN04842	XENTR09501
OG0000733	HUMAN02482	XENTR05537
OG0000733	HUMAN08921, HUMAN08918	XENTR08499
OG0000734	HUMAN29415	XENTR06181
OG0000734	HUMAN01343, HUMAN01342	XENTR01296
OG0000735	HUMAN25549	XENTR03017
OG0000735	HUMAN18959	XENTR16831
OG0000735	HUMAN28130	XENTR00243, XENTR00244
OG0000736	HUMAN20622	XENTR15994
OG0000736	HUMAN06476	XENTR08563
OG0000736	HUMAN17852	XENTR05404
OG0000736	HUMAN02972	XENTR02910
OG0000737	HUMAN03705	XENTR14208
OG0000737	HUMAN17101	XENTR06458
OG0000738	HUMAN19112, HUMAN19111	XENTR01705
OG0000738	HUMAN14030	XENTR04970
OG0000738	HUMAN28176	XENTR10746
OG0000740	HUMAN18572	XENTR18507
OG0000740	HUMAN28388	XENTR17533
OG0000740	HUMAN22675	XENTR09702
OG0000740	HUMAN03196	XENTR08917
OG0000743	HUMAN10614	XENTR01379
OG0000743	HUMAN16281	XENTR11189
OG0000743	HUMAN13445	XENTR01696
OG0000743	HUMAN10624, HUMAN10625	XENTR01380
OG0000743	HUMAN13443	XENTR01695
OG0000744	HUMAN00289, HUMAN00292, HUMAN00290, HUMAN00281, HUMAN07979	XENTR04571
OG0000744	HUMAN27970	XENTR16235
OG0000744	HUMAN18870	XENTR02481
OG0000745	HUMAN16913, HUMAN16912	XENTR18661, XENTR01647
OG0000746	HUMAN25657	XENTR13882, XENTR13881, XENTR13885
OG0000746	HUMAN06050	XENTR05636
OG0000748	HUMAN12918, HUMAN12919	XENTR10860, XENTR10861
OG0000749	HUMAN08964, HUMAN08965	XENTR13529
OG0000749	HUMAN08966	XENTR13528
OG0000750	HUMAN08524	XENTR09003
OG0000750	HUMAN24690, HUMAN24689, HUMAN24092	XENTR09731
OG0000751	HUMAN26069	XENTR03358
OG0000751	HUMAN21913	XENTR00118
OG0000751	HUMAN14197, HUMAN14196, HUMAN14195	XENTR09818
OG0000752	HUMAN03702	XENTR14203
OG0000752	HUMAN29677, HUMAN29676, HUMAN29675	XENTR03680
OG0000752	HUMAN00918	XENTR00306
OG0000752	HUMAN14778	XENTR11450
OG0000753	HUMAN09485	XENTR13232
OG0000753	HUMAN02007	XENTR16935
OG0000753	HUMAN05622, HUMAN05621	XENTR06041, XENTR06042
OG0000755	HUMAN08181	XENTR15916
OG0000755	HUMAN24591	XENTR08361
OG0000756	HUMAN24073	XENTR13774
OG0000757	HUMAN13317, HUMAN25714	XENTR13722
OG0000757	HUMAN19627	XENTR08420
OG0000757	HUMAN18080	XENTR10378
OG0000758	HUMAN00461, HUMAN00462	XENTR12870
OG0000758	HUMAN28238	XENTR12401
OG0000758	HUMAN16598	XENTR06058
OG0000759	HUMAN17790	XENTR03136
OG0000759	HUMAN17794	XENTR03134
OG0000759	HUMAN27300, HUMAN27301	XENTR01884
OG0000759	HUMAN17543	XENTR18352
OG0000760	HUMAN05782	XENTR10725
OG0000761	HUMAN29145	XENTR17935
OG0000761	HUMAN14464	XENTR15207
OG0000761	HUMAN02283	XENTR01309
OG0000762	HUMAN06537	XENTR07103
OG0000762	HUMAN17947, HUMAN17946	XENTR01118
OG0000762	HUMAN26153	XENTR14074
OG0000763	HUMAN15002	XENTR05044, XENTR08259
OG0000763	HUMAN23674	XENTR08260
OG0000763	HUMAN15712, HUMAN15711	XENTR10626
OG0000764	HUMAN01181	XENTR06830, XENTR13254
OG0000765	HUMAN01542	XENTR01990
OG0000765	HUMAN07243	XENTR01184
OG0000766	HUMAN01845, HUMAN01843	XENTR17891
OG0000766	HUMAN14280	XENTR13807
OG0000766	HUMAN23727	XENTR00551
OG0000767	HUMAN09350	XENTR03830
OG0000767	HUMAN18691, HUMAN18692	XENTR00589
OG0000768	HUMAN02829	XENTR00756
OG0000768	HUMAN21055	XENTR13472
OG0000772	HUMAN28705, HUMAN28706, HUMAN28704	XENTR07457, XENTR07456
OG0000774	HUMAN01303	XENTR04669, XENTR14580
OG0000774	HUMAN25353	XENTR04231
OG0000775	HUMAN25468	XENTR09141
OG0000775	HUMAN07094	XENTR01130
OG0000776	HUMAN23098	XENTR04910
OG0000776	HUMAN29543, HUMAN30264	XENTR05244
OG0000777	HUMAN20209	XENTR03884
OG0000777	HUMAN12177	XENTR01854
OG0000777	HUMAN13333	XENTR13724
OG0000778	HUMAN18394, HUMAN18393	XENTR03256
OG0000778	HUMAN11998	XENTR18913
OG0000778	HUMAN21684	XENTR03112
OG0000778	HUMAN00117	XENTR04100
OG0000779	HUMAN29418	XENTR06178
OG0000779	HUMAN19017	XENTR02460
OG0000779	HUMAN25627, HUMAN25628, HUMAN25626	XENTR07467
OG0000779	HUMAN27878	XENTR06587
OG0000780	HUMAN08674	XENTR11708
OG0000780	HUMAN12283, HUMAN12282	XENTR10194
OG0000781	HUMAN25364	XENTR15057
OG0000782	HUMAN14354	XENTR15723
OG0000782	HUMAN13919	XENTR08315
OG0000782	HUMAN01526	XENTR12833
OG0000782	HUMAN09694	XENTR02660
OG0000784	HUMAN18358	XENTR09641
OG0000784	HUMAN24114	XENTR15068
OG0000784	HUMAN21806	XENTR00277
OG0000784	HUMAN07657	XENTR07231
OG0000784	HUMAN19259	XENTR13377
OG0000786	HUMAN02357	XENTR07423
OG0000786	HUMAN01417	XENTR02335, XENTR02338, XENTR02336
OG0000786	HUMAN19903	XENTR00867
OG0000786	HUMAN12082	XENTR12186
OG0000787	HUMAN27681	XENTR02696
OG0000787	HUMAN03250	XENTR12281
OG0000787	HUMAN22686	XENTR08846
OG0000788	HUMAN04410	XENTR04467
OG0000788	HUMAN27018	XENTR16399
OG0000788	HUMAN28674	XENTR15693
OG0000788	HUMAN01749	XENTR18205
OG0000790	HUMAN02458	XENTR03512
OG0000790	HUMAN14409, HUMAN14408, HUMAN14410	XENTR08093
OG0000791	HUMAN27291	XENTR01881
OG0000791	HUMAN06332	XENTR06218
OG0000791	HUMAN18232	XENTR04189
OG0000792	HUMAN26127	XENTR02294
OG0000792	HUMAN17926	XENTR07185
OG0000792	HUMAN07120, HUMAN07119	XENTR01146
OG0000793	HUMAN01813	XENTR18227
OG0000793	HUMAN23530, HUMAN23529	XENTR14087
OG0000793	HUMAN09808, HUMAN09807, HUMAN09806	XENTR10065
OG0000793	HUMAN09819, HUMAN09820	XENTR12127, XENTR12126
OG0000794	HUMAN12200, HUMAN12197, HUMAN12195	XENTR04044
OG0000794	HUMAN05033, HUMAN05029	XENTR01141, XENTR18009
OG0000795	HUMAN30436	XENTR05266
OG0000796	HUMAN05204	XENTR14737
OG0000796	HUMAN11792	XENTR13815
OG0000796	HUMAN18400	XENTR03253
OG0000796	HUMAN30000	XENTR05933
OG0000797	HUMAN23752, HUMAN23754	XENTR01630
OG0000797	HUMAN23003, HUMAN23004	XENTR05651
OG0000798	HUMAN12996	XENTR07369
OG0000798	HUMAN10260	XENTR01010
OG0000799	HUMAN03572, HUMAN03573	XENTR08849
OG0000799	HUMAN24207, HUMAN24208, HUMAN24205	XENTR10335
OG0000799	HUMAN22273, HUMAN22272, HUMAN22274	XENTR08757
OG0000799	HUMAN17345	XENTR01900
OG0000801	HUMAN09761	XENTR05278
OG0000801	HUMAN13969	XENTR05077
OG0000802	HUMAN01155, HUMAN01153, HUMAN01154	XENTR07794
OG0000802	HUMAN14855	XENTR06509
OG0000802	HUMAN01190, HUMAN01189	XENTR13246
OG0000802	HUMAN14331, HUMAN14330	XENTR16777
OG0000802	HUMAN15853, HUMAN15854	XENTR02068
OG0000802	HUMAN08400	XENTR09051
OG0000802	HUMAN08401	XENTR09050
OG0000802	HUMAN23294	XENTR12147
OG0000803	HUMAN04198	XENTR10876, XENTR10877
OG0000805	HUMAN29084, HUMAN29083	XENTR06363
OG0000805	HUMAN24786	XENTR15603
OG0000805	HUMAN24785	XENTR15604
OG0000805	HUMAN02138	XENTR04693
OG0000805	HUMAN21807	XENTR00279
OG0000809	HUMAN15032, HUMAN15033, HUMAN15030	XENTR14827
OG0000809	HUMAN23557	XENTR06847
OG0000810	HUMAN00992	XENTR00056
OG0000810	HUMAN21423	XENTR17048
OG0000810	HUMAN20624, HUMAN20625	XENTR16257
OG0000811	HUMAN20401	XENTR11168, XENTR16298
OG0000813	HUMAN03259, HUMAN22179	XENTR13150, XENTR13151
OG0000814	HUMAN09482	XENTR13230
OG0000814	HUMAN26312	XENTR03397
OG0000815	HUMAN07837	XENTR02731
OG0000815	HUMAN17849	XENTR05406
OG0000815	HUMAN02971	XENTR02911
OG0000816	HUMAN04902	XENTR12785
OG0000816	HUMAN17010	XENTR13049
OG0000816	HUMAN15773	XENTR02094
OG0000816	HUMAN22732	XENTR05575
OG0000816	HUMAN03583	XENTR16977
OG0000817	HUMAN06596	XENTR05219
OG0000817	HUMAN03169	XENTR09302
OG0000817	HUMAN27263	XENTR17704, XENTR17705
OG0000818	HUMAN20108, HUMAN20109	XENTR04812
OG0000818	HUMAN25966	XENTR00964
OG0000818	HUMAN13463	XENTR01697
OG0000818	HUMAN15929, HUMAN15930, HUMAN15928	XENTR05672
OG0000819	HUMAN04360	XENTR09864
OG0000819	HUMAN12285, HUMAN12284	XENTR10193, XENTR10192
OG0000820	HUMAN12563	XENTR14094
OG0000820	HUMAN26046, HUMAN26049, HUMAN26047	XENTR03160
OG0000820	HUMAN17877	XENTR05390
OG0000820	HUMAN06271, HUMAN06272	XENTR07096
OG0000822	HUMAN06077, HUMAN06076	XENTR17339
OG0000824	HUMAN12192, HUMAN12199	XENTR04939
OG0000825	HUMAN17393	XENTR10589
OG0000825	HUMAN24372	XENTR16089
OG0000825	HUMAN06887	XENTR09274
OG0000826	HUMAN18961	XENTR02499
OG0000827	HUMAN28623	XENTR18584
OG0000828	HUMAN23682, HUMAN23683	XENTR00582
OG0000828	HUMAN07354	XENTR06348
OG0000829	HUMAN09769, HUMAN09770	XENTR05273
OG0000829	HUMAN23704	XENTR00567
OG0000829	HUMAN03517	XENTR08272
OG0000829	HUMAN27574	XENTR01966
OG0000829	HUMAN17189	XENTR19142
OG0000830	HUMAN10228, HUMAN10227, HUMAN13475	XENTR01489
OG0000830	HUMAN04465	XENTR18052
OG0000831	HUMAN00865, HUMAN00861	XENTR00317
OG0000831	HUMAN21217	XENTR15182
OG0000831	HUMAN05719	XENTR14806, XENTR14807
OG0000831	HUMAN17250	XENTR09776
OG0000832	HUMAN08917	XENTR08500
OG0000833	HUMAN14526	XENTR05865
OG0000833	HUMAN14694	XENTR12214
OG0000833	HUMAN28569	XENTR04296
OG0000833	HUMAN00981	XENTR00046
OG0000834	HUMAN06471	XENTR08567
OG0000834	HUMAN12572	XENTR17187
OG0000834	HUMAN26292	XENTR03386
OG0000834	HUMAN18196	XENTR12342
OG0000835	HUMAN04187	XENTR16025
OG0000835	HUMAN19697	XENTR16652
OG0000836	HUMAN09550	XENTR10284
OG0000837	HUMAN25283	XENTR09514
OG0000837	HUMAN19289	XENTR18045
OG0000838	HUMAN07009	XENTR08945
OG0000838	HUMAN07011	XENTR18076
OG0000838	HUMAN16347	XENTR05664
OG0000841	HUMAN28389	XENTR17534
OG0000841	HUMAN25529	XENTR09621
OG0000842	HUMAN11438, HUMAN28733, HUMAN28739, HUMAN28726	XENTR15340
OG0000842	HUMAN17591	XENTR13923
OG0000842	HUMAN12703	XENTR01677
OG0000842	HUMAN27200	XENTR11008, XENTR11009
OG0000844	HUMAN00341, HUMAN00340, HUMAN00339	XENTR17965
OG0000844	HUMAN21889, HUMAN21890	XENTR06250
OG0000845	HUMAN29728	XENTR10269
OG0000845	HUMAN30115	XENTR12604
OG0000845	HUMAN05320	XENTR08484
OG0000846	HUMAN18548, HUMAN18550	XENTR17745
OG0000846	HUMAN05197	XENTR16919, XENTR16918
OG0000847	HUMAN12189	XENTR18143, XENTR18591
OG0000847	HUMAN19801	XENTR00819
OG0000848	HUMAN07569	XENTR13197, XENTR13196
OG0000848	HUMAN22921	XENTR12202
OG0000849	HUMAN01370	XENTR02560
OG0000849	HUMAN01454	XENTR07414
OG0000849	HUMAN04171	XENTR04112
OG0000850	HUMAN00998	XENTR00057
OG0000850	HUMAN03430	XENTR12447
OG0000851	HUMAN17389	XENTR10592
OG0000851	HUMAN22898	XENTR01014
OG0000852	HUMAN01598	XENTR17178
OG0000852	HUMAN18978, HUMAN18977	XENTR02441
OG0000852	HUMAN13869	XENTR15626
OG0000853	HUMAN08276	XENTR02400
OG0000853	HUMAN15868	XENTR02063
OG0000855	HUMAN12462	XENTR02574, XENTR02573
OG0000856	HUMAN05021, HUMAN05020	XENTR16440, XENTR16441, XENTR14487
OG0000856	HUMAN01381, HUMAN01373, HUMAN01375, HUMAN01376, HUMAN01377, HUMAN01378, HUMAN01380, HUMAN01374, HUMAN01379	XENTR02561
OG0000857	HUMAN24948, HUMAN05809, HUMAN04190	XENTR11492
OG0000858	HUMAN27046, HUMAN27045	XENTR15971
OG0000858	HUMAN19566, HUMAN05690	XENTR10077, XENTR10078
OG0000859	HUMAN01835	XENTR19026
OG0000859	HUMAN09993	XENTR03127
OG0000859	HUMAN23491	XENTR05830
OG0000859	HUMAN14489	XENTR10647, XENTR10646
OG0000860	HUMAN29300	XENTR06781
OG0000860	HUMAN01277	XENTR03999
OG0000861	HUMAN28119, HUMAN28117	XENTR00233
OG0000863	HUMAN25393	XENTR05892
OG0000866	HUMAN26002	XENTR12438
OG0000868	HUMAN08901	XENTR08506
OG0000869	HUMAN00016	XENTR08068
OG0000869	HUMAN23280	XENTR11026
OG0000871	HUMAN30324	XENTR14179
OG0000872	HUMAN05052, HUMAN05051	XENTR10169
OG0000872	HUMAN16344	XENTR12689
OG0000872	HUMAN20384	XENTR12885
OG0000873	HUMAN14987	XENTR11936
OG0000873	HUMAN09518	XENTR08135
OG0000874	HUMAN22955	XENTR03555
OG0000874	HUMAN04088	XENTR18666
OG0000874	HUMAN20636	XENTR10470
OG0000875	HUMAN28345	XENTR15432
OG0000875	HUMAN18108	XENTR08213
OG0000876	HUMAN02797	XENTR06284, XENTR06285
OG0000876	HUMAN06402	XENTR03810
OG0000876	HUMAN19662	XENTR01097
OG0000877	HUMAN18986	XENTR02432, XENTR02438
OG0000877	HUMAN18987	XENTR19180
OG0000878	HUMAN04661, HUMAN04660	XENTR10168
OG0000878	HUMAN26944	XENTR00725
OG0000878	HUMAN26167	XENTR09205
OG0000879	HUMAN22026, HUMAN22025	XENTR10540
OG0000879	HUMAN11933	XENTR18110
OG0000879	HUMAN06283	XENTR03813
OG0000880	HUMAN21143	XENTR11909
OG0000880	HUMAN25036	XENTR02551
OG0000880	HUMAN26847	XENTR02382
OG0000880	HUMAN29870, HUMAN29869	XENTR15144
OG0000881	HUMAN12291	XENTR11112, XENTR11328
OG0000882	HUMAN25185	XENTR03615
OG0000882	HUMAN24494, HUMAN24493	XENTR02130
OG0000882	HUMAN19192	XENTR16807
OG0000882	HUMAN25186	XENTR03617, XENTR03616
OG0000882	HUMAN00713	XENTR12051
OG0000883	HUMAN09654	XENTR11240
OG0000883	HUMAN15097	XENTR08110
OG0000887	HUMAN19125	XENTR02978
OG0000887	HUMAN02796	XENTR06287
OG0000888	HUMAN01523	XENTR12831
OG0000888	HUMAN14144	XENTR13292, XENTR13291
OG0000888	HUMAN17235	XENTR01928
OG0000889	HUMAN16803	XENTR17043
OG0000889	HUMAN13087	XENTR16104
OG0000889	HUMAN19799	XENTR00818
OG0000890	HUMAN16690	XENTR18941, XENTR07606, XENTR07605
OG0000890	HUMAN19479, HUMAN19478	XENTR12846
OG0000893	HUMAN26905	XENTR01359
OG0000893	HUMAN20941	XENTR07052, XENTR07051
OG0000894	HUMAN22934	XENTR12194
OG0000894	HUMAN20156	XENTR04788
OG0000894	HUMAN25909	XENTR16604
OG0000895	HUMAN14000, HUMAN13999	XENTR05065
OG0000895	HUMAN23630	XENTR03432
OG0000895	HUMAN10073	XENTR03123
OG0000896	HUMAN05088, HUMAN05089	XENTR18869
OG0000896	HUMAN02560	XENTR13448
OG0000896	HUMAN04868	XENTR09474
OG0000897	HUMAN20369	XENTR01334, XENTR01333
OG0000897	HUMAN01428	XENTR01226, XENTR03509
OG0000898	HUMAN01291, HUMAN01290, HUMAN01289	XENTR03982, XENTR12217
OG0000899	HUMAN22308	XENTR11770, XENTR11769
OG0000899	HUMAN23989	XENTR03655
OG0000900	HUMAN01356, HUMAN02358	XENTR07957
OG0000900	HUMAN07002	XENTR08949
OG0000900	HUMAN04444	XENTR16631
OG0000900	HUMAN16078	XENTR11493
OG0000904	HUMAN03047, HUMAN24362, HUMAN30132	XENTR10340
OG0000904	HUMAN03200	XENTR08923
OG0000904	HUMAN22497, HUMAN22498	XENTR04176
OG0000905	HUMAN04252	XENTR07482
OG0000905	HUMAN04253	XENTR18937
OG0000906	HUMAN24852	XENTR15532
OG0000906	HUMAN29427	XENTR06172
OG0000907	HUMAN01311	XENTR04660
OG0000907	HUMAN28917, HUMAN28918, HUMAN28916	XENTR05742
OG0000908	HUMAN03690, HUMAN27510	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184
OG0000908	HUMAN03117	XENTR04273
OG0000909	HUMAN25145	XENTR10672
OG0000909	HUMAN19496	XENTR12839
OG0000909	HUMAN00496	XENTR08443
OG0000911	HUMAN12682, HUMAN12683	XENTR18175
