Orthogroup	HUMAN	PFLAV
OG0000372	HUMAN22749	TCONS_00029355.p1
OG0000372	HUMAN00421	TCONS_00057185.p1
OG0000372	HUMAN23778	TCONS_00044124.p1
OG0000372	HUMAN18835, HUMAN16705	TCONS_00055414.p1
OG0000373	HUMAN07152, HUMAN07150, HUMAN04999	TCONS_00006362.p1
OG0000373	HUMAN16794	TCONS_00014579.p1
OG0000374	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433	TCONS_00002547.p1
OG0000374	HUMAN03380, HUMAN22685	TCONS_00030526.p1
OG0000374	HUMAN06431, HUMAN06430, HUMAN17757	TCONS_00002546.p1
OG0000375	HUMAN10694, HUMAN10742, HUMAN10275, HUMAN12054, HUMAN12057	TCONS_00013336.p1
OG0000375	HUMAN25491	TCONS_00046009.p1
OG0000378	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089	TCONS_00001951.p1
OG0000378	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643	TCONS_00017780.p1
OG0000379	HUMAN11868	TCONS_00005740.p1
OG0000379	HUMAN10494, HUMAN12062	TCONS_00013597.p1
OG0000379	HUMAN30691, HUMAN17335	TCONS_00013619.p1
OG0000379	HUMAN00722, HUMAN00721	TCONS_00044694.p1
OG0000380	HUMAN22952, HUMAN24062	TCONS_00040864.p1, TCONS_00038906.p1, TCONS_00015765.p1, TCONS_00044501.p1, TCONS_00034044.p1, TCONS_00014533.p1, TCONS_00051265.p1
OG0000380	HUMAN28346	TCONS_00016402.p1, TCONS_00045778.p1
OG0000380	HUMAN22662, HUMAN05376, HUMAN28299	TCONS_00037200.p1, TCONS_00044572.p1, TCONS_00026083.p1
OG0000380	HUMAN04882, HUMAN18649	TCONS_00008319.p1, TCONS_00041135.p1
OG0000382	HUMAN06950	TCONS_00049124.p1
OG0000382	HUMAN26825, HUMAN26823, HUMAN20891	TCONS_00048188.p1
OG0000384	HUMAN22826	TCONS_00026546.p1
OG0000384	HUMAN17917	TCONS_00019959.p1
OG0000385	HUMAN17828, HUMAN26509, HUMAN26510, HUMAN26041	TCONS_00000219.p1
OG0000386	HUMAN23124, HUMAN05335, HUMAN30459	TCONS_00021795.p1, TCONS_00024023.p1, TCONS_00025390.p1, TCONS_00048379.p1, TCONS_00009685.p1
OG0000389	HUMAN05183	TCONS_00043098.p1
OG0000389	HUMAN23760, HUMAN03279	TCONS_00031058.p1
OG0000391	HUMAN03741	TCONS_00027258.p1
OG0000391	HUMAN12541, HUMAN12542, HUMAN06600, HUMAN26310, HUMAN18162	TCONS_00003870.p1
OG0000392	HUMAN23483, HUMAN23482, HUMAN14994, HUMAN01116	TCONS_00053118.p1
OG0000393	HUMAN07234	TCONS_00035297.p1, TCONS_00035111.p1, TCONS_00000681.p1
OG0000393	HUMAN13374	TCONS_00007376.p1
OG0000395	HUMAN19542, HUMAN05545	TCONS_00040479.p1
OG0000396	HUMAN09495	TCONS_00028693.p1
OG0000397	HUMAN17188	TCONS_00027690.p1
OG0000399	HUMAN08526	TCONS_00010744.p1
OG0000399	HUMAN16706	TCONS_00046673.p1
OG0000399	HUMAN01751, HUMAN09596, HUMAN14913	TCONS_00033335.p1
OG0000400	HUMAN25403	TCONS_00000839.p1, TCONS_00000848.p1
OG0000401	HUMAN12512, HUMAN02934	TCONS_00006320.p1, TCONS_00006317.p1, TCONS_00056947.p1
OG0000402	HUMAN27407, HUMAN03424	TCONS_00027661.p1, TCONS_00041558.p1
OG0000402	HUMAN19232, HUMAN08155	TCONS_00007774.p1, TCONS_00007776.p1, TCONS_00009297.p1, TCONS_00008069.p1, TCONS_00009298.p1, TCONS_00007087.p1, TCONS_00007773.p1, TCONS_00007089.p1
OG0000403	HUMAN05388, HUMAN05390	TCONS_00022535.p1, TCONS_00002334.p1, TCONS_00002331.p1, TCONS_00002320.p1, TCONS_00022532.p1, TCONS_00022534.p1
OG0000403	HUMAN16242, HUMAN30309	TCONS_00000039.p1, TCONS_00001218.p1, TCONS_00002333.p1, TCONS_00022536.p1, TCONS_00022543.p1, TCONS_00016078.p1, TCONS_00018804.p1
OG0000404	HUMAN28568, HUMAN00982	TCONS_00054293.p1
OG0000404	HUMAN28453	TCONS_00054584.p1
OG0000404	HUMAN28451	TCONS_00053458.p1
OG0000404	HUMAN28452	TCONS_00023670.p1
OG0000405	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577	TCONS_00029005.p1
OG0000409	HUMAN12100, HUMAN12099, HUMAN07118, HUMAN11758, HUMAN11760	TCONS_00047640.p1
OG0000410	HUMAN15661, HUMAN24012, HUMAN22614	TCONS_00043766.p1
OG0000411	HUMAN00458, HUMAN25340	TCONS_00000518.p1
OG0000411	HUMAN03134, HUMAN03135	TCONS_00015591.p1
OG0000412	HUMAN01024	TCONS_00047562.p1
OG0000412	HUMAN03115	TCONS_00031385.p1
OG0000412	HUMAN29280	TCONS_00014987.p1, TCONS_00014980.p1, TCONS_00014982.p1, TCONS_00014985.p1
OG0000413	HUMAN09264, HUMAN18689, HUMAN15493	TCONS_00011626.p1
OG0000413	HUMAN22024, HUMAN05237, HUMAN30227	TCONS_00021738.p1
OG0000415	HUMAN20769, HUMAN08217, HUMAN24467, HUMAN24466, HUMAN18980, HUMAN18610, HUMAN18609	TCONS_00043133.p1, TCONS_00042615.p1, TCONS_00049671.p1, TCONS_00049661.p1, TCONS_00019761.p1
OG0000416	HUMAN01240, HUMAN01239, HUMAN01245, HUMAN01241, HUMAN01238, HUMAN01242, HUMAN01246, HUMAN01243, HUMAN01244	TCONS_00035217.p1
OG0000419	HUMAN03932	TCONS_00023123.p1
OG0000421	HUMAN01885, HUMAN15081, HUMAN15082, HUMAN23568, HUMAN10012, HUMAN10013, HUMAN01883, HUMAN10009, HUMAN01884	TCONS_00037029.p1, TCONS_00037027.p1, TCONS_00037026.p1, TCONS_00037025.p1, TCONS_00037028.p1, TCONS_00056194.p2, TCONS_00056197.p1, TCONS_00056198.p1, TCONS_00056183.p1, TCONS_00056184.p1
OG0000422	HUMAN00789, HUMAN16673	TCONS_00046248.p1, TCONS_00045180.p1, TCONS_00045181.p1
OG0000424	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410	TCONS_00036179.p1, TCONS_00031446.p1, TCONS_00031445.p1
OG0000425	HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246	TCONS_00010844.p1
OG0000425	HUMAN15883, HUMAN19570, HUMAN05692	TCONS_00038275.p1, TCONS_00038300.p1
OG0000426	HUMAN24154	TCONS_00026285.p1
OG0000426	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181	TCONS_00012333.p1
OG0000427	HUMAN04181	TCONS_00025042.p1
OG0000427	HUMAN00426, HUMAN21885	TCONS_00051959.p1, TCONS_00051958.p1, TCONS_00051956.p1
OG0000429	HUMAN21086	TCONS_00034584.p1
OG0000429	HUMAN13379	TCONS_00017970.p1, TCONS_00017972.p1, TCONS_00016816.p1, TCONS_00017888.p1, TCONS_00017886.p1, TCONS_00016915.p1, TCONS_00017971.p1, TCONS_00017049.p1, TCONS_00018193.p1, TCONS_00018123.p1, TCONS_00018120.p1
OG0000430	HUMAN04699	TCONS_00022475.p1
OG0000430	HUMAN15964, HUMAN29714, HUMAN23702, HUMAN04700	TCONS_00025702.p1
OG0000431	HUMAN10656	TCONS_00013224.p1
OG0000431	HUMAN22396, HUMAN22397, HUMAN05405, HUMAN05406	TCONS_00043448.p1
OG0000431	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890	TCONS_00021923.p1
OG0000432	HUMAN05787, HUMAN05786, HUMAN21045	TCONS_00054762.p1, TCONS_00005749.p1
OG0000432	HUMAN26492, HUMAN20952	TCONS_00048094.p1
OG0000433	HUMAN13341, HUMAN12146	TCONS_00012715.p1
OG0000433	HUMAN25706, HUMAN25705, HUMAN21369	TCONS_00002447.p1, TCONS_00001165.p1
OG0000434	HUMAN24562	TCONS_00045696.p1, TCONS_00046744.p1, TCONS_00045692.p1, TCONS_00046746.p1, TCONS_00045695.p1, TCONS_00046745.p1, TCONS_00045585.p1, TCONS_00046892.p1
OG0000435	HUMAN08429	TCONS_00046001.p1
OG0000436	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652	TCONS_00020627.p1, TCONS_00020628.p1
OG0000442	HUMAN21746, HUMAN07667	TCONS_00021580.p1
OG0000442	HUMAN21390, HUMAN00644, HUMAN25507	TCONS_00002190.p1
OG0000442	HUMAN26607, HUMAN13221	TCONS_00012602.p1
OG0000443	HUMAN29014, HUMAN17576, HUMAN17575	TCONS_00055579.p1
OG0000443	HUMAN23658	TCONS_00028717.p1
OG0000444	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374	TCONS_00031849.p1, TCONS_00031859.p1, TCONS_00032514.p1, TCONS_00032512.p1, TCONS_00031853.p1, TCONS_00032513.p1, TCONS_00032517.p1, TCONS_00032518.p1, TCONS_00031857.p1, TCONS_00031854.p1, TCONS_00003709.p1, TCONS_00003710.p1, TCONS_00003707.p1, TCONS_00003706.p1, TCONS_00003708.p1, TCONS_00023010.p1
OG0000444	HUMAN05043, HUMAN05044, HUMAN20398	TCONS_00023516.p1, TCONS_00023527.p1, TCONS_00023517.p1, TCONS_00023528.p1, TCONS_00023529.p1, TCONS_00023521.p1
OG0000445	HUMAN25336, HUMAN25337	TCONS_00002401.p1, TCONS_00002110.p1, TCONS_00002102.p1, TCONS_00000750.p1
OG0000446	HUMAN27630	TCONS_00018726.p1, TCONS_00017642.p1
OG0000446	HUMAN04379	TCONS_00037495.p1
OG0000446	HUMAN00515	TCONS_00018302.p1
OG0000447	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004	TCONS_00043056.p1
OG0000448	HUMAN07702	TCONS_00044148.p1
OG0000450	HUMAN10922, HUMAN26408, HUMAN26409	TCONS_00006747.p1, TCONS_00006748.p1
OG0000454	HUMAN14911	TCONS_00029324.p1
OG0000458	HUMAN27361	TCONS_00046177.p1
OG0000458	HUMAN27427, HUMAN27426, HUMAN27814, HUMAN18825	TCONS_00044692.p1
OG0000459	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499	TCONS_00055691.p1, TCONS_00055690.p1, TCONS_00055686.p1, TCONS_00055685.p1, TCONS_00055681.p1, TCONS_00055683.p1, TCONS_00055684.p1, TCONS_00055692.p1, TCONS_00055687.p1, TCONS_00055693.p1
OG0000460	HUMAN12680	TCONS_00042098.p1
OG0000461	HUMAN12693	TCONS_00019012.p1
OG0000461	HUMAN26401, HUMAN26402, HUMAN07313, HUMAN07312, HUMAN07311, HUMAN07310	TCONS_00027189.p1
OG0000463	HUMAN26997, HUMAN04467	TCONS_00023571.p1, TCONS_00023572.p1, TCONS_00023533.p1
OG0000463	HUMAN28833, HUMAN09995, HUMAN09996	TCONS_00028391.p1
OG0000465	HUMAN13778	TCONS_00046928.p1, TCONS_00045554.p1
OG0000465	HUMAN00068	TCONS_00051741.p1
OG0000466	HUMAN01325, HUMAN01326, HUMAN01324, HUMAN01323, HUMAN01322	TCONS_00055165.p1, TCONS_00055198.p1, TCONS_00055551.p1, TCONS_00056318.p1, TCONS_00056377.p1, TCONS_00056378.p1, TCONS_00056319.p1, TCONS_00056320.p1, TCONS_00056380.p1, TCONS_00056381.p1
OG0000467	HUMAN29942, HUMAN20849, HUMAN02441, HUMAN02850, HUMAN02852, HUMAN02440, HUMAN20851	TCONS_00049014.p1
OG0000468	HUMAN29031	TCONS_00023318.p1, TCONS_00024958.p1, TCONS_00023321.p1, TCONS_00023193.p1, TCONS_00023191.p1, TCONS_00023328.p1, TCONS_00023322.p1
OG0000468	HUMAN08624	TCONS_00042224.p1
OG0000469	HUMAN20925, HUMAN02455, HUMAN20460, HUMAN20461, HUMAN02876, HUMAN30502, HUMAN30503	TCONS_00048981.p1
OG0000469	HUMAN23651	TCONS_00027949.p1
OG0000470	HUMAN10148, HUMAN13194	TCONS_00014594.p1
OG0000470	HUMAN08602, HUMAN08603, HUMAN02695	TCONS_00009548.p1, TCONS_00010825.p1
OG0000471	HUMAN23110, HUMAN23109, HUMAN23762, HUMAN03462	TCONS_00031390.p1
OG0000472	HUMAN11470	TCONS_00051600.p1, TCONS_00050509.p1
OG0000472	HUMAN05491	TCONS_00022965.p1, TCONS_00037384.p1
OG0000473	HUMAN12691, HUMAN14596	TCONS_00030345.p1, TCONS_00054731.p1, TCONS_00001860.p1, TCONS_00030859.p1, TCONS_00030858.p1, TCONS_00030860.p1, TCONS_00057149.p1, TCONS_00057150.p1, TCONS_00055947.p1
OG0000474	HUMAN06611, HUMAN06612, HUMAN06609, HUMAN12853, HUMAN12852, HUMAN20808, HUMAN18157	TCONS_00019156.p1
OG0000475	HUMAN23203, HUMAN21411	TCONS_00003775.p1
OG0000476	HUMAN29055	TCONS_00015826.p1, TCONS_00015827.p1
OG0000476	HUMAN29052	TCONS_00004869.p2, TCONS_00014664.p1
OG0000478	HUMAN20441, HUMAN26857	TCONS_00053620.p1
OG0000479	HUMAN00548, HUMAN25778, HUMAN30326	TCONS_00000492.p1
OG0000479	HUMAN04562, HUMAN19754, HUMAN19753	TCONS_00006853.p1
OG0000480	HUMAN21970, HUMAN21960, HUMAN21962	TCONS_00050190.p1
OG0000481	HUMAN10858	TCONS_00005590.p1
OG0000481	HUMAN29163	TCONS_00015361.p1
OG0000481	HUMAN23804, HUMAN27663	TCONS_00030958.p1
OG0000482	HUMAN18685	TCONS_00010197.p1
OG0000482	HUMAN18687	TCONS_00010200.p1
OG0000485	HUMAN20638	TCONS_00056294.p1, TCONS_00056292.p1
OG0000485	HUMAN05761, HUMAN05762	TCONS_00035498.p1
OG0000486	HUMAN22789, HUMAN03580	TCONS_00055977.p1, TCONS_00056066.p1, TCONS_00055302.p1, TCONS_00052656.p1, TCONS_00053745.p1, TCONS_00031403.p1, TCONS_00012362.p1
OG0000487	HUMAN13410	TCONS_00018203.p1, TCONS_00017152.p1
OG0000488	HUMAN00613, HUMAN19011	TCONS_00010218.p1
OG0000489	HUMAN28123, HUMAN28122, HUMAN25265, HUMAN19041, HUMAN28124, HUMAN00804	TCONS_00017175.p1
OG0000490	HUMAN01260, HUMAN14885, HUMAN24885, HUMAN24884, HUMAN29378	TCONS_00016246.p1
OG0000491	HUMAN00697, HUMAN30458, HUMAN07527, HUMAN23052	TCONS_00044061.p1
OG0000494	HUMAN11765, HUMAN04544, HUMAN07415, HUMAN11773, HUMAN07288	TCONS_00005711.p1, TCONS_00017975.p1
OG0000495	HUMAN25846	TCONS_00050801.p1, TCONS_00051682.p1, TCONS_00051680.p1, TCONS_00051676.p1, TCONS_00051681.p1, TCONS_00051678.p1, TCONS_00051677.p1, TCONS_00022857.p1, TCONS_00022855.p1, TCONS_00021729.p1, TCONS_00021730.p1, TCONS_00022526.p1, TCONS_00004798.p1, TCONS_00037767.p1, TCONS_00006089.p1, TCONS_00006092.p1
OG0000496	HUMAN02986	TCONS_00002699.p1
OG0000497	HUMAN07212, HUMAN12464	TCONS_00006015.p1
OG0000497	HUMAN29410, HUMAN02197	TCONS_00016143.p1
OG0000498	HUMAN11282, HUMAN11283, HUMAN08229, HUMAN08228, HUMAN14106, HUMAN19165, HUMAN11327	TCONS_00008734.p1
OG0000499	HUMAN02683	TCONS_00004484.p1
OG0000503	HUMAN16023, HUMAN04313, HUMAN04314, HUMAN26939, HUMAN26938	TCONS_00023137.p1
OG0000503	HUMAN09859, HUMAN09860	TCONS_00016415.p1
OG0000504	HUMAN01815, HUMAN23327, HUMAN14139, HUMAN09762	TCONS_00028051.p1
OG0000505	HUMAN14348, HUMAN28801, HUMAN09568, HUMAN09567, HUMAN01623	TCONS_00048589.p1, TCONS_00031917.p1, TCONS_00031941.p1
OG0000505	HUMAN09569	TCONS_00031940.p1
OG0000505	HUMAN28802, HUMAN01622	TCONS_00031914.p1
OG0000506	HUMAN30006	TCONS_00020995.p1
OG0000508	HUMAN12380, HUMAN26281	TCONS_00056880.p1, TCONS_00056893.p1
OG0000508	HUMAN06650, HUMAN18003	TCONS_00019601.p1
OG0000509	HUMAN27224	TCONS_00043025.p1, TCONS_00038420.p1
OG0000510	HUMAN12686, HUMAN27025, HUMAN07364, HUMAN05041	TCONS_00019767.p1, TCONS_00020826.p1
OG0000513	HUMAN03656	TCONS_00030624.p1
OG0000514	HUMAN20065, HUMAN10473, HUMAN10472, HUMAN13478, HUMAN13479	TCONS_00013334.p1
OG0000515	HUMAN03447	TCONS_00037550.p1
OG0000516	HUMAN08226, HUMAN19549, HUMAN05500, HUMAN05499	TCONS_00008150.p1
OG0000516	HUMAN24427	TCONS_00009366.p1
OG0000519	HUMAN19983, HUMAN19982, HUMAN19989, HUMAN19990, HUMAN19995, HUMAN19992	TCONS_00005130.p1
OG0000520	HUMAN07303, HUMAN10919	TCONS_00004595.p1
OG0000520	HUMAN15317, HUMAN05571	TCONS_00035177.p1
OG0000521	HUMAN15885, HUMAN08587, HUMAN16883	TCONS_00011900.p1, TCONS_00040878.p1
OG0000522	HUMAN22247	TCONS_00019381.p1, TCONS_00019380.p1, TCONS_00025944.p1, TCONS_00025880.p1, TCONS_00056298.p2, TCONS_00027495.p1
OG0000523	HUMAN07167	TCONS_00028413.p1
OG0000524	HUMAN03324	TCONS_00030250.p1
OG0000525	HUMAN02221, HUMAN02222, HUMAN29313	TCONS_00016658.p1
OG0000525	HUMAN12020, HUMAN15942, HUMAN10325, HUMAN12019	TCONS_00013078.p1
OG0000526	HUMAN18666, HUMAN17074	TCONS_00041894.p1, TCONS_00042136.p1, TCONS_00043491.p1, TCONS_00015113.p1, TCONS_00042832.p1
OG0000527	HUMAN02303, HUMAN14497	TCONS_00017774.p1
OG0000527	HUMAN29406	TCONS_00017773.p1
OG0000528	HUMAN08895, HUMAN15806, HUMAN15805, HUMAN04719, HUMAN16886	TCONS_00011667.p1
OG0000529	HUMAN02129	TCONS_00014944.p1
OG0000529	HUMAN17231, HUMAN17232	TCONS_00025454.p1
OG0000529	HUMAN05856, HUMAN11986, HUMAN00177	TCONS_00051513.p1
OG0000530	HUMAN14150, HUMAN29041, HUMAN01293	TCONS_00054317.p1
OG0000531	HUMAN02976, HUMAN18092	TCONS_00019301.p1
OG0000533	HUMAN07476	TCONS_00043637.p1, TCONS_00043607.p1, TCONS_00043636.p1, TCONS_00043608.p1, TCONS_00043633.p1, TCONS_00043606.p1, TCONS_00043635.p1
OG0000534	HUMAN17739, HUMAN06369, HUMAN12812, HUMAN12811	TCONS_00056562.p1
OG0000534	HUMAN06370	TCONS_00012237.p1
OG0000535	HUMAN29487, HUMAN24304, HUMAN22290	TCONS_00017649.p1, TCONS_00017615.p1, TCONS_00018400.p1, TCONS_00017619.p1, TCONS_00017655.p1, TCONS_00017650.p1, TCONS_00017616.p1, TCONS_00018399.p1, TCONS_00017019.p1, TCONS_00017021.p1, TCONS_00017017.p1
OG0000537	HUMAN30216, HUMAN07840, HUMAN18315	TCONS_00021934.p1
OG0000537	HUMAN18316, HUMAN30217, HUMAN07839	TCONS_00020895.p1
OG0000538	HUMAN17702, HUMAN06667, HUMAN06666, HUMAN03004	TCONS_00057157.p1
OG0000539	HUMAN12531, HUMAN26140, HUMAN26141, HUMAN05513	TCONS_00052835.p1, TCONS_00018008.p1, TCONS_00033489.p1, TCONS_00043510.p1, TCONS_00043508.p1, TCONS_00043509.p1, TCONS_00043512.p1, TCONS_00032536.p1, TCONS_00037601.p1, TCONS_00037602.p1, TCONS_00043206.p1, TCONS_00042619.p1, TCONS_00042621.p1, TCONS_00027120.p1, TCONS_00049699.p1, TCONS_00030132.p1, TCONS_00004873.p1, TCONS_00040997.p1, TCONS_00040982.p1, TCONS_00040990.p1, TCONS_00041003.p1, TCONS_00040989.p1, TCONS_00040988.p1, TCONS_00041002.p1
OG0000542	HUMAN20659	TCONS_00031702.p1
OG0000544	HUMAN07581	TCONS_00042715.p1
OG0000544	HUMAN22577	TCONS_00030309.p1
OG0000545	HUMAN09330	TCONS_00011122.p1
OG0000545	HUMAN16986, HUMAN04980, HUMAN08518, HUMAN15565	TCONS_00010058.p1
OG0000546	HUMAN14774, HUMAN00899, HUMAN06794, HUMAN06793, HUMAN04696, HUMAN04695, HUMAN04697	TCONS_00008901.p1, TCONS_00007684.p1, TCONS_00054150.p1, TCONS_00054189.p1, TCONS_00007686.p1
OG0000547	HUMAN20438	TCONS_00040503.p1
OG0000547	HUMAN20436, HUMAN20437	TCONS_00048685.p1
OG0000548	HUMAN24231, HUMAN27638, HUMAN27637, HUMAN17353, HUMAN03638	TCONS_00026417.p1
OG0000548	HUMAN02528	TCONS_00011838.p1
OG0000548	HUMAN06895, HUMAN20990, HUMAN30501	TCONS_00049725.p1
OG0000551	HUMAN21041	TCONS_00046148.p1
OG0000552	HUMAN23580	TCONS_00051707.p1
OG0000553	HUMAN02361, HUMAN06910	TCONS_00048336.p1
OG0000553	HUMAN19362, HUMAN05458, HUMAN05459	TCONS_00035272.p2, TCONS_00034957.p2
OG0000553	HUMAN20240, HUMAN12995	TCONS_00013171.p1
OG0000554	HUMAN28125, HUMAN24025, HUMAN27604, HUMAN22160, HUMAN27603, HUMAN03797, HUMAN24024, HUMAN16725	TCONS_00054892.p1
OG0000560	HUMAN03172, HUMAN03171	TCONS_00050536.p1, TCONS_00050533.p1, TCONS_00010531.p1, TCONS_00012199.p1, TCONS_00010924.p1, TCONS_00003272.p1, TCONS_00051476.p1
OG0000561	HUMAN08902	TCONS_00011481.p1, TCONS_00011480.p1
OG0000561	HUMAN08905, HUMAN04883, HUMAN23834	TCONS_00005060.p1, TCONS_00006305.p1
OG0000564	HUMAN25870, HUMAN09308	TCONS_00010212.p1
OG0000564	HUMAN09010, HUMAN18697	TCONS_00009860.p1
OG0000565	HUMAN26569, HUMAN26572, HUMAN26570	TCONS_00015264.p1, TCONS_00015263.p1, TCONS_00015261.p1, TCONS_00015265.p1, TCONS_00015272.p1, TCONS_00015266.p1, TCONS_00015267.p1, TCONS_00015270.p1, TCONS_00016348.p1, TCONS_00016346.p1, TCONS_00016347.p1, TCONS_00016344.p1, TCONS_00016345.p1, TCONS_00015274.p1, TCONS_00015821.p1, TCONS_00015820.p1, TCONS_00015823.p1
OG0000566	HUMAN09507	TCONS_00020313.p1
OG0000566	HUMAN12454	TCONS_00006656.p1
OG0000567	HUMAN07964, HUMAN01748	TCONS_00029665.p1, TCONS_00028027.p1
OG0000567	HUMAN14288, HUMAN14286, HUMAN14287	TCONS_00052701.p1
OG0000570	HUMAN29797, HUMAN29796, HUMAN29795, HUMAN29794, HUMAN20050, HUMAN13467, HUMAN13468, HUMAN20512	TCONS_00047873.p1, TCONS_00047871.p1
OG0000572	HUMAN16893, HUMAN09020, HUMAN04717	TCONS_00003540.p1
OG0000572	HUMAN05894, HUMAN00191	TCONS_00051108.p1, TCONS_00051073.p1
OG0000572	HUMAN00192	TCONS_00051074.p1
OG0000573	HUMAN26705, HUMAN21827, HUMAN00083	TCONS_00051396.p1
OG0000573	HUMAN09505	TCONS_00028054.p1
OG0000574	HUMAN12049	TCONS_00014282.p1
OG0000574	HUMAN14519	TCONS_00015177.p1
OG0000575	HUMAN19743, HUMAN04569, HUMAN23201, HUMAN17765, HUMAN17763	TCONS_00056676.p1, TCONS_00056668.p1
OG0000576	HUMAN06494, HUMAN17099, HUMAN19648, HUMAN06497, HUMAN20975, HUMAN06495, HUMAN06496	TCONS_00020537.p1
OG0000578	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777, HUMAN16988, HUMAN16989, HUMAN08467	TCONS_00011983.p1
OG0000579	HUMAN06899, HUMAN02365, HUMAN20498, HUMAN30498	TCONS_00047924.p1, TCONS_00047936.p1
OG0000580	HUMAN03958	TCONS_00036517.p1
OG0000581	HUMAN08477	TCONS_00010068.p1
OG0000581	HUMAN16920, HUMAN08478, HUMAN08479	TCONS_00010067.p1
OG0000582	HUMAN14892, HUMAN02173, HUMAN29110, HUMAN24912	TCONS_00015865.p1
OG0000583	HUMAN30390, HUMAN30389, HUMAN17451, HUMAN17452, HUMAN25385, HUMAN00760	TCONS_00000895.p1, TCONS_00000896.p1
OG0000584	HUMAN01300	TCONS_00053742.p1, TCONS_00053894.p1, TCONS_00052779.p1, TCONS_00053893.p1, TCONS_00052780.p1, TCONS_00052781.p1, TCONS_00053892.p1, TCONS_00053891.p1, TCONS_00016434.p1, TCONS_00016431.p1, TCONS_00016445.p1
OG0000587	HUMAN18299, HUMAN18301, HUMAN26727, HUMAN29633, HUMAN29632	TCONS_00022545.p1
OG0000587	HUMAN15867	TCONS_00010544.p1
OG0000588	HUMAN14858, HUMAN01187, HUMAN28650	TCONS_00053411.p1
OG0000588	HUMAN05176, HUMAN05175	TCONS_00001171.p1
OG0000589	HUMAN16335, HUMAN03934, HUMAN02319	TCONS_00023963.p1
OG0000590	HUMAN12677, HUMAN12674, HUMAN20582, HUMAN20581, HUMAN12676, HUMAN06597	TCONS_00002842.p1, TCONS_00002855.p1
OG0000590	HUMAN13708, HUMAN19211	TCONS_00007322.p1
OG0000591	HUMAN12144	TCONS_00012323.p1
OG0000591	HUMAN05235	TCONS_00022888.p1
OG0000592	HUMAN11498	TCONS_00015543.p1
OG0000593	HUMAN25908, HUMAN20155, HUMAN13573	TCONS_00014283.p1
OG0000593	HUMAN08183, HUMAN11452, HUMAN28338, HUMAN18999	TCONS_00008464.p1
OG0000594	HUMAN21115, HUMAN06244, HUMAN06243	TCONS_00048592.p1
OG0000597	HUMAN10866, HUMAN12318, HUMAN05005, HUMAN07090	TCONS_00005133.p1
OG0000597	HUMAN09706, HUMAN28946	TCONS_00032508.p1
OG0000598	HUMAN06002	TCONS_00029191.p1, TCONS_00029187.p1, TCONS_00029189.p1, TCONS_00025983.p1, TCONS_00029185.p1, TCONS_00007892.p1
OG0000600	HUMAN25688, HUMAN29715, HUMAN30123	TCONS_00000259.p1
OG0000602	HUMAN30350, HUMAN07761	TCONS_00020864.p1
OG0000602	HUMAN18490, HUMAN26674, HUMAN30349, HUMAN07762	TCONS_00021886.p1
OG0000603	HUMAN04830, HUMAN08741, HUMAN16967, HUMAN16962	TCONS_00010667.p1
OG0000607	HUMAN16331, HUMAN06857, HUMAN06858, HUMAN02344, HUMAN02342, HUMAN02340	TCONS_00036408.p1
OG0000608	HUMAN20227	TCONS_00041690.p1
OG0000609	HUMAN08370	TCONS_00009827.p1
OG0000609	HUMAN18125, HUMAN18126	TCONS_00003985.p1
OG0000610	HUMAN01601, HUMAN09728	TCONS_00029610.p1
OG0000610	HUMAN09729	TCONS_00016228.p1
OG0000610	HUMAN29369	TCONS_00014966.p1
OG0000611	HUMAN11001, HUMAN11004	TCONS_00008633.p1
OG0000612	HUMAN22280, HUMAN03773, HUMAN17186	TCONS_00026134.p1
OG0000612	HUMAN18998	TCONS_00008817.p1
OG0000613	HUMAN23544, HUMAN23543	TCONS_00028346.p1
OG0000614	HUMAN15491	TCONS_00010741.p1
OG0000615	HUMAN30186, HUMAN17431, HUMAN11804, HUMAN21799, HUMAN30187, HUMAN11805, HUMAN11807	TCONS_00021814.p1
OG0000616	HUMAN15634, HUMAN15631, HUMAN15630, HUMAN15633	TCONS_00052324.p1, TCONS_00034261.p1
OG0000616	HUMAN05634, HUMAN01902	TCONS_00034263.p1
OG0000617	HUMAN06246	TCONS_00049433.p1
OG0000618	HUMAN25830	TCONS_00000406.p1
OG0000619	HUMAN30255, HUMAN07790, HUMAN07791, HUMAN18310	TCONS_00020865.p1
