Orthogroup	HUMAN	OWEFU
OG0001468	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674	OFUSG16624.1.p1
OG0001469	HUMAN17357	OFUSG19276.1.p1
OG0001469	HUMAN25406	OFUSG01366.1.p1
OG0001470	HUMAN12346	OFUSG23956.1.p1
OG0001472	HUMAN26528, HUMAN26527	OFUSG15801.1.p1
OG0001472	HUMAN19245	OFUSG11564.1.p1, OFUSG11564.2.p1
OG0001473	HUMAN20094, HUMAN20096, HUMAN20095	OFUSG18207.1.p1, OFUSG18989.2.p1, OFUSG18989.1.p1
OG0001474	HUMAN10738, HUMAN10739, HUMAN10736	OFUSG03993.1.p1
OG0001475	HUMAN00232, HUMAN00233	OFUSG17648.1.p1
OG0001476	HUMAN25765, HUMAN19427	OFUSG01467.4.p1, OFUSG01467.3.p1, OFUSG01467.2.p1, OFUSG01467.1.p1, OFUSG01467.5.p1
OG0001477	HUMAN10645, HUMAN05918, HUMAN10651, HUMAN10648, HUMAN10647, HUMAN10646, HUMAN03461, HUMAN03460, HUMAN10649, HUMAN10650	OFUSG10650.1.p1
OG0001478	HUMAN09291, HUMAN09290	OFUSG11728.1.p1, OFUSG11728.2.p1
OG0001478	HUMAN20166	OFUSG17892.2.p1, OFUSG17892.1.p1
OG0001479	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189	OFUSG07446.2.p1, OFUSG07446.1.p1, OFUSG07446.4.p1, OFUSG07446.3.p1
OG0001480	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721, HUMAN20723	OFUSG04311.2.p1, OFUSG04311.1.p1, OFUSG04311.4.p1, OFUSG04311.3.p1
OG0001481	HUMAN25752, HUMAN25750, HUMAN08503	OFUSG26787.1.p1
OG0001482	HUMAN10795, HUMAN07131, HUMAN11775	OFUSG22337.1.p1
OG0001483	HUMAN12748, HUMAN07904	OFUSG10055.1.p1
OG0001484	HUMAN29782, HUMAN20929	OFUSG06287.1.p1
OG0001485	HUMAN10085, HUMAN23594, HUMAN23593	OFUSG09235.1.p1
OG0001486	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067, HUMAN25056	OFUSG00394.1.p1
OG0001487	HUMAN11647	OFUSG23190.3.p1, OFUSG23190.1.p1, OFUSG23190.2.p1
OG0001488	HUMAN04093	OFUSG16759.1.p1
OG0001489	HUMAN01073, HUMAN23289	OFUSG17036.1.p1
OG0001490	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810	OFUSG25092.1.p1
OG0001491	HUMAN13518, HUMAN13517, HUMAN13516, HUMAN26602	OFUSG18021.1.p1
OG0001492	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105	OFUSG23987.1.p1
OG0001493	HUMAN03318	OFUSG18536.3.p1, OFUSG18536.2.p1, OFUSG18536.1.p1
OG0001495	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161	OFUSG19268.1.p1
OG0001496	HUMAN17133	OFUSG05951.1.p1, OFUSG05951.2.p1, OFUSG13175.1.p1, OFUSG04568.1.p1
OG0001498	HUMAN21395	OFUSG14519.1.p1, OFUSG05759.1.p1
OG0001500	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404	OFUSG14370.1.p1
OG0001501	HUMAN08312, HUMAN18751	OFUSG12297.1.p1
OG0001502	HUMAN13216	OFUSG10007.1.p1
OG0001502	HUMAN13214, HUMAN13217	OFUSG10006.1.p1, OFUSG10006.2.p1
OG0001503	HUMAN15059	OFUSG09447.1.p1
OG0001503	HUMAN06046	OFUSG11182.1.p1
OG0001504	HUMAN18887	OFUSG25921.1.p1, OFUSG25920.1.p1, OFUSG20289.1.p1, OFUSG20286.1.p1
OG0001505	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341	OFUSG00231.1.p1
OG0001506	HUMAN21790, HUMAN00091	OFUSG21438.1.p1
OG0001507	HUMAN08599, HUMAN08598, HUMAN02657, HUMAN02656, HUMAN04900	OFUSG11499.1.p1
OG0001508	HUMAN04219, HUMAN15958	OFUSG25521.5.p1, OFUSG25521.2.p1, OFUSG25521.1.p1, OFUSG25521.4.p1, OFUSG25521.3.p1
OG0001509	HUMAN26764, HUMAN26757, HUMAN07197	OFUSG15583.3.p1, OFUSG15583.2.p1, OFUSG15583.1.p1
OG0001509	HUMAN07903, HUMAN21589	OFUSG24931.1.p1
OG0001510	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092	OFUSG23460.1.p1
OG0001511	HUMAN18319, HUMAN26693	OFUSG24738.4.p1, OFUSG24738.5.p1, OFUSG24738.2.p1, OFUSG24738.3.p1, OFUSG24738.1.p1
OG0001514	HUMAN22085, HUMAN03760, HUMAN03759, HUMAN22086	OFUSG19498.2.p1, OFUSG19498.1.p1
OG0001515	HUMAN19954, HUMAN12421, HUMAN12420, HUMAN19953	OFUSG22166.1.p1
OG0001516	HUMAN23268	OFUSG17628.1.p1
OG0001517	HUMAN23303, HUMAN21286	OFUSG06248.1.p1
OG0001517	HUMAN29533	OFUSG06219.1.p1
OG0001518	HUMAN21520, HUMAN20795, HUMAN21522, HUMAN22033, HUMAN22032, HUMAN22031	OFUSG04538.1.p1
OG0001519	HUMAN14378, HUMAN14377, HUMAN14392, HUMAN28529, HUMAN28530, HUMAN14393, HUMAN10026	OFUSG16706.1.p1, OFUSG09441.1.p1, OFUSG09445.1.p1, OFUSG09446.1.p1
OG0001520	HUMAN00622, HUMAN16656	OFUSG17134.1.p1
OG0001522	HUMAN15759	OFUSG09440.1.p1
OG0001523	HUMAN04118, HUMAN06164	OFUSG07157.3.p1, OFUSG07157.1.p1, OFUSG07157.2.p1
OG0001524	HUMAN03522	OFUSG05517.1.p1
OG0001524	HUMAN11149	OFUSG20787.1.p1
OG0001525	HUMAN07206	OFUSG15472.1.p1, OFUSG22614.1.p1, OFUSG07123.1.p1, OFUSG15288.1.p1
OG0001526	HUMAN02271, HUMAN29404	OFUSG22796.1.p1
OG0001527	HUMAN11842	OFUSG15032.1.p1
OG0001527	HUMAN28194	OFUSG20384.1.p1
OG0001528	HUMAN21992, HUMAN21991, HUMAN21990	OFUSG11355.1.p1
OG0001529	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918	OFUSG12625.1.p1
OG0001531	HUMAN03428, HUMAN22234, HUMAN24248	OFUSG18944.1.p1
OG0001532	HUMAN00046, HUMAN11888, HUMAN21869	OFUSG13298.5.p1, OFUSG13298.3.p1, OFUSG13298.4.p1, OFUSG13298.2.p1, OFUSG13298.1.p1
OG0001533	HUMAN07789, HUMAN21380	OFUSG16623.1.p1, OFUSG16623.2.p1, OFUSG21924.1.p1, OFUSG21924.2.p1
OG0001534	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538	OFUSG10906.1.p1
OG0001536	HUMAN23182, HUMAN23181	OFUSG22060.1.p1
OG0001538	HUMAN02566	OFUSG23564.1.p1, OFUSG22423.1.p1, OFUSG22424.1.p1, OFUSG22425.1.p1, OFUSG17450.1.p1
OG0001545	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012	OFUSG09624.1.p1
OG0001546	HUMAN08266, HUMAN16844	OFUSG11978.1.p1
OG0001549	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395	OFUSG23368.1.p1
OG0001550	HUMAN20737	OFUSG21577.1.p1
OG0001551	HUMAN08700, HUMAN02498	OFUSG25055.1.p1
OG0001552	HUMAN20977, HUMAN20976	OFUSG07110.1.p1, OFUSG07110.2.p1
OG0001553	HUMAN27760, HUMAN03319, HUMAN23794	OFUSG10097.1.p1
OG0001554	HUMAN05332, HUMAN05331, HUMAN30019	OFUSG00383.1.p1
OG0001556	HUMAN02508, HUMAN08695, HUMAN08696, HUMAN04819	OFUSG12006.1.p1
OG0001557	HUMAN04310	OFUSG07059.1.p1
OG0001557	HUMAN26830, HUMAN26831	OFUSG05825.1.p1
OG0001559	HUMAN02553	OFUSG21941.1.p1
OG0001561	HUMAN20456, HUMAN24967, HUMAN20360	OFUSG06786.2.p1, OFUSG06786.3.p1, OFUSG06786.1.p1
OG0001563	HUMAN09891	OFUSG08671.1.p1, OFUSG08672.1.p1, OFUSG11998.1.p1, OFUSG19662.1.p1, OFUSG19662.2.p1, OFUSG18933.1.p1
OG0001564	HUMAN18396, HUMAN05131	OFUSG14697.1.p1
OG0001565	HUMAN15336, HUMAN05720, HUMAN01912	OFUSG19961.1.p1
OG0001566	HUMAN25664, HUMAN29643	OFUSG01418.3.p1, OFUSG01418.5.p1, OFUSG01418.2.p1, OFUSG01418.1.p1, OFUSG01418.4.p1
OG0001567	HUMAN00268, HUMAN21826	OFUSG21372.1.p1
OG0001568	HUMAN20082, HUMAN20081	OFUSG17474.1.p1
OG0001569	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287	OFUSG14222.1.p1
OG0001570	HUMAN16051	OFUSG22787.1.p1
OG0001571	HUMAN13804, HUMAN05679	OFUSG08894.1.p1
OG0001571	HUMAN05678	OFUSG08893.1.p1, OFUSG08893.2.p1
OG0001572	HUMAN13726	OFUSG00007.1.p1
OG0001572	HUMAN11626, HUMAN11627	OFUSG20423.1.p1
OG0001573	HUMAN01295, HUMAN29048	OFUSG14864.2.p1, OFUSG14864.1.p1
OG0001574	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298	OFUSG10445.1.p1
OG0001575	HUMAN20049, HUMAN29793, HUMAN20511, HUMAN20510	OFUSG06906.1.p1
OG0001576	HUMAN23520, HUMAN09989, HUMAN09990	OFUSG20027.2.p1, OFUSG20027.1.p1, OFUSG20027.4.p1, OFUSG20027.3.p1, OFUSG20027.5.p1
OG0001578	HUMAN27577, HUMAN27576, HUMAN03525	OFUSG05992.3.p1, OFUSG05992.4.p1, OFUSG05992.2.p1, OFUSG05992.1.p1
OG0001580	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241	OFUSG20608.1.p1, OFUSG20608.2.p1
OG0001581	HUMAN02526	OFUSG18453.1.p1, OFUSG18454.1.p1, OFUSG02446.1.p1, OFUSG23330.2.p1, OFUSG23330.1.p1
OG0001581	HUMAN02524, HUMAN02525	OFUSG03462.1.p1, OFUSG03460.1.p1, OFUSG05108.1.p1, OFUSG11547.1.p1
OG0001582	HUMAN11711	OFUSG22286.1.p1
OG0001583	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577	OFUSG05885.2.p1, OFUSG05885.1.p1
OG0001584	HUMAN07637	OFUSG24964.1.p1
OG0001584	HUMAN22038	OFUSG24974.1.p1, OFUSG24974.2.p1
OG0001586	HUMAN05366	OFUSG12120.1.p1, OFUSG14272.1.p1, OFUSG14270.1.p1, OFUSG14010.1.p1, OFUSG14163.1.p1
OG0001589	HUMAN10236	OFUSG10507.5.p1, OFUSG10507.1.p1, OFUSG10507.4.p1, OFUSG10507.3.p1, OFUSG10507.2.p1
OG0001590	HUMAN09424	OFUSG09309.1.p1, OFUSG07871.1.p1, OFUSG09584.1.p1, OFUSG09775.1.p1
OG0001592	HUMAN09531, HUMAN09657, HUMAN09656	OFUSG16406.1.p1, OFUSG16406.4.p1, OFUSG16406.3.p1, OFUSG16406.2.p1
OG0001594	HUMAN19429	OFUSG00456.1.p1
OG0001596	HUMAN06207, HUMAN28876	OFUSG06350.1.p1
OG0001597	HUMAN26560, HUMAN26561, HUMAN26559	OFUSG07388.1.p1
OG0001597	HUMAN03834	OFUSG26679.2.p1, OFUSG26679.1.p1
OG0001599	HUMAN13426	OFUSG18213.1.p1
OG0001600	HUMAN00788, HUMAN00787, HUMAN16635, HUMAN28233	OFUSG12650.2.p1, OFUSG12650.1.p1
OG0001602	HUMAN04443, HUMAN04442	OFUSG25381.2.p1, OFUSG25381.1.p1
OG0001603	HUMAN24754	OFUSG12852.1.p1
OG0001603	HUMAN24819	OFUSG08350.1.p1
OG0001604	HUMAN22175	OFUSG25740.1.p1
OG0001604	HUMAN12471, HUMAN12472	OFUSG24197.1.p1
OG0001605	HUMAN07945, HUMAN07944	OFUSG23142.1.p1
OG0001606	HUMAN13929	OFUSG04391.1.p1
OG0001606	HUMAN03753	OFUSG06579.1.p1
OG0001607	HUMAN15702, HUMAN21170, HUMAN01938, HUMAN05523, HUMAN05522	OFUSG19784.1.p1
OG0001609	HUMAN07643	OFUSG14330.1.p1
OG0001609	HUMAN21122, HUMAN07645	OFUSG19250.1.p1
OG0001610	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094	OFUSG17088.1.p1
OG0001611	HUMAN08977, HUMAN08979, HUMAN08978, HUMAN02546	OFUSG12586.1.p1
OG0001612	HUMAN19504	OFUSG01293.1.p1
OG0001612	HUMAN25319	OFUSG01299.1.p1
OG0001613	HUMAN24818	OFUSG16095.1.p1
OG0001614	HUMAN14358	OFUSG08953.2.p1, OFUSG08953.1.p1
OG0001614	HUMAN13572	OFUSG18541.1.p1
OG0001615	HUMAN04414, HUMAN27016	OFUSG01248.1.p1, OFUSG01248.2.p1, OFUSG01248.3.p1, OFUSG01248.4.p1
OG0001617	HUMAN20425, HUMAN06149, HUMAN24916	OFUSG19078.1.p1
OG0001620	HUMAN24750, HUMAN24751, HUMAN02052	OFUSG08065.1.p1
OG0001621	HUMAN10405, HUMAN20233	OFUSG02725.1.p1
OG0001622	HUMAN03730, HUMAN03729, HUMAN27716	OFUSG06019.1.p1
OG0001623	HUMAN29366, HUMAN29367, HUMAN29184	OFUSG12348.1.p1, OFUSG12350.1.p1, OFUSG12347.1.p1, OFUSG12349.1.p1
OG0001624	HUMAN25539, HUMAN25540, HUMAN00624, HUMAN19275, HUMAN19274, HUMAN27856	OFUSG13276.1.p1
OG0001625	HUMAN01087, HUMAN01088, HUMAN28505	OFUSG17539.2.p1, OFUSG17539.1.p1
OG0001627	HUMAN28211	OFUSG06868.1.p1
OG0001627	HUMAN24158	OFUSG06147.1.p1
OG0001629	HUMAN02287, HUMAN02285, HUMAN29146	OFUSG07625.1.p1
OG0001632	HUMAN20860, HUMAN20348, HUMAN01354	OFUSG06377.1.p1
OG0001633	HUMAN28383	OFUSG16369.1.p1, OFUSG16369.2.p1
OG0001634	HUMAN29106	OFUSG07239.1.p1
OG0001634	HUMAN02620, HUMAN15581	OFUSG21930.1.p1
OG0001635	HUMAN30203, HUMAN26031, HUMAN29595	OFUSG03798.1.p1
OG0001636	HUMAN11118	OFUSG20236.2.p1, OFUSG20236.1.p1, OFUSG20236.3.p1
OG0001637	HUMAN21485	OFUSG26262.1.p1
OG0001638	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784	OFUSG23959.1.p1
OG0001639	HUMAN09764, HUMAN14138	OFUSG09138.1.p1, OFUSG09138.2.p1
OG0001640	HUMAN06231, HUMAN30519, HUMAN30518, HUMAN21156, HUMAN21157	OFUSG19523.1.p1
OG0001642	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976	OFUSG12098.1.p1, OFUSG12098.2.p1, OFUSG21976.1.p1, OFUSG21759.1.p1
OG0001643	HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331	OFUSG09397.1.p1
OG0001644	HUMAN24567	OFUSG26454.1.p1, OFUSG26454.2.p1
OG0001645	HUMAN18190, HUMAN06473, HUMAN06474, HUMAN26290, HUMAN26291, HUMAN18192, HUMAN18191, HUMAN18189, HUMAN12571, HUMAN26289	OFUSG01554.1.p1
OG0001651	HUMAN24385, HUMAN03098, HUMAN22631	OFUSG11108.1.p1
OG0001652	HUMAN08985	OFUSG16763.1.p1
OG0001653	HUMAN23274	OFUSG13617.1.p1
OG0001654	HUMAN24521, HUMAN24522, HUMAN25677	OFUSG21172.2.p1, OFUSG21172.1.p1
OG0001655	HUMAN23043, HUMAN29586, HUMAN29889	OFUSG19612.1.p1
OG0001656	HUMAN12664	OFUSG16043.1.p1
OG0001657	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603	OFUSG15406.1.p1, OFUSG15406.3.p1, OFUSG15406.2.p1
OG0001658	HUMAN13848, HUMAN18839, HUMAN13849	OFUSG21199.1.p1
OG0001658	HUMAN18841	OFUSG21198.1.p1
OG0001659	HUMAN00545, HUMAN00546, HUMAN25769, HUMAN25774, HUMAN25773, HUMAN25771, HUMAN25770	OFUSG00377.2.p1, OFUSG00377.1.p1, OFUSG00377.3.p1
OG0001660	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381	OFUSG02161.1.p1
OG0001661	HUMAN07166	OFUSG15534.1.p1
OG0001662	HUMAN05309	OFUSG01533.1.p1
OG0001662	HUMAN26391, HUMAN07388	OFUSG01215.1.p1
OG0001663	HUMAN26903, HUMAN29828	OFUSG06909.1.p1
OG0001664	HUMAN01079, HUMAN14776, HUMAN14775	OFUSG26329.1.p1, OFUSG26329.2.p1
OG0001665	HUMAN13477, HUMAN13476	OFUSG10767.1.p1
OG0001665	HUMAN10572	OFUSG10032.1.p1, OFUSG10032.2.p1
OG0001666	HUMAN07809	OFUSG21405.1.p1
OG0001667	HUMAN12734, HUMAN26001, HUMAN26000, HUMAN06279, HUMAN06280, HUMAN06278	OFUSG15988.1.p1
OG0001668	HUMAN25853, HUMAN25854	OFUSG00939.2.p1, OFUSG00939.1.p1
OG0001669	HUMAN00518, HUMAN18608	OFUSG00959.1.p1, OFUSG04972.1.p1, OFUSG04974.1.p1
OG0001670	HUMAN28663, HUMAN00915	OFUSG21154.1.p1
OG0001671	HUMAN20911	OFUSG19258.1.p1
OG0001672	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575	OFUSG23239.1.p1
OG0001673	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851	OFUSG11305.1.p1
OG0001674	HUMAN09862, HUMAN09861, HUMAN09864, HUMAN09865, HUMAN13900	OFUSG16647.2.p1, OFUSG16647.1.p1
OG0001675	HUMAN28279, HUMAN27610	OFUSG17634.1.p1, OFUSG17634.2.p1
OG0001676	HUMAN03206	OFUSG10790.1.p1
OG0001676	HUMAN15070	OFUSG03925.1.p1
OG0001677	HUMAN07349, HUMAN07350	OFUSG14870.1.p1
OG0001678	HUMAN25999, HUMAN17691	OFUSG16949.1.p1
OG0001682	HUMAN18147	OFUSG24639.1.p1
OG0001683	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314	OFUSG01876.1.p1
OG0001684	HUMAN14785, HUMAN01201	OFUSG07981.1.p1
OG0001685	HUMAN22339	OFUSG03463.1.p1
OG0001687	HUMAN03234	OFUSG21593.1.p1, OFUSG21593.2.p1
OG0001688	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992	OFUSG03820.2.p1, OFUSG03820.1.p1
OG0001689	HUMAN11738, HUMAN11739, HUMAN11737, HUMAN19915	OFUSG22120.5.p1, OFUSG22120.3.p1, OFUSG22120.4.p1, OFUSG22120.2.p1, OFUSG22120.1.p1
OG0001690	HUMAN01169	OFUSG25433.2.p1, OFUSG25433.1.p1
OG0001691	HUMAN10903	OFUSG15006.2.p1, OFUSG15006.1.p1
OG0001692	HUMAN00929, HUMAN00928, HUMAN15010, HUMAN23437, HUMAN23438	OFUSG17479.2.p1, OFUSG17479.1.p1
OG0001693	HUMAN00705	OFUSG01407.1.p1, OFUSG01408.1.p1
OG0001694	HUMAN06928, HUMAN06927, HUMAN06925, HUMAN20957	OFUSG18025.1.p1
OG0001696	HUMAN07021, HUMAN07020, HUMAN03942, HUMAN03944, HUMAN03943, HUMAN03945	OFUSG00511.1.p1
OG0001699	HUMAN12717, HUMAN12716, HUMAN27253	OFUSG22107.1.p1, OFUSG09100.1.p1, OFUSG20815.1.p1, OFUSG20818.1.p1, OFUSG20819.1.p1, OFUSG18192.1.p1, OFUSG18194.1.p1, OFUSG18196.1.p1, OFUSG18193.1.p1, OFUSG05275.1.p1, OFUSG20816.1.p1, OFUSG04794.1.p1, OFUSG04794.2.p1, OFUSG20189.1.p1
OG0001703	HUMAN09709	OFUSG16034.1.p1
OG0001704	HUMAN06407, HUMAN06567	OFUSG09797.1.p1
OG0001706	HUMAN30453, HUMAN05373, HUMAN30452	OFUSG02180.1.p1
OG0001707	HUMAN13776, HUMAN13775, HUMAN16739	OFUSG23536.1.p1
OG0001708	HUMAN01995, HUMAN01996	OFUSG14193.1.p1, OFUSG14192.1.p1, OFUSG14192.2.p1
OG0001709	HUMAN23995	OFUSG22770.1.p1
OG0001711	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017	OFUSG21715.2.p1, OFUSG21715.1.p1
OG0001712	HUMAN03209	OFUSG17970.1.p1
OG0001713	HUMAN05026	OFUSG17447.2.p1, OFUSG17447.1.p1
OG0001713	HUMAN11446, HUMAN11444, HUMAN11445	OFUSG20590.1.p1, OFUSG20591.1.p1
OG0001714	HUMAN20171, HUMAN20172	OFUSG10942.1.p1
OG0001714	HUMAN25119	OFUSG12071.1.p1
OG0001716	HUMAN18566, HUMAN18568, HUMAN18567	OFUSG04758.3.p1, OFUSG04758.2.p1, OFUSG04758.1.p1, OFUSG04759.1.p4
OG0001718	HUMAN08462, HUMAN25013, HUMAN25014	OFUSG12593.1.p1
OG0001720	HUMAN12316, HUMAN04993, HUMAN07123	OFUSG15618.1.p1
OG0001721	HUMAN25291, HUMAN08491	OFUSG07044.1.p1
OG0001723	HUMAN21619, HUMAN30386, HUMAN29777	OFUSG14623.2.p1, OFUSG14623.1.p1, OFUSG14623.3.p1
OG0001724	HUMAN25295	OFUSG01073.1.p1, OFUSG01073.2.p1
OG0001725	HUMAN24357, HUMAN03245, HUMAN22506	OFUSG10044.1.p1
OG0001726	HUMAN16877, HUMAN08380	OFUSG12414.1.p1
OG0001726	HUMAN22539	OFUSG10721.1.p1
OG0001727	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842	OFUSG11770.1.p1
OG0001728	HUMAN09496, HUMAN23695	OFUSG09660.1.p1
OG0001729	HUMAN26808, HUMAN20869, HUMAN20870	OFUSG06778.1.p1, OFUSG09706.2.p1, OFUSG09706.1.p1
OG0001730	HUMAN14924, HUMAN00990, HUMAN14923	OFUSG02130.1.p1
OG0001731	HUMAN24935, HUMAN06976, HUMAN06977	OFUSG25628.1.p1
OG0001732	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600	OFUSG24998.1.p1
OG0001733	HUMAN17168	OFUSG06635.1.p1
OG0001734	HUMAN04688	OFUSG16467.1.p1
OG0001735	HUMAN17857, HUMAN13129	OFUSG15798.1.p1
OG0001736	HUMAN11325, HUMAN14071	OFUSG20300.1.p1
OG0001737	HUMAN27862, HUMAN19270	OFUSG04114.1.p1
OG0001737	HUMAN19449, HUMAN25649	OFUSG01771.1.p1, OFUSG01820.1.p1
OG0001738	HUMAN07064, HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838	OFUSG07016.1.p1
OG0001739	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964	OFUSG26004.1.p1, OFUSG26004.2.p1
OG0001740	HUMAN04153, HUMAN24941, HUMAN20293, HUMAN20292, HUMAN04152, HUMAN20291	OFUSG07460.3.p1, OFUSG07460.2.p1, OFUSG07460.1.p1, OFUSG07460.5.p1, OFUSG07460.4.p1
OG0001743	HUMAN29328, HUMAN29326	OFUSG08277.1.p1
OG0001744	HUMAN27314, HUMAN18242, HUMAN27316, HUMAN27315, HUMAN27317, HUMAN06338	OFUSG26490.1.p1
OG0001745	HUMAN00586, HUMAN00585, HUMAN00587, HUMAN00584	OFUSG02091.1.p1, OFUSG17121.1.p1
OG0001745	HUMAN25534	OFUSG13699.1.p1
OG0001746	HUMAN04189, HUMAN20301, HUMAN20300, HUMAN20302	OFUSG01226.1.p1
OG0001747	HUMAN19647, HUMAN19645, HUMAN19646, HUMAN18323, HUMAN18324, HUMAN02105	OFUSG14743.1.p1
OG0001752	HUMAN14402, HUMAN14401, HUMAN09557	OFUSG10922.3.p1, OFUSG10922.1.p1, OFUSG10922.4.p1, OFUSG10922.2.p1
OG0001754	HUMAN25325, HUMAN05304, HUMAN05305, HUMAN05303, HUMAN13962	OFUSG00177.1.p1, OFUSG08904.1.p1
OG0001755	HUMAN04349	OFUSG07586.1.p1
OG0001755	HUMAN05480	OFUSG21511.1.p1
OG0001756	HUMAN03565, HUMAN03566	OFUSG08592.1.p1
OG0001756	HUMAN27756, HUMAN27755	OFUSG10747.1.p1
OG0001757	HUMAN02532, HUMAN02531, HUMAN08337, HUMAN08338, HUMAN27193, HUMAN25593, HUMAN27189, HUMAN27178, HUMAN27173, HUMAN13781, HUMAN08339	OFUSG12317.2.p1, OFUSG12317.1.p1
OG0001758	HUMAN12281	OFUSG15619.1.p1
OG0001758	HUMAN11719	OFUSG24156.1.p1
OG0001759	HUMAN03559	OFUSG19148.1.p1
OG0001764	HUMAN01992, HUMAN01991	OFUSG22801.1.p1
OG0001768	HUMAN09704	OFUSG08811.1.p1
OG0001768	HUMAN23681, HUMAN14390	OFUSG08731.1.p1
OG0001769	HUMAN03651	OFUSG10234.1.p1
OG0001769	HUMAN08557, HUMAN08556	OFUSG12391.1.p1
OG0001770	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894	OFUSG07903.2.p1, OFUSG07903.1.p1
OG0001772	HUMAN02529, HUMAN08892	OFUSG12371.1.p1
OG0001774	HUMAN18619	OFUSG05793.1.p1
OG0001774	HUMAN30515, HUMAN30516	OFUSG06044.1.p1, OFUSG06044.2.p1
OG0001776	HUMAN24230, HUMAN03618, HUMAN17361, HUMAN17360	OFUSG19540.1.p1
OG0001778	HUMAN08146	OFUSG19319.1.p1
OG0001779	HUMAN09430, HUMAN09426	OFUSG18441.1.p1, OFUSG18442.1.p1, OFUSG18440.1.p1, OFUSG17457.1.p1, OFUSG17457.2.p1
OG0001780	HUMAN19749	OFUSG15520.2.p1, OFUSG15520.1.p1
OG0001781	HUMAN12741, HUMAN12740, HUMAN12739	OFUSG16705.1.p1
OG0001781	HUMAN24740	OFUSG05822.1.p1
OG0001782	HUMAN23640	OFUSG09109.2.p1, OFUSG09109.1.p1
OG0001783	HUMAN10327, HUMAN10326	OFUSG14625.1.p1
OG0001785	HUMAN07812	OFUSG24818.1.p1
OG0001787	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492	OFUSG00916.1.p1
OG0001789	HUMAN19923, HUMAN12300	OFUSG22370.1.p1
OG0001790	HUMAN15656, HUMAN15657	OFUSG20060.2.p1, OFUSG20060.1.p1
OG0001792	HUMAN29333	OFUSG00241.1.p1, OFUSG00240.1.p1
OG0001793	HUMAN20623	OFUSG23631.1.p1
OG0001793	HUMAN05697	OFUSG13358.1.p1
OG0001794	HUMAN19680	OFUSG07428.1.p1, OFUSG06495.1.p1
OG0001796	HUMAN19025, HUMAN19024, HUMAN19023, HUMAN19026, HUMAN27928	OFUSG20364.1.p1
OG0001797	HUMAN22063	OFUSG18738.1.p1
OG0001798	HUMAN14327, HUMAN14328, HUMAN09868	OFUSG06131.1.p1, OFUSG16581.1.p1
OG0001799	HUMAN11851, HUMAN07342, HUMAN05015	OFUSG24184.1.p1
OG0001800	HUMAN21427, HUMAN21429, HUMAN21428, HUMAN02409, HUMAN07046	OFUSG05613.1.p1
OG0001801	HUMAN01406, HUMAN04138, HUMAN27053, HUMAN01453, HUMAN04141, HUMAN04140	OFUSG07020.1.p1
