Orthogroup	HUMAN	STRPU_ok
OG0001268	HUMAN29785, HUMAN29783	STRPU_23502
OG0001270	HUMAN10267, HUMAN10268, HUMAN10266	STRPU_08488
OG0001270	HUMAN10495	STRPU_08385
OG0001271	HUMAN27281, HUMAN13161, HUMAN06386	STRPU_13643, STRPU_02421
OG0001272	HUMAN10856, HUMAN12263, HUMAN28972	STRPU_15049
OG0001273	HUMAN09957, HUMAN15061, HUMAN23537	STRPU_26636
OG0001274	HUMAN01186, HUMAN14450, HUMAN29306	STRPU_20009
OG0001275	HUMAN25461, HUMAN25459, HUMAN25460	STRPU_16983
OG0001276	HUMAN05158, HUMAN23988, HUMAN23987	STRPU_05244
OG0001278	HUMAN13574, HUMAN02569, HUMAN02570	STRPU_00086, STRPU_24452, STRPU_24453
OG0001278	HUMAN28348	STRPU_24861
OG0001279	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712	STRPU_20599, STRPU_20598, STRPU_20627
OG0001280	HUMAN09972, HUMAN14369, HUMAN28522	STRPU_26559
OG0001282	HUMAN11803, HUMAN21801	STRPU_11958, STRPU_01619
OG0001284	HUMAN27205	STRPU_00110, STRPU_13473
OG0001284	HUMAN09392	STRPU_26961
OG0001287	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270	STRPU_05909
OG0001288	HUMAN09745, HUMAN23493	STRPU_26804
OG0001290	HUMAN23738, HUMAN09455, HUMAN11087	STRPU_26728
OG0001291	HUMAN27542, HUMAN22728, HUMAN03289	STRPU_04348
OG0001292	HUMAN20666, HUMAN18444, HUMAN18446	STRPU_13209
OG0001293	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393	STRPU_14547
OG0001294	HUMAN08609	STRPU_21633
OG0001295	HUMAN17913, HUMAN17912, HUMAN06527	STRPU_21991
OG0001296	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471	STRPU_21312
OG0001297	HUMAN06849, HUMAN06850, HUMAN02321, HUMAN02322, HUMAN04265	STRPU_12690
OG0001300	HUMAN21610, HUMAN07635, HUMAN30249	STRPU_00543, STRPU_15986
OG0001302	HUMAN28036	STRPU_14524
OG0001305	HUMAN14853, HUMAN29257, HUMAN01234	STRPU_20309
OG0001306	HUMAN01015, HUMAN01014	STRPU_19063
OG0001306	HUMAN29260	STRPU_20137
OG0001308	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495	STRPU_04711
OG0001309	HUMAN26186, HUMAN26187	STRPU_25014, STRPU_25016
OG0001310	HUMAN09337	STRPU_21314
OG0001310	HUMAN17449	STRPU_15962, STRPU_00518
OG0001311	HUMAN02788	STRPU_10949
OG0001311	HUMAN20553	STRPU_00838, STRPU_14082
OG0001312	HUMAN19586, HUMAN21384, HUMAN21385	STRPU_18010, STRPU_24489, STRPU_17750
OG0001315	HUMAN13233, HUMAN25875	STRPU_08079
OG0001316	HUMAN22411, HUMAN07507	STRPU_15726
OG0001317	HUMAN26503, HUMAN26504	STRPU_23522
OG0001317	HUMAN29334	STRPU_17298, STRPU_17302
OG0001318	HUMAN16547, HUMAN16548	STRPU_12148, STRPU_12116
OG0001318	HUMAN21172, HUMAN21173	STRPU_17591
OG0001319	HUMAN30310, HUMAN21541	STRPU_06818
OG0001320	HUMAN27988, HUMAN27989	STRPU_26137, STRPU_26135
OG0001320	HUMAN09292, HUMAN16855, HUMAN16856	STRPU_21063
OG0001321	HUMAN09666, HUMAN14539	STRPU_22556
OG0001322	HUMAN03840	STRPU_12583
OG0001322	HUMAN15479, HUMAN15481	STRPU_21322
OG0001324	HUMAN21897	STRPU_25173
OG0001325	HUMAN22703	STRPU_04898
OG0001326	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603	STRPU_10219
OG0001327	HUMAN05826, HUMAN05829	STRPU_24460
OG0001327	HUMAN06766, HUMAN06765, HUMAN02428	STRPU_23965, STRPU_23941
OG0001329	HUMAN02833	STRPU_23801
OG0001330	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846	STRPU_14416, STRPU_14419, STRPU_14445
OG0001331	HUMAN22233, HUMAN22231, HUMAN24247, HUMAN13998	STRPU_10147, STRPU_10085, STRPU_10148
OG0001332	HUMAN29020	STRPU_19163
OG0001333	HUMAN20118, HUMAN10313	STRPU_12708
OG0001335	HUMAN28637	STRPU_26922
OG0001337	HUMAN28621	STRPU_26821
OG0001337	HUMAN13008, HUMAN23397, HUMAN00896	STRPU_19080
OG0001339	HUMAN03666	STRPU_10027
OG0001344	HUMAN17092	STRPU_04822, STRPU_00738
OG0001345	HUMAN21450, HUMAN21451, HUMAN21449	STRPU_23708
OG0001348	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856	STRPU_06494
OG0001350	HUMAN01020	STRPU_00173, STRPU_18483
OG0001350	HUMAN18742	STRPU_18539
OG0001351	HUMAN30584	STRPU_05960
OG0001351	HUMAN29755	STRPU_05959
OG0001352	HUMAN27857	STRPU_08735, STRPU_01435
OG0001353	HUMAN18781	STRPU_21554
OG0001353	HUMAN18886	STRPU_00577, STRPU_07545
OG0001354	HUMAN01976	STRPU_03356
OG0001354	HUMAN14805, HUMAN00966, HUMAN28999	STRPU_18322, STRPU_01125
OG0001355	HUMAN24307, HUMAN22136, HUMAN03703	STRPU_09877
OG0001356	HUMAN21113, HUMAN06242, HUMAN29863	STRPU_23614
OG0001357	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455	STRPU_20969
OG0001358	HUMAN25707	STRPU_17593, STRPU_17592
OG0001359	HUMAN14362, HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432, HUMAN28720, HUMAN01773	STRPU_26859
OG0001360	HUMAN22743, HUMAN22745, HUMAN22744	STRPU_04909
OG0001361	HUMAN04301, HUMAN04302, HUMAN20294	STRPU_11678
OG0001362	HUMAN13462	STRPU_08359
OG0001363	HUMAN02206	STRPU_20296
OG0001364	HUMAN26706, HUMAN18389	STRPU_10674, STRPU_00565
OG0001365	HUMAN29603, HUMAN22759	STRPU_05636, STRPU_05575, STRPU_05635, STRPU_05634, STRPU_05574, STRPU_22631, STRPU_05633, STRPU_05637, STRPU_05578
OG0001367	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627	STRPU_24795
OG0001368	HUMAN08634, HUMAN18786, HUMAN18785, HUMAN08633	STRPU_21464
OG0001369	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738	STRPU_23738
OG0001370	HUMAN10042	STRPU_22194
OG0001370	HUMAN18140	STRPU_15723
OG0001371	HUMAN13498, HUMAN13497	STRPU_08143, STRPU_02082, STRPU_09113
OG0001372	HUMAN01152	STRPU_19138
OG0001373	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735	STRPU_08670
OG0001374	HUMAN09540, HUMAN09539, HUMAN01648, HUMAN19827, HUMAN19826, HUMAN30333	STRPU_22804, STRPU_01963
OG0001375	HUMAN25598, HUMAN00578, HUMAN00579	STRPU_07355
OG0001376	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374	STRPU_03703
OG0001377	HUMAN18646, HUMAN03684, HUMAN03683	STRPU_10185
OG0001378	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018	STRPU_09539
OG0001379	HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658	STRPU_06776, STRPU_06758
OG0001380	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347	STRPU_05457
OG0001381	HUMAN14335, HUMAN09185, HUMAN28764	STRPU_27173, STRPU_27171
OG0001382	HUMAN16046, HUMAN16047, HUMAN16048	STRPU_12913, STRPU_12914
OG0001382	HUMAN16044	STRPU_12915
OG0001383	HUMAN01927	STRPU_19391
OG0001384	HUMAN07653, HUMAN07663	STRPU_06439
OG0001389	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383	STRPU_05345
OG0001394	HUMAN27466	STRPU_05211
OG0001395	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663	STRPU_17938
OG0001397	HUMAN24255, HUMAN03558	STRPU_09545
OG0001397	HUMAN03597	STRPU_10313
OG0001398	HUMAN30494, HUMAN20842	STRPU_20006, STRPU_20005, STRPU_20002, STRPU_20003
OG0001399	HUMAN07651	STRPU_06787
OG0001399	HUMAN18963, HUMAN18962, HUMAN11037	STRPU_26081
OG0001400	HUMAN12867, HUMAN17921, HUMAN26085, HUMAN26084	STRPU_01874, STRPU_25189
OG0001401	HUMAN29769	STRPU_05958
OG0001402	HUMAN19950, HUMAN10942, HUMAN12422, HUMAN12423	STRPU_02223, STRPU_15580
OG0001403	HUMAN12235, HUMAN27256, HUMAN07228	STRPU_14874, STRPU_14258
OG0001404	HUMAN00261	STRPU_10986, STRPU_00324
OG0001405	HUMAN20770, HUMAN11517, HUMAN20772	STRPU_25512
OG0001406	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432	STRPU_06123
OG0001408	HUMAN29375, HUMAN14479, HUMAN01329	STRPU_00756, STRPU_19811
OG0001409	HUMAN15650, HUMAN21360	STRPU_03382
OG0001410	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903	STRPU_05515
OG0001410	HUMAN27965	STRPU_25411
OG0001411	HUMAN22432, HUMAN22431	STRPU_05251, STRPU_05267
OG0001412	HUMAN07098, HUMAN07099	STRPU_09369
OG0001413	HUMAN07320, HUMAN07322	STRPU_14983, STRPU_14952
OG0001413	HUMAN10070	STRPU_26501
OG0001414	HUMAN16822	STRPU_21522
OG0001414	HUMAN26311	STRPU_10366
OG0001415	HUMAN19750, HUMAN19752, HUMAN19751	STRPU_14239
OG0001416	HUMAN00172, HUMAN11820	STRPU_10614
OG0001417	HUMAN12487	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122
OG0001418	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427	STRPU_01132, STRPU_01131, STRPU_18315
OG0001419	HUMAN02692, HUMAN09220, HUMAN09218, HUMAN09217	STRPU_21660, STRPU_21725
OG0001420	HUMAN08488, HUMAN08485, HUMAN29818, HUMAN29817, HUMAN20933, HUMAN06265, HUMAN06264, HUMAN06263	STRPU_20535
OG0001421	HUMAN04839, HUMAN08948, HUMAN02585	STRPU_20976
OG0001422	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891	STRPU_17021
OG0001423	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689	STRPU_20339
OG0001424	HUMAN04853, HUMAN04852	STRPU_22200
OG0001425	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344	STRPU_15993
OG0001427	HUMAN18845, HUMAN13853, HUMAN16726	STRPU_07408
OG0001428	HUMAN00193, HUMAN11816, HUMAN05892	STRPU_11278, STRPU_11240
OG0001430	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891	STRPU_21288
OG0001431	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529	STRPU_22263
OG0001432	HUMAN16749	STRPU_16417, STRPU_00133, STRPU_16416, STRPU_16413
OG0001433	HUMAN00642, HUMAN28267, HUMAN25243	STRPU_07230, STRPU_07255
OG0001434	HUMAN25376	STRPU_17872
OG0001436	HUMAN28951	STRPU_24142
OG0001437	HUMAN27963, HUMAN27962	STRPU_25775, STRPU_25792
OG0001439	HUMAN05538, HUMAN05539	STRPU_03360, STRPU_03364
OG0001440	HUMAN02970, HUMAN12486	STRPU_25215
OG0001441	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607	STRPU_07157
OG0001445	HUMAN18716, HUMAN15579	STRPU_16668, STRPU_16697
OG0001446	HUMAN12296	STRPU_15539, STRPU_15538, STRPU_23259, STRPU_23309, STRPU_23307
OG0001447	HUMAN09319, HUMAN15576, HUMAN02582	STRPU_20657, STRPU_20658
OG0001449	HUMAN16746	STRPU_07648
OG0001449	HUMAN18160	STRPU_25089
OG0001451	HUMAN07097	STRPU_14371
OG0001451	HUMAN04374, HUMAN04373	STRPU_17131
OG0001452	HUMAN23508, HUMAN10054, HUMAN01876	STRPU_26368
OG0001453	HUMAN01855, HUMAN01856, HUMAN01854, HUMAN09711, HUMAN21615	STRPU_24736, STRPU_08563, STRPU_24734
OG0001454	HUMAN24123	STRPU_05075, STRPU_05152
OG0001454	HUMAN24124, HUMAN24121, HUMAN24122, HUMAN22861	STRPU_05150, STRPU_05074
OG0001454	HUMAN24125	STRPU_05151
OG0001455	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678	STRPU_18159
OG0001456	HUMAN21609	STRPU_27191, STRPU_27192, STRPU_27208
OG0001457	HUMAN25257, HUMAN25224, HUMAN25255, HUMAN28271, HUMAN25256	STRPU_07098
OG0001459	HUMAN15951, HUMAN15950, HUMAN06132	STRPU_12776, STRPU_02363
OG0001460	HUMAN03122	STRPU_04118
OG0001461	HUMAN26887	STRPU_23343
OG0001463	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625	STRPU_25835, STRPU_25655, STRPU_25656
OG0001464	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436	STRPU_25177
OG0001465	HUMAN00436	STRPU_11188
OG0001466	HUMAN20834, HUMAN20833	STRPU_07749
OG0001466	HUMAN23853	STRPU_04674
OG0001467	HUMAN29474, HUMAN29473	STRPU_19577
OG0001467	HUMAN05267	STRPU_05130, STRPU_05054
OG0001468	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674	STRPU_25091
OG0001469	HUMAN25406	STRPU_17361, STRPU_17345
OG0001470	HUMAN12346	STRPU_02226, STRPU_15577
OG0001472	HUMAN26528, HUMAN26527	STRPU_27210, STRPU_27194
OG0001472	HUMAN19245	STRPU_25563, STRPU_00832
OG0001473	HUMAN20094, HUMAN20096, HUMAN20095	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879
OG0001474	HUMAN09370	STRPU_13493
OG0001474	HUMAN10738, HUMAN10739, HUMAN10736	STRPU_08774
OG0001475	HUMAN00232, HUMAN00233	STRPU_11303, STRPU_11319, STRPU_11092
OG0001476	HUMAN25765, HUMAN19427	STRPU_17798
OG0001478	HUMAN09291, HUMAN09290	STRPU_21182
OG0001478	HUMAN20166	STRPU_09284
OG0001479	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189	STRPU_19441
OG0001480	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721	STRPU_24164
OG0001481	HUMAN25752, HUMAN25750, HUMAN08503	STRPU_20432
OG0001483	HUMAN12748	STRPU_06785
OG0001484	HUMAN29782, HUMAN20929	STRPU_13892, STRPU_23212, STRPU_23225
OG0001485	HUMAN10085, HUMAN23594, HUMAN23593	STRPU_26365
OG0001486	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067	STRPU_11997, STRPU_01663
OG0001487	HUMAN11646, HUMAN13747, HUMAN11647	STRPU_26331
OG0001488	HUMAN04092, HUMAN04094	STRPU_13616
OG0001488	HUMAN04093	STRPU_13615, STRPU_02447
OG0001489	HUMAN01073, HUMAN23289	STRPU_18782
OG0001490	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810	STRPU_20507
OG0001492	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105	STRPU_14187
OG0001493	HUMAN03318	STRPU_04271
OG0001495	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161	STRPU_23172
OG0001496	HUMAN17133	STRPU_09305, STRPU_09648, STRPU_09646
OG0001500	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404	STRPU_06633
OG0001501	HUMAN08312, HUMAN18751	STRPU_21031
OG0001502	HUMAN13214, HUMAN13217	STRPU_08256
OG0001503	HUMAN15059	STRPU_26383
OG0001503	HUMAN06046	STRPU_08277
OG0001504	HUMAN18887	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973
OG0001505	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341	STRPU_11360
OG0001506	HUMAN21790, HUMAN00091	STRPU_11331
OG0001507	HUMAN08598, HUMAN02657, HUMAN02656, HUMAN04900	STRPU_21330
OG0001508	HUMAN04219, HUMAN15958	STRPU_12972
OG0001509	HUMAN07903, HUMAN21589	STRPU_06444
OG0001510	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092	STRPU_19269
OG0001511	HUMAN18319, HUMAN26693	STRPU_06130
OG0001513	HUMAN17774, HUMAN17773, HUMAN06636	STRPU_23242
OG0001515	HUMAN12421, HUMAN12420, HUMAN19953	STRPU_15320, STRPU_15319
OG0001516	HUMAN23268	STRPU_18551
OG0001517	HUMAN23303, HUMAN21286	STRPU_19850, STRPU_23529
OG0001518	HUMAN21520, HUMAN20795, HUMAN21522	STRPU_07114
OG0001520	HUMAN00622, HUMAN16656	STRPU_24561
OG0001521	HUMAN15053, HUMAN23542, HUMAN01808	STRPU_26866
OG0001522	HUMAN15759	STRPU_03073
OG0001523	HUMAN04118, HUMAN06164	STRPU_12314
OG0001524	HUMAN03522	STRPU_10326
OG0001524	HUMAN11149	STRPU_25252
OG0001525	HUMAN07206	STRPU_15038, STRPU_15039, STRPU_15040, STRPU_15037
OG0001526	HUMAN02271, HUMAN29404	STRPU_20380
OG0001527	HUMAN11842	STRPU_14392
OG0001527	HUMAN28194	STRPU_25264
OG0001528	HUMAN11910, HUMAN21992, HUMAN21991, HUMAN21990	STRPU_10769
OG0001529	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918	STRPU_00143
OG0001531	HUMAN03428, HUMAN22234, HUMAN24248	STRPU_10272
OG0001532	HUMAN21870, HUMAN00046, HUMAN11888, HUMAN21869	STRPU_10950
OG0001533	HUMAN07789, HUMAN21380	STRPU_24952
OG0001534	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538	STRPU_08320, STRPU_08319
OG0001536	HUMAN23182, HUMAN23181	STRPU_21047
OG0001538	HUMAN02566	STRPU_12441, STRPU_12432
OG0001545	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012	STRPU_27363
OG0001546	HUMAN08266, HUMAN16844	STRPU_20460
OG0001549	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395	STRPU_24400
OG0001550	HUMAN20737	STRPU_21280, STRPU_20475
OG0001551	HUMAN08700, HUMAN02498	STRPU_21860, STRPU_21899, STRPU_21891
OG0001552	HUMAN20977, HUMAN20976	STRPU_22979
OG0001553	HUMAN27760, HUMAN03319, HUMAN23794	STRPU_04052
OG0001554	HUMAN05332, HUMAN05331, HUMAN30019	STRPU_02015, STRPU_16951
OG0001556	HUMAN02509	STRPU_20697
OG0001557	HUMAN04310	STRPU_12321
OG0001557	HUMAN26830, HUMAN26831	STRPU_23129
OG0001558	HUMAN29505, HUMAN29504, HUMAN14496	STRPU_20040
OG0001559	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942	STRPU_21439
OG0001560	HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891	STRPU_22041
OG0001561	HUMAN20456, HUMAN24967, HUMAN20360	STRPU_22097
OG0001563	HUMAN09891	STRPU_26909, STRPU_13288, STRPU_13360
OG0001564	HUMAN18396, HUMAN05131	STRPU_06537, STRPU_06563
OG0001565	HUMAN15336, HUMAN05720, HUMAN01912	STRPU_03587, STRPU_03523, STRPU_03586
OG0001566	HUMAN25664, HUMAN29643	STRPU_17707
OG0001567	HUMAN00268, HUMAN21826	STRPU_14545, STRPU_14538
OG0001568	HUMAN20082, HUMAN20081	STRPU_08839, STRPU_00977
OG0001569	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287	STRPU_06491, STRPU_06672
OG0001570	HUMAN16051	STRPU_25866
OG0001571	HUMAN13804, HUMAN05679	STRPU_03649, STRPU_03634
OG0001571	HUMAN05678	STRPU_02985
OG0001572	HUMAN13726	STRPU_17033, STRPU_01799
OG0001572	HUMAN11626, HUMAN11627	STRPU_25872
OG0001573	HUMAN01295, HUMAN29048	STRPU_18175
OG0001574	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298	STRPU_09295
OG0001575	HUMAN20511	STRPU_23849, STRPU_23815
OG0001576	HUMAN23520, HUMAN09989, HUMAN09990	STRPU_26967
OG0001578	HUMAN27577, HUMAN27576, HUMAN03525	STRPU_09755, STRPU_09711
OG0001579	HUMAN03141, HUMAN03143, HUMAN03144	STRPU_04737, STRPU_04730, STRPU_04736
OG0001580	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241	STRPU_25493
OG0001581	HUMAN02524, HUMAN02525	STRPU_21852, STRPU_21108
OG0001582	HUMAN11710, HUMAN19935	STRPU_15059
OG0001583	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577	STRPU_09827
OG0001584	HUMAN22038	STRPU_06055
OG0001589	HUMAN10236	STRPU_02158, STRPU_09187, STRPU_02156, STRPU_02159
OG0001590	HUMAN09424	STRPU_17388, STRPU_26879
OG0001592	HUMAN09531, HUMAN09657, HUMAN09656	STRPU_22809, STRPU_22808, STRPU_01967, STRPU_23555
OG0001593	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587	STRPU_22521
OG0001597	HUMAN26560, HUMAN26561, HUMAN26559	STRPU_14448, STRPU_14431
OG0001597	HUMAN03834	STRPU_15998
OG0001599	HUMAN13426	STRPU_08993
OG0001600	HUMAN00788, HUMAN00787, HUMAN16635, HUMAN28233	STRPU_07559, STRPU_00590
OG0001604	HUMAN22175	STRPU_20664
OG0001604	HUMAN12471, HUMAN12472	STRPU_14571
OG0001605	HUMAN07945, HUMAN07944	STRPU_25478, STRPU_12565
OG0001606	HUMAN13929	STRPU_00806, STRPU_25539
OG0001606	HUMAN03753	STRPU_09537
OG0001609	HUMAN07643	STRPU_06891
OG0001609	HUMAN21122, HUMAN07645	STRPU_23497
OG0001610	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094	STRPU_24471
OG0001611	HUMAN08978, HUMAN02546	STRPU_20967
OG0001612	HUMAN25319	STRPU_17129
OG0001614	HUMAN14358	STRPU_27003
OG0001614	HUMAN13572	STRPU_00963, STRPU_08858
OG0001615	HUMAN04414, HUMAN27016	STRPU_12203
OG0001617	HUMAN20425, HUMAN06149, HUMAN24916	STRPU_23604
OG0001620	HUMAN24750, HUMAN24751, HUMAN02052	STRPU_19915
OG0001621	HUMAN10405, HUMAN20233	STRPU_05699
OG0001622	HUMAN03730, HUMAN03729, HUMAN27716	STRPU_09518
OG0001624	HUMAN25539, HUMAN25540, HUMAN00624, HUMAN19275, HUMAN19274, HUMAN27856	STRPU_24187, STRPU_01112
OG0001627	HUMAN28211	STRPU_10394
OG0001627	HUMAN24158	STRPU_09510
OG0001628	HUMAN16897, HUMAN16898	STRPU_20435
OG0001632	HUMAN20860, HUMAN20348, HUMAN01354	STRPU_23809, STRPU_23843
OG0001633	HUMAN28383	STRPU_24119, STRPU_24126
OG0001634	HUMAN29106	STRPU_20042
OG0001634	HUMAN02620, HUMAN15581	STRPU_21767, STRPU_21703
OG0001635	HUMAN30203, HUMAN26031, HUMAN29595	STRPU_05304
OG0001636	HUMAN11118	STRPU_26253
OG0001637	HUMAN21485	STRPU_08189
OG0001638	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784	STRPU_14215
OG0001639	HUMAN09764, HUMAN14138	STRPU_26515
OG0001640	HUMAN21156, HUMAN21157	STRPU_22717, STRPU_00700
OG0001641	HUMAN02994	STRPU_24984
OG0001642	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976	STRPU_21824
OG0001643	HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331	STRPU_03592, STRPU_03527
OG0001644	HUMAN24567	STRPU_07026
OG0001649	HUMAN09668	STRPU_22499
OG0001651	HUMAN24385, HUMAN03098, HUMAN22631	STRPU_04788
OG0001652	HUMAN08985	STRPU_21641, STRPU_00295, STRPU_00191
OG0001653	HUMAN23274	STRPU_18928, STRPU_18930, STRPU_18865
OG0001654	HUMAN24521, HUMAN24522, HUMAN25677	STRPU_24101, STRPU_24566
OG0001655	HUMAN23043, HUMAN29586, HUMAN29889	STRPU_05327
OG0001656	HUMAN12664	STRPU_02552, STRPU_14771
OG0001657	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603	STRPU_14732
OG0001658	HUMAN13848, HUMAN18839, HUMAN13849	STRPU_07438
OG0001658	HUMAN18841	STRPU_07439, STRPU_07448
OG0001659	HUMAN00545, HUMAN00546, HUMAN25769	STRPU_17531
OG0001660	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381	STRPU_04934
OG0001661	HUMAN07166	STRPU_15061
OG0001661	HUMAN21509	STRPU_25156
OG0001662	HUMAN05309	STRPU_01806
OG0001662	HUMAN26391, HUMAN07388	STRPU_17153
OG0001663	HUMAN26903, HUMAN29828	STRPU_22095
OG0001665	HUMAN13477, HUMAN13476	STRPU_01425, STRPU_08744
OG0001665	HUMAN10572	STRPU_01424, STRPU_08745
OG0001666	HUMAN07809	STRPU_23274, STRPU_05068, STRPU_05143, STRPU_25003
OG0001667	HUMAN12734, HUMAN26001, HUMAN26000, HUMAN06279, HUMAN06280, HUMAN06278	STRPU_13327, STRPU_13922, STRPU_13935
OG0001668	HUMAN25853	STRPU_17265
OG0001671	HUMAN20911	STRPU_23579
OG0001672	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575	STRPU_23272
OG0001673	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851	STRPU_21686, STRPU_21751
OG0001674	HUMAN09862, HUMAN09861, HUMAN09864, HUMAN09865, HUMAN13900	STRPU_23906
OG0001675	HUMAN28279, HUMAN27610	STRPU_07480
OG0001676	HUMAN03206	STRPU_04793
OG0001676	HUMAN15070	STRPU_22887
OG0001677	HUMAN07349, HUMAN07350	STRPU_14147, STRPU_14173
OG0001678	HUMAN25999, HUMAN17691	STRPU_22047, STRPU_22048
OG0001682	HUMAN18147	STRPU_06239
OG0001683	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314	STRPU_17458, STRPU_17475
OG0001684	HUMAN14785, HUMAN01201	STRPU_14381
OG0001685	HUMAN22339	STRPU_05303
OG0001687	HUMAN03234	STRPU_25158, STRPU_24138
OG0001688	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992	STRPU_05297
OG0001689	HUMAN11737, HUMAN19915	STRPU_14303
OG0001691	HUMAN10903	STRPU_15006
OG0001692	HUMAN00929, HUMAN00928, HUMAN15010, HUMAN23437, HUMAN23438	STRPU_19066
OG0001693	HUMAN00705	STRPU_17514, STRPU_17516, STRPU_17517, STRPU_21571, STRPU_00283, STRPU_21570
OG0001694	HUMAN06928, HUMAN06927, HUMAN06925, HUMAN20957	STRPU_01478
OG0001696	HUMAN07021, HUMAN07020, HUMAN03942, HUMAN03944, HUMAN03943, HUMAN03945	STRPU_01381, STRPU_11566
