Orthogroup	HUMAN	BRALA
OG0000802	HUMAN01155, HUMAN01153, HUMAN01154, HUMAN14855, HUMAN01190, HUMAN01189, HUMAN14331, HUMAN14330, HUMAN15853, HUMAN15854, HUMAN08400, HUMAN08401, HUMAN23294	BRALA01136, BRALA01137, BRALA01138
OG0000805	HUMAN29084, HUMAN29083, HUMAN24786, HUMAN24785, HUMAN02138, HUMAN21807	BRALA11113, BRALA11112, BRALA05953, BRALA05905, BRALA05906, BRALA22453
OG0000809	HUMAN01052, HUMAN01051, HUMAN15029, HUMAN15032, HUMAN15033, HUMAN15030, HUMAN23557	BRALA05348
OG0000809	HUMAN15031	BRALA05349
OG0000810	HUMAN00991, HUMAN00992	BRALA00801
OG0000810	HUMAN21423, HUMAN20624, HUMAN20625	BRALA10599
OG0000811	HUMAN20400	BRALA22490
OG0000813	HUMAN03259, HUMAN22179	BRALA03660
OG0000814	HUMAN09482	BRALA04143
OG0000814	HUMAN26312	BRALA03045
OG0000815	HUMAN07837	BRALA11706
OG0000815	HUMAN17849, HUMAN02971	BRALA04544
OG0000816	HUMAN04902, HUMAN17010, HUMAN15773	BRALA20882
OG0000816	HUMAN22732, HUMAN03583	BRALA03932
OG0000817	HUMAN13385, HUMAN06596	BRALA00540
OG0000817	HUMAN03169	BRALA03663
OG0000817	HUMAN27263	BRALA17018
OG0000818	HUMAN25966, HUMAN13463, HUMAN15929, HUMAN15930, HUMAN15928	BRALA13068
OG0000819	HUMAN04360	BRALA07696, BRALA07697
OG0000819	HUMAN12285, HUMAN12284	BRALA34137
OG0000820	HUMAN06271, HUMAN06272	BRALA14102
OG0000822	HUMAN06077, HUMAN06076	BRALA23399, BRALA23400
OG0000824	HUMAN12192, HUMAN12199	BRALA12514
OG0000825	HUMAN17393, HUMAN24372	BRALA11858
OG0000825	HUMAN06887	BRALA13831, BRALA13832, BRALA13834, BRALA13833
OG0000826	HUMAN18961	BRALA19087
OG0000827	HUMAN28623	BRALA18118, BRALA02359, BRALA13523, BRALA16833, BRALA30597, BRALA00958
OG0000828	HUMAN09906, HUMAN09908, HUMAN09907, HUMAN23682, HUMAN23683	BRALA04441
OG0000828	HUMAN07354	BRALA34346
OG0000829	HUMAN09769, HUMAN09770, HUMAN23704	BRALA16337, BRALA16336
OG0000829	HUMAN03517, HUMAN27574, HUMAN17189	BRALA16335
OG0000830	HUMAN10228, HUMAN10227, HUMAN13475, HUMAN20103, HUMAN20104	BRALA06400
OG0000830	HUMAN04465	BRALA34995
OG0000831	HUMAN00865, HUMAN00861	BRALA05105
OG0000831	HUMAN21218, HUMAN17251	BRALA03242, BRALA07443, BRALA01790, BRALA01791
OG0000832	HUMAN01034	BRALA08098, BRALA08100, BRALA04511, BRALA15197, BRALA18694
OG0000833	HUMAN14526, HUMAN14694, HUMAN28569, HUMAN00981	BRALA05134
OG0000834	HUMAN26293, HUMAN06471, HUMAN12572, HUMAN26292, HUMAN18196, HUMAN18197, HUMAN18198, HUMAN18199, HUMAN18200	BRALA06902
OG0000836	HUMAN09550	BRALA01673, BRALA04302, BRALA08044, BRALA08045
OG0000838	HUMAN01404, HUMAN07009	BRALA18308, BRALA23852, BRALA23853
OG0000838	HUMAN07011, HUMAN16347	BRALA27651, BRALA27650, BRALA29963, BRALA29962
OG0000841	HUMAN11209, HUMAN11208, HUMAN28390, HUMAN28389, HUMAN25529	BRALA03274
OG0000842	HUMAN11438, HUMAN28733, HUMAN28739, HUMAN28726, HUMAN17591, HUMAN12703, HUMAN27200	BRALA00081
OG0000845	HUMAN29728, HUMAN30115, HUMAN25768, HUMAN30116	BRALA12426
OG0000845	HUMAN05320	BRALA12338
OG0000847	HUMAN12189	BRALA27576
OG0000847	HUMAN19801, HUMAN10864	BRALA19376
OG0000848	HUMAN07569, HUMAN22921, HUMAN23842	BRALA26804
OG0000849	HUMAN01370	BRALA35105
OG0000849	HUMAN01371	BRALA28673
OG0000850	HUMAN00998	BRALA22071, BRALA00654
OG0000850	HUMAN03430	BRALA25841
OG0000851	HUMAN17389, HUMAN22898	BRALA11776
OG0000852	HUMAN01598	BRALA26844
OG0000852	HUMAN18978, HUMAN18977, HUMAN13869	BRALA03113
OG0000856	HUMAN05022, HUMAN05021, HUMAN05020	BRALA04525
OG0000857	HUMAN24948, HUMAN05809, HUMAN04190	BRALA08900
OG0000858	HUMAN27046, HUMAN27045	BRALA12759
OG0000858	HUMAN19566, HUMAN05690	BRALA08811
OG0000859	HUMAN01835, HUMAN09993, HUMAN23491, HUMAN14489	BRALA01935
OG0000860	HUMAN14477, HUMAN29300, HUMAN01277	BRALA18427
OG0000861	HUMAN28119, HUMAN28117	BRALA27568, BRALA35442, BRALA35813, BRALA33885, BRALA34210, BRALA27569, BRALA16109, BRALA15763, BRALA31723, BRALA31507, BRALA21095, BRALA30990, BRALA33002, BRALA16677
OG0000863	HUMAN25393	BRALA11555
OG0000866	HUMAN26002	BRALA04845
OG0000868	HUMAN29668, HUMAN08901	BRALA34175
OG0000869	HUMAN00016	BRALA33856
OG0000870	HUMAN13265	BRALA18901
OG0000871	HUMAN30324	BRALA08980
OG0000871	HUMAN03633	BRALA16416
OG0000872	HUMAN05052, HUMAN05051	BRALA02222
OG0000874	HUMAN22955, HUMAN04088	BRALA11822
OG0000874	HUMAN20636	BRALA03146
OG0000875	HUMAN28345	BRALA10301
OG0000875	HUMAN18108	BRALA09033
OG0000876	HUMAN02798	BRALA11284
OG0000877	HUMAN20047	BRALA03177, BRALA03178
OG0000877	HUMAN18986, HUMAN18987	BRALA03179
OG0000878	HUMAN04661, HUMAN04660	BRALA02339, BRALA02338, BRALA02340
OG0000878	HUMAN26944	BRALA02341
OG0000878	HUMAN26167	BRALA04723
OG0000879	HUMAN11932, HUMAN22026, HUMAN22025, HUMAN11931, HUMAN11933	BRALA05982
OG0000879	HUMAN06283, HUMAN21911	BRALA20286, BRALA33717, BRALA33372, BRALA20287
OG0000880	HUMAN25037	BRALA09318
OG0000881	HUMAN24746	BRALA10038
OG0000881	HUMAN12291	BRALA27657
OG0000882	HUMAN24494, HUMAN24493, HUMAN19192, HUMAN25186, HUMAN00713	BRALA21924
OG0000883	HUMAN09654, HUMAN15097	BRALA07960
OG0000887	HUMAN19125	BRALA10243
OG0000887	HUMAN02796	BRALA09188
OG0000888	HUMAN01523, HUMAN14144	BRALA15051
OG0000888	HUMAN17235	BRALA24377
OG0000889	HUMAN16803	BRALA25124
OG0000889	HUMAN04560, HUMAN10862, HUMAN13087, HUMAN19799, HUMAN19800	BRALA07192
OG0000893	HUMAN20939, HUMAN20942, HUMAN26905, HUMAN26904, HUMAN20941	BRALA25869, BRALA17380, BRALA24437
OG0000894	HUMAN22934	BRALA16945
OG0000894	HUMAN20156, HUMAN25909	BRALA06371
OG0000895	HUMAN14000, HUMAN13999	BRALA04351, BRALA04319
OG0000895	HUMAN23630, HUMAN10073	BRALA14632
OG0000896	HUMAN05088, HUMAN05089	BRALA17653
OG0000896	HUMAN02560, HUMAN04868	BRALA22494
OG0000897	HUMAN20369	BRALA28132
OG0000897	HUMAN01428	BRALA21067, BRALA20480, BRALA17997, BRALA21102
OG0000897	HUMAN20370	BRALA15321
OG0000898	HUMAN01291, HUMAN01290, HUMAN01289	BRALA22391, BRALA22392, BRALA05142
OG0000900	HUMAN01356, HUMAN02358, HUMAN07002, HUMAN04444, HUMAN16078	BRALA04925, BRALA04944, BRALA04941, BRALA04922, BRALA04938, BRALA04932, BRALA04942, BRALA04933, BRALA04921, BRALA04934, BRALA04923
OG0000904	HUMAN03047, HUMAN24362, HUMAN30132, HUMAN03200	BRALA03360
OG0000906	HUMAN24852, HUMAN29427	BRALA02532
OG0000907	HUMAN01311	BRALA01339
OG0000908	HUMAN03690, HUMAN27510	BRALA30688
OG0000909	HUMAN25146, HUMAN25145, HUMAN19496, HUMAN00496	BRALA24516
OG0000911	HUMAN12682, HUMAN12683	BRALA24856
OG0000911	HUMAN18001, HUMAN18002	BRALA35518
OG0000912	HUMAN17095, HUMAN17096, HUMAN03635, HUMAN03636, HUMAN24298, HUMAN22119	BRALA21702
OG0000912	HUMAN11740	BRALA14998
OG0000913	HUMAN24104, HUMAN24103, HUMAN24106, HUMAN05337	BRALA19448
OG0000914	HUMAN30513, HUMAN26793	BRALA20034
OG0000915	HUMAN30522, HUMAN20445, HUMAN01514, HUMAN01508, HUMAN02420, HUMAN06732	BRALA15366
OG0000916	HUMAN01193, HUMAN01192, HUMAN01191	BRALA01182, BRALA18434, BRALA01142, BRALA21246, BRALA01181
OG0000921	HUMAN17556, HUMAN17558, HUMAN17557, HUMAN17559	BRALA09094
OG0000921	HUMAN02198	BRALA21805
OG0000923	HUMAN17831	BRALA04563
OG0000923	HUMAN06654, HUMAN17698	BRALA07148
OG0000925	HUMAN23362, HUMAN23363, HUMAN23364	BRALA25852
OG0000925	HUMAN30631, HUMAN29752	BRALA14244
OG0000926	HUMAN25003	BRALA25512
OG0000927	HUMAN21812, HUMAN30637, HUMAN30636, HUMAN29567, HUMAN30015, HUMAN11917, HUMAN21813	BRALA33718
OG0000928	HUMAN14950, HUMAN14947, HUMAN14948, HUMAN09734	BRALA14602
OG0000929	HUMAN07498, HUMAN07497, HUMAN25465, HUMAN00572	BRALA27977
OG0000931	HUMAN18621	BRALA30526
OG0000932	HUMAN26746	BRALA23597
OG0000933	HUMAN18788	BRALA17397
OG0000934	HUMAN07465, HUMAN25721, HUMAN25723	BRALA15692
OG0000934	HUMAN24974, HUMAN06158	BRALA23860
OG0000935	HUMAN14530, HUMAN10106, HUMAN01617, HUMAN01618, HUMAN06391, HUMAN06392, HUMAN06390, HUMAN17822	BRALA20990
OG0000938	HUMAN21959, HUMAN04773, HUMAN04774, HUMAN04772, HUMAN04771, HUMAN04769	BRALA02654
OG0000938	HUMAN22973	BRALA00825, BRALA00820, BRALA00821, BRALA00822, BRALA00823, BRALA11718, BRALA00824
OG0000940	HUMAN29044, HUMAN29045	BRALA20177
OG0000943	HUMAN04649, HUMAN07383	BRALA26880
OG0000944	HUMAN07470, HUMAN27468, HUMAN30061	BRALA16973
OG0000945	HUMAN11233	BRALA12545
OG0000946	HUMAN02309	BRALA08785
OG0000946	HUMAN03947, HUMAN07023	BRALA02095, BRALA02094
OG0000947	HUMAN17713, HUMAN20687	BRALA00543
OG0000947	HUMAN20621	BRALA00290
OG0000949	HUMAN29456, HUMAN24815, HUMAN30599, HUMAN19495, HUMAN00495, HUMAN25148, HUMAN25147	BRALA16910
OG0000951	HUMAN01583, HUMAN09204	BRALA16820
OG0000951	HUMAN25650	BRALA35165
OG0000952	HUMAN23779, HUMAN22570	BRALA08202
OG0000952	HUMAN24186, HUMAN22573, HUMAN22572	BRALA08201
OG0000953	HUMAN23240	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206
OG0000953	HUMAN28290, HUMAN28289, HUMAN00190	BRALA27297
OG0000954	HUMAN18210, HUMAN18209	BRALA34235, BRALA35344
OG0000954	HUMAN10206, HUMAN10205, HUMAN10272	BRALA10453
OG0000955	HUMAN28653	BRALA00782
OG0000955	HUMAN09438	BRALA16596
OG0000955	HUMAN22849	BRALA22745
OG0000957	HUMAN14343, HUMAN23229	BRALA14646
OG0000958	HUMAN28882, HUMAN05775, HUMAN05774	BRALA02128, BRALA02127, BRALA02129
OG0000960	HUMAN11354, HUMAN28219, HUMAN28220	BRALA12453
OG0000963	HUMAN14179, HUMAN14180, HUMAN14181, HUMAN14182	BRALA03591
OG0000963	HUMAN23351, HUMAN01011	BRALA20733
OG0000964	HUMAN15564, HUMAN15563	BRALA26663
OG0000965	HUMAN22507	BRALA04013
OG0000965	HUMAN08123	BRALA03357
OG0000966	HUMAN12399, HUMAN12400, HUMAN07294, HUMAN07293	BRALA30500
OG0000967	HUMAN07448, HUMAN07447, HUMAN19350	BRALA11137
OG0000967	HUMAN03396, HUMAN03397	BRALA03874
OG0000968	HUMAN06994, HUMAN04278	BRALA14943
OG0000969	HUMAN26507	BRALA14830, BRALA07388, BRALA07383
OG0000970	HUMAN19711, HUMAN30698	BRALA07314
OG0000971	HUMAN17931	BRALA04896
OG0000971	HUMAN18274	BRALA04974, BRALA04973
OG0000972	HUMAN19914, HUMAN05358, HUMAN07389	BRALA07302, BRALA07303
OG0000972	HUMAN27539	BRALA06799
OG0000973	HUMAN24825	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435
OG0000974	HUMAN24126	BRALA08524, BRALA00836
OG0000976	HUMAN17462	BRALA11565, BRALA11563, BRALA11570, BRALA11571
OG0000978	HUMAN23161, HUMAN19104, HUMAN11274, HUMAN09230	BRALA19988
OG0000979	HUMAN03626, HUMAN03625	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544
OG0000981	HUMAN23534, HUMAN23535	BRALA17579
OG0000984	HUMAN23607	BRALA13541
OG0000984	HUMAN02268, HUMAN02267	BRALA10027
OG0000985	HUMAN17533	BRALA03927
OG0000987	HUMAN02812, HUMAN02813, HUMAN06286, HUMAN19599	BRALA15995
OG0000988	HUMAN29197, HUMAN29196, HUMAN29296, HUMAN29297, HUMAN02183	BRALA10034
OG0000992	HUMAN13425, HUMAN05365	BRALA13132
OG0000992	HUMAN00480, HUMAN25362, HUMAN00479, HUMAN00478	BRALA29385
OG0000993	HUMAN18155	BRALA00562
OG0000994	HUMAN25360	BRALA12870
OG0000994	HUMAN17151, HUMAN17152	BRALA16394
OG0000995	HUMAN12107, HUMAN12112, HUMAN20124, HUMAN20123, HUMAN12108, HUMAN12110, HUMAN12111, HUMAN12109	BRALA13943, BRALA13941
OG0000996	HUMAN29968, HUMAN29969, HUMAN07481, HUMAN07480, HUMAN17651, HUMAN17650, HUMAN17652	BRALA14195
OG0000997	HUMAN03989	BRALA11907
OG0000999	HUMAN16037, HUMAN05058, HUMAN20396	BRALA08770
OG0001000	HUMAN29732, HUMAN30113, HUMAN25791	BRALA29242
OG0001001	HUMAN29768	BRALA14860
OG0001001	HUMAN11958	BRALA14859
OG0001001	HUMAN29766, HUMAN30632, HUMAN29767	BRALA05897
OG0001002	HUMAN21505, HUMAN16097, HUMAN04437	BRALA17196, BRALA18350, BRALA01976
OG0001002	HUMAN21506	BRALA35638
OG0001003	HUMAN07373, HUMAN07372, HUMAN12090	BRALA07286
OG0001005	HUMAN21015	BRALA24042
OG0001006	HUMAN10719	BRALA19471
OG0001006	HUMAN23379, HUMAN14223, HUMAN00900	BRALA06003
OG0001008	HUMAN06853, HUMAN06852, HUMAN04267	BRALA24730
OG0001009	HUMAN25680, HUMAN00474	BRALA13978
OG0001011	HUMAN05319	BRALA07056, BRALA07076
OG0001011	HUMAN28502, HUMAN07763	BRALA01113, BRALA01112
OG0001013	HUMAN06060	BRALA25040, BRALA34547
OG0001015	HUMAN20176, HUMAN20174, HUMAN26299, HUMAN26298, HUMAN25884, HUMAN25885, HUMAN25882	BRALA21974
OG0001016	HUMAN03017	BRALA14145
OG0001018	HUMAN19498	BRALA35275, BRALA04664, BRALA06928, BRALA14350
OG0001018	HUMAN08887	BRALA13325
OG0001021	HUMAN08794, HUMAN08793, HUMAN08791	BRALA20548
OG0001021	HUMAN08792	BRALA10130
OG0001022	HUMAN30208, HUMAN26689, HUMAN07618, HUMAN30205, HUMAN30207, HUMAN30206	BRALA16207
OG0001023	HUMAN05807, HUMAN04131, HUMAN24949, HUMAN15956, HUMAN05808	BRALA20751
OG0001024	HUMAN26241, HUMAN26240, HUMAN22736, HUMAN22737, HUMAN23893, HUMAN03150, HUMAN26239	BRALA23987
OG0001026	HUMAN10167, HUMAN10166, HUMAN12354	BRALA11115
OG0001027	HUMAN29295	BRALA19076
OG0001027	HUMAN06083	BRALA06875, BRALA06471, BRALA06470, BRALA06472
OG0001028	HUMAN14304, HUMAN09715, HUMAN09716, HUMAN28814, HUMAN28812	BRALA32878, BRALA13434
OG0001029	HUMAN11011, HUMAN08233	BRALA03377, BRALA03376
OG0001030	HUMAN14248, HUMAN14247, HUMAN09965	BRALA15099
OG0001030	HUMAN09016, HUMAN18699	BRALA10822
OG0001031	HUMAN03538	BRALA06708
OG0001031	HUMAN22650	BRALA11517, BRALA31101, BRALA16794, BRALA30770
OG0001032	HUMAN01331, HUMAN14460, HUMAN14458, HUMAN14461, HUMAN14454, HUMAN29217, HUMAN14453, HUMAN29218, HUMAN29214, HUMAN29215, HUMAN29216	BRALA31425
OG0001033	HUMAN22499, HUMAN17164	BRALA06800
OG0001033	HUMAN00952, HUMAN28581, HUMAN14253	BRALA23440
OG0001039	HUMAN19739, HUMAN19738, HUMAN19737	BRALA06810
OG0001039	HUMAN07041	BRALA20039
OG0001042	HUMAN29925, HUMAN20525, HUMAN05764	BRALA11036
OG0001046	HUMAN10290, HUMAN10289, HUMAN10288, HUMAN20197, HUMAN20196, HUMAN20198, HUMAN20195, HUMAN15923, HUMAN15922, HUMAN13448	BRALA11238
OG0001047	HUMAN05210, HUMAN05236, HUMAN30004	BRALA06024
OG0001048	HUMAN17075, HUMAN17078, HUMAN17076, HUMAN03099, HUMAN03100, HUMAN22630	BRALA04010
OG0001049	HUMAN21821	BRALA08587
OG0001049	HUMAN21566, HUMAN00206	BRALA19576
OG0001050	HUMAN25173, HUMAN10022, HUMAN01869	BRALA23081, BRALA05944
OG0001051	HUMAN29588, HUMAN30210, HUMAN29587	BRALA23415, BRALA15643, BRALA31931, BRALA12809
OG0001052	HUMAN03137, HUMAN03136	BRALA06640
OG0001052	HUMAN22593	BRALA03851, BRALA06631
OG0001053	HUMAN12525, HUMAN26150, HUMAN06551, HUMAN17942	BRALA17006
OG0001053	HUMAN23827, HUMAN22798, HUMAN03229	BRALA06712
OG0001054	HUMAN16260, HUMAN13202	BRALA16705
OG0001057	HUMAN21639, HUMAN05349, HUMAN29980, HUMAN21638, HUMAN21640, HUMAN02106, HUMAN30588	BRALA13576, BRALA13575
OG0001058	HUMAN01956, HUMAN05750	BRALA18889
OG0001059	HUMAN13851, HUMAN13852, HUMAN16703	BRALA16690
OG0001060	HUMAN20265	BRALA22460
OG0001062	HUMAN14494, HUMAN01209, HUMAN01211	BRALA01158
OG0001063	HUMAN16934, HUMAN16936, HUMAN16935	BRALA22627
OG0001065	HUMAN09272, HUMAN02537	BRALA12034, BRALA12035
OG0001066	HUMAN01431, HUMAN20904, HUMAN20903, HUMAN01429	BRALA03613
OG0001067	HUMAN29563, HUMAN29562, HUMAN29564, HUMAN29560, HUMAN29561	BRALA09702
OG0001067	HUMAN29571	BRALA11812, BRALA30598, BRALA16834
OG0001068	HUMAN05952	BRALA15808
OG0001072	HUMAN07095	BRALA23228, BRALA23227
OG0001072	HUMAN27023, HUMAN27024	BRALA29817
OG0001075	HUMAN16597	BRALA09682
OG0001076	HUMAN07536, HUMAN22387	BRALA20184
OG0001077	HUMAN02958	BRALA28759, BRALA28760
OG0001077	HUMAN26035	BRALA08290
OG0001078	HUMAN20283, HUMAN24929, HUMAN04434	BRALA13847
OG0001079	HUMAN01422, HUMAN26876, HUMAN29846, HUMAN29847	BRALA12769
OG0001080	HUMAN26171, HUMAN06728, HUMAN06729, HUMAN06727	BRALA13315
OG0001080	HUMAN28042, HUMAN28041, HUMAN15214	BRALA13682
OG0001080	HUMAN15213	BRALA13314
OG0001081	HUMAN15960	BRALA20186, BRALA18322, BRALA02329, BRALA02330
OG0001082	HUMAN18213, HUMAN06409, HUMAN06410	BRALA21015
OG0001083	HUMAN03184, HUMAN03185, HUMAN23866, HUMAN23865, HUMAN27528, HUMAN27527, HUMAN17258, HUMAN17257	BRALA22369
OG0001084	HUMAN23143	BRALA34942
OG0001084	HUMAN23144	BRALA33764
OG0001085	HUMAN21139, HUMAN29849, HUMAN26851, HUMAN26850, HUMAN25039	BRALA18590, BRALA17350
OG0001088	HUMAN08702	BRALA22594
OG0001089	HUMAN15690	BRALA20406
OG0001090	HUMAN06347	BRALA19647
OG0001091	HUMAN12947, HUMAN12946, HUMAN12945	BRALA18566
OG0001093	HUMAN26567, HUMAN12954	BRALA07017, BRALA07018
OG0001094	HUMAN18720, HUMAN08291, HUMAN04909	BRALA21202
OG0001095	HUMAN06662, HUMAN17682, HUMAN20656, HUMAN20657	BRALA00514
OG0001101	HUMAN29924, HUMAN29923, HUMAN21985, HUMAN02347	BRALA11039
OG0001102	HUMAN18703	BRALA06483
OG0001103	HUMAN25684, HUMAN27937, HUMAN27936	BRALA15961
OG0001104	HUMAN09442	BRALA00254
OG0001104	HUMAN28171, HUMAN00516, HUMAN16748	BRALA14774
OG0001105	HUMAN21768	BRALA13887
OG0001105	HUMAN18846	BRALA35235, BRALA17080
OG0001108	HUMAN06470	BRALA10695
OG0001108	HUMAN26420	BRALA14990
OG0001109	HUMAN13295, HUMAN13298, HUMAN22148	BRALA30580, BRALA30582
OG0001110	HUMAN01328, HUMAN29331, HUMAN29332	BRALA02581, BRALA02578
OG0001111	HUMAN08205, HUMAN08204	BRALA28901
OG0001111	HUMAN23671, HUMAN19715	BRALA29371, BRALA06020
OG0001112	HUMAN18525, HUMAN18524, HUMAN07786, HUMAN07782, HUMAN30342, HUMAN07785, HUMAN07783, HUMAN18526	BRALA13668
OG0001113	HUMAN20232	BRALA08129
OG0001113	HUMAN13568, HUMAN13567, HUMAN13565, HUMAN13566	BRALA16554
OG0001115	HUMAN24945, HUMAN20513, HUMAN20338	BRALA07052, BRALA07051
OG0001116	HUMAN12509	BRALA34250
OG0001117	HUMAN14034, HUMAN18813, HUMAN08156, HUMAN08157	BRALA15421
OG0001119	HUMAN25212, HUMAN28360	BRALA13802
OG0001120	HUMAN30700	BRALA21219
OG0001120	HUMAN23781, HUMAN17480, HUMAN30271, HUMAN22568	BRALA17608
OG0001121	HUMAN25819, HUMAN25818, HUMAN25820, HUMAN25821, HUMAN19588	BRALA32292, BRALA13901, BRALA27511, BRALA08946
OG0001123	HUMAN21519	BRALA24284
OG0001123	HUMAN23592	BRALA23603
OG0001124	HUMAN13636	BRALA23017
OG0001124	HUMAN29856, HUMAN29855, HUMAN29854, HUMAN29853	BRALA07725
OG0001126	HUMAN11886, HUMAN21463, HUMAN11885, HUMAN11887, HUMAN11884	BRALA16208
OG0001126	HUMAN21462	BRALA28026
OG0001127	HUMAN18103, HUMAN03016	BRALA09084
OG0001128	HUMAN08898, HUMAN08899, HUMAN15801, HUMAN15800, HUMAN02562, HUMAN02561	BRALA22493
OG0001129	HUMAN11361, HUMAN28007	BRALA12498
OG0001129	HUMAN24592	BRALA16098
OG0001130	HUMAN23634	BRALA09459, BRALA01930, BRALA15598
OG0001131	HUMAN17000, HUMAN08891, HUMAN08890, HUMAN08889	BRALA13327
OG0001132	HUMAN28769	BRALA13540
OG0001133	HUMAN24838	BRALA03024
OG0001133	HUMAN23355	BRALA00752
OG0001134	HUMAN22209, HUMAN22213, HUMAN22214, HUMAN22217, HUMAN27443, HUMAN27400, HUMAN27370, HUMAN27444, HUMAN27369, HUMAN27401, HUMAN22215, HUMAN22216, HUMAN22200, HUMAN22207, HUMAN22208, HUMAN22205, HUMAN22199, HUMAN22204, HUMAN22202, HUMAN22198, HUMAN22201, HUMAN22203, HUMAN22206, HUMAN22212, HUMAN22210, HUMAN22211, HUMAN13466, HUMAN13465, HUMAN25963	BRALA23048
OG0001135	HUMAN12999, HUMAN12998	BRALA11818
OG0001136	HUMAN14242, HUMAN23717, HUMAN09626, HUMAN09622	BRALA18520
OG0001137	HUMAN15475, HUMAN15476, HUMAN16861, HUMAN15474	BRALA13309
OG0001138	HUMAN06608, HUMAN27335, HUMAN21562	BRALA00020, BRALA11821
OG0001139	HUMAN29573	BRALA06120
OG0001139	HUMAN20297, HUMAN20298, HUMAN03896	BRALA32868, BRALA35077
OG0001141	HUMAN28829	BRALA09514
OG0001142	HUMAN04836, HUMAN04835	BRALA14735
OG0001143	HUMAN26902, HUMAN09500, HUMAN09501, HUMAN28929, HUMAN01633	BRALA04133
OG0001144	HUMAN06501, HUMAN06503, HUMAN17895, HUMAN06504, HUMAN26116	BRALA10734
OG0001146	HUMAN21944, HUMAN21943, HUMAN21945, HUMAN00122, HUMAN11953, HUMAN11952	BRALA18782
OG0001149	HUMAN24814, HUMAN01215	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801
OG0001155	HUMAN28847, HUMAN28848, HUMAN28849	BRALA32774
OG0001155	HUMAN11693	BRALA23567
OG0001156	HUMAN06276, HUMAN06274, HUMAN12764, HUMAN26033, HUMAN18478, HUMAN18476	BRALA24884
OG0001157	HUMAN16825	BRALA19395, BRALA18472, BRALA15263, BRALA17275, BRALA08501, BRALA17747, BRALA29670, BRALA17746, BRALA19396, BRALA19375, BRALA07531, BRALA28290, BRALA23840, BRALA07289, BRALA10988, BRALA29666, BRALA07530, BRALA07316, BRALA07319, BRALA17749, BRALA19397, BRALA19776, BRALA17748, BRALA17271, BRALA17684, BRALA19474
OG0001158	HUMAN19221, HUMAN13723, HUMAN13724	BRALA34638
OG0001159	HUMAN16647, HUMAN28079, HUMAN28078	BRALA12862
OG0001161	HUMAN09583, HUMAN28673	BRALA22337
OG0001162	HUMAN05494, HUMAN05495, HUMAN05496, HUMAN05497, HUMAN19367	BRALA29065
OG0001163	HUMAN03540, HUMAN22604, HUMAN22605	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378
OG0001165	HUMAN25194	BRALA14768
OG0001165	HUMAN29763	BRALA05900
OG0001166	HUMAN25123, HUMAN08665, HUMAN08664, HUMAN04806	BRALA08200, BRALA14605
OG0001167	HUMAN08882, HUMAN08883, HUMAN17001	BRALA30313
OG0001168	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218	BRALA29323, BRALA27661, BRALA20565
OG0001169	HUMAN05126	BRALA15708, BRALA16649, BRALA16681
OG0001169	HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351	BRALA11830, BRALA12506
OG0001171	HUMAN27880	BRALA30065
OG0001172	HUMAN03030, HUMAN18130	BRALA06911
OG0001172	HUMAN18077, HUMAN26531, HUMAN12782	BRALA04692
OG0001173	HUMAN01792	BRALA04333
OG0001173	HUMAN01793	BRALA34444, BRALA04332
OG0001174	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465	BRALA15302
OG0001175	HUMAN27761, HUMAN17515	BRALA00132
OG0001176	HUMAN14915	BRALA21617
OG0001176	HUMAN27503, HUMAN03360	BRALA04000, BRALA04002
OG0001177	HUMAN13793	BRALA12880
OG0001178	HUMAN01065	BRALA05138
OG0001179	HUMAN19099	BRALA20573
OG0001180	HUMAN22452	BRALA14556, BRALA34405
OG0001181	HUMAN02963, HUMAN12488	BRALA18132
OG0001182	HUMAN16857	BRALA02232
OG0001183	HUMAN12777	BRALA24188
OG0001184	HUMAN24892, HUMAN24891	BRALA10129
OG0001184	HUMAN04448, HUMAN04447	BRALA21684
OG0001185	HUMAN25682, HUMAN25681	BRALA27214
OG0001186	HUMAN13742	BRALA19974
OG0001186	HUMAN11615	BRALA16139
OG0001187	HUMAN21121	BRALA30941, BRALA21630, BRALA21207, BRALA21632, BRALA21208, BRALA21618, BRALA21631, BRALA21624, BRALA03471, BRALA21633, BRALA02756, BRALA21497, BRALA21626, BRALA21498, BRALA23700, BRALA25921, BRALA07734, BRALA21623, BRALA21629, BRALA21620, BRALA07709, BRALA21622, BRALA21625, BRALA30940
OG0001188	HUMAN16878	BRALA10757
OG0001189	HUMAN19325, HUMAN16570, HUMAN27793	BRALA16685
OG0001190	HUMAN27353, HUMAN00374	BRALA25890
OG0001191	HUMAN14236	BRALA21369
