Orthogroup	HUMAN	LYTVA_ok
OG0000967	HUMAN07448, HUMAN07447, HUMAN19350	LYTVA_23088
OG0000967	HUMAN03396, HUMAN03397	LYTVA_06230, LYTVA_06235
OG0000968	HUMAN12426, HUMAN19951	LYTVA_05135
OG0000969	HUMAN26507	LYTVA_21413, LYTVA_24552, LYTVA_21412, LYTVA_21065, LYTVA_13691
OG0000970	HUMAN19711, HUMAN30698	LYTVA_26609
OG0000972	HUMAN19914, HUMAN05358, HUMAN07389	LYTVA_27486
OG0000972	HUMAN27539	LYTVA_02986, LYTVA_11435
OG0000973	HUMAN24825	LYTVA_03075
OG0000974	HUMAN24126	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617
OG0000979	HUMAN03626, HUMAN03625	LYTVA_01203, LYTVA_09230
OG0000981	HUMAN23534, HUMAN23535	LYTVA_29882
OG0000982	HUMAN14333, HUMAN01637, HUMAN28757	LYTVA_01090
OG0000984	HUMAN23607	LYTVA_20605
OG0000984	HUMAN02268, HUMAN02267	LYTVA_23816, LYTVA_17983
OG0000985	HUMAN17532, HUMAN03584, HUMAN03585, HUMAN27498, HUMAN27502, HUMAN23895	LYTVA_22922
OG0000986	HUMAN17228	LYTVA_05339
OG0000987	HUMAN02812, HUMAN02813, HUMAN06286, HUMAN19599	LYTVA_29210
OG0000988	HUMAN29197, HUMAN29196, HUMAN29296, HUMAN29297, HUMAN02183	LYTVA_10317, LYTVA_11083
OG0000992	HUMAN25363	LYTVA_26659
OG0000992	HUMAN13425, HUMAN05365	LYTVA_01840
OG0000994	HUMAN25360	LYTVA_00968
OG0000994	HUMAN17151, HUMAN17152	LYTVA_25056
OG0000995	HUMAN20125, HUMAN12107, HUMAN12112, HUMAN20124, HUMAN20123, HUMAN12108, HUMAN12110, HUMAN12111, HUMAN12109	LYTVA_15991
OG0000997	HUMAN03989	LYTVA_29274, LYTVA_12640
OG0000999	HUMAN16037, HUMAN05058, HUMAN20396	LYTVA_17675, LYTVA_00175
OG0001000	HUMAN29732, HUMAN30113, HUMAN25791	LYTVA_27555
OG0001001	HUMAN11958	LYTVA_02181
OG0001001	HUMAN29766, HUMAN30632, HUMAN29767	LYTVA_06547, LYTVA_09209
OG0001002	HUMAN21505, HUMAN16097, HUMAN04437	LYTVA_01211
OG0001002	HUMAN21506	LYTVA_05551
OG0001003	HUMAN07373, HUMAN07372, HUMAN12090	LYTVA_24521
OG0001004	HUMAN14804	LYTVA_04637
OG0001005	HUMAN21015	LYTVA_29339
OG0001006	HUMAN10719	LYTVA_30116
OG0001006	HUMAN23379, HUMAN14223, HUMAN00900	LYTVA_11326
OG0001008	HUMAN06853, HUMAN06852, HUMAN04267	LYTVA_14143
OG0001009	HUMAN25680, HUMAN00474	LYTVA_22507, LYTVA_22506
OG0001015	HUMAN20175	LYTVA_16130
OG0001016	HUMAN03017	LYTVA_27385, LYTVA_23205
OG0001016	HUMAN27202	LYTVA_10008
OG0001018	HUMAN19498	LYTVA_08364
OG0001018	HUMAN08887	LYTVA_04534
OG0001021	HUMAN08794, HUMAN08793, HUMAN08791	LYTVA_30213
OG0001022	HUMAN30208, HUMAN26689, HUMAN07618, HUMAN30205, HUMAN30207, HUMAN30206	LYTVA_29702, LYTVA_07313
OG0001023	HUMAN05807, HUMAN04131, HUMAN24949, HUMAN15956, HUMAN05808	LYTVA_29811
OG0001026	HUMAN10167, HUMAN10166, HUMAN12354	LYTVA_26222
OG0001027	HUMAN06083	LYTVA_06336, LYTVA_06330, LYTVA_23368, LYTVA_07523, LYTVA_03025
OG0001028	HUMAN14304, HUMAN09715, HUMAN09716, HUMAN28814, HUMAN28812	LYTVA_02453
OG0001029	HUMAN11011, HUMAN08233	LYTVA_00344
OG0001029	HUMAN29975, HUMAN05450, HUMAN25715, HUMAN25716, HUMAN00741	LYTVA_09938
OG0001030	HUMAN14248, HUMAN14247, HUMAN09965	LYTVA_13104
OG0001031	HUMAN03538	LYTVA_13786
OG0001031	HUMAN22650	LYTVA_02087
OG0001032	HUMAN01331, HUMAN14460, HUMAN14458, HUMAN14461, HUMAN14454, HUMAN29217, HUMAN14453, HUMAN29218, HUMAN29214, HUMAN29215, HUMAN29216	LYTVA_23396
OG0001033	HUMAN22499, HUMAN17164	LYTVA_27425
OG0001034	HUMAN12490, HUMAN02962	LYTVA_22671, LYTVA_06987, LYTVA_06988, LYTVA_22670
OG0001036	HUMAN19198, HUMAN24555, HUMAN24554	LYTVA_01189
OG0001037	HUMAN29275, HUMAN29274, HUMAN01227	LYTVA_07115
OG0001039	HUMAN19739, HUMAN19738, HUMAN19737	LYTVA_28151
OG0001039	HUMAN07040, HUMAN07042, HUMAN21441	LYTVA_04517
OG0001039	HUMAN07041	LYTVA_01352
OG0001042	HUMAN29925, HUMAN20525, HUMAN05764	LYTVA_13445
OG0001044	HUMAN09934	LYTVA_06578
OG0001047	HUMAN05210, HUMAN05236, HUMAN30004	LYTVA_10366, LYTVA_28083
OG0001048	HUMAN17075, HUMAN17078, HUMAN17076, HUMAN03099, HUMAN03100, HUMAN22630	LYTVA_00731, LYTVA_09405
OG0001049	HUMAN21821	LYTVA_25001, LYTVA_11198
OG0001049	HUMAN21566, HUMAN00206	LYTVA_09888
OG0001050	HUMAN25173, HUMAN10022, HUMAN01869	LYTVA_04036, LYTVA_16457
OG0001052	HUMAN03137, HUMAN03136	LYTVA_03660
OG0001053	HUMAN23827, HUMAN22798, HUMAN03229	LYTVA_05734
OG0001054	HUMAN16260, HUMAN13202, HUMAN10727, HUMAN20086, HUMAN13203, HUMAN16261	LYTVA_03436
OG0001058	HUMAN01956, HUMAN05750	LYTVA_02007
OG0001059	HUMAN13851, HUMAN13852, HUMAN16703	LYTVA_00483
OG0001062	HUMAN14494, HUMAN01209, HUMAN01211	LYTVA_17131, LYTVA_15828
OG0001063	HUMAN16934, HUMAN16936, HUMAN16935	LYTVA_19095
OG0001065	HUMAN09272, HUMAN02537	LYTVA_23523
OG0001067	HUMAN29563, HUMAN29562, HUMAN29564, HUMAN29560, HUMAN29561, HUMAN29571	LYTVA_25739, LYTVA_17028
OG0001068	HUMAN05952	LYTVA_12120
OG0001072	HUMAN07095	LYTVA_21778
OG0001072	HUMAN27023, HUMAN27024	LYTVA_21225
OG0001073	HUMAN23983, HUMAN30107, HUMAN07711	LYTVA_18221
OG0001075	HUMAN24569, HUMAN16597, HUMAN16596	LYTVA_24384
OG0001076	HUMAN07536, HUMAN22387	LYTVA_12589
OG0001077	HUMAN02958	LYTVA_07624
OG0001077	HUMAN26035	LYTVA_20896
OG0001078	HUMAN20283, HUMAN24929, HUMAN04434	LYTVA_23690, LYTVA_03209
OG0001079	HUMAN01422, HUMAN26876, HUMAN29846, HUMAN29847	LYTVA_13000
OG0001080	HUMAN26171, HUMAN06728, HUMAN06729, HUMAN06727	LYTVA_00946
OG0001080	HUMAN28042, HUMAN28041, HUMAN15214	LYTVA_26032
OG0001081	HUMAN15960	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917
OG0001082	HUMAN18213, HUMAN06409, HUMAN06410	LYTVA_06685
OG0001083	HUMAN03184, HUMAN03185, HUMAN23866, HUMAN23865, HUMAN27528, HUMAN27527, HUMAN17258, HUMAN17257	LYTVA_15288
OG0001085	HUMAN21139, HUMAN29849, HUMAN26851, HUMAN26850, HUMAN25039	LYTVA_28264
OG0001086	HUMAN15433, HUMAN08606, HUMAN08605, HUMAN04881	LYTVA_27406
OG0001089	HUMAN15690	LYTVA_22672
OG0001093	HUMAN26567, HUMAN12954	LYTVA_20171, LYTVA_15549
OG0001094	HUMAN18720, HUMAN08291, HUMAN04909	LYTVA_15558, LYTVA_15559
OG0001095	HUMAN06662, HUMAN17682, HUMAN20656, HUMAN20657	LYTVA_10435
OG0001101	HUMAN05769	LYTVA_28690
OG0001102	HUMAN18703	LYTVA_04384
OG0001102	HUMAN04710, HUMAN18704, HUMAN04709	LYTVA_27846, LYTVA_04692
OG0001103	HUMAN25684, HUMAN27937, HUMAN27936	LYTVA_29667, LYTVA_02741
OG0001104	HUMAN09442	LYTVA_25180
OG0001105	HUMAN21767, HUMAN21766, HUMAN21768	LYTVA_23898
OG0001105	HUMAN18846	LYTVA_17997, LYTVA_09940, LYTVA_09939, LYTVA_05998, LYTVA_00852
OG0001106	HUMAN10112	LYTVA_04820
OG0001108	HUMAN26420	LYTVA_12879
OG0001109	HUMAN13297, HUMAN13295, HUMAN13298, HUMAN22148	LYTVA_21949
OG0001110	HUMAN01328, HUMAN29331, HUMAN29332	LYTVA_06257
OG0001111	HUMAN08205, HUMAN08204	LYTVA_21492
OG0001111	HUMAN23671, HUMAN19715	LYTVA_13217
OG0001112	HUMAN18525, HUMAN18524, HUMAN07786, HUMAN07782	LYTVA_07658
OG0001113	HUMAN20232	LYTVA_28836
OG0001114	HUMAN09738, HUMAN09739, HUMAN01816	LYTVA_21386
OG0001115	HUMAN24945, HUMAN20513, HUMAN20338	LYTVA_02273, LYTVA_24204
OG0001119	HUMAN28360	LYTVA_05961
OG0001120	HUMAN30700	LYTVA_20018
OG0001120	HUMAN23781, HUMAN17480, HUMAN30271, HUMAN22568	LYTVA_08711
OG0001121	HUMAN25819, HUMAN25818, HUMAN25820, HUMAN25821, HUMAN19588	LYTVA_15718
OG0001123	HUMAN21519	LYTVA_01308
OG0001123	HUMAN23592	LYTVA_01705, LYTVA_12884
OG0001124	HUMAN13636	LYTVA_16535
OG0001124	HUMAN29856, HUMAN29855, HUMAN29854, HUMAN29853	LYTVA_12081
OG0001126	HUMAN11886	LYTVA_20544
OG0001126	HUMAN21462	LYTVA_13765
OG0001127	HUMAN18103, HUMAN03016	LYTVA_20907
OG0001129	HUMAN11361, HUMAN28007	LYTVA_14702
OG0001130	HUMAN23634	LYTVA_01563
OG0001132	HUMAN28769	LYTVA_01795
OG0001133	HUMAN24838	LYTVA_21722
OG0001133	HUMAN23355	LYTVA_13505, LYTVA_08035
OG0001134	HUMAN22209, HUMAN22213, HUMAN22214, HUMAN22217, HUMAN27443, HUMAN27400, HUMAN27370, HUMAN27444, HUMAN27369, HUMAN27401, HUMAN22215, HUMAN22216, HUMAN22200, HUMAN22207, HUMAN22208, HUMAN22205, HUMAN22199, HUMAN22204, HUMAN22202, HUMAN22198, HUMAN22201, HUMAN22203, HUMAN22206, HUMAN22212, HUMAN22210, HUMAN22211, HUMAN13466, HUMAN13465, HUMAN25963	LYTVA_23641
OG0001135	HUMAN10157, HUMAN10262	LYTVA_26249
OG0001137	HUMAN15475, HUMAN15476, HUMAN16861, HUMAN15474	LYTVA_08712
OG0001138	HUMAN06608, HUMAN27335, HUMAN21562	LYTVA_06752
OG0001139	HUMAN20297, HUMAN20298, HUMAN03896	LYTVA_17543
OG0001141	HUMAN28829	LYTVA_29978, LYTVA_25914, LYTVA_10307
OG0001142	HUMAN04836, HUMAN04835	LYTVA_17988
OG0001143	HUMAN26902, HUMAN09500, HUMAN09501, HUMAN28929, HUMAN01633	LYTVA_01170
OG0001144	HUMAN06501, HUMAN06503, HUMAN17895, HUMAN06504, HUMAN26116	LYTVA_24625
OG0001146	HUMAN21944, HUMAN21943, HUMAN21945, HUMAN00122, HUMAN11953, HUMAN11952	LYTVA_06824
OG0001149	HUMAN24814, HUMAN01215	LYTVA_04169, LYTVA_25161
OG0001155	HUMAN28847, HUMAN28848, HUMAN28849	LYTVA_05140
OG0001155	HUMAN11693	LYTVA_22105
OG0001156	HUMAN06276, HUMAN06274, HUMAN12764, HUMAN26033, HUMAN18478, HUMAN18476	LYTVA_22449
OG0001157	HUMAN16825	LYTVA_13906
OG0001158	HUMAN19221, HUMAN13723, HUMAN13724	LYTVA_13180, LYTVA_17437
OG0001159	HUMAN16647, HUMAN28079, HUMAN28078	LYTVA_23740
OG0001160	HUMAN07003, HUMAN07004, HUMAN01405	LYTVA_26964
OG0001161	HUMAN09583, HUMAN28673	LYTVA_10014
OG0001162	HUMAN05494, HUMAN05495, HUMAN05496, HUMAN05497, HUMAN19367	LYTVA_28314, LYTVA_24093
OG0001163	HUMAN03540, HUMAN22604, HUMAN22605	LYTVA_24878, LYTVA_28270
OG0001165	HUMAN25194	LYTVA_04541, LYTVA_04542
OG0001165	HUMAN29763	LYTVA_17460, LYTVA_14088
OG0001166	HUMAN25123, HUMAN08665, HUMAN08664, HUMAN04806	LYTVA_02438
OG0001167	HUMAN08882, HUMAN08883, HUMAN17001	LYTVA_19097
OG0001168	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218	LYTVA_03414
OG0001169	HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351	LYTVA_06902
OG0001171	HUMAN27880	LYTVA_23053
OG0001172	HUMAN03030, HUMAN18130	LYTVA_22652
OG0001172	HUMAN18077, HUMAN26531, HUMAN12782	LYTVA_29661
OG0001173	HUMAN01792	LYTVA_24626
OG0001173	HUMAN01793	LYTVA_22071, LYTVA_03479
OG0001174	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465	LYTVA_22335
OG0001175	HUMAN27761, HUMAN17515	LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054
OG0001176	HUMAN27503, HUMAN03360	LYTVA_24712, LYTVA_24713
OG0001177	HUMAN13792	LYTVA_07494
OG0001177	HUMAN13794	LYTVA_26801
OG0001177	HUMAN26270	LYTVA_03786
OG0001178	HUMAN01065	LYTVA_02324
OG0001179	HUMAN19099	LYTVA_09673
OG0001180	HUMAN22452	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852
OG0001181	HUMAN12489	LYTVA_20940
OG0001181	HUMAN02963, HUMAN12488	LYTVA_10373
OG0001182	HUMAN16857, HUMAN09797, HUMAN09796	LYTVA_26540, LYTVA_26537, LYTVA_12465, LYTVA_26539
OG0001183	HUMAN12777	LYTVA_07928
OG0001184	HUMAN24892, HUMAN24891	LYTVA_02863, LYTVA_18281
OG0001184	HUMAN04448, HUMAN04447	LYTVA_26638, LYTVA_24278
OG0001185	HUMAN24530, HUMAN24531, HUMAN00600, HUMAN25682, HUMAN25681	LYTVA_09656
OG0001186	HUMAN13742	LYTVA_28926
OG0001186	HUMAN11615	LYTVA_01688
OG0001187	HUMAN21121	LYTVA_15913
OG0001188	HUMAN04837, HUMAN15459, HUMAN08381, HUMAN16878	LYTVA_25404
OG0001190	HUMAN27353, HUMAN00374	LYTVA_06830
OG0001196	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997	LYTVA_03677
OG0001197	HUMAN04807	LYTVA_08630
OG0001198	HUMAN03836	LYTVA_09572, LYTVA_09571
OG0001199	HUMAN25663	LYTVA_28061
OG0001199	HUMAN27627, HUMAN27626	LYTVA_13204
OG0001200	HUMAN08842, HUMAN08840	LYTVA_18532
OG0001202	HUMAN22243, HUMAN22242, HUMAN22244	LYTVA_02469, LYTVA_09875, LYTVA_15508, LYTVA_03546, LYTVA_24829
OG0001204	HUMAN13045	LYTVA_12790
OG0001205	HUMAN08993	LYTVA_09031
OG0001207	HUMAN13150, HUMAN17601	LYTVA_20519, LYTVA_10763
OG0001208	HUMAN17864, HUMAN26576	LYTVA_13276
OG0001210	HUMAN18754	LYTVA_19275
OG0001210	HUMAN21606	LYTVA_04311
OG0001211	HUMAN17695, HUMAN12935	LYTVA_22456, LYTVA_02722
OG0001213	HUMAN03742	LYTVA_07548, LYTVA_11628
OG0001213	HUMAN07278, HUMAN07279	LYTVA_18522
OG0001215	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423	LYTVA_14835
OG0001216	HUMAN05988, HUMAN05987	LYTVA_09816
OG0001217	HUMAN29664, HUMAN25763	LYTVA_22786
OG0001217	HUMAN00524, HUMAN25762	LYTVA_21151
OG0001218	HUMAN05862, HUMAN00140, HUMAN11965	LYTVA_26113
OG0001219	HUMAN18053, HUMAN24346, HUMAN01814, HUMAN09792, HUMAN09790	LYTVA_15579
OG0001220	HUMAN07348	LYTVA_16053
OG0001221	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180	LYTVA_14047
OG0001223	HUMAN27843, HUMAN11032, HUMAN07991, HUMAN19019, HUMAN11033	LYTVA_21037
OG0001224	HUMAN15488, HUMAN15490	LYTVA_18212
OG0001225	HUMAN09188, HUMAN28761, HUMAN14334	LYTVA_24620
OG0001227	HUMAN30017	LYTVA_10499
OG0001230	HUMAN00718	LYTVA_07788
OG0001231	HUMAN08474, HUMAN08473, HUMAN16911	LYTVA_07439
OG0001232	HUMAN10318	LYTVA_24297
OG0001233	HUMAN07688	LYTVA_06716
OG0001236	HUMAN15304	LYTVA_24738, LYTVA_21569
OG0001238	HUMAN20738, HUMAN12789, HUMAN06408	LYTVA_30061
OG0001239	HUMAN21103, HUMAN26890, HUMAN21102	LYTVA_29779
OG0001240	HUMAN09998, HUMAN10000, HUMAN09999, HUMAN09997, HUMAN01896, HUMAN01897, HUMAN28832	LYTVA_24587
OG0001241	HUMAN18832, HUMAN18831	LYTVA_01648
OG0001243	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639	LYTVA_04835
OG0001245	HUMAN22661, HUMAN23851, HUMAN22660, HUMAN03158, HUMAN03156, HUMAN03157	LYTVA_16858
OG0001247	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060	LYTVA_23646
OG0001248	HUMAN18429, HUMAN18430, HUMAN03092, HUMAN03076, HUMAN03293, HUMAN03125, HUMAN03071, HUMAN27267, HUMAN06688, HUMAN18428, HUMAN27270, HUMAN27268	LYTVA_00986, LYTVA_16637
OG0001249	HUMAN14397, HUMAN05364, HUMAN05363, HUMAN28497, HUMAN00860, HUMAN14396	LYTVA_03472
OG0001250	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131	LYTVA_23037
OG0001251	HUMAN08159, HUMAN08158	LYTVA_12207
OG0001252	HUMAN15100, HUMAN01282, HUMAN14175, HUMAN14174	LYTVA_28229, LYTVA_04840
OG0001253	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965	LYTVA_02267
OG0001254	HUMAN23637, HUMAN09380	LYTVA_26444
OG0001256	HUMAN25828	LYTVA_27563
OG0001261	HUMAN22947, HUMAN04078, HUMAN04079	LYTVA_10322
OG0001262	HUMAN29428, HUMAN24853	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076, LYTVA_09252
OG0001263	HUMAN27745, HUMAN27744, HUMAN03309	LYTVA_17717, LYTVA_22972
OG0001263	HUMAN12942	LYTVA_09084
OG0001264	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023	LYTVA_07325
OG0001267	HUMAN27473, HUMAN27475, HUMAN27477, HUMAN27476	LYTVA_08091
OG0001267	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478	LYTVA_09343
OG0001268	HUMAN22451	LYTVA_20779
OG0001270	HUMAN10495	LYTVA_18319
OG0001271	HUMAN27281, HUMAN13161, HUMAN06386	LYTVA_09608
OG0001272	HUMAN10856, HUMAN12263, HUMAN28972	LYTVA_27489
OG0001274	HUMAN01186, HUMAN14450, HUMAN29306	LYTVA_02869
OG0001275	HUMAN25461, HUMAN25459, HUMAN25460	LYTVA_16368
OG0001275	HUMAN25458	LYTVA_15957
OG0001276	HUMAN05158, HUMAN23988, HUMAN23987	LYTVA_24445
OG0001278	HUMAN13574, HUMAN02569, HUMAN02570	LYTVA_12248, LYTVA_16623
OG0001278	HUMAN28348	LYTVA_15868
OG0001279	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712	LYTVA_22555
OG0001284	HUMAN27205	LYTVA_30054, LYTVA_01526
OG0001284	HUMAN09392	LYTVA_15592
OG0001285	HUMAN03725	LYTVA_29344
OG0001287	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270	LYTVA_06176
OG0001288	HUMAN09745, HUMAN23493	LYTVA_10306
OG0001290	HUMAN23738, HUMAN09455, HUMAN11087	LYTVA_13603
OG0001291	HUMAN27542, HUMAN22728, HUMAN03289	LYTVA_11712
OG0001292	HUMAN20666, HUMAN18444, HUMAN18446	LYTVA_22168
OG0001293	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393	LYTVA_07691
OG0001294	HUMAN08609	LYTVA_19271
OG0001295	HUMAN17913, HUMAN17912, HUMAN06527	LYTVA_15580
OG0001296	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471	LYTVA_20224
OG0001297	HUMAN06849, HUMAN06850, HUMAN02321, HUMAN02322, HUMAN04265	LYTVA_14610
OG0001300	HUMAN21610, HUMAN07635, HUMAN30249	LYTVA_05607, LYTVA_03792
OG0001302	HUMAN28036	LYTVA_08998
OG0001305	HUMAN14853, HUMAN29257, HUMAN01234	LYTVA_15520
OG0001306	HUMAN01015, HUMAN01014	LYTVA_06210
OG0001306	HUMAN29260	LYTVA_04350
OG0001308	HUMAN03201	LYTVA_09417
OG0001308	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495	LYTVA_06427, LYTVA_08159
OG0001309	HUMAN26186, HUMAN26187	LYTVA_11009, LYTVA_28629, LYTVA_28628
OG0001310	HUMAN09337	LYTVA_08839
OG0001310	HUMAN17449	LYTVA_04185, LYTVA_11415
OG0001311	HUMAN02788	LYTVA_28955
OG0001311	HUMAN20553	LYTVA_10099
OG0001312	HUMAN19586, HUMAN21384, HUMAN21385	LYTVA_06396
OG0001315	HUMAN13234	LYTVA_24055
OG0001316	HUMAN22411, HUMAN07507	LYTVA_13297, LYTVA_13299
OG0001317	HUMAN29334	LYTVA_09521
OG0001318	HUMAN16547, HUMAN16548	LYTVA_16780
OG0001318	HUMAN21172, HUMAN21173	LYTVA_28059
OG0001319	HUMAN30310, HUMAN21541	LYTVA_24410
OG0001320	HUMAN27988, HUMAN27989	LYTVA_21775
OG0001320	HUMAN09292, HUMAN16855, HUMAN16856	LYTVA_09922
OG0001322	HUMAN03840	LYTVA_14240, LYTVA_03712
OG0001322	HUMAN15479, HUMAN15481	LYTVA_08843
OG0001324	HUMAN21897	LYTVA_00291
OG0001325	HUMAN22703	LYTVA_09407
OG0001326	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603	LYTVA_02897
OG0001327	HUMAN06766, HUMAN06765, HUMAN02428	LYTVA_12279
OG0001329	HUMAN02833	LYTVA_29340
OG0001330	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846	LYTVA_04759
OG0001331	HUMAN22233, HUMAN22231, HUMAN24247, HUMAN13998	LYTVA_16616
OG0001332	HUMAN29020	LYTVA_11322
OG0001333	HUMAN20118, HUMAN10313	LYTVA_22466
OG0001335	HUMAN28637	LYTVA_24585
OG0001337	HUMAN28621	LYTVA_28142
OG0001341	HUMAN13955	LYTVA_05973
OG0001344	HUMAN17092	LYTVA_02352
OG0001345	HUMAN21450, HUMAN21451, HUMAN21449	LYTVA_20477
OG0001348	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856	LYTVA_22256
OG0001350	HUMAN01020	LYTVA_08886
OG0001350	HUMAN18742	LYTVA_25134
OG0001351	HUMAN29755	LYTVA_25655
OG0001353	HUMAN18781	LYTVA_10030
OG0001353	HUMAN18886	LYTVA_22573
OG0001354	HUMAN14805, HUMAN00966, HUMAN28999	LYTVA_28511
OG0001355	HUMAN24307, HUMAN22136, HUMAN03703	LYTVA_11629
OG0001356	HUMAN21113, HUMAN06242, HUMAN29863	LYTVA_28992
OG0001357	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455	LYTVA_01328
OG0001358	HUMAN25707	LYTVA_28060
OG0001360	HUMAN22743, HUMAN22745, HUMAN22744	LYTVA_28373, LYTVA_27643
OG0001361	HUMAN04301, HUMAN04302, HUMAN20294	LYTVA_24814
OG0001362	HUMAN13462	LYTVA_28040
OG0001362	HUMAN12045	LYTVA_10356
OG0001363	HUMAN02206	LYTVA_09257, LYTVA_18119
OG0001364	HUMAN26706, HUMAN18389	LYTVA_09892
OG0001365	HUMAN29603, HUMAN22759	LYTVA_25618, LYTVA_24140, LYTVA_11701, LYTVA_00097, LYTVA_24131
OG0001367	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627	LYTVA_20815
OG0001369	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738	LYTVA_05062
OG0001370	HUMAN10042	LYTVA_22074
OG0001371	HUMAN13498, HUMAN13497	LYTVA_08478, LYTVA_25037
OG0001372	HUMAN01152	LYTVA_11215
OG0001373	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735	LYTVA_08692
OG0001374	HUMAN09540, HUMAN09539, HUMAN01648, HUMAN19827, HUMAN19826, HUMAN30333	LYTVA_02702
OG0001376	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374	LYTVA_29983
OG0001377	HUMAN18646, HUMAN03684, HUMAN03683	LYTVA_21846
OG0001378	HUMAN24020	LYTVA_17384
OG0001379	HUMAN21524	LYTVA_28884
OG0001380	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347	LYTVA_29108
OG0001381	HUMAN14335, HUMAN09185, HUMAN28764	LYTVA_20781
OG0001382	HUMAN16046, HUMAN16047, HUMAN16048	LYTVA_23629
OG0001382	HUMAN16044	LYTVA_06738
OG0001383	HUMAN01927	LYTVA_24693
OG0001389	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383	LYTVA_23428
OG0001394	HUMAN27467	LYTVA_27589
OG0001394	HUMAN27466	LYTVA_27588
OG0001395	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663	LYTVA_29626
OG0001397	HUMAN24255, HUMAN03558	LYTVA_19050
OG0001397	HUMAN03597	LYTVA_23784
OG0001398	HUMAN30494, HUMAN20842	LYTVA_12730, LYTVA_02864, LYTVA_02865, LYTVA_18283, LYTVA_18282, LYTVA_02862
OG0001399	HUMAN07651	LYTVA_11204
OG0001399	HUMAN18963, HUMAN18962, HUMAN11037	LYTVA_26875
OG0001400	HUMAN12867, HUMAN17921, HUMAN26085, HUMAN26084	LYTVA_25761
OG0001402	HUMAN19950, HUMAN10942, HUMAN12422, HUMAN12423	LYTVA_01375
OG0001403	HUMAN12235, HUMAN27256, HUMAN07228	LYTVA_25904, LYTVA_16669, LYTVA_07690
OG0001404	HUMAN00261	LYTVA_03852
OG0001405	HUMAN20770, HUMAN11517, HUMAN20772	LYTVA_11923
OG0001406	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432	LYTVA_02505
OG0001409	HUMAN15650, HUMAN21360	LYTVA_11490
OG0001410	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903	LYTVA_26149
OG0001412	HUMAN07098, HUMAN07099	LYTVA_29467
OG0001413	HUMAN07320, HUMAN07322	LYTVA_22106
OG0001414	HUMAN16822	LYTVA_18745
OG0001414	HUMAN26311	LYTVA_15413
OG0001415	HUMAN19750, HUMAN19752, HUMAN19751	LYTVA_04754
OG0001416	HUMAN00172, HUMAN11820	LYTVA_10946
OG0001417	HUMAN12487	LYTVA_21364
OG0001418	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427	LYTVA_00553
OG0001419	HUMAN02692, HUMAN09220, HUMAN09218, HUMAN09217	LYTVA_27301
