Orthogroup	HUMAN	BRAFL
OG0001173	HUMAN01793	bflo_04050, bflo_04048
OG0001174	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465	bflo_11141
OG0001176	HUMAN27503, HUMAN03360	bflo_07517
OG0001177	HUMAN13793	bflo_20551
OG0001177	HUMAN13794	bflo_01608
OG0001178	HUMAN01065	bflo_25556
OG0001179	HUMAN19099	bflo_13513
OG0001180	HUMAN22452	bflo_06736, bflo_00350
OG0001181	HUMAN02963, HUMAN12488	bflo_18914
OG0001182	HUMAN16857	bflo_03435
OG0001183	HUMAN12777	bflo_19634
OG0001184	HUMAN24892, HUMAN24891	bflo_15772
OG0001184	HUMAN04448, HUMAN04447	bflo_09793
OG0001185	HUMAN25682, HUMAN25681	bflo_06562
OG0001186	HUMAN13742	bflo_12657
OG0001186	HUMAN11615	bflo_12919
OG0001187	HUMAN21121	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471
OG0001188	HUMAN16878	bflo_05292
OG0001189	HUMAN19325, HUMAN16570, HUMAN27793	bflo_06318
OG0001190	HUMAN27353, HUMAN00374	bflo_25067
OG0001191	HUMAN27561	bflo_04561
OG0001191	HUMAN27560, HUMAN03181, HUMAN23867	bflo_10001
OG0001192	HUMAN29050	bflo_11973, bflo_24276, bflo_09020, bflo_09001, bflo_08999, bflo_08998, bflo_09000, bflo_08997, bflo_09011, bflo_09002, bflo_09013, bflo_09014, bflo_11670, bflo_23492, bflo_23499, bflo_12100, bflo_11977, bflo_01066, bflo_11591, bflo_00034, bflo_11976, bflo_11974, bflo_02044, bflo_11975, bflo_11970, bflo_16582, bflo_24806, bflo_21883
OG0001196	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997	bflo_09773
OG0001198	HUMAN14133, HUMAN09842	bflo_02095
OG0001198	HUMAN03836	bflo_03034
OG0001199	HUMAN25663	bflo_17249
OG0001200	HUMAN08841	bflo_09896, bflo_19272
OG0001200	HUMAN08842, HUMAN08840	bflo_21205
OG0001202	HUMAN22243, HUMAN22242, HUMAN22244	bflo_02498
OG0001204	HUMAN13045	bflo_20309, bflo_20315
OG0001205	HUMAN08993	bflo_14061, bflo_27112
OG0001207	HUMAN13150, HUMAN17601	bflo_02422
OG0001208	HUMAN17864, HUMAN26576	bflo_25733
OG0001209	HUMAN27648	bflo_26894
OG0001210	HUMAN18754	bflo_07894
OG0001210	HUMAN21606	bflo_04429
OG0001211	HUMAN17696, HUMAN17695, HUMAN12935	bflo_00897
OG0001212	HUMAN22840	bflo_15260
OG0001213	HUMAN03742	bflo_10680
OG0001213	HUMAN07278, HUMAN07279	bflo_20590
OG0001214	HUMAN02956, HUMAN02957, HUMAN06746, HUMAN06745, HUMAN06748, HUMAN06749	bflo_11103
OG0001215	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423	bflo_00807
OG0001216	HUMAN05988, HUMAN05987, HUMAN11890	bflo_24683
OG0001216	HUMAN11427	bflo_13216
OG0001217	HUMAN29664, HUMAN25763	bflo_17953
OG0001218	HUMAN05862, HUMAN00140, HUMAN11965	bflo_24854
OG0001219	HUMAN01814	bflo_01008
OG0001220	HUMAN07348	bflo_20837
OG0001221	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180	bflo_13343
OG0001223	HUMAN27843, HUMAN11032, HUMAN07991, HUMAN19019, HUMAN11033	bflo_12732
OG0001224	HUMAN15488, HUMAN15490	bflo_04929
OG0001225	HUMAN09188, HUMAN28761, HUMAN14334	bflo_08317
OG0001226	HUMAN19536, HUMAN30088, HUMAN25307	bflo_18009
OG0001227	HUMAN30017	bflo_17418
OG0001230	HUMAN00718	bflo_16407
OG0001231	HUMAN08474, HUMAN08473, HUMAN16911	bflo_03798
OG0001232	HUMAN10318	bflo_23005, bflo_23685
OG0001233	HUMAN07688	bflo_15064
OG0001236	HUMAN15304	bflo_24082
OG0001237	HUMAN10071, HUMAN01580, HUMAN23506	bflo_08453
OG0001238	HUMAN09752, HUMAN24272	bflo_06313
OG0001238	HUMAN20738, HUMAN12789, HUMAN06408	bflo_26480
OG0001239	HUMAN26890, HUMAN21102	bflo_10959
OG0001240	HUMAN09998, HUMAN10000, HUMAN09999, HUMAN09997, HUMAN01896, HUMAN01897, HUMAN28832	bflo_06423
OG0001241	HUMAN18832, HUMAN18831	bflo_06240
OG0001241	HUMAN07799	bflo_21597
OG0001243	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639	bflo_08723
OG0001247	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060	bflo_12136
OG0001248	HUMAN18429, HUMAN18430, HUMAN03092, HUMAN03076, HUMAN03293, HUMAN03125, HUMAN03071, HUMAN27267, HUMAN06688, HUMAN18428, HUMAN27270, HUMAN27268	bflo_00177
OG0001249	HUMAN28497, HUMAN00860, HUMAN14396	bflo_25542
OG0001250	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131	bflo_23893
OG0001251	HUMAN08159, HUMAN08158	bflo_13478
OG0001252	HUMAN15100, HUMAN01282, HUMAN14175, HUMAN14174	bflo_25844
OG0001253	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965	bflo_11668, bflo_06734
OG0001254	HUMAN23637, HUMAN09380	bflo_16683
OG0001255	HUMAN28258, HUMAN25482, HUMAN01216, HUMAN19038, HUMAN19039, HUMAN25595, HUMAN28179	bflo_16332
OG0001256	HUMAN25828	bflo_27204, bflo_17356
OG0001261	HUMAN22947, HUMAN04078, HUMAN04079	bflo_27125, bflo_14339
OG0001262	HUMAN29428, HUMAN24853	bflo_15864
OG0001263	HUMAN27745, HUMAN27744, HUMAN03309	bflo_07084
OG0001263	HUMAN12942	bflo_10303
OG0001264	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023	bflo_13401
OG0001266	HUMAN13676, HUMAN13675, HUMAN18946	bflo_05662
OG0001267	HUMAN27473, HUMAN27475, HUMAN27477, HUMAN27476	bflo_14627, bflo_14348
OG0001267	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478	bflo_20420
OG0001268	HUMAN22451	bflo_06467
OG0001268	HUMAN29785, HUMAN29783	bflo_11029
OG0001270	HUMAN10267, HUMAN10268, HUMAN10266	bflo_23365
OG0001270	HUMAN10495	bflo_22891
OG0001271	HUMAN27281, HUMAN13161, HUMAN06386	bflo_11260, bflo_18970
OG0001272	HUMAN10856, HUMAN12263, HUMAN28972	bflo_20203
OG0001273	HUMAN09957, HUMAN15061, HUMAN23537	bflo_00724, bflo_03191
OG0001274	HUMAN01186, HUMAN14450, HUMAN29306	bflo_15721
OG0001275	HUMAN25461, HUMAN25459, HUMAN25460	bflo_17335
OG0001276	HUMAN05158, HUMAN23988, HUMAN23987	bflo_14135
OG0001278	HUMAN13574, HUMAN02569, HUMAN02570	bflo_02941, bflo_01205
OG0001279	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712	bflo_08526
OG0001280	HUMAN09972, HUMAN14369, HUMAN28522	bflo_05584
OG0001282	HUMAN11803, HUMAN21801	bflo_26722, bflo_03069
OG0001284	HUMAN27205	bflo_19270
OG0001284	HUMAN09392	bflo_06254
OG0001285	HUMAN03726	bflo_10129
OG0001287	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270	bflo_14817
OG0001288	HUMAN09745, HUMAN23493	bflo_06118
OG0001289	HUMAN08449, HUMAN08450, HUMAN02661	bflo_21364
OG0001290	HUMAN23738, HUMAN09455, HUMAN11087	bflo_05691
OG0001291	HUMAN27542, HUMAN22728, HUMAN03289	bflo_08573
OG0001292	HUMAN20666, HUMAN18444, HUMAN18446	bflo_18759
OG0001293	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393	bflo_20495
OG0001294	HUMAN08609	bflo_18510
OG0001295	HUMAN17913, HUMAN17912, HUMAN06527	bflo_00207
OG0001296	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471	bflo_12324
OG0001297	HUMAN06849, HUMAN06850, HUMAN02321, HUMAN02322, HUMAN04265	bflo_10353
OG0001300	HUMAN21610, HUMAN07635, HUMAN30249	bflo_05339, bflo_05337, bflo_26790, bflo_20405
OG0001302	HUMAN00934	bflo_25165
OG0001302	HUMAN28036	bflo_08709
OG0001304	HUMAN07987, HUMAN11035, HUMAN27849, HUMAN19007	bflo_13694
OG0001305	HUMAN14853, HUMAN29257, HUMAN01234	bflo_15741
OG0001306	HUMAN01015, HUMAN01014	bflo_25980
OG0001306	HUMAN29260	bflo_16344
OG0001308	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495	bflo_08681
OG0001309	HUMAN26186, HUMAN26187	bflo_25672, bflo_00185, bflo_26471, bflo_05346, bflo_00102, bflo_00238, bflo_26246, bflo_26313, bflo_25742, bflo_26400
OG0001310	HUMAN09337	bflo_20260
OG0001310	HUMAN17449	bflo_17144
OG0001311	HUMAN02788	bflo_00386
OG0001311	HUMAN20553	bflo_18844
OG0001312	HUMAN19586, HUMAN21384, HUMAN21385	bflo_17709
OG0001315	HUMAN13234, HUMAN13233, HUMAN25875	bflo_23287
OG0001316	HUMAN22411, HUMAN07507	bflo_15475
OG0001317	HUMAN26503, HUMAN26504	bflo_10965
OG0001317	HUMAN29334	bflo_16409
OG0001318	HUMAN16547, HUMAN16548	bflo_03324
OG0001318	HUMAN21172, HUMAN21173	bflo_04124
OG0001319	HUMAN30310, HUMAN21541	bflo_21304
OG0001320	HUMAN27988, HUMAN27989	bflo_10273
OG0001320	HUMAN09292, HUMAN16855, HUMAN16856	bflo_05629
OG0001321	HUMAN09666, HUMAN14539	bflo_08721
OG0001322	HUMAN03840	bflo_09889
OG0001322	HUMAN15479, HUMAN15481	bflo_23924
OG0001324	HUMAN21897	bflo_02826
OG0001325	HUMAN22703	bflo_13293
OG0001327	HUMAN05826, HUMAN05829	bflo_01466
OG0001327	HUMAN06766, HUMAN06765, HUMAN02428	bflo_11384
OG0001329	HUMAN02833	bflo_08763, bflo_14333
OG0001329	HUMAN23067, HUMAN29619, HUMAN29617, HUMAN29618, HUMAN29616, HUMAN29615	bflo_12300
OG0001330	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846	bflo_20123
OG0001331	HUMAN22233, HUMAN22231, HUMAN24247, HUMAN13998	bflo_08815
OG0001332	HUMAN29020	bflo_25758
OG0001333	HUMAN20118, HUMAN10313	bflo_09852
OG0001335	HUMAN28637	bflo_05620
OG0001337	HUMAN28621	bflo_05523
OG0001337	HUMAN13008, HUMAN23397, HUMAN00896	bflo_25577
OG0001338	HUMAN01317, HUMAN14610, HUMAN28851, HUMAN14311, HUMAN14634, HUMAN14633, HUMAN15099, HUMAN01208, HUMAN29026	bflo_00446, bflo_19105
OG0001339	HUMAN25156, HUMAN16668	bflo_09453
OG0001339	HUMAN03666	bflo_06139
OG0001341	HUMAN13955	bflo_11107
OG0001344	HUMAN17092	bflo_08238
OG0001345	HUMAN21450, HUMAN21451, HUMAN21449	bflo_12252, bflo_11238, bflo_11249
OG0001348	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856	bflo_21574
OG0001350	HUMAN01020	bflo_25719
OG0001351	HUMAN30584, HUMAN29755	bflo_21262
OG0001352	HUMAN27857	bflo_23166, bflo_23187
OG0001353	HUMAN18781	bflo_16481
OG0001354	HUMAN01976	bflo_21871
OG0001354	HUMAN14805, HUMAN00966, HUMAN28999	bflo_13887
OG0001355	HUMAN21593, HUMAN07898, HUMAN24307, HUMAN22136, HUMAN03703	bflo_10179
OG0001356	HUMAN21113, HUMAN06242, HUMAN29863	bflo_10948
OG0001357	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455	bflo_21298
OG0001359	HUMAN14362, HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432, HUMAN28720, HUMAN01773	bflo_25944
OG0001360	HUMAN22743, HUMAN22745, HUMAN22744	bflo_08197
OG0001361	HUMAN04301, HUMAN04302, HUMAN20294	bflo_03320
OG0001362	HUMAN13462	bflo_23593, bflo_22855, bflo_10725
OG0001363	HUMAN02206	bflo_16519
OG0001364	HUMAN26706, HUMAN18389	bflo_24323
OG0001365	HUMAN29603, HUMAN22759	bflo_14935
OG0001367	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627	bflo_16121
OG0001368	HUMAN08634	bflo_01730, bflo_01015
OG0001368	HUMAN18786, HUMAN18785, HUMAN08633	bflo_20314
OG0001369	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738	bflo_11602
OG0001370	HUMAN10042	bflo_05809
OG0001370	HUMAN18140	bflo_18847
OG0001371	HUMAN13498, HUMAN13497	bflo_23286, bflo_22936, bflo_22937, bflo_22938
OG0001373	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735	bflo_22620
OG0001374	HUMAN09540, HUMAN09539, HUMAN01648, HUMAN19827, HUMAN19826, HUMAN30333	bflo_07194
OG0001375	HUMAN25598, HUMAN00578, HUMAN00579	bflo_25517
OG0001376	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374	bflo_06943
OG0001377	HUMAN18646, HUMAN03684, HUMAN03683	bflo_10365
OG0001378	HUMAN24020	bflo_08974
OG0001379	HUMAN21524	bflo_05155
OG0001380	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347	bflo_14218
OG0001381	HUMAN14335, HUMAN09185, HUMAN28764	bflo_05646
OG0001382	HUMAN16046, HUMAN16047, HUMAN16048	bflo_25739, bflo_10341
OG0001383	HUMAN01927	bflo_16647
OG0001384	HUMAN07653, HUMAN07663	bflo_21717
OG0001386	HUMAN20602	bflo_02159
OG0001387	HUMAN17998, HUMAN17999, HUMAN06632	bflo_21652
OG0001389	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383	bflo_14302
OG0001390	HUMAN23162, HUMAN23163, HUMAN20780, HUMAN06879, HUMAN06878, HUMAN01390	bflo_04726, bflo_04724
OG0001394	HUMAN27466	bflo_15041
OG0001397	HUMAN24255, HUMAN03558	bflo_10128
OG0001397	HUMAN03597	bflo_09338
OG0001398	HUMAN30494, HUMAN20842	bflo_15202
OG0001399	HUMAN07651	bflo_21669
OG0001399	HUMAN18963, HUMAN18962, HUMAN11037	bflo_12579
OG0001400	HUMAN12867, HUMAN17921, HUMAN26085, HUMAN26084	bflo_02687
OG0001401	HUMAN21621, HUMAN21620	bflo_27383, bflo_21885
OG0001402	HUMAN19950, HUMAN10942, HUMAN12422, HUMAN12423	bflo_19487
OG0001403	HUMAN12235, HUMAN27256, HUMAN07228	bflo_20986, bflo_01674, bflo_09800
OG0001404	HUMAN10248, HUMAN10247	bflo_23159
OG0001404	HUMAN00261	bflo_24535
OG0001405	HUMAN20770, HUMAN11517, HUMAN20772	bflo_13790
OG0001406	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432	bflo_21284
OG0001407	HUMAN07194, HUMAN07195, HUMAN07192, HUMAN07190, HUMAN07188, HUMAN07189, HUMAN07285	bflo_16959, bflo_16123, bflo_16958, bflo_16132, bflo_16960, bflo_16961
OG0001408	HUMAN29375, HUMAN14479, HUMAN01329	bflo_17072
OG0001409	HUMAN15650, HUMAN21360	bflo_11307
OG0001410	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903	bflo_14262
OG0001410	HUMAN27965	bflo_13741
OG0001411	HUMAN22432, HUMAN22431	bflo_14652
OG0001412	HUMAN07098, HUMAN07099	bflo_09295
OG0001413	HUMAN07320, HUMAN07322	bflo_20564
OG0001413	HUMAN10070	bflo_06589
OG0001414	HUMAN16822	bflo_22712, bflo_10760
OG0001414	HUMAN26311	bflo_10406
OG0001415	HUMAN19750, HUMAN19752, HUMAN19751	bflo_14008, bflo_20533
OG0001416	HUMAN00172, HUMAN11820	bflo_24922
OG0001417	HUMAN14062	bflo_12897
OG0001417	HUMAN12487	bflo_02373
OG0001418	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427	bflo_26213
OG0001419	HUMAN02692, HUMAN09220, HUMAN09218, HUMAN09217	bflo_18205
OG0001420	HUMAN08488, HUMAN08485, HUMAN29818, HUMAN29817, HUMAN20933, HUMAN06265, HUMAN06264, HUMAN06263	bflo_11291
OG0001421	HUMAN04839, HUMAN08948, HUMAN02585	bflo_21002
OG0001422	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891	bflo_00253
OG0001423	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689	bflo_16047
OG0001424	HUMAN04853, HUMAN04852	bflo_06976
OG0001424	HUMAN19657	bflo_05512
OG0001425	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344	bflo_06116, bflo_05585
OG0001427	HUMAN18845, HUMAN13853, HUMAN16726	bflo_04082, bflo_04073
OG0001428	HUMAN00193, HUMAN11816, HUMAN05892	bflo_24663
OG0001429	HUMAN29656, HUMAN00568, HUMAN25640	bflo_17955
OG0001430	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891	bflo_10599
OG0001431	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529, HUMAN27700	bflo_26459
OG0001432	HUMAN19311, HUMAN27870	bflo_22992
OG0001433	HUMAN00642, HUMAN28267, HUMAN25243	bflo_06374
OG0001434	HUMAN25376	bflo_03898
OG0001435	HUMAN21986	bflo_22609, bflo_12397, bflo_23053, bflo_23051, bflo_19135, bflo_18506, bflo_00662, bflo_11758
OG0001436	HUMAN28951	bflo_02923
OG0001437	HUMAN13733, HUMAN13731, HUMAN13732, HUMAN13730, HUMAN27963, HUMAN27962	bflo_11365, bflo_13730, bflo_13248
OG0001438	HUMAN21820	bflo_24637
OG0001439	HUMAN05537, HUMAN05538, HUMAN05539, HUMAN21316	bflo_09385
OG0001440	HUMAN02970, HUMAN12486	bflo_02819
OG0001441	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607	bflo_05732
OG0001445	HUMAN18716, HUMAN15579	bflo_08938
OG0001446	HUMAN12296	bflo_16884, bflo_20296, bflo_20858
OG0001447	HUMAN09319, HUMAN15576, HUMAN02582	bflo_24721
OG0001449	HUMAN16746	bflo_06102
OG0001449	HUMAN18160	bflo_02343
OG0001451	HUMAN07097	bflo_06520
OG0001451	HUMAN04374, HUMAN04373	bflo_04723
OG0001452	HUMAN23508, HUMAN10054, HUMAN01876	bflo_05982
OG0001453	HUMAN21615	bflo_07649
OG0001454	HUMAN24125	bflo_14303
OG0001455	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678	bflo_25643
OG0001456	HUMAN21609	bflo_02658
OG0001457	HUMAN25257	bflo_06362
OG0001458	HUMAN23064, HUMAN30171, HUMAN29608, HUMAN29609	bflo_15346, bflo_14891
OG0001459	HUMAN15951, HUMAN15950, HUMAN06132	bflo_09086
OG0001460	HUMAN03122	bflo_06898
OG0001461	HUMAN26887	bflo_10892, bflo_11178, bflo_19369, bflo_21910
OG0001462	HUMAN02581	bflo_14890
OG0001463	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625	bflo_15529, bflo_08852, bflo_24681, bflo_24477, bflo_24476
OG0001464	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436	bflo_02860
OG0001466	HUMAN20834, HUMAN20833	bflo_04036
OG0001466	HUMAN23853	bflo_07291
OG0001467	HUMAN29474, HUMAN29473	bflo_06650, bflo_15911
OG0001467	HUMAN05267	bflo_22950, bflo_11088
OG0001468	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674	bflo_02942
OG0001469	HUMAN17357	bflo_09303
OG0001469	HUMAN25406	bflo_14078
OG0001470	HUMAN12346	bflo_21111
OG0001472	HUMAN26528, HUMAN26527	bflo_19444
OG0001472	HUMAN19245	bflo_09223
OG0001473	HUMAN20094, HUMAN20096, HUMAN20095	bflo_13907, bflo_23419, bflo_23420
OG0001474	HUMAN09370	bflo_19387
OG0001474	HUMAN10738, HUMAN10739, HUMAN10736	bflo_23794
OG0001475	HUMAN00232, HUMAN00233	bflo_24732, bflo_24910
OG0001476	HUMAN25765, HUMAN19427	bflo_17228
OG0001477	HUMAN10645, HUMAN05918, HUMAN10651, HUMAN10648, HUMAN10647, HUMAN10646, HUMAN03461, HUMAN03460, HUMAN10649, HUMAN10650	bflo_23776
OG0001478	HUMAN09291, HUMAN09290	bflo_13944
OG0001478	HUMAN20166	bflo_23859
OG0001479	HUMAN29190, HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189	bflo_16721
OG0001480	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721	bflo_02349
OG0001482	HUMAN10795, HUMAN07131, HUMAN11775	bflo_20862
OG0001483	HUMAN12748	bflo_22427
OG0001484	HUMAN29782, HUMAN20929	bflo_12487
OG0001485	HUMAN10085, HUMAN23594, HUMAN23593	bflo_03776
OG0001486	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067	bflo_03322
OG0001487	HUMAN11647	bflo_12930
OG0001488	HUMAN04092, HUMAN04094	bflo_19631, bflo_19630
OG0001488	HUMAN04093	bflo_19633, bflo_19632
OG0001489	HUMAN01073, HUMAN23289	bflo_26167
OG0001490	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810	bflo_06679
OG0001491	HUMAN13518, HUMAN13517, HUMAN13516, HUMAN26602	bflo_23728
OG0001492	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105	bflo_20319
OG0001493	HUMAN03318	bflo_07693
OG0001493	HUMAN22769, HUMAN03129	bflo_07049
OG0001495	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161	bflo_12191
OG0001496	HUMAN17133	bflo_22121, bflo_06089, bflo_08665, bflo_18354, bflo_10263, bflo_24592
OG0001498	HUMAN21395	bflo_10159, bflo_15380, bflo_09760, bflo_09676, bflo_09677
OG0001500	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404	bflo_21478
OG0001501	HUMAN08312, HUMAN18751	bflo_09946
OG0001502	HUMAN13214, HUMAN13217	bflo_23826
OG0001503	HUMAN15059	bflo_06788
OG0001503	HUMAN06046	bflo_23876
OG0001504	HUMAN18887	bflo_13456
OG0001505	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341	bflo_24098
OG0001506	HUMAN21790, HUMAN00091	bflo_24347
OG0001507	HUMAN08598, HUMAN02657, HUMAN02656, HUMAN04900	bflo_09479
OG0001508	HUMAN04219, HUMAN15958	bflo_10335
OG0001509	HUMAN26764, HUMAN26757, HUMAN07197	bflo_20228
OG0001509	HUMAN07903, HUMAN21589	bflo_21309
OG0001510	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092	bflo_25624
OG0001511	HUMAN18319, HUMAN26693	bflo_21400
OG0001515	HUMAN19954, HUMAN12421, HUMAN12420, HUMAN19953	bflo_24482
OG0001516	HUMAN23268	bflo_25717
OG0001517	HUMAN23303, HUMAN21286	bflo_11766, bflo_25356
OG0001518	HUMAN21520, HUMAN20795, HUMAN21522	bflo_11551, bflo_05396
OG0001519	HUMAN14377, HUMAN14392, HUMAN28529, HUMAN28530, HUMAN14393, HUMAN10026	bflo_06207
OG0001520	HUMAN00622, HUMAN16656	bflo_01540
OG0001521	HUMAN15053, HUMAN23542, HUMAN01808	bflo_03540, bflo_19567
OG0001522	HUMAN15759	bflo_06545, bflo_06794
OG0001523	HUMAN04118, HUMAN06164	bflo_09139
OG0001524	HUMAN03522	bflo_09720
OG0001524	HUMAN11149	bflo_13114
OG0001525	HUMAN07206	bflo_20724
OG0001526	HUMAN02271, HUMAN29404	bflo_16661
OG0001527	HUMAN11842	bflo_21123
OG0001527	HUMAN28194	bflo_12778
OG0001528	HUMAN21992, HUMAN21991, HUMAN21990	bflo_24455
OG0001529	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918	bflo_18691
OG0001530	HUMAN22629	bflo_08670
OG0001532	HUMAN00046, HUMAN11888, HUMAN21869	bflo_24051
OG0001533	HUMAN07789, HUMAN21380	bflo_02142, bflo_02367, bflo_07087
OG0001534	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538	bflo_22738
OG0001536	HUMAN23182, HUMAN23181	bflo_16100
OG0001538	HUMAN02566	bflo_01463
OG0001545	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012	bflo_06766
OG0001546	HUMAN08266, HUMAN16844	bflo_21713
OG0001549	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395	bflo_01443
OG0001550	HUMAN20737	bflo_20670, bflo_20647
OG0001550	HUMAN02467	bflo_25532
OG0001551	HUMAN08700, HUMAN02498	bflo_11722, bflo_27019
OG0001552	HUMAN20977, HUMAN20976, HUMAN20982, HUMAN20983, HUMAN20978, HUMAN20979, HUMAN20980, HUMAN20981	bflo_12216
OG0001553	HUMAN27760, HUMAN03319, HUMAN23794	bflo_07695
OG0001554	HUMAN05332, HUMAN05331, HUMAN30019	bflo_18473
OG0001556	HUMAN02508, HUMAN08695, HUMAN08696, HUMAN04819	bflo_20729
OG0001557	HUMAN04310	bflo_10504
OG0001557	HUMAN26830	bflo_11078
OG0001558	HUMAN29505, HUMAN29504, HUMAN14496	bflo_05037
OG0001559	HUMAN02553	bflo_07493
OG0001559	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942	bflo_13140
OG0001560	HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891	bflo_08072
OG0001561	HUMAN20456, HUMAN24967, HUMAN20360	bflo_11585
OG0001562	HUMAN18910	bflo_24650
OG0001563	HUMAN09891	bflo_06090, bflo_10722, bflo_05442, bflo_26270
OG0001564	HUMAN18398, HUMAN05132, HUMAN18397, HUMAN18396, HUMAN05131	bflo_21764
OG0001565	HUMAN15336, HUMAN05720, HUMAN01912	bflo_14977
OG0001566	HUMAN25664, HUMAN29643	bflo_17501
OG0001567	HUMAN00268, HUMAN21826	bflo_24470
OG0001568	HUMAN20082, HUMAN20081	bflo_23295
OG0001569	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460
OG0001570	HUMAN16051	bflo_13444
OG0001571	HUMAN13804, HUMAN05679	bflo_12672
OG0001571	HUMAN05678	bflo_19458
OG0001572	HUMAN13726	bflo_21964
OG0001572	HUMAN11626, HUMAN11627	bflo_12786
OG0001573	HUMAN01295, HUMAN29048	bflo_26307
OG0001574	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298	bflo_23111
OG0001575	HUMAN20511	bflo_11339
OG0001576	HUMAN23520, HUMAN09989, HUMAN09990	bflo_02643
OG0001578	HUMAN27577, HUMAN27576, HUMAN03525	bflo_09036
