Orthogroup	APOSC_ok	DANRE
OG0000391	APOSC_18122	DANRE11237, DANRE11238, DANRE11236, DANRE11235
OG0000392	APOSC_15558, APOSC_15557, APOSC_15559, APOSC_15556, APOSC_15555	DANRE34329, DANRE26696, DANRE26695, DANRE36354, DANRE36355
OG0000393	APOSC_00406, APOSC_21190, APOSC_09454	DANRE33584, DANRE33585
OG0000393	APOSC_01755, APOSC_03383	DANRE41173, DANRE41172
OG0000393	APOSC_19188	DANRE04252
OG0000395	APOSC_13839	DANRE07727, DANRE07728, DANRE01256, DANRE01257, DANRE07818, DANRE07819
OG0000396	APOSC_12357, APOSC_06483, APOSC_09534	DANRE19273, DANRE40879, DANRE17659, DANRE35148, DANRE35151, DANRE19240, DANRE19237, DANRE26720, DANRE26721, DANRE24521, DANRE17217, DANRE30277, DANRE30278, DANRE30279
OG0000397	APOSC_08278	DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719
OG0000399	APOSC_02547	DANRE18056
OG0000399	APOSC_12699	DANRE18763
OG0000399	APOSC_12371	DANRE26022, DANRE09643, DANRE38314, DANRE28313
OG0000400	APOSC_28932, APOSC_28931	DANRE10040
OG0000400	APOSC_23996	DANRE17580
OG0000401	APOSC_24755	DANRE03473, DANRE27291, DANRE38823, DANRE38822
OG0000402	APOSC_11815	DANRE41229, DANRE19619, DANRE03492, DANRE03493, DANRE11285
OG0000403	APOSC_09281, APOSC_03957, APOSC_03958, APOSC_16595, APOSC_10365	DANRE06760, DANRE06758, DANRE06761, DANRE06759
OG0000404	APOSC_24054	DANRE39992
OG0000404	APOSC_12504	DANRE36432, DANRE34734
OG0000405	APOSC_22532, APOSC_22533	DANRE09893, DANRE09890, DANRE09892, DANRE09891, DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865, DANRE37670, DANRE37669, DANRE37671, DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778
OG0000409	APOSC_01615	DANRE33669, DANRE33668, DANRE34639, DANRE34638, DANRE09306
OG0000410	APOSC_05274, APOSC_07951	DANRE09277, DANRE20414, DANRE37994, DANRE00717, DANRE00715, DANRE00716, DANRE00719, DANRE37987, DANRE37986, DANRE37988, DANRE37985, DANRE37913, DANRE00419, DANRE00420
OG0000411	APOSC_25940	DANRE13512, DANRE13511, DANRE12026, DANRE12027, DANRE12025, DANRE12028, DANRE17380, DANRE13514, DANRE13513, DANRE17379, DANRE17378
OG0000411	APOSC_01114	DANRE03269
OG0000412	APOSC_01194, APOSC_01195	DANRE05333, DANRE05334
OG0000412	APOSC_14273	DANRE34255, DANRE34254, DANRE40964, DANRE14291
OG0000413	APOSC_03087	DANRE18923
OG0000413	APOSC_04045	DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262
OG0000413	APOSC_03086	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914, DANRE12246, DANRE12248, DANRE12247
OG0000415	APOSC_13371, APOSC_13682	DANRE22332, DANRE23529, DANRE23530, DANRE23528, DANRE23527, DANRE23556, DANRE23764, DANRE28253, DANRE23816, DANRE23815, DANRE37519, DANRE23602, DANRE35497, DANRE35498, DANRE37135, DANRE37134
OG0000416	APOSC_21493, APOSC_24151, APOSC_10067	DANRE28749, DANRE27845, DANRE12131, DANRE31926, DANRE28748, DANRE28750, DANRE33210, DANRE12132, DANRE27844, DANRE27843
OG0000417	APOSC_18258	DANRE39225
OG0000417	APOSC_03210	DANRE13017
OG0000417	APOSC_20146	DANRE35073, DANRE35074
OG0000417	APOSC_12693	DANRE04157
OG0000417	APOSC_27242	DANRE31610
OG0000418	APOSC_20357, APOSC_27520, APOSC_09310, APOSC_21730, APOSC_20018, APOSC_20544, APOSC_17595, APOSC_00624	DANRE07530, DANRE20965, DANRE31644
OG0000419	APOSC_08566, APOSC_11016	DANRE43228, DANRE43227
OG0000422	APOSC_02348	DANRE14661, DANRE05596, DANRE05597, DANRE18645, DANRE18644, DANRE22673, DANRE22672, DANRE41117, DANRE41116
OG0000424	APOSC_27699, APOSC_11109	DANRE03532
OG0000425	APOSC_28429	DANRE07739, DANRE07738, DANRE16733, DANRE16732, DANRE04594, DANRE12103, DANRE12105, DANRE12104, DANRE17581
OG0000425	APOSC_26181	DANRE16734, DANRE41873, DANRE41874, DANRE16596, DANRE16595, DANRE00985
OG0000426	APOSC_23818	DANRE07061, DANRE07060, DANRE20172
OG0000426	APOSC_28032	DANRE14044, DANRE17040, DANRE17041, DANRE30201, DANRE09323, DANRE09324, DANRE09322, DANRE09321, DANRE29984, DANRE29985
OG0000427	APOSC_26405	DANRE12612, DANRE12613, DANRE12611, DANRE39319, DANRE39318
OG0000427	APOSC_12867, APOSC_10303, APOSC_10299, APOSC_10304, APOSC_10301	DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496, DANRE43089, DANRE26773, DANRE26772
OG0000429	APOSC_22406, APOSC_25805	DANRE36001, DANRE36002
OG0000431	APOSC_26482	DANRE24824
OG0000431	APOSC_21271	DANRE17840, DANRE17841, DANRE12254, DANRE12253, DANRE12255, DANRE12256, DANRE12257
OG0000431	APOSC_09355	DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495
OG0000432	APOSC_25968	DANRE31442, DANRE25599, DANRE25600, DANRE02708, DANRE02707, DANRE41299
OG0000432	APOSC_02736	DANRE31413, DANRE31412, DANRE21202, DANRE21201, DANRE36976, DANRE36975, DANRE36974
OG0000433	APOSC_27672, APOSC_27673	DANRE04048, DANRE29991, DANRE29994, DANRE29993, DANRE29992
OG0000433	APOSC_25213, APOSC_25212	DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182
OG0000435	APOSC_05189	DANRE03550
OG0000435	APOSC_28530	DANRE23596, DANRE23597, DANRE23598, DANRE23968, DANRE23966, DANRE23967, DANRE27191, DANRE14826, DANRE14825, DANRE17636, DANRE11382, DANRE11383, DANRE17637, DANRE17638, DANRE35492, DANRE35491, DANRE35494, DANRE35493
OG0000436	APOSC_07601, APOSC_07603, APOSC_07602, APOSC_07600	DANRE42552, DANRE42550, DANRE42551, DANRE42553, DANRE14971, DANRE14972, DANRE02915, DANRE14967, DANRE14969, DANRE14968, DANRE14970, DANRE14966, DANRE42555
OG0000437	APOSC_04756	DANRE42222, DANRE42223
OG0000442	APOSC_01037	DANRE07531, DANRE07532, DANRE07533, DANRE16586
OG0000442	APOSC_25495	DANRE24242, DANRE14641, DANRE10018, DANRE14640
OG0000442	APOSC_28475	DANRE00817, DANRE29323
OG0000443	APOSC_07972, APOSC_07971, APOSC_09047	DANRE09802, DANRE09801, DANRE42227, DANRE42228, DANRE42226, DANRE42229
OG0000443	APOSC_23426	DANRE00081, DANRE00080, DANRE00082
OG0000444	APOSC_22420	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265
OG0000444	APOSC_27883, APOSC_27884, APOSC_27885	DANRE12801, DANRE12802, DANRE12418
OG0000446	APOSC_10181	DANRE18817
OG0000446	APOSC_05205	DANRE38226, DANRE38225
OG0000446	APOSC_26266	DANRE15117, DANRE15116
OG0000447	APOSC_18957, APOSC_18959, APOSC_00311, APOSC_00312, APOSC_18960, APOSC_18958	DANRE16236, DANRE16237, DANRE34347, DANRE34348, DANRE34349, DANRE34350, DANRE19795, DANRE19794, DANRE13289
OG0000448	APOSC_08163	DANRE42866, DANRE42867
OG0000450	APOSC_13051	DANRE13780, DANRE13779, DANRE13781, DANRE07541
OG0000453	APOSC_12948, APOSC_06792	DANRE13184, DANRE13185
OG0000454	APOSC_04570	DANRE38342, DANRE21455, DANRE21457
OG0000457	APOSC_12918, APOSC_12915, APOSC_12917, APOSC_17733, APOSC_03063, APOSC_03064, APOSC_10584, APOSC_25586, APOSC_03750, APOSC_19395, APOSC_17744	DANRE42219, DANRE20040, DANRE16026
OG0000458	APOSC_08979	DANRE18765, DANRE11630
OG0000458	APOSC_16132, APOSC_16131	DANRE17730, DANRE10760, DANRE27173, DANRE27171, DANRE23245, DANRE22516
OG0000459	APOSC_12864, APOSC_04080, APOSC_15599, APOSC_21819, APOSC_15729, APOSC_11025	DANRE19705, DANRE16614
OG0000460	APOSC_12939	DANRE03441
OG0000461	APOSC_17795, APOSC_01522	DANRE29922, DANRE29923, DANRE29921
OG0000461	APOSC_17426	DANRE33325
OG0000463	APOSC_17973	DANRE25872, DANRE25873, DANRE25871
OG0000463	APOSC_08846	DANRE41150, DANRE41151, DANRE25321, DANRE25320
OG0000464	APOSC_04198	DANRE17706
OG0000465	APOSC_28989	DANRE26401, DANRE26400, DANRE26398, DANRE26399, DANRE26397
OG0000465	APOSC_11017	DANRE43152
OG0000466	APOSC_23086, APOSC_05225, APOSC_02156, APOSC_02661	DANRE26725, DANRE11839, DANRE11838, DANRE11794, DANRE11837, DANRE11834, DANRE11833
OG0000467	APOSC_08498	DANRE23056, DANRE23057, DANRE23058, DANRE22608, DANRE22609, DANRE02650, DANRE02651, DANRE36597, DANRE36596, DANRE23594, DANRE02242, DANRE02241, DANRE31546, DANRE31547, DANRE31545, DANRE22610
OG0000468	APOSC_15884, APOSC_04385, APOSC_04384, APOSC_23794	DANRE38072, DANRE38073, DANRE38074
OG0000468	APOSC_02625	DANRE11717
OG0000469	APOSC_06315	DANRE02667, DANRE36725, DANRE22869, DANRE23507, DANRE23506, DANRE20673, DANRE36794, DANRE01800, DANRE25224, DANRE30917, DANRE25226, DANRE25225, DANRE39797
OG0000469	APOSC_00048	DANRE34931, DANRE02143
OG0000470	APOSC_06373	DANRE15508, DANRE15509, DANRE03596, DANRE03595
OG0000470	APOSC_13511	DANRE18054, DANRE11163, DANRE04323
OG0000471	APOSC_28784	DANRE07230
OG0000472	APOSC_18349, APOSC_18348	DANRE39293, DANRE39294, DANRE39296, DANRE39295
OG0000473	APOSC_05099, APOSC_24845, APOSC_02043, APOSC_15704, APOSC_05100, APOSC_15594, APOSC_24191, APOSC_14581	DANRE29036, DANRE36190, DANRE30271, DANRE30275, DANRE17221
OG0000474	APOSC_06626	DANRE36587, DANRE23170, DANRE23169, DANRE23168, DANRE36586, DANRE36588, DANRE36585, DANRE23166, DANRE23167, DANRE26339, DANRE29186, DANRE35132, DANRE03214, DANRE15391, DANRE15390, DANRE15392, DANRE42605
OG0000475	APOSC_03227	DANRE14923, DANRE14922, DANRE14924, DANRE09178, DANRE09179, DANRE09180, DANRE35686, DANRE35687, DANRE41506, DANRE41505
OG0000476	APOSC_19907	DANRE34964
OG0000476	APOSC_05340	DANRE19447
OG0000478	APOSC_26795	DANRE36711, DANRE25578, DANRE25579
OG0000479	APOSC_19125	DANRE10077, DANRE10078, DANRE14206, DANRE14207, DANRE17444, DANRE17445, DANRE17446, DANRE07001
OG0000479	APOSC_05602, APOSC_05603	DANRE16462, DANRE07346, DANRE33624, DANRE00042, DANRE00044, DANRE00043
OG0000481	APOSC_15444	DANRE29372, DANRE03161
OG0000481	APOSC_09024	DANRE34217
OG0000481	APOSC_07226	DANRE20546, DANRE07350, DANRE00274
OG0000482	APOSC_01111, APOSC_01110, APOSC_18841, APOSC_18843, APOSC_18842, APOSC_18845, APOSC_18844	DANRE39246, DANRE39245
OG0000482	APOSC_18846, APOSC_02517, APOSC_20022, APOSC_27488, APOSC_14643	DANRE10729
OG0000484	APOSC_17564	DANRE30174, DANRE36358, DANRE26698, DANRE26697, DANRE36356, DANRE36357, DANRE40019, DANRE40018, DANRE27070, DANRE27071, DANRE01866, DANRE01867, DANRE01868, DANRE36359
OG0000485	APOSC_07829	DANRE41723, DANRE16774
OG0000485	APOSC_29014	DANRE01267, DANRE13327, DANRE13328
OG0000486	APOSC_27933, APOSC_23293, APOSC_14127, APOSC_20131, APOSC_06301, APOSC_18885, APOSC_05208	DANRE05042, DANRE07090, DANRE07089, DANRE04364
OG0000487	APOSC_05499, APOSC_00762, APOSC_10037, APOSC_17459, APOSC_22887	DANRE28673
OG0000490	APOSC_08204	DANRE13869, DANRE36198, DANRE36199, DANRE30262, DANRE30263, DANRE13871, DANRE13870, DANRE10492, DANRE10493, DANRE10494, DANRE19551, DANRE19550, DANRE35143, DANRE35142, DANRE35145, DANRE35144
OG0000491	APOSC_02630	DANRE20188, DANRE20187, DANRE38166, DANRE38165, DANRE38163, DANRE23703, DANRE16264, DANRE16263, DANRE38164, DANRE08501, DANRE16265, DANRE01134, DANRE08500, DANRE08499
OG0000494	APOSC_11332, APOSC_16566	DANRE34633, DANRE34632, DANRE34634, DANRE07924, DANRE06591, DANRE06590, DANRE16474, DANRE33529, DANRE34185, DANRE34184, DANRE40596, DANRE40598, DANRE40597, DANRE40595, DANRE19497, DANRE19498
OG0000495	APOSC_16006, APOSC_18778	DANRE18597
OG0000496	APOSC_19240	DANRE26393, DANRE03735
OG0000497	APOSC_11785	DANRE19507, DANRE08308, DANRE34943, DANRE34942, DANRE08309
OG0000497	APOSC_24966	DANRE35380, DANRE35379, DANRE35381, DANRE35382, DANRE35378, DANRE39953
OG0000498	APOSC_08647	DANRE38559, DANRE26141, DANRE27692, DANRE27693, DANRE14403, DANRE37024, DANRE23500, DANRE39337, DANRE39336, DANRE26186, DANRE26187
OG0000499	APOSC_16996	DANRE13471, DANRE13472
OG0000499	APOSC_13003	DANRE17443, DANRE17442, DANRE11965, DANRE11964
OG0000503	APOSC_20182, APOSC_01067, APOSC_11052	DANRE29639, DANRE29640, DANRE37675, DANRE12362, DANRE12363, DANRE12364, DANRE31157, DANRE31158
OG0000504	APOSC_28508, APOSC_18793	DANRE41917, DANRE41916, DANRE13988, DANRE13989, DANRE19314, DANRE19315, DANRE28310, DANRE21611, DANRE25901, DANRE25900, DANRE12198
OG0000505	APOSC_03312, APOSC_13727, APOSC_13726	DANRE20986, DANRE20985, DANRE28320, DANRE28321, DANRE34921, DANRE34920, DANRE26014, DANRE26013, DANRE26010, DANRE26011, DANRE26012, DANRE10179
OG0000506	APOSC_08969	DANRE35296
OG0000508	APOSC_05722	DANRE03868, DANRE14508, DANRE14509
OG0000508	APOSC_10035, APOSC_10034, APOSC_01187	DANRE41797, DANRE41796, DANRE41798
OG0000510	APOSC_13254, APOSC_09949, APOSC_08521	DANRE29015, DANRE29016, DANRE23929, DANRE24614, DANRE24613, DANRE33900, DANRE33901, DANRE00308, DANRE16489, DANRE06484, DANRE06483
OG0000511	APOSC_04210	DANRE14427, DANRE14426, DANRE14425, DANRE14430, DANRE14429, DANRE14431, DANRE14428
OG0000513	APOSC_21188	DANRE03968, DANRE03964, DANRE03966, DANRE03967, DANRE03970, DANRE03969, DANRE03965, DANRE03971, DANRE03972, DANRE01456, DANRE01455, DANRE41221, DANRE41222, DANRE41220, DANRE16669, DANRE16670, DANRE16671, DANRE20544, DANRE20542, DANRE20541, DANRE20543, DANRE20540, DANRE20538, DANRE20539
OG0000515	APOSC_18973, APOSC_22528, APOSC_08425, APOSC_11404, APOSC_03268, APOSC_06129, APOSC_25779, APOSC_03503, APOSC_09118, APOSC_21512, APOSC_13179, APOSC_03267, APOSC_23560, APOSC_23565, APOSC_11787, APOSC_24998	DANRE03235, DANRE03236
OG0000519	APOSC_03973	DANRE01551, DANRE33550, DANRE01552
OG0000520	APOSC_12202, APOSC_12203	DANRE01444, DANRE01443, DANRE01442, DANRE40706, DANRE29662
OG0000521	APOSC_09518	DANRE34387, DANRE34386, DANRE08837, DANRE08836, DANRE08838, DANRE05616, DANRE05617, DANRE02580, DANRE02579, DANRE02578, DANRE02577, DANRE02576, DANRE11262, DANRE11261, DANRE19967, DANRE39243, DANRE39244
OG0000522	APOSC_19448, APOSC_02708, APOSC_02709	DANRE07315, DANRE07316, DANRE07314, DANRE07313, DANRE07311, DANRE07312, DANRE07310, DANRE15867, DANRE15866, DANRE15864, DANRE15869, DANRE15865, DANRE15868
OG0000522	APOSC_19474	DANRE05320, DANRE05318
OG0000523	APOSC_17136, APOSC_11385	DANRE35335, DANRE35336, DANRE35333, DANRE35334
OG0000524	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187	DANRE04953, DANRE04954
OG0000525	APOSC_12074	DANRE27465, DANRE34311
OG0000525	APOSC_07308	DANRE37919, DANRE37918, DANRE24803, DANRE36177, DANRE29333
OG0000526	APOSC_22142, APOSC_03851, APOSC_02116, APOSC_19965, APOSC_12282, APOSC_14973	DANRE04464, DANRE16744
OG0000527	APOSC_09343, APOSC_02938	DANRE28026, DANRE28029, DANRE28025, DANRE28024, DANRE21774, DANRE21773, DANRE21772, DANRE28027, DANRE30267, DANRE17202
OG0000528	APOSC_27896, APOSC_27895, APOSC_27894	DANRE11572, DANRE11573, DANRE08361, DANRE08362, DANRE37792, DANRE37793, DANRE37794
OG0000529	APOSC_19112, APOSC_19113, APOSC_19111	DANRE17658, DANRE17657, DANRE17656
OG0000529	APOSC_23098	DANRE14000, DANRE09212, DANRE00742, DANRE02792, DANRE02793
OG0000530	APOSC_02543, APOSC_02542, APOSC_23277	DANRE26826, DANRE27113, DANRE02134, DANRE00409, DANRE24563, DANRE26825, DANRE24562
OG0000532	APOSC_13775, APOSC_10762	DANRE11421
OG0000535	APOSC_23330, APOSC_01337, APOSC_21669, APOSC_19864, APOSC_19863, APOSC_26268, APOSC_12179	DANRE20157, DANRE20158, DANRE06031, DANRE06033, DANRE06032, DANRE22311, DANRE22312, DANRE22313, DANRE15667, DANRE15668
OG0000537	APOSC_28746	DANRE38989, DANRE38988, DANRE41614, DANRE41613, DANRE08646, DANRE08648, DANRE08647
OG0000537	APOSC_14690	DANRE08649, DANRE38991, DANRE38990, DANRE38992, DANRE41611, DANRE41612
OG0000538	APOSC_00020, APOSC_00021, APOSC_00019	DANRE42160, DANRE37095, DANRE29198, DANRE03222, DANRE03824, DANRE27952, DANRE27950, DANRE27949, DANRE27951, DANRE03823, DANRE03821, DANRE03822
OG0000542	APOSC_25376	DANRE16247, DANRE16248, DANRE16242, DANRE16243, DANRE16246, DANRE16249, DANRE16244, DANRE16245, DANRE23742, DANRE08551, DANRE01086, DANRE01090, DANRE01088, DANRE23741
OG0000544	APOSC_22312	DANRE08538, DANRE08537, DANRE00847, DANRE00846, DANRE00848, DANRE00845, DANRE16215
OG0000544	APOSC_15455	DANRE34532, DANRE34530, DANRE34533, DANRE34531
OG0000545	APOSC_27316	DANRE11520
OG0000545	APOSC_23063	DANRE02906, DANRE02907, DANRE34438, DANRE34437, DANRE34436, DANRE34439, DANRE11738, DANRE13378, DANRE13377
OG0000548	APOSC_19082	DANRE06455, DANRE19625, DANRE40865, DANRE22043
OG0000548	APOSC_15990	DANRE18865
OG0000548	APOSC_28441	DANRE01597, DANRE01599, DANRE01598, DANRE25568
OG0000551	APOSC_25334	DANRE41282
OG0000552	APOSC_17802	DANRE01503
OG0000552	APOSC_24689	DANRE06064
OG0000553	APOSC_24608	DANRE00920, DANRE00921, DANRE34994, DANRE09706
OG0000553	APOSC_24201	DANRE29057, DANRE03068
OG0000554	APOSC_16563	DANRE04186
OG0000560	APOSC_00424, APOSC_21581, APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686, APOSC_27748, APOSC_11056, APOSC_22346	DANRE03304, DANRE11206
OG0000561	APOSC_03200, APOSC_16141	DANRE18926, DANRE18925, DANRE18927, DANRE10686, DANRE10685
OG0000562	APOSC_06195	DANRE27041, DANRE01831
OG0000562	APOSC_20626	DANRE25391, DANRE09161
OG0000564	APOSC_03259	DANRE34378, DANRE34377, DANRE08076, DANRE16838, DANRE16839, DANRE16840, DANRE04604, DANRE18044
OG0000565	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361	DANRE09694, DANRE09696, DANRE09695, DANRE09693, DANRE09692, DANRE09697
OG0000566	APOSC_11934, APOSC_11935	DANRE25108
OG0000566	APOSC_15450	DANRE33333, DANRE33334
OG0000567	APOSC_03648	DANRE37645, DANRE43387
OG0000570	APOSC_07873, APOSC_04408, APOSC_28456, APOSC_22297	DANRE43359, DANRE30386, DANRE30385, DANRE04065, DANRE01649, DANRE01650, DANRE01648
OG0000571	APOSC_02965, APOSC_07922, APOSC_04593, APOSC_05422, APOSC_12702	DANRE33710
OG0000572	APOSC_00810	DANRE03776, DANRE03775, DANRE03774, DANRE11722, DANRE37798, DANRE37797, DANRE37799
OG0000572	APOSC_09082	DANRE36636, DANRE22951, DANRE22949, DANRE22950
OG0000573	APOSC_00916	DANRE26429, DANRE36969, DANRE41278, DANRE34489
OG0000573	APOSC_06381	DANRE13206, DANRE13207, DANRE25110
OG0000574	APOSC_08284	DANRE28774
OG0000574	APOSC_25605	DANRE28773, DANRE28771, DANRE28772, DANRE03028
OG0000574	APOSC_12973	DANRE16551, DANRE16552, DANRE16553
OG0000575	APOSC_04878, APOSC_04901, APOSC_04877	DANRE33983, DANRE33982, DANRE33981, DANRE33980, DANRE33986, DANRE33985, DANRE33984, DANRE00045, DANRE16440, DANRE16435, DANRE16436, DANRE27242, DANRE27243, DANRE27241, DANRE24309, DANRE24311, DANRE24310, DANRE35805
OG0000576	APOSC_14912, APOSC_14911	DANRE42659, DANRE42663, DANRE41341, DANRE42662, DANRE42660, DANRE42661, DANRE04947, DANRE41342, DANRE04948, DANRE22099, DANRE22100, DANRE22101
OG0000578	APOSC_19019	DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439
OG0000579	APOSC_16538	DANRE25633, DANRE31259, DANRE31258, DANRE31257, DANRE02315, DANRE02313, DANRE02314, DANRE25634, DANRE39934, DANRE01665, DANRE01666, DANRE01664, DANRE01668, DANRE39933, DANRE39930, DANRE39932, DANRE39931, DANRE22831, DANRE22830
OG0000581	APOSC_25720	DANRE17774, DANRE05449
OG0000581	APOSC_28928	DANRE04777, DANRE03781, DANRE17773, DANRE05450
OG0000582	APOSC_22258	DANRE35656, DANRE35655, DANRE27461, DANRE27462, DANRE39859, DANRE39858, DANRE34307, DANRE34305, DANRE34306, DANRE10407, DANRE10406, DANRE13531, DANRE13529, DANRE13530
OG0000583	APOSC_07446, APOSC_07447	DANRE06884, DANRE06885, DANRE00864, DANRE35907, DANRE41539, DANRE41538, DANRE11089, DANRE11090, DANRE13739, DANRE13740, DANRE10062
OG0000585	APOSC_02435	DANRE02244, DANRE02245, DANRE02249, DANRE41291, DANRE41292, DANRE41293, DANRE41294, DANRE02250, DANRE25689, DANRE25690, DANRE31500, DANRE31501, DANRE23073, DANRE23074, DANRE23075, DANRE36824, DANRE36823
OG0000587	APOSC_07501	DANRE08842, DANRE08843, DANRE28077, DANRE38185, DANRE38186, DANRE38187, DANRE23765, DANRE02066, DANRE02067
OG0000587	APOSC_00084	DANRE07770
OG0000588	APOSC_14978	DANRE30123, DANRE16941, DANRE26565, DANRE19175, DANRE34600
OG0000588	APOSC_23369	DANRE01195, DANRE01197, DANRE01196
OG0000589	APOSC_07116, APOSC_07115	DANRE25936, DANRE38708, DANRE38709, DANRE38710, DANRE25938, DANRE25939, DANRE25937, DANRE12338, DANRE31600, DANRE31601, DANRE22454, DANRE37009, DANRE37011, DANRE37012, DANRE37010, DANRE30890, DANRE30889, DANRE25662, DANRE25663, DANRE25664, DANRE25665
OG0000590	APOSC_14417	DANRE42192, DANRE42191, DANRE42190, DANRE29030, DANRE10504, DANRE10503, DANRE14379, DANRE29029
OG0000590	APOSC_05832	DANRE28274, DANRE36861
OG0000591	APOSC_29125, APOSC_25553	DANRE29995, DANRE15432
OG0000592	APOSC_07367	DANRE18531
OG0000592	APOSC_26247	DANRE25922, DANRE25921, DANRE38966, DANRE38965, DANRE38964
OG0000593	APOSC_19192	DANRE30058, DANRE03638, DANRE30338, DANRE02996
OG0000593	APOSC_02138	DANRE23729, DANRE26181, DANRE12961, DANRE12962, DANRE36390, DANRE36391, DANRE22365, DANRE02411, DANRE02412
OG0000594	APOSC_27194	DANRE02253, DANRE02252
OG0000597	APOSC_09238	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208
OG0000597	APOSC_11831	DANRE38490, DANRE38491, DANRE24980, DANRE23651, DANRE23650, DANRE16005, DANRE16004
OG0000600	APOSC_25418, APOSC_09338	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160
OG0000601	APOSC_28030, APOSC_28031	DANRE03851, DANRE29823, DANRE05203, DANRE05202, DANRE43410, DANRE05201, DANRE05200, DANRE01528
OG0000602	APOSC_07302	DANRE06865, DANRE06864, DANRE28060, DANRE28061, DANRE21447, DANRE21448, DANRE15344
OG0000602	APOSC_16886	DANRE28063, DANRE21449, DANRE05995, DANRE05994, DANRE06863, DANRE42864, DANRE43010, DANRE15343, DANRE15341, DANRE15342
OG0000603	APOSC_11168	DANRE20006, DANRE20005, DANRE20003, DANRE11131, DANRE11132, DANRE11133, DANRE17469, DANRE17472, DANRE17471, DANRE17473, DANRE17470, DANRE04450, DANRE03756, DANRE03755, DANRE03754
OG0000607	APOSC_06777, APOSC_06776, APOSC_06774, APOSC_06778, APOSC_06775	DANRE25098, DANRE36040, DANRE36041, DANRE36039, DANRE31468, DANRE31465, DANRE31464, DANRE31466, DANRE31467, DANRE22466
OG0000608	APOSC_28336, APOSC_00407, APOSC_19889	DANRE29304
OG0000609	APOSC_21629	DANRE11913, DANRE11914
OG0000609	APOSC_15758	DANRE21338
OG0000610	APOSC_23349, APOSC_23350	DANRE08988, DANRE15837
OG0000611	APOSC_21101	DANRE38844, DANRE38845, DANRE38847
OG0000613	APOSC_26003	DANRE34847, DANRE38974
OG0000614	APOSC_29108, APOSC_13391, APOSC_01420, APOSC_13390	DANRE43105, DANRE43106
OG0000615	APOSC_25509, APOSC_25510, APOSC_25508	DANRE34494, DANRE24463, DANRE41312, DANRE41311, DANRE34490, DANRE34492, DANRE34491, DANRE24462, DANRE27103, DANRE27102, DANRE06330, DANRE06331, DANRE24461
OG0000616	APOSC_12590, APOSC_12592, APOSC_12591	DANRE08157, DANRE35009, DANRE35008, DANRE37380, DANRE37376, DANRE37378, DANRE37377
OG0000617	APOSC_07631	DANRE43335, DANRE43336, DANRE43334
OG0000618	APOSC_23994	DANRE04564, DANRE04563, DANRE04565
OG0000619	APOSC_06768	DANRE37843, DANRE37844, DANRE37842, DANRE37845, DANRE35821, DANRE35820, DANRE35819, DANRE07556, DANRE07557
OG0000620	APOSC_21800, APOSC_17833, APOSC_04120, APOSC_17659, APOSC_12726, APOSC_20629	DANRE30711, DANRE30712, DANRE30713, DANRE12383
OG0000623	APOSC_11408, APOSC_11407	DANRE05276
OG0000623	APOSC_25178, APOSC_25179, APOSC_28396	DANRE29318, DANRE29319, DANRE29321, DANRE29320, DANRE29317, DANRE36066, DANRE36067
OG0000624	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046	DANRE29203, DANRE19512, DANRE19513, DANRE34018, DANRE41484, DANRE41483, DANRE41485
