Orthogroup	APOSC_ok	AENJA_ok
OG0000792	APOSC_14959	AENJA_06794
OG0000792	APOSC_04163	AENJA_22407
OG0000793	APOSC_28727	AENJA_10797
OG0000794	APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932	AENJA_11312
OG0000795	APOSC_03415	AENJA_14885, AENJA_12941
OG0000795	APOSC_09195	AENJA_11455, AENJA_13539, AENJA_18437
OG0000796	APOSC_17748	AENJA_11925
OG0000797	APOSC_05552, APOSC_02654	AENJA_12225
OG0000798	APOSC_20553	AENJA_13993
OG0000799	APOSC_20835	AENJA_16513
OG0000800	APOSC_27669	AENJA_17652
OG0000801	APOSC_13410, APOSC_22125	AENJA_25017
OG0000802	APOSC_16253	AENJA_19187
OG0000803	APOSC_18801, APOSC_00365	AENJA_21679
OG0000809	APOSC_01373, APOSC_01372	AENJA_02164
OG0000810	APOSC_15514	AENJA_24609
OG0000810	APOSC_02955, APOSC_02954, APOSC_02956	AENJA_24929, AENJA_02925
OG0000811	APOSC_00986	AENJA_02995, AENJA_03253, AENJA_03247, AENJA_22383, AENJA_03249, AENJA_03248, AENJA_07553, AENJA_03042
OG0000811	APOSC_10153	AENJA_04170
OG0000811	APOSC_10516	AENJA_16213
OG0000813	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680	AENJA_03651, AENJA_14254
OG0000813	APOSC_10674, APOSC_03337	AENJA_23135
OG0000814	APOSC_19527	AENJA_25867
OG0000815	APOSC_21255	AENJA_11775
OG0000815	APOSC_22617	AENJA_11030
OG0000815	APOSC_22055	AENJA_11031
OG0000815	APOSC_20294	AENJA_05553
OG0000816	APOSC_05809	AENJA_21712
OG0000816	APOSC_10643, APOSC_15680	AENJA_05704
OG0000817	APOSC_13738	AENJA_07214
OG0000817	APOSC_22901	AENJA_18385
OG0000817	APOSC_07767	AENJA_14055
OG0000818	APOSC_14407, APOSC_14408, APOSC_14409	AENJA_07677
OG0000819	APOSC_17700	AENJA_23147
OG0000819	APOSC_09083	AENJA_10746
OG0000819	APOSC_05516	AENJA_24188
OG0000820	APOSC_11841	AENJA_23750
OG0000822	APOSC_20678	AENJA_26562
OG0000824	APOSC_26516	AENJA_00764
OG0000825	APOSC_03303	AENJA_01783
OG0000826	APOSC_26704	AENJA_02455
OG0000827	APOSC_10934	AENJA_05092
OG0000827	APOSC_06325	AENJA_07505
OG0000828	APOSC_22977, APOSC_11571	AENJA_14692
OG0000829	APOSC_25803, APOSC_25804	AENJA_18083
OG0000830	APOSC_18116	AENJA_07868
OG0000830	APOSC_02444	AENJA_15146
OG0000830	APOSC_14730, APOSC_02445	AENJA_15149
OG0000831	APOSC_01145	AENJA_09091
OG0000832	APOSC_10469, APOSC_10470	AENJA_09731, AENJA_09723
OG0000833	APOSC_26082, APOSC_26081	AENJA_13518
OG0000834	APOSC_04739, APOSC_27269	AENJA_15508
OG0000835	APOSC_04775, APOSC_05126, APOSC_22110	AENJA_17324
OG0000835	APOSC_18417	AENJA_22772
OG0000836	APOSC_15778	AENJA_19604
OG0000836	APOSC_06642	AENJA_19607
OG0000837	APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308	AENJA_25179
OG0000841	APOSC_23985, APOSC_23987, APOSC_23986	AENJA_00152
OG0000842	APOSC_09796	AENJA_00962
OG0000843	APOSC_15224, APOSC_12714	AENJA_02747, AENJA_14271, AENJA_24948, AENJA_24949, AENJA_12199, AENJA_05702, AENJA_14424, AENJA_13496, AENJA_13501, AENJA_13502, AENJA_21264, AENJA_13497, AENJA_21262, AENJA_10445, AENJA_10446, AENJA_18645, AENJA_22372, AENJA_19051, AENJA_23616, AENJA_12680, AENJA_09531, AENJA_23613, AENJA_19343, AENJA_23612, AENJA_23615, AENJA_23614, AENJA_09523, AENJA_09530, AENJA_24947, AENJA_26256, AENJA_01640, AENJA_12679, AENJA_18642, AENJA_01644, AENJA_18638, AENJA_18639, AENJA_18641, AENJA_18640, AENJA_18643, AENJA_11148
OG0000844	APOSC_10362	AENJA_02377
OG0000845	APOSC_21723, APOSC_21724	AENJA_08427
OG0000845	APOSC_15428	AENJA_15398, AENJA_14681, AENJA_15397, AENJA_04163
OG0000845	APOSC_11449	AENJA_11386
OG0000846	APOSC_25695	AENJA_26559, AENJA_23518
OG0000846	APOSC_12791, APOSC_12790	AENJA_25187, AENJA_04744, AENJA_21051, AENJA_24758
OG0000847	APOSC_10143	AENJA_19531
OG0000847	APOSC_11562	AENJA_05909
OG0000848	APOSC_20382	AENJA_06120
OG0000848	APOSC_18151, APOSC_18150	AENJA_26421
OG0000849	APOSC_27634, APOSC_09266	AENJA_06598
OG0000849	APOSC_03689	AENJA_17459
OG0000850	APOSC_08264	AENJA_06947, AENJA_14500
OG0000850	APOSC_23927	AENJA_26527
OG0000851	APOSC_19702, APOSC_19703, APOSC_19701	AENJA_07613
OG0000852	APOSC_20285, APOSC_20286	AENJA_20937
OG0000852	APOSC_02824	AENJA_07998
OG0000853	APOSC_14872, APOSC_14873, APOSC_14871, APOSC_04190	AENJA_11433
OG0000855	APOSC_08922, APOSC_08923, APOSC_26256	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521
OG0000856	APOSC_22616	AENJA_15113
OG0000857	APOSC_24744	AENJA_19063
OG0000858	APOSC_23576	AENJA_19600
OG0000859	APOSC_20756, APOSC_20755, APOSC_20757	AENJA_20729
OG0000860	APOSC_17954	AENJA_22939
OG0000869	APOSC_14843	AENJA_03586
OG0000869	APOSC_18698	AENJA_21120
OG0000869	APOSC_10798	AENJA_23274
OG0000870	APOSC_06340	AENJA_12705
OG0000871	APOSC_16796	AENJA_15432
OG0000871	APOSC_20272, APOSC_28302, APOSC_27777	AENJA_15433
OG0000871	APOSC_14488	AENJA_06473
OG0000872	APOSC_01621, APOSC_01620	AENJA_06798
OG0000873	APOSC_27618	AENJA_07645
OG0000874	APOSC_24109	AENJA_07937
OG0000874	APOSC_09520	AENJA_07996
OG0000875	APOSC_06925, APOSC_26698, APOSC_26697	AENJA_08703
OG0000875	APOSC_10816, APOSC_05938	AENJA_14919
OG0000876	APOSC_13414	AENJA_08833
OG0000877	APOSC_14562, APOSC_05392, APOSC_11159, APOSC_18856, APOSC_22435, APOSC_14561, APOSC_03592, APOSC_03591	AENJA_09093
OG0000878	APOSC_19700	AENJA_09436
OG0000878	APOSC_12538	AENJA_13562
OG0000879	APOSC_26037	AENJA_23882
OG0000879	APOSC_25589, APOSC_19618	AENJA_14015
OG0000880	APOSC_11063	AENJA_17126
OG0000882	APOSC_22975	AENJA_23321
OG0000887	APOSC_06735	AENJA_00163
OG0000887	APOSC_07943	AENJA_21693
OG0000888	APOSC_22842	AENJA_02929
OG0000888	APOSC_02163	AENJA_02481
OG0000889	APOSC_28468	AENJA_05911
OG0000890	APOSC_26142, APOSC_26140	AENJA_09730
OG0000891	APOSC_21662, APOSC_19871, APOSC_18925, APOSC_08985, APOSC_04933, APOSC_06099, APOSC_25735, APOSC_11370, APOSC_07457, APOSC_17994, APOSC_05702	AENJA_13613
OG0000893	APOSC_13888, APOSC_05778	AENJA_16180
OG0000894	APOSC_05906, APOSC_06317	AENJA_24655
OG0000894	APOSC_02796, APOSC_02797	AENJA_16901
OG0000895	APOSC_08060, APOSC_08062, APOSC_08061	AENJA_17147
OG0000896	APOSC_16669	AENJA_26740
OG0000897	APOSC_09636	AENJA_25522
OG0000897	APOSC_15460, APOSC_17372	AENJA_19794, AENJA_19793
OG0000898	APOSC_16195	AENJA_20658
OG0000899	APOSC_14711	AENJA_23421
OG0000903	APOSC_02800	AENJA_16422, AENJA_14626
OG0000904	APOSC_17702, APOSC_14302, APOSC_14303	AENJA_02063
OG0000905	APOSC_09225, APOSC_09226	AENJA_03454, AENJA_12044
OG0000906	APOSC_07017	AENJA_17075
OG0000908	APOSC_27466	AENJA_26233
OG0000909	APOSC_25304, APOSC_25305, APOSC_25306	AENJA_07565
OG0000910	APOSC_16513	AENJA_18264, AENJA_08194, AENJA_11239
OG0000910	APOSC_28023	AENJA_18258, AENJA_26012, AENJA_16580
OG0000910	APOSC_19148	AENJA_13383
OG0000910	APOSC_12092	AENJA_17057
OG0000910	APOSC_05365, APOSC_24387	AENJA_18263
OG0000911	APOSC_15133, APOSC_15134	AENJA_08748
OG0000912	APOSC_27960, APOSC_27961	AENJA_11633
OG0000912	APOSC_29074	AENJA_09966
OG0000913	APOSC_04388	AENJA_11700
OG0000914	APOSC_12098	AENJA_16081
OG0000915	APOSC_07775	AENJA_20431
OG0000921	APOSC_26555	AENJA_16626
OG0000921	APOSC_24063	AENJA_00754
OG0000922	APOSC_28235	AENJA_01118, AENJA_20381, AENJA_02240, AENJA_01031, AENJA_07393, AENJA_11100, AENJA_08125, AENJA_02314, AENJA_19564
OG0000922	APOSC_11284, APOSC_03961, APOSC_23296	AENJA_03908
OG0000922	APOSC_09468	AENJA_05875, AENJA_17911
OG0000923	APOSC_26447	AENJA_09851
OG0000923	APOSC_00356	AENJA_01177
OG0000924	APOSC_05973	AENJA_17499
OG0000924	APOSC_27606	AENJA_01733
OG0000924	APOSC_19207	AENJA_17498
OG0000924	APOSC_25896	AENJA_22989, AENJA_03279, AENJA_10467
OG0000925	APOSC_04534	AENJA_14502
OG0000925	APOSC_05628	AENJA_01829
OG0000926	APOSC_22481	AENJA_07568
OG0000926	APOSC_09291	AENJA_02966
OG0000927	APOSC_02135	AENJA_05801
OG0000928	APOSC_19235, APOSC_19234, APOSC_19236	AENJA_06210
OG0000929	APOSC_28960	AENJA_24686
OG0000930	APOSC_24569, APOSC_24571, APOSC_24568, APOSC_24572	AENJA_19720, AENJA_14448, AENJA_07379
OG0000930	APOSC_24570	AENJA_07380
OG0000931	APOSC_10285	AENJA_08166
OG0000932	APOSC_20073	AENJA_10313
OG0000932	APOSC_27821, APOSC_27820	AENJA_10314
OG0000933	APOSC_28945	AENJA_12056
OG0000934	APOSC_15771	AENJA_23792
OG0000934	APOSC_01130	AENJA_12733
OG0000935	APOSC_07475	AENJA_14023
OG0000936	APOSC_27659	AENJA_22898
OG0000936	APOSC_26821, APOSC_20781, APOSC_04602, APOSC_04603	AENJA_26348
OG0000936	APOSC_00147	AENJA_14048
OG0000937	APOSC_14163	AENJA_19941
OG0000943	APOSC_21318	AENJA_02078
OG0000943	APOSC_16658	AENJA_00401
OG0000944	APOSC_18987	AENJA_00580
OG0000945	APOSC_00213	AENJA_04250, AENJA_01600, AENJA_21590
OG0000946	APOSC_07875	AENJA_01969
OG0000946	APOSC_29057	AENJA_16618
OG0000947	APOSC_14595	AENJA_22086
OG0000947	APOSC_00712	AENJA_02339
OG0000949	APOSC_12498	AENJA_04000
OG0000950	APOSC_07812, APOSC_23885, APOSC_28280	AENJA_04588
OG0000951	APOSC_13115, APOSC_13394	AENJA_21157
OG0000952	APOSC_07711	AENJA_05461
OG0000952	APOSC_03764, APOSC_03765	AENJA_05453
OG0000953	APOSC_00862	AENJA_06554
OG0000954	APOSC_16116, APOSC_16117	AENJA_24386
OG0000954	APOSC_17406, APOSC_17405	AENJA_08232
OG0000955	APOSC_05735	AENJA_09334, AENJA_19306
OG0000955	APOSC_04505	AENJA_26657
OG0000956	APOSC_17529	AENJA_13795
OG0000956	APOSC_19178	AENJA_23169, AENJA_24047
OG0000956	APOSC_00274	AENJA_17708
OG0000956	APOSC_03874	AENJA_17210, AENJA_12779
OG0000957	APOSC_18814	AENJA_17037, AENJA_17036
OG0000958	APOSC_18169	AENJA_19017
OG0000960	APOSC_11917, APOSC_11916	AENJA_23956
OG0000963	APOSC_02511	AENJA_01165
OG0000963	APOSC_02848	AENJA_06323
OG0000964	APOSC_14870, APOSC_13280, APOSC_13279, APOSC_13425, APOSC_28264	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848
OG0000965	APOSC_23312, APOSC_23311	AENJA_05586
OG0000965	APOSC_09972	AENJA_02282
OG0000966	APOSC_26602	AENJA_02547
OG0000967	APOSC_19736	AENJA_02972
OG0000967	APOSC_16830, APOSC_16829, APOSC_28756	AENJA_22529
OG0000968	APOSC_16459	AENJA_03154
OG0000968	APOSC_20513	AENJA_10751
OG0000969	APOSC_12423, APOSC_09810, APOSC_13652, APOSC_17711, APOSC_15123	AENJA_03216
OG0000970	APOSC_21804	AENJA_09659
OG0000970	APOSC_22645	AENJA_03395
OG0000971	APOSC_04524	AENJA_23081, AENJA_10536, AENJA_25049, AENJA_03560
OG0000972	APOSC_08203	AENJA_03845
OG0000972	APOSC_06797	AENJA_26036
OG0000973	APOSC_12417, APOSC_12418	AENJA_21959, AENJA_04060, AENJA_04066, AENJA_21958
OG0000973	APOSC_02414, APOSC_22199, APOSC_22200, APOSC_22201	AENJA_19754, AENJA_10901
OG0000974	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468	AENJA_05735, AENJA_05736
OG0000976	APOSC_05275	AENJA_07785, AENJA_07786, AENJA_07780, AENJA_07163
OG0000977	APOSC_07409	AENJA_08030
OG0000977	APOSC_00474	AENJA_16263
OG0000977	APOSC_21228	AENJA_11682
OG0000978	APOSC_07678	AENJA_08414
OG0000979	APOSC_15019, APOSC_17422	AENJA_08501
OG0000981	APOSC_22053, APOSC_15946, APOSC_14553, APOSC_08758	AENJA_25036
OG0000981	APOSC_19493	AENJA_08762
OG0000982	APOSC_05256, APOSC_05255	AENJA_09037
OG0000983	APOSC_04629, APOSC_08395, APOSC_18110, APOSC_06126, APOSC_13813, APOSC_23821	AENJA_10857, AENJA_15336, AENJA_25077
OG0000984	APOSC_25912	AENJA_13820
OG0000985	APOSC_19761	AENJA_14891
OG0000986	APOSC_16486	AENJA_19042
OG0000986	APOSC_17601	AENJA_19041
OG0000987	APOSC_18102	AENJA_23574
OG0000988	APOSC_04357, APOSC_13757	AENJA_25125
OG0000992	APOSC_10110, APOSC_22971	AENJA_01350
OG0000992	APOSC_24901	AENJA_08136
OG0000993	APOSC_07451, APOSC_07452, APOSC_27467, APOSC_25800, APOSC_25799, APOSC_15824, APOSC_13161, APOSC_04147, APOSC_15770, APOSC_07683, APOSC_01705, APOSC_24726, APOSC_24727, APOSC_23319, APOSC_04797, APOSC_28883, APOSC_17603	AENJA_01756, AENJA_19598
OG0000994	APOSC_21838	AENJA_20560
OG0000994	APOSC_16646	AENJA_02296
OG0000995	APOSC_26873, APOSC_26872	AENJA_04072
OG0000996	APOSC_26134, APOSC_26133	AENJA_04444, AENJA_26096
OG0000997	APOSC_11276	AENJA_04964
OG0000998	APOSC_02804	AENJA_06143
OG0000999	APOSC_24853, APOSC_24852	AENJA_10712
OG0001000	APOSC_22545, APOSC_22546	AENJA_07118
OG0001001	APOSC_09664	AENJA_07866
OG0001002	APOSC_12230	AENJA_11066
OG0001002	APOSC_20234	AENJA_21965
OG0001003	APOSC_02292	AENJA_13424
OG0001004	APOSC_07819	AENJA_16016
OG0001005	APOSC_05743, APOSC_05745	AENJA_17128
OG0001006	APOSC_03092, APOSC_20430	AENJA_21663
OG0001006	APOSC_16381	AENJA_25248
OG0001007	APOSC_06868, APOSC_06866	AENJA_23659
OG0001008	APOSC_08619	AENJA_24757
OG0001009	APOSC_07787	AENJA_24783
OG0001015	APOSC_22160	AENJA_19717, AENJA_00951
OG0001016	APOSC_19695	AENJA_26608
OG0001016	APOSC_06741	AENJA_01521, AENJA_14403, AENJA_15956
OG0001017	APOSC_27698, APOSC_27697	AENJA_02343
OG0001018	APOSC_00082	AENJA_02393
OG0001018	APOSC_00204	AENJA_12182
OG0001019	APOSC_27053, APOSC_00529, APOSC_06795	AENJA_02456
OG0001020	APOSC_19035, APOSC_03809, APOSC_04876, APOSC_08003, APOSC_18077, APOSC_18075, APOSC_08002, APOSC_20116, APOSC_18076, APOSC_25790, APOSC_24607	AENJA_21047, AENJA_04048
OG0001021	APOSC_24595, APOSC_24596, APOSC_10647	AENJA_25578
OG0001021	APOSC_22601	AENJA_02776
OG0001022	APOSC_27056, APOSC_27057	AENJA_03120
OG0001023	APOSC_14370	AENJA_03151
OG0001024	APOSC_15001	AENJA_11445
OG0001024	APOSC_23658	AENJA_03556
OG0001025	APOSC_13385, APOSC_04483	AENJA_08654
OG0001025	APOSC_04480	AENJA_04375
OG0001026	APOSC_16961, APOSC_16960	AENJA_04437
OG0001027	APOSC_27148, APOSC_06988, APOSC_05293, APOSC_24821, APOSC_27692	AENJA_06667, AENJA_06665, AENJA_06666
OG0001028	APOSC_08654	AENJA_07594
OG0001029	APOSC_00202	AENJA_24200
OG0001030	APOSC_09604	AENJA_12462
OG0001031	APOSC_26056	AENJA_12602
OG0001032	APOSC_22643, APOSC_22642	AENJA_13410
OG0001033	APOSC_15664	AENJA_13779
OG0001036	APOSC_22682	AENJA_19830
OG0001037	APOSC_08095, APOSC_08094	AENJA_20909
OG0001038	APOSC_19793	AENJA_24181
OG0001039	APOSC_21961, APOSC_21960	AENJA_24765
OG0001041	APOSC_25866, APOSC_28586, APOSC_02528, APOSC_05089	AENJA_16900, AENJA_17398, AENJA_00205, AENJA_20089, AENJA_12433, AENJA_20073, AENJA_24468
OG0001042	APOSC_11804, APOSC_11802, APOSC_11803	AENJA_00375
OG0001043	APOSC_02147	AENJA_23325
OG0001043	APOSC_15918	AENJA_12177
OG0001043	APOSC_25991	AENJA_11468
OG0001044	APOSC_21527	AENJA_04229
OG0001044	APOSC_09771	AENJA_01430, AENJA_04864
OG0001046	APOSC_10057	AENJA_01047
OG0001047	APOSC_07498, APOSC_07497	AENJA_13898
OG0001047	APOSC_09711, APOSC_09712	AENJA_01886
OG0001048	APOSC_27676	AENJA_02250
OG0001048	APOSC_08099	AENJA_17677
OG0001049	APOSC_13075	AENJA_02745
OG0001049	APOSC_00313	AENJA_16062
OG0001050	APOSC_28063	AENJA_03323
OG0001052	APOSC_21889	AENJA_06392
OG0001053	APOSC_25635	AENJA_05825
OG0001053	APOSC_21499	AENJA_03704
OG0001054	APOSC_23483	AENJA_06350, AENJA_04202
OG0001055	APOSC_10851, APOSC_16805, APOSC_03145, APOSC_17030, APOSC_17029	AENJA_17939
OG0001056	APOSC_00339	AENJA_05377
OG0001057	APOSC_03585	AENJA_07435
OG0001058	APOSC_03274, APOSC_08093, APOSC_03275	AENJA_07821
OG0001059	APOSC_04077	AENJA_08095
OG0001061	APOSC_21195	AENJA_10234, AENJA_12054, AENJA_12047, AENJA_21829, AENJA_21830, AENJA_23517
OG0001062	APOSC_18657	AENJA_10657
OG0001063	APOSC_06298, APOSC_18602	AENJA_15475
OG0001063	APOSC_25113, APOSC_25112	AENJA_15321, AENJA_15322
OG0001065	APOSC_06320	AENJA_19195
OG0001065	APOSC_24476, APOSC_06121	AENJA_26769
OG0001066	APOSC_18530	AENJA_19790
OG0001067	APOSC_06521	AENJA_20835
OG0001068	APOSC_05419	AENJA_21475
OG0001072	APOSC_21913	AENJA_03396
OG0001072	APOSC_13810, APOSC_10950, APOSC_17931	AENJA_18929
OG0001073	APOSC_26376	AENJA_00575
OG0001075	APOSC_01609	AENJA_00807
OG0001076	APOSC_12173	AENJA_01569
OG0001077	APOSC_11437	AENJA_01679
OG0001077	APOSC_00506	AENJA_05855
OG0001078	APOSC_27568	AENJA_10264
OG0001078	APOSC_27569, APOSC_27567	AENJA_03835
OG0001079	APOSC_10027	AENJA_03947
OG0001080	APOSC_05170	AENJA_04073
OG0001080	APOSC_12416	AENJA_09896
OG0001081	APOSC_07539	AENJA_16503, AENJA_04238
OG0001082	APOSC_13677	AENJA_06872, AENJA_21482
OG0001083	APOSC_11163	AENJA_07171
OG0001084	APOSC_05222	AENJA_07749
OG0001085	APOSC_12993, APOSC_12994	AENJA_21401
OG0001087	APOSC_15373, APOSC_26830, APOSC_27823, APOSC_20349, APOSC_08087, APOSC_02362, APOSC_03286, APOSC_03287, APOSC_03281, APOSC_02234, APOSC_02233, APOSC_02235, APOSC_02232, APOSC_02231, APOSC_02230, APOSC_03284, APOSC_03283, APOSC_03285, APOSC_03282, APOSC_03288, APOSC_06748, APOSC_27955	AENJA_12759
OG0001088	APOSC_08580	AENJA_13196
OG0001089	APOSC_27366	AENJA_16474
OG0001090	APOSC_08889, APOSC_26557, APOSC_00452	AENJA_16877
OG0001091	APOSC_06445	AENJA_17138
OG0001093	APOSC_16046, APOSC_16044, APOSC_16045, APOSC_16043	AENJA_19251
OG0001094	APOSC_16150, APOSC_26607, APOSC_01941	AENJA_23025
OG0001095	APOSC_09493	AENJA_25247
OG0001101	APOSC_01614	AENJA_00373
OG0001102	APOSC_16629	AENJA_00718
OG0001102	APOSC_08185	AENJA_03278, AENJA_21711
OG0001103	APOSC_16274	AENJA_19577
OG0001103	APOSC_00044	AENJA_01387
OG0001104	APOSC_01233, APOSC_01232	AENJA_02199
OG0001105	APOSC_29086	AENJA_15729
OG0001105	APOSC_22089	AENJA_02419
OG0001105	APOSC_10933	AENJA_25097
OG0001106	APOSC_23598	AENJA_23680
OG0001106	APOSC_02054, APOSC_15285, APOSC_26337	AENJA_02726
OG0001106	APOSC_10543	AENJA_23681, AENJA_03788, AENJA_22384, AENJA_02727
OG0001107	APOSC_02863, APOSC_02862	AENJA_04030
OG0001108	APOSC_04910	AENJA_04373
OG0001109	APOSC_01699	AENJA_05558
OG0001110	APOSC_02158	AENJA_06070
OG0001111	APOSC_27166	AENJA_22327
OG0001111	APOSC_15386	AENJA_22201
OG0001111	APOSC_13725	AENJA_06275
OG0001111	APOSC_01327	AENJA_21728
OG0001112	APOSC_22649, APOSC_22648, APOSC_22650	AENJA_06304
OG0001113	APOSC_04032	AENJA_06313
OG0001113	APOSC_01852, APOSC_23610	AENJA_23050
OG0001115	APOSC_25449	AENJA_18602
OG0001115	APOSC_20837	AENJA_18256
OG0001116	APOSC_23270, APOSC_23271, APOSC_23272	AENJA_25869, AENJA_12085
OG0001118	APOSC_16049, APOSC_28446	AENJA_12960
OG0001119	APOSC_27990, APOSC_15333, APOSC_27989	AENJA_13579
OG0001120	APOSC_17282, APOSC_17283, APOSC_17284, APOSC_17286, APOSC_17285	AENJA_13747
OG0001121	APOSC_08497, APOSC_08496	AENJA_14865
OG0001122	APOSC_07761, APOSC_23420, APOSC_08814, APOSC_12905, APOSC_18940	AENJA_15150
OG0001123	APOSC_27910	AENJA_20117
OG0001123	APOSC_06480	AENJA_15687
OG0001124	APOSC_14707	AENJA_16308
OG0001125	APOSC_28375, APOSC_05285, APOSC_15482, APOSC_12462	AENJA_19656
OG0001126	APOSC_00716	AENJA_21731
OG0001126	APOSC_00715, APOSC_12884	AENJA_21732
OG0001126	APOSC_12885	AENJA_22248
OG0001127	APOSC_22052	AENJA_26609
OG0001128	APOSC_17039	AENJA_26741
OG0001129	APOSC_09504, APOSC_09503, APOSC_09505	AENJA_00009
OG0001129	APOSC_07928	AENJA_00007
OG0001130	APOSC_23929	AENJA_08024
OG0001130	APOSC_10394	AENJA_00712
OG0001130	APOSC_19470, APOSC_05583	AENJA_24701
OG0001131	APOSC_10660	AENJA_00720
OG0001132	APOSC_22214	AENJA_02927
OG0001133	APOSC_09462	AENJA_14482
OG0001133	APOSC_26387	AENJA_07797
OG0001134	APOSC_03277	AENJA_06301
OG0001135	APOSC_07139, APOSC_21672	AENJA_06307
OG0001136	APOSC_27527	AENJA_06348
OG0001137	APOSC_03121, APOSC_03122	AENJA_06755
OG0001138	APOSC_17070, APOSC_17069	AENJA_08339
OG0001139	APOSC_20729, APOSC_20730	AENJA_20595, AENJA_19443
OG0001139	APOSC_22795	AENJA_08828
OG0001140	APOSC_21510	AENJA_10711
OG0001141	APOSC_14638	AENJA_11192
OG0001142	APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302	AENJA_13577
OG0001143	APOSC_15154	AENJA_25253, AENJA_15506
OG0001144	APOSC_19392	AENJA_15840
OG0001148	APOSC_26031	AENJA_25511
OG0001149	APOSC_21673, APOSC_19665	AENJA_26319, AENJA_26318
OG0001154	APOSC_12477, APOSC_12478, APOSC_12479	AENJA_12572, AENJA_17436, AENJA_25572, AENJA_14931, AENJA_26447, AENJA_16329, AENJA_15711, AENJA_11056, AENJA_07414, AENJA_12524, AENJA_14590, AENJA_24328, AENJA_26448, AENJA_02952, AENJA_13066, AENJA_21226, AENJA_13364, AENJA_13871, AENJA_25116, AENJA_11567, AENJA_07597, AENJA_14409, AENJA_11910, AENJA_02184, AENJA_00900, AENJA_11905, AENJA_20009, AENJA_18579, AENJA_24590, AENJA_14399, AENJA_24957, AENJA_08662, AENJA_13278, AENJA_10637, AENJA_21275, AENJA_13068, AENJA_26052, AENJA_24533, AENJA_23832, AENJA_04161, AENJA_19415
OG0001155	APOSC_09331	AENJA_01168
OG0001155	APOSC_20228	AENJA_24946
OG0001156	APOSC_02186	AENJA_01685
OG0001158	APOSC_02675	AENJA_02265
OG0001158	APOSC_10531	AENJA_16983
OG0001159	APOSC_12530	AENJA_02590
OG0001160	APOSC_19351	AENJA_03496, AENJA_15940
OG0001161	APOSC_06253	AENJA_03513
OG0001161	APOSC_13984, APOSC_06254	AENJA_15958
OG0001162	APOSC_12922, APOSC_12923	AENJA_09881, AENJA_03826
OG0001163	APOSC_13361	AENJA_23044
OG0001164	APOSC_13012	AENJA_14441
OG0001165	APOSC_20051	AENJA_18566
OG0001165	APOSC_23971	AENJA_05192
OG0001166	APOSC_26232, APOSC_26233, APOSC_26234	AENJA_05454
OG0001167	APOSC_15750, APOSC_15751	AENJA_06024
OG0001168	APOSC_07839, APOSC_20079	AENJA_26059, AENJA_06080, AENJA_26060
OG0001169	APOSC_16441	AENJA_06689
OG0001170	APOSC_23119, APOSC_09798, APOSC_25465	AENJA_14574
OG0001170	APOSC_23121, APOSC_23122	AENJA_07116
OG0001171	APOSC_10831	AENJA_07498
OG0001172	APOSC_01434	AENJA_08737
OG0001172	APOSC_19424	AENJA_15031
OG0001173	APOSC_12328	AENJA_10142
OG0001173	APOSC_12225	AENJA_10143
OG0001173	APOSC_05813	AENJA_16896
OG0001174	APOSC_02636, APOSC_02635	AENJA_10268
OG0001175	APOSC_21521	AENJA_19603
OG0001176	APOSC_09966	AENJA_11857
OG0001177	APOSC_27862	AENJA_12717
OG0001177	APOSC_09067	AENJA_23960, AENJA_22118
OG0001178	APOSC_13380	AENJA_12752
OG0001178	APOSC_10092	AENJA_14989
OG0001179	APOSC_24042	AENJA_13628
OG0001179	APOSC_00450	AENJA_26058
OG0001181	APOSC_08671	AENJA_14047
OG0001182	APOSC_00719, APOSC_23474, APOSC_12486, APOSC_22228	AENJA_14313
OG0001183	APOSC_17193, APOSC_17194	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024
OG0001184	APOSC_28467	AENJA_17799
OG0001184	APOSC_19647	AENJA_15086
OG0001185	APOSC_20961, APOSC_20963, APOSC_20960, APOSC_20962, APOSC_20964, APOSC_02697	AENJA_17542
OG0001186	APOSC_22932	AENJA_21307
OG0001186	APOSC_07366	AENJA_18825
OG0001188	APOSC_22816, APOSC_01840	AENJA_22812
OG0001189	APOSC_16284, APOSC_02204	AENJA_23358
OG0001190	APOSC_04573	AENJA_24531
OG0001196	APOSC_17916	AENJA_00058
OG0001197	APOSC_08492	AENJA_00493
OG0001198	APOSC_22302	AENJA_01200
OG0001198	APOSC_22586	AENJA_21857
OG0001199	APOSC_03972	AENJA_01327
OG0001199	APOSC_23577	AENJA_24392
OG0001200	APOSC_05559, APOSC_05558	AENJA_01547
OG0001201	APOSC_09439, APOSC_09438, APOSC_03781, APOSC_23148, APOSC_21279, APOSC_09441, APOSC_09436, APOSC_09435, APOSC_09440, APOSC_12369, APOSC_21883, APOSC_22185, APOSC_21884, APOSC_05515, APOSC_24393, APOSC_24392	AENJA_02210
