Orthogroup	APOSC_ok	ORYLA
OG0000433	APOSC_27672, APOSC_27673	ORYLA20053, ORYLA16936
OG0000433	APOSC_25213, APOSC_25212	ORYLA11555, ORYLA11554, ORYLA20072
OG0000435	APOSC_05189	ORYLA07794
OG0000435	APOSC_28530	ORYLA09187, ORYLA06556, ORYLA01852, ORYLA10582, ORYLA11407, ORYLA15982, ORYLA14458
OG0000436	APOSC_07601, APOSC_07603, APOSC_07602, APOSC_07600	ORYLA08530, ORYLA02125
OG0000437	APOSC_04756	ORYLA10009
OG0000442	APOSC_01037	ORYLA03345, ORYLA09542
OG0000442	APOSC_25495	ORYLA09139, ORYLA02244
OG0000442	APOSC_28475	ORYLA19506, ORYLA00798, ORYLA17054
OG0000443	APOSC_07972, APOSC_07971, APOSC_09047	ORYLA05691, ORYLA19682
OG0000444	APOSC_22420	ORYLA10830, ORYLA14231, ORYLA14616
OG0000444	APOSC_27883, APOSC_27884, APOSC_27885	ORYLA15046
OG0000446	APOSC_10181	ORYLA11424
OG0000446	APOSC_05205	ORYLA12344
OG0000446	APOSC_26266	ORYLA02066
OG0000447	APOSC_18957, APOSC_18959, APOSC_00311, APOSC_00312, APOSC_18960, APOSC_18958	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913
OG0000448	APOSC_08163	ORYLA09927, ORYLA09928, ORYLA06684
OG0000450	APOSC_13051	ORYLA18902, ORYLA03353
OG0000453	APOSC_12948, APOSC_06792	ORYLA14626
OG0000454	APOSC_04570	ORYLA12583, ORYLA19101, ORYLA19102
OG0000457	APOSC_12918, APOSC_12915, APOSC_12917, APOSC_17733, APOSC_03063, APOSC_03064, APOSC_10584, APOSC_25586, APOSC_03750, APOSC_19395, APOSC_17744	ORYLA12616, ORYLA12615
OG0000458	APOSC_08979	ORYLA11502, ORYLA12536
OG0000458	APOSC_16132, APOSC_16131	ORYLA11718, ORYLA08707, ORYLA06313, ORYLA16076, ORYLA16209
OG0000459	APOSC_12864, APOSC_04080, APOSC_15599, APOSC_21819, APOSC_15729, APOSC_11025	ORYLA04622
OG0000460	APOSC_12939	ORYLA07838
OG0000461	APOSC_17795, APOSC_01522	ORYLA16495
OG0000463	APOSC_17973	ORYLA15373
OG0000463	APOSC_08846	ORYLA17503
OG0000464	APOSC_27622	ORYLA11931, ORYLA13387
OG0000464	APOSC_04198	ORYLA03102, ORYLA09654, ORYLA08602, ORYLA10299, ORYLA06387, ORYLA18045, ORYLA17307
OG0000465	APOSC_28989	ORYLA07067
OG0000465	APOSC_11017	ORYLA15381
OG0000466	APOSC_23086, APOSC_05225, APOSC_02156, APOSC_02661	ORYLA18774
OG0000467	APOSC_08498	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863
OG0000468	APOSC_15884, APOSC_04385, APOSC_04384, APOSC_23794	ORYLA07498, ORYLA06150
OG0000468	APOSC_02625	ORYLA10188
OG0000469	APOSC_06315	ORYLA14324, ORYLA13835, ORYLA15812, ORYLA16158, ORYLA14163, ORYLA14420, ORYLA14753, ORYLA19640
OG0000469	APOSC_00048	ORYLA13413
OG0000470	APOSC_06373	ORYLA06621, ORYLA17202
OG0000470	APOSC_13511	ORYLA10519, ORYLA11404, ORYLA04902
OG0000472	APOSC_18349, APOSC_18348	ORYLA08544, ORYLA08994
OG0000473	APOSC_05099, APOSC_24845, APOSC_02043, APOSC_15704, APOSC_05100, APOSC_15594, APOSC_24191, APOSC_14581	ORYLA16474, ORYLA13402, ORYLA16579, ORYLA16577, ORYLA00585
OG0000474	APOSC_06626	ORYLA15732, ORYLA07059, ORYLA02569, ORYLA18127, ORYLA08620, ORYLA09745
OG0000475	APOSC_03227	ORYLA02269, ORYLA05492, ORYLA08543, ORYLA10034
OG0000476	APOSC_19907	ORYLA19318
OG0000478	APOSC_26795	ORYLA13701, ORYLA20338
OG0000479	APOSC_19125	ORYLA05427, ORYLA02241, ORYLA00980, ORYLA10578
OG0000479	APOSC_05602, APOSC_05603	ORYLA01123, ORYLA17925, ORYLA02622
OG0000480	APOSC_11842	ORYLA13134, ORYLA06337
OG0000481	APOSC_15444	ORYLA17197
OG0000481	APOSC_09024	ORYLA02862, ORYLA19409
OG0000481	APOSC_07226	ORYLA03884, ORYLA19808
OG0000482	APOSC_01111, APOSC_01110, APOSC_18841, APOSC_18843, APOSC_18842, APOSC_18845, APOSC_18844	ORYLA07371, ORYLA11346
OG0000482	APOSC_18846, APOSC_02517, APOSC_20022, APOSC_27488, APOSC_14643	ORYLA11345
OG0000484	APOSC_17564	ORYLA00605, ORYLA16560, ORYLA06643, ORYLA13228, ORYLA17466, ORYLA13170
OG0000485	APOSC_07829	ORYLA09796, ORYLA18526
OG0000485	APOSC_29014	ORYLA03726, ORYLA03727
OG0000486	APOSC_27933, APOSC_23293, APOSC_14127, APOSC_20131, APOSC_06301, APOSC_18885, APOSC_05208	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475
OG0000487	APOSC_05499, APOSC_00762, APOSC_10037, APOSC_17459, APOSC_22887	ORYLA00064, ORYLA16901
OG0000490	APOSC_08204	ORYLA02845, ORYLA13410, ORYLA00621, ORYLA16590, ORYLA01902, ORYLA06098, ORYLA18025
OG0000491	APOSC_02630	ORYLA18622, ORYLA19026, ORYLA04018, ORYLA03196
OG0000494	APOSC_11332, APOSC_16566	ORYLA04408, ORYLA01116, ORYLA17618, ORYLA04392, ORYLA17962
OG0000496	APOSC_19240	ORYLA06615
OG0000497	APOSC_11785	ORYLA02363, ORYLA03738, ORYLA04309
OG0000497	APOSC_24966	ORYLA02565, ORYLA13651
OG0000498	APOSC_08647	ORYLA12580, ORYLA01970, ORYLA20372, ORYLA16154, ORYLA12387, ORYLA15055
OG0000499	APOSC_16996	ORYLA03048
OG0000499	APOSC_13003	ORYLA18603, ORYLA18942
OG0000503	APOSC_20182, APOSC_01067, APOSC_11052	ORYLA17193, ORYLA12487, ORYLA15009
OG0000504	APOSC_28508, APOSC_18793	ORYLA09395, ORYLA05779, ORYLA02539, ORYLA06868, ORYLA12982, ORYLA12629
OG0000505	APOSC_03312, APOSC_13727, APOSC_13726	ORYLA13660, ORYLA07151, ORYLA02475, ORYLA17527, ORYLA14935, ORYLA01618
OG0000506	APOSC_08969	ORYLA04180
OG0000508	APOSC_05722	ORYLA08233, ORYLA02029
OG0000508	APOSC_10035, APOSC_10034, APOSC_01187	ORYLA10053
OG0000510	APOSC_13254, APOSC_09949, APOSC_08521	ORYLA16472, ORYLA08348, ORYLA17578, ORYLA02689, ORYLA01174
OG0000511	APOSC_04210	ORYLA01957
OG0000513	APOSC_21188	ORYLA08054, ORYLA17768, ORYLA00440, ORYLA03886
OG0000514	APOSC_03985, APOSC_03987, APOSC_03986, APOSC_03988	ORYLA00293
OG0000515	APOSC_18973, APOSC_22528, APOSC_08425, APOSC_11404, APOSC_03268, APOSC_06129, APOSC_25779, APOSC_03503, APOSC_09118, APOSC_21512, APOSC_13179, APOSC_03267, APOSC_23560, APOSC_23565, APOSC_11787, APOSC_24998	ORYLA07877
OG0000519	APOSC_03973	ORYLA19812, ORYLA02303
OG0000520	APOSC_12202, APOSC_12203	ORYLA02661, ORYLA16383
OG0000521	APOSC_09518	ORYLA03841, ORYLA03037, ORYLA10100, ORYLA04828, ORYLA04342, ORYLA07372
OG0000522	APOSC_19448, APOSC_02708, APOSC_02709	ORYLA20412, ORYLA00500
OG0000522	APOSC_19474	ORYLA05061
OG0000524	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187	ORYLA04981, ORYLA08073
OG0000525	APOSC_12074	ORYLA06511, ORYLA02439
OG0000525	APOSC_07308	ORYLA07450, ORYLA07984, ORYLA17059
OG0000526	APOSC_22142, APOSC_03851, APOSC_02116, APOSC_19965, APOSC_12282, APOSC_14973	ORYLA04970
OG0000527	APOSC_09343, APOSC_02938	ORYLA06889, ORYLA13098, ORYLA16582, ORYLA00618
OG0000528	APOSC_27896, APOSC_27895, APOSC_27894	ORYLA10409, ORYLA03074, ORYLA07689, ORYLA04813
OG0000529	APOSC_19112, APOSC_19113, APOSC_19111	ORYLA12875
OG0000529	APOSC_23098	ORYLA05863, ORYLA01890, ORYLA04329
OG0000530	APOSC_02543, APOSC_02542, APOSC_23277	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799
OG0000532	APOSC_13775, APOSC_10762	ORYLA10268
OG0000535	APOSC_23330, APOSC_01337, APOSC_21669, APOSC_19864, APOSC_19863, APOSC_26268, APOSC_12179	ORYLA01196, ORYLA00300, ORYLA13542
OG0000537	APOSC_28746	ORYLA07579, ORYLA09989
OG0000537	APOSC_14690	ORYLA07580, ORYLA09988
OG0000538	APOSC_00020, APOSC_00021, APOSC_00019	ORYLA09396, ORYLA13935, ORYLA08202, ORYLA08895, ORYLA08896, ORYLA06216
OG0000542	APOSC_25376	ORYLA00473, ORYLA07235, ORYLA03184, ORYLA04034, ORYLA04191
OG0000544	APOSC_22312	ORYLA03180, ORYLA04044
OG0000544	APOSC_15455	ORYLA18168
OG0000545	APOSC_23063	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088
OG0000546	APOSC_09803	ORYLA06265
OG0000548	APOSC_19082	ORYLA01284, ORYLA02791, ORYLA17384, ORYLA00893
OG0000548	APOSC_15990	ORYLA11445, ORYLA04341
OG0000548	APOSC_28441	ORYLA13910, ORYLA20346, ORYLA15938
OG0000551	APOSC_25334	ORYLA15546
OG0000552	APOSC_17802	ORYLA02316
OG0000552	APOSC_24689	ORYLA19748
OG0000553	APOSC_24608	ORYLA04427, ORYLA04603, ORYLA05553, ORYLA05554
OG0000553	APOSC_24201	ORYLA16813, ORYLA16993, ORYLA16814, ORYLA19765
OG0000560	APOSC_00424, APOSC_21581, APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686, APOSC_27748, APOSC_11056, APOSC_22346	ORYLA04875
OG0000561	APOSC_03200, APOSC_16141	ORYLA10348, ORYLA11842
OG0000562	APOSC_06195	ORYLA06574, ORYLA13197
OG0000562	APOSC_20626	ORYLA15135, ORYLA05394
OG0000563	APOSC_04439	ORYLA04101
OG0000564	APOSC_03259	ORYLA03832, ORYLA03007, ORYLA12513, ORYLA10514, ORYLA11949
OG0000565	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361	ORYLA05583, ORYLA05582
OG0000566	APOSC_11934, APOSC_11935	ORYLA14819
OG0000566	APOSC_15450	ORYLA04369
OG0000567	APOSC_03648	ORYLA12167
OG0000567	APOSC_00240	ORYLA12905
OG0000570	APOSC_07873, APOSC_04408, APOSC_28456, APOSC_22297	ORYLA10850, ORYLA08171, ORYLA16666, ORYLA16667, ORYLA13899
OG0000572	APOSC_00810	ORYLA08145, ORYLA10185, ORYLA07690
OG0000572	APOSC_09082	ORYLA13763, ORYLA15650
OG0000573	APOSC_00916	ORYLA13057, ORYLA13843, ORYLA04228
OG0000573	APOSC_06381	ORYLA12607, ORYLA14820
OG0000574	APOSC_25605	ORYLA16287, ORYLA08280
OG0000574	APOSC_12973	ORYLA00058
OG0000575	APOSC_04878, APOSC_04901, APOSC_04877	ORYLA17931, ORYLA02623, ORYLA01132, ORYLA00665, ORYLA06768, ORYLA08996, ORYLA08583, ORYLA09811
OG0000576	APOSC_14912, APOSC_14911	ORYLA13924, ORYLA15981, ORYLA08396, ORYLA05305, ORYLA13808, ORYLA15873
OG0000578	APOSC_19019	ORYLA07686, ORYLA04727, ORYLA10429
OG0000579	APOSC_16538	ORYLA11089, ORYLA20327, ORYLA19001, ORYLA13906, ORYLA15480
OG0000581	APOSC_25720	ORYLA10424
OG0000581	APOSC_28928	ORYLA04860, ORYLA10423
OG0000582	APOSC_22258	ORYLA00146, ORYLA06509, ORYLA02435, ORYLA18131, ORYLA06109, ORYLA01735
OG0000582	APOSC_19006	ORYLA18132
OG0000583	APOSC_07446, APOSC_07447	ORYLA00997, ORYLA00998, ORYLA03929, ORYLA09564, ORYLA08581, ORYLA10274, ORYLA02043, ORYLA05980
OG0000585	APOSC_02435	ORYLA15895, ORYLA14066, ORYLA11170, ORYLA15076, ORYLA16126, ORYLA14043
OG0000587	APOSC_07501	ORYLA03518, ORYLA06908, ORYLA07631, ORYLA13556, ORYLA13555, ORYLA12215
OG0000587	APOSC_00084	ORYLA03397
OG0000588	APOSC_14978	ORYLA16614, ORYLA00870, ORYLA06281, ORYLA02480, ORYLA17646
OG0000588	APOSC_23369	ORYLA04266
OG0000589	APOSC_07116, APOSC_07115	ORYLA14568, ORYLA14571, ORYLA14570, ORYLA14572, ORYLA14569, ORYLA11091, ORYLA15797, ORYLA14019, ORYLA14732, ORYLA14730, ORYLA14731
OG0000590	APOSC_14417	ORYLA06142, ORYLA02148, ORYLA16465
OG0000590	APOSC_05832	ORYLA06302, ORYLA06303, ORYLA14008
OG0000591	APOSC_29125, APOSC_25553	ORYLA16935, ORYLA00569
OG0000592	APOSC_07367	ORYLA11854
OG0000592	APOSC_26247	ORYLA14631, ORYLA12104
OG0000593	APOSC_19192	ORYLA16513, ORYLA16679, ORYLA00726
OG0000593	APOSC_02138	ORYLA12884, ORYLA15051, ORYLA12474, ORYLA13360, ORYLA15847, ORYLA14301
OG0000594	APOSC_27194	ORYLA14067, ORYLA14715
OG0000597	APOSC_09238	ORYLA07402, ORYLA04005, ORYLA16364, ORYLA17588, ORYLA02653
OG0000597	APOSC_11831	ORYLA12151, ORYLA19873, ORYLA00446
OG0000600	APOSC_25418, APOSC_09338	ORYLA11563, ORYLA19470, ORYLA00993
OG0000601	APOSC_28030, APOSC_28031	ORYLA17146, ORYLA08067, ORYLA08066, ORYLA05105, ORYLA08065, ORYLA05107, ORYLA05106, ORYLA05108, ORYLA05111, ORYLA05110, ORYLA05109, ORYLA08068, ORYLA17807, ORYLA02337
OG0000602	APOSC_07302	ORYLA01432, ORYLA06917, ORYLA13271
OG0000602	APOSC_16886	ORYLA06916, ORYLA13270, ORYLA00924, ORYLA01431
OG0000603	APOSC_11168	ORYLA04140, ORYLA10165, ORYLA11389, ORYLA08141, ORYLA07667
OG0000607	APOSC_06777, APOSC_06776, APOSC_06774, APOSC_06778, APOSC_06775	ORYLA14856, ORYLA11191, ORYLA15995
OG0000608	APOSC_28336, APOSC_00407, APOSC_19889	ORYLA16986
OG0000609	APOSC_21629	ORYLA10455
OG0000609	APOSC_15758	ORYLA08612, ORYLA08611
OG0000610	APOSC_23349, APOSC_23350	ORYLA05771, ORYLA05770, ORYLA12672, ORYLA00338
OG0000611	APOSC_21101	ORYLA12728
OG0000613	APOSC_26003	ORYLA17655, ORYLA18374
OG0000614	APOSC_29108, APOSC_13391, APOSC_01420, APOSC_13390	ORYLA10528
OG0000615	APOSC_25509, APOSC_25510, APOSC_25508	ORYLA08744, ORYLA09427, ORYLA04229, ORYLA08832, ORYLA10204, ORYLA12415, ORYLA01393
OG0000616	APOSC_12590, APOSC_12592, APOSC_12591	ORYLA03438
OG0000617	APOSC_07631	ORYLA14714
OG0000618	APOSC_23994	ORYLA05179
OG0000619	APOSC_06768	ORYLA07678, ORYLA08629, ORYLA09912, ORYLA09913, ORYLA03419
OG0000620	APOSC_21800, APOSC_17833, APOSC_04120, APOSC_17659, APOSC_12726, APOSC_20629	ORYLA19434
OG0000623	APOSC_11408, APOSC_11407	ORYLA04745
OG0000623	APOSC_25178, APOSC_25179, APOSC_28396	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008
OG0000624	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046	ORYLA17149, ORYLA17995, ORYLA09867
OG0000626	APOSC_04996, APOSC_04997	ORYLA02187, ORYLA11781, ORYLA19853, ORYLA16067
OG0000627	APOSC_21489	ORYLA03674, ORYLA06171, ORYLA09126, ORYLA20443
OG0000628	APOSC_24447	ORYLA13552, ORYLA05950, ORYLA12221
OG0000628	APOSC_27023, APOSC_27022	ORYLA15555, ORYLA15554, ORYLA05695, ORYLA19646
OG0000629	APOSC_10100	ORYLA12592
OG0000634	APOSC_11286, APOSC_19203	ORYLA14177
OG0000635	APOSC_02843	ORYLA00054, ORYLA17095
OG0000635	APOSC_15936, APOSC_06479, APOSC_28121	ORYLA03671
OG0000636	APOSC_09371	ORYLA19416, ORYLA01336, ORYLA03947, ORYLA03948, ORYLA05255, ORYLA07991
OG0000637	APOSC_04395	ORYLA16896, ORYLA00139
OG0000639	APOSC_28763	ORYLA02529
OG0000639	APOSC_01472	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421
OG0000640	APOSC_09356	ORYLA07092, ORYLA00812, ORYLA04412
OG0000642	APOSC_28101, APOSC_19716, APOSC_19520, APOSC_21780, APOSC_15545	ORYLA07221, ORYLA00442, ORYLA00566
OG0000645	APOSC_03352	ORYLA12725, ORYLA15007
OG0000645	APOSC_09352	ORYLA00407
OG0000646	APOSC_25529	ORYLA13497, ORYLA07440
OG0000646	APOSC_19310	ORYLA07488, ORYLA05442, ORYLA01675
OG0000647	APOSC_09611	ORYLA00414, ORYLA05088, ORYLA05089
OG0000648	APOSC_03595, APOSC_17710, APOSC_17709	ORYLA08869
OG0000648	APOSC_08045	ORYLA06524, ORYLA12473, ORYLA12472
OG0000649	APOSC_02642, APOSC_23750, APOSC_19161	ORYLA13751, ORYLA15737, ORYLA02071
OG0000651	APOSC_26297	ORYLA16106, ORYLA14377, ORYLA06160
OG0000652	APOSC_19590	ORYLA19493
OG0000652	APOSC_04834	ORYLA19684
OG0000654	APOSC_25621	ORYLA15971, ORYLA15711, ORYLA09217, ORYLA16426, ORYLA08809
OG0000657	APOSC_28772, APOSC_17511, APOSC_28771	ORYLA17523, ORYLA17524, ORYLA12065
OG0000660	APOSC_26737	ORYLA09622, ORYLA19737
OG0000660	APOSC_25408	ORYLA17770, ORYLA03243
OG0000662	APOSC_20576	ORYLA20494
OG0000662	APOSC_08470, APOSC_08472	ORYLA17182, ORYLA07752, ORYLA17006
OG0000663	APOSC_03380	ORYLA02202, ORYLA18943
OG0000664	APOSC_19666	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234
OG0000665	APOSC_04140, APOSC_09869, APOSC_06912	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102
OG0000666	APOSC_18128	ORYLA11061, ORYLA08199, ORYLA15920
OG0000666	APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813	ORYLA15723
OG0000667	APOSC_10536, APOSC_28178	ORYLA19371, ORYLA04668
OG0000670	APOSC_25403, APOSC_25404	ORYLA04233, ORYLA00968, ORYLA06340, ORYLA19136, ORYLA19831, ORYLA13503
OG0000671	APOSC_15536, APOSC_24637	ORYLA16201, ORYLA15719, ORYLA15720, ORYLA13739, ORYLA13700, ORYLA13824, ORYLA11265, ORYLA14680
OG0000672	APOSC_17793, APOSC_27234, APOSC_11490	ORYLA06583, ORYLA07641
OG0000672	APOSC_05056	ORYLA19020
OG0000674	APOSC_02855, APOSC_02854	ORYLA05775, ORYLA18358
OG0000675	APOSC_16152, APOSC_17252, APOSC_23052, APOSC_13598, APOSC_13599, APOSC_20865, APOSC_20866, APOSC_20864, APOSC_10999, APOSC_09656, APOSC_09655, APOSC_18808, APOSC_14272, APOSC_13707	ORYLA08118, ORYLA04927
OG0000676	APOSC_12565	ORYLA19352
OG0000676	APOSC_24592	ORYLA06347, ORYLA07256, ORYLA08627, ORYLA09910
OG0000680	APOSC_16418	ORYLA03909, ORYLA06287, ORYLA15087
OG0000680	APOSC_19829	ORYLA18896
OG0000681	APOSC_08978	ORYLA00168, ORYLA00958
OG0000681	APOSC_20302, APOSC_20301	ORYLA15125
OG0000682	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468	ORYLA04948, ORYLA00891, ORYLA02515
OG0000683	APOSC_06085	ORYLA19477
OG0000683	APOSC_22743	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074
OG0000684	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619	ORYLA15561, ORYLA06293, ORYLA04619
OG0000685	APOSC_25083	ORYLA16348, ORYLA07971, ORYLA12013, ORYLA14407, ORYLA11185
OG0000688	APOSC_24546	ORYLA09466
OG0000690	APOSC_12924	ORYLA02247, ORYLA10616, ORYLA11941
OG0000690	APOSC_06851	ORYLA07589
OG0000690	APOSC_28021	ORYLA01395
OG0000691	APOSC_06057	ORYLA12446, ORYLA07129, ORYLA15301
OG0000691	APOSC_01959	ORYLA11980, ORYLA02254, ORYLA10333, ORYLA15419
OG0000692	APOSC_26279	ORYLA04625
OG0000693	APOSC_14532, APOSC_14531	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700
OG0000693	APOSC_27726	ORYLA02446
OG0000694	APOSC_21845	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428
OG0000696	APOSC_00235	ORYLA11558
OG0000696	APOSC_19415	ORYLA20017
OG0000697	APOSC_04170	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196
OG0000698	APOSC_22767	ORYLA01040, ORYLA11831, ORYLA10489, ORYLA11830
OG0000700	APOSC_07841	ORYLA14865
OG0000701	APOSC_29144, APOSC_29143	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338
OG0000702	APOSC_28891, APOSC_28892	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416
OG0000703	APOSC_08255	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497
OG0000706	APOSC_28191	ORYLA16017, ORYLA14235
OG0000707	APOSC_10132	ORYLA08505
OG0000708	APOSC_22565	ORYLA08879
OG0000708	APOSC_04164	ORYLA10826, ORYLA20261, ORYLA20260
OG0000709	APOSC_21004	ORYLA00220, ORYLA07658, ORYLA12732, ORYLA04881
OG0000710	APOSC_13944, APOSC_13945	ORYLA09559, ORYLA01462, ORYLA01950, ORYLA05993
OG0000711	APOSC_16041	ORYLA14841, ORYLA12753, ORYLA14544
OG0000711	APOSC_24576	ORYLA18961, ORYLA11207
OG0000712	APOSC_01997	ORYLA01351, ORYLA01350, ORYLA01365, ORYLA03140, ORYLA00172, ORYLA20433
OG0000713	APOSC_02458, APOSC_19823, APOSC_04674	ORYLA07467, ORYLA04219, ORYLA08824
OG0000715	APOSC_24729	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499
OG0000716	APOSC_15187, APOSC_15188, APOSC_05187	ORYLA09354, ORYLA09353, ORYLA11636, ORYLA05971
OG0000717	APOSC_08975	ORYLA06102
OG0000718	APOSC_09944, APOSC_06058	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234
OG0000720	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908	ORYLA02961, ORYLA19803, ORYLA14893
OG0000721	APOSC_27562	ORYLA03998, ORYLA17258
OG0000721	APOSC_25361	ORYLA01361, ORYLA04295, ORYLA09422, ORYLA08766, ORYLA11451, ORYLA10770
OG0000722	APOSC_27863	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212
OG0000725	APOSC_00094	ORYLA12897
OG0000725	APOSC_10898	ORYLA14785
OG0000726	APOSC_20907	ORYLA08613, ORYLA20148
OG0000730	APOSC_28131	ORYLA09687
OG0000730	APOSC_22249	ORYLA06542, ORYLA08864, ORYLA08533, ORYLA13937
OG0000731	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707
OG0000732	APOSC_01005	ORYLA12890, ORYLA12891
OG0000732	APOSC_22696	ORYLA17078, ORYLA17079, ORYLA00276, ORYLA13246
OG0000733	APOSC_15598	ORYLA10736, ORYLA07377, ORYLA11454
OG0000733	APOSC_14468	ORYLA04800, ORYLA10355, ORYLA11839
OG0000734	APOSC_27033	ORYLA02564, ORYLA06887, ORYLA13266
OG0000735	APOSC_08541, APOSC_08542	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363
OG0000736	APOSC_24942, APOSC_27355	ORYLA05420, ORYLA15781
OG0000737	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935	ORYLA05282, ORYLA02387, ORYLA17956
OG0000740	APOSC_20786	ORYLA16089, ORYLA05536
OG0000743	APOSC_09120, APOSC_09119	ORYLA00778, ORYLA05798, ORYLA00731
OG0000743	APOSC_12908	ORYLA00777, ORYLA00730, ORYLA16675
OG0000744	APOSC_21453, APOSC_21454, APOSC_22851	ORYLA06262, ORYLA06263, ORYLA07597, ORYLA09281, ORYLA07131
OG0000745	APOSC_02392	ORYLA04864
OG0000746	APOSC_27276, APOSC_27277	ORYLA16580, ORYLA00617
OG0000746	APOSC_04558	ORYLA11534
OG0000748	APOSC_01384, APOSC_01385	ORYLA17154
OG0000749	APOSC_09299, APOSC_09298	ORYLA07541, ORYLA05251, ORYLA10702
OG0000750	APOSC_27901	ORYLA10521
OG0000750	APOSC_12241, APOSC_01474	ORYLA01307
OG0000750	APOSC_14193	ORYLA08096
OG0000751	APOSC_10279	ORYLA01802, ORYLA10300, ORYLA09790
OG0000752	APOSC_04900	ORYLA05301
OG0000752	APOSC_11897	ORYLA04164
OG0000752	APOSC_20705	ORYLA06659, ORYLA00849
OG0000753	APOSC_17933	ORYLA12199
OG0000753	APOSC_23432	ORYLA15815, ORYLA03548, ORYLA04553
OG0000755	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558
OG0000757	APOSC_21066	ORYLA18438
OG0000757	APOSC_13824	ORYLA08503
OG0000758	APOSC_04627, APOSC_04628, APOSC_04626	ORYLA10334, ORYLA11982, ORYLA10388
OG0000759	APOSC_10203	ORYLA09820, ORYLA08624, ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358
OG0000760	APOSC_23162, APOSC_23164	ORYLA11056, ORYLA11057, ORYLA15061, ORYLA13778, ORYLA15825
OG0000761	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182	ORYLA02885, ORYLA00688, ORYLA13190
OG0000762	APOSC_27690	ORYLA13918, ORYLA09624, ORYLA07099
OG0000763	APOSC_11369	ORYLA05751, ORYLA02707, ORYLA06579, ORYLA13087, ORYLA01548, ORYLA05555
OG0000765	APOSC_08832	ORYLA06881, ORYLA17894, ORYLA19781
OG0000766	APOSC_02629, APOSC_02626, APOSC_02627	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914
OG0000767	APOSC_19311, APOSC_22136, APOSC_22137	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686
OG0000768	APOSC_11098, APOSC_11096, APOSC_11097	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814
OG0000772	APOSC_24323	ORYLA01171, ORYLA00334
OG0000772	APOSC_17782	ORYLA10027, ORYLA01723
OG0000774	APOSC_18361	ORYLA06329, ORYLA12975
OG0000774	APOSC_14291	ORYLA11415
OG0000774	APOSC_14965	ORYLA20208
OG0000775	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384	ORYLA17590
OG0000776	APOSC_25314, APOSC_15172	ORYLA19610, ORYLA04178
OG0000777	APOSC_16029, APOSC_06075	ORYLA17057
OG0000778	APOSC_26535	ORYLA03327, ORYLA15584
OG0000779	APOSC_15142	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089
OG0000780	APOSC_07773	ORYLA10485
OG0000780	APOSC_21502, APOSC_21503	ORYLA03240
