Orthogroup	APOSC_ok	MOUSE
OG0001297	APOSC_13620, APOSC_10275	MOUSE02143, MOUSE02148, MOUSE02147, MOUSE44433, MOUSE02145, MOUSE02146, MOUSE02144, MOUSE23625, MOUSE44432
OG0001300	APOSC_28359, APOSC_24410, APOSC_00939	MOUSE52263, MOUSE12894, MOUSE54438, MOUSE54437, MOUSE54436
OG0001302	APOSC_13642	MOUSE33570
OG0001302	APOSC_27436	MOUSE32071, MOUSE32070
OG0001305	APOSC_04550	MOUSE48792, MOUSE48793, MOUSE48791, MOUSE25601, MOUSE31727, MOUSE31724, MOUSE31726
OG0001306	APOSC_25565	MOUSE33396, MOUSE33395, MOUSE33394, MOUSE33397
OG0001306	APOSC_16313	MOUSE25604, MOUSE25605
OG0001308	APOSC_19468	MOUSE00882, MOUSE00883, MOUSE00881, MOUSE00884, MOUSE00885, MOUSE03386, MOUSE36680, MOUSE36681, MOUSE36679, MOUSE36678
OG0001309	APOSC_28082, APOSC_26759	MOUSE08762, MOUSE08760, MOUSE08761
OG0001310	APOSC_16039	MOUSE27515, MOUSE27516
OG0001310	APOSC_12794	MOUSE21997, MOUSE21996
OG0001311	APOSC_06535, APOSC_06536	MOUSE03635
OG0001311	APOSC_26409	MOUSE11366, MOUSE11365, MOUSE11367
OG0001312	APOSC_18881, APOSC_02695, APOSC_01193, APOSC_01192	MOUSE01280, MOUSE15763, MOUSE19405, MOUSE15764, MOUSE15768, MOUSE15766, MOUSE15775, MOUSE15774, MOUSE15765, MOUSE15770, MOUSE15767, MOUSE15771, MOUSE15773, MOUSE15772, MOUSE15769
OG0001313	APOSC_28195	MOUSE15473
OG0001315	APOSC_23156, APOSC_08359, APOSC_08360, APOSC_13377, APOSC_11677, APOSC_04724, APOSC_21291	MOUSE05987, MOUSE38481
OG0001316	APOSC_24096, APOSC_24095	MOUSE36507, MOUSE36502, MOUSE36506, MOUSE36503, MOUSE36504, MOUSE38789
OG0001317	APOSC_08113	MOUSE54841, MOUSE35295, MOUSE35296, MOUSE35300, MOUSE35294, MOUSE35302, MOUSE35303, MOUSE35298, MOUSE35299, MOUSE35297
OG0001318	APOSC_20047	MOUSE42538, MOUSE42537, MOUSE42536
OG0001318	APOSC_08207	MOUSE16122
OG0001319	APOSC_07704	MOUSE53963, MOUSE53962, MOUSE52368, MOUSE52374, MOUSE52373, MOUSE52367
OG0001320	APOSC_12164	MOUSE27454, MOUSE18695
OG0001321	APOSC_09384	MOUSE51700, MOUSE51701, MOUSE17510, MOUSE17509
OG0001322	APOSC_08768	MOUSE46962, MOUSE46958, MOUSE46961, MOUSE46963, MOUSE46960, MOUSE46959
OG0001322	APOSC_06842	MOUSE43313, MOUSE43312, MOUSE43314, MOUSE43315
OG0001324	APOSC_00820	MOUSE15476, MOUSE15481, MOUSE15478, MOUSE15479, MOUSE15477, MOUSE15484, MOUSE15483, MOUSE15480
OG0001325	APOSC_01729	MOUSE31666
OG0001326	APOSC_23911	MOUSE21119, MOUSE21120, MOUSE21838, MOUSE21837, MOUSE21836, MOUSE21270, MOUSE21269
OG0001327	APOSC_03248	MOUSE41523
OG0001327	APOSC_16461	MOUSE02265, MOUSE23421, MOUSE23422
OG0001329	APOSC_28234	MOUSE08547
OG0001330	APOSC_03934, APOSC_03936, APOSC_03935	MOUSE46366, MOUSE46367, MOUSE04618, MOUSE37523, MOUSE37526, MOUSE37525, MOUSE46368
OG0001332	APOSC_26743	MOUSE32701
OG0001333	APOSC_19820	MOUSE14060, MOUSE16928
OG0001335	APOSC_04738	MOUSE32303, MOUSE32302
OG0001335	APOSC_29129	MOUSE01403
OG0001337	APOSC_17535	MOUSE33642, MOUSE32282, MOUSE32281, MOUSE32283
OG0001337	APOSC_06896	MOUSE05084, MOUSE10508, MOUSE10512, MOUSE10511, MOUSE10509, MOUSE10510, MOUSE33641, MOUSE33640
OG0001341	APOSC_25206	MOUSE19790
OG0001344	APOSC_01831	MOUSE40566, MOUSE53469, MOUSE53472, MOUSE53478, MOUSE53471, MOUSE53809, MOUSE53818, MOUSE53815, MOUSE53476, MOUSE53816, MOUSE53803, MOUSE53811, MOUSE53470, MOUSE53813, MOUSE53812, MOUSE53482, MOUSE53829, MOUSE53824, MOUSE53820, MOUSE53822, MOUSE53823, MOUSE53821, MOUSE53473, MOUSE53826, MOUSE53475, MOUSE53479, MOUSE53805, MOUSE53806, MOUSE53477, MOUSE53480, MOUSE53474
OG0001345	APOSC_20488	MOUSE40648, MOUSE40646, MOUSE40645, MOUSE40650
OG0001348	APOSC_29007, APOSC_29008	MOUSE47536, MOUSE47535, MOUSE47539, MOUSE47537, MOUSE47534, MOUSE54111, MOUSE54110, MOUSE54109, MOUSE54108
OG0001350	APOSC_19044	MOUSE33383
OG0001350	APOSC_01807, APOSC_12828, APOSC_28227	MOUSE28075
OG0001351	APOSC_12255, APOSC_12254	MOUSE53707, MOUSE53708, MOUSE54418, MOUSE54417, MOUSE54414, MOUSE54415, MOUSE54416, MOUSE54419
OG0001352	APOSC_09016, APOSC_09015, APOSC_00670, APOSC_22722, APOSC_00899	MOUSE32130
OG0001353	APOSC_06612	MOUSE28164
OG0001353	APOSC_25721	MOUSE28376, MOUSE28374, MOUSE28375
OG0001354	APOSC_27231	MOUSE30958, MOUSE24350
OG0001354	APOSC_23529	MOUSE32659
OG0001355	APOSC_12249	MOUSE09535, MOUSE09533, MOUSE09534, MOUSE09531, MOUSE09532, MOUSE09530, MOUSE35930, MOUSE21465
OG0001356	APOSC_18143	MOUSE40775, MOUSE40776, MOUSE14515, MOUSE53513, MOUSE53514
OG0001357	APOSC_21952	MOUSE43358
OG0001357	APOSC_06611	MOUSE18665, MOUSE20275, MOUSE27396, MOUSE27395, MOUSE27398, MOUSE27400, MOUSE27397, MOUSE27399, MOUSE43353, MOUSE43351, MOUSE43352, MOUSE43349, MOUSE43350, MOUSE43348, MOUSE43354, MOUSE43355, MOUSE43347, MOUSE43357, MOUSE43356
OG0001358	APOSC_25741	MOUSE00109
OG0001359	APOSC_05796	MOUSE18395, MOUSE18397, MOUSE18396, MOUSE27667, MOUSE27665, MOUSE27666, MOUSE27669, MOUSE27664, MOUSE27663, MOUSE27668, MOUSE27670, MOUSE32532, MOUSE30417
OG0001360	APOSC_03141, APOSC_03140	MOUSE31602
OG0001361	APOSC_10076	MOUSE27263, MOUSE27261, MOUSE14327, MOUSE14328, MOUSE14329, MOUSE27262, MOUSE14326, MOUSE14330, MOUSE14331, MOUSE14333, MOUSE14332, MOUSE14325
OG0001362	APOSC_07416, APOSC_07418	MOUSE06305, MOUSE06304, MOUSE06303
OG0001363	APOSC_13047, APOSC_04146, APOSC_25033	MOUSE23857, MOUSE23858, MOUSE23859
OG0001364	APOSC_01652	MOUSE22897, MOUSE22899, MOUSE22902, MOUSE22900, MOUSE22901, MOUSE38339, MOUSE38340, MOUSE22895, MOUSE22898, MOUSE22903, MOUSE22894, MOUSE22892, MOUSE22893, MOUSE22896
OG0001365	APOSC_19776, APOSC_19497, APOSC_08816, APOSC_19184	MOUSE55380, MOUSE31576, MOUSE31575, MOUSE31578, MOUSE31577, MOUSE31579, MOUSE31580
OG0001366	APOSC_16257	MOUSE08702, MOUSE08703, MOUSE22123
OG0001367	APOSC_02909	MOUSE28593, MOUSE28595, MOUSE28594, MOUSE18613, MOUSE18611, MOUSE06729, MOUSE06730
OG0001368	APOSC_19224	MOUSE28166, MOUSE07621, MOUSE07620
OG0001369	APOSC_00594, APOSC_00593	MOUSE52653, MOUSE52654, MOUSE52652, MOUSE52655, MOUSE23428, MOUSE23430, MOUSE23429, MOUSE23431, MOUSE02306
OG0001370	APOSC_20803, APOSC_20802, APOSC_05081	MOUSE44772
OG0001370	APOSC_27098	MOUSE22367
OG0001370	APOSC_10358	MOUSE44775
OG0001370	APOSC_27099	MOUSE22370
OG0001371	APOSC_04765, APOSC_24656, APOSC_24655, APOSC_12215	MOUSE06358
OG0001372	APOSC_13607	MOUSE31956
OG0001373	APOSC_10593	MOUSE46190, MOUSE46185, MOUSE46187, MOUSE46188, MOUSE46186, MOUSE03915, MOUSE03913, MOUSE03914, MOUSE03916, MOUSE46189, MOUSE14054, MOUSE14057, MOUSE14055, MOUSE14058
OG0001374	APOSC_13404	MOUSE01132, MOUSE51913, MOUSE51917, MOUSE51918, MOUSE51915, MOUSE51919, MOUSE51916, MOUSE51914, MOUSE51923, MOUSE51912, MOUSE30663, MOUSE30662, MOUSE30664, MOUSE30665, MOUSE01133, MOUSE54003, MOUSE54005, MOUSE54004, MOUSE51921, MOUSE51922, MOUSE51920
OG0001375	APOSC_01077	MOUSE00315, MOUSE34217
OG0001376	APOSC_00252	MOUSE50547, MOUSE50549, MOUSE50548, MOUSE50550, MOUSE43474, MOUSE16176, MOUSE16175, MOUSE16179, MOUSE16177, MOUSE16180, MOUSE16178
OG0001377	APOSC_17837	MOUSE27906, MOUSE21433
OG0001378	APOSC_25235	MOUSE12733, MOUSE46829, MOUSE12734, MOUSE46833, MOUSE36025, MOUSE19414, MOUSE19415, MOUSE46831
OG0001379	APOSC_16176	MOUSE45251, MOUSE52412, MOUSE52413, MOUSE45252, MOUSE45253
OG0001380	APOSC_08860, APOSC_27915	MOUSE19249, MOUSE45642, MOUSE45644, MOUSE45647, MOUSE45650, MOUSE45651, MOUSE45649, MOUSE45648, MOUSE45641, MOUSE45646, MOUSE45645, MOUSE45638, MOUSE45643, MOUSE45637, MOUSE45640, MOUSE45639, MOUSE45636, MOUSE36336, MOUSE36340, MOUSE36339, MOUSE36337, MOUSE36335, MOUSE36338
OG0001381	APOSC_12542, APOSC_12541, APOSC_12540, APOSC_12539	MOUSE01621, MOUSE01624, MOUSE44555, MOUSE44558, MOUSE20741, MOUSE44559
OG0001382	APOSC_27796, APOSC_27799, APOSC_27795, APOSC_27797, APOSC_27798	MOUSE44037, MOUSE44039, MOUSE44034, MOUSE44032, MOUSE44033, MOUSE44031
OG0001383	APOSC_03991	MOUSE24448
OG0001384	APOSC_23265	MOUSE12866, MOUSE12857, MOUSE12854, MOUSE12859, MOUSE12543
OG0001384	APOSC_09829, APOSC_09830, APOSC_09828	MOUSE12855, MOUSE12860, MOUSE12852, MOUSE12856, MOUSE12853, MOUSE12858, MOUSE12862, MOUSE12865, MOUSE12864, MOUSE12861, MOUSE12547, MOUSE12542
OG0001388	APOSC_08589	MOUSE54505, MOUSE55435, MOUSE55417, MOUSE54796, MOUSE54797, MOUSE54795
OG0001389	APOSC_23942	MOUSE54990, MOUSE54991, MOUSE39134, MOUSE39133, MOUSE39132, MOUSE21954, MOUSE21955, MOUSE48763, MOUSE03363, MOUSE03362
OG0001394	APOSC_06779, APOSC_06780	MOUSE48056, MOUSE48057
OG0001395	APOSC_17993	MOUSE34258, MOUSE34257, MOUSE34259, MOUSE34260, MOUSE34261, MOUSE34262, MOUSE16562, MOUSE55244, MOUSE54770, MOUSE54769, MOUSE54771, MOUSE54768, MOUSE54772, MOUSE55238, MOUSE55240
OG0001397	APOSC_16804	MOUSE09428, MOUSE21175, MOUSE21174, MOUSE21173
OG0001397	APOSC_15929	MOUSE21261
OG0001398	APOSC_28642	MOUSE54251, MOUSE52911, MOUSE52912
OG0001399	APOSC_04275	MOUSE12867
OG0001399	APOSC_15359	MOUSE28523, MOUSE49010, MOUSE49011, MOUSE49012
OG0001400	APOSC_16578, APOSC_16577	MOUSE05263, MOUSE05262, MOUSE26520, MOUSE26518, MOUSE26517, MOUSE26519, MOUSE39778, MOUSE39779, MOUSE39777, MOUSE39773, MOUSE39774, MOUSE39776, MOUSE39775
OG0001401	APOSC_06205	MOUSE53733
OG0001402	APOSC_08403, APOSC_08404	MOUSE02784, MOUSE02782, MOUSE02785, MOUSE02786, MOUSE02783, MOUSE46565, MOUSE46566, MOUSE46564, MOUSE46562, MOUSE46563, MOUSE04864, MOUSE04865
OG0001403	APOSC_22719, APOSC_14048, APOSC_27540	MOUSE04710, MOUSE04711, MOUSE35469, MOUSE35470, MOUSE37540, MOUSE37539, MOUSE37541
OG0001404	APOSC_26753	MOUSE34766, MOUSE34765, MOUSE34767
OG0001405	APOSC_27750	MOUSE49710, MOUSE53396
OG0001406	APOSC_16330	MOUSE29567, MOUSE29564, MOUSE29562, MOUSE29566, MOUSE29561, MOUSE29565, MOUSE04058, MOUSE54156, MOUSE54159, MOUSE54160, MOUSE54155, MOUSE54157, MOUSE54158
OG0001408	APOSC_19450, APOSC_19451	MOUSE25484, MOUSE25485, MOUSE18503, MOUSE18504, MOUSE18502, MOUSE31265, MOUSE31266
OG0001409	APOSC_14068, APOSC_14069	MOUSE43073, MOUSE43072, MOUSE15819, MOUSE15820
OG0001410	APOSC_18435	MOUSE22570, MOUSE22569, MOUSE22568, MOUSE38530, MOUSE38529
OG0001410	APOSC_02633	MOUSE29320, MOUSE29323, MOUSE29321
OG0001411	APOSC_10503, APOSC_27904	MOUSE36550, MOUSE36551
OG0001412	APOSC_01812	MOUSE37383
OG0001413	APOSC_20512	MOUSE37829, MOUSE37830
OG0001413	APOSC_06316	MOUSE44789, MOUSE44788, MOUSE44787
OG0001414	APOSC_07127	MOUSE18642, MOUSE18643, MOUSE18644
OG0001414	APOSC_08515	MOUSE02910
OG0001415	APOSC_10475, APOSC_25795	MOUSE15314, MOUSE15315
OG0001416	APOSC_03441, APOSC_03440	MOUSE34919, MOUSE34918, MOUSE34917, MOUSE34915, MOUSE34916, MOUSE04273, MOUSE04275, MOUSE04277, MOUSE04272, MOUSE04274, MOUSE04276
OG0001417	APOSC_22003	MOUSE05282
OG0001417	APOSC_06594	MOUSE19934
OG0001418	APOSC_27061	MOUSE48894, MOUSE33585, MOUSE33584, MOUSE33582, MOUSE33583, MOUSE48895, MOUSE48523, MOUSE48522, MOUSE10457, MOUSE10451, MOUSE10456, MOUSE10455, MOUSE10454, MOUSE10453, MOUSE10452
OG0001419	APOSC_12852	MOUSE24456, MOUSE24455, MOUSE27366, MOUSE27363, MOUSE27364, MOUSE27365
OG0001420	APOSC_10402	MOUSE07329, MOUSE53623, MOUSE53625, MOUSE53624, MOUSE52687, MOUSE14541, MOUSE14539, MOUSE14538
OG0001421	APOSC_15996	MOUSE24555, MOUSE20249, MOUSE08160, MOUSE08159, MOUSE24554, MOUSE24560, MOUSE24559, MOUSE24561, MOUSE24562, MOUSE24558, MOUSE24556, MOUSE24557, MOUSE24553
OG0001422	APOSC_14929	MOUSE26467, MOUSE26461, MOUSE26459, MOUSE39837, MOUSE26464, MOUSE26465, MOUSE39840, MOUSE39842, MOUSE39841, MOUSE39847, MOUSE39848, MOUSE39844, MOUSE39845, MOUSE39846, MOUSE39843, MOUSE26462, MOUSE26460
OG0001423	APOSC_06986, APOSC_06987	MOUSE17540, MOUSE17539, MOUSE25516, MOUSE25512, MOUSE25514, MOUSE25513, MOUSE23811, MOUSE23810, MOUSE23812, MOUSE50436
OG0001424	APOSC_09916	MOUSE20236
OG0001425	APOSC_26741, APOSC_26740	MOUSE16522, MOUSE51391, MOUSE10602
OG0001427	APOSC_07658	MOUSE28295, MOUSE35647, MOUSE19057, MOUSE19060, MOUSE19058, MOUSE19061, MOUSE19059, MOUSE35646, MOUSE35645
OG0001428	APOSC_06360, APOSC_19650, APOSC_18933, APOSC_19652, APOSC_19651	MOUSE34894, MOUSE34896, MOUSE34893, MOUSE19473, MOUSE04265, MOUSE41409, MOUSE41408
OG0001429	APOSC_27011, APOSC_27010	MOUSE00232, MOUSE00230, MOUSE55263, MOUSE34228, MOUSE00228, MOUSE00229
OG0001430	APOSC_10425	MOUSE18637, MOUSE20248, MOUSE27511, MOUSE42620
OG0001431	APOSC_03549, APOSC_03550	MOUSE08755, MOUSE08756, MOUSE08757, MOUSE08758, MOUSE05352, MOUSE08759
OG0001432	APOSC_10777	MOUSE35694, MOUSE35695
OG0001433	APOSC_21534, APOSC_21533	MOUSE34100, MOUSE13715, MOUSE21744, MOUSE21743, MOUSE21745, MOUSE21742
OG0001434	APOSC_06186, APOSC_02988, APOSC_12550	MOUSE32189, MOUSE32188
OG0001436	APOSC_05330, APOSC_05328, APOSC_05329	MOUSE32582, MOUSE32580, MOUSE32577, MOUSE32578
OG0001437	APOSC_06789	MOUSE19686, MOUSE29315, MOUSE29316, MOUSE29317, MOUSE29314
OG0001440	APOSC_20481	MOUSE25141, MOUSE05281
OG0001441	APOSC_07931	MOUSE34316, MOUSE34318, MOUSE34317, MOUSE29186, MOUSE29288, MOUSE12721, MOUSE12723, MOUSE12722, MOUSE12719, MOUSE12724, MOUSE12720
OG0001445	APOSC_01766	MOUSE28043, MOUSE28044, MOUSE43177, MOUSE43176, MOUSE16757
OG0001446	APOSC_00923, APOSC_00922, APOSC_10170, APOSC_16223, APOSC_07679, APOSC_25660	MOUSE04639
OG0001447	APOSC_07024, APOSC_07026, APOSC_07025, APOSC_07023	MOUSE27483, MOUSE43183, MOUSE24581
OG0001449	APOSC_12099	MOUSE35682, MOUSE35683, MOUSE35684, MOUSE35685, MOUSE35681
OG0001449	APOSC_00496	MOUSE22414
OG0001451	APOSC_16226	MOUSE37379
OG0001451	APOSC_16661	MOUSE27129, MOUSE27131, MOUSE27130, MOUSE27132
OG0001452	APOSC_06149	MOUSE10305, MOUSE44844, MOUSE30200, MOUSE30198
OG0001453	APOSC_02976	MOUSE30224, MOUSE30225, MOUSE51626, MOUSE51625
OG0001454	APOSC_10077	MOUSE03612, MOUSE03611, MOUSE29689, MOUSE29692, MOUSE29690
OG0001455	APOSC_20486	MOUSE50422, MOUSE50423, MOUSE10543, MOUSE33421, MOUSE33420, MOUSE10542, MOUSE10541, MOUSE48514, MOUSE50421
OG0001456	APOSC_10360, APOSC_00503	MOUSE52266, MOUSE52265
OG0001457	APOSC_00612	MOUSE21714, MOUSE13575, MOUSE21717, MOUSE21716, MOUSE13717, MOUSE21715
OG0001459	APOSC_03007, APOSC_19515	MOUSE41970, MOUSE44251, MOUSE44247, MOUSE44248, MOUSE44249, MOUSE41971, MOUSE41967, MOUSE41968, MOUSE41969
OG0001459	APOSC_11819	MOUSE41972, MOUSE41973, MOUSE44250
OG0001460	APOSC_17898	MOUSE11425
OG0001460	APOSC_12171	MOUSE11426, MOUSE11423, MOUSE11422, MOUSE11424
OG0001461	APOSC_22593, APOSC_22594	MOUSE39120
OG0001462	APOSC_13848	MOUSE24583, MOUSE24582, MOUSE24584
OG0001463	APOSC_16275	MOUSE49422, MOUSE49423, MOUSE49421, MOUSE49420, MOUSE49419, MOUSE49839, MOUSE49840, MOUSE49838
OG0001464	APOSC_00690	MOUSE26209, MOUSE26208, MOUSE26207, MOUSE32593, MOUSE32592, MOUSE14773
OG0001465	APOSC_28148, APOSC_09134	MOUSE34430, MOUSE34429
OG0001466	APOSC_10971	MOUSE52956, MOUSE52958, MOUSE52960, MOUSE52959, MOUSE52957
OG0001466	APOSC_14104	MOUSE19162
OG0001467	APOSC_21011	MOUSE25310
OG0001467	APOSC_12095	MOUSE45067, MOUSE45066
OG0001468	APOSC_26571	MOUSE22505, MOUSE53195, MOUSE53196, MOUSE02343
OG0001469	APOSC_12521	MOUSE00629
OG0001470	APOSC_15496	MOUSE04730, MOUSE04729, MOUSE04728, MOUSE04727
OG0001472	APOSC_03478	MOUSE35226, MOUSE35228, MOUSE35227
OG0001472	APOSC_26882	MOUSE29107, MOUSE29108
OG0001473	APOSC_25378, APOSC_24554	MOUSE14033, MOUSE14034
OG0001474	APOSC_00391	MOUSE27568, MOUSE27567
OG0001474	APOSC_28339	MOUSE46193, MOUSE46194
OG0001475	APOSC_19285, APOSC_00671	MOUSE34824, MOUSE34826, MOUSE34825, MOUSE34819, MOUSE34808, MOUSE34809, MOUSE34810, MOUSE34817, MOUSE34807, MOUSE34814, MOUSE34815, MOUSE34816, MOUSE34818, MOUSE34820, MOUSE34823
OG0001476	APOSC_20045	MOUSE16510, MOUSE16508, MOUSE16509, MOUSE16255, MOUSE16258, MOUSE16256
OG0001477	APOSC_14113	MOUSE46047
OG0001478	APOSC_12978	MOUSE27453, MOUSE27451, MOUSE27450, MOUSE27452
OG0001478	APOSC_11937	MOUSE14118
OG0001479	APOSC_29168	MOUSE31243, MOUSE31244, MOUSE47409, MOUSE47405, MOUSE25855, MOUSE25856
OG0001480	APOSC_05352	MOUSE22219, MOUSE22220, MOUSE53290, MOUSE53289, MOUSE53288, MOUSE53296, MOUSE53297, MOUSE53293, MOUSE53291, MOUSE53295
OG0001481	APOSC_24916	MOUSE00030, MOUSE00028, MOUSE00029, MOUSE07371, MOUSE07370, MOUSE07373, MOUSE07368, MOUSE07369, MOUSE07364, MOUSE07363
OG0001482	APOSC_19050	MOUSE46256, MOUSE37740, MOUSE37739, MOUSE04374, MOUSE04372, MOUSE04376, MOUSE04375, MOUSE04373
OG0001483	APOSC_20800	MOUSE05652, MOUSE05654
OG0001484	APOSC_25021, APOSC_13556	MOUSE53748, MOUSE53749, MOUSE53750, MOUSE52709, MOUSE52710, MOUSE52703, MOUSE52708, MOUSE52704, MOUSE52702, MOUSE52705
OG0001485	APOSC_23085, APOSC_23084, APOSC_23083	MOUSE44648, MOUSE10100, MOUSE10098, MOUSE10097, MOUSE10099
OG0001486	APOSC_27432	MOUSE18259, MOUSE18260, MOUSE18262, MOUSE18256, MOUSE18261, MOUSE18257, MOUSE18263, MOUSE18264, MOUSE41536, MOUSE41537, MOUSE41535, MOUSE47343
OG0001487	APOSC_08783	MOUSE49867, MOUSE49866, MOUSE19692, MOUSE19693, MOUSE19694, MOUSE19691
OG0001488	APOSC_25402, APOSC_03875	MOUSE45678, MOUSE45677
OG0001489	APOSC_17497, APOSC_17496	MOUSE33270, MOUSE33272, MOUSE33273, MOUSE33269, MOUSE33271, MOUSE33268, MOUSE13178, MOUSE13179, MOUSE13173, MOUSE13177, MOUSE13176, MOUSE13171, MOUSE13174, MOUSE13180, MOUSE13175
OG0001490	APOSC_22165	MOUSE20108, MOUSE28079, MOUSE28081, MOUSE20112, MOUSE20106, MOUSE07918, MOUSE07919, MOUSE07917, MOUSE07920
OG0001492	APOSC_14714	MOUSE46376, MOUSE04701, MOUSE37398, MOUSE37399, MOUSE37397
OG0001493	APOSC_12580	MOUSE11096, MOUSE11098
OG0001495	APOSC_01292	MOUSE54495, MOUSE54479, MOUSE54485, MOUSE54461, MOUSE54123, MOUSE54206, MOUSE54142, MOUSE44521, MOUSE20162, MOUSE44563, MOUSE54696, MOUSE55120, MOUSE55122, MOUSE55123, MOUSE55126, MOUSE55121, MOUSE55124, MOUSE54519, MOUSE44520
OG0001496	APOSC_09640, APOSC_09641, APOSC_02129, APOSC_24932, APOSC_13192, APOSC_06926	MOUSE40491, MOUSE40492, MOUSE40490
OG0001500	APOSC_10163, APOSC_10164	MOUSE22932, MOUSE22931, MOUSE22929, MOUSE53492, MOUSE53491, MOUSE12949, MOUSE12952, MOUSE12951, MOUSE12950
OG0001501	APOSC_12106, APOSC_12104, APOSC_12107	MOUSE07106, MOUSE07104, MOUSE07103, MOUSE07108, MOUSE07102, MOUSE28103, MOUSE28101, MOUSE28100, MOUSE28102, MOUSE28104
OG0001502	APOSC_05753, APOSC_21241	MOUSE05923, MOUSE05925, MOUSE05924
OG0001503	APOSC_07503	MOUSE48444
OG0001503	APOSC_29093	MOUSE41776, MOUSE41774, MOUSE41777, MOUSE41772
OG0001504	APOSC_05548	MOUSE28382, MOUSE28383, MOUSE28380, MOUSE28381, MOUSE28379
OG0001505	APOSC_21083, APOSC_06533	MOUSE29456, MOUSE04126, MOUSE04125, MOUSE04124
OG0001506	APOSC_17974, APOSC_17975	MOUSE29500, MOUSE35074, MOUSE35075
OG0001506	APOSC_17976	MOUSE29501
OG0001507	APOSC_20414	MOUSE07522, MOUSE07519, MOUSE07520, MOUSE49949, MOUSE49948, MOUSE20173, MOUSE20174, MOUSE20171, MOUSE20170
OG0001508	APOSC_21339, APOSC_21338	MOUSE45983, MOUSE45981, MOUSE45982, MOUSE44231, MOUSE44230, MOUSE44229, MOUSE44234, MOUSE44233, MOUSE44232
OG0001509	APOSC_27811	MOUSE47629, MOUSE52289
OG0001510	APOSC_12053, APOSC_12055	MOUSE20754, MOUSE50417, MOUSE50418, MOUSE50419, MOUSE50416, MOUSE33181, MOUSE33174, MOUSE33173, MOUSE33176, MOUSE33177
OG0001511	APOSC_07488, APOSC_26249	MOUSE22746, MOUSE22740, MOUSE22739, MOUSE22744, MOUSE22742, MOUSE22745, MOUSE22741, MOUSE22743, MOUSE38379, MOUSE38378, MOUSE38380
OG0001513	APOSC_13909	MOUSE26247, MOUSE26246, MOUSE26245, MOUSE02468, MOUSE02470, MOUSE02469, MOUSE02471
OG0001515	APOSC_23285	MOUSE04853, MOUSE04849, MOUSE04850, MOUSE04851, MOUSE02775, MOUSE02777, MOUSE02776
OG0001516	APOSC_04613, APOSC_04614	MOUSE13217, MOUSE13218
OG0001517	APOSC_10273	MOUSE13154, MOUSE15948
OG0001518	APOSC_04576, APOSC_19442, APOSC_19441	MOUSE52417, MOUSE52416, MOUSE52422, MOUSE52424, MOUSE52423, MOUSE52425, MOUSE53077, MOUSE52419, MOUSE52418
OG0001520	APOSC_18603	MOUSE34134, MOUSE34139, MOUSE34135, MOUSE34137, MOUSE34136, MOUSE34138, MOUSE06660, MOUSE06662, MOUSE06661, MOUSE06668, MOUSE06664, MOUSE06666, MOUSE06667, MOUSE06665, MOUSE06669
OG0001521	APOSC_26269	MOUSE48454, MOUSE10242, MOUSE30348, MOUSE30350, MOUSE30349
OG0001522	APOSC_05577	MOUSE31620
OG0001522	APOSC_16037	MOUSE42847, MOUSE42848
OG0001523	APOSC_03544, APOSC_08741	MOUSE45739, MOUSE45741, MOUSE42024, MOUSE42028, MOUSE42026
OG0001524	APOSC_18612	MOUSE21121
OG0001524	APOSC_18631	MOUSE49229
OG0001525	APOSC_11644	MOUSE37570, MOUSE37574, MOUSE37572, MOUSE37575, MOUSE37571
OG0001526	APOSC_21222, APOSC_12286	MOUSE23723, MOUSE23721, MOUSE23722, MOUSE25375, MOUSE25372, MOUSE25373, MOUSE25371, MOUSE25370, MOUSE25369, MOUSE25367, MOUSE25368
OG0001527	APOSC_26650	MOUSE04311, MOUSE04310, MOUSE04313
OG0001527	APOSC_04022	MOUSE13589
OG0001528	APOSC_14510	MOUSE04103, MOUSE04104, MOUSE04100, MOUSE04102, MOUSE04101, MOUSE15666, MOUSE15668, MOUSE15667, MOUSE15670, MOUSE15672, MOUSE15671, MOUSE15673, MOUSE15665, MOUSE15669
OG0001529	APOSC_03920	MOUSE52864, MOUSE52868, MOUSE52867, MOUSE52865, MOUSE52866, MOUSE52863, MOUSE52869, MOUSE52870, MOUSE52747, MOUSE52748, MOUSE52746, MOUSE52745, MOUSE52750, MOUSE17230
OG0001531	APOSC_14320	MOUSE20949, MOUSE20950, MOUSE20946, MOUSE20948, MOUSE20947, MOUSE36117, MOUSE36116, MOUSE36114, MOUSE36115, MOUSE03120, MOUSE03119, MOUSE03118
OG0001532	APOSC_13448	MOUSE35123, MOUSE04155, MOUSE15421, MOUSE15419, MOUSE15420
OG0001533	APOSC_28817, APOSC_28816	MOUSE13099, MOUSE15783, MOUSE15785
OG0001534	APOSC_07636	MOUSE14201, MOUSE14198, MOUSE14200, MOUSE14199, MOUSE15122, MOUSE15124
OG0001536	APOSC_15383	MOUSE18639, MOUSE09966
OG0001538	APOSC_23666, APOSC_28290, APOSC_04002, APOSC_24317	MOUSE24613, MOUSE24610, MOUSE24611, MOUSE24612
OG0001545	APOSC_17565	MOUSE19663, MOUSE19660, MOUSE19656, MOUSE19665, MOUSE44861, MOUSE30685, MOUSE30687, MOUSE30686, MOUSE30688, MOUSE30684, MOUSE19667, MOUSE19666, MOUSE19664, MOUSE19658, MOUSE19661, MOUSE19657
