Orthogroup	APOSC_ok	AMPFI_ok
OG0001432	APOSC_10777	AMPFI_07409
OG0001433	APOSC_21534, APOSC_21533	AMPFI_00657
OG0001434	APOSC_06186, APOSC_02988	AMPFI_18441
OG0001434	APOSC_12550	AMPFI_06188, AMPFI_09637
OG0001435	APOSC_11484	AMPFI_15537, AMPFI_05263
OG0001436	APOSC_05330, APOSC_05328, APOSC_05329	AMPFI_07709
OG0001437	APOSC_06789	AMPFI_07780, AMPFI_13432
OG0001441	APOSC_07931	AMPFI_01278
OG0001442	APOSC_00669	AMPFI_09777
OG0001444	APOSC_25461	AMPFI_09712, AMPFI_01804
OG0001444	APOSC_08857	AMPFI_15750
OG0001445	APOSC_01766	AMPFI_06828
OG0001446	APOSC_00923, APOSC_00922, APOSC_10170, APOSC_16223, APOSC_07679	AMPFI_19480, AMPFI_18957
OG0001447	APOSC_07024, APOSC_07026, APOSC_07025, APOSC_07023	AMPFI_14165
OG0001448	APOSC_27362	AMPFI_01038
OG0001449	APOSC_12099	AMPFI_17066
OG0001449	APOSC_00496	AMPFI_22357
OG0001451	APOSC_16661	AMPFI_12917, AMPFI_16214
OG0001452	APOSC_06149	AMPFI_17582
OG0001453	APOSC_02976	AMPFI_20721
OG0001455	APOSC_20486	AMPFI_16555
OG0001456	APOSC_10360, APOSC_00503	AMPFI_00318
OG0001459	APOSC_03007, APOSC_19515	AMPFI_19783
OG0001460	APOSC_12171	AMPFI_23946
OG0001461	APOSC_22593, APOSC_22594	AMPFI_25442
OG0001464	APOSC_00690	AMPFI_22525
OG0001465	APOSC_28148, APOSC_09134	AMPFI_23606
OG0001466	APOSC_10971	AMPFI_23243
OG0001466	APOSC_14104	AMPFI_06839
OG0001467	APOSC_12095	AMPFI_23736
OG0001468	APOSC_26571	AMPFI_19331
OG0001469	APOSC_21558	AMPFI_05229
OG0001469	APOSC_12521	AMPFI_02483
OG0001470	APOSC_15496	AMPFI_01501
OG0001471	APOSC_16175	AMPFI_01914, AMPFI_19786
OG0001472	APOSC_03478	AMPFI_01053
OG0001472	APOSC_26882	AMPFI_03075, AMPFI_01967
OG0001473	APOSC_25378, APOSC_24554	AMPFI_03739, AMPFI_01823
OG0001474	APOSC_00391	AMPFI_18399, AMPFI_15974
OG0001474	APOSC_28339	AMPFI_21316
OG0001475	APOSC_19285, APOSC_00671	AMPFI_12031, AMPFI_15659
OG0001476	APOSC_20045	AMPFI_07443, AMPFI_07837
OG0001477	APOSC_14113	AMPFI_17380
OG0001478	APOSC_12978	AMPFI_01874
OG0001478	APOSC_11937	AMPFI_18015
OG0001479	APOSC_29168	AMPFI_06247
OG0001480	APOSC_05352	AMPFI_21537
OG0001481	APOSC_24916	AMPFI_15128
OG0001483	APOSC_19787	AMPFI_21717
OG0001483	APOSC_20800	AMPFI_05890
OG0001484	APOSC_25021, APOSC_13556	AMPFI_10813
OG0001486	APOSC_27432	AMPFI_03189
OG0001488	APOSC_25402	AMPFI_21159
OG0001488	APOSC_03875	AMPFI_03748
OG0001488	APOSC_28110	AMPFI_00093
OG0001488	APOSC_09269	AMPFI_23509, AMPFI_21442
OG0001489	APOSC_17497, APOSC_17496	AMPFI_21994
OG0001490	APOSC_22165	AMPFI_13984
OG0001491	APOSC_15425, APOSC_15426	AMPFI_18001
OG0001492	APOSC_14714	AMPFI_14495
OG0001493	APOSC_12580	AMPFI_23286
OG0001494	APOSC_05164	AMPFI_00108, AMPFI_18596
OG0001495	APOSC_01292	AMPFI_01445
OG0001496	APOSC_13192, APOSC_06926	AMPFI_04050
OG0001500	APOSC_10163, APOSC_10164	AMPFI_03212
OG0001501	APOSC_12105	AMPFI_02881, AMPFI_04091, AMPFI_20063, AMPFI_19980
OG0001501	APOSC_12106, APOSC_12104, APOSC_12107	AMPFI_21405
OG0001503	APOSC_07503	AMPFI_03346
OG0001503	APOSC_29093	AMPFI_06513
OG0001505	APOSC_21083	AMPFI_04877, AMPFI_09677
OG0001506	APOSC_17974, APOSC_17975	AMPFI_22691
OG0001507	APOSC_20414	AMPFI_02586, AMPFI_16748
OG0001508	APOSC_21339, APOSC_21338	AMPFI_01605
OG0001509	APOSC_27811	AMPFI_24011
OG0001510	APOSC_12053, APOSC_12055	AMPFI_24135
OG0001511	APOSC_07488, APOSC_26249	AMPFI_24393
OG0001512	APOSC_13901	AMPFI_20643
OG0001513	APOSC_13909	AMPFI_05914
OG0001514	APOSC_20210	AMPFI_07458
OG0001515	APOSC_23285	AMPFI_22558
OG0001516	APOSC_04613, APOSC_04614	AMPFI_04046
OG0001517	APOSC_10273	AMPFI_19672
OG0001518	APOSC_04576, APOSC_19442, APOSC_19441	AMPFI_20936
OG0001519	APOSC_04846	AMPFI_15431
OG0001520	APOSC_18603	AMPFI_11649
OG0001522	APOSC_05577	AMPFI_05516
OG0001523	APOSC_03544, APOSC_08741	AMPFI_21945
OG0001524	APOSC_18612	AMPFI_12143
OG0001524	APOSC_18631	AMPFI_24831
OG0001525	APOSC_11644, APOSC_13960	AMPFI_18416
OG0001527	APOSC_26650	AMPFI_06183
OG0001527	APOSC_04022	AMPFI_10281
OG0001528	APOSC_14510	AMPFI_20250
OG0001529	APOSC_03920	AMPFI_24259
OG0001531	APOSC_14320	AMPFI_13148
OG0001532	APOSC_13448	AMPFI_06472
OG0001533	APOSC_28817, APOSC_28816	AMPFI_11865
OG0001534	APOSC_07636	AMPFI_01303
OG0001536	APOSC_15383	AMPFI_24601
OG0001538	APOSC_23666, APOSC_28290, APOSC_04002	AMPFI_06922
OG0001539	APOSC_17138	AMPFI_19327
OG0001545	APOSC_17565	AMPFI_07768
OG0001546	APOSC_12494	AMPFI_04446
OG0001549	APOSC_07982, APOSC_07983	AMPFI_01171
OG0001550	APOSC_09615, APOSC_26524	AMPFI_12309
OG0001551	APOSC_25143	AMPFI_18500
OG0001552	APOSC_04223, APOSC_20203	AMPFI_14762, AMPFI_14933, AMPFI_14932
OG0001553	APOSC_17818, APOSC_17817, APOSC_17816	AMPFI_24765
OG0001554	APOSC_12359	AMPFI_06413
OG0001557	APOSC_10213	AMPFI_09537
OG0001558	APOSC_12692	AMPFI_15140
OG0001559	APOSC_06915	AMPFI_05445
OG0001560	APOSC_19389	AMPFI_08835
OG0001561	APOSC_03964	AMPFI_06589
OG0001562	APOSC_17379	AMPFI_05912
OG0001563	APOSC_15535, APOSC_15427, APOSC_27127, APOSC_21984	AMPFI_13947, AMPFI_22270
OG0001564	APOSC_06037, APOSC_06038	AMPFI_02020, AMPFI_01949, AMPFI_20454, AMPFI_24971
OG0001566	APOSC_18241, APOSC_18242, APOSC_18244, APOSC_18243	AMPFI_23598
OG0001567	APOSC_14453	AMPFI_05324
OG0001568	APOSC_28643	AMPFI_05220
OG0001570	APOSC_29138	AMPFI_12961
OG0001570	APOSC_24457	AMPFI_12059
OG0001571	APOSC_26437, APOSC_26436, APOSC_26438	AMPFI_18530
OG0001572	APOSC_16015, APOSC_16016	AMPFI_12157
OG0001572	APOSC_02447	AMPFI_15021
OG0001573	APOSC_24147, APOSC_24146	AMPFI_05942
OG0001574	APOSC_16952, APOSC_16951	AMPFI_09279
OG0001575	APOSC_20344	AMPFI_15706
OG0001576	APOSC_19353, APOSC_19354	AMPFI_16525
OG0001577	APOSC_27543	AMPFI_25892
OG0001578	APOSC_25871	AMPFI_11954
OG0001580	APOSC_04582, APOSC_04583	AMPFI_13898
OG0001581	APOSC_12012	AMPFI_14541, AMPFI_22362
OG0001582	APOSC_09174	AMPFI_01796, AMPFI_13928
OG0001583	APOSC_05042, APOSC_05043, APOSC_05041	AMPFI_20716
OG0001584	APOSC_24188	AMPFI_22734
OG0001588	APOSC_01710, APOSC_02512	AMPFI_14208, AMPFI_03229, AMPFI_20258, AMPFI_23578, AMPFI_14929
OG0001589	APOSC_14644	AMPFI_11604
OG0001590	APOSC_06664	AMPFI_24468
OG0001591	APOSC_07101	AMPFI_11782
OG0001592	APOSC_27291	AMPFI_22753
OG0001593	APOSC_01201, APOSC_17370	AMPFI_15712
OG0001594	APOSC_14190, APOSC_13045	AMPFI_13904
OG0001594	APOSC_16430	AMPFI_25650
OG0001594	APOSC_20977	AMPFI_18261, AMPFI_11597
OG0001595	APOSC_05333	AMPFI_15687, AMPFI_06854
OG0001596	APOSC_10562	AMPFI_21524
OG0001597	APOSC_09081	AMPFI_13604
OG0001597	APOSC_18499	AMPFI_12341
OG0001598	APOSC_17571, APOSC_17570, APOSC_24902, APOSC_06892	AMPFI_12444
OG0001598	APOSC_01196	AMPFI_14998
OG0001599	APOSC_03974	AMPFI_03121
OG0001602	APOSC_07762	AMPFI_23527
OG0001603	APOSC_08042	AMPFI_09370, AMPFI_09372
OG0001604	APOSC_20538	AMPFI_04179
OG0001604	APOSC_08984	AMPFI_13911
OG0001605	APOSC_08927, APOSC_24537	AMPFI_18083
OG0001606	APOSC_24157	AMPFI_03478
OG0001608	APOSC_05915, APOSC_24452	AMPFI_07127
OG0001609	APOSC_15382	AMPFI_10765
OG0001609	APOSC_18863	AMPFI_06902
OG0001610	APOSC_11669, APOSC_11668, APOSC_17468	AMPFI_05189
OG0001611	APOSC_16863	AMPFI_12536
OG0001612	APOSC_20257	AMPFI_24849
OG0001614	APOSC_25539	AMPFI_14043
OG0001614	APOSC_17721	AMPFI_09076
OG0001616	APOSC_00199, APOSC_05470, APOSC_23348, APOSC_10544, APOSC_09783, APOSC_10127	AMPFI_18775, AMPFI_03516, AMPFI_23394, AMPFI_01645, AMPFI_24361, AMPFI_02046, AMPFI_01916, AMPFI_21250
OG0001617	APOSC_17358, APOSC_17357	AMPFI_25615
OG0001618	APOSC_27257	AMPFI_04596
OG0001618	APOSC_07751	AMPFI_09742, AMPFI_25975, AMPFI_13937
OG0001618	APOSC_27094, APOSC_23228	AMPFI_11880, AMPFI_00652
OG0001619	APOSC_25126, APOSC_25124, APOSC_25125, APOSC_25127	AMPFI_24224
OG0001620	APOSC_25992	AMPFI_12324
OG0001621	APOSC_06290, APOSC_06292, APOSC_06291	AMPFI_09527
OG0001622	APOSC_24336	AMPFI_23787
OG0001623	APOSC_26623	AMPFI_21345
OG0001624	APOSC_18447	AMPFI_12384
OG0001626	APOSC_00237, APOSC_00238, APOSC_00236	AMPFI_08426
OG0001627	APOSC_09790	AMPFI_13242
OG0001627	APOSC_14367	AMPFI_22299
OG0001628	APOSC_13343	AMPFI_14676
OG0001628	APOSC_17522	AMPFI_12805
OG0001629	APOSC_27623	AMPFI_05227
OG0001630	APOSC_00299, APOSC_00297, APOSC_00298	AMPFI_09150
OG0001633	APOSC_03906	AMPFI_10105
OG0001634	APOSC_06560	AMPFI_21874
OG0001634	APOSC_05598	AMPFI_22894
OG0001635	APOSC_00598	AMPFI_19476
OG0001636	APOSC_20219	AMPFI_05825
OG0001637	APOSC_14125	AMPFI_14209
OG0001638	APOSC_28340	AMPFI_08503
OG0001639	APOSC_07448, APOSC_07449	AMPFI_08162
OG0001640	APOSC_08604, APOSC_08605	AMPFI_03375
OG0001641	APOSC_16997	AMPFI_08722
OG0001642	APOSC_01391, APOSC_01390	AMPFI_15628
OG0001644	APOSC_08859	AMPFI_12516
OG0001651	APOSC_18928, APOSC_18929	AMPFI_03860
OG0001652	APOSC_28560	AMPFI_03475
OG0001653	APOSC_08321	AMPFI_18635
OG0001654	APOSC_10444, APOSC_10443, APOSC_10445, APOSC_10446, APOSC_10447	AMPFI_05689
OG0001655	APOSC_19955	AMPFI_16010
OG0001656	APOSC_15673	AMPFI_09616
OG0001657	APOSC_20037	AMPFI_11506
OG0001658	APOSC_03350, APOSC_03349	AMPFI_21173
OG0001659	APOSC_04193, APOSC_04192	AMPFI_20084
OG0001660	APOSC_25851	AMPFI_15599
OG0001661	APOSC_05078	AMPFI_03268, AMPFI_17995, AMPFI_16309
OG0001661	APOSC_19581	AMPFI_24993, AMPFI_21610
OG0001662	APOSC_03197	AMPFI_25752
OG0001662	APOSC_24638	AMPFI_08109
OG0001663	APOSC_14512, APOSC_14513, APOSC_19966, APOSC_00664	AMPFI_14386
OG0001664	APOSC_08011, APOSC_08010	AMPFI_06252
OG0001665	APOSC_03053	AMPFI_22180
OG0001665	APOSC_26736	AMPFI_12597
OG0001666	APOSC_19309, APOSC_18453, APOSC_20901	AMPFI_24481, AMPFI_12799, AMPFI_14898
OG0001667	APOSC_19485	AMPFI_09938
OG0001668	APOSC_25820	AMPFI_06781
OG0001670	APOSC_19039	AMPFI_03662
OG0001671	APOSC_08987	AMPFI_08592, AMPFI_08591
OG0001671	APOSC_20652	AMPFI_16125, AMPFI_09893
OG0001672	APOSC_09103, APOSC_09104	AMPFI_19341
OG0001673	APOSC_21746	AMPFI_18848
OG0001674	APOSC_13291	AMPFI_20075
OG0001675	APOSC_00269	AMPFI_04125
OG0001676	APOSC_18551	AMPFI_10805
OG0001677	APOSC_19672, APOSC_08955, APOSC_00896, APOSC_10740, APOSC_06257	AMPFI_23211
OG0001678	APOSC_05738	AMPFI_15856, AMPFI_03152
OG0001679	APOSC_20310	AMPFI_09908
OG0001680	APOSC_05052	AMPFI_18352
OG0001681	APOSC_13617, APOSC_07981	AMPFI_04185, AMPFI_01334
OG0001682	APOSC_27126, APOSC_27124, APOSC_27125	AMPFI_17672, AMPFI_18771
OG0001683	APOSC_24984	AMPFI_22061
OG0001684	APOSC_05984, APOSC_05985	AMPFI_24253
OG0001685	APOSC_03873	AMPFI_05011
OG0001686	APOSC_20706	AMPFI_25112
OG0001687	APOSC_25333, APOSC_09970, APOSC_10763	AMPFI_24429, AMPFI_09173, AMPFI_17336
OG0001688	APOSC_10916	AMPFI_10724
OG0001689	APOSC_15449	AMPFI_19247
OG0001690	APOSC_11666	AMPFI_25400, AMPFI_12711
OG0001691	APOSC_09746	AMPFI_08102
OG0001691	APOSC_09745, APOSC_09749, APOSC_09748	AMPFI_00359
OG0001692	APOSC_14941	AMPFI_02593
OG0001693	APOSC_17934	AMPFI_08682
OG0001694	APOSC_00545	AMPFI_10870
OG0001703	APOSC_20355	AMPFI_03974
OG0001704	APOSC_20746, APOSC_00421	AMPFI_22958, AMPFI_17780
OG0001706	APOSC_11809, APOSC_11808	AMPFI_00734
OG0001707	APOSC_26684	AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071
OG0001708	APOSC_07420	AMPFI_10288, AMPFI_03554
OG0001709	APOSC_19317	AMPFI_24047
OG0001710	APOSC_13811	AMPFI_18639
OG0001711	APOSC_08529	AMPFI_23859
OG0001712	APOSC_02404	AMPFI_01037, AMPFI_08833
OG0001713	APOSC_26360	AMPFI_07986
OG0001714	APOSC_05609	AMPFI_05879
OG0001714	APOSC_27772	AMPFI_12759
OG0001715	APOSC_17363	AMPFI_00217, AMPFI_12497, AMPFI_16145, AMPFI_21196, AMPFI_04492, AMPFI_10404, AMPFI_25034, AMPFI_00798
OG0001716	APOSC_05433, APOSC_25882	AMPFI_15456
OG0001717	APOSC_04278	AMPFI_12176
OG0001717	APOSC_19826, APOSC_26413, APOSC_13076, APOSC_25913	AMPFI_14911
OG0001718	APOSC_01586	AMPFI_15984
OG0001719	APOSC_09022	AMPFI_22269
OG0001719	APOSC_12175	AMPFI_10269
OG0001720	APOSC_02735	AMPFI_01920
OG0001721	APOSC_23771	AMPFI_11273
OG0001722	APOSC_07259	AMPFI_17549
OG0001724	APOSC_17946	AMPFI_12909
OG0001726	APOSC_03226	AMPFI_23403
OG0001726	APOSC_14481	AMPFI_15123
OG0001727	APOSC_18118	AMPFI_09267
OG0001728	APOSC_21719	AMPFI_01049
OG0001729	APOSC_16535	AMPFI_05820
OG0001730	APOSC_18068, APOSC_18069	AMPFI_09157
OG0001731	APOSC_12384	AMPFI_18090
OG0001732	APOSC_07953	AMPFI_05707, AMPFI_19074
OG0001733	APOSC_23430, APOSC_24440, APOSC_23429	AMPFI_08124
OG0001735	APOSC_28608	AMPFI_02680
OG0001736	APOSC_19300	AMPFI_04077
OG0001736	APOSC_23753	AMPFI_10858
OG0001738	APOSC_01320	AMPFI_08169
OG0001739	APOSC_04485	AMPFI_18533
OG0001740	APOSC_10598	AMPFI_08487
OG0001741	APOSC_02787, APOSC_04340, APOSC_25023	AMPFI_03493
OG0001742	APOSC_10513	AMPFI_22432
OG0001742	APOSC_08313	AMPFI_13350
OG0001743	APOSC_24356	AMPFI_21237
OG0001744	APOSC_15916	AMPFI_00412, AMPFI_19292
OG0001746	APOSC_21933	AMPFI_09609
OG0001747	APOSC_26846	AMPFI_21460, AMPFI_03962
OG0001749	APOSC_08196	AMPFI_19296
OG0001750	APOSC_05785	AMPFI_12484
OG0001751	APOSC_12376	AMPFI_24009
OG0001752	APOSC_04409, APOSC_04410	AMPFI_05645
OG0001755	APOSC_20267	AMPFI_19529
OG0001756	APOSC_02548	AMPFI_19308
OG0001756	APOSC_08277	AMPFI_09088
OG0001757	APOSC_19638, APOSC_19639, APOSC_19637	AMPFI_11105
OG0001758	APOSC_09164, APOSC_17525	AMPFI_03239
OG0001759	APOSC_12532	AMPFI_25203
OG0001759	APOSC_04639, APOSC_07765	AMPFI_11269
OG0001760	APOSC_18230, APOSC_18231, APOSC_26933	AMPFI_13517
OG0001767	APOSC_15692	AMPFI_26032
OG0001768	APOSC_09186	AMPFI_03119
OG0001768	APOSC_17892	AMPFI_14756, AMPFI_14757
OG0001769	APOSC_25926	AMPFI_17583
OG0001769	APOSC_03841	AMPFI_24487
OG0001770	APOSC_21836, APOSC_21835	AMPFI_16335
OG0001772	APOSC_23516, APOSC_23515	AMPFI_21430
OG0001773	APOSC_12206, APOSC_11482	AMPFI_25296
OG0001774	APOSC_14597	AMPFI_10680
OG0001775	APOSC_26681, APOSC_26577	AMPFI_09788
OG0001775	APOSC_26576	AMPFI_06264
OG0001776	APOSC_21500	AMPFI_14879
OG0001777	APOSC_22376	AMPFI_14080
OG0001777	APOSC_07051, APOSC_07050	AMPFI_10624
OG0001778	APOSC_15463, APOSC_15462	AMPFI_14017
OG0001779	APOSC_08281, APOSC_08280, APOSC_08282	AMPFI_12678
OG0001779	APOSC_22412	AMPFI_14359, AMPFI_04902, AMPFI_15956, AMPFI_09586
OG0001780	APOSC_18675	AMPFI_07742
OG0001781	APOSC_12405	AMPFI_23560
OG0001781	APOSC_25815	AMPFI_08314
OG0001782	APOSC_24182	AMPFI_24297
OG0001782	APOSC_15653	AMPFI_12965
OG0001783	APOSC_07401	AMPFI_01182
OG0001785	APOSC_05919	AMPFI_16195
OG0001785	APOSC_05920	AMPFI_02986
OG0001787	APOSC_00374	AMPFI_25681
OG0001788	APOSC_12912	AMPFI_09753
OG0001789	APOSC_28424, APOSC_28423	AMPFI_14245
OG0001790	APOSC_23138	AMPFI_23144, AMPFI_07074
OG0001792	APOSC_04470	AMPFI_02745
OG0001792	APOSC_10659	AMPFI_07829
OG0001793	APOSC_11265	AMPFI_08492
OG0001793	APOSC_12985	AMPFI_17091
OG0001794	APOSC_11754	AMPFI_09033
OG0001797	APOSC_08522	AMPFI_16217
OG0001797	APOSC_28716	AMPFI_16614
OG0001798	APOSC_22877	AMPFI_13433
OG0001798	APOSC_16632	AMPFI_09922
OG0001800	APOSC_07734	AMPFI_11453
OG0001801	APOSC_13558	AMPFI_12578
OG0001803	APOSC_06963, APOSC_23320	AMPFI_13781
OG0001804	APOSC_17841	AMPFI_10708
OG0001805	APOSC_14981	AMPFI_11465
OG0001806	APOSC_02173	AMPFI_11361
OG0001807	APOSC_17157, APOSC_17156	AMPFI_13156
OG0001808	APOSC_21460	AMPFI_01463
OG0001809	APOSC_18192	AMPFI_15697
OG0001810	APOSC_01275, APOSC_17059	AMPFI_19617
OG0001812	APOSC_02813, APOSC_20651, APOSC_20650, APOSC_17159, APOSC_17160, APOSC_08109	AMPFI_00507, AMPFI_00810
OG0001814	APOSC_06810	AMPFI_09086
OG0001816	APOSC_20034, APOSC_13559	AMPFI_15030
OG0001818	APOSC_28600, APOSC_28602, APOSC_18594	AMPFI_13689
OG0001819	APOSC_10403	AMPFI_01254
OG0001820	APOSC_05874	AMPFI_19349
OG0001822	APOSC_02285	AMPFI_12887
OG0001823	APOSC_21506	AMPFI_19202
OG0001824	APOSC_09554	AMPFI_19143
OG0001824	APOSC_14261	AMPFI_02433
OG0001825	APOSC_10436	AMPFI_16509
OG0001827	APOSC_01013	AMPFI_12500
OG0001828	APOSC_04726	AMPFI_14486
OG0001829	APOSC_07372	AMPFI_21635
OG0001830	APOSC_05587	AMPFI_00628
OG0001831	APOSC_23596	AMPFI_24544
OG0001832	APOSC_14000	AMPFI_01169
OG0001834	APOSC_01951	AMPFI_07413
OG0001846	APOSC_12218	AMPFI_05493
OG0001847	APOSC_12016, APOSC_10224, APOSC_10225	AMPFI_10465
OG0001848	APOSC_13758	AMPFI_19061
OG0001848	APOSC_27924	AMPFI_12829
OG0001849	APOSC_12413, APOSC_12414	AMPFI_09620
OG0001849	APOSC_13748	AMPFI_25919
OG0001849	APOSC_14428, APOSC_18179	AMPFI_01435
OG0001850	APOSC_24800	AMPFI_19567, AMPFI_02254
OG0001850	APOSC_00640	AMPFI_21066
OG0001851	APOSC_16345, APOSC_26158, APOSC_16346, APOSC_26159, APOSC_18047	AMPFI_25094
OG0001852	APOSC_08845	AMPFI_09915
OG0001853	APOSC_26386	AMPFI_25436
OG0001854	APOSC_13434, APOSC_13433	AMPFI_01259, AMPFI_13023, AMPFI_18179
OG0001855	APOSC_20103	AMPFI_09460
OG0001856	APOSC_27477, APOSC_27475, APOSC_27474, APOSC_27476, APOSC_27473	AMPFI_19562
OG0001857	APOSC_18896	AMPFI_05151
OG0001858	APOSC_14841	AMPFI_25738
OG0001859	APOSC_24401	AMPFI_00003
OG0001860	APOSC_14509	AMPFI_06272
OG0001861	APOSC_06627	AMPFI_05546
OG0001862	APOSC_00024	AMPFI_00240
OG0001863	APOSC_26636	AMPFI_08387
OG0001864	APOSC_12878, APOSC_12877	AMPFI_00388
OG0001865	APOSC_27858	AMPFI_08697
OG0001866	APOSC_28306	AMPFI_13351
OG0001867	APOSC_02450	AMPFI_05628
OG0001868	APOSC_04463, APOSC_03093, APOSC_05913, APOSC_19421, APOSC_10355	AMPFI_14717
OG0001869	APOSC_08608	AMPFI_03173
OG0001869	APOSC_08609	AMPFI_10638
OG0001870	APOSC_28584, APOSC_28583	AMPFI_13982
OG0001872	APOSC_25675	AMPFI_19147, AMPFI_00865
OG0001873	APOSC_24589, APOSC_02615, APOSC_02614	AMPFI_03890
OG0001874	APOSC_27397	AMPFI_11538
OG0001875	APOSC_28674	AMPFI_04167
OG0001875	APOSC_02272	AMPFI_06025
OG0001876	APOSC_01394	AMPFI_19823, AMPFI_19536, AMPFI_16540
OG0001878	APOSC_07100	AMPFI_00022
OG0001879	APOSC_04307	AMPFI_09991
OG0001879	APOSC_23988	AMPFI_07049
OG0001881	APOSC_14037	AMPFI_23664
OG0001882	APOSC_05527, APOSC_20571	AMPFI_16163
OG0001883	APOSC_24533	AMPFI_12080, AMPFI_12079
OG0001884	APOSC_19753	AMPFI_08790
OG0001885	APOSC_25133	AMPFI_19913, AMPFI_03988
OG0001885	APOSC_11263	AMPFI_01777, AMPFI_16305, AMPFI_09142
OG0001886	APOSC_24954	AMPFI_21596
OG0001888	APOSC_16509, APOSC_16510	AMPFI_06802
OG0001889	APOSC_07984, APOSC_23028	AMPFI_19857
OG0001890	APOSC_08626	AMPFI_12534
OG0001893	APOSC_28513, APOSC_28512	AMPFI_19478
OG0001894	APOSC_00243, APOSC_00244	AMPFI_23829
OG0001895	APOSC_15357	AMPFI_06234
OG0001896	APOSC_29153, APOSC_29152, APOSC_29154	AMPFI_00391
OG0001897	APOSC_27280, APOSC_27281, APOSC_27279	AMPFI_11385
OG0001898	APOSC_22780	AMPFI_19357, AMPFI_23331
OG0001899	APOSC_20089	AMPFI_14699
OG0001900	APOSC_23428	AMPFI_14979, AMPFI_14680
OG0001900	APOSC_09065, APOSC_09064, APOSC_09066	AMPFI_06753
OG0001901	APOSC_00351	AMPFI_16364
OG0001903	APOSC_14862	AMPFI_22480
OG0001913	APOSC_27752, APOSC_27753, APOSC_27754	AMPFI_20028
OG0001914	APOSC_20774	AMPFI_16420
OG0001914	APOSC_13874	AMPFI_23834
OG0001915	APOSC_20247, APOSC_07947	AMPFI_24256
OG0001916	APOSC_23888	AMPFI_05143
OG0001916	APOSC_24601	AMPFI_00220
OG0001917	APOSC_15433	AMPFI_25940
OG0001918	APOSC_27914	AMPFI_18720
OG0001918	APOSC_18647	AMPFI_24620
OG0001919	APOSC_00551	AMPFI_00805, AMPFI_03044
OG0001919	APOSC_05472	AMPFI_20817
OG0001922	APOSC_14114	AMPFI_02397, AMPFI_20909
OG0001923	APOSC_09651	AMPFI_05606
OG0001924	APOSC_26510, APOSC_12620, APOSC_11607	AMPFI_12225
OG0001925	APOSC_14990	AMPFI_16226
OG0001926	APOSC_03347	AMPFI_12255
OG0001927	APOSC_05723, APOSC_05724	AMPFI_08028
OG0001929	APOSC_19982	AMPFI_03571
OG0001930	APOSC_03335	AMPFI_11064
OG0001931	APOSC_26375	AMPFI_04459, AMPFI_22434, AMPFI_19930
OG0001932	APOSC_17044, APOSC_21184	AMPFI_22509
OG0001933	APOSC_06683	AMPFI_06742
OG0001934	APOSC_08263	AMPFI_10308
OG0001935	APOSC_26841	AMPFI_16321
OG0001935	APOSC_11624	AMPFI_05252
OG0001936	APOSC_02394	AMPFI_09706
OG0001936	APOSC_17166	AMPFI_20180
OG0001937	APOSC_00483	AMPFI_25708
OG0001939	APOSC_04076, APOSC_15167	AMPFI_25514
OG0001940	APOSC_14288, APOSC_14537, APOSC_10863, APOSC_14287	AMPFI_23874
OG0001941	APOSC_09255	AMPFI_02719
OG0001943	APOSC_02483	AMPFI_17954
OG0001944	APOSC_27600, APOSC_27602, APOSC_27601	AMPFI_11227
OG0001945	APOSC_02753	AMPFI_00770
OG0001946	APOSC_00484	AMPFI_08294
OG0001947	APOSC_08756, APOSC_08755	AMPFI_19758
OG0001948	APOSC_15727, APOSC_25491	AMPFI_02982
OG0001949	APOSC_01974, APOSC_01975	AMPFI_14432
OG0001950	APOSC_16167	AMPFI_03608
OG0001951	APOSC_14703	AMPFI_06568
OG0001952	APOSC_03402	AMPFI_12492
OG0001953	APOSC_21413	AMPFI_16409
OG0001954	APOSC_13097	AMPFI_13272
OG0001956	APOSC_19003	AMPFI_14451, AMPFI_17056
OG0001957	APOSC_20113	AMPFI_20892
OG0001958	APOSC_19898	AMPFI_00496
OG0001959	APOSC_08518	AMPFI_24539, AMPFI_19948
OG0001960	APOSC_28220, APOSC_18062	AMPFI_16239
OG0001961	APOSC_07087, APOSC_07086	AMPFI_18694
OG0001963	APOSC_19972	AMPFI_06610
OG0001964	APOSC_19437	AMPFI_15416
OG0001965	APOSC_21927	AMPFI_25846
OG0001966	APOSC_00471, APOSC_23471	AMPFI_23585, AMPFI_04379
OG0001967	APOSC_03230	AMPFI_04619
OG0001968	APOSC_15282	AMPFI_03626
OG0001968	APOSC_28315	AMPFI_02828
OG0001969	APOSC_03017, APOSC_04453	AMPFI_20288
OG0001970	APOSC_22207	AMPFI_00602
OG0001971	APOSC_11315	AMPFI_13714
OG0001972	APOSC_24260, APOSC_24259, APOSC_24261, APOSC_24262	AMPFI_15172
OG0001973	APOSC_09498, APOSC_28532, APOSC_09497	AMPFI_13950
OG0001974	APOSC_06743, APOSC_06742, APOSC_06745	AMPFI_21573
OG0001975	APOSC_16242	AMPFI_25631
OG0001985	APOSC_05664	AMPFI_00548
OG0001987	APOSC_11764	AMPFI_15909
OG0001988	APOSC_25583, APOSC_25582	AMPFI_17891
OG0001989	APOSC_18146, APOSC_17367	AMPFI_13109
OG0001990	APOSC_12071	AMPFI_22626, AMPFI_02181
