Orthogroup	APOSC_ok	CAEEL
OG0001253	APOSC_11036	CAEEL10888, CAEEL10887
OG0001254	APOSC_13372	CAEEL00935
OG0001256	APOSC_14777, APOSC_14776	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001262	APOSC_09805, APOSC_09807, APOSC_09806, APOSC_09804, APOSC_24190	CAEEL15249, CAEEL20627
OG0001266	APOSC_19801, APOSC_19802	CAEEL20839, CAEEL20838
OG0001266	APOSC_00128, APOSC_00129	CAEEL07143
OG0001267	APOSC_02561	CAEEL14111
OG0001268	APOSC_21922, APOSC_07653	CAEEL11342
OG0001270	APOSC_07392, APOSC_26062	CAEEL01959
OG0001271	APOSC_28116	CAEEL08717, CAEEL00634
OG0001272	APOSC_02691, APOSC_10352, APOSC_17558	CAEEL07720, CAEEL09293
OG0001274	APOSC_21306, APOSC_21305	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	APOSC_09194	CAEEL20013
OG0001278	APOSC_22330	CAEEL10735
OG0001279	APOSC_10702, APOSC_10701	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	APOSC_27519, APOSC_27518	CAEEL00726
OG0001281	APOSC_05353	CAEEL05459
OG0001282	APOSC_02603, APOSC_02605	CAEEL04296
OG0001284	APOSC_07511	CAEEL08223
OG0001284	APOSC_23659	CAEEL01272
OG0001285	APOSC_22604, APOSC_22605	CAEEL06501
OG0001286	APOSC_05067	CAEEL20246
OG0001287	APOSC_06831	CAEEL16475
OG0001288	APOSC_05127	CAEEL18355
OG0001289	APOSC_26710, APOSC_18302	CAEEL10515
OG0001290	APOSC_26089	CAEEL12279
OG0001291	APOSC_25701	CAEEL11483
OG0001292	APOSC_09434, APOSC_09433	CAEEL07942
OG0001293	APOSC_02639	CAEEL07048
OG0001294	APOSC_15979, APOSC_15980, APOSC_15981	CAEEL15893
OG0001296	APOSC_21716	CAEEL00003, CAEEL14758
OG0001300	APOSC_24410	CAEEL09562
OG0001302	APOSC_13642	CAEEL01736
OG0001302	APOSC_27436	CAEEL12633
OG0001304	APOSC_15954, APOSC_15955	CAEEL00728
OG0001305	APOSC_04550	CAEEL19700
OG0001306	APOSC_25565	CAEEL05042
OG0001306	APOSC_16313	CAEEL06741
OG0001310	APOSC_08777, APOSC_16039	CAEEL16286
OG0001311	APOSC_06535, APOSC_06536	CAEEL07271, CAEEL18160
OG0001315	APOSC_18374, APOSC_17332, APOSC_10891, APOSC_19465, APOSC_23156, APOSC_08359, APOSC_08360, APOSC_13377, APOSC_11677, APOSC_04724, APOSC_21291	CAEEL20540
OG0001318	APOSC_20047	CAEEL06153
OG0001318	APOSC_08207	CAEEL02686
OG0001319	APOSC_07704	CAEEL15967
OG0001320	APOSC_12164	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001323	APOSC_20876	CAEEL15888
OG0001325	APOSC_01729	CAEEL12980
OG0001326	APOSC_23911	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	APOSC_16461	CAEEL12070
OG0001329	APOSC_28234	CAEEL03625, CAEEL07934
OG0001330	APOSC_03934, APOSC_03936, APOSC_03935	CAEEL07772
OG0001333	APOSC_19820, APOSC_18829	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001335	APOSC_04738	CAEEL01950
OG0001337	APOSC_06896	CAEEL08858
OG0001341	APOSC_25206	CAEEL12273
OG0001344	APOSC_01831	CAEEL12166
OG0001348	APOSC_29006, APOSC_29007, APOSC_29008	CAEEL20290
OG0001350	APOSC_01928, APOSC_01807, APOSC_12828, APOSC_28227	CAEEL05555
OG0001351	APOSC_12255, APOSC_12254	CAEEL20071, CAEEL20072
OG0001353	APOSC_25721	CAEEL07231
OG0001354	APOSC_27231	CAEEL18385
OG0001355	APOSC_12249	CAEEL19633
OG0001356	APOSC_18143	CAEEL10619
OG0001357	APOSC_06611	CAEEL15128
OG0001360	APOSC_03141, APOSC_03140	CAEEL17002, CAEEL19681, CAEEL19680
OG0001363	APOSC_13047, APOSC_04146, APOSC_25033	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	APOSC_01652	CAEEL16269
OG0001366	APOSC_16257, APOSC_27251	CAEEL07140
OG0001367	APOSC_02909	CAEEL16176
OG0001368	APOSC_19224	CAEEL15247
OG0001369	APOSC_00594, APOSC_00593	CAEEL05836
OG0001370	APOSC_20803, APOSC_20802, APOSC_05081	CAEEL19838
OG0001370	APOSC_27098, APOSC_10358, APOSC_27099	CAEEL11201
OG0001372	APOSC_13607	CAEEL04824, CAEEL16917
OG0001372	APOSC_07222	CAEEL01785
OG0001373	APOSC_10593	CAEEL18831
OG0001374	APOSC_13404	CAEEL02048
OG0001375	APOSC_01077	CAEEL01718
OG0001376	APOSC_00252	CAEEL18806
OG0001378	APOSC_25235	CAEEL01898
OG0001379	APOSC_16176	CAEEL20800, CAEEL08440
OG0001380	APOSC_08860, APOSC_27915	CAEEL07027
OG0001381	APOSC_12542, APOSC_12541, APOSC_12540, APOSC_12539	CAEEL01510
OG0001383	APOSC_03991	CAEEL18479
OG0001388	APOSC_08589	CAEEL06695
OG0001389	APOSC_23942	CAEEL06582
OG0001394	APOSC_06779, APOSC_06780	CAEEL16146
OG0001395	APOSC_17993	CAEEL01604
OG0001397	APOSC_16804	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	APOSC_15929	CAEEL19290
OG0001398	APOSC_28642	CAEEL14339
OG0001399	APOSC_04275, APOSC_15359	CAEEL00972
OG0001402	APOSC_08403, APOSC_08404	CAEEL04844, CAEEL04850
OG0001404	APOSC_08601	CAEEL15778
OG0001405	APOSC_27750	CAEEL00987
OG0001405	APOSC_16445	CAEEL02297
OG0001408	APOSC_19450, APOSC_19451	CAEEL19513
OG0001409	APOSC_14068, APOSC_14069	CAEEL02567
OG0001410	APOSC_18435	CAEEL16277
OG0001411	APOSC_10503, APOSC_27904	CAEEL07405
OG0001413	APOSC_20512	CAEEL08368
OG0001413	APOSC_06316	CAEEL04716
OG0001414	APOSC_07127, APOSC_08515	CAEEL13823
OG0001417	APOSC_06594	CAEEL02921
OG0001418	APOSC_27061	CAEEL11722
OG0001421	APOSC_15996	CAEEL14241
OG0001422	APOSC_14929	CAEEL06778
OG0001423	APOSC_06986, APOSC_06987	CAEEL18493
OG0001424	APOSC_09916	CAEEL12121
OG0001424	APOSC_21376	CAEEL10850
OG0001425	APOSC_26741, APOSC_26740	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	APOSC_20670, APOSC_20669	CAEEL06005, CAEEL06004
OG0001427	APOSC_07659	CAEEL17428, CAEEL17430
OG0001428	APOSC_06360, APOSC_19650, APOSC_18933, APOSC_19652, APOSC_19651	CAEEL05279
OG0001429	APOSC_27009, APOSC_22153	CAEEL04279
OG0001430	APOSC_10425	CAEEL14236
OG0001431	APOSC_03549, APOSC_03550	CAEEL01932, CAEEL07478
OG0001432	APOSC_10777	CAEEL18746
OG0001433	APOSC_21534, APOSC_21533	CAEEL01226
OG0001437	APOSC_06789	CAEEL01346, CAEEL01345
OG0001439	APOSC_11256	CAEEL19443
OG0001440	APOSC_20481	CAEEL02919
OG0001445	APOSC_01766	CAEEL10043, CAEEL10044
OG0001446	APOSC_00923, APOSC_00922, APOSC_10170, APOSC_16223, APOSC_07679	CAEEL19040, CAEEL19039
OG0001449	APOSC_12099	CAEEL05216
OG0001452	APOSC_06149	CAEEL02837
OG0001455	APOSC_20486	CAEEL04493
OG0001459	APOSC_03007, APOSC_19515, APOSC_11819	CAEEL20135, CAEEL17975
OG0001460	APOSC_17898	CAEEL11040, CAEEL11027
OG0001461	APOSC_22593, APOSC_22594	CAEEL09368
OG0001462	APOSC_19567	CAEEL14714
OG0001462	APOSC_13848	CAEEL03309
OG0001464	APOSC_00690	CAEEL07180
OG0001465	APOSC_28148, APOSC_09134	CAEEL06490
OG0001466	APOSC_10971, APOSC_14104	CAEEL00165
OG0001468	APOSC_26571	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	APOSC_21558	CAEEL06147
OG0001469	APOSC_12521	CAEEL06502
OG0001472	APOSC_03478	CAEEL07491
OG0001472	APOSC_26882	CAEEL02663
OG0001473	APOSC_25378, APOSC_24554	CAEEL15728, CAEEL16017
OG0001474	APOSC_28339	CAEEL07328
OG0001475	APOSC_19285, APOSC_00671	CAEEL04851, CAEEL05298
OG0001476	APOSC_20045	CAEEL00667
OG0001478	APOSC_12978, APOSC_11937	CAEEL11433
OG0001479	APOSC_29168	CAEEL19245
OG0001480	APOSC_05352	CAEEL01047
OG0001482	APOSC_19050	CAEEL08859
OG0001484	APOSC_25021, APOSC_13556	CAEEL01076, CAEEL01075
OG0001485	APOSC_23085, APOSC_23084, APOSC_23083	CAEEL01187
OG0001486	APOSC_27432	CAEEL06199
OG0001489	APOSC_17497, APOSC_17496	CAEEL05101
OG0001490	APOSC_22165	CAEEL16486
OG0001492	APOSC_14714	CAEEL08792
OG0001500	APOSC_10163, APOSC_10164	CAEEL11009
OG0001501	APOSC_12105	CAEEL00103
OG0001503	APOSC_07503	CAEEL04111
OG0001503	APOSC_29093	CAEEL08520
OG0001504	APOSC_05548	CAEEL05392
OG0001505	APOSC_22405, APOSC_28266, APOSC_14626, APOSC_02151, APOSC_07032, APOSC_21083, APOSC_06533	CAEEL05185, CAEEL08607
OG0001506	APOSC_17974, APOSC_17975, APOSC_17976	CAEEL04371
OG0001508	APOSC_21339, APOSC_21338	CAEEL19670
OG0001510	APOSC_12053, APOSC_12055	CAEEL19165
OG0001512	APOSC_13901	CAEEL01283
OG0001514	APOSC_20210	CAEEL18917
OG0001515	APOSC_23285	CAEEL07598
OG0001516	APOSC_04613, APOSC_04614	CAEEL05831
OG0001517	APOSC_10273	CAEEL20700
OG0001522	APOSC_05577, APOSC_16037	CAEEL01881
OG0001523	APOSC_03544, APOSC_08741	CAEEL20306
OG0001524	APOSC_18631	CAEEL18987, CAEEL00715
OG0001525	APOSC_11644	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	APOSC_21222, APOSC_12286	CAEEL19873
OG0001527	APOSC_26650	CAEEL08026
OG0001527	APOSC_04022	CAEEL02029
OG0001528	APOSC_14510	CAEEL20795
OG0001529	APOSC_17321, APOSC_03920	CAEEL01822, CAEEL20748, CAEEL06896
OG0001530	APOSC_25625	CAEEL11993
OG0001531	APOSC_14320	CAEEL08503
OG0001532	APOSC_13448	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	APOSC_28817, APOSC_28816	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	APOSC_15383	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	APOSC_23666, APOSC_28290, APOSC_04002, APOSC_24317	CAEEL15530
OG0001538	APOSC_00066	CAEEL14286
OG0001551	APOSC_25143	CAEEL13359
OG0001553	APOSC_17818, APOSC_17817, APOSC_17816	CAEEL10745
OG0001554	APOSC_12359	CAEEL00812
OG0001555	APOSC_16440, APOSC_01345, APOSC_17506	CAEEL17420, CAEEL04181
OG0001557	APOSC_10213	CAEEL09005
OG0001557	APOSC_21247	CAEEL09508
OG0001558	APOSC_12692	CAEEL05103, CAEEL08374
OG0001559	APOSC_06915	CAEEL16062
OG0001560	APOSC_19389	CAEEL01011
OG0001561	APOSC_03964	CAEEL11007
OG0001566	APOSC_18245	CAEEL17613
OG0001567	APOSC_14453	CAEEL04524
OG0001568	APOSC_28643	CAEEL15339
OG0001570	APOSC_29138	CAEEL11034
OG0001571	APOSC_08835	CAEEL18118
OG0001572	APOSC_16015, APOSC_16016	CAEEL00311
OG0001575	APOSC_20344	CAEEL09642
OG0001576	APOSC_19353, APOSC_19354	CAEEL00120
OG0001578	APOSC_25871	CAEEL10814, CAEEL18928
OG0001580	APOSC_04582, APOSC_04583	CAEEL02579
OG0001581	APOSC_12012	CAEEL09430, CAEEL13347, CAEEL16915
OG0001582	APOSC_09174	CAEEL07031, CAEEL00211
OG0001583	APOSC_05042, APOSC_05043, APOSC_05041	CAEEL19802
OG0001589	APOSC_14644	CAEEL18417
OG0001590	APOSC_05334, APOSC_06008, APOSC_06664	CAEEL15262, CAEEL15263
OG0001593	APOSC_01201, APOSC_17370	CAEEL02963, CAEEL13946
OG0001594	APOSC_14190, APOSC_13045	CAEEL08545
OG0001594	APOSC_20977	CAEEL04807, CAEEL04125
OG0001597	APOSC_09081	CAEEL10283
OG0001599	APOSC_03974	CAEEL20479
OG0001602	APOSC_07763, APOSC_07762	CAEEL18101
OG0001604	APOSC_20538, APOSC_08984	CAEEL04879
OG0001606	APOSC_09729	CAEEL14239
OG0001606	APOSC_24157	CAEEL15795
OG0001608	APOSC_05915, APOSC_24452	CAEEL02190, CAEEL02191
OG0001609	APOSC_15382	CAEEL19774
OG0001609	APOSC_18863	CAEEL10790
OG0001610	APOSC_11669, APOSC_11668, APOSC_17468	CAEEL02035, CAEEL20252
OG0001611	APOSC_16863	CAEEL15699
OG0001614	APOSC_25539	CAEEL01012
OG0001615	APOSC_22981, APOSC_22982	CAEEL04670
OG0001620	APOSC_25992	CAEEL18514, CAEEL18862
OG0001621	APOSC_06290, APOSC_06292, APOSC_06291	CAEEL08615
OG0001627	APOSC_09790, APOSC_14367	CAEEL00684
OG0001628	APOSC_13343, APOSC_17522	CAEEL00193
OG0001629	APOSC_27623	CAEEL19941
OG0001630	APOSC_00299	CAEEL05563
OG0001635	APOSC_00598	CAEEL08024
OG0001638	APOSC_28340	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	APOSC_08604, APOSC_08605	CAEEL10788
OG0001641	APOSC_16997	CAEEL00743
OG0001642	APOSC_01391, APOSC_01390	CAEEL15818
OG0001643	APOSC_19563	CAEEL19599
OG0001651	APOSC_18928, APOSC_18929	CAEEL10611
OG0001652	APOSC_23882, APOSC_23883, APOSC_28560	CAEEL15806
OG0001653	APOSC_25182, APOSC_08056, APOSC_08321	CAEEL03026
OG0001654	APOSC_10444, APOSC_10443, APOSC_10445, APOSC_10446, APOSC_10447	CAEEL20359, CAEEL20360
OG0001655	APOSC_19955	CAEEL05314
OG0001656	APOSC_15673	CAEEL07456
OG0001657	APOSC_20037	CAEEL08928, CAEEL08927
OG0001661	APOSC_05078	CAEEL14147
OG0001663	APOSC_14512, APOSC_14513, APOSC_19966, APOSC_00664	CAEEL10899, CAEEL10898
OG0001665	APOSC_03053, APOSC_26736	CAEEL07716
OG0001666	APOSC_19309, APOSC_18453, APOSC_20901	CAEEL07781
OG0001668	APOSC_25820	CAEEL00277
OG0001671	APOSC_08987, APOSC_20652	CAEEL19781
OG0001672	APOSC_09103, APOSC_09104	CAEEL08375
OG0001673	APOSC_21746	CAEEL17134, CAEEL17133
OG0001675	APOSC_15911, APOSC_00269, APOSC_15910	CAEEL00808
OG0001676	APOSC_18551	CAEEL01617
OG0001677	APOSC_19672, APOSC_08955, APOSC_00896, APOSC_10740, APOSC_06257	CAEEL07860
OG0001679	APOSC_20310, APOSC_22953, APOSC_12720, APOSC_11611, APOSC_27365, APOSC_06847	CAEEL18912
OG0001680	APOSC_05052	CAEEL15664
OG0001683	APOSC_24984	CAEEL00875
OG0001684	APOSC_05984, APOSC_05985	CAEEL08513, CAEEL19560
OG0001685	APOSC_17276, APOSC_03873	CAEEL06629, CAEEL19461
OG0001688	APOSC_10916	CAEEL06653
OG0001690	APOSC_11666, APOSC_21256	CAEEL02923
OG0001691	APOSC_09746, APOSC_09745, APOSC_09749, APOSC_09748	CAEEL09136, CAEEL09137
OG0001706	APOSC_11809, APOSC_11808	CAEEL00824
OG0001707	APOSC_26684	CAEEL18144, CAEEL17802
OG0001709	APOSC_04296, APOSC_04297, APOSC_04295, APOSC_19317	CAEEL07646, CAEEL07650
OG0001710	APOSC_13811	CAEEL11053
OG0001711	APOSC_08529	CAEEL15052
OG0001713	APOSC_19043	CAEEL04261
OG0001713	APOSC_26360	CAEEL02704
OG0001714	APOSC_05609	CAEEL12772
OG0001714	APOSC_27772	CAEEL15825
OG0001718	APOSC_01586, APOSC_06428	CAEEL12769
OG0001720	APOSC_02735	CAEEL07819
OG0001721	APOSC_23771	CAEEL10104, CAEEL11043
OG0001723	APOSC_21374	CAEEL19731
OG0001724	APOSC_17946	CAEEL00188, CAEEL09412
OG0001726	APOSC_03226	CAEEL15546
OG0001727	APOSC_18118	CAEEL15354
OG0001728	APOSC_21719	CAEEL20444
OG0001730	APOSC_18068, APOSC_18069	CAEEL04519
OG0001732	APOSC_07953	CAEEL05337
OG0001733	APOSC_23430, APOSC_24440, APOSC_23429	CAEEL11586
OG0001734	APOSC_04069	CAEEL11289
OG0001735	APOSC_28608	CAEEL08598
OG0001736	APOSC_19300	CAEEL20331
OG0001736	APOSC_23753	CAEEL15724, CAEEL15493
OG0001738	APOSC_01320	CAEEL09745, CAEEL09746
OG0001739	APOSC_04485	CAEEL10953
OG0001743	APOSC_24356	CAEEL18830
OG0001744	APOSC_15916	CAEEL18540
OG0001746	APOSC_21933	CAEEL09374
OG0001747	APOSC_26846	CAEEL13414, CAEEL14611, CAEEL15557
OG0001748	APOSC_01934	CAEEL12231, CAEEL12232
OG0001749	APOSC_08196	CAEEL07118
OG0001750	APOSC_05785	CAEEL08294
OG0001754	APOSC_02170	CAEEL06405
OG0001755	APOSC_20267	CAEEL12716
OG0001755	APOSC_01191	CAEEL16403
OG0001756	APOSC_02548, APOSC_08277	CAEEL02757
OG0001769	APOSC_25926	CAEEL12367
OG0001770	APOSC_21836, APOSC_21835	CAEEL12180
OG0001774	APOSC_20306	CAEEL20358
OG0001774	APOSC_14597	CAEEL07377, CAEEL01266
OG0001775	APOSC_26681, APOSC_26577	CAEEL01757
OG0001776	APOSC_21500	CAEEL20827
OG0001777	APOSC_22376	CAEEL07037
OG0001780	APOSC_18675	CAEEL12979
OG0001781	APOSC_12405	CAEEL04378
OG0001781	APOSC_25815	CAEEL06468
OG0001782	APOSC_15653	CAEEL11605
OG0001783	APOSC_07401	CAEEL18807
OG0001785	APOSC_05919, APOSC_05920	CAEEL10450, CAEEL07502
OG0001786	APOSC_22789	CAEEL18388
OG0001787	APOSC_00374	CAEEL07669
OG0001790	APOSC_02096	CAEEL19999
OG0001792	APOSC_10659	CAEEL00159
OG0001793	APOSC_11265	CAEEL07806
OG0001797	APOSC_08522, APOSC_28716	CAEEL19521, CAEEL11913, CAEEL20460
OG0001798	APOSC_22877	CAEEL02504
OG0001799	APOSC_18784	CAEEL07172
OG0001800	APOSC_07734	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	APOSC_14981	CAEEL10422, CAEEL19401
OG0001809	APOSC_18192	CAEEL18133
OG0001810	APOSC_01275, APOSC_17059	CAEEL00534
OG0001811	APOSC_12495, APOSC_02839, APOSC_24756, APOSC_19380	CAEEL12329
OG0001815	APOSC_09860	CAEEL15383
OG0001816	APOSC_13560, APOSC_20034, APOSC_13559	CAEEL05710
OG0001818	APOSC_28601, APOSC_28600, APOSC_28602, APOSC_18594	CAEEL16460
OG0001819	APOSC_10403	CAEEL08110
OG0001820	APOSC_05874	CAEEL00161
OG0001821	APOSC_23412, APOSC_15833, APOSC_06619, APOSC_05524	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600
OG0001822	APOSC_18765, APOSC_02285	CAEEL14275, CAEEL14276
OG0001823	APOSC_21506	CAEEL18465
OG0001824	APOSC_09554, APOSC_14261	CAEEL20525
OG0001825	APOSC_10436	CAEEL00895
OG0001826	APOSC_12940	CAEEL08005, CAEEL18927
OG0001827	APOSC_01013	CAEEL12511
OG0001830	APOSC_05587	CAEEL00742
OG0001831	APOSC_23596	CAEEL10161, CAEEL19257
OG0001832	APOSC_14000	CAEEL05995
OG0001834	APOSC_01951	CAEEL08270
OG0001846	APOSC_12218	CAEEL02581, CAEEL02580
OG0001849	APOSC_12413, APOSC_12414	CAEEL04779
OG0001849	APOSC_13748, APOSC_14428, APOSC_18179	CAEEL07132
OG0001850	APOSC_24800, APOSC_00640	CAEEL04901
OG0001852	APOSC_08845	CAEEL10571
OG0001853	APOSC_26386, APOSC_12727	CAEEL00334, CAEEL01622
OG0001857	APOSC_18896	CAEEL04635
OG0001860	APOSC_14509	CAEEL19534
OG0001862	APOSC_00024	CAEEL07094
OG0001864	APOSC_12878, APOSC_12877	CAEEL00359
OG0001866	APOSC_28307	CAEEL12131
OG0001867	APOSC_02450	CAEEL18932
OG0001869	APOSC_08608	CAEEL04506
OG0001870	APOSC_28584, APOSC_28583	CAEEL18619
OG0001872	APOSC_25675	CAEEL20718
OG0001873	APOSC_24589, APOSC_02615, APOSC_02614	CAEEL14280, CAEEL14281, CAEEL15718
OG0001874	APOSC_27397	CAEEL00933
OG0001875	APOSC_02272	CAEEL09917
OG0001876	APOSC_01394	CAEEL11614
OG0001878	APOSC_07100	CAEEL07138
OG0001879	APOSC_04307	CAEEL07021, CAEEL20524, CAEEL09154
OG0001881	APOSC_22033, APOSC_14037	CAEEL18890
OG0001883	APOSC_24533	CAEEL19810
OG0001884	APOSC_19753	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922
OG0001886	APOSC_24954	CAEEL20566, CAEEL20351
OG0001887	APOSC_12244	CAEEL05740
OG0001888	APOSC_16509, APOSC_16510	CAEEL18672, CAEEL11639
OG0001890	APOSC_08626	CAEEL18655
OG0001895	APOSC_15357	CAEEL00352, CAEEL16104
OG0001897	APOSC_27280, APOSC_27281, APOSC_27279	CAEEL00130
OG0001898	APOSC_22780	CAEEL15099
OG0001899	APOSC_20088, APOSC_20089	CAEEL14131
OG0001900	APOSC_23428, APOSC_09065, APOSC_09064, APOSC_09066	CAEEL16160
OG0001901	APOSC_00350	CAEEL08532, CAEEL08531
OG0001903	APOSC_14862, APOSC_01387	CAEEL12995
OG0001913	APOSC_27752, APOSC_27753, APOSC_27754	CAEEL00139
OG0001914	APOSC_20774	CAEEL15938
OG0001915	APOSC_20247, APOSC_07947	CAEEL10189
OG0001916	APOSC_23888	CAEEL14482
OG0001916	APOSC_24601	CAEEL07131
OG0001917	APOSC_15433	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321
OG0001918	APOSC_27914, APOSC_18647	CAEEL07844
OG0001919	APOSC_05472	CAEEL18092
OG0001923	APOSC_09651	CAEEL00866, CAEEL02499
OG0001926	APOSC_03347	CAEEL05295
OG0001928	APOSC_07496, APOSC_05354	CAEEL19148
OG0001930	APOSC_03335	CAEEL01812
OG0001932	APOSC_17044, APOSC_21184	CAEEL18548, CAEEL17132
OG0001932	APOSC_21185	CAEEL20531
OG0001934	APOSC_08263	CAEEL04980, CAEEL04981
OG0001935	APOSC_26841, APOSC_26842	CAEEL01455
OG0001939	APOSC_04076, APOSC_15167	CAEEL05317
OG0001940	APOSC_10905, APOSC_14288, APOSC_14537, APOSC_10863, APOSC_14287	CAEEL08846
OG0001945	APOSC_02753	CAEEL05071
OG0001946	APOSC_00484	CAEEL11023
OG0001947	APOSC_08756, APOSC_08755	CAEEL20697
OG0001948	APOSC_15727, APOSC_25491	CAEEL15692
OG0001949	APOSC_01974, APOSC_01975	CAEEL19721
OG0001950	APOSC_16167, APOSC_01274	CAEEL05818
OG0001951	APOSC_14703	CAEEL08644, CAEEL02798
OG0001952	APOSC_03402, APOSC_22985	CAEEL00959
OG0001953	APOSC_21413	CAEEL01457
OG0001958	APOSC_19898	CAEEL19146
OG0001961	APOSC_07087, APOSC_07086	CAEEL11703
OG0001962	APOSC_22007, APOSC_22008, APOSC_22006, APOSC_22009	CAEEL07745
OG0001963	APOSC_19972	CAEEL09651
OG0001964	APOSC_19437	CAEEL12015, CAEEL18880
OG0001965	APOSC_21927	CAEEL15340
OG0001966	APOSC_00471, APOSC_23471	CAEEL15352, CAEEL06723
OG0001968	APOSC_28315	CAEEL10639
OG0001969	APOSC_03017, APOSC_04453	CAEEL09244, CAEEL09472, CAEEL00361
OG0001971	APOSC_11314, APOSC_11315	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583
OG0001974	APOSC_06743, APOSC_06742, APOSC_06745	CAEEL10261
OG0001985	APOSC_05664	CAEEL08373, CAEEL02584, CAEEL02585
OG0001987	APOSC_11764	CAEEL06766
OG0001988	APOSC_25583, APOSC_25582	CAEEL02095
OG0001989	APOSC_18146, APOSC_17367	CAEEL20436
OG0001990	APOSC_12071	CAEEL18486
OG0001991	APOSC_01955	CAEEL08725
OG0001992	APOSC_16707	CAEEL00543
OG0001993	APOSC_17479	CAEEL15736
OG0001994	APOSC_27175, APOSC_00668, APOSC_00667	CAEEL19344, CAEEL02372
OG0001996	APOSC_13678	CAEEL07117
OG0001998	APOSC_15820	CAEEL08296
OG0001999	APOSC_11828	CAEEL06715
OG0002000	APOSC_03132, APOSC_22658	CAEEL08459
OG0002001	APOSC_06835, APOSC_29087	CAEEL07856
OG0002002	APOSC_04345, APOSC_07713, APOSC_03877	CAEEL05495, CAEEL09310, CAEEL01852
OG0002003	APOSC_24019	CAEEL18663
OG0002004	APOSC_10529	CAEEL08821, CAEEL14586, CAEEL09383, CAEEL11550
OG0002005	APOSC_01986	CAEEL10504
OG0002006	APOSC_27992, APOSC_20625	CAEEL16051, CAEEL18232
OG0002008	APOSC_03844, APOSC_03845	CAEEL11706
OG0002009	APOSC_02037, APOSC_02036, APOSC_22841, APOSC_18423, APOSC_02187	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207
OG0002011	APOSC_29016, APOSC_14058	CAEEL06587, CAEEL01459
OG0002013	APOSC_00249	CAEEL00803, CAEEL01317
OG0002015	APOSC_10940, APOSC_02399, APOSC_18090, APOSC_20828, APOSC_09531, APOSC_10941, APOSC_24268, APOSC_23791, APOSC_17290, APOSC_09532, APOSC_04898	CAEEL07232
OG0002016	APOSC_06819, APOSC_06816, APOSC_06818, APOSC_06817	CAEEL10751
OG0002017	APOSC_13008, APOSC_13007	CAEEL04551
OG0002018	APOSC_08429	CAEEL08242
OG0002020	APOSC_19698, APOSC_19699	CAEEL20282
OG0002021	APOSC_21977, APOSC_21379, APOSC_20027	CAEEL10833, CAEEL10005, CAEEL09715, CAEEL19049, CAEEL09714, CAEEL09716
OG0002023	APOSC_28036	CAEEL12418
OG0002026	APOSC_06220, APOSC_15641	CAEEL09267
OG0002027	APOSC_06267	CAEEL19841
OG0002029	APOSC_07521	CAEEL13677, CAEEL13172, CAEEL13173, CAEEL06446, CAEEL19628
OG0002031	APOSC_24523	CAEEL07288
OG0002032	APOSC_00301	CAEEL15092
OG0002035	APOSC_26954	CAEEL04843, CAEEL04846
OG0002036	APOSC_24328	CAEEL17432
OG0002037	APOSC_17803	CAEEL09947
OG0002042	APOSC_25585, APOSC_23059, APOSC_23060	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817
OG0002043	APOSC_16723, APOSC_16722	CAEEL01497
OG0002057	APOSC_04400	CAEEL04582, CAEEL04584
OG0002058	APOSC_18800, APOSC_07473, APOSC_25975, APOSC_02005, APOSC_11903	CAEEL19167, CAEEL04214, CAEEL05165, CAEEL05708, CAEEL12727, CAEEL05570
OG0002059	APOSC_11900	CAEEL20695
OG0002062	APOSC_08611, APOSC_08610	CAEEL01567
OG0002063	APOSC_06813	CAEEL01336
OG0002064	APOSC_19256, APOSC_28531	CAEEL17790
OG0002067	APOSC_27713	CAEEL08430
OG0002068	APOSC_06295	CAEEL15280
OG0002073	APOSC_01747	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593
OG0002074	APOSC_19138	CAEEL18383
