Orthogroup	APOSC_ok	SCHMD
OG0000774	APOSC_14965	SCHMD04364
OG0000776	APOSC_14658, APOSC_04219, APOSC_04218, APOSC_26884, APOSC_23547, APOSC_14259, APOSC_20069, APOSC_25314, APOSC_15172, APOSC_01907	SCHMD10487
OG0000777	APOSC_00730	SCHMD04488
OG0000777	APOSC_06075	SCHMD17125
OG0000778	APOSC_26535	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513
OG0000780	APOSC_07773	SCHMD13998, SCHMD18889
OG0000780	APOSC_00388	SCHMD10385
OG0000781	APOSC_24857	SCHMD21689, SCHMD23281, SCHMD14588, SCHMD16494
OG0000782	APOSC_02046, APOSC_02045	SCHMD01655, SCHMD14818
OG0000784	APOSC_17182, APOSC_20175	SCHMD19992, SCHMD27743
OG0000787	APOSC_24396	SCHMD22606, SCHMD20069, SCHMD13786
OG0000788	APOSC_18949	SCHMD11830, SCHMD18844
OG0000788	APOSC_21919, APOSC_21918, APOSC_21917	SCHMD06628
OG0000791	APOSC_26179, APOSC_26180	SCHMD12437
OG0000793	APOSC_28728, APOSC_28729	SCHMD22428, SCHMD23980, SCHMD15261, SCHMD00689, SCHMD02469, SCHMD09415, SCHMD08316
OG0000794	APOSC_25175, APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932	SCHMD10042
OG0000798	APOSC_20554	SCHMD16249, SCHMD19563, SCHMD17465, SCHMD04713
OG0000799	APOSC_20835	SCHMD17640
OG0000802	APOSC_16253	SCHMD10199
OG0000809	APOSC_01372	SCHMD21850, SCHMD00682
OG0000810	APOSC_15514	SCHMD03195, SCHMD03113
OG0000810	APOSC_02955, APOSC_02954, APOSC_02956	SCHMD06140, SCHMD03114
OG0000813	APOSC_10674, APOSC_03337	SCHMD04629, SCHMD20034
OG0000813	APOSC_07707	SCHMD10317, SCHMD04366, SCHMD20035, SCHMD10316, SCHMD26060
OG0000814	APOSC_22281	SCHMD03060, SCHMD13676
OG0000819	APOSC_17700	SCHMD03878
OG0000819	APOSC_09083	SCHMD26932, SCHMD11456, SCHMD22577, SCHMD16618
OG0000820	APOSC_11841	SCHMD19766
OG0000824	APOSC_26516	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375
OG0000826	APOSC_07568, APOSC_07567, APOSC_22497, APOSC_26704	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770
OG0000828	APOSC_05791	SCHMD08298
OG0000828	APOSC_22977, APOSC_11571	SCHMD08624
OG0000833	APOSC_26082, APOSC_26081	SCHMD13529, SCHMD19078, SCHMD01603, SCHMD13070
OG0000834	APOSC_04739, APOSC_27269	SCHMD11223, SCHMD19332, SCHMD16052
OG0000835	APOSC_04775, APOSC_05126, APOSC_22110	SCHMD14959
OG0000836	APOSC_15778	SCHMD23242
OG0000837	APOSC_06484, APOSC_27044	SCHMD09523, SCHMD05554, SCHMD04696
OG0000841	APOSC_26322	SCHMD01918, SCHMD21459
OG0000842	APOSC_09796	SCHMD01343
OG0000844	APOSC_10362, APOSC_10363	SCHMD01709
OG0000847	APOSC_11562	SCHMD03587
OG0000848	APOSC_20382	SCHMD03599
OG0000848	APOSC_28316, APOSC_18151, APOSC_18150	SCHMD06160
OG0000849	APOSC_03689	SCHMD25311
OG0000850	APOSC_00774	SCHMD04752
OG0000850	APOSC_23927	SCHMD26000, SCHMD27633
OG0000851	APOSC_19702, APOSC_19703, APOSC_19701	SCHMD21876, SCHMD17205
OG0000855	APOSC_08922, APOSC_08923, APOSC_26256	SCHMD29481, SCHMD01902, SCHMD15557
OG0000856	APOSC_22616	SCHMD05219, SCHMD06062, SCHMD17590
OG0000858	APOSC_14953	SCHMD08601
OG0000858	APOSC_23576	SCHMD22095, SCHMD27060
OG0000860	APOSC_17954	SCHMD05987
OG0000868	APOSC_13101	SCHMD05358
OG0000869	APOSC_18698, APOSC_10798	SCHMD07449
OG0000871	APOSC_14488	SCHMD06938
OG0000872	APOSC_01621, APOSC_01620	SCHMD07553
OG0000873	APOSC_27618	SCHMD02655, SCHMD05829
OG0000875	APOSC_06925, APOSC_26698, APOSC_26697	SCHMD10815
OG0000875	APOSC_05938	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336
OG0000876	APOSC_13414	SCHMD01529
OG0000878	APOSC_19700	SCHMD18560
OG0000879	APOSC_25589, APOSC_19618	SCHMD10640
OG0000880	APOSC_11063, APOSC_11060	SCHMD03718
OG0000887	APOSC_06735	SCHMD27495
OG0000888	APOSC_22842	SCHMD01724
OG0000889	APOSC_15049, APOSC_07753, APOSC_09768	SCHMD00830, SCHMD04643
OG0000889	APOSC_28468	SCHMD02281, SCHMD02130
OG0000890	APOSC_26142, APOSC_26140	SCHMD19625, SCHMD11513, SCHMD25560, SCHMD16414
OG0000894	APOSC_05906, APOSC_06317	SCHMD05374
OG0000894	APOSC_02796, APOSC_02797	SCHMD11594, SCHMD05061
OG0000896	APOSC_16669	SCHMD03189
OG0000897	APOSC_09636	SCHMD05382
OG0000899	APOSC_14711	SCHMD22285, SCHMD13459
OG0000904	APOSC_06457, APOSC_06456, APOSC_06458	SCHMD20433, SCHMD03539
OG0000905	APOSC_09225, APOSC_09226	SCHMD01394, SCHMD17642, SCHMD19023
OG0000907	APOSC_00840	SCHMD03616
OG0000908	APOSC_14771	SCHMD03334, SCHMD11293
OG0000909	APOSC_25304, APOSC_25305, APOSC_25306	SCHMD05694, SCHMD03729
OG0000913	APOSC_04388	SCHMD10820, SCHMD18663
OG0000914	APOSC_12098	SCHMD13079, SCHMD10834
OG0000915	APOSC_07775	SCHMD14220
OG0000915	APOSC_07774	SCHMD09039, SCHMD01684
OG0000921	APOSC_26555	SCHMD07722
OG0000921	APOSC_24063	SCHMD16275
OG0000925	APOSC_04534	SCHMD01205, SCHMD18689
OG0000925	APOSC_05628	SCHMD00501, SCHMD05937
OG0000926	APOSC_08443	SCHMD13544, SCHMD06558
OG0000926	APOSC_09291	SCHMD06554, SCHMD17036, SCHMD13546
OG0000926	APOSC_26871	SCHMD25813
OG0000929	APOSC_07152, APOSC_28960	SCHMD00375, SCHMD08839
OG0000931	APOSC_10285	SCHMD02356
OG0000932	APOSC_20073	SCHMD13730
OG0000934	APOSC_15771	SCHMD07111, SCHMD08216
OG0000935	APOSC_07475	SCHMD18664
OG0000937	APOSC_14163	SCHMD17622
OG0000943	APOSC_21318	SCHMD19076
OG0000944	APOSC_18987	SCHMD15750
OG0000945	APOSC_00213	SCHMD15214, SCHMD06612, SCHMD06319
OG0000946	APOSC_07875	SCHMD09426
OG0000947	APOSC_14595, APOSC_00712	SCHMD24447
OG0000949	APOSC_12498	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016
OG0000951	APOSC_13115, APOSC_13394	SCHMD20855, SCHMD20207
OG0000951	APOSC_06072, APOSC_06068, APOSC_06070, APOSC_06073	SCHMD20208
OG0000954	APOSC_16116, APOSC_16117	SCHMD05029, SCHMD08968, SCHMD13763
OG0000954	APOSC_17406, APOSC_17405	SCHMD05469, SCHMD02974
OG0000955	APOSC_05735	SCHMD06645, SCHMD03890, SCHMD04591
OG0000957	APOSC_18814	SCHMD18023
OG0000960	APOSC_11917, APOSC_11916	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110
OG0000963	APOSC_02511	SCHMD22298, SCHMD11708
OG0000963	APOSC_02848	SCHMD04476
OG0000965	APOSC_09972	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517
OG0000966	APOSC_26602	SCHMD00065
OG0000967	APOSC_19736	SCHMD11342, SCHMD26265
OG0000967	APOSC_16830, APOSC_16829, APOSC_28756	SCHMD05844, SCHMD03950
OG0000969	APOSC_12423	SCHMD15666, SCHMD13228
OG0000971	APOSC_26928, APOSC_26206	SCHMD05808
OG0000972	APOSC_06797	SCHMD05471
OG0000974	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468	SCHMD24665
OG0000976	APOSC_05275	SCHMD13984
OG0000977	APOSC_07409	SCHMD03392
OG0000978	APOSC_07678	SCHMD15268, SCHMD25301, SCHMD25194
OG0000979	APOSC_15019, APOSC_17422	SCHMD24204, SCHMD01421
OG0000981	APOSC_19493	SCHMD13908
OG0000982	APOSC_05256, APOSC_05255	SCHMD08717
OG0000984	APOSC_25696	SCHMD02865
OG0000984	APOSC_17895	SCHMD00646
OG0000986	APOSC_10314, APOSC_22933, APOSC_16486	SCHMD25195, SCHMD27305, SCHMD22933
OG0000988	APOSC_04357, APOSC_13757	SCHMD00928
OG0000992	APOSC_10110, APOSC_22971, APOSC_24901	SCHMD08111
OG0000994	APOSC_21838	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203
OG0000994	APOSC_16646	SCHMD16602, SCHMD10604
OG0000998	APOSC_02804	SCHMD08664
OG0000999	APOSC_24853, APOSC_24852	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208
OG0001000	APOSC_22545, APOSC_22546	SCHMD22725
OG0001001	APOSC_09664	SCHMD07356
OG0001002	APOSC_12230	SCHMD17610
OG0001002	APOSC_20234	SCHMD07769, SCHMD07768, SCHMD11688
OG0001003	APOSC_02292	SCHMD21687, SCHMD24830
OG0001006	APOSC_03092, APOSC_20430	SCHMD17048, SCHMD11571
OG0001007	APOSC_06868, APOSC_06866, APOSC_13458, APOSC_06869	SCHMD05810
OG0001008	APOSC_08619	SCHMD04857
OG0001009	APOSC_04114, APOSC_04113	SCHMD19415
OG0001009	APOSC_23992	SCHMD09472
OG0001015	APOSC_22160	SCHMD07353
OG0001016	APOSC_19695	SCHMD23273, SCHMD15080
OG0001016	APOSC_06741	SCHMD25548, SCHMD21254
OG0001017	APOSC_27698, APOSC_27697	SCHMD04416, SCHMD11368, SCHMD07821, SCHMD16755, SCHMD16754
OG0001018	APOSC_00082	SCHMD08153
OG0001019	APOSC_27053, APOSC_00529, APOSC_06795	SCHMD01848, SCHMD05447
OG0001023	APOSC_14370	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902
OG0001024	APOSC_23658	SCHMD01762, SCHMD03107
OG0001029	APOSC_00202	SCHMD04839, SCHMD00804, SCHMD00805
OG0001030	APOSC_11729	SCHMD08464
OG0001031	APOSC_26056	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644
OG0001032	APOSC_22643, APOSC_22642	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282
OG0001033	APOSC_15664	SCHMD11399, SCHMD23908
OG0001033	APOSC_27603	SCHMD10492
OG0001036	APOSC_22682	SCHMD20768, SCHMD09235
OG0001037	APOSC_11608	SCHMD28302
OG0001037	APOSC_08095, APOSC_08094	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259
OG0001039	APOSC_04027	SCHMD01765
OG0001039	APOSC_21962	SCHMD01764
OG0001042	APOSC_11804, APOSC_11802, APOSC_11803	SCHMD11839
OG0001043	APOSC_02147, APOSC_15918, APOSC_25991	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894
OG0001046	APOSC_10057	SCHMD05104, SCHMD02045, SCHMD11124
OG0001047	APOSC_07498, APOSC_07497, APOSC_09711, APOSC_09712, APOSC_09710	SCHMD28420
OG0001048	APOSC_27676, APOSC_08099	SCHMD12160
OG0001049	APOSC_13075	SCHMD16614
OG0001050	APOSC_28063	SCHMD03458
OG0001053	APOSC_25635	SCHMD25503, SCHMD22630
OG0001056	APOSC_00339	SCHMD02897
OG0001059	APOSC_04077	SCHMD17881, SCHMD18020, SCHMD18021
OG0001060	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253	SCHMD12337, SCHMD14762, SCHMD05051
OG0001062	APOSC_18657	SCHMD24440, SCHMD23600, SCHMD17910
OG0001063	APOSC_15370, APOSC_25113, APOSC_25112	SCHMD00703
OG0001072	APOSC_21913, APOSC_13810, APOSC_10950, APOSC_17931	SCHMD24459, SCHMD27893
OG0001073	APOSC_26376	SCHMD00478
OG0001075	APOSC_01609	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771
OG0001076	APOSC_12173	SCHMD07131
OG0001077	APOSC_00506	SCHMD18584, SCHMD01953
OG0001078	APOSC_27568	SCHMD20731, SCHMD25766
OG0001078	APOSC_27569, APOSC_27567	SCHMD19216, SCHMD23006
OG0001079	APOSC_10027	SCHMD27223
OG0001080	APOSC_05170	SCHMD08586
OG0001080	APOSC_12416	SCHMD15438, SCHMD19176
OG0001081	APOSC_07539	SCHMD05425
OG0001083	APOSC_11163	SCHMD07690
OG0001084	APOSC_05222	SCHMD10718
OG0001084	APOSC_23702	SCHMD10717
OG0001085	APOSC_12993, APOSC_12994	SCHMD03894
OG0001086	APOSC_17266, APOSC_17267	SCHMD22447, SCHMD28850, SCHMD24214
OG0001089	APOSC_27366	SCHMD10517
OG0001090	APOSC_08330	SCHMD13057
OG0001090	APOSC_00452	SCHMD27970, SCHMD02491
OG0001091	APOSC_06445	SCHMD13206, SCHMD15908
OG0001092	APOSC_09742	SCHMD17999
OG0001094	APOSC_16150, APOSC_26607, APOSC_01941	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662
OG0001096	APOSC_12731	SCHMD11467, SCHMD14874
OG0001101	APOSC_01614	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
OG0001102	APOSC_16629	SCHMD06311
OG0001103	APOSC_16274	SCHMD19689
OG0001103	APOSC_04714	SCHMD10595
OG0001106	APOSC_10543	SCHMD22581, SCHMD22582
OG0001108	APOSC_04910, APOSC_18668	SCHMD08133
OG0001112	APOSC_22649, APOSC_22648, APOSC_22650	SCHMD26529, SCHMD08447
OG0001113	APOSC_04032	SCHMD04717
OG0001113	APOSC_01852	SCHMD10085
OG0001113	APOSC_23610	SCHMD08665, SCHMD03992
OG0001114	APOSC_06726	SCHMD27710, SCHMD15592, SCHMD14156
OG0001116	APOSC_23270, APOSC_23271, APOSC_23272	SCHMD19491
OG0001119	APOSC_27988	SCHMD23323
OG0001121	APOSC_08497, APOSC_08496	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994
OG0001123	APOSC_27910	SCHMD02756
OG0001124	APOSC_05655, APOSC_14707	SCHMD24013
OG0001126	APOSC_00716	SCHMD17193, SCHMD24674
OG0001126	APOSC_00715, APOSC_12884	SCHMD17192
OG0001128	APOSC_04649	SCHMD12319
OG0001128	APOSC_17039	SCHMD08323
OG0001129	APOSC_12275	SCHMD27406
OG0001129	APOSC_09504, APOSC_09503, APOSC_09505	SCHMD15504, SCHMD18282, SCHMD05846
OG0001130	APOSC_23929, APOSC_10394	SCHMD04030
OG0001130	APOSC_19470, APOSC_05583	SCHMD13287, SCHMD04031
OG0001133	APOSC_09462	SCHMD18643
OG0001133	APOSC_26387	SCHMD29299, SCHMD19714
OG0001135	APOSC_23479	SCHMD28946
OG0001137	APOSC_03121, APOSC_03122	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243
OG0001138	APOSC_17070, APOSC_17069	SCHMD00170
OG0001139	APOSC_20729, APOSC_20730, APOSC_22795	SCHMD00334
OG0001141	APOSC_14638, APOSC_05629, APOSC_15128	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	APOSC_21303, APOSC_21299, APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	APOSC_15154	SCHMD05178
OG0001149	APOSC_21673, APOSC_19665	SCHMD16336, SCHMD29633
OG0001155	APOSC_09331	SCHMD01897
OG0001156	APOSC_02186	SCHMD11390
OG0001159	APOSC_12530	SCHMD15611, SCHMD21936
OG0001159	APOSC_09544, APOSC_10228, APOSC_19455	SCHMD01595
OG0001160	APOSC_19351	SCHMD20666
OG0001161	APOSC_06253	SCHMD27832, SCHMD10429, SCHMD10428
OG0001162	APOSC_12922, APOSC_12923	SCHMD04355, SCHMD04356
OG0001164	APOSC_13012	SCHMD22065
OG0001165	APOSC_20051	SCHMD11819
OG0001165	APOSC_23971	SCHMD12131
OG0001167	APOSC_15750, APOSC_15751	SCHMD08043, SCHMD04406
OG0001168	APOSC_07839, APOSC_20079	SCHMD13073
OG0001171	APOSC_07607	SCHMD07172
OG0001172	APOSC_01434	SCHMD19335
OG0001172	APOSC_19424	SCHMD00291
OG0001175	APOSC_04096	SCHMD29294, SCHMD29072
OG0001176	APOSC_17966, APOSC_17968, APOSC_17967, APOSC_11811, APOSC_11812	SCHMD14886
OG0001177	APOSC_05829	SCHMD07014, SCHMD07016, SCHMD07017, SCHMD07015
OG0001178	APOSC_13380	SCHMD07684
OG0001178	APOSC_10092	SCHMD13713
OG0001179	APOSC_00450	SCHMD26379
OG0001180	APOSC_06660	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396
OG0001181	APOSC_08671	SCHMD21797
OG0001183	APOSC_17193, APOSC_17194	SCHMD02325
OG0001184	APOSC_28467	SCHMD09255, SCHMD12752
OG0001184	APOSC_19647	SCHMD29753, SCHMD15110, SCHMD23640
OG0001185	APOSC_20961, APOSC_20963, APOSC_20960, APOSC_20962, APOSC_20964, APOSC_02697	SCHMD23236
OG0001186	APOSC_22932	SCHMD20610
OG0001186	APOSC_07366	SCHMD05037
OG0001188	APOSC_22816, APOSC_01840	SCHMD05963, SCHMD14167
OG0001189	APOSC_16284, APOSC_02204	SCHMD17573, SCHMD27159, SCHMD05552
OG0001191	APOSC_00329	SCHMD00186
OG0001191	APOSC_16893	SCHMD11387
OG0001197	APOSC_08428, APOSC_08492	SCHMD06230
OG0001197	APOSC_20448	SCHMD16253
OG0001198	APOSC_22586	SCHMD04078
OG0001199	APOSC_03972	SCHMD17507, SCHMD14047
OG0001199	APOSC_23577	SCHMD17830
OG0001201	APOSC_09439, APOSC_09438, APOSC_03781, APOSC_23148, APOSC_21279, APOSC_09441, APOSC_09436, APOSC_09435, APOSC_09440, APOSC_12369, APOSC_21883, APOSC_22185, APOSC_21884, APOSC_05515, APOSC_24393, APOSC_24392	SCHMD18644
OG0001204	APOSC_02297, APOSC_24480	SCHMD08657, SCHMD22624, SCHMD10325
OG0001207	APOSC_12551	SCHMD07731
OG0001208	APOSC_16730	SCHMD11671, SCHMD13440, SCHMD22806
OG0001209	APOSC_10899	SCHMD22043, SCHMD28492
OG0001210	APOSC_23126	SCHMD19441
OG0001210	APOSC_24521, APOSC_24519, APOSC_24520	SCHMD03204
OG0001211	APOSC_18687, APOSC_18686	SCHMD25192, SCHMD09586
OG0001213	APOSC_26742	SCHMD01086
OG0001213	APOSC_18014, APOSC_16372	SCHMD23993, SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675
OG0001215	APOSC_13978	SCHMD25774
OG0001216	APOSC_01787	SCHMD13349
OG0001217	APOSC_19625	SCHMD18537
OG0001218	APOSC_16011	SCHMD03256
OG0001218	APOSC_27369, APOSC_27373, APOSC_27371, APOSC_27368	SCHMD03255
OG0001219	APOSC_17654	SCHMD09614, SCHMD00713
OG0001221	APOSC_24815	SCHMD16690
OG0001223	APOSC_26454	SCHMD08671
OG0001226	APOSC_06917, APOSC_04394, APOSC_01427	SCHMD21222
OG0001229	APOSC_08565	SCHMD24701
OG0001230	APOSC_01639	SCHMD18159
OG0001231	APOSC_20643	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182
OG0001234	APOSC_26853, APOSC_26851, APOSC_26852, APOSC_26850, APOSC_26849	SCHMD01688
OG0001236	APOSC_08290, APOSC_12875	SCHMD08913, SCHMD03442
OG0001238	APOSC_09179	SCHMD09688
OG0001239	APOSC_03435	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791
OG0001241	APOSC_23343	SCHMD04223
OG0001241	APOSC_04462	SCHMD16327
OG0001245	APOSC_07109, APOSC_07108	SCHMD09398
OG0001247	APOSC_08850	SCHMD01541, SCHMD06119, SCHMD06121
OG0001248	APOSC_19998	SCHMD28672, SCHMD29190, SCHMD17657
OG0001249	APOSC_06543	SCHMD01149
OG0001250	APOSC_01792	SCHMD08101, SCHMD04347
OG0001251	APOSC_09632	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	APOSC_13372	SCHMD14258, SCHMD09217
OG0001256	APOSC_14777, APOSC_14776	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	APOSC_21029	SCHMD04419
OG0001262	APOSC_09805, APOSC_09807, APOSC_09806, APOSC_09804, APOSC_24190	SCHMD20011
OG0001263	APOSC_14146, APOSC_14147	SCHMD17470
OG0001264	APOSC_15051, APOSC_15050	SCHMD27230, SCHMD17432
OG0001266	APOSC_19801, APOSC_19802	SCHMD00016, SCHMD26654
OG0001266	APOSC_00128, APOSC_00129	SCHMD10438
OG0001267	APOSC_02561	SCHMD05399
OG0001268	APOSC_21922	SCHMD01057
OG0001269	APOSC_13266	SCHMD16377
OG0001271	APOSC_28116	SCHMD05357
OG0001272	APOSC_02691, APOSC_10352, APOSC_17558, APOSC_25634	SCHMD22716, SCHMD09459
OG0001273	APOSC_21600	SCHMD13838, SCHMD25918, SCHMD21739
OG0001274	APOSC_21305	SCHMD04927, SCHMD06016
OG0001275	APOSC_18046	SCHMD12521
OG0001278	APOSC_17287	SCHMD22381
OG0001279	APOSC_10702, APOSC_10701	SCHMD06836
OG0001280	APOSC_27519, APOSC_27518	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884
OG0001282	APOSC_02603, APOSC_02605	SCHMD08025
OG0001282	APOSC_02604	SCHMD08022
OG0001284	APOSC_07511	SCHMD09316
OG0001284	APOSC_23659	SCHMD00434
OG0001286	APOSC_05067	SCHMD05790
OG0001287	APOSC_06831	SCHMD07530
OG0001291	APOSC_25701	SCHMD20641, SCHMD11793
OG0001294	APOSC_15979, APOSC_15980, APOSC_15981	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001296	APOSC_21716	SCHMD20454, SCHMD11060
OG0001297	APOSC_13620, APOSC_10275	SCHMD10762
OG0001300	APOSC_28359	SCHMD00214
OG0001300	APOSC_24410	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202
OG0001302	APOSC_13642	SCHMD13885
OG0001302	APOSC_27436	SCHMD08617, SCHMD27826
OG0001306	APOSC_25565	SCHMD04516
OG0001308	APOSC_19468	SCHMD08020
OG0001310	APOSC_08777, APOSC_16039	SCHMD19422
OG0001310	APOSC_12794	SCHMD09167
OG0001311	APOSC_06535, APOSC_06536	SCHMD05801
OG0001318	APOSC_20047	SCHMD07054
OG0001318	APOSC_08207	SCHMD16802
OG0001319	APOSC_07704	SCHMD14764
OG0001320	APOSC_12164	SCHMD05527
OG0001321	APOSC_09384	SCHMD23818
OG0001322	APOSC_08768, APOSC_06842	SCHMD09506
OG0001323	APOSC_20876	SCHMD18380, SCHMD28053
OG0001325	APOSC_01729	SCHMD05728
OG0001326	APOSC_23911	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423
OG0001327	APOSC_16461	SCHMD08653, SCHMD04846
OG0001328	APOSC_14560	SCHMD23086
OG0001329	APOSC_28234	SCHMD15324
OG0001331	APOSC_17937	SCHMD14545
OG0001332	APOSC_17203, APOSC_16944, APOSC_26743	SCHMD04204
OG0001333	APOSC_19820, APOSC_18829	SCHMD15673, SCHMD23155
OG0001335	APOSC_04738	SCHMD26447
OG0001335	APOSC_29129	SCHMD04673
OG0001337	APOSC_17535	SCHMD01703
OG0001337	APOSC_06896	SCHMD11229, SCHMD01704, SCHMD14444
OG0001341	APOSC_25206	SCHMD01188, SCHMD02608
OG0001348	APOSC_29006, APOSC_29007, APOSC_29008	SCHMD24331, SCHMD29399
OG0001350	APOSC_19044	SCHMD23052
OG0001350	APOSC_01807, APOSC_12828, APOSC_28227	SCHMD17071, SCHMD29804, SCHMD10618
OG0001351	APOSC_12255, APOSC_12254	SCHMD20739, SCHMD24185
OG0001353	APOSC_25721	SCHMD10586
OG0001354	APOSC_27231	SCHMD11475, SCHMD26080
OG0001354	APOSC_23529	SCHMD12063
OG0001355	APOSC_12249	SCHMD23781
OG0001356	APOSC_18143	SCHMD21598, SCHMD19916
OG0001357	APOSC_21952	SCHMD16922, SCHMD25884
OG0001357	APOSC_06611	SCHMD16921
OG0001362	APOSC_07416, APOSC_07418	SCHMD04122, SCHMD05643, SCHMD13617
OG0001362	APOSC_07417	SCHMD26327, SCHMD13619, SCHMD27588, SCHMD05644
OG0001363	APOSC_13047, APOSC_04146, APOSC_25033	SCHMD05287, SCHMD16288, SCHMD05291
OG0001364	APOSC_16425, APOSC_10770	SCHMD00323
OG0001364	APOSC_01652	SCHMD27572, SCHMD21273
OG0001367	APOSC_02909	SCHMD04624
OG0001368	APOSC_19224	SCHMD12524, SCHMD12925, SCHMD10124, SCHMD12523, SCHMD08134, SCHMD19303, SCHMD02343
OG0001369	APOSC_00594, APOSC_00593	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521
OG0001370	APOSC_20803, APOSC_20802, APOSC_05081	SCHMD12004
OG0001370	APOSC_27098, APOSC_10358, APOSC_27099	SCHMD18225, SCHMD11963
OG0001371	APOSC_04765, APOSC_24656, APOSC_24655, APOSC_12215	SCHMD02523
OG0001372	APOSC_13607	SCHMD12353, SCHMD23970
OG0001372	APOSC_07222	SCHMD29815
OG0001374	APOSC_13404	SCHMD12937
OG0001375	APOSC_04608, APOSC_01077	SCHMD18333
OG0001378	APOSC_25235	SCHMD12504, SCHMD07107
OG0001379	APOSC_16176	SCHMD15234
OG0001381	APOSC_12542, APOSC_12541, APOSC_12540, APOSC_12539	SCHMD02869, SCHMD02871, SCHMD02870
OG0001383	APOSC_03991	SCHMD28197, SCHMD18572
OG0001386	APOSC_07383, APOSC_07382	SCHMD24943, SCHMD20670, SCHMD14052, SCHMD07967, SCHMD00663
OG0001388	APOSC_08589	SCHMD08532, SCHMD23425, SCHMD17454, SCHMD02828, SCHMD15156, SCHMD02831, SCHMD24634, SCHMD12999
OG0001389	APOSC_23942	SCHMD02031, SCHMD17776
OG0001394	APOSC_06779, APOSC_06780	SCHMD23211, SCHMD24249
OG0001395	APOSC_17993	SCHMD11706, SCHMD08832
OG0001397	APOSC_16804	SCHMD08548, SCHMD08095
OG0001399	APOSC_04275, APOSC_15359	SCHMD20091, SCHMD16432
OG0001400	APOSC_16578, APOSC_16577	SCHMD26317
OG0001401	APOSC_06205, APOSC_19541	SCHMD15712
OG0001402	APOSC_08403, APOSC_08404	SCHMD06853
OG0001404	APOSC_08601	SCHMD14856
OG0001404	APOSC_26753	SCHMD14853
OG0001405	APOSC_16445	SCHMD16175
OG0001406	APOSC_16330	SCHMD13359, SCHMD19152
OG0001408	APOSC_19450, APOSC_19451	SCHMD23659, SCHMD15840, SCHMD15841
OG0001409	APOSC_14068, APOSC_14069	SCHMD04792
OG0001410	APOSC_18435	SCHMD09832
OG0001410	APOSC_02633	SCHMD09687
OG0001411	APOSC_10503, APOSC_27904	SCHMD13417, SCHMD19317, SCHMD13416, SCHMD19137
OG0001412	APOSC_01814, APOSC_01813, APOSC_01812	SCHMD13223
OG0001413	APOSC_20512	SCHMD02827
OG0001413	APOSC_06316	SCHMD02718
OG0001414	APOSC_08515	SCHMD19649
OG0001415	APOSC_18593	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947
OG0001416	APOSC_03441	SCHMD01722
OG0001417	APOSC_22003	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430
OG0001421	APOSC_15996	SCHMD14208
OG0001422	APOSC_14929	SCHMD18897, SCHMD04981, SCHMD04982
