Orthogroup	APOSC_ok	BRAFL
OG0000422	APOSC_02348	bflo_01841
OG0000423	APOSC_22508	bflo_18649, bflo_26874, bflo_25385
OG0000424	APOSC_27699	bflo_03509, bflo_03507
OG0000425	APOSC_28429	bflo_15042
OG0000425	APOSC_26181	bflo_08454
OG0000426	APOSC_28032	bflo_22865
OG0000427	APOSC_26405	bflo_09135
OG0000427	APOSC_12867, APOSC_10303, APOSC_10299, APOSC_10304, APOSC_10301	bflo_24135, bflo_24132, bflo_23993
OG0000429	APOSC_11210, APOSC_21310	bflo_09712
OG0000429	APOSC_22406, APOSC_25805	bflo_01906, bflo_00989, bflo_26612, bflo_00993, bflo_00990, bflo_05299, bflo_17239, bflo_05214, bflo_17214
OG0000430	APOSC_25311	bflo_22201
OG0000430	APOSC_14315	bflo_15444, bflo_26286, bflo_07250, bflo_17434, bflo_10498
OG0000431	APOSC_26482	bflo_23110
OG0000431	APOSC_09355	bflo_21622
OG0000432	APOSC_25968	bflo_10885
OG0000432	APOSC_02736	bflo_11863, bflo_11838, bflo_11424
OG0000433	APOSC_27672, APOSC_27673	bflo_22961
OG0000433	APOSC_25213, APOSC_25212	bflo_17648
OG0000434	APOSC_23652	bflo_06489
OG0000434	APOSC_20834, APOSC_03026	bflo_06457, bflo_06459
OG0000435	APOSC_05189	bflo_17533
OG0000435	APOSC_28530	bflo_00433, bflo_09468
OG0000436	APOSC_07601, APOSC_07603, APOSC_07602, APOSC_07600	bflo_26554
OG0000437	APOSC_08659	bflo_16797, bflo_13738, bflo_16390, bflo_13496
OG0000440	APOSC_23586	bflo_01875
OG0000442	APOSC_01037	bflo_21599
OG0000442	APOSC_25495	bflo_17568
OG0000442	APOSC_28475	bflo_17631
OG0000443	APOSC_07972, APOSC_07971, APOSC_09047	bflo_18531
OG0000443	APOSC_23426	bflo_06828
OG0000444	APOSC_22420	bflo_10204
OG0000444	APOSC_27883, APOSC_27884, APOSC_27885	bflo_10684
OG0000446	APOSC_10181	bflo_01471
OG0000446	APOSC_05205	bflo_04727
OG0000446	APOSC_26266	bflo_01065
OG0000447	APOSC_18957, APOSC_18959, APOSC_00311, APOSC_00312, APOSC_18960, APOSC_18958	bflo_14311
OG0000448	APOSC_08163	bflo_14676, bflo_14718
OG0000450	APOSC_13051	bflo_20906
OG0000453	APOSC_12948, APOSC_06792	bflo_05750, bflo_12764, bflo_12115, bflo_07044, bflo_11775, bflo_17995, bflo_20915, bflo_11283, bflo_15292, bflo_21781, bflo_02998, bflo_07650
OG0000454	APOSC_04570	bflo_06561
OG0000456	APOSC_08917	bflo_26571, bflo_00235, bflo_03577
OG0000456	APOSC_14868, APOSC_04617, APOSC_04378, APOSC_04845, APOSC_27590, APOSC_21941	bflo_03576
OG0000457	APOSC_17733, APOSC_03063, APOSC_03064, APOSC_10584	bflo_20352, bflo_19100, bflo_05206, bflo_25920
OG0000458	APOSC_08979	bflo_06803
OG0000458	APOSC_16132, APOSC_16131	bflo_06805, bflo_06666, bflo_04696
OG0000459	APOSC_12864, APOSC_04080, APOSC_15599, APOSC_21819, APOSC_15729, APOSC_11025	bflo_11609, bflo_03237, bflo_26516, bflo_18718, bflo_18712, bflo_18713, bflo_18714, bflo_18715
OG0000460	APOSC_12939	bflo_14319
OG0000461	APOSC_17795, APOSC_01522	bflo_07181, bflo_00203
OG0000461	APOSC_17426	bflo_20096
OG0000463	APOSC_17973	bflo_09114
OG0000463	APOSC_08846	bflo_05598
OG0000465	APOSC_28989	bflo_00794
OG0000465	APOSC_11017	bflo_24499
OG0000466	APOSC_23086, APOSC_05225, APOSC_02156, APOSC_02661	bflo_05052, bflo_12297, bflo_12296, bflo_05441, bflo_05440
OG0000466	APOSC_06408	bflo_00675, bflo_04033, bflo_04039
OG0000467	APOSC_08499, APOSC_08498	bflo_11110
OG0000468	APOSC_15884, APOSC_04385, APOSC_04384, APOSC_23794	bflo_03275, bflo_03654, bflo_03645, bflo_03264, bflo_03637, bflo_12349, bflo_09961, bflo_09959, bflo_09520
OG0000468	APOSC_02625	bflo_23431
OG0000469	APOSC_06315	bflo_11324
OG0000469	APOSC_00048	bflo_04725
OG0000470	APOSC_06373, APOSC_13511	bflo_08491
OG0000471	APOSC_28784	bflo_10902
OG0000472	APOSC_26357, APOSC_27670	bflo_20370, bflo_20857
OG0000474	APOSC_14236, APOSC_20732	bflo_00234, bflo_26570
OG0000475	APOSC_03227	bflo_02919
OG0000476	APOSC_19907	bflo_17083
OG0000476	APOSC_10161	bflo_17081, bflo_27202, bflo_17084, bflo_17087
OG0000476	APOSC_05340	bflo_06569, bflo_06568, bflo_06570
OG0000477	APOSC_13603	bflo_19348, bflo_27296
OG0000479	APOSC_19125	bflo_17734
OG0000479	APOSC_05602, APOSC_05603	bflo_20950
OG0000480	APOSC_11842	bflo_24500, bflo_24748
OG0000481	APOSC_15444	bflo_20169, bflo_20171
OG0000481	APOSC_09024	bflo_15712
OG0000481	APOSC_07226	bflo_07346
OG0000482	APOSC_18846, APOSC_02517, APOSC_20022, APOSC_27488, APOSC_14643	bflo_09175
OG0000483	APOSC_11632	bflo_06287, bflo_22552, bflo_20241
OG0000483	APOSC_17821	bflo_08339, bflo_19838
OG0000483	APOSC_23824, APOSC_04939, APOSC_21129, APOSC_21130	bflo_13674, bflo_03677, bflo_12439
OG0000484	APOSC_17564	bflo_25251
OG0000485	APOSC_07829	bflo_18606
OG0000485	APOSC_29014	bflo_25560, bflo_16150
OG0000486	APOSC_27933	bflo_25698, bflo_15799, bflo_16994, bflo_13974
OG0000486	APOSC_23293, APOSC_14127, APOSC_20131, APOSC_06301, APOSC_18885, APOSC_05208	bflo_02817, bflo_07531
OG0000487	APOSC_05499, APOSC_00762, APOSC_10037, APOSC_17459, APOSC_22887	bflo_14910, bflo_09870, bflo_09874, bflo_14913
OG0000488	APOSC_04231, APOSC_08193, APOSC_08191	bflo_07158, bflo_07132, bflo_01931
OG0000490	APOSC_08204	bflo_16287
OG0000494	APOSC_11332, APOSC_16566	bflo_21012
OG0000496	APOSC_19240	bflo_02965
OG0000496	APOSC_13732, APOSC_13731	bflo_12707, bflo_13361, bflo_12706
OG0000497	APOSC_11785	bflo_09440
OG0000497	APOSC_24966	bflo_16465
OG0000498	APOSC_08647	bflo_13583
OG0000499	APOSC_13003	bflo_18253
OG0000501	APOSC_18174, APOSC_10072, APOSC_10071, APOSC_10070	bflo_06246, bflo_05710, bflo_05712, bflo_05715, bflo_05716, bflo_05714
OG0000502	APOSC_19306	bflo_20513, bflo_20511, bflo_12130, bflo_18933, bflo_25086, bflo_25075
OG0000503	APOSC_20182, APOSC_01067, APOSC_11052	bflo_10348
OG0000505	APOSC_03312, APOSC_13727, APOSC_13726	bflo_07768
OG0000506	APOSC_08969, APOSC_08968, APOSC_08970	bflo_22129
OG0000508	APOSC_05722	bflo_18835
OG0000508	APOSC_10035, APOSC_10034, APOSC_01187	bflo_00915
OG0000509	APOSC_20798, APOSC_21566	bflo_03181, bflo_03609
OG0000510	APOSC_13254, APOSC_09949, APOSC_08521	bflo_00250
OG0000511	APOSC_04210	bflo_17465, bflo_18144, bflo_11858, bflo_11715, bflo_17885, bflo_17189, bflo_04922, bflo_18145, bflo_18143
OG0000513	APOSC_21188	bflo_08550
OG0000515	APOSC_18973, APOSC_22528, APOSC_08425, APOSC_11404, APOSC_03268, APOSC_06129, APOSC_25779, APOSC_03503, APOSC_09118, APOSC_21512, APOSC_13179, APOSC_03267, APOSC_23560, APOSC_23565, APOSC_11787, APOSC_24998	bflo_07840, bflo_19448
OG0000519	APOSC_08070, APOSC_07952, APOSC_07867, APOSC_26169, APOSC_12522, APOSC_03973	bflo_04746, bflo_19841
OG0000520	APOSC_24142, APOSC_24141	bflo_07206
OG0000521	APOSC_15611	bflo_23364
OG0000521	APOSC_09518	bflo_10380
OG0000524	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187	bflo_07612
OG0000525	APOSC_12074	bflo_16581
OG0000525	APOSC_07308	bflo_22957
OG0000526	APOSC_22142, APOSC_03851, APOSC_02116, APOSC_19965, APOSC_12282, APOSC_14973	bflo_03466, bflo_05443, bflo_05444, bflo_21568, bflo_09245, bflo_14836, bflo_08760, bflo_15247, bflo_13787, bflo_26442, bflo_00822, bflo_00641, bflo_26490, bflo_00115, bflo_21914, bflo_03791, bflo_21569, bflo_23707, bflo_03795, bflo_26158, bflo_15326, bflo_15248, bflo_22821
OG0000528	APOSC_21072	bflo_24671
OG0000528	APOSC_27896, APOSC_27895, APOSC_27894	bflo_07977
OG0000528	APOSC_10006	bflo_08060
OG0000529	APOSC_23098	bflo_24350
OG0000530	APOSC_02543, APOSC_02542, APOSC_23277	bflo_25160
OG0000532	APOSC_22447, APOSC_22554, APOSC_21968, APOSC_00030, APOSC_23439, APOSC_03161, APOSC_27092	bflo_01721
OG0000532	APOSC_13775, APOSC_10762	bflo_17770
OG0000533	APOSC_09993, APOSC_09995, APOSC_16249, APOSC_21983	bflo_06859, bflo_25618
OG0000533	APOSC_18676	bflo_20601, bflo_11898
OG0000534	APOSC_19110	bflo_19472
OG0000534	APOSC_25538, APOSC_15159	bflo_23132
OG0000535	APOSC_23330, APOSC_01337, APOSC_21669, APOSC_19864, APOSC_19863, APOSC_26268, APOSC_12179	bflo_23349
OG0000536	APOSC_04456, APOSC_07228, APOSC_07227, APOSC_02760, APOSC_19012, APOSC_04844	bflo_12464, bflo_11681, bflo_11680, bflo_11682
OG0000537	APOSC_28746	bflo_26451, bflo_23567, bflo_00838, bflo_01223, bflo_02140, bflo_02205, bflo_02937, bflo_08077, bflo_08076, bflo_21616
OG0000537	APOSC_14690	bflo_21615
OG0000541	APOSC_17387, APOSC_16059, APOSC_25826, APOSC_22691, APOSC_01728, APOSC_12217	bflo_07076, bflo_03796, bflo_03101, bflo_24768, bflo_03098, bflo_03097, bflo_03095
OG0000542	APOSC_25376	bflo_00155
OG0000543	APOSC_11188	bflo_00752
OG0000543	APOSC_25817, APOSC_20212	bflo_04238
OG0000544	APOSC_22312	bflo_14131
OG0000544	APOSC_15455	bflo_07969
OG0000545	APOSC_27316	bflo_18231
OG0000545	APOSC_23063	bflo_12226
OG0000546	APOSC_09803	bflo_22241, bflo_22135
OG0000547	APOSC_12378, APOSC_18819	bflo_10425, bflo_10420
OG0000547	APOSC_18803, APOSC_18802	bflo_12128, bflo_11499
OG0000548	APOSC_19082	bflo_09374
OG0000548	APOSC_15990	bflo_10945
OG0000548	APOSC_28441	bflo_11390
OG0000549	APOSC_08202, APOSC_11264	bflo_06860
OG0000549	APOSC_04931, APOSC_21216	bflo_06875
OG0000549	APOSC_12322, APOSC_09908	bflo_06867
OG0000549	APOSC_27494	bflo_10802
OG0000551	APOSC_25334	bflo_12938, bflo_07425, bflo_12554
OG0000552	APOSC_17802	bflo_07608
OG0000552	APOSC_24689	bflo_14381
OG0000553	APOSC_24608	bflo_01191
OG0000553	APOSC_24201	bflo_23301
OG0000554	APOSC_16563	bflo_02002
OG0000555	APOSC_11851, APOSC_08337	bflo_00503, bflo_18487
OG0000555	APOSC_18967	bflo_27103
OG0000560	APOSC_21581, APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686	bflo_24472
OG0000560	APOSC_22346	bflo_25015
OG0000561	APOSC_03200, APOSC_16141	bflo_08446, bflo_27388, bflo_22174
OG0000562	APOSC_06195	bflo_01967
OG0000562	APOSC_20626	bflo_12589, bflo_27046
OG0000564	APOSC_03259	bflo_12710
OG0000565	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361	bflo_23423, bflo_00721, bflo_21031, bflo_25370, bflo_12816, bflo_06157, bflo_02938, bflo_02291
OG0000566	APOSC_15450	bflo_04927
OG0000567	APOSC_03648	bflo_12747, bflo_00564
OG0000567	APOSC_00240	bflo_26349, bflo_16510
OG0000569	APOSC_02396, APOSC_00479, APOSC_17883, APOSC_19992, APOSC_19991, APOSC_15256	bflo_11769, bflo_11767, bflo_13475, bflo_16473, bflo_05421, bflo_24200, bflo_01938, bflo_00290, bflo_13737
OG0000570	APOSC_07873, APOSC_04408, APOSC_28456	bflo_05300, bflo_11340
OG0000571	APOSC_17119	bflo_05348
OG0000571	APOSC_02965, APOSC_07922, APOSC_04593, APOSC_05422, APOSC_12702	bflo_03919
OG0000571	APOSC_12581	bflo_20419
OG0000572	APOSC_00810	bflo_05895
OG0000572	APOSC_09082	bflo_23930
OG0000573	APOSC_00916	bflo_24510
OG0000573	APOSC_06381	bflo_06124
OG0000574	APOSC_25605	bflo_23738
OG0000574	APOSC_12973	bflo_15787
OG0000575	APOSC_04878, APOSC_04901, APOSC_04877	bflo_22268
OG0000576	APOSC_14912, APOSC_14911	bflo_00644
OG0000577	APOSC_05295, APOSC_10169, APOSC_05294, APOSC_21965, APOSC_21734, APOSC_15305, APOSC_01945, APOSC_01944	bflo_18961
OG0000579	APOSC_16538	bflo_12221
OG0000580	APOSC_27393, APOSC_10764	bflo_01833
OG0000581	APOSC_25720	bflo_17912
OG0000581	APOSC_28928	bflo_13400
OG0000582	APOSC_22258, APOSC_19007, APOSC_19006	bflo_16708
OG0000585	APOSC_02435	bflo_12167
OG0000587	APOSC_07501	bflo_22172
OG0000587	APOSC_00084	bflo_21539
OG0000588	APOSC_14978	bflo_25659
OG0000588	APOSC_23369	bflo_18379
OG0000589	APOSC_07116, APOSC_07115	bflo_16480, bflo_24537
OG0000590	APOSC_14417	bflo_02465
OG0000590	APOSC_05832	bflo_13755
OG0000591	APOSC_29125, APOSC_25553	bflo_23823, bflo_04558
OG0000592	APOSC_07367	bflo_18186
OG0000592	APOSC_26247	bflo_18254, bflo_09136
OG0000593	APOSC_19192	bflo_23756
OG0000593	APOSC_02138	bflo_12794
OG0000594	APOSC_27194	bflo_12009, bflo_11236
OG0000597	APOSC_09238	bflo_20762, bflo_20033
OG0000597	APOSC_11831	bflo_08218
OG0000598	APOSC_08053, APOSC_20877, APOSC_20878, APOSC_15439, APOSC_00786, APOSC_28327, APOSC_10283, APOSC_07121, APOSC_07120, APOSC_23297, APOSC_22878, APOSC_08206, APOSC_14260	bflo_25963, bflo_16715, bflo_16732, bflo_17037, bflo_04486, bflo_11146, bflo_17022, bflo_13619, bflo_06514, bflo_02922, bflo_24307, bflo_22284, bflo_18492, bflo_20322, bflo_18127, bflo_06098
OG0000600	APOSC_25418, APOSC_09338	bflo_17336
OG0000601	APOSC_28030, APOSC_28031	bflo_23194, bflo_02476, bflo_02479
OG0000602	APOSC_07302	bflo_21292
OG0000602	APOSC_16886	bflo_21257
OG0000603	APOSC_11168	bflo_04842
OG0000604	APOSC_28543, APOSC_28930, APOSC_08014, APOSC_08012	bflo_14466
OG0000607	APOSC_06777, APOSC_06776, APOSC_06774, APOSC_06778, APOSC_06775	bflo_03955
OG0000609	APOSC_21629	bflo_06226
OG0000609	APOSC_15758	bflo_02450
OG0000610	APOSC_23349, APOSC_23350	bflo_06848
OG0000611	APOSC_10183	bflo_14598
OG0000611	APOSC_21101	bflo_13769
OG0000612	APOSC_11557	bflo_13076
OG0000613	APOSC_26003	bflo_06280
OG0000614	APOSC_01606, APOSC_01607	bflo_13013
OG0000614	APOSC_29108	bflo_12534, bflo_23560
OG0000615	APOSC_25509, APOSC_25510, APOSC_25508	bflo_21223
OG0000617	APOSC_07631	bflo_11487
OG0000617	APOSC_04030	bflo_05006
OG0000618	APOSC_06510	bflo_06683
OG0000620	APOSC_21800, APOSC_17833, APOSC_04120, APOSC_17659, APOSC_12726, APOSC_20629	bflo_22429, bflo_05409
OG0000621	APOSC_21546, APOSC_03045	bflo_08142
OG0000623	APOSC_11408, APOSC_11407	bflo_05993
OG0000623	APOSC_28396	bflo_18608
OG0000624	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046	bflo_18705
OG0000626	APOSC_04996, APOSC_04997	bflo_01067
OG0000627	APOSC_21489	bflo_11148
OG0000628	APOSC_24447	bflo_04338
OG0000628	APOSC_27023, APOSC_27022	bflo_04756
OG0000633	APOSC_15409, APOSC_13368	bflo_15810, bflo_05433, bflo_06357, bflo_06920, bflo_06887, bflo_06921, bflo_06972, bflo_07875, bflo_06813, bflo_06924, bflo_09159, bflo_21204, bflo_24198
OG0000634	APOSC_11286, APOSC_19203	bflo_23919
OG0000634	APOSC_15603, APOSC_28004, APOSC_28003, APOSC_15604, APOSC_15606, APOSC_12030, APOSC_15602, APOSC_15605, APOSC_05420	bflo_21508, bflo_21507
OG0000635	APOSC_02843	bflo_02736, bflo_02604, bflo_11708
OG0000635	APOSC_15936, APOSC_06479, APOSC_28121	bflo_20645, bflo_04428, bflo_25135, bflo_22251
OG0000636	APOSC_03996, APOSC_09371	bflo_10717, bflo_05158
OG0000637	APOSC_04395	bflo_13690
OG0000639	APOSC_28763	bflo_00204
OG0000639	APOSC_01472	bflo_13390
OG0000642	APOSC_28101, APOSC_19716, APOSC_19520, APOSC_21780, APOSC_15545	bflo_06990
OG0000644	APOSC_10834	bflo_06229
OG0000645	APOSC_03352	bflo_13206
OG0000645	APOSC_00638, APOSC_09352	bflo_08017
OG0000646	APOSC_25529	bflo_24088
OG0000646	APOSC_19310	bflo_12788
OG0000647	APOSC_09611	bflo_10183, bflo_23085
OG0000648	APOSC_03595, APOSC_17710, APOSC_17709	bflo_12702
OG0000648	APOSC_08045	bflo_12700
OG0000649	APOSC_23750, APOSC_19161	bflo_23734
OG0000650	APOSC_03429, APOSC_08658	bflo_07845, bflo_02924
OG0000651	APOSC_26297	bflo_00909
OG0000652	APOSC_19589, APOSC_04833, APOSC_19592, APOSC_19590	bflo_12260
OG0000654	APOSC_25621	bflo_02577
OG0000656	APOSC_07008	bflo_11707
OG0000656	APOSC_18137	bflo_18480, bflo_27256
OG0000657	APOSC_07236	bflo_05123
OG0000659	APOSC_00264	bflo_08635
OG0000660	APOSC_26737	bflo_04466
OG0000660	APOSC_25408	bflo_18320
OG0000662	APOSC_10023, APOSC_20576	bflo_09255
OG0000662	APOSC_08470, APOSC_08472	bflo_23849
OG0000663	APOSC_03380	bflo_00888, bflo_23628, bflo_06338, bflo_09350, bflo_14827, bflo_17699, bflo_17700, bflo_26019, bflo_04171, bflo_19376, bflo_07527, bflo_18187, bflo_21305, bflo_20187, bflo_21950, bflo_22513, bflo_05465, bflo_05466, bflo_00037, bflo_15313, bflo_20650, bflo_04957, bflo_04955
OG0000663	APOSC_10431	bflo_13482
OG0000664	APOSC_19666	bflo_11369
OG0000665	APOSC_04140, APOSC_09869, APOSC_06912	bflo_06772
OG0000666	APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813	bflo_11545
OG0000667	APOSC_28178	bflo_25426
OG0000670	APOSC_25403, APOSC_25404	bflo_21701
OG0000671	APOSC_09469	bflo_02768, bflo_02771, bflo_02770
OG0000671	APOSC_15536, APOSC_24637	bflo_02233, bflo_02719
OG0000672	APOSC_13094, APOSC_20369, APOSC_17793, APOSC_27234, APOSC_11490	bflo_21591
OG0000672	APOSC_05056	bflo_18607
OG0000673	APOSC_24033	bflo_05947
OG0000674	APOSC_02855, APOSC_02854	bflo_03109
OG0000674	APOSC_00193	bflo_09819
OG0000675	APOSC_16152, APOSC_17252, APOSC_23052, APOSC_13598, APOSC_13599, APOSC_20865, APOSC_20866, APOSC_20864, APOSC_10999, APOSC_09656, APOSC_09655, APOSC_18808, APOSC_14272, APOSC_13707	bflo_04950, bflo_08779, bflo_17155, bflo_17844, bflo_17299, bflo_04268
OG0000676	APOSC_12565	bflo_01208
OG0000676	APOSC_24592	bflo_21661
OG0000680	APOSC_16418	bflo_11480, bflo_11478, bflo_12784, bflo_11600, bflo_11950, bflo_11953, bflo_06681
OG0000680	APOSC_19829	bflo_06524, bflo_11051, bflo_11738
OG0000681	APOSC_08978	bflo_15452
OG0000681	APOSC_20302, APOSC_20301	bflo_09887
OG0000682	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468	bflo_10546
OG0000683	APOSC_06085	bflo_08553
OG0000683	APOSC_22743	bflo_25223
OG0000684	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619	bflo_13113
OG0000685	APOSC_25083	bflo_08805
OG0000688	APOSC_24546	bflo_05068
OG0000689	APOSC_03604	bflo_01538
OG0000690	APOSC_12924	bflo_00919
OG0000690	APOSC_06851	bflo_17423
OG0000690	APOSC_28021	bflo_25725
OG0000691	APOSC_06057	bflo_13891
OG0000691	APOSC_01959	bflo_01480
OG0000692	APOSC_26279	bflo_25652
OG0000693	APOSC_14532, APOSC_14531	bflo_24457
OG0000693	APOSC_27726	bflo_15843
OG0000694	APOSC_21845	bflo_16417
OG0000695	APOSC_20109	bflo_26094
OG0000696	APOSC_00235	bflo_01530
OG0000696	APOSC_19415	bflo_11008
OG0000697	APOSC_04170	bflo_12428
OG0000698	APOSC_22767	bflo_11041
OG0000699	APOSC_23924	bflo_22458
OG0000700	APOSC_07841	bflo_03482
OG0000700	APOSC_09158	bflo_03666
OG0000701	APOSC_29144, APOSC_29143	bflo_10548
OG0000702	APOSC_28891, APOSC_28892	bflo_12229
OG0000703	APOSC_08255	bflo_07565
OG0000706	APOSC_28191	bflo_11940
OG0000706	APOSC_16598	bflo_17788
OG0000708	APOSC_22565	bflo_25666
OG0000708	APOSC_04164	bflo_11530
OG0000709	APOSC_21004	bflo_24062
OG0000711	APOSC_16041	bflo_03574, bflo_02975
OG0000711	APOSC_24576	bflo_04395
OG0000713	APOSC_02458, APOSC_19823, APOSC_04674	bflo_21867, bflo_21513, bflo_02677
OG0000715	APOSC_24729	bflo_19456
OG0000716	APOSC_15187, APOSC_15188, APOSC_05187	bflo_18078, bflo_14976
OG0000717	APOSC_08974, APOSC_08975	bflo_16636
OG0000718	APOSC_06058	bflo_19048
OG0000720	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908	bflo_07779, bflo_07282
OG0000721	APOSC_27562	bflo_20743
OG0000721	APOSC_25361	bflo_17766
OG0000722	APOSC_27863	bflo_12630, bflo_12642
OG0000724	APOSC_04422, APOSC_04423	bflo_17159
OG0000725	APOSC_00094	bflo_16019
OG0000725	APOSC_10898	bflo_20478
OG0000726	APOSC_20907	bflo_19350
OG0000728	APOSC_24522, APOSC_04759, APOSC_19974, APOSC_12344, APOSC_23699, APOSC_24961	bflo_14020, bflo_07005, bflo_27106
OG0000730	APOSC_28131	bflo_18664
OG0000730	APOSC_24312	bflo_25897
OG0000730	APOSC_22249	bflo_18663
OG0000731	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253	bflo_21630
OG0000732	APOSC_01005	bflo_21787
OG0000732	APOSC_22696	bflo_25639
OG0000733	APOSC_15598	bflo_12810
OG0000733	APOSC_14468	bflo_07935
OG0000734	APOSC_27033	bflo_15574
OG0000735	APOSC_08541, APOSC_08542	bflo_01496
OG0000736	APOSC_24942, APOSC_27355	bflo_26430
OG0000737	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935	bflo_09049
OG0000740	APOSC_20786	bflo_19201
OG0000740	APOSC_14263	bflo_18191
OG0000742	APOSC_21417	bflo_25326, bflo_25527, bflo_26031, bflo_20415, bflo_20244, bflo_25523, bflo_25525, bflo_25485, bflo_25531, bflo_25526, bflo_25234, bflo_25530, bflo_25529, bflo_25524, bflo_00314, bflo_26113, bflo_14945, bflo_23519, bflo_11770, bflo_11768, bflo_25415, bflo_25430, bflo_25431, bflo_25173, bflo_12033, bflo_02555
OG0000743	APOSC_09120, APOSC_09119	bflo_23103
OG0000743	APOSC_12908	bflo_23390
OG0000744	APOSC_21453, APOSC_21454, APOSC_22851	bflo_07888, bflo_08706, bflo_13928
OG0000745	APOSC_07957, APOSC_07956, APOSC_27337, APOSC_27338	bflo_19075
OG0000745	APOSC_10295, APOSC_02392	bflo_22342
OG0000746	APOSC_20615	bflo_21955, bflo_21961, bflo_21963, bflo_21966
OG0000746	APOSC_27276, APOSC_27277	bflo_16695, bflo_16866, bflo_16868, bflo_16812
OG0000748	APOSC_01384, APOSC_01385	bflo_00355
OG0000749	APOSC_09299, APOSC_09298	bflo_11190
OG0000750	APOSC_27901	bflo_19081
OG0000750	APOSC_12241, APOSC_01474	bflo_11013, bflo_00072, bflo_18053, bflo_18708
OG0000750	APOSC_14193	bflo_24245, bflo_13122
OG0000751	APOSC_10279	bflo_19051, bflo_18792
OG0000752	APOSC_04900	bflo_09173
OG0000752	APOSC_11897	bflo_17530
OG0000752	APOSC_20705	bflo_25764
OG0000753	APOSC_17933	bflo_07197
OG0000753	APOSC_23432	bflo_21758
OG0000755	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838	bflo_13054
OG0000756	APOSC_00440	bflo_01257
OG0000757	APOSC_21066	bflo_20811
OG0000757	APOSC_13824	bflo_18826, bflo_04296
OG0000758	APOSC_04627, APOSC_04628, APOSC_04626	bflo_01097
OG0000759	APOSC_10203	bflo_02579, bflo_02659
OG0000760	APOSC_23162, APOSC_23164	bflo_11514
OG0000761	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182	bflo_16367
OG0000762	APOSC_21996, APOSC_27690	bflo_02491, bflo_02535
OG0000763	APOSC_11369	bflo_06587
OG0000764	APOSC_22151	bflo_11618, bflo_11956, bflo_15881
OG0000765	APOSC_08832	bflo_08626
OG0000766	APOSC_02629, APOSC_02626, APOSC_02627	bflo_05997
OG0000767	APOSC_19311, APOSC_22136, APOSC_22137	bflo_14537, bflo_17883
OG0000768	APOSC_11098, APOSC_11096, APOSC_11097	bflo_12288
OG0000772	APOSC_24323	bflo_08683
OG0000772	APOSC_17782	bflo_02996, bflo_06062, bflo_13063
OG0000773	APOSC_19616	bflo_07679, bflo_07678, bflo_07054
OG0000774	APOSC_18361	bflo_25631
OG0000774	APOSC_14291	bflo_23899
OG0000774	APOSC_14965	bflo_11567
OG0000775	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384	bflo_25667, bflo_18209, bflo_17805, bflo_18208, bflo_16771, bflo_00359, bflo_15150
OG0000776	APOSC_26884, APOSC_23547, APOSC_14259	bflo_09243
OG0000776	APOSC_20069	bflo_19338, bflo_21158, bflo_19331, bflo_19332
OG0000777	APOSC_16029, APOSC_06075	bflo_23099
OG0000778	APOSC_26535	bflo_12322, bflo_00934
OG0000779	APOSC_20892	bflo_16829
OG0000779	APOSC_15142	bflo_05592
OG0000780	APOSC_07773	bflo_13962
OG0000780	APOSC_00388	bflo_02364
OG0000780	APOSC_21503	bflo_25174
OG0000782	APOSC_02046, APOSC_02045	bflo_25636
OG0000784	APOSC_17182, APOSC_20175	bflo_22377, bflo_22425, bflo_26168, bflo_10268, bflo_09560
OG0000786	APOSC_12334	bflo_22842, bflo_21670
OG0000787	APOSC_24396	bflo_08501
OG0000788	APOSC_18949	bflo_03223
OG0000788	APOSC_21919, APOSC_21918, APOSC_21917	bflo_02988
OG0000789	APOSC_20002, APOSC_24492, APOSC_28139, APOSC_14175, APOSC_23687, APOSC_15281, APOSC_26967	bflo_20870, bflo_20623, bflo_08014, bflo_08825, bflo_09212, bflo_20725
OG0000790	APOSC_17258	bflo_08059
OG0000791	APOSC_26179, APOSC_26180	bflo_18766
OG0000792	APOSC_14959	bflo_02568
OG0000792	APOSC_04163	bflo_20459
OG0000793	APOSC_28727	bflo_06217
OG0000794	APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932	bflo_20321, bflo_27324
OG0000795	APOSC_03415	bflo_15104
OG0000796	APOSC_17748	bflo_21654
OG0000798	APOSC_20553	bflo_14240
OG0000799	APOSC_20835	bflo_10428
OG0000800	APOSC_27669	bflo_09025
OG0000801	APOSC_13410, APOSC_22125	bflo_08310
