Orthogroup	APOSC_ok	HUMAN
OG0001278	APOSC_09194	HUMAN13574, HUMAN02569, HUMAN02570
OG0001278	APOSC_22330	HUMAN28347
OG0001278	APOSC_17287	HUMAN28348
OG0001279	APOSC_10701	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712
OG0001280	APOSC_27519, APOSC_27518	HUMAN09972, HUMAN14369, HUMAN28522
OG0001282	APOSC_02603, APOSC_02605	HUMAN11803, HUMAN21801
OG0001284	APOSC_07511	HUMAN27205
OG0001284	APOSC_23659	HUMAN09392
OG0001287	APOSC_06831	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270
OG0001288	APOSC_05127	HUMAN09745, HUMAN23493
OG0001290	APOSC_26089	HUMAN23738, HUMAN09455, HUMAN11087
OG0001291	APOSC_25701	HUMAN27542, HUMAN22728, HUMAN03289
OG0001292	APOSC_09434, APOSC_09433	HUMAN20666, HUMAN18444, HUMAN18446
OG0001293	APOSC_02639	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393
OG0001294	APOSC_15979, APOSC_15980, APOSC_15981	HUMAN08609
OG0001295	APOSC_18506, APOSC_18505	HUMAN17913, HUMAN17912, HUMAN06527
OG0001296	APOSC_21716	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471
OG0001297	APOSC_13620, APOSC_10275	HUMAN06849, HUMAN06850, HUMAN02321, HUMAN02322, HUMAN04265
OG0001300	APOSC_28359, APOSC_24410, APOSC_00939	HUMAN21610, HUMAN07635, HUMAN30249
OG0001302	APOSC_13642	HUMAN00934
OG0001302	APOSC_27436	HUMAN28036
OG0001305	APOSC_04550	HUMAN14853, HUMAN29257, HUMAN01234
OG0001306	APOSC_25565	HUMAN01015, HUMAN01014
OG0001306	APOSC_16313	HUMAN29260
OG0001308	APOSC_19468	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495
OG0001309	APOSC_28082, APOSC_26759	HUMAN26186, HUMAN26187
OG0001310	APOSC_16039	HUMAN09337
OG0001310	APOSC_12794	HUMAN17449
OG0001311	APOSC_06535, APOSC_06536	HUMAN02788
OG0001311	APOSC_26409	HUMAN20553
OG0001312	APOSC_18881, APOSC_02695, APOSC_01193, APOSC_01192	HUMAN19586, HUMAN21384, HUMAN21385
OG0001315	APOSC_23156, APOSC_08359, APOSC_08360, APOSC_13377, APOSC_11677, APOSC_04724, APOSC_21291	HUMAN13233, HUMAN25875
OG0001316	APOSC_24096, APOSC_24095	HUMAN22411, HUMAN07507
OG0001317	APOSC_08113	HUMAN26503, HUMAN26504
OG0001318	APOSC_20047	HUMAN16547, HUMAN16548
OG0001318	APOSC_08207	HUMAN21172, HUMAN21173
OG0001319	APOSC_07704	HUMAN30310, HUMAN21541
OG0001320	APOSC_12164	HUMAN09292, HUMAN16855, HUMAN16856
OG0001321	APOSC_09384	HUMAN09666, HUMAN14539
OG0001322	APOSC_08768	HUMAN03840
OG0001322	APOSC_06842	HUMAN15479, HUMAN15481
OG0001324	APOSC_00820	HUMAN21897
OG0001325	APOSC_01729	HUMAN22703
OG0001326	APOSC_23911	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603
OG0001327	APOSC_03248	HUMAN05826, HUMAN05829
OG0001327	APOSC_16461	HUMAN06766, HUMAN06765, HUMAN02428
OG0001329	APOSC_28234	HUMAN02833
OG0001330	APOSC_03934, APOSC_03936, APOSC_03935	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846
OG0001331	APOSC_17937	HUMAN22233
OG0001332	APOSC_26743	HUMAN29020
OG0001333	APOSC_19820	HUMAN20118, HUMAN10313
OG0001335	APOSC_04738	HUMAN28637
OG0001337	APOSC_17535	HUMAN28621
OG0001337	APOSC_06896	HUMAN13008, HUMAN23397, HUMAN00896
OG0001341	APOSC_25206	HUMAN13955
OG0001344	APOSC_01831	HUMAN17092
OG0001345	APOSC_20488	HUMAN21450, HUMAN21451, HUMAN21449
OG0001348	APOSC_29007, APOSC_29008	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856
OG0001350	APOSC_19044	HUMAN01020
OG0001350	APOSC_01807, APOSC_12828, APOSC_28227	HUMAN18742
OG0001351	APOSC_12255, APOSC_12254	HUMAN30584
OG0001352	APOSC_09016, APOSC_09015, APOSC_00670, APOSC_22722, APOSC_00899	HUMAN27857
OG0001353	APOSC_06612	HUMAN18781
OG0001353	APOSC_25721	HUMAN18886
OG0001354	APOSC_27231	HUMAN01464, HUMAN01976
OG0001354	APOSC_23529	HUMAN28999
OG0001355	APOSC_12249	HUMAN24307, HUMAN22136, HUMAN03703
OG0001356	APOSC_18143	HUMAN21113, HUMAN06242, HUMAN29863
OG0001357	APOSC_06611	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455
OG0001358	APOSC_25741	HUMAN25707
OG0001358	APOSC_25740	HUMAN25708
OG0001359	APOSC_05796	HUMAN14362, HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432, HUMAN28720, HUMAN01773
OG0001361	APOSC_10076	HUMAN04301, HUMAN04302, HUMAN20294
OG0001362	APOSC_07416, APOSC_07418	HUMAN13462
OG0001363	APOSC_13047, APOSC_04146, APOSC_25033	HUMAN02206
OG0001364	APOSC_01652	HUMAN18390, HUMAN26706, HUMAN18389
OG0001365	APOSC_19776, APOSC_19497, APOSC_08816, APOSC_19184	HUMAN29603, HUMAN22759
OG0001367	APOSC_02909	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627
OG0001368	APOSC_19224	HUMAN08634, HUMAN18786, HUMAN18785, HUMAN08633
OG0001369	APOSC_00594, APOSC_00593	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738
OG0001370	APOSC_20803, APOSC_20802, APOSC_05081	HUMAN10042
OG0001370	APOSC_27098	HUMAN18140
OG0001371	APOSC_04765, APOSC_24656, APOSC_24655, APOSC_12215	HUMAN13498, HUMAN13497
OG0001372	APOSC_13607	HUMAN01152
OG0001373	APOSC_10593	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735
OG0001374	APOSC_13404	HUMAN09540, HUMAN09539, HUMAN01648, HUMAN19827, HUMAN19826, HUMAN30333
OG0001375	APOSC_01077	HUMAN25598, HUMAN00578, HUMAN00579
OG0001376	APOSC_00252	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374
OG0001377	APOSC_17837	HUMAN18646, HUMAN03684, HUMAN03683
OG0001378	APOSC_25235	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018
OG0001379	APOSC_16176	HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658
OG0001380	APOSC_08860, APOSC_27915	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347
OG0001381	APOSC_12542, APOSC_12541, APOSC_12540, APOSC_12539	HUMAN14335, HUMAN09185, HUMAN28764
OG0001382	APOSC_27796, APOSC_27799, APOSC_27795, APOSC_27797, APOSC_27798	HUMAN16044
OG0001383	APOSC_03991	HUMAN01927
OG0001384	APOSC_23265	HUMAN07653, HUMAN07663
OG0001388	APOSC_08589	HUMAN29687, HUMAN30613, HUMAN30096
OG0001389	APOSC_23942	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383
OG0001394	APOSC_06779, APOSC_06780	HUMAN27466
OG0001395	APOSC_17993	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663
OG0001397	APOSC_16804	HUMAN24255, HUMAN03558
OG0001397	APOSC_15929	HUMAN03597
OG0001398	APOSC_28642	HUMAN30494, HUMAN20842
OG0001399	APOSC_04275	HUMAN07651
OG0001399	APOSC_15359	HUMAN18963, HUMAN18962, HUMAN11037
OG0001400	APOSC_16578, APOSC_16577	HUMAN12867, HUMAN17921, HUMAN26085, HUMAN26084
OG0001401	APOSC_06205	HUMAN29769
OG0001402	APOSC_08403, APOSC_08404	HUMAN19950, HUMAN10942, HUMAN12422, HUMAN12423
OG0001403	APOSC_22719, APOSC_14048, APOSC_27540	HUMAN12235, HUMAN27256, HUMAN07228
OG0001404	APOSC_26753	HUMAN00261
OG0001405	APOSC_27750	HUMAN20770, HUMAN11517, HUMAN20772
OG0001406	APOSC_16330	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432
OG0001408	APOSC_19450, APOSC_19451	HUMAN29375, HUMAN14479, HUMAN01329
OG0001409	APOSC_14068, APOSC_14069	HUMAN15650, HUMAN21360
OG0001410	APOSC_04943	HUMAN18250
OG0001410	APOSC_18435	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903
OG0001410	APOSC_02633	HUMAN27965
OG0001411	APOSC_10503, APOSC_27904	HUMAN22432, HUMAN22431
OG0001413	APOSC_20512	HUMAN07320, HUMAN07322
OG0001413	APOSC_06316	HUMAN10070
OG0001414	APOSC_07127	HUMAN16822
OG0001414	APOSC_08515	HUMAN26311
OG0001415	APOSC_10475, APOSC_25795	HUMAN19750, HUMAN19752, HUMAN19751
OG0001416	APOSC_03441, APOSC_03440	HUMAN00172, HUMAN11820
OG0001417	APOSC_22003	HUMAN12487
OG0001418	APOSC_27061	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427
OG0001419	APOSC_12852	HUMAN02692, HUMAN09220, HUMAN09218, HUMAN09217
OG0001420	APOSC_10402	HUMAN08488, HUMAN08485, HUMAN29818, HUMAN29817, HUMAN20933, HUMAN06265, HUMAN06264, HUMAN06263
OG0001421	APOSC_15996	HUMAN04839, HUMAN08948, HUMAN02585
OG0001422	APOSC_14929	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891
OG0001423	APOSC_06986, APOSC_06987	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689
OG0001424	APOSC_09916	HUMAN04853, HUMAN04852
OG0001425	APOSC_26741, APOSC_26740	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344
OG0001427	APOSC_07658	HUMAN18845, HUMAN13853, HUMAN16726
OG0001428	APOSC_06360, APOSC_19650, APOSC_18933, APOSC_19652, APOSC_19651	HUMAN00193, HUMAN11816, HUMAN05892
OG0001429	APOSC_27011, APOSC_27010	HUMAN29656, HUMAN00568, HUMAN25640
OG0001430	APOSC_10425	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891
OG0001431	APOSC_03549, APOSC_03550	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529
OG0001432	APOSC_10777	HUMAN16749
OG0001433	APOSC_21534, APOSC_21533	HUMAN00642, HUMAN28267, HUMAN25243
OG0001434	APOSC_06186, APOSC_02988, APOSC_12550	HUMAN25376
OG0001436	APOSC_05330, APOSC_05328, APOSC_05329	HUMAN28951
OG0001437	APOSC_06789	HUMAN13733, HUMAN13731, HUMAN13732, HUMAN13730, HUMAN27963, HUMAN27962
OG0001440	APOSC_20481	HUMAN02970, HUMAN12486
OG0001441	APOSC_07931	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607
OG0001445	APOSC_01766	HUMAN18716, HUMAN15579
OG0001446	APOSC_00923, APOSC_00922, APOSC_10170, APOSC_16223, APOSC_07679, APOSC_25660	HUMAN12296
OG0001447	APOSC_07024, APOSC_07026, APOSC_07025, APOSC_07023	HUMAN09319, HUMAN15576, HUMAN02582
OG0001449	APOSC_12099	HUMAN16746
OG0001449	APOSC_00496	HUMAN18160
OG0001451	APOSC_16226	HUMAN07097
OG0001451	APOSC_16661	HUMAN04374, HUMAN04373
OG0001452	APOSC_06149	HUMAN23508, HUMAN10054, HUMAN01876
OG0001453	APOSC_02976	HUMAN01855, HUMAN01856, HUMAN01854, HUMAN09711, HUMAN21615
OG0001454	APOSC_10077	HUMAN24124, HUMAN24121, HUMAN24122, HUMAN22861
OG0001455	APOSC_20486	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678
OG0001456	APOSC_10360, APOSC_00503	HUMAN21609
OG0001457	APOSC_00612	HUMAN25257, HUMAN25224, HUMAN25255, HUMAN28271, HUMAN25256
OG0001459	APOSC_03007, APOSC_19515	HUMAN15951, HUMAN15950, HUMAN06132
OG0001460	APOSC_12171	HUMAN03122
OG0001461	APOSC_22593, APOSC_22594	HUMAN26887
OG0001462	APOSC_13848	HUMAN02581
OG0001463	APOSC_16275	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625
OG0001464	APOSC_00690	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436
OG0001465	APOSC_28148, APOSC_09134	HUMAN00436
OG0001466	APOSC_10971	HUMAN20834, HUMAN20833
OG0001466	APOSC_14104	HUMAN23853
OG0001467	APOSC_21011	HUMAN29474, HUMAN29473
OG0001467	APOSC_12095	HUMAN05267
OG0001468	APOSC_26571	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674
OG0001469	APOSC_12521	HUMAN25406
OG0001470	APOSC_15496	HUMAN12346
OG0001472	APOSC_03478	HUMAN26528, HUMAN26527
OG0001472	APOSC_26882	HUMAN19245
OG0001473	APOSC_25378, APOSC_24554	HUMAN20094, HUMAN20096, HUMAN20095
OG0001474	APOSC_00391	HUMAN09370
OG0001474	APOSC_28339	HUMAN10738, HUMAN10739, HUMAN10736
OG0001475	APOSC_19285, APOSC_00671	HUMAN00231, HUMAN00230, HUMAN00232, HUMAN00233
OG0001476	APOSC_20045	HUMAN25765, HUMAN19427
OG0001477	APOSC_14113	HUMAN03461, HUMAN03460
OG0001478	APOSC_12978	HUMAN09291, HUMAN09290
OG0001478	APOSC_11937	HUMAN20166
OG0001479	APOSC_29168	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189
OG0001480	APOSC_05352	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721
OG0001481	APOSC_24916	HUMAN25752, HUMAN25750, HUMAN08503
OG0001482	APOSC_19050	HUMAN10795, HUMAN07131, HUMAN11775
OG0001483	APOSC_20800	HUMAN12748
OG0001484	APOSC_25021, APOSC_13556	HUMAN29782, HUMAN20929
OG0001485	APOSC_23085, APOSC_23084, APOSC_23083	HUMAN10085, HUMAN23594, HUMAN23593
OG0001486	APOSC_27432	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067
OG0001487	APOSC_08783	HUMAN11646, HUMAN13747, HUMAN11647
OG0001488	APOSC_25402, APOSC_03875	HUMAN04092, HUMAN04094
OG0001488	APOSC_00153, APOSC_28110, APOSC_26977, APOSC_09269	HUMAN04093
OG0001489	APOSC_17497, APOSC_17496	HUMAN01073, HUMAN23289
OG0001490	APOSC_22165	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810
OG0001492	APOSC_14714	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105
OG0001493	APOSC_12580	HUMAN03318
OG0001495	APOSC_01292	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161
OG0001496	APOSC_09640, APOSC_09641, APOSC_02129, APOSC_24932, APOSC_13192, APOSC_06926	HUMAN17133
OG0001500	APOSC_10163, APOSC_10164	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404
OG0001501	APOSC_12106, APOSC_12104, APOSC_12107	HUMAN08312, HUMAN18751
OG0001502	APOSC_05753, APOSC_21241	HUMAN13214, HUMAN13217
OG0001503	APOSC_07503	HUMAN15059
OG0001503	APOSC_29093	HUMAN06046
OG0001504	APOSC_05548	HUMAN18887
OG0001505	APOSC_21083, APOSC_06533	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341
OG0001506	APOSC_17974, APOSC_17975	HUMAN21790, HUMAN00091
OG0001507	APOSC_20414	HUMAN08598, HUMAN02657, HUMAN02656, HUMAN04900
OG0001508	APOSC_21339, APOSC_21338	HUMAN04219, HUMAN15958
OG0001509	APOSC_27811	HUMAN07903, HUMAN21589
OG0001510	APOSC_12053, APOSC_12055	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092
OG0001511	APOSC_07488, APOSC_26249	HUMAN18319, HUMAN26693
OG0001513	APOSC_13909	HUMAN17774, HUMAN17773, HUMAN06636
OG0001515	APOSC_23285	HUMAN12421, HUMAN12420, HUMAN19953
OG0001516	APOSC_04613, APOSC_04614	HUMAN23268
OG0001517	APOSC_10273	HUMAN23303, HUMAN21286
OG0001518	APOSC_04576, APOSC_19442, APOSC_19441	HUMAN21520, HUMAN20795, HUMAN21522
OG0001520	APOSC_18603	HUMAN00622, HUMAN16656
OG0001521	APOSC_26269	HUMAN15053, HUMAN23542, HUMAN01808
OG0001522	APOSC_16037	HUMAN15759
OG0001523	APOSC_03544, APOSC_08741	HUMAN04118, HUMAN06164
OG0001524	APOSC_18612	HUMAN03522
OG0001524	APOSC_18631	HUMAN11149
OG0001525	APOSC_11644	HUMAN07206
OG0001525	APOSC_13960	HUMAN07207
OG0001526	APOSC_21222, APOSC_12286	HUMAN02271, HUMAN29404
OG0001527	APOSC_26650	HUMAN11842
OG0001527	APOSC_04022	HUMAN28194
OG0001528	APOSC_14510	HUMAN11910, HUMAN21992, HUMAN21991, HUMAN21990
OG0001529	APOSC_03920	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918
OG0001531	APOSC_14320	HUMAN03428, HUMAN22234, HUMAN24248
OG0001532	APOSC_13448	HUMAN00046, HUMAN11888, HUMAN21869
OG0001533	APOSC_28817, APOSC_28816	HUMAN07789, HUMAN21380
OG0001534	APOSC_07636	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538
OG0001536	APOSC_15383	HUMAN16818, HUMAN23182, HUMAN23181
OG0001538	APOSC_23666, APOSC_28290, APOSC_04002, APOSC_24317	HUMAN02566
OG0001545	APOSC_17565	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012
OG0001546	APOSC_12494	HUMAN08266, HUMAN16844
OG0001549	APOSC_07982, APOSC_07983	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395
OG0001550	APOSC_09615, APOSC_26524	HUMAN20737
OG0001551	APOSC_25143	HUMAN08700, HUMAN02498
OG0001552	APOSC_04223, APOSC_20203	HUMAN20977, HUMAN20976
OG0001553	APOSC_17818, APOSC_17817, APOSC_17816	HUMAN27760, HUMAN03319, HUMAN23794
OG0001554	APOSC_12359	HUMAN05332, HUMAN05331, HUMAN30019
OG0001556	APOSC_16096, APOSC_16105	HUMAN02509
OG0001557	APOSC_10213	HUMAN04310
OG0001557	APOSC_21247	HUMAN26830, HUMAN26831
OG0001558	APOSC_12692	HUMAN29505, HUMAN29504, HUMAN14496
OG0001559	APOSC_06915	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942
OG0001560	APOSC_19389	HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891
OG0001561	APOSC_03964	HUMAN20456, HUMAN24967, HUMAN20360
OG0001563	APOSC_15535, APOSC_15427, APOSC_27127, APOSC_21984	HUMAN09891
OG0001564	APOSC_06037, APOSC_06038	HUMAN18398, HUMAN05132, HUMAN18397, HUMAN18396, HUMAN05131
OG0001565	APOSC_04430	HUMAN15336, HUMAN05720, HUMAN01912
OG0001566	APOSC_18241, APOSC_18242, APOSC_18244, APOSC_18243	HUMAN25664, HUMAN29643
OG0001567	APOSC_14453	HUMAN00268, HUMAN21826
OG0001568	APOSC_28643	HUMAN20082, HUMAN20081
OG0001570	APOSC_24457	HUMAN16051
OG0001571	APOSC_08835	HUMAN13804, HUMAN05679
OG0001571	APOSC_26437, APOSC_26436, APOSC_26438	HUMAN05678
OG0001572	APOSC_16015, APOSC_16016	HUMAN13726
OG0001572	APOSC_02447	HUMAN11626, HUMAN11627
OG0001573	APOSC_24147, APOSC_24146	HUMAN01295, HUMAN29048
OG0001574	APOSC_16952, APOSC_16951	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298
OG0001574	APOSC_16054	HUMAN13262
OG0001575	APOSC_20344	HUMAN20511
OG0001576	APOSC_19353, APOSC_19354	HUMAN23520, HUMAN09989, HUMAN09990
OG0001578	APOSC_25871	HUMAN27577, HUMAN27576, HUMAN03525
OG0001579	APOSC_00205	HUMAN03141, HUMAN03143, HUMAN03144
OG0001580	APOSC_04582, APOSC_04583	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241
OG0001581	APOSC_12012	HUMAN02524, HUMAN02525
OG0001582	APOSC_09174	HUMAN11711, HUMAN11710, HUMAN19935
OG0001583	APOSC_05042, APOSC_05043, APOSC_05041	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577
OG0001584	APOSC_24188	HUMAN22038
OG0001589	APOSC_14644	HUMAN10236
OG0001590	APOSC_05334, APOSC_06008, APOSC_06664	HUMAN09424
OG0001592	APOSC_24168, APOSC_27291	HUMAN09531, HUMAN09657, HUMAN09656
OG0001593	APOSC_01201, APOSC_17370	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587
OG0001594	APOSC_20977	HUMAN19429
OG0001597	APOSC_09081	HUMAN26560, HUMAN26561, HUMAN26559
OG0001597	APOSC_18499	HUMAN03834
OG0001599	APOSC_03974	HUMAN13426
OG0001604	APOSC_20538	HUMAN22175
OG0001604	APOSC_08984	HUMAN12471, HUMAN12472
OG0001605	APOSC_08927, APOSC_24537	HUMAN07945, HUMAN07944
OG0001606	APOSC_09729	HUMAN13929
OG0001606	APOSC_24157	HUMAN03753
OG0001609	APOSC_15382	HUMAN07643
OG0001609	APOSC_18863	HUMAN21122, HUMAN07645
OG0001610	APOSC_11669, APOSC_11668, APOSC_17468	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094
OG0001611	APOSC_16863	HUMAN08978, HUMAN02546
OG0001612	APOSC_20257	HUMAN25319
OG0001613	APOSC_06867	HUMAN24818
OG0001614	APOSC_25539	HUMAN14358
OG0001614	APOSC_17721	HUMAN13572
OG0001615	APOSC_22981, APOSC_22982	HUMAN04414, HUMAN27016
OG0001617	APOSC_17358, APOSC_17357	HUMAN20425, HUMAN06149, HUMAN24916
OG0001620	APOSC_25992	HUMAN24750, HUMAN24751, HUMAN02052
OG0001621	APOSC_06290, APOSC_06292, APOSC_06291	HUMAN10405, HUMAN20233
OG0001622	APOSC_24336	HUMAN03730, HUMAN03729, HUMAN27716
OG0001624	APOSC_18447	HUMAN25539, HUMAN25540, HUMAN00624, HUMAN19275, HUMAN19274, HUMAN27856
OG0001627	APOSC_09790	HUMAN28211
OG0001627	APOSC_14367	HUMAN24158
OG0001628	APOSC_13343	HUMAN16897, HUMAN16898
OG0001630	APOSC_00298	HUMAN26733, HUMAN00265, HUMAN00266
OG0001633	APOSC_23714, APOSC_22234, APOSC_12879	HUMAN28383
OG0001634	APOSC_06560	HUMAN29106
OG0001634	APOSC_05598	HUMAN02620, HUMAN15581
OG0001635	APOSC_00598	HUMAN30203, HUMAN26031, HUMAN29595
OG0001636	APOSC_20219	HUMAN11118
OG0001637	APOSC_14125	HUMAN21485
OG0001638	APOSC_28340	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784
OG0001639	APOSC_07448, APOSC_07449	HUMAN09764, HUMAN14138
OG0001641	APOSC_16997	HUMAN02994
OG0001642	APOSC_01391, APOSC_01390	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976
OG0001643	APOSC_19563	HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331
OG0001644	APOSC_08859	HUMAN24567
OG0001646	APOSC_08803	HUMAN10878
OG0001651	APOSC_18928, APOSC_18929	HUMAN24385, HUMAN03098, HUMAN22631
OG0001652	APOSC_28560	HUMAN08985
OG0001653	APOSC_08321	HUMAN23274
OG0001654	APOSC_10444, APOSC_10443, APOSC_10445, APOSC_10446, APOSC_10447	HUMAN24521, HUMAN24522, HUMAN25677
OG0001655	APOSC_19955	HUMAN23043, HUMAN29586, HUMAN29889
OG0001656	APOSC_13800	HUMAN07544, HUMAN07542, HUMAN07543
OG0001656	APOSC_15673	HUMAN07547, HUMAN12664
OG0001657	APOSC_20037	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603
OG0001659	APOSC_04193, APOSC_04192	HUMAN00545, HUMAN00546, HUMAN25769
OG0001660	APOSC_25851	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381
OG0001661	APOSC_05078	HUMAN07166
OG0001661	APOSC_19581	HUMAN21509
OG0001662	APOSC_03197	HUMAN05309
OG0001662	APOSC_24638	HUMAN26391, HUMAN07388
OG0001663	APOSC_14512, APOSC_14513, APOSC_19966, APOSC_00664	HUMAN26903, HUMAN29828
OG0001665	APOSC_03053	HUMAN13477, HUMAN13476
OG0001665	APOSC_26736	HUMAN10572
OG0001666	APOSC_19309, APOSC_18453, APOSC_20901	HUMAN07809
OG0001667	APOSC_19485	HUMAN12734, HUMAN26001, HUMAN26000, HUMAN06279, HUMAN06280, HUMAN06278
OG0001668	APOSC_25820	HUMAN25853
OG0001671	APOSC_20652	HUMAN20911
OG0001672	APOSC_09103, APOSC_09104	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575
OG0001673	APOSC_21746	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851
OG0001674	APOSC_13291	HUMAN09862, HUMAN09861, HUMAN09864, HUMAN09865, HUMAN13900
OG0001675	APOSC_00269, APOSC_15910	HUMAN28279, HUMAN27610
OG0001676	APOSC_11977	HUMAN03206
OG0001676	APOSC_18551	HUMAN15070
OG0001677	APOSC_19672	HUMAN07349, HUMAN07350
OG0001678	APOSC_15018	HUMAN25999, HUMAN17691
OG0001683	APOSC_24984	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314
OG0001684	APOSC_05984, APOSC_05985	HUMAN14785, HUMAN01201
OG0001685	APOSC_03873	HUMAN22339
OG0001687	APOSC_25333, APOSC_09970, APOSC_10763	HUMAN03234
OG0001688	APOSC_10916	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992
OG0001689	APOSC_15449	HUMAN11737, HUMAN19915
OG0001691	APOSC_09746	HUMAN10903
OG0001691	APOSC_09745, APOSC_09749, APOSC_09748	HUMAN07404
OG0001692	APOSC_14941	HUMAN00929, HUMAN00928, HUMAN15010, HUMAN23437, HUMAN23438
OG0001693	APOSC_17934, APOSC_21564, APOSC_03466	HUMAN00705
OG0001694	APOSC_00545	HUMAN06928, HUMAN06927, HUMAN06925, HUMAN20957
OG0001696	APOSC_26728, APOSC_11197	HUMAN07021, HUMAN07020, HUMAN03942, HUMAN03944, HUMAN03943, HUMAN03945
OG0001703	APOSC_20355, APOSC_14646, APOSC_20391, APOSC_06643, APOSC_07921	HUMAN09709
OG0001704	APOSC_20746, APOSC_00421	HUMAN06407, HUMAN06567
OG0001706	APOSC_11809, APOSC_11808	HUMAN30453, HUMAN05373, HUMAN30452
OG0001707	APOSC_26684	HUMAN13776, HUMAN13775, HUMAN16739
OG0001708	APOSC_07420	HUMAN25399, HUMAN25398, HUMAN01995, HUMAN01996
OG0001709	APOSC_04296, APOSC_04297, APOSC_04295, APOSC_19317	HUMAN23995
OG0001710	APOSC_13811	HUMAN06210, HUMAN24986, HUMAN29936, HUMAN28878
