Orthogroup	APOSC_ok	XENTR
OG0001181	APOSC_08671	XENTR02917, XENTR13969
OG0001182	APOSC_00719, APOSC_23474, APOSC_12486, APOSC_22228	XENTR04131, XENTR14389, XENTR06978, XENTR10070
OG0001183	APOSC_17193, APOSC_17194	XENTR15931, XENTR15930
OG0001184	APOSC_28467	XENTR11761
OG0001184	APOSC_19647	XENTR16633
OG0001185	APOSC_20961, APOSC_20963, APOSC_20960, APOSC_20962, APOSC_20964, APOSC_02697	XENTR05474, XENTR09610, XENTR09609
OG0001186	APOSC_22932	XENTR07680, XENTR03745
OG0001186	APOSC_07366	XENTR03736
OG0001188	APOSC_22816, APOSC_01840	XENTR12660, XENTR10956, XENTR04124
OG0001189	APOSC_16284, APOSC_02204	XENTR16871, XENTR08031, XENTR04626
OG0001190	APOSC_04573	XENTR06259, XENTR16660, XENTR16659
OG0001191	APOSC_16893	XENTR02213, XENTR13144, XENTR08963
OG0001196	APOSC_17916	XENTR18694, XENTR11054, XENTR19094
OG0001197	APOSC_08492	XENTR14109
OG0001198	APOSC_22302	XENTR13281
OG0001198	APOSC_22586	XENTR16301
OG0001199	APOSC_23577	XENTR12723
OG0001201	APOSC_09437	XENTR17812
OG0001201	APOSC_03781, APOSC_23148	XENTR17811
OG0001202	APOSC_09292, APOSC_07425, APOSC_23731	XENTR11567, XENTR11566
OG0001204	APOSC_02297, APOSC_24480	XENTR13340
OG0001205	APOSC_09031	XENTR14919
OG0001207	APOSC_12551	XENTR10602, XENTR06956, XENTR16548
OG0001208	APOSC_16730	XENTR05399, XENTR14797
OG0001209	APOSC_10899	XENTR17550
OG0001210	APOSC_23126	XENTR12983
OG0001210	APOSC_24521, APOSC_24519, APOSC_24520	XENTR09378
OG0001211	APOSC_18685	XENTR04154, XENTR06866
OG0001213	APOSC_26742	XENTR10507
OG0001213	APOSC_18014, APOSC_16372	XENTR01205
OG0001215	APOSC_13978	XENTR12954, XENTR16550, XENTR16549
OG0001216	APOSC_27401, APOSC_24924	XENTR13109
OG0001216	APOSC_01787	XENTR05946
OG0001217	APOSC_19625	XENTR07688, XENTR11580, XENTR00148
OG0001218	APOSC_27369, APOSC_27373, APOSC_27371, APOSC_27368	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396
OG0001219	APOSC_17654	XENTR03647, XENTR18228, XENTR12113
OG0001220	APOSC_05642	XENTR06344, XENTR06343
OG0001221	APOSC_24815	XENTR15915
OG0001223	APOSC_26454	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495
OG0001224	APOSC_21055	XENTR18588
OG0001225	APOSC_15265	XENTR09310, XENTR06994, XENTR15732
OG0001226	APOSC_06917, APOSC_04394, APOSC_01427	XENTR05450
OG0001227	APOSC_26346	XENTR05921
OG0001231	APOSC_20643	XENTR03878, XENTR01648
OG0001232	APOSC_26473, APOSC_20135, APOSC_14799, APOSC_26965, APOSC_10973, APOSC_18148	XENTR01820
OG0001238	APOSC_09179	XENTR08981
OG0001239	APOSC_03435	XENTR05992, XENTR11309
OG0001240	APOSC_24416, APOSC_24417	XENTR01403, XENTR05719, XENTR12304, XENTR05718
OG0001241	APOSC_23343	XENTR12971
OG0001241	APOSC_04462	XENTR07087, XENTR02055
OG0001243	APOSC_18938	XENTR17516, XENTR17517
OG0001245	APOSC_07109, APOSC_07108	XENTR09296
OG0001246	APOSC_15436, APOSC_15437	XENTR08405
OG0001247	APOSC_08850	XENTR19062, XENTR18189, XENTR18467, XENTR11045
OG0001248	APOSC_19998	XENTR01078, XENTR18804, XENTR03776
OG0001249	APOSC_06543	XENTR10238, XENTR10239, XENTR04710, XENTR00318
OG0001250	APOSC_01792	XENTR10529, XENTR04777, XENTR07316
OG0001251	APOSC_09632	XENTR12411
OG0001252	APOSC_19009	XENTR06520, XENTR03993, XENTR03992, XENTR09825
OG0001253	APOSC_11036	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523
OG0001254	APOSC_13372	XENTR03435, XENTR01471
OG0001256	APOSC_14777, APOSC_14776	XENTR12356
OG0001262	APOSC_09805, APOSC_09807, APOSC_09806, APOSC_09804, APOSC_24190	XENTR06170, XENTR06171, XENTR19017, XENTR15533
OG0001263	APOSC_14146	XENTR06868
OG0001264	APOSC_15051, APOSC_15050	XENTR02490, XENTR03731, XENTR05140
OG0001266	APOSC_00128, APOSC_00129	XENTR10900, XENTR02450
OG0001267	APOSC_17932	XENTR14460
OG0001267	APOSC_02561	XENTR06333
OG0001268	APOSC_21922	XENTR08282
OG0001268	APOSC_07653	XENTR18855
OG0001270	APOSC_07392	XENTR01782
OG0001270	APOSC_26062	XENTR12521, XENTR12522
OG0001271	APOSC_28116	XENTR17754, XENTR02751, XENTR07226
OG0001272	APOSC_02691, APOSC_10352, APOSC_17558, APOSC_25634	XENTR18340, XENTR09464, XENTR00960
OG0001273	APOSC_21600	XENTR13224, XENTR14752, XENTR14082
OG0001274	APOSC_21306	XENTR13249, XENTR15210, XENTR15211, XENTR07752
OG0001275	APOSC_18046	XENTR14624
OG0001276	APOSC_09906, APOSC_09905, APOSC_02286, APOSC_02287	XENTR09721, XENTR13760
OG0001278	APOSC_09194	XENTR09813
OG0001279	APOSC_10701	XENTR11976, XENTR14916
OG0001280	APOSC_27519, APOSC_27518	XENTR13872, XENTR04350, XENTR07156
OG0001282	APOSC_02603, APOSC_02605	XENTR16436, XENTR00274
OG0001284	APOSC_07511	XENTR15697
OG0001284	APOSC_23659	XENTR01467, XENTR01466
OG0001287	APOSC_06831	XENTR06418, XENTR10568, XENTR10975, XENTR14177
OG0001288	APOSC_05127	XENTR05832, XENTR05833
OG0001290	APOSC_26089	XENTR08522, XENTR00546, XENTR09553, XENTR04590
OG0001291	APOSC_25701	XENTR02209, XENTR05578, XENTR07580, XENTR07579
OG0001292	APOSC_09434, APOSC_09433	XENTR03404, XENTR01086
OG0001293	APOSC_02639	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560
OG0001294	APOSC_15979, APOSC_15980, APOSC_15981	XENTR08985, XENTR08984
OG0001295	APOSC_18506, APOSC_18505	XENTR07162, XENTR07111
OG0001296	APOSC_21716	XENTR10758, XENTR16218, XENTR01664, XENTR01665
OG0001297	APOSC_13620, APOSC_10275	XENTR07068, XENTR07067, XENTR01254, XENTR17500
OG0001300	APOSC_28359, APOSC_24410, APOSC_00939	XENTR09380, XENTR15087, XENTR13396
OG0001302	APOSC_13642	XENTR00019
OG0001302	APOSC_27436	XENTR05127, XENTR05128
OG0001305	APOSC_04550	XENTR06508, XENTR06784, XENTR15394
OG0001306	APOSC_25565	XENTR00068
OG0001306	APOSC_16313	XENTR06783
OG0001308	APOSC_19468	XENTR08924, XENTR10339, XENTR11736
OG0001309	APOSC_28082, APOSC_26759	XENTR12950
OG0001310	APOSC_16039	XENTR02393
OG0001310	APOSC_12794	XENTR15418
OG0001311	APOSC_06535, APOSC_06536	XENTR11767
OG0001311	APOSC_26409	XENTR16951
OG0001312	APOSC_02695, APOSC_01193, APOSC_01192	XENTR12977
OG0001313	APOSC_28195	XENTR06253
OG0001315	APOSC_23156, APOSC_08359, APOSC_08360, APOSC_13377, APOSC_11677, APOSC_04724, APOSC_21291	XENTR18202, XENTR00932, XENTR03902
OG0001316	APOSC_24096, APOSC_24095	XENTR05492, XENTR15964, XENTR00686
OG0001317	APOSC_08113	XENTR06399
OG0001318	APOSC_20047	XENTR10187
OG0001318	APOSC_08207	XENTR00640
OG0001319	APOSC_07704	XENTR00669, XENTR10926, XENTR09062
OG0001320	APOSC_12164	XENTR13078, XENTR04130
OG0001321	APOSC_09384	XENTR11250, XENTR11532, XENTR11534
OG0001322	APOSC_08768	XENTR10160, XENTR16770
OG0001322	APOSC_06842	XENTR07426
OG0001324	APOSC_00820	XENTR08414
OG0001326	APOSC_23911	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848
OG0001327	APOSC_16461	XENTR10101, XENTR14547
OG0001329	APOSC_28234	XENTR00757
OG0001330	APOSC_03934, APOSC_03936, APOSC_03935	XENTR14976, XENTR11097, XENTR10939
OG0001332	APOSC_26743	XENTR11574, XENTR14153, XENTR14152
OG0001333	APOSC_19820	XENTR01835
OG0001337	APOSC_06896	XENTR04761, XENTR09361
OG0001341	APOSC_25206	XENTR17450
OG0001344	APOSC_01831	XENTR06464
OG0001345	APOSC_20488	XENTR02832
OG0001348	APOSC_29007, APOSC_29008	XENTR02721, XENTR02053
OG0001350	APOSC_19044	XENTR00070
OG0001351	APOSC_12255, APOSC_12254	XENTR06632
OG0001352	APOSC_09016, APOSC_09015, APOSC_00670, APOSC_22722, APOSC_00899	XENTR02276, XENTR07810
OG0001353	APOSC_06612	XENTR09948
OG0001353	APOSC_25721	XENTR09957, XENTR02518
OG0001354	APOSC_27231	XENTR09675
OG0001354	APOSC_23529	XENTR04304
OG0001355	APOSC_12249	XENTR08752, XENTR12634, XENTR02287, XENTR14204
OG0001356	APOSC_18143	XENTR11301, XENTR02362, XENTR06819
OG0001357	APOSC_06611	XENTR05091, XENTR02425, XENTR12657
OG0001359	APOSC_05796	XENTR04346, XENTR10433, XENTR08085, XENTR18085
OG0001361	APOSC_10076	XENTR11816, XENTR11817, XENTR17007
OG0001362	APOSC_07416, APOSC_07418	XENTR09103
OG0001362	APOSC_07417	XENTR15980
OG0001363	APOSC_13047, APOSC_04146, APOSC_25033	XENTR09917, XENTR06150
OG0001364	APOSC_01652	XENTR17966, XENTR03257
OG0001365	APOSC_19776, APOSC_19497, APOSC_08816, APOSC_19184	XENTR03966, XENTR05559
OG0001366	APOSC_16257	XENTR03370
OG0001367	APOSC_02909	XENTR02449, XENTR12179, XENTR12890
OG0001368	APOSC_19224	XENTR09946, XENTR11688
OG0001369	APOSC_00594, APOSC_00593	XENTR07049, XENTR14549, XENTR14550, XENTR10107
OG0001370	APOSC_20803, APOSC_20802, APOSC_05081	XENTR01446
OG0001370	APOSC_27098	XENTR09409
OG0001371	APOSC_04765, APOSC_24656, APOSC_24655, APOSC_12215	XENTR09788
OG0001372	APOSC_13607	XENTR17215
OG0001373	APOSC_10593	XENTR01826, XENTR09130, XENTR04806
OG0001374	APOSC_13404	XENTR15855, XENTR14140
OG0001375	APOSC_04608	XENTR05015
OG0001375	APOSC_01077	XENTR07997, XENTR12997
OG0001376	APOSC_00252	XENTR13691, XENTR14498, XENTR07143
OG0001377	APOSC_17837	XENTR07904, XENTR16306
OG0001378	APOSC_25235	XENTR01985, XENTR01998, XENTR11085, XENTR12484
OG0001379	APOSC_16176	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100
OG0001380	APOSC_08860, APOSC_27915	XENTR13793, XENTR03477, XENTR03478
OG0001381	APOSC_12542, APOSC_12541, APOSC_12540, APOSC_12539	XENTR15731, XENTR09312, XENTR06992
OG0001382	APOSC_27796, APOSC_27799, APOSC_27795, APOSC_27797, APOSC_27798	XENTR05428
OG0001384	APOSC_23265	XENTR06196, XENTR07238
OG0001388	APOSC_08589	XENTR06312, XENTR11586, XENTR11585
OG0001389	APOSC_23942	XENTR05255, XENTR05190, XENTR01018, XENTR09739
OG0001394	APOSC_06779, APOSC_06780	XENTR16874
OG0001395	APOSC_17993	XENTR05456, XENTR16923, XENTR11578, XENTR07687
OG0001397	APOSC_16804	XENTR17141, XENTR17665
OG0001397	APOSC_15929	XENTR11843
OG0001399	APOSC_04275	XENTR06193, XENTR06192
OG0001399	APOSC_15359	XENTR02498, XENTR09890
OG0001400	APOSC_16578, APOSC_16577	XENTR07182, XENTR03349, XENTR03348
OG0001402	APOSC_08403, APOSC_08404	XENTR04534, XENTR14904, XENTR04036
OG0001403	APOSC_22719, APOSC_14048, APOSC_27540	XENTR06529, XENTR17701, XENTR10933
OG0001404	APOSC_26753	XENTR10088
OG0001405	APOSC_27750	XENTR07643, XENTR11005
OG0001405	APOSC_16445	XENTR16937, XENTR16938
OG0001406	APOSC_16330	XENTR09026, XENTR05268
OG0001408	APOSC_19450, APOSC_19451	XENTR06160, XENTR13671, XENTR01315
OG0001409	APOSC_14068, APOSC_14069	XENTR08239, XENTR15156
OG0001410	APOSC_18435	XENTR04211, XENTR11331
OG0001410	APOSC_02633	XENTR08205
OG0001411	APOSC_10503, APOSC_27904	XENTR05513
OG0001412	APOSC_01812	XENTR01134
OG0001413	APOSC_20512	XENTR10327
OG0001413	APOSC_06316	XENTR01450
OG0001414	APOSC_07127	XENTR16760
OG0001414	APOSC_08515	XENTR03396
OG0001415	APOSC_10475, APOSC_25795	XENTR00799
OG0001416	APOSC_03441, APOSC_03440	XENTR04093, XENTR17575
OG0001417	APOSC_22003	XENTR13968
OG0001417	APOSC_06594	XENTR05604
OG0001418	APOSC_27061	XENTR11447, XENTR00014, XENTR05877, XENTR04739
OG0001419	APOSC_12852	XENTR07503, XENTR07502, XENTR02430, XENTR02429
OG0001420	APOSC_10402	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348
OG0001421	APOSC_15996	XENTR11642, XENTR10761, XENTR11862
OG0001422	APOSC_14929	XENTR07180, XENTR03319
OG0001423	APOSC_06986, APOSC_06987	XENTR11753, XENTR07724, XENTR12211
OG0001424	APOSC_09916	XENTR09472
OG0001425	APOSC_26741, APOSC_26740	XENTR00165, XENTR10054, XENTR15292
OG0001427	APOSC_07659	XENTR19013
OG0001427	APOSC_07658	XENTR12966
OG0001428	APOSC_06360, APOSC_19650, APOSC_18933, APOSC_19652, APOSC_19651	XENTR08058
OG0001429	APOSC_27011, APOSC_27010	XENTR06303, XENTR08005
OG0001430	APOSC_10425	XENTR11865, XENTR09506, XENTR03841, XENTR12647
OG0001431	APOSC_03549, APOSC_03550	XENTR12951, XENTR14198
OG0001432	APOSC_10777	XENTR18322, XENTR18323
OG0001433	APOSC_21534, APOSC_21533	XENTR12757, XENTR01397, XENTR08074
OG0001434	APOSC_06186, APOSC_02988, APOSC_12550	XENTR14256, XENTR14257, XENTR14255
OG0001437	APOSC_06789	XENTR07683, XENTR08203
OG0001440	APOSC_20481	XENTR02912, XENTR02913, XENTR13967
OG0001441	APOSC_07931	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537
OG0001445	APOSC_01766	XENTR00603, XENTR11995
OG0001446	APOSC_00923, APOSC_00922, APOSC_10170, APOSC_16223, APOSC_07679, APOSC_25660	XENTR11107
OG0001447	APOSC_07024, APOSC_07026, APOSC_07025, APOSC_07023	XENTR06688, XENTR11993, XENTR11860
OG0001449	APOSC_12099	XENTR18530
OG0001449	APOSC_00496	XENTR17594
OG0001451	APOSC_16226	XENTR01133
OG0001451	APOSC_16661	XENTR09852
OG0001452	APOSC_06149	XENTR05846, XENTR01476, XENTR12152
OG0001453	APOSC_02976	XENTR15215, XENTR02669
OG0001454	APOSC_10077	XENTR01618, XENTR01050
OG0001455	APOSC_20486	XENTR00058, XENTR11013, XENTR05881, XENTR12230
OG0001456	APOSC_10360, APOSC_00503	XENTR09379
OG0001457	APOSC_00612	XENTR12907, XENTR05747, XENTR02139, XENTR01401, XENTR05746
OG0001459	APOSC_03007, APOSC_19515	XENTR19263, XENTR05668
OG0001460	APOSC_12171	XENTR14447
OG0001461	APOSC_22593, APOSC_22594	XENTR05990
OG0001462	APOSC_13848	XENTR15395
OG0001463	APOSC_16275	XENTR15129, XENTR03741
OG0001464	APOSC_00690	XENTR03158, XENTR17134, XENTR06200
OG0001465	APOSC_28148, APOSC_09134	XENTR17228
OG0001466	APOSC_10971	XENTR16300
OG0001466	APOSC_14104	XENTR03641
OG0001467	APOSC_12095	XENTR16639
OG0001468	APOSC_26571	XENTR04167, XENTR10607
OG0001469	APOSC_12521	XENTR01260
OG0001470	APOSC_15496	XENTR08880, XENTR08883
OG0001472	APOSC_03478	XENTR12389
OG0001472	APOSC_26882	XENTR13330
OG0001473	APOSC_25378, APOSC_24554	XENTR16670, XENTR04818, XENTR04817
OG0001474	APOSC_00391	XENTR18010
OG0001474	APOSC_28339	XENTR01827
OG0001475	APOSC_19285, APOSC_00671	XENTR12916
OG0001476	APOSC_20045	XENTR11401
OG0001478	APOSC_12978	XENTR14390
OG0001479	APOSC_29168	XENTR01295, XENTR15874, XENTR09664
OG0001480	APOSC_05352	XENTR08394, XENTR12252, XENTR14932
OG0001481	APOSC_24916	XENTR08156, XENTR03822
OG0001482	APOSC_19050	XENTR16187, XENTR10305, XENTR01513
OG0001483	APOSC_20800	XENTR10570
OG0001484	APOSC_25021, APOSC_13556	XENTR07065
OG0001485	APOSC_23085, APOSC_23084, APOSC_23083	XENTR03119, XENTR03410
OG0001486	APOSC_27432	XENTR14269, XENTR05434, XENTR04448, XENTR04449
OG0001487	APOSC_08783	XENTR15807, XENTR15808, XENTR03755, XENTR07678
OG0001488	APOSC_25402, APOSC_03875	XENTR17821
OG0001489	APOSC_17497, APOSC_17496	XENTR00338, XENTR12149
OG0001490	APOSC_22165	XENTR16191, XENTR12791, XENTR03053
OG0001492	APOSC_14714	XENTR06535, XENTR01139
OG0001493	APOSC_12580	XENTR09429
OG0001495	APOSC_01292	XENTR13170
OG0001496	APOSC_09640, APOSC_09641, APOSC_02129, APOSC_24932, APOSC_13192, APOSC_06926	XENTR07933
OG0001500	APOSC_10163, APOSC_10164	XENTR08590, XENTR12582, XENTR10830
OG0001501	APOSC_12106, APOSC_12104, APOSC_12107	XENTR06683, XENTR06684, XENTR12986
OG0001502	APOSC_05753, APOSC_21241	XENTR17438
OG0001503	APOSC_07503	XENTR14751
OG0001503	APOSC_29093	XENTR05638
OG0001504	APOSC_05548	XENTR02517
OG0001505	APOSC_21083, APOSC_06533	XENTR00271
OG0001506	APOSC_17974, APOSC_17975	XENTR00266, XENTR08441, XENTR08440
OG0001507	APOSC_20414	XENTR08992, XENTR07481
OG0001508	APOSC_21339, APOSC_21338	XENTR15984, XENTR15983, XENTR11480, XENTR11479
OG0001509	APOSC_27811	XENTR10571, XENTR03196
OG0001510	APOSC_12053, APOSC_12055	XENTR07005, XENTR12209, XENTR00355
OG0001511	APOSC_07488, APOSC_26249	XENTR03205
OG0001513	APOSC_13909	XENTR03148, XENTR05200
OG0001515	APOSC_23285	XENTR04041, XENTR04537
OG0001516	APOSC_04613, APOSC_04614	XENTR11018
OG0001517	APOSC_10273	XENTR13941, XENTR13905
OG0001518	APOSC_04576, APOSC_19442, APOSC_19441	XENTR06101, XENTR00879
OG0001520	APOSC_18603	XENTR12857, XENTR05173
OG0001521	APOSC_26269	XENTR14078
OG0001522	APOSC_16037	XENTR15230
OG0001523	APOSC_03544, APOSC_08741	XENTR10881, XENTR17742
OG0001524	APOSC_18612	XENTR09548
OG0001524	APOSC_18631	XENTR00484
OG0001525	APOSC_11644	XENTR12515, XENTR12514
OG0001526	APOSC_21222, APOSC_12286	XENTR01289, XENTR17681, XENTR16198
OG0001527	APOSC_26650	XENTR01509
OG0001527	APOSC_04022	XENTR15735
OG0001528	APOSC_14510	XENTR17324, XENTR04419
OG0001529	APOSC_03920	XENTR02811, XENTR02810, XENTR08383
OG0001531	APOSC_14320	XENTR12449, XENTR11571, XENTR08724
OG0001532	APOSC_13448	XENTR11612, XENTR16708, XENTR06237
OG0001533	APOSC_28817, APOSC_28816	XENTR07080, XENTR17861
OG0001534	APOSC_07636	XENTR05627, XENTR06763, XENTR05628
OG0001536	APOSC_15383	XENTR00181, XENTR02934
OG0001538	APOSC_23666, APOSC_28290, APOSC_04002, APOSC_24317	XENTR15405
OG0001545	APOSC_17565	XENTR08623, XENTR05315, XENTR18196
OG0001546	APOSC_12494	XENTR02403, XENTR05092
OG0001549	APOSC_07982, APOSC_07983	XENTR06613, XENTR07982, XENTR02588
OG0001550	APOSC_09615, APOSC_26524	XENTR12624
OG0001551	APOSC_25143	XENTR05545, XENTR05547
OG0001552	APOSC_04223, APOSC_20203	XENTR07028
OG0001553	APOSC_17818, APOSC_17817, APOSC_17816	XENTR02229, XENTR09430, XENTR09742
OG0001554	APOSC_12359	XENTR08488, XENTR05924
OG0001557	APOSC_10213	XENTR11819
OG0001558	APOSC_12692	XENTR16416, XENTR06488
OG0001559	APOSC_06915	XENTR09039, XENTR06623
OG0001560	APOSC_19389	XENTR12473, XENTR04353, XENTR13870, XENTR12299
OG0001561	APOSC_03964	XENTR16133, XENTR07954, XENTR01341
OG0001563	APOSC_15535, APOSC_15427, APOSC_27127, APOSC_21984	XENTR12134
OG0001564	APOSC_06037, APOSC_06038	XENTR03255, XENTR05932
OG0001565	APOSC_04430	XENTR14497, XENTR14805, XENTR12160
OG0001566	APOSC_18241, APOSC_18242, APOSC_18244, APOSC_18243	XENTR12398, XENTR12399, XENTR04955
OG0001567	APOSC_14453	XENTR10094, XENTR00289
OG0001568	APOSC_28643	XENTR05615
OG0001570	APOSC_24457	XENTR05431
OG0001571	APOSC_26437, APOSC_26436, APOSC_26438	XENTR14473
OG0001572	APOSC_16015, APOSC_16016	XENTR14408
OG0001572	APOSC_02447	XENTR03742
OG0001573	APOSC_24147, APOSC_24146	XENTR03987, XENTR08694
OG0001574	APOSC_16952, APOSC_16951	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496
OG0001575	APOSC_20344	XENTR14038, XENTR14037
OG0001576	APOSC_19353, APOSC_19354	XENTR15048, XENTR13227
OG0001578	APOSC_25871	XENTR01969, XENTR09544
OG0001579	APOSC_00205	XENTR06690
OG0001580	APOSC_04582, APOSC_04583	XENTR13327, XENTR07267
OG0001581	APOSC_12012	XENTR07619, XENTR15249
OG0001582	APOSC_09174	XENTR07708, XENTR17762, XENTR01173
OG0001583	APOSC_05042, APOSC_05043, APOSC_05041	XENTR11561, XENTR14641
OG0001584	APOSC_24188	XENTR09628, XENTR09629
OG0001588	APOSC_15207, APOSC_00877, APOSC_03221, APOSC_03881, APOSC_01710, APOSC_02512	XENTR06850
OG0001589	APOSC_14644	XENTR11338
OG0001590	APOSC_05334, APOSC_06008, APOSC_06664	XENTR10428
OG0001592	APOSC_24168, APOSC_27291	XENTR11244, XENTR11243
OG0001593	APOSC_01201, APOSC_17370	XENTR11547, XENTR08681, XENTR08680, XENTR02666, XENTR11433
OG0001594	APOSC_20977	XENTR11402
OG0001596	APOSC_10562	XENTR06371
OG0001597	APOSC_09081	XENTR05372
OG0001597	APOSC_18499	XENTR10161
OG0001599	APOSC_03974	XENTR07390, XENTR07367
OG0001604	APOSC_20538	XENTR11091
OG0001604	APOSC_08984	XENTR13341
OG0001605	APOSC_08927, APOSC_24537	XENTR04606
OG0001606	APOSC_09729	XENTR08318
OG0001606	APOSC_24157	XENTR10494
OG0001608	APOSC_05915, APOSC_24452	XENTR00220, XENTR05052
OG0001609	APOSC_15382	XENTR06189
OG0001609	APOSC_18863	XENTR11285
OG0001610	APOSC_11669, APOSC_11668, APOSC_17468	XENTR16107, XENTR10867, XENTR00221
OG0001611	APOSC_16863	XENTR13532, XENTR13440, XENTR02083
OG0001612	APOSC_20257	XENTR11391
OG0001613	APOSC_06867	XENTR00997
OG0001614	APOSC_25539	XENTR03364
OG0001614	APOSC_17721	XENTR09810
OG0001615	APOSC_22981, APOSC_22982	XENTR04468, XENTR16398
OG0001617	APOSC_17358, APOSC_17357	XENTR11229, XENTR17736, XENTR07959
OG0001620	APOSC_25992	XENTR12935, XENTR17480, XENTR03941
OG0001621	APOSC_06290, APOSC_06292, APOSC_06291	XENTR01806, XENTR05633
OG0001622	APOSC_24336	XENTR13104, XENTR02280
OG0001624	APOSC_18447	XENTR12858, XENTR07807
OG0001627	APOSC_09790	XENTR11789
OG0001627	APOSC_14367	XENTR13175, XENTR07907
OG0001628	APOSC_13343	XENTR01654
OG0001630	APOSC_00298	XENTR18767
OG0001634	APOSC_06560	XENTR15612
OG0001634	APOSC_05598	XENTR11998
OG0001635	APOSC_00598	XENTR14373, XENTR03970
OG0001636	APOSC_20219	XENTR00472
OG0001637	APOSC_14125	XENTR07980
OG0001638	APOSC_28340	XENTR17765, XENTR01518
OG0001639	APOSC_07448, APOSC_07449	XENTR05276, XENTR13285, XENTR13286
OG0001641	APOSC_16997	XENTR14307
OG0001642	APOSC_01391, APOSC_01390	XENTR09499, XENTR14534, XENTR14535
OG0001643	APOSC_19563	XENTR05703, XENTR05702, XENTR14501
OG0001644	APOSC_08859	XENTR02166
OG0001646	APOSC_08803	XENTR14678
OG0001651	APOSC_18928, APOSC_18929	XENTR14299, XENTR16608
OG0001652	APOSC_28560	XENTR13535
OG0001653	APOSC_08321	XENTR11019
OG0001654	APOSC_10444, APOSC_10443, APOSC_10445, APOSC_10446, APOSC_10447	XENTR09616, XENTR17243, XENTR09614
OG0001655	APOSC_19955	XENTR03302, XENTR02328, XENTR08790, XENTR08791
OG0001656	APOSC_13800	XENTR04366
OG0001657	APOSC_20037	XENTR00532, XENTR17851
OG0001659	APOSC_04193, APOSC_04192	XENTR05457, XENTR00169
OG0001660	APOSC_25851	XENTR13183, XENTR03454, XENTR14380
OG0001661	APOSC_05078	XENTR10294
OG0001661	APOSC_19581	XENTR10421
OG0001662	APOSC_03197	XENTR08476
OG0001662	APOSC_24638	XENTR03671, XENTR14025
OG0001663	APOSC_14512, APOSC_14513, APOSC_19966, APOSC_00664	XENTR16289, XENTR18540, XENTR18541
OG0001665	APOSC_03053	XENTR01674
OG0001665	APOSC_26736	XENTR10394
OG0001666	APOSC_19309, APOSC_18453, APOSC_20901	XENTR09349
OG0001667	APOSC_19485	XENTR12439, XENTR07091
OG0001668	APOSC_25820	XENTR00151
OG0001670	APOSC_19039	XENTR06115, XENTR06114
OG0001671	APOSC_20652	XENTR08372
OG0001672	APOSC_09103, APOSC_09104	XENTR03686, XENTR05392, XENTR14798
OG0001673	APOSC_21746	XENTR02411
OG0001674	APOSC_13291	XENTR05318, XENTR08311, XENTR08310, XENTR08309
OG0001675	APOSC_00269, APOSC_15910	XENTR05024, XENTR15538
OG0001676	APOSC_11977	XENTR08921
OG0001676	APOSC_18551	XENTR08096
OG0001677	APOSC_19672	XENTR06345
OG0001678	APOSC_15018	XENTR12440, XENTR04156
OG0001680	APOSC_05052	XENTR09484, XENTR09485
OG0001682	APOSC_27126, APOSC_27124, APOSC_27125	XENTR12019
OG0001683	APOSC_24984	XENTR14409, XENTR18194, XENTR05463, XENTR11397
OG0001684	APOSC_05984, APOSC_05985	XENTR12235, XENTR00429
OG0001685	APOSC_03873	XENTR03486, XENTR03485
OG0001686	APOSC_20706	XENTR03714
OG0001687	APOSC_25333, APOSC_09970, APOSC_10763	XENTR07300
OG0001688	APOSC_10916	XENTR12165, XENTR12164, XENTR17332
OG0001689	APOSC_15449	XENTR06536, XENTR01151, XENTR01152
OG0001691	APOSC_09746	XENTR19286
OG0001691	APOSC_09745, APOSC_09749, APOSC_09748	XENTR00789, XENTR14685
OG0001692	APOSC_14941	XENTR00015, XENTR05878, XENTR04738
OG0001693	APOSC_17934, APOSC_21564, APOSC_03466	XENTR12044
OG0001694	APOSC_00545	XENTR06610, XENTR07039
OG0001696	APOSC_26728, APOSC_11197	XENTR14126, XENTR08939, XENTR12073, XENTR12074
OG0001703	APOSC_20355, APOSC_14646, APOSC_20391, APOSC_06643, APOSC_07921	XENTR02667
OG0001704	APOSC_20746, APOSC_00421	XENTR03806, XENTR03805
OG0001706	APOSC_11809, APOSC_11808	XENTR05262, XENTR06974, XENTR05263
OG0001707	APOSC_26684	XENTR04513
OG0001709	APOSC_04296, APOSC_04297, APOSC_04295, APOSC_19317	XENTR06407, XENTR13040, XENTR18243, XENTR18244, XENTR13039, XENTR06408
OG0001710	APOSC_13811	XENTR16784, XENTR13163, XENTR16154
OG0001711	APOSC_08529	XENTR06620, XENTR13096
OG0001712	APOSC_02404	XENTR05564, XENTR02704
OG0001713	APOSC_26360	XENTR06081
OG0001714	APOSC_05609	XENTR03907
