Orthogroup	APOSC_ok	NEMVE
OG0000495	APOSC_16006, APOSC_18778	NEMVE08235, NEMVE12792, NEMVE20582, NEMVE17007, NEMVE13773, NEMVE00109
OG0000496	APOSC_19240, APOSC_13732, APOSC_13731	NEMVE01918
OG0000497	APOSC_11785	NEMVE08101
OG0000497	APOSC_24966	NEMVE01201
OG0000498	APOSC_08647, APOSC_18917	NEMVE24427
OG0000502	APOSC_19306	NEMVE25454, NEMVE16833, NEMVE23878, NEMVE15578, NEMVE18694, NEMVE08508
OG0000503	APOSC_20182, APOSC_01067, APOSC_11052	NEMVE05391, NEMVE14143
OG0000504	APOSC_06827	NEMVE04971
OG0000504	APOSC_28508, APOSC_18793	NEMVE09966
OG0000505	APOSC_03312, APOSC_13727, APOSC_13726	NEMVE01165
OG0000506	APOSC_08969	NEMVE02126
OG0000508	APOSC_05722	NEMVE05943
OG0000508	APOSC_10035, APOSC_10034, APOSC_01187	NEMVE14310
OG0000510	APOSC_13254, APOSC_09949, APOSC_08521	NEMVE20557, NEMVE22375
OG0000511	APOSC_04210	NEMVE20439, NEMVE02944, NEMVE10041, NEMVE02376
OG0000513	APOSC_21188	NEMVE10614
OG0000515	APOSC_18973, APOSC_22528, APOSC_08425, APOSC_11404, APOSC_03268, APOSC_06129, APOSC_25779, APOSC_03503, APOSC_09118, APOSC_21512, APOSC_13179, APOSC_03267, APOSC_23560, APOSC_23565, APOSC_11787, APOSC_24998	NEMVE15353, NEMVE06339, NEMVE00211
OG0000519	APOSC_08070, APOSC_07952, APOSC_07867, APOSC_26169, APOSC_12522, APOSC_03973	NEMVE08236, NEMVE08233
OG0000520	APOSC_12202, APOSC_12203	NEMVE02355
OG0000521	APOSC_15611	NEMVE09570
OG0000521	APOSC_09518	NEMVE23333
OG0000523	APOSC_17136, APOSC_11385	NEMVE14414
OG0000524	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187	NEMVE05824, NEMVE20629
OG0000525	APOSC_12074	NEMVE09218
OG0000525	APOSC_07308	NEMVE09107
OG0000526	APOSC_22142, APOSC_03851, APOSC_02116, APOSC_19965, APOSC_12282, APOSC_14973	NEMVE02137
OG0000527	APOSC_09343	NEMVE23398, NEMVE20683
OG0000528	APOSC_21072	NEMVE01984
OG0000528	APOSC_27896, APOSC_27895, APOSC_27894	NEMVE00929
OG0000529	APOSC_19112, APOSC_19113, APOSC_19111	NEMVE16403
OG0000529	APOSC_23098	NEMVE03332
OG0000530	APOSC_02543, APOSC_02542, APOSC_23277	NEMVE06599
OG0000532	APOSC_22447, APOSC_22554, APOSC_21968, APOSC_00030, APOSC_23439, APOSC_03161, APOSC_27092, APOSC_13775, APOSC_10762	NEMVE20756, NEMVE25016
OG0000533	APOSC_09993, APOSC_09995, APOSC_16249, APOSC_21983	NEMVE02550, NEMVE25584, NEMVE19189, NEMVE19190, NEMVE15699, NEMVE23813
OG0000533	APOSC_18676	NEMVE05457, NEMVE10527
OG0000535	APOSC_23330, APOSC_01337, APOSC_21669, APOSC_19864, APOSC_19863, APOSC_26268, APOSC_12179	NEMVE02217, NEMVE22814, NEMVE02030
OG0000536	APOSC_04456, APOSC_07228, APOSC_07227, APOSC_02760	NEMVE08621, NEMVE14814
OG0000536	APOSC_19012, APOSC_04844	NEMVE21129, NEMVE06646
OG0000537	APOSC_28746	NEMVE10025, NEMVE12209, NEMVE20117, NEMVE01223
OG0000537	APOSC_14690	NEMVE10023
OG0000538	APOSC_00020, APOSC_00021, APOSC_00019	NEMVE04777
OG0000542	APOSC_25376	NEMVE06432
OG0000544	APOSC_22312	NEMVE07821
OG0000544	APOSC_16943, APOSC_20791, APOSC_15455	NEMVE17337
OG0000545	APOSC_27316	NEMVE22844
OG0000545	APOSC_23063	NEMVE13567
OG0000547	APOSC_12378, APOSC_18819, APOSC_18803, APOSC_18802	NEMVE07087
OG0000548	APOSC_19082	NEMVE04844
OG0000548	APOSC_28441	NEMVE06148
OG0000549	APOSC_08202, APOSC_11264, APOSC_04931, APOSC_21216, APOSC_12322, APOSC_09908	NEMVE02972
OG0000549	APOSC_27494, APOSC_06706, APOSC_02592, APOSC_02591, APOSC_11384	NEMVE13118, NEMVE14115, NEMVE08371, NEMVE04872
OG0000550	APOSC_06504, APOSC_04523, APOSC_26613	NEMVE06631
OG0000551	APOSC_25334	NEMVE08380
OG0000552	APOSC_17802	NEMVE21688
OG0000552	APOSC_24689	NEMVE07685
OG0000553	APOSC_24608	NEMVE01847
OG0000553	APOSC_24201	NEMVE02314
OG0000555	APOSC_04200	NEMVE06112
OG0000560	APOSC_00424, APOSC_21581, APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686, APOSC_27748, APOSC_11056, APOSC_22346	NEMVE05955, NEMVE05072, NEMVE03063, NEMVE10552
OG0000561	APOSC_03200, APOSC_16141	NEMVE13983
OG0000562	APOSC_06195	NEMVE24693
OG0000562	APOSC_20626	NEMVE00965, NEMVE00354, NEMVE11153
OG0000563	APOSC_16157	NEMVE22560
OG0000564	APOSC_03259	NEMVE09523
OG0000564	APOSC_01431	NEMVE18240
OG0000564	APOSC_19514	NEMVE09526
OG0000565	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361	NEMVE07590, NEMVE08439
OG0000566	APOSC_15450	NEMVE25701, NEMVE12453
OG0000567	APOSC_03648	NEMVE14988
OG0000569	APOSC_02396, APOSC_00479, APOSC_17883, APOSC_19992, APOSC_19991, APOSC_15256	NEMVE21611
OG0000570	APOSC_07873, APOSC_04408, APOSC_28456, APOSC_22297	NEMVE22864
OG0000571	APOSC_17119	NEMVE13681, NEMVE17270
OG0000571	APOSC_09978, APOSC_01216, APOSC_14277	NEMVE10540, NEMVE09660, NEMVE10747, NEMVE12323, NEMVE11788, NEMVE12843, NEMVE10225
OG0000572	APOSC_00810	NEMVE11725, NEMVE07899
OG0000572	APOSC_09082	NEMVE06248
OG0000573	APOSC_00916	NEMVE07663
OG0000573	APOSC_06381	NEMVE24870
OG0000574	APOSC_25605	NEMVE05113, NEMVE00288
OG0000574	APOSC_12973	NEMVE21832
OG0000575	APOSC_04878, APOSC_04901, APOSC_04877	NEMVE02996, NEMVE04558
OG0000576	APOSC_14912, APOSC_14911	NEMVE22593
OG0000578	APOSC_19019	NEMVE11292
OG0000579	APOSC_16538	NEMVE14544, NEMVE13622, NEMVE13623
OG0000580	APOSC_27393, APOSC_10764	NEMVE07001
OG0000581	APOSC_28928	NEMVE09955
OG0000582	APOSC_22258, APOSC_19007, APOSC_19006	NEMVE25170
OG0000583	APOSC_07446, APOSC_07447	NEMVE07611, NEMVE03001, NEMVE14301, NEMVE10013
OG0000584	APOSC_13816, APOSC_28295, APOSC_10155, APOSC_26093, APOSC_26092	NEMVE25972, NEMVE16540, NEMVE25354, NEMVE18804
OG0000585	APOSC_02435	NEMVE01468
OG0000586	APOSC_22177, APOSC_09041, APOSC_22806	NEMVE01501
OG0000587	APOSC_07501	NEMVE06172
OG0000587	APOSC_00084	NEMVE07185
OG0000588	APOSC_14978	NEMVE17749, NEMVE01142, NEMVE19423, NEMVE22311, NEMVE14453
OG0000588	APOSC_23369	NEMVE14794
OG0000590	APOSC_14417	NEMVE13093
OG0000590	APOSC_05832	NEMVE24419
OG0000591	APOSC_18730	NEMVE09505
OG0000592	APOSC_07367, APOSC_26247	NEMVE07461, NEMVE13635
OG0000593	APOSC_19192, APOSC_02138	NEMVE09147
OG0000594	APOSC_27194	NEMVE06479
OG0000597	APOSC_18654, APOSC_09238	NEMVE01043
OG0000597	APOSC_11831	NEMVE17081
OG0000600	APOSC_25418, APOSC_09338	NEMVE07602
OG0000600	APOSC_04542, APOSC_04543	NEMVE20571
OG0000601	APOSC_28030, APOSC_28031	NEMVE11702, NEMVE00524
OG0000602	APOSC_07302	NEMVE10759
OG0000602	APOSC_16886	NEMVE25662
OG0000607	APOSC_06777, APOSC_06776, APOSC_06774, APOSC_06778, APOSC_06775	NEMVE16595
OG0000608	APOSC_28336, APOSC_00407, APOSC_19889, APOSC_04884	NEMVE04652
OG0000609	APOSC_21629	NEMVE21819
OG0000609	APOSC_15758	NEMVE20971, NEMVE21996
OG0000610	APOSC_23349, APOSC_23350	NEMVE11336, NEMVE09264
OG0000611	APOSC_10183	NEMVE14933
OG0000611	APOSC_21101	NEMVE05786
OG0000612	APOSC_01590	NEMVE10606, NEMVE19230
OG0000612	APOSC_11557	NEMVE05951
OG0000613	APOSC_03778	NEMVE10324
OG0000613	APOSC_26003	NEMVE22948, NEMVE10497, NEMVE12410, NEMVE07547, NEMVE08041, NEMVE06754, NEMVE10305, NEMVE24275, NEMVE00459, NEMVE10326
OG0000614	APOSC_29108, APOSC_13391, APOSC_01420, APOSC_13390	NEMVE11934, NEMVE17876
OG0000615	APOSC_25509, APOSC_25510, APOSC_25508	NEMVE07646, NEMVE07648
OG0000618	APOSC_23994	NEMVE19385, NEMVE10800
OG0000618	APOSC_06510	NEMVE06400
OG0000623	APOSC_11408, APOSC_11407	NEMVE01534
OG0000623	APOSC_25178, APOSC_25179, APOSC_28396	NEMVE08660
OG0000624	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046	NEMVE22364
OG0000625	APOSC_08081, APOSC_09202, APOSC_09203, APOSC_09204	NEMVE01364
OG0000626	APOSC_04996, APOSC_04997	NEMVE09165
OG0000627	APOSC_21489	NEMVE06184
OG0000628	APOSC_24447	NEMVE01732
OG0000628	APOSC_27023, APOSC_27022	NEMVE14770, NEMVE01487
OG0000629	APOSC_10100	NEMVE16462
OG0000629	APOSC_17613	NEMVE07693
OG0000629	APOSC_14556	NEMVE13785, NEMVE07687, NEMVE07704
OG0000632	APOSC_12614, APOSC_26241, APOSC_26240	NEMVE07834
OG0000632	APOSC_27199	NEMVE02918
OG0000633	APOSC_15409, APOSC_13368	NEMVE15822
OG0000634	APOSC_11286, APOSC_19203	NEMVE11198, NEMVE11196, NEMVE09232
OG0000636	APOSC_03996, APOSC_09371	NEMVE13522
OG0000637	APOSC_21463	NEMVE02330, NEMVE07023
OG0000637	APOSC_04395	NEMVE22914
OG0000639	APOSC_28763	NEMVE13335
OG0000639	APOSC_01472	NEMVE13125, NEMVE04888
OG0000642	APOSC_28101, APOSC_19716, APOSC_19520, APOSC_21780, APOSC_15545	NEMVE06951
OG0000643	APOSC_16933	NEMVE10253
OG0000644	APOSC_20543	NEMVE23248
OG0000645	APOSC_03352	NEMVE09157
OG0000645	APOSC_00638, APOSC_09352	NEMVE23952
OG0000646	APOSC_25529	NEMVE08138
OG0000646	APOSC_19310	NEMVE10645
OG0000647	APOSC_09611	NEMVE14504, NEMVE21056
OG0000648	APOSC_03595, APOSC_17710, APOSC_17709	NEMVE15084
OG0000648	APOSC_08045	NEMVE22274
OG0000649	APOSC_02642, APOSC_23750, APOSC_19161	NEMVE05779
OG0000650	APOSC_08658	NEMVE16607
OG0000651	APOSC_26297	NEMVE14632
OG0000654	APOSC_25621	NEMVE10112
OG0000656	APOSC_07008, APOSC_07009, APOSC_25641, APOSC_28981, APOSC_18137	NEMVE03009, NEMVE02980
OG0000657	APOSC_07236	NEMVE20473
OG0000660	APOSC_26737	NEMVE09574
OG0000660	APOSC_25408	NEMVE22331
OG0000662	APOSC_10023, APOSC_20576	NEMVE13299, NEMVE13159
OG0000662	APOSC_08470, APOSC_08472	NEMVE01041
OG0000663	APOSC_03380	NEMVE12167
OG0000664	APOSC_19666	NEMVE05215
OG0000664	APOSC_04413	NEMVE23867
OG0000665	APOSC_04140, APOSC_09869, APOSC_06912	NEMVE13408, NEMVE06240
OG0000668	APOSC_01856	NEMVE24876
OG0000670	APOSC_25403, APOSC_25404	NEMVE22694
OG0000672	APOSC_13094, APOSC_20369	NEMVE22550
OG0000672	APOSC_17793, APOSC_27234, APOSC_11490	NEMVE12239
OG0000672	APOSC_05056	NEMVE22511
OG0000673	APOSC_06487, APOSC_17614, APOSC_08370, APOSC_17189, APOSC_17270, APOSC_06876, APOSC_24033, APOSC_26903, APOSC_26669, APOSC_07936, APOSC_21582, APOSC_10385	NEMVE22976
OG0000674	APOSC_02855, APOSC_02854	NEMVE08889
OG0000674	APOSC_00193	NEMVE21073, NEMVE10599
OG0000676	APOSC_12565	NEMVE24025
OG0000676	APOSC_24592	NEMVE10858, NEMVE20237, NEMVE10856
OG0000678	APOSC_17592, APOSC_03701	NEMVE09555
OG0000678	APOSC_27264	NEMVE18563
OG0000680	APOSC_16418, APOSC_19829	NEMVE06900, NEMVE06887, NEMVE25832
OG0000681	APOSC_08978	NEMVE03851
OG0000681	APOSC_20302, APOSC_20301	NEMVE04836
OG0000682	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468	NEMVE17718
OG0000683	APOSC_06085	NEMVE21952
OG0000683	APOSC_22743	NEMVE09341
OG0000684	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619	NEMVE05474
OG0000685	APOSC_25083	NEMVE02060
OG0000685	APOSC_25082, APOSC_25081, APOSC_11457, APOSC_25080, APOSC_11346	NEMVE21758, NEMVE15319
OG0000688	APOSC_28936	NEMVE02674, NEMVE02666, NEMVE08694
OG0000688	APOSC_24546	NEMVE16944, NEMVE03265, NEMVE10170, NEMVE06401, NEMVE06998, NEMVE07748, NEMVE22811, NEMVE25521, NEMVE03365, NEMVE12073, NEMVE04753, NEMVE12373, NEMVE25153
OG0000689	APOSC_26909, APOSC_03604	NEMVE03103, NEMVE17867, NEMVE14579, NEMVE16682, NEMVE11851
OG0000690	APOSC_12924	NEMVE04578
OG0000690	APOSC_06851	NEMVE25619
OG0000690	APOSC_28021, APOSC_06077	NEMVE08336
OG0000691	APOSC_06057	NEMVE22438
OG0000691	APOSC_01959	NEMVE12723
OG0000692	APOSC_26279	NEMVE05252, NEMVE06220, NEMVE20255
OG0000692	APOSC_09929	NEMVE10690
OG0000693	APOSC_14532, APOSC_14531	NEMVE08217, NEMVE08755
OG0000693	APOSC_27726	NEMVE20668, NEMVE09217
OG0000694	APOSC_21845	NEMVE18564
OG0000696	APOSC_00235	NEMVE01737
OG0000696	APOSC_09390	NEMVE25020
OG0000696	APOSC_19415	NEMVE05214, NEMVE05168, NEMVE16042
OG0000697	APOSC_04170	NEMVE14547
OG0000699	APOSC_23924	NEMVE06767, NEMVE22384, NEMVE24758
OG0000700	APOSC_07841, APOSC_16314, APOSC_09158	NEMVE20231, NEMVE20652
OG0000701	APOSC_29144	NEMVE21835
OG0000702	APOSC_28891, APOSC_28892	NEMVE17196
OG0000703	APOSC_08255	NEMVE15172
OG0000706	APOSC_28191	NEMVE06133, NEMVE16186
OG0000708	APOSC_22565	NEMVE25462
OG0000708	APOSC_22564	NEMVE00535
OG0000708	APOSC_04164	NEMVE24967
OG0000709	APOSC_21004	NEMVE22208
OG0000710	APOSC_13944, APOSC_13945	NEMVE10055
OG0000711	APOSC_04623, APOSC_16041, APOSC_24576	NEMVE22699
OG0000714	APOSC_12849, APOSC_21091, APOSC_05401, APOSC_04950	NEMVE18677
OG0000714	APOSC_18943, APOSC_26531, APOSC_11476	NEMVE19873, NEMVE21196, NEMVE25962
OG0000715	APOSC_24729	NEMVE04746
OG0000716	APOSC_15187, APOSC_15188, APOSC_05187	NEMVE01624
OG0000717	APOSC_08974, APOSC_08975	NEMVE21831
OG0000718	APOSC_09944, APOSC_06058	NEMVE14726, NEMVE25058
OG0000720	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908	NEMVE07453
OG0000720	APOSC_17643	NEMVE14810
OG0000721	APOSC_27562	NEMVE22360
OG0000721	APOSC_25361	NEMVE25732
OG0000722	APOSC_23981, APOSC_27863	NEMVE02310
OG0000723	APOSC_27973, APOSC_15313, APOSC_13660, APOSC_21170, APOSC_24997	NEMVE02161, NEMVE02153
OG0000725	APOSC_00094	NEMVE13886
OG0000726	APOSC_20907	NEMVE24264
OG0000730	APOSC_16492, APOSC_28131	NEMVE15279
OG0000730	APOSC_24312	NEMVE09750
OG0000731	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253	NEMVE14724, NEMVE07735
OG0000732	APOSC_01005	NEMVE16239
OG0000732	APOSC_22696	NEMVE22346
OG0000733	APOSC_15598	NEMVE13174
OG0000733	APOSC_14468	NEMVE00072
OG0000734	APOSC_27033	NEMVE19740
OG0000735	APOSC_08541, APOSC_08542	NEMVE14467
OG0000737	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935	NEMVE10658
OG0000740	APOSC_20786	NEMVE01913
OG0000740	APOSC_14263	NEMVE19718, NEMVE22222, NEMVE02336, NEMVE18361
OG0000741	APOSC_08446	NEMVE20810, NEMVE17566
OG0000743	APOSC_09120, APOSC_09119	NEMVE10602, NEMVE15509, NEMVE05453
OG0000744	APOSC_21453, APOSC_21454, APOSC_22851	NEMVE09152
OG0000745	APOSC_07957, APOSC_07956, APOSC_27337, APOSC_27338, APOSC_10295, APOSC_02392	NEMVE09518, NEMVE18143
OG0000746	APOSC_20615	NEMVE09896
OG0000747	APOSC_10377, APOSC_22793, APOSC_01421, APOSC_04166, APOSC_09294, APOSC_09295, APOSC_26831, APOSC_21163	NEMVE17249, NEMVE13791
OG0000748	APOSC_01384, APOSC_01385	NEMVE13110
OG0000749	APOSC_09299, APOSC_09298	NEMVE13534
OG0000750	APOSC_27901	NEMVE05904, NEMVE11347
OG0000750	APOSC_12241, APOSC_01474	NEMVE03635, NEMVE04853, NEMVE04866, NEMVE22873
OG0000751	APOSC_10279	NEMVE06350
OG0000752	APOSC_11897	NEMVE14796, NEMVE20340
OG0000752	APOSC_20705	NEMVE15527
OG0000753	APOSC_17933	NEMVE09279, NEMVE20008
OG0000753	APOSC_23432	NEMVE09763
OG0000754	APOSC_10620	NEMVE25123
OG0000755	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838	NEMVE04854
OG0000756	APOSC_00440	NEMVE22037
OG0000757	APOSC_21066	NEMVE25201
OG0000757	APOSC_13824	NEMVE05970
OG0000759	APOSC_10203	NEMVE07127, NEMVE15354
OG0000761	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182	NEMVE07056
OG0000762	APOSC_21996, APOSC_27690	NEMVE08946
OG0000764	APOSC_22151	NEMVE12589
OG0000765	APOSC_08832	NEMVE15020
OG0000766	APOSC_02629, APOSC_02626, APOSC_02627	NEMVE13890
OG0000767	APOSC_19311, APOSC_22136, APOSC_22137	NEMVE21839
OG0000768	APOSC_11098, APOSC_11096, APOSC_11097	NEMVE24837, NEMVE20124
OG0000771	APOSC_22874, APOSC_29058, APOSC_13686, APOSC_23732	NEMVE25578
OG0000772	APOSC_24323	NEMVE14663, NEMVE13205
OG0000772	APOSC_04766, APOSC_17782	NEMVE10521, NEMVE10515, NEMVE14130, NEMVE06923
OG0000773	APOSC_19616	NEMVE08204
OG0000773	APOSC_21137, APOSC_11971	NEMVE10496
OG0000774	APOSC_18361	NEMVE18724
OG0000774	APOSC_14291	NEMVE06617
OG0000774	APOSC_14965	NEMVE14955, NEMVE01618
OG0000775	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384	NEMVE13607, NEMVE14906
OG0000776	APOSC_14658, APOSC_04219, APOSC_04218, APOSC_26884, APOSC_23547, APOSC_14259, APOSC_20069, APOSC_25314, APOSC_15172, APOSC_01907	NEMVE25221, NEMVE11470, NEMVE23261
OG0000777	APOSC_06075	NEMVE21910, NEMVE15143
OG0000778	APOSC_26535	NEMVE13753
OG0000779	APOSC_20892	NEMVE24334
OG0000779	APOSC_15142	NEMVE02313
OG0000780	APOSC_06109, APOSC_07773	NEMVE09488
OG0000780	APOSC_00388	NEMVE00281, NEMVE20933
OG0000780	APOSC_21503	NEMVE05870
OG0000781	APOSC_24857	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644
OG0000782	APOSC_02046, APOSC_02045	NEMVE10772
OG0000784	APOSC_17182, APOSC_20175	NEMVE16267
OG0000787	APOSC_24396	NEMVE12098
OG0000788	APOSC_18949	NEMVE01862
OG0000788	APOSC_21919, APOSC_21918	NEMVE24569
OG0000791	APOSC_26179, APOSC_26180	NEMVE13487
OG0000792	APOSC_14959	NEMVE08948
OG0000793	APOSC_28727, APOSC_28728, APOSC_28729	NEMVE19406
OG0000794	APOSC_25175, APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932	NEMVE13875
OG0000795	APOSC_03415, APOSC_09195	NEMVE18602
OG0000796	APOSC_17748	NEMVE06742
OG0000797	APOSC_05552, APOSC_02654	NEMVE07332, NEMVE20914
OG0000798	APOSC_20553, APOSC_20554	NEMVE05537
OG0000799	APOSC_20835	NEMVE24041
OG0000800	APOSC_27669	NEMVE14672, NEMVE19724, NEMVE21859, NEMVE14222, NEMVE11273, NEMVE13140, NEMVE06468
OG0000802	APOSC_16253	NEMVE11136, NEMVE06054
OG0000803	APOSC_18801, APOSC_00365	NEMVE22189
OG0000809	APOSC_01372	NEMVE08335, NEMVE12321
OG0000810	APOSC_15514	NEMVE18390
OG0000810	APOSC_02955, APOSC_02954, APOSC_02956	NEMVE02291
OG0000811	APOSC_00986, APOSC_10153, APOSC_10516, APOSC_03596	NEMVE21518
OG0000813	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680	NEMVE25754, NEMVE22200, NEMVE24635
OG0000814	APOSC_19527, APOSC_22281	NEMVE06776, NEMVE16660
OG0000815	APOSC_21255	NEMVE13365
OG0000816	APOSC_15681, APOSC_05809, APOSC_10643, APOSC_15680	NEMVE14127, NEMVE00812
OG0000817	APOSC_13738	NEMVE14686
OG0000817	APOSC_22901	NEMVE01689, NEMVE21825
OG0000817	APOSC_07767	NEMVE14311
OG0000818	APOSC_14407, APOSC_14408, APOSC_14409	NEMVE08706
OG0000819	APOSC_17700	NEMVE14350
OG0000819	APOSC_09083	NEMVE21753, NEMVE17271, NEMVE13337, NEMVE08410, NEMVE19184, NEMVE14132
OG0000819	APOSC_05516	NEMVE07543, NEMVE14834
OG0000820	APOSC_11841	NEMVE08902
OG0000822	APOSC_20678, APOSC_12709, APOSC_02360, APOSC_25612	NEMVE07227
OG0000823	APOSC_01112, APOSC_07998, APOSC_25271, APOSC_12349, APOSC_24625, APOSC_19611, APOSC_22625, APOSC_23922, APOSC_13700	NEMVE00095
OG0000824	APOSC_26516	NEMVE05752
OG0000825	APOSC_17271	NEMVE07795, NEMVE11350
OG0000825	APOSC_03303	NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057
OG0000826	APOSC_26704	NEMVE01532, NEMVE25209
OG0000827	APOSC_24620, APOSC_19492	NEMVE06012
OG0000828	APOSC_05791	NEMVE13102, NEMVE13594
OG0000828	APOSC_22977, APOSC_11571	NEMVE15094
OG0000829	APOSC_25803, APOSC_25804	NEMVE08791
OG0000832	APOSC_10469, APOSC_10470	NEMVE01204, NEMVE18227, NEMVE20901, NEMVE16417, NEMVE04715
OG0000833	APOSC_26082, APOSC_26081	NEMVE18727
OG0000834	APOSC_04739, APOSC_27269	NEMVE05965
OG0000835	APOSC_04775, APOSC_05126, APOSC_22110	NEMVE10452
OG0000835	APOSC_18417	NEMVE08598, NEMVE20600
OG0000836	APOSC_15778	NEMVE01499
OG0000837	APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308	NEMVE25541
OG0000838	APOSC_26520	NEMVE09615, NEMVE02207, NEMVE03582, NEMVE04654, NEMVE17040
OG0000841	APOSC_23985, APOSC_23987, APOSC_23986	NEMVE05492
OG0000842	APOSC_09796	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617
OG0000844	APOSC_10362	NEMVE07470
OG0000845	APOSC_15428	NEMVE01849
OG0000845	APOSC_11449	NEMVE19954, NEMVE05692
OG0000847	APOSC_10143	NEMVE07778
OG0000847	APOSC_11562	NEMVE08888
OG0000848	APOSC_20382	NEMVE21784
OG0000848	APOSC_28316, APOSC_18151, APOSC_18150	NEMVE13752
OG0000849	APOSC_27634, APOSC_09266, APOSC_03689	NEMVE14809
OG0000850	APOSC_08264	NEMVE15099
OG0000850	APOSC_00774	NEMVE19061
OG0000850	APOSC_23927	NEMVE12252, NEMVE21917
OG0000851	APOSC_19702, APOSC_19703, APOSC_19701	NEMVE23273
OG0000852	APOSC_20285, APOSC_20286	NEMVE25782
OG0000852	APOSC_02824	NEMVE07789
OG0000853	APOSC_14872, APOSC_14873, APOSC_14871, APOSC_04190	NEMVE23651
OG0000856	APOSC_22616	NEMVE05473, NEMVE14626, NEMVE21694
OG0000857	APOSC_24744	NEMVE18201
OG0000858	APOSC_14953	NEMVE13289
OG0000858	APOSC_23576	NEMVE05877
OG0000859	APOSC_20756, APOSC_20755, APOSC_20757	NEMVE19193, NEMVE00437
OG0000860	APOSC_17954	NEMVE23955, NEMVE13259
OG0000861	APOSC_17877, APOSC_28813, APOSC_20529, APOSC_24193	NEMVE17244, NEMVE19042, NEMVE11781
OG0000866	APOSC_20042, APOSC_20043	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768
OG0000868	APOSC_22114	NEMVE07048
OG0000869	APOSC_14843	NEMVE07859
OG0000869	APOSC_18698	NEMVE23299
OG0000870	APOSC_06340	NEMVE02461, NEMVE01574
OG0000871	APOSC_16796, APOSC_20272, APOSC_28302, APOSC_27777, APOSC_03183	NEMVE16871
OG0000871	APOSC_14488	NEMVE14071
OG0000872	APOSC_01621, APOSC_01620	NEMVE14190
OG0000873	APOSC_27618	NEMVE11481
OG0000874	APOSC_24109	NEMVE13256
OG0000874	APOSC_09520	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626
OG0000875	APOSC_06925, APOSC_26698, APOSC_26697	NEMVE12865
OG0000875	APOSC_10108	NEMVE19619
OG0000875	APOSC_05938	NEMVE14079
OG0000876	APOSC_13414	NEMVE02940, NEMVE11949
OG0000877	APOSC_14562, APOSC_05392, APOSC_11159, APOSC_18856, APOSC_22435, APOSC_14561, APOSC_03592, APOSC_03591	NEMVE16415
OG0000878	APOSC_19700, APOSC_12538	NEMVE02420
OG0000879	APOSC_25589, APOSC_19618	NEMVE13129
OG0000880	APOSC_11063	NEMVE13288
OG0000880	APOSC_11060	NEMVE15899
OG0000882	APOSC_22975	NEMVE02007
OG0000887	APOSC_06735, APOSC_07943	NEMVE10146
OG0000888	APOSC_22842	NEMVE10813
OG0000888	APOSC_02163	NEMVE11848
OG0000889	APOSC_15049, APOSC_07753, APOSC_09768	NEMVE22565
OG0000889	APOSC_28468	NEMVE14419
OG0000890	APOSC_26142, APOSC_26140	NEMVE06371, NEMVE00333, NEMVE16346
OG0000893	APOSC_13888, APOSC_05778	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075
OG0000894	APOSC_05906, APOSC_06317	NEMVE23274
OG0000894	APOSC_02796, APOSC_02797	NEMVE14617
OG0000896	APOSC_16669	NEMVE10977
OG0000897	APOSC_09636	NEMVE06224, NEMVE12475
OG0000897	APOSC_15460, APOSC_17372	NEMVE14979
OG0000898	APOSC_16195	NEMVE14546, NEMVE21727
OG0000899	APOSC_14711	NEMVE18761
OG0000904	APOSC_17702, APOSC_14302, APOSC_14303	NEMVE08753
OG0000905	APOSC_09225, APOSC_09226	NEMVE24633
OG0000906	APOSC_04764	NEMVE15755
OG0000906	APOSC_07017	NEMVE03808
OG0000907	APOSC_00840	NEMVE00986
OG0000909	APOSC_25304, APOSC_25305, APOSC_25306	NEMVE10272
OG0000910	APOSC_28023	NEMVE20194
OG0000910	APOSC_28627	NEMVE17424
