Orthogroup	APOSC_ok	ASTMX
OG0000437	APOSC_04756	ASTMX13002
OG0000442	APOSC_01037	ASTMX11711, ASTMX07283, ASTMX12980
OG0000442	APOSC_25495	ASTMX06201, ASTMX00907, ASTMX14474
OG0000442	APOSC_28475	ASTMX03715, ASTMX07828, ASTMX20141
OG0000443	APOSC_07972, APOSC_07971, APOSC_09047	ASTMX18401, ASTMX18402, ASTMX12956
OG0000443	APOSC_23426	ASTMX05909
OG0000444	APOSC_22420	ASTMX14380, ASTMX00703, ASTMX21179
OG0000444	APOSC_27883, APOSC_27884, APOSC_27885	ASTMX10912, ASTMX16562
OG0000446	APOSC_10181	ASTMX01267
OG0000446	APOSC_05205	ASTMX15320
OG0000446	APOSC_26266	ASTMX05013
OG0000447	APOSC_18957, APOSC_18959, APOSC_00311, APOSC_00312, APOSC_18960, APOSC_18958	ASTMX14913, ASTMX09104, ASTMX06112, ASTMX14924, ASTMX04090, ASTMX14911, ASTMX21473
OG0000448	APOSC_08163	ASTMX09522, ASTMX00028, ASTMX09521, ASTMX22210
OG0000450	APOSC_13051	ASTMX18053, ASTMX11721, ASTMX11722
OG0000453	APOSC_12948, APOSC_06792	ASTMX04911
OG0000458	APOSC_08979	ASTMX13023
OG0000458	APOSC_16132, APOSC_16131	ASTMX10795, ASTMX08179, ASTMX16062, ASTMX04818, ASTMX06686
OG0000459	APOSC_12864, APOSC_04080, APOSC_15599, APOSC_21819, APOSC_15729, APOSC_11025	ASTMX06073, ASTMX06074, ASTMX07294
OG0000460	APOSC_12939	ASTMX20066
OG0000461	APOSC_17795, APOSC_01522	ASTMX14096
OG0000463	APOSC_17973	ASTMX05187
OG0000463	APOSC_08846	ASTMX18847
OG0000464	APOSC_04198	ASTMX21159, ASTMX19040, ASTMX09853
OG0000465	APOSC_28989	ASTMX14121
OG0000465	APOSC_11017	ASTMX02125
OG0000466	APOSC_23086, APOSC_05225, APOSC_02156, APOSC_02661	ASTMX18064, ASTMX08504, ASTMX20737
OG0000467	APOSC_08498	ASTMX19597, ASTMX15795, ASTMX10740, ASTMX09415, ASTMX01966, ASTMX05515, ASTMX02018
OG0000468	APOSC_15884, APOSC_04385, APOSC_04384, APOSC_23794	ASTMX16968, ASTMX16966, ASTMX16964, ASTMX16965, ASTMX16967, ASTMX08249
OG0000468	APOSC_02625	ASTMX07575
OG0000469	APOSC_06315	ASTMX17554, ASTMX08379, ASTMX20035, ASTMX11781, ASTMX01028, ASTMX09278, ASTMX13963, ASTMX16633, ASTMX02217, ASTMX04047
OG0000469	APOSC_00048	ASTMX15740, ASTMX02909
OG0000470	APOSC_06373	ASTMX20617, ASTMX01420, ASTMX16395
OG0000470	APOSC_13511	ASTMX15646, ASTMX03241, ASTMX22015
OG0000472	APOSC_18349, APOSC_18348	ASTMX08994, ASTMX08995
OG0000473	APOSC_05099, APOSC_24845, APOSC_02043, APOSC_15704, APOSC_05100, APOSC_15594, APOSC_24191, APOSC_14581	ASTMX17247, ASTMX08279, ASTMX14205, ASTMX22328, ASTMX21061
OG0000474	APOSC_06626	ASTMX09410, ASTMX04778, ASTMX21427, ASTMX22551, ASTMX19649, ASTMX03307, ASTMX04489, ASTMX17013, ASTMX16239
OG0000475	APOSC_03227	ASTMX04247, ASTMX09728, ASTMX05455, ASTMX08656, ASTMX22981, ASTMX05456
OG0000476	APOSC_19907	ASTMX15748
OG0000476	APOSC_05340	ASTMX15079
OG0000478	APOSC_26795	ASTMX00925, ASTMX16616
OG0000479	APOSC_19125	ASTMX07487, ASTMX08702, ASTMX01240, ASTMX04831, ASTMX08818
OG0000479	APOSC_05602, APOSC_05603	ASTMX21850, ASTMX17585, ASTMX15198, ASTMX05901
OG0000481	APOSC_15444	ASTMX04468
OG0000481	APOSC_09024	ASTMX15759
OG0000481	APOSC_07226	ASTMX21277, ASTMX10551
OG0000482	APOSC_01111, APOSC_01110, APOSC_18841, APOSC_18843, APOSC_18842, APOSC_18845, APOSC_18844	ASTMX02712, ASTMX01408, ASTMX16479
OG0000482	APOSC_18846, APOSC_02517, APOSC_20022, APOSC_27488, APOSC_14643	ASTMX01407, ASTMX16480
OG0000484	APOSC_17564	ASTMX06464, ASTMX05493, ASTMX21963, ASTMX03189, ASTMX02359, ASTMX05957
OG0000485	APOSC_07829	ASTMX18912, ASTMX15444
OG0000485	APOSC_29014	ASTMX02971, ASTMX22496
OG0000486	APOSC_27933, APOSC_23293, APOSC_14127, APOSC_20131, APOSC_06301, APOSC_18885, APOSC_05208	ASTMX13378, ASTMX03758
OG0000487	APOSC_05499, APOSC_00762, APOSC_10037, APOSC_17459, APOSC_22887	ASTMX07842, ASTMX20342
OG0000490	APOSC_08204	ASTMX19146, ASTMX08274, ASTMX14197, ASTMX19145, ASTMX08725, ASTMX15774, ASTMX08972, ASTMX03317
OG0000491	APOSC_02630	ASTMX05642, ASTMX18439, ASTMX18438, ASTMX18437, ASTMX14753, ASTMX17371, ASTMX11249
OG0000494	APOSC_11332, APOSC_16566	ASTMX16000, ASTMX05886, ASTMX17592, ASTMX10961, ASTMX13194, ASTMX13294, ASTMX10353
OG0000495	APOSC_16006, APOSC_18778	ASTMX01188
OG0000496	APOSC_19240	ASTMX14117, ASTMX19979
OG0000497	APOSC_11785	ASTMX22201, ASTMX10346, ASTMX13802, ASTMX03464, ASTMX13801
OG0000497	APOSC_24966	ASTMX21023, ASTMX02074
OG0000498	APOSC_08647	ASTMX00213, ASTMX00420, ASTMX17520, ASTMX13589, ASTMX20713, ASTMX07450, ASTMX11775, ASTMX16597, ASTMX00588
OG0000499	APOSC_16996	ASTMX21718
OG0000499	APOSC_13003	ASTMX01239, ASTMX04830
OG0000503	APOSC_20182, APOSC_01067, APOSC_11052	ASTMX07343, ASTMX16980, ASTMX02609, ASTMX03072
OG0000504	APOSC_28508, APOSC_18793	ASTMX09815, ASTMX14231, ASTMX10657, ASTMX03402, ASTMX11929, ASTMX02863, ASTMX05201, ASTMX20171
OG0000505	APOSC_03312, APOSC_13727, APOSC_13726	ASTMX04944, ASTMX15734, ASTMX05133
OG0000506	APOSC_08969	ASTMX16924
OG0000508	APOSC_05722	ASTMX01457, ASTMX09874
OG0000508	APOSC_10035, APOSC_10034, APOSC_01187	ASTMX07533
OG0000510	APOSC_13254, APOSC_09949, APOSC_08521	ASTMX10189, ASTMX20520, ASTMX12755, ASTMX12852, ASTMX10966, ASTMX16608
OG0000511	APOSC_04210	ASTMX13576
OG0000513	APOSC_21188	ASTMX01506, ASTMX15656, ASTMX13880, ASTMX21279
OG0000515	APOSC_18973, APOSC_22528, APOSC_08425, APOSC_11404, APOSC_03268, APOSC_06129, APOSC_25779, APOSC_03503, APOSC_09118, APOSC_21512, APOSC_13179, APOSC_03267, APOSC_23560, APOSC_23565, APOSC_11787, APOSC_24998	ASTMX16147
OG0000519	APOSC_03973	ASTMX13209, ASTMX05997
OG0000520	APOSC_12202, APOSC_12203	ASTMX09994, ASTMX18836, ASTMX07327
OG0000521	APOSC_09518	ASTMX12513, ASTMX04599, ASTMX14516, ASTMX14141, ASTMX03940, ASTMX02711
OG0000522	APOSC_19448, APOSC_02708, APOSC_02709	ASTMX19564, ASTMX01611
OG0000522	APOSC_19474	ASTMX06605
OG0000523	APOSC_17136, APOSC_11385	ASTMX14503
OG0000524	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187	ASTMX13403, ASTMX02748
OG0000525	APOSC_12074	ASTMX22715, ASTMX10039, ASTMX12399
OG0000525	APOSC_07308	ASTMX02688, ASTMX11391
OG0000526	APOSC_22142, APOSC_03851, APOSC_02116, APOSC_19965, APOSC_12282, APOSC_14973	ASTMX04211, ASTMX04131
OG0000527	APOSC_09343, APOSC_02938	ASTMX21736, ASTMX22367, ASTMX02383, ASTMX14201, ASTMX19141
OG0000528	APOSC_27896, APOSC_27895, APOSC_27894	ASTMX18461, ASTMX02315, ASTMX10467, ASTMX20121
OG0000529	APOSC_19112, APOSC_19113, APOSC_19111	ASTMX12434
OG0000529	APOSC_23098	ASTMX11508, ASTMX07444, ASTMX17776, ASTMX00725
OG0000530	APOSC_02543, APOSC_02542, APOSC_23277	ASTMX03176, ASTMX02906, ASTMX17387, ASTMX07408, ASTMX19455
OG0000532	APOSC_13775, APOSC_10762	ASTMX01302, ASTMX15057
OG0000533	APOSC_18676	ASTMX16723
OG0000534	APOSC_19109	ASTMX16886
OG0000535	APOSC_23330, APOSC_01337, APOSC_21669, APOSC_19864, APOSC_19863, APOSC_26268, APOSC_12179	ASTMX07978, ASTMX01946, ASTMX20355, ASTMX22489
OG0000537	APOSC_28746	ASTMX02700, ASTMX00178, ASTMX15548, ASTMX22237
OG0000537	APOSC_14690	ASTMX15547, ASTMX02699, ASTMX00179
OG0000538	APOSC_00020, APOSC_00021, APOSC_00019	ASTMX06663, ASTMX01046, ASTMX13231, ASTMX04495, ASTMX12645, ASTMX21007
OG0000542	APOSC_25376	ASTMX11231, ASTMX21069
OG0000544	APOSC_22312	ASTMX11235, ASTMX03698, ASTMX08268
OG0000544	APOSC_15455	ASTMX06964, ASTMX06963
OG0000545	APOSC_27316	ASTMX10987
OG0000545	APOSC_23063	ASTMX08452, ASTMX01683, ASTMX12544, ASTMX08514, ASTMX06310
OG0000548	APOSC_19082	ASTMX20814, ASTMX19774, ASTMX15937, ASTMX10502
OG0000548	APOSC_15990	ASTMX10235
OG0000548	APOSC_28441	ASTMX16625, ASTMX05347
OG0000550	APOSC_26613	ASTMX22613
OG0000551	APOSC_25334	ASTMX02105
OG0000552	APOSC_17802	ASTMX21676
OG0000553	APOSC_24608	ASTMX17368, ASTMX03487, ASTMX06718
OG0000553	APOSC_24201	ASTMX14321, ASTMX21466, ASTMX11677
OG0000554	APOSC_16563	ASTMX22268
OG0000560	APOSC_00424, APOSC_21581, APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686, APOSC_27748, APOSC_11056, APOSC_22346	ASTMX10434, ASTMX12293
OG0000561	APOSC_03200, APOSC_16141	ASTMX19650
OG0000562	APOSC_06195	ASTMX02939
OG0000562	APOSC_20626	ASTMX18239, ASTMX07420
OG0000564	APOSC_03259	ASTMX10683, ASTMX04443, ASTMX18629, ASTMX04222, ASTMX15637
OG0000565	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361	ASTMX06713
OG0000566	APOSC_11934, APOSC_11935	ASTMX02202
OG0000566	APOSC_15450	ASTMX09638
OG0000567	APOSC_03648	ASTMX07889, ASTMX10650
OG0000567	APOSC_00240	ASTMX02913
OG0000570	APOSC_07873, APOSC_04408, APOSC_28456, APOSC_22297	ASTMX10311, ASTMX21575, ASTMX01487, ASTMX14282
OG0000572	APOSC_00810	ASTMX14415, ASTMX08526
OG0000572	APOSC_09082	ASTMX09438, ASTMX05246
OG0000573	APOSC_00916	ASTMX11352, ASTMX15555, ASTMX04860, ASTMX18772, ASTMX02110
OG0000573	APOSC_06381	ASTMX02201
OG0000574	APOSC_25605	ASTMX11657
OG0000574	APOSC_12973	ASTMX08559
OG0000575	APOSC_04878, APOSC_04901, APOSC_04877	ASTMX18324, ASTMX05900, ASTMX10924, ASTMX11741, ASTMX07926, ASTMX05390, ASTMX08403
OG0000576	APOSC_14912, APOSC_14911	ASTMX00576, ASTMX05718, ASTMX14775, ASTMX02752, ASTMX15841, ASTMX00788
OG0000578	APOSC_19019	ASTMX18006, ASTMX10470, ASTMX08286, ASTMX01576, ASTMX10827, ASTMX04585
OG0000579	APOSC_16538	ASTMX19442, ASTMX10867, ASTMX05568, ASTMX19217, ASTMX02063, ASTMX06365
OG0000580	APOSC_27393, APOSC_10764	ASTMX08882
OG0000581	APOSC_25720	ASTMX10825
OG0000581	APOSC_28928	ASTMX10599, ASTMX16863, ASTMX10824, ASTMX04580
OG0000582	APOSC_22258	ASTMX11411, ASTMX20610, ASTMX13349, ASTMX13077, ASTMX01858, ASTMX10152
OG0000583	APOSC_07446, APOSC_07447	ASTMX19288, ASTMX12142, ASTMX19104, ASTMX09781, ASTMX15227, ASTMX16808, ASTMX07495
OG0000585	APOSC_02435	ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009
OG0000587	APOSC_07501	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880
OG0000587	APOSC_00084	ASTMX13819
OG0000588	APOSC_14978	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382
OG0000588	APOSC_23369	ASTMX03016
OG0000589	APOSC_07116, APOSC_07115	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370, ASTMX02599, ASTMX02002, ASTMX18733, ASTMX08294, ASTMX08295, ASTMX08296
OG0000590	APOSC_14417	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496
OG0000590	APOSC_05832	ASTMX11935, ASTMX00513
OG0000591	APOSC_29125, APOSC_25553	ASTMX04992, ASTMX12325
OG0000591	APOSC_18730	ASTMX06089
OG0000592	APOSC_07367	ASTMX01208
OG0000592	APOSC_26247	ASTMX00581, ASTMX20394
OG0000593	APOSC_19192	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864
OG0000593	APOSC_02138	ASTMX09942, ASTMX00591, ASTMX02549, ASTMX05477, ASTMX19749
OG0000594	APOSC_27194	ASTMX10755, ASTMX00628
OG0000594	APOSC_06591	ASTMX18421
OG0000597	APOSC_09238	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757
OG0000597	APOSC_11831	ASTMX00247, ASTMX15148, ASTMX16916
OG0000600	APOSC_25418, APOSC_09338	ASTMX20643, ASTMX08135, ASTMX01949, ASTMX20647, ASTMX20645, ASTMX04525
OG0000601	APOSC_28030, APOSC_28031	ASTMX01445, ASTMX20990, ASTMX07640, ASTMX07641, ASTMX07642, ASTMX05034, ASTMX05939
OG0000602	APOSC_07302	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681
OG0000602	APOSC_16886	ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680
OG0000603	APOSC_11168	ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202
OG0000604	APOSC_28543	ASTMX19937, ASTMX21867
OG0000604	APOSC_28930, APOSC_08014, APOSC_08012	ASTMX19572, ASTMX20954
OG0000607	APOSC_06777, APOSC_06776, APOSC_06774, APOSC_06778, APOSC_06775	ASTMX02194, ASTMX15507, ASTMX16125, ASTMX15313
OG0000608	APOSC_28336, APOSC_00407	ASTMX19885
OG0000609	APOSC_21629	ASTMX09487
OG0000609	APOSC_15758	ASTMX13250
OG0000610	APOSC_23349, APOSC_23350	ASTMX09076, ASTMX07077, ASTMX09077
OG0000611	APOSC_21101	ASTMX12827
OG0000613	APOSC_26003	ASTMX03360
OG0000614	APOSC_29108, APOSC_13391, APOSC_01420, APOSC_13390	ASTMX11010
OG0000615	APOSC_25509, APOSC_25510, APOSC_25508	ASTMX21454, ASTMX20753, ASTMX11891, ASTMX11351, ASTMX16657, ASTMX03183
OG0000616	APOSC_12590, APOSC_12592, APOSC_12591	ASTMX12370, ASTMX03498, ASTMX08899
OG0000617	APOSC_07631	ASTMX00627
OG0000618	APOSC_23994	ASTMX02522
OG0000619	APOSC_06768	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697
OG0000620	APOSC_21800, APOSC_17833, APOSC_04120, APOSC_17659, APOSC_12726, APOSC_20629	ASTMX19268, ASTMX02620
OG0000623	APOSC_11408, APOSC_11407	ASTMX07600
OG0000623	APOSC_25178, APOSC_25179, APOSC_28396	ASTMX07831, ASTMX20139, ASTMX15503
OG0000624	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046	ASTMX13226, ASTMX19412, ASTMX08664
OG0000626	APOSC_04996, APOSC_04997	ASTMX00847, ASTMX01224, ASTMX06433, ASTMX01759, ASTMX01760
OG0000627	APOSC_21489	ASTMX02960, ASTMX07039, ASTMX06195
OG0000628	APOSC_24447	ASTMX05782, ASTMX11840, ASTMX18687
OG0000628	APOSC_27023, APOSC_27022	ASTMX03435, ASTMX03434, ASTMX12380, ASTMX18405, ASTMX15898
OG0000629	APOSC_10100	ASTMX02967
OG0000629	APOSC_17613	ASTMX18251
OG0000633	APOSC_15409, APOSC_13368	ASTMX11538
OG0000634	APOSC_11286, APOSC_19203	ASTMX01056, ASTMX12422
OG0000636	APOSC_09371	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950
OG0000637	APOSC_04395	ASTMX21579, ASTMX17434
OG0000639	APOSC_28763	ASTMX07088, ASTMX03393
OG0000639	APOSC_01472	ASTMX02657, ASTMX18519, ASTMX07469
OG0000640	APOSC_09356	ASTMX22260, ASTMX17557, ASTMX22127, ASTMX10065, ASTMX05230, ASTMX23006, ASTMX11764, ASTMX11763, ASTMX22351, ASTMX22266, ASTMX09909, ASTMX09910, ASTMX13030, ASTMX03775, ASTMX12510, ASTMX15929, ASTMX15930, ASTMX15928, ASTMX15931, ASTMX20428, ASTMX14446, ASTMX20879, ASTMX12469, ASTMX13005, ASTMX13031, ASTMX13904, ASTMX12517, ASTMX15669, ASTMX13004, ASTMX13029, ASTMX09911, ASTMX09908, ASTMX13425, ASTMX10699, ASTMX12511, ASTMX13771, ASTMX09948, ASTMX17519, ASTMX10064, ASTMX20831, ASTMX12521, ASTMX12811
OG0000642	APOSC_28101, APOSC_19716, APOSC_19520, APOSC_21780, APOSC_15545	ASTMX01930, ASTMX01929, ASTMX17309, ASTMX04214, ASTMX12313
OG0000645	APOSC_03352	ASTMX12833, ASTMX02606
OG0000645	APOSC_09352	ASTMX18567
OG0000646	APOSC_25529	ASTMX16478, ASTMX02676
OG0000646	APOSC_19310	ASTMX07029, ASTMX07086, ASTMX20232
OG0000647	APOSC_09611	ASTMX17066, ASTMX19826, ASTMX06640, ASTMX12729, ASTMX12730
OG0000648	APOSC_03595, APOSC_17710, APOSC_17709	ASTMX22428, ASTMX02643
OG0000648	APOSC_08045	ASTMX15128, ASTMX02551
OG0000649	APOSC_02642, APOSC_23750, APOSC_19161	ASTMX09392, ASTMX04774, ASTMX18484, ASTMX18485, ASTMX01888
OG0000651	APOSC_26297	ASTMX17737, ASTMX05303, ASTMX08641
OG0000652	APOSC_19590	ASTMX06377, ASTMX00760
OG0000652	APOSC_04834	ASTMX00763
OG0000654	APOSC_25621	ASTMX13738, ASTMX11052, ASTMX19746, ASTMX10206, ASTMX17145, ASTMX00164
OG0000657	APOSC_28772, APOSC_17511, APOSC_28771	ASTMX12483, ASTMX19401
OG0000660	APOSC_26737	ASTMX00650, ASTMX17867
OG0000660	APOSC_25408	ASTMX14506, ASTMX05874
OG0000662	APOSC_20576	ASTMX17885
OG0000662	APOSC_08470, APOSC_08472	ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727
OG0000663	APOSC_03380	ASTMX00870, ASTMX22176
OG0000664	APOSC_19666	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707
OG0000664	APOSC_04413	ASTMX05443, ASTMX20094
OG0000665	APOSC_04140, APOSC_09869, APOSC_06912	ASTMX00639, ASTMX14293, ASTMX19003, ASTMX12074, ASTMX09156, ASTMX14734, ASTMX03383
OG0000666	APOSC_18128	ASTMX08317, ASTMX16636, ASTMX13230, ASTMX04456, ASTMX04455, ASTMX12814, ASTMX08397
OG0000666	APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813	ASTMX19047
OG0000667	APOSC_10536, APOSC_28178	ASTMX20350, ASTMX23022, ASTMX21283
OG0000670	APOSC_25403, APOSC_25404	ASTMX20785, ASTMX03449, ASTMX08812, ASTMX09574, ASTMX02280, ASTMX21360, ASTMX21701, ASTMX18201
OG0000671	APOSC_15536, APOSC_24637	ASTMX06408, ASTMX19050, ASTMX20927, ASTMX00924, ASTMX01022, ASTMX16162, ASTMX15147
OG0000672	APOSC_17793, APOSC_27234, APOSC_11490	ASTMX06515, ASTMX05666
OG0000672	APOSC_05056	ASTMX04882
OG0000674	APOSC_02855, APOSC_02854	ASTMX09072, ASTMX11026
OG0000674	APOSC_00193	ASTMX09005
OG0000675	APOSC_16152, APOSC_17252, APOSC_23052, APOSC_13598, APOSC_13599, APOSC_20865, APOSC_20866, APOSC_20864, APOSC_10999, APOSC_09656, APOSC_09655, APOSC_18808, APOSC_14272, APOSC_13707	ASTMX11306
OG0000676	APOSC_12565	ASTMX00864, ASTMX18277
OG0000676	APOSC_24592	ASTMX08754, ASTMX04107, ASTMX12053, ASTMX05384
OG0000680	APOSC_16418	ASTMX04094, ASTMX17912, ASTMX07260
OG0000680	APOSC_19829	ASTMX09412
OG0000681	APOSC_08978	ASTMX16270, ASTMX14874, ASTMX04528, ASTMX09518
OG0000681	APOSC_20302, APOSC_20301	ASTMX09258, ASTMX00394
OG0000682	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468	ASTMX11995, ASTMX12288, ASTMX10499, ASTMX07767
OG0000683	APOSC_06085	ASTMX00004, ASTMX04192
OG0000683	APOSC_22743	ASTMX02366, ASTMX20098, ASTMX14160
OG0000684	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619	ASTMX02086, ASTMX02670, ASTMX17835, ASTMX13854
OG0000685	APOSC_25083	ASTMX19743, ASTMX06302, ASTMX05561, ASTMX15879, ASTMX18992
OG0000685	APOSC_25082, APOSC_25081, APOSC_11457, APOSC_25080, APOSC_11346	ASTMX21758
OG0000688	APOSC_24546	ASTMX20465
OG0000690	APOSC_12924	ASTMX00910, ASTMX12919
OG0000690	APOSC_06851	ASTMX02690
OG0000690	APOSC_28021	ASTMX17891, ASTMX22294
OG0000691	APOSC_06057	ASTMX15518
OG0000691	APOSC_01959	ASTMX17535, ASTMX19545, ASTMX15604, ASTMX00917, ASTMX18521
OG0000692	APOSC_26279	ASTMX05795
OG0000693	APOSC_14532, APOSC_14531	ASTMX01005, ASTMX05252, ASTMX09341, ASTMX22319, ASTMX13726, ASTMX10635
OG0000693	APOSC_27726	ASTMX11362
OG0000694	APOSC_21845	ASTMX03278, ASTMX14068, ASTMX09753, ASTMX09044
OG0000696	APOSC_00235	ASTMX10247
OG0000697	APOSC_04170	ASTMX20673, ASTMX15925, ASTMX22108, ASTMX19355, ASTMX01748, ASTMX13942, ASTMX09469
OG0000698	APOSC_22767	ASTMX11812, ASTMX12891, ASTMX01360, ASTMX12890, ASTMX09372
OG0000699	APOSC_23924	ASTMX16931
OG0000700	APOSC_07841	ASTMX10307, ASTMX02187
OG0000700	APOSC_16314	ASTMX22678, ASTMX06288
OG0000701	APOSC_29144, APOSC_29143	ASTMX20666, ASTMX10954, ASTMX11996, ASTMX15941
OG0000702	APOSC_28891, APOSC_28892	ASTMX18168, ASTMX02447, ASTMX15168, ASTMX00641, ASTMX14288
OG0000703	APOSC_08255	ASTMX02735, ASTMX03772, ASTMX19327
OG0000706	APOSC_28191	ASTMX06417, ASTMX00708
OG0000707	APOSC_10132	ASTMX06790
OG0000708	APOSC_22565	ASTMX20485, ASTMX07401
OG0000708	APOSC_04164	ASTMX01986, ASTMX04018
OG0000709	APOSC_21004	ASTMX03927, ASTMX01587, ASTMX01677, ASTMX01678, ASTMX12944
OG0000710	APOSC_13944, APOSC_13945	ASTMX09787, ASTMX01132, ASTMX21085, ASTMX15140
OG0000711	APOSC_16041	ASTMX02221, ASTMX06274
OG0000711	APOSC_24576	ASTMX00349, ASTMX10858
OG0000712	APOSC_01997	ASTMX22569, ASTMX03963, ASTMX04673, ASTMX01123, ASTMX10729, ASTMX02260, ASTMX21387, ASTMX03749
OG0000713	APOSC_02458, APOSC_19823, APOSC_04674	ASTMX05607, ASTMX20151, ASTMX06165, ASTMX06166
OG0000715	APOSC_24729	ASTMX14672, ASTMX18871, ASTMX22799, ASTMX19603, ASTMX07512, ASTMX20053, ASTMX05364
OG0000716	APOSC_15187, APOSC_15188, APOSC_05187	ASTMX07959, ASTMX03833, ASTMX05778
OG0000717	APOSC_08975	ASTMX00510
OG0000718	APOSC_09944, APOSC_06058	ASTMX00156, ASTMX21497, ASTMX08739, ASTMX06759, ASTMX18042, ASTMX01851
OG0000720	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908	ASTMX08205, ASTMX06231
OG0000721	APOSC_27562	ASTMX09355, ASTMX10626
OG0000721	APOSC_25361	ASTMX01119, ASTMX09098, ASTMX11905, ASTMX16534
OG0000722	APOSC_27863	ASTMX11006, ASTMX22801, ASTMX12541, ASTMX04707, ASTMX03237, ASTMX11068, ASTMX03598, ASTMX02154, ASTMX08313
OG0000725	APOSC_00094	ASTMX17945, ASTMX15661, ASTMX11197
OG0000726	APOSC_20907	ASTMX13772, ASTMX13000, ASTMX04188, ASTMX09401
OG0000730	APOSC_28131	ASTMX07875
OG0000730	APOSC_22249	ASTMX18548, ASTMX02642, ASTMX01674, ASTMX00160, ASTMX01043
OG0000731	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253	ASTMX02541, ASTMX17854, ASTMX16715, ASTMX02722
OG0000732	APOSC_01005	ASTMX04110, ASTMX08757, ASTMX08756
OG0000732	APOSC_22696	ASTMX19433, ASTMX11592, ASTMX05482
OG0000733	APOSC_15598	ASTMX13523, ASTMX10818, ASTMX05629, ASTMX01287
OG0000733	APOSC_14468	ASTMX12275, ASTMX15113, ASTMX04231
OG0000734	APOSC_27033	ASTMX19512, ASTMX21022, ASTMX19965, ASTMX01932, ASTMX22860
OG0000735	APOSC_08541, APOSC_08542	ASTMX18670, ASTMX15914, ASTMX01829, ASTMX03219
OG0000736	APOSC_24942, APOSC_27355	ASTMX19171
OG0000736	APOSC_25326, APOSC_24761, APOSC_27354	ASTMX16058
OG0000737	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935	ASTMX07624, ASTMX11985
OG0000740	APOSC_20786	ASTMX14537, ASTMX06828, ASTMX20426, ASTMX10405
OG0000743	APOSC_09120, APOSC_09119	ASTMX20693, ASTMX11433, ASTMX04870
OG0000743	APOSC_12908	ASTMX03638, ASTMX04869, ASTMX21402
OG0000744	APOSC_21453, APOSC_21454, APOSC_22851	ASTMX08430, ASTMX13118, ASTMX02655, ASTMX15516
OG0000745	APOSC_02392	ASTMX10595
OG0000746	APOSC_27276, APOSC_27277	ASTMX14203, ASTMX19139
OG0000746	APOSC_04558	ASTMX13418
OG0000748	APOSC_01384, APOSC_01385	ASTMX16043
OG0000749	APOSC_09299, APOSC_09298	ASTMX16104, ASTMX05800, ASTMX02758
OG0000750	APOSC_14193	ASTMX15609
OG0000751	APOSC_10279	ASTMX20516, ASTMX04152, ASTMX15696
OG0000752	APOSC_04900	ASTMX12098
OG0000752	APOSC_20705	ASTMX06480, ASTMX04128
OG0000753	APOSC_17933	ASTMX22178, ASTMX21967
OG0000753	APOSC_23432	ASTMX20031, ASTMX02344, ASTMX11178
OG0000755	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838	ASTMX12763, ASTMX09944, ASTMX09713, ASTMX10144
OG0000757	APOSC_21066	ASTMX17086
OG0000757	APOSC_13824	ASTMX05445
OG0000758	APOSC_04627, APOSC_04628, APOSC_04626	ASTMX19547, ASTMX16359, ASTMX11953, ASTMX19955, ASTMX17536, ASTMX07595
OG0000759	APOSC_10203	ASTMX14677, ASTMX13249, ASTMX18116, ASTMX06445, ASTMX15465, ASTMX13612, ASTMX13613
OG0000760	APOSC_23162, APOSC_23164	ASTMX16638, ASTMX08318, ASTMX02096, ASTMX16846, ASTMX02097
OG0000761	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182	ASTMX04074, ASTMX18480, ASTMX02391
