Orthogroup	APOSC_ok	HELIO_ok
OG0000353	APOSC_05238, APOSC_19483, APOSC_28218	HELIO_03865, HELIO_04423
OG0000355	APOSC_07442, APOSC_27346	HELIO_06533, HELIO_07010
OG0000356	APOSC_20619	HELIO_07250
OG0000356	APOSC_23926, APOSC_05444	HELIO_09257
OG0000357	APOSC_05413, APOSC_05414, APOSC_05412	HELIO_12008
OG0000357	APOSC_07835	HELIO_04303
OG0000358	APOSC_15116, APOSC_15115, APOSC_13948, APOSC_04304, APOSC_18379	HELIO_08162
OG0000358	APOSC_26854	HELIO_07934
OG0000358	APOSC_04225	HELIO_07992
OG0000358	APOSC_26230	HELIO_09698
OG0000359	APOSC_09932	HELIO_08095
OG0000359	APOSC_27927	HELIO_01337
OG0000359	APOSC_15516	HELIO_08324
OG0000360	APOSC_15593	HELIO_07042
OG0000360	APOSC_13633	HELIO_05668
OG0000360	APOSC_13959	HELIO_09290
OG0000363	APOSC_11763	HELIO_08685
OG0000363	APOSC_10288	HELIO_04531
OG0000363	APOSC_14583	HELIO_03753
OG0000364	APOSC_25470	HELIO_03949
OG0000364	APOSC_07012, APOSC_07011, APOSC_21706, APOSC_11625	HELIO_07364, HELIO_06168, HELIO_10958
OG0000365	APOSC_16992, APOSC_16991	HELIO_11146
OG0000365	APOSC_16935, APOSC_06515	HELIO_04794
OG0000367	APOSC_08227	HELIO_11366
OG0000367	APOSC_15610	HELIO_00864
OG0000370	APOSC_02294	HELIO_06039
OG0000371	APOSC_28569	HELIO_07468
OG0000371	APOSC_01199	HELIO_06901
OG0000371	APOSC_11261	HELIO_00894
OG0000371	APOSC_23168, APOSC_23169	HELIO_04470
OG0000372	APOSC_18539	HELIO_09904
OG0000372	APOSC_25246	HELIO_12662
OG0000372	APOSC_15484	HELIO_08215
OG0000374	APOSC_09620	HELIO_12548
OG0000374	APOSC_02117	HELIO_08385
OG0000374	APOSC_21959	HELIO_07571
OG0000375	APOSC_14406, APOSC_28754	HELIO_02630
OG0000378	APOSC_14762	HELIO_00664
OG0000378	APOSC_16383	HELIO_01804
OG0000379	APOSC_27665	HELIO_02753
OG0000379	APOSC_01636	HELIO_09413
OG0000379	APOSC_04656	HELIO_10769
OG0000379	APOSC_28834	HELIO_01951
OG0000381	APOSC_15407, APOSC_14180	HELIO_12305, HELIO_06725, HELIO_00702
OG0000381	APOSC_27808	HELIO_11186, HELIO_04138, HELIO_04027
OG0000382	APOSC_16639	HELIO_10248
OG0000382	APOSC_18532	HELIO_06591
OG0000384	APOSC_20216, APOSC_20217	HELIO_11619
OG0000384	APOSC_04744	HELIO_06784
OG0000384	APOSC_18344, APOSC_18345	HELIO_00671
OG0000385	APOSC_00509	HELIO_06965, HELIO_07014, HELIO_02136
OG0000385	APOSC_23259	HELIO_00841, HELIO_02137
OG0000386	APOSC_27825	HELIO_06942
OG0000386	APOSC_09743, APOSC_17169	HELIO_09822, HELIO_04683
OG0000389	APOSC_04151	HELIO_05126, HELIO_04723, HELIO_01825
OG0000390	APOSC_28058	HELIO_00340, HELIO_02309, HELIO_11674, HELIO_05872
OG0000390	APOSC_04435	HELIO_11470
OG0000390	APOSC_14413	HELIO_06676
OG0000391	APOSC_18122	HELIO_10879
OG0000392	APOSC_15558, APOSC_15557, APOSC_15559, APOSC_15556, APOSC_15555	HELIO_05710, HELIO_07226
OG0000393	APOSC_21190	HELIO_12162
OG0000393	APOSC_09454	HELIO_00926, HELIO_04233
OG0000393	APOSC_19188	HELIO_07006
OG0000394	APOSC_07914, APOSC_07913, APOSC_08725, APOSC_06508	HELIO_07964
OG0000397	APOSC_08278	HELIO_10979
OG0000399	APOSC_04841	HELIO_09726
OG0000399	APOSC_02547	HELIO_07050
OG0000399	APOSC_12699	HELIO_04949
OG0000399	APOSC_12371	HELIO_03771
OG0000400	APOSC_28932, APOSC_28931	HELIO_10775
OG0000401	APOSC_24755	HELIO_09245
OG0000402	APOSC_11815	HELIO_08210
OG0000403	APOSC_09281, APOSC_03957, APOSC_03958	HELIO_12710, HELIO_12709
OG0000404	APOSC_24054	HELIO_12139
OG0000404	APOSC_25065	HELIO_05343
OG0000405	APOSC_22532, APOSC_22533	HELIO_10657
OG0000409	APOSC_20951	HELIO_10399
OG0000410	APOSC_26248, APOSC_06600	HELIO_06084
OG0000411	APOSC_25940	HELIO_00642
OG0000412	APOSC_14273	HELIO_09547
OG0000413	APOSC_04045	HELIO_08207, HELIO_08206
OG0000413	APOSC_03086	HELIO_10878
OG0000415	APOSC_13371	HELIO_12745
OG0000417	APOSC_12693	HELIO_08568, HELIO_06332, HELIO_05619
OG0000418	APOSC_03329, APOSC_15024, APOSC_21687	HELIO_08848, HELIO_04518
OG0000419	APOSC_27054, APOSC_19811, APOSC_19812, APOSC_08628	HELIO_02114
OG0000420	APOSC_26953, APOSC_23391	HELIO_11506
OG0000422	APOSC_02348	HELIO_06618
OG0000423	APOSC_22508	HELIO_10019, HELIO_06490, HELIO_08337, HELIO_05322
OG0000424	APOSC_11109	HELIO_02671
OG0000425	APOSC_28429	HELIO_02713
OG0000425	APOSC_26181	HELIO_11977
OG0000426	APOSC_23818	HELIO_00568
OG0000426	APOSC_28032	HELIO_10983
OG0000427	APOSC_26405	HELIO_03641
OG0000427	APOSC_12867, APOSC_10303, APOSC_10299, APOSC_10304, APOSC_10301	HELIO_07136
OG0000429	APOSC_08336	HELIO_04434
OG0000429	APOSC_22406, APOSC_25805	HELIO_07593
OG0000430	APOSC_25311	HELIO_08110
OG0000431	APOSC_26482	HELIO_02207
OG0000431	APOSC_21271	HELIO_05550
OG0000431	APOSC_09355	HELIO_04546
OG0000432	APOSC_25968	HELIO_04640
OG0000432	APOSC_02736	HELIO_07017, HELIO_06679
OG0000433	APOSC_27672, APOSC_27673	HELIO_10148
OG0000433	APOSC_25213, APOSC_25212	HELIO_09108
OG0000434	APOSC_23652	HELIO_03450
OG0000434	APOSC_03817, APOSC_08439, APOSC_02608, APOSC_08391	HELIO_09418, HELIO_09671
OG0000434	APOSC_20834, APOSC_03026	HELIO_06005
OG0000435	APOSC_05189	HELIO_02789
OG0000435	APOSC_28530	HELIO_08123
OG0000436	APOSC_07602, APOSC_07600	HELIO_08988, HELIO_08989
OG0000437	APOSC_04756	HELIO_08664
OG0000442	APOSC_01037	HELIO_01730
OG0000442	APOSC_25495	HELIO_02982
OG0000442	APOSC_28475	HELIO_12491
OG0000443	APOSC_07972, APOSC_07971, APOSC_09047	HELIO_07163
OG0000443	APOSC_23426	HELIO_10033
OG0000444	APOSC_22420	HELIO_00903
OG0000444	APOSC_27883, APOSC_27884, APOSC_27885	HELIO_04957
OG0000445	APOSC_00457, APOSC_22414, APOSC_04719	HELIO_05217
OG0000446	APOSC_10181	HELIO_08937
OG0000446	APOSC_05205	HELIO_02189
OG0000446	APOSC_26266	HELIO_01194
OG0000447	APOSC_18957, APOSC_18959, APOSC_00311, APOSC_00312, APOSC_18960	HELIO_10938, HELIO_10939
OG0000448	APOSC_08163	HELIO_08948
OG0000450	APOSC_13051	HELIO_01846
OG0000453	APOSC_12948, APOSC_06792	HELIO_05758
OG0000454	APOSC_04570	HELIO_01041
OG0000456	APOSC_08917	HELIO_12232
OG0000456	APOSC_14868, APOSC_04617, APOSC_04378, APOSC_04845, APOSC_27590, APOSC_21941	HELIO_07552
OG0000458	APOSC_08979	HELIO_08566
OG0000458	APOSC_16132, APOSC_16131	HELIO_06003
OG0000460	APOSC_12939	HELIO_10718
OG0000460	APOSC_17221	HELIO_07052, HELIO_06887, HELIO_12666
OG0000461	APOSC_17795, APOSC_01522	HELIO_02414
OG0000461	APOSC_17426	HELIO_03731
OG0000463	APOSC_17973	HELIO_09937
OG0000463	APOSC_19612, APOSC_07338, APOSC_07339	HELIO_06144, HELIO_06234
OG0000463	APOSC_08846	HELIO_08661
OG0000465	APOSC_28989	HELIO_12789
OG0000465	APOSC_11017	HELIO_10139
OG0000465	APOSC_12228	HELIO_11678
OG0000466	APOSC_23086, APOSC_05225, APOSC_02156, APOSC_02661	HELIO_07058, HELIO_06415
OG0000466	APOSC_06408	HELIO_06388
OG0000467	APOSC_08498	HELIO_10923
OG0000468	APOSC_15884, APOSC_04385, APOSC_04384, APOSC_23794	HELIO_10281, HELIO_03768
OG0000469	APOSC_06315	HELIO_06536
OG0000469	APOSC_00048	HELIO_02957
OG0000470	APOSC_13511	HELIO_04201
OG0000472	APOSC_26357, APOSC_27670	HELIO_02168, HELIO_06783
OG0000473	APOSC_15594	HELIO_12353, HELIO_02800
OG0000473	APOSC_24191, APOSC_14581	HELIO_04395, HELIO_06620
OG0000474	APOSC_06626	HELIO_10673
OG0000475	APOSC_03227	HELIO_10255
OG0000476	APOSC_19907	HELIO_11845
OG0000476	APOSC_04632	HELIO_05685
OG0000476	APOSC_05340	HELIO_05620
OG0000477	APOSC_00914	HELIO_09602
OG0000477	APOSC_13603	HELIO_12771
OG0000478	APOSC_16484, APOSC_16483, APOSC_16482	HELIO_02718
OG0000479	APOSC_19125	HELIO_08760
OG0000479	APOSC_05602, APOSC_05603	HELIO_02948
OG0000480	APOSC_15162	HELIO_05557
OG0000480	APOSC_11842	HELIO_08414
OG0000481	APOSC_15444	HELIO_12216
OG0000481	APOSC_09024	HELIO_11178
OG0000481	APOSC_07226	HELIO_09259
OG0000482	APOSC_01111, APOSC_01110, APOSC_18841, APOSC_18843, APOSC_18842, APOSC_18845, APOSC_18844	HELIO_06214
OG0000482	APOSC_27488	HELIO_06713
OG0000482	APOSC_14643	HELIO_11214
OG0000484	APOSC_17564	HELIO_05916
OG0000485	APOSC_22490	HELIO_02562
OG0000485	APOSC_29014	HELIO_07054
OG0000486	APOSC_27933	HELIO_10558
OG0000486	APOSC_23293	HELIO_05022
OG0000486	APOSC_14127	HELIO_11212
OG0000486	APOSC_20131, APOSC_06301, APOSC_18885, APOSC_05208	HELIO_06172, HELIO_02564, HELIO_00117
OG0000487	APOSC_05499, APOSC_00762, APOSC_10037, APOSC_17459	HELIO_07290
OG0000488	APOSC_04230, APOSC_04229, APOSC_26548, APOSC_08190, APOSC_08192, APOSC_15904, APOSC_04231, APOSC_08193, APOSC_08191	HELIO_02611
OG0000489	APOSC_01890, APOSC_01889, APOSC_08483	HELIO_08415, HELIO_01112
OG0000490	APOSC_08204	HELIO_06690
OG0000491	APOSC_02630	HELIO_02841, HELIO_11924
OG0000494	APOSC_11332, APOSC_16566	HELIO_07387
OG0000495	APOSC_16006	HELIO_03281
OG0000495	APOSC_18778	HELIO_12758
OG0000496	APOSC_19240	HELIO_09084
OG0000496	APOSC_13732, APOSC_13731	HELIO_11493
OG0000497	APOSC_11785	HELIO_03655
OG0000498	APOSC_08647	HELIO_08706
OG0000499	APOSC_13003	HELIO_09553
OG0000501	APOSC_10072, APOSC_10071, APOSC_10070	HELIO_01592, HELIO_04898, HELIO_07352
OG0000502	APOSC_19306	HELIO_11631
OG0000503	APOSC_20182, APOSC_01067, APOSC_11052	HELIO_03761, HELIO_01577
OG0000504	APOSC_06827	HELIO_08107
OG0000505	APOSC_03312, APOSC_13727, APOSC_13726	HELIO_05319
OG0000506	APOSC_08968, APOSC_08970	HELIO_11106
OG0000508	APOSC_05722	HELIO_04860
OG0000508	APOSC_10035, APOSC_10034, APOSC_01187	HELIO_10897
OG0000510	APOSC_13254, APOSC_09949	HELIO_05326, HELIO_00614
OG0000510	APOSC_08521	HELIO_06648
OG0000511	APOSC_04210	HELIO_04224
OG0000513	APOSC_21188	HELIO_01687
OG0000515	APOSC_18973, APOSC_22528, APOSC_08425, APOSC_11404, APOSC_03268, APOSC_06129, APOSC_25779, APOSC_03503, APOSC_09118, APOSC_21512, APOSC_13179, APOSC_03267	HELIO_01437
OG0000515	APOSC_23560, APOSC_23565, APOSC_11787, APOSC_24998	HELIO_00462, HELIO_05122, HELIO_00094
OG0000519	APOSC_08070, APOSC_07952, APOSC_07867, APOSC_26169, APOSC_12522	HELIO_05761
OG0000519	APOSC_03973	HELIO_00935
OG0000520	APOSC_12204	HELIO_02643
OG0000520	APOSC_12202, APOSC_12203	HELIO_02641
OG0000520	APOSC_24142, APOSC_24141	HELIO_10311
OG0000521	APOSC_15611	HELIO_11507
OG0000521	APOSC_09518	HELIO_07126
OG0000522	APOSC_19448	HELIO_08815
OG0000522	APOSC_02708, APOSC_02709	HELIO_12218
OG0000522	APOSC_19474	HELIO_08208
OG0000523	APOSC_17136, APOSC_11385	HELIO_12547, HELIO_01413
OG0000524	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187	HELIO_03929
OG0000525	APOSC_12074	HELIO_03718
OG0000525	APOSC_07308	HELIO_00389
OG0000526	APOSC_12282	HELIO_00348
OG0000526	APOSC_14973	HELIO_11593
OG0000528	APOSC_21072	HELIO_11004
OG0000528	APOSC_27896, APOSC_27895, APOSC_27894	HELIO_07368
OG0000528	APOSC_10006	HELIO_07025
OG0000530	APOSC_02543, APOSC_02542, APOSC_23277	HELIO_07741, HELIO_07742
OG0000531	APOSC_18649, APOSC_18650, APOSC_18651	HELIO_10915
OG0000534	APOSC_19109	HELIO_09230
OG0000534	APOSC_19110	HELIO_00845, HELIO_05373
OG0000534	APOSC_25538, APOSC_15159	HELIO_12243
OG0000535	APOSC_23330, APOSC_01337	HELIO_10664
OG0000535	APOSC_26268, APOSC_12179	HELIO_04341
OG0000536	APOSC_04456, APOSC_07228, APOSC_07227, APOSC_02760	HELIO_11356, HELIO_06821, HELIO_07963, HELIO_10995
OG0000537	APOSC_28746	HELIO_02446
OG0000537	APOSC_14690	HELIO_01622
OG0000538	APOSC_00020, APOSC_00021, APOSC_00019	HELIO_11897, HELIO_11896
OG0000541	APOSC_12217	HELIO_00142
OG0000542	APOSC_25376	HELIO_02332
OG0000544	APOSC_22312	HELIO_03555
OG0000544	APOSC_16943	HELIO_03657
OG0000544	APOSC_20791, APOSC_15455	HELIO_09959
OG0000545	APOSC_19472, APOSC_27316	HELIO_00292
OG0000545	APOSC_23063	HELIO_03093
OG0000547	APOSC_18803, APOSC_18802	HELIO_03987, HELIO_10338
OG0000548	APOSC_19082	HELIO_10743
OG0000548	APOSC_15990	HELIO_10294
OG0000548	APOSC_28441	HELIO_01580
OG0000550	APOSC_26613	HELIO_06574
OG0000551	APOSC_25334	HELIO_05085
OG0000552	APOSC_17802	HELIO_04288
OG0000552	APOSC_24689	HELIO_02628
OG0000553	APOSC_24608	HELIO_00441
OG0000553	APOSC_24201	HELIO_00012
OG0000554	APOSC_16563	HELIO_09952
OG0000555	APOSC_04200	HELIO_05650
OG0000560	APOSC_00424	HELIO_06436
OG0000560	APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686	HELIO_09240
OG0000560	APOSC_27748, APOSC_11056	HELIO_05887
OG0000561	APOSC_03200, APOSC_16141	HELIO_11408
OG0000562	APOSC_20626	HELIO_12786
OG0000564	APOSC_03259	HELIO_00066
OG0000564	APOSC_19514	HELIO_11739
OG0000565	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361	HELIO_05432
OG0000566	APOSC_11934, APOSC_11935	HELIO_06134, HELIO_05991
OG0000566	APOSC_15450	HELIO_09539
OG0000567	APOSC_14517	HELIO_10257
OG0000567	APOSC_03648	HELIO_10335
OG0000567	APOSC_00240	HELIO_10328
OG0000568	APOSC_14162	HELIO_04620
OG0000569	APOSC_19992, APOSC_19991	HELIO_04797
OG0000570	APOSC_28456	HELIO_11396
OG0000570	APOSC_22297	HELIO_11398, HELIO_11795
OG0000572	APOSC_00810	HELIO_10251
OG0000573	APOSC_00916	HELIO_11819
OG0000573	APOSC_06381	HELIO_09237
OG0000574	APOSC_12973	HELIO_05765
OG0000575	APOSC_04878, APOSC_04901, APOSC_04877	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888
OG0000576	APOSC_14912, APOSC_14911	HELIO_04420
OG0000577	APOSC_05295, APOSC_10169, APOSC_05294, APOSC_21965, APOSC_21734, APOSC_15305, APOSC_01945, APOSC_01944	HELIO_10810, HELIO_00741, HELIO_01085
OG0000578	APOSC_19019	HELIO_04018
OG0000579	APOSC_16538	HELIO_08075
OG0000580	APOSC_27393	HELIO_08390, HELIO_08391
OG0000581	APOSC_25720	HELIO_07650
OG0000581	APOSC_28928	HELIO_00377
OG0000582	APOSC_19007, APOSC_19006	HELIO_05267
OG0000583	APOSC_07446, APOSC_07447	HELIO_06801
OG0000584	APOSC_26093, APOSC_26092	HELIO_06413, HELIO_12134
OG0000586	APOSC_22177, APOSC_09041, APOSC_22806	HELIO_10402
OG0000587	APOSC_07501	HELIO_08335
OG0000587	APOSC_00084	HELIO_02916
OG0000588	APOSC_14978	HELIO_06031
OG0000588	APOSC_23369	HELIO_08850
OG0000589	APOSC_07116, APOSC_07115	HELIO_05352
OG0000590	APOSC_14417	HELIO_04845
OG0000590	APOSC_05832	HELIO_05331
OG0000591	APOSC_29125, APOSC_25553	HELIO_00717
OG0000591	APOSC_18730	HELIO_09984
OG0000592	APOSC_07367	HELIO_11966
OG0000592	APOSC_26247	HELIO_10886
OG0000593	APOSC_19192	HELIO_01727
OG0000594	APOSC_26355	HELIO_10206, HELIO_10013
OG0000594	APOSC_27194	HELIO_09059
OG0000596	APOSC_15470	HELIO_01408
OG0000596	APOSC_27159, APOSC_03166	HELIO_01409
OG0000597	APOSC_09238	HELIO_02513
OG0000597	APOSC_11831	HELIO_06072
OG0000599	APOSC_15171	HELIO_06692
OG0000599	APOSC_23592	HELIO_00527, HELIO_02412
OG0000599	APOSC_27203	HELIO_03571
OG0000599	APOSC_29075	HELIO_00280
OG0000600	APOSC_09338	HELIO_06427
OG0000601	APOSC_28030, APOSC_28031	HELIO_00228, HELIO_06365
OG0000602	APOSC_07302	HELIO_08958
OG0000602	APOSC_16886	HELIO_03692
OG0000603	APOSC_11168	HELIO_08442
OG0000604	APOSC_28543, APOSC_28930, APOSC_08014, APOSC_08012	HELIO_10843, HELIO_10844
OG0000608	APOSC_04884	HELIO_04490
OG0000609	APOSC_21629	HELIO_02166
OG0000609	APOSC_15758	HELIO_01095
OG0000610	APOSC_23349, APOSC_23350	HELIO_08233
OG0000611	APOSC_10183	HELIO_03068
OG0000611	APOSC_21101	HELIO_06952
OG0000612	APOSC_01590	HELIO_12611
OG0000612	APOSC_11557	HELIO_07229
OG0000613	APOSC_03778	HELIO_03222
OG0000613	APOSC_26003	HELIO_12531
OG0000614	APOSC_01606, APOSC_01607	HELIO_08984
OG0000614	APOSC_29108, APOSC_13391, APOSC_01420, APOSC_13390	HELIO_11672
OG0000615	APOSC_25509, APOSC_25510, APOSC_25508	HELIO_02362
OG0000617	APOSC_08051, APOSC_14759	HELIO_02152
OG0000618	APOSC_23994, APOSC_06510	HELIO_09707
OG0000619	APOSC_06768	HELIO_07452, HELIO_07453
OG0000621	APOSC_27327	HELIO_00303
OG0000621	APOSC_21546, APOSC_03045	HELIO_09086
OG0000621	APOSC_25916	HELIO_09806
OG0000623	APOSC_11408, APOSC_11407	HELIO_01153
OG0000623	APOSC_25178, APOSC_25179, APOSC_28396	HELIO_01575
OG0000624	APOSC_18585, APOSC_18584	HELIO_12110
OG0000624	APOSC_27695	HELIO_04396
OG0000624	APOSC_23239, APOSC_12046	HELIO_02075
OG0000626	APOSC_04996, APOSC_04997	HELIO_08657, HELIO_08658
OG0000627	APOSC_21489	HELIO_01431
OG0000628	APOSC_27023, APOSC_27022	HELIO_07284
OG0000629	APOSC_10100	HELIO_03651
OG0000629	APOSC_17613	HELIO_10813
OG0000629	APOSC_14556	HELIO_09172
OG0000633	APOSC_15409	HELIO_05275
OG0000633	APOSC_13368	HELIO_11901, HELIO_00334
OG0000634	APOSC_15603, APOSC_28004, APOSC_28003, APOSC_15604, APOSC_15606, APOSC_12030, APOSC_15602, APOSC_15605, APOSC_05420	HELIO_00330, HELIO_04828, HELIO_05700, HELIO_04832
OG0000635	APOSC_02843	HELIO_12781
OG0000636	APOSC_09371	HELIO_06623, HELIO_05388
OG0000638	APOSC_28236, APOSC_03520, APOSC_16392, APOSC_23933, APOSC_00784	HELIO_04881, HELIO_07357, HELIO_07420
OG0000639	APOSC_28763	HELIO_03049, HELIO_03048
OG0000639	APOSC_01472	HELIO_09484
OG0000642	APOSC_28101, APOSC_19716	HELIO_06112
OG0000642	APOSC_19520, APOSC_21780, APOSC_15545	HELIO_06155
OG0000645	APOSC_03352	HELIO_03716
OG0000645	APOSC_00638	HELIO_08748
OG0000646	APOSC_25529	HELIO_00539
OG0000646	APOSC_19310	HELIO_03107
OG0000647	APOSC_09611	HELIO_01252, HELIO_01414
OG0000648	APOSC_03595, APOSC_17710, APOSC_17709	HELIO_05483
OG0000648	APOSC_08045	HELIO_02387
OG0000649	APOSC_02642	HELIO_06593
OG0000650	APOSC_03429	HELIO_09037, HELIO_09036
OG0000651	APOSC_26297	HELIO_06636
OG0000652	APOSC_19589, APOSC_04833, APOSC_19592	HELIO_05827
OG0000654	APOSC_25621	HELIO_03848
OG0000657	APOSC_07236	HELIO_00368
OG0000660	APOSC_26737	HELIO_01158
OG0000660	APOSC_25408	HELIO_12701
OG0000662	APOSC_20576	HELIO_05920
OG0000663	APOSC_03380	HELIO_00575
OG0000663	APOSC_10431	HELIO_07980
OG0000664	APOSC_19666	HELIO_01686
OG0000664	APOSC_04413	HELIO_03266
OG0000667	APOSC_10536	HELIO_04498, HELIO_09789, HELIO_07844
OG0000667	APOSC_28178	HELIO_00177
OG0000670	APOSC_25403, APOSC_25404	HELIO_05028
OG0000671	APOSC_09469	HELIO_10697
OG0000672	APOSC_17793, APOSC_27234, APOSC_11490	HELIO_01185
OG0000672	APOSC_05056	HELIO_02468
OG0000673	APOSC_17270	HELIO_00560
OG0000674	APOSC_02855, APOSC_02854	HELIO_04125
OG0000675	APOSC_17252	HELIO_02721
OG0000675	APOSC_18808, APOSC_14272	HELIO_04711
OG0000676	APOSC_12565	HELIO_11959
OG0000676	APOSC_24592	HELIO_04321
OG0000678	APOSC_07909	HELIO_03849, HELIO_07287
OG0000680	APOSC_16418	HELIO_05397
OG0000680	APOSC_19829	HELIO_06924, HELIO_00172, HELIO_00682
OG0000681	APOSC_08978	HELIO_09932
OG0000681	APOSC_20302, APOSC_20301	HELIO_01469, HELIO_03320
OG0000682	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468	HELIO_03672
OG0000683	APOSC_06085	HELIO_12315
OG0000683	APOSC_22743	HELIO_10017
OG0000684	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619	HELIO_08779
OG0000685	APOSC_25083	HELIO_04662
OG0000685	APOSC_25082, APOSC_25081, APOSC_11457, APOSC_25080, APOSC_11346	HELIO_03080, HELIO_03079
OG0000688	APOSC_28936	HELIO_05499
OG0000688	APOSC_24546	HELIO_10605
OG0000689	APOSC_26909	HELIO_08770, HELIO_07540
OG0000690	APOSC_12924	HELIO_00922
OG0000690	APOSC_06851	HELIO_02624
OG0000690	APOSC_28021	HELIO_05919
OG0000691	APOSC_06057	HELIO_08803
OG0000691	APOSC_01959	HELIO_03421
OG0000692	APOSC_26279	HELIO_12014
OG0000693	APOSC_14532, APOSC_14531	HELIO_09915
OG0000693	APOSC_27726	HELIO_07892
OG0000694	APOSC_21845	HELIO_05625
OG0000696	APOSC_00235	HELIO_04265
OG0000696	APOSC_09390	HELIO_06426
OG0000696	APOSC_19415	HELIO_08090
OG0000698	APOSC_22767	HELIO_12417
OG0000699	APOSC_18614, APOSC_12142	HELIO_04317
OG0000700	APOSC_07841	HELIO_10301
OG0000701	APOSC_29144	HELIO_11804, HELIO_02160
OG0000702	APOSC_28891, APOSC_28892	HELIO_09403
OG0000703	APOSC_08255	HELIO_02836
OG0000706	APOSC_28191	HELIO_02299
OG0000706	APOSC_16598	HELIO_07131
OG0000707	APOSC_10132	HELIO_04545
OG0000708	APOSC_22565	HELIO_04126
OG0000708	APOSC_04164	HELIO_01919
OG0000709	APOSC_21004	HELIO_07079
OG0000709	APOSC_01261	HELIO_05292
OG0000710	APOSC_13944, APOSC_13945	HELIO_04299
OG0000711	APOSC_16041	HELIO_01631
OG0000711	APOSC_24576	HELIO_03110
OG0000712	APOSC_01997	HELIO_10286
OG0000713	APOSC_02458	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543
OG0000713	APOSC_19823, APOSC_04674	HELIO_02508
OG0000715	APOSC_24729	HELIO_06043
OG0000716	APOSC_15187, APOSC_15188, APOSC_05187	HELIO_06181, HELIO_07464
OG0000717	APOSC_08975	HELIO_06882
OG0000718	APOSC_09944, APOSC_06058	HELIO_08422
OG0000720	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908	HELIO_02774
OG0000720	APOSC_17643	HELIO_01382
OG0000721	APOSC_27562	HELIO_03399
OG0000721	APOSC_25361	HELIO_06261
OG0000722	APOSC_23981	HELIO_01504
OG0000722	APOSC_27863	HELIO_05630
OG0000723	APOSC_27973	HELIO_03967
OG0000723	APOSC_24997	HELIO_05103
OG0000725	APOSC_00094	HELIO_00657
OG0000725	APOSC_10898	HELIO_12643
OG0000726	APOSC_20907	HELIO_04091
OG0000731	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253	HELIO_11029
OG0000732	APOSC_01005	HELIO_08995
OG0000732	APOSC_22697	HELIO_10738
OG0000733	APOSC_15598	HELIO_03055
OG0000733	APOSC_14468	HELIO_00314
OG0000734	APOSC_27033	HELIO_05137
OG0000735	APOSC_08541, APOSC_08542	HELIO_11007
OG0000736	APOSC_24942, APOSC_27355	HELIO_10996, HELIO_10609
OG0000737	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935	HELIO_05852
OG0000741	APOSC_12850	HELIO_10114
OG0000741	APOSC_25195	HELIO_09307
OG0000743	APOSC_09120, APOSC_09119	HELIO_11272
OG0000743	APOSC_12908	HELIO_06669
OG0000744	APOSC_21453, APOSC_21454, APOSC_22851	HELIO_12402, HELIO_04178
OG0000745	APOSC_07957, APOSC_07956, APOSC_27337, APOSC_27338	HELIO_02255
OG0000745	APOSC_10295	HELIO_11895
OG0000746	APOSC_27276, APOSC_27277	HELIO_05296
OG0000746	APOSC_04558	HELIO_07396, HELIO_03637
OG0000747	APOSC_10377	HELIO_08407
OG0000747	APOSC_26831, APOSC_21163	HELIO_11171, HELIO_00507
OG0000748	APOSC_01384, APOSC_01385	HELIO_03440
OG0000749	APOSC_09299, APOSC_09298	HELIO_00765, HELIO_00764
OG0000750	APOSC_12241, APOSC_01474	HELIO_00373
OG0000751	APOSC_10279	HELIO_11590
OG0000752	APOSC_04900	HELIO_01912
OG0000752	APOSC_11897	HELIO_05368
OG0000752	APOSC_20705	HELIO_02501
OG0000753	APOSC_17933	HELIO_08985, HELIO_08986
OG0000753	APOSC_23432	HELIO_11488
OG0000755	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838	HELIO_04915
OG0000757	APOSC_21066	HELIO_03294
OG0000758	APOSC_04627, APOSC_04628, APOSC_04626	HELIO_08482, HELIO_08479
OG0000759	APOSC_10203	HELIO_08744
OG0000760	APOSC_23163, APOSC_23162, APOSC_23164	HELIO_03123
OG0000761	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182	HELIO_06744, HELIO_05323
OG0000762	APOSC_27690	HELIO_04358
OG0000763	APOSC_11369	HELIO_12574
OG0000765	APOSC_08832	HELIO_01379
OG0000766	APOSC_02629, APOSC_02626, APOSC_02627	HELIO_09234, HELIO_02323, HELIO_06179
OG0000768	APOSC_11098, APOSC_11096, APOSC_11097	HELIO_00359
OG0000772	APOSC_24323	HELIO_08462
OG0000772	APOSC_17782	HELIO_06060, HELIO_07606, HELIO_02715
OG0000773	APOSC_19616	HELIO_08088
