Orthogroup	BRALA	DROME
OG0001163	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899
OG0001164	BRALA14948	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759
OG0001165	BRALA14768, BRALA05900	DROME20938, DROME07288
OG0001167	BRALA30313	DROME17311
OG0001168	BRALA20565	DROME02336
OG0001170	BRALA19296	DROME16781
OG0001172	BRALA06911	DROME12074, DROME12075
OG0001172	BRALA04692	DROME11227, DROME11226
OG0001173	BRALA04333	DROME08477, DROME08476, DROME08478, DROME08741
OG0001173	BRALA04332	DROME11068
OG0001174	BRALA15302	DROME01257, DROME01258
OG0001175	BRALA00132, BRALA00133, BRALA17481	DROME10674
OG0001177	BRALA12880	DROME01933, DROME01934, DROME21906
OG0001178	BRALA06035	DROME18168, DROME18169, DROME18170, DROME18167
OG0001180	BRALA14580, BRALA22836	DROME10923, DROME10922
OG0001180	BRALA14556, BRALA34405	DROME01245, DROME01246
OG0001184	BRALA10129	DROME03279
OG0001184	BRALA21684	DROME17805
OG0001185	BRALA27214	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238
OG0001186	BRALA19974	DROME11811, DROME11812
OG0001186	BRALA16139	DROME18932
OG0001188	BRALA31774, BRALA10757	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118
OG0001190	BRALA25890	DROME21340, DROME21342, DROME21339, DROME21341
OG0001191	BRALA27930	DROME15546, DROME15547, DROME15549, DROME15548
OG0001197	BRALA24133	DROME14364
OG0001197	BRALA01046	DROME07563
OG0001201	BRALA03561, BRALA28095	DROME20824, DROME20825, DROME20823, DROME20822
OG0001203	BRALA13355	DROME16841
OG0001204	BRALA24154, BRALA24153	DROME15252
OG0001208	BRALA01086	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816
OG0001209	BRALA26756	DROME03307
OG0001210	BRALA17839	DROME01292
OG0001211	BRALA26659	DROME14817, DROME14816, DROME14814, DROME14815
OG0001212	BRALA15930	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021
OG0001213	BRALA28371	DROME12028
OG0001213	BRALA34460	DROME15857
OG0001214	BRALA28235	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226
OG0001215	BRALA00597	DROME05613, DROME05611, DROME05612
OG0001216	BRALA05650	DROME20096, DROME20097, DROME20095, DROME15498
OG0001217	BRALA28081	DROME06701
OG0001219	BRALA10294	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628
OG0001220	BRALA31139, BRALA34263, BRALA27150, BRALA35332	DROME02744, DROME20493, DROME20492
OG0001221	BRALA22011	DROME09514
OG0001223	BRALA03165	DROME08781, DROME08780
OG0001225	BRALA04168	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794
OG0001226	BRALA29243	DROME09885, DROME09884, DROME09883, DROME09882
OG0001227	BRALA29362, BRALA33981, BRALA34078	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419
OG0001230	BRALA09760	DROME05921, DROME05920
OG0001231	BRALA31220	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724
OG0001232	BRALA13090, BRALA16719, BRALA06486	DROME01876, DROME01877, DROME01878
OG0001234	BRALA12494	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231
OG0001236	BRALA27296, BRALA03699	DROME06609, DROME04424, DROME20964
OG0001237	BRALA07915, BRALA04360	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481
OG0001238	BRALA16537	DROME21058
OG0001238	BRALA10747	DROME05136, DROME05137, DROME05138, DROME14291, DROME14292
OG0001241	BRALA15125	DROME02596
OG0001241	BRALA14260	DROME03537
OG0001243	BRALA07764	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535
OG0001244	BRALA14601, BRALA11415, BRALA16821, BRALA15289, BRALA18332	DROME15047
OG0001247	BRALA17334	DROME18852
OG0001248	BRALA00477	DROME02625, DROME02624, DROME02623
OG0001249	BRALA00961	DROME05745, DROME05744, DROME04456, DROME04455
OG0001250	BRALA25027	DROME10391, DROME10390, DROME10392
OG0001251	BRALA03569	DROME04532
OG0001253	BRALA09366	DROME16727, DROME02601
OG0001255	BRALA02813	DROME11892
OG0001256	BRALA27869	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301
OG0001261	BRALA16992, BRALA16993, BRALA34932	DROME00542, DROME00543, DROME00540, DROME00541
OG0001262	BRALA35145	DROME20437
OG0001262	BRALA34134	DROME01661
OG0001263	BRALA10859	DROME01386, DROME01387
OG0001264	BRALA03222	DROME08249, DROME08250, DROME08248
OG0001267	BRALA24251	DROME13068
OG0001270	BRALA25030	DROME12379
OG0001270	BRALA13955	DROME02961
OG0001271	BRALA17017	DROME20484
OG0001273	BRALA23210	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251
OG0001274	BRALA10091	DROME06585, DROME06586, DROME06584
OG0001276	BRALA19427	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322
OG0001279	BRALA24710	DROME15211, DROME15210
OG0001280	BRALA09515	DROME15706
OG0001281	BRALA30159	DROME19100
OG0001282	BRALA02372	DROME04060, DROME04059, DROME04058
OG0001284	BRALA09529	DROME05418
OG0001286	BRALA27842	DROME11490, DROME11489, DROME11491
OG0001287	BRALA08199	DROME15976, DROME15975, DROME04476
OG0001288	BRALA01436, BRALA01437, BRALA20905, BRALA01391	DROME19787, DROME09388, DROME09389
OG0001289	BRALA12193	DROME16010, DROME16008, DROME16009
OG0001290	BRALA17572	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924
OG0001291	BRALA17947	DROME21166, DROME21165, DROME18055, DROME18056
OG0001292	BRALA14445	DROME20956
OG0001293	BRALA33561, BRALA26881	DROME19380, DROME19378, DROME19379
OG0001294	BRALA29575	DROME19278
OG0001295	BRALA00094	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521
OG0001296	BRALA22582	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669
OG0001300	BRALA05943, BRALA27824	DROME21326, DROME21325, DROME21324
OG0001302	BRALA01346	DROME00539
OG0001304	BRALA22379	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068
OG0001305	BRALA10194, BRALA10193	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831
OG0001306	BRALA19534	DROME08751, DROME08752
OG0001308	BRALA03706	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399
OG0001310	BRALA22585	DROME15600
OG0001311	BRALA14115	DROME20740, DROME20738, DROME20739, DROME20741
OG0001311	BRALA14116	DROME06164
OG0001315	BRALA13047	DROME16592
OG0001318	BRALA08906	DROME17213
OG0001318	BRALA01956	DROME09513
OG0001319	BRALA24213	DROME01307
OG0001321	BRALA08021	DROME16103
OG0001322	BRALA13321	DROME15932
OG0001323	BRALA31053	DROME18781, DROME18779, DROME18782, DROME18780
OG0001325	BRALA04015	DROME14232
OG0001326	BRALA24570	DROME03927
OG0001327	BRALA10354	DROME02674, DROME02673, DROME02675
OG0001330	BRALA23942	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683
OG0001331	BRALA34572, BRALA33928	DROME17517, DROME17519, DROME17518
OG0001335	BRALA21645	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042
OG0001337	BRALA09464	DROME07933, DROME07937
OG0001337	BRALA01268	DROME20158
OG0001339	BRALA35366, BRALA34173, BRALA33697	DROME19223, DROME16443, DROME14812, DROME07497, DROME07496
OG0001341	BRALA12816	DROME19896, DROME19897, DROME19895
OG0001344	BRALA03869	DROME04657, DROME04656
OG0001348	BRALA16187	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496
OG0001350	BRALA27720	DROME03240, DROME03239
OG0001351	BRALA24199	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249
OG0001352	BRALA06260	DROME11579, DROME11580
OG0001353	BRALA23222, BRALA23221	DROME12504, DROME12505
OG0001354	BRALA17798	DROME19155, DROME19156
OG0001354	BRALA25624	DROME18928
OG0001355	BRALA32786	DROME18115
OG0001356	BRALA19061	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202
OG0001359	BRALA16599	DROME20396, DROME20399, DROME20398, DROME20397
OG0001360	BRALA24912	DROME16475, DROME16474, DROME01288, DROME01289
OG0001363	BRALA22242, BRALA22243	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044
OG0001366	BRALA16997	DROME19931, DROME19932, DROME19933, DROME19934
OG0001367	BRALA15242	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536
OG0001368	BRALA10834	DROME00518, DROME00521, DROME00519, DROME00520
OG0001370	BRALA14045	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126
OG0001371	BRALA26374, BRALA06219, BRALA06218, BRALA06220	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809
OG0001372	BRALA00784	DROME06987
OG0001373	BRALA10384	DROME15869, DROME15867, DROME15866, DROME15868
OG0001375	BRALA16842	DROME11058
OG0001375	BRALA15116	DROME12544
OG0001376	BRALA20906	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506
OG0001378	BRALA16333	DROME14090, DROME14089
OG0001379	BRALA23817	DROME02340
OG0001382	BRALA35389, BRALA34041	DROME16755, DROME15883
OG0001387	BRALA12192	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640
OG0001389	BRALA22941	DROME08448, DROME08449, DROME08447
OG0001390	BRALA02262	DROME06967, DROME06966
OG0001394	BRALA31862	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848
OG0001395	BRALA15754	DROME22042
OG0001397	BRALA25855	DROME12938
OG0001397	BRALA09927	DROME12061
OG0001398	BRALA10918, BRALA10792, BRALA27489, BRALA34891	DROME00533
OG0001399	BRALA06146, BRALA22380	DROME18551, DROME15177
OG0001401	BRALA23825, BRALA10783, BRALA04608, BRALA01709, BRALA02298, BRALA01710, BRALA23784, BRALA04269, BRALA10752	DROME07715
OG0001402	BRALA26708	DROME14376, DROME21039
OG0001404	BRALA06453	DROME05603
OG0001405	BRALA22383	DROME06373
OG0001405	BRALA05583	DROME02126
OG0001406	BRALA14289	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083
OG0001408	BRALA20622	DROME21635, DROME21636, DROME21634
OG0001409	BRALA33418	DROME18923, DROME18920, DROME18919, DROME18918, DROME18921, DROME18927, DROME18922, DROME18926, DROME18925, DROME18924
OG0001409	BRALA30797	DROME18107
OG0001410	BRALA31201	DROME00626
OG0001411	BRALA11764	DROME13591, DROME09768, DROME09769
OG0001413	BRALA29483	DROME21681, DROME21682
OG0001413	BRALA13507	DROME17078
OG0001414	BRALA32132	DROME16698, DROME16697
OG0001414	BRALA13859	DROME00599
OG0001416	BRALA05590	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876
OG0001417	BRALA04649	DROME21398, DROME21399
OG0001418	BRALA01078	DROME11411
OG0001419	BRALA10891, BRALA30622	DROME00719
OG0001421	BRALA21204	DROME08210
OG0001422	BRALA00576	DROME19262, DROME19263
OG0001423	BRALA27549	DROME11161, DROME11163, DROME11162
OG0001424	BRALA07796	DROME10397
OG0001424	BRALA01936	DROME21291
OG0001425	BRALA01395, BRALA23464	DROME10455
OG0001426	BRALA05645	DROME16504, DROME16505
OG0001427	BRALA18499, BRALA18498	DROME04112, DROME04111, DROME04110
OG0001428	BRALA05407	DROME00299, DROME00300
OG0001429	BRALA31269	DROME15859, DROME15858
OG0001430	BRALA24398	DROME14607, DROME14606
OG0001431	BRALA18565	DROME08311, DROME08313, DROME08312
OG0001432	BRALA35861	DROME12684, DROME12683, DROME12682, DROME12685
OG0001433	BRALA16638	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764
OG0001435	BRALA14463	DROME05738
OG0001435	BRALA12155, BRALA20436, BRALA11184, BRALA11185, BRALA11186, BRALA22252, BRALA22250	DROME00261, DROME00262
OG0001436	BRALA04579	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804
OG0001437	BRALA17173, BRALA21217	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502
OG0001438	BRALA08586	DROME02079, DROME08565
OG0001440	BRALA04659	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858
OG0001440	BRALA20555	DROME07996
OG0001441	BRALA01822	DROME01135, DROME01136, DROME01138, DROME01137
OG0001442	BRALA19667, BRALA19668	DROME14822, DROME14823, DROME14821
OG0001445	BRALA11531	DROME19218
OG0001447	BRALA13329	DROME20519, DROME20520, DROME20518
OG0001447	BRALA06941, BRALA06898	DROME01853, DROME01852
OG0001449	BRALA16673	DROME21187
OG0001454	BRALA22945	DROME17550, DROME17549, DROME17548
OG0001455	BRALA05122	DROME05198
OG0001456	BRALA15559, BRALA15558	DROME21079
OG0001459	BRALA19924	DROME20534
OG0001460	BRALA23956	DROME19034
OG0001461	BRALA27194, BRALA06116, BRALA30847	DROME01468
OG0001462	BRALA13313, BRALA13310	DROME07618, DROME07619
OG0001463	BRALA20798, BRALA11798, BRALA05503, BRALA20800, BRALA07681, BRALA19623, BRALA19618	DROME17238, DROME10819
OG0001464	BRALA06889	DROME03533, DROME03534
OG0001465	BRALA08552	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895
OG0001466	BRALA02000, BRALA06618	DROME20715
OG0001467	BRALA11204, BRALA15279	DROME03510
OG0001468	BRALA04572	DROME11512, DROME11513
OG0001469	BRALA25074	DROME11498
OG0001469	BRALA11811	DROME15100
OG0001470	BRALA29321	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191
OG0001472	BRALA14063	DROME03418
OG0001472	BRALA22363	DROME01627
OG0001474	BRALA10385	DROME02835, DROME02834
OG0001475	BRALA05604	DROME11371, DROME08104, DROME08103
OG0001476	BRALA24804	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575
OG0001478	BRALA15252, BRALA21973	DROME17873, DROME17872
OG0001479	BRALA03008	DROME09340
OG0001480	BRALA11374	DROME01335, DROME01336, DROME01334, DROME01333
OG0001482	BRALA29699	DROME08131, DROME08132, DROME08133
OG0001484	BRALA22671	DROME00233, DROME00235, DROME00237
OG0001486	BRALA08931	DROME20978
OG0001490	BRALA26116	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065
OG0001491	BRALA10451	DROME10680, DROME10681, DROME10678, DROME10679
OG0001492	BRALA14954	DROME03966
OG0001493	BRALA03741	DROME09887
OG0001495	BRALA09380	DROME13469
OG0001496	BRALA05423	DROME19745
OG0001500	BRALA11705	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570
OG0001501	BRALA26158	DROME17335, DROME17336
OG0001502	BRALA06307	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520
OG0001503	BRALA13476	DROME04749
OG0001503	BRALA11114	DROME03622
OG0001504	BRALA03543, BRALA27268, BRALA26326, BRALA17671, BRALA28116, BRALA35187	DROME21429, DROME21424, DROME21428, DROME21422
OG0001505	BRALA04433, BRALA27762, BRALA26671, BRALA17368	DROME08192
OG0001506	BRALA05725	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156
OG0001508	BRALA28941	DROME11905
OG0001509	BRALA12089	DROME10512, DROME10511
OG0001510	BRALA34652, BRALA01122	DROME00025
OG0001511	BRALA33918, BRALA33917, BRALA35622	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184
OG0001512	BRALA04162	DROME19876, DROME13867, DROME13866
OG0001513	BRALA10671	DROME05379
OG0001514	BRALA29845	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650
OG0001515	BRALA14332	DROME21741
OG0001516	BRALA05014	DROME13883
OG0001517	BRALA15345, BRALA01055, BRALA01054	DROME03470
OG0001518	BRALA12776	DROME10968
OG0001519	BRALA13551	DROME20785, DROME20788, DROME20786, DROME20787
OG0001520	BRALA14767	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838
OG0001521	BRALA08916, BRALA27260	DROME01243, DROME01242
OG0001522	BRALA29452, BRALA29451, BRALA01706, BRALA15136	DROME02905, DROME02904
OG0001523	BRALA25534	DROME11130
OG0001524	BRALA33381	DROME06417, DROME06418
OG0001524	BRALA27325	DROME00342, DROME00343
OG0001525	BRALA14939	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288
OG0001526	BRALA10086	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110
OG0001527	BRALA23937	DROME15289
OG0001527	BRALA19992	DROME00338
OG0001529	BRALA15428	DROME07602, DROME07601
OG0001530	BRALA33210	DROME01073
OG0001531	BRALA21412	DROME10267, DROME10266
OG0001532	BRALA15767	DROME20201
OG0001533	BRALA03658	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969
OG0001534	BRALA06233	DROME09046, DROME09047
OG0001538	BRALA04991, BRALA10213, BRALA10214, BRALA19182, BRALA29463	DROME07056, DROME07054, DROME07055
OG0001546	BRALA34422, BRALA33843, BRALA32104, BRALA35704	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623
OG0001549	BRALA09715	DROME13343, DROME13345, DROME13344
OG0001550	BRALA00672, BRALA22087	DROME09122
OG0001551	BRALA31004	DROME08057
OG0001553	BRALA03739	DROME02123, DROME02122
OG0001554	BRALA27979	DROME16741
OG0001556	BRALA21601	DROME10072, DROME10071
OG0001557	BRALA07630	DROME20902, DROME20901
OG0001557	BRALA18983	DROME07367
OG0001558	BRALA21818	DROME19656, DROME19657
OG0001559	BRALA10909, BRALA10784	DROME00558
OG0001559	BRALA30365	DROME02902
OG0001561	BRALA27873, BRALA35814, BRALA27872	DROME04222
OG0001562	BRALA08590	DROME16718
OG0001563	BRALA16659, BRALA25832, BRALA18213, BRALA15065	DROME03209
OG0001565	BRALA25777, BRALA28970, BRALA18811	DROME18953, DROME18978
OG0001567	BRALA05651	DROME19417, DROME19416
OG0001569	BRALA14283, BRALA14287, BRALA06617, BRALA01274, BRALA06766, BRALA06767, BRALA06768, BRALA03911, BRALA06770, BRALA06769	DROME03783
OG0001570	BRALA00935	DROME13692
OG0001572	BRALA16186	DROME11998
OG0001574	BRALA10408	DROME21965, DROME21966, DROME21964, DROME21967
OG0001575	BRALA12711	DROME14105, DROME14107, DROME14106, DROME14108
OG0001576	BRALA09477	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049
OG0001579	BRALA03709	DROME17796
OG0001580	BRALA20586	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958
OG0001582	BRALA28423	DROME15756, DROME15757
OG0001583	BRALA27471	DROME08180, DROME08179
OG0001584	BRALA28222	DROME19782
OG0001589	BRALA16725	DROME16983, DROME16982, DROME16981, DROME09858
OG0001590	BRALA12314, BRALA01640, BRALA01639, BRALA01637	DROME14234, DROME13421
OG0001593	BRALA07984	DROME06841, DROME06840
OG0001594	BRALA08965, BRALA24791	DROME05350, DROME05351, DROME05349
OG0001596	BRALA09229	DROME03082, DROME03081, DROME03080
OG0001597	BRALA14157	DROME12080
OG0001599	BRALA13133	DROME14559
OG0001600	BRALA18552	DROME19005
OG0001602	BRALA13844	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796
OG0001603	BRALA02777	DROME05748, DROME05749
OG0001604	BRALA34521	DROME13655, DROME13654
OG0001604	BRALA35748, BRALA35294	DROME15595, DROME15593, DROME15592, DROME15594
OG0001605	BRALA16476, BRALA16475	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001
OG0001606	BRALA04341, BRALA25595	DROME01628
OG0001609	BRALA06092	DROME13801, DROME13802, DROME13800
OG0001609	BRALA12725	DROME09555
OG0001610	BRALA09621	DROME06881
OG0001611	BRALA15161	DROME07510, DROME07509, DROME07511
OG0001612	BRALA19004	DROME07050, DROME07049
OG0001614	BRALA18528	DROME14120
OG0001614	BRALA10392	DROME17646
OG0001615	BRALA01957	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809
OG0001621	BRALA34714	DROME19943, DROME19942, DROME19944
OG0001623	BRALA28780	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251
OG0001624	BRALA14696	DROME08385, DROME08387, DROME08386, DROME08384
OG0001627	BRALA29988	DROME17716, DROME17715
OG0001628	BRALA19573	DROME21766
OG0001629	BRALA32222	DROME03998, DROME03999, DROME03997
OG0001630	BRALA29673	DROME10692
OG0001632	BRALA09279	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193
OG0001634	BRALA18314	DROME02691, DROME02692
OG0001634	BRALA31002	DROME06767
OG0001635	BRALA35025	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443
OG0001636	BRALA12450	DROME21027, DROME21028
OG0001638	BRALA28932	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001639	BRALA01412	DROME01523, DROME01525, DROME01524
OG0001641	BRALA30662, BRALA13229	DROME08987, DROME08990, DROME08991
OG0001642	BRALA26951	DROME09872
OG0001643	BRALA23075	DROME03424, DROME03423, DROME03425
OG0001644	BRALA16637	DROME05204
OG0001651	BRALA04011	DROME01946
OG0001652	BRALA23461	DROME14027, DROME14026, DROME19080
OG0001653	BRALA27721, BRALA33197, BRALA27722	DROME03945, DROME03944, DROME03946
OG0001654	BRALA12938, BRALA10205	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085
OG0001655	BRALA11878	DROME11541, DROME11542
OG0001656	BRALA04651	DROME12672
OG0001657	BRALA34847, BRALA35457, BRALA34242	DROME16951
OG0001659	BRALA25428	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494
OG0001660	BRALA12583	DROME01600, DROME01597, DROME01598, DROME01599
OG0001663	BRALA31880	DROME17604, DROME17603
OG0001664	BRALA01214	DROME03276
OG0001665	BRALA06391	DROME21335, DROME21336
OG0001665	BRALA16749	DROME03860, DROME03861, DROME03859
OG0001666	BRALA00367	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414
OG0001670	BRALA01096	DROME15734, DROME15735
OG0001671	BRALA17315	DROME06393, DROME06394, DROME06396, DROME06395
OG0001672	BRALA00365	DROME04869, DROME04868, DROME04867
OG0001673	BRALA23470, BRALA33336	DROME15611, DROME15610
OG0001675	BRALA16675	DROME07179, DROME07181, DROME07180
OG0001676	BRALA08008, BRALA08006	DROME15959, DROME15958, DROME15960
OG0001677	BRALA31138	DROME14874
OG0001680	BRALA32159	DROME20427
OG0001683	BRALA24816	DROME04416, DROME04417, DROME04415
OG0001684	BRALA02822, BRALA03672	DROME15541
OG0001686	BRALA27285	DROME15719
OG0001688	BRALA11794	DROME20991, DROME20989
OG0001689	BRALA23249, BRALA33887, BRALA33853	DROME21861, DROME21859
OG0001691	BRALA07231	DROME07542, DROME07543, DROME07544, DROME07545
OG0001692	BRALA01068	DROME00090, DROME00091
OG0001703	BRALA05302, BRALA18278	DROME06470, DROME06469
OG0001706	BRALA22821	DROME01112
OG0001707	BRALA12974, BRALA12971, BRALA12976	DROME04786, DROME04787
OG0001708	BRALA15416, BRALA08762	DROME10362, DROME14608, DROME16704
OG0001711	BRALA31838	DROME16692, DROME16691, DROME16690
OG0001712	BRALA18081	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059
OG0001713	BRALA05685	DROME20630
OG0001714	BRALA13029	DROME06892
OG0001714	BRALA23437	DROME13258, DROME13259
OG0001715	BRALA33153, BRALA18115, BRALA25317, BRALA14708, BRALA33157, BRALA15347, BRALA22458	DROME06093, DROME06092
OG0001718	BRALA10817, BRALA10903	DROME18626, DROME18625, DROME18627
OG0001720	BRALA27104	DROME07093, DROME07094, DROME07095
OG0001721	BRALA19032	DROME21093, DROME21094
OG0001724	BRALA32012, BRALA34008	DROME16764, DROME16765, DROME16766, DROME16767
OG0001726	BRALA10761	DROME01038, DROME01035, DROME01037, DROME01036
OG0001727	BRALA11932	DROME01511, DROME01510, DROME01513, DROME01512
OG0001729	BRALA27871	DROME04994, DROME04995, DROME04996
OG0001732	BRALA24214	DROME05765, DROME05764, DROME05766
OG0001733	BRALA35601, BRALA34693, BRALA27459, BRALA27461, BRALA27460	DROME12129, DROME11165
OG0001735	BRALA07452	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045
OG0001736	BRALA19982	DROME04354, DROME04355
OG0001737	BRALA01802	DROME03102
OG0001738	BRALA23388	DROME19892
OG0001739	BRALA22905	DROME17504, DROME18573, DROME08124
OG0001743	BRALA27397	DROME19492, DROME19493, DROME19497, DROME19491, DROME19495, DROME19490, DROME19494, DROME19498, DROME19496
OG0001745	BRALA34644, BRALA07690, BRALA07691, BRALA10418, BRALA16660, BRALA16661	DROME10489
OG0001746	BRALA01974	DROME21748
OG0001747	BRALA21850, BRALA18554, BRALA18056, BRALA18055	DROME14222, DROME14221, DROME02413
OG0001748	BRALA17956	DROME05093, DROME05096, DROME05095, DROME05094, DROME05090, DROME05092, DROME05091, DROME05089, DROME05084, DROME05088, DROME05087, DROME05098, DROME05097, DROME05099, DROME05085, DROME05086, DROME05102, DROME05103, DROME05100, DROME05101
OG0001749	BRALA08133	DROME14967, DROME14968
OG0001750	BRALA21004	DROME06453
OG0001752	BRALA27069	DROME16905, DROME16904, DROME16907, DROME16906
OG0001754	BRALA33871, BRALA34601	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389
OG0001755	BRALA10335	DROME01391, DROME01389, DROME01390, DROME01388, DROME01392
OG0001760	BRALA19752	DROME19343, DROME19342
OG0001768	BRALA14604	DROME07376, DROME07377
OG0001768	BRALA14648	DROME14966
OG0001769	BRALA06836	DROME08613
OG0001769	BRALA22299	DROME15632, DROME15631
OG0001770	BRALA33462, BRALA22471	DROME12526, DROME12525
OG0001774	BRALA11491	DROME16288
OG0001774	BRALA20453	DROME17117, DROME17119, DROME17118
OG0001775	BRALA21646	DROME03798
OG0001776	BRALA09910, BRALA25529, BRALA09923, BRALA31402	DROME13827, DROME13826, DROME13825, DROME13824
OG0001778	BRALA16488	DROME03281
OG0001779	BRALA15084	DROME00498
