Orthogroup	BRALA	STRPU_ok
OG0000872	BRALA02222	STRPU_11965, STRPU_01626
OG0000873	BRALA17119	STRPU_27121
OG0000874	BRALA11822	STRPU_05906
OG0000874	BRALA03146	STRPU_25374
OG0000875	BRALA10301	STRPU_19189
OG0000875	BRALA09033	STRPU_13557
OG0000877	BRALA03177, BRALA03178	STRPU_26098, STRPU_26109, STRPU_26097, STRPU_26099, STRPU_26112, STRPU_26111, STRPU_26110
OG0000878	BRALA02338	STRPU_12243
OG0000878	BRALA04723	STRPU_24918
OG0000879	BRALA20286, BRALA33717, BRALA33372, BRALA20287	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863
OG0000881	BRALA27657	STRPU_14886
OG0000882	BRALA21924	STRPU_07358, STRPU_07357
OG0000884	BRALA23057	STRPU_24166, STRPU_04718, STRPU_04720, STRPU_04721, STRPU_17495, STRPU_17492, STRPU_17482, STRPU_17481, STRPU_09998, STRPU_17496, STRPU_18072, STRPU_04382, STRPU_20301, STRPU_03230, STRPU_17140, STRPU_17146, STRPU_17135, STRPU_17086, STRPU_17136, STRPU_16994, STRPU_17147, STRPU_08303, STRPU_11551, STRPU_11553, STRPU_11552, STRPU_03064, STRPU_17080, STRPU_17141, STRPU_17307, STRPU_17139, STRPU_17081, STRPU_03495, STRPU_17309, STRPU_17111, STRPU_17133, STRPU_17132, STRPU_24272, STRPU_06226, STRPU_08461, STRPU_08458, STRPU_08294, STRPU_17428, STRPU_03354, STRPU_00771, STRPU_02091, STRPU_23359, STRPU_23371, STRPU_14796, STRPU_24716, STRPU_09599, STRPU_09586, STRPU_09589, STRPU_09590, STRPU_09588, STRPU_09587, STRPU_09606, STRPU_25268, STRPU_10046, STRPU_25270, STRPU_00189
OG0000887	BRALA20178	STRPU_24180
OG0000887	BRALA09188	STRPU_13716
OG0000888	BRALA15051	STRPU_27059
OG0000888	BRALA24377	STRPU_04199, STRPU_04237
OG0000889	BRALA25124	STRPU_21634, STRPU_21635
OG0000889	BRALA07192	STRPU_14204, STRPU_00423
OG0000890	BRALA24385	STRPU_17570, STRPU_17581
OG0000893	BRALA25869, BRALA17380, BRALA24437	STRPU_11138, STRPU_11115, STRPU_17260
OG0000894	BRALA16945	STRPU_00073, STRPU_05725
OG0000894	BRALA06371	STRPU_08351
OG0000896	BRALA17653	STRPU_02181, STRPU_09218
OG0000896	BRALA22494	STRPU_21363
OG0000897	BRALA28132	STRPU_22622
OG0000897	BRALA21067, BRALA20480, BRALA17997, BRALA21102	STRPU_22853, STRPU_22852, STRPU_22851
OG0000898	BRALA22391, BRALA22392, BRALA05142	STRPU_18627, STRPU_18582
OG0000904	BRALA03360	STRPU_04732, STRPU_04725, STRPU_04724
OG0000905	BRALA02403	STRPU_01236, STRPU_12062, STRPU_12061
OG0000906	BRALA02532	STRPU_20167
OG0000907	BRALA01339	STRPU_19282, STRPU_00404
OG0000908	BRALA30688	STRPU_10409
OG0000908	BRALA30545, BRALA13144	STRPU_15367
OG0000909	BRALA24516	STRPU_17078, STRPU_17082
OG0000910	BRALA32043	STRPU_06749, STRPU_00701
OG0000911	BRALA24856	STRPU_22245
OG0000912	BRALA21702	STRPU_09304
OG0000912	BRALA14998	STRPU_14305
OG0000913	BRALA19448	STRPU_05760
OG0000915	BRALA15366	STRPU_23266
OG0000921	BRALA09094	STRPU_01492, STRPU_13755
OG0000921	BRALA21805	STRPU_02601, STRPU_19926
OG0000923	BRALA04563	STRPU_24165
OG0000923	BRALA07148	STRPU_25213
OG0000924	BRALA18657	STRPU_05548
OG0000924	BRALA13147	STRPU_04110, STRPU_05777
OG0000924	BRALA15361	STRPU_22629
OG0000925	BRALA25852	STRPU_18396
OG0000925	BRALA14244	STRPU_06765, STRPU_06773
OG0000926	BRALA25512	STRPU_26971
OG0000927	BRALA12131, BRALA12132, BRALA12133, BRALA10479, BRALA33997, BRALA16171	STRPU_06645
OG0000928	BRALA14602	STRPU_26844
OG0000929	BRALA27977	STRPU_17708, STRPU_13746, STRPU_01503
OG0000930	BRALA19541	STRPU_20011
OG0000930	BRALA18347, BRALA19543	STRPU_01207, STRPU_19978, STRPU_01206, STRPU_19977, STRPU_19992
OG0000931	BRALA30526	STRPU_10318
OG0000932	BRALA23597	STRPU_14601
OG0000934	BRALA15692	STRPU_17512
OG0000934	BRALA23860	STRPU_12472
OG0000935	BRALA20990	STRPU_00845, STRPU_14076
OG0000937	BRALA30204, BRALA33223, BRALA32420, BRALA32419	STRPU_24196, STRPU_09025, STRPU_25455, STRPU_04025, STRPU_23032, STRPU_18875, STRPU_00907, STRPU_20246
OG0000939	BRALA35195	STRPU_07979
OG0000942	BRALA16107, BRALA27955, BRALA27095, BRALA28044, BRALA32412	STRPU_20563
OG0000943	BRALA03760, BRALA05220, BRALA00974	STRPU_04161, STRPU_22662, STRPU_22663
OG0000943	BRALA26880	STRPU_15088
OG0000944	BRALA16973	STRPU_04925
OG0000945	BRALA12545	STRPU_06784, STRPU_26122
OG0000946	BRALA08785	STRPU_11548
OG0000946	BRALA02095, BRALA02094	STRPU_12293
OG0000946	BRALA08784	STRPU_12288
OG0000947	BRALA00543	STRPU_23678, STRPU_23653
OG0000947	BRALA00290	STRPU_23988
OG0000949	BRALA16910	STRPU_17047, STRPU_01811
OG0000951	BRALA16820	STRPU_26714
OG0000951	BRALA33620	STRPU_17422
OG0000952	BRALA08202	STRPU_05319
OG0000952	BRALA08201	STRPU_05320
OG0000953	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206, BRALA27297	STRPU_11350, STRPU_10566, STRPU_23631
OG0000953	BRALA18599	STRPU_15034
OG0000954	BRALA34235, BRALA35344	STRPU_14000
OG0000954	BRALA10453	STRPU_08333
OG0000955	BRALA00782	STRPU_19275, STRPU_00412
OG0000955	BRALA22745	STRPU_05708
OG0000957	BRALA14646	STRPU_26358
OG0000958	BRALA02128, BRALA02127, BRALA02129	STRPU_01979, STRPU_22820
OG0000960	BRALA12453	STRPU_25823
OG0000963	BRALA20733	STRPU_01836
OG0000964	BRALA08522, BRALA16405, BRALA13462, BRALA27147	STRPU_17480, STRPU_17483, STRPU_17484
OG0000965	BRALA04013	STRPU_04296, STRPU_04326, STRPU_04357
OG0000965	BRALA03357	STRPU_25366
OG0000966	BRALA30500	STRPU_14353
OG0000967	BRALA11137	STRPU_04947
OG0000967	BRALA03874	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306
OG0000968	BRALA14943	STRPU_12147, STRPU_12115
OG0000969	BRALA14830, BRALA07388, BRALA07383	STRPU_04503, STRPU_13343, STRPU_13345, STRPU_13346
OG0000970	BRALA07314	STRPU_15417
OG0000972	BRALA07302, BRALA07303	STRPU_15045
OG0000972	BRALA06799	STRPU_04339, STRPU_04312
OG0000973	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435	STRPU_20263
OG0000974	BRALA02684, BRALA02680, BRALA08524, BRALA00836	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223
OG0000976	BRALA11576	STRPU_09850
OG0000976	BRALA03607	STRPU_10298, STRPU_17250, STRPU_06252, STRPU_06253, STRPU_07121, STRPU_21233
OG0000977	BRALA00637	STRPU_23395
OG0000977	BRALA23676	STRPU_13208
OG0000978	BRALA19988	STRPU_26153
OG0000979	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544	STRPU_23044, STRPU_23043, STRPU_25737, STRPU_25248
OG0000981	BRALA18588, BRALA00487, BRALA10700, BRALA10581, BRALA00620	STRPU_21843, STRPU_10922, STRPU_21844
OG0000981	BRALA17579	STRPU_26885
OG0000984	BRALA13541	STRPU_27147
OG0000984	BRALA16982	STRPU_05828
OG0000984	BRALA10027	STRPU_16245, STRPU_16206
OG0000987	BRALA15995	STRPU_24310
OG0000988	BRALA10034	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149
OG0000992	BRALA13132	STRPU_08115, STRPU_08101
OG0000992	BRALA29385	STRPU_00060, STRPU_09680
OG0000994	BRALA12870	STRPU_24886
OG0000994	BRALA16394	STRPU_10294
OG0000995	BRALA13943, BRALA13941	STRPU_08653
OG0000996	BRALA14195	STRPU_06423
OG0000997	BRALA11907	STRPU_26880, STRPU_05728, STRPU_05450
OG0000998	BRALA34224, BRALA34676	STRPU_17595, STRPU_17266, STRPU_17269, STRPU_17267, STRPU_17268, STRPU_17270, STRPU_17197, STRPU_17190, STRPU_17165, STRPU_17177, STRPU_17176, STRPU_17164, STRPU_17163, STRPU_17178, STRPU_17162, STRPU_17179, STRPU_17180, STRPU_17161, STRPU_17395, STRPU_17405
OG0000998	BRALA35557	STRPU_16517, STRPU_16404
OG0000999	BRALA08770	STRPU_11511
OG0001000	BRALA29242	STRPU_17978
OG0001001	BRALA14859	STRPU_06920, STRPU_06897, STRPU_06919
OG0001001	BRALA05897	STRPU_06896, STRPU_06918
OG0001002	BRALA01976	STRPU_12183
OG0001002	BRALA35638	STRPU_11724, STRPU_11725
OG0001003	BRALA07286	STRPU_14729
OG0001004	BRALA01185	STRPU_19334
OG0001005	BRALA24042	STRPU_22006
OG0001006	BRALA19471	STRPU_16623
OG0001006	BRALA06003	STRPU_19160
OG0001007	BRALA19531	STRPU_19408
OG0001008	BRALA24730	STRPU_12298
OG0001009	BRALA13978	STRPU_08409, STRPU_08408, STRPU_08403, STRPU_08468, STRPU_08469
OG0001016	BRALA14145	STRPU_13418
OG0001016	BRALA31587, BRALA31588	STRPU_22033
OG0001018	BRALA04664, BRALA06928, BRALA14350	STRPU_17343, STRPU_17363
OG0001018	BRALA13325	STRPU_20600
OG0001019	BRALA19089	STRPU_25464, STRPU_25463, STRPU_25574, STRPU_26008, STRPU_05263, STRPU_05248, STRPU_25311
OG0001021	BRALA20548	STRPU_20988
OG0001022	BRALA16207	STRPU_06174, STRPU_06175
OG0001023	BRALA20751	STRPU_11672
OG0001024	BRALA23987	STRPU_04414
OG0001025	BRALA12973, BRALA30707, BRALA21403, BRALA26025, BRALA30493, BRALA00606	STRPU_21609, STRPU_09303, STRPU_04391
OG0001026	BRALA11115	STRPU_08439
OG0001027	BRALA06875, BRALA06471, BRALA06470, BRALA06472	STRPU_19450, STRPU_19451, STRPU_19445, STRPU_19447, STRPU_21612, STRPU_21611, STRPU_21613, STRPU_19955, STRPU_01186
OG0001028	BRALA32878	STRPU_26808
OG0001029	BRALA03377, BRALA03376	STRPU_25961, STRPU_00221
OG0001030	BRALA15099	STRPU_26818
OG0001030	BRALA10822	STRPU_20834, STRPU_20871
OG0001031	BRALA06708	STRPU_04858
OG0001032	BRALA31425	STRPU_20417
OG0001033	BRALA06800	STRPU_04287, STRPU_04317
OG0001033	BRALA23440	STRPU_01715, STRPU_16742
OG0001038	BRALA11546	STRPU_10125, STRPU_10052
OG0001039	BRALA06810	STRPU_14369
OG0001041	BRALA30551	STRPU_06950, STRPU_14271, STRPU_14287, STRPU_19893, STRPU_19668, STRPU_04593, STRPU_04594, STRPU_01444, STRPU_06953, STRPU_14282, STRPU_14265, STRPU_14264, STRPU_14262, STRPU_14283, STRPU_14266
OG0001042	BRALA11036	STRPU_23315
OG0001043	BRALA21584	STRPU_09363, STRPU_09362, STRPU_11696, STRPU_11695, STRPU_23786, STRPU_19166, STRPU_22973, STRPU_07405, STRPU_24680, STRPU_07642, STRPU_20567, STRPU_09859
OG0001045	BRALA14388	STRPU_07680, STRPU_07695, STRPU_07678, STRPU_07655
OG0001046	BRALA11238	STRPU_08450
OG0001047	BRALA06024	STRPU_06132, STRPU_06105
OG0001048	BRALA04010	STRPU_04789, STRPU_04416
OG0001049	BRALA08587	STRPU_11147
OG0001049	BRALA19576	STRPU_10627
OG0001050	BRALA23081, BRALA05944	STRPU_02998
OG0001052	BRALA06640	STRPU_04346
OG0001052	BRALA03851, BRALA06631	STRPU_04136
OG0001053	BRALA17006	STRPU_13953
OG0001053	BRALA06712	STRPU_04183
OG0001054	BRALA16705	STRPU_08413
OG0001056	BRALA26581	STRPU_27240
OG0001057	BRALA13576, BRALA13575	STRPU_07038, STRPU_07713, STRPU_07716, STRPU_07715
OG0001058	BRALA18889	STRPU_03447
OG0001059	BRALA16690	STRPU_08067
OG0001060	BRALA22460	STRPU_04924
OG0001062	BRALA01158	STRPU_18503
OG0001063	BRALA22627	STRPU_21392
OG0001063	BRALA22631	STRPU_20790
OG0001064	BRALA27120, BRALA30714, BRALA30301, BRALA26163	STRPU_07076, STRPU_07075
OG0001065	BRALA12034, BRALA12035	STRPU_20677
OG0001066	BRALA29613, BRALA15668	STRPU_13739
OG0001067	BRALA09702, BRALA11812, BRALA30598, BRALA16834, BRALA10359	STRPU_21138
OG0001068	BRALA15808	STRPU_11367
OG0001072	BRALA23228, BRALA23227	STRPU_15409
OG0001072	BRALA29817	STRPU_05942, STRPU_14672
OG0001075	BRALA09682	STRPU_24305
OG0001076	BRALA20184	STRPU_05726
OG0001077	BRALA28759, BRALA28760	STRPU_13910, STRPU_13926
OG0001077	BRALA08290	STRPU_13772
OG0001078	BRALA13847	STRPU_12443
OG0001079	BRALA12769	STRPU_23714
OG0001080	BRALA13315	STRPU_13224, STRPU_13236
OG0001080	BRALA13682	STRPU_17890
OG0001081	BRALA20186, BRALA18322, BRALA02329, BRALA02330	STRPU_11527, STRPU_11523, STRPU_11522, STRPU_12200, STRPU_12201
OG0001082	BRALA21015	STRPU_13255
OG0001082	BRALA24848	STRPU_22896, STRPU_22911
OG0001083	BRALA22369	STRPU_10283
OG0001084	BRALA33764	STRPU_17791
OG0001085	BRALA18590, BRALA17350	STRPU_23261
OG0001089	BRALA20406	STRPU_03381
OG0001091	BRALA18566	STRPU_23757
OG0001092	BRALA08314	STRPU_05313
OG0001093	BRALA07017	STRPU_24029, STRPU_02634
OG0001093	BRALA07018	STRPU_24028
OG0001094	BRALA21202	STRPU_20715
OG0001095	BRALA00514	STRPU_23398
OG0001096	BRALA02429, BRALA20860, BRALA19151	STRPU_19489, STRPU_20335
OG0001097	BRALA11714	STRPU_02865, STRPU_02866, STRPU_17096, STRPU_13549
OG0001102	BRALA06483	STRPU_20723
OG0001102	BRALA01705	STRPU_21599
OG0001103	BRALA23451	STRPU_21539
OG0001103	BRALA15961	STRPU_24820
OG0001104	BRALA00254	STRPU_22549
OG0001105	BRALA13887	STRPU_23184
OG0001105	BRALA35235	STRPU_08648
OG0001105	BRALA17080	STRPU_20538
OG0001108	BRALA10695	STRPU_22947
OG0001108	BRALA14990	STRPU_14644
OG0001109	BRALA34704, BRALA35909, BRALA30580, BRALA30582	STRPU_24971
OG0001110	BRALA02581, BRALA02578, BRALA21322, BRALA21321	STRPU_19561
OG0001111	BRALA28901	STRPU_25873
OG0001111	BRALA29371, BRALA06020	STRPU_21367
OG0001112	BRALA13668	STRPU_06366
OG0001113	BRALA08129	STRPU_05723, STRPU_05716
OG0001113	BRALA16554	STRPU_26700
OG0001115	BRALA07052, BRALA07051	STRPU_10401, STRPU_24915
OG0001116	BRALA03810, BRALA34250	STRPU_22022
OG0001117	BRALA15421	STRPU_13251
OG0001118	BRALA07680	STRPU_12815
OG0001119	BRALA13802	STRPU_24854
OG0001120	BRALA21219	STRPU_25444
OG0001120	BRALA17608	STRPU_25447
OG0001121	BRALA32292, BRALA13901, BRALA27511, BRALA08946	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317
OG0001122	BRALA17533, BRALA01448, BRALA13661, BRALA18878, BRALA13663, BRALA13662, BRALA13664	STRPU_00958, STRPU_08863
OG0001123	BRALA24284	STRPU_22432
OG0001123	BRALA23603	STRPU_14651, STRPU_16654
OG0001124	BRALA23017	STRPU_08314
OG0001124	BRALA07725	STRPU_19131
OG0001126	BRALA16208	STRPU_06496
OG0001126	BRALA28026	STRPU_22287
OG0001127	BRALA09084	STRPU_13636, STRPU_02427
OG0001128	BRALA22493	STRPU_21281
OG0001129	BRALA12498	STRPU_25428
OG0001129	BRALA16098	STRPU_25608
OG0001130	BRALA01930	STRPU_26378
OG0001130	BRALA16826	STRPU_26876
OG0001131	BRALA13327	STRPU_21509
OG0001132	BRALA13540	STRPU_27222
OG0001133	BRALA00752	STRPU_18983
OG0001134	BRALA23048	STRPU_01420, STRPU_08748
OG0001135	BRALA11818	STRPU_12730, STRPU_05675
OG0001137	BRALA13309	STRPU_21237
OG0001138	BRALA00020, BRALA11821	STRPU_22267
OG0001139	BRALA32868, BRALA35077	STRPU_12820
OG0001140	BRALA16639	STRPU_08005
OG0001141	BRALA09514	STRPU_03627, STRPU_03626, STRPU_24321, STRPU_26335
OG0001142	BRALA14735	STRPU_24402
OG0001143	BRALA04133	STRPU_23389
OG0001144	BRALA10734	STRPU_23771
OG0001146	BRALA18782	STRPU_10664
OG0001149	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801	STRPU_19355, STRPU_19354
OG0001151	BRALA07596, BRALA07601, BRALA22221, BRALA07521, BRALA07576, BRALA07588, BRALA13134, BRALA07595, BRALA07577, BRALA07621, BRALA07609, BRALA07624, BRALA07611, BRALA15827, BRALA07618, BRALA05862, BRALA28123, BRALA07625, BRALA07620, BRALA07600, BRALA07523, BRALA07623, BRALA07578, BRALA05861, BRALA23608, BRALA07603	STRPU_21735
OG0001155	BRALA32775, BRALA25504, BRALA25509, BRALA25505	STRPU_15542, STRPU_15543, STRPU_12840
OG0001155	BRALA23567	STRPU_14984, STRPU_14953
OG0001156	BRALA24884	STRPU_14120
OG0001158	BRALA32010	STRPU_25921
OG0001158	BRALA34638	STRPU_10745
OG0001159	BRALA12859, BRALA12862	STRPU_24359
OG0001160	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606	STRPU_12451
OG0001162	BRALA29065	STRPU_03142, STRPU_02971
OG0001164	BRALA14948	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248
OG0001165	BRALA14768	STRPU_24458
OG0001165	BRALA05900	STRPU_06392
OG0001166	BRALA08200, BRALA14605	STRPU_05433, STRPU_05428
OG0001167	BRALA30313	STRPU_21389
OG0001168	BRALA29323, BRALA27661, BRALA20565	STRPU_25599
OG0001169	BRALA11830, BRALA12506	STRPU_09862
OG0001170	BRALA19296	STRPU_17744
OG0001171	BRALA30065	STRPU_07714
OG0001172	BRALA06911	STRPU_24079
OG0001172	BRALA04692	STRPU_24935
OG0001173	BRALA04333	STRPU_23770
OG0001173	BRALA34444	STRPU_14225
OG0001174	BRALA15302	STRPU_00196, STRPU_23083
OG0001175	BRALA00132, BRALA00133, BRALA17481	STRPU_24799, STRPU_24557
OG0001176	BRALA04000, BRALA04002	STRPU_04761
OG0001177	BRALA12880	STRPU_25237
OG0001178	BRALA05138	STRPU_01155, STRPU_18301
OG0001178	BRALA06035	STRPU_06875
OG0001179	BRALA03116	STRPU_26217, STRPU_26015
OG0001179	BRALA20573	STRPU_25325
OG0001180	BRALA14580, BRALA22836	STRPU_26856
OG0001180	BRALA14556, BRALA34405	STRPU_27263, STRPU_27280, STRPU_27282, STRPU_27267, STRPU_27266, STRPU_27281
OG0001181	BRALA18132	STRPU_02570, STRPU_13125
OG0001182	BRALA02232	STRPU_08804, STRPU_18187, STRPU_08660, STRPU_08805
OG0001183	BRALA24188	STRPU_23983
OG0001184	BRALA10129	STRPU_19999
OG0001184	BRALA21684	STRPU_09552
OG0001185	BRALA27214	STRPU_07407
OG0001186	BRALA19974	STRPU_26002
OG0001186	BRALA16139	STRPU_25391
OG0001187	BRALA30941, BRALA21630, BRALA21207, BRALA21632, BRALA21208, BRALA21618, BRALA21631, BRALA21624, BRALA03471, BRALA21633, BRALA02756, BRALA21497, BRALA21626, BRALA21498, BRALA23700, BRALA25921, BRALA07734, BRALA21623, BRALA21629, BRALA21620, BRALA07709, BRALA21622, BRALA21625, BRALA30940	STRPU_13244
OG0001188	BRALA10757	STRPU_21827
OG0001190	BRALA25890	STRPU_10662
OG0001191	BRALA27930	STRPU_09337
OG0001196	BRALA25128	STRPU_03085
OG0001197	BRALA24133	STRPU_21581
OG0001197	BRALA32524	STRPU_24733
OG0001198	BRALA09601	STRPU_26825, STRPU_26828
OG0001198	BRALA02488	STRPU_11529
OG0001199	BRALA28833	STRPU_17588, STRPU_17562
OG0001199	BRALA15988	STRPU_00161
OG0001201	BRALA03561	STRPU_26014
OG0001202	BRALA07019	STRPU_06078, STRPU_06878, STRPU_06879, STRPU_06880, STRPU_24577, STRPU_24578, STRPU_24580, STRPU_24592, STRPU_24581, STRPU_20672
OG0001203	BRALA13355	STRPU_03219, STRPU_06188, STRPU_20473, STRPU_20472, STRPU_06213, STRPU_06187, STRPU_06183, STRPU_20471
OG0001204	BRALA24154, BRALA24153	STRPU_14562
OG0001205	BRALA11819	STRPU_05411
OG0001207	BRALA21595, BRALA21596	STRPU_16506
OG0001207	BRALA29973	STRPU_24022, STRPU_02640
OG0001208	BRALA01086	STRPU_21909
OG0001209	BRALA26756	STRPU_22073
OG0001210	BRALA17839	STRPU_21013
OG0001213	BRALA28371	STRPU_09878
OG0001213	BRALA34460	STRPU_15274
OG0001214	BRALA28235	STRPU_22695
OG0001215	BRALA00597	STRPU_22254
OG0001216	BRALA05650	STRPU_10937
OG0001216	BRALA19958	STRPU_25682, STRPU_25701
OG0001217	BRALA28081	STRPU_16981
OG0001219	BRALA10294	STRPU_24669
OG0001220	BRALA31139	STRPU_15587, STRPU_02219
OG0001220	BRALA27150	STRPU_06468
OG0001221	BRALA22011	STRPU_25669
OG0001222	BRALA07408	STRPU_13517, STRPU_13378, STRPU_13402, STRPU_13504, STRPU_13520
OG0001223	BRALA03165	STRPU_26010
OG0001224	BRALA26622	STRPU_10670
OG0001225	BRALA04168	STRPU_23772
OG0001227	BRALA29362	STRPU_17535
OG0001230	BRALA09760	STRPU_24478, STRPU_24480
OG0001231	BRALA31220	STRPU_21203
OG0001232	BRALA16719, BRALA06486	STRPU_08583, STRPU_00299
OG0001233	BRALA20387, BRALA22451, BRALA22452	STRPU_05206, STRPU_05204, STRPU_23981
OG0001234	BRALA12494	STRPU_26230
OG0001236	BRALA27296	STRPU_10838, STRPU_10857
OG0001237	BRALA04360	STRPU_12648, STRPU_22266
OG0001238	BRALA16537	STRPU_09768, STRPU_09725
OG0001238	BRALA10747	STRPU_01032
OG0001241	BRALA15125	STRPU_07496
OG0001241	BRALA14260	STRPU_06648, STRPU_06647
OG0001242	BRALA00932, BRALA01201, BRALA00933, BRALA00934, BRALA00927, BRALA00929, BRALA00928, BRALA00930, BRALA00926, BRALA00931	STRPU_09071, STRPU_02047, STRPU_02048, STRPU_09072, STRPU_09244
OG0001243	BRALA07764	STRPU_22072
OG0001245	BRALA18092	STRPU_04810
OG0001246	BRALA21012	STRPU_14009
OG0001247	BRALA17334	STRPU_22721
OG0001248	BRALA00477	STRPU_21972
OG0001249	BRALA00961	STRPU_18988
OG0001250	BRALA25027	STRPU_08807
OG0001251	BRALA03569	STRPU_25431
OG0001252	BRALA05331	STRPU_19076
OG0001253	BRALA09366	STRPU_23835, STRPU_23873
OG0001256	BRALA27869	STRPU_18001
OG0001261	BRALA16992, BRALA16993, BRALA34932	STRPU_05296
OG0001262	BRALA35145	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298
OG0001263	BRALA03642	STRPU_04426
OG0001263	BRALA10859	STRPU_03468
OG0001264	BRALA03222	STRPU_25388
OG0001265	BRALA01169	STRPU_23181, STRPU_23180, STRPU_06483, STRPU_23182, STRPU_06471, STRPU_00151, STRPU_06476, STRPU_26386, STRPU_11382
OG0001266	BRALA18491, BRALA13354	STRPU_09623
OG0001266	BRALA01536	STRPU_07062
OG0001267	BRALA16976	STRPU_04944
OG0001267	BRALA24251	STRPU_14642
OG0001268	BRALA01606	STRPU_26888
OG0001270	BRALA25030	STRPU_08488
OG0001270	BRALA18973	STRPU_23322
OG0001270	BRALA13955	STRPU_08385
OG0001271	BRALA17017	STRPU_13643, STRPU_02421
OG0001273	BRALA23210	STRPU_26636
OG0001274	BRALA10091	STRPU_20009
OG0001275	BRALA16893	STRPU_16983
OG0001276	BRALA19427	STRPU_05244
OG0001278	BRALA04581, BRALA14775	STRPU_00086, STRPU_24452, STRPU_24453
OG0001279	BRALA24710	STRPU_20599, STRPU_20598, STRPU_20627
OG0001280	BRALA09515	STRPU_26559
OG0001281	BRALA30159	STRPU_12491, STRPU_21186, STRPU_21018
OG0001282	BRALA02372	STRPU_11958, STRPU_01619
OG0001284	BRALA14486	STRPU_00110, STRPU_13473
OG0001284	BRALA09529	STRPU_26961
OG0001285	BRALA34142	STRPU_09952, STRPU_09975
OG0001286	BRALA27842	STRPU_12903
OG0001287	BRALA08199	STRPU_05909
OG0001288	BRALA01391	STRPU_26804
OG0001289	BRALA17557	STRPU_24491, STRPU_11656
OG0001290	BRALA17572	STRPU_26728
OG0001291	BRALA17947	STRPU_04348
OG0001292	BRALA14445	STRPU_13209
OG0001293	BRALA33561, BRALA26881	STRPU_14547
OG0001294	BRALA29575	STRPU_21633
OG0001295	BRALA00094	STRPU_21991
OG0001296	BRALA22582	STRPU_21312
OG0001297	BRALA23851	STRPU_12690
OG0001300	BRALA05943, BRALA27824	STRPU_00543, STRPU_15986
OG0001302	BRALA17951	STRPU_14524
OG0001305	BRALA10193	STRPU_20309
OG0001306	BRALA05038	STRPU_19063
OG0001306	BRALA19534	STRPU_20137
OG0001308	BRALA03706	STRPU_04711
OG0001309	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331	STRPU_25014, STRPU_25016
OG0001310	BRALA22585	STRPU_21314
OG0001310	BRALA27863	STRPU_15962, STRPU_00518
OG0001311	BRALA10689	STRPU_10949
OG0001311	BRALA14116	STRPU_00838, STRPU_14082
OG0001312	BRALA29353	STRPU_18010, STRPU_24489, STRPU_17750
OG0001313	BRALA24478, BRALA24480, BRALA24479, BRALA24001, BRALA11759	STRPU_11221, STRPU_11258, STRPU_11259, STRPU_01542, STRPU_09416
OG0001314	BRALA34015, BRALA33956	STRPU_17673
OG0001314	BRALA35509	STRPU_19730
OG0001316	BRALA15900	STRPU_15726
OG0001317	BRALA12724	STRPU_23522
OG0001317	BRALA18356	STRPU_17298, STRPU_17302
OG0001318	BRALA08906	STRPU_12148, STRPU_12116
OG0001318	BRALA01956	STRPU_17591
OG0001319	BRALA24213	STRPU_06818
OG0001320	BRALA11528	STRPU_26137, STRPU_26135
OG0001320	BRALA25109	STRPU_21063
OG0001321	BRALA08021	STRPU_22556
OG0001322	BRALA09871	STRPU_12583
OG0001322	BRALA13321	STRPU_21322
OG0001323	BRALA31053	STRPU_20541
OG0001324	BRALA33648	STRPU_25173
OG0001325	BRALA04015	STRPU_04898
OG0001326	BRALA24570	STRPU_10219
OG0001327	BRALA10354	STRPU_24460
OG0001327	BRALA19771	STRPU_23965, STRPU_23941
OG0001329	BRALA32195, BRALA12680	STRPU_23801
OG0001330	BRALA23942	STRPU_14416, STRPU_14419, STRPU_14445
OG0001331	BRALA34572, BRALA33928	STRPU_10147, STRPU_10085, STRPU_10148
OG0001332	BRALA05167	STRPU_19163
OG0001334	BRALA30809, BRALA27173	STRPU_13976, STRPU_13982, STRPU_13981, STRPU_13978, STRPU_13975, STRPU_13986, STRPU_13497, STRPU_13221, STRPU_13233, STRPU_13498, STRPU_13501, STRPU_13983, STRPU_13232, STRPU_13219, STRPU_13988, STRPU_13984, STRPU_13974, STRPU_13502, STRPU_13496, STRPU_13234, STRPU_13222
OG0001335	BRALA21645	STRPU_26922
OG0001337	BRALA09464	STRPU_26821
OG0001337	BRALA01268	STRPU_19080
