Orthogroup	BRALA	APOSC_ok
OG0000546	BRALA05880	APOSC_09803
OG0000547	BRALA09990	APOSC_12378, APOSC_18819
OG0000547	BRALA04398, BRALA15378	APOSC_18803, APOSC_18802
OG0000548	BRALA31695	APOSC_19082
OG0000548	BRALA21474	APOSC_15990
OG0000548	BRALA22718	APOSC_28441
OG0000549	BRALA01654	APOSC_08202, APOSC_11264, APOSC_04931, APOSC_21216, APOSC_12322, APOSC_09908
OG0000549	BRALA19896	APOSC_27494
OG0000550	BRALA04930, BRALA04919	APOSC_26613
OG0000551	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089	APOSC_25334
OG0000552	BRALA31577	APOSC_24689
OG0000553	BRALA09626	APOSC_24608
OG0000553	BRALA16722, BRALA35015	APOSC_24201
OG0000555	BRALA03368, BRALA29607, BRALA27162	APOSC_11851, APOSC_08337
OG0000555	BRALA29130, BRALA27604, BRALA23111, BRALA29131, BRALA27188, BRALA00663, BRALA06577	APOSC_23681
OG0000555	BRALA27161, BRALA33732, BRALA27602, BRALA33303, BRALA24732	APOSC_04200
OG0000555	BRALA29129, BRALA20119	APOSC_18967
OG0000560	BRALA21205	APOSC_21581, APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686
OG0000560	BRALA19574	APOSC_22346
OG0000561	BRALA17425	APOSC_03200, APOSC_16141
OG0000562	BRALA15030	APOSC_06195
OG0000562	BRALA19937	APOSC_20626
OG0000564	BRALA07152, BRALA24130, BRALA33441	APOSC_03259
OG0000564	BRALA33010	APOSC_19514
OG0000565	BRALA22484, BRALA12049, BRALA05112, BRALA08442, BRALA04573, BRALA04975	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361
OG0000566	BRALA26624	APOSC_15450
OG0000567	BRALA12434, BRALA10631	APOSC_03648
OG0000567	BRALA01129, BRALA24836	APOSC_00240
OG0000568	BRALA29552	APOSC_18951, APOSC_02674, APOSC_17317
OG0000569	BRALA17565, BRALA10221, BRALA00073, BRALA00621, BRALA17656	APOSC_02396, APOSC_00479, APOSC_17883, APOSC_19992, APOSC_19991, APOSC_15256
OG0000570	BRALA12710	APOSC_07873, APOSC_04408, APOSC_28456
OG0000571	BRALA26064	APOSC_02965, APOSC_07922, APOSC_04593, APOSC_05422, APOSC_12702
OG0000571	BRALA31528, BRALA01347	APOSC_12581
OG0000572	BRALA30970	APOSC_00810
OG0000572	BRALA24438	APOSC_09082
OG0000573	BRALA33118	APOSC_00916
OG0000573	BRALA01402	APOSC_06381
OG0000574	BRALA35830	APOSC_08284
OG0000574	BRALA10469	APOSC_25605
OG0000574	BRALA02629	APOSC_12973
OG0000575	BRALA17689	APOSC_04878, APOSC_04901, APOSC_04877
OG0000576	BRALA00313, BRALA00312	APOSC_14912, APOSC_14911
OG0000577	BRALA09153, BRALA09151, BRALA09152	APOSC_05295, APOSC_10169, APOSC_05294, APOSC_21965, APOSC_21734, APOSC_15305, APOSC_01945, APOSC_01944
OG0000578	BRALA30383	APOSC_19019
OG0000580	BRALA26260	APOSC_27393, APOSC_10764
OG0000581	BRALA25966	APOSC_25720
OG0000581	BRALA25968	APOSC_28928
OG0000582	BRALA24843	APOSC_22258, APOSC_19007, APOSC_19006
OG0000585	BRALA20335	APOSC_02435
OG0000587	BRALA05810	APOSC_07501
OG0000587	BRALA15179	APOSC_00084
OG0000588	BRALA00972	APOSC_14978
OG0000588	BRALA24520	APOSC_23369
OG0000589	BRALA33101, BRALA29679	APOSC_07116, APOSC_07115
OG0000590	BRALA07082	APOSC_14417
OG0000590	BRALA16075, BRALA31942	APOSC_05832
OG0000591	BRALA25344	APOSC_29125, APOSC_25553
OG0000592	BRALA22980	APOSC_07367
OG0000592	BRALA12293, BRALA12292, BRALA25533	APOSC_26247
OG0000593	BRALA10467	APOSC_19192
OG0000593	BRALA03529	APOSC_02138
OG0000597	BRALA07224	APOSC_09238
OG0000597	BRALA07985	APOSC_11831
OG0000598	BRALA11320, BRALA23299, BRALA25765, BRALA03034, BRALA02990, BRALA09389, BRALA08426, BRALA17485, BRALA05896, BRALA05863, BRALA15652, BRALA09868, BRALA33289, BRALA08360	APOSC_08053, APOSC_20877, APOSC_20878, APOSC_15439, APOSC_00786, APOSC_28327, APOSC_10283, APOSC_07121, APOSC_07120, APOSC_23297, APOSC_22878, APOSC_08206, APOSC_14260
OG0000600	BRALA16892	APOSC_25418, APOSC_09338
OG0000600	BRALA00923, BRALA16891	APOSC_04542, APOSC_04543
OG0000601	BRALA06469, BRALA04622, BRALA04621	APOSC_28030, APOSC_28031
OG0000602	BRALA13634	APOSC_07302
OG0000602	BRALA13638, BRALA13637	APOSC_16886
OG0000603	BRALA11986	APOSC_11168
OG0000604	BRALA23058	APOSC_28543, APOSC_28930, APOSC_08014, APOSC_08012
OG0000607	BRALA02171	APOSC_06777, APOSC_06776, APOSC_06774, APOSC_06778, APOSC_06775
OG0000608	BRALA08057	APOSC_28336, APOSC_00407, APOSC_19889, APOSC_04884
OG0000609	BRALA13529	APOSC_21629
OG0000609	BRALA04542	APOSC_15758
OG0000611	BRALA20389	APOSC_10183
OG0000611	BRALA27313	APOSC_21101
OG0000612	BRALA24582	APOSC_01590
OG0000612	BRALA20021	APOSC_11557
OG0000613	BRALA30072	APOSC_26003
OG0000614	BRALA03493	APOSC_01606, APOSC_01607
OG0000614	BRALA26253, BRALA24121	APOSC_29108
OG0000615	BRALA14242	APOSC_25509, APOSC_25510, APOSC_25508
OG0000617	BRALA28136	APOSC_07631
OG0000617	BRALA18939	APOSC_04030
OG0000618	BRALA17090	APOSC_06510
OG0000620	BRALA14226	APOSC_21800, APOSC_17833, APOSC_04120, APOSC_17659, APOSC_12726, APOSC_20629
OG0000621	BRALA08043	APOSC_21546, APOSC_03045
OG0000623	BRALA01906	APOSC_11408, APOSC_11407
OG0000623	BRALA33185	APOSC_25178, APOSC_25179
OG0000624	BRALA09192	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046
OG0000626	BRALA09669	APOSC_04996, APOSC_04997
OG0000627	BRALA29835	APOSC_21489
OG0000628	BRALA28627	APOSC_24447
OG0000628	BRALA16689	APOSC_27023, APOSC_27022
OG0000629	BRALA35417	APOSC_17613
OG0000632	BRALA03580, BRALA22090	APOSC_27199
OG0000633	BRALA02705, BRALA27123, BRALA17864, BRALA05091, BRALA02704, BRALA32439, BRALA03616, BRALA10872, BRALA03615, BRALA03617, BRALA17937, BRALA03610, BRALA03611, BRALA33444, BRALA17938, BRALA12295, BRALA16604, BRALA17940, BRALA17941, BRALA33978, BRALA15799	APOSC_15409, APOSC_13368
OG0000634	BRALA18632	APOSC_11286, APOSC_19203
OG0000634	BRALA11661	APOSC_15603, APOSC_28004, APOSC_28003, APOSC_15604, APOSC_15606, APOSC_12030, APOSC_15602, APOSC_15605, APOSC_05420
OG0000635	BRALA30993, BRALA30850, BRALA31506, BRALA28680, BRALA21096	APOSC_02843
OG0000635	BRALA22165, BRALA20517, BRALA05536, BRALA17413, BRALA17024	APOSC_15936, APOSC_06479, APOSC_28121
OG0000637	BRALA25973	APOSC_04395
OG0000639	BRALA16533	APOSC_28763
OG0000642	BRALA06680	APOSC_28101, APOSC_19716, APOSC_19520, APOSC_21780, APOSC_15545
OG0000644	BRALA12532	APOSC_20543
OG0000644	BRALA17601	APOSC_10834
OG0000645	BRALA20003	APOSC_03352
OG0000645	BRALA04294	APOSC_00638, APOSC_09352
OG0000646	BRALA05656	APOSC_25529, APOSC_25530
OG0000646	BRALA20004	APOSC_19310
OG0000647	BRALA16420	APOSC_09611
OG0000648	BRALA03156	APOSC_03595, APOSC_17710, APOSC_17709
OG0000648	BRALA03157	APOSC_08045
OG0000649	BRALA20887	APOSC_23750, APOSC_19161
OG0000650	BRALA06632, BRALA04575	APOSC_03429, APOSC_08658
OG0000651	BRALA33518	APOSC_26297
OG0000652	BRALA20077	APOSC_19590
OG0000654	BRALA04554	APOSC_25621
OG0000656	BRALA11096, BRALA23327	APOSC_07008
OG0000656	BRALA32418	APOSC_18137
OG0000657	BRALA10474	APOSC_07236
OG0000659	BRALA28643, BRALA30021, BRALA28962, BRALA33238	APOSC_00264
OG0000660	BRALA15697	APOSC_25408
OG0000662	BRALA23622	APOSC_10023, APOSC_20576
OG0000662	BRALA06276	APOSC_08470, APOSC_08472
OG0000663	BRALA17888, BRALA25579	APOSC_03380
OG0000663	BRALA03574	APOSC_10431
OG0000664	BRALA17169	APOSC_19666
OG0000665	BRALA23202	APOSC_04140, APOSC_09869, APOSC_06912
OG0000666	BRALA33241, BRALA33926	APOSC_18128
OG0000666	BRALA28214	APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813
OG0000667	BRALA00909	APOSC_28178
OG0000670	BRALA11703	APOSC_25403, APOSC_25404
OG0000671	BRALA04719, BRALA04720	APOSC_09469
OG0000671	BRALA07010, BRALA11273	APOSC_15536, APOSC_24637
OG0000672	BRALA06149	APOSC_13094, APOSC_20369, APOSC_17793, APOSC_27234, APOSC_11490
OG0000672	BRALA24117	APOSC_05056
OG0000673	BRALA14560	APOSC_24033
OG0000674	BRALA23211	APOSC_02855, APOSC_02854
OG0000674	BRALA25389	APOSC_00193
OG0000675	BRALA15687, BRALA11516	APOSC_16152, APOSC_17252, APOSC_23052, APOSC_13598, APOSC_13599, APOSC_20865, APOSC_20866, APOSC_20864, APOSC_10999, APOSC_09656, APOSC_09655, APOSC_18808, APOSC_14272, APOSC_13707
OG0000676	BRALA13759	APOSC_12565
OG0000676	BRALA25556	APOSC_24592
OG0000678	BRALA35612	APOSC_17592, APOSC_03701
OG0000678	BRALA27486	APOSC_25063
OG0000680	BRALA12807, BRALA12803, BRALA12804, BRALA26957, BRALA11805, BRALA18023, BRALA18021, BRALA18014, BRALA18033, BRALA18022, BRALA01752	APOSC_16418
OG0000680	BRALA01527, BRALA18950	APOSC_19829
OG0000681	BRALA08295	APOSC_08978
OG0000681	BRALA33161	APOSC_20302, APOSC_20301
OG0000682	BRALA25456, BRALA25454, BRALA35283, BRALA25455, BRALA21676	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468
OG0000683	BRALA33661	APOSC_06085
OG0000683	BRALA00898	APOSC_22743
OG0000684	BRALA35184, BRALA35989	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619
OG0000685	BRALA13886	APOSC_25083
OG0000688	BRALA33579, BRALA33343, BRALA33864, BRALA34945	APOSC_24546
OG0000689	BRALA35927	APOSC_26909
OG0000689	BRALA20396, BRALA06529, BRALA12646, BRALA34094	APOSC_03604
OG0000690	BRALA29358	APOSC_06851
OG0000690	BRALA05018	APOSC_28021
OG0000691	BRALA03301	APOSC_06057
OG0000691	BRALA09683	APOSC_01959
OG0000692	BRALA01186	APOSC_26279
OG0000693	BRALA18789	APOSC_14532, APOSC_14531
OG0000693	BRALA02763	APOSC_27726
OG0000694	BRALA10162	APOSC_21845
OG0000696	BRALA16043	APOSC_00235
OG0000696	BRALA15238	APOSC_09390
OG0000696	BRALA19739	APOSC_19415
OG0000697	BRALA30467	APOSC_04170
OG0000698	BRALA26139	APOSC_22767
OG0000699	BRALA12181	APOSC_23924
OG0000700	BRALA08858	APOSC_07841
OG0000700	BRALA02401	APOSC_09158
OG0000701	BRALA21677	APOSC_29144, APOSC_29143
OG0000702	BRALA28498	APOSC_28891, APOSC_28892
OG0000703	BRALA03871	APOSC_08255
OG0000703	BRALA12311	APOSC_12548
OG0000706	BRALA20496	APOSC_28191
OG0000706	BRALA15669	APOSC_16598
OG0000708	BRALA05296	APOSC_22565
OG0000708	BRALA10976	APOSC_04164
OG0000709	BRALA10837	APOSC_21004
OG0000711	BRALA02434	APOSC_16041
OG0000711	BRALA02091	APOSC_24576
OG0000713	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690	APOSC_02458, APOSC_19823, APOSC_04674
OG0000715	BRALA17045	APOSC_24729
OG0000716	BRALA35786, BRALA32595, BRALA32592, BRALA34911, BRALA11754, BRALA34059, BRALA08642	APOSC_15187, APOSC_15188, APOSC_05187
OG0000717	BRALA10082	APOSC_08974, APOSC_08975
OG0000718	BRALA29518	APOSC_06058
OG0000720	BRALA08022	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908
OG0000721	BRALA14964	APOSC_27562
OG0000722	BRALA24668, BRALA24667	APOSC_27863
OG0000724	BRALA28984, BRALA28985	APOSC_04422, APOSC_04423
OG0000725	BRALA28873	APOSC_00094
OG0000725	BRALA34432	APOSC_10898
OG0000726	BRALA09055	APOSC_20907
OG0000728	BRALA09949	APOSC_23699
OG0000730	BRALA23680	APOSC_28131
OG0000730	BRALA01178	APOSC_24312
OG0000730	BRALA23679	APOSC_22249
OG0000731	BRALA12194	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253
OG0000732	BRALA05974	APOSC_01005
OG0000732	BRALA01121	APOSC_22696
OG0000733	BRALA13293	APOSC_15598
OG0000733	BRALA13301	APOSC_14468
OG0000734	BRALA10056	APOSC_27033
OG0000735	BRALA12877	APOSC_08541, APOSC_08542
OG0000736	BRALA00292	APOSC_24942, APOSC_27355
OG0000736	BRALA00409	APOSC_25326
OG0000737	BRALA24490	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935
OG0000740	BRALA07389	APOSC_20786
OG0000740	BRALA21585	APOSC_14263
OG0000741	BRALA33506, BRALA32046	APOSC_25195
OG0000742	BRALA00941, BRALA00779, BRALA34671, BRALA00781, BRALA00894, BRALA01300, BRALA00780, BRALA04865, BRALA04866, BRALA17048, BRALA01585, BRALA24217, BRALA10593, BRALA01301, BRALA07187, BRALA11034, BRALA00944, BRALA17047, BRALA01299, BRALA01296, BRALA00942, BRALA00939, BRALA00940, BRALA00943, BRALA00938, BRALA17039, BRALA07567, BRALA01586, BRALA10119, BRALA11388	APOSC_21417
OG0000743	BRALA06285	APOSC_09120, APOSC_09119
OG0000743	BRALA06284	APOSC_12908
OG0000744	BRALA03822, BRALA06789, BRALA03324	APOSC_21453, APOSC_21454, APOSC_22851
OG0000745	BRALA10823	APOSC_07957, APOSC_07956, APOSC_27337, APOSC_27338
OG0000745	BRALA06045	APOSC_10295, APOSC_02392
OG0000746	BRALA16242, BRALA16245, BRALA16244, BRALA16243, BRALA16241	APOSC_20615
OG0000746	BRALA22561, BRALA22254, BRALA18386	APOSC_27276, APOSC_27277
OG0000748	BRALA10606	APOSC_01384, APOSC_01385
OG0000749	BRALA28914	APOSC_09299, APOSC_09298
OG0000750	BRALA14527	APOSC_27901
OG0000750	BRALA15208, BRALA27083, BRALA15212	APOSC_12241, APOSC_01474
OG0000750	BRALA08581, BRALA21234	APOSC_14193
OG0000751	BRALA07411	APOSC_10279
OG0000752	BRALA11552	APOSC_04900
OG0000752	BRALA28831	APOSC_11897
OG0000752	BRALA05171	APOSC_20705
OG0000753	BRALA27046	APOSC_17933
OG0000753	BRALA21594	APOSC_23432
OG0000755	BRALA12515	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838
OG0000756	BRALA12917	APOSC_00440
OG0000757	BRALA34310	APOSC_21066
OG0000757	BRALA14460	APOSC_13824
OG0000758	BRALA13715	APOSC_04627, APOSC_04628, APOSC_04626
OG0000759	BRALA30577, BRALA11347	APOSC_10203
OG0000760	BRALA20315	APOSC_23162, APOSC_23164
OG0000761	BRALA23656	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182
OG0000762	BRALA04595, BRALA07093	APOSC_21996, APOSC_27690
OG0000763	BRALA13502	APOSC_11369
OG0000764	BRALA10953, BRALA10954	APOSC_22151
OG0000765	BRALA25961	APOSC_08832
OG0000765	BRALA10305	APOSC_04654
OG0000766	BRALA15635	APOSC_02629, APOSC_02626, APOSC_02627
OG0000767	BRALA12056, BRALA12057	APOSC_19311, APOSC_22136, APOSC_22137
OG0000768	BRALA25731	APOSC_11098, APOSC_11096, APOSC_11097
OG0000772	BRALA03708	APOSC_24323
OG0000772	BRALA34004, BRALA16613, BRALA03331	APOSC_17782
OG0000773	BRALA03780, BRALA03779, BRALA03666	APOSC_19616
OG0000774	BRALA01367	APOSC_18361
OG0000774	BRALA12795	APOSC_14965
OG0000775	BRALA21814, BRALA18421, BRALA18562, BRALA18561, BRALA08287	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384
OG0000776	BRALA29299	APOSC_26884, APOSC_23547, APOSC_14259
OG0000776	BRALA14518, BRALA14519, BRALA14092	APOSC_20069
OG0000776	BRALA29300	APOSC_25314, APOSC_15172
OG0000777	BRALA06536	APOSC_16029, APOSC_06075
OG0000778	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259	APOSC_26535
OG0000779	BRALA02587	APOSC_20892
OG0000779	BRALA01807	APOSC_15142
OG0000780	BRALA21364	APOSC_00388
OG0000780	BRALA00744	APOSC_21502, APOSC_21503
OG0000782	BRALA18203	APOSC_02046, APOSC_02045
OG0000784	BRALA06052, BRALA25550, BRALA17554, BRALA16289, BRALA22376, BRALA25588	APOSC_17182, APOSC_20175
OG0000786	BRALA12027	APOSC_12334
OG0000787	BRALA03891	APOSC_24396
OG0000788	BRALA02413	APOSC_18949
OG0000788	BRALA32315	APOSC_21919, APOSC_21918, APOSC_21917
OG0000789	BRALA01664, BRALA11923, BRALA25951, BRALA01665	APOSC_20002, APOSC_24492, APOSC_28139, APOSC_14175, APOSC_23687, APOSC_15281, APOSC_26967
OG0000790	BRALA12652, BRALA25569, BRALA28594	APOSC_17258
OG0000791	BRALA14451	APOSC_26179, APOSC_26180
OG0000792	BRALA04682	APOSC_14959
OG0000792	BRALA32297	APOSC_04163
OG0000793	BRALA17595	APOSC_28727
OG0000794	BRALA27101, BRALA27102	APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932
OG0000795	BRALA22731	APOSC_03415
OG0000796	BRALA13626	APOSC_17748
OG0000798	BRALA22751	APOSC_20553
OG0000799	BRALA07756	APOSC_20835
OG0000802	BRALA01136, BRALA01137, BRALA01138	APOSC_16253
OG0000803	BRALA35038, BRALA35572, BRALA32962	APOSC_18801, APOSC_00365
OG0000808	BRALA29000, BRALA29550, BRALA32729, BRALA33173, BRALA26745, BRALA32605, BRALA14837, BRALA25467, BRALA20913	APOSC_08530
OG0000809	BRALA05348	APOSC_01373, APOSC_01372
OG0000810	BRALA00801	APOSC_15514
OG0000810	BRALA10599	APOSC_02955, APOSC_02954, APOSC_02956
OG0000811	BRALA22490	APOSC_03596
OG0000813	BRALA03660	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680
OG0000813	BRALA03695	APOSC_10674, APOSC_03337, APOSC_07707
OG0000814	BRALA04143	APOSC_19527
OG0000814	BRALA13770, BRALA03045	APOSC_22281
OG0000815	BRALA11706	APOSC_22617
OG0000816	BRALA20882	APOSC_05809
OG0000816	BRALA03932	APOSC_10643, APOSC_15680
OG0000817	BRALA00540	APOSC_13738
OG0000817	BRALA03663	APOSC_22901
OG0000817	BRALA17018	APOSC_07767
OG0000818	BRALA13068	APOSC_14407, APOSC_14408, APOSC_14409
OG0000819	BRALA07697	APOSC_17700
OG0000819	BRALA14959	APOSC_09083
OG0000819	BRALA34137	APOSC_05516
OG0000820	BRALA14102	APOSC_11841
OG0000822	BRALA08819, BRALA08822, BRALA08830	APOSC_20678
OG0000822	BRALA23399, BRALA23400	APOSC_12709
OG0000823	BRALA10824	APOSC_01112, APOSC_07998, APOSC_25271, APOSC_12349, APOSC_24625, APOSC_19611, APOSC_22625, APOSC_23922, APOSC_13700
OG0000824	BRALA12514	APOSC_26516
OG0000825	BRALA11858	APOSC_17271
OG0000825	BRALA13834, BRALA13833	APOSC_03303
OG0000826	BRALA03389	APOSC_07568, APOSC_07567, APOSC_22497
OG0000826	BRALA19087	APOSC_26704
OG0000827	BRALA16833, BRALA30597, BRALA00958	APOSC_24620, APOSC_19492
OG0000828	BRALA04441	APOSC_05791
OG0000828	BRALA34346	APOSC_22977, APOSC_11571
OG0000829	BRALA16335	APOSC_25803, APOSC_25804
OG0000830	BRALA01157, BRALA20794	APOSC_07203, APOSC_07204, APOSC_18116
OG0000830	BRALA06400, BRALA34995	APOSC_14730, APOSC_02445
OG0000831	BRALA05105	APOSC_01145
OG0000832	BRALA24388, BRALA08098, BRALA08100, BRALA04511, BRALA15197, BRALA18694	APOSC_10469, APOSC_10470
OG0000833	BRALA05134	APOSC_26082, APOSC_26081
OG0000834	BRALA06902	APOSC_04739, APOSC_27269
OG0000836	BRALA01673, BRALA04302, BRALA08044, BRALA08045	APOSC_15778
OG0000837	BRALA14733	APOSC_28068, APOSC_14436, APOSC_00892, APOSC_07079, APOSC_28069, APOSC_28067, APOSC_06905, APOSC_04004
OG0000838	BRALA18308, BRALA23852, BRALA23853	APOSC_26520
OG0000838	BRALA27651, BRALA27650, BRALA29963, BRALA29962	APOSC_02486
OG0000841	BRALA03274	APOSC_23985, APOSC_23987, APOSC_23986
OG0000842	BRALA00081	APOSC_09796
OG0000844	BRALA18784	APOSC_10363
OG0000845	BRALA12426	APOSC_21723, APOSC_21724, APOSC_15428
OG0000845	BRALA12338	APOSC_11449
OG0000846	BRALA08828	APOSC_25695, APOSC_22439, APOSC_15488
OG0000847	BRALA27576	APOSC_10143
OG0000847	BRALA19376	APOSC_11562
OG0000848	BRALA26804	APOSC_20382
OG0000849	BRALA35105	APOSC_09266
OG0000849	BRALA28673	APOSC_03689
OG0000850	BRALA22071, BRALA00654	APOSC_08264
OG0000850	BRALA25841	APOSC_23927
OG0000851	BRALA11776	APOSC_19702, APOSC_19703, APOSC_19701
OG0000852	BRALA26844	APOSC_20285, APOSC_20286
OG0000852	BRALA03113	APOSC_02824
OG0000855	BRALA11989, BRALA11988, BRALA11992	APOSC_08922, APOSC_08923, APOSC_26256
OG0000856	BRALA04525	APOSC_22616
OG0000857	BRALA08900	APOSC_24744
OG0000858	BRALA12759	APOSC_14953
OG0000858	BRALA08811	APOSC_23576
OG0000860	BRALA18427	APOSC_17954
OG0000867	BRALA24411, BRALA11145	APOSC_22652, APOSC_19357, APOSC_05981, APOSC_15581, APOSC_15020, APOSC_02622, APOSC_01914, APOSC_05317
OG0000868	BRALA34175	APOSC_13101
OG0000869	BRALA33856	APOSC_14843
OG0000869	BRALA00814, BRALA00815	APOSC_18698
OG0000870	BRALA21177	APOSC_06340
OG0000871	BRALA08980	APOSC_03183
OG0000871	BRALA16416	APOSC_14488
OG0000872	BRALA02222	APOSC_01621, APOSC_01620
OG0000873	BRALA17119	APOSC_27618
OG0000874	BRALA11822	APOSC_24109
OG0000874	BRALA03146	APOSC_09520
OG0000875	BRALA10301	APOSC_06925, APOSC_26698, APOSC_26697
OG0000875	BRALA09033	APOSC_10816, APOSC_05938
OG0000877	BRALA03177, BRALA03178	APOSC_14562, APOSC_05392, APOSC_11159, APOSC_18856, APOSC_22435, APOSC_14561, APOSC_03592, APOSC_03591
OG0000878	BRALA02340	APOSC_19700
OG0000878	BRALA04723	APOSC_12538
OG0000879	BRALA05982	APOSC_26037
OG0000879	BRALA20286, BRALA33717, BRALA33372, BRALA20287	APOSC_25589, APOSC_19618
OG0000880	BRALA09318	APOSC_11060
OG0000882	BRALA21924	APOSC_22975
OG0000887	BRALA10243	APOSC_06735
OG0000887	BRALA09188	APOSC_07943
OG0000888	BRALA15051	APOSC_22842
OG0000888	BRALA24377	APOSC_02163
OG0000889	BRALA25124	APOSC_15049, APOSC_07753, APOSC_09768
OG0000889	BRALA07192	APOSC_28468
OG0000891	BRALA28367	APOSC_20574
OG0000893	BRALA25869, BRALA17380, BRALA24437	APOSC_13888, APOSC_05778
OG0000894	BRALA16945	APOSC_05906, APOSC_06317
OG0000894	BRALA06371	APOSC_02796, APOSC_02797
OG0000896	BRALA22494	APOSC_16669
OG0000897	BRALA28132	APOSC_09636
OG0000897	BRALA21067, BRALA20480, BRALA17997, BRALA21102	APOSC_15460, APOSC_17372
OG0000898	BRALA12928, BRALA12925, BRALA12927, BRALA12926, BRALA02810, BRALA02808, BRALA02809, BRALA02811, BRALA20259, BRALA20261, BRALA08306, BRALA07124, BRALA08956, BRALA08957, BRALA09009, BRALA12898, BRALA17164, BRALA06037, BRALA00253, BRALA22439, BRALA06598, BRALA22391, BRALA22392, BRALA05142	APOSC_16195
OG0000900	BRALA04925, BRALA04944, BRALA04941, BRALA04922, BRALA04938, BRALA04932, BRALA04942, BRALA04933, BRALA04921, BRALA04934, BRALA04923	APOSC_00837
OG0000904	BRALA03360	APOSC_17702, APOSC_14302, APOSC_14303
OG0000905	BRALA02403	APOSC_09225, APOSC_09226
OG0000906	BRALA02532	APOSC_04764
OG0000906	BRALA25104	APOSC_07017
OG0000907	BRALA01339	APOSC_00840
OG0000908	BRALA30688	APOSC_14771
OG0000909	BRALA24516	APOSC_25304, APOSC_25305, APOSC_25306
OG0000910	BRALA00617	APOSC_28627
OG0000911	BRALA24856	APOSC_15133, APOSC_15134
OG0000912	BRALA21702	APOSC_27960, APOSC_27961
OG0000912	BRALA14998	APOSC_29074
OG0000913	BRALA19448	APOSC_04388
OG0000915	BRALA15366	APOSC_07775
OG0000921	BRALA09094	APOSC_26555
OG0000921	BRALA21805	APOSC_24063
OG0000923	BRALA04563	APOSC_26447
OG0000923	BRALA07148	APOSC_00356
OG0000924	BRALA18657	APOSC_27606
OG0000924	BRALA13147	APOSC_19207
OG0000924	BRALA15361	APOSC_25896
OG0000925	BRALA25852	APOSC_04534
OG0000925	BRALA14244	APOSC_05628
OG0000926	BRALA25512	APOSC_08443
OG0000926	BRALA29788	APOSC_09291, APOSC_26871
OG0000927	BRALA12131, BRALA12132, BRALA12133, BRALA10479, BRALA33997, BRALA16171	APOSC_02135
OG0000928	BRALA14602	APOSC_19235, APOSC_19234, APOSC_19236
OG0000929	BRALA27977	APOSC_07152, APOSC_28960
OG0000930	BRALA19541, BRALA18347, BRALA19543	APOSC_24569, APOSC_24571, APOSC_24568, APOSC_24572
OG0000931	BRALA30526	APOSC_10285
OG0000932	BRALA23597	APOSC_27821, APOSC_27820
OG0000934	BRALA15692	APOSC_15771
OG0000934	BRALA23860	APOSC_01130
OG0000935	BRALA20990	APOSC_07475
OG0000937	BRALA30204, BRALA33223, BRALA32420, BRALA32419	APOSC_17318
OG0000943	BRALA03760, BRALA05220, BRALA00974	APOSC_21318
OG0000943	BRALA26880	APOSC_16658
OG0000944	BRALA16973	APOSC_18987
OG0000945	BRALA12545	APOSC_00213
OG0000946	BRALA08785	APOSC_07875
OG0000946	BRALA02095, BRALA02094	APOSC_29057
OG0000947	BRALA00543	APOSC_14595
OG0000947	BRALA00290	APOSC_00712
OG0000949	BRALA16910	APOSC_12498
OG0000951	BRALA16820	APOSC_13115, APOSC_13394
OG0000951	BRALA35165	APOSC_06072, APOSC_06068, APOSC_06070, APOSC_06073
OG0000952	BRALA08202	APOSC_07711
OG0000952	BRALA08201	APOSC_03764, APOSC_03765
OG0000953	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206, BRALA27297	APOSC_11055
OG0000953	BRALA18599	APOSC_00862
OG0000954	BRALA34235, BRALA35344	APOSC_16116, APOSC_16117
OG0000954	BRALA10453	APOSC_17406, APOSC_17405
OG0000955	BRALA00782	APOSC_05735
OG0000955	BRALA22745	APOSC_04505
OG0000957	BRALA14646	APOSC_18814
OG0000958	BRALA02128, BRALA02127, BRALA02129	APOSC_18169
OG0000960	BRALA12453	APOSC_11917, APOSC_11916
OG0000963	BRALA03591	APOSC_02511
OG0000963	BRALA20733	APOSC_02848
