Orthogroup	BRALA	HELIO_ok
OG0001052	BRALA03851, BRALA06631	HELIO_06284, HELIO_08117
OG0001053	BRALA17006	HELIO_00232
OG0001053	BRALA06712	HELIO_06885
OG0001056	BRALA26581	HELIO_00262
OG0001057	BRALA13576, BRALA13575	HELIO_10754, HELIO_02463
OG0001058	BRALA18889	HELIO_10312
OG0001059	BRALA16690	HELIO_11528
OG0001060	BRALA22460	HELIO_04663
OG0001062	BRALA01158	HELIO_10831
OG0001063	BRALA22627	HELIO_12546
OG0001063	BRALA22631	HELIO_01134
OG0001064	BRALA27120, BRALA30714, BRALA30301, BRALA26163	HELIO_06789
OG0001065	BRALA12034, BRALA12035	HELIO_04289
OG0001066	BRALA29613, BRALA15668	HELIO_03182
OG0001067	BRALA09702, BRALA11812, BRALA30598, BRALA16834, BRALA10359	HELIO_08543
OG0001068	BRALA15808	HELIO_11318
OG0001072	BRALA23228, BRALA23227	HELIO_02051
OG0001072	BRALA29817	HELIO_11812
OG0001075	BRALA09682	HELIO_03042
OG0001076	BRALA20184	HELIO_10241
OG0001077	BRALA28759, BRALA28760	HELIO_00459
OG0001078	BRALA13847	HELIO_05283
OG0001079	BRALA12769	HELIO_01927
OG0001080	BRALA13315	HELIO_05367
OG0001080	BRALA13682	HELIO_07062
OG0001081	BRALA20186, BRALA18322, BRALA02329, BRALA02330	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737
OG0001082	BRALA21015	HELIO_11176
OG0001082	BRALA24848	HELIO_04668
OG0001085	BRALA18590, BRALA17350	HELIO_07664
OG0001086	BRALA26119	HELIO_03188
OG0001089	BRALA20406	HELIO_12254
OG0001090	BRALA19647	HELIO_04216
OG0001091	BRALA18566	HELIO_12660, HELIO_12659
OG0001092	BRALA08314	HELIO_09890
OG0001095	BRALA00514	HELIO_00438
OG0001096	BRALA02429, BRALA20860, BRALA19151	HELIO_10964, HELIO_06053
OG0001097	BRALA11714	HELIO_03978, HELIO_06592
OG0001102	BRALA06483	HELIO_10839
OG0001103	BRALA23451	HELIO_09522
OG0001103	BRALA15961	HELIO_03297
OG0001104	BRALA00254	HELIO_02923
OG0001105	BRALA13887	HELIO_08271
OG0001105	BRALA17080	HELIO_10656
OG0001108	BRALA10695	HELIO_00460
OG0001108	BRALA14990	HELIO_08728
OG0001109	BRALA34704, BRALA35909, BRALA30580, BRALA30582	HELIO_04286
OG0001110	BRALA02581, BRALA02578, BRALA21322, BRALA21321	HELIO_10394
OG0001112	BRALA13668	HELIO_11241
OG0001113	BRALA08129	HELIO_11363
OG0001115	BRALA07052, BRALA07051	HELIO_08018, HELIO_01170
OG0001116	BRALA03810, BRALA34250	HELIO_11648
OG0001118	BRALA07680	HELIO_04035, HELIO_06127, HELIO_08101, HELIO_04000
OG0001119	BRALA13802	HELIO_04951
OG0001120	BRALA21219	HELIO_07190, HELIO_11052
OG0001121	BRALA32292, BRALA13901, BRALA27511, BRALA08946	HELIO_02833, HELIO_04338
OG0001123	BRALA24284	HELIO_05833
OG0001123	BRALA23603	HELIO_11888
OG0001124	BRALA23017	HELIO_05892
OG0001124	BRALA07725	HELIO_11497
OG0001125	BRALA13567, BRALA13568, BRALA13566, BRALA35363	HELIO_10314
OG0001126	BRALA16208	HELIO_07432, HELIO_08150
OG0001126	BRALA28026	HELIO_09972
OG0001127	BRALA09084	HELIO_07919
OG0001128	BRALA22493	HELIO_07418
OG0001129	BRALA12498	HELIO_05218
OG0001129	BRALA16098	HELIO_02379
OG0001130	BRALA01930	HELIO_05662
OG0001130	BRALA16826	HELIO_00771
OG0001131	BRALA13327	HELIO_11533
OG0001132	BRALA13540	HELIO_09410
OG0001133	BRALA03023	HELIO_03341
OG0001133	BRALA00752	HELIO_10368
OG0001134	BRALA23048	HELIO_12460
OG0001135	BRALA11818	HELIO_07754
OG0001137	BRALA13309	HELIO_03163
OG0001138	BRALA00020, BRALA11821	HELIO_09443
OG0001139	BRALA32868, BRALA35077	HELIO_04488
OG0001140	BRALA16639	HELIO_11252
OG0001141	BRALA09514	HELIO_08701, HELIO_05429, HELIO_04831
OG0001142	BRALA14735	HELIO_05081
OG0001143	BRALA04133	HELIO_02868
OG0001144	BRALA10734	HELIO_08158
OG0001146	BRALA18782	HELIO_04581
OG0001147	BRALA35992, BRALA00990	HELIO_06369
OG0001149	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801	HELIO_07596
OG0001155	BRALA32775, BRALA25504, BRALA25509, BRALA25505	HELIO_11025
OG0001155	BRALA23567	HELIO_01105
OG0001156	BRALA24884	HELIO_05032
OG0001158	BRALA34638	HELIO_03567, HELIO_07771
OG0001159	BRALA12859, BRALA12862	HELIO_09181
OG0001160	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606	HELIO_10702
OG0001162	BRALA29065	HELIO_09342, HELIO_11797
OG0001164	BRALA14948	HELIO_09308, HELIO_08913
OG0001165	BRALA14768	HELIO_08812
OG0001165	BRALA05900	HELIO_00728
OG0001166	BRALA08200, BRALA14605	HELIO_00329
OG0001167	BRALA30313	HELIO_08270
OG0001168	BRALA29323, BRALA27661, BRALA20565	HELIO_00913
OG0001169	BRALA11830, BRALA12506	HELIO_01933
OG0001170	BRALA19296	HELIO_06339
OG0001171	BRALA30065	HELIO_07445
OG0001172	BRALA06911	HELIO_12376
OG0001172	BRALA04692	HELIO_03682
OG0001174	BRALA15302	HELIO_03977
OG0001175	BRALA00132, BRALA00133, BRALA17481	HELIO_11278
OG0001176	BRALA04000, BRALA04002	HELIO_06263
OG0001178	BRALA05138	HELIO_03485
OG0001178	BRALA06035	HELIO_05752
OG0001179	BRALA03116	HELIO_04085, HELIO_04405
OG0001179	BRALA20573	HELIO_06718
OG0001181	BRALA18132	HELIO_05206
OG0001182	BRALA02232	HELIO_05272, HELIO_04697
OG0001183	BRALA24188	HELIO_08524
OG0001184	BRALA10129	HELIO_12185
OG0001184	BRALA21684	HELIO_02728
OG0001185	BRALA27214	HELIO_12657
OG0001186	BRALA19974	HELIO_09188
OG0001186	BRALA16139	HELIO_01928
OG0001187	BRALA30941, BRALA21630, BRALA21207, BRALA21632, BRALA21208, BRALA21618, BRALA21631, BRALA21624, BRALA03471, BRALA21633, BRALA02756, BRALA21497, BRALA21626, BRALA21498, BRALA23700, BRALA25921, BRALA07734, BRALA21623, BRALA21629, BRALA21620, BRALA07709, BRALA21622, BRALA21625, BRALA30940	HELIO_05364
OG0001188	BRALA10757	HELIO_03558
OG0001190	BRALA25890	HELIO_03395
OG0001191	BRALA27930	HELIO_06301
OG0001196	BRALA25128	HELIO_04183
OG0001197	BRALA24133	HELIO_04520
OG0001197	BRALA32524	HELIO_09598
OG0001198	BRALA09601	HELIO_03508
OG0001198	BRALA02488	HELIO_05572
OG0001199	BRALA28833	HELIO_10405
OG0001199	BRALA15988	HELIO_01130
OG0001201	BRALA03561	HELIO_08628
OG0001202	BRALA07019	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869
OG0001203	BRALA13355	HELIO_05203
OG0001204	BRALA24154, BRALA24153	HELIO_07269
OG0001205	BRALA11819	HELIO_04532, HELIO_09648
OG0001206	BRALA31671, BRALA31278	HELIO_06279
OG0001207	BRALA21595, BRALA21596	HELIO_10416
OG0001207	BRALA29973	HELIO_09377
OG0001208	BRALA01086	HELIO_05489
OG0001209	BRALA26756	HELIO_05535
OG0001210	BRALA17839	HELIO_01552
OG0001213	BRALA28371	HELIO_11611
OG0001213	BRALA34460	HELIO_01934
OG0001214	BRALA28235	HELIO_04580
OG0001215	BRALA00597	HELIO_00251
OG0001216	BRALA05650	HELIO_01588
OG0001216	BRALA19958	HELIO_04477
OG0001217	BRALA28081	HELIO_09665
OG0001219	BRALA10294	HELIO_07847
OG0001220	BRALA31139	HELIO_12730
OG0001220	BRALA27150	HELIO_10065
OG0001221	BRALA22011	HELIO_07645
OG0001222	BRALA07408	HELIO_07577
OG0001223	BRALA03165	HELIO_08053
OG0001224	BRALA26622	HELIO_01823
OG0001225	BRALA04168	HELIO_09303
OG0001227	BRALA29362	HELIO_03789
OG0001230	BRALA09760	HELIO_06157
OG0001231	BRALA31220	HELIO_02150
OG0001232	BRALA16719, BRALA06486	HELIO_07324
OG0001233	BRALA20387, BRALA22451, BRALA22452	HELIO_05738
OG0001234	BRALA12494	HELIO_07394
OG0001236	BRALA27296	HELIO_09754
OG0001237	BRALA04360	HELIO_09190, HELIO_06015
OG0001238	BRALA16537	HELIO_06977
OG0001241	BRALA15125	HELIO_03226
OG0001241	BRALA14260	HELIO_12192
OG0001242	BRALA00932, BRALA01201, BRALA00933, BRALA00934, BRALA00927, BRALA00929, BRALA00928, BRALA00930, BRALA00926, BRALA00931	HELIO_06262
OG0001243	BRALA07764	HELIO_09478
OG0001245	BRALA18092	HELIO_09453
OG0001246	BRALA21012	HELIO_03726, HELIO_03727
OG0001247	BRALA17334	HELIO_00879
OG0001248	BRALA00477	HELIO_05974
OG0001250	BRALA25027	HELIO_01985
OG0001251	BRALA03569	HELIO_03697
OG0001252	BRALA05331	HELIO_06077
OG0001253	BRALA09366	HELIO_12144
OG0001256	BRALA27869	HELIO_03181
OG0001261	BRALA16992, BRALA16993, BRALA34932	HELIO_03943
OG0001262	BRALA35145	HELIO_07069, HELIO_09573, HELIO_00924
OG0001263	BRALA03642	HELIO_01885
OG0001263	BRALA10859	HELIO_04331
OG0001264	BRALA03222	HELIO_12570
OG0001265	BRALA01169	HELIO_09250, HELIO_00578, HELIO_04752, HELIO_02158, HELIO_09251
OG0001266	BRALA18491, BRALA13354	HELIO_03369
OG0001266	BRALA01536	HELIO_01463
OG0001267	BRALA16976	HELIO_05562
OG0001267	BRALA24251	HELIO_09471
OG0001268	BRALA01606	HELIO_07801
OG0001270	BRALA25030	HELIO_02110
OG0001270	BRALA18973	HELIO_09609
OG0001270	BRALA13955	HELIO_02804
OG0001271	BRALA17017	HELIO_11242
OG0001273	BRALA23210	HELIO_12680
OG0001274	BRALA10091	HELIO_06326
OG0001276	BRALA19427	HELIO_11104
OG0001278	BRALA04581, BRALA14775	HELIO_10541, HELIO_03037
OG0001279	BRALA24710	HELIO_12791
OG0001281	BRALA30159	HELIO_06990
OG0001282	BRALA02372	HELIO_03746
OG0001284	BRALA14486	HELIO_06649
OG0001284	BRALA09529	HELIO_03045
OG0001285	BRALA34142	HELIO_05581
OG0001286	BRALA27842	HELIO_12601
OG0001288	BRALA01391	HELIO_10795
OG0001289	BRALA17557	HELIO_12067, HELIO_10917
OG0001290	BRALA17572	HELIO_11508
OG0001291	BRALA17947	HELIO_10055
OG0001292	BRALA14445	HELIO_11499
OG0001293	BRALA33561, BRALA26881	HELIO_07956
OG0001294	BRALA29575	HELIO_08951
OG0001295	BRALA00094	HELIO_12648
OG0001296	BRALA22582	HELIO_12075
OG0001297	BRALA23851	HELIO_05910
OG0001300	BRALA05943, BRALA27824	HELIO_09555
OG0001302	BRALA17951	HELIO_08651
OG0001304	BRALA22379	HELIO_08290
OG0001305	BRALA10193	HELIO_07982
OG0001306	BRALA05038	HELIO_11276
OG0001306	BRALA19534	HELIO_04068, HELIO_02369
OG0001308	BRALA03706	HELIO_12210
OG0001309	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331	HELIO_06983
OG0001310	BRALA22585	HELIO_02438
OG0001310	BRALA27863	HELIO_09331
OG0001311	BRALA10689	HELIO_02223
OG0001311	BRALA14116	HELIO_00805
OG0001312	BRALA29353	HELIO_11963
OG0001313	BRALA24478, BRALA24480, BRALA24479, BRALA24001, BRALA11759	HELIO_11988
OG0001314	BRALA34015, BRALA33956	HELIO_05745
OG0001314	BRALA35509	HELIO_06186
OG0001316	BRALA15900	HELIO_08864
OG0001317	BRALA12724	HELIO_08857
OG0001317	BRALA18356	HELIO_08319
OG0001318	BRALA08906	HELIO_01897
OG0001318	BRALA01956	HELIO_00651
OG0001319	BRALA24213	HELIO_09125
OG0001320	BRALA11528	HELIO_07097
OG0001320	BRALA25109	HELIO_01606
OG0001321	BRALA08021	HELIO_11153
OG0001322	BRALA09871	HELIO_12344
OG0001322	BRALA13321	HELIO_07391
OG0001323	BRALA31053	HELIO_04274
OG0001324	BRALA33648	HELIO_11046
OG0001325	BRALA04015	HELIO_02148
OG0001326	BRALA24570	HELIO_01722
OG0001327	BRALA10354	HELIO_06372
OG0001327	BRALA19771	HELIO_03453
OG0001329	BRALA32195, BRALA12680	HELIO_12348
OG0001330	BRALA23942	HELIO_07773
OG0001331	BRALA34572, BRALA33928	HELIO_10456, HELIO_10455
OG0001334	BRALA30809, BRALA27173	HELIO_08981, HELIO_10039, HELIO_08980
OG0001335	BRALA21645	HELIO_09999
OG0001337	BRALA09464	HELIO_12764
OG0001337	BRALA01268	HELIO_11060
OG0001339	BRALA16667, BRALA16668	HELIO_05791, HELIO_08381
OG0001343	BRALA31561, BRALA06510	HELIO_10099
OG0001344	BRALA03869	HELIO_02566
OG0001345	BRALA20076, BRALA00376	HELIO_00586
OG0001348	BRALA16187	HELIO_05226
OG0001349	BRALA02678, BRALA14317, BRALA23364, BRALA09936, BRALA14316	HELIO_05986
OG0001350	BRALA27720	HELIO_03259
OG0001351	BRALA24199	HELIO_09749
OG0001352	BRALA06260	HELIO_06067
OG0001353	BRALA23222, BRALA23221	HELIO_07889
OG0001354	BRALA25624	HELIO_01003
OG0001355	BRALA32786	HELIO_05179
OG0001356	BRALA19061, BRALA17347	HELIO_09355
OG0001357	BRALA15175	HELIO_07642
OG0001359	BRALA16599	HELIO_00338
OG0001361	BRALA08920	HELIO_12234
OG0001362	BRALA30595	HELIO_09855
OG0001363	BRALA22243	HELIO_03084
OG0001364	BRALA08614	HELIO_01882
OG0001365	BRALA19433	HELIO_08493, HELIO_12193
OG0001367	BRALA15242	HELIO_12197
OG0001368	BRALA09700, BRALA10312, BRALA10834	HELIO_02045
OG0001369	BRALA10956	HELIO_00430
OG0001370	BRALA16806	HELIO_08459
OG0001370	BRALA14045	HELIO_09154
OG0001371	BRALA26374, BRALA06219, BRALA06218, BRALA06220	HELIO_02393, HELIO_07671
OG0001372	BRALA19110	HELIO_09833, HELIO_00197
OG0001373	BRALA10384	HELIO_06748
OG0001374	BRALA26737	HELIO_10870
OG0001375	BRALA16842	HELIO_04841
OG0001375	BRALA15116	HELIO_01574
OG0001376	BRALA20906	HELIO_12299
OG0001377	BRALA25843, BRALA01464, BRALA01463, BRALA18909, BRALA17460, BRALA13854	HELIO_10836
OG0001378	BRALA16333	HELIO_02964
OG0001379	BRALA23817	HELIO_04200
OG0001380	BRALA19207, BRALA19208	HELIO_01850
OG0001381	BRALA09523	HELIO_03557
OG0001382	BRALA23866	HELIO_05363
OG0001384	BRALA12204	HELIO_01654
OG0001386	BRALA07065	HELIO_05642
OG0001387	BRALA12192	HELIO_07037
OG0001389	BRALA22941	HELIO_06611
OG0001394	BRALA31862	HELIO_10885
OG0001395	BRALA15754	HELIO_02673
OG0001396	BRALA17831, BRALA17811, BRALA00148, BRALA00147, BRALA00598, BRALA00599, BRALA23611, BRALA01200, BRALA15879, BRALA05141, BRALA00566, BRALA00568, BRALA00567	HELIO_00889
OG0001397	BRALA25855	HELIO_01273
OG0001397	BRALA09927	HELIO_04122
OG0001398	BRALA10918, BRALA10792	HELIO_00222
OG0001399	BRALA06146	HELIO_05014
OG0001399	BRALA22380	HELIO_08757
OG0001400	BRALA04732	HELIO_09621
OG0001401	BRALA10783, BRALA04608, BRALA01709, BRALA02298, BRALA01710, BRALA23784, BRALA04269	HELIO_10489
OG0001402	BRALA26708	HELIO_06192
OG0001403	BRALA14932, BRALA09650, BRALA23378, BRALA25402	HELIO_08199
OG0001404	BRALA05435	HELIO_06483
OG0001405	BRALA22383	HELIO_01612
OG0001405	BRALA05583	HELIO_02155
OG0001406	BRALA14289	HELIO_05795
OG0001408	BRALA20622	HELIO_02887
OG0001409	BRALA30797	HELIO_05260
OG0001410	BRALA31201	HELIO_07114
OG0001410	BRALA20220	HELIO_01417
OG0001411	BRALA11764	HELIO_03361
OG0001412	BRALA11457	HELIO_06209
OG0001413	BRALA29483	HELIO_11436
OG0001413	BRALA13507	HELIO_10258
OG0001414	BRALA32132	HELIO_00902
OG0001414	BRALA13859	HELIO_00745
OG0001415	BRALA28922	HELIO_07046
OG0001417	BRALA04649	HELIO_07751
OG0001418	BRALA01078	HELIO_09143
OG0001420	BRALA30793	HELIO_10002
OG0001421	BRALA21204	HELIO_02587
OG0001422	BRALA00576	HELIO_00344
OG0001423	BRALA27549	HELIO_03132
OG0001424	BRALA07796	HELIO_00747
OG0001424	BRALA01936	HELIO_01935
OG0001425	BRALA01395, BRALA23464	HELIO_01653
OG0001426	BRALA05645	HELIO_02149
OG0001428	BRALA05407	HELIO_11579
OG0001429	BRALA31269	HELIO_04397
OG0001430	BRALA24398	HELIO_08384
OG0001431	BRALA18565	HELIO_00600
OG0001434	BRALA19313	HELIO_10029, HELIO_10027
OG0001435	BRALA14463	HELIO_11808, HELIO_11809
OG0001436	BRALA04579	HELIO_09777
OG0001437	BRALA17173, BRALA21217	HELIO_04743
OG0001439	BRALA11220	HELIO_02716
OG0001440	BRALA04659, BRALA20555	HELIO_03196
OG0001441	BRALA01822	HELIO_03652
OG0001442	BRALA19668	HELIO_02245
OG0001445	BRALA11531	HELIO_12183
OG0001446	BRALA27674	HELIO_05230
OG0001447	BRALA13329	HELIO_04829
OG0001448	BRALA01424	HELIO_02926
OG0001449	BRALA16673	HELIO_03720
OG0001449	BRALA07054	HELIO_09662
OG0001450	BRALA21555, BRALA20362	HELIO_10816
OG0001451	BRALA02256	HELIO_05972
OG0001452	BRALA16822	HELIO_09077, HELIO_09076
OG0001453	BRALA04379	HELIO_11229, HELIO_03802, HELIO_09980
OG0001455	BRALA05122	HELIO_05822
OG0001456	BRALA15558	HELIO_09922
OG0001459	BRALA19924	HELIO_08961
OG0001460	BRALA14210	HELIO_01716
OG0001460	BRALA23956	HELIO_12669
OG0001461	BRALA06116	HELIO_04207
OG0001462	BRALA13313	HELIO_03160
OG0001463	BRALA05503, BRALA20800, BRALA07681, BRALA19623, BRALA19618	HELIO_02919, HELIO_06206
OG0001464	BRALA06889	HELIO_00437
OG0001465	BRALA08552, BRALA08555, BRALA14422	HELIO_09508
OG0001466	BRALA02000	HELIO_09852
OG0001466	BRALA06618	HELIO_00231
OG0001467	BRALA17547, BRALA18447	HELIO_11527
OG0001467	BRALA11204, BRALA15279	HELIO_06233
OG0001468	BRALA04572	HELIO_09103
OG0001469	BRALA11811	HELIO_12462
OG0001470	BRALA29321, BRALA35553	HELIO_04948
OG0001471	BRALA18619, BRALA02210, BRALA16032	HELIO_02669
OG0001472	BRALA14063	HELIO_05084
OG0001472	BRALA22363	HELIO_09162
OG0001473	BRALA03292, BRALA33985	HELIO_01497, HELIO_06355, HELIO_01429
OG0001474	BRALA09018	HELIO_08603
OG0001474	BRALA10385	HELIO_05046
OG0001475	BRALA05604	HELIO_12116, HELIO_06079
OG0001476	BRALA24804	HELIO_08408
OG0001477	BRALA11225	HELIO_11351
OG0001478	BRALA15252	HELIO_10243
OG0001479	BRALA03008	HELIO_00677
OG0001480	BRALA11374	HELIO_03092
OG0001481	BRALA21598	HELIO_00125, HELIO_06832
OG0001483	BRALA11722	HELIO_02368
OG0001484	BRALA22671	HELIO_03855
OG0001486	BRALA08931	HELIO_11744
OG0001487	BRALA20247	HELIO_05287
OG0001488	BRALA24192	HELIO_10288
OG0001488	BRALA24189	HELIO_00238
OG0001489	BRALA05316	HELIO_12039
OG0001490	BRALA26116	HELIO_10701
OG0001491	BRALA10451	HELIO_08105, HELIO_08104
OG0001492	BRALA14954	HELIO_09966
OG0001493	BRALA03740	HELIO_12365
OG0001495	BRALA09380	HELIO_09225
OG0001496	BRALA11939, BRALA23998, BRALA33660, BRALA11958	HELIO_06643, HELIO_07757
OG0001500	BRALA11705	HELIO_03279
OG0001501	BRALA26158	HELIO_09204
OG0001502	BRALA06307	HELIO_00925
OG0001503	BRALA13476	HELIO_00871
OG0001503	BRALA11114	HELIO_00967
OG0001504	BRALA28116, BRALA35187	HELIO_02828, HELIO_12551
OG0001506	BRALA05725	HELIO_05280
OG0001507	BRALA34079	HELIO_11605
OG0001508	BRALA28941	HELIO_05840
OG0001509	BRALA12089	HELIO_11798
OG0001510	BRALA34652, BRALA01122	HELIO_10061
OG0001511	BRALA35622	HELIO_10472
OG0001512	BRALA04162	HELIO_06404
OG0001516	BRALA05014	HELIO_05144
OG0001517	BRALA15345, BRALA01055, BRALA01054	HELIO_02409
OG0001518	BRALA12776	HELIO_03202
OG0001519	BRALA01688	HELIO_09436
OG0001520	BRALA14767	HELIO_10408
OG0001521	BRALA08916, BRALA27260	HELIO_00931
OG0001521	BRALA22864, BRALA07614, BRALA09139, BRALA09147	HELIO_00932
OG0001522	BRALA29451	HELIO_00391
OG0001522	BRALA01706, BRALA15136	HELIO_11736
OG0001523	BRALA25534	HELIO_04060
OG0001524	BRALA33381	HELIO_05163
OG0001524	BRALA27325	HELIO_01459
OG0001526	BRALA10086	HELIO_03062
OG0001527	BRALA23937	HELIO_04544
OG0001527	BRALA19992	HELIO_10434
OG0001528	BRALA26789	HELIO_02093
OG0001530	BRALA33210	HELIO_09208
OG0001531	BRALA21412	HELIO_03563
OG0001531	BRALA21411	HELIO_03562
OG0001532	BRALA15767	HELIO_07182
OG0001533	BRALA11358, BRALA21080, BRALA17503	HELIO_12019
OG0001534	BRALA06233	HELIO_02863
OG0001536	BRALA06104, BRALA20689, BRALA13363	HELIO_00034
OG0001538	BRALA30154, BRALA10212, BRALA19183	HELIO_05127
OG0001545	BRALA01668	HELIO_02222
OG0001546	BRALA34422	HELIO_10092
OG0001549	BRALA09715	HELIO_10410
OG0001550	BRALA22178, BRALA33216	HELIO_04550, HELIO_08048
OG0001551	BRALA31004	HELIO_02886
OG0001552	BRALA12708	HELIO_00983
OG0001553	BRALA03739	HELIO_04975
OG0001554	BRALA27979	HELIO_02815
OG0001557	BRALA07630	HELIO_05083
OG0001557	BRALA18983	HELIO_06596
OG0001558	BRALA21818	HELIO_02760
OG0001559	BRALA30365	HELIO_06123
OG0001561	BRALA27873, BRALA35814, BRALA27872	HELIO_08393
OG0001563	BRALA16659, BRALA25832, BRALA18213, BRALA15065	HELIO_06290, HELIO_06516
OG0001564	BRALA13673	HELIO_01962
OG0001565	BRALA25777, BRALA28970	HELIO_12328
OG0001566	BRALA12270	HELIO_11200, HELIO_02258
OG0001569	BRALA14283, BRALA14287, BRALA06617, BRALA01274, BRALA06766, BRALA06767, BRALA06768, BRALA03911, BRALA06770, BRALA06769	HELIO_09196
OG0001570	BRALA00935	HELIO_02540
OG0001570	BRALA17639	HELIO_05222
OG0001571	BRALA16523	HELIO_00290
OG0001571	BRALA17050	HELIO_11750
OG0001572	BRALA16186	HELIO_04693
OG0001573	BRALA01224	HELIO_02265
OG0001574	BRALA10408	HELIO_05607
OG0001575	BRALA12711	HELIO_05293
OG0001576	BRALA09477	HELIO_11858
OG0001577	BRALA27598	HELIO_03678
OG0001578	BRALA11454	HELIO_08790, HELIO_08789
OG0001580	BRALA20586	HELIO_11365
OG0001581	BRALA25126, BRALA24401, BRALA23458, BRALA23457, BRALA23456	HELIO_05221, HELIO_07860
OG0001582	BRALA28423	HELIO_04387
OG0001583	BRALA27471	HELIO_12114
OG0001584	BRALA28222	HELIO_10513, HELIO_05589
OG0001588	BRALA12555	HELIO_02213, HELIO_09335, HELIO_07886, HELIO_06202, HELIO_00024
OG0001589	BRALA16725	HELIO_12278
OG0001590	BRALA12314	HELIO_11606
OG0001590	BRALA01640, BRALA01639, BRALA01637	HELIO_02516
OG0001592	BRALA04260	HELIO_10882, HELIO_11034
OG0001593	BRALA07984	HELIO_04977
OG0001594	BRALA08965, BRALA24791	HELIO_11160
OG0001595	BRALA01111, BRALA18729, BRALA01110, BRALA01107, BRALA28529	HELIO_03439
OG0001596	BRALA09232	HELIO_12698
OG0001597	BRALA14157	HELIO_04679
OG0001599	BRALA13133	HELIO_02009
OG0001600	BRALA18552	HELIO_00399
OG0001604	BRALA35748, BRALA35294	HELIO_12168
OG0001605	BRALA16476, BRALA16475	HELIO_09701, HELIO_00110
OG0001606	BRALA04341	HELIO_11612
OG0001609	BRALA06092	HELIO_04479
OG0001609	BRALA12725	HELIO_00769
OG0001610	BRALA09621	HELIO_06066
OG0001611	BRALA15161	HELIO_10992
OG0001612	BRALA19006	HELIO_03470
OG0001612	BRALA19004	HELIO_09022
OG0001614	BRALA18528	HELIO_09695
OG0001614	BRALA10392	HELIO_09277
OG0001615	BRALA01957	HELIO_04146
OG0001617	BRALA17313	HELIO_06430
OG0001619	BRALA16804, BRALA16805	HELIO_07067
OG0001621	BRALA34714	HELIO_05621, HELIO_05048
OG0001622	BRALA16413	HELIO_02684
OG0001623	BRALA28780	HELIO_12088
OG0001624	BRALA14696	HELIO_06828
OG0001626	BRALA07949	HELIO_03887
OG0001627	BRALA29988	HELIO_03358
OG0001627	BRALA29989	HELIO_11162
OG0001628	BRALA19573	HELIO_11311
OG0001629	BRALA32222	HELIO_11337
OG0001630	BRALA29673	HELIO_11857
OG0001633	BRALA12496	HELIO_09239
OG0001634	BRALA31002	HELIO_00787
OG0001635	BRALA35025	HELIO_00639
OG0001636	BRALA12450	HELIO_06373
OG0001637	BRALA23585	HELIO_00689
OG0001638	BRALA28932	HELIO_10751
OG0001639	BRALA01412	HELIO_03546
OG0001642	BRALA26951	HELIO_00859, HELIO_00858
OG0001644	BRALA16637	HELIO_10610
OG0001649	BRALA13827, BRALA33086, BRALA26170, BRALA23393, BRALA14282, BRALA13285, BRALA11922, BRALA11921, BRALA23082, BRALA31584, BRALA19650, BRALA13828, BRALA19661, BRALA28350, BRALA15605, BRALA03239, BRALA09987, BRALA02466, BRALA02908, BRALA07890, BRALA22223, BRALA19167, BRALA19660, BRALA19649, BRALA34195, BRALA23083, BRALA13284, BRALA14285	HELIO_09135
OG0001651	BRALA04011	HELIO_08544
OG0001652	BRALA23461	HELIO_06903
OG0001653	BRALA27722	HELIO_02536
OG0001654	BRALA12938, BRALA10205	HELIO_00734, HELIO_02525
OG0001655	BRALA11878	HELIO_08331
OG0001656	BRALA04651	HELIO_09773
OG0001657	BRALA34847, BRALA35457, BRALA34242	HELIO_09713
OG0001659	BRALA25428	HELIO_01990
OG0001660	BRALA12583	HELIO_04664
OG0001661	BRALA27100	HELIO_12135
OG0001661	BRALA11317	HELIO_07195
OG0001662	BRALA15661, BRALA15660	HELIO_07941
OG0001662	BRALA19317	HELIO_12598
OG0001663	BRALA31880	HELIO_06205, HELIO_04184
OG0001665	BRALA06391	HELIO_08876
OG0001665	BRALA16749	HELIO_01144
OG0001666	BRALA00367	HELIO_07524, HELIO_03742
OG0001667	BRALA17019	HELIO_04686, HELIO_06712
OG0001668	BRALA22974	HELIO_03082
OG0001671	BRALA17315	HELIO_08266
OG0001672	BRALA00365	HELIO_11405
OG0001673	BRALA23470, BRALA33336	HELIO_05452
OG0001674	BRALA04159	HELIO_12593
OG0001676	BRALA04014	HELIO_09572
OG0001676	BRALA08008, BRALA08006	HELIO_09106
OG0001677	BRALA31138	HELIO_10400
OG0001678	BRALA00379	HELIO_09807
OG0001678	BRALA27917	HELIO_09288
OG0001679	BRALA23834	HELIO_08774, HELIO_10789, HELIO_00740
OG0001680	BRALA32159	HELIO_00317
OG0001683	BRALA24816	HELIO_10892
OG0001684	BRALA02822	HELIO_11576
OG0001687	BRALA12237, BRALA12238, BRALA12235	HELIO_06212
OG0001688	BRALA11794	HELIO_04799
OG0001689	BRALA23249	HELIO_03264
