Orthogroup	BRALA	AENJA_ok
OG0000849	BRALA35105	AENJA_06598
OG0000849	BRALA28673	AENJA_17459
OG0000850	BRALA22071, BRALA00654	AENJA_06947, AENJA_14500
OG0000850	BRALA25841	AENJA_26527
OG0000851	BRALA11776	AENJA_07613
OG0000852	BRALA26844	AENJA_20937
OG0000852	BRALA03113	AENJA_07998
OG0000854	BRALA18605, BRALA04070, BRALA04062, BRALA05362, BRALA04082, BRALA04079, BRALA04080, BRALA04077, BRALA31873, BRALA04085, BRALA04078, BRALA04081, BRALA04086, BRALA32502, BRALA30946, BRALA02693, BRALA04072, BRALA24084, BRALA32243, BRALA02692, BRALA02694, BRALA32242, BRALA18948	AENJA_12138
OG0000855	BRALA11989	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521
OG0000856	BRALA04525	AENJA_15113
OG0000857	BRALA08900	AENJA_19063
OG0000858	BRALA08811	AENJA_19600
OG0000860	BRALA18427	AENJA_22939
OG0000866	BRALA04845	AENJA_00019
OG0000867	BRALA24411, BRALA11145	AENJA_06630, AENJA_23208, AENJA_23219, AENJA_00664, AENJA_12616, AENJA_23217, AENJA_14316, AENJA_23216, AENJA_23213, AENJA_12617, AENJA_06629
OG0000868	BRALA19162	AENJA_20580
OG0000868	BRALA35115	AENJA_01456
OG0000869	BRALA33856	AENJA_03586
OG0000869	BRALA00814, BRALA00815	AENJA_21120
OG0000870	BRALA21180, BRALA21179	AENJA_04443
OG0000870	BRALA21177	AENJA_12705
OG0000871	BRALA16416	AENJA_06473
OG0000872	BRALA02222	AENJA_06798
OG0000873	BRALA17119	AENJA_07645
OG0000874	BRALA11822	AENJA_07937
OG0000874	BRALA03146	AENJA_07996
OG0000875	BRALA10301	AENJA_08703
OG0000875	BRALA09033	AENJA_14919
OG0000876	BRALA11284	AENJA_08833
OG0000877	BRALA03177, BRALA03178	AENJA_09093
OG0000878	BRALA02339, BRALA02338, BRALA02340	AENJA_09436
OG0000878	BRALA04723	AENJA_13562
OG0000879	BRALA05982	AENJA_23882
OG0000879	BRALA20286, BRALA33717, BRALA33372, BRALA20287	AENJA_14015
OG0000881	BRALA10038	AENJA_19719
OG0000881	BRALA27657	AENJA_21849
OG0000882	BRALA21924	AENJA_23321
OG0000887	BRALA10243	AENJA_00163
OG0000887	BRALA09188	AENJA_21693
OG0000888	BRALA15051	AENJA_02929
OG0000888	BRALA24377	AENJA_02481
OG0000889	BRALA07192	AENJA_05911
OG0000893	BRALA25869, BRALA17380, BRALA24437	AENJA_16180
OG0000894	BRALA16945	AENJA_18194, AENJA_24655
OG0000894	BRALA06371	AENJA_16901
OG0000896	BRALA17653	AENJA_17963, AENJA_20857
OG0000896	BRALA22494	AENJA_26740
OG0000897	BRALA28132	AENJA_25522
OG0000897	BRALA21067, BRALA20480, BRALA17997, BRALA21102	AENJA_19794, AENJA_19793
OG0000897	BRALA15321	AENJA_18001
OG0000898	BRALA12928, BRALA12925, BRALA12927, BRALA12926, BRALA02810, BRALA02808, BRALA02809, BRALA02811, BRALA20259, BRALA20261, BRALA08306, BRALA07124, BRALA08956, BRALA08957, BRALA09009, BRALA12898, BRALA17164, BRALA06037, BRALA00253, BRALA22439, BRALA06598, BRALA22391, BRALA22392, BRALA05142	AENJA_20658
OG0000903	BRALA21068	AENJA_16167
OG0000904	BRALA03360	AENJA_02063
OG0000905	BRALA02403	AENJA_03454, AENJA_12044
OG0000906	BRALA34042	AENJA_05473
OG0000906	BRALA25104	AENJA_17075
OG0000908	BRALA30545, BRALA13144	AENJA_06962, AENJA_10955
OG0000909	BRALA24516	AENJA_07565
OG0000910	BRALA32043	AENJA_26790
OG0000911	BRALA24856	AENJA_08748
OG0000912	BRALA21702	AENJA_11633
OG0000912	BRALA14998	AENJA_09966
OG0000913	BRALA19448	AENJA_11700
OG0000915	BRALA15366	AENJA_20431
OG0000921	BRALA09094	AENJA_16626
OG0000921	BRALA21805	AENJA_00754
OG0000923	BRALA04563	AENJA_09851
OG0000923	BRALA07148	AENJA_01176, AENJA_01177
OG0000924	BRALA18657	AENJA_01733
OG0000924	BRALA13147	AENJA_17498
OG0000924	BRALA15361	AENJA_22989, AENJA_03279, AENJA_10467
OG0000925	BRALA25852	AENJA_14502
OG0000925	BRALA14244	AENJA_01829
OG0000926	BRALA25512	AENJA_15541, AENJA_05944
OG0000926	BRALA29788	AENJA_02966
OG0000927	BRALA12131, BRALA12132, BRALA12133, BRALA10479, BRALA33997, BRALA16171	AENJA_05801
OG0000928	BRALA14602	AENJA_06210
OG0000929	BRALA27860	AENJA_06536
OG0000929	BRALA27977	AENJA_18717, AENJA_24686
OG0000930	BRALA19541	AENJA_19720
OG0000930	BRALA19543	AENJA_14448, AENJA_07379
OG0000931	BRALA30526	AENJA_08166
OG0000932	BRALA23597	AENJA_10314
OG0000933	BRALA17396	AENJA_25029
OG0000934	BRALA15692	AENJA_23792
OG0000934	BRALA23860	AENJA_12733
OG0000935	BRALA20990	AENJA_14023
OG0000936	BRALA01130	AENJA_14048
OG0000938	BRALA02654, BRALA00825, BRALA00820, BRALA00821, BRALA00822, BRALA00823, BRALA11718, BRALA00824	AENJA_21758
OG0000942	BRALA16107, BRALA27955, BRALA27095, BRALA28044, BRALA32412	AENJA_19311, AENJA_08215, AENJA_25662, AENJA_09547, AENJA_00177, AENJA_15507, AENJA_15626, AENJA_24314, AENJA_25006
OG0000943	BRALA03760, BRALA05220, BRALA00974	AENJA_02078
OG0000943	BRALA26880	AENJA_00401
OG0000944	BRALA16973	AENJA_00580
OG0000945	BRALA12545	AENJA_04250, AENJA_01600, AENJA_21590
OG0000946	BRALA08785	AENJA_01969
OG0000946	BRALA02095, BRALA02094	AENJA_16618
OG0000946	BRALA08784	AENJA_16617
OG0000947	BRALA00543	AENJA_22086
OG0000947	BRALA00290	AENJA_02339
OG0000948	BRALA15765	AENJA_08584
OG0000948	BRALA08187	AENJA_19508
OG0000949	BRALA16910	AENJA_04000
OG0000951	BRALA16820	AENJA_21157
OG0000951	BRALA33620	AENJA_04673
OG0000952	BRALA08202	AENJA_05461
OG0000952	BRALA08201	AENJA_05453
OG0000953	BRALA18599	AENJA_06554
OG0000954	BRALA34235, BRALA35344	AENJA_24386
OG0000954	BRALA10453	AENJA_08232
OG0000955	BRALA00782	AENJA_09334, AENJA_19306
OG0000955	BRALA16596	AENJA_22675
OG0000955	BRALA22745	AENJA_26657
OG0000957	BRALA14646	AENJA_17036
OG0000958	BRALA02128, BRALA02127, BRALA02129	AENJA_19017
OG0000960	BRALA12453	AENJA_23956
OG0000963	BRALA03591	AENJA_01165
OG0000963	BRALA20733	AENJA_06323
OG0000964	BRALA08522, BRALA16405, BRALA13462, BRALA27147	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848
OG0000965	BRALA04013	AENJA_05586, AENJA_05584
OG0000965	BRALA03357	AENJA_02282
OG0000966	BRALA30500	AENJA_02547
OG0000967	BRALA11137	AENJA_02972
OG0000967	BRALA03874	AENJA_22529
OG0000968	BRALA14943	AENJA_03154
OG0000969	BRALA14830, BRALA07388, BRALA07383	AENJA_03216
OG0000970	BRALA07314	AENJA_03395
OG0000971	BRALA04950, BRALA04896	AENJA_23081, AENJA_10536, AENJA_25049, AENJA_03560
OG0000972	BRALA07302, BRALA07303	AENJA_03845
OG0000972	BRALA06799	AENJA_26036
OG0000973	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435	AENJA_19754, AENJA_10901
OG0000974	BRALA08524, BRALA00836	AENJA_05735, AENJA_05736
OG0000975	BRALA08644	AENJA_06257
OG0000975	BRALA08645, BRALA08641, BRALA08636, BRALA05379, BRALA05380, BRALA17295, BRALA17291, BRALA17298, BRALA17292, BRALA05595, BRALA17297, BRALA08620, BRALA08622, BRALA08621, BRALA08618, BRALA05377, BRALA08562, BRALA17269, BRALA08564, BRALA17280, BRALA08565, BRALA08563, BRALA17279, BRALA08619, BRALA05375, BRALA08632, BRALA08630, BRALA08631, BRALA00633	AENJA_23968
OG0000977	BRALA00637	AENJA_16263
OG0000977	BRALA23676	AENJA_11682
OG0000978	BRALA19988	AENJA_08414
OG0000979	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544	AENJA_08501
OG0000980	BRALA07024, BRALA30188, BRALA29034, BRALA29033, BRALA32980, BRALA09940	AENJA_08701
OG0000980	BRALA24020, BRALA29400, BRALA29037, BRALA29028	AENJA_22275, AENJA_08700
OG0000981	BRALA18588, BRALA00487, BRALA10700, BRALA10581, BRALA00620	AENJA_25036
OG0000981	BRALA17579	AENJA_08762
OG0000982	BRALA04219	AENJA_09037
OG0000984	BRALA16982	AENJA_13820
OG0000986	BRALA23940	AENJA_19042
OG0000987	BRALA15995	AENJA_23574
OG0000988	BRALA10034	AENJA_25125
OG0000992	BRALA13132	AENJA_01350
OG0000992	BRALA29385	AENJA_08136
OG0000994	BRALA12870	AENJA_20560
OG0000994	BRALA16394	AENJA_02296
OG0000996	BRALA14195	AENJA_04444, AENJA_26096
OG0000997	BRALA11907	AENJA_04964, AENJA_06940, AENJA_16738
OG0000998	BRALA34224, BRALA34676	AENJA_06143
OG0000999	BRALA08770	AENJA_10712
OG0001000	BRALA29242	AENJA_07118
OG0001001	BRALA14860, BRALA14859, BRALA05897	AENJA_07866
OG0001002	BRALA01976	AENJA_11066
OG0001002	BRALA35638	AENJA_21965
OG0001003	BRALA07286	AENJA_13424
OG0001004	BRALA01185	AENJA_16016
OG0001005	BRALA24042	AENJA_17128
OG0001006	BRALA19471	AENJA_21663
OG0001006	BRALA06003	AENJA_25248
OG0001007	BRALA19531	AENJA_23659
OG0001008	BRALA24730	AENJA_24757
OG0001009	BRALA13978	AENJA_24783
OG0001015	BRALA21974	AENJA_05530
OG0001016	BRALA14145	AENJA_26608
OG0001016	BRALA31587	AENJA_15956
OG0001018	BRALA04664, BRALA06928, BRALA14350	AENJA_02393
OG0001018	BRALA13325	AENJA_12182
OG0001019	BRALA19089	AENJA_02456, AENJA_20626
OG0001021	BRALA20548	AENJA_25578
OG0001021	BRALA10130	AENJA_02776
OG0001022	BRALA16207	AENJA_03120
OG0001023	BRALA20751	AENJA_03151
OG0001024	BRALA03982, BRALA23987	AENJA_11445
OG0001025	BRALA12973, BRALA30707, BRALA21403, BRALA26025, BRALA30493, BRALA00606	AENJA_06896
OG0001026	BRALA11115	AENJA_04437
OG0001027	BRALA06875, BRALA06471, BRALA06470, BRALA06472	AENJA_06667, AENJA_06665, AENJA_06666
OG0001028	BRALA32878	AENJA_07594
OG0001029	BRALA03377, BRALA03376	AENJA_24200
OG0001030	BRALA15099	AENJA_12462
OG0001031	BRALA06708	AENJA_12602
OG0001032	BRALA31425	AENJA_13410
OG0001033	BRALA06800	AENJA_13779
OG0001035	BRALA21121	AENJA_15619
OG0001038	BRALA11546	AENJA_24181
OG0001041	BRALA30551	AENJA_16900, AENJA_17398, AENJA_00205, AENJA_20089, AENJA_12433, AENJA_20073, AENJA_24468
OG0001042	BRALA11036	AENJA_00375
OG0001043	BRALA21584	AENJA_23325, AENJA_15521, AENJA_15522, AENJA_08980, AENJA_07494, AENJA_23732, AENJA_18677, AENJA_06222, AENJA_12177, AENJA_11468, AENJA_04098, AENJA_04100, AENJA_16380, AENJA_16720, AENJA_00433
OG0001045	BRALA14388	AENJA_04878, AENJA_00728, AENJA_06741
OG0001046	BRALA11238	AENJA_01047
OG0001047	BRALA06024	AENJA_13898, AENJA_01886
OG0001048	BRALA04010	AENJA_02250, AENJA_17677
OG0001049	BRALA08587	AENJA_02745
OG0001049	BRALA19576	AENJA_16062
OG0001050	BRALA23081, BRALA05944	AENJA_03323
OG0001051	BRALA34285	AENJA_08021
OG0001051	BRALA12808	AENJA_03449
OG0001052	BRALA06640	AENJA_06392
OG0001052	BRALA03851, BRALA06631	AENJA_03703
OG0001053	BRALA17006	AENJA_05825
OG0001053	BRALA06712	AENJA_03704
OG0001054	BRALA16705	AENJA_06350, AENJA_04202
OG0001057	BRALA13576, BRALA13575	AENJA_07435
OG0001058	BRALA18889	AENJA_07821
OG0001059	BRALA16690	AENJA_08095
OG0001062	BRALA01158	AENJA_10657
OG0001063	BRALA22627	AENJA_15475
OG0001063	BRALA22631	AENJA_15321, AENJA_15322
OG0001064	BRALA27120, BRALA30714, BRALA30301, BRALA26163	AENJA_16034
OG0001065	BRALA12034, BRALA12035	AENJA_19195
OG0001066	BRALA03613	AENJA_19790
OG0001067	BRALA09702, BRALA11812, BRALA30598, BRALA16834, BRALA10359	AENJA_20835
OG0001068	BRALA15808	AENJA_21475
OG0001072	BRALA23228, BRALA23227	AENJA_00305, AENJA_03396
OG0001072	BRALA29817	AENJA_18929
OG0001075	BRALA09682	AENJA_00807
OG0001076	BRALA20184	AENJA_01569
OG0001077	BRALA28759, BRALA28760	AENJA_01679
OG0001077	BRALA08290	AENJA_05855
OG0001077	BRALA31456	AENJA_02550
OG0001078	BRALA13847	AENJA_10264
OG0001079	BRALA12769	AENJA_03947
OG0001080	BRALA13315	AENJA_04073
OG0001080	BRALA13682	AENJA_09896
OG0001081	BRALA20186, BRALA18322, BRALA02329, BRALA02330	AENJA_16503, AENJA_04238
OG0001082	BRALA21015	AENJA_06872, AENJA_21482
OG0001082	BRALA24848	AENJA_09332
OG0001083	BRALA22369	AENJA_07171
OG0001085	BRALA18590, BRALA17350	AENJA_21401
OG0001089	BRALA20406	AENJA_16474
OG0001090	BRALA19647	AENJA_16877
OG0001091	BRALA18566	AENJA_17138
OG0001092	BRALA08314	AENJA_18221
OG0001093	BRALA07017	AENJA_19251
OG0001094	BRALA21202	AENJA_23025
OG0001095	BRALA00514	AENJA_25247
OG0001102	BRALA06483	AENJA_00718
OG0001102	BRALA01705	AENJA_03278, AENJA_21711
OG0001103	BRALA15961	AENJA_01387
OG0001104	BRALA00254	AENJA_02199
OG0001104	BRALA14774	AENJA_18229
OG0001105	BRALA13887	AENJA_15729
OG0001105	BRALA35235	AENJA_02419
OG0001105	BRALA17080	AENJA_25097
OG0001106	BRALA24794	AENJA_02726
OG0001108	BRALA10695	AENJA_12290, AENJA_04372, AENJA_04373
OG0001109	BRALA34704, BRALA35909, BRALA30580, BRALA30582	AENJA_05558
OG0001110	BRALA21323, BRALA21324, BRALA21327, BRALA02581, BRALA02578, BRALA21322, BRALA21321	AENJA_06070
OG0001111	BRALA28901	AENJA_22327
OG0001111	BRALA29371, BRALA06020	AENJA_06275
OG0001112	BRALA13668	AENJA_06304
OG0001113	BRALA08129	AENJA_06313
OG0001113	BRALA16554	AENJA_23050
OG0001115	BRALA07052, BRALA07051	AENJA_18256, AENJA_09261
OG0001116	BRALA34250	AENJA_25869, AENJA_12085
OG0001117	BRALA15421	AENJA_24744, AENJA_23285, AENJA_19626, AENJA_12822
OG0001118	BRALA07680	AENJA_12960
OG0001119	BRALA13802	AENJA_13579
OG0001120	BRALA17608	AENJA_13747
OG0001121	BRALA32292, BRALA13901, BRALA27511, BRALA08946	AENJA_14865
OG0001122	BRALA17533, BRALA01448, BRALA13661, BRALA18878, BRALA13663, BRALA13662, BRALA13664	AENJA_15150
OG0001123	BRALA24284	AENJA_20117
OG0001123	BRALA23603	AENJA_15687
OG0001124	BRALA07725	AENJA_16308
OG0001125	BRALA13568	AENJA_19655
OG0001125	BRALA33879	AENJA_19656
OG0001126	BRALA16208	AENJA_21731, AENJA_21732
OG0001126	BRALA28026	AENJA_22248
OG0001127	BRALA09084	AENJA_26609
OG0001128	BRALA22493	AENJA_26741
OG0001129	BRALA12498	AENJA_00009
OG0001129	BRALA16098	AENJA_00007
OG0001130	BRALA01930, BRALA15598	AENJA_00712
OG0001130	BRALA16826	AENJA_24701
OG0001131	BRALA13327	AENJA_00720
OG0001132	BRALA13540	AENJA_02927
OG0001133	BRALA03023	AENJA_13174
OG0001133	BRALA00752	AENJA_07797
OG0001134	BRALA23048	AENJA_06301
OG0001135	BRALA11818	AENJA_06307
OG0001137	BRALA13309	AENJA_06755
OG0001138	BRALA00020, BRALA11821	AENJA_08339
OG0001139	BRALA06120	AENJA_20595, AENJA_19443
OG0001139	BRALA32868, BRALA35077	AENJA_08828
OG0001140	BRALA16639	AENJA_10711
OG0001141	BRALA09514	AENJA_11192
OG0001142	BRALA14735	AENJA_13577
OG0001143	BRALA04133	AENJA_25253, AENJA_15506
OG0001144	BRALA10734	AENJA_15840
OG0001146	BRALA18782	AENJA_19404
OG0001147	BRALA35992	AENJA_21745
OG0001149	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801	AENJA_26319, AENJA_26318
OG0001154	BRALA10561, BRALA29166, BRALA33292	AENJA_12572, AENJA_17436, AENJA_25572, AENJA_14931, AENJA_26447, AENJA_16329, AENJA_15711, AENJA_11056, AENJA_07414, AENJA_12524, AENJA_14590, AENJA_24328, AENJA_26448, AENJA_02952, AENJA_13066, AENJA_21226, AENJA_13364, AENJA_13871, AENJA_25116, AENJA_11567, AENJA_07597, AENJA_14409, AENJA_11910, AENJA_02184, AENJA_00900, AENJA_11905, AENJA_20009, AENJA_18579, AENJA_24590, AENJA_14399, AENJA_24957, AENJA_08662, AENJA_13278, AENJA_10637, AENJA_21275, AENJA_13068, AENJA_26052, AENJA_24533, AENJA_23832, AENJA_04161, AENJA_19415
OG0001155	BRALA32774	AENJA_01168
OG0001155	BRALA23567	AENJA_24946
OG0001156	BRALA24884	AENJA_01685
OG0001158	BRALA34638	AENJA_02265, AENJA_16983
OG0001159	BRALA12859, BRALA12862	AENJA_02590
OG0001160	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606	AENJA_03496, AENJA_15940
OG0001161	BRALA22337	AENJA_15958
OG0001162	BRALA29065	AENJA_09881, AENJA_03826
OG0001163	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378	AENJA_20499, AENJA_04071, AENJA_23045
OG0001164	BRALA14948	AENJA_14441
OG0001165	BRALA14768	AENJA_18566
OG0001165	BRALA05900	AENJA_05192
OG0001166	BRALA08200, BRALA14605	AENJA_05454
OG0001167	BRALA30313	AENJA_06024
OG0001168	BRALA20565	AENJA_26059
OG0001169	BRALA11830, BRALA12506	AENJA_06689
OG0001170	BRALA19296	AENJA_14574, AENJA_07116
OG0001171	BRALA30065	AENJA_07498
OG0001172	BRALA06911	AENJA_08737
OG0001172	BRALA04692	AENJA_15031
OG0001173	BRALA04333	AENJA_10142
OG0001173	BRALA34444	AENJA_26334
OG0001174	BRALA15302	AENJA_10268
OG0001175	BRALA00132, BRALA00133, BRALA17481	AENJA_10616
OG0001176	BRALA04002	AENJA_11857
OG0001178	BRALA05138	AENJA_12752
OG0001178	BRALA06035	AENJA_14989
OG0001179	BRALA03116	AENJA_13625, AENJA_13628
OG0001179	BRALA20573	AENJA_26058
OG0001180	BRALA14556, BRALA34405	AENJA_13732
OG0001181	BRALA18132	AENJA_14047
OG0001182	BRALA02232	AENJA_14313
OG0001183	BRALA24188	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024
OG0001184	BRALA10129	AENJA_17799
OG0001184	BRALA21684	AENJA_15086
OG0001185	BRALA27214	AENJA_17542
OG0001186	BRALA19974	AENJA_21307
OG0001186	BRALA16139	AENJA_18825
OG0001187	BRALA30941, BRALA21630, BRALA21207, BRALA21632, BRALA21208, BRALA21618, BRALA21631, BRALA21624, BRALA03471, BRALA21633, BRALA02756, BRALA21497, BRALA21626, BRALA21498, BRALA23700, BRALA25921, BRALA07734, BRALA21623, BRALA21629, BRALA21620, BRALA07709, BRALA21622, BRALA21625, BRALA30940	AENJA_19216, AENJA_19215
OG0001188	BRALA10757	AENJA_22812
OG0001190	BRALA25890	AENJA_24531
OG0001196	BRALA25128	AENJA_00058
OG0001197	BRALA24133	AENJA_00493
OG0001198	BRALA09601	AENJA_01200
OG0001198	BRALA02488	AENJA_21857
OG0001199	BRALA28833	AENJA_01327
OG0001199	BRALA15988	AENJA_24392
OG0001201	BRALA03561	AENJA_02210
OG0001202	BRALA07019	AENJA_03117, AENJA_20571
OG0001203	BRALA13355	AENJA_03685, AENJA_16123
OG0001204	BRALA24154, BRALA24153	AENJA_20148
OG0001205	BRALA11819	AENJA_04101
OG0001205	BRALA15935	AENJA_26398
OG0001207	BRALA21595, BRALA21596	AENJA_18056
OG0001207	BRALA29973	AENJA_07276
OG0001208	BRALA01086	AENJA_09031
OG0001209	BRALA26756	AENJA_09041
OG0001210	BRALA17839	AENJA_18956
OG0001210	BRALA15850	AENJA_09592
OG0001212	BRALA15930	AENJA_14546, AENJA_09958
OG0001213	BRALA28371	AENJA_11717
OG0001213	BRALA34460	AENJA_11254
OG0001214	BRALA28235	AENJA_24301, AENJA_11388
OG0001215	BRALA00597	AENJA_15953
OG0001216	BRALA05650	AENJA_16979
OG0001217	BRALA28081	AENJA_17612
OG0001219	BRALA10294	AENJA_18562
OG0001220	BRALA31139	AENJA_21603
OG0001220	BRALA27150	AENJA_19416
OG0001221	BRALA22011	AENJA_19765
OG0001223	BRALA03165	AENJA_21588
OG0001224	BRALA26622	AENJA_22625
OG0001225	BRALA04168	AENJA_23700
OG0001230	BRALA09760	AENJA_02568, AENJA_08528, AENJA_02087
OG0001231	BRALA31220	AENJA_02177
OG0001232	BRALA16719, BRALA06486	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091
OG0001233	BRALA12301, BRALA12302, BRALA12300, BRALA12299, BRALA12305, BRALA20387, BRALA22451, BRALA22452	AENJA_02446
OG0001237	BRALA04360	AENJA_19599
OG0001238	BRALA16537	AENJA_07960
OG0001238	BRALA10747	AENJA_05667
OG0001241	BRALA15125	AENJA_21346
OG0001241	BRALA14260	AENJA_07588
OG0001242	BRALA00932, BRALA01201, BRALA00933, BRALA00934, BRALA00927, BRALA00929, BRALA00928, BRALA00930, BRALA00926, BRALA00931	AENJA_07671, AENJA_07672, AENJA_07670, AENJA_07673, AENJA_07669, AENJA_07675
OG0001243	BRALA07764	AENJA_09040
OG0001244	BRALA14601, BRALA11415, BRALA16821, BRALA15289, BRALA18332	AENJA_11230
OG0001245	BRALA18092	AENJA_11242
OG0001246	BRALA21012	AENJA_11976
OG0001247	BRALA17334	AENJA_24053
OG0001248	BRALA00477	AENJA_17279
OG0001250	BRALA25027	AENJA_18393
OG0001252	BRALA05331	AENJA_20096
OG0001253	BRALA09366	AENJA_21103
OG0001261	BRALA16992, BRALA16993, BRALA34932	AENJA_00856
OG0001262	BRALA35145	AENJA_25759
OG0001262	BRALA34134	AENJA_02100
OG0001263	BRALA03642	AENJA_02283
OG0001263	BRALA10859	AENJA_25444
OG0001264	BRALA03222	AENJA_02714
OG0001265	BRALA01169	AENJA_05274, AENJA_05550, AENJA_15579, AENJA_02852, AENJA_13872
OG0001266	BRALA18491, BRALA13354	AENJA_02853
OG0001267	BRALA16976	AENJA_03493
OG0001267	BRALA24251	AENJA_10310
OG0001268	BRALA01606	AENJA_03712
OG0001269	BRALA29120	AENJA_04104, AENJA_08778
OG0001270	BRALA25030	AENJA_04208
OG0001270	BRALA18973	AENJA_17726
OG0001270	BRALA13955	AENJA_21003, AENJA_12864
OG0001271	BRALA17017	AENJA_04651
OG0001272	BRALA07264	AENJA_05081
OG0001273	BRALA23210	AENJA_05090
OG0001274	BRALA10091	AENJA_06074
OG0001275	BRALA16893	AENJA_09059
OG0001276	BRALA19427	AENJA_07718, AENJA_07717
OG0001278	BRALA04581, BRALA14775	AENJA_09367
OG0001279	BRALA24710	AENJA_09382
OG0001280	BRALA09515	AENJA_11194
OG0001281	BRALA30159	AENJA_15472, AENJA_11305
OG0001282	BRALA02372	AENJA_12223
OG0001284	BRALA14486	AENJA_14056
OG0001284	BRALA09529	AENJA_21135
OG0001285	BRALA34142	AENJA_14208
OG0001286	BRALA27842	AENJA_16309
OG0001287	BRALA08199	AENJA_18219
OG0001288	BRALA01391	AENJA_22039
OG0001289	BRALA17557	AENJA_19878
OG0001290	BRALA17572	AENJA_21150
OG0001291	BRALA17947	AENJA_21434
OG0001292	BRALA14445	AENJA_21781
OG0001293	BRALA33561, BRALA26881	AENJA_23236
OG0001294	BRALA29575	AENJA_25092
OG0001295	BRALA00094	AENJA_25589
OG0001296	BRALA22582	AENJA_26215
OG0001300	BRALA05943, BRALA27824	AENJA_00411
OG0001302	BRALA01346	AENJA_13024
OG0001302	BRALA17951	AENJA_01840
OG0001304	BRALA22379	AENJA_14579
OG0001305	BRALA10193	AENJA_03926
OG0001306	BRALA05038	AENJA_13028
OG0001306	BRALA19534	AENJA_24214
OG0001307	BRALA31843, BRALA29890, BRALA31676	AENJA_25793, AENJA_05312, AENJA_18882, AENJA_24073, AENJA_10844, AENJA_14453
OG0001308	BRALA03706	AENJA_05647
OG0001309	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331	AENJA_05763, AENJA_07716
OG0001310	BRALA22585	AENJA_06272
OG0001310	BRALA27863	AENJA_10879
OG0001311	BRALA10689	AENJA_06702
OG0001311	BRALA14116	AENJA_15801
OG0001312	BRALA29353	AENJA_19595, AENJA_24384, AENJA_06846
OG0001313	BRALA24478, BRALA24480, BRALA24479, BRALA24001, BRALA11759	AENJA_13129, AENJA_20249, AENJA_13484, AENJA_07345
OG0001314	BRALA34015, BRALA33956	AENJA_15162
OG0001314	BRALA35509	AENJA_11562, AENJA_07754
OG0001315	BRALA13047	AENJA_08368
OG0001316	BRALA15900	AENJA_08714
OG0001317	BRALA12724	AENJA_08900
OG0001317	BRALA18356	AENJA_20026
OG0001318	BRALA08906	AENJA_09435
OG0001319	BRALA24213	AENJA_09605
OG0001320	BRALA11528	AENJA_12368
OG0001320	BRALA25109	AENJA_16608
OG0001321	BRALA08021	AENJA_14609
OG0001322	BRALA09871	AENJA_15110
OG0001322	BRALA13321	AENJA_16813
OG0001323	BRALA31053	AENJA_15789
OG0001324	BRALA33648	AENJA_15995
OG0001325	BRALA04015	AENJA_16492, AENJA_18977
OG0001326	BRALA24571	AENJA_16742
OG0001326	BRALA24570	AENJA_18964
OG0001327	BRALA10354	AENJA_18352
OG0001327	BRALA19771	AENJA_26627
OG0001329	BRALA32195, BRALA12680	AENJA_19033
OG0001330	BRALA23942	AENJA_20881
OG0001331	BRALA35749	AENJA_22608
OG0001332	BRALA00789	AENJA_23263
OG0001333	BRALA25392	AENJA_23772
OG0001334	BRALA30809, BRALA27173	AENJA_25606
OG0001339	BRALA35366, BRALA34173, BRALA33697	AENJA_00104
OG0001339	BRALA16667, BRALA16668	AENJA_18051
OG0001341	BRALA12816	AENJA_21191
OG0001343	BRALA31561, BRALA06510	AENJA_19784, AENJA_14364, AENJA_24249, AENJA_19571, AENJA_04196, AENJA_01558, AENJA_15572, AENJA_17314, AENJA_22381
OG0001344	BRALA03869	AENJA_01361
OG0001345	BRALA20076, BRALA00376	AENJA_17713
OG0001345	BRALA34977, BRALA28899, BRALA30390, BRALA28247, BRALA32440	AENJA_01500
OG0001345	BRALA35377, BRALA28898	AENJA_25364
OG0001348	BRALA16187	AENJA_01884
OG0001349	BRALA02678, BRALA14317, BRALA23364, BRALA09936, BRALA14316	AENJA_16365, AENJA_04454, AENJA_04452, AENJA_16650, AENJA_26153, AENJA_16987, AENJA_16986, AENJA_18181
OG0001350	BRALA27720	AENJA_05873
OG0001351	BRALA24199	AENJA_17428, AENJA_06682
OG0001352	BRALA06260	AENJA_06720, AENJA_06721, AENJA_06723
OG0001353	BRALA23222, BRALA23221	AENJA_06742
OG0001354	BRALA17798	AENJA_09573
OG0001354	BRALA25624	AENJA_07753
OG0001355	BRALA32786	AENJA_08188
OG0001356	BRALA19061, BRALA17347	AENJA_08269
