Orthogroup	BRALA	ORYLA
OG0000694	BRALA10162	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428
OG0000695	BRALA21788, BRALA13971, BRALA00498, BRALA12446	ORYLA11337, ORYLA10653, ORYLA03016, ORYLA03487, ORYLA03272, ORYLA07364, ORYLA10811, ORYLA11897
OG0000696	BRALA16043	ORYLA11558
OG0000696	BRALA19739	ORYLA20017
OG0000697	BRALA30467	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196
OG0000698	BRALA26139	ORYLA01040, ORYLA11831, ORYLA10489, ORYLA11830
OG0000699	BRALA12181	ORYLA04435
OG0000700	BRALA08858	ORYLA14865
OG0000701	BRALA21677	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338
OG0000702	BRALA28498	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416
OG0000703	BRALA03871	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497
OG0000706	BRALA20496	ORYLA16017, ORYLA14235
OG0000707	BRALA20116, BRALA29107	ORYLA15227
OG0000708	BRALA05296	ORYLA08879
OG0000708	BRALA10976	ORYLA10826, ORYLA20261, ORYLA20260
OG0000709	BRALA10837	ORYLA00220, ORYLA07658, ORYLA12732, ORYLA04881
OG0000710	BRALA16518	ORYLA02017, ORYLA19955
OG0000711	BRALA20784	ORYLA11208
OG0000711	BRALA02434	ORYLA14841, ORYLA12753, ORYLA14544
OG0000711	BRALA02091	ORYLA18961, ORYLA11207
OG0000712	BRALA19423	ORYLA01351, ORYLA01350, ORYLA01365, ORYLA03140, ORYLA00172, ORYLA20433
OG0000713	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690	ORYLA07467, ORYLA04219, ORYLA08824
OG0000715	BRALA17045	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499
OG0000716	BRALA35786, BRALA32595, BRALA32592	ORYLA09354, ORYLA09353, ORYLA11636, ORYLA05971
OG0000717	BRALA10082	ORYLA06102
OG0000718	BRALA29518	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234
OG0000720	BRALA08022	ORYLA02961, ORYLA19803, ORYLA14893
OG0000721	BRALA14964	ORYLA03998, ORYLA17258
OG0000722	BRALA24668, BRALA24667	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212
OG0000723	BRALA24351, BRALA08031, BRALA10480, BRALA03115	ORYLA15661, ORYLA15472, ORYLA19864, ORYLA17129
OG0000725	BRALA28873	ORYLA12897
OG0000725	BRALA35334	ORYLA10995, ORYLA14609, ORYLA12356
OG0000725	BRALA34432	ORYLA14785
OG0000726	BRALA09055	ORYLA08613, ORYLA20148
OG0000730	BRALA23680	ORYLA14344, ORYLA09687
OG0000730	BRALA23679	ORYLA06542, ORYLA08864, ORYLA08533, ORYLA13937
OG0000732	BRALA05974	ORYLA12890, ORYLA12891
OG0000732	BRALA01121	ORYLA17078, ORYLA17079, ORYLA00276, ORYLA13246
OG0000733	BRALA13293	ORYLA10736, ORYLA07377, ORYLA11454
OG0000733	BRALA13301	ORYLA04800, ORYLA10355, ORYLA11839
OG0000734	BRALA10056	ORYLA02564, ORYLA06887, ORYLA13266
OG0000735	BRALA12877	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363
OG0000736	BRALA00292	ORYLA05420, ORYLA15781
OG0000738	BRALA08653	ORYLA19789
OG0000738	BRALA24442, BRALA24444, BRALA24440, BRALA24441, BRALA24445	ORYLA05463, ORYLA01559, ORYLA05464
OG0000740	BRALA07389	ORYLA16089, ORYLA05536
OG0000740	BRALA17954	ORYLA17478
OG0000743	BRALA06285	ORYLA00778, ORYLA05798, ORYLA00731
OG0000743	BRALA06284	ORYLA00777, ORYLA00730, ORYLA16675
OG0000744	BRALA03822, BRALA06789, BRALA03324	ORYLA06262, ORYLA06263, ORYLA07597, ORYLA09281, ORYLA07131
OG0000745	BRALA06045	ORYLA04864
OG0000746	BRALA22561, BRALA22254, BRALA18386	ORYLA16580, ORYLA00617
OG0000748	BRALA10606	ORYLA17154
OG0000749	BRALA28914	ORYLA07541, ORYLA05251, ORYLA10702
OG0000750	BRALA14527	ORYLA10521
OG0000750	BRALA15208, BRALA27083, BRALA15212	ORYLA01307
OG0000750	BRALA08581, BRALA21234	ORYLA08096
OG0000751	BRALA07411	ORYLA01802, ORYLA10300, ORYLA09790
OG0000751	BRALA07933	ORYLA06872
OG0000752	BRALA11552	ORYLA05301
OG0000752	BRALA28831	ORYLA04164
OG0000752	BRALA05171	ORYLA06659, ORYLA00849
OG0000753	BRALA27046	ORYLA12199
OG0000753	BRALA21594	ORYLA15815, ORYLA03548, ORYLA04553
OG0000755	BRALA12515	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558
OG0000757	BRALA34310	ORYLA18438
OG0000757	BRALA14460	ORYLA08503
OG0000758	BRALA13715	ORYLA10334, ORYLA11982, ORYLA10388
OG0000759	BRALA30577	ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358
OG0000760	BRALA20315	ORYLA11056, ORYLA11057, ORYLA15061, ORYLA13778, ORYLA15825
OG0000761	BRALA23656	ORYLA02885, ORYLA00688, ORYLA13190
OG0000762	BRALA04595, BRALA07093	ORYLA13918, ORYLA09624, ORYLA07099
OG0000763	BRALA13502	ORYLA05751, ORYLA02707, ORYLA06579, ORYLA13087
OG0000764	BRALA20638	ORYLA06275
OG0000765	BRALA25961	ORYLA06881, ORYLA17894, ORYLA19781
OG0000766	BRALA15635	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914
OG0000767	BRALA12056, BRALA12057	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686
OG0000768	BRALA25731	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814
OG0000772	BRALA03708	ORYLA01171, ORYLA00334
OG0000772	BRALA03331	ORYLA10027, ORYLA01723
OG0000774	BRALA01367	ORYLA06329, ORYLA12975
OG0000774	BRALA12795	ORYLA20208
OG0000775	BRALA21814, BRALA18421, BRALA18562, BRALA18561, BRALA08287	ORYLA17590
OG0000776	BRALA29300	ORYLA19610, ORYLA04178
OG0000777	BRALA06536	ORYLA17057
OG0000778	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259	ORYLA03327, ORYLA15584
OG0000779	BRALA01807	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089
OG0000780	BRALA00744	ORYLA03240
OG0000781	BRALA05140, BRALA12327, BRALA12336	ORYLA16212, ORYLA10368
OG0000782	BRALA18203	ORYLA18096, ORYLA14883, ORYLA12161
OG0000783	BRALA05327, BRALA21547, BRALA20580, BRALA07693, BRALA12297, BRALA21197, BRALA01926, BRALA32173, BRALA06677, BRALA01540, BRALA23271, BRALA10462, BRALA16786, BRALA11601, BRALA24574, BRALA30779, BRALA32529, BRALA00159, BRALA27843, BRALA01925, BRALA30778, BRALA18854, BRALA32528, BRALA16000, BRALA06287, BRALA14344, BRALA19146, BRALA26050, BRALA16001, BRALA26049, BRALA27740, BRALA34940	ORYLA08572
OG0000784	BRALA06052, BRALA25550	ORYLA10206, ORYLA17131, ORYLA03150
OG0000784	BRALA17554, BRALA16289, BRALA22376, BRALA25588	ORYLA15503
OG0000786	BRALA12027	ORYLA11530
OG0000787	BRALA03891	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629
OG0000788	BRALA02413	ORYLA11231, ORYLA08781
OG0000788	BRALA32315	ORYLA19625, ORYLA13001
OG0000789	BRALA24048, BRALA33484	ORYLA09285, ORYLA09284, ORYLA08868
OG0000790	BRALA12655, BRALA12650, BRALA09236, BRALA09235, BRALA12669, BRALA28591, BRALA28595, BRALA28593, BRALA04265, BRALA25758, BRALA23300, BRALA10748, BRALA20036, BRALA04241, BRALA12652, BRALA25569, BRALA28594	ORYLA12997, ORYLA12995
OG0000791	BRALA14451	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037
OG0000792	BRALA04682	ORYLA05606
OG0000792	BRALA33683	ORYLA19740
OG0000792	BRALA32297	ORYLA17605, ORYLA17606, ORYLA02640
OG0000793	BRALA17595	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617
OG0000795	BRALA22731	ORYLA01400
OG0000798	BRALA22751	ORYLA16812, ORYLA19766, ORYLA16855
OG0000799	BRALA07756	ORYLA05059, ORYLA05058, ORYLA00741, ORYLA04318, ORYLA01142, ORYLA07333, ORYLA17377, ORYLA02682, ORYLA17378
OG0000802	BRALA01136, BRALA01137, BRALA01138	ORYLA13155, ORYLA17098, ORYLA00847, ORYLA16603, ORYLA13093, ORYLA03391, ORYLA03390, ORYLA08678, ORYLA06569, ORYLA13144, ORYLA17423, ORYLA02443
OG0000803	BRALA32963	ORYLA19991
OG0000803	BRALA35038, BRALA35572, BRALA32962	ORYLA11169
OG0000805	BRALA11113, BRALA11112, BRALA05953, BRALA05905, BRALA05906, BRALA22453	ORYLA02081, ORYLA06083, ORYLA16607, ORYLA07559, ORYLA10210, ORYLA09316
OG0000809	BRALA05348	ORYLA12960, ORYLA12961, ORYLA10307, ORYLA13020, ORYLA17678
OG0000810	BRALA00801	ORYLA13646
OG0000810	BRALA10599	ORYLA08587, ORYLA01680
OG0000812	BRALA29914	ORYLA14679
OG0000813	BRALA03660	ORYLA05187
OG0000813	BRALA03695	ORYLA17560, ORYLA02694, ORYLA17561
OG0000814	BRALA04143	ORYLA12200
OG0000814	BRALA13770, BRALA03045	ORYLA05497
OG0000815	BRALA11706	ORYLA09986
OG0000815	BRALA04544	ORYLA09860, ORYLA09294
OG0000816	BRALA20882	ORYLA07660, ORYLA04702, ORYLA03384
OG0000816	BRALA03932	ORYLA04785, ORYLA04786
OG0000817	BRALA00540	ORYLA14347
OG0000817	BRALA03663	ORYLA19483
OG0000817	BRALA17018	ORYLA07042
OG0000818	BRALA13068	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788
OG0000819	BRALA34137	ORYLA03241
OG0000820	BRALA14102	ORYLA16120
OG0000821	BRALA02614	ORYLA08469, ORYLA06934, ORYLA11909, ORYLA14439, ORYLA20377, ORYLA03820, ORYLA01486, ORYLA12448, ORYLA06680, ORYLA03119, ORYLA04417, ORYLA11494, ORYLA15504, ORYLA19402, ORYLA10028, ORYLA18235, ORYLA19250, ORYLA08565, ORYLA04007, ORYLA11080, ORYLA11868, ORYLA04634
OG0000822	BRALA23399, BRALA23400	ORYLA10851
OG0000822	BRALA02264	ORYLA08780
OG0000824	BRALA12514	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258
OG0000825	BRALA11858	ORYLA01475, ORYLA09556, ORYLA18879
OG0000825	BRALA13831, BRALA13832, BRALA13834, BRALA13833	ORYLA15482, ORYLA14599, ORYLA19869
OG0000826	BRALA19087	ORYLA15838
OG0000827	BRALA18118, BRALA02359, BRALA13523, BRALA16833, BRALA30597, BRALA00958	ORYLA14107, ORYLA17385
OG0000828	BRALA04441	ORYLA12597, ORYLA17485, ORYLA17486
OG0000828	BRALA34346	ORYLA02288
OG0000829	BRALA16337, BRALA16336	ORYLA12618, ORYLA07149, ORYLA18066, ORYLA02697
OG0000829	BRALA16335	ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790
OG0000830	BRALA06400	ORYLA00649
OG0000830	BRALA34995	ORYLA19799
OG0000831	BRALA05105	ORYLA06570
OG0000832	BRALA08098, BRALA08100, BRALA04511, BRALA15197, BRALA18694	ORYLA12959
OG0000833	BRALA05134	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637
OG0000834	BRALA06902	ORYLA14449, ORYLA15446, ORYLA00202, ORYLA13350, ORYLA06991, ORYLA09675, ORYLA08609
OG0000836	BRALA01673, BRALA04302, BRALA08044, BRALA08045	ORYLA14809, ORYLA12408, ORYLA13624
OG0000837	BRALA14733	ORYLA19078
OG0000838	BRALA18308, BRALA23852, BRALA23853	ORYLA18293, ORYLA11142
OG0000841	BRALA03274	ORYLA01641, ORYLA15191, ORYLA11622
OG0000842	BRALA00081	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014
OG0000845	BRALA12426	ORYLA08554, ORYLA00988
OG0000845	BRALA12338	ORYLA03586
OG0000847	BRALA27576	ORYLA07949
OG0000847	BRALA19376	ORYLA16880
OG0000848	BRALA26804	ORYLA04036, ORYLA00460, ORYLA01410
OG0000849	BRALA35105	ORYLA15667, ORYLA13688
OG0000850	BRALA22071, BRALA00654	ORYLA10312, ORYLA12941
OG0000850	BRALA25841	ORYLA04650, ORYLA04651
OG0000851	BRALA11776	ORYLA09558, ORYLA08388
OG0000852	BRALA26844	ORYLA01694, ORYLA05767, ORYLA05768
OG0000852	BRALA03113	ORYLA15572, ORYLA02133, ORYLA02134
OG0000855	BRALA11989	ORYLA03234
OG0000857	BRALA08900	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378
OG0000858	BRALA12759	ORYLA10920
OG0000858	BRALA08811	ORYLA04524
OG0000859	BRALA01935	ORYLA19103, ORYLA12697, ORYLA17341, ORYLA07145, ORYLA01993
OG0000860	BRALA18427	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306
OG0000861	BRALA27568, BRALA35442, BRALA35813, BRALA33885, BRALA34210, BRALA27569, BRALA16109, BRALA15763, BRALA31723, BRALA31507, BRALA21095, BRALA30990, BRALA33002, BRALA16677	ORYLA05327, ORYLA05326
OG0000863	BRALA11555	ORYLA05318, ORYLA11762
OG0000866	BRALA04845	ORYLA08411, ORYLA06158, ORYLA08410
OG0000868	BRALA34175	ORYLA11338, ORYLA10412
OG0000869	BRALA33856	ORYLA15399
OG0000870	BRALA18901	ORYLA08315, ORYLA16657
OG0000871	BRALA08980	ORYLA00978
OG0000871	BRALA16416	ORYLA00890
OG0000872	BRALA02222	ORYLA20287
OG0000874	BRALA11822	ORYLA00532, ORYLA03179, ORYLA04048, ORYLA07204
OG0000874	BRALA03146	ORYLA01855
OG0000875	BRALA10301	ORYLA13326, ORYLA07093
OG0000875	BRALA09033	ORYLA19061
OG0000876	BRALA11284	ORYLA18338
OG0000877	BRALA03177, BRALA03178	ORYLA15563
OG0000877	BRALA03179	ORYLA14210
OG0000878	BRALA02341	ORYLA15008
OG0000878	BRALA04723	ORYLA06030
OG0000879	BRALA05982	ORYLA06599
OG0000879	BRALA20286, BRALA33717, BRALA33372, BRALA20287	ORYLA15760, ORYLA10296
OG0000881	BRALA10038	ORYLA01916, ORYLA05888
OG0000881	BRALA27657	ORYLA04374, ORYLA03100
OG0000882	BRALA21924	ORYLA08988, ORYLA13972, ORYLA11874
OG0000883	BRALA07960	ORYLA12330, ORYLA12809
OG0000887	BRALA10243	ORYLA14286, ORYLA15959
OG0000887	BRALA09188	ORYLA06407
OG0000888	BRALA15051	ORYLA05760, ORYLA12980, ORYLA06869
OG0000888	BRALA24377	ORYLA17907
OG0000889	BRALA25124	ORYLA11414, ORYLA10267
OG0000889	BRALA07192	ORYLA16878
OG0000890	BRALA24385	ORYLA07665
OG0000893	BRALA25869, BRALA17380, BRALA24437	ORYLA15538, ORYLA13772, ORYLA13849, ORYLA14564, ORYLA14565, ORYLA14566, ORYLA13848
OG0000894	BRALA16945	ORYLA07232, ORYLA00467
OG0000894	BRALA06371	ORYLA07753, ORYLA17007, ORYLA16512
OG0000895	BRALA04351, BRALA04319	ORYLA17230, ORYLA02985
OG0000895	BRALA14632	ORYLA14977
OG0000896	BRALA17653	ORYLA12742
OG0000896	BRALA22494	ORYLA18744, ORYLA04344
OG0000897	BRALA28132	ORYLA14707
OG0000897	BRALA21067, BRALA20480, BRALA17997, BRALA21102	ORYLA15784
OG0000898	BRALA22391, BRALA22392, BRALA05142	ORYLA08993
OG0000900	BRALA04925, BRALA04944, BRALA04941, BRALA04922, BRALA04938, BRALA04932, BRALA04942, BRALA04933, BRALA04921, BRALA04934, BRALA04923	ORYLA14022, ORYLA15794, ORYLA11145, ORYLA12323, ORYLA07973, ORYLA16355
OG0000904	BRALA03360	ORYLA01297, ORYLA12510
OG0000906	BRALA02532	ORYLA02426
OG0000906	BRALA34275, BRALA35698, BRALA34042, BRALA25104	ORYLA02787
OG0000907	BRALA01339	ORYLA13394
OG0000908	BRALA30688	ORYLA04724, ORYLA18118
OG0000909	BRALA24516	ORYLA11368, ORYLA19848, ORYLA10623
OG0000911	BRALA24856	ORYLA16469, ORYLA08345
OG0000911	BRALA35518	ORYLA09695, ORYLA13753
OG0000912	BRALA21702	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420
OG0000912	BRALA14998	ORYLA03978, ORYLA03457
OG0000913	BRALA19448	ORYLA01511
OG0000914	BRALA20034	ORYLA14429
OG0000915	BRALA15366	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346
OG0000916	BRALA01182, BRALA18434, BRALA01142, BRALA21246, BRALA01181	ORYLA12808, ORYLA18238, ORYLA13182, ORYLA13181
OG0000921	BRALA09094	ORYLA19667
OG0000921	BRALA21805	ORYLA13652
OG0000923	BRALA04563	ORYLA07886, ORYLA09846
OG0000923	BRALA07148	ORYLA15757, ORYLA14372, ORYLA10056
OG0000925	BRALA25852	ORYLA19836
OG0000925	BRALA14244	ORYLA09614
OG0000927	BRALA33718	ORYLA13440, ORYLA04252, ORYLA01277, ORYLA04322, ORYLA07282, ORYLA09767
OG0000928	BRALA14602	ORYLA07148, ORYLA14647, ORYLA12139
OG0000929	BRALA27977	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109
OG0000932	BRALA23597	ORYLA03357
OG0000933	BRALA17396	ORYLA07695
OG0000934	BRALA15692	ORYLA09601, ORYLA11859
OG0000934	BRALA23860	ORYLA16233, ORYLA10870
OG0000935	BRALA20990	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839
OG0000938	BRALA02654	ORYLA11986, ORYLA13059, ORYLA01073, ORYLA01074
OG0000938	BRALA00825, BRALA00820, BRALA00821, BRALA00822, BRALA00823, BRALA11718, BRALA00824	ORYLA00524, ORYLA07193, ORYLA00523
OG0000943	BRALA26880	ORYLA17852
OG0000944	BRALA16973	ORYLA09043, ORYLA04158, ORYLA01246
OG0000945	BRALA12545	ORYLA12060
OG0000946	BRALA08785	ORYLA14183, ORYLA10918
OG0000946	BRALA02095, BRALA02094	ORYLA15133, ORYLA11209
OG0000947	BRALA00543	ORYLA08406, ORYLA19529, ORYLA08874
OG0000947	BRALA00290	ORYLA09649
OG0000949	BRALA16910	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705
OG0000951	BRALA16820	ORYLA06116, ORYLA14933
OG0000951	BRALA35165	ORYLA04877
OG0000952	BRALA08202	ORYLA03901, ORYLA02988
OG0000952	BRALA08201	ORYLA01232, ORYLA17229, ORYLA02987
OG0000953	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206	ORYLA02556
OG0000953	BRALA27297	ORYLA18188, ORYLA05667, ORYLA13885
OG0000954	BRALA34235, BRALA35344	ORYLA20086
OG0000954	BRALA10453	ORYLA16756, ORYLA16757, ORYLA16758
OG0000955	BRALA00782	ORYLA17644
OG0000955	BRALA16596	ORYLA12176
OG0000955	BRALA22745	ORYLA19752
OG0000957	BRALA14646	ORYLA13659, ORYLA18079
OG0000958	BRALA02128, BRALA02127, BRALA02129	ORYLA13781, ORYLA11059, ORYLA11060
OG0000960	BRALA12453	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514
OG0000963	BRALA03591	ORYLA13485, ORYLA06840, ORYLA06839
OG0000963	BRALA20733	ORYLA17317, ORYLA13364
OG0000964	BRALA08522, BRALA16405, BRALA13462, BRALA27147	ORYLA17226
OG0000964	BRALA26663	ORYLA03089
OG0000965	BRALA04013	ORYLA20470
OG0000965	BRALA03357	ORYLA07478
OG0000966	BRALA30500	ORYLA19569, ORYLA17821, ORYLA02666
OG0000967	BRALA11137	ORYLA04076
OG0000967	BRALA03874	ORYLA19755, ORYLA04962
OG0000968	BRALA14943	ORYLA12327, ORYLA10874, ORYLA14830
OG0000969	BRALA14830, BRALA07388, BRALA07383	ORYLA05704
OG0000970	BRALA07314	ORYLA17254, ORYLA02643
OG0000972	BRALA07302, BRALA07303	ORYLA17856
OG0000972	BRALA06799	ORYLA03686, ORYLA18142
OG0000973	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435	ORYLA01659
OG0000974	BRALA08524, BRALA00836	ORYLA03871
OG0000976	BRALA11565, BRALA11563, BRALA11570, BRALA11571	ORYLA14987, ORYLA12287, ORYLA09719
OG0000978	BRALA19988	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570
OG0000979	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544	ORYLA04958, ORYLA04959
OG0000981	BRALA17579	ORYLA02383, ORYLA17398
OG0000984	BRALA13541	ORYLA14092
OG0000984	BRALA10027	ORYLA13312
OG0000987	BRALA15995	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779
OG0000988	BRALA10034	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645
OG0000992	BRALA13132	ORYLA16313, ORYLA19691
OG0000992	BRALA29385	ORYLA01948
OG0000993	BRALA00562	ORYLA08621
OG0000994	BRALA12870	ORYLA11419
OG0000994	BRALA16394	ORYLA18398
OG0000995	BRALA13943, BRALA13941	ORYLA00280, ORYLA17021, ORYLA08300, ORYLA16326, ORYLA07992
OG0000996	BRALA14195	ORYLA01364, ORYLA09102, ORYLA20110
OG0000997	BRALA11907	ORYLA12756
OG0000999	BRALA08770	ORYLA17143, ORYLA07960, ORYLA15047
OG0001000	BRALA29242	ORYLA09416, ORYLA00982, ORYLA11450
OG0001001	BRALA14859	ORYLA04326, ORYLA07294
OG0001001	BRALA05897	ORYLA08735, ORYLA09611
OG0001002	BRALA17196, BRALA18350, BRALA01976	ORYLA07974, ORYLA08682
OG0001003	BRALA07286	ORYLA17863, ORYLA04404
OG0001005	BRALA24042	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	BRALA19471	ORYLA00587
OG0001006	BRALA06003	ORYLA17469, ORYLA06935
OG0001007	BRALA19531	ORYLA17844
OG0001008	BRALA24730	ORYLA10968, ORYLA12088
OG0001009	BRALA13978	ORYLA10070, ORYLA02205
OG0001011	BRALA07056, BRALA07076	ORYLA04068, ORYLA03585
OG0001011	BRALA01113, BRALA01112	ORYLA00313, ORYLA07327, ORYLA09923
OG0001015	BRALA21974	ORYLA16717, ORYLA08292
OG0001016	BRALA14145	ORYLA08912
OG0001018	BRALA35275, BRALA04664, BRALA06928, BRALA14350	ORYLA04621
OG0001021	BRALA20548	ORYLA19735
OG0001022	BRALA16207	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093
OG0001023	BRALA20751	ORYLA11181, ORYLA12354, ORYLA13986
OG0001024	BRALA23987	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767
OG0001026	BRALA11115	ORYLA08000, ORYLA00251, ORYLA17169
OG0001027	BRALA19076	ORYLA02447
OG0001027	BRALA06875, BRALA06471, BRALA06470, BRALA06472	ORYLA10175
OG0001028	BRALA32878, BRALA13434	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310
OG0001029	BRALA03377, BRALA03376	ORYLA15182, ORYLA07577
OG0001030	BRALA15099	ORYLA06855, ORYLA12212
OG0001030	BRALA10822	ORYLA11995, ORYLA10701, ORYLA05220
OG0001031	BRALA06708	ORYLA05281
OG0001031	BRALA11517, BRALA31101, BRALA16794, BRALA30770	ORYLA00443
OG0001032	BRALA31425	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152
OG0001033	BRALA06800	ORYLA02412, ORYLA17551
OG0001033	BRALA23440	ORYLA13566, ORYLA13207
OG0001036	BRALA13787	ORYLA14277
OG0001039	BRALA06810	ORYLA17932
OG0001042	BRALA11036	ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093
OG0001046	BRALA11238	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732
OG0001047	BRALA06024	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025
OG0001048	BRALA04010	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597
OG0001049	BRALA08587	ORYLA13294, ORYLA06586
OG0001049	BRALA19576	ORYLA03790, ORYLA15642
OG0001050	BRALA23081, BRALA05944	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038
OG0001051	BRALA23415, BRALA15643, BRALA31931, BRALA12809	ORYLA08725, ORYLA09931, ORYLA01092
OG0001052	BRALA06640	ORYLA04967, ORYLA04966, ORYLA02277
OG0001052	BRALA03851, BRALA06631	ORYLA18159, ORYLA04669
OG0001053	BRALA17006	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475
OG0001053	BRALA06712	ORYLA20458
OG0001054	BRALA16705	ORYLA05817, ORYLA00804
OG0001057	BRALA13576, BRALA13575	ORYLA13279, ORYLA04087, ORYLA09608, ORYLA01089
OG0001058	BRALA18889	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823
OG0001059	BRALA16690	ORYLA07025, ORYLA11863
OG0001060	BRALA22460	ORYLA11754
OG0001062	BRALA01158	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265
OG0001063	BRALA22627	ORYLA04692
OG0001065	BRALA12034, BRALA12035	ORYLA10407, ORYLA11700
OG0001066	BRALA03613	ORYLA20216, ORYLA18727, ORYLA15524, ORYLA20141, ORYLA15783
OG0001067	BRALA09702	ORYLA09765
OG0001067	BRALA11812, BRALA30598, BRALA16834	ORYLA19474
OG0001068	BRALA15808	ORYLA08837, ORYLA01885, ORYLA05843
OG0001072	BRALA23228, BRALA23227	ORYLA17591
OG0001072	BRALA29817	ORYLA18588
OG0001075	BRALA09682	ORYLA05472
OG0001076	BRALA20184	ORYLA04025, ORYLA03193, ORYLA12782
OG0001077	BRALA28759, BRALA28760	ORYLA06555
OG0001077	BRALA08290	ORYLA01775
OG0001077	BRALA31456	ORYLA10005
OG0001078	BRALA13847	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617
OG0001079	BRALA12769	ORYLA13958, ORYLA14764, ORYLA20201
OG0001080	BRALA13315	ORYLA06070
OG0001080	BRALA13682	ORYLA01954, ORYLA12745
OG0001081	BRALA20186, BRALA18322, BRALA02329, BRALA02330	ORYLA12631, ORYLA12630
OG0001082	BRALA21015	ORYLA16190, ORYLA14374
OG0001083	BRALA22369	ORYLA08355, ORYLA01216, ORYLA10438
OG0001084	BRALA34942	ORYLA08935
