Orthogroup	BRALA	SACKO_ok
OG0000782	BRALA18203	SACKO_02448
OG0000784	BRALA06052, BRALA25550, BRALA17554, BRALA16289, BRALA22376, BRALA25588	SACKO_27906
OG0000786	BRALA12027	SACKO_30010
OG0000787	BRALA03891	SACKO_05969
OG0000788	BRALA02413	SACKO_23309
OG0000788	BRALA32315	SACKO_16503
OG0000790	BRALA12655, BRALA12650, BRALA09236, BRALA09235, BRALA12669, BRALA28591, BRALA28595, BRALA28593, BRALA04265, BRALA25758, BRALA23300, BRALA10748, BRALA20036, BRALA04241	SACKO_25520, SACKO_25478, SACKO_25496, SACKO_25524, SACKO_25500, SACKO_25464, SACKO_25512, SACKO_26043
OG0000790	BRALA12652, BRALA25569, BRALA28594	SACKO_26270
OG0000791	BRALA14451	SACKO_06891
OG0000792	BRALA04682	SACKO_30915
OG0000792	BRALA32297	SACKO_20208
OG0000793	BRALA17595	SACKO_32255
OG0000794	BRALA27101, BRALA27102	SACKO_17237
OG0000795	BRALA22731	SACKO_13006, SACKO_12994
OG0000796	BRALA13626	SACKO_28893
OG0000798	BRALA22751	SACKO_10595, SACKO_10603
OG0000799	BRALA07756	SACKO_33594
OG0000803	BRALA35038, BRALA35572, BRALA32962	SACKO_08403
OG0000805	BRALA11113, BRALA11112, BRALA05953, BRALA05905, BRALA05906, BRALA22453	SACKO_18326, SACKO_18321, SACKO_23365, SACKO_18329, SACKO_33521, SACKO_09867, SACKO_09887, SACKO_09246
OG0000807	BRALA17262, BRALA26360, BRALA05460	SACKO_20337, SACKO_08448, SACKO_34211
OG0000808	BRALA26295	SACKO_08432, SACKO_10478, SACKO_06792
OG0000808	BRALA35228	SACKO_19821
OG0000809	BRALA05348	SACKO_11706, SACKO_11703
OG0000810	BRALA00801	SACKO_25393
OG0000810	BRALA10599	SACKO_08781
OG0000812	BRALA34233, BRALA02243	SACKO_09567
OG0000813	BRALA03660	SACKO_06455
OG0000814	BRALA04143	SACKO_00194
OG0000814	BRALA13770, BRALA03045	SACKO_27445
OG0000815	BRALA11706	SACKO_17789
OG0000815	BRALA04544	SACKO_18609
OG0000816	BRALA20882	SACKO_17944
OG0000816	BRALA03932	SACKO_17471
OG0000817	BRALA00540	SACKO_10398
OG0000817	BRALA03663	SACKO_05841
OG0000817	BRALA17018	SACKO_27281
OG0000818	BRALA13068	SACKO_13438
OG0000819	BRALA07696, BRALA07697	SACKO_16820
OG0000819	BRALA14959	SACKO_29534
OG0000819	BRALA34137	SACKO_06925
OG0000820	BRALA14102	SACKO_08030
OG0000822	BRALA08819, BRALA08822, BRALA08830	SACKO_20246
OG0000822	BRALA23399, BRALA23400	SACKO_23379
OG0000824	BRALA12514	SACKO_23963, SACKO_19936
OG0000825	BRALA11858	SACKO_07264
OG0000825	BRALA13834, BRALA13833	SACKO_03586
OG0000826	BRALA10374	SACKO_24167
OG0000826	BRALA19087	SACKO_19966
OG0000827	BRALA14647	SACKO_21318
OG0000827	BRALA00958	SACKO_01112
OG0000828	BRALA13294, BRALA17812	SACKO_17945
OG0000828	BRALA04441	SACKO_19680
OG0000828	BRALA34346	SACKO_02201
OG0000829	BRALA16337, BRALA16336, BRALA16335	SACKO_03719
OG0000830	BRALA01157, BRALA20794	SACKO_08420, SACKO_17829, SACKO_17827, SACKO_26129, SACKO_17830
OG0000831	BRALA05105	SACKO_33535, SACKO_14918
OG0000831	BRALA03242, BRALA07443, BRALA01790, BRALA01791	SACKO_32948, SACKO_09805
OG0000832	BRALA24388, BRALA08098, BRALA08100, BRALA04511, BRALA15197, BRALA18694	SACKO_08573, SACKO_03301, SACKO_31175, SACKO_05219, SACKO_06774, SACKO_06830, SACKO_17964, SACKO_14151, SACKO_03597, SACKO_11020, SACKO_03580, SACKO_16836, SACKO_19385, SACKO_33092, SACKO_33094, SACKO_33078, SACKO_33080, SACKO_31878
OG0000833	BRALA05134	SACKO_08623
OG0000834	BRALA06902	SACKO_13031, SACKO_10495
OG0000836	BRALA01674, BRALA04301	SACKO_11321, SACKO_24479
OG0000836	BRALA04434	SACKO_19694
OG0000836	BRALA01673, BRALA04302, BRALA08044, BRALA08045	SACKO_24783, SACKO_24782, SACKO_24773
OG0000838	BRALA18308	SACKO_03577
OG0000841	BRALA03274	SACKO_13443
OG0000842	BRALA00081	SACKO_18541, SACKO_32072
OG0000844	BRALA18784	SACKO_32835
OG0000845	BRALA12426	SACKO_22544
OG0000845	BRALA12338	SACKO_13159
OG0000846	BRALA08828	SACKO_14354, SACKO_14351, SACKO_13176, SACKO_13174
OG0000847	BRALA27576	SACKO_25423
OG0000847	BRALA19376	SACKO_08722, SACKO_21230
OG0000848	BRALA26804	SACKO_30123
OG0000849	BRALA35105	SACKO_13107
OG0000850	BRALA22071, BRALA00654	SACKO_07519
OG0000850	BRALA25841	SACKO_27751
OG0000851	BRALA11776	SACKO_14437
OG0000852	BRALA26844	SACKO_00856, SACKO_33033
OG0000852	BRALA03113	SACKO_16562
OG0000853	BRALA00419	SACKO_20301
OG0000855	BRALA11989	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125
OG0000856	BRALA04525	SACKO_15097
OG0000856	BRALA14253	SACKO_11418, SACKO_11463
OG0000857	BRALA08900	SACKO_29337
OG0000858	BRALA20038	SACKO_23749
OG0000859	BRALA01935	SACKO_08048
OG0000860	BRALA18427	SACKO_16104
OG0000861	BRALA27568, BRALA35442, BRALA35813, BRALA33885, BRALA34210, BRALA27569, BRALA16109, BRALA15763, BRALA31723, BRALA31507, BRALA21095, BRALA30990, BRALA33002, BRALA16677	SACKO_32762, SACKO_32764
OG0000863	BRALA11555	SACKO_28573, SACKO_03735, SACKO_20440, SACKO_20459
OG0000866	BRALA14503, BRALA14497, BRALA18163, BRALA10542, BRALA09878, BRALA09877, BRALA09875, BRALA22729	SACKO_04884, SACKO_34207
OG0000866	BRALA04845	SACKO_23181
OG0000867	BRALA24411, BRALA11145	SACKO_13729
OG0000868	BRALA34175	SACKO_01236
OG0000869	BRALA33856	SACKO_06026
OG0000870	BRALA21180, BRALA21179	SACKO_04425, SACKO_07032, SACKO_06215
OG0000870	BRALA18901	SACKO_17726
OG0000870	BRALA21177	SACKO_17728
OG0000871	BRALA08980	SACKO_27355, SACKO_19568, SACKO_19567, SACKO_03717
OG0000871	BRALA16416	SACKO_18718
OG0000872	BRALA02222	SACKO_32165
OG0000873	BRALA17119	SACKO_12092
OG0000874	BRALA11822	SACKO_19510
OG0000874	BRALA03146	SACKO_09706
OG0000875	BRALA10301	SACKO_11708
OG0000875	BRALA09033	SACKO_01411
OG0000876	BRALA11284	SACKO_25954
OG0000877	BRALA03177, BRALA03178	SACKO_32129
OG0000878	BRALA02340	SACKO_24900
OG0000878	BRALA02341	SACKO_24903
OG0000878	BRALA04723	SACKO_02892
OG0000879	BRALA05982	SACKO_26528
OG0000879	BRALA20286, BRALA33717, BRALA33372, BRALA20287	SACKO_28298
OG0000881	BRALA10038	SACKO_29973
OG0000881	BRALA27657	SACKO_18831
OG0000882	BRALA21924	SACKO_25246
OG0000883	BRALA07960, BRALA30741, BRALA32669, BRALA28827	SACKO_31678, SACKO_01503, SACKO_22909, SACKO_01513, SACKO_01837, SACKO_29652, SACKO_08467, SACKO_09232, SACKO_08442
OG0000885	BRALA31486, BRALA28486, BRALA28533	SACKO_24387, SACKO_19972, SACKO_15180
OG0000885	BRALA29005, BRALA30552, BRALA32695, BRALA35409, BRALA28011, BRALA31302, BRALA16812, BRALA17238, BRALA16348, BRALA12694, BRALA30210, BRALA28262, BRALA28263, BRALA03893, BRALA13929, BRALA32603, BRALA26403, BRALA17321, BRALA35562, BRALA14373, BRALA29640, BRALA32671, BRALA32670	SACKO_23828, SACKO_23483, SACKO_03043, SACKO_31456, SACKO_31823, SACKO_28053, SACKO_23632, SACKO_23126
OG0000887	BRALA10243	SACKO_29102
OG0000887	BRALA09188	SACKO_28481
OG0000888	BRALA15051	SACKO_12082
OG0000888	BRALA24377	SACKO_28163
OG0000889	BRALA25124	SACKO_03115
OG0000889	BRALA07192	SACKO_15045
OG0000891	BRALA33321, BRALA06342, BRALA28367	SACKO_16661, SACKO_16652
OG0000893	BRALA25869, BRALA17380, BRALA24437	SACKO_28812
OG0000894	BRALA16945	SACKO_26922
OG0000894	BRALA06371	SACKO_02223
OG0000895	BRALA04351, BRALA04319	SACKO_32155
OG0000895	BRALA04308, BRALA12519, BRALA18154, BRALA09323, BRALA32093, BRALA09321, BRALA09325, BRALA00849, BRALA09324, BRALA00850, BRALA04697, BRALA13649, BRALA01108, BRALA27343, BRALA09284, BRALA18825, BRALA00848, BRALA00845, BRALA04698, BRALA14615, BRALA16988	SACKO_19106
OG0000896	BRALA17653	SACKO_27525
OG0000896	BRALA22494	SACKO_25582, SACKO_18087
OG0000897	BRALA28132	SACKO_27937
OG0000897	BRALA21067, BRALA20480, BRALA17997, BRALA21102	SACKO_11689
OG0000898	BRALA22391, BRALA22392, BRALA05142	SACKO_16757, SACKO_27052
OG0000904	BRALA03360	SACKO_17479
OG0000905	BRALA02403	SACKO_13565
OG0000906	BRALA02532	SACKO_27403
OG0000907	BRALA01339	SACKO_17714
OG0000908	BRALA30688	SACKO_31904
OG0000909	BRALA24516	SACKO_13346
OG0000910	BRALA32043	SACKO_06703
OG0000911	BRALA24856	SACKO_07709
OG0000912	BRALA21702	SACKO_25608
OG0000912	BRALA14998	SACKO_29559
OG0000913	BRALA19448	SACKO_00547, SACKO_15554, SACKO_15585
OG0000914	BRALA20034	SACKO_23742
OG0000916	BRALA18434	SACKO_09053
OG0000918	BRALA13882	SACKO_32453, SACKO_16876
OG0000918	BRALA07956, BRALA09221, BRALA20049, BRALA30470, BRALA09233, BRALA12596, BRALA12364, BRALA07642	SACKO_32505
OG0000921	BRALA09094	SACKO_04977
OG0000921	BRALA21805	SACKO_13397
OG0000923	BRALA04563	SACKO_33231, SACKO_02494
OG0000923	BRALA07148	SACKO_17117
OG0000924	BRALA13147	SACKO_31698
OG0000924	BRALA15361	SACKO_29370
OG0000925	BRALA25852	SACKO_08031
OG0000925	BRALA14244	SACKO_26395
OG0000926	BRALA25512	SACKO_17537
OG0000927	BRALA12131, BRALA12132, BRALA12133, BRALA10479, BRALA33997, BRALA16171	SACKO_28368
OG0000928	BRALA14602	SACKO_11640
OG0000929	BRALA27860	SACKO_20793
OG0000929	BRALA27977	SACKO_08944
OG0000930	BRALA19541	SACKO_26170
OG0000930	BRALA18347, BRALA19543	SACKO_21351
OG0000931	BRALA30526	SACKO_25231
OG0000932	BRALA23597	SACKO_04386
OG0000934	BRALA15692	SACKO_29528
OG0000934	BRALA23860	SACKO_28076
OG0000935	BRALA20990	SACKO_27279
OG0000936	BRALA01130	SACKO_00605
OG0000938	BRALA00825, BRALA00820, BRALA00821, BRALA00822, BRALA00823, BRALA11718, BRALA00824	SACKO_01757, SACKO_01762, SACKO_15301, SACKO_09969, SACKO_15311
OG0000939	BRALA35195	SACKO_06514, SACKO_06153
OG0000939	BRALA07473, BRALA08047, BRALA29608, BRALA32491	SACKO_22767, SACKO_24928
OG0000939	BRALA24245, BRALA30080, BRALA29747, BRALA30799, BRALA30808, BRALA25178, BRALA30952, BRALA03006, BRALA00643, BRALA27510, BRALA25929, BRALA11983, BRALA19168, BRALA07886	SACKO_33411, SACKO_06231, SACKO_28943
OG0000940	BRALA32560	SACKO_05162, SACKO_24391, SACKO_06397, SACKO_07674, SACKO_13970, SACKO_33585, SACKO_24364, SACKO_00018, SACKO_07405, SACKO_27374, SACKO_11619, SACKO_32968, SACKO_18205, SACKO_21384, SACKO_00483, SACKO_34087, SACKO_22623, SACKO_27804, SACKO_10864, SACKO_14573, SACKO_31393, SACKO_34063, SACKO_33406, SACKO_03541
OG0000940	BRALA20177	SACKO_12928, SACKO_01579
OG0000942	BRALA16107, BRALA27955, BRALA27095, BRALA28044, BRALA32412	SACKO_32311, SACKO_01692, SACKO_33657, SACKO_33212, SACKO_26473, SACKO_28748, SACKO_00272, SACKO_09340, SACKO_26498, SACKO_07942
OG0000943	BRALA03760, BRALA05220, BRALA00974	SACKO_06009
OG0000943	BRALA26880	SACKO_03278
OG0000944	BRALA16973	SACKO_14532
OG0000945	BRALA12545	SACKO_29022
OG0000946	BRALA08785	SACKO_05354
OG0000946	BRALA02095, BRALA02094	SACKO_03434
OG0000946	BRALA08784	SACKO_03421
OG0000947	BRALA00543	SACKO_03864
OG0000947	BRALA00290	SACKO_27732
OG0000948	BRALA15765	SACKO_13439
OG0000949	BRALA16910	SACKO_06979, SACKO_06945, SACKO_03055
OG0000951	BRALA16820	SACKO_12290
OG0000951	BRALA33620	SACKO_04226
OG0000952	BRALA08202	SACKO_31709
OG0000952	BRALA08201	SACKO_31700
OG0000953	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206, BRALA27297	SACKO_16853, SACKO_33210
OG0000953	BRALA18599	SACKO_26487
OG0000954	BRALA34235, BRALA35344	SACKO_09923
OG0000954	BRALA10453	SACKO_25005
OG0000955	BRALA00782	SACKO_27594
OG0000955	BRALA16596	SACKO_11876
OG0000955	BRALA22745	SACKO_14411
OG0000957	BRALA14646	SACKO_21298
OG0000958	BRALA03247, BRALA20608, BRALA06455, BRALA20606	SACKO_27967
OG0000958	BRALA02128, BRALA02127, BRALA02129	SACKO_01365
OG0000960	BRALA12453	SACKO_17419
OG0000963	BRALA20733	SACKO_03897
OG0000964	BRALA08522, BRALA16405, BRALA13462, BRALA27147	SACKO_21085, SACKO_21082
OG0000965	BRALA04013	SACKO_31862, SACKO_21944
OG0000965	BRALA03357	SACKO_29607
OG0000966	BRALA30500	SACKO_19882
OG0000967	BRALA03874	SACKO_33567
OG0000968	BRALA14943	SACKO_19126
OG0000969	BRALA14830, BRALA07388, BRALA07383	SACKO_30327, SACKO_20971, SACKO_27764, SACKO_22920, SACKO_00619
OG0000970	BRALA07314	SACKO_05435
OG0000971	BRALA04950	SACKO_31352
OG0000972	BRALA07302, BRALA07303	SACKO_24516
OG0000972	BRALA06799	SACKO_27667
OG0000973	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435	SACKO_06563
OG0000974	BRALA08524, BRALA00836	SACKO_16128
OG0000975	BRALA00635, BRALA10588, BRALA08644, BRALA08645, BRALA08641, BRALA08636, BRALA05379, BRALA05380, BRALA17295, BRALA17291, BRALA17298, BRALA17292, BRALA05595, BRALA17297, BRALA08620, BRALA08622, BRALA08621, BRALA08618, BRALA05377, BRALA08562, BRALA17269, BRALA08564, BRALA17280, BRALA08565, BRALA08563, BRALA17279, BRALA08619, BRALA05375, BRALA08632, BRALA08630, BRALA08631, BRALA00633	SACKO_05651
OG0000977	BRALA29523	SACKO_04766
OG0000977	BRALA00637	SACKO_13919
OG0000977	BRALA23676	SACKO_12919
OG0000978	BRALA19988	SACKO_05312
OG0000979	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544	SACKO_28018, SACKO_28004, SACKO_28050, SACKO_20989, SACKO_19422, SACKO_21007
OG0000980	BRALA29035, BRALA24019, BRALA07024, BRALA30188, BRALA29034, BRALA29033, BRALA32980, BRALA09940	SACKO_19244
OG0000980	BRALA24020, BRALA29400, BRALA29037, BRALA29028	SACKO_05766, SACKO_05761
OG0000981	BRALA18588, BRALA00487, BRALA10700, BRALA10581, BRALA00620	SACKO_03122, SACKO_03119
OG0000981	BRALA17579	SACKO_11821, SACKO_29220, SACKO_11825
OG0000984	BRALA13541	SACKO_22470, SACKO_22468
OG0000984	BRALA10027	SACKO_28472
OG0000986	BRALA23940, BRALA06809	SACKO_18517
OG0000987	BRALA15995	SACKO_11731
OG0000988	BRALA10034	SACKO_00750, SACKO_27571
OG0000992	BRALA13132	SACKO_01033
OG0000992	BRALA29385	SACKO_27184
OG0000993	BRALA00562	SACKO_08088
OG0000994	BRALA12870	SACKO_04389
OG0000994	BRALA16394	SACKO_17316, SACKO_07113, SACKO_15046
OG0000995	BRALA13943, BRALA13941	SACKO_28732
OG0000996	BRALA14195	SACKO_00027
OG0000997	BRALA11907	SACKO_14564, SACKO_19635, SACKO_06080, SACKO_06219
OG0000998	BRALA34224, BRALA34676	SACKO_04803
OG0000998	BRALA35557	SACKO_30467
OG0000999	BRALA08770	SACKO_27886
OG0001000	BRALA29242	SACKO_14786
OG0001001	BRALA14859	SACKO_32000
OG0001002	BRALA01976	SACKO_17603
OG0001002	BRALA35638	SACKO_26493, SACKO_10217, SACKO_22423
OG0001003	BRALA07286	SACKO_29333
OG0001004	BRALA01185	SACKO_12211
OG0001005	BRALA24042	SACKO_07944
OG0001006	BRALA19471	SACKO_28465
OG0001006	BRALA06003	SACKO_25694
OG0001007	BRALA19531	SACKO_22800
OG0001008	BRALA24730	SACKO_12442
OG0001009	BRALA13978	SACKO_13013, SACKO_17660, SACKO_04223
OG0001010	BRALA19029, BRALA17834, BRALA29397, BRALA12623, BRALA05384, BRALA14410, BRALA14408, BRALA26790, BRALA02909, BRALA33398, BRALA21977, BRALA23097, BRALA02226, BRALA11118, BRALA12726, BRALA00461, BRALA17822, BRALA23640, BRALA12732, BRALA03087, BRALA12728, BRALA11557, BRALA28403, BRALA20605, BRALA16197, BRALA20512, BRALA30581, BRALA22224, BRALA32223, BRALA08106, BRALA22209, BRALA13870, BRALA12729, BRALA18344, BRALA02906, BRALA02902, BRALA11847	SACKO_32039, SACKO_32025
OG0001011	BRALA07056, BRALA07076, BRALA01113, BRALA01112, BRALA01272, BRALA00188, BRALA21785, BRALA17632	SACKO_15155, SACKO_15158, SACKO_12847, SACKO_12902
OG0001013	BRALA26373, BRALA25038, BRALA25040, BRALA34547	SACKO_22099, SACKO_33330, SACKO_22104
OG0001014	BRALA10457	SACKO_02723, SACKO_04998, SACKO_07017, SACKO_26625
OG0001014	BRALA07505	SACKO_13965, SACKO_13938, SACKO_10959, SACKO_03984, SACKO_17464, SACKO_13954
OG0001014	BRALA19267	SACKO_30471
OG0001014	BRALA11966	SACKO_04136
OG0001016	BRALA14145	SACKO_04981
OG0001016	BRALA31587	SACKO_15992
OG0001018	BRALA35275, BRALA04664, BRALA06928, BRALA14350	SACKO_04566, SACKO_31412
OG0001019	BRALA19089	SACKO_24259, SACKO_18004, SACKO_19076, SACKO_15691, SACKO_15677, SACKO_28073, SACKO_19934, SACKO_15664
OG0001021	BRALA20548	SACKO_09105
OG0001022	BRALA16207	SACKO_05140, SACKO_05128
OG0001023	BRALA20751	SACKO_01529
OG0001024	BRALA23987	SACKO_33650
OG0001026	BRALA11115	SACKO_18104
OG0001027	BRALA06875, BRALA06471, BRALA06470, BRALA06472	SACKO_17175, SACKO_22570, SACKO_25824
OG0001028	BRALA32878	SACKO_16985
OG0001030	BRALA15099	SACKO_29916
OG0001030	BRALA10822	SACKO_04680
OG0001031	BRALA06708	SACKO_14751, SACKO_16200
OG0001032	BRALA31425	SACKO_17505
OG0001033	BRALA06800	SACKO_17499
OG0001035	BRALA25230	SACKO_30597
OG0001035	BRALA26330, BRALA19804, BRALA28471, BRALA30556, BRALA19873, BRALA25231	SACKO_21736
OG0001035	BRALA27494, BRALA32074, BRALA19843, BRALA32073, BRALA21554, BRALA25673, BRALA20014, BRALA14257, BRALA30727, BRALA30630, BRALA28470, BRALA19847, BRALA26045, BRALA25448, BRALA30867	SACKO_01434, SACKO_32288, SACKO_03943, SACKO_05205, SACKO_08025
OG0001038	BRALA11546	SACKO_14106
OG0001039	BRALA06810	SACKO_07566
OG0001041	BRALA30551	SACKO_30775, SACKO_30781, SACKO_30782, SACKO_11024
OG0001042	BRALA11036	SACKO_12664
OG0001043	BRALA21584	SACKO_34099, SACKO_15259
OG0001045	BRALA14388	SACKO_01115, SACKO_28078
OG0001046	BRALA11238	SACKO_19301
OG0001047	BRALA06024	SACKO_22110, SACKO_22089, SACKO_19312
OG0001048	BRALA04010	SACKO_21452
OG0001049	BRALA08587	SACKO_28210
OG0001049	BRALA19576	SACKO_03823
OG0001050	BRALA23081, BRALA05944	SACKO_13547
OG0001051	BRALA34285	SACKO_30190, SACKO_30259
OG0001051	BRALA12808	SACKO_08626
OG0001051	BRALA07290	SACKO_21820, SACKO_10588
OG0001052	BRALA06640	SACKO_17741
OG0001052	BRALA03851, BRALA06631	SACKO_29699
OG0001053	BRALA17006	SACKO_17162
OG0001053	BRALA06712	SACKO_10734
OG0001056	BRALA26581	SACKO_11428
OG0001057	BRALA13576, BRALA13575	SACKO_34054
OG0001058	BRALA18889	SACKO_30744
OG0001059	BRALA16690	SACKO_34066
OG0001060	BRALA22460	SACKO_10412
OG0001062	BRALA01158	SACKO_29376
OG0001063	BRALA22627	SACKO_31591
OG0001063	BRALA22631	SACKO_17683
OG0001064	BRALA27120, BRALA30714, BRALA30301, BRALA26163	SACKO_15500, SACKO_34089, SACKO_31670, SACKO_03351, SACKO_16766, SACKO_31676, SACKO_12962, SACKO_12955, SACKO_12937, SACKO_30160
OG0001065	BRALA12034, BRALA12035	SACKO_06065
OG0001066	BRALA03613	SACKO_07584
OG0001067	BRALA10359	SACKO_23130, SACKO_23138, SACKO_23139, SACKO_23136, SACKO_23131, SACKO_23140, SACKO_11747
OG0001068	BRALA15808	SACKO_05518
OG0001072	BRALA23228, BRALA23227	SACKO_03267
OG0001072	BRALA29817	SACKO_03307
OG0001075	BRALA09682	SACKO_11315, SACKO_14262
OG0001076	BRALA20184	SACKO_06837
OG0001077	BRALA28759, BRALA28760	SACKO_10234
OG0001077	BRALA08290	SACKO_02065, SACKO_02030
OG0001077	BRALA31456	SACKO_02068
OG0001078	BRALA13847	SACKO_03626
OG0001079	BRALA18533, BRALA21440, BRALA18732, BRALA10369, BRALA24636, BRALA29256, BRALA20346, BRALA25660	SACKO_30338
OG0001079	BRALA12769	SACKO_30352
OG0001080	BRALA13315	SACKO_28482
OG0001080	BRALA13682	SACKO_17655
OG0001081	BRALA20186, BRALA18322, BRALA02329, BRALA02330	SACKO_20233, SACKO_20239
OG0001082	BRALA21015	SACKO_05811, SACKO_32916
OG0001082	BRALA24848	SACKO_08099
OG0001083	BRALA22369	SACKO_03733
OG0001084	BRALA33764	SACKO_24311
OG0001085	BRALA18590, BRALA17350	SACKO_23475
OG0001088	BRALA26627	SACKO_05186
OG0001089	BRALA20406	SACKO_12550
OG0001090	BRALA19647	SACKO_29439, SACKO_29447
OG0001091	BRALA18566	SACKO_17088
OG0001092	BRALA08314	SACKO_08149
OG0001093	BRALA07017	SACKO_20225
OG0001095	BRALA00514	SACKO_26687
OG0001096	BRALA33488, BRALA29289, BRALA09978, BRALA29288	SACKO_26925, SACKO_33433
OG0001097	BRALA11714	SACKO_11793
OG0001102	BRALA06483	SACKO_03700
OG0001102	BRALA01705	SACKO_27070
OG0001103	BRALA23451	SACKO_06135
OG0001103	BRALA15961	SACKO_18268
OG0001104	BRALA00254	SACKO_17440, SACKO_10508
OG0001104	BRALA14774	SACKO_03224
OG0001105	BRALA13887	SACKO_04214
OG0001105	BRALA35235	SACKO_09999
OG0001105	BRALA17080	SACKO_18067
OG0001108	BRALA10695	SACKO_04290
OG0001108	BRALA14990	SACKO_31250
OG0001109	BRALA34704, BRALA35909, BRALA30580, BRALA30582	SACKO_08252, SACKO_08246, SACKO_08241, SACKO_08240, SACKO_08237
OG0001110	BRALA02581, BRALA02578, BRALA21322, BRALA21321	SACKO_08229
OG0001111	BRALA28901	SACKO_20490
OG0001111	BRALA29371, BRALA06020	SACKO_03526
OG0001112	BRALA13668	SACKO_18503
OG0001113	BRALA08129	SACKO_21432
OG0001113	BRALA16554	SACKO_05156
OG0001115	BRALA07052, BRALA07051	SACKO_33624, SACKO_33583, SACKO_18619
OG0001116	BRALA03810, BRALA34250	SACKO_23852
OG0001117	BRALA15421	SACKO_06898
OG0001118	BRALA07680	SACKO_00345
OG0001119	BRALA13802	SACKO_20836, SACKO_20847
OG0001120	BRALA17608	SACKO_19029
OG0001121	BRALA32292, BRALA13901, BRALA27511, BRALA08946	SACKO_32575
OG0001122	BRALA17533, BRALA01448, BRALA13661, BRALA18878, BRALA13663, BRALA13662, BRALA13664	SACKO_19059, SACKO_19597, SACKO_18811, SACKO_23928, SACKO_23911, SACKO_23922, SACKO_23929, SACKO_23934, SACKO_19032, SACKO_23921, SACKO_05283, SACKO_23920, SACKO_03102
OG0001123	BRALA24284	SACKO_00205
OG0001123	BRALA23603	SACKO_33269
OG0001124	BRALA23017	SACKO_10008
OG0001124	BRALA07725	SACKO_04873
OG0001126	BRALA16208	SACKO_28905, SACKO_15936
OG0001127	BRALA09084	SACKO_04963
OG0001128	BRALA22493	SACKO_18055
OG0001129	BRALA12498	SACKO_22362
OG0001129	BRALA16098	SACKO_19446
OG0001130	BRALA01930	SACKO_21924
OG0001130	BRALA16826	SACKO_19389, SACKO_19419
OG0001131	BRALA13327	SACKO_02814
OG0001132	BRALA13540	SACKO_22464
OG0001133	BRALA03024	SACKO_03939
OG0001133	BRALA00752	SACKO_03870
OG0001134	BRALA23048	SACKO_00371
OG0001135	BRALA11818	SACKO_12991
OG0001136	BRALA18520	SACKO_08683
OG0001137	BRALA13309	SACKO_31589
OG0001138	BRALA00020, BRALA11821	SACKO_06420
OG0001139	BRALA06120	SACKO_11336
OG0001139	BRALA32868, BRALA35077	SACKO_08887
OG0001140	BRALA16639	SACKO_04124, SACKO_23104, SACKO_04138, SACKO_23108, SACKO_04131, SACKO_04133, SACKO_23103, SACKO_04130, SACKO_15430, SACKO_21499
OG0001141	BRALA09514	SACKO_15539
OG0001142	BRALA14735	SACKO_08495
OG0001143	BRALA04133	SACKO_27075
OG0001144	BRALA10734	SACKO_23855
OG0001146	BRALA18782	SACKO_04608, SACKO_10399
OG0001147	BRALA35992	SACKO_26881
OG0001149	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801	SACKO_23060
OG0001155	BRALA32774	SACKO_06971, SACKO_29197
OG0001155	BRALA23567	SACKO_06972
OG0001156	BRALA24884	SACKO_12887
OG0001158	BRALA32010	SACKO_17293
OG0001158	BRALA34638	SACKO_22305, SACKO_17286
OG0001159	BRALA12859, BRALA12862	SACKO_14618
OG0001160	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606	SACKO_03583
OG0001161	BRALA22337	SACKO_21600, SACKO_15264
OG0001162	BRALA29065	SACKO_17543, SACKO_14294
OG0001163	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378	SACKO_31507
OG0001164	BRALA14948	SACKO_00737
OG0001165	BRALA14768	SACKO_18359
OG0001165	BRALA05900	SACKO_31998
OG0001166	BRALA08200, BRALA14605	SACKO_31708
OG0001167	BRALA30313	SACKO_12026
OG0001168	BRALA20565	SACKO_18942
OG0001169	BRALA11830, BRALA12506	SACKO_01891
OG0001170	BRALA19296	SACKO_27342
OG0001171	BRALA30065	SACKO_20825
OG0001172	BRALA06911	SACKO_07899
OG0001172	BRALA04692	SACKO_23083
OG0001173	BRALA04333	SACKO_12453
OG0001173	BRALA04332	SACKO_11271
OG0001174	BRALA15302	SACKO_28428, SACKO_28429
OG0001175	BRALA00132, BRALA00133, BRALA17481	SACKO_00167
OG0001178	BRALA05138	SACKO_03875
OG0001178	BRALA06035	SACKO_08914
OG0001179	BRALA03116	SACKO_26771
OG0001179	BRALA20573	SACKO_32134
OG0001180	BRALA14580, BRALA22836	SACKO_03980
OG0001181	BRALA18132	SACKO_08231, SACKO_27253, SACKO_08232
OG0001182	BRALA02232	SACKO_00852, SACKO_21729, SACKO_06706, SACKO_28390, SACKO_28391
OG0001183	BRALA24188	SACKO_22928, SACKO_25666
OG0001184	BRALA10129	SACKO_04686
