Orthogroup	BRALA	APOSJ_ok
OG0000369	BRALA10401, BRALA25216, BRALA31492, BRALA25369	APOSJ_61419, APOSJ_61416, APOSJ_61417, APOSJ_61418, APOSJ_61415, APOSJ_61421
OG0000370	BRALA27158, BRALA27151, BRALA27155, BRALA27160, BRALA27154, BRALA16259, BRALA16252, BRALA16255, BRALA16258, BRALA27153, BRALA13714, BRALA18843, BRALA04284, BRALA26088	APOSJ_22828, APOSJ_22829
OG0000371	BRALA10649, BRALA10658	APOSJ_46362, APOSJ_46363
OG0000371	BRALA08456	APOSJ_04892, APOSJ_30478
OG0000371	BRALA18611	APOSJ_28320, APOSJ_41776
OG0000371	BRALA10647, BRALA17381, BRALA31152, BRALA18606, BRALA18607	APOSJ_07649, APOSJ_07648
OG0000372	BRALA15783	APOSJ_32309, APOSJ_49281
OG0000372	BRALA08267	APOSJ_64678, APOSJ_60619, APOSJ_64680, APOSJ_64679
OG0000372	BRALA23771	APOSJ_37509
OG0000372	BRALA15781	APOSJ_06841, APOSJ_06842
OG0000373	BRALA31921	APOSJ_12633, APOSJ_12635, APOSJ_12632, APOSJ_12631, APOSJ_12634
OG0000373	BRALA23435	APOSJ_52214
OG0000373	BRALA23054	APOSJ_21920
OG0000374	BRALA29978	APOSJ_38286, APOSJ_38287
OG0000374	BRALA25996	APOSJ_05003
OG0000377	BRALA01277, BRALA04457, BRALA07944, BRALA18367, BRALA29810, BRALA28659, BRALA28195, BRALA12900, BRALA12821, BRALA00575, BRALA16212, BRALA15271, BRALA07779, BRALA07780, BRALA07773, BRALA07774, BRALA12842, BRALA22335, BRALA22336, BRALA29134, BRALA00517, BRALA12472	APOSJ_13025, APOSJ_62458, APOSJ_62459
OG0000378	BRALA33943	APOSJ_08015
OG0000378	BRALA34778	APOSJ_40349, APOSJ_40350, APOSJ_52129, APOSJ_40351
OG0000379	BRALA19351	APOSJ_26427
OG0000379	BRALA06333	APOSJ_24725
OG0000379	BRALA01777	APOSJ_43636, APOSJ_43638, APOSJ_43637
OG0000381	BRALA04195	APOSJ_46002
OG0000381	BRALA01798	APOSJ_29453
OG0000381	BRALA25883	APOSJ_06669
OG0000382	BRALA31049, BRALA21317	APOSJ_02981
OG0000383	BRALA28815	APOSJ_28439
OG0000384	BRALA11440	APOSJ_30562, APOSJ_30561, APOSJ_28863, APOSJ_30555, APOSJ_22956, APOSJ_17150, APOSJ_17153, APOSJ_28866, APOSJ_28869, APOSJ_30557, APOSJ_17452, APOSJ_17154, APOSJ_30560, APOSJ_28867, APOSJ_17152, APOSJ_28864, APOSJ_30556, APOSJ_30558, APOSJ_28862, APOSJ_22957, APOSJ_28865, APOSJ_13926, APOSJ_18449, APOSJ_30559, APOSJ_17155, APOSJ_28868, APOSJ_13925, APOSJ_42625, APOSJ_18453
OG0000384	BRALA18615	APOSJ_45785
OG0000384	BRALA06793	APOSJ_10804, APOSJ_10802, APOSJ_10803, APOSJ_08321, APOSJ_10805, APOSJ_03385, APOSJ_10801, APOSJ_10799, APOSJ_10807, APOSJ_10800
OG0000389	BRALA11849, BRALA11845, BRALA18683	APOSJ_04847, APOSJ_04845, APOSJ_04843, APOSJ_51827, APOSJ_04846, APOSJ_51830, APOSJ_04848, APOSJ_54180, APOSJ_04844, APOSJ_04849, APOSJ_51828, APOSJ_51826, APOSJ_51829
OG0000389	BRALA06714	APOSJ_45091
OG0000390	BRALA05729, BRALA23594	APOSJ_60702
OG0000390	BRALA00892, BRALA00888, BRALA00889, BRALA00891, BRALA04361, BRALA12713, BRALA26811, BRALA26809, BRALA12705, BRALA08159, BRALA22700, BRALA22699, BRALA23595	APOSJ_26040, APOSJ_03121, APOSJ_42396, APOSJ_59050
OG0000392	BRALA01209	APOSJ_29331, APOSJ_52981, APOSJ_60654, APOSJ_51981, APOSJ_09465, APOSJ_18547, APOSJ_59471, APOSJ_23355, APOSJ_05996, APOSJ_23352, APOSJ_05994, APOSJ_53347, APOSJ_53353, APOSJ_59477, APOSJ_59475, APOSJ_63008, APOSJ_51743, APOSJ_52984, APOSJ_62977, APOSJ_05992, APOSJ_62996, APOSJ_53296, APOSJ_59474, APOSJ_05993, APOSJ_23356, APOSJ_59476, APOSJ_23353, APOSJ_26329, APOSJ_51728, APOSJ_05995, APOSJ_59472, APOSJ_53398, APOSJ_51734, APOSJ_51725, APOSJ_47184, APOSJ_52979, APOSJ_23354, APOSJ_61754, APOSJ_51987, APOSJ_51991, APOSJ_23351, APOSJ_59473, APOSJ_60668, APOSJ_33055, APOSJ_23350
OG0000393	BRALA31821, BRALA03078	APOSJ_12639, APOSJ_51170, APOSJ_44607, APOSJ_10349, APOSJ_01148, APOSJ_10350, APOSJ_50984, APOSJ_44606, APOSJ_44608, APOSJ_58562, APOSJ_51175, APOSJ_12636, APOSJ_10345, APOSJ_10346, APOSJ_44609, APOSJ_01537, APOSJ_37401
OG0000393	BRALA27929	APOSJ_27332, APOSJ_54398, APOSJ_54399
OG0000393	BRALA03160	APOSJ_58923, APOSJ_27432
OG0000396	BRALA01165	APOSJ_12900, APOSJ_46182, APOSJ_21907
OG0000397	BRALA34670	APOSJ_27317, APOSJ_35633
OG0000399	BRALA23772	APOSJ_47890
OG0000399	BRALA04322	APOSJ_26614
OG0000400	BRALA19704	APOSJ_18323
OG0000401	BRALA15440, BRALA03200, BRALA15436, BRALA15435	APOSJ_53113, APOSJ_53111, APOSJ_53114, APOSJ_53112, APOSJ_57402, APOSJ_03891, APOSJ_53115, APOSJ_03904
OG0000402	BRALA21413	APOSJ_39111, APOSJ_39113, APOSJ_39112, APOSJ_39115, APOSJ_39114
OG0000403	BRALA20044	APOSJ_35999, APOSJ_35995, APOSJ_35997, APOSJ_35998, APOSJ_61714, APOSJ_61713, APOSJ_43150, APOSJ_08755, APOSJ_08759, APOSJ_08761, APOSJ_08757, APOSJ_08760, APOSJ_08756
OG0000404	BRALA05151	APOSJ_32095
OG0000404	BRALA30787, BRALA33638	APOSJ_53262, APOSJ_53263, APOSJ_53266, APOSJ_62349, APOSJ_53267, APOSJ_34637, APOSJ_53264, APOSJ_30197
OG0000405	BRALA21721	APOSJ_63025, APOSJ_63022, APOSJ_27533, APOSJ_27536, APOSJ_27531, APOSJ_27534, APOSJ_63023, APOSJ_27532, APOSJ_27535, APOSJ_27528, APOSJ_27530, APOSJ_27529
OG0000409	BRALA10303, BRALA10304, BRALA10302	APOSJ_43775, APOSJ_18157
OG0000409	BRALA28218	APOSJ_35378
OG0000409	BRALA16408	APOSJ_13202, APOSJ_08547
OG0000410	BRALA09729, BRALA30152, BRALA31379, BRALA17875	APOSJ_08054, APOSJ_31190, APOSJ_29704, APOSJ_29705, APOSJ_29708, APOSJ_31192, APOSJ_29706, APOSJ_29709, APOSJ_31193, APOSJ_63811, APOSJ_29707, APOSJ_31191, APOSJ_50240, APOSJ_50242, APOSJ_50241
OG0000411	BRALA33932, BRALA34958	APOSJ_60239
OG0000411	BRALA18710, BRALA18709	APOSJ_02227, APOSJ_02226
OG0000412	BRALA00561	APOSJ_24517, APOSJ_58404
OG0000412	BRALA06660	APOSJ_14599, APOSJ_34090
OG0000412	BRALA01758, BRALA10138	APOSJ_36086, APOSJ_37442, APOSJ_11743, APOSJ_11744, APOSJ_11745
OG0000413	BRALA21468	APOSJ_24595, APOSJ_24593, APOSJ_24594
OG0000413	BRALA06166	APOSJ_20536, APOSJ_01798
OG0000414	BRALA34935, BRALA33614, BRALA30139, BRALA22773, BRALA33497	APOSJ_27236
OG0000414	BRALA09612	APOSJ_13614, APOSJ_56767, APOSJ_13610, APOSJ_19928, APOSJ_34837, APOSJ_34838, APOSJ_34836, APOSJ_30334, APOSJ_04652, APOSJ_18822, APOSJ_04052, APOSJ_13114, APOSJ_18816, APOSJ_57936, APOSJ_13121, APOSJ_13117, APOSJ_13115, APOSJ_18823, APOSJ_54073, APOSJ_49217, APOSJ_49219, APOSJ_64880
OG0000415	BRALA21989, BRALA33643, BRALA12432, BRALA21986, BRALA21988, BRALA33092, BRALA03189	APOSJ_39680, APOSJ_39681, APOSJ_33768
OG0000416	BRALA02178, BRALA17361, BRALA29138, BRALA22835, BRALA29137	APOSJ_59565, APOSJ_59569, APOSJ_59564, APOSJ_59567, APOSJ_59566, APOSJ_59568, APOSJ_55801
OG0000417	BRALA30440, BRALA27708	APOSJ_31082, APOSJ_10587, APOSJ_62065, APOSJ_41757, APOSJ_11845, APOSJ_10277, APOSJ_45786, APOSJ_04044, APOSJ_10942, APOSJ_10585, APOSJ_10588, APOSJ_10586
OG0000418	BRALA13974, BRALA30254, BRALA08626, BRALA32687, BRALA30082	APOSJ_36446, APOSJ_17088, APOSJ_58675
OG0000418	BRALA08703, BRALA12105, BRALA30120, BRALA15439, BRALA21558, BRALA33313, BRALA27958, BRALA01943	APOSJ_30544, APOSJ_18291, APOSJ_06755, APOSJ_06756
OG0000419	BRALA30844	APOSJ_58631, APOSJ_58630, APOSJ_08113, APOSJ_08119, APOSJ_08117, APOSJ_08114, APOSJ_08115, APOSJ_50991, APOSJ_08116, APOSJ_42189, APOSJ_08118, APOSJ_34079
OG0000420	BRALA24622	APOSJ_64606, APOSJ_64605
OG0000420	BRALA13074, BRALA05449, BRALA13072, BRALA13076, BRALA13077, BRALA13078	APOSJ_55411, APOSJ_39760, APOSJ_10986, APOSJ_39762, APOSJ_10985, APOSJ_10984, APOSJ_39761, APOSJ_48430, APOSJ_10987, APOSJ_39763, APOSJ_21508, APOSJ_04266
OG0000422	BRALA16622	APOSJ_49824, APOSJ_32007, APOSJ_03562, APOSJ_49828, APOSJ_49829, APOSJ_49826, APOSJ_49822, APOSJ_32008, APOSJ_31423, APOSJ_31424, APOSJ_31422, APOSJ_49827, APOSJ_42477, APOSJ_32006, APOSJ_32005, APOSJ_49825, APOSJ_32010, APOSJ_49823
OG0000424	BRALA08803	APOSJ_08867, APOSJ_08868
OG0000425	BRALA24699	APOSJ_41338, APOSJ_41337
OG0000427	BRALA09830	APOSJ_24669
OG0000427	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788	APOSJ_23730
OG0000429	BRALA31849	APOSJ_27185, APOSJ_12543, APOSJ_19453
OG0000429	BRALA13739, BRALA13741, BRALA13742, BRALA13766, BRALA12307	APOSJ_10072, APOSJ_10073, APOSJ_10074, APOSJ_08808, APOSJ_10071, APOSJ_08809, APOSJ_08814, APOSJ_08812, APOSJ_10075, APOSJ_26164, APOSJ_26166, APOSJ_26167, APOSJ_26169, APOSJ_26172, APOSJ_26173, APOSJ_65072, APOSJ_26170, APOSJ_26168, APOSJ_26165, APOSJ_10076, APOSJ_26163, APOSJ_08811, APOSJ_08810, APOSJ_08813, APOSJ_10070, APOSJ_19456, APOSJ_19458
OG0000430	BRALA23824	APOSJ_55144
OG0000431	BRALA06237	APOSJ_41257, APOSJ_17141
OG0000431	BRALA13675	APOSJ_03912
OG0000432	BRALA18991	APOSJ_11780, APOSJ_11779
OG0000432	BRALA09358, BRALA20322	APOSJ_38231, APOSJ_38230, APOSJ_38235, APOSJ_38233, APOSJ_38237, APOSJ_53243, APOSJ_38234, APOSJ_53244, APOSJ_62180, APOSJ_39360, APOSJ_38232, APOSJ_38236
OG0000433	BRALA23044	APOSJ_13437, APOSJ_13435, APOSJ_19052, APOSJ_13436, APOSJ_13439, APOSJ_13438
OG0000433	BRALA19035	APOSJ_34783, APOSJ_26320
OG0000434	BRALA01801	APOSJ_40414
OG0000434	BRALA04475, BRALA20379	APOSJ_37312, APOSJ_00867, APOSJ_00868, APOSJ_29247, APOSJ_29245, APOSJ_29243, APOSJ_29248, APOSJ_29244, APOSJ_29246
OG0000435	BRALA00145, BRALA13279	APOSJ_39390, APOSJ_62293
OG0000437	BRALA23658, BRALA22832, BRALA23657, BRALA09050, BRALA03237	APOSJ_34850, APOSJ_34848, APOSJ_18866, APOSJ_51815, APOSJ_34849, APOSJ_18863, APOSJ_18862, APOSJ_34851, APOSJ_51488
OG0000442	BRALA23798	APOSJ_60316, APOSJ_56306, APOSJ_56308, APOSJ_56305, APOSJ_58037, APOSJ_56304, APOSJ_56307, APOSJ_52970, APOSJ_56309
OG0000442	BRALA25405, BRALA33737	APOSJ_40499
OG0000442	BRALA30174	APOSJ_17649
OG0000443	BRALA14524	APOSJ_20976, APOSJ_34695, APOSJ_20975, APOSJ_34697, APOSJ_20973, APOSJ_18085, APOSJ_20974, APOSJ_49106, APOSJ_18082, APOSJ_34694, APOSJ_20977, APOSJ_18091, APOSJ_34693, APOSJ_34698
OG0000444	BRALA29773	APOSJ_53476, APOSJ_63475, APOSJ_63471
OG0000444	BRALA07745	APOSJ_62781, APOSJ_62782
OG0000445	BRALA34223	APOSJ_29067, APOSJ_29066
OG0000446	BRALA02260	APOSJ_65246, APOSJ_65243
OG0000446	BRALA15987	APOSJ_03580
OG0000447	BRALA30761	APOSJ_33423, APOSJ_39549, APOSJ_21344, APOSJ_37832, APOSJ_33416, APOSJ_39548, APOSJ_21347, APOSJ_46524, APOSJ_40055, APOSJ_33417, APOSJ_37049, APOSJ_33419, APOSJ_33422, APOSJ_38407, APOSJ_21348, APOSJ_21349, APOSJ_37833, APOSJ_00588, APOSJ_33420, APOSJ_63648, APOSJ_39551, APOSJ_63640, APOSJ_04484, APOSJ_46381, APOSJ_33418, APOSJ_27284, APOSJ_21346, APOSJ_21345, APOSJ_27283, APOSJ_27286, APOSJ_33421, APOSJ_39552, APOSJ_37045, APOSJ_27291, APOSJ_21343, APOSJ_37834, APOSJ_46509, APOSJ_33424, APOSJ_37046, APOSJ_27290
OG0000448	BRALA12672, BRALA12692	APOSJ_16275
OG0000449	BRALA16453	APOSJ_19859
OG0000450	BRALA29697	APOSJ_17390, APOSJ_17391, APOSJ_17389, APOSJ_17392, APOSJ_17388, APOSJ_17393
OG0000453	BRALA02457, BRALA14623, BRALA04109, BRALA28906, BRALA28062, BRALA23580, BRALA19233, BRALA24206, BRALA24207	APOSJ_39951, APOSJ_21266, APOSJ_21265, APOSJ_21264, APOSJ_21267
OG0000456	BRALA30394, BRALA28489	APOSJ_05419, APOSJ_32195
OG0000456	BRALA30241, BRALA31700	APOSJ_32967, APOSJ_08164, APOSJ_42120, APOSJ_42119
OG0000457	BRALA31550, BRALA07318, BRALA30141, BRALA26521, BRALA31330	APOSJ_46915, APOSJ_11630, APOSJ_06566, APOSJ_06563, APOSJ_00759, APOSJ_00756, APOSJ_64330, APOSJ_00757, APOSJ_12194, APOSJ_25376, APOSJ_64321, APOSJ_32844, APOSJ_41440, APOSJ_06561, APOSJ_41439, APOSJ_46917, APOSJ_06565, APOSJ_00761, APOSJ_46916, APOSJ_46913, APOSJ_10541, APOSJ_46912, APOSJ_32841, APOSJ_12195, APOSJ_59927, APOSJ_53412, APOSJ_46918, APOSJ_00762, APOSJ_59926, APOSJ_00758, APOSJ_00760, APOSJ_53410, APOSJ_06564, APOSJ_00755
OG0000457	BRALA13219, BRALA34370	APOSJ_51075, APOSJ_42921, APOSJ_42917, APOSJ_49680, APOSJ_43623, APOSJ_42919, APOSJ_51077, APOSJ_51079, APOSJ_51073, APOSJ_33116, APOSJ_42920, APOSJ_49675, APOSJ_42016, APOSJ_50720
OG0000458	BRALA27731	APOSJ_07623, APOSJ_07621, APOSJ_31447, APOSJ_24898, APOSJ_01226, APOSJ_31429, APOSJ_26015, APOSJ_07616
OG0000458	BRALA08331, BRALA08332, BRALA23783	APOSJ_52933, APOSJ_19824
OG0000459	BRALA15317, BRALA32904, BRALA09210, BRALA32905, BRALA32906	APOSJ_06385, APOSJ_06387, APOSJ_06390, APOSJ_23743, APOSJ_23744, APOSJ_06391, APOSJ_16848, APOSJ_17976, APOSJ_06389, APOSJ_23742, APOSJ_06386, APOSJ_06392, APOSJ_06388, APOSJ_17974, APOSJ_23747, APOSJ_23748, APOSJ_23749, APOSJ_23750, APOSJ_40383, APOSJ_59213, APOSJ_62849, APOSJ_23746, APOSJ_17975, APOSJ_23745, APOSJ_45294, APOSJ_26264, APOSJ_09113, APOSJ_09116, APOSJ_08276
OG0000460	BRALA28315	APOSJ_23650, APOSJ_23649, APOSJ_23652, APOSJ_23651
OG0000461	BRALA10740	APOSJ_15333, APOSJ_24916, APOSJ_24919, APOSJ_21047, APOSJ_21049, APOSJ_21051, APOSJ_15336, APOSJ_02773, APOSJ_21052, APOSJ_15335, APOSJ_63710, APOSJ_21048, APOSJ_02772, APOSJ_21050, APOSJ_24918, APOSJ_30700, APOSJ_15334, APOSJ_15332, APOSJ_25654, APOSJ_24920, APOSJ_21053, APOSJ_24917
OG0000461	BRALA25433	APOSJ_54487
OG0000463	BRALA16614, BRALA34631	APOSJ_21797, APOSJ_21796
OG0000465	BRALA17892	APOSJ_47214, APOSJ_47212, APOSJ_27264
OG0000465	BRALA15766	APOSJ_19682, APOSJ_19683
OG0000466	BRALA25737, BRALA15112, BRALA23392	APOSJ_40609, APOSJ_40610, APOSJ_40608, APOSJ_40607, APOSJ_59356, APOSJ_07051
OG0000466	BRALA18219, BRALA08090, BRALA23477, BRALA06102	APOSJ_33291
OG0000467	BRALA17998	APOSJ_42240, APOSJ_06699, APOSJ_06698, APOSJ_06700, APOSJ_06701, APOSJ_06697, APOSJ_39334, APOSJ_42237, APOSJ_06696
OG0000468	BRALA16180, BRALA28186, BRALA18298, BRALA18299, BRALA18302, BRALA18300	APOSJ_46770, APOSJ_25944, APOSJ_39036, APOSJ_39034, APOSJ_39032, APOSJ_39031, APOSJ_39033, APOSJ_39035
OG0000468	BRALA11917	APOSJ_51584
OG0000469	BRALA35215, BRALA33439	APOSJ_22310
OG0000469	BRALA16555	APOSJ_01924, APOSJ_65240
OG0000470	BRALA24698	APOSJ_06397, APOSJ_06395, APOSJ_06396, APOSJ_06398, APOSJ_59730, APOSJ_59732, APOSJ_40627, APOSJ_20003, APOSJ_40628, APOSJ_59735, APOSJ_62149, APOSJ_40619, APOSJ_20008, APOSJ_20006, APOSJ_20004, APOSJ_40626, APOSJ_40622, APOSJ_59731, APOSJ_40621, APOSJ_20007, APOSJ_20005, APOSJ_40620, APOSJ_40625, APOSJ_59729, APOSJ_59734, APOSJ_59736, APOSJ_54133, APOSJ_40624, APOSJ_59733
OG0000472	BRALA30097, BRALA25492, BRALA23375	APOSJ_06850, APOSJ_01105, APOSJ_01106, APOSJ_46626, APOSJ_57591
OG0000475	BRALA33310	APOSJ_60939, APOSJ_60934, APOSJ_60932, APOSJ_60935, APOSJ_60933, APOSJ_60936, APOSJ_61466, APOSJ_60937
OG0000476	BRALA20616	APOSJ_09240
OG0000476	BRALA20613, BRALA20614, BRALA20612	APOSJ_14371, APOSJ_24922, APOSJ_14372
OG0000476	BRALA14616, BRALA14614, BRALA14617	APOSJ_23487
OG0000477	BRALA32650, BRALA33142	APOSJ_51558, APOSJ_51557
OG0000478	BRALA14184	APOSJ_04795
OG0000479	BRALA33937, BRALA19002	APOSJ_50477
OG0000479	BRALA33783	APOSJ_00817, APOSJ_00819, APOSJ_00822, APOSJ_00818, APOSJ_58107, APOSJ_00821, APOSJ_00820
OG0000480	BRALA30132, BRALA35901	APOSJ_33958, APOSJ_33957
OG0000481	BRALA27659	APOSJ_04459, APOSJ_04458, APOSJ_27767, APOSJ_04460
OG0000481	BRALA10023	APOSJ_52806, APOSJ_58199
OG0000481	BRALA03647	APOSJ_64885
OG0000482	BRALA22257	APOSJ_62451, APOSJ_62450, APOSJ_46921, APOSJ_62452
OG0000482	BRALA29577	APOSJ_03933, APOSJ_03935, APOSJ_10904, APOSJ_03638, APOSJ_03934, APOSJ_10909, APOSJ_10907, APOSJ_10903, APOSJ_10905, APOSJ_10906
OG0000483	BRALA12721	APOSJ_19230
OG0000483	BRALA28394, BRALA28250, BRALA23332, BRALA32403, BRALA31892, BRALA23338, BRALA27180, BRALA31159	APOSJ_24844, APOSJ_04010
OG0000483	BRALA20943, BRALA21546	APOSJ_58838, APOSJ_58839, APOSJ_58837, APOSJ_58836, APOSJ_05085, APOSJ_04045
OG0000483	BRALA19842, BRALA13223, BRALA23505, BRALA30955, BRALA23331	APOSJ_04011, APOSJ_04012
OG0000484	BRALA34077	APOSJ_38276, APOSJ_38275
OG0000485	BRALA07325	APOSJ_62319, APOSJ_28628, APOSJ_62322, APOSJ_62321, APOSJ_62320, APOSJ_04739, APOSJ_62318, APOSJ_46115, APOSJ_46113, APOSJ_46122
OG0000485	BRALA23674	APOSJ_31593, APOSJ_05098
OG0000485	BRALA05059, BRALA21189	APOSJ_03974
OG0000486	BRALA01376, BRALA02955, BRALA02954, BRALA02956, BRALA19977	APOSJ_50215, APOSJ_50216
OG0000486	BRALA04760, BRALA04761, BRALA03985	APOSJ_34514, APOSJ_34513, APOSJ_22647, APOSJ_24406, APOSJ_54782, APOSJ_33843, APOSJ_60115, APOSJ_45313, APOSJ_60657
OG0000487	BRALA28599, BRALA25400, BRALA25401, BRALA28602	APOSJ_11299, APOSJ_11296, APOSJ_11297, APOSJ_11295, APOSJ_56190, APOSJ_23621
OG0000488	BRALA07851	APOSJ_12282, APOSJ_12283, APOSJ_20775, APOSJ_20781, APOSJ_06079, APOSJ_06081, APOSJ_20777, APOSJ_20778, APOSJ_39152, APOSJ_20783, APOSJ_20776, APOSJ_20779, APOSJ_20782, APOSJ_20780, APOSJ_06078, APOSJ_06084, APOSJ_06083, APOSJ_06082, APOSJ_06080
OG0000489	BRALA13762	APOSJ_21604
OG0000491	BRALA11888	APOSJ_48921
OG0000494	BRALA14931	APOSJ_27996, APOSJ_22729, APOSJ_22730, APOSJ_27994, APOSJ_44324, APOSJ_22733, APOSJ_44326, APOSJ_22734, APOSJ_22732, APOSJ_27997, APOSJ_27998, APOSJ_44328, APOSJ_27995, APOSJ_22731, APOSJ_44322
OG0000496	BRALA07013	APOSJ_43800
OG0000496	BRALA17609, BRALA17616, BRALA17614	APOSJ_60355
OG0000497	BRALA07740	APOSJ_02507, APOSJ_15320
OG0000497	BRALA17523	APOSJ_46502, APOSJ_46508, APOSJ_05403, APOSJ_05405, APOSJ_00427, APOSJ_46505, APOSJ_00421, APOSJ_00424, APOSJ_59967, APOSJ_00423, APOSJ_46504, APOSJ_59485, APOSJ_46500, APOSJ_05402, APOSJ_46503, APOSJ_05404, APOSJ_60000, APOSJ_46507, APOSJ_59483, APOSJ_00422, APOSJ_46506, APOSJ_59484, APOSJ_33612, APOSJ_00425
OG0000498	BRALA29437	APOSJ_07208, APOSJ_36210, APOSJ_32783, APOSJ_26557, APOSJ_04619, APOSJ_32790, APOSJ_64427, APOSJ_64424, APOSJ_26551, APOSJ_03203, APOSJ_14657, APOSJ_32784, APOSJ_45008, APOSJ_04621, APOSJ_64422, APOSJ_64419, APOSJ_46085, APOSJ_07771, APOSJ_58848, APOSJ_45007, APOSJ_45002, APOSJ_04618, APOSJ_46082, APOSJ_20789, APOSJ_20806
OG0000499	BRALA24404	APOSJ_18558, APOSJ_18553, APOSJ_18559, APOSJ_18555, APOSJ_18557, APOSJ_54078, APOSJ_18560, APOSJ_18556
OG0000501	BRALA16551, BRALA16552	APOSJ_06661, APOSJ_19719, APOSJ_19718
OG0000502	BRALA26866, BRALA26862, BRALA21072, BRALA33849, BRALA21061, BRALA21106, BRALA30987, BRALA21091, BRALA20484, BRALA21081, BRALA21108, BRALA11573, BRALA11575	APOSJ_39769
OG0000503	BRALA07482, BRALA23827	APOSJ_47356, APOSJ_03773
OG0000504	BRALA21735	APOSJ_01528
OG0000505	BRALA07980	APOSJ_10376, APOSJ_64358, APOSJ_64359, APOSJ_64363, APOSJ_16097, APOSJ_64367, APOSJ_64364, APOSJ_64362, APOSJ_10375, APOSJ_10373, APOSJ_10371, APOSJ_64360, APOSJ_10372, APOSJ_16096, APOSJ_10374, APOSJ_64368
OG0000506	BRALA05807	APOSJ_28246, APOSJ_45838, APOSJ_28243, APOSJ_28245, APOSJ_28244
OG0000508	BRALA17016	APOSJ_58113
OG0000508	BRALA31119	APOSJ_46367, APOSJ_46366, APOSJ_46365, APOSJ_46364
OG0000509	BRALA35796	APOSJ_48784, APOSJ_34365
OG0000510	BRALA00432	APOSJ_27942, APOSJ_43444, APOSJ_39953, APOSJ_39957, APOSJ_29828, APOSJ_39955, APOSJ_39952, APOSJ_39954, APOSJ_37391, APOSJ_59529, APOSJ_37385, APOSJ_37388, APOSJ_37390, APOSJ_37389, APOSJ_37386, APOSJ_37387, APOSJ_33951
OG0000511	BRALA35478, BRALA09338, BRALA09340, BRALA33779, BRALA33860, BRALA34653, BRALA29688, BRALA34788, BRALA29694, BRALA35018, BRALA35374, BRALA33126, BRALA12401, BRALA09343, BRALA35119, BRALA33571, BRALA03901, BRALA09344, BRALA12399, BRALA34156, BRALA34761, BRALA12397, BRALA34096, BRALA29693, BRALA34946, BRALA32479, BRALA33387, BRALA34529, BRALA35005	APOSJ_18498
OG0000513	BRALA06842	APOSJ_21900
OG0000515	BRALA07345	APOSJ_16174, APOSJ_16177, APOSJ_16175, APOSJ_16173, APOSJ_61849, APOSJ_61835, APOSJ_36409, APOSJ_36411, APOSJ_36410, APOSJ_29902, APOSJ_29901, APOSJ_39655, APOSJ_39656, APOSJ_39657, APOSJ_51002, APOSJ_62063, APOSJ_10548, APOSJ_30754, APOSJ_37373, APOSJ_26817, APOSJ_26820, APOSJ_26819, APOSJ_26818, APOSJ_03718, APOSJ_03719, APOSJ_58061, APOSJ_43043, APOSJ_59999, APOSJ_05215, APOSJ_31666, APOSJ_45674, APOSJ_07944, APOSJ_45672, APOSJ_45671, APOSJ_56793, APOSJ_02287, APOSJ_37648, APOSJ_06247
OG0000519	BRALA25441, BRALA22160	APOSJ_33924, APOSJ_33925, APOSJ_24998, APOSJ_24997, APOSJ_26148, APOSJ_56974, APOSJ_56975, APOSJ_28639, APOSJ_28637, APOSJ_63544, APOSJ_28638, APOSJ_56973, APOSJ_28327
OG0000520	BRALA19387	APOSJ_31467
OG0000520	BRALA23459	APOSJ_32287, APOSJ_11887, APOSJ_11888
OG0000521	BRALA18650	APOSJ_24270, APOSJ_24269
OG0000525	BRALA20630	APOSJ_34776, APOSJ_34777
OG0000525	BRALA13036, BRALA13035	APOSJ_41806, APOSJ_62376, APOSJ_65303, APOSJ_62370, APOSJ_41808, APOSJ_41807
OG0000526	BRALA18190, BRALA08755, BRALA18192, BRALA16238, BRALA16318, BRALA23607, BRALA30521, BRALA08217, BRALA12537, BRALA00644, BRALA18595, BRALA00628, BRALA00629, BRALA00489, BRALA12135, BRALA08760, BRALA16233, BRALA27381, BRALA01561, BRALA18594, BRALA23606, BRALA34347	APOSJ_63849, APOSJ_44853, APOSJ_47160, APOSJ_64283
OG0000527	BRALA12888	APOSJ_00816, APOSJ_12256, APOSJ_65015
OG0000528	BRALA08668	APOSJ_52117, APOSJ_16741
OG0000528	BRALA13353	APOSJ_26270, APOSJ_26272, APOSJ_26269, APOSJ_26271, APOSJ_26268
OG0000529	BRALA17267	APOSJ_14572, APOSJ_14573
OG0000530	BRALA27713	APOSJ_52891, APOSJ_34280, APOSJ_52887, APOSJ_43675, APOSJ_34277, APOSJ_34281, APOSJ_52888, APOSJ_52890, APOSJ_34278, APOSJ_43673, APOSJ_52885, APOSJ_52892, APOSJ_49382, APOSJ_34282, APOSJ_43676, APOSJ_60893, APOSJ_54657, APOSJ_34284, APOSJ_52886, APOSJ_60898, APOSJ_07364, APOSJ_34283, APOSJ_52889, APOSJ_43674, APOSJ_34279, APOSJ_07357, APOSJ_54659
