Orthogroup	BRALA	LYTVA_ok
OG0000300	BRALA13755	LYTVA_02514, LYTVA_02929
OG0000301	BRALA30373	LYTVA_07500
OG0000302	BRALA13291, BRALA01652, BRALA00460	LYTVA_10688, LYTVA_15097, LYTVA_22871, LYTVA_22870, LYTVA_12444, LYTVA_23420, LYTVA_26886, LYTVA_23424
OG0000305	BRALA18598	LYTVA_16632
OG0000305	BRALA10626	LYTVA_15733
OG0000306	BRALA03883	LYTVA_05730
OG0000307	BRALA28035	LYTVA_09547, LYTVA_09548
OG0000307	BRALA08461	LYTVA_10007
OG0000308	BRALA35067	LYTVA_17738, LYTVA_10665
OG0000308	BRALA29439	LYTVA_00091
OG0000310	BRALA14259	LYTVA_01202, LYTVA_01201
OG0000310	BRALA13010	LYTVA_05847, LYTVA_09671, LYTVA_17316, LYTVA_12375, LYTVA_07118
OG0000311	BRALA33007, BRALA05545, BRALA05548, BRALA28774	LYTVA_09080
OG0000312	BRALA14627	LYTVA_24273
OG0000312	BRALA11332, BRALA11333, BRALA11331	LYTVA_13219
OG0000312	BRALA05942	LYTVA_30225
OG0000312	BRALA11891	LYTVA_14217
OG0000313	BRALA06607	LYTVA_13685
OG0000313	BRALA19728	LYTVA_23108
OG0000314	BRALA21481	LYTVA_08014, LYTVA_13477
OG0000314	BRALA29813, BRALA00695	LYTVA_06213
OG0000314	BRALA11883, BRALA01413	LYTVA_04787
OG0000315	BRALA34362	LYTVA_09346
OG0000315	BRALA25721	LYTVA_26355
OG0000316	BRALA03950	LYTVA_11631
OG0000316	BRALA15636	LYTVA_05423
OG0000316	BRALA15637	LYTVA_07908
OG0000317	BRALA02907	LYTVA_06380, LYTVA_13588
OG0000317	BRALA01067	LYTVA_06194
OG0000319	BRALA14575	LYTVA_14716
OG0000319	BRALA04120	LYTVA_20832
OG0000321	BRALA31205	LYTVA_23191
OG0000321	BRALA14278	LYTVA_08758
OG0000323	BRALA25493	LYTVA_10353
OG0000323	BRALA07917	LYTVA_24178, LYTVA_03400
OG0000323	BRALA00213	LYTVA_14040
OG0000325	BRALA15301	LYTVA_14568
OG0000325	BRALA32697, BRALA32699, BRALA33204, BRALA28705, BRALA28697, BRALA32751	LYTVA_01652, LYTVA_21815, LYTVA_09314
OG0000326	BRALA14598, BRALA14600, BRALA14599, BRALA17896, BRALA16589	LYTVA_18602
OG0000328	BRALA25596	LYTVA_20479
OG0000328	BRALA34956, BRALA34717	LYTVA_11793, LYTVA_17362
OG0000329	BRALA11297	LYTVA_04971, LYTVA_01991, LYTVA_04970
OG0000330	BRALA14967	LYTVA_10062, LYTVA_00390, LYTVA_08866
OG0000333	BRALA02535	LYTVA_05748, LYTVA_16654
OG0000336	BRALA34559	LYTVA_20845, LYTVA_21926
OG0000338	BRALA15013	LYTVA_05136
OG0000338	BRALA15015	LYTVA_00791
OG0000338	BRALA03386	LYTVA_01358
OG0000339	BRALA24761	LYTVA_02463, LYTVA_19838, LYTVA_21464, LYTVA_02464
OG0000339	BRALA24768	LYTVA_21590, LYTVA_21611, LYTVA_06903
OG0000340	BRALA13170, BRALA11766, BRALA13174, BRALA24546, BRALA29754, BRALA26034, BRALA21406, BRALA13173, BRALA30860, BRALA24545, BRALA04688, BRALA32789, BRALA24539, BRALA07184, BRALA24538, BRALA31106, BRALA24537, BRALA31107, BRALA30861, BRALA17501, BRALA29933, BRALA32964, BRALA30864, BRALA24536, BRALA30865, BRALA24535, BRALA27788, BRALA29507, BRALA27784, BRALA13169, BRALA19801, BRALA02246, BRALA26618, BRALA10539, BRALA27131, BRALA06526, BRALA30336	LYTVA_04933, LYTVA_11996, LYTVA_15060, LYTVA_06208, LYTVA_23952
OG0000341	BRALA17089	LYTVA_10929
OG0000344	BRALA31687	LYTVA_20774, LYTVA_20773
OG0000345	BRALA06622, BRALA06843	LYTVA_03014
OG0000345	BRALA09664	LYTVA_25222
OG0000346	BRALA19881, BRALA01834, BRALA11605, BRALA01120	LYTVA_28199
OG0000347	BRALA25759, BRALA07492, BRALA31041	LYTVA_15724, LYTVA_10624, LYTVA_27529
OG0000349	BRALA22003, BRALA22002, BRALA19096, BRALA01098, BRALA15017	LYTVA_17287, LYTVA_29813, LYTVA_24225, LYTVA_25473, LYTVA_24224, LYTVA_30170, LYTVA_19301, LYTVA_19693, LYTVA_30167, LYTVA_23471, LYTVA_05966, LYTVA_30169, LYTVA_30168, LYTVA_24227, LYTVA_23889, LYTVA_23887, LYTVA_24226, LYTVA_03186, LYTVA_03183, LYTVA_07990, LYTVA_01925, LYTVA_20167, LYTVA_13420, LYTVA_27719, LYTVA_04109
OG0000350	BRALA26265	LYTVA_20079
OG0000350	BRALA35868	LYTVA_15873
OG0000350	BRALA22515, BRALA13342	LYTVA_19278
OG0000350	BRALA34708, BRALA13341	LYTVA_25339
OG0000352	BRALA01009	LYTVA_04087, LYTVA_27834
OG0000352	BRALA15685	LYTVA_25572
OG0000352	BRALA28171	LYTVA_11144
OG0000355	BRALA10544	LYTVA_03207, LYTVA_22069, LYTVA_05172, LYTVA_16002
OG0000356	BRALA25520, BRALA25522, BRALA25521, BRALA26577	LYTVA_25247
OG0000357	BRALA33215	LYTVA_11987
OG0000357	BRALA26089	LYTVA_16315
OG0000358	BRALA35872	LYTVA_27295
OG0000358	BRALA06031	LYTVA_01288
OG0000359	BRALA13099	LYTVA_13862
OG0000359	BRALA32272, BRALA24208, BRALA15205, BRALA09897, BRALA26110, BRALA18714	LYTVA_16943
OG0000359	BRALA31578	LYTVA_21076
OG0000360	BRALA22946	LYTVA_30122
OG0000360	BRALA11831	LYTVA_29199, LYTVA_27053, LYTVA_29200
OG0000360	BRALA28049	LYTVA_05530
OG0000363	BRALA18898	LYTVA_19730, LYTVA_05256
OG0000363	BRALA25491, BRALA34908, BRALA34889, BRALA25489, BRALA25484, BRALA25486, BRALA29911	LYTVA_02850, LYTVA_15234, LYTVA_19502, LYTVA_12892
OG0000363	BRALA29271, BRALA25487	LYTVA_13711
OG0000363	BRALA25511, BRALA19638	LYTVA_21653
OG0000365	BRALA00860	LYTVA_02311
OG0000365	BRALA16888	LYTVA_15345
OG0000366	BRALA34989, BRALA32352, BRALA32303, BRALA33122, BRALA25477, BRALA25754, BRALA26296, BRALA12347, BRALA25320, BRALA32705, BRALA10496	LYTVA_03781
OG0000367	BRALA31361	LYTVA_24456
OG0000369	BRALA16873, BRALA30740, BRALA03190, BRALA11087, BRALA16093, BRALA15452, BRALA14418, BRALA30116, BRALA23250, BRALA30118, BRALA32974, BRALA24892, BRALA34562, BRALA13361, BRALA11250, BRALA22748, BRALA12567, BRALA07203	LYTVA_12464
OG0000369	BRALA30284	LYTVA_17732
OG0000370	BRALA27158, BRALA27151, BRALA27155, BRALA27160, BRALA27154, BRALA16259, BRALA16252, BRALA16255, BRALA16258, BRALA27153, BRALA13714, BRALA18843, BRALA04284, BRALA26088	LYTVA_26423
OG0000371	BRALA08456	LYTVA_00668, LYTVA_00667
OG0000371	BRALA18611	LYTVA_22063
OG0000371	BRALA10647, BRALA17381, BRALA31152, BRALA18606, BRALA18607	LYTVA_18100, LYTVA_24630
OG0000372	BRALA15783	LYTVA_09420
OG0000372	BRALA08267	LYTVA_03697
OG0000372	BRALA23771	LYTVA_13806
OG0000372	BRALA15781	LYTVA_09258, LYTVA_10583
OG0000373	BRALA23054	LYTVA_11109
OG0000374	BRALA29978	LYTVA_22056
OG0000374	BRALA25996	LYTVA_28388
OG0000375	BRALA14011	LYTVA_06266
OG0000375	BRALA01775	LYTVA_07238
OG0000378	BRALA33943	LYTVA_03257
OG0000378	BRALA34778	LYTVA_02110
OG0000379	BRALA19351	LYTVA_05437
OG0000379	BRALA06333	LYTVA_20027
OG0000379	BRALA01777	LYTVA_23890, LYTVA_08324
OG0000381	BRALA04195	LYTVA_05715
OG0000381	BRALA25883	LYTVA_27849
OG0000381	BRALA00455	LYTVA_02545
OG0000382	BRALA31049, BRALA21317	LYTVA_04706
OG0000382	BRALA17148	LYTVA_27057
OG0000383	BRALA28815	LYTVA_24014
OG0000384	BRALA11440	LYTVA_14422
OG0000384	BRALA18615	LYTVA_30064
OG0000384	BRALA06793	LYTVA_17267, LYTVA_14898
OG0000386	BRALA21053, BRALA10336, BRALA10439, BRALA27391, BRALA29320, BRALA17191, BRALA11288	LYTVA_00886
OG0000386	BRALA07407	LYTVA_03276, LYTVA_08700, LYTVA_21382, LYTVA_20542, LYTVA_13854
OG0000389	BRALA06714	LYTVA_09557
OG0000390	BRALA05729, BRALA23594	LYTVA_03006, LYTVA_05908, LYTVA_05909, LYTVA_15943, LYTVA_02895, LYTVA_06843, LYTVA_24293, LYTVA_18122
OG0000390	BRALA00892, BRALA00888, BRALA00889, BRALA00891, BRALA04361, BRALA12713, BRALA26811, BRALA26809, BRALA12705, BRALA08159, BRALA22700, BRALA22699, BRALA23595	LYTVA_12988, LYTVA_24095, LYTVA_25744
OG0000393	BRALA31821, BRALA03078	LYTVA_07049, LYTVA_04769, LYTVA_02534, LYTVA_19296
OG0000393	BRALA27929	LYTVA_18987
OG0000393	BRALA03160	LYTVA_29904
OG0000396	BRALA08348	LYTVA_29756
OG0000396	BRALA01165	LYTVA_24408
OG0000397	BRALA34670	LYTVA_01829
OG0000399	BRALA23772	LYTVA_10216
OG0000400	BRALA19704	LYTVA_21682
OG0000400	BRALA08119, BRALA02722	LYTVA_00063
OG0000401	BRALA15440, BRALA03200, BRALA15436, BRALA15435	LYTVA_03050, LYTVA_06551, LYTVA_17743, LYTVA_12806
OG0000402	BRALA17661, BRALA17660	LYTVA_17451, LYTVA_17450
OG0000403	BRALA20044	LYTVA_09740, LYTVA_17322, LYTVA_05699
OG0000404	BRALA05151	LYTVA_11319, LYTVA_26787
OG0000404	BRALA30787, BRALA33638	LYTVA_12143
OG0000405	BRALA21721	LYTVA_02873
OG0000409	BRALA28218	LYTVA_04867, LYTVA_17260, LYTVA_24503
OG0000409	BRALA16408	LYTVA_29459
OG0000410	BRALA09729, BRALA30152, BRALA31379, BRALA17875	LYTVA_05604, LYTVA_08927
OG0000411	BRALA33932, BRALA34958	LYTVA_28501
OG0000412	BRALA00561	LYTVA_01548, LYTVA_08305
OG0000412	BRALA01758, BRALA10138	LYTVA_13235
OG0000413	BRALA21468	LYTVA_30013
OG0000413	BRALA06166	LYTVA_27164
OG0000415	BRALA21989, BRALA33643, BRALA12432, BRALA21986, BRALA21988, BRALA33092, BRALA03189	LYTVA_15027
OG0000416	BRALA02826	LYTVA_23067
OG0000417	BRALA30440, BRALA27708	LYTVA_13119, LYTVA_09421, LYTVA_01195, LYTVA_22673
OG0000418	BRALA13974, BRALA30254, BRALA08626, BRALA32687, BRALA30082	LYTVA_02710, LYTVA_00368
OG0000418	BRALA08703, BRALA12105, BRALA30120, BRALA15439, BRALA21558, BRALA33313, BRALA27958, BRALA01943	LYTVA_17238, LYTVA_03418, LYTVA_06581, LYTVA_03367, LYTVA_03365, LYTVA_25323, LYTVA_19554
OG0000419	BRALA30844	LYTVA_16286
OG0000420	BRALA13074, BRALA05449, BRALA13072, BRALA13076, BRALA13077, BRALA13078	LYTVA_08019, LYTVA_16847
OG0000420	BRALA13075, BRALA04225	LYTVA_24513, LYTVA_18312, LYTVA_26593, LYTVA_25540
OG0000422	BRALA16622	LYTVA_06865
OG0000423	BRALA05057	LYTVA_23378, LYTVA_08113, LYTVA_26187, LYTVA_26186, LYTVA_22550, LYTVA_07454, LYTVA_01172
OG0000424	BRALA08803	LYTVA_23549, LYTVA_05964
OG0000425	BRALA24699	LYTVA_01661, LYTVA_16295
OG0000426	BRALA13863	LYTVA_02723
OG0000427	BRALA09830	LYTVA_16595
OG0000427	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788	LYTVA_19896
OG0000429	BRALA31849	LYTVA_08351
OG0000430	BRALA23824	LYTVA_02945, LYTVA_20340
OG0000431	BRALA13675	LYTVA_04640
OG0000432	BRALA18991	LYTVA_08315
OG0000432	BRALA09358, BRALA20322	LYTVA_02449
OG0000433	BRALA23044	LYTVA_26219
OG0000433	BRALA19035	LYTVA_06955
OG0000434	BRALA01801	LYTVA_01609
OG0000434	BRALA04475, BRALA20379	LYTVA_12787, LYTVA_04901
OG0000435	BRALA00145, BRALA13279	LYTVA_27506
OG0000441	BRALA05386	LYTVA_19832
OG0000442	BRALA23798	LYTVA_03518
OG0000442	BRALA25405, BRALA33737	LYTVA_02198
OG0000442	BRALA30174	LYTVA_11814, LYTVA_13337
OG0000443	BRALA14524	LYTVA_07561
OG0000444	BRALA29773	LYTVA_22417, LYTVA_07815
OG0000444	BRALA07745	LYTVA_19323
OG0000446	BRALA02260	LYTVA_02398, LYTVA_06665
OG0000446	BRALA34886	LYTVA_14389
OG0000447	BRALA30761	LYTVA_12231
OG0000448	BRALA12672, BRALA12692	LYTVA_02468
OG0000450	BRALA29697	LYTVA_17101
OG0000452	BRALA17205, BRALA01805, BRALA17207, BRALA30524, BRALA31741, BRALA10768	LYTVA_06720, LYTVA_26610
OG0000453	BRALA02457, BRALA14623, BRALA04109, BRALA28906, BRALA28062, BRALA23580, BRALA19233, BRALA24206, BRALA24207	LYTVA_08205, LYTVA_27618, LYTVA_26520, LYTVA_16783
OG0000456	BRALA30394, BRALA28489	LYTVA_14366
OG0000456	BRALA27951	LYTVA_27347
OG0000456	BRALA30241, BRALA31700	LYTVA_22448, LYTVA_26391
OG0000457	BRALA31550, BRALA07318, BRALA30141, BRALA26521, BRALA31330	LYTVA_29764
OG0000458	BRALA27731	LYTVA_22216
OG0000458	BRALA08331, BRALA08332, BRALA23783	LYTVA_26424, LYTVA_26419, LYTVA_22737, LYTVA_26418, LYTVA_22736
OG0000459	BRALA15317, BRALA32904, BRALA09210, BRALA32905, BRALA32906	LYTVA_12100, LYTVA_05682, LYTVA_22767, LYTVA_10243, LYTVA_25855
OG0000460	BRALA28315	LYTVA_15963
OG0000461	BRALA10740	LYTVA_27812
OG0000463	BRALA16614, BRALA34631	LYTVA_18875, LYTVA_06079
OG0000465	BRALA17892	LYTVA_30093
OG0000465	BRALA15766	LYTVA_15105
OG0000466	BRALA25737, BRALA15112, BRALA23392	LYTVA_11121, LYTVA_13501, LYTVA_19960, LYTVA_10498, LYTVA_26346, LYTVA_17159, LYTVA_23863, LYTVA_26185
OG0000466	BRALA18219, BRALA08090, BRALA23477, BRALA06102	LYTVA_12998
OG0000467	BRALA17998	LYTVA_22913
OG0000468	BRALA16180, BRALA28186, BRALA18298, BRALA18299, BRALA18302, BRALA18300	LYTVA_17846, LYTVA_25959, LYTVA_07913
OG0000468	BRALA11917	LYTVA_09600
OG0000469	BRALA35215, BRALA33439	LYTVA_00030
OG0000469	BRALA16555	LYTVA_28593
OG0000470	BRALA24698	LYTVA_08829, LYTVA_28529
OG0000471	BRALA25247, BRALA25253, BRALA25252	LYTVA_13790
OG0000471	BRALA15053	LYTVA_16071
OG0000472	BRALA30097, BRALA25492, BRALA23375	LYTVA_25455, LYTVA_12793
OG0000474	BRALA10584	LYTVA_27814
OG0000475	BRALA33310	LYTVA_01550
OG0000476	BRALA20616	LYTVA_25122
OG0000476	BRALA14616, BRALA14614, BRALA14617	LYTVA_13391
OG0000477	BRALA32650, BRALA33142	LYTVA_20782
OG0000478	BRALA14184	LYTVA_03492, LYTVA_19338
OG0000479	BRALA33937, BRALA19002	LYTVA_06137, LYTVA_28172
OG0000479	BRALA33783	LYTVA_05897
OG0000480	BRALA30132, BRALA35901	LYTVA_27796, LYTVA_11906
OG0000480	BRALA28328	LYTVA_02506
OG0000480	BRALA28329	LYTVA_19363
OG0000481	BRALA10023	LYTVA_03656
OG0000482	BRALA35197	LYTVA_19516
OG0000482	BRALA29577	LYTVA_27236, LYTVA_29735
OG0000483	BRALA12721, BRALA23498, BRALA16347, BRALA25062, BRALA30635, BRALA26053, BRALA27493, BRALA30962, BRALA28006, BRALA28002, BRALA28394, BRALA28250, BRALA23332, BRALA32403, BRALA31892, BRALA23338, BRALA27180, BRALA31159, BRALA32534, BRALA21545, BRALA19789, BRALA30330, BRALA20943, BRALA21546, BRALA26366, BRALA19869, BRALA19842, BRALA13223, BRALA23505, BRALA30955, BRALA23331	LYTVA_22644
OG0000484	BRALA34077	LYTVA_07250
OG0000485	BRALA07325	LYTVA_18258
OG0000486	BRALA01376, BRALA02955, BRALA02954, BRALA02956, BRALA19977	LYTVA_11725, LYTVA_25120, LYTVA_29743, LYTVA_02899
OG0000486	BRALA04760, BRALA04761, BRALA03985	LYTVA_15926, LYTVA_17161, LYTVA_29368, LYTVA_28063, LYTVA_14259
OG0000487	BRALA22509	LYTVA_29860
OG0000487	BRALA28599, BRALA25400, BRALA25401, BRALA28602	LYTVA_10942
OG0000488	BRALA07851	LYTVA_07230
OG0000491	BRALA11888	LYTVA_10685, LYTVA_06011
OG0000494	BRALA14931	LYTVA_25114, LYTVA_11583
OG0000496	BRALA07013	LYTVA_09688
OG0000496	BRALA17609, BRALA17616, BRALA17614	LYTVA_20024
OG0000497	BRALA07740	LYTVA_10382
OG0000497	BRALA17523	LYTVA_04632
OG0000498	BRALA29437	LYTVA_16978
OG0000499	BRALA24404	LYTVA_13776
OG0000501	BRALA16551, BRALA16552	LYTVA_10687, LYTVA_29124, LYTVA_18405
OG0000502	BRALA11723	LYTVA_28086
OG0000502	BRALA26866, BRALA26862, BRALA21072, BRALA33849, BRALA21061, BRALA21106, BRALA30987, BRALA21091, BRALA20484, BRALA21081, BRALA21108, BRALA11573, BRALA11575	LYTVA_05518, LYTVA_05517
OG0000503	BRALA07482, BRALA23827	LYTVA_17922, LYTVA_19324
OG0000503	BRALA20618	LYTVA_12188
OG0000504	BRALA21735	LYTVA_12298, LYTVA_20673
OG0000505	BRALA07980	LYTVA_05839
OG0000506	BRALA05807	LYTVA_28601
OG0000508	BRALA17016	LYTVA_12099
OG0000508	BRALA31119	LYTVA_28377
OG0000509	BRALA35203, BRALA35796, BRALA04568	LYTVA_13167
OG0000510	BRALA00432	LYTVA_19046, LYTVA_02807, LYTVA_16080
OG0000511	BRALA35374, BRALA33126	LYTVA_09309
OG0000511	BRALA09344	LYTVA_12973
OG0000511	BRALA33387, BRALA34529, BRALA35005	LYTVA_12008
OG0000513	BRALA06842	LYTVA_03566
OG0000514	BRALA19477	LYTVA_15398
OG0000515	BRALA07345	LYTVA_07120, LYTVA_07117, LYTVA_20113, LYTVA_20114, LYTVA_28123, LYTVA_22248, LYTVA_11079, LYTVA_15154, LYTVA_26737, LYTVA_19505, LYTVA_09455
OG0000519	BRALA25441, BRALA22160	LYTVA_06076, LYTVA_05363, LYTVA_05364, LYTVA_13323
OG0000520	BRALA19387	LYTVA_00781
OG0000520	BRALA23459	LYTVA_18628
OG0000521	BRALA18650	LYTVA_05276
OG0000525	BRALA20630	LYTVA_27355
OG0000525	BRALA13036, BRALA13035	LYTVA_20949
OG0000526	BRALA18190, BRALA08755, BRALA18192, BRALA16238, BRALA16318, BRALA23607, BRALA30521, BRALA08217, BRALA12537, BRALA00644, BRALA18595, BRALA00628, BRALA00629, BRALA00489, BRALA12135, BRALA08760, BRALA16233, BRALA27381, BRALA01561, BRALA18594, BRALA23606, BRALA34347	LYTVA_10683, LYTVA_07835, LYTVA_10678, LYTVA_25363, LYTVA_25370
OG0000527	BRALA12888	LYTVA_20562
OG0000528	BRALA08668	LYTVA_25533
OG0000528	BRALA13353	LYTVA_22002
OG0000529	BRALA17267	LYTVA_23159
OG0000529	BRALA21823	LYTVA_04442
OG0000530	BRALA27713	LYTVA_01074
OG0000532	BRALA13752	LYTVA_08297
OG0000533	BRALA29896, BRALA29895	LYTVA_15975, LYTVA_22781
OG0000533	BRALA09268, BRALA09267	LYTVA_06954, LYTVA_21913, LYTVA_17790, LYTVA_21910, LYTVA_04593
OG0000534	BRALA15529	LYTVA_09901
OG0000535	BRALA25267	LYTVA_16804, LYTVA_27505
OG0000536	BRALA20347, BRALA20349, BRALA20350	LYTVA_01166, LYTVA_18250, LYTVA_23046, LYTVA_19017, LYTVA_20798, LYTVA_15648, LYTVA_11860, LYTVA_10304
OG0000537	BRALA22102, BRALA13070, BRALA00495, BRALA21371, BRALA15959, BRALA11325, BRALA11365, BRALA29365, BRALA04214, BRALA04213, BRALA04212, BRALA13679	LYTVA_04641
OG0000541	BRALA08736, BRALA08734, BRALA08735, BRALA02104, BRALA08740	LYTVA_05918, LYTVA_02348, LYTVA_27871, LYTVA_27866, LYTVA_17147, LYTVA_17155, LYTVA_02676, LYTVA_02467, LYTVA_20959, LYTVA_20964, LYTVA_20517
OG0000542	BRALA00596	LYTVA_16634
OG0000543	BRALA35766, BRALA06541, BRALA13031, BRALA33831, BRALA28513, BRALA02174, BRALA29702, BRALA13248, BRALA34746, BRALA26759, BRALA33833, BRALA07612, BRALA20419, BRALA11200, BRALA31547, BRALA26997, BRALA23939, BRALA28542, BRALA23636, BRALA28395, BRALA31640, BRALA31650, BRALA32482, BRALA27224, BRALA13596, BRALA18008, BRALA01896, BRALA20141, BRALA33435, BRALA32172, BRALA30924, BRALA33436, BRALA30547, BRALA30250, BRALA24933, BRALA13597, BRALA28840, BRALA06661, BRALA20718, BRALA17989, BRALA26714, BRALA28735, BRALA08180, BRALA10892, BRALA16682, BRALA32520, BRALA27225, BRALA03261	LYTVA_18228
OG0000544	BRALA19421	LYTVA_27738
OG0000544	BRALA34642	LYTVA_03150
OG0000544	BRALA03994	LYTVA_05338
OG0000545	BRALA22583	LYTVA_08840
OG0000547	BRALA04398, BRALA15378	LYTVA_26293, LYTVA_02708
OG0000548	BRALA22718	LYTVA_06015
OG0000549	BRALA01654	LYTVA_22278
OG0000549	BRALA24295, BRALA03880	LYTVA_02950, LYTVA_20710, LYTVA_27983
OG0000550	BRALA04930, BRALA04919	LYTVA_10848, LYTVA_27069
OG0000551	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909
OG0000552	BRALA31577	LYTVA_15858
OG0000553	BRALA16722, BRALA35015	LYTVA_09391
OG0000555	BRALA03368, BRALA29607, BRALA27162	LYTVA_01537, LYTVA_11829, LYTVA_11830, LYTVA_27810, LYTVA_25801
OG0000560	BRALA21205	LYTVA_16607, LYTVA_16609, LYTVA_20278
OG0000560	BRALA19574	LYTVA_01495
OG0000561	BRALA17425	LYTVA_29146
OG0000562	BRALA15030	LYTVA_01419
OG0000563	BRALA08933, BRALA08932	LYTVA_08446, LYTVA_08447, LYTVA_00186
OG0000564	BRALA34864, BRALA30531, BRALA33010	LYTVA_23030, LYTVA_26193
OG0000565	BRALA22484, BRALA12049, BRALA05112, BRALA08442, BRALA04573, BRALA04975	LYTVA_24437, LYTVA_01567
OG0000566	BRALA26624	LYTVA_16285
OG0000567	BRALA01129, BRALA24836	LYTVA_13542, LYTVA_02323
OG0000568	BRALA29552	LYTVA_11453, LYTVA_13867, LYTVA_30078, LYTVA_16349, LYTVA_11590, LYTVA_16464, LYTVA_21663, LYTVA_22572, LYTVA_00796, LYTVA_28780, LYTVA_10470
OG0000568	BRALA28281, BRALA30413, BRALA26780, BRALA30414, BRALA26220, BRALA26316, BRALA32086	LYTVA_18230, LYTVA_23300, LYTVA_00088
OG0000569	BRALA17565, BRALA10221, BRALA00073, BRALA00621, BRALA17656	LYTVA_23831, LYTVA_08037, LYTVA_27627, LYTVA_09118, LYTVA_20786, LYTVA_21040, LYTVA_01796
OG0000570	BRALA12710	LYTVA_13446, LYTVA_13448, LYTVA_13447
OG0000571	BRALA26064	LYTVA_20884, LYTVA_03425
OG0000571	BRALA31528, BRALA01347	LYTVA_23207, LYTVA_10561, LYTVA_15566
OG0000573	BRALA33118	LYTVA_17570
OG0000574	BRALA35830	LYTVA_26701
OG0000574	BRALA10469	LYTVA_10809
OG0000575	BRALA17689	LYTVA_27938
OG0000576	BRALA00313, BRALA00312	LYTVA_26208
OG0000577	BRALA09153, BRALA09151, BRALA09152	LYTVA_22658, LYTVA_13716, LYTVA_02305, LYTVA_28178, LYTVA_22662, LYTVA_02877, LYTVA_15709, LYTVA_27457, LYTVA_27340, LYTVA_20686, LYTVA_16878
OG0000578	BRALA30383	LYTVA_22088
OG0000580	BRALA26260	LYTVA_27127, LYTVA_01329, LYTVA_15310
OG0000580	BRALA02419	LYTVA_17855, LYTVA_06002
OG0000581	BRALA25966	LYTVA_01246
OG0000581	BRALA25968	LYTVA_20217
OG0000581	BRALA25970	LYTVA_20223
OG0000582	BRALA24843	LYTVA_16729
OG0000583	BRALA23003, BRALA19696, BRALA24380	LYTVA_02410
OG0000585	BRALA20335	LYTVA_24374
OG0000587	BRALA05810	LYTVA_14343, LYTVA_26577
OG0000587	BRALA15179	LYTVA_09394
OG0000588	BRALA00972	LYTVA_02313
OG0000589	BRALA33101, BRALA29679	LYTVA_27829
OG0000590	BRALA07082	LYTVA_12360
OG0000590	BRALA16075, BRALA31942	LYTVA_14114
OG0000591	BRALA25344	LYTVA_18700
OG0000592	BRALA22980	LYTVA_06892
OG0000597	BRALA07224	LYTVA_08995, LYTVA_09001
OG0000598	BRALA11320, BRALA23299, BRALA25765, BRALA03034, BRALA02990, BRALA09389, BRALA08426, BRALA17485, BRALA05896, BRALA05863, BRALA15652, BRALA09868, BRALA33289, BRALA08360	LYTVA_23418, LYTVA_28334, LYTVA_25665
OG0000600	BRALA16892	LYTVA_06939
OG0000600	BRALA00923, BRALA16891	LYTVA_30191
OG0000601	BRALA06469, BRALA04622, BRALA04621	LYTVA_25885, LYTVA_09449, LYTVA_06884
OG0000602	BRALA13634	LYTVA_06542
OG0000602	BRALA13638, BRALA13637	LYTVA_02334, LYTVA_28424
OG0000603	BRALA11986	LYTVA_12055
OG0000604	BRALA23058	LYTVA_15560
OG0000609	BRALA13529	LYTVA_12338
OG0000609	BRALA04542	LYTVA_28306, LYTVA_08875
OG0000611	BRALA20389	LYTVA_07188
OG0000611	BRALA27313	LYTVA_21486
OG0000612	BRALA24582	LYTVA_17035
OG0000612	BRALA20021	LYTVA_18667
OG0000613	BRALA12977	LYTVA_03903
OG0000613	BRALA30072	LYTVA_25492
OG0000614	BRALA03493	LYTVA_22760, LYTVA_07728
OG0000614	BRALA26253, BRALA24121	LYTVA_08490
OG0000616	BRALA23460	LYTVA_14032
OG0000617	BRALA28136	LYTVA_12604
OG0000621	BRALA08043	LYTVA_29585, LYTVA_10504
OG0000622	BRALA05168	LYTVA_26282, LYTVA_28085, LYTVA_09017, LYTVA_26060, LYTVA_22042, LYTVA_13956, LYTVA_26197, LYTVA_28100, LYTVA_22041, LYTVA_03734
OG0000623	BRALA01906	LYTVA_05482
OG0000623	BRALA33185	LYTVA_02662
OG0000624	BRALA09192	LYTVA_17510, LYTVA_30177, LYTVA_22160, LYTVA_15747
OG0000625	BRALA19634	LYTVA_10178
OG0000627	BRALA29835	LYTVA_13220
OG0000628	BRALA28627	LYTVA_13954
OG0000628	BRALA16689	LYTVA_03881
OG0000629	BRALA35417	LYTVA_03778, LYTVA_25763
OG0000630	BRALA27500	LYTVA_21089
OG0000633	BRALA02705, BRALA27123, BRALA17864, BRALA05091, BRALA02704, BRALA32439, BRALA03616, BRALA10872, BRALA03615, BRALA03617, BRALA17937, BRALA03610, BRALA03611, BRALA33444, BRALA17938, BRALA12295, BRALA16604, BRALA17940, BRALA17941, BRALA33978, BRALA15799	LYTVA_19987, LYTVA_05906, LYTVA_01457, LYTVA_01459, LYTVA_22085, LYTVA_22086
OG0000634	BRALA11661	LYTVA_05392, LYTVA_17198
OG0000635	BRALA22165, BRALA20517, BRALA05536, BRALA17413, BRALA17024	LYTVA_07426
OG0000637	BRALA25973	LYTVA_13438
OG0000637	BRALA35619	LYTVA_07736
