Orthogroup	BRALA	NEMVE
OG0000350	BRALA34708, BRALA13341	NEMVE13780
OG0000352	BRALA01009	NEMVE06598
OG0000352	BRALA15685	NEMVE08174
OG0000352	BRALA28171	NEMVE09599
OG0000353	BRALA03683	NEMVE06098
OG0000357	BRALA34828, BRALA34317, BRALA33215	NEMVE24307
OG0000357	BRALA26089	NEMVE08179
OG0000358	BRALA02274	NEMVE21582
OG0000358	BRALA29935	NEMVE08090
OG0000358	BRALA06031	NEMVE13509
OG0000359	BRALA13099	NEMVE05129
OG0000360	BRALA11831	NEMVE04676
OG0000360	BRALA28049	NEMVE04667
OG0000362	BRALA07218	NEMVE18935, NEMVE15974, NEMVE17042, NEMVE18403, NEMVE16590
OG0000362	BRALA07976, BRALA21892, BRALA24177, BRALA16567, BRALA10486, BRALA19486, BRALA28824, BRALA03966	NEMVE20512, NEMVE15881, NEMVE23357, NEMVE15859, NEMVE17206, NEMVE23356, NEMVE24111, NEMVE12122, NEMVE12472, NEMVE12592, NEMVE00723, NEMVE02360, NEMVE05697, NEMVE12093, NEMVE02361, NEMVE00830, NEMVE15331, NEMVE00821, NEMVE00813, NEMVE06501, NEMVE06522, NEMVE16469, NEMVE00720, NEMVE09867, NEMVE08222
OG0000362	BRALA16564	NEMVE19084
OG0000362	BRALA10526, BRALA10540, BRALA10530, BRALA09863, BRALA13600, BRALA29161, BRALA14501	NEMVE19677, NEMVE19079, NEMVE19083, NEMVE19118, NEMVE19255, NEMVE19253, NEMVE19676
OG0000363	BRALA18898	NEMVE13781
OG0000363	BRALA25491, BRALA34908, BRALA34889, BRALA25489, BRALA25484, BRALA25486, BRALA29911	NEMVE02006
OG0000363	BRALA25487	NEMVE08135
OG0000363	BRALA25511, BRALA19638	NEMVE17010
OG0000364	BRALA12924	NEMVE18216, NEMVE18218
OG0000366	BRALA24972, BRALA27425, BRALA34989, BRALA32352, BRALA32303, BRALA33122, BRALA25477, BRALA25754, BRALA26296, BRALA12347, BRALA25320, BRALA32705, BRALA10496, BRALA28751, BRALA24312, BRALA24971, BRALA15100, BRALA34758, BRALA19858, BRALA30634, BRALA31188, BRALA35941, BRALA33734, BRALA20120, BRALA31681, BRALA32305, BRALA33110, BRALA30009, BRALA25497, BRALA32351, BRALA32311, BRALA32706, BRALA23142, BRALA26620, BRALA33428, BRALA11680	NEMVE17287, NEMVE21057, NEMVE15418, NEMVE18203, NEMVE20027, NEMVE19443, NEMVE19115
OG0000366	BRALA20933, BRALA30709	NEMVE18190
OG0000367	BRALA31361	NEMVE15237
OG0000369	BRALA16873, BRALA30740, BRALA03190, BRALA11087, BRALA16093, BRALA15452, BRALA14418, BRALA30116, BRALA23250, BRALA30118, BRALA32974, BRALA24892, BRALA34562, BRALA13361, BRALA11250, BRALA22748, BRALA12567, BRALA07203, BRALA30284	NEMVE11893
OG0000369	BRALA31639, BRALA29484, BRALA29401, BRALA29402, BRALA21436	NEMVE02931, NEMVE02895
OG0000369	BRALA28564	NEMVE11164, NEMVE09249, NEMVE04548, NEMVE10502
OG0000370	BRALA27156	NEMVE09119
OG0000370	BRALA22838	NEMVE06596, NEMVE06566, NEMVE06577, NEMVE05705, NEMVE05709, NEMVE05688, NEMVE11919, NEMVE02659, NEMVE02820, NEMVE02281, NEMVE05702, NEMVE11920, NEMVE10279, NEMVE12829, NEMVE11559, NEMVE07934, NEMVE11541, NEMVE06941, NEMVE03884, NEMVE08611
OG0000370	BRALA27158, BRALA27151, BRALA27155, BRALA27160, BRALA27154, BRALA16259, BRALA16252, BRALA16255, BRALA16258, BRALA27153, BRALA13714, BRALA18843	NEMVE05339, NEMVE03215, NEMVE11269
OG0000370	BRALA04284, BRALA26088	NEMVE03683
OG0000371	BRALA10649, BRALA10658	NEMVE17932, NEMVE01163, NEMVE14930
OG0000371	BRALA18611	NEMVE03633
OG0000372	BRALA15783	NEMVE21923
OG0000372	BRALA08267	NEMVE13274
OG0000372	BRALA23771	NEMVE13664
OG0000372	BRALA15781	NEMVE18040
OG0000373	BRALA23054	NEMVE07978
OG0000374	BRALA29978	NEMVE11428
OG0000374	BRALA25996	NEMVE13611
OG0000375	BRALA14011, BRALA01775	NEMVE08516, NEMVE22003
OG0000377	BRALA01277, BRALA04457, BRALA07944, BRALA18367, BRALA29810, BRALA28659, BRALA28195, BRALA12900, BRALA12821, BRALA00575, BRALA16212, BRALA15271, BRALA07779, BRALA07780, BRALA07773, BRALA07774, BRALA12842, BRALA22335, BRALA22336, BRALA29134, BRALA00517, BRALA12472	NEMVE08903
OG0000377	BRALA25351, BRALA07777, BRALA00680, BRALA29809, BRALA26121, BRALA14724, BRALA11259, BRALA02937, BRALA00851, BRALA02938	NEMVE06436
OG0000377	BRALA24580	NEMVE17911
OG0000377	BRALA04501	NEMVE21930
OG0000377	BRALA28408, BRALA12849	NEMVE08988, NEMVE15750
OG0000378	BRALA33943	NEMVE10276
OG0000378	BRALA34778, BRALA24521	NEMVE03549
OG0000379	BRALA19351	NEMVE21880, NEMVE24618
OG0000379	BRALA06333, BRALA01777	NEMVE08922
OG0000380	BRALA00877, BRALA05298, BRALA15172	NEMVE06348
OG0000381	BRALA04195, BRALA14458, BRALA31573, BRALA05666, BRALA05667, BRALA01798, BRALA25883, BRALA00455	NEMVE10219, NEMVE24338, NEMVE23641
OG0000382	BRALA21315, BRALA21318	NEMVE12555, NEMVE10793
OG0000382	BRALA31049, BRALA21317	NEMVE20053, NEMVE25792
OG0000382	BRALA01509	NEMVE08248
OG0000382	BRALA27878	NEMVE12837, NEMVE02105
OG0000383	BRALA28815	NEMVE19534, NEMVE19770
OG0000383	BRALA30012	NEMVE15434, NEMVE17928, NEMVE18676
OG0000384	BRALA11440	NEMVE13549, NEMVE19650
OG0000384	BRALA18615	NEMVE14575
OG0000384	BRALA06793	NEMVE08147
OG0000386	BRALA21053, BRALA10336, BRALA10439, BRALA27391, BRALA29320, BRALA17191, BRALA11288, BRALA07407	NEMVE16157, NEMVE00367, NEMVE01134, NEMVE02065, NEMVE18127, NEMVE15594
OG0000389	BRALA06714	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303
OG0000390	BRALA23594	NEMVE23581, NEMVE23578, NEMVE22614
OG0000392	BRALA01209	NEMVE07781
OG0000393	BRALA31821, BRALA03078	NEMVE10034
OG0000393	BRALA27929	NEMVE23058
OG0000393	BRALA03160	NEMVE10184
OG0000397	BRALA34670	NEMVE01578
OG0000399	BRALA28297	NEMVE21873
OG0000399	BRALA23772	NEMVE13243
OG0000399	BRALA04322	NEMVE13654
OG0000400	BRALA19704	NEMVE03765
OG0000400	BRALA01953	NEMVE07515
OG0000400	BRALA25068	NEMVE06853
OG0000400	BRALA08119, BRALA02722	NEMVE24198
OG0000401	BRALA15440, BRALA03200, BRALA15436, BRALA15435, BRALA15441	NEMVE22826
OG0000402	BRALA21413	NEMVE08796, NEMVE12680
OG0000402	BRALA17661, BRALA17660	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421
OG0000403	BRALA02035, BRALA06762	NEMVE25175
OG0000403	BRALA20044	NEMVE25868
OG0000404	BRALA05151	NEMVE11475, NEMVE01435
OG0000404	BRALA05153, BRALA05152	NEMVE01923
OG0000404	BRALA32209	NEMVE15643
OG0000404	BRALA30787, BRALA33638	NEMVE02369
OG0000405	BRALA21721	NEMVE13877
OG0000409	BRALA28218	NEMVE00946
OG0000409	BRALA16408	NEMVE13902
OG0000410	BRALA09729, BRALA30152, BRALA31379, BRALA17875	NEMVE16822, NEMVE22138
OG0000411	BRALA33932, BRALA34958	NEMVE17743, NEMVE08444
OG0000411	BRALA18710, BRALA18709	NEMVE15903
OG0000412	BRALA00561	NEMVE11551, NEMVE13684
OG0000412	BRALA06660, BRALA01758, BRALA10138	NEMVE12461, NEMVE13451, NEMVE16451, NEMVE06524, NEMVE00046
OG0000413	BRALA21468	NEMVE05971
OG0000413	BRALA06166	NEMVE18974
OG0000414	BRALA34935, BRALA33614	NEMVE03399
OG0000414	BRALA33248	NEMVE03239, NEMVE03245, NEMVE03248, NEMVE03105, NEMVE07575, NEMVE10647, NEMVE07148, NEMVE03701, NEMVE10142, NEMVE06028, NEMVE05788, NEMVE22006, NEMVE03246, NEMVE03700, NEMVE05820, NEMVE10891
OG0000414	BRALA31341, BRALA30230, BRALA24815, BRALA28565, BRALA30231, BRALA33111, BRALA32589, BRALA26037, BRALA22350, BRALA08776	NEMVE03844, NEMVE11167, NEMVE04583, NEMVE03820, NEMVE02819
OG0000415	BRALA21989, BRALA33643, BRALA12432, BRALA21986, BRALA21988, BRALA33092, BRALA03189	NEMVE02035, NEMVE12523, NEMVE06692
OG0000416	BRALA02826	NEMVE25332
OG0000418	BRALA26385, BRALA13974, BRALA30254, BRALA08626, BRALA32687, BRALA30082, BRALA08703, BRALA12105, BRALA30120, BRALA15439, BRALA21558, BRALA33313, BRALA27958, BRALA01943	NEMVE18954
OG0000419	BRALA30844	NEMVE04862
OG0000420	BRALA22044, BRALA24622	NEMVE15235, NEMVE22999
OG0000420	BRALA13074, BRALA05449, BRALA13072, BRALA13076, BRALA13077, BRALA13078	NEMVE13892, NEMVE00087
OG0000422	BRALA29319, BRALA19742, BRALA15573, BRALA32978, BRALA08206, BRALA17188, BRALA06280, BRALA26893, BRALA01517, BRALA24198, BRALA24289, BRALA01608, BRALA12419, BRALA34491, BRALA33751, BRALA00881, BRALA01803, BRALA16676, BRALA27177, BRALA16622	NEMVE02846
OG0000423	BRALA28541, BRALA10039, BRALA08850, BRALA08775, BRALA32376, BRALA27000, BRALA08782, BRALA32213, BRALA29263, BRALA12932, BRALA12930, BRALA16855, BRALA12282, BRALA28404, BRALA16856, BRALA12931, BRALA08774, BRALA08777, BRALA00243, BRALA35477, BRALA03793, BRALA03792, BRALA20712, BRALA00747, BRALA21036, BRALA05057	NEMVE14346
OG0000424	BRALA03834, BRALA03844, BRALA29651, BRALA08803	NEMVE13993, NEMVE20112, NEMVE07389
OG0000425	BRALA24699	NEMVE01586
OG0000426	BRALA13863	NEMVE22427
OG0000427	BRALA09830	NEMVE19474
OG0000427	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788	NEMVE10410, NEMVE10716
OG0000430	BRALA23824	NEMVE22397, NEMVE14198, NEMVE14199, NEMVE22695, NEMVE12595, NEMVE14935
OG0000430	BRALA11804, BRALA05219, BRALA03761, BRALA19272, BRALA07547	NEMVE17451, NEMVE09634
OG0000432	BRALA18991	NEMVE00377, NEMVE08466
OG0000433	BRALA23044	NEMVE05274
OG0000433	BRALA19035	NEMVE25882, NEMVE19705
OG0000434	BRALA01801, BRALA14574, BRALA04475, BRALA20379	NEMVE23107, NEMVE01233, NEMVE09499, NEMVE05105
OG0000435	BRALA00145, BRALA13279	NEMVE24017
OG0000436	BRALA00479	NEMVE22110
OG0000440	BRALA30915	NEMVE18323
OG0000441	BRALA32442, BRALA28469, BRALA27049, BRALA27050, BRALA17729, BRALA22566	NEMVE08408
OG0000441	BRALA05386	NEMVE00560, NEMVE03605, NEMVE03308, NEMVE10482
OG0000442	BRALA23798	NEMVE15081, NEMVE00053
OG0000442	BRALA25405	NEMVE13826
OG0000442	BRALA30174	NEMVE15124
OG0000443	BRALA14524	NEMVE03493
OG0000444	BRALA29773	NEMVE14919
OG0000444	BRALA07745	NEMVE13025, NEMVE11937, NEMVE06859
OG0000446	BRALA02260	NEMVE13778, NEMVE12791
OG0000446	BRALA15987	NEMVE14089
OG0000447	BRALA30761	NEMVE16106
OG0000449	BRALA16453	NEMVE10831, NEMVE17325, NEMVE07738, NEMVE20689, NEMVE21327, NEMVE21445, NEMVE16634, NEMVE18644
OG0000450	BRALA29697	NEMVE22423
OG0000452	BRALA17205, BRALA01805, BRALA17207, BRALA30524, BRALA31741, BRALA10768	NEMVE13251, NEMVE21957
OG0000453	BRALA02456, BRALA02457, BRALA14623, BRALA04109, BRALA28906, BRALA28062, BRALA23580, BRALA19233, BRALA24206, BRALA24207	NEMVE19312
OG0000453	BRALA35630, BRALA34948, BRALA34318	NEMVE24390, NEMVE19711
OG0000454	BRALA16593	NEMVE05253
OG0000456	BRALA31739, BRALA14485, BRALA19382, BRALA30394, BRALA28489, BRALA27951, BRALA24753, BRALA33420, BRALA35405, BRALA30241, BRALA31700, BRALA29108	NEMVE21265, NEMVE06606
OG0000457	BRALA31550, BRALA07318, BRALA30141, BRALA26521, BRALA31330, BRALA13219, BRALA34370	NEMVE25790, NEMVE25134
OG0000458	BRALA27731	NEMVE08200, NEMVE08773
OG0000459	BRALA15317	NEMVE01634
OG0000461	BRALA10740	NEMVE16015, NEMVE02669
OG0000461	BRALA25433	NEMVE01791
OG0000463	BRALA16614, BRALA34631	NEMVE21255, NEMVE25382, NEMVE25677
OG0000465	BRALA17892	NEMVE13428
OG0000467	BRALA17998	NEMVE14048
OG0000468	BRALA11917	NEMVE13616
OG0000469	BRALA35215, BRALA33439	NEMVE09305
OG0000469	BRALA16555	NEMVE11884, NEMVE14640
OG0000470	BRALA24698	NEMVE21967
OG0000471	BRALA15053	NEMVE05341, NEMVE24949, NEMVE11487
OG0000472	BRALA30097, BRALA25492, BRALA23375, BRALA15705, BRALA11327	NEMVE20356, NEMVE23755, NEMVE16025, NEMVE01070, NEMVE13924
OG0000475	BRALA33310	NEMVE06628
OG0000476	BRALA20616	NEMVE26012, NEMVE14062
OG0000476	BRALA14616, BRALA14614, BRALA14617	NEMVE18829
OG0000477	BRALA07035, BRALA07034	NEMVE01151
OG0000477	BRALA32650, BRALA33142, BRALA15433	NEMVE06227, NEMVE19028, NEMVE02504
OG0000478	BRALA03122, BRALA14184	NEMVE07361, NEMVE10350
OG0000479	BRALA33937	NEMVE08501
OG0000479	BRALA33783	NEMVE01571
OG0000480	BRALA30132, BRALA35901, BRALA28328, BRALA28329	NEMVE15945, NEMVE13632, NEMVE03415
OG0000481	BRALA27659	NEMVE14291
OG0000481	BRALA10023	NEMVE08558, NEMVE19919
OG0000481	BRALA03647	NEMVE15147
OG0000482	BRALA22257	NEMVE00020
OG0000482	BRALA35197	NEMVE07212
OG0000482	BRALA29577	NEMVE16583
OG0000484	BRALA34077	NEMVE01977
OG0000485	BRALA07325, BRALA23674	NEMVE22788, NEMVE13734, NEMVE13331
OG0000485	BRALA05059, BRALA21189	NEMVE07747, NEMVE13855, NEMVE20860, NEMVE14808
OG0000487	BRALA22509	NEMVE15441
OG0000488	BRALA07851	NEMVE15686, NEMVE21984, NEMVE10971, NEMVE05317, NEMVE01783
OG0000489	BRALA13763	NEMVE06997
OG0000489	BRALA13762	NEMVE07011
OG0000491	BRALA11888	NEMVE02605
OG0000494	BRALA14931	NEMVE07299, NEMVE07527
OG0000495	BRALA16913, BRALA16912, BRALA16952, BRALA22436, BRALA11572, BRALA07929, BRALA07931, BRALA16951, BRALA22144, BRALA16911	NEMVE08235, NEMVE12792, NEMVE20582, NEMVE17007, NEMVE13773, NEMVE00109
OG0000496	BRALA07013, BRALA17609, BRALA17616, BRALA17614	NEMVE01918
OG0000497	BRALA07740	NEMVE08101
OG0000497	BRALA17523	NEMVE01201
OG0000498	BRALA35975, BRALA29437	NEMVE24427
OG0000502	BRALA11723	NEMVE03585
OG0000502	BRALA26866, BRALA26862, BRALA21072, BRALA33849, BRALA21061, BRALA21106, BRALA30987, BRALA21091, BRALA20484, BRALA21081, BRALA21108, BRALA11573, BRALA11575	NEMVE25454, NEMVE16833, NEMVE23878, NEMVE15578, NEMVE18694, NEMVE08508
OG0000503	BRALA07482, BRALA23827	NEMVE05391, NEMVE14143
OG0000503	BRALA20618	NEMVE14616, NEMVE21447, NEMVE04604
OG0000504	BRALA21734, BRALA21735	NEMVE09966
OG0000505	BRALA07980	NEMVE01165
OG0000506	BRALA05807	NEMVE19592, NEMVE13334, NEMVE02126
OG0000508	BRALA17016	NEMVE05943
OG0000508	BRALA31119	NEMVE14310
OG0000508	BRALA33555	NEMVE00947
OG0000510	BRALA00432	NEMVE20557, NEMVE22375
OG0000511	BRALA09340	NEMVE20439, NEMVE02944
OG0000511	BRALA34946	NEMVE10041
OG0000511	BRALA33387, BRALA34529, BRALA35005	NEMVE02376
OG0000513	BRALA06842	NEMVE10614
OG0000514	BRALA19477	NEMVE02331
OG0000515	BRALA07345	NEMVE15353, NEMVE06339, NEMVE00211
OG0000518	BRALA23409	NEMVE21553
OG0000519	BRALA25441, BRALA22160	NEMVE08236, NEMVE08233
OG0000520	BRALA19387	NEMVE02355
OG0000521	BRALA18650	NEMVE09570
OG0000522	BRALA25053	NEMVE16796, NEMVE20997
OG0000522	BRALA25050, BRALA25052	NEMVE17699
OG0000523	BRALA23223	NEMVE14414
OG0000523	BRALA26109, BRALA09495, BRALA26107, BRALA18475	NEMVE12314, NEMVE14490, NEMVE25107
OG0000525	BRALA20630	NEMVE09218
OG0000525	BRALA13036, BRALA13035	NEMVE08240, NEMVE00576, NEMVE09107
OG0000526	BRALA18190, BRALA08755, BRALA18192, BRALA16238, BRALA16318, BRALA23607, BRALA30521, BRALA08217, BRALA12537, BRALA00644, BRALA18595, BRALA00628, BRALA00629, BRALA00489, BRALA12135, BRALA08760, BRALA16233, BRALA27381, BRALA01561, BRALA18594, BRALA23606, BRALA34347	NEMVE02137
OG0000528	BRALA08668	NEMVE01984
OG0000528	BRALA13353	NEMVE00929
OG0000529	BRALA17267	NEMVE03332
OG0000530	BRALA27713	NEMVE06599
OG0000531	BRALA10663	NEMVE14815, NEMVE12231, NEMVE01249
OG0000532	BRALA13752, BRALA07475, BRALA19708	NEMVE20756, NEMVE25016
OG0000533	BRALA29896, BRALA29895	NEMVE02550, NEMVE25584, NEMVE19189, NEMVE19190, NEMVE15699, NEMVE23813
OG0000533	BRALA09268, BRALA09267	NEMVE05457, NEMVE10527
OG0000535	BRALA25267, BRALA14162, BRALA12520	NEMVE02217, NEMVE22814, NEMVE02030
OG0000536	BRALA20347, BRALA20349, BRALA20350	NEMVE08621, NEMVE14814, NEMVE12841, NEMVE21129, NEMVE06646
OG0000537	BRALA22102, BRALA13070, BRALA00495, BRALA21371, BRALA15959, BRALA11325, BRALA11365, BRALA29365, BRALA04214, BRALA04213, BRALA04212, BRALA13679	NEMVE10025, NEMVE12209, NEMVE20117, NEMVE01223
OG0000537	BRALA13681	NEMVE10023
OG0000539	BRALA05969, BRALA20475, BRALA16574, BRALA30262, BRALA04389, BRALA27236, BRALA29022, BRALA32330, BRALA23555, BRALA04388, BRALA29728, BRALA18944, BRALA06806, BRALA06805	NEMVE13521, NEMVE17604
OG0000542	BRALA22764	NEMVE06432
OG0000542	BRALA00596	NEMVE07119
OG0000544	BRALA19421	NEMVE07821
OG0000544	BRALA34642, BRALA35692, BRALA35979, BRALA03994, BRALA34378	NEMVE17337
OG0000545	BRALA24399	NEMVE22844
OG0000545	BRALA22583	NEMVE13567
OG0000547	BRALA09990, BRALA04398, BRALA15378	NEMVE07087
OG0000548	BRALA31695	NEMVE04844
OG0000548	BRALA22718	NEMVE06148
OG0000549	BRALA01654	NEMVE02972, NEMVE17041, NEMVE07249, NEMVE12537, NEMVE17324, NEMVE10001, NEMVE05564
OG0000549	BRALA11510, BRALA16788, BRALA33866, BRALA19896, BRALA24295, BRALA03880	NEMVE13118, NEMVE14115, NEMVE08371, NEMVE04872
OG0000550	BRALA04948, BRALA04930, BRALA04919, BRALA04924, BRALA04937, BRALA04940, BRALA22193, BRALA04936, BRALA04939, BRALA04945, BRALA04926, BRALA04946, BRALA04935, BRALA04929, BRALA04947, BRALA04931, BRALA04943, BRALA04918, BRALA04917, BRALA04916	NEMVE06631
OG0000551	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089	NEMVE08380, NEMVE08363
OG0000552	BRALA31577	NEMVE07685
OG0000552	BRALA12172	NEMVE22528
OG0000553	BRALA09626	NEMVE01847
OG0000553	BRALA16722, BRALA35015	NEMVE02314
OG0000554	BRALA26471, BRALA28539	NEMVE13310
OG0000555	BRALA27161, BRALA33732, BRALA27602, BRALA33303, BRALA24732	NEMVE06112
OG0000560	BRALA24504, BRALA08569, BRALA10597, BRALA25861, BRALA13005, BRALA05538, BRALA21205, BRALA19574	NEMVE05955, NEMVE05072, NEMVE03063, NEMVE10552
OG0000561	BRALA17425	NEMVE13983
OG0000561	BRALA17424	NEMVE07923
OG0000562	BRALA15030	NEMVE24693
OG0000562	BRALA19937	NEMVE00965, NEMVE00354, NEMVE11153
OG0000564	BRALA07152, BRALA24130, BRALA33441	NEMVE09523
OG0000564	BRALA33010	NEMVE09526
OG0000565	BRALA22484, BRALA12049, BRALA05112, BRALA08442, BRALA04573, BRALA04975	NEMVE07590, NEMVE08439
OG0000566	BRALA26624	NEMVE25701, NEMVE12453
OG0000567	BRALA12434, BRALA10631	NEMVE14988
OG0000569	BRALA17565, BRALA10221, BRALA00073, BRALA00621, BRALA17656	NEMVE21611
OG0000570	BRALA12710	NEMVE22864
OG0000572	BRALA30970	NEMVE11725, NEMVE07899
OG0000572	BRALA24438	NEMVE06248
OG0000573	BRALA33118	NEMVE07663
OG0000573	BRALA01402	NEMVE24870
OG0000574	BRALA10469	NEMVE05113, NEMVE00288
OG0000574	BRALA02629	NEMVE21832
OG0000575	BRALA17689	NEMVE02996, NEMVE04558
OG0000576	BRALA00313, BRALA00312	NEMVE22593
OG0000578	BRALA30383	NEMVE11292
OG0000579	BRALA34451	NEMVE14544, NEMVE13622, NEMVE13623
OG0000580	BRALA26260, BRALA26261, BRALA02419	NEMVE07001
OG0000581	BRALA25968	NEMVE09955
OG0000581	BRALA25970	NEMVE11190, NEMVE03274
OG0000582	BRALA24843	NEMVE25170
OG0000584	BRALA05113, BRALA05114, BRALA05271	NEMVE25972, NEMVE16540, NEMVE25354, NEMVE18804
OG0000585	BRALA20335	NEMVE01468
OG0000587	BRALA05810	NEMVE06172
OG0000587	BRALA15179	NEMVE07185
OG0000588	BRALA00972	NEMVE17749, NEMVE01142, NEMVE19423, NEMVE22311, NEMVE14453
OG0000588	BRALA24520	NEMVE14794
OG0000590	BRALA07082	NEMVE13093
OG0000590	BRALA16075, BRALA31942	NEMVE24419
OG0000591	BRALA23791, BRALA13642	NEMVE09505
OG0000592	BRALA22980, BRALA12293, BRALA12292, BRALA25533	NEMVE07461, NEMVE13635
OG0000593	BRALA10467, BRALA03529	NEMVE09147
OG0000594	BRALA10983, BRALA02053	NEMVE06479
OG0000595	BRALA24011	NEMVE25749
OG0000597	BRALA07224	NEMVE01043
OG0000597	BRALA07985	NEMVE17081
OG0000600	BRALA16892	NEMVE07602
OG0000600	BRALA00923, BRALA16891	NEMVE20571
OG0000601	BRALA06469, BRALA04622, BRALA04621	NEMVE11702, NEMVE00524
OG0000602	BRALA13634	NEMVE10759
OG0000602	BRALA13637	NEMVE25662
OG0000607	BRALA02171	NEMVE16595
OG0000608	BRALA08057	NEMVE04652
OG0000609	BRALA13529	NEMVE21819
OG0000609	BRALA04542	NEMVE20971, NEMVE21996
OG0000610	BRALA08395	NEMVE07164
OG0000610	BRALA06657, BRALA26836	NEMVE08795, NEMVE01252
OG0000611	BRALA20389	NEMVE14933
OG0000611	BRALA27313	NEMVE05786
OG0000612	BRALA24052	NEMVE12444
OG0000612	BRALA24582	NEMVE10606, NEMVE19230
OG0000612	BRALA20021	NEMVE05951
OG0000613	BRALA30072	NEMVE22948, NEMVE10497, NEMVE12410, NEMVE07547, NEMVE08041, NEMVE06754, NEMVE10305, NEMVE24275, NEMVE00459, NEMVE10326
OG0000614	BRALA26253, BRALA24121	NEMVE11934, NEMVE17876
OG0000615	BRALA14242	NEMVE07646
OG0000616	BRALA23460	NEMVE10226
OG0000618	BRALA17090	NEMVE06400
OG0000619	BRALA12118	NEMVE10365
OG0000622	BRALA32870, BRALA09468, BRALA23957, BRALA12252, BRALA12281, BRALA25713, BRALA07948, BRALA12253, BRALA12387, BRALA15589, BRALA35785, BRALA25714, BRALA10975, BRALA01868, BRALA31167, BRALA14477, BRALA28989, BRALA05169, BRALA15825, BRALA11272, BRALA05168	NEMVE26021, NEMVE25823
OG0000623	BRALA01906	NEMVE01534
OG0000623	BRALA33185	NEMVE08660
OG0000624	BRALA09192	NEMVE22364
OG0000625	BRALA19634	NEMVE09632
OG0000625	BRALA05373	NEMVE06181, NEMVE02778, NEMVE00819
OG0000626	BRALA09669	NEMVE09165
OG0000627	BRALA29835	NEMVE06184
OG0000628	BRALA28627	NEMVE01732
OG0000628	BRALA16689	NEMVE14770, NEMVE01487
OG0000629	BRALA35417	NEMVE07693
OG0000630	BRALA30242, BRALA28999, BRALA08635, BRALA31075	NEMVE01354, NEMVE18453, NEMVE01884
OG0000630	BRALA27500	NEMVE15709, NEMVE15932, NEMVE05465
OG0000632	BRALA15508, BRALA32637, BRALA22850	NEMVE07834
OG0000632	BRALA31501, BRALA33220	NEMVE03197
OG0000632	BRALA23634, BRALA30591, BRALA33954, BRALA29251, BRALA08401, BRALA03580, BRALA22090	NEMVE02918
OG0000633	BRALA03618, BRALA02705, BRALA27123, BRALA17864, BRALA05091, BRALA02704, BRALA32439, BRALA03616, BRALA10872, BRALA03615, BRALA03617, BRALA17937, BRALA03610, BRALA03611, BRALA33444, BRALA17938, BRALA12295, BRALA16604, BRALA17940, BRALA17941, BRALA33978, BRALA15799, BRALA14178	NEMVE15822
OG0000634	BRALA18632	NEMVE11198, NEMVE11196, NEMVE09232
OG0000637	BRALA04773	NEMVE02196
OG0000637	BRALA05959, BRALA07030	NEMVE04658
OG0000637	BRALA35665	NEMVE11757
OG0000637	BRALA25973	NEMVE22914
OG0000639	BRALA16533	NEMVE13335
OG0000639	BRALA20016	NEMVE13125, NEMVE04888
OG0000642	BRALA06680	NEMVE06951
OG0000643	BRALA01193	NEMVE06808
OG0000643	BRALA28428	NEMVE10252
OG0000644	BRALA12532	NEMVE23248
OG0000645	BRALA20003	NEMVE09157
OG0000645	BRALA04294	NEMVE23952
OG0000646	BRALA05656	NEMVE08138
OG0000646	BRALA20004	NEMVE10645
OG0000647	BRALA16420, BRALA19497, BRALA16419	NEMVE14504, NEMVE21056
OG0000648	BRALA03156	NEMVE15084
OG0000648	BRALA03157	NEMVE22274
OG0000649	BRALA09182, BRALA11364, BRALA20887	NEMVE05779
OG0000650	BRALA06632, BRALA04575	NEMVE00579, NEMVE08484, NEMVE16607
OG0000651	BRALA29558, BRALA33518	NEMVE14632
OG0000653	BRALA00750	NEMVE18279
OG0000653	BRALA33623, BRALA16963, BRALA22618	NEMVE23026
OG0000654	BRALA04554	NEMVE10112
OG0000656	BRALA11096, BRALA23327, BRALA33635, BRALA32418	NEMVE03009, NEMVE02980
OG0000657	BRALA10474	NEMVE20473
OG0000658	BRALA13305, BRALA28406, BRALA14135, BRALA08887, BRALA12509	NEMVE23262, NEMVE15764
OG0000659	BRALA17255, BRALA26218	NEMVE19211
OG0000660	BRALA15697	NEMVE22331
OG0000661	BRALA34508, BRALA12951	NEMVE16330, NEMVE23743
OG0000662	BRALA23622	NEMVE13299, NEMVE13159
OG0000662	BRALA06276	NEMVE01041
OG0000664	BRALA17169	NEMVE05215
OG0000665	BRALA23202	NEMVE13408, NEMVE06240
OG0000670	BRALA11703	NEMVE22694
OG0000672	BRALA06149	NEMVE22550, NEMVE12239
OG0000672	BRALA24117	NEMVE22511
OG0000673	BRALA14560	NEMVE22976
OG0000674	BRALA23211	NEMVE08889
OG0000674	BRALA25389	NEMVE21073, NEMVE10599
OG0000676	BRALA13759	NEMVE24025
OG0000676	BRALA25556	NEMVE10858, NEMVE20237, NEMVE10856
OG0000678	BRALA35612	NEMVE09555
