Orthogroup	BRALA	AMPFI_ok
OG0000703	BRALA03871	AMPFI_09469
OG0000704	BRALA02854	AMPFI_10702
OG0000706	BRALA20496	AMPFI_17120
OG0000706	BRALA15669	AMPFI_00965, AMPFI_02905
OG0000708	BRALA05296	AMPFI_18363
OG0000708	BRALA10976	AMPFI_17855
OG0000709	BRALA10837	AMPFI_23883
OG0000711	BRALA20784	AMPFI_19044
OG0000711	BRALA02091	AMPFI_11270
OG0000713	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690	AMPFI_24318, AMPFI_08961, AMPFI_11641
OG0000715	BRALA17045	AMPFI_19789
OG0000716	BRALA35786, BRALA32595, BRALA32592, BRALA34911, BRALA11754, BRALA34059, BRALA08642	AMPFI_13314
OG0000717	BRALA10082	AMPFI_10785
OG0000718	BRALA29518	AMPFI_05696, AMPFI_05695
OG0000720	BRALA08022	AMPFI_05196
OG0000721	BRALA14964	AMPFI_08986
OG0000723	BRALA06643	AMPFI_04714
OG0000725	BRALA34432	AMPFI_02912
OG0000726	BRALA09055	AMPFI_13683
OG0000731	BRALA12194	AMPFI_14467
OG0000732	BRALA05974	AMPFI_21125
OG0000732	BRALA01121	AMPFI_22564
OG0000733	BRALA13293	AMPFI_00092
OG0000733	BRALA13301	AMPFI_07683
OG0000734	BRALA10056	AMPFI_12486, AMPFI_16496
OG0000735	BRALA12877	AMPFI_12763
OG0000736	BRALA00292	AMPFI_00116
OG0000737	BRALA24490	AMPFI_09668
OG0000739	BRALA28504	AMPFI_22787
OG0000739	BRALA19169, BRALA21299, BRALA16156, BRALA25772, BRALA30984, BRALA33426, BRALA11608, BRALA07810, BRALA31626, BRALA07887, BRALA06841, BRALA14312, BRALA05588, BRALA31275, BRALA18175, BRALA11192, BRALA34375, BRALA04127, BRALA21544, BRALA10965, BRALA32230, BRALA19778, BRALA02618, BRALA27014, BRALA02146, BRALA19170, BRALA28651, BRALA31066, BRALA21394, BRALA27920, BRALA05587, BRALA23333, BRALA21251, BRALA20934, BRALA16036, BRALA25975, BRALA02145, BRALA16155, BRALA25164, BRALA30474, BRALA29925	AMPFI_17691
OG0000739	BRALA28769, BRALA16753, BRALA21356, BRALA29604	AMPFI_04289, AMPFI_18164, AMPFI_21377, AMPFI_20987, AMPFI_15188, AMPFI_07309, AMPFI_13493, AMPFI_12559, AMPFI_22118
OG0000740	BRALA07389	AMPFI_24652
OG0000740	BRALA21585, BRALA17954	AMPFI_17145
OG0000741	BRALA33506, BRALA32046	AMPFI_17281
OG0000742	BRALA00941, BRALA00779, BRALA34671, BRALA00781, BRALA00894, BRALA01300, BRALA00780, BRALA04865, BRALA04866, BRALA17048, BRALA01585, BRALA24217, BRALA10593, BRALA01301, BRALA07187, BRALA11034, BRALA00944, BRALA17047, BRALA01299, BRALA01296, BRALA00942, BRALA00939, BRALA00940, BRALA00943, BRALA00938, BRALA17039, BRALA07567, BRALA01586, BRALA10119, BRALA11388, BRALA23693, BRALA14845	AMPFI_05931
OG0000743	BRALA06285	AMPFI_02626
OG0000743	BRALA06284	AMPFI_24905
OG0000744	BRALA03822, BRALA06789, BRALA03324	AMPFI_06604
OG0000745	BRALA10823	AMPFI_10083
OG0000746	BRALA16242, BRALA16245, BRALA16244, BRALA16243, BRALA16241	AMPFI_11042
OG0000748	BRALA10606	AMPFI_21950
OG0000749	BRALA28914	AMPFI_08611
OG0000751	BRALA07411	AMPFI_03506
OG0000752	BRALA11552	AMPFI_17019
OG0000752	BRALA28831	AMPFI_09329
OG0000752	BRALA05171	AMPFI_04939
OG0000753	BRALA27046	AMPFI_15523
OG0000753	BRALA21594	AMPFI_14109
OG0000755	BRALA12515	AMPFI_18113
OG0000756	BRALA12917	AMPFI_04122, AMPFI_11222, AMPFI_01721
OG0000757	BRALA34310	AMPFI_01364
OG0000757	BRALA14460	AMPFI_13831
OG0000758	BRALA13715	AMPFI_00957
OG0000759	BRALA30577, BRALA11347	AMPFI_04195
OG0000760	BRALA20315	AMPFI_13511
OG0000761	BRALA23656	AMPFI_02175
OG0000764	BRALA20638	AMPFI_07130
OG0000765	BRALA25961	AMPFI_19294
OG0000766	BRALA15635	AMPFI_21468, AMPFI_22616
OG0000767	BRALA12056, BRALA12057	AMPFI_07905
OG0000768	BRALA25731	AMPFI_08442
OG0000771	BRALA30477, BRALA32857, BRALA33587	AMPFI_16880, AMPFI_11960, AMPFI_01284, AMPFI_02536
OG0000772	BRALA34004, BRALA16613	AMPFI_02894
OG0000772	BRALA03331	AMPFI_19971
OG0000773	BRALA03780, BRALA03779, BRALA03666	AMPFI_04587
OG0000773	BRALA00878	AMPFI_06916
OG0000773	BRALA22192	AMPFI_06404, AMPFI_11306
OG0000774	BRALA01367	AMPFI_08290
OG0000774	BRALA12795	AMPFI_03731
OG0000775	BRALA21814, BRALA18421, BRALA18562, BRALA18561, BRALA08287	AMPFI_22492
OG0000777	BRALA06536	AMPFI_22290
OG0000778	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259	AMPFI_04331, AMPFI_25999, AMPFI_02206
OG0000779	BRALA02587	AMPFI_25294
OG0000779	BRALA01807	AMPFI_06428
OG0000780	BRALA21364	AMPFI_15119
OG0000780	BRALA00744	AMPFI_08729
OG0000782	BRALA18203	AMPFI_18834
OG0000783	BRALA05327, BRALA21547, BRALA20580, BRALA07693, BRALA12297, BRALA21197, BRALA01926, BRALA32173, BRALA06677, BRALA01540, BRALA23271, BRALA10462, BRALA16786, BRALA11601, BRALA24574, BRALA30779, BRALA32529, BRALA00159, BRALA27843, BRALA01925, BRALA30778, BRALA18854, BRALA32528, BRALA16000, BRALA06287, BRALA14344, BRALA19146, BRALA26050, BRALA16001, BRALA26049, BRALA27740, BRALA34940	AMPFI_08020
OG0000787	BRALA03891	AMPFI_10777
OG0000788	BRALA02413	AMPFI_01375
OG0000788	BRALA32315	AMPFI_02278
OG0000789	BRALA01664, BRALA11923, BRALA25951, BRALA01665	AMPFI_10219, AMPFI_05281
OG0000790	BRALA12652, BRALA25569, BRALA28594	AMPFI_11863
OG0000791	BRALA14451	AMPFI_01769
OG0000792	BRALA04034, BRALA04682	AMPFI_00047
OG0000792	BRALA33683	AMPFI_18995
OG0000792	BRALA32297	AMPFI_19531
OG0000793	BRALA17595	AMPFI_07155
OG0000794	BRALA27101, BRALA27102	AMPFI_12203
OG0000798	BRALA22751	AMPFI_15670, AMPFI_01735, AMPFI_20101
OG0000802	BRALA01136, BRALA01137, BRALA01138	AMPFI_17051
OG0000803	BRALA35038, BRALA35572, BRALA32962	AMPFI_03930, AMPFI_11891
OG0000804	BRALA25571, BRALA12962, BRALA00029, BRALA00057, BRALA00060, BRALA00037, BRALA00053, BRALA34305, BRALA00039, BRALA00041, BRALA00040, BRALA00056	AMPFI_05541
OG0000807	BRALA19832, BRALA18148, BRALA30632, BRALA26302, BRALA02258, BRALA16079, BRALA18149, BRALA27710, BRALA24602, BRALA33079	AMPFI_22101
OG0000808	BRALA29010, BRALA20912, BRALA30776	AMPFI_20246
OG0000808	BRALA26295	AMPFI_13372
OG0000808	BRALA35228	AMPFI_20367, AMPFI_13041
OG0000808	BRALA30491	AMPFI_02318, AMPFI_19891
OG0000809	BRALA05348	AMPFI_12034
OG0000810	BRALA00801	AMPFI_19205
OG0000810	BRALA10599	AMPFI_00375
OG0000812	BRALA12455	AMPFI_02361, AMPFI_20458, AMPFI_02507, AMPFI_04933, AMPFI_23277, AMPFI_24549, AMPFI_22352
OG0000812	BRALA34233, BRALA02243, BRALA29914, BRALA34685, BRALA13930, BRALA29641, BRALA03892, BRALA27114, BRALA31846, BRALA29017, BRALA35871, BRALA26285, BRALA28307, BRALA03896, BRALA15535, BRALA35348	AMPFI_04199, AMPFI_20836, AMPFI_04618
OG0000813	BRALA03660	AMPFI_16225, AMPFI_15330
OG0000813	BRALA03695	AMPFI_04420
OG0000814	BRALA13770	AMPFI_05882
OG0000816	BRALA20882	AMPFI_22154
OG0000816	BRALA03932	AMPFI_03013
OG0000817	BRALA00540	AMPFI_08254
OG0000817	BRALA03663	AMPFI_07996
OG0000817	BRALA17018	AMPFI_11242
OG0000818	BRALA13068	AMPFI_12285
OG0000819	BRALA34137	AMPFI_15610
OG0000820	BRALA14102	AMPFI_22383
OG0000821	BRALA02614	AMPFI_22831
OG0000822	BRALA08819, BRALA08822, BRALA08830	AMPFI_10298
OG0000822	BRALA23399, BRALA23400	AMPFI_09638
OG0000823	BRALA10824	AMPFI_09886, AMPFI_02229, AMPFI_14400, AMPFI_18247, AMPFI_09105, AMPFI_23998, AMPFI_04321, AMPFI_15264, AMPFI_10553, AMPFI_06995, AMPFI_05761, AMPFI_06571, AMPFI_07954, AMPFI_10284, AMPFI_01845, AMPFI_07102, AMPFI_12688, AMPFI_20773, AMPFI_09883, AMPFI_21341, AMPFI_17425, AMPFI_04598, AMPFI_13151, AMPFI_13153, AMPFI_06788, AMPFI_06616, AMPFI_05068, AMPFI_07809, AMPFI_08630, AMPFI_17076, AMPFI_12089, AMPFI_01834, AMPFI_14480, AMPFI_05084, AMPFI_07103, AMPFI_14381, AMPFI_15214, AMPFI_06614, AMPFI_13152, AMPFI_25071, AMPFI_07320, AMPFI_07319, AMPFI_08384, AMPFI_12229, AMPFI_22504, AMPFI_13975, AMPFI_08042, AMPFI_04907, AMPFI_08486, AMPFI_05456, AMPFI_06799, AMPFI_00992, AMPFI_19402, AMPFI_06618, AMPFI_24784, AMPFI_02307, AMPFI_07810, AMPFI_04755, AMPFI_06617, AMPFI_15056, AMPFI_14436, AMPFI_14437
OG0000824	BRALA12514	AMPFI_10634
OG0000825	BRALA11858	AMPFI_21560, AMPFI_22215
OG0000825	BRALA13834, BRALA13833	AMPFI_04519
OG0000826	BRALA03389	AMPFI_01972
OG0000826	BRALA10374	AMPFI_15553
OG0000828	BRALA04441	AMPFI_06751
OG0000828	BRALA34346	AMPFI_18122
OG0000829	BRALA16335	AMPFI_15788
OG0000830	BRALA01157, BRALA20794	AMPFI_02429
OG0000830	BRALA06400, BRALA34995	AMPFI_17584
OG0000831	BRALA05105	AMPFI_23384
OG0000833	BRALA05134	AMPFI_07344
OG0000834	BRALA06902	AMPFI_19170
OG0000836	BRALA01673, BRALA04302, BRALA08044, BRALA08045	AMPFI_08670
OG0000837	BRALA14733	AMPFI_18684
OG0000838	BRALA18308, BRALA23852, BRALA23853	AMPFI_11876
OG0000838	BRALA27651, BRALA27650, BRALA29963, BRALA29962	AMPFI_05267, AMPFI_25449
OG0000841	BRALA03274	AMPFI_11477
OG0000842	BRALA00081	AMPFI_11234
OG0000845	BRALA12426	AMPFI_11196, AMPFI_00625, AMPFI_13241, AMPFI_15602
OG0000845	BRALA12338	AMPFI_11310
OG0000846	BRALA08828	AMPFI_11421, AMPFI_18627, AMPFI_01481, AMPFI_09201, AMPFI_09631, AMPFI_19752, AMPFI_04320
OG0000847	BRALA27576	AMPFI_13534
OG0000847	BRALA19376	AMPFI_06619
OG0000848	BRALA26804	AMPFI_13198
OG0000849	BRALA35105	AMPFI_24685
OG0000850	BRALA22071, BRALA00654	AMPFI_19396
OG0000850	BRALA25841	AMPFI_03228
OG0000851	BRALA11776	AMPFI_16121
OG0000852	BRALA26844	AMPFI_08444
OG0000852	BRALA03113	AMPFI_13668
OG0000855	BRALA11989	AMPFI_17874, AMPFI_17347
OG0000857	BRALA08900	AMPFI_00242
OG0000858	BRALA20038	AMPFI_05099
OG0000858	BRALA08811	AMPFI_11878
OG0000859	BRALA01935	AMPFI_22052
OG0000860	BRALA18427	AMPFI_05098
OG0000867	BRALA24411, BRALA11145	AMPFI_00144, AMPFI_11211, AMPFI_06396, AMPFI_22076, AMPFI_26051, AMPFI_13589, AMPFI_02463, AMPFI_17713, AMPFI_24739, AMPFI_20834, AMPFI_20835, AMPFI_16847, AMPFI_14483
OG0000868	BRALA34175	AMPFI_07891
OG0000868	BRALA34740	AMPFI_22647
OG0000868	BRALA09843	AMPFI_09212
OG0000869	BRALA33856	AMPFI_09269
OG0000869	BRALA33256	AMPFI_02260
OG0000870	BRALA21184	AMPFI_04018, AMPFI_20968, AMPFI_09731, AMPFI_24424
OG0000870	BRALA21177	AMPFI_12552
OG0000871	BRALA16416	AMPFI_13424
OG0000872	BRALA02222	AMPFI_14533
OG0000873	BRALA17119	AMPFI_00271
OG0000874	BRALA11822	AMPFI_04290, AMPFI_17002
OG0000874	BRALA03146	AMPFI_15252
OG0000875	BRALA10301	AMPFI_16915
OG0000875	BRALA09033	AMPFI_14018
OG0000876	BRALA11284	AMPFI_21327
OG0000878	BRALA02339, BRALA02338	AMPFI_24863
OG0000878	BRALA02340	AMPFI_22261
OG0000878	BRALA04723	AMPFI_21072
OG0000879	BRALA05982	AMPFI_24002
OG0000879	BRALA20286, BRALA33717, BRALA33372, BRALA20287	AMPFI_08219
OG0000881	BRALA10038	AMPFI_02071
OG0000881	BRALA27657	AMPFI_13230
OG0000882	BRALA21924	AMPFI_03689, AMPFI_23821
OG0000883	BRALA07960, BRALA30741, BRALA32669, BRALA28827	AMPFI_03120
OG0000884	BRALA23057	AMPFI_25040
OG0000887	BRALA20178	AMPFI_09950, AMPFI_07395
OG0000887	BRALA09188	AMPFI_07646
OG0000888	BRALA15051	AMPFI_15204
OG0000888	BRALA24377	AMPFI_11657
OG0000889	BRALA25124	AMPFI_16359, AMPFI_08502
OG0000890	BRALA24385	AMPFI_20634, AMPFI_12476
OG0000894	BRALA16945	AMPFI_03215, AMPFI_21192
OG0000896	BRALA17653	AMPFI_18659
OG0000896	BRALA22494	AMPFI_22491, AMPFI_12466, AMPFI_26067
OG0000897	BRALA28132	AMPFI_24854
OG0000897	BRALA15321	AMPFI_22827
OG0000898	BRALA12928, BRALA12925, BRALA12927, BRALA12926, BRALA02810, BRALA02808, BRALA02809, BRALA02811, BRALA20259, BRALA20261, BRALA08306, BRALA07124, BRALA08956, BRALA08957, BRALA09009, BRALA12898, BRALA17164, BRALA06037, BRALA00253, BRALA22439, BRALA06598, BRALA22391, BRALA22392, BRALA05142	AMPFI_22530
OG0000900	BRALA04915, BRALA04927	AMPFI_24618
OG0000900	BRALA04920	AMPFI_16325
OG0000903	BRALA30737, BRALA10721, BRALA33458, BRALA25180, BRALA07789, BRALA28987, BRALA00813, BRALA17042	AMPFI_05749
OG0000903	BRALA23315, BRALA15999, BRALA04309, BRALA07221, BRALA15650	AMPFI_18954, AMPFI_22405, AMPFI_02854, AMPFI_22217
OG0000903	BRALA21068	AMPFI_23749
OG0000905	BRALA02403	AMPFI_23249, AMPFI_23770, AMPFI_06111
OG0000905	BRALA08911	AMPFI_02008
OG0000906	BRALA34275	AMPFI_18970
OG0000906	BRALA34042	AMPFI_06795
OG0000907	BRALA01339	AMPFI_11759
OG0000908	BRALA30688	AMPFI_08188
OG0000908	BRALA30545, BRALA13144	AMPFI_09580
OG0000909	BRALA24516	AMPFI_09222
OG0000910	BRALA00617	AMPFI_03413
OG0000911	BRALA24856	AMPFI_10644
OG0000912	BRALA21702	AMPFI_26077
OG0000913	BRALA19448	AMPFI_01293, AMPFI_01711
OG0000914	BRALA20034	AMPFI_07132
OG0000915	BRALA15366	AMPFI_07903
OG0000921	BRALA21805	AMPFI_16444
OG0000923	BRALA04563	AMPFI_00235
OG0000923	BRALA07148	AMPFI_01629, AMPFI_22060
OG0000923	BRALA07147	AMPFI_21531
OG0000924	BRALA13147	AMPFI_22610, AMPFI_03778
OG0000925	BRALA25852	AMPFI_22605
OG0000925	BRALA14244	AMPFI_08869
OG0000926	BRALA25512	AMPFI_15815
OG0000926	BRALA29788	AMPFI_13201, AMPFI_07848, AMPFI_10043
OG0000928	BRALA14602	AMPFI_06367
OG0000929	BRALA27860	AMPFI_24861
OG0000929	BRALA27977	AMPFI_23849
OG0000930	BRALA19541, BRALA18347, BRALA19543	AMPFI_12409
OG0000932	BRALA23597	AMPFI_10461
OG0000934	BRALA15692	AMPFI_09923
OG0000934	BRALA23860	AMPFI_21983
OG0000935	BRALA20990	AMPFI_08255
OG0000938	BRALA02654, BRALA00825, BRALA00820, BRALA00821, BRALA00822, BRALA00823, BRALA11718, BRALA00824	AMPFI_17641, AMPFI_09760, AMPFI_06535
OG0000942	BRALA16107, BRALA27955, BRALA27095, BRALA28044, BRALA32412	AMPFI_19914, AMPFI_23001
OG0000943	BRALA03760, BRALA05220, BRALA00974	AMPFI_25624
OG0000943	BRALA26880	AMPFI_01279
OG0000944	BRALA16973	AMPFI_08499
OG0000945	BRALA12545	AMPFI_11479
OG0000946	BRALA02095, BRALA02094	AMPFI_23608
OG0000947	BRALA00543	AMPFI_04579
OG0000947	BRALA00290	AMPFI_02830
OG0000948	BRALA15765	AMPFI_20578
OG0000949	BRALA16910	AMPFI_05269
OG0000951	BRALA16820	AMPFI_02878
OG0000951	BRALA33620	AMPFI_14404
OG0000951	BRALA35165	AMPFI_16432
OG0000952	BRALA08202	AMPFI_07302
OG0000952	BRALA08201	AMPFI_04586
OG0000953	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206, BRALA27297	AMPFI_04696
OG0000954	BRALA34235	AMPFI_25977
OG0000954	BRALA10453	AMPFI_05682
OG0000955	BRALA00782	AMPFI_06758
OG0000955	BRALA16596	AMPFI_14591
OG0000955	BRALA22745	AMPFI_06876
OG0000957	BRALA14646	AMPFI_23600
OG0000958	BRALA03247, BRALA20608, BRALA06455, BRALA20606	AMPFI_15070
OG0000960	BRALA12453	AMPFI_10077
OG0000963	BRALA03591	AMPFI_18238
OG0000963	BRALA20733	AMPFI_05536
OG0000964	BRALA08522, BRALA16405, BRALA13462, BRALA27147	AMPFI_17923, AMPFI_15487, AMPFI_19681
OG0000965	BRALA04013	AMPFI_19565, AMPFI_15550
OG0000965	BRALA03357	AMPFI_04099
OG0000966	BRALA30500	AMPFI_13605
OG0000967	BRALA03874	AMPFI_25346, AMPFI_07326
OG0000969	BRALA14830, BRALA07388, BRALA07383	AMPFI_25200
OG0000970	BRALA07314	AMPFI_08215
OG0000971	BRALA04949	AMPFI_07009
OG0000971	BRALA04950, BRALA04896	AMPFI_16281
OG0000971	BRALA04974, BRALA04973	AMPFI_12738
OG0000972	BRALA07302, BRALA07303	AMPFI_02188
OG0000972	BRALA06799	AMPFI_09775
OG0000973	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435	AMPFI_12954
OG0000973	BRALA27394	AMPFI_14724, AMPFI_19200
OG0000974	BRALA08524, BRALA00836	AMPFI_12784, AMPFI_24248, AMPFI_16221
OG0000975	BRALA00635, BRALA10588, BRALA08644, BRALA08645, BRALA08641, BRALA08636, BRALA05379, BRALA05380, BRALA17295, BRALA17291, BRALA17298, BRALA17292, BRALA05595, BRALA17297, BRALA08620, BRALA08622, BRALA08621, BRALA08618, BRALA05377, BRALA08562, BRALA17269, BRALA08564, BRALA17280, BRALA08565, BRALA08563, BRALA17279, BRALA08619, BRALA05375, BRALA08632, BRALA08630, BRALA08631, BRALA00633	AMPFI_20495
OG0000976	BRALA11576	AMPFI_22577
OG0000977	BRALA00637	AMPFI_15809
OG0000977	BRALA23676	AMPFI_03209
OG0000978	BRALA19988	AMPFI_21210
OG0000979	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544	AMPFI_09075, AMPFI_12493, AMPFI_01617, AMPFI_11199, AMPFI_19528
OG0000980	BRALA24020	AMPFI_16246
OG0000980	BRALA22378, BRALA07046	AMPFI_15978
OG0000981	BRALA18588, BRALA00487, BRALA10700, BRALA10581, BRALA00620	AMPFI_23802, AMPFI_18811, AMPFI_05565
OG0000981	BRALA17579	AMPFI_03663
OG0000984	BRALA13541	AMPFI_10960
OG0000984	BRALA10027	AMPFI_15775
OG0000987	BRALA15995	AMPFI_23099
OG0000988	BRALA10034	AMPFI_24561
OG0000992	BRALA13132	AMPFI_08334
OG0000994	BRALA12870	AMPFI_08034
OG0000994	BRALA16394	AMPFI_10949
OG0000996	BRALA14195	AMPFI_14642
OG0000997	BRALA11907	AMPFI_18380, AMPFI_12727, AMPFI_16934
OG0000998	BRALA34224, BRALA34676	AMPFI_21171
OG0000999	BRALA08770	AMPFI_12976, AMPFI_03412
OG0001000	BRALA29242	AMPFI_10736
OG0001001	BRALA14859	AMPFI_06409
OG0001002	BRALA01976	AMPFI_21134
OG0001003	BRALA07286	AMPFI_04602
OG0001005	BRALA24042	AMPFI_09343
OG0001006	BRALA19471	AMPFI_14604
OG0001006	BRALA06003	AMPFI_23083
OG0001007	BRALA19531	AMPFI_02923, AMPFI_11235
OG0001007	BRALA19530	AMPFI_00100, AMPFI_00898
OG0001008	BRALA24730	AMPFI_22903
OG0001009	BRALA13978	AMPFI_05554
OG0001010	BRALA11847	AMPFI_19269
OG0001016	BRALA14145	AMPFI_10130
OG0001016	BRALA31587, BRALA31588	AMPFI_08991
OG0001017	BRALA00434	AMPFI_23828, AMPFI_10338, AMPFI_02515
OG0001018	BRALA35275, BRALA04664, BRALA06928, BRALA14350	AMPFI_03134
OG0001018	BRALA13325	AMPFI_05980
OG0001019	BRALA19089	AMPFI_13368
OG0001021	BRALA20548	AMPFI_14678
OG0001021	BRALA10130	AMPFI_18055, AMPFI_12036, AMPFI_11688
OG0001022	BRALA16207	AMPFI_10268
OG0001023	BRALA20751	AMPFI_08517
OG0001024	BRALA23987	AMPFI_23405
OG0001025	BRALA12973, BRALA30707, BRALA21403, BRALA26025, BRALA30493, BRALA00606	AMPFI_21771
OG0001026	BRALA11115	AMPFI_03842
OG0001028	BRALA32878	AMPFI_24614
OG0001029	BRALA03377, BRALA03376	AMPFI_16108
OG0001030	BRALA15099	AMPFI_23968
OG0001030	BRALA10822	AMPFI_06508
OG0001031	BRALA06708	AMPFI_05042
OG0001032	BRALA31425	AMPFI_16468
OG0001033	BRALA06800	AMPFI_11384
OG0001033	BRALA23440	AMPFI_08349
OG0001039	BRALA06810	AMPFI_14266
OG0001039	BRALA20039	AMPFI_14267
OG0001041	BRALA30551	AMPFI_14934, AMPFI_18354, AMPFI_00086, AMPFI_04196
OG0001042	BRALA11036	AMPFI_15466, AMPFI_23740
OG0001043	BRALA21584	AMPFI_10384, AMPFI_15192, AMPFI_24132, AMPFI_11304
OG0001045	BRALA14388	AMPFI_18045, AMPFI_09141
OG0001046	BRALA11238	AMPFI_00692
OG0001047	BRALA06024	AMPFI_09147, AMPFI_02704, AMPFI_20549
OG0001048	BRALA04010	AMPFI_24104, AMPFI_00575
OG0001049	BRALA08587	AMPFI_10283
OG0001049	BRALA19576	AMPFI_08679
OG0001050	BRALA23081, BRALA05944	AMPFI_10641
OG0001051	BRALA12808	AMPFI_05276
OG0001052	BRALA03851, BRALA06631	AMPFI_08331
OG0001053	BRALA06712	AMPFI_08985
OG0001057	BRALA13576, BRALA13575	AMPFI_19992, AMPFI_16672
OG0001058	BRALA18889	AMPFI_03304
OG0001059	BRALA16690	AMPFI_13123
OG0001062	BRALA01158	AMPFI_00636
OG0001063	BRALA22627	AMPFI_06965
OG0001063	BRALA22631	AMPFI_02456
OG0001064	BRALA26163	AMPFI_18491, AMPFI_13276, AMPFI_11404
OG0001065	BRALA12034, BRALA12035	AMPFI_17895
OG0001066	BRALA03613	AMPFI_04798, AMPFI_04799, AMPFI_05155
OG0001067	BRALA09702, BRALA11812, BRALA30598, BRALA16834, BRALA10359	AMPFI_07922
OG0001068	BRALA15808	AMPFI_09936
OG0001072	BRALA23228, BRALA23227	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446
OG0001072	BRALA29817	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751
OG0001073	BRALA12664	AMPFI_12712
OG0001075	BRALA09682	AMPFI_00014
OG0001076	BRALA20184	AMPFI_03111, AMPFI_09505, AMPFI_03148
OG0001077	BRALA28759, BRALA28760	AMPFI_17348
OG0001078	BRALA13847	AMPFI_08816
OG0001079	BRALA12769	AMPFI_02862
OG0001080	BRALA13315	AMPFI_00813
OG0001080	BRALA13682	AMPFI_09613
OG0001081	BRALA20186, BRALA18322	AMPFI_07991
OG0001082	BRALA21015	AMPFI_11475
OG0001082	BRALA24848	AMPFI_03241
OG0001083	BRALA22369	AMPFI_01600
OG0001085	BRALA18590, BRALA17350	AMPFI_03348
OG0001089	BRALA20406	AMPFI_25612
OG0001090	BRALA19647	AMPFI_09098
OG0001091	BRALA18566	AMPFI_08267
OG0001092	BRALA08314	AMPFI_21806
OG0001093	BRALA07017	AMPFI_00814
OG0001093	BRALA07018	AMPFI_01496
OG0001094	BRALA21202	AMPFI_07987
OG0001095	BRALA00514	AMPFI_21259
OG0001096	BRALA02429, BRALA20860, BRALA19151	AMPFI_10982
OG0001096	BRALA33488, BRALA29289, BRALA09978, BRALA29288	AMPFI_22875
OG0001097	BRALA11714	AMPFI_17017
OG0001102	BRALA06483	AMPFI_21024
OG0001102	BRALA01705	AMPFI_14421
OG0001103	BRALA23451	AMPFI_02682
OG0001103	BRALA15961	AMPFI_24729
OG0001104	BRALA00254	AMPFI_11622
OG0001105	BRALA13887	AMPFI_12581
OG0001105	BRALA17080	AMPFI_14430
OG0001106	BRALA24794	AMPFI_01280
OG0001107	BRALA04956	AMPFI_16073
OG0001108	BRALA10695	AMPFI_13440
OG0001108	BRALA14990	AMPFI_13784
OG0001109	BRALA34704, BRALA35909, BRALA30580, BRALA30582	AMPFI_10273, AMPFI_13387
OG0001110	BRALA02581, BRALA02578, BRALA21322, BRALA21321	AMPFI_05484
OG0001111	BRALA28901, BRALA29371, BRALA06020	AMPFI_04458
OG0001112	BRALA13668	AMPFI_06514, AMPFI_08572
OG0001113	BRALA08129	AMPFI_16641
OG0001115	BRALA07052, BRALA07051	AMPFI_24646, AMPFI_25273
OG0001118	BRALA07680	AMPFI_25968, AMPFI_00976, AMPFI_22735, AMPFI_16307
OG0001119	BRALA13802	AMPFI_06894
OG0001121	BRALA32292, BRALA13901, BRALA27511, BRALA08946	AMPFI_15985, AMPFI_08055
OG0001122	BRALA17533, BRALA01448, BRALA13661, BRALA18878, BRALA13663, BRALA13662, BRALA13664	AMPFI_11755, AMPFI_06064, AMPFI_20156
OG0001123	BRALA24284	AMPFI_21122, AMPFI_04929
OG0001123	BRALA23603	AMPFI_09974
OG0001124	BRALA23017	AMPFI_15848
OG0001126	BRALA16208	AMPFI_20016
OG0001126	BRALA28026	AMPFI_14567, AMPFI_07530
OG0001127	BRALA09084	AMPFI_21530
OG0001127	BRALA34184	AMPFI_00371
OG0001128	BRALA22493	AMPFI_08735
OG0001129	BRALA12498, BRALA16098	AMPFI_05280
OG0001131	BRALA13327	AMPFI_08885
OG0001132	BRALA13540	AMPFI_18757
OG0001133	BRALA03024	AMPFI_24426
OG0001133	BRALA00752	AMPFI_21275
OG0001134	BRALA23048	AMPFI_07585
OG0001135	BRALA11818	AMPFI_25799
OG0001137	BRALA13309	AMPFI_25398
OG0001138	BRALA00020, BRALA11821	AMPFI_08224
OG0001139	BRALA06120	AMPFI_16920
OG0001139	BRALA32868, BRALA35077	AMPFI_10168
OG0001140	BRALA16639	AMPFI_12273
OG0001141	BRALA09514	AMPFI_18156, AMPFI_05552
OG0001143	BRALA04133	AMPFI_13922, AMPFI_07389
OG0001144	BRALA10734	AMPFI_09246
OG0001146	BRALA18782	AMPFI_05945
OG0001147	BRALA35992	AMPFI_20662
OG0001154	BRALA10561, BRALA29166, BRALA33292	AMPFI_19788
OG0001155	BRALA32774	AMPFI_06783
OG0001155	BRALA32775, BRALA25504, BRALA25509, BRALA25505	AMPFI_18768
OG0001155	BRALA23567	AMPFI_17194, AMPFI_15411
OG0001156	BRALA24884	AMPFI_16501
OG0001157	BRALA19474	AMPFI_00579, AMPFI_15205
