Orthogroup	BRALA	DANRE
OG0000268	BRALA32039	DANRE41508, DANRE41510, DANRE41509, DANRE09818
OG0000269	BRALA33280, BRALA06865, BRALA27748	DANRE01952, DANRE01953, DANRE29121, DANRE29120, DANRE27283, DANRE27282, DANRE27284, DANRE39211
OG0000270	BRALA12009	DANRE04651, DANRE03784, DANRE03783, DANRE17767, DANRE17768, DANRE17769, DANRE05463, DANRE05461, DANRE05462, DANRE08265
OG0000270	BRALA25012	DANRE19984
OG0000270	BRALA33710	DANRE08992, DANRE30651, DANRE30650
OG0000270	BRALA10899	DANRE07768
OG0000272	BRALA35850	DANRE08227
OG0000273	BRALA05275	DANRE27068
OG0000273	BRALA06390	DANRE09438, DANRE29892
OG0000273	BRALA15018	DANRE33683
OG0000273	BRALA14731	DANRE18454
OG0000275	BRALA20866	DANRE11730
OG0000276	BRALA33947	DANRE01895, DANRE01896
OG0000276	BRALA25431, BRALA03818	DANRE39252
OG0000277	BRALA26639	DANRE40145, DANRE33384, DANRE39642
OG0000277	BRALA25256	DANRE05075, DANRE05074, DANRE05086, DANRE05084, DANRE05077, DANRE05087, DANRE00061, DANRE00060, DANRE33406, DANRE43188
OG0000278	BRALA11856, BRALA14630	DANRE34631
OG0000278	BRALA21572	DANRE35562
OG0000278	BRALA03801	DANRE38067, DANRE27771
OG0000279	BRALA21103, BRALA27220	DANRE23903, DANRE23904, DANRE23902
OG0000280	BRALA13468	DANRE34788, DANRE01505, DANRE12869, DANRE12870
OG0000280	BRALA15664	DANRE18194
OG0000280	BRALA13500	DANRE25734
OG0000281	BRALA02314, BRALA03206, BRALA03204, BRALA15731, BRALA03205	DANRE20682, DANRE20683, DANRE31164, DANRE31162, DANRE31163, DANRE31165, DANRE22293, DANRE22294, DANRE12990, DANRE17976, DANRE17975, DANRE26281, DANRE03433, DANRE03431, DANRE03430, DANRE03434, DANRE03432
OG0000281	BRALA00089, BRALA06078, BRALA03829	DANRE04421, DANRE20577, DANRE16296, DANRE16297, DANRE16295, DANRE06166, DANRE06167
OG0000282	BRALA23685	DANRE26878, DANRE24153
OG0000282	BRALA27475	DANRE06182, DANRE06181
OG0000282	BRALA29869	DANRE05309
OG0000284	BRALA18410	DANRE40041, DANRE40043, DANRE40042, DANRE40040, DANRE26654, DANRE26655, DANRE43399, DANRE43400, DANRE43140, DANRE43141, DANRE35642, DANRE35643
OG0000284	BRALA01827, BRALA00852	DANRE16784, DANRE16785, DANRE06207, DANRE06206
OG0000285	BRALA24652	DANRE03809, DANRE03811, DANRE03810
OG0000286	BRALA16073, BRALA31945	DANRE30995, DANRE12494, DANRE30578
OG0000286	BRALA14124, BRALA07447	DANRE13117, DANRE13116, DANRE13115
OG0000286	BRALA09665, BRALA09666, BRALA30005, BRALA27890, BRALA16069, BRALA20229	DANRE32920
OG0000286	BRALA02345	DANRE42936
OG0000286	BRALA34399	DANRE37514
OG0000287	BRALA33320	DANRE24348, DANRE24347, DANRE19534, DANRE19533, DANRE19535, DANRE00792, DANRE00793, DANRE07603
OG0000288	BRALA09698	DANRE27140, DANRE27142, DANRE27141
OG0000289	BRALA16624	DANRE23961, DANRE04508, DANRE04509, DANRE04510
OG0000289	BRALA13907, BRALA01040	DANRE27163, DANRE40066, DANRE40068, DANRE40067
OG0000289	BRALA18234	DANRE09075, DANRE23535
OG0000290	BRALA03290	DANRE41668, DANRE41667
OG0000292	BRALA21379	DANRE06680
OG0000295	BRALA05907, BRALA02617	DANRE12214, DANRE12212
OG0000295	BRALA06482	DANRE29067, DANRE29068, DANRE15487
OG0000296	BRALA13278	DANRE12056, DANRE12057
OG0000296	BRALA00684	DANRE00423, DANRE40159
OG0000296	BRALA26834	DANRE37567, DANRE37566
OG0000296	BRALA15062	DANRE33437, DANRE33436, DANRE39170
OG0000296	BRALA03454	DANRE08985, DANRE38849, DANRE38850
OG0000297	BRALA13304	DANRE34809, DANRE19503, DANRE19505, DANRE19504, DANRE26015, DANRE37048
OG0000298	BRALA20144, BRALA02076, BRALA02063, BRALA02056, BRALA08888, BRALA02098	DANRE38196, DANRE08768, DANRE33531, DANRE00079, DANRE37490
OG0000299	BRALA17872	DANRE14189, DANRE22587
OG0000300	BRALA13755	DANRE15037, DANRE04513
OG0000300	BRALA06909	DANRE12505
OG0000300	BRALA06943, BRALA06896, BRALA05903	DANRE01874, DANRE01875
OG0000300	BRALA19054, BRALA19053	DANRE34430, DANRE34428, DANRE34431, DANRE41908
OG0000300	BRALA35966	DANRE37302
OG0000300	BRALA04436, BRALA04437	DANRE41909
OG0000301	BRALA17932	DANRE28917
OG0000301	BRALA03661	DANRE05039, DANRE43060, DANRE39381, DANRE39383, DANRE39380, DANRE39382, DANRE15600
OG0000301	BRALA23983	DANRE31227, DANRE31228, DANRE31229, DANRE31230, DANRE12465, DANRE01897
OG0000301	BRALA03664	DANRE05118, DANRE05119
OG0000303	BRALA26900, BRALA12618, BRALA02898, BRALA31477, BRALA04099, BRALA35972, BRALA19345, BRALA19599, BRALA35981, BRALA10253, BRALA19359, BRALA02922, BRALA17220, BRALA00007, BRALA35893, BRALA02920, BRALA02928, BRALA35950, BRALA34819, BRALA02865, BRALA11962, BRALA33230, BRALA02921, BRALA04887, BRALA04876, BRALA04877, BRALA04878, BRALA04881, BRALA04880, BRALA04884, BRALA04885, BRALA17158, BRALA21390, BRALA04971, BRALA21111, BRALA31145, BRALA04126, BRALA30386, BRALA05589, BRALA34407, BRALA33033, BRALA02833, BRALA03956, BRALA16584, BRALA07652, BRALA10255, BRALA07257, BRALA12959, BRALA02383, BRALA08050, BRALA03936, BRALA02853, BRALA01531, BRALA22343, BRALA00064	DANRE33104, DANRE32374
OG0000305	BRALA09424	DANRE31139
OG0000305	BRALA18598	DANRE09757, DANRE09755, DANRE09756
OG0000305	BRALA10626	DANRE15092, DANRE10598, DANRE10597, DANRE41676, DANRE35836, DANRE35835, DANRE27357, DANRE27356, DANRE01697
OG0000306	BRALA03883	DANRE01566, DANRE33720, DANRE33719
OG0000307	BRALA28915	DANRE17785, DANRE17787, DANRE04919, DANRE04920, DANRE04921, DANRE34384, DANRE08188, DANRE08189, DANRE04923, DANRE04922, DANRE34831, DANRE34829
OG0000307	BRALA28035	DANRE17786, DANRE00127
OG0000307	BRALA08461	DANRE34832, DANRE34830, DANRE00128, DANRE25724
OG0000308	BRALA35067, BRALA07362	DANRE09139, DANRE35889
OG0000308	BRALA12881	DANRE14822
OG0000308	BRALA22416	DANRE24047
OG0000309	BRALA18980	DANRE02723, DANRE02724, DANRE02722, DANRE02728, DANRE02726, DANRE02730, DANRE02725, DANRE02729, DANRE31532, DANRE31530, DANRE31531, DANRE31533, DANRE01780, DANRE01781, DANRE01783, DANRE01782
OG0000309	BRALA26379	DANRE23060, DANRE23059
OG0000310	BRALA13697, BRALA13599, BRALA23270, BRALA13590	DANRE42431
OG0000310	BRALA13010	DANRE00597, DANRE00598
OG0000311	BRALA28501, BRALA17717, BRALA33007, BRALA05545, BRALA05548, BRALA28774	DANRE08870
OG0000312	BRALA14627	DANRE38380, DANRE38381, DANRE34907, DANRE34908, DANRE34906, DANRE34905
OG0000312	BRALA11332, BRALA11333, BRALA11331	DANRE35322
OG0000312	BRALA05942	DANRE38016, DANRE38017
OG0000312	BRALA11891	DANRE07302, DANRE01094, DANRE01093
OG0000313	BRALA06607	DANRE16304, DANRE41630, DANRE41631
OG0000313	BRALA35023	DANRE20918, DANRE27620, DANRE14004
OG0000313	BRALA19728	DANRE31017, DANRE31016
OG0000314	BRALA11883, BRALA01413	DANRE03624, DANRE03625, DANRE28629, DANRE04014, DANRE28800, DANRE09345, DANRE09346, DANRE14022
OG0000315	BRALA34362	DANRE07577
OG0000315	BRALA25721	DANRE25676, DANRE31346
OG0000316	BRALA03950	DANRE04968, DANRE04967, DANRE04969, DANRE15792
OG0000316	BRALA15636	DANRE21548, DANRE37601
OG0000317	BRALA18337	DANRE40662, DANRE34237, DANRE34236
OG0000317	BRALA01067	DANRE18157, DANRE14722, DANRE09214, DANRE14150
OG0000317	BRALA30717	DANRE18158
OG0000319	BRALA14575	DANRE10764, DANRE10762, DANRE27249
OG0000320	BRALA10660	DANRE03387, DANRE29009, DANRE13587, DANRE42664
OG0000320	BRALA04738, BRALA17494, BRALA04672, BRALA04669, BRALA04676, BRALA17492, BRALA04680	DANRE18363
OG0000321	BRALA01010	DANRE40064, DANRE40063, DANRE27127
OG0000321	BRALA31205	DANRE28812, DANRE28813, DANRE21948
OG0000321	BRALA14278	DANRE27073, DANRE06909, DANRE16086, DANRE16087, DANRE42326, DANRE23859, DANRE06908, DANRE42325, DANRE23860, DANRE23861
OG0000322	BRALA07551, BRALA07552, BRALA08284	DANRE34869, DANRE43093, DANRE19017
OG0000323	BRALA07917	DANRE09638, DANRE09637, DANRE09636, DANRE09635
OG0000323	BRALA00213	DANRE23843, DANRE23842, DANRE21375, DANRE21376, DANRE21377, DANRE42716
OG0000325	BRALA15301, BRALA32697, BRALA32699, BRALA33204, BRALA28705, BRALA28697, BRALA32751	DANRE43126
OG0000325	BRALA29149	DANRE42809, DANRE42808, DANRE29033
OG0000326	BRALA08611	DANRE02837, DANRE22886, DANRE22885, DANRE22887, DANRE27986, DANRE27987, DANRE13111, DANRE13112, DANRE35291, DANRE35290, DANRE35289
OG0000326	BRALA08568, BRALA14598, BRALA14600, BRALA14599, BRALA17896, BRALA16589, BRALA30880	DANRE02839
OG0000327	BRALA13825	DANRE02333, DANRE22736
OG0000328	BRALA34956	DANRE25385
OG0000328	BRALA34717	DANRE37285, DANRE25380, DANRE25379, DANRE25381, DANRE25382, DANRE14786, DANRE14785, DANRE14788, DANRE14787, DANRE09967, DANRE25383, DANRE25384, DANRE22651, DANRE02390, DANRE02392, DANRE02389, DANRE02388, DANRE02391, DANRE22650
OG0000329	BRALA11297	DANRE23030, DANRE23031, DANRE35616, DANRE35618, DANRE35617, DANRE42608, DANRE42609, DANRE15386, DANRE15385, DANRE15388, DANRE15387, DANRE24617, DANRE26385, DANRE26384, DANRE26387, DANRE26386, DANRE35619, DANRE26383, DANRE26388, DANRE03328
OG0000330	BRALA14967	DANRE17464, DANRE17456, DANRE17455, DANRE17462, DANRE17461, DANRE17463, DANRE17460, DANRE17458, DANRE17457
OG0000332	BRALA30995, BRALA30996, BRALA23233, BRALA23237, BRALA03701, BRALA03817, BRALA03703, BRALA30106, BRALA06650, BRALA06646, BRALA06647, BRALA06703, BRALA06704, BRALA06814, BRALA06653, BRALA06652, BRALA06831, BRALA03782, BRALA06687, BRALA19105, BRALA17963, BRALA15005, BRALA06817, BRALA06818, BRALA06815, BRALA06648, BRALA31223, BRALA19595, BRALA04018, BRALA04019	DANRE34741, DANRE34268, DANRE34267, DANRE01405, DANRE00047, DANRE33568, DANRE33567, DANRE04341
OG0000333	BRALA02535	DANRE00395
OG0000333	BRALA05355, BRALA05353, BRALA23904, BRALA25182, BRALA34025, BRALA25690, BRALA24341, BRALA23316, BRALA28582, BRALA32613, BRALA26599, BRALA19157, BRALA02427, BRALA07277, BRALA23922, BRALA07311, BRALA07271, BRALA19001, BRALA20171, BRALA19023, BRALA19024, BRALA19025, BRALA26995, BRALA03234, BRALA20748	DANRE17893, DANRE17892
OG0000338	BRALA15013	DANRE20312, DANRE07418, DANRE01510, DANRE01511, DANRE01512, DANRE39673, DANRE39672
OG0000338	BRALA15015	DANRE39674, DANRE39675, DANRE26933, DANRE26935, DANRE26934
OG0000338	BRALA03386	DANRE25350, DANRE10476, DANRE25349, DANRE25347, DANRE25348, DANRE10472, DANRE10473, DANRE10474
OG0000339	BRALA16110, BRALA24762, BRALA24769, BRALA24739, BRALA16149, BRALA24763, BRALA16108, BRALA24745, BRALA24757, BRALA16111, BRALA24761, BRALA22116, BRALA24768	DANRE37053, DANRE37054
OG0000341	BRALA17089	DANRE24080, DANRE24082, DANRE24081, DANRE23273, DANRE23274, DANRE23276, DANRE23268, DANRE23269, DANRE23275, DANRE23271, DANRE37043, DANRE37044, DANRE14515, DANRE14516
OG0000343	BRALA09005	DANRE30806, DANRE30807, DANRE30808, DANRE10048, DANRE10049, DANRE10047, DANRE38028, DANRE38032, DANRE38029, DANRE38030, DANRE08041, DANRE08040, DANRE08038, DANRE08039, DANRE00942, DANRE00939, DANRE00938
OG0000344	BRALA31687	DANRE35029, DANRE35030, DANRE37821, DANRE16377, DANRE43054
OG0000344	BRALA18681, BRALA21462, BRALA02343, BRALA21455, BRALA18673, BRALA16317, BRALA18680	DANRE34575, DANRE23096, DANRE23097
OG0000345	BRALA09664	DANRE41177, DANRE20579, DANRE15725, DANRE06044, DANRE03976, DANRE03977
OG0000346	BRALA01343	DANRE35422, DANRE29104, DANRE29105, DANRE36435, DANRE36436, DANRE36433, DANRE36434, DANRE36437, DANRE00477, DANRE00478, DANRE00476
OG0000347	BRALA09109, BRALA09106, BRALA07009, BRALA07008, BRALA07438, BRALA14139	DANRE35256
OG0000349	BRALA22003, BRALA22002, BRALA19096	DANRE38827, DANRE38828, DANRE20921, DANRE26293
OG0000350	BRALA26265	DANRE01886, DANRE01885, DANRE22467, DANRE23944, DANRE23945, DANRE04491, DANRE14797
OG0000350	BRALA35868	DANRE03097, DANRE28285
OG0000350	BRALA22515, BRALA13342	DANRE10737, DANRE10736, DANRE10735
OG0000350	BRALA34708, BRALA13341	DANRE13423, DANRE12046, DANRE10734, DANRE18664, DANRE18663
OG0000351	BRALA18971, BRALA08362, BRALA33000, BRALA33940, BRALA34901, BRALA31879, BRALA33840, BRALA08361	DANRE23567, DANRE23568
OG0000351	BRALA34495	DANRE22839, DANRE22838, DANRE39942, DANRE39943, DANRE21286, DANRE31267
OG0000352	BRALA01009	DANRE00052, DANRE00051, DANRE00054, DANRE00053, DANRE40150, DANRE29098, DANRE29099, DANRE16846, DANRE16847
OG0000352	BRALA28171	DANRE12565
OG0000353	BRALA03683	DANRE11202, DANRE11203, DANRE35307, DANRE35308, DANRE19661, DANRE19660, DANRE11200, DANRE03298, DANRE11201, DANRE15654, DANRE39190, DANRE39186, DANRE39187
OG0000356	BRALA25520, BRALA25522, BRALA25521, BRALA26577	DANRE36680, DANRE36679, DANRE20639, DANRE20640
OG0000357	BRALA33215	DANRE40852, DANRE40853, DANRE01433
OG0000357	BRALA26089	DANRE31492, DANRE31491, DANRE25521, DANRE25522, DANRE25519, DANRE31493, DANRE02489, DANRE02488, DANRE23129, DANRE25520
OG0000358	BRALA02274	DANRE25564, DANRE25563
OG0000358	BRALA29935	DANRE31035, DANRE31036, DANRE12471, DANRE12472
OG0000358	BRALA06031	DANRE42327, DANRE42328
OG0000359	BRALA13099	DANRE12179
OG0000359	BRALA32272	DANRE17317, DANRE17318, DANRE17316, DANRE41910
OG0000359	BRALA24208, BRALA15205, BRALA09897, BRALA26110, BRALA18714	DANRE29664, DANRE29663
OG0000359	BRALA31578	DANRE06415, DANRE06416, DANRE06413, DANRE06414
OG0000360	BRALA22946	DANRE06751
OG0000360	BRALA11831	DANRE17865, DANRE17866
OG0000360	BRALA28049	DANRE01799, DANRE01798, DANRE01797
OG0000362	BRALA07218	DANRE10829
OG0000362	BRALA07976, BRALA21892, BRALA24177, BRALA16567, BRALA10486, BRALA19486, BRALA28824, BRALA03966	DANRE16934, DANRE03869, DANRE04571, DANRE04570
OG0000363	BRALA18898	DANRE05157, DANRE05158
OG0000363	BRALA25491, BRALA34908, BRALA34889	DANRE10491, DANRE34034
OG0000363	BRALA25489, BRALA25484, BRALA25486, BRALA29911	DANRE03815, DANRE13868
OG0000365	BRALA00860	DANRE27060, DANRE24567, DANRE26709, DANRE26710, DANRE16764, DANRE28891
OG0000367	BRALA31361	DANRE36654, DANRE31524, DANRE01785, DANRE01784
OG0000367	BRALA12833	DANRE22496, DANRE26403, DANRE26402, DANRE26404, DANRE26405, DANRE18908, DANRE18907
OG0000372	BRALA15783	DANRE02748
OG0000372	BRALA08267	DANRE06645, DANRE06644
OG0000372	BRALA23771	DANRE22505, DANRE22504, DANRE11712, DANRE18764
OG0000372	BRALA15781	DANRE15256
OG0000373	BRALA23435	DANRE11420, DANRE39515, DANRE39514
OG0000374	BRALA29978	DANRE35506, DANRE27018, DANRE23780, DANRE41520, DANRE23150, DANRE35505, DANRE35504
OG0000374	BRALA25996	DANRE00058, DANRE03789, DANRE05089, DANRE33404, DANRE33403
OG0000375	BRALA14011	DANRE30139, DANRE30138, DANRE16765, DANRE03047, DANRE04153, DANRE30105, DANRE30106, DANRE30107, DANRE04150
OG0000378	BRALA33943	DANRE10060, DANRE30848, DANRE10029, DANRE41542, DANRE41543, DANRE41544, DANRE35904, DANRE35903
OG0000378	BRALA34778	DANRE35004, DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468, DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244
OG0000379	BRALA19351	DANRE08570
OG0000379	BRALA06333	DANRE16856, DANRE16855
OG0000379	BRALA01777	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078
OG0000382	BRALA17148	DANRE02655, DANRE37846, DANRE37849, DANRE37847, DANRE37848
OG0000384	BRALA11440	DANRE39176, DANRE39177, DANRE15659, DANRE15658
OG0000384	BRALA18615	DANRE09548, DANRE09549, DANRE09547, DANRE41421, DANRE41422
OG0000386	BRALA21053, BRALA10336, BRALA10439, BRALA27391, BRALA29320, BRALA17191, BRALA11288, BRALA07407	DANRE15744, DANRE06792, DANRE06707, DANRE33779, DANRE08771, DANRE00813
OG0000389	BRALA11849, BRALA11845, BRALA18683	DANRE07865, DANRE02597, DANRE07866
OG0000389	BRALA06714	DANRE20466, DANRE20465, DANRE20464, DANRE20463, DANRE03342, DANRE03343, DANRE03344, DANRE11173
OG0000391	BRALA04832	DANRE23137, DANRE23139, DANRE23138, DANRE04942, DANRE04941, DANRE04943, DANRE04944, DANRE04940, DANRE42610, DANRE42611
OG0000392	BRALA01209	DANRE34329, DANRE26696, DANRE26695, DANRE36354, DANRE36355
OG0000393	BRALA31822, BRALA02241, BRALA15381, BRALA24472, BRALA31821, BRALA03078	DANRE33584, DANRE33585
OG0000393	BRALA27929	DANRE41173, DANRE41172
OG0000393	BRALA03160	DANRE04252
OG0000396	BRALA08348	DANRE13219, DANRE13220
OG0000396	BRALA01165	DANRE19273, DANRE40879
OG0000397	BRALA35642, BRALA34670	DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719
OG0000399	BRALA23772	DANRE09642, DANRE18763
OG0000399	BRALA04322	DANRE26022, DANRE09643, DANRE38314, DANRE28313
OG0000400	BRALA19704	DANRE10040
OG0000401	BRALA15440, BRALA03200, BRALA15436, BRALA15435	DANRE03473, DANRE27291, DANRE38823, DANRE38822
OG0000402	BRALA21413	DANRE41229, DANRE19619, DANRE03492, DANRE03493, DANRE11285
OG0000402	BRALA17661, BRALA17660	DANRE01674, DANRE01673, DANRE22595
OG0000403	BRALA02035, BRALA06762, BRALA05874	DANRE19802
OG0000403	BRALA20044	DANRE06760, DANRE06758, DANRE06761, DANRE06759
OG0000404	BRALA05151	DANRE36432, DANRE34734
OG0000404	BRALA05153, BRALA05152	DANRE34733
OG0000405	BRALA21721	DANRE09894, DANRE09893, DANRE09890, DANRE09892, DANRE09891, DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865, DANRE37670, DANRE37669, DANRE37671, DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778, DANRE21580, DANRE21579, DANRE01498
OG0000406	BRALA20139, BRALA20137, BRALA05087, BRALA15456, BRALA21581, BRALA20136, BRALA05294, BRALA32188, BRALA32278, BRALA18194, BRALA21344, BRALA30769, BRALA32466	DANRE23159, DANRE23160, DANRE36552
OG0000409	BRALA10303, BRALA10304	DANRE33669, DANRE33668, DANRE34639, DANRE34638, DANRE09306
OG0000410	BRALA09729, BRALA30152, BRALA31379, BRALA17875	DANRE37915, DANRE09277, DANRE20414, DANRE37994, DANRE00717, DANRE00715, DANRE00716, DANRE00719, DANRE37987, DANRE37986, DANRE37988, DANRE37985, DANRE37913, DANRE00419, DANRE00420
OG0000411	BRALA33932	DANRE13512
OG0000411	BRALA34958	DANRE13511, DANRE12026, DANRE12027, DANRE12025, DANRE12028, DANRE17380, DANRE13514, DANRE13513, DANRE17379, DANRE17378
OG0000411	BRALA18710, BRALA18709	DANRE03269
OG0000411	BRALA34203	DANRE06248, DANRE15773
OG0000412	BRALA00561	DANRE40212, DANRE40213
OG0000412	BRALA06660	DANRE05333, DANRE05334
OG0000412	BRALA01758, BRALA10138	DANRE34255, DANRE34254, DANRE40964, DANRE14291
OG0000413	BRALA21468	DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262
OG0000413	BRALA06166	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914, DANRE12246, DANRE12248, DANRE12247, DANRE12245
OG0000415	BRALA21989, BRALA33643, BRALA12432, BRALA21986, BRALA21988, BRALA33092, BRALA03189	DANRE22332, DANRE23529, DANRE23530, DANRE23528, DANRE23527, DANRE23556, DANRE23764, DANRE28253, DANRE23816, DANRE23815, DANRE37519, DANRE23602, DANRE35497, DANRE35498, DANRE37135, DANRE37134
OG0000416	BRALA31400, BRALA14141, BRALA02178, BRALA17361, BRALA29138, BRALA22835, BRALA29137	DANRE28749, DANRE27845, DANRE12131, DANRE31926, DANRE28748, DANRE28750, DANRE33210, DANRE12132, DANRE27844, DANRE27843
OG0000417	BRALA30440, BRALA27708	DANRE39225, DANRE13017, DANRE35073, DANRE35074
OG0000418	BRALA13974, BRALA30254, BRALA08626, BRALA32687, BRALA30082	DANRE07530, DANRE20965, DANRE31644
OG0000419	BRALA03697	DANRE43228, DANRE43227
OG0000420	BRALA22044	DANRE00840, DANRE00841, DANRE08543, DANRE08545, DANRE08542, DANRE08546, DANRE08544, DANRE06728
OG0000421	BRALA10691, BRALA15575, BRALA08430, BRALA08388, BRALA08434, BRALA08389, BRALA15574, BRALA08433, BRALA08387, BRALA05704, BRALA08429, BRALA04523, BRALA24326, BRALA13437, BRALA29830, BRALA08390, BRALA05708	DANRE01490
OG0000422	BRALA16622	DANRE14661, DANRE05596, DANRE05597, DANRE18645, DANRE18644, DANRE22673, DANRE22672, DANRE41117, DANRE41116
OG0000424	BRALA03834, BRALA03844, BRALA29651, BRALA08803	DANRE03532
OG0000425	BRALA25795	DANRE16731
OG0000425	BRALA24699	DANRE16734, DANRE41873, DANRE41874, DANRE16596, DANRE16595, DANRE00985
OG0000426	BRALA13863	DANRE07062
OG0000427	BRALA09830	DANRE12612, DANRE12613, DANRE12611, DANRE39319, DANRE39318
OG0000427	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788	DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496, DANRE43089, DANRE26773, DANRE26772
OG0000429	BRALA13739, BRALA13741, BRALA13742, BRALA13766, BRALA12307	DANRE36001, DANRE36002
OG0000430	BRALA11804, BRALA05219, BRALA03761, BRALA19272, BRALA07547	DANRE23936, DANRE25020, DANRE37608, DANRE29590, DANRE29591, DANRE29600, DANRE29596, DANRE29595, DANRE29594, DANRE29599, DANRE29593, DANRE29601, DANRE29597, DANRE29598, DANRE29592
OG0000431	BRALA06237	DANRE24824
OG0000431	BRALA13675	DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495
OG0000432	BRALA18991	DANRE31442, DANRE25599, DANRE25600, DANRE02708, DANRE02707, DANRE41299
OG0000432	BRALA09358, BRALA20322	DANRE31413, DANRE31412, DANRE21202, DANRE21201, DANRE36976, DANRE36975, DANRE36974
OG0000433	BRALA23044	DANRE04048, DANRE29991, DANRE29994, DANRE29993, DANRE29992
OG0000433	BRALA19035	DANRE18171, DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182
OG0000435	BRALA00145	DANRE23596, DANRE23597, DANRE23598, DANRE23968, DANRE23966, DANRE23967, DANRE27191, DANRE14826, DANRE14825, DANRE17636, DANRE11382, DANRE11383, DANRE17637, DANRE17638, DANRE35492, DANRE35491, DANRE35494, DANRE35493
OG0000442	BRALA23798	DANRE07531, DANRE07532, DANRE07533, DANRE16586
OG0000442	BRALA25405	DANRE24242, DANRE14641, DANRE10018, DANRE14640
OG0000442	BRALA30174	DANRE00817, DANRE29323
OG0000443	BRALA14524	DANRE09802, DANRE09801, DANRE42227, DANRE42228, DANRE42226, DANRE42229
OG0000444	BRALA29773	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265
OG0000444	BRALA07745	DANRE12801, DANRE12802, DANRE12418
OG0000445	BRALA05663, BRALA29510, BRALA27780, BRALA00619, BRALA21525, BRALA01672, BRALA24679	DANRE17296
OG0000446	BRALA02260	DANRE38226, DANRE38225
OG0000446	BRALA15987	DANRE15125, DANRE15124, DANRE15097, DANRE15117, DANRE15116, DANRE17410, DANRE10485, DANRE10484
OG0000447	BRALA30761	DANRE16236, DANRE16237, DANRE34347, DANRE34348, DANRE34349, DANRE34350, DANRE19795, DANRE19794, DANRE13289
OG0000448	BRALA12672, BRALA12692	DANRE42866, DANRE42867
OG0000449	BRALA03692, BRALA19009	DANRE10524, DANRE10525, DANRE00979, DANRE00980, DANRE00981, DANRE00982, DANRE43215, DANRE36482
OG0000450	BRALA29697	DANRE13780, DANRE13779, DANRE13781, DANRE07541
OG0000452	BRALA17205, BRALA01805, BRALA17207, BRALA30524, BRALA31741, BRALA10768	DANRE18071, DANRE18072, DANRE09006, DANRE31571, DANRE31572, DANRE31573, DANRE31574, DANRE31563, DANRE31562, DANRE31561, DANRE31560, DANRE31568, DANRE31567, DANRE31565, DANRE31564, DANRE31570, DANRE31569, DANRE31566, DANRE25956
OG0000453	BRALA02456, BRALA02457, BRALA14623, BRALA04109, BRALA28906, BRALA28062, BRALA23580, BRALA19233, BRALA24206, BRALA24207	DANRE13184, DANRE13185
OG0000454	BRALA16593	DANRE38342, DANRE21455, DANRE21457
OG0000457	BRALA31550, BRALA07318, BRALA30141, BRALA26521, BRALA31330, BRALA13219, BRALA34370	DANRE42219, DANRE20040, DANRE16026
OG0000458	BRALA27731	DANRE18765, DANRE11630
OG0000458	BRALA08331, BRALA08332, BRALA23783	DANRE17730, DANRE10760, DANRE27173, DANRE27171, DANRE23245, DANRE22516
OG0000460	BRALA28315	DANRE03441
OG0000461	BRALA10740	DANRE29922, DANRE29923, DANRE29921
OG0000461	BRALA25433	DANRE33325
OG0000463	BRALA09887, BRALA09634	DANRE25874
OG0000463	BRALA16614, BRALA34631	DANRE41150, DANRE41151, DANRE25321, DANRE25320
OG0000465	BRALA17892	DANRE26401, DANRE26400, DANRE26398, DANRE26399, DANRE26397
OG0000465	BRALA15766	DANRE43152
OG0000466	BRALA15112, BRALA23392	DANRE11837, DANRE11834, DANRE11833
OG0000467	BRALA17998	DANRE23056, DANRE23057, DANRE23058, DANRE22608, DANRE22609, DANRE02650, DANRE02651, DANRE36597, DANRE36596, DANRE23594, DANRE02242, DANRE02241, DANRE31546, DANRE31547, DANRE31545, DANRE22610
