Orthogroup	DANRE	LYTVA_ok
OG0000592	DANRE18531	LYTVA_06892
OG0000594	DANRE02253, DANRE02252	LYTVA_12514
OG0000597	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208	LYTVA_08995, LYTVA_09001
OG0000600	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160	LYTVA_06939
OG0000601	DANRE03851, DANRE29823, DANRE05203, DANRE05202, DANRE43410, DANRE05201, DANRE05200, DANRE01528	LYTVA_25885, LYTVA_09449, LYTVA_06884
OG0000602	DANRE06865, DANRE06864, DANRE28060, DANRE28061, DANRE21447, DANRE21448, DANRE15344	LYTVA_06542
OG0000602	DANRE28063, DANRE21449, DANRE05995, DANRE05994, DANRE06863, DANRE42864, DANRE43010, DANRE15343, DANRE15341, DANRE15342	LYTVA_02334, LYTVA_28424
OG0000603	DANRE20006, DANRE20005, DANRE20003, DANRE11131, DANRE11132, DANRE11133, DANRE17469, DANRE17472, DANRE17471, DANRE17473, DANRE17470, DANRE04450, DANRE03756, DANRE03755, DANRE03754	LYTVA_12055
OG0000609	DANRE11913, DANRE11914	LYTVA_12338
OG0000609	DANRE21338	LYTVA_28306, LYTVA_08875
OG0000610	DANRE08988, DANRE15837	LYTVA_17940
OG0000611	DANRE02632, DANRE20099, DANRE20098, DANRE39012, DANRE39011, DANRE39013	LYTVA_07188
OG0000611	DANRE38844, DANRE38845, DANRE38847	LYTVA_21486
OG0000613	DANRE18520, DANRE01714, DANRE01713, DANRE10094, DANRE14218, DANRE14219	LYTVA_03903
OG0000613	DANRE34847, DANRE38974	LYTVA_25492
OG0000614	DANRE43105, DANRE43106	LYTVA_08490
OG0000615	DANRE06330, DANRE06331, DANRE24461	LYTVA_29719
OG0000616	DANRE09788	LYTVA_14032
OG0000616	DANRE08157, DANRE35009, DANRE35008, DANRE37380, DANRE37376, DANRE37378, DANRE37377	LYTVA_22938
OG0000617	DANRE43335, DANRE43336, DANRE43334	LYTVA_12604
OG0000619	DANRE37843, DANRE37844, DANRE37842, DANRE37845, DANRE35821, DANRE35820, DANRE35819, DANRE07556, DANRE07557	LYTVA_00565
OG0000623	DANRE05276	LYTVA_05482
OG0000623	DANRE29318, DANRE29319, DANRE29321, DANRE29320, DANRE29317, DANRE36066, DANRE36067	LYTVA_02662
OG0000624	DANRE29203, DANRE19512, DANRE19513, DANRE34018, DANRE41484, DANRE41483, DANRE41485	LYTVA_17510, LYTVA_30177, LYTVA_22160, LYTVA_15747
OG0000625	DANRE08025, DANRE08024, DANRE08745, DANRE08746, DANRE08747, DANRE08748, DANRE00989, DANRE00990, DANRE08026, DANRE08027	LYTVA_10178
OG0000627	DANRE01285, DANRE01283, DANRE01284, DANRE13403, DANRE10285, DANRE10284, DANRE24252	LYTVA_13220
OG0000628	DANRE10115, DANRE10116, DANRE02554, DANRE43168, DANRE43169, DANRE10117, DANRE10118	LYTVA_13954
OG0000628	DANRE22397, DANRE22395, DANRE22396, DANRE17350, DANRE17351, DANRE09796, DANRE24904	LYTVA_03881
OG0000629	DANRE01275	LYTVA_20124
OG0000629	DANRE25415	LYTVA_03778, LYTVA_25763
OG0000635	DANRE13256	LYTVA_07426
OG0000636	DANRE03730, DANRE03729, DANRE07041, DANRE07045, DANRE07042, DANRE07043, DANRE07044, DANRE07046, DANRE05815, DANRE05816, DANRE05814, DANRE03924, DANRE03926, DANRE03923	LYTVA_29351
OG0000637	DANRE30450, DANRE36117	LYTVA_13438
OG0000639	DANRE12180, DANRE19333, DANRE19332	LYTVA_07276
OG0000639	DANRE26025, DANRE26027, DANRE24926, DANRE24925, DANRE24924, DANRE23613, DANRE23612, DANRE37057	LYTVA_20363, LYTVA_03919
OG0000642	DANRE23759, DANRE23758, DANRE23757, DANRE16691, DANRE16692, DANRE04589, DANRE04590, DANRE04591, DANRE15452	LYTVA_03860, LYTVA_03859, LYTVA_07734
OG0000642	DANRE04791	LYTVA_04785
OG0000643	DANRE35238, DANRE35237, DANRE01533, DANRE35022, DANRE35026, DANRE35023, DANRE35024	LYTVA_12786
OG0000646	DANRE36287, DANRE37895, DANRE37894, DANRE37896	LYTVA_01801, LYTVA_17076
OG0000647	DANRE39973	LYTVA_09133, LYTVA_17054
OG0000647	DANRE42708, DANRE42709, DANRE42707	LYTVA_07018, LYTVA_08785
OG0000648	DANRE23825, DANRE23827	LYTVA_04746
OG0000648	DANRE27007	LYTVA_13183
OG0000649	DANRE36548, DANRE36549, DANRE23157, DANRE23158, DANRE14536, DANRE10469	LYTVA_10245
OG0000651	DANRE23323, DANRE01722, DANRE01723, DANRE01724, DANRE08586, DANRE08587, DANRE42029, DANRE42028, DANRE23324	LYTVA_21211
OG0000653	DANRE26617	LYTVA_23124, LYTVA_03397
OG0000653	DANRE28855, DANRE27642, DANRE26616, DANRE36188, DANRE04829, DANRE04830, DANRE19958, DANRE19860, DANRE33310, DANRE29802, DANRE16917, DANRE26488	LYTVA_17085
OG0000654	DANRE22636, DANRE23092, DANRE23093, DANRE39428, DANRE39432, DANRE39427, DANRE39433, DANRE28978, DANRE28980, DANRE28979, DANRE28981, DANRE28976, DANRE28977, DANRE35895, DANRE35897, DANRE35896, DANRE35892, DANRE42543, DANRE42544, DANRE42545	LYTVA_28826
OG0000657	DANRE41216, DANRE41219, DANRE41218, DANRE41217, DANRE38328, DANRE38327	LYTVA_09513
OG0000660	DANRE42701, DANRE37475, DANRE37474	LYTVA_18194
OG0000660	DANRE35327, DANRE07903	LYTVA_29081
OG0000662	DANRE07121, DANRE07120, DANRE07123, DANRE07122	LYTVA_18798
OG0000662	DANRE29859, DANRE29860, DANRE04026, DANRE03635	LYTVA_15423
OG0000664	DANRE39767, DANRE30905, DANRE02763	LYTVA_13239
OG0000664	DANRE35705, DANRE10611, DANRE10610, DANRE10609	LYTVA_20056
OG0000665	DANRE38365, DANRE19520, DANRE34684, DANRE09591, DANRE09590, DANRE13938, DANRE13939, DANRE19399, DANRE19400	LYTVA_06571, LYTVA_07973, LYTVA_29574
OG0000666	DANRE23027	LYTVA_07805
OG0000667	DANRE15620, DANRE15621	LYTVA_26735, LYTVA_08534, LYTVA_06085, LYTVA_22221
OG0000670	DANRE23686, DANRE23689, DANRE23688, DANRE23691, DANRE23690, DANRE34500, DANRE06990, DANRE07638, DANRE26756, DANRE26754, DANRE26757, DANRE26755, DANRE23687, DANRE15554, DANRE36312, DANRE36313	LYTVA_25988
OG0000671	DANRE23020, DANRE22760, DANRE22759, DANRE23021, DANRE31347, DANRE36744, DANRE36710, DANRE36807, DANRE30960, DANRE24990	LYTVA_27726
OG0000672	DANRE02981, DANRE02982	LYTVA_03099
OG0000673	DANRE03399	LYTVA_08812
OG0000674	DANRE09048, DANRE09049, DANRE09050, DANRE09052, DANRE09051, DANRE37577, DANRE37574, DANRE37576, DANRE37575	LYTVA_07878
OG0000675	DANRE11231, DANRE43339	LYTVA_19260, LYTVA_19252, LYTVA_28356, LYTVA_30111, LYTVA_12674, LYTVA_00152, LYTVA_00074, LYTVA_11140, LYTVA_14374
OG0000676	DANRE14726	LYTVA_14394
OG0000676	DANRE26937, DANRE26936, DANRE36241, DANRE20482, DANRE20483, DANRE35813, DANRE35814, DANRE41404	LYTVA_18544
OG0000680	DANRE36591, DANRE36590	LYTVA_10018, LYTVA_10016, LYTVA_20352
OG0000681	DANRE20644, DANRE20643, DANRE25267, DANRE25266	LYTVA_24742, LYTVA_06870
OG0000682	DANRE33564, DANRE33563, DANRE11185, DANRE22049, DANRE22053, DANRE22052, DANRE22051, DANRE22050, DANRE19035, DANRE19036, DANRE19037	LYTVA_10303
OG0000683	DANRE16155	LYTVA_03132
OG0000683	DANRE30129, DANRE16951, DANRE01917, DANRE26336, DANRE26335, DANRE26337, DANRE26338	LYTVA_12146
OG0000684	DANRE41360, DANRE41356, DANRE41361, DANRE28296, DANRE39125	LYTVA_20362
OG0000685	DANRE13483	LYTVA_15881
OG0000688	DANRE09485	LYTVA_06802
OG0000690	DANRE14634, DANRE14633	LYTVA_23445
OG0000690	DANRE39009, DANRE39006, DANRE39008	LYTVA_06618, LYTVA_16355
OG0000690	DANRE06380, DANRE06379	LYTVA_03145
OG0000691	DANRE27299, DANRE25533	LYTVA_25156
OG0000691	DANRE18108, DANRE18107, DANRE18106, DANRE11469, DANRE14622, DANRE14623, DANRE14624, DANRE23610	LYTVA_24386, LYTVA_24385
OG0000692	DANRE05971	LYTVA_10855, LYTVA_24724, LYTVA_10854
OG0000693	DANRE36829, DANRE22937, DANRE22936, DANRE22938, DANRE20118, DANRE20117, DANRE08385, DANRE08384, DANRE08386, DANRE09992, DANRE09993	LYTVA_30080
OG0000693	DANRE34293, DANRE34292	LYTVA_23568
OG0000694	DANRE10951, DANRE11638, DANRE17279, DANRE17281, DANRE17280, DANRE17278, DANRE35394, DANRE35396, DANRE35395, DANRE39558, DANRE39557	LYTVA_26928
OG0000696	DANRE18175, DANRE18174	LYTVA_27060
OG0000696	DANRE10818	LYTVA_10486, LYTVA_16853
OG0000697	DANRE30740, DANRE40406, DANRE02693, DANRE41127, DANRE41126, DANRE41128, DANRE41129, DANRE40289, DANRE02263, DANRE02262, DANRE36692	LYTVA_14530
OG0000698	DANRE18736, DANRE18408	LYTVA_27842
OG0000698	DANRE06827, DANRE18733, DANRE18732, DANRE18731, DANRE12022, DANRE12021, DANRE18729, DANRE19896	LYTVA_27841
OG0000700	DANRE30585, DANRE30583, DANRE30586, DANRE30584, DANRE25086, DANRE25085	LYTVA_17157
OG0000701	DANRE05122, DANRE05121, DANRE05123, DANRE33566, DANRE40860, DANRE40861	LYTVA_09841
OG0000702	DANRE21696, DANRE39048, DANRE39049, DANRE39053, DANRE39051, DANRE39055, DANRE39050, DANRE39054, DANRE39047, DANRE39044, DANRE39052, DANRE39045, DANRE39046	LYTVA_26549
OG0000706	DANRE22750, DANRE02764	LYTVA_22908
OG0000707	DANRE08868, DANRE14637, DANRE14639	LYTVA_16227, LYTVA_05498, LYTVA_07776
OG0000707	DANRE14489	LYTVA_28879, LYTVA_07704
OG0000709	DANRE19979, DANRE39457, DANRE02911, DANRE05879	LYTVA_00851
OG0000710	DANRE41549, DANRE41548, DANRE10548, DANRE10547	LYTVA_15658
OG0000711	DANRE38476, DANRE25230, DANRE12636, DANRE12637, DANRE12638	LYTVA_01208
OG0000711	DANRE25772, DANRE31323, DANRE31322, DANRE31321	LYTVA_21399
OG0000712	DANRE20132, DANRE20131, DANRE06778, DANRE06776, DANRE06777, DANRE33734, DANRE33735, DANRE33736, DANRE07797, DANRE07796, DANRE07795, DANRE07798, DANRE16293, DANRE16292, DANRE16291, DANRE16290, DANRE07104, DANRE07105	LYTVA_18517
OG0000713	DANRE37942, DANRE37940, DANRE37941, DANRE37943, DANRE34878, DANRE33352, DANRE24296, DANRE33355, DANRE33351, DANRE33353, DANRE33354	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172
OG0000715	DANRE10220, DANRE42817, DANRE01949, DANRE01695, DANRE01696, DANRE23041, DANRE10216, DANRE10217, DANRE10218, DANRE10219	LYTVA_20155
OG0000716	DANRE24425, DANRE24426, DANRE18357	LYTVA_00845, LYTVA_04024
OG0000717	DANRE43353	LYTVA_13980
OG0000718	DANRE42521, DANRE15304, DANRE15307, DANRE15308, DANRE15303, DANRE15306, DANRE15305, DANRE15302, DANRE13827, DANRE09237, DANRE27971	LYTVA_29448
OG0000721	DANRE19921, DANRE33496	LYTVA_10906
OG0000722	DANRE10668, DANRE18082, DANRE34445, DANRE06660, DANRE06659, DANRE11168, DANRE11167, DANRE04318, DANRE04319, DANRE38701, DANRE30658, DANRE25692, DANRE25693, DANRE25215	LYTVA_26452
OG0000724	DANRE11255, DANRE02587, DANRE17945, DANRE11885, DANRE11884	LYTVA_01400
OG0000725	DANRE13190	LYTVA_12066
OG0000726	DANRE27925, DANRE27926, DANRE27927, DANRE42213, DANRE42212, DANRE42211, DANRE16168, DANRE36569	LYTVA_10101
OG0000730	DANRE26899, DANRE23833, DANRE42527, DANRE02912, DANRE37104	LYTVA_26781, LYTVA_01238
OG0000731	DANRE12266, DANRE12265, DANRE12262, DANRE12263, DANRE12264, DANRE12267, DANRE34421, DANRE34422, DANRE34420, DANRE42140, DANRE42139, DANRE39260, DANRE39261	LYTVA_25013
OG0000732	DANRE20486, DANRE20487, DANRE36244, DANRE36245	LYTVA_19768
OG0000733	DANRE05680, DANRE17763, DANRE38134, DANRE17606	LYTVA_09286
OG0000733	DANRE18931, DANRE10693, DANRE18930, DANRE04553, DANRE04552	LYTVA_18704
OG0000734	DANRE35377, DANRE35376, DANRE35375, DANRE28044, DANRE28043, DANRE28040, DANRE28041, DANRE28039, DANRE28038, DANRE28042, DANRE23533	LYTVA_02652
OG0000735	DANRE18911, DANRE10653, DANRE10360, DANRE10359, DANRE13894, DANRE10302, DANRE13895, DANRE11358, DANRE11359	LYTVA_27173
OG0000736	DANRE23449	LYTVA_18375, LYTVA_16120
OG0000736	DANRE41494, DANRE41495, DANRE35537, DANRE35536, DANRE23899, DANRE27179, DANRE27178	LYTVA_27996
OG0000737	DANRE05232, DANRE05233, DANRE05234, DANRE34954, DANRE33897	LYTVA_18640
OG0000740	DANRE40542, DANRE09958, DANRE13643, DANRE21419, DANRE21418	LYTVA_20629
OG0000740	DANRE03411, DANRE03412, DANRE43134, DANRE40552, DANRE05230	LYTVA_24783, LYTVA_24786
OG0000743	DANRE10003, DANRE10004, DANRE02974, DANRE02975	LYTVA_16362
OG0000743	DANRE29387, DANRE02979	LYTVA_16365
OG0000744	DANRE27730, DANRE27734, DANRE27731, DANRE27729, DANRE27732, DANRE27733, DANRE37286, DANRE37288, DANRE37287, DANRE37289, DANRE27304, DANRE36882, DANRE36881	LYTVA_11555, LYTVA_11561, LYTVA_20158
OG0000745	DANRE04783	LYTVA_19578
OG0000746	DANRE30272, DANRE17199, DANRE17200	LYTVA_05928
OG0000746	DANRE18138, DANRE18139	LYTVA_30201, LYTVA_13755
OG0000748	DANRE29232	LYTVA_10009
OG0000749	DANRE43022, DANRE22234, DANRE22233, DANRE04932, DANRE04931	LYTVA_19774
OG0000750	DANRE07367	LYTVA_18076
OG0000751	DANRE14353, DANRE14354, DANRE14356, DANRE41712	LYTVA_23339
OG0000752	DANRE04759, DANRE04760	LYTVA_18382
OG0000752	DANRE33350	LYTVA_07800
OG0000753	DANRE12159	LYTVA_08519
OG0000753	DANRE22875, DANRE08092, DANRE08093, DANRE35099	LYTVA_11275
OG0000755	DANRE27783, DANRE27782, DANRE12837, DANRE12838	LYTVA_15623, LYTVA_07352
OG0000757	DANRE28939	LYTVA_25030
OG0000758	DANRE11468, DANRE24018, DANRE24019, DANRE27344, DANRE27343, DANRE27345, DANRE02463, DANRE02464, DANRE18105, DANRE11683, DANRE11685, DANRE11684	LYTVA_17208
OG0000759	DANRE42810, DANRE21337, DANRE23917, DANRE23918, DANRE26676, DANRE23361	LYTVA_17588
OG0000760	DANRE30936, DANRE30935, DANRE02736, DANRE30934, DANRE30932, DANRE30933, DANRE25704, DANRE25702, DANRE25703, DANRE02738, DANRE02737	LYTVA_03938, LYTVA_24373
OG0000761	DANRE19286, DANRE19287, DANRE16971, DANRE16972, DANRE16973, DANRE21789	LYTVA_21617
OG0000762	DANRE42699, DANRE28185	LYTVA_23402
OG0000763	DANRE09639, DANRE00567, DANRE00568, DANRE00569, DANRE27052, DANRE27054, DANRE27053, DANRE39891, DANRE39892, DANRE39890, DANRE09704, DANRE09705	LYTVA_06804
OG0000764	DANRE26556, DANRE35133	LYTVA_12373
OG0000765	DANRE28403, DANRE40818, DANRE40819, DANRE40817, DANRE00580, DANRE00579	LYTVA_14871
OG0000766	DANRE23752, DANRE09934, DANRE20922, DANRE00517, DANRE00514, DANRE00516, DANRE00515	LYTVA_09454, LYTVA_03504
OG0000767	DANRE11659, DANRE11660, DANRE11658, DANRE11661, DANRE08379, DANRE10974, DANRE18316, DANRE18317, DANRE18318	LYTVA_25551
OG0000768	DANRE31068, DANRE31072, DANRE31070, DANRE31069, DANRE31071, DANRE22256, DANRE22257, DANRE22874	LYTVA_13832
OG0000774	DANRE17370, DANRE17371	LYTVA_03484
OG0000774	DANRE39793, DANRE39792	LYTVA_13838
OG0000775	DANRE10814, DANRE10813, DANRE33689, DANRE33688, DANRE33690, DANRE33691	LYTVA_27239, LYTVA_10620
OG0000777	DANRE29329, DANRE29328, DANRE36168, DANRE36169	LYTVA_13243, LYTVA_28245
OG0000778	DANRE41043, DANRE41041, DANRE41042	LYTVA_14479
OG0000779	DANRE34815, DANRE34816, DANRE34817	LYTVA_16614, LYTVA_13236
OG0000779	DANRE22401, DANRE01681, DANRE01682, DANRE23289, DANRE23290, DANRE24330, DANRE24331	LYTVA_13810
OG0000780	DANRE12112, DANRE12111	LYTVA_22148
OG0000782	DANRE28363, DANRE28364, DANRE21701, DANRE34593, DANRE34592, DANRE34595, DANRE34594, DANRE12747, DANRE12748, DANRE38505, DANRE38506	LYTVA_07281
OG0000784	DANRE26685, DANRE22147, DANRE02507, DANRE02508, DANRE24466, DANRE27100, DANRE27099, DANRE18977, DANRE07597, DANRE22664, DANRE22665	LYTVA_25520
OG0000786	DANRE18615, DANRE40366, DANRE02142, DANRE36994, DANRE36995, DANRE36997, DANRE36996, DANRE22438, DANRE40590, DANRE19428, DANRE35094	LYTVA_15530, LYTVA_00077
OG0000787	DANRE19518, DANRE34015, DANRE19519, DANRE42974, DANRE05326, DANRE05325, DANRE05327, DANRE00057, DANRE33402	LYTVA_15690
OG0000788	DANRE38685, DANRE38687, DANRE38686, DANRE30771, DANRE30772, DANRE38688	LYTVA_13146
OG0000790	DANRE21670, DANRE21671, DANRE28284	LYTVA_03392
OG0000791	DANRE26678, DANRE24509, DANRE24508, DANRE24505, DANRE24506, DANRE35507, DANRE15367, DANRE15368, DANRE41773	LYTVA_30188
OG0000792	DANRE02533	LYTVA_19484
OG0000792	DANRE33671, DANRE33670, DANRE01288, DANRE01289, DANRE01287	LYTVA_19622
OG0000793	DANRE13974, DANRE19092, DANRE39166, DANRE39164, DANRE39165, DANRE25017, DANRE25016, DANRE25015, DANRE21768, DANRE25958, DANRE13450	LYTVA_16504
OG0000794	DANRE08089, DANRE08090	LYTVA_09726
OG0000797	DANRE20533, DANRE15819, DANRE15818, DANRE15820, DANRE07326, DANRE07327, DANRE07328	LYTVA_21230
OG0000798	DANRE29060, DANRE29059, DANRE29061, DANRE03069, DANRE28964, DANRE28965, DANRE28966	LYTVA_20461, LYTVA_26245
OG0000800	DANRE11295	LYTVA_29348
OG0000801	DANRE39090, DANRE39091, DANRE39092, DANRE25011, DANRE25012, DANRE33247	LYTVA_25443
OG0000802	DANRE36485, DANRE28869, DANRE35651, DANRE02087, DANRE30241, DANRE20938, DANRE07777, DANRE17566, DANRE11046, DANRE11047, DANRE26779, DANRE39552, DANRE34339	LYTVA_25554
OG0000803	DANRE25471, DANRE25473, DANRE25474, DANRE25472, DANRE30693, DANRE25476, DANRE25477	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598
OG0000810	DANRE40004, DANRE40006	LYTVA_24721, LYTVA_23360
OG0000810	DANRE42578, DANRE10213, DANRE10212, DANRE13584	LYTVA_29037, LYTVA_14958
OG0000811	DANRE12416	LYTVA_09348, LYTVA_15071, LYTVA_09345, LYTVA_16981
OG0000813	DANRE04584, DANRE04587, DANRE04586, DANRE04588, DANRE04585	LYTVA_14140
OG0000814	DANRE09168	LYTVA_14186, LYTVA_14182
OG0000815	DANRE00098	LYTVA_07142
OG0000815	DANRE41592, DANRE41590, DANRE41591	LYTVA_15409
OG0000816	DANRE37152, DANRE37153, DANRE05255, DANRE07950, DANRE07951	LYTVA_27232
OG0000816	DANRE07371, DANRE07372, DANRE05100, DANRE05101	LYTVA_14905
OG0000817	DANRE01758	LYTVA_09679
OG0000818	DANRE30363, DANRE03542, DANRE30362, DANRE30382, DANRE30381, DANRE30383, DANRE04067, DANRE30364, DANRE04066, DANRE04068, DANRE09086	LYTVA_05278
OG0000819	DANRE38928	LYTVA_08950
OG0000819	DANRE07898, DANRE20294	LYTVA_08394
OG0000820	DANRE35584, DANRE35583, DANRE41464, DANRE41463, DANRE41462	LYTVA_10071
OG0000821	DANRE32584, DANRE15416, DANRE16288	LYTVA_12456, LYTVA_00220
OG0000822	DANRE30577	LYTVA_11698
OG0000822	DANRE31114, DANRE38261	LYTVA_05511, LYTVA_13033
OG0000824	DANRE08292, DANRE43285, DANRE20331, DANRE20334, DANRE20330, DANRE20333, DANRE20332, DANRE20337, DANRE20335, DANRE20336, DANRE08291	LYTVA_20926
OG0000825	DANRE22278, DANRE12609	LYTVA_19124, LYTVA_03163, LYTVA_11026, LYTVA_21185, LYTVA_23313
OG0000826	DANRE17140, DANRE17142, DANRE17141, DANRE17139	LYTVA_22022, LYTVA_18010
OG0000827	DANRE19411, DANRE34859	LYTVA_12934, LYTVA_14206
OG0000828	DANRE38353, DANRE39520	LYTVA_04924
OG0000828	DANRE00140, DANRE00141	LYTVA_16052
OG0000829	DANRE05736, DANRE05737, DANRE00627, DANRE00626, DANRE34022, DANRE06193, DANRE06192, DANRE04909, DANRE04910, DANRE04911	LYTVA_16475
OG0000831	DANRE26783, DANRE26781, DANRE26782, DANRE26784, DANRE35520, DANRE35516, DANRE35517, DANRE35519, DANRE35518	LYTVA_14250, LYTVA_10123
OG0000832	DANRE11127, DANRE40062	LYTVA_18149, LYTVA_15375, LYTVA_19434, LYTVA_03583, LYTVA_02643, LYTVA_15711
OG0000833	DANRE02148, DANRE27648, DANRE27649, DANRE30183, DANRE30182, DANRE30181, DANRE30184, DANRE22222, DANRE22221, DANRE22223, DANRE39989, DANRE39990, DANRE39991, DANRE39987	LYTVA_23899
OG0000835	DANRE25485, DANRE25483, DANRE25484, DANRE25486, DANRE39305, DANRE39304, DANRE30989, DANRE12459, DANRE12460, DANRE12456	LYTVA_09567
OG0000836	DANRE38367, DANRE38368, DANRE38370, DANRE38369, DANRE24933, DANRE24934, DANRE24935, DANRE21462, DANRE21461	LYTVA_01338
OG0000837	DANRE05271	LYTVA_06689
OG0000837	DANRE14993, DANRE14992, DANRE14994, DANRE14991, DANRE16122, DANRE05269, DANRE05270, DANRE22660	LYTVA_07593, LYTVA_20841, LYTVA_20846
OG0000841	DANRE13645, DANRE13646, DANRE13648, DANRE13647, DANRE13644, DANRE12852, DANRE18521, DANRE01048, DANRE01047	LYTVA_03788, LYTVA_29116
OG0000842	DANRE21395, DANRE21394, DANRE42073, DANRE42074, DANRE02620, DANRE02619, DANRE00091, DANRE00092, DANRE29911, DANRE29912, DANRE24170, DANRE24168, DANRE28182, DANRE28183	LYTVA_06739
OG0000844	DANRE22983, DANRE09466, DANRE14008, DANRE14007, DANRE43013, DANRE43012, DANRE26776, DANRE26775, DANRE08927, DANRE08928, DANRE08926	LYTVA_20301
OG0000847	DANRE03178, DANRE03177	LYTVA_11994
OG0000847	DANRE33537, DANRE29369, DANRE29370	LYTVA_21656
OG0000848	DANRE01096, DANRE16221, DANRE06726	LYTVA_08343
OG0000848	DANRE38510, DANRE12738, DANRE00454, DANRE00457	LYTVA_05722, LYTVA_29062
OG0000849	DANRE40416, DANRE40418, DANRE20686, DANRE20687	LYTVA_12639
OG0000850	DANRE27632, DANRE21524, DANRE21523, DANRE21522	LYTVA_06441
OG0000850	DANRE05783, DANRE05782	LYTVA_26189, LYTVA_27854
OG0000851	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900, DANRE16797, DANRE16796	LYTVA_23092
OG0000852	DANRE08986, DANRE13970	LYTVA_26709, LYTVA_24264
OG0000852	DANRE23607, DANRE23608, DANRE15093	LYTVA_07531
OG0000855	DANRE33341, DANRE07887, DANRE07886	LYTVA_06599, LYTVA_10228
OG0000857	DANRE37002, DANRE22445, DANRE25005, DANRE25488, DANRE39308	LYTVA_21736
OG0000858	DANRE41857	LYTVA_08518
OG0000858	DANRE41856, DANRE35001	LYTVA_00061
OG0000860	DANRE30283, DANRE30281, DANRE30282, DANRE30280, DANRE39844, DANRE39843, DANRE19228, DANRE19229, DANRE19230, DANRE39966, DANRE39967	LYTVA_09223
OG0000866	DANRE08582, DANRE21424	LYTVA_15837
OG0000868	DANRE18972, DANRE11567, DANRE11568, DANRE18971, DANRE18970	LYTVA_29147
OG0000869	DANRE22964, DANRE22963, DANRE22965	LYTVA_01155
OG0000869	DANRE33411	LYTVA_03148
OG0000871	DANRE07004, DANRE07003	LYTVA_25255, LYTVA_00078, LYTVA_13487
OG0000872	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281	LYTVA_18504
OG0000873	DANRE12209	LYTVA_06765
OG0000874	DANRE09159	LYTVA_26806
OG0000875	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209	LYTVA_01072
OG0000875	DANRE35854	LYTVA_12521
OG0000877	DANRE41354, DANRE41352, DANRE41353	LYTVA_15271
OG0000878	DANRE12359	LYTVA_08233
OG0000878	DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129	LYTVA_26339
OG0000879	DANRE23042, DANRE35784	LYTVA_08681
OG0000881	DANRE09222, DANRE13840, DANRE09221	LYTVA_04165, LYTVA_11402
OG0000881	DANRE34673, DANRE34674, DANRE07926, DANRE07927	LYTVA_22240, LYTVA_09159
OG0000882	DANRE23952, DANRE23953, DANRE23954, DANRE37050, DANRE37049, DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774, DANRE15120, DANRE15121	LYTVA_14679
OG0000887	DANRE24480	LYTVA_01759, LYTVA_10208
OG0000888	DANRE13975, DANRE09386, DANRE28309	LYTVA_24269
OG0000889	DANRE17250, DANRE17249	LYTVA_27694, LYTVA_27693
OG0000893	DANRE40482, DANRE21302, DANRE36979, DANRE25838, DANRE25839, DANRE25837, DANRE25840, DANRE36977	LYTVA_27628
OG0000894	DANRE16233	LYTVA_12588
OG0000894	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559, DANRE30057	LYTVA_19786
OG0000896	DANRE27183	LYTVA_29831
OG0000896	DANRE18365, DANRE18364, DANRE00892, DANRE00891, DANRE08958, DANRE08959	LYTVA_08568
OG0000897	DANRE36838, DANRE40514, DANRE40513	LYTVA_25813, LYTVA_12897
OG0000899	DANRE08949, DANRE33862, DANRE33861, DANRE39281, DANRE06731, DANRE06730, DANRE20516	LYTVA_16229
OG0000904	DANRE20075, DANRE20074, DANRE06232, DANRE06231, DANRE05115, DANRE05114	LYTVA_15877, LYTVA_15876
OG0000905	DANRE25795, DANRE38944, DANRE25791, DANRE25774	LYTVA_15702, LYTVA_23197
OG0000907	DANRE26506, DANRE21488, DANRE21486, DANRE21487	LYTVA_16710
OG0000908	DANRE05335	LYTVA_03069
OG0000909	DANRE15298, DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755, DANRE43244, DANRE43245, DANRE05844, DANRE05846, DANRE05845	LYTVA_20165, LYTVA_23767
OG0000911	DANRE29022, DANRE29023, DANRE03444, DANRE03443	LYTVA_15861, LYTVA_05614
OG0000912	DANRE20310, DANRE20311, DANRE08249, DANRE08250	LYTVA_10234
OG0000913	DANRE06706, DANRE08772	LYTVA_02832
OG0000915	DANRE23018, DANRE23019, DANRE22768, DANRE22767, DANRE30961, DANRE30962, DANRE36707, DANRE36706, DANRE02290, DANRE12496, DANRE12495	LYTVA_03342
OG0000921	DANRE39952	LYTVA_14375
