Orthogroup	DANRE	XENTR
OG0000256	DANRE12153, DANRE25972, DANRE25973, DANRE25974, DANRE12154	XENTR12133, XENTR13229
OG0000257	DANRE15601, DANRE15602, DANRE39467, DANRE39468	XENTR07148
OG0000257	DANRE39469, DANRE12721, DANRE12720	XENTR11248
OG0000257	DANRE12294	XENTR08520
OG0000257	DANRE11745, DANRE18824, DANRE18823	XENTR03052
OG0000257	DANRE05266	XENTR13887
OG0000258	DANRE09334, DANRE09335	XENTR05687
OG0000258	DANRE30358, DANRE30357, DANRE36030	XENTR18554, XENTR18555
OG0000258	DANRE15459, DANRE30359, DANRE29836	XENTR01829
OG0000258	DANRE02230, DANRE36624	XENTR04830
OG0000258	DANRE31543, DANRE31544	XENTR00764
OG0000258	DANRE17770, DANRE05460	XENTR12963
OG0000258	DANRE04652, DANRE03782	XENTR01640
OG0000259	DANRE13110	XENTR03103
OG0000260	DANRE25713, DANRE25714, DANRE30881, DANRE30885, DANRE30884, DANRE30882, DANRE30883	XENTR02375
OG0000260	DANRE22095, DANRE22094	XENTR07041
OG0000260	DANRE39700, DANRE39699	XENTR01980
OG0000260	DANRE04207, DANRE04206	XENTR02010
OG0000260	DANRE06073	XENTR10330
OG0000261	DANRE28083, DANRE28082, DANRE28081	XENTR16283
OG0000261	DANRE15328, DANRE15323, DANRE15327, DANRE15322, DANRE15324	XENTR07075
OG0000261	DANRE06860, DANRE06861, DANRE06859, DANRE06857, DANRE06858, DANRE06856, DANRE06855	XENTR02029
OG0000263	DANRE01961, DANRE01962	XENTR08076
OG0000265	DANRE30214, DANRE30216, DANRE30217, DANRE30212, DANRE30213, DANRE30215, DANRE17167	XENTR16202
OG0000265	DANRE35122, DANRE35123, DANRE35124, DANRE33277, DANRE33279, DANRE33280, DANRE33278	XENTR06790
OG0000265	DANRE17651	XENTR04690
OG0000265	DANRE41183, DANRE25673, DANRE25672, DANRE25671	XENTR16783
OG0000266	DANRE30164	XENTR19182
OG0000266	DANRE30075, DANRE30074, DANRE30073	XENTR15324
OG0000268	DANRE14772	XENTR06273
OG0000268	DANRE14773	XENTR06272
OG0000268	DANRE41508, DANRE41510, DANRE41509	XENTR08601, XENTR08600
OG0000268	DANRE09818	XENTR12203
OG0000269	DANRE01952, DANRE01953	XENTR03143
OG0000269	DANRE29121, DANRE29120	XENTR10754
OG0000269	DANRE27283, DANRE27282, DANRE27284, DANRE39211	XENTR12377
OG0000270	DANRE04651	XENTR01639
OG0000270	DANRE17767	XENTR12962
OG0000270	DANRE08992	XENTR01261
OG0000270	DANRE10887	XENTR02398
OG0000271	DANRE42040, DANRE42039, DANRE42038	XENTR19255
OG0000271	DANRE29117, DANRE03804	XENTR16932
OG0000271	DANRE01950, DANRE01951	XENTR03142
OG0000271	DANRE13620	XENTR03168
OG0000271	DANRE42712	XENTR08424
OG0000271	DANRE36581, DANRE36580	XENTR08561
OG0000271	DANRE23801, DANRE23800	XENTR13060
OG0000272	DANRE39436, DANRE08226	XENTR16722
OG0000272	DANRE11626, DANRE18102	XENTR12139
OG0000272	DANRE36914, DANRE36915, DANRE40982, DANRE40983	XENTR00222, XENTR10866
OG0000272	DANRE00548	XENTR00876
OG0000273	DANRE27068	XENTR05880
OG0000273	DANRE33683	XENTR04558
OG0000275	DANRE18795, DANRE11797, DANRE11799	XENTR12980
OG0000275	DANRE11728, DANRE11729	XENTR06678
OG0000275	DANRE05343, DANRE05353	XENTR08145
OG0000275	DANRE15840, DANRE15841	XENTR07453
OG0000275	DANRE35415	XENTR01933
OG0000276	DANRE39252	XENTR11774
OG0000277	DANRE33384, DANRE39642	XENTR01190
OG0000277	DANRE05075, DANRE05074, DANRE05086, DANRE05084, DANRE05077, DANRE05087	XENTR10121
OG0000277	DANRE00061, DANRE00060, DANRE33406	XENTR08844
OG0000277	DANRE43188	XENTR08749
OG0000278	DANRE34631	XENTR19229
OG0000278	DANRE28332	XENTR14066
OG0000278	DANRE35562	XENTR09088
OG0000278	DANRE38067, DANRE27771	XENTR12427
OG0000280	DANRE27047, DANRE27045, DANRE01843	XENTR05041
OG0000280	DANRE10424	XENTR11441
OG0000280	DANRE34788	XENTR03406
OG0000280	DANRE12869, DANRE12870	XENTR03118
OG0000280	DANRE18194	XENTR09398
OG0000280	DANRE25734	XENTR05286
OG0000281	DANRE20682, DANRE20683	XENTR11395, XENTR11394
OG0000281	DANRE31164, DANRE31162, DANRE31163	XENTR00724
OG0000281	DANRE22293, DANRE22294	XENTR17839
OG0000281	DANRE12990	XENTR12423, XENTR05941
OG0000281	DANRE17976, DANRE17975, DANRE26281	XENTR08165
OG0000281	DANRE20577	XENTR05001
OG0000281	DANRE16296, DANRE16297, DANRE16295, DANRE06166, DANRE06167	XENTR04901
OG0000282	DANRE26878	XENTR02925
OG0000282	DANRE24153	XENTR13973
OG0000282	DANRE05309	XENTR08646
OG0000282	DANRE03498	XENTR13582
OG0000284	DANRE26654, DANRE26655	XENTR07786
OG0000284	DANRE43399, DANRE43400	XENTR15522
OG0000284	DANRE35643	XENTR13217
OG0000284	DANRE16784, DANRE16785	XENTR04307
OG0000285	DANRE03809, DANRE03811, DANRE03810	XENTR13132
OG0000286	DANRE30995	XENTR17250
OG0000286	DANRE13117, DANRE13116, DANRE13115	XENTR14882, XENTR03100
OG0000286	DANRE32920	XENTR16087
OG0000286	DANRE42936	XENTR08614, XENTR08615, XENTR17051
OG0000286	DANRE14136, DANRE37514	XENTR08670
OG0000287	DANRE24348, DANRE24347	XENTR00628
OG0000287	DANRE19534, DANRE19533, DANRE19535, DANRE00792, DANRE00793, DANRE07603	XENTR08815
OG0000288	DANRE23048	XENTR03004
OG0000288	DANRE27140, DANRE27142, DANRE27141	XENTR07811
OG0000288	DANRE25605, DANRE37644, DANRE37643	XENTR01416
OG0000288	DANRE18515	XENTR09626
OG0000289	DANRE23961	XENTR02120
OG0000289	DANRE04508, DANRE04509, DANRE04510	XENTR05756
OG0000289	DANRE02091, DANRE02092, DANRE02093, DANRE02094, DANRE02090, DANRE26804, DANRE26805	XENTR00324
OG0000289	DANRE40016, DANRE43308, DANRE43309	XENTR04766
OG0000290	DANRE41668, DANRE41667	XENTR04155
OG0000295	DANRE12212	XENTR03072
OG0000295	DANRE29067, DANRE29068	XENTR01672
OG0000296	DANRE12056, DANRE12057	XENTR15309
OG0000296	DANRE00423	XENTR04749
OG0000296	DANRE40159	XENTR11549
OG0000296	DANRE37567, DANRE37566	XENTR00542, XENTR12575
OG0000296	DANRE33437, DANRE33436	XENTR17014
OG0000296	DANRE39170	XENTR02673
OG0000296	DANRE08985	XENTR06270
OG0000296	DANRE38849, DANRE38850	XENTR06080
OG0000297	DANRE34809, DANRE19503, DANRE19505, DANRE19504	XENTR05837
OG0000297	DANRE26015	XENTR10437, XENTR10438
OG0000297	DANRE37048	XENTR02128, XENTR02129, XENTR16806
OG0000298	DANRE38196	XENTR15513, XENTR15512, XENTR19224
OG0000298	DANRE08768	XENTR17746, XENTR06109
OG0000298	DANRE33531, DANRE00079	XENTR04556
OG0000299	DANRE24910, DANRE24909, DANRE24914	XENTR10892, XENTR10893
OG0000299	DANRE22586, DANRE22588	XENTR02454
OG0000299	DANRE14187, DANRE14186, DANRE14188	XENTR12999
OG0000299	DANRE17357, DANRE17356, DANRE17355	XENTR07989
OG0000300	DANRE15037, DANRE04513	XENTR05754
OG0000300	DANRE12505	XENTR05964
OG0000300	DANRE01874, DANRE01875	XENTR14062
OG0000300	DANRE34430, DANRE34428, DANRE34431	XENTR13392
OG0000300	DANRE10026	XENTR05895
OG0000301	DANRE28917	XENTR10255
OG0000301	DANRE05039	XENTR04265
OG0000301	DANRE43060	XENTR08731
OG0000301	DANRE39381, DANRE39383, DANRE39380, DANRE39382, DANRE15600	XENTR05595
OG0000301	DANRE31227, DANRE31228, DANRE31229, DANRE31230	XENTR00731
OG0000301	DANRE01897	XENTR05032
OG0000301	DANRE05118, DANRE05119	XENTR12661
OG0000302	DANRE42649, DANRE21389	XENTR16030
OG0000303	DANRE33104, DANRE32374	XENTR17264
OG0000305	DANRE31139	XENTR15555
OG0000305	DANRE09757, DANRE09755, DANRE09756	XENTR05359
OG0000305	DANRE41676, DANRE35836, DANRE35835	XENTR04162
OG0000305	DANRE27357, DANRE27356, DANRE01697	XENTR07218
OG0000306	DANRE20509, DANRE20510	XENTR13781
OG0000306	DANRE05062, DANRE05061, DANRE05060, DANRE04107, DANRE04106	XENTR07294
OG0000306	DANRE39182, DANRE39180, DANRE39181	XENTR04873
OG0000307	DANRE17785, DANRE17787, DANRE04919, DANRE04920, DANRE04921	XENTR13525
OG0000307	DANRE34384, DANRE08188, DANRE08189	XENTR02085
OG0000307	DANRE25724	XENTR01470
OG0000308	DANRE09139	XENTR05341
OG0000308	DANRE35889	XENTR03132
OG0000308	DANRE08377, DANRE08378, DANRE34374, DANRE34375	XENTR11682
OG0000308	DANRE14822	XENTR11467
OG0000308	DANRE24047	XENTR06275
OG0000309	DANRE31535, DANRE31534	XENTR00767
OG0000309	DANRE02723, DANRE02724, DANRE02722, DANRE02728, DANRE02726, DANRE02730, DANRE02725, DANRE02729	XENTR18236
OG0000309	DANRE31532, DANRE31530, DANRE31531, DANRE31533	XENTR00768
OG0000309	DANRE23060, DANRE23059	XENTR13169
OG0000310	DANRE42431	XENTR02307, XENTR02306
OG0000312	DANRE38380, DANRE38381	XENTR10281, XENTR10282
OG0000312	DANRE34907, DANRE34908, DANRE34906, DANRE34905	XENTR04736, XENTR00030
OG0000312	DANRE38016, DANRE38017	XENTR12581
OG0000312	DANRE07302	XENTR16372
OG0000312	DANRE01094, DANRE01093	XENTR10558
OG0000313	DANRE16304	XENTR04895
OG0000313	DANRE41630, DANRE41631	XENTR02724
OG0000313	DANRE20918	XENTR08592
OG0000313	DANRE31017	XENTR05983, XENTR05982
OG0000314	DANRE00181	XENTR09194
OG0000314	DANRE21706, DANRE28886	XENTR12236
OG0000314	DANRE03624, DANRE03625, DANRE28629	XENTR04774
OG0000314	DANRE28800	XENTR10527
OG0000314	DANRE09345, DANRE09346, DANRE14022	XENTR11181
OG0000315	DANRE07577	XENTR03674
OG0000315	DANRE41582, DANRE41581	XENTR04204
OG0000315	DANRE27213, DANRE38766, DANRE38767	XENTR06293
OG0000315	DANRE25676	XENTR02373
OG0000316	DANRE15792	XENTR05658
OG0000316	DANRE21548	XENTR11533
OG0000317	DANRE40662, DANRE34237, DANRE34236	XENTR07755
OG0000317	DANRE10805, DANRE18339	XENTR05153
OG0000317	DANRE14654	XENTR16109
OG0000317	DANRE18157	XENTR13934
OG0000317	DANRE14722	XENTR13686
OG0000317	DANRE09214	XENTR00225
OG0000319	DANRE10764, DANRE10762, DANRE27249	XENTR04637
OG0000319	DANRE39551, DANRE19184	XENTR08302
OG0000320	DANRE13587	XENTR01732
OG0000320	DANRE42664	XENTR08417
OG0000320	DANRE18363	XENTR04771
OG0000321	DANRE28812, DANRE28813, DANRE21948	XENTR01810
OG0000321	DANRE16086, DANRE16087, DANRE42326	XENTR09351
OG0000321	DANRE23859	XENTR09906
OG0000321	DANRE06908	XENTR02057
OG0000321	DANRE42325	XENTR09352
OG0000321	DANRE23860, DANRE23861	XENTR09907
OG0000322	DANRE01544, DANRE01543, DANRE01540, DANRE01539	XENTR06441
OG0000322	DANRE34869, DANRE43093, DANRE19017	XENTR17956
OG0000322	DANRE31496	XENTR02845
OG0000323	DANRE38114	XENTR11681
OG0000323	DANRE06061	XENTR15307, XENTR15306
OG0000323	DANRE09638, DANRE09637, DANRE09636, DANRE09635	XENTR18280
OG0000323	DANRE23843, DANRE23842	XENTR06278
OG0000323	DANRE21375, DANRE21376, DANRE21377, DANRE42716	XENTR08426
OG0000324	DANRE38678	XENTR08275, XENTR17181, XENTR15791, XENTR04473
OG0000325	DANRE43126	XENTR07161
OG0000325	DANRE42809, DANRE42808	XENTR03133
OG0000325	DANRE29033	XENTR12265
OG0000326	DANRE22886, DANRE22885	XENTR10133
OG0000326	DANRE27986, DANRE27987, DANRE13111	XENTR03102
OG0000326	DANRE35291, DANRE35290, DANRE35289	XENTR17122
OG0000326	DANRE02839	XENTR16483
OG0000328	DANRE37285	XENTR04569
OG0000328	DANRE25380, DANRE25379, DANRE25381, DANRE25382	XENTR00477
OG0000328	DANRE14786, DANRE14785, DANRE14788, DANRE14787, DANRE09967	XENTR13076
OG0000328	DANRE25383, DANRE25384, DANRE22651, DANRE02390, DANRE02392, DANRE02389, DANRE02388, DANRE02391, DANRE22650	XENTR13140
OG0000329	DANRE23030, DANRE23031, DANRE35616, DANRE35618, DANRE35617	XENTR05224
OG0000329	DANRE15386, DANRE15385, DANRE15388, DANRE15387	XENTR13205
OG0000329	DANRE26383, DANRE26388	XENTR13637
OG0000329	DANRE03328	XENTR14193
OG0000330	DANRE17464, DANRE17456, DANRE17455, DANRE17462, DANRE17461, DANRE17463, DANRE17460, DANRE17458, DANRE17457	XENTR13410, XENTR13411, XENTR13409, XENTR13412, XENTR03029, XENTR03030
OG0000331	DANRE09088, DANRE14013, DANRE09087	XENTR05673
OG0000331	DANRE30531, DANRE30532, DANRE30530, DANRE03562	XENTR00936
OG0000331	DANRE30448	XENTR09785
OG0000331	DANRE29275, DANRE21867	XENTR03900
OG0000332	DANRE34741, DANRE34268, DANRE34267	XENTR14310
OG0000332	DANRE01405, DANRE00047, DANRE33568, DANRE33567, DANRE04341	XENTR07549
OG0000332	DANRE01461, DANRE01462, DANRE41205	XENTR01921
OG0000332	DANRE15821	XENTR05653
OG0000333	DANRE00395	XENTR16826
OG0000333	DANRE17893, DANRE17892	XENTR07996
OG0000333	DANRE18592, DANRE18591, DANRE18593	XENTR18237
OG0000334	DANRE28592, DANRE28625, DANRE28599, DANRE28582, DANRE28583, DANRE28764, DANRE28479, DANRE28598, DANRE28659, DANRE22065, DANRE22064, DANRE23627, DANRE29289	XENTR16957, XENTR16148
OG0000334	DANRE13927, DANRE13928, DANRE13929, DANRE13930, DANRE37971, DANRE37972	XENTR19078, XENTR14909, XENTR18372, XENTR15849, XENTR18441, XENTR14907, XENTR14908, XENTR18600, XENTR18272, XENTR16517, XENTR14905, XENTR16519, XENTR13463, XENTR13461, XENTR13464
OG0000335	DANRE16270	XENTR03289
OG0000338	DANRE07418	XENTR03666
OG0000338	DANRE01511, DANRE01512, DANRE39673, DANRE39672	XENTR00810
OG0000338	DANRE39675	XENTR00811
OG0000338	DANRE26933, DANRE26935, DANRE26934	XENTR03279
OG0000338	DANRE25350, DANRE10476, DANRE25349, DANRE25347, DANRE25348, DANRE10472, DANRE10473, DANRE10474	XENTR12945
OG0000339	DANRE37053, DANRE37054	XENTR06902
OG0000341	DANRE24080, DANRE24082, DANRE24081	XENTR09328
OG0000341	DANRE23273, DANRE23274, DANRE23276, DANRE23268, DANRE23269, DANRE23275, DANRE23271	XENTR07475
OG0000341	DANRE37043, DANRE37044	XENTR02979
OG0000341	DANRE14515, DANRE14516	XENTR12854
OG0000343	DANRE30806, DANRE30807, DANRE30808, DANRE10048, DANRE10049, DANRE10047	XENTR11384, XENTR11385
OG0000343	DANRE38028, DANRE38032, DANRE38029, DANRE38030	XENTR00663
OG0000343	DANRE08041, DANRE08040, DANRE08038, DANRE08039, DANRE00942, DANRE00939, DANRE00938	XENTR09712
OG0000344	DANRE35029, DANRE35030	XENTR04022
OG0000344	DANRE43054	XENTR16339
OG0000344	DANRE34575, DANRE23096, DANRE23097	XENTR03764, XENTR07830
OG0000345	DANRE20579	XENTR04999
OG0000345	DANRE15725, DANRE06044	XENTR04907
OG0000345	DANRE03976, DANRE03977	XENTR12817
OG0000346	DANRE29104, DANRE29105	XENTR17511
OG0000346	DANRE36435, DANRE36436, DANRE36433, DANRE36434, DANRE36437	XENTR00075
OG0000346	DANRE00477, DANRE00478, DANRE00476	XENTR04734
OG0000349	DANRE38827, DANRE38828	XENTR00525
OG0000349	DANRE20921, DANRE26293	XENTR13331
OG0000350	DANRE01886, DANRE01885, DANRE22467	XENTR15815
OG0000350	DANRE23944, DANRE23945	XENTR02136
OG0000350	DANRE04491	XENTR05748
OG0000350	DANRE14797	XENTR16105
OG0000350	DANRE03097, DANRE28285	XENTR05868
OG0000350	DANRE10737, DANRE10736, DANRE10735	XENTR14747, XENTR16793
OG0000350	DANRE12046	XENTR09038
OG0000350	DANRE10734, DANRE18664, DANRE18663	XENTR12529
OG0000351	DANRE22839, DANRE22838, DANRE39942, DANRE39943	XENTR06800
OG0000351	DANRE31266	XENTR09285
OG0000351	DANRE39941, DANRE22836, DANRE22837	XENTR06801
OG0000351	DANRE02280	XENTR02528
OG0000351	DANRE31263, DANRE31264	XENTR09283
OG0000351	DANRE40776, DANRE02278	XENTR02529
OG0000351	DANRE31265	XENTR09284
OG0000352	DANRE00052, DANRE00051, DANRE00054, DANRE00053	XENTR04727
OG0000352	DANRE40150	XENTR11543
OG0000352	DANRE29098, DANRE29099, DANRE16846, DANRE16847	XENTR14779
OG0000352	DANRE18553, DANRE18552	XENTR11161
OG0000352	DANRE12565	XENTR18553
OG0000353	DANRE35307, DANRE35308, DANRE19661, DANRE19660	XENTR02225
OG0000353	DANRE11200	XENTR09301
OG0000353	DANRE15654, DANRE39190, DANRE39186, DANRE39187	XENTR04872
OG0000354	DANRE07696, DANRE07693, DANRE07692, DANRE07691, DANRE07694, DANRE07697, DANRE07695	XENTR19202, XENTR18604, XENTR18605, XENTR17336, XENTR17337, XENTR16578, XENTR17335
OG0000356	DANRE34397, DANRE34391, DANRE34388, DANRE34390, DANRE34392, DANRE34396, DANRE34389, DANRE34395, DANRE34393, DANRE34394, DANRE02928, DANRE02927, DANRE02929	XENTR04143
OG0000356	DANRE36680, DANRE36679	XENTR07422
OG0000357	DANRE16485, DANRE06581, DANRE16487, DANRE16488, DANRE16486	XENTR15991
OG0000357	DANRE01432, DANRE01431	XENTR10312
OG0000357	DANRE01433	XENTR14897
OG0000357	DANRE31492, DANRE31491, DANRE25521, DANRE25522, DANRE25519	XENTR15970
OG0000357	DANRE02489, DANRE02488	XENTR17586
OG0000357	DANRE23129	XENTR13168
OG0000358	DANRE25564, DANRE25563	XENTR09276
OG0000358	DANRE31035, DANRE31036, DANRE12471, DANRE12472	XENTR00396
OG0000358	DANRE30967	XENTR16746
OG0000358	DANRE42327, DANRE42328	XENTR09348
OG0000359	DANRE12179	XENTR05950
OG0000359	DANRE30427	XENTR00976
OG0000359	DANRE17317, DANRE17318, DANRE17316, DANRE41910	XENTR15161
OG0000359	DANRE29664, DANRE29663	XENTR14895
OG0000359	DANRE06415, DANRE06416, DANRE06413, DANRE06414	XENTR09262
OG0000360	DANRE06751	XENTR08788
OG0000360	DANRE07609	XENTR08828
OG0000360	DANRE17865, DANRE17866	XENTR03303
OG0000360	DANRE01799, DANRE01798, DANRE01797	XENTR18235
OG0000362	DANRE10829	XENTR18283
OG0000362	DANRE16934, DANRE03869	XENTR01000, XENTR01001, XENTR00999, XENTR00996
OG0000362	DANRE04571, DANRE04570	XENTR07564
OG0000363	DANRE05157, DANRE05158	XENTR18877
OG0000363	DANRE10491	XENTR17199
OG0000363	DANRE34034	XENTR06334
OG0000363	DANRE03815, DANRE13868	XENTR17198
OG0000364	DANRE10845, DANRE10846, DANRE10844	XENTR07477
OG0000365	DANRE07429	XENTR02627
OG0000365	DANRE35273, DANRE24290	XENTR09699
OG0000365	DANRE27060	XENTR09824
OG0000365	DANRE26709, DANRE26710	XENTR03981
OG0000365	DANRE16764, DANRE28891	XENTR12218
OG0000367	DANRE31524	XENTR00773
OG0000367	DANRE01785, DANRE01784	XENTR02827
OG0000367	DANRE39737, DANRE39738, DANRE02416	XENTR18936
OG0000367	DANRE22496	XENTR18872
OG0000367	DANRE26403, DANRE26402, DANRE26404, DANRE26405	XENTR04515
OG0000367	DANRE18908, DANRE18907	XENTR03632
OG0000371	DANRE02548, DANRE02547	XENTR11137
OG0000371	DANRE03248	XENTR10750
OG0000372	DANRE15253	XENTR05569, XENTR05568
OG0000372	DANRE06644	XENTR06420
OG0000372	DANRE22505, DANRE22504	XENTR12969
OG0000372	DANRE18764	XENTR16656
OG0000373	DANRE42982	XENTR10296
OG0000373	DANRE39515, DANRE39514	XENTR11366
OG0000374	DANRE27018, DANRE23780	XENTR12206
OG0000374	DANRE41520	XENTR03156
OG0000374	DANRE23150, DANRE35505, DANRE35504	XENTR06198
OG0000374	DANRE03789, DANRE05089	XENTR10123
OG0000374	DANRE33404, DANRE33403	XENTR08845
OG0000374	DANRE23152, DANRE23151	XENTR06197
OG0000374	DANRE27829	XENTR03155
OG0000375	DANRE30139	XENTR01003
OG0000375	DANRE16765	XENTR07353
OG0000375	DANRE03047, DANRE04153, DANRE30105, DANRE30106, DANRE30107, DANRE04150	XENTR15338, XENTR09136
OG0000375	DANRE06003	XENTR17679
OG0000375	DANRE33724, DANRE43092	XENTR09225
OG0000378	DANRE10060	XENTR12085
OG0000378	DANRE30848, DANRE10029	XENTR05893
OG0000378	DANRE41542, DANRE41543, DANRE41544, DANRE35904, DANRE35903	XENTR15421
OG0000378	DANRE35004	XENTR06047
OG0000378	DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468	XENTR17806
OG0000378	DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244	XENTR08243
OG0000379	DANRE08570	XENTR03681
OG0000379	DANRE04156	XENTR09134
OG0000379	DANRE16856, DANRE16855	XENTR01840
OG0000379	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078	XENTR07942
OG0000382	DANRE02655	XENTR17328
OG0000382	DANRE37846, DANRE37849, DANRE37847, DANRE37848	XENTR11128
OG0000382	DANRE25955, DANRE25953, DANRE25954	XENTR02893
OG0000382	DANRE22850, DANRE22851	XENTR02790
OG0000382	DANRE25951, DANRE25950, DANRE31576, DANRE31575	XENTR02892
OG0000382	DANRE22849	XENTR02791
OG0000384	DANRE39176, DANRE39177	XENTR14248
OG0000384	DANRE15659, DANRE15658	XENTR04885
OG0000384	DANRE09548, DANRE09549, DANRE09547, DANRE41421, DANRE41422	XENTR05374
OG0000385	DANRE42775, DANRE42776, DANRE02100, DANRE02102, DANRE02101	XENTR08770
OG0000385	DANRE09865	XENTR08013
OG0000385	DANRE09508	XENTR03167, XENTR08909
OG0000386	DANRE15744, DANRE06792	XENTR15040
OG0000386	DANRE06707	XENTR18021
OG0000386	DANRE33779	XENTR05259, XENTR18911
OG0000386	DANRE08771, DANRE00813	XENTR19193
OG0000389	DANRE07865, DANRE02597, DANRE07866	XENTR17132
OG0000389	DANRE20466, DANRE20465, DANRE20464, DANRE20463	XENTR13046
OG0000389	DANRE03342, DANRE03343, DANRE03344, DANRE11173	XENTR07562
OG0000391	DANRE11237, DANRE11238, DANRE11236	XENTR10506
OG0000391	DANRE23137, DANRE23139, DANRE23138	XENTR05222
OG0000391	DANRE04942, DANRE04941, DANRE04943, DANRE04944, DANRE04940	XENTR03395
OG0000391	DANRE42610, DANRE42611	XENTR13204
OG0000392	DANRE34333, DANRE34332, DANRE34328, DANRE34334, DANRE34327, DANRE34330, DANRE34331, DANRE40148, DANRE40147, DANRE40149	XENTR16898
OG0000392	DANRE34329	XENTR05822
OG0000392	DANRE26696, DANRE26695, DANRE36354, DANRE36355	XENTR00373
OG0000393	DANRE33584, DANRE33585	XENTR10938
OG0000393	DANRE41173, DANRE41172	XENTR02214
OG0000393	DANRE04252	XENTR11795
OG0000395	DANRE07727, DANRE07728	XENTR11886, XENTR11885
OG0000395	DANRE07819	XENTR02622
OG0000396	DANRE13219, DANRE13220	XENTR08117
OG0000396	DANRE19273, DANRE40879	XENTR16764
OG0000396	DANRE17659	XENTR04687
OG0000396	DANRE35148, DANRE35151, DANRE19240, DANRE19237	XENTR06166
OG0000396	DANRE26720, DANRE26721, DANRE24521	XENTR04652
OG0000396	DANRE17217, DANRE30277, DANRE30278, DANRE30279	XENTR14709
OG0000397	DANRE16352, DANRE16353, DANRE39264	XENTR11555
OG0000397	DANRE11248, DANRE03405	XENTR13105
OG0000397	DANRE34013, DANRE34014	XENTR02279
OG0000397	DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719	XENTR18769
OG0000399	DANRE18056	XENTR09009
OG0000399	DANRE26022, DANRE09643	XENTR15857
OG0000399	DANRE38314	XENTR05296
OG0000399	DANRE28313	XENTR05870
OG0000400	DANRE10040	XENTR01263
OG0000401	DANRE27291, DANRE38823, DANRE38822	XENTR02930
OG0000402	DANRE40447, DANRE30875, DANRE25719	XENTR02381
OG0000402	DANRE19619	XENTR11951
OG0000402	DANRE03492, DANRE03493, DANRE11285	XENTR13580
OG0000402	DANRE01674, DANRE01673, DANRE22595	XENTR12413
OG0000403	DANRE19802	XENTR05766
OG0000403	DANRE22638	XENTR18233
OG0000403	DANRE06760, DANRE06758, DANRE06761, DANRE06759	XENTR00670, XENTR17855
OG0000404	DANRE39992	XENTR00047
OG0000404	DANRE34728, DANRE34727, DANRE34732, DANRE34731, DANRE34729, DANRE34730	XENTR07007
OG0000404	DANRE36432, DANRE34734	XENTR15190
OG0000404	DANRE34733	XENTR15188
OG0000405	DANRE09893, DANRE09890, DANRE09892, DANRE09891	XENTR12151
OG0000405	DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865	XENTR12577
OG0000405	DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778	XENTR04243
OG0000409	DANRE33669, DANRE33668	XENTR01144
OG0000409	DANRE34639, DANRE34638	XENTR10742, XENTR10743, XENTR10741, XENTR10740, XENTR11148
OG0000409	DANRE09306	XENTR00253, XENTR00254, XENTR18187, XENTR18186
OG0000410	DANRE37915	XENTR15236
OG0000410	DANRE09277, DANRE20414	XENTR08231, XENTR08232, XENTR19019, XENTR18595
OG0000410	DANRE37994, DANRE00717, DANRE00715, DANRE00716, DANRE00719, DANRE37987, DANRE37986, DANRE37988, DANRE37985, DANRE37913	XENTR19175
OG0000411	DANRE13511	XENTR12042
OG0000411	DANRE12028, DANRE17380, DANRE13514, DANRE13513, DANRE17379, DANRE17378	XENTR04225
OG0000411	DANRE15532	XENTR03540, XENTR02784, XENTR12185
OG0000411	DANRE03269	XENTR06694
OG0000411	DANRE06248	XENTR07543
OG0000411	DANRE15773	XENTR03480
OG0000412	DANRE40212, DANRE40213	XENTR00072
OG0000412	DANRE05333, DANRE05334	XENTR04274
OG0000412	DANRE34255, DANRE34254, DANRE40964	XENTR17107
OG0000412	DANRE14291	XENTR15524
OG0000413	DANRE10704, DANRE18922	XENTR02384
OG0000413	DANRE18980	XENTR00587
OG0000413	DANRE08263, DANRE08262	XENTR14291
OG0000413	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914	XENTR06107
OG0000415	DANRE22332, DANRE23529, DANRE23530, DANRE23528, DANRE23527, DANRE23556, DANRE23764, DANRE28253	XENTR12429
OG0000415	DANRE23816, DANRE23815, DANRE37519	XENTR08187
OG0000415	DANRE23602, DANRE35497, DANRE35498	XENTR02440
OG0000415	DANRE37135, DANRE37134	XENTR06895, XENTR06897, XENTR06898, XENTR06892, XENTR06893, XENTR06894
OG0000416	DANRE28749	XENTR17305
