Orthogroup	DANRE	DROME
OG0000338	DANRE39674, DANRE39675, DANRE26933, DANRE26935, DANRE26934	DROME21975
OG0000338	DANRE25350, DANRE10476, DANRE25349, DANRE25347, DANRE25348, DANRE10472, DANRE10473, DANRE10474	DROME04558
OG0000339	DANRE37053, DANRE37054	DROME16744
OG0000341	DANRE24080, DANRE24082, DANRE24081, DANRE23273, DANRE23274, DANRE23276, DANRE23268, DANRE23269, DANRE23275, DANRE23271, DANRE37043, DANRE37044, DANRE14515, DANRE14516	DROME01201, DROME01199, DROME01200
OG0000343	DANRE30806, DANRE30807, DANRE30808, DANRE10048, DANRE10049, DANRE10047, DANRE38028, DANRE38032, DANRE38029, DANRE38030, DANRE08041, DANRE08040, DANRE08038, DANRE08039, DANRE00942, DANRE00939, DANRE00938	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479
OG0000344	DANRE35029, DANRE35030, DANRE37821, DANRE16377, DANRE43054, DANRE01686, DANRE34575, DANRE23096, DANRE23097, DANRE24585	DROME19431
OG0000346	DANRE35422, DANRE29104, DANRE29105, DANRE36435, DANRE36436, DANRE36433, DANRE36434, DANRE36437, DANRE00477, DANRE00478, DANRE00476	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138
OG0000350	DANRE01886, DANRE01885, DANRE22467, DANRE23944, DANRE23945, DANRE04491, DANRE14797	DROME03410, DROME08099
OG0000350	DANRE10737, DANRE10736, DANRE10735, DANRE13423, DANRE12046, DANRE10734, DANRE18664, DANRE18663	DROME00438
OG0000352	DANRE00052, DANRE00051, DANRE00054, DANRE00053, DANRE40150, DANRE29098, DANRE29099, DANRE16846, DANRE16847	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144
OG0000353	DANRE11202, DANRE11203, DANRE35307, DANRE35308, DANRE19661, DANRE19660, DANRE11200, DANRE03298, DANRE11201, DANRE15654, DANRE39190, DANRE39186, DANRE39187	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221
OG0000356	DANRE34397, DANRE34391, DANRE34388, DANRE34390, DANRE34392, DANRE34396, DANRE34389, DANRE34395, DANRE34393, DANRE34394, DANRE02928, DANRE02927, DANRE02929	DROME01295, DROME01294
OG0000356	DANRE36680, DANRE36679, DANRE20639, DANRE20640	DROME01953
OG0000357	DANRE16485, DANRE06581, DANRE16487, DANRE16488, DANRE16486, DANRE01432, DANRE01431, DANRE40852, DANRE40853, DANRE01433	DROME13834
OG0000358	DANRE25564, DANRE25563	DROME07474
OG0000358	DANRE31035, DANRE31036, DANRE12471, DANRE12472	DROME00466, DROME00200, DROME00199
OG0000359	DANRE17317, DANRE17318, DANRE17316, DANRE41910, DANRE29664, DANRE29663	DROME11803
OG0000363	DANRE05157, DANRE05158, DANRE10491, DANRE34034, DANRE03815, DANRE13868	DROME18487
OG0000367	DANRE36654, DANRE31524, DANRE01785, DANRE01784	DROME13648, DROME13646, DROME13647
OG0000367	DANRE22496, DANRE26403, DANRE26402, DANRE26404, DANRE26405, DANRE18908, DANRE18907	DROME15189, DROME15190, DROME15188
OG0000371	DANRE02548, DANRE02547, DANRE03248	DROME01678, DROME02633, DROME02636
OG0000372	DANRE06645, DANRE06644	DROME09531
OG0000373	DANRE11420, DANRE39515, DANRE39514	DROME20049, DROME20050
OG0000374	DANRE35506, DANRE27018, DANRE23780, DANRE41520, DANRE23150, DANRE35505, DANRE35504	DROME04717, DROME04718, DROME04716
OG0000374	DANRE00058, DANRE03789, DANRE05089, DANRE33404, DANRE33403	DROME00970, DROME00969, DROME00968, DROME00971
OG0000374	DANRE23152, DANRE23151, DANRE27829	DROME04429, DROME04427, DROME04428
OG0000375	DANRE30139, DANRE30138, DANRE16765, DANRE03047, DANRE04153, DANRE30105, DANRE30106, DANRE30107, DANRE04150	DROME21630
OG0000375	DANRE06003, DANRE33724, DANRE43092	DROME07013
OG0000378	DANRE10060, DANRE30848, DANRE10029, DANRE41542, DANRE41543, DANRE41544, DANRE35904, DANRE35903	DROME09766, DROME09767
OG0000378	DANRE35004, DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468, DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244	DROME02404, DROME02403, DROME02400, DROME02401
OG0000379	DANRE08570	DROME09607
OG0000379	DANRE04156	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998
OG0000379	DANRE16856, DANRE16855	DROME02844
OG0000379	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078	DROME07921
OG0000382	DANRE25955, DANRE25953, DANRE25954, DANRE25952, DANRE22850, DANRE22851, DANRE25951, DANRE25950, DANRE31576, DANRE31575, DANRE22849	DROME01475
OG0000384	DANRE39176, DANRE39177, DANRE15659, DANRE15658	DROME14888, DROME14889
OG0000384	DANRE09548, DANRE09549, DANRE09547, DANRE41421, DANRE41422	DROME03187, DROME03190, DROME03189, DROME03188
OG0000385	DANRE42775, DANRE42776, DANRE02100, DANRE02102, DANRE02101, DANRE09865, DANRE09508	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707
OG0000389	DANRE20462, DANRE27982, DANRE27980, DANRE27981, DANRE07865, DANRE02597, DANRE07866	DROME11981, DROME11983, DROME01212, DROME11984, DROME11980, DROME17629, DROME17996, DROME17997, DROME18001, DROME18002, DROME17964, DROME17950, DROME17951, DROME17954, DROME17949
OG0000389	DANRE20466, DANRE20465, DANRE20464, DANRE20463, DANRE03342, DANRE03343, DANRE03344, DANRE11173	DROME17945
OG0000392	DANRE34329, DANRE26696, DANRE26695, DANRE36354, DANRE36355	DROME13919, DROME13921, DROME13920
OG0000393	DANRE33584, DANRE33585	DROME13321, DROME05811, DROME00250, DROME16370, DROME16369, DROME13323, DROME02418, DROME13322
OG0000393	DANRE04252	DROME20684
OG0000395	DANRE07727, DANRE07728, DANRE01256, DANRE01257, DANRE07818, DANRE07819	DROME10093, DROME10091, DROME10092, DROME09845, DROME09844, DROME09843, DROME09842, DROME09841, DROME09835, DROME09840, DROME09836, DROME09837, DROME09838, DROME09839, DROME09834, DROME09846, DROME09847, DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278
OG0000397	DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719	DROME14885
OG0000399	DANRE09642, DANRE18763	DROME21835
OG0000399	DANRE26022, DANRE09643	DROME12205, DROME12206
OG0000400	DANRE10040	DROME09694
OG0000400	DANRE17580	DROME14016
OG0000401	DANRE03473, DANRE27291, DANRE38823, DANRE38822	DROME20041
OG0000402	DANRE41229, DANRE19619, DANRE03492, DANRE03493, DANRE11285	DROME11245, DROME11246
OG0000402	DANRE01674, DANRE01673, DANRE22595	DROME12090
OG0000403	DANRE06760, DANRE06758, DANRE06761, DANRE06759	DROME06350
OG0000404	DANRE39992	DROME17748
OG0000404	DANRE36432, DANRE34734	DROME20525
OG0000405	DANRE09894	DROME04975, DROME04976, DROME04979, DROME04977, DROME04980, DROME04978, DROME04974
OG0000411	DANRE13512, DANRE13511, DANRE12026, DANRE12027, DANRE12025, DANRE12028, DANRE17380, DANRE13514, DANRE13513, DANRE17379, DANRE17378	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028
OG0000412	DANRE40212, DANRE40213	DROME09076
OG0000412	DANRE05333, DANRE05334	DROME15681, DROME15682
OG0000412	DANRE34255, DANRE34254, DANRE40964, DANRE14291	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399
OG0000413	DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262	DROME21174
OG0000413	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914, DANRE12246, DANRE12248, DANRE12247	DROME13327, DROME13328
OG0000413	DANRE12245	DROME15279, DROME15278
OG0000415	DANRE22332, DANRE23529, DANRE23530, DANRE23528, DANRE23527, DANRE23556, DANRE23764, DANRE28253, DANRE23816, DANRE23815, DANRE37519, DANRE23602, DANRE35497, DANRE35498, DANRE37135, DANRE37134	DROME01505, DROME01506
OG0000417	DANRE39225, DANRE13017, DANRE35073, DANRE35074	DROME01308, DROME01309
OG0000419	DANRE43228, DANRE43227	DROME15435, DROME02118, DROME02117, DROME18475, DROME01671, DROME00269, DROME15434, DROME15436, DROME00268, DROME00270
OG0000420	DANRE00840, DANRE00841, DANRE08543, DANRE08545, DANRE08542, DANRE08546, DANRE08544, DANRE06728	DROME02672
OG0000424	DANRE03532	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235
OG0000425	DANRE16731, DANRE07739, DANRE07738, DANRE16733, DANRE16732, DANRE04594, DANRE12103, DANRE12105, DANRE12104, DANRE17581	DROME14160, DROME14161, DROME14159, DROME14158
OG0000426	DANRE07061, DANRE07060, DANRE20172	DROME16357, DROME16356
OG0000427	DANRE12612, DANRE12613, DANRE12611, DANRE39319, DANRE39318	DROME05699, DROME05698
OG0000427	DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496, DANRE43089, DANRE26773, DANRE26772	DROME18355, DROME18356
OG0000429	DANRE36001, DANRE36002	DROME19525, DROME07553, DROME07552, DROME06812
OG0000430	DANRE23936, DANRE25020, DANRE37608, DANRE29590, DANRE29591, DANRE29600, DANRE29596, DANRE29595, DANRE29594, DANRE29599, DANRE29593, DANRE29601, DANRE29597, DANRE29598, DANRE29592	DROME20475
OG0000431	DANRE24824	DROME05704
OG0000431	DANRE17840, DANRE17841, DANRE12254, DANRE12253, DANRE12255, DANRE12256, DANRE12257	DROME12301, DROME12300
OG0000431	DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495	DROME11410, DROME11409, DROME11408
OG0000432	DANRE31442, DANRE25599, DANRE25600, DANRE02708, DANRE02707, DANRE41299	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883
OG0000433	DANRE04048, DANRE29991, DANRE29994, DANRE29993, DANRE29992	DROME00007, DROME00005, DROME00004, DROME00006
OG0000433	DANRE18171, DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182	DROME20425, DROME20423, DROME20424
OG0000435	DANRE23596, DANRE23597, DANRE23598, DANRE23968, DANRE23966, DANRE23967, DANRE27191, DANRE14826, DANRE14825, DANRE17636, DANRE11382, DANRE11383, DANRE17637, DANRE17638, DANRE35492, DANRE35491, DANRE35494, DANRE35493	DROME03996, DROME03995
OG0000442	DANRE07531, DANRE07532, DANRE07533, DANRE16586	DROME13942
OG0000442	DANRE24242, DANRE14641, DANRE10018, DANRE14640	DROME12188
OG0000442	DANRE00817, DANRE29323	DROME01916
OG0000443	DANRE09802, DANRE09801, DANRE42227, DANRE42228, DANRE42226, DANRE42229	DROME14734, DROME14735, DROME14732, DROME14733
OG0000444	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265	DROME21032
OG0000444	DANRE12801, DANRE12802, DANRE12418	DROME03786, DROME03789, DROME03788, DROME03787
OG0000445	DANRE17296	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152
OG0000446	DANRE18817	DROME07092
OG0000446	DANRE38226, DANRE38225	DROME06421
OG0000446	DANRE15125, DANRE15124, DANRE15097, DANRE15117, DANRE15116, DANRE17410, DANRE10485, DANRE10484	DROME06051, DROME06050
OG0000447	DANRE16236, DANRE16237, DANRE34347, DANRE34348, DANRE34349, DANRE34350, DANRE19795, DANRE19794, DANRE13289	DROME20929, DROME20928
OG0000449	DANRE10524, DANRE10525, DANRE00979, DANRE00980, DANRE00981, DANRE00982, DANRE43215, DANRE36482	DROME13412, DROME13411, DROME05575
OG0000450	DANRE41803, DANRE10831, DANRE17973, DANRE17972, DANRE19544, DANRE19543, DANRE03681, DANRE16483, DANRE16482, DANRE16481, DANRE16484, DANRE06580, DANRE06579, DANRE40929, DANRE40930, DANRE40931, DANRE13780, DANRE13779, DANRE13781, DANRE07541	DROME16711, DROME16712
OG0000454	DANRE38342, DANRE21455, DANRE21457	DROME15035, DROME15036, DROME15037
OG0000454	DANRE14109, DANRE14106, DANRE00211, DANRE00212, DANRE00215, DANRE21454, DANRE21458, DANRE14108, DANRE38339, DANRE26000, DANRE26001, DANRE25999, DANRE38338, DANRE38333, DANRE38336, DANRE38337, DANRE38334, DANRE38335	DROME15029, DROME15032, DROME15025, DROME15026, DROME15028, DROME15030, DROME15027, DROME15040, DROME15039
OG0000458	DANRE14521, DANRE24084	DROME21054, DROME21052, DROME21053
OG0000461	DANRE29922, DANRE29923, DANRE29921	DROME17428
OG0000461	DANRE33325	DROME03657, DROME03656
OG0000463	DANRE25872, DANRE25873, DANRE25871	DROME20596, DROME20593, DROME20591, DROME20594, DROME20592, DROME20598, DROME20599, DROME20595, DROME20597
OG0000465	DANRE26401, DANRE26400, DANRE26398, DANRE26399, DANRE26397	DROME11515, DROME11516
OG0000465	DANRE43152	DROME03278
OG0000466	DANRE26725, DANRE11839, DANRE11838, DANRE11794, DANRE11837, DANRE11834, DANRE11833	DROME06663, DROME06661, DROME06536
OG0000467	DANRE23056, DANRE23057, DANRE23058, DANRE22608, DANRE22609, DANRE02650, DANRE02651, DANRE36597, DANRE36596, DANRE23594, DANRE02242, DANRE02241, DANRE31546, DANRE31547, DANRE31545, DANRE22610	DROME21658, DROME21660, DROME21659
OG0000469	DANRE02667, DANRE36725, DANRE22869	DROME18292, DROME18291, DROME18290
OG0000470	DANRE15508, DANRE15509, DANRE03596, DANRE03595	DROME21570, DROME21569
OG0000470	DANRE18054, DANRE11163, DANRE04323	DROME21239
OG0000472	DANRE39293, DANRE39294, DANRE39296, DANRE39295	DROME14775
OG0000475	DANRE14923, DANRE14922, DANRE14924, DANRE09178, DANRE09179, DANRE09180, DANRE35686, DANRE35687, DANRE41506, DANRE41505	DROME08667, DROME08669, DROME08666, DROME08668
OG0000476	DANRE34964	DROME19464, DROME19463
OG0000479	DANRE10077, DANRE10078, DANRE14206, DANRE14207, DANRE17444, DANRE17445, DANRE17446, DANRE07001	DROME10906, DROME10907, DROME10905, DROME10908, DROME10909
OG0000479	DANRE16462, DANRE07346, DANRE33624, DANRE00042, DANRE00044, DANRE00043	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911
OG0000480	DANRE22993	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228
OG0000481	DANRE29372, DANRE03161	DROME21853
OG0000481	DANRE34217	DROME19418
OG0000481	DANRE20546, DANRE07350, DANRE00274	DROME01481
OG0000482	DANRE39246, DANRE39245	DROME00092, DROME00094, DROME00093, DROME00096, DROME00095
OG0000482	DANRE10729	DROME19126, DROME19125
OG0000484	DANRE30174, DANRE36358, DANRE26698, DANRE26697, DANRE36356, DANRE36357, DANRE40019, DANRE40018, DANRE27070, DANRE27071, DANRE01866, DANRE01867, DANRE01868, DANRE36359	DROME18988, DROME18995, DROME18994, DROME18989, DROME18985, DROME18986, DROME18992, DROME18993, DROME18990, DROME18987, DROME18991, DROME18996
OG0000485	DANRE41723, DANRE16774	DROME01103, DROME01104, DROME14453
OG0000486	DANRE05042, DANRE07090, DANRE07089, DANRE04364	DROME11708
OG0000488	DANRE01677, DANRE22393, DANRE22392	DROME14757, DROME14755, DROME14754
OG0000488	DANRE14181, DANRE01678	DROME14756, DROME14758
OG0000489	DANRE16126, DANRE16128, DANRE16127, DANRE05282, DANRE05285, DANRE05286, DANRE36913, DANRE05283, DANRE16125, DANRE10371, DANRE14174, DANRE14172, DANRE10370, DANRE14527	DROME15521, DROME15528, DROME15520, DROME15527, DROME15526, DROME15523, DROME15530, DROME15524, DROME15531, DROME15525, DROME15522, DROME15529
OG0000490	DANRE13871, DANRE13870, DANRE10492, DANRE10493, DANRE10494, DANRE19551, DANRE19550, DANRE35143, DANRE35142, DANRE35145	DROME19662, DROME19663, DROME19666, DROME19664, DROME19665
OG0000491	DANRE20188, DANRE20187, DANRE38166, DANRE38165, DANRE38163, DANRE23703, DANRE16264, DANRE16263, DANRE38164, DANRE08501, DANRE16265, DANRE01134, DANRE08500, DANRE08499	DROME21061, DROME21062, DROME21060, DROME21059
OG0000495	DANRE18597	DROME21251, DROME21250, DROME04585, DROME04584
OG0000496	DANRE14609, DANRE14610, DANRE08981, DANRE08984, DANRE38583, DANRE38584, DANRE26179, DANRE26180, DANRE23491, DANRE08980, DANRE08979, DANRE38582, DANRE26139	DROME10976, DROME10977, DROME10978
OG0000496	DANRE26393, DANRE03735	DROME00063
OG0000496	DANRE14611, DANRE08973, DANRE38581	DROME10980, DROME10979
OG0000497	DANRE19507, DANRE08308, DANRE34943, DANRE34942, DANRE08309	DROME19794, DROME19793
OG0000497	DANRE35380, DANRE35379, DANRE35381, DANRE35382, DANRE35378, DANRE39953	DROME03293, DROME03295, DROME03292, DROME03294
OG0000498	DANRE38559, DANRE26141, DANRE27692, DANRE27693, DANRE14403, DANRE37024, DANRE23500, DANRE39337, DANRE39336, DANRE26186, DANRE26187	DROME20580, DROME20579, DROME20582, DROME20577, DROME20581, DROME20578
OG0000503	DANRE29639, DANRE29640, DANRE37675, DANRE12362, DANRE12363, DANRE12364, DANRE31157, DANRE31158	DROME08711, DROME08712
OG0000503	DANRE12932, DANRE12931	DROME00919, DROME00918
OG0000504	DANRE41917, DANRE41916, DANRE13988, DANRE13989, DANRE19314, DANRE19315, DANRE28310, DANRE21611, DANRE25901, DANRE25900, DANRE12198	DROME06010, DROME06008, DROME06009, DROME06004, DROME06006, DROME06005, DROME06007, DROME06011
OG0000505	DANRE20986, DANRE20985, DANRE28320, DANRE28321, DANRE34921, DANRE34920, DANRE26014, DANRE26013, DANRE26010, DANRE26011, DANRE26012, DANRE10179	DROME09303
OG0000505	DANRE10178	DROME18823
OG0000508	DANRE03868, DANRE14508, DANRE14509	DROME02055
OG0000508	DANRE41797, DANRE41796, DANRE41798, DANRE33661, DANRE33660, DANRE34215, DANRE34216, DANRE34446, DANRE08333, DANRE08332, DANRE08334	DROME08723, DROME08722, DROME08721
OG0000510	DANRE29015, DANRE29016, DANRE23929, DANRE24614, DANRE24613, DANRE33900, DANRE33901, DANRE00308, DANRE16489, DANRE06484, DANRE06483	DROME17661, DROME17660, DROME17663, DROME17662, DROME17659, DROME15630, DROME15629, DROME02254
OG0000513	DANRE03968, DANRE03964, DANRE03966, DANRE03967, DANRE03970, DANRE03969, DANRE03965, DANRE03971, DANRE03972, DANRE01456, DANRE01455, DANRE41221, DANRE41222, DANRE41220, DANRE16669, DANRE16670, DANRE16671, DANRE20544, DANRE20542, DANRE20541, DANRE20543, DANRE20540, DANRE20538, DANRE20539	DROME18217, DROME18219, DROME18220, DROME18218, DROME18215, DROME18216
OG0000514	DANRE09989, DANRE35445, DANRE29427, DANRE29426, DANRE29431, DANRE29430, DANRE29429, DANRE28744, DANRE04023, DANRE04024, DANRE04022, DANRE28743, DANRE28742, DANRE29428	DROME10575, DROME10574, DROME10569, DROME10572, DROME10570, DROME10576, DROME10573, DROME10571
OG0000515	DANRE03235, DANRE03236	DROME14318
OG0000519	DANRE01551, DANRE33550, DANRE01552	DROME08599
OG0000520	DANRE01444, DANRE01443, DANRE01442, DANRE40706, DANRE29662	DROME12834
OG0000520	DANRE08682, DANRE13991, DANRE08165, DANRE08166	DROME14866, DROME14865
OG0000521	DANRE34387, DANRE34386, DANRE08837, DANRE08836, DANRE08838, DANRE05616, DANRE05617, DANRE02580, DANRE02579, DANRE02578, DANRE02577, DANRE02576, DANRE11262, DANRE11261, DANRE19967, DANRE39243, DANRE39244	DROME16066, DROME16068, DROME16065, DROME16069, DROME16070, DROME16071, DROME16067
OG0000523	DANRE35335, DANRE35336, DANRE35333, DANRE35334	DROME01790
OG0000524	DANRE04953, DANRE04954	DROME16877, DROME16870, DROME16868, DROME16873, DROME16869, DROME16871, DROME16876, DROME16872, DROME16879, DROME16874, DROME16867, DROME16865, DROME16862, DROME16878, DROME16863, DROME16859, DROME16860, DROME16875, DROME16880, DROME16866, DROME16864, DROME16861, DROME16858
OG0000525	DANRE27465, DANRE34311	DROME10425
OG0000525	DANRE37919, DANRE37918, DANRE24803, DANRE36177, DANRE29333	DROME20723, DROME20724, DROME20720, DROME20721
OG0000529	DANRE14000, DANRE09212, DANRE00742, DANRE02792, DANRE02793	DROME08794, DROME08796, DROME08798, DROME08797, DROME08795, DROME05074, DROME05075, DROME05072, DROME05073
OG0000530	DANRE26826, DANRE27113, DANRE02134, DANRE00409, DANRE24563, DANRE26825, DANRE24562	DROME18198, DROME18195, DROME18196, DROME18193, DROME18191, DROME18192, DROME18194, DROME18190, DROME18199, DROME18197
OG0000531	DANRE26591, DANRE26590, DANRE23889, DANRE41756, DANRE41751, DANRE41754, DANRE41755, DANRE41753, DANRE41752, DANRE35724, DANRE35721, DANRE35723, DANRE35725, DANRE35722, DANRE35726, DANRE35727	DROME14834, DROME14835, DROME14836
OG0000532	DANRE18007, DANRE18008	DROME01047, DROME12257
OG0000534	DANRE41516, DANRE41515, DANRE41513, DANRE35861, DANRE41514, DANRE23039, DANRE35863, DANRE35862, DANRE23037, DANRE23038, DANRE24707, DANRE24706, DANRE29924	DROME11197, DROME11196, DROME11195, DROME11194
OG0000537	DANRE38989, DANRE38988, DANRE41614, DANRE41613, DANRE08646, DANRE08648, DANRE08647	DROME00914
OG0000537	DANRE08649, DANRE38991, DANRE38990, DANRE38992, DANRE41611, DANRE41612	DROME00913
OG0000542	DANRE16247, DANRE16248, DANRE16242, DANRE16243, DANRE16246, DANRE16249, DANRE16244, DANRE16245, DANRE23742, DANRE08551, DANRE01086, DANRE01090, DANRE01088, DANRE23741	DROME03950
OG0000545	DANRE11520	DROME09189, DROME09193, DROME09192, DROME09190, DROME09191
OG0000545	DANRE02906, DANRE02907, DANRE34438, DANRE34437, DANRE34436, DANRE34439, DANRE11738, DANRE13378, DANRE13377	DROME21375, DROME21376, DROME21377
OG0000548	DANRE06455, DANRE19625, DANRE40865, DANRE22043, DANRE18865, DANRE01597, DANRE01599, DANRE01598, DANRE25568	DROME12062, DROME12064, DROME12063
OG0000551	DANRE41282	DROME20755, DROME20754, DROME20757, DROME20756, DROME17228, DROME20767, DROME20760, DROME20758, DROME20761, DROME20765, DROME13495, DROME20763, DROME20762, DROME20766
OG0000552	DANRE01503, DANRE06418, DANRE06417, DANRE06064	DROME03162, DROME03867
OG0000553	DANRE29057, DANRE03068	DROME21018, DROME21017, DROME21019
OG0000554	DANRE04186	DROME13166, DROME13165, DROME13164
OG0000560	DANRE03304, DANRE11206	DROME17254
OG0000561	DANRE18929, DANRE35309, DANRE06689	DROME17453
OG0000562	DANRE27041, DANRE01831	DROME02768, DROME02766, DROME02765, DROME02767, DROME02764
OG0000562	DANRE25391, DANRE09161	DROME21192
OG0000563	DANRE39601	DROME19165, DROME00254
OG0000564	DANRE34378, DANRE34377, DANRE08076, DANRE16838, DANRE16839, DANRE16840, DANRE04604, DANRE18044	DROME15769
OG0000566	DANRE21691, DANRE21693, DANRE13203, DANRE21692, DANRE19765, DANRE19764, DANRE19766, DANRE19762, DANRE19763, DANRE25205, DANRE25192, DANRE13200, DANRE13201, DANRE13198, DANRE13199, DANRE13202, DANRE25108	DROME04343, DROME04344, DROME04345
OG0000567	DANRE37645, DANRE43387	DROME15246, DROME04098, DROME04097, DROME15019
OG0000570	DANRE43359, DANRE30386, DANRE30385, DANRE04065, DANRE01649, DANRE01650, DANRE01648	DROME14109
OG0000572	DANRE03776, DANRE03775, DANRE03774, DANRE11722, DANRE37798, DANRE37797, DANRE37799	DROME13193, DROME13191, DROME13190, DROME13192
OG0000573	DANRE26429, DANRE36969, DANRE41278, DANRE34489	DROME20963
OG0000573	DANRE13206, DANRE13207, DANRE25110	DROME19690
OG0000574	DANRE28774, DANRE04148, DANRE04147, DANRE04149, DANRE04146	DROME20472
OG0000574	DANRE28773, DANRE28771, DANRE28772, DANRE03028	DROME13727
OG0000574	DANRE16551, DANRE16552, DANRE16553	DROME20471
OG0000575	DANRE33983, DANRE33982, DANRE33981, DANRE33980, DANRE33986, DANRE33985, DANRE33984, DANRE00045, DANRE16440, DANRE16435, DANRE16436, DANRE27242, DANRE27243, DANRE27241, DANRE24309, DANRE24311, DANRE24310, DANRE35805	DROME03938
OG0000576	DANRE42659, DANRE42663, DANRE41341, DANRE42662, DANRE42660, DANRE42661, DANRE04947, DANRE41342, DANRE04948, DANRE22099, DANRE22100, DANRE22101	DROME12649, DROME12657, DROME12653, DROME12651, DROME12650, DROME12655, DROME12654, DROME12648, DROME12652, DROME12656
OG0000578	DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439	DROME00903, DROME00906, DROME00904, DROME00909, DROME00905, DROME00907, DROME00908
OG0000578	DANRE07773, DANRE19685	DROME11950, DROME13534
OG0000579	DANRE25633, DANRE31259, DANRE31258, DANRE31257, DANRE02315, DANRE02313, DANRE02314, DANRE25634, DANRE39934, DANRE01665, DANRE01666, DANRE01664, DANRE01668, DANRE39933, DANRE39930, DANRE39932, DANRE39931, DANRE22831, DANRE22830	DROME18276, DROME18279, DROME18282, DROME18281, DROME18280, DROME18278, DROME18277
OG0000581	DANRE03780, DANRE04778	DROME04496, DROME04495
OG0000581	DANRE04777, DANRE03781, DANRE17773, DANRE05450	DROME04316
OG0000581	DANRE05454	DROME12403
OG0000581	DANRE13174	DROME04497
OG0000582	DANRE35656, DANRE35655, DANRE27461, DANRE27462, DANRE39859, DANRE39858, DANRE34307, DANRE34305, DANRE34306, DANRE10407, DANRE10406, DANRE13531, DANRE13529, DANRE13530	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393
