Orthogroup	DANRE	MOUSE
OG0000242	DANRE25759, DANRE25758	MOUSE26960, MOUSE26962, MOUSE26961
OG0000242	DANRE23939, DANRE23935, DANRE23934, DANRE23940	MOUSE42234
OG0000242	DANRE39800	MOUSE21780, MOUSE21779
OG0000242	DANRE30613	MOUSE35398
OG0000243	DANRE12922, DANRE12921	MOUSE44863, MOUSE27672, MOUSE27671
OG0000244	DANRE33208	MOUSE17322, MOUSE14484, MOUSE14482
OG0000244	DANRE01749, DANRE01750, DANRE40364	MOUSE17321
OG0000244	DANRE33065, DANRE26123	MOUSE14483
OG0000244	DANRE23383	MOUSE40945
OG0000244	DANRE39345	MOUSE49833
OG0000244	DANRE10256, DANRE14300	MOUSE52466, MOUSE52468, MOUSE52465
OG0000244	DANRE12683	MOUSE49097, MOUSE49096
OG0000244	DANRE02457, DANRE02456, DANRE02458	MOUSE28439, MOUSE28440, MOUSE28444, MOUSE28445, MOUSE28442, MOUSE28446, MOUSE28447, MOUSE28438, MOUSE28448, MOUSE28449
OG0000244	DANRE24578	MOUSE32118
OG0000245	DANRE25755, DANRE25204, DANRE25202	MOUSE44329, MOUSE44328
OG0000245	DANRE31214	MOUSE41936
OG0000245	DANRE00016	MOUSE16429, MOUSE16428, MOUSE16427
OG0000245	DANRE13418, DANRE13419	MOUSE50569, MOUSE50568
OG0000245	DANRE28142, DANRE28141	MOUSE24377
OG0000245	DANRE29955, DANRE03484, DANRE41507, DANRE35857	MOUSE26206, MOUSE26205
OG0000245	DANRE04116, DANRE28837, DANRE28836	MOUSE06007
OG0000245	DANRE28994, DANRE28995, DANRE24819	MOUSE03802, MOUSE03801
OG0000245	DANRE09433, DANRE09434	MOUSE44302
OG0000245	DANRE28434	MOUSE14115
OG0000246	DANRE29491	MOUSE44244, MOUSE44246, MOUSE44245
OG0000248	DANRE03510, DANRE03511, DANRE03504, DANRE03515, DANRE03516, DANRE17595, DANRE17596, DANRE03517, DANRE03512, DANRE03507, DANRE03513, DANRE03514, DANRE03518, DANRE03508, DANRE03509, DANRE03506, DANRE03505, DANRE03503, DANRE33895, DANRE34721, DANRE34722, DANRE34720	MOUSE09714, MOUSE09715, MOUSE09716, MOUSE09726, MOUSE09722, MOUSE09717, MOUSE09695, MOUSE09693, MOUSE09694, MOUSE09819, MOUSE09818
OG0000248	DANRE09912, DANRE09911, DANRE09913	MOUSE30742, MOUSE30741
OG0000248	DANRE09910	MOUSE30740
OG0000249	DANRE13228, DANRE13229, DANRE13226, DANRE13227	MOUSE27685, MOUSE27686, MOUSE27684, MOUSE27687, MOUSE27689, MOUSE27688
OG0000249	DANRE40116, DANRE40115, DANRE28146, DANRE28145, DANRE28147	MOUSE18417
OG0000250	DANRE30458	MOUSE06158, MOUSE06161, MOUSE06160
OG0000250	DANRE00270, DANRE00269	MOUSE47989, MOUSE47988
OG0000250	DANRE31328, DANRE31327, DANRE31326	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922
OG0000251	DANRE07628, DANRE07629	MOUSE15436, MOUSE15435, MOUSE15434, MOUSE15438, MOUSE15439, MOUSE15441, MOUSE15440
OG0000251	DANRE02499, DANRE02498	MOUSE34455
OG0000251	DANRE08966	MOUSE22875
OG0000251	DANRE24414, DANRE24413, DANRE24415	MOUSE55223, MOUSE55224
OG0000251	DANRE02814	MOUSE35036, MOUSE35038, MOUSE35037, MOUSE35034, MOUSE35035
OG0000252	DANRE08141	MOUSE51276
OG0000252	DANRE08149, DANRE08148	MOUSE12846
OG0000253	DANRE31598	MOUSE41948
OG0000253	DANRE19183, DANRE19182, DANRE19179, DANRE19181	MOUSE19838, MOUSE19837
OG0000253	DANRE28987	MOUSE25048
OG0000254	DANRE20802, DANRE20776, DANRE20774	MOUSE16785, MOUSE16784
OG0000255	DANRE20502	MOUSE55667
OG0000255	DANRE38523, DANRE38521, DANRE38522, DANRE38524	MOUSE27280, MOUSE27279
OG0000256	DANRE00399, DANRE00398	MOUSE25569
OG0000256	DANRE30242, DANRE17145, DANRE17146	MOUSE48599
OG0000256	DANRE00533	MOUSE19546
OG0000256	DANRE12153, DANRE25972, DANRE25973, DANRE25974, DANRE12154	MOUSE27729, MOUSE27728
OG0000257	DANRE15601, DANRE15602, DANRE39467, DANRE39468	MOUSE33024, MOUSE33022, MOUSE33026, MOUSE33023, MOUSE33025
OG0000257	DANRE39469, DANRE12721, DANRE12720	MOUSE51708
OG0000257	DANRE12294	MOUSE27690
OG0000257	DANRE11745, DANRE18824, DANRE18823	MOUSE07914, MOUSE07916, MOUSE07915
OG0000257	DANRE05266	MOUSE28077, MOUSE28076
OG0000258	DANRE09334, DANRE09335	MOUSE42102, MOUSE42101
OG0000258	DANRE36030	MOUSE05944
OG0000258	DANRE15459, DANRE30359, DANRE29836	MOUSE46166, MOUSE46165
OG0000258	DANRE15460	MOUSE42103
OG0000258	DANRE02230, DANRE36624	MOUSE11272, MOUSE11273, MOUSE11274, MOUSE11276, MOUSE11275, MOUSE11271
OG0000258	DANRE31543, DANRE31544	MOUSE24985, MOUSE24984
OG0000258	DANRE17770, DANRE05460	MOUSE07336
OG0000258	DANRE04652, DANRE03782	MOUSE18772
OG0000259	DANRE13086, DANRE13087, DANRE13090, DANRE13088, DANRE13091, DANRE13092, DANRE13075, DANRE13077, DANRE13076, DANRE13099, DANRE13082, DANRE13081, DANRE13072, DANRE13073, DANRE13074, DANRE13071, DANRE13078, DANRE13080, DANRE13079, DANRE13069, DANRE13068, DANRE13084, DANRE13085, DANRE13067, DANRE13070, DANRE13066, DANRE13065, DANRE13018, DANRE13019, DANRE13020, DANRE13110	MOUSE15777, MOUSE15776
OG0000259	DANRE13042, DANRE13033, DANRE13032, DANRE13036, DANRE13035, DANRE13034, DANRE13029, DANRE13028, DANRE13027, DANRE13030, DANRE13031, DANRE13037, DANRE13025, DANRE13026, DANRE13024, DANRE13064, DANRE13061, DANRE13063, DANRE13062, DANRE13040, DANRE13041, DANRE13053, DANRE13045, DANRE13043, DANRE13048, DANRE13047, DANRE13046, DANRE13039, DANRE13038	MOUSE38896, MOUSE18506
OG0000260	DANRE25713, DANRE25714, DANRE30881, DANRE30885, DANRE30884, DANRE30882, DANRE30883	MOUSE07000, MOUSE06999
OG0000260	DANRE22095, DANRE22094	MOUSE52624, MOUSE52625
OG0000260	DANRE39700, DANRE39699	MOUSE12750
OG0000260	DANRE04207, DANRE04206	MOUSE46802
OG0000260	DANRE06073	MOUSE03189, MOUSE03190, MOUSE03188
OG0000261	DANRE28083, DANRE28082, DANRE28081	MOUSE29892, MOUSE29886, MOUSE29895, MOUSE29890, MOUSE29893, MOUSE29894, MOUSE29889, MOUSE29897, MOUSE29896, MOUSE29898, MOUSE29891, MOUSE29887
OG0000261	DANRE15328, DANRE15323	MOUSE13090
OG0000261	DANRE06860, DANRE06861, DANRE06859, DANRE06857, DANRE06858, DANRE06856, DANRE06855	MOUSE54035, MOUSE54034, MOUSE54036
OG0000263	DANRE01961, DANRE01962	MOUSE21739
OG0000265	DANRE30214, DANRE30216, DANRE30217, DANRE30212, DANRE30213, DANRE30215, DANRE17167	MOUSE50385, MOUSE50384, MOUSE50383, MOUSE50386, MOUSE50379, MOUSE50380, MOUSE50381
OG0000265	DANRE35122, DANRE35123, DANRE35124, DANRE33277, DANRE33279, DANRE33280, DANRE33278	MOUSE25766, MOUSE25769, MOUSE25767, MOUSE25771, MOUSE25773, MOUSE25770, MOUSE25768
OG0000265	DANRE17651	MOUSE24034, MOUSE24037, MOUSE25772
OG0000265	DANRE41183, DANRE25673, DANRE25672, DANRE25671	MOUSE15187, MOUSE15189, MOUSE15188
OG0000266	DANRE30164	MOUSE14998, MOUSE14999, MOUSE15000
OG0000268	DANRE14772	MOUSE02052
OG0000268	DANRE14773	MOUSE32575, MOUSE32576
OG0000268	DANRE41508, DANRE41510, DANRE41509	MOUSE26202, MOUSE26203
OG0000268	DANRE09818	MOUSE19072
OG0000269	DANRE01952, DANRE01953	MOUSE26254
OG0000269	DANRE29121, DANRE29120	MOUSE05821, MOUSE05822
OG0000269	DANRE27283, DANRE27282, DANRE27284, DANRE39211	MOUSE25056
OG0000270	DANRE04651	MOUSE18775
OG0000270	DANRE03784, DANRE03783	MOUSE07338
OG0000270	DANRE17767	MOUSE07339, MOUSE07337
OG0000270	DANRE08265	MOUSE42694, MOUSE42691, MOUSE42692
OG0000270	DANRE08992	MOUSE00633
OG0000270	DANRE30652	MOUSE00632
OG0000270	DANRE10887	MOUSE07060, MOUSE07057, MOUSE07058
OG0000270	DANRE07768	MOUSE42660
OG0000271	DANRE42040, DANRE42039, DANRE42038	MOUSE15712, MOUSE15711
OG0000271	DANRE29117, DANRE03804	MOUSE05806
OG0000271	DANRE01950, DANRE01951	MOUSE26256, MOUSE26257, MOUSE26255
OG0000271	DANRE13620	MOUSE08533
OG0000271	DANRE42712	MOUSE01191, MOUSE01190, MOUSE01193, MOUSE01189, MOUSE16479, MOUSE16477, MOUSE16478
OG0000271	DANRE36581, DANRE36580	MOUSE14823, MOUSE14822
OG0000271	DANRE23801, DANRE23800	MOUSE49985, MOUSE49983
OG0000272	DANRE39436, DANRE08226	MOUSE04533
OG0000272	DANRE11626, DANRE18102	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249
OG0000272	DANRE36914, DANRE36915, DANRE40982, DANRE40983	MOUSE13424, MOUSE28648
OG0000272	DANRE00548	MOUSE35816
OG0000273	DANRE27068	MOUSE48516
OG0000273	DANRE09438, DANRE29892	MOUSE15144, MOUSE15143, MOUSE15142, MOUSE15139, MOUSE15141, MOUSE15140, MOUSE15145
OG0000273	DANRE33683	MOUSE37237, MOUSE37236
OG0000273	DANRE18454	MOUSE35701, MOUSE35704, MOUSE35700, MOUSE35702, MOUSE35699, MOUSE35703
OG0000275	DANRE18795, DANRE11797, DANRE11799	MOUSE28112, MOUSE28111
OG0000275	DANRE11728, DANRE11729	MOUSE07115
OG0000275	DANRE04264, DANRE04262, DANRE05343, DANRE05353, DANRE05351, DANRE05345, DANRE05349, DANRE05352, DANRE05348, DANRE05346, DANRE05344, DANRE05350, DANRE05342	MOUSE21166, MOUSE21164, MOUSE21165
OG0000275	DANRE15840, DANRE15841	MOUSE32485, MOUSE32486, MOUSE32492, MOUSE32482, MOUSE32484, MOUSE32489, MOUSE32488, MOUSE32490, MOUSE32483, MOUSE32487, MOUSE32493, MOUSE32481, MOUSE32494, MOUSE32491
OG0000275	DANRE35415	MOUSE25202, MOUSE25203, MOUSE25204, MOUSE25201
OG0000276	DANRE01895, DANRE01896	MOUSE48674, MOUSE48673, MOUSE48675, MOUSE48676
OG0000276	DANRE39252	MOUSE36254
OG0000277	DANRE40145	MOUSE20616
OG0000277	DANRE33384, DANRE39642	MOUSE37493, MOUSE37488, MOUSE37489
OG0000277	DANRE05075, DANRE05074, DANRE05086, DANRE05084, DANRE05077, DANRE05087	MOUSE11509, MOUSE11511, MOUSE11512, MOUSE11510, MOUSE11513
OG0000277	DANRE00061, DANRE00060, DANRE33406	MOUSE31700, MOUSE31698, MOUSE31701, MOUSE31702, MOUSE31699, MOUSE31697, MOUSE31696
OG0000277	DANRE43188	MOUSE09541
OG0000278	DANRE34624	MOUSE03880
OG0000278	DANRE34631	MOUSE37958
OG0000278	DANRE28332	MOUSE48469, MOUSE32002, MOUSE19188
OG0000278	DANRE35562	MOUSE03084
OG0000278	DANRE34629	MOUSE29280
OG0000278	DANRE38067, DANRE27771	MOUSE12425
OG0000280	DANRE27047, DANRE27045, DANRE01843	MOUSE48573, MOUSE48572, MOUSE48571
OG0000280	DANRE34788	MOUSE10116
OG0000280	DANRE12869, DANRE12870	MOUSE44644
OG0000280	DANRE18194	MOUSE00580, MOUSE00579
OG0000280	DANRE25734	MOUSE51592
OG0000281	DANRE20682, DANRE20683	MOUSE24827
OG0000281	DANRE31164, DANRE31162, DANRE31163	MOUSE39225, MOUSE39226
OG0000281	DANRE31165	MOUSE39227
OG0000281	DANRE12990	MOUSE49738, MOUSE49736, MOUSE49737
OG0000281	DANRE17976, DANRE17975, DANRE26281	MOUSE09055, MOUSE09054
OG0000281	DANRE20577	MOUSE03511, MOUSE03513, MOUSE03508, MOUSE03512, MOUSE03509, MOUSE03507
OG0000281	DANRE16296, DANRE16297, DANRE16295, DANRE06166, DANRE06167	MOUSE48190, MOUSE48193, MOUSE48191, MOUSE48192, MOUSE48189
OG0000282	DANRE26878	MOUSE25102, MOUSE25103, MOUSE25101
OG0000282	DANRE24153	MOUSE05300, MOUSE05299
OG0000282	DANRE24154	MOUSE25104, MOUSE25105
OG0000282	DANRE06182, DANRE06181	MOUSE40389, MOUSE40390, MOUSE40391, MOUSE40388, MOUSE40387
OG0000282	DANRE05309	MOUSE21276
OG0000282	DANRE03499	MOUSE20932
OG0000282	DANRE03498	MOUSE20929, MOUSE20933, MOUSE20930, MOUSE20931
OG0000284	DANRE40041, DANRE40043, DANRE40042, DANRE40040, DANRE26654, DANRE26655	MOUSE31918
OG0000284	DANRE43399, DANRE43400	MOUSE17694, MOUSE17693
OG0000284	DANRE43140, DANRE43141, DANRE35642	MOUSE50359, MOUSE50358, MOUSE50357
OG0000284	DANRE35643	MOUSE50360, MOUSE50361
OG0000284	DANRE16784, DANRE16785	MOUSE32647, MOUSE32649, MOUSE32646, MOUSE32648
OG0000284	DANRE06207, DANRE06206	MOUSE32650
OG0000285	DANRE03809, DANRE03811, DANRE03810	MOUSE05140
OG0000286	DANRE30995, DANRE12494	MOUSE39436
OG0000286	DANRE13117, DANRE13116, DANRE13115	MOUSE29942, MOUSE29943
OG0000286	DANRE32920	MOUSE41538, MOUSE41541, MOUSE41539
OG0000286	DANRE14136	MOUSE13888, MOUSE13889
OG0000287	DANRE19534, DANRE19533, DANRE19535	MOUSE25965
OG0000287	DANRE00792, DANRE00793, DANRE07603	MOUSE29763
OG0000288	DANRE23048	MOUSE28634, MOUSE28637, MOUSE28636
OG0000288	DANRE27140, DANRE27142, DANRE27141	MOUSE32128, MOUSE32126, MOUSE32127, MOUSE32129
OG0000288	DANRE25605, DANRE37644, DANRE37643	MOUSE44721
OG0000288	DANRE18515	MOUSE00440
OG0000289	DANRE23961	MOUSE09225, MOUSE09226
OG0000289	DANRE04508, DANRE04509, DANRE04510	MOUSE52041, MOUSE52040, MOUSE52039
OG0000289	DANRE02091, DANRE02092, DANRE02093, DANRE02094, DANRE02090, DANRE26804, DANRE26805	MOUSE33710, MOUSE33709
OG0000289	DANRE40016, DANRE43308, DANRE43309	MOUSE10526, MOUSE10525
OG0000289	DANRE09075, DANRE23535	MOUSE52131, MOUSE52130
OG0000290	DANRE41668, DANRE41667	MOUSE25181
OG0000295	DANRE12214, DANRE12212	MOUSE39491, MOUSE39492, MOUSE39490, MOUSE39489, MOUSE39488, MOUSE30005
OG0000295	DANRE29067, DANRE29068	MOUSE06347, MOUSE06349
OG0000295	DANRE15487	MOUSE06351
OG0000296	DANRE12056, DANRE12057	MOUSE07567, MOUSE07566
OG0000296	DANRE00423	MOUSE10487, MOUSE10488
OG0000296	DANRE40159	MOUSE17485, MOUSE17482
OG0000296	DANRE37567, DANRE37566	MOUSE44609, MOUSE44608, MOUSE19548, MOUSE44611
OG0000296	DANRE33437, DANRE33436	MOUSE13260
OG0000296	DANRE39170	MOUSE52225, MOUSE52224, MOUSE52221, MOUSE52222
OG0000296	DANRE08985	MOUSE09978, MOUSE09979, MOUSE09980
OG0000296	DANRE38849, DANRE38850	MOUSE49628
OG0000297	DANRE34809, DANRE19503, DANRE19505, DANRE19504	MOUSE10335
OG0000297	DANRE26015	MOUSE51857
OG0000297	DANRE37048	MOUSE09209, MOUSE09208, MOUSE09211, MOUSE09210, MOUSE28914, MOUSE28913
OG0000298	DANRE38196, DANRE08768	MOUSE23153, MOUSE23152, MOUSE23155, MOUSE23154, MOUSE23156
OG0000298	DANRE33531, DANRE00079	MOUSE02730
OG0000298	DANRE37490	MOUSE20125
OG0000299	DANRE24910, DANRE24909, DANRE24914	MOUSE18580, MOUSE18583, MOUSE18582, MOUSE18581, MOUSE18578, MOUSE18579, MOUSE18576, MOUSE18577
OG0000299	DANRE22586, DANRE22588	MOUSE28485, MOUSE28484, MOUSE28483, MOUSE28486
OG0000299	DANRE14187, DANRE14186, DANRE14188	MOUSE34165, MOUSE34159, MOUSE34162, MOUSE34163, MOUSE34166, MOUSE34164, MOUSE34161, MOUSE34160
OG0000299	DANRE17357, DANRE17356, DANRE17355	MOUSE00345, MOUSE00351, MOUSE00347, MOUSE00346
OG0000299	DANRE14189	MOUSE34156, MOUSE34158, MOUSE34157
OG0000299	DANRE22587	MOUSE00354
OG0000300	DANRE15037, DANRE04513	MOUSE52037
OG0000300	DANRE12505	MOUSE49702
OG0000300	DANRE01874, DANRE01875	MOUSE48462, MOUSE48461, MOUSE48460, MOUSE48459
OG0000300	DANRE34430, DANRE34428, DANRE34431	MOUSE33052
OG0000300	DANRE41908	MOUSE53779, MOUSE53776, MOUSE53777, MOUSE53778, MOUSE53775
OG0000300	DANRE10026	MOUSE32163, MOUSE32160, MOUSE32164, MOUSE32161
OG0000301	DANRE28917	MOUSE06410
OG0000301	DANRE05039	MOUSE11549
OG0000301	DANRE43060	MOUSE09483, MOUSE09484, MOUSE09490, MOUSE09485, MOUSE09486, MOUSE09487, MOUSE09488, MOUSE09489
OG0000301	DANRE39381, DANRE39383, DANRE39380, DANRE39382, DANRE15600	MOUSE31675
OG0000301	DANRE31227, DANRE31228, DANRE31229, DANRE31230	MOUSE39233, MOUSE39234
OG0000301	DANRE05118, DANRE05119	MOUSE00835
OG0000302	DANRE42649, DANRE21389	MOUSE22090, MOUSE22089, MOUSE22091
OG0000303	DANRE33104, DANRE32374	MOUSE42816
OG0000305	DANRE31139	MOUSE02286, MOUSE02288, MOUSE02287
OG0000305	DANRE09757, DANRE09755, DANRE09756	MOUSE35196, MOUSE35195, MOUSE35197, MOUSE35194
OG0000305	DANRE15092, DANRE10598, DANRE10597	MOUSE13890
OG0000305	DANRE41676, DANRE35836, DANRE35835	MOUSE22497, MOUSE22496
OG0000305	DANRE27357, DANRE27356, DANRE01697	MOUSE14678
OG0000306	DANRE20509, DANRE20510	MOUSE19581, MOUSE19582
OG0000306	DANRE05062, DANRE05061, DANRE05060, DANRE04107, DANRE04106, DANRE05063	MOUSE11054, MOUSE11056, MOUSE11055, MOUSE11058
OG0000306	DANRE01566, DANRE33720, DANRE33719	MOUSE11060, MOUSE19585, MOUSE19586, MOUSE31468, MOUSE31467, MOUSE11059
OG0000306	DANRE15656, DANRE15655, DANRE39182, DANRE39180, DANRE39181	MOUSE31463, MOUSE31460, MOUSE31466, MOUSE31458, MOUSE31456, MOUSE31457, MOUSE31464, MOUSE31465
OG0000306	DANRE20511, DANRE39183, DANRE01565	MOUSE31459
OG0000307	DANRE17785, DANRE17787, DANRE04919, DANRE04920, DANRE04921	MOUSE08192
OG0000307	DANRE34384, DANRE08188, DANRE08189	MOUSE42799, MOUSE42800
OG0000307	DANRE34831, DANRE34829	MOUSE27602
OG0000307	DANRE34832, DANRE34830, DANRE00128	MOUSE10218
OG0000307	DANRE25724	MOUSE27600
OG0000308	DANRE09139	MOUSE35252, MOUSE35253
OG0000308	DANRE35889	MOUSE26283
OG0000308	DANRE08377, DANRE08378, DANRE34374, DANRE34375	MOUSE43439, MOUSE43438
OG0000308	DANRE14822	MOUSE34117
OG0000308	DANRE24047	MOUSE10045, MOUSE10046
OG0000309	DANRE31535, DANRE31534	MOUSE24980
OG0000309	DANRE02723, DANRE02724, DANRE02722, DANRE02728, DANRE02726, DANRE02730, DANRE02725, DANRE02729	MOUSE11287, MOUSE11288, MOUSE11290, MOUSE11289
OG0000309	DANRE31532, DANRE31530, DANRE31531, DANRE31533	MOUSE24977, MOUSE24978
OG0000309	DANRE01780, DANRE01781, DANRE01783, DANRE01782	MOUSE11296, MOUSE11295, MOUSE11291, MOUSE11292
OG0000310	DANRE42431	MOUSE53716, MOUSE53717
OG0000312	DANRE38380, DANRE38381	MOUSE51863
OG0000312	DANRE34907, DANRE34908, DANRE34906, DANRE34905	MOUSE10438, MOUSE10436, MOUSE10437
OG0000312	DANRE38016, DANRE38017	MOUSE53493
OG0000312	DANRE07302	MOUSE29611, MOUSE29612, MOUSE29610
OG0000312	DANRE01094, DANRE01093	MOUSE29795, MOUSE29796
OG0000313	DANRE16304	MOUSE48211
OG0000313	DANRE41630, DANRE41631	MOUSE47522, MOUSE47523, MOUSE47520, MOUSE47521
OG0000313	DANRE20918	MOUSE23145, MOUSE23143
OG0000313	DANRE14004	MOUSE41458, MOUSE41457
OG0000313	DANRE31017	MOUSE39101, MOUSE39100, MOUSE39098
OG0000313	DANRE31016	MOUSE39103
OG0000314	DANRE00181	MOUSE09421
OG0000314	DANRE03624, DANRE03625, DANRE28629	MOUSE14231, MOUSE14229, MOUSE14228, MOUSE14230
OG0000314	DANRE28800	MOUSE05069, MOUSE05070
OG0000314	DANRE09345, DANRE09346, DANRE14022	MOUSE44270, MOUSE44271, MOUSE44269
OG0000315	DANRE07577	MOUSE38163
OG0000315	DANRE41582, DANRE41581	MOUSE22601, MOUSE22603, MOUSE22602
OG0000315	DANRE27213, DANRE38766, DANRE38767	MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600
OG0000315	DANRE25676	MOUSE07004
OG0000315	DANRE31346	MOUSE07005
OG0000315	DANRE36622	MOUSE34619
OG0000316	DANRE15792	MOUSE48331, MOUSE48332, MOUSE48333, MOUSE48330, MOUSE48328, MOUSE48329
OG0000316	DANRE21548	MOUSE17505, MOUSE17506, MOUSE17507, MOUSE17503, MOUSE17508, MOUSE17501, MOUSE17502, MOUSE17504
OG0000317	DANRE40662, DANRE34237, DANRE34236	MOUSE25702
OG0000317	DANRE10805, DANRE18339	MOUSE06717
OG0000317	DANRE14654	MOUSE33847
OG0000317	DANRE18157	MOUSE06771
OG0000317	DANRE14722	MOUSE34034, MOUSE34033
OG0000317	DANRE09214	MOUSE13434
OG0000317	DANRE14150	MOUSE13435
OG0000317	DANRE18158	MOUSE13437
OG0000319	DANRE10764, DANRE10762, DANRE27249	MOUSE21480
OG0000319	DANRE39551, DANRE19184	MOUSE19841, MOUSE19840, MOUSE19839, MOUSE19842, MOUSE19843
OG0000320	DANRE13587	MOUSE10947
OG0000320	DANRE42664	MOUSE01239
OG0000321	DANRE40064, DANRE40063	MOUSE33356, MOUSE33355
OG0000321	DANRE28812, DANRE28813, DANRE21948	MOUSE14981, MOUSE14980
OG0000321	DANRE16086, DANRE16087, DANRE42326	MOUSE13117
OG0000321	DANRE23859	MOUSE52229
OG0000321	DANRE06908	MOUSE54119, MOUSE54122, MOUSE54120
OG0000321	DANRE42325	MOUSE13116
OG0000321	DANRE23860, DANRE23861	MOUSE52234, MOUSE52233, MOUSE52230, MOUSE52231, MOUSE52232
OG0000322	DANRE01544, DANRE01543, DANRE01540, DANRE01539	MOUSE37956, MOUSE37955, MOUSE37954
OG0000322	DANRE34869, DANRE43093, DANRE19017	MOUSE36790
OG0000322	DANRE31496	MOUSE35376
OG0000323	DANRE38114	MOUSE49692
OG0000323	DANRE06061	MOUSE29628, MOUSE29626, MOUSE29627
OG0000323	DANRE09638, DANRE09637, DANRE09636, DANRE09635	MOUSE30410, MOUSE30411, MOUSE30408, MOUSE30409, MOUSE30412
OG0000323	DANRE23843, DANRE23842	MOUSE08592, MOUSE08593
OG0000323	DANRE21375, DANRE21376, DANRE21377, DANRE42716	MOUSE01184, MOUSE01183
OG0000324	DANRE38678	MOUSE27049, MOUSE27048, MOUSE27050, MOUSE27047
OG0000325	DANRE43126	MOUSE32242, MOUSE32243
OG0000325	DANRE42809, DANRE42808	MOUSE26281, MOUSE26282
OG0000325	DANRE29033	MOUSE05516
OG0000326	DANRE27986, DANRE27987, DANRE13111	MOUSE29939
OG0000326	DANRE35291, DANRE35290, DANRE35289	MOUSE04029
OG0000326	DANRE02836	MOUSE34982
OG0000326	DANRE02839	MOUSE34523
OG0000327	DANRE02331, DANRE02332, DANRE22734, DANRE22735, DANRE22733, DANRE22732, DANRE02335, DANRE02334, DANRE02330	MOUSE23563, MOUSE23562
OG0000327	DANRE02333, DANRE22736	MOUSE31104, MOUSE31103
OG0000328	DANRE25385	MOUSE49209
OG0000328	DANRE37285	MOUSE11936, MOUSE11939, MOUSE11941, MOUSE11942, MOUSE11940, MOUSE11938, MOUSE11937
OG0000328	DANRE25380, DANRE25379, DANRE25381, DANRE25382	MOUSE49211, MOUSE49212, MOUSE49208, MOUSE49214, MOUSE49210
OG0000328	DANRE09967	MOUSE13700
OG0000328	DANRE25383, DANRE25384	MOUSE49207
OG0000328	DANRE22651	MOUSE13703, MOUSE13708, MOUSE13707, MOUSE13704
OG0000328	DANRE02390, DANRE02392, DANRE02389, DANRE02388, DANRE02391, DANRE22650	MOUSE28509, MOUSE28508
OG0000329	DANRE23030, DANRE23031, DANRE35616, DANRE35618, DANRE35617	MOUSE02538
OG0000329	DANRE42608, DANRE42609	MOUSE22417
OG0000329	DANRE15386, DANRE15385, DANRE15388, DANRE15387	MOUSE22415, MOUSE22416
OG0000329	DANRE35619	MOUSE02938, MOUSE02936
OG0000329	DANRE26383, DANRE26388	MOUSE02937
OG0000329	DANRE03328	MOUSE05357
OG0000330	DANRE17464, DANRE17456, DANRE17455, DANRE17462, DANRE17461, DANRE17463, DANRE17460, DANRE17458, DANRE17457	MOUSE08075
OG0000331	DANRE30531, DANRE30532, DANRE30530, DANRE03562	MOUSE38681
OG0000331	DANRE30448	MOUSE06368
OG0000331	DANRE29275, DANRE21867	MOUSE14138, MOUSE14137, MOUSE14135, MOUSE14136
OG0000332	DANRE34741, DANRE34268, DANRE34267	MOUSE36699
OG0000332	DANRE01405, DANRE00047, DANRE33568, DANRE33567, DANRE04341	MOUSE00809
OG0000332	DANRE11198	MOUSE11486
OG0000332	DANRE15821	MOUSE48338
OG0000333	DANRE00395	MOUSE25479
OG0000333	DANRE17893, DANRE17892	MOUSE00317
OG0000333	DANRE18592, DANRE18591, DANRE18593	MOUSE39493
OG0000335	DANRE20201, DANRE16270	MOUSE48247
OG0000338	DANRE07418	MOUSE04991, MOUSE04988, MOUSE04987, MOUSE04990, MOUSE04992
OG0000338	DANRE01510	MOUSE04989
OG0000338	DANRE01511, DANRE01512, DANRE39673, DANRE39672	MOUSE15354
OG0000338	DANRE39674	MOUSE23117, MOUSE23120, MOUSE23116, MOUSE23114
OG0000338	DANRE26933, DANRE26935, DANRE26934	MOUSE23113, MOUSE23111
OG0000338	DANRE25350, DANRE10476, DANRE25349, DANRE25347, DANRE25348, DANRE10472, DANRE10473, DANRE10474	MOUSE50497, MOUSE50498
OG0000339	DANRE37053, DANRE37054	MOUSE28827, MOUSE28828, MOUSE28825
OG0000341	DANRE24080, DANRE24082, DANRE24081	MOUSE21611, MOUSE21612, MOUSE21613
OG0000341	DANRE23273, DANRE23274, DANRE23276, DANRE23268, DANRE23269, DANRE23275, DANRE23271	MOUSE00287, MOUSE00285, MOUSE00286
OG0000341	DANRE37043, DANRE37044	MOUSE28788
OG0000341	DANRE14515, DANRE14516	MOUSE34208, MOUSE34209, MOUSE34207, MOUSE34206
OG0000343	DANRE30806, DANRE30807, DANRE30808, DANRE10048, DANRE10049, DANRE10047	MOUSE52159, MOUSE52158, MOUSE52157, MOUSE52156
OG0000343	DANRE08041, DANRE08040, DANRE08038, DANRE08039, DANRE00942, DANRE00939, DANRE00938	MOUSE45023, MOUSE45020, MOUSE45019, MOUSE45017, MOUSE45022, MOUSE45018, MOUSE45025, MOUSE45024, MOUSE45021
