Orthogroup	DANRE	ORYLA
OG0001096	DANRE36317, DANRE41555, DANRE41553, DANRE41554	ORYLA08777, ORYLA09557
OG0001101	DANRE40760	ORYLA16044
OG0001101	DANRE43023, DANRE43024	ORYLA10929
OG0001101	DANRE02373	ORYLA14339
OG0001101	DANRE40530, DANRE40528, DANRE40529	ORYLA16078
OG0001102	DANRE05563	ORYLA05217
OG0001102	DANRE05135	ORYLA05138
OG0001102	DANRE05287, DANRE05288	ORYLA20024
OG0001103	DANRE24316, DANRE24315, DANRE24314	ORYLA08995
OG0001104	DANRE12309, DANRE12308	ORYLA12177
OG0001104	DANRE15094	ORYLA01647
OG0001104	DANRE18450, DANRE18449, DANRE18448	ORYLA11309
OG0001106	DANRE37557, DANRE37558, DANRE26118, DANRE26117, DANRE26119	ORYLA20354
OG0001107	DANRE01942, DANRE01943	ORYLA12765
OG0001107	DANRE00878, DANRE00877	ORYLA03943
OG0001107	DANRE06921	ORYLA01001
OG0001107	DANRE16573, DANRE16574	ORYLA08767
OG0001107	DANRE42251, DANRE42250	ORYLA09544
OG0001108	DANRE22562, DANRE36536, DANRE36537, DANRE22561, DANRE22563	ORYLA14450
OG0001108	DANRE07648, DANRE07647, DANRE07649, DANRE07646, DANRE07645	ORYLA18375
OG0001109	DANRE30375, DANRE30374	ORYLA16661
OG0001109	DANRE05998, DANRE05997, DANRE05996	ORYLA14078
OG0001110	DANRE26726, DANRE26727, DANRE24537, DANRE24538	ORYLA08952
OG0001110	DANRE39856, DANRE19108	ORYLA02458, ORYLA08953
OG0001110	DANRE39854, DANRE39855	ORYLA18020
OG0001112	DANRE36239	ORYLA12894
OG0001112	DANRE15335, DANRE15332	ORYLA09914, ORYLA08799
OG0001112	DANRE20480, DANRE20481, DANRE15539, DANRE15538	ORYLA07255
OG0001113	DANRE29305	ORYLA16987
OG0001113	DANRE13286	ORYLA03611
OG0001113	DANRE36120	ORYLA00138
OG0001114	DANRE12192, DANRE12194	ORYLA12632, ORYLA12633
OG0001114	DANRE25899	ORYLA14795
OG0001114	DANRE10621, DANRE10620, DANRE10623, DANRE10622	ORYLA05778
OG0001115	DANRE20671, DANRE40340	ORYLA15699
OG0001115	DANRE01643	ORYLA13897
OG0001115	DANRE24999	ORYLA14688
OG0001115	DANRE31371	ORYLA10923
OG0001116	DANRE42044, DANRE42046, DANRE42047	ORYLA08841
OG0001116	DANRE28973, DANRE28974	ORYLA16423
OG0001117	DANRE26679, DANRE24503	ORYLA06972, ORYLA06971
OG0001117	DANRE22781	ORYLA14305
OG0001118	DANRE39327	ORYLA12368
OG0001118	DANRE31005	ORYLA18722
OG0001118	DANRE31007, DANRE31006, DANRE31008	ORYLA18723
OG0001119	DANRE04501	ORYLA05124
OG0001119	DANRE38793, DANRE38795, DANRE38796, DANRE38794	ORYLA09259
OG0001120	DANRE20475	ORYLA03903
OG0001120	DANRE06618, DANRE06617	ORYLA01234
OG0001121	DANRE05588, DANRE05587	ORYLA05153
OG0001121	DANRE16591, DANRE16590, DANRE16589	ORYLA20092
OG0001123	DANRE23983	ORYLA09262
OG0001123	DANRE34793, DANRE34794	ORYLA17703
OG0001124	DANRE03040	ORYLA08277
OG0001124	DANRE01476	ORYLA02278
OG0001126	DANRE37911	ORYLA07447
OG0001126	DANRE02473	ORYLA14267
OG0001127	DANRE27928, DANRE27929, DANRE27930, DANRE27931	ORYLA06210
OG0001128	DANRE11570, DANRE11571	ORYLA11339
OG0001128	DANRE13253, DANRE13252	ORYLA03669
OG0001129	DANRE12805	ORYLA15169
OG0001129	DANRE38100	ORYLA12442
OG0001129	DANRE09107	ORYLA05461
OG0001131	DANRE35573, DANRE35575, DANRE35574, DANRE05263, DANRE05262	ORYLA00774
OG0001131	DANRE11143, DANRE17459	ORYLA11383
OG0001132	DANRE00495, DANRE00494, DANRE00496	ORYLA15693
OG0001133	DANRE14565	ORYLA01655
OG0001133	DANRE00326, DANRE00325	ORYLA02500
OG0001134	DANRE30384	ORYLA16671
OG0001135	DANRE15167, DANRE15168	ORYLA18988
OG0001135	DANRE15171, DANRE15169, DANRE15170, DANRE03694	ORYLA08362
OG0001135	DANRE28908, DANRE28907	ORYLA16838
OG0001135	DANRE28967, DANRE28968	ORYLA16856
OG0001136	DANRE40170, DANRE40169	ORYLA13203
OG0001136	DANRE26964, DANRE26965	ORYLA06530
OG0001136	DANRE39095, DANRE39094	ORYLA12133
OG0001137	DANRE34399, DANRE07711, DANRE07714, DANRE07715, DANRE07713, DANRE07712, DANRE07710	ORYLA03035
OG0001138	DANRE23035, DANRE23036, DANRE36919, DANRE36920	ORYLA14334, ORYLA15755
OG0001138	DANRE38760, DANRE38759	ORYLA09204
OG0001138	DANRE27896, DANRE27895, DANRE27897	ORYLA06399
OG0001138	DANRE42085	ORYLA09997
OG0001139	DANRE16147, DANRE16148	ORYLA15805
OG0001139	DANRE25097	ORYLA14857
OG0001139	DANRE30941, DANRE30942	ORYLA11008
OG0001140	DANRE14735, DANRE14736	ORYLA05368, ORYLA02157
OG0001140	DANRE12076, DANRE12078	ORYLA10675
OG0001141	DANRE34924, DANRE34925	ORYLA02472
OG0001141	DANRE41146, DANRE34926	ORYLA17498
OG0001142	DANRE38005, DANRE38003	ORYLA07693
OG0001143	DANRE30754, DANRE30755	ORYLA11035
OG0001143	DANRE13212	ORYLA12195
OG0001143	DANRE09922	ORYLA06058
OG0001144	DANRE23119, DANRE23118	ORYLA15705
OG0001144	DANRE36574, DANRE36575, DANRE36573	ORYLA20146
OG0001144	DANRE41447	ORYLA09889
OG0001144	DANRE09530	ORYLA05611
OG0001146	DANRE36295, DANRE36291, DANRE36297, DANRE36294	ORYLA13499
OG0001146	DANRE36292, DANRE36293, DANRE36296	ORYLA13500
OG0001146	DANRE41104, DANRE41105	ORYLA15595
OG0001146	DANRE33875, DANRE33874	ORYLA07425
OG0001148	DANRE15191, DANRE15190, DANRE15189	ORYLA01854, ORYLA05396
OG0001148	DANRE28252	ORYLA06750
OG0001149	DANRE14289, DANRE14290, DANRE14288	ORYLA01670
OG0001149	DANRE43370, DANRE43369	ORYLA13258
OG0001155	DANRE00096	ORYLA02505
OG0001155	DANRE07922	ORYLA03252
OG0001156	DANRE36530, DANRE22268	ORYLA14447, ORYLA15424
OG0001156	DANRE29205, DANRE29204	ORYLA17150
OG0001156	DANRE42727, DANRE42726	ORYLA10003
OG0001158	DANRE36872	ORYLA13950, ORYLA15560
OG0001158	DANRE23963, DANRE23962	ORYLA06290, ORYLA20120
OG0001159	DANRE05470	ORYLA10160
OG0001159	DANRE10627	ORYLA05356
OG0001160	DANRE31338	ORYLA11144
OG0001161	DANRE38331, DANRE38329, DANRE38330, DANRE25997	ORYLA12582
OG0001161	DANRE00207, DANRE00210, DANRE00209	ORYLA02883
OG0001162	DANRE19831	ORYLA03278
OG0001162	DANRE19828, DANRE19830, DANRE19829	ORYLA04547
OG0001162	DANRE42512, DANRE42511, DANRE43065	ORYLA08795
OG0001163	DANRE04351, DANRE05359	ORYLA08093, ORYLA04995
OG0001164	DANRE00549, DANRE00552, DANRE00551	ORYLA06374
OG0001165	DANRE18768	ORYLA11504
OG0001165	DANRE42434, DANRE42435, DANRE42433	ORYLA09619
OG0001166	DANRE09039, DANRE09040, DANRE30842, DANRE30843, DANRE30844, DANRE30841	ORYLA11757, ORYLA11756, ORYLA11755
OG0001166	DANRE11857	ORYLA10465
OG0001167	DANRE11150	ORYLA10169
OG0001167	DANRE38292, DANRE38291	ORYLA12428
OG0001167	DANRE05260, DANRE05261	ORYLA04713
OG0001168	DANRE14763, DANRE14762	ORYLA01742
OG0001168	DANRE01595, DANRE14764, DANRE01592, DANRE09690, DANRE09691, DANRE01594, DANRE01593	ORYLA14387
OG0001168	DANRE25534, DANRE25535	ORYLA15300
OG0001169	DANRE28707	ORYLA17081
OG0001169	DANRE08936, DANRE08937	ORYLA03593
OG0001170	DANRE33792, DANRE33791	ORYLA04285
OG0001170	DANRE23256, DANRE23257	ORYLA11372
OG0001171	DANRE24329	ORYLA09088
OG0001171	DANRE23281	ORYLA11731
OG0001171	DANRE14514, DANRE14513	ORYLA02030
OG0001171	DANRE09798, DANRE09799	ORYLA05693
OG0001171	DANRE22398, DANRE22399, DANRE22400	ORYLA15553
OG0001172	DANRE28103, DANRE23854	ORYLA08914, ORYLA06213
OG0001172	DANRE42209	ORYLA09461
OG0001172	DANRE35704, DANRE41740	ORYLA09708
OG0001172	DANRE29561	ORYLA16481
OG0001175	DANRE40566, DANRE40568, DANRE40567	ORYLA17323
OG0001175	DANRE40616, DANRE40615	ORYLA17834
OG0001175	DANRE00572	ORYLA02704
OG0001176	DANRE38313	ORYLA14922
OG0001177	DANRE26390, DANRE26389	ORYLA07071
OG0001177	DANRE40862, DANRE40864, DANRE40863	ORYLA17818
OG0001178	DANRE17522, DANRE17523	ORYLA12858
OG0001178	DANRE42414, DANRE42416, DANRE42415	ORYLA09479
OG0001179	DANRE39019	ORYLA12445
OG0001179	DANRE37036, DANRE37035	ORYLA14131
OG0001180	DANRE14996, DANRE14995, DANRE10618, DANRE10617	ORYLA18502
OG0001180	DANRE12888	ORYLA14974
OG0001180	DANRE39038	ORYLA18703, ORYLA18702, ORYLA12603
OG0001181	DANRE23910, DANRE23911	ORYLA09302
OG0001181	DANRE26674, DANRE26675	ORYLA06967
OG0001181	DANRE03474, DANRE29972, DANRE29971	ORYLA16422
OG0001182	DANRE05777	ORYLA04656
OG0001182	DANRE10680, DANRE43038	ORYLA10537
OG0001182	DANRE33939	ORYLA17798
OG0001182	DANRE12316	ORYLA12681
OG0001183	DANRE24698	ORYLA01780
OG0001183	DANRE29477, DANRE29478, DANRE29479, DANRE29476, DANRE29483, DANRE29481, DANRE29482, DANRE29480	ORYLA16340
OG0001183	DANRE24697	ORYLA08337
OG0001184	DANRE14296, DANRE14295	ORYLA01867
OG0001184	DANRE38448	ORYLA12325
OG0001185	DANRE10091, DANRE10087, DANRE10090, DANRE10088, DANRE10089	ORYLA01991, ORYLA19744
OG0001185	DANRE05149, DANRE05150	ORYLA04885
OG0001186	DANRE26898, DANRE26897	ORYLA06474
OG0001186	DANRE26189	ORYLA12462, ORYLA14584
OG0001186	DANRE39141	ORYLA12305
OG0001187	DANRE02200	ORYLA14064
OG0001188	DANRE20180, DANRE20181, DANRE37779	ORYLA07684
OG0001188	DANRE37780	ORYLA03103
OG0001188	DANRE02573, DANRE11351, DANRE11352	ORYLA04742
OG0001189	DANRE22507, DANRE23239, DANRE23238	ORYLA20265
OG0001189	DANRE18126	ORYLA11979
OG0001190	DANRE11385, DANRE11386	ORYLA10580
OG0001190	DANRE02521, DANRE02522	ORYLA14507
OG0001190	DANRE22917, DANRE22916, DANRE22915	ORYLA10859
OG0001191	DANRE41174	ORYLA17734
OG0001191	DANRE11828, DANRE11011, DANRE11829	ORYLA04735
OG0001191	DANRE03309, DANRE03310	ORYLA08358
OG0001191	DANRE06571	ORYLA01217
OG0001192	DANRE19039	ORYLA19942
OG0001196	DANRE14067, DANRE14066	ORYLA06003, ORYLA06002, ORYLA02011
OG0001196	DANRE34121, DANRE34124, DANRE34123, DANRE34122, DANRE08119, DANRE08109, DANRE08110, DANRE08111, DANRE08114, DANRE08117, DANRE08118, DANRE08116, DANRE08115, DANRE08113, DANRE08112	ORYLA03783
OG0001197	DANRE19964, DANRE19965	ORYLA13277
OG0001197	DANRE09525	ORYLA01817, ORYLA05607
OG0001197	DANRE42674	ORYLA09693
OG0001198	DANRE21730, DANRE27839	ORYLA10310
OG0001198	DANRE12408	ORYLA15038
OG0001199	DANRE18330, DANRE18331	ORYLA11679
OG0001200	DANRE18025, DANRE18026	ORYLA12001
OG0001201	DANRE22352, DANRE22354	ORYLA15842
OG0001201	DANRE02404, DANRE02405	ORYLA14298
OG0001201	DANRE22353, DANRE22355, DANRE12520, DANRE24918	ORYLA15310
OG0001203	DANRE06832	ORYLA01043
OG0001203	DANRE05648, DANRE05647	ORYLA10082
OG0001203	DANRE04646, DANRE04647	ORYLA00091
OG0001204	DANRE07916	ORYLA04102
OG0001204	DANRE07914, DANRE07913, DANRE20317, DANRE20315, DANRE20314	ORYLA03247
OG0001205	DANRE10682	ORYLA11970, ORYLA10540
OG0001205	DANRE15947, DANRE23700, DANRE08524, DANRE00853, DANRE06430	ORYLA01265
OG0001207	DANRE42063	ORYLA10023
OG0001207	DANRE24209	ORYLA09156
OG0001207	DANRE29571	ORYLA16388
OG0001207	DANRE35692	ORYLA08504
OG0001208	DANRE35541	ORYLA06825
OG0001208	DANRE41476, DANRE41472, DANRE41473	ORYLA09868
OG0001208	DANRE09739, DANRE09738	ORYLA01795
OG0001210	DANRE18802, DANRE18801, DANRE18800	ORYLA11799
OG0001210	DANRE26760, DANRE26759	ORYLA06775
OG0001211	DANRE02626, DANRE02625, DANRE41666	ORYLA20079
OG0001211	DANRE29139	ORYLA07900
OG0001212	DANRE04861, DANRE04863, DANRE04862	ORYLA10644
OG0001213	DANRE04387, DANRE43203, DANRE04388	ORYLA08112
OG0001213	DANRE01516, DANRE01514	ORYLA02321
OG0001214	DANRE24143	ORYLA09019
OG0001214	DANRE31132, DANRE31134, DANRE31133	ORYLA10993
OG0001215	DANRE27329, DANRE27330	ORYLA06541
OG0001215	DANRE35594, DANRE35595	ORYLA08559
OG0001215	DANRE41574	ORYLA09761, ORYLA09762
OG0001215	DANRE23354, DANRE23355	ORYLA16114
OG0001215	DANRE36527, DANRE36526	ORYLA14222
OG0001216	DANRE09303	ORYLA05840
OG0001216	DANRE26030	ORYLA12067, ORYLA15267
OG0001217	DANRE19883, DANRE19884, DANRE24419	ORYLA04237
OG0001217	DANRE33785	ORYLA01368
OG0001217	DANRE17426	ORYLA10596, ORYLA10595
OG0001217	DANRE11461	ORYLA10337
OG0001218	DANRE09982	ORYLA05869
OG0001218	DANRE13766, DANRE13765	ORYLA01891
OG0001218	DANRE02525, DANRE02526	ORYLA14508
OG0001218	DANRE37945	ORYLA07468
OG0001219	DANRE06219, DANRE06220	ORYLA01206
OG0001219	DANRE20139	ORYLA04598
OG0001219	DANRE10625, DANRE13985, DANRE13984	ORYLA01690
OG0001220	DANRE28356, DANRE21565	ORYLA12823
OG0001221	DANRE38048, DANRE38049	ORYLA07491
OG0001223	DANRE26912, DANRE26911, DANRE26910	ORYLA06793
OG0001223	DANRE37189	ORYLA07569
OG0001223	DANRE27744	ORYLA06727
OG0001223	DANRE37064, DANRE37065	ORYLA15616, ORYLA13963
OG0001224	DANRE22676, DANRE22677, DANRE22685, DANRE22683, DANRE22678, DANRE22679, DANRE22694, DANRE22691, DANRE22695, DANRE22689, DANRE22692, DANRE22693, DANRE22690, DANRE22688, DANRE22682, DANRE22681, DANRE22680, DANRE22684, DANRE22675, DANRE22674, DANRE22686	ORYLA16020
OG0001224	DANRE02858	ORYLA14224
OG0001225	DANRE25970, DANRE25969, DANRE25968, DANRE25971	ORYLA14806
OG0001225	DANRE38402, DANRE38398, DANRE38399	ORYLA12335
OG0001225	DANRE39840, DANRE39835, DANRE00504, DANRE00505	ORYLA02910
OG0001225	DANRE21562	ORYLA13489, ORYLA13488
OG0001226	DANRE07724, DANRE07723, DANRE07722	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656
OG0001226	DANRE06318	ORYLA01461, ORYLA01460
OG0001226	DANRE23264	ORYLA11722
OG0001226	DANRE14194	ORYLA02207
OG0001227	DANRE02213, DANRE02214	ORYLA13792
OG0001227	DANRE11034, DANRE11035	ORYLA10672
OG0001227	DANRE14852, DANRE14851, DANRE14854, DANRE14856	ORYLA01936, ORYLA01935
OG0001227	DANRE41941	ORYLA09591
OG0001230	DANRE14910	ORYLA01799
OG0001230	DANRE10535	ORYLA05998
OG0001230	DANRE14085, DANRE14084	ORYLA02015
OG0001230	DANRE15135, DANRE15136	ORYLA02055
OG0001230	DANRE10536	ORYLA05997
OG0001231	DANRE05445, DANRE05448, DANRE05446, DANRE05447, DANRE17775	ORYLA10425
OG0001231	DANRE04785, DANRE04784, DANRE03779	ORYLA04865
OG0001231	DANRE07774	ORYLA03393
OG0001231	DANRE19684	ORYLA04275
OG0001232	DANRE29418, DANRE29417	ORYLA17130
OG0001233	DANRE37927, DANRE37928	ORYLA07453
OG0001234	DANRE09490, DANRE09491	ORYLA05594
OG0001234	DANRE13560, DANRE13559	ORYLA02233
OG0001234	DANRE38545, DANRE38546	ORYLA19956
OG0001236	DANRE10388	ORYLA05535
OG0001236	DANRE09450, DANRE09449	ORYLA05857
OG0001237	DANRE37662	ORYLA12698
OG0001237	DANRE25316	ORYLA15237
OG0001237	DANRE10422	ORYLA01731, ORYLA06118
OG0001237	DANRE34753, DANRE34752	ORYLA17671, ORYLA02367
OG0001237	DANRE25150, DANRE25151	ORYLA14669
OG0001238	DANRE07226	ORYLA01295
OG0001238	DANRE26310	ORYLA07056
OG0001239	DANRE02266, DANRE02265	ORYLA14159
OG0001239	DANRE36693	ORYLA20197
OG0001240	DANRE37656, DANRE37657	ORYLA12695
OG0001240	DANRE25323, DANRE25324, DANRE25322	ORYLA20300
OG0001240	DANRE10411, DANRE10412	ORYLA06113
OG0001240	DANRE34927, DANRE34928	ORYLA02471
OG0001240	DANRE41148, DANRE41149	ORYLA17502
OG0001241	DANRE22500, DANRE22501	ORYLA15497
OG0001241	DANRE06905	ORYLA01008
OG0001242	DANRE24237	ORYLA09141
OG0001242	DANRE26881, DANRE26880	ORYLA18475
OG0001243	DANRE39511	ORYLA07317, ORYLA07318
OG0001243	DANRE25154	ORYLA12130
OG0001245	DANRE06665, DANRE06666, DANRE06667, DANRE06668	ORYLA00901
OG0001245	DANRE16699	ORYLA00456
OG0001245	DANRE03294, DANRE03295, DANRE03293	ORYLA04906
OG0001246	DANRE35719, DANRE35720	ORYLA08383
OG0001247	DANRE31091, DANRE31090	ORYLA10879
OG0001247	DANRE01633, DANRE22417, DANRE22418, DANRE22416, DANRE22420, DANRE22415	ORYLA15933
OG0001247	DANRE34005, DANRE34004, DANRE34002, DANRE34006, DANRE34003	ORYLA18030
OG0001248	DANRE35929, DANRE35927, DANRE35928	ORYLA08537
OG0001248	DANRE24637	ORYLA07036
OG0001248	DANRE23456	ORYLA14359, ORYLA16193
OG0001249	DANRE15846	ORYLA00311
OG0001249	DANRE26785	ORYLA06571
OG0001249	DANRE35515	ORYLA12934
OG0001249	DANRE20943	ORYLA13089
OG0001250	DANRE29340, DANRE29339, DANRE29338	ORYLA17061, ORYLA00854
OG0001250	DANRE03569, DANRE03568, DANRE03567	ORYLA07782
OG0001250	DANRE30537	ORYLA16768
OG0001251	DANRE39135, DANRE39136, DANRE39134	ORYLA12301
OG0001251	DANRE24093, DANRE24095, DANRE24092, DANRE24094	ORYLA08970
OG0001252	DANRE26714, DANRE24514, DANRE24513, DANRE24515	ORYLA19528, ORYLA08946
OG0001252	DANRE28344, DANRE28343, DANRE28342, DANRE28345, DANRE21559, DANRE21558, DANRE21560	ORYLA13487
OG0001253	DANRE30836	ORYLA10839
OG0001253	DANRE12545	ORYLA15354
OG0001253	DANRE39815, DANRE39814	ORYLA15393
OG0001253	DANRE22552	ORYLA18494
OG0001253	DANRE30835, DANRE30834	ORYLA10838
OG0001253	DANRE40361, DANRE01742, DANRE01743, DANRE01744	ORYLA14430, ORYLA15691
OG0001254	DANRE39065	ORYLA12036
OG0001254	DANRE25611, DANRE25612	ORYLA14643
OG0001255	DANRE09968, DANRE14784, DANRE14783	ORYLA01752
OG0001255	DANRE17264	ORYLA11946, ORYLA11945
OG0001255	DANRE23730	ORYLA13259
OG0001255	DANRE28646, DANRE28647	ORYLA00050
OG0001255	DANRE23053, DANRE23051, DANRE23052	ORYLA16171, ORYLA16170
OG0001255	DANRE17894	ORYLA11960
OG0001256	DANRE11481	ORYLA10228
OG0001261	DANRE23743	ORYLA07239
OG0001261	DANRE15935, DANRE15934	ORYLA00479
OG0001261	DANRE42389	ORYLA09455
OG0001262	DANRE19262	ORYLA02427
OG0001263	DANRE33573	ORYLA17939
OG0001263	DANRE05204, DANRE05205	ORYLA08064
OG0001263	DANRE03253, DANRE03252	ORYLA07820
OG0001263	DANRE29681, DANRE29682	ORYLA17132
OG0001264	DANRE37060, DANRE37059	ORYLA13965
OG0001264	DANRE39137	ORYLA12302
OG0001266	DANRE39425	ORYLA09233
OG0001266	DANRE27260	ORYLA07109
OG0001266	DANRE35490	ORYLA14460
OG0001267	DANRE15701	ORYLA18685
OG0001267	DANRE01548, DANRE34033	ORYLA17985
OG0001267	DANRE16499, DANRE16498	ORYLA00677
OG0001268	DANRE36957	ORYLA13833
OG0001268	DANRE15799	ORYLA00335
OG0001268	DANRE22870, DANRE22871	ORYLA15813
OG0001270	DANRE24812	ORYLA07988
OG0001270	DANRE29397	ORYLA18804
OG0001271	DANRE38819, DANRE38817, DANRE38818, DANRE27361, DANRE27362, DANRE27360	ORYLA09251
OG0001271	DANRE03360	ORYLA07889
OG0001271	DANRE21111	ORYLA14013
OG0001272	DANRE29978, DANRE03166	ORYLA07941
OG0001272	DANRE07917	ORYLA03248
OG0001272	DANRE20323	ORYLA04104
OG0001272	DANRE06556, DANRE06559, DANRE06557, DANRE06558	ORYLA01178
OG0001273	DANRE02106, DANRE02107	ORYLA13178
OG0001273	DANRE28331	ORYLA06380
OG0001273	DANRE34837, DANRE34836, DANRE34838	ORYLA17660
OG0001274	DANRE26549	ORYLA06279
OG0001274	DANRE16882, DANRE16883, DANRE16884	ORYLA00711
OG0001274	DANRE33262, DANRE33263, DANRE33261	ORYLA02589, ORYLA18123
OG0001275	DANRE18235	ORYLA11543
OG0001276	DANRE01207, DANRE01206	ORYLA03566
OG0001278	DANRE30403	ORYLA16678
OG0001278	DANRE02994, DANRE02993, DANRE02995	ORYLA00727
OG0001278	DANRE18880, DANRE18879	ORYLA13327
OG0001279	DANRE13251, DANRE13250	ORYLA04097
OG0001279	DANRE00031, DANRE00032	ORYLA03712
OG0001279	DANRE10695	ORYLA10544
OG0001279	DANRE04800	ORYLA04878
OG0001279	DANRE16827	ORYLA00122
OG0001280	DANRE28151	ORYLA06847
OG0001280	DANRE40113, DANRE40112	ORYLA12954
OG0001280	DANRE23707	ORYLA19875
OG0001280	DANRE16016	ORYLA00452
OG0001281	DANRE13146, DANRE13147	ORYLA03725
OG0001281	DANRE01268	ORYLA20463, ORYLA18306
OG0001281	DANRE05291	ORYLA20026
OG0001281	DANRE38128, DANRE38129	ORYLA07382
OG0001282	DANRE34496, DANRE34495	ORYLA04230
OG0001282	DANRE27101	ORYLA10205
OG0001282	DANRE24465, DANRE24464	ORYLA08831
OG0001283	DANRE04934, DANRE04936, DANRE04935, DANRE23896, DANRE23897	ORYLA20044, ORYLA20045, ORYLA14193, ORYLA09723, ORYLA13051, ORYLA08577, ORYLA10812
OG0001284	DANRE24158	ORYLA09027
OG0001284	DANRE09932, DANRE14552	ORYLA01634
OG0001284	DANRE25929	ORYLA14635
OG0001285	DANRE05323	ORYLA05192
OG0001285	DANRE00630	ORYLA17636, ORYLA14476
OG0001286	DANRE25785, DANRE25786	ORYLA12022
OG0001286	DANRE29610, DANRE29611, DANRE03205	ORYLA07959, ORYLA17144
OG0001287	DANRE20476	ORYLA03902
OG0001287	DANRE07347	ORYLA01233
OG0001287	DANRE20477, DANRE42919	ORYLA09735
OG0001287	DANRE06963, DANRE06964	ORYLA00961
OG0001288	DANRE34317	ORYLA02421
OG0001288	DANRE25733	ORYLA14902
OG0001288	DANRE34315, DANRE34318, DANRE34316	ORYLA02420
OG0001289	DANRE11856, DANRE11855	ORYLA10464
OG0001289	DANRE05727, DANRE03954, DANRE03953, DANRE03955	ORYLA05150
OG0001290	DANRE00528, DANRE00526, DANRE00527	ORYLA18055, ORYLA19128
OG0001290	DANRE12301, DANRE12302	ORYLA12183
OG0001290	DANRE12674	ORYLA14552
OG0001290	DANRE37307, DANRE37309, DANRE37308	ORYLA19558, ORYLA18829
OG0001291	DANRE00618, DANRE00617, DANRE34030, DANRE34031, DANRE34032	ORYLA17986
OG0001291	DANRE06257, DANRE06256, DANRE20027, DANRE20028, DANRE20029	ORYLA01427, ORYLA04147
OG0001292	DANRE35916, DANRE35918, DANRE35917, DANRE42115, DANRE42112, DANRE42114	ORYLA09364
OG0001292	DANRE42106, DANRE42111, DANRE42113, DANRE42110, DANRE42109, DANRE42108, DANRE42107, DANRE05799	ORYLA10046
OG0001293	DANRE33631, DANRE33632	ORYLA17295
OG0001293	DANRE40726, DANRE40728	ORYLA17851
OG0001293	DANRE19565, DANRE19566	ORYLA02768
OG0001293	DANRE19563, DANRE19564	ORYLA02767
OG0001293	DANRE40718	ORYLA17854
OG0001293	DANRE35033, DANRE35032	ORYLA04584
OG0001294	DANRE18837, DANRE18836	ORYLA10122
OG0001295	DANRE41427	ORYLA09900
OG0001295	DANRE03881	ORYLA08242
OG0001295	DANRE29254, DANRE29255	ORYLA17167
OG0001295	DANRE14273	ORYLA01819
OG0001296	DANRE38121, DANRE38122, DANRE38123, DANRE38120	ORYLA07385
OG0001296	DANRE22225, DANRE22224	ORYLA00095, ORYLA19357
OG0001297	DANRE30717	ORYLA10966
OG0001297	DANRE22458, DANRE22460, DANRE37013, DANRE37014	ORYLA14020
OG0001297	DANRE37702	ORYLA12085
OG0001300	DANRE26543, DANRE26542	ORYLA10216
OG0001300	DANRE42930, DANRE42928, DANRE42929	ORYLA09658
OG0001300	DANRE06398, DANRE06399	ORYLA04280
OG0001302	DANRE35522	ORYLA12923
OG0001302	DANRE09810	ORYLA05687
OG0001304	DANRE27746, DANRE27745	ORYLA06728, ORYLA06729
OG0001304	DANRE38594, DANRE38595	ORYLA12651
OG0001304	DANRE26905, DANRE26906	ORYLA06796
OG0001304	DANRE36903, DANRE36902	ORYLA13823
OG0001305	DANRE16549, DANRE16550	ORYLA00057
OG0001305	DANRE28651, DANRE28652	ORYLA17092
OG0001305	DANRE34203	ORYLA02873
OG0001305	DANRE36227, DANRE36226, DANRE26925	ORYLA06351
OG0001306	DANRE26353, DANRE26352	ORYLA06638
OG0001306	DANRE17686, DANRE17685, DANRE17684	ORYLA13454
OG0001308	DANRE06233	ORYLA01298
OG0001308	DANRE34680	ORYLA19818, ORYLA19817
OG0001309	DANRE37164	ORYLA07670
OG0001309	DANRE27311	ORYLA06422
OG0001310	DANRE12016, DANRE12017	ORYLA10760
OG0001310	DANRE11088, DANRE11087, DANRE35906	ORYLA12263
OG0001311	DANRE14576	ORYLA02079
OG0001311	DANRE08602	ORYLA06081
OG0001311	DANRE10133	ORYLA06033
OG0001311	DANRE13609, DANRE13617	ORYLA01860
OG0001312	DANRE33358, DANRE24238, DANRE24239	ORYLA09136, ORYLA09135, ORYLA09133, ORYLA09134
OG0001313	DANRE19862	ORYLA04150
OG0001313	DANRE36477	ORYLA13534
OG0001315	DANRE03124, DANRE03123, DANRE03122	ORYLA07817
OG0001315	DANRE03565	ORYLA07784
OG0001315	DANRE30533	ORYLA16771
OG0001315	DANRE21863, DANRE21864	ORYLA00635
OG0001316	DANRE17825	ORYLA12796
OG0001316	DANRE24274, DANRE24275	ORYLA09110
OG0001316	DANRE06941	ORYLA01031
OG0001317	DANRE30985, DANRE30984	ORYLA11270
OG0001317	DANRE35107, DANRE35108, DANRE35106, DANRE35109, DANRE35103, DANRE35110, DANRE35111, DANRE35113, DANRE35112	ORYLA18001
OG0001318	DANRE03829	ORYLA08255
OG0001318	DANRE41846	ORYLA09731
OG0001319	DANRE05988	ORYLA00925
OG0001319	DANRE33830	ORYLA04255
OG0001319	DANRE06762, DANRE06763	ORYLA01358
OG0001319	DANRE27088, DANRE27087, DANRE24474	ORYLA10213
OG0001319	DANRE42476	ORYLA09481
OG0001320	DANRE18723, DANRE18722	ORYLA11905
