Orthogroup	DANRE	AMPFI_ok
OG0001160	DANRE31338, DANRE39872, DANRE20664, DANRE20663	AMPFI_18833
OG0001161	DANRE38331, DANRE38329, DANRE38330, DANRE25997, DANRE00207, DANRE00210, DANRE00209	AMPFI_10090
OG0001162	DANRE08007, DANRE08006, DANRE08008, DANRE08009, DANRE19831, DANRE19828, DANRE19830, DANRE19829, DANRE42512, DANRE42511, DANRE43065	AMPFI_21383
OG0001164	DANRE00549, DANRE00552, DANRE00551	AMPFI_21888
OG0001164	DANRE00550	AMPFI_17209, AMPFI_09821, AMPFI_17052, AMPFI_25062, AMPFI_20378
OG0001165	DANRE18768	AMPFI_11630
OG0001167	DANRE11150, DANRE38292, DANRE38291, DANRE05260, DANRE05261	AMPFI_05454
OG0001168	DANRE14763, DANRE14762, DANRE01595, DANRE14764, DANRE01592, DANRE09690, DANRE09691, DANRE01594, DANRE01593, DANRE25534, DANRE25535	AMPFI_05372
OG0001169	DANRE08936, DANRE08937	AMPFI_09626
OG0001170	DANRE23256, DANRE23257	AMPFI_16363
OG0001171	DANRE24329	AMPFI_04677
OG0001171	DANRE23282, DANRE23283, DANRE23281, DANRE14514, DANRE14513, DANRE09798, DANRE09799, DANRE22398, DANRE22399, DANRE22400	AMPFI_21141
OG0001172	DANRE28103, DANRE23854, DANRE42209	AMPFI_09322
OG0001173	DANRE09868, DANRE09869	AMPFI_20736, AMPFI_25116, AMPFI_25548, AMPFI_24169
OG0001174	DANRE36611	AMPFI_23115
OG0001175	DANRE40566, DANRE40568, DANRE40567, DANRE40616, DANRE40615, DANRE00572, DANRE40617	AMPFI_11579, AMPFI_01291
OG0001176	DANRE38313, DANRE14113, DANRE21453	AMPFI_15457
OG0001176	DANRE00258, DANRE03914, DANRE05037, DANRE05038	AMPFI_17036
OG0001177	DANRE26390, DANRE26389	AMPFI_08044
OG0001178	DANRE17522, DANRE17523	AMPFI_18821
OG0001178	DANRE42414, DANRE42416, DANRE42415	AMPFI_01492
OG0001179	DANRE39019, DANRE37036, DANRE37035	AMPFI_25942, AMPFI_06700
OG0001181	DANRE23910, DANRE23911, DANRE26674, DANRE26675, DANRE03474, DANRE29972, DANRE29971	AMPFI_10170
OG0001182	DANRE05777, DANRE10680, DANRE43038, DANRE33939, DANRE12316	AMPFI_23673
OG0001183	DANRE29477, DANRE29478, DANRE29479, DANRE29476, DANRE29483, DANRE29481, DANRE29482, DANRE29480, DANRE24697	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752
OG0001184	DANRE14296, DANRE14295	AMPFI_20865
OG0001184	DANRE38448	AMPFI_08874
OG0001185	DANRE10091, DANRE10087, DANRE10090, DANRE10088, DANRE10089, DANRE05149, DANRE05150	AMPFI_07596
OG0001186	DANRE26898, DANRE26897, DANRE26189	AMPFI_07934
OG0001186	DANRE39141	AMPFI_10517
OG0001187	DANRE02200	AMPFI_23801
OG0001188	DANRE20180, DANRE20181, DANRE37779, DANRE37780, DANRE05645, DANRE02573, DANRE11351, DANRE11352	AMPFI_02144
OG0001189	DANRE23240, DANRE23241, DANRE22508	AMPFI_09388
OG0001190	DANRE11385, DANRE11386, DANRE02521, DANRE02522, DANRE22917, DANRE22916, DANRE22915	AMPFI_02258, AMPFI_24898
OG0001191	DANRE23738, DANRE41174, DANRE11828, DANRE11011, DANRE11829, DANRE03309, DANRE03310, DANRE06571	AMPFI_06865
OG0001192	DANRE11992	AMPFI_09680
OG0001196	DANRE14067, DANRE14066, DANRE34121, DANRE34124, DANRE34123, DANRE34122, DANRE08119, DANRE08109, DANRE08110, DANRE08111, DANRE08114, DANRE08117, DANRE08118, DANRE08116, DANRE08115, DANRE08113, DANRE08112	AMPFI_05001
OG0001196	DANRE14065	AMPFI_04634
OG0001197	DANRE19964, DANRE19965	AMPFI_13739
OG0001198	DANRE21730, DANRE27839	AMPFI_11677, AMPFI_01112
OG0001198	DANRE12408	AMPFI_14243
OG0001199	DANRE18330, DANRE18331	AMPFI_25970
OG0001200	DANRE18025, DANRE18026	AMPFI_13405
OG0001201	DANRE22353, DANRE22355, DANRE12520, DANRE24918	AMPFI_02387
OG0001204	DANRE07916, DANRE07914, DANRE07913, DANRE20317, DANRE20315, DANRE20314, DANRE07915, DANRE20316	AMPFI_14021, AMPFI_11338
OG0001205	DANRE10682	AMPFI_13876
OG0001207	DANRE24209, DANRE29571, DANRE35692	AMPFI_02832
OG0001208	DANRE35541, DANRE41476, DANRE41472, DANRE41473, DANRE09739, DANRE09738, DANRE43074	AMPFI_25578
OG0001210	DANRE18802, DANRE18801, DANRE18800	AMPFI_13828
OG0001210	DANRE26760, DANRE26759	AMPFI_05417
OG0001211	DANRE02626, DANRE02625, DANRE41666, DANRE29139	AMPFI_10364
OG0001213	DANRE04387, DANRE43203, DANRE04388	AMPFI_07381
OG0001213	DANRE01515	AMPFI_18186
OG0001214	DANRE31132, DANRE31134, DANRE31133	AMPFI_05265
OG0001215	DANRE27329, DANRE27330, DANRE35594, DANRE35595, DANRE41572, DANRE41571, DANRE41573, DANRE35593, DANRE35592, DANRE41574, DANRE23354, DANRE23355, DANRE36527, DANRE36526	AMPFI_10063
OG0001217	DANRE24420, DANRE19883, DANRE19884, DANRE24419, DANRE33785, DANRE17425, DANRE17426	AMPFI_07018
OG0001218	DANRE09982, DANRE13766, DANRE13765, DANRE02525, DANRE02526, DANRE37945	AMPFI_18506
OG0001219	DANRE06219, DANRE06220, DANRE20139, DANRE10625, DANRE13985, DANRE13984	AMPFI_23839
OG0001220	DANRE01523, DANRE01524	AMPFI_12004
OG0001221	DANRE38048, DANRE38049	AMPFI_09440
OG0001223	DANRE26912, DANRE26911, DANRE26910, DANRE38596, DANRE37189, DANRE27744, DANRE37064, DANRE37065	AMPFI_23890
OG0001224	DANRE22676, DANRE22677, DANRE22685, DANRE22683, DANRE22678, DANRE22679, DANRE22694, DANRE22691, DANRE22695, DANRE22689, DANRE22692, DANRE22693, DANRE22690, DANRE22688, DANRE22682, DANRE22681, DANRE22680, DANRE22684, DANRE22675, DANRE22674, DANRE22686	AMPFI_01499
OG0001225	DANRE25970, DANRE25969, DANRE25968, DANRE25971, DANRE38402, DANRE38398, DANRE38399, DANRE39840, DANRE39835, DANRE00504, DANRE00505, DANRE21562	AMPFI_05889
OG0001226	DANRE23266, DANRE23265, DANRE14194	AMPFI_06001
OG0001227	DANRE41942	AMPFI_12556
OG0001231	DANRE05445, DANRE05448, DANRE05446, DANRE05447, DANRE17775, DANRE04785, DANRE04784, DANRE03779, DANRE07774, DANRE19684	AMPFI_23517
OG0001232	DANRE29418, DANRE29417	AMPFI_08459, AMPFI_09206, AMPFI_03213
OG0001233	DANRE37927, DANRE37928	AMPFI_12663, AMPFI_14959, AMPFI_17326
OG0001234	DANRE37290, DANRE37291	AMPFI_10815
OG0001234	DANRE09492	AMPFI_24580
OG0001236	DANRE10388	AMPFI_04390
OG0001237	DANRE25150, DANRE25151	AMPFI_09608
OG0001238	DANRE07226	AMPFI_08671
OG0001238	DANRE26310	AMPFI_08263
OG0001241	DANRE22500, DANRE22501	AMPFI_10474
OG0001241	DANRE16085, DANRE06905	AMPFI_05156
OG0001242	DANRE24237, DANRE26881, DANRE26880	AMPFI_08208, AMPFI_01628, AMPFI_22498
OG0001243	DANRE38914, DANRE39511, DANRE25154, DANRE38911, DANRE38913, DANRE38912	AMPFI_09177
OG0001247	DANRE22419, DANRE31091, DANRE31090, DANRE01633, DANRE22417, DANRE22418, DANRE22416, DANRE22420, DANRE22415, DANRE34005, DANRE34004, DANRE34002, DANRE34006, DANRE34003	AMPFI_24091
OG0001249	DANRE15846, DANRE26785, DANRE35515, DANRE20943	AMPFI_23310
OG0001250	DANRE29340, DANRE29339, DANRE29338, DANRE03569, DANRE03568, DANRE03567, DANRE30537	AMPFI_07433
OG0001251	DANRE24093, DANRE24095, DANRE24092, DANRE24094	AMPFI_15272
OG0001252	DANRE30251, DANRE30252, DANRE26714, DANRE24514, DANRE24513, DANRE24515, DANRE28344, DANRE28343, DANRE28342, DANRE28345, DANRE21559, DANRE21558, DANRE21560	AMPFI_21190, AMPFI_00156
OG0001253	DANRE30836, DANRE12545, DANRE39815, DANRE39814, DANRE22552, DANRE30835, DANRE30834, DANRE40361, DANRE01742, DANRE01743, DANRE01744	AMPFI_05658
OG0001256	DANRE11481, DANRE11480, DANRE11479, DANRE04535, DANRE04093, DANRE04094, DANRE04536	AMPFI_15458
OG0001261	DANRE23743, DANRE15935, DANRE15934, DANRE23744, DANRE42389	AMPFI_21898
OG0001262	DANRE19262	AMPFI_14619
OG0001263	DANRE03253, DANRE03252, DANRE29681, DANRE29682	AMPFI_11017
OG0001264	DANRE14753, DANRE14754, DANRE37060, DANRE37059, DANRE37061, DANRE39137, DANRE14755, DANRE14750, DANRE14751, DANRE14752	AMPFI_05271
OG0001267	DANRE15701	AMPFI_16785
OG0001267	DANRE35017, DANRE01548, DANRE34033, DANRE16499, DANRE16498	AMPFI_03197
OG0001268	DANRE15799	AMPFI_21846
OG0001268	DANRE22870, DANRE22871	AMPFI_17603
OG0001270	DANRE24812	AMPFI_10234
OG0001270	DANRE29397	AMPFI_15423
OG0001271	DANRE03359, DANRE27363, DANRE38820, DANRE38819, DANRE38817, DANRE38818, DANRE27361, DANRE27362, DANRE27360, DANRE03360, DANRE21111	AMPFI_12722
OG0001272	DANRE29978, DANRE03166, DANRE07917, DANRE20323, DANRE06556, DANRE06559, DANRE06557, DANRE06558	AMPFI_10847
OG0001273	DANRE02106, DANRE02107, DANRE28331, DANRE34837, DANRE34836, DANRE34838	AMPFI_08982
OG0001274	DANRE26549, DANRE16882, DANRE16883, DANRE16884, DANRE33262, DANRE33263, DANRE33261	AMPFI_01753
OG0001276	DANRE01207, DANRE01206	AMPFI_14910
OG0001278	DANRE30403, DANRE02994, DANRE02993, DANRE02995	AMPFI_10211
OG0001278	DANRE18880, DANRE18879	AMPFI_19943
OG0001279	DANRE13251, DANRE13250, DANRE00031, DANRE00032, DANRE10695, DANRE04800, DANRE16827	AMPFI_05903
OG0001280	DANRE25620, DANRE25621, DANRE37606, DANRE37604, DANRE37605, DANRE28151, DANRE40113, DANRE40112, DANRE37607, DANRE16017, DANRE23707, DANRE16016	AMPFI_23298
OG0001283	DANRE04934, DANRE04936, DANRE04935, DANRE23896, DANRE23897	AMPFI_00187, AMPFI_08340
OG0001284	DANRE24158	AMPFI_11093
OG0001284	DANRE09932, DANRE14552, DANRE25929	AMPFI_06659
OG0001287	DANRE20476, DANRE07347, DANRE20477, DANRE42919, DANRE06963, DANRE06964	AMPFI_14082
OG0001288	DANRE34317	AMPFI_19759
OG0001288	DANRE25733, DANRE34315, DANRE34318, DANRE34316	AMPFI_00778
OG0001290	DANRE00524	AMPFI_22521
OG0001290	DANRE00528, DANRE00526, DANRE00527, DANRE12301, DANRE12302, DANRE12674, DANRE37304, DANRE37305, DANRE37303, DANRE37306, DANRE37307, DANRE37309, DANRE37308	AMPFI_18904
OG0001291	DANRE00618, DANRE00617, DANRE34030, DANRE34031, DANRE34032, DANRE06257, DANRE06256, DANRE20027, DANRE20028, DANRE20029	AMPFI_17861
OG0001292	DANRE05796, DANRE05795, DANRE05794, DANRE05797, DANRE05798, DANRE35916, DANRE35918, DANRE35917, DANRE42115, DANRE42112, DANRE42114, DANRE42106, DANRE42111, DANRE42113, DANRE42110, DANRE42109, DANRE42108, DANRE42107, DANRE05799	AMPFI_10776
OG0001293	DANRE40727, DANRE33631, DANRE33632, DANRE40726, DANRE40728, DANRE19565, DANRE19566, DANRE19563, DANRE19564, DANRE40718, DANRE35033, DANRE35032	AMPFI_14701
OG0001294	DANRE18837, DANRE18836	AMPFI_01514
OG0001295	DANRE41427, DANRE35768, DANRE35767, DANRE23445	AMPFI_06419
OG0001295	DANRE03881, DANRE29254, DANRE29255, DANRE14273	AMPFI_07601
OG0001296	DANRE11527, DANRE38121, DANRE38122, DANRE38123, DANRE38120, DANRE22225, DANRE22224	AMPFI_12346
OG0001297	DANRE30717, DANRE22459, DANRE22458, DANRE22460, DANRE37013, DANRE37014, DANRE37702	AMPFI_16113
OG0001300	DANRE26543, DANRE26542, DANRE42930, DANRE42928, DANRE42929, DANRE06398, DANRE06399	AMPFI_08329
OG0001302	DANRE35522	AMPFI_15529
OG0001302	DANRE09810	AMPFI_08047
OG0001304	DANRE27746, DANRE27745, DANRE38594, DANRE38595, DANRE26905, DANRE26906, DANRE36903, DANRE36902	AMPFI_10342
OG0001305	DANRE16549, DANRE16550, DANRE28651, DANRE28652, DANRE34203, DANRE36227, DANRE36226, DANRE26925	AMPFI_00755
OG0001306	DANRE26353, DANRE26352, DANRE17686, DANRE17685, DANRE17684	AMPFI_19010
OG0001306	DANRE18995, DANRE18996	AMPFI_21641
OG0001308	DANRE05117, DANRE05116, DANRE06233, DANRE34680	AMPFI_00605, AMPFI_01794, AMPFI_03456
OG0001309	DANRE37164, DANRE20017, DANRE20016, DANRE27311	AMPFI_12360
OG0001310	DANRE12016, DANRE12017	AMPFI_04482, AMPFI_16368
OG0001310	DANRE11088, DANRE11087, DANRE35906	AMPFI_06804
OG0001311	DANRE14576, DANRE08602	AMPFI_12130
OG0001315	DANRE03124, DANRE03123, DANRE03122, DANRE03565, DANRE30533, DANRE30534, DANRE21863, DANRE21864	AMPFI_03331
OG0001316	DANRE17825, DANRE24274, DANRE24275, DANRE06941	AMPFI_11413
OG0001317	DANRE30985, DANRE30984	AMPFI_14996
OG0001317	DANRE35107, DANRE35108, DANRE35106, DANRE35109, DANRE35103, DANRE35110, DANRE35111, DANRE35113, DANRE35112	AMPFI_02448
OG0001318	DANRE03829	AMPFI_07561
OG0001318	DANRE41846, DANRE16169	AMPFI_11299
OG0001319	DANRE33830, DANRE06762, DANRE06763, DANRE27088, DANRE27087, DANRE24474, DANRE42476	AMPFI_11777
OG0001320	DANRE24902	AMPFI_25009, AMPFI_10016
OG0001320	DANRE18723, DANRE18722, DANRE05778	AMPFI_00452
OG0001321	DANRE12728, DANRE28335, DANRE21547, DANRE21546, DANRE10456	AMPFI_00079
OG0001322	DANRE39175, DANRE39174, DANRE12563, DANRE12562	AMPFI_10344
OG0001322	DANRE07737	AMPFI_23671
OG0001323	DANRE43273	AMPFI_21599
OG0001323	DANRE11172, DANRE04362, DANRE11171, DANRE19992, DANRE37489, DANRE05619	AMPFI_22091
OG0001324	DANRE16093, DANRE16095, DANRE16098, DANRE16097, DANRE16094, DANRE16096	AMPFI_20900, AMPFI_04734, AMPFI_24533
OG0001326	DANRE05749, DANRE05748, DANRE43139, DANRE01553, DANRE33552, DANRE33553, DANRE33551, DANRE05304, DANRE16141	AMPFI_12886
OG0001327	DANRE25508, DANRE25510, DANRE25509	AMPFI_08065
OG0001327	DANRE31148, DANRE31147, DANRE02284	AMPFI_15522
OG0001329	DANRE31065, DANRE31064, DANRE31063, DANRE31066, DANRE31067, DANRE39827, DANRE16282	AMPFI_21747
OG0001330	DANRE03150, DANRE03151, DANRE29159, DANRE29160, DANRE08275, DANRE20391, DANRE20390, DANRE33586, DANRE33587, DANRE20387	AMPFI_05140
OG0001331	DANRE05980, DANRE05978, DANRE05981, DANRE20417	AMPFI_12424
OG0001332	DANRE16331, DANRE38071	AMPFI_20259
OG0001333	DANRE00100, DANRE03587	AMPFI_00843, AMPFI_13930
OG0001339	DANRE18341, DANRE18554, DANRE18555	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490
OG0001341	DANRE39753, DANRE02429	AMPFI_01027
OG0001344	DANRE00281	AMPFI_22417
OG0001345	DANRE40478, DANRE40477	AMPFI_09770
OG0001348	DANRE41949, DANRE41948, DANRE16560, DANRE16561, DANRE16562, DANRE06898, DANRE06897, DANRE06899	AMPFI_00159
OG0001350	DANRE26476, DANRE26475	AMPFI_25832
OG0001351	DANRE37113, DANRE37114, DANRE42425, DANRE42427, DANRE42426, DANRE42424	AMPFI_22361
OG0001352	DANRE41231, DANRE39193, DANRE20952	AMPFI_15694, AMPFI_18452, AMPFI_22485
OG0001353	DANRE22526, DANRE22525	AMPFI_10664
OG0001354	DANRE35436, DANRE35435, DANRE21505, DANRE33460	AMPFI_24004
OG0001355	DANRE20243, DANRE15599, DANRE15597, DANRE40954, DANRE00104, DANRE00105	AMPFI_14446
OG0001356	DANRE02255, DANRE41297, DANRE31190, DANRE24957, DANRE31188, DANRE31189, DANRE41121, DANRE41120	AMPFI_01615
OG0001357	DANRE11276, DANRE20008, DANRE20007, DANRE39440, DANRE13135, DANRE13134, DANRE13136	AMPFI_24417
OG0001360	DANRE16403	AMPFI_12400, AMPFI_23660
OG0001362	DANRE03032, DANRE09504	AMPFI_22273
OG0001362	DANRE09501, DANRE09502, DANRE09503	AMPFI_13811
OG0001363	DANRE36183, DANRE36182, DANRE26801, DANRE19464, DANRE19465	AMPFI_00070, AMPFI_09800, AMPFI_08365
OG0001364	DANRE00727, DANRE00728, DANRE37949, DANRE28112	AMPFI_14823, AMPFI_11134
OG0001365	DANRE16220, DANRE42881, DANRE16684, DANRE23728, DANRE16682, DANRE16681, DANRE16683	AMPFI_13985, AMPFI_25879, AMPFI_10449
OG0001366	DANRE23791, DANRE23792	AMPFI_17877
OG0001367	DANRE35489, DANRE35487, DANRE35488, DANRE27264, DANRE27263, DANRE18747, DANRE18746, DANRE11545, DANRE11547	AMPFI_02161
OG0001368	DANRE11214, DANRE18968, DANRE11869, DANRE11868	AMPFI_11158
OG0001369	DANRE21298, DANRE21299, DANRE02286, DANRE02285, DANRE02287, DANRE02288, DANRE30767, DANRE30768	AMPFI_22208
OG0001370	DANRE12902, DANRE12901	AMPFI_06706
OG0001370	DANRE42207, DANRE42206	AMPFI_09461
OG0001371	DANRE21328	AMPFI_10372, AMPFI_15938, AMPFI_12819
OG0001372	DANRE36486, DANRE36487, DANRE36488, DANRE36489	AMPFI_21335
OG0001373	DANRE03670, DANRE03669, DANRE29075, DANRE30104, DANRE30103, DANRE04357, DANRE04358, DANRE03631	AMPFI_00190
OG0001374	DANRE10171, DANRE14946, DANRE39062, DANRE39059, DANRE39058, DANRE39063, DANRE39057, DANRE39061, DANRE39060	AMPFI_17974
OG0001375	DANRE10157	AMPFI_00915
OG0001375	DANRE18696, DANRE09144, DANRE14191	AMPFI_06104
OG0001376	DANRE13312, DANRE08674, DANRE08675, DANRE15292, DANRE15289, DANRE42507, DANRE42508, DANRE42506, DANRE42509, DANRE42505, DANRE15290, DANRE15291	AMPFI_21697
OG0001378	DANRE39692, DANRE00586, DANRE00587, DANRE04190, DANRE04191, DANRE15660, DANRE20427, DANRE07393, DANRE06565, DANRE06566	AMPFI_15247
OG0001379	DANRE26946, DANRE36264, DANRE36263, DANRE06960, DANRE06961, DANRE06962, DANRE01201, DANRE01199, DANRE01200	AMPFI_14320
OG0001380	DANRE20401, DANRE00510, DANRE00511, DANRE15800, DANRE15801, DANRE15802	AMPFI_08147
OG0001381	DANRE01812, DANRE25964, DANRE25965, DANRE38390, DANRE34864, DANRE38389, DANRE00502, DANRE00503, DANRE34863, DANRE38391	AMPFI_12006
OG0001382	DANRE29511, DANRE29512, DANRE29509, DANRE29510	AMPFI_12332
OG0001383	DANRE11521	AMPFI_07068, AMPFI_11555
OG0001384	DANRE07601, DANRE16582	AMPFI_23681
OG0001387	DANRE21258, DANRE21259, DANRE40217	AMPFI_00234
OG0001388	DANRE24136, DANRE24135, DANRE43047, DANRE06369	AMPFI_08168, AMPFI_12817, AMPFI_11142, AMPFI_13636, AMPFI_00338
OG0001389	DANRE33845, DANRE33846, DANRE06321, DANRE06320, DANRE16804, DANRE23628, DANRE07111, DANRE07109, DANRE07110	AMPFI_05693, AMPFI_24952
OG0001394	DANRE15699, DANRE15700, DANRE06811, DANRE06812	AMPFI_09024
OG0001395	DANRE11462, DANRE11463, DANRE11465, DANRE04772, DANRE06302, DANRE33867, DANRE33866, DANRE24364, DANRE24363, DANRE24362	AMPFI_24070
OG0001397	DANRE07349, DANRE05010	AMPFI_21706
OG0001397	DANRE04061, DANRE04062	AMPFI_17878, AMPFI_10775
OG0001399	DANRE19814	AMPFI_07188
OG0001399	DANRE36899, DANRE36900, DANRE36901, DANRE26137	AMPFI_21935
OG0001400	DANRE14343	AMPFI_24286
OG0001400	DANRE03875, DANRE03874, DANRE03873, DANRE41416, DANRE41417, DANRE14344, DANRE09550	AMPFI_24285
OG0001401	DANRE42440, DANRE42441	AMPFI_16893
OG0001402	DANRE00307, DANRE00305, DANRE00306, DANRE33911, DANRE33913, DANRE33912, DANRE33910, DANRE33909, DANRE29660, DANRE07551, DANRE07549, DANRE07550, DANRE07552	AMPFI_26005
OG0001403	DANRE34695, DANRE08412, DANRE33510, DANRE33511, DANRE33512	AMPFI_17230
OG0001404	DANRE29412, DANRE29413	AMPFI_18013
OG0001404	DANRE41083	AMPFI_10794, AMPFI_03093
OG0001405	DANRE12277, DANRE10207, DANRE13582, DANRE10206	AMPFI_15743
OG0001405	DANRE15536	AMPFI_16561
OG0001406	DANRE22189, DANRE22190, DANRE37991, DANRE37992, DANRE06530, DANRE06531, DANRE06529	AMPFI_09333
OG0001408	DANRE19547, DANRE19548, DANRE19549, DANRE24542, DANRE24541, DANRE24540, DANRE26730, DANRE26731, DANRE26728, DANRE26729, DANRE24539	AMPFI_21365
OG0001410	DANRE30066, DANRE30065	AMPFI_02616
OG0001411	DANRE17922, DANRE17923, DANRE17924	AMPFI_10031
OG0001412	DANRE34214, DANRE35250, DANRE35249, DANRE35251	AMPFI_08141
OG0001413	DANRE35337	AMPFI_15619
OG0001413	DANRE38970	AMPFI_22440
OG0001414	DANRE16711	AMPFI_24645
OG0001414	DANRE04939	AMPFI_20423
OG0001415	DANRE33647, DANRE33648	AMPFI_19237
OG0001415	DANRE41471	AMPFI_08129
OG0001416	DANRE43206, DANRE43207, DANRE02789, DANRE02788, DANRE23231, DANRE23232, DANRE02791, DANRE02790	AMPFI_14851
OG0001417	DANRE02016, DANRE02015	AMPFI_09940
OG0001418	DANRE16726, DANRE28677, DANRE28678, DANRE36406, DANRE02103, DANRE02104, DANRE27063	AMPFI_15591
OG0001419	DANRE11166, DANRE11165, DANRE04320, DANRE04321, DANRE18086, DANRE18087, DANRE15126, DANRE10656	AMPFI_25243, AMPFI_17376
OG0001421	DANRE10854, DANRE17719, DANRE10855, DANRE18329, DANRE18327	AMPFI_22931
OG0001422	DANRE09528, DANRE09527, DANRE41453	AMPFI_23699
OG0001423	DANRE10401, DANRE10402, DANRE40608, DANRE40609, DANRE40125, DANRE40126, DANRE35639, DANRE35640, DANRE28883, DANRE28884	AMPFI_19050, AMPFI_22796
OG0001424	DANRE22605, DANRE22606	AMPFI_01906
OG0001425	DANRE11642, DANRE18590, DANRE18588, DANRE18587, DANRE18589, DANRE25170, DANRE00361, DANRE34566	AMPFI_13079
OG0001426	DANRE08922, DANRE08923	AMPFI_07973
OG0001427	DANRE40320, DANRE40321, DANRE22541, DANRE22540, DANRE22539, DANRE40322, DANRE24655, DANRE24656, DANRE24657, DANRE24658, DANRE30640, DANRE30639, DANRE11704	AMPFI_07391
OG0001428	DANRE22947, DANRE22948, DANRE23679, DANRE36635, DANRE23678, DANRE13768	AMPFI_11938
OG0001429	DANRE24427, DANRE24428, DANRE10119, DANRE10120, DANRE17392, DANRE17391	AMPFI_15702
OG0001430	DANRE18427, DANRE00904, DANRE07242, DANRE11523, DANRE11522, DANRE13324, DANRE35076	AMPFI_07622
OG0001431	DANRE27312, DANRE13762, DANRE13761	AMPFI_11117
OG0001432	DANRE10784, DANRE18459, DANRE18460	AMPFI_07409
OG0001433	DANRE05838, DANRE05839, DANRE05840, DANRE14642, DANRE43059, DANRE05137, DANRE05136	AMPFI_00657
OG0001434	DANRE17875, DANRE17874	AMPFI_18441, AMPFI_12885, AMPFI_06188, AMPFI_09637
OG0001436	DANRE23771, DANRE27020, DANRE27019	AMPFI_07709
OG0001437	DANRE23774, DANRE23773, DANRE27147, DANRE27146	AMPFI_07780, AMPFI_13432
OG0001438	DANRE02649, DANRE19355, DANRE00621, DANRE00620, DANRE34025, DANRE34026, DANRE05730, DANRE05729, DANRE05731, DANRE20251	AMPFI_17699
OG0001441	DANRE14242, DANRE10098, DANRE14241, DANRE14240, DANRE37076, DANRE09411, DANRE14698, DANRE10985, DANRE10984, DANRE18310	AMPFI_01278
OG0001445	DANRE16745, DANRE13125, DANRE13126	AMPFI_06828
OG0001446	DANRE08208	AMPFI_04574, AMPFI_17048, AMPFI_21716, AMPFI_19480, AMPFI_18957
OG0001447	DANRE11589, DANRE19674, DANRE13128, DANRE13129, DANRE18437	AMPFI_14165
OG0001449	DANRE18461, DANRE18463, DANRE18462, DANRE18464	AMPFI_17066
OG0001449	DANRE42606, DANRE42607	AMPFI_22357
OG0001450	DANRE36682, DANRE36684, DANRE13244	AMPFI_21801, AMPFI_22800, AMPFI_25470
OG0001451	DANRE25924, DANRE25926, DANRE25925, DANRE25923	AMPFI_16214
OG0001452	DANRE34754, DANRE34755, DANRE38979, DANRE10641	AMPFI_17582
OG0001453	DANRE10410, DANRE10409, DANRE12759, DANRE38497, DANRE38498, DANRE38496	AMPFI_20721
OG0001455	DANRE16762, DANRE21521, DANRE40020, DANRE01869, DANRE27072, DANRE16760, DANRE16761, DANRE28895	AMPFI_16555
OG0001456	DANRE26746, DANRE26745	AMPFI_00318
OG0001459	DANRE31312, DANRE29490, DANRE29489, DANRE29488	AMPFI_19783
OG0001460	DANRE01570, DANRE01569, DANRE01571	AMPFI_01461
OG0001460	DANRE05329	AMPFI_23946
OG0001461	DANRE25863, DANRE25865	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344
OG0001464	DANRE41518, DANRE41517, DANRE35812, DANRE09829, DANRE09827, DANRE09828, DANRE09826, DANRE23320, DANRE23319, DANRE23321	AMPFI_22525, AMPFI_17212
OG0001466	DANRE17753	AMPFI_23243
OG0001466	DANRE06224, DANRE06223	AMPFI_06839
OG0001467	DANRE07802	AMPFI_23736
OG0001468	DANRE42652, DANRE24222, DANRE24223, DANRE24224, DANRE24225, DANRE24221, DANRE24220, DANRE26893, DANRE26890	AMPFI_19331
OG0001469	DANRE08993	AMPFI_02483
OG0001470	DANRE01224, DANRE01223, DANRE01225, DANRE08432, DANRE08433	AMPFI_01501
OG0001472	DANRE09652	AMPFI_01053
OG0001472	DANRE22287	AMPFI_03075
OG0001473	DANRE29311	AMPFI_03739, AMPFI_01823
OG0001474	DANRE42186, DANRE42187	AMPFI_18399, AMPFI_15974, AMPFI_12260
OG0001474	DANRE03668	AMPFI_21316
OG0001475	DANRE36782, DANRE36783, DANRE23188, DANRE23190, DANRE23189	AMPFI_15659
OG0001476	DANRE17431, DANRE11972, DANRE11971, DANRE11970, DANRE00833, DANRE08825, DANRE08824, DANRE00834, DANRE00832	AMPFI_07443, AMPFI_07837
OG0001477	DANRE28001	AMPFI_17380
OG0001478	DANRE18721, DANRE18720, DANRE18719	AMPFI_01874
OG0001478	DANRE03641	AMPFI_18015, AMPFI_17948
OG0001479	DANRE22330, DANRE22329, DANRE30265, DANRE34077, DANRE19450, DANRE19449	AMPFI_06247
OG0001480	DANRE35549, DANRE02001, DANRE02000, DANRE09096, DANRE09095	AMPFI_21537
OG0001481	DANRE10839, DANRE17957, DANRE17958, DANRE17956, DANRE10838, DANRE10840, DANRE05668, DANRE05669, DANRE05664, DANRE05667, DANRE05666, DANRE05665, DANRE17807	AMPFI_15128
OG0001483	DANRE24973, DANRE42344	AMPFI_08005
OG0001484	DANRE22299, DANRE22301, DANRE36964, DANRE36965, DANRE36967	AMPFI_10813
