Orthogroup	DANRE	HUMAN
OG0001368	DANRE11214	HUMAN18786, HUMAN18785
OG0001368	DANRE18968, DANRE11869, DANRE11868	HUMAN08633
OG0001369	DANRE21298, DANRE21299	HUMAN20946, HUMAN20945
OG0001369	DANRE02286, DANRE02285, DANRE02287, DANRE02288	HUMAN02425, HUMAN02423, HUMAN02424
OG0001369	DANRE30767, DANRE30768	HUMAN06739, HUMAN06737
OG0001370	DANRE12902, DANRE12901	HUMAN10042
OG0001370	DANRE42207, DANRE42206	HUMAN18140
OG0001371	DANRE21328	HUMAN13498, HUMAN13497
OG0001372	DANRE36486, DANRE36487, DANRE36488, DANRE36489	HUMAN01152
OG0001373	DANRE03670, DANRE03669, DANRE29075	HUMAN10734
OG0001373	DANRE30104, DANRE30103	HUMAN12051
OG0001373	DANRE03631	HUMAN20117
OG0001374	DANRE10171, DANRE14946	HUMAN01648
OG0001374	DANRE39062, DANRE39059, DANRE39058, DANRE39063, DANRE39057, DANRE39061, DANRE39060	HUMAN19827, HUMAN19826
OG0001375	DANRE18696	HUMAN25598
OG0001375	DANRE09144, DANRE14191	HUMAN00578, HUMAN00579
OG0001376	DANRE13312	HUMAN05737
OG0001376	DANRE08674, DANRE08675	HUMAN15337
OG0001376	DANRE15292, DANRE15289, DANRE42507, DANRE42508, DANRE42506, DANRE42509, DANRE42505, DANRE15290, DANRE15291	HUMAN19374
OG0001377	DANRE39241	HUMAN18646
OG0001377	DANRE11221, DANRE11220	HUMAN03684
OG0001377	DANRE11219, DANRE11218	HUMAN03683
OG0001378	DANRE00586, DANRE00587	HUMAN27599
OG0001378	DANRE04190, DANRE04191	HUMAN24020
OG0001378	DANRE15660	HUMAN22165
OG0001378	DANRE20427	HUMAN24018
OG0001379	DANRE36264, DANRE36263	HUMAN21524
OG0001379	DANRE01201, DANRE01199, DANRE01200	HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658
OG0001380	DANRE20401	HUMAN23909, HUMAN23910
OG0001380	DANRE00510, DANRE00511	HUMAN04086
OG0001380	DANRE15800, DANRE15801, DANRE15802	HUMAN22347
OG0001381	DANRE01812	HUMAN14335
OG0001381	DANRE38390, DANRE34864, DANRE38389	HUMAN09185
OG0001381	DANRE00502, DANRE00503, DANRE34863	HUMAN28764
OG0001382	DANRE29511, DANRE29512, DANRE29509, DANRE29510	HUMAN16044
OG0001383	DANRE19422	HUMAN29253
OG0001383	DANRE19418, DANRE19419, DANRE19420, DANRE19421	HUMAN29249
OG0001383	DANRE11521	HUMAN01927
OG0001384	DANRE07601	HUMAN07653
OG0001384	DANRE16582	HUMAN07663
OG0001385	DANRE34870, DANRE32405	HUMAN00708
OG0001386	DANRE03392, DANRE03393, DANRE03394, DANRE03391	HUMAN12570
OG0001386	DANRE14264	HUMAN20602
OG0001387	DANRE42643, DANRE42642	HUMAN17998, HUMAN17999
OG0001388	DANRE24136, DANRE24135, DANRE43047	HUMAN29687, HUMAN30613
OG0001388	DANRE06369	HUMAN30096
OG0001389	DANRE33845, DANRE33846	HUMAN30191, HUMAN30192
OG0001389	DANRE06321, DANRE06320	HUMAN26892, HUMAN26891
OG0001389	DANRE16804, DANRE23628	HUMAN22895
OG0001389	DANRE07111, DANRE07109, DANRE07110	HUMAN24383
OG0001390	DANRE13557, DANRE13558, DANRE09493	HUMAN23162
OG0001390	DANRE13548	HUMAN23163
OG0001390	DANRE12602	HUMAN06879, HUMAN06878
OG0001390	DANRE40395, DANRE40394	HUMAN01390
OG0001394	DANRE34368, DANRE34369, DANRE34370	HUMAN07471
OG0001394	DANRE15699, DANRE15700, DANRE06811, DANRE06812	HUMAN27466
OG0001395	DANRE11462, DANRE11463, DANRE11465	HUMAN00543
OG0001395	DANRE04772	HUMAN25836
OG0001395	DANRE06302	HUMAN30091
OG0001395	DANRE33867, DANRE33866, DANRE24364, DANRE24363, DANRE24362	HUMAN29663
OG0001397	DANRE07349	HUMAN24255
OG0001397	DANRE05010	HUMAN03558
OG0001397	DANRE04061, DANRE04062	HUMAN03597
OG0001399	DANRE19814	HUMAN07651
OG0001399	DANRE36899, DANRE36900, DANRE36901	HUMAN18962
OG0001399	DANRE26137	HUMAN11037
OG0001400	DANRE03875, DANRE03874, DANRE03873	HUMAN12867
OG0001400	DANRE41416, DANRE41417	HUMAN17921
OG0001400	DANRE14344, DANRE09550	HUMAN26085, HUMAN26084
OG0001401	DANRE26545, DANRE23866	HUMAN21621, HUMAN21620
OG0001401	DANRE42440, DANRE42441	HUMAN29769
OG0001402	DANRE00307, DANRE00305, DANRE00306, DANRE33911, DANRE33913, DANRE33912, DANRE33910, DANRE33909	HUMAN19950
OG0001402	DANRE29660	HUMAN10942
OG0001402	DANRE07551, DANRE07549, DANRE07550	HUMAN12422, HUMAN12423
OG0001403	DANRE34695, DANRE08412	HUMAN12235
OG0001403	DANRE33510, DANRE33511, DANRE33512	HUMAN27256, HUMAN07228
OG0001404	DANRE29412, DANRE29413	HUMAN10248, HUMAN10247
OG0001404	DANRE41083	HUMAN00261
OG0001405	DANRE12277	HUMAN11517
OG0001405	DANRE10207, DANRE13582, DANRE10206	HUMAN20772
OG0001406	DANRE22189, DANRE22190	HUMAN21842, HUMAN21839
OG0001406	DANRE37991, DANRE37992	HUMAN11946
OG0001406	DANRE06530, DANRE06531, DANRE06529	HUMAN30432
OG0001408	DANRE19547, DANRE19548, DANRE19549	HUMAN29375
OG0001408	DANRE26730, DANRE26731, DANRE26728, DANRE26729, DANRE24539	HUMAN01329
OG0001409	DANRE09251, DANRE09250, DANRE13818, DANRE13817, DANRE13819	HUMAN15650
OG0001409	DANRE16638, DANRE41648	HUMAN21360
OG0001410	DANRE30066, DANRE30065	HUMAN18249, HUMAN18248
OG0001410	DANRE24024	HUMAN27965
OG0001411	DANRE17922, DANRE17923, DANRE17924	HUMAN22432
OG0001412	DANRE34214	HUMAN07098, HUMAN07099
OG0001413	DANRE35337	HUMAN07320, HUMAN07322
OG0001413	DANRE38970	HUMAN10070
OG0001414	DANRE16711	HUMAN16822
OG0001414	DANRE04939	HUMAN26311
OG0001415	DANRE33647, DANRE33648	HUMAN19750, HUMAN19752, HUMAN19751
OG0001416	DANRE02789, DANRE02788, DANRE23231, DANRE23232	HUMAN00172
OG0001416	DANRE02791, DANRE02790	HUMAN11820
OG0001417	DANRE27230, DANRE24112	HUMAN14062
OG0001417	DANRE02016, DANRE02015	HUMAN12487
OG0001418	DANRE16726, DANRE28677, DANRE28678	HUMAN14784
OG0001418	DANRE36406	HUMAN00927
OG0001418	DANRE02103, DANRE02104, DANRE27063	HUMAN15009
OG0001419	DANRE18086, DANRE18087, DANRE15126, DANRE10656	HUMAN09220, HUMAN09218, HUMAN09217
OG0001420	DANRE05459, DANRE05458	HUMAN08488, HUMAN08485
OG0001420	DANRE40331, DANRE40438, DANRE40439	HUMAN29818, HUMAN29817
OG0001420	DANRE02659, DANRE02658, DANRE36962	HUMAN20933
OG0001420	DANRE30671, DANRE30668	HUMAN06265
OG0001420	DANRE30672	HUMAN06264
OG0001421	DANRE00035	HUMAN15817, HUMAN15818
OG0001421	DANRE17719	HUMAN08948
OG0001421	DANRE10855, DANRE18329, DANRE18327	HUMAN02585
OG0001422	DANRE09528, DANRE09527	HUMAN26120
OG0001422	DANRE41453	HUMAN17893, HUMAN17891
OG0001423	DANRE10401, DANRE10402	HUMAN24902
OG0001423	DANRE40608, DANRE40609	HUMAN29347
OG0001423	DANRE40125, DANRE40126	HUMAN02230
OG0001423	DANRE35639, DANRE35640, DANRE28883, DANRE28884	HUMAN14689
OG0001424	DANRE22605, DANRE22606	HUMAN04853, HUMAN04852
OG0001424	DANRE42572, DANRE42573	HUMAN19657
OG0001425	DANRE11642, DANRE18590, DANRE18588, DANRE18587, DANRE18589	HUMAN25779
OG0001425	DANRE25170	HUMAN09840
OG0001425	DANRE00361, DANRE34566	HUMAN23345, HUMAN23344
OG0001426	DANRE22196, DANRE22198, DANRE26468	HUMAN21982, HUMAN21981
OG0001426	DANRE37899, DANRE37900	HUMAN11906
OG0001427	DANRE40320, DANRE40321, DANRE22541, DANRE22540, DANRE22539	HUMAN18845
OG0001427	DANRE24655, DANRE24656, DANRE24657	HUMAN13853
OG0001427	DANRE30639, DANRE11704	HUMAN16726
OG0001428	DANRE23678	HUMAN11816
OG0001428	DANRE13768	HUMAN05892
OG0001429	DANRE24427, DANRE24428	HUMAN29656
OG0001429	DANRE10119, DANRE10120	HUMAN00568
OG0001429	DANRE17392, DANRE17391	HUMAN25640
OG0001430	DANRE18427	HUMAN16816
OG0001430	DANRE11523, DANRE11522	HUMAN09331
OG0001430	DANRE13324, DANRE35076	HUMAN15891
OG0001431	DANRE27312	HUMAN26191
OG0001431	DANRE13762	HUMAN12528
OG0001431	DANRE13761	HUMAN12527
OG0001431	DANRE40955	HUMAN27700
OG0001432	DANRE22717, DANRE40306	HUMAN19311
OG0001432	DANRE24379	HUMAN27870
OG0001432	DANRE10784, DANRE18459, DANRE18460	HUMAN16749
OG0001433	DANRE05838, DANRE05839, DANRE05840, DANRE14642	HUMAN00642
OG0001433	DANRE43059	HUMAN28267
OG0001433	DANRE05137, DANRE05136	HUMAN25243
OG0001434	DANRE17875, DANRE17874	HUMAN25376
OG0001435	DANRE27658, DANRE27659, DANRE24441	HUMAN21986
OG0001436	DANRE36009, DANRE36007, DANRE36008, DANRE42658, DANRE42656, DANRE42657	HUMAN19644
OG0001436	DANRE23771, DANRE27020, DANRE27019	HUMAN28951
OG0001437	DANRE23774, DANRE23773	HUMAN13733, HUMAN13731, HUMAN13732, HUMAN13730
OG0001437	DANRE27147, DANRE27146	HUMAN27963, HUMAN27962
OG0001438	DANRE02649	HUMAN21820
OG0001438	DANRE00621, DANRE00620, DANRE34025, DANRE34026	HUMAN27731
OG0001438	DANRE05731	HUMAN27733, HUMAN27732
OG0001438	DANRE20251	HUMAN24291
OG0001439	DANRE08947	HUMAN05537
OG0001440	DANRE26671, DANRE26670, DANRE23908, DANRE23909	HUMAN02970
OG0001440	DANRE02017	HUMAN12486
OG0001441	DANRE10098, DANRE14241, DANRE14240	HUMAN00513, HUMAN00512
OG0001441	DANRE37076	HUMAN19296
OG0001441	DANRE09411, DANRE14698	HUMAN27941, HUMAN27940
OG0001441	DANRE10985, DANRE10984, DANRE18310	HUMAN27608, HUMAN27607
OG0001442	DANRE10808, DANRE18187	HUMAN25443
OG0001442	DANRE07605, DANRE00995	HUMAN07589
OG0001442	DANRE06847	HUMAN30010
OG0001442	DANRE14231, DANRE09140	HUMAN00813
OG0001445	DANRE16745	HUMAN18716
OG0001445	DANRE13125, DANRE13126	HUMAN15579
OG0001446	DANRE08208	HUMAN12296
OG0001447	DANRE11589	HUMAN09319
OG0001447	DANRE19674, DANRE13128, DANRE13129	HUMAN15576
OG0001447	DANRE18437	HUMAN02582
OG0001449	DANRE18461, DANRE18463, DANRE18462, DANRE18464	HUMAN16746
OG0001449	DANRE42606, DANRE42607	HUMAN18160
OG0001450	DANRE22481	HUMAN05768
OG0001451	DANRE34609, DANRE34608	HUMAN07097
OG0001451	DANRE25924, DANRE25926, DANRE25925, DANRE25923	HUMAN04374, HUMAN04373
OG0001452	DANRE34754, DANRE34755	HUMAN23508
OG0001452	DANRE38979	HUMAN10054
OG0001452	DANRE10641	HUMAN01876
OG0001453	DANRE10410, DANRE10409	HUMAN01855, HUMAN01856, HUMAN01854
OG0001453	DANRE12759, DANRE38497, DANRE38498, DANRE38496	HUMAN09711
OG0001453	DANRE38984, DANRE38985, DANRE38986	HUMAN21614, HUMAN21616
OG0001454	DANRE20582	HUMAN24124, HUMAN24121, HUMAN24122
OG0001454	DANRE11448, DANRE11449, DANRE11450	HUMAN22861
OG0001455	DANRE21521	HUMAN00999
OG0001455	DANRE40020	HUMAN23381
OG0001455	DANRE01869	HUMAN15013
OG0001455	DANRE16760, DANRE16761, DANRE28895	HUMAN14678
OG0001456	DANRE26746, DANRE26745	HUMAN21609
OG0001457	DANRE04490	HUMAN25224
OG0001457	DANRE05714	HUMAN25255
OG0001457	DANRE42999	HUMAN28271
OG0001457	DANRE01970, DANRE05717, DANRE05716, DANRE05718, DANRE28171	HUMAN25256
OG0001458	DANRE07095	HUMAN23064
OG0001458	DANRE33819, DANRE33822, DANRE33821, DANRE33820, DANRE06406	HUMAN30171
OG0001458	DANRE42899, DANRE16051, DANRE16052	HUMAN29608
OG0001458	DANRE42900	HUMAN29609
OG0001459	DANRE31312	HUMAN15951, HUMAN15950, HUMAN06132
OG0001460	DANRE05329	HUMAN03122
OG0001461	DANRE25864, DANRE25863, DANRE25865	HUMAN26887
OG0001462	DANRE18434, DANRE18433, DANRE18432, DANRE18435, DANRE18436	HUMAN02581
OG0001463	DANRE38575	HUMAN11278, HUMAN11277, HUMAN11276
OG0001463	DANRE39152	HUMAN11625
OG0001464	DANRE41518, DANRE41517	HUMAN17749
OG0001464	DANRE09829, DANRE09827, DANRE09828, DANRE09826	HUMAN28956
OG0001464	DANRE23320, DANRE23319, DANRE23321	HUMAN06437, HUMAN06436
OG0001465	DANRE23082, DANRE23083, DANRE23085, DANRE23084, DANRE23086	HUMAN00436
OG0001466	DANRE17753	HUMAN20834, HUMAN20833
OG0001466	DANRE06224, DANRE06223	HUMAN23853
OG0001467	DANRE34084, DANRE34083, DANRE34082, DANRE34085	HUMAN29474, HUMAN29473
OG0001467	DANRE07802	HUMAN05267
OG0001468	DANRE42652	HUMAN18215
OG0001468	DANRE24222, DANRE24223, DANRE24224, DANRE24225, DANRE24221, DANRE24220, DANRE26893, DANRE26890	HUMAN20670
OG0001468	DANRE23005	HUMAN06709
OG0001469	DANRE40614	HUMAN17357
OG0001469	DANRE08993	HUMAN25406
OG0001470	DANRE01225	HUMAN12346
OG0001472	DANRE09652	HUMAN26528, HUMAN26527
OG0001472	DANRE22287	HUMAN19245
OG0001473	DANRE29311	HUMAN20094, HUMAN20096, HUMAN20095
OG0001474	DANRE42186, DANRE42187	HUMAN09370
OG0001474	DANRE03668	HUMAN10738, HUMAN10739, HUMAN10736
OG0001475	DANRE36782, DANRE36783, DANRE23188, DANRE23190, DANRE23189	HUMAN00231, HUMAN00230, HUMAN00232, HUMAN00233
OG0001476	DANRE17431, DANRE11972, DANRE11971, DANRE11970	HUMAN25765
OG0001476	DANRE00833, DANRE08825, DANRE08824, DANRE00834, DANRE00832	HUMAN19427
OG0001477	DANRE28001	HUMAN10645, HUMAN05918, HUMAN10651, HUMAN10648, HUMAN10647, HUMAN10646, HUMAN03461, HUMAN03460, HUMAN10649, HUMAN10650
OG0001478	DANRE18721	HUMAN09291
OG0001478	DANRE18720, DANRE18719	HUMAN09290
OG0001478	DANRE03641	HUMAN20166
OG0001479	DANRE22330, DANRE22329	HUMAN01339
OG0001479	DANRE30265	HUMAN14506, HUMAN14504
OG0001479	DANRE34077, DANRE19450, DANRE19449	HUMAN29189
OG0001480	DANRE35549	HUMAN18069
OG0001481	DANRE10839, DANRE17957, DANRE17958, DANRE17956	HUMAN25752, HUMAN25750
OG0001482	DANRE03428, DANRE29353, DANRE29351	HUMAN10795
OG0001482	DANRE16469, DANRE19526, DANRE19525, DANRE39848, DANRE39846	HUMAN07131
OG0001482	DANRE34181, DANRE34180	HUMAN11775
OG0001483	DANRE24973, DANRE42344	HUMAN07904
OG0001484	DANRE22299, DANRE22301	HUMAN29782
OG0001485	DANRE01507	HUMAN10084
OG0001485	DANRE37673, DANRE37672, DANRE37674, DANRE12868, DANRE12867	HUMAN10085
OG0001485	DANRE34795	HUMAN23594, HUMAN23593
OG0001486	DANRE30794, DANRE30793, DANRE25517, DANRE25516, DANRE25515	HUMAN05818
OG0001486	DANRE29495, DANRE39113, DANRE39112, DANRE39111	HUMAN05067
OG0001487	DANRE26038, DANRE26037, DANRE26036	HUMAN11646
OG0001487	DANRE10575	HUMAN13747
OG0001488	DANRE02082, DANRE02081	HUMAN04092, HUMAN04094
OG0001489	DANRE17537, DANRE17538, DANRE17536, DANRE17539, DANRE17535	HUMAN01073
OG0001489	DANRE34702, DANRE34703, DANRE34704	HUMAN23289
OG0001490	DANRE05267, DANRE35582, DANRE35581	HUMAN18744
OG0001490	DANRE19987, DANRE19988, DANRE37491	HUMAN04949
OG0001490	DANRE11663	HUMAN08810
OG0001491	DANRE04125, DANRE04128, DANRE04127, DANRE04126, DANRE30229, DANRE30228	HUMAN13518, HUMAN13517
OG0001491	DANRE09090, DANRE09089	HUMAN13516
OG0001491	DANRE30523, DANRE30521, DANRE30522, DANRE03559, DANRE03560	HUMAN26602
OG0001492	DANRE28921	HUMAN10841
OG0001492	DANRE08080, DANRE08079, DANRE08081, DANRE08078	HUMAN12245, HUMAN12244
OG0001492	DANRE33662	HUMAN10843, HUMAN10842, HUMAN07105
OG0001493	DANRE43323	HUMAN03318
OG0001493	DANRE16676, DANRE16674	HUMAN22769
OG0001493	DANRE03265, DANRE11314	HUMAN03129
OG0001495	DANRE22613, DANRE22615	HUMAN09160
OG0001495	DANRE22614, DANRE22616	HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161
OG0001496	DANRE39559, DANRE35397	HUMAN17133
OG0001498	DANRE42084	HUMAN21395
OG0001500	DANRE38025	HUMAN29893
OG0001500	DANRE41825, DANRE41824	HUMAN07602
OG0001500	DANRE41826, DANRE41827	HUMAN18404
OG0001501	DANRE10997	HUMAN08311
OG0001501	DANRE10996, DANRE10993, DANRE10995, DANRE10994	HUMAN08312
OG0001501	DANRE11782, DANRE11780, DANRE11781	HUMAN18751
OG0001502	DANRE29327, DANRE29326	HUMAN13214
OG0001503	DANRE01872	HUMAN15059
OG0001503	DANRE28515, DANRE28514	HUMAN06046
OG0001504	DANRE22645, DANRE22646	HUMAN18887
OG0001505	DANRE24459, DANRE24460, DANRE24458, DANRE27105, DANRE27106	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341
OG0001506	DANRE27670	HUMAN21790
OG0001506	DANRE40034, DANRE40035	HUMAN00091
OG0001507	DANRE05610, DANRE05609	HUMAN08598
OG0001507	DANRE05144, DANRE05143	HUMAN02657, HUMAN02656
OG0001507	DANRE20002	HUMAN04900
OG0001508	DANRE38231, DANRE38230, DANRE38232, DANRE13183	HUMAN04219
OG0001508	DANRE29484, DANRE29485	HUMAN15958
OG0001509	DANRE35020, DANRE35021	HUMAN26764, HUMAN26757
OG0001509	DANRE43055	HUMAN07197
OG0001509	DANRE15262	HUMAN07903
OG0001509	DANRE13263	HUMAN21589
OG0001510	DANRE40580, DANRE40579	HUMAN28447
OG0001510	DANRE36380, DANRE36381	HUMAN01092
OG0001511	DANRE08631, DANRE08630, DANRE08632	HUMAN18319
OG0001511	DANRE37901, DANRE37903, DANRE37902, DANRE37904	HUMAN26693
OG0001512	DANRE00493, DANRE33945, DANRE33944	HUMAN28786, HUMAN28785
OG0001512	DANRE40122, DANRE40123	HUMAN09917, HUMAN09920, HUMAN09919
OG0001513	DANRE42820	HUMAN17774
OG0001513	DANRE22476, DANRE22475, DANRE22474	HUMAN06636
OG0001514	DANRE06564	HUMAN22085
OG0001515	DANRE35061, DANRE35063	HUMAN12421, HUMAN12420
OG0001515	DANRE33905	HUMAN19953
OG0001516	DANRE19759, DANRE33416, DANRE33417	HUMAN23268
OG0001517	DANRE40639	HUMAN23303
OG0001517	DANRE24399, DANRE24400	HUMAN21286
OG0001517	DANRE35672, DANRE35673, DANRE35674, DANRE36495, DANRE36494, DANRE36493	HUMAN29533
OG0001518	DANRE26765, DANRE26770, DANRE26766, DANRE26769, DANRE26768, DANRE26767	HUMAN21520, HUMAN20795, HUMAN21522
OG0001518	DANRE36339	HUMAN22033, HUMAN22032, HUMAN22031
OG0001519	DANRE40124	HUMAN14377, HUMAN14392
OG0001519	DANRE07942, DANRE07943, DANRE07944	HUMAN28529, HUMAN28530
OG0001519	DANRE12886, DANRE12887	HUMAN10026
OG0001520	DANRE14989, DANRE14988	HUMAN00622
OG0001520	DANRE17477, DANRE17478, DANRE17480, DANRE17479	HUMAN16656
OG0001521	DANRE01878	HUMAN15053
OG0001521	DANRE34844, DANRE34845, DANRE34846, DANRE19174	HUMAN23542
OG0001521	DANRE14501, DANRE14500, DANRE14499, DANRE10329	HUMAN01808
OG0001522	DANRE09766	HUMAN15759
OG0001522	DANRE17701, DANRE10999	HUMAN08309
OG0001522	DANRE18840	HUMAN15482, HUMAN25135
OG0001523	DANRE12958, DANRE12959, DANRE12960, DANRE25465, DANRE25467, DANRE25466	HUMAN04118
OG0001523	DANRE12570, DANRE31026, DANRE31027, DANRE31028, DANRE12571, DANRE12568, DANRE12569	HUMAN06164
OG0001524	DANRE05747	HUMAN03522
OG0001524	DANRE39017, DANRE12804	HUMAN11149
OG0001525	DANRE38707	HUMAN07206
OG0001526	DANRE35186, DANRE35185, DANRE35187, DANRE19162, DANRE19163	HUMAN02271, HUMAN29404
OG0001527	DANRE40605	HUMAN19883, HUMAN19885
OG0001527	DANRE35014	HUMAN11842
OG0001527	DANRE09760, DANRE09759	HUMAN28194
OG0001528	DANRE38209	HUMAN11910
OG0001528	DANRE24432, DANRE24433, DANRE26417, DANRE26416	HUMAN21992, HUMAN21991, HUMAN21990
OG0001529	DANRE36607, DANRE36723	HUMAN20862
OG0001529	DANRE22259, DANRE22260	HUMAN20919
OG0001530	DANRE05399, DANRE05398, DANRE05400, DANRE05401	HUMAN03101
OG0001530	DANRE34560, DANRE34561	HUMAN22628
OG0001531	DANRE05786, DANRE05785	HUMAN03428
OG0001531	DANRE22335	HUMAN22234
OG0001531	DANRE06652, DANRE06654, DANRE06651, DANRE20423	HUMAN24248
OG0001532	DANRE23223, DANRE23222, DANRE02351	HUMAN00046
OG0001532	DANRE37910	HUMAN11888
OG0001532	DANRE13368, DANRE26575, DANRE26574	HUMAN21869
OG0001533	DANRE41403, DANRE35818, DANRE35817	HUMAN07789
OG0001533	DANRE42529	HUMAN21380
OG0001534	DANRE30160, DANRE30161, DANRE03650	HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538
OG0001536	DANRE05574, DANRE05575, DANRE16715, DANRE16716	HUMAN16818
OG0001536	DANRE14602	HUMAN23182, HUMAN23181
OG0001538	DANRE18373	HUMAN02566
OG0001540	DANRE13295, DANRE13297, DANRE13296, DANRE19774, DANRE19775	HUMAN05625, HUMAN05626
OG0001540	DANRE09235, DANRE13829, DANRE13828	HUMAN15763, HUMAN15762, HUMAN15756
OG0001540	DANRE37824, DANRE28380	HUMAN02001
OG0001540	DANRE19686, DANRE19687, DANRE19688, DANRE07873	HUMAN21279, HUMAN21281, HUMAN21280
OG0001540	DANRE38181	HUMAN21282
OG0001545	DANRE19325	HUMAN14011
OG0001545	DANRE12919, DANRE12920	HUMAN09985
OG0001545	DANRE09585, DANRE09584, DANRE13941, DANRE13940	HUMAN01642
OG0001545	DANRE19323, DANRE19324, DANRE19326	HUMAN14012
OG0001546	DANRE11502, DANRE11501, DANRE11499	HUMAN08266
OG0001546	DANRE04439, DANRE04438	HUMAN16844
OG0001549	DANRE31578, DANRE31577, DANRE31579	HUMAN06935
OG0001549	DANRE02223	HUMAN21488
OG0001549	DANRE20636	HUMAN02396, HUMAN02395
OG0001550	DANRE26888, DANRE26887, DANRE26889, DANRE24227	HUMAN20737
OG0001550	DANRE11424	HUMAN02467
OG0001551	DANRE12100, DANRE12099	HUMAN08700
OG0001551	DANRE18422, DANRE18424, DANRE18421, DANRE18423	HUMAN02498
OG0001552	DANRE36973	HUMAN20977, HUMAN20976
OG0001552	DANRE21303	HUMAN20982, HUMAN20983, HUMAN20978, HUMAN20979, HUMAN20980, HUMAN20981
OG0001553	DANRE04965	HUMAN03319
OG0001553	DANRE20535	HUMAN23794
OG0001554	DANRE00816	HUMAN05331
OG0001554	DANRE38027	HUMAN30019
OG0001556	DANRE11537, DANRE11536	HUMAN02508
OG0001556	DANRE12090	HUMAN08695, HUMAN08696
OG0001556	DANRE19952, DANRE19951, DANRE19950	HUMAN04819
OG0001556	DANRE19953	HUMAN02509
OG0001557	DANRE37687, DANRE37688	HUMAN04310
OG0001557	DANRE25710, DANRE25711	HUMAN26830
OG0001558	DANRE19439, DANRE19440	HUMAN29505
OG0001558	DANRE16554	HUMAN14496
OG0001559	DANRE08997	HUMAN02553
OG0001559	DANRE05634	HUMAN08415
OG0001559	DANRE18362, DANRE18361	HUMAN02556
OG0001559	DANRE00902	HUMAN04942
OG0001560	DANRE23712, DANRE23714, DANRE23711, DANRE23713	HUMAN09969
OG0001560	DANRE16040	HUMAN28514
OG0001560	DANRE21762, DANRE21761	HUMAN14375, HUMAN14373
OG0001561	DANRE41304, DANRE41305	HUMAN20456
OG0001561	DANRE39816, DANRE02440	HUMAN24967
OG0001561	DANRE25915, DANRE31611	HUMAN20360
OG0001562	DANRE36257	HUMAN18502
OG0001563	DANRE22148, DANRE22116	HUMAN09891
OG0001564	DANRE36281, DANRE36280	HUMAN18396
OG0001564	DANRE08942, DANRE08944, DANRE08941, DANRE08945, DANRE08943	HUMAN05131
OG0001565	DANRE01279, DANRE01280	HUMAN05720
OG0001565	DANRE37840, DANRE27963, DANRE27964, DANRE27965	HUMAN01912
OG0001566	DANRE18475, DANRE18473, DANRE18474	HUMAN25664
OG0001566	DANRE23554	HUMAN29643
OG0001567	DANRE41074	HUMAN00268
OG0001567	DANRE02930	HUMAN21826
OG0001568	DANRE28635	HUMAN20082, HUMAN20081
OG0001569	DANRE42470, DANRE15236, DANRE15237	HUMAN07886
OG0001569	DANRE06992, DANRE06994, DANRE06991, DANRE06995, DANRE06993	HUMAN30285, HUMAN30286, HUMAN30287
OG0001570	DANRE07850, DANRE07849	HUMAN16051
OG0001571	DANRE08150, DANRE08151, DANRE34997, DANRE34996	HUMAN05679
OG0001572	DANRE33793	HUMAN13726
OG0001572	DANRE26230, DANRE26229	HUMAN11626, HUMAN11627
OG0001573	DANRE24556, DANRE24557, DANRE24555	HUMAN01295
OG0001573	DANRE00159, DANRE00158	HUMAN29048
OG0001574	DANRE15592, DANRE30051	HUMAN25926, HUMAN25928, HUMAN25929
OG0001574	DANRE04165, DANRE04166, DANRE30225	HUMAN13261
OG0001574	DANRE09351, DANRE09352, DANRE09353	HUMAN16297, HUMAN16298
OG0001575	DANRE40619	HUMAN29793
OG0001575	DANRE01646, DANRE01647, DANRE22421	HUMAN20510
OG0001576	DANRE19270, DANRE19269	HUMAN23520
OG0001576	DANRE12147, DANRE12146	HUMAN09989
OG0001576	DANRE19271	HUMAN09990
OG0001577	DANRE04864	HUMAN22109
OG0001577	DANRE00637, DANRE00636	HUMAN27707
OG0001578	DANRE41163	HUMAN27577
OG0001579	DANRE03277, DANRE03278, DANRE03276, DANRE03275	HUMAN03141, HUMAN03143, HUMAN03144
OG0001580	DANRE22288	HUMAN19240, HUMAN19239
OG0001580	DANRE26125, DANRE26128, DANRE26124, DANRE26129, DANRE26127, DANRE12171, DANRE12170	HUMAN15241
OG0001581	DANRE11905	HUMAN02524, HUMAN02525
OG0001582	DANRE08340, DANRE08339, DANRE00774, DANRE00775	HUMAN11710
OG0001582	DANRE28929, DANRE28926, DANRE28927, DANRE28928	HUMAN19935
OG0001583	DANRE07319	HUMAN22252
OG0001584	DANRE42137	HUMAN07637
OG0001584	DANRE22142, DANRE22143	HUMAN22038
OG0001586	DANRE41330, DANRE04425, DANRE33006	HUMAN05366
OG0001589	DANRE04122	HUMAN13366
OG0001589	DANRE30150	HUMAN10236
OG0001590	DANRE38393, DANRE38392	HUMAN09424
OG0001591	DANRE13936, DANRE13935, DANRE13932, DANRE13934, DANRE13933	HUMAN01764
OG0001591	DANRE19391, DANRE19392, DANRE40971	HUMAN28618
OG0001592	DANRE24961, DANRE24962	HUMAN09531
