Orthogroup	DANRE	HELIO_ok
OG0000542	DANRE16247, DANRE16248, DANRE16242, DANRE16243, DANRE16246, DANRE16249, DANRE16244, DANRE16245, DANRE23742, DANRE08551, DANRE01086, DANRE01090, DANRE01088, DANRE23741	HELIO_02332
OG0000542	DANRE14981, DANRE14980	HELIO_03023
OG0000544	DANRE08538, DANRE08537, DANRE00847, DANRE00846, DANRE00848, DANRE00845, DANRE16215	HELIO_03555
OG0000544	DANRE34532, DANRE34530, DANRE34533, DANRE34531	HELIO_09959
OG0000545	DANRE11520	HELIO_00292
OG0000545	DANRE02906, DANRE02907, DANRE34438, DANRE34437, DANRE34436, DANRE34439, DANRE11738, DANRE13378, DANRE13377	HELIO_03093
OG0000548	DANRE06455, DANRE19625, DANRE40865, DANRE22043	HELIO_10743
OG0000548	DANRE18865	HELIO_10294
OG0000548	DANRE01597, DANRE01599, DANRE01598, DANRE25568	HELIO_01580
OG0000551	DANRE41282	HELIO_05085
OG0000552	DANRE01503	HELIO_04288
OG0000552	DANRE06064	HELIO_02628
OG0000553	DANRE21288, DANRE20656, DANRE31268	HELIO_12654
OG0000553	DANRE00920, DANRE00921, DANRE34994, DANRE09706	HELIO_00441
OG0000553	DANRE29057, DANRE03068	HELIO_00012
OG0000554	DANRE04186	HELIO_09952
OG0000560	DANRE03304, DANRE11206	HELIO_06436, HELIO_09240, HELIO_05887
OG0000561	DANRE18926, DANRE18925, DANRE18927, DANRE10686, DANRE10685	HELIO_11408
OG0000562	DANRE25391, DANRE09161	HELIO_12786
OG0000564	DANRE34378, DANRE34377, DANRE08076, DANRE16838, DANRE16839, DANRE16840, DANRE04604, DANRE18044	HELIO_00066
OG0000564	DANRE13124, DANRE05546, DANRE17800, DANRE17802, DANRE17801, DANRE05570, DANRE16718, DANRE16717	HELIO_11739
OG0000565	DANRE09696, DANRE09695, DANRE09693, DANRE09692, DANRE09697	HELIO_05432
OG0000566	DANRE25108	HELIO_06134, HELIO_05991
OG0000566	DANRE33333, DANRE33334	HELIO_09539
OG0000567	DANRE37645, DANRE43387	HELIO_10335
OG0000570	DANRE43359, DANRE30386, DANRE30385, DANRE04065, DANRE01649, DANRE01650, DANRE01648	HELIO_04526, HELIO_11396, HELIO_11398, HELIO_11795
OG0000572	DANRE03776, DANRE03775, DANRE03774, DANRE11722, DANRE37798, DANRE37797, DANRE37799	HELIO_10250, HELIO_10251
OG0000573	DANRE26429, DANRE36969, DANRE41278, DANRE34489	HELIO_11819
OG0000573	DANRE13206, DANRE13207, DANRE25110	HELIO_09237
OG0000574	DANRE16551, DANRE16552, DANRE16553	HELIO_05765
OG0000575	DANRE33983, DANRE33982, DANRE33981, DANRE33980, DANRE33986, DANRE33985, DANRE33984, DANRE00045, DANRE16440, DANRE16435, DANRE16436, DANRE27242, DANRE27243, DANRE27241, DANRE24309, DANRE24311, DANRE24310, DANRE35805	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888
OG0000576	DANRE42659, DANRE42663, DANRE41341, DANRE42662, DANRE42660, DANRE42661, DANRE04947, DANRE41342, DANRE04948, DANRE22099, DANRE22100, DANRE22101	HELIO_04420
OG0000578	DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439	HELIO_04018
OG0000579	DANRE25633, DANRE31259, DANRE31258, DANRE31257, DANRE02315, DANRE02313, DANRE02314, DANRE25634, DANRE39934, DANRE01665, DANRE01666, DANRE01664, DANRE01668, DANRE39933, DANRE39930, DANRE39932, DANRE39931, DANRE22831, DANRE22830	HELIO_08075
OG0000580	DANRE38921, DANRE38923, DANRE38922, DANRE25003	HELIO_00767
OG0000581	DANRE17774, DANRE05449	HELIO_07650
OG0000581	DANRE04777, DANRE03781, DANRE17773, DANRE05450	HELIO_00377
OG0000583	DANRE06884, DANRE06885, DANRE00864, DANRE35907, DANRE41539, DANRE41538, DANRE11089, DANRE11090, DANRE13739, DANRE13740, DANRE10062	HELIO_06801
OG0000587	DANRE08842, DANRE08843, DANRE28077, DANRE38185, DANRE38186, DANRE38187, DANRE23765, DANRE02066, DANRE02067	HELIO_08335
OG0000587	DANRE07770	HELIO_02916
OG0000588	DANRE30123, DANRE16941, DANRE26565, DANRE19175, DANRE34600	HELIO_06031
OG0000588	DANRE01195, DANRE01197, DANRE01196	HELIO_08850
OG0000589	DANRE25936, DANRE38708, DANRE38709, DANRE38710, DANRE25938, DANRE25939, DANRE25937, DANRE12338, DANRE31600, DANRE31601, DANRE22454, DANRE37009, DANRE37011, DANRE37012, DANRE37010, DANRE30890, DANRE30889, DANRE25662, DANRE25663, DANRE25664, DANRE25665	HELIO_05352
OG0000590	DANRE42192, DANRE42191, DANRE42190, DANRE29030, DANRE10504, DANRE10503, DANRE14379, DANRE29029	HELIO_04845
OG0000590	DANRE28274, DANRE36861	HELIO_05331
OG0000591	DANRE29995, DANRE15432	HELIO_00717
OG0000592	DANRE18531	HELIO_11966
OG0000592	DANRE25922, DANRE25921, DANRE38966, DANRE38965, DANRE38964	HELIO_10886
OG0000593	DANRE30058, DANRE03638, DANRE30338, DANRE02996	HELIO_01727
OG0000594	DANRE02253, DANRE02252	HELIO_09059
OG0000597	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208	HELIO_02513
OG0000597	DANRE38490, DANRE38491, DANRE24980, DANRE23651, DANRE23650, DANRE16005, DANRE16004	HELIO_06072
OG0000600	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160	HELIO_06427
OG0000601	DANRE03851, DANRE29823, DANRE05203, DANRE05202, DANRE43410, DANRE05201, DANRE05200, DANRE01528	HELIO_00228, HELIO_06365
OG0000602	DANRE06865, DANRE06864, DANRE28060, DANRE28061, DANRE21447, DANRE21448, DANRE15344	HELIO_08958
OG0000602	DANRE28063, DANRE21449, DANRE05995, DANRE05994, DANRE06863, DANRE42864, DANRE43010, DANRE15343, DANRE15341, DANRE15342	HELIO_03692
OG0000603	DANRE20006, DANRE20005, DANRE20003, DANRE11131, DANRE11132, DANRE11133, DANRE17469, DANRE17472, DANRE17471, DANRE17473, DANRE17470, DANRE04450, DANRE03756, DANRE03755, DANRE03754	HELIO_08442
OG0000604	DANRE11170, DANRE11169, DANRE18084, DANRE18085, DANRE04317, DANRE01045, DANRE01042, DANRE01043, DANRE01044, DANRE13130, DANRE13131	HELIO_10843, HELIO_10844
OG0000609	DANRE11913, DANRE11914	HELIO_02166
OG0000609	DANRE21338	HELIO_01095
OG0000610	DANRE08988, DANRE15837	HELIO_08233
OG0000610	DANRE26846, DANRE35194, DANRE35195	HELIO_08205
OG0000611	DANRE02632, DANRE20099, DANRE20098, DANRE39012, DANRE39011, DANRE39013	HELIO_03069
OG0000611	DANRE38844, DANRE38845, DANRE38847	HELIO_06952
OG0000612	DANRE22364	HELIO_04425
OG0000613	DANRE34847, DANRE38974	HELIO_12531
OG0000614	DANRE43105, DANRE43106	HELIO_11672
OG0000615	DANRE34494, DANRE24463, DANRE41312, DANRE41311, DANRE34490, DANRE34492, DANRE34491, DANRE24462, DANRE27103, DANRE27102, DANRE06330, DANRE06331, DANRE24461	HELIO_02362
OG0000616	DANRE09788	HELIO_12592
OG0000618	DANRE04564, DANRE04563, DANRE04565	HELIO_09707
OG0000619	DANRE37843, DANRE37844, DANRE37842, DANRE37845, DANRE35821, DANRE35820, DANRE35819, DANRE07556, DANRE07557	HELIO_07452, HELIO_07453
OG0000623	DANRE05276	HELIO_01153
OG0000623	DANRE29318, DANRE29319, DANRE29321, DANRE29320, DANRE29317, DANRE36066, DANRE36067	HELIO_01575
OG0000624	DANRE29203, DANRE19512, DANRE19513, DANRE34018, DANRE41484, DANRE41483, DANRE41485	HELIO_12110, HELIO_04396, HELIO_02075
OG0000625	DANRE08025, DANRE08024, DANRE08745, DANRE08746, DANRE08747, DANRE08748, DANRE00989, DANRE00990, DANRE08026, DANRE08027	HELIO_10043, HELIO_12510
OG0000626	DANRE14703, DANRE14705, DANRE14702, DANRE14704, DANRE18504, DANRE18503, DANRE18506, DANRE18505, DANRE22711, DANRE22715, DANRE22712, DANRE22714, DANRE22709, DANRE22713, DANRE22710, DANRE40308, DANRE40311, DANRE40309, DANRE40310	HELIO_08657, HELIO_08658
OG0000627	DANRE01285, DANRE01283, DANRE01284, DANRE13403, DANRE10285, DANRE10284, DANRE24252	HELIO_01431
OG0000628	DANRE22397, DANRE22395, DANRE22396, DANRE17350, DANRE17351, DANRE09796, DANRE24904	HELIO_07284
OG0000629	DANRE01275	HELIO_03651
OG0000629	DANRE25415	HELIO_10813
OG0000634	DANRE27842, DANRE27841, DANRE37078, DANRE37077, DANRE37547, DANRE37548	HELIO_04856
OG0000635	DANRE28867	HELIO_12781
OG0000636	DANRE03730, DANRE03729, DANRE07041, DANRE07045, DANRE07042, DANRE07043, DANRE07044, DANRE07046, DANRE05815, DANRE05816, DANRE05814, DANRE03924, DANRE03926, DANRE03923	HELIO_06623, HELIO_05388
OG0000637	DANRE35201, DANRE35202, DANRE00403	HELIO_11151
OG0000639	DANRE12180, DANRE19333, DANRE19332	HELIO_03049, HELIO_03048
OG0000639	DANRE26025, DANRE26027, DANRE24926, DANRE24925, DANRE24924, DANRE23613, DANRE23612, DANRE37057	HELIO_09484
OG0000642	DANRE23759, DANRE23758, DANRE23757, DANRE16691, DANRE16692, DANRE04589, DANRE04590, DANRE04591, DANRE15452	HELIO_06112, HELIO_06155
OG0000643	DANRE35238, DANRE35237, DANRE01533, DANRE35022, DANRE35026, DANRE35023, DANRE35024	HELIO_10380
OG0000645	DANRE38840, DANRE12356	HELIO_03716
OG0000646	DANRE36287, DANRE37895, DANRE37894, DANRE37896	HELIO_00539
OG0000646	DANRE38055, DANRE12177, DANRE09022	HELIO_03107
OG0000647	DANRE39973	HELIO_01252
OG0000647	DANRE42708, DANRE42709, DANRE42707	HELIO_01414
OG0000648	DANRE23825, DANRE23827	HELIO_05483
OG0000648	DANRE27007	HELIO_02387
OG0000649	DANRE36548, DANRE36549, DANRE23157, DANRE23158, DANRE14536, DANRE10469	HELIO_06593
OG0000651	DANRE23323, DANRE01722, DANRE01723, DANRE01724, DANRE08586, DANRE08587, DANRE42029, DANRE42028, DANRE23324	HELIO_06636
OG0000654	DANRE22636, DANRE23092, DANRE23093, DANRE39428, DANRE39432, DANRE39427, DANRE39433, DANRE28978, DANRE28980, DANRE28979, DANRE28981, DANRE28976, DANRE28977, DANRE35895, DANRE35897, DANRE35896, DANRE35892, DANRE42543, DANRE42544, DANRE42545	HELIO_03848
OG0000657	DANRE41216, DANRE41219, DANRE41218, DANRE41217, DANRE38328, DANRE38327	HELIO_10387
OG0000660	DANRE42701, DANRE37475, DANRE37474	HELIO_01158
OG0000660	DANRE35327, DANRE07903	HELIO_12701
OG0000662	DANRE07121, DANRE07120, DANRE07123, DANRE07122	HELIO_05920
OG0000664	DANRE39767, DANRE30905, DANRE02763	HELIO_01686
OG0000664	DANRE35705, DANRE10611, DANRE10610, DANRE10609	HELIO_03266
OG0000665	DANRE38365, DANRE19520, DANRE34684, DANRE09591, DANRE09590, DANRE13938, DANRE13939, DANRE19399, DANRE19400	HELIO_07542
OG0000667	DANRE15620, DANRE15621	HELIO_04498, HELIO_09789, HELIO_07844, HELIO_00177
OG0000670	DANRE23686, DANRE23689, DANRE23688, DANRE23691, DANRE23690, DANRE34500, DANRE06990, DANRE07638, DANRE26756, DANRE26754, DANRE26757, DANRE26755, DANRE23687, DANRE15554, DANRE36312, DANRE36313	HELIO_05028
OG0000672	DANRE26530, DANRE33887, DANRE38205	HELIO_01185
OG0000672	DANRE02981, DANRE02982	HELIO_02468
OG0000674	DANRE09048, DANRE09049, DANRE09050, DANRE09052, DANRE09051, DANRE37577, DANRE37574, DANRE37576, DANRE37575	HELIO_04125
OG0000675	DANRE11231, DANRE43339	HELIO_05909, HELIO_04780, HELIO_02721, HELIO_12589, HELIO_04711
OG0000676	DANRE14726	HELIO_11959
OG0000676	DANRE26937, DANRE26936, DANRE36241, DANRE20482, DANRE20483, DANRE35813, DANRE35814, DANRE41404	HELIO_04321
OG0000680	DANRE20435, DANRE31089, DANRE31088, DANRE12567	HELIO_05397
OG0000680	DANRE36591, DANRE36590	HELIO_06924, HELIO_00172, HELIO_00682
OG0000681	DANRE15651, DANRE15652, DANRE07275, DANRE07276, DANRE07154, DANRE07153	HELIO_09932
OG0000681	DANRE20644, DANRE20643, DANRE25267, DANRE25266	HELIO_01469, HELIO_03320
OG0000682	DANRE33564, DANRE33563, DANRE11185, DANRE22049, DANRE22053, DANRE22052, DANRE22051, DANRE22050, DANRE19035, DANRE19036, DANRE19037	HELIO_03672
OG0000683	DANRE16155	HELIO_12315
OG0000683	DANRE30129, DANRE16951, DANRE01917, DANRE26336, DANRE26335, DANRE26337, DANRE26338	HELIO_10017
OG0000684	DANRE41360, DANRE41356, DANRE41361, DANRE28296, DANRE39125	HELIO_08779
OG0000685	DANRE13483	HELIO_03080, HELIO_03079
OG0000690	DANRE14634, DANRE14633	HELIO_00922
OG0000690	DANRE39009, DANRE39006, DANRE39008	HELIO_02624
OG0000690	DANRE06380, DANRE06379	HELIO_05919
OG0000691	DANRE27299, DANRE25533	HELIO_08803
OG0000691	DANRE18108, DANRE18107, DANRE18106, DANRE11469, DANRE14622, DANRE14623, DANRE14624, DANRE23610	HELIO_03421
OG0000692	DANRE05971	HELIO_12014
OG0000693	DANRE36829, DANRE22937, DANRE22936, DANRE22938, DANRE20118, DANRE20117, DANRE08385, DANRE08384, DANRE08386, DANRE09992, DANRE09993	HELIO_09915
OG0000693	DANRE34293, DANRE34292	HELIO_07892
OG0000694	DANRE10951, DANRE11638, DANRE17279, DANRE17281, DANRE17280, DANRE17278, DANRE35394, DANRE35396, DANRE35395, DANRE39558, DANRE39557	HELIO_05625
OG0000696	DANRE18175, DANRE18174	HELIO_04265
OG0000696	DANRE10818	HELIO_06426, HELIO_08090
OG0000698	DANRE18736, DANRE18408	HELIO_09681
OG0000698	DANRE06827, DANRE18733, DANRE18732, DANRE18731, DANRE12022, DANRE12021, DANRE18729, DANRE19896	HELIO_12417
OG0000700	DANRE30585, DANRE30583, DANRE30586, DANRE30584, DANRE25086, DANRE25085	HELIO_10301
OG0000701	DANRE05122, DANRE05121, DANRE05123, DANRE33566, DANRE40860, DANRE40861	HELIO_11804, HELIO_02160
OG0000702	DANRE21696, DANRE39048, DANRE39049, DANRE39053, DANRE39051, DANRE39055, DANRE39050, DANRE39054, DANRE39047, DANRE39044, DANRE39052, DANRE39045, DANRE39046	HELIO_09403
OG0000703	DANRE04984, DANRE04983, DANRE35267, DANRE07193, DANRE04855, DANRE04856	HELIO_02836
OG0000706	DANRE22750, DANRE02764	HELIO_02299
OG0000707	DANRE08868, DANRE14637, DANRE14639	HELIO_04545
OG0000708	DANRE26713, DANRE26712, DANRE24571, DANRE24572	HELIO_04126
OG0000708	DANRE09020, DANRE39758, DANRE39759	HELIO_01919
OG0000709	DANRE19979, DANRE39457, DANRE02911, DANRE05879	HELIO_07079
OG0000710	DANRE41549, DANRE41548, DANRE10548, DANRE10547	HELIO_04299
OG0000711	DANRE38476, DANRE25230, DANRE12636, DANRE12637, DANRE12638	HELIO_01631
OG0000711	DANRE25772, DANRE31323, DANRE31322, DANRE31321	HELIO_03110
OG0000712	DANRE20132, DANRE20131, DANRE06778, DANRE06776, DANRE06777, DANRE33734, DANRE33735, DANRE33736, DANRE07797, DANRE07796, DANRE07795, DANRE07798, DANRE16293, DANRE16292, DANRE16291, DANRE16290, DANRE07104, DANRE07105	HELIO_10286
OG0000713	DANRE37942, DANRE37940, DANRE37941, DANRE37943, DANRE34878, DANRE33352, DANRE24296, DANRE33355, DANRE33351, DANRE33353, DANRE33354	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508
OG0000715	DANRE10220, DANRE42817, DANRE01949, DANRE01695, DANRE01696, DANRE23041, DANRE10216, DANRE10217, DANRE10218, DANRE10219	HELIO_06043
OG0000716	DANRE24425, DANRE24426, DANRE18357	HELIO_06181, HELIO_07464
OG0000718	DANRE42521, DANRE15304, DANRE15307, DANRE15308, DANRE15303, DANRE15306, DANRE15305, DANRE15302, DANRE13827, DANRE09237, DANRE27971	HELIO_08422
OG0000720	DANRE00520, DANRE00519, DANRE12730, DANRE12729	HELIO_02774
OG0000721	DANRE19921, DANRE33496	HELIO_03399
OG0000722	DANRE10668, DANRE18082, DANRE34445, DANRE06660, DANRE06659, DANRE11168, DANRE11167, DANRE04318, DANRE04319, DANRE38701, DANRE30658, DANRE25692, DANRE25693, DANRE25215	HELIO_05630
OG0000724	DANRE11255, DANRE02587, DANRE17945, DANRE11885, DANRE11884	HELIO_09105
OG0000725	DANRE36228, DANRE26924, DANRE26923, DANRE41245, DANRE41244, DANRE34264	HELIO_00657
OG0000725	DANRE13190	HELIO_12643
OG0000726	DANRE27925, DANRE27926, DANRE27927, DANRE42213, DANRE42212, DANRE42211, DANRE16168, DANRE36569	HELIO_04091
OG0000731	DANRE12266, DANRE12265, DANRE12262, DANRE12263, DANRE12264, DANRE12267, DANRE34421, DANRE34422, DANRE34420, DANRE42140, DANRE42139, DANRE39260, DANRE39261	HELIO_11029
OG0000732	DANRE20486, DANRE20487, DANRE36244, DANRE36245	HELIO_08995
OG0000733	DANRE05680, DANRE17763, DANRE38134, DANRE17606	HELIO_03055
OG0000733	DANRE18931, DANRE10693, DANRE18930, DANRE04553, DANRE04552	HELIO_00314
OG0000734	DANRE35377, DANRE35376, DANRE35375, DANRE28044, DANRE28043, DANRE28040, DANRE28041, DANRE28039, DANRE28038, DANRE28042, DANRE23533	HELIO_05137
OG0000735	DANRE18911, DANRE10653, DANRE10360, DANRE10359, DANRE13894, DANRE10302, DANRE13895, DANRE11358, DANRE11359	HELIO_11007
OG0000736	DANRE23449	HELIO_10996, HELIO_10609
OG0000737	DANRE05232, DANRE05233, DANRE05234, DANRE34954, DANRE33897	HELIO_05852
OG0000743	DANRE10003, DANRE10004, DANRE02974, DANRE02975	HELIO_11272
OG0000743	DANRE29387, DANRE02979	HELIO_06669
OG0000744	DANRE27730, DANRE27734, DANRE27731, DANRE27729, DANRE27732, DANRE27733, DANRE37286, DANRE37288, DANRE37287, DANRE37289, DANRE27304, DANRE36882, DANRE36881	HELIO_12402, HELIO_04178
OG0000746	DANRE18138, DANRE18139	HELIO_07396, HELIO_03637
OG0000748	DANRE29232	HELIO_03440
OG0000749	DANRE43022, DANRE22234, DANRE22233, DANRE04932, DANRE04931	HELIO_00765, HELIO_00764
OG0000750	DANRE07367	HELIO_00373
OG0000751	DANRE14353, DANRE14354, DANRE14356, DANRE41712	HELIO_11590
OG0000752	DANRE04759, DANRE04760	HELIO_01912
OG0000752	DANRE33350	HELIO_05368
OG0000752	DANRE26482, DANRE26483, DANRE16748	HELIO_02501
OG0000753	DANRE12159	HELIO_08985, HELIO_08986
OG0000753	DANRE22875, DANRE08092, DANRE08093, DANRE35099	HELIO_11488
OG0000755	DANRE27783, DANRE27782, DANRE12837, DANRE12838	HELIO_04915
OG0000755	DANRE27784	HELIO_07851
OG0000757	DANRE28939	HELIO_03294
OG0000758	DANRE11468, DANRE24018, DANRE24019, DANRE27344, DANRE27343, DANRE27345, DANRE02463, DANRE02464, DANRE18105, DANRE11683, DANRE11685, DANRE11684	HELIO_08482, HELIO_08479
OG0000759	DANRE42810, DANRE21337, DANRE23917, DANRE23918, DANRE26676, DANRE23361	HELIO_08744
OG0000760	DANRE30936, DANRE30935, DANRE02736, DANRE30934, DANRE30932, DANRE30933, DANRE25704, DANRE25702, DANRE25703, DANRE02738, DANRE02737	HELIO_03123
OG0000761	DANRE19286, DANRE19287, DANRE16971, DANRE16972, DANRE16973, DANRE21789	HELIO_06744, HELIO_05323
OG0000762	DANRE42699, DANRE28185	HELIO_04358
OG0000763	DANRE09639, DANRE00567, DANRE00568, DANRE00569, DANRE27052, DANRE27054, DANRE27053, DANRE39891, DANRE39892, DANRE39890, DANRE09704, DANRE09705	HELIO_12574
OG0000764	DANRE26556, DANRE35133	HELIO_05877
OG0000765	DANRE28403, DANRE40818, DANRE40819, DANRE40817, DANRE00580, DANRE00579	HELIO_01379
OG0000766	DANRE23752, DANRE09934, DANRE20922, DANRE00517, DANRE00514, DANRE00516, DANRE00515	HELIO_09234, HELIO_02323, HELIO_06179
OG0000768	DANRE31068, DANRE31072, DANRE31070, DANRE31069, DANRE31071, DANRE22256, DANRE22257, DANRE22874	HELIO_00359
OG0000772	DANRE07203, DANRE15796, DANRE15798, DANRE15797	HELIO_08462
OG0000774	DANRE26601, DANRE26600, DANRE26599, DANRE40140	HELIO_08849
OG0000774	DANRE17370, DANRE17371	HELIO_04009
OG0000774	DANRE39793, DANRE39792	HELIO_08272
OG0000775	DANRE10814, DANRE10813, DANRE33689, DANRE33688, DANRE33690, DANRE33691	HELIO_06059, HELIO_08032, HELIO_04698
OG0000777	DANRE29329, DANRE29328, DANRE36168, DANRE36169	HELIO_06142
OG0000778	DANRE41043, DANRE41041, DANRE41042	HELIO_07926
OG0000779	DANRE34815, DANRE34816, DANRE34817	HELIO_11967
OG0000779	DANRE22401, DANRE01681, DANRE01682, DANRE23289, DANRE23290, DANRE24330, DANRE24331	HELIO_02465
OG0000780	DANRE12112, DANRE12111	HELIO_08617
OG0000780	DANRE07895, DANRE07896, DANRE07897	HELIO_08333
OG0000782	DANRE28363, DANRE28364, DANRE21701, DANRE34593, DANRE34592, DANRE34595, DANRE34594, DANRE12747, DANRE12748, DANRE38505, DANRE38506	HELIO_03195
OG0000786	DANRE18615, DANRE40366, DANRE02142, DANRE36994, DANRE36995, DANRE36997, DANRE36996, DANRE22438, DANRE40590, DANRE19428, DANRE35094	HELIO_02925
OG0000787	DANRE19518, DANRE34015, DANRE19519, DANRE42974, DANRE05326, DANRE05325, DANRE05327, DANRE00057, DANRE33402	HELIO_09002
OG0000788	DANRE38685, DANRE38687, DANRE38686, DANRE30771, DANRE30772, DANRE38688	HELIO_09954
OG0000788	DANRE40624, DANRE40626, DANRE40623, DANRE40625, DANRE28277, DANRE21678	HELIO_02295
OG0000790	DANRE21670, DANRE21671, DANRE28284	HELIO_01517
OG0000791	DANRE26678, DANRE24509, DANRE24508, DANRE24505, DANRE24506, DANRE35507, DANRE15367, DANRE15368, DANRE41773	HELIO_07748
OG0000792	DANRE09524	HELIO_05838
OG0000792	DANRE33671, DANRE33670, DANRE01288, DANRE01289, DANRE01287	HELIO_03909
OG0000793	DANRE13974, DANRE19092, DANRE39166, DANRE39164, DANRE39165, DANRE25017, DANRE25016, DANRE25015, DANRE21768, DANRE25958, DANRE13450	HELIO_04742
OG0000794	DANRE29799, DANRE29798, DANRE29797	HELIO_08580
OG0000797	DANRE20533, DANRE15819, DANRE15818, DANRE15820, DANRE07326, DANRE07327, DANRE07328	HELIO_10217
OG0000798	DANRE29060, DANRE29059, DANRE29061, DANRE03069, DANRE28964, DANRE28965, DANRE28966	HELIO_09953
OG0000799	DANRE22127, DANRE22128, DANRE00706, DANRE00705, DANRE39398, DANRE00648, DANRE00645, DANRE00647, DANRE43147, DANRE00646, DANRE15975	HELIO_12010
OG0000800	DANRE11295	HELIO_11766
OG0000801	DANRE39090, DANRE39091, DANRE39092, DANRE25011, DANRE25012, DANRE33247	HELIO_05282
OG0000802	DANRE36485, DANRE28869, DANRE35651, DANRE02087, DANRE30241, DANRE20938, DANRE07777, DANRE17566, DANRE11046, DANRE11047, DANRE26779, DANRE39552, DANRE34339	HELIO_00036
OG0000803	DANRE25471, DANRE25473, DANRE25474, DANRE25472, DANRE30693, DANRE25476, DANRE25477	HELIO_01765
OG0000809	DANRE26639, DANRE26638, DANRE26637, DANRE40060, DANRE40059, DANRE40058, DANRE27835, DANRE27833, DANRE27834, DANRE27836, DANRE21723, DANRE21722, DANRE34758, DANRE01481	HELIO_01972
OG0000810	DANRE40004, DANRE40006	HELIO_02012
OG0000810	DANRE42578, DANRE10213, DANRE10212, DANRE13584	HELIO_12250
OG0000811	DANRE12416	HELIO_10537, HELIO_06569, HELIO_08177, HELIO_04124
OG0000813	DANRE04584, DANRE04587, DANRE04586, DANRE04588, DANRE04585	HELIO_06105, HELIO_05174
OG0000814	DANRE12157, DANRE12158	HELIO_12587
OG0000814	DANRE09168	HELIO_12586, HELIO_06788
OG0000815	DANRE00098	HELIO_02679
OG0000815	DANRE41498, DANRE41497, DANRE41499, DANRE23900, DANRE23901	HELIO_00716
OG0000816	DANRE37152, DANRE37153, DANRE05255, DANRE07950, DANRE07951	HELIO_09415
OG0000816	DANRE07371, DANRE07372, DANRE05100, DANRE05101	HELIO_05766
OG0000817	DANRE01758	HELIO_10156
OG0000817	DANRE11205	HELIO_06308
OG0000818	DANRE30363, DANRE03542, DANRE30362, DANRE30382, DANRE30381, DANRE30383, DANRE04067, DANRE30364, DANRE04066, DANRE04068, DANRE09086	HELIO_09790
OG0000819	DANRE38928	HELIO_01104
OG0000819	DANRE07898, DANRE20294	HELIO_11548
OG0000820	DANRE23344, DANRE23345	HELIO_08795
OG0000821	DANRE32584, DANRE15416, DANRE16288	HELIO_02025
OG0000822	DANRE30577	HELIO_08036
OG0000822	DANRE31114, DANRE38261	HELIO_00217
OG0000824	DANRE08292, DANRE43285, DANRE20331, DANRE20334, DANRE20330, DANRE20333, DANRE20332, DANRE20337, DANRE20335, DANRE20336, DANRE08291	HELIO_00999
OG0000825	DANRE07340, DANRE41557, DANRE41558, DANRE41559, DANRE06476	HELIO_05366
OG0000825	DANRE22278, DANRE12609	HELIO_00080, HELIO_08583
OG0000826	DANRE17140, DANRE17142, DANRE17141, DANRE17139	HELIO_04619
OG0000827	DANRE19411, DANRE34859	HELIO_06494
OG0000828	DANRE38353, DANRE39520	HELIO_02812
OG0000828	DANRE00140, DANRE00141	HELIO_08756
OG0000829	DANRE05736, DANRE05737, DANRE00627, DANRE00626, DANRE34022, DANRE06193, DANRE06192, DANRE04909, DANRE04910, DANRE04911	HELIO_06164
OG0000831	DANRE26783, DANRE26781, DANRE26782, DANRE26784, DANRE35520, DANRE35516, DANRE35517, DANRE35519, DANRE35518	HELIO_07082
OG0000833	DANRE02148, DANRE27648, DANRE27649, DANRE30183, DANRE30182, DANRE30181, DANRE30184, DANRE22222, DANRE22221, DANRE22223, DANRE39989, DANRE39990, DANRE39991, DANRE39987	HELIO_03677, HELIO_04782
OG0000834	DANRE17497, DANRE17498, DANRE17499	HELIO_06529
OG0000835	DANRE25485, DANRE25483, DANRE25484, DANRE25486, DANRE39305, DANRE39304, DANRE30989, DANRE12459, DANRE12460, DANRE12456	HELIO_04941
OG0000836	DANRE38367, DANRE38368, DANRE38370, DANRE38369, DANRE24933, DANRE24934, DANRE24935, DANRE21462, DANRE21461	HELIO_03410
OG0000837	DANRE14993, DANRE14992, DANRE14994, DANRE14991, DANRE16122, DANRE05269, DANRE05270, DANRE22660	HELIO_06103
OG0000838	DANRE39874, DANRE20662, DANRE39873, DANRE31334	HELIO_00849
OG0000841	DANRE13645, DANRE13646, DANRE13648, DANRE13647, DANRE13644, DANRE12852, DANRE18521, DANRE01048, DANRE01047	HELIO_01420
OG0000842	DANRE21395, DANRE21394, DANRE42073, DANRE42074, DANRE02620, DANRE02619, DANRE00091, DANRE00092, DANRE29911, DANRE29912, DANRE24170, DANRE24168, DANRE28182, DANRE28183	HELIO_07760
OG0000844	DANRE22983, DANRE09466, DANRE14008, DANRE14007, DANRE43013, DANRE43012, DANRE26776, DANRE26775, DANRE08927, DANRE08928, DANRE08926	HELIO_12719
