Orthogroup	DANRE	AENJA_ok
OG0000350	DANRE01886, DANRE01885, DANRE22467, DANRE23944, DANRE23945, DANRE04491, DANRE14797	AENJA_19835
OG0000350	DANRE03097, DANRE28285	AENJA_05645
OG0000350	DANRE10737, DANRE10736, DANRE10735	AENJA_06140
OG0000350	DANRE13423, DANRE12046, DANRE10734, DANRE18664, DANRE18663	AENJA_03065
OG0000352	DANRE00052, DANRE00051, DANRE00054, DANRE00053, DANRE40150, DANRE29098, DANRE29099, DANRE16846, DANRE16847	AENJA_13697
OG0000352	DANRE18553, DANRE18552	AENJA_25500
OG0000352	DANRE12565	AENJA_11315
OG0000356	DANRE34397, DANRE34391, DANRE34388, DANRE34390, DANRE34392, DANRE34396, DANRE34389, DANRE34395, DANRE34393, DANRE34394, DANRE02928, DANRE02927, DANRE02929	AENJA_04669, AENJA_04670
OG0000356	DANRE36680, DANRE36679, DANRE20639, DANRE20640	AENJA_05708, AENJA_10568
OG0000357	DANRE16485, DANRE06581, DANRE16487, DANRE16488, DANRE16486, DANRE01432, DANRE01431, DANRE40852, DANRE40853, DANRE01433	AENJA_16412
OG0000357	DANRE31492, DANRE31491, DANRE25521, DANRE25522, DANRE25519, DANRE31493, DANRE02489, DANRE02488, DANRE23129, DANRE25520	AENJA_04794
OG0000358	DANRE25564, DANRE25563	AENJA_15177
OG0000358	DANRE31035, DANRE31036, DANRE12471, DANRE12472	AENJA_10717
OG0000358	DANRE30967	AENJA_12192
OG0000358	DANRE42327, DANRE42328	AENJA_25711
OG0000359	DANRE12179, DANRE30427	AENJA_14005
OG0000359	DANRE17317, DANRE17318, DANRE17316, DANRE41910, DANRE29664, DANRE29663	AENJA_07464
OG0000360	DANRE17865, DANRE17866	AENJA_08623
OG0000360	DANRE01799, DANRE01798, DANRE01797	AENJA_22734
OG0000362	DANRE10829	AENJA_07663, AENJA_20039
OG0000362	DANRE16934, DANRE03869	AENJA_00852, AENJA_07660, AENJA_12849
OG0000363	DANRE10491, DANRE34034	AENJA_12906, AENJA_18208
OG0000364	DANRE10845, DANRE10846, DANRE10844	AENJA_08616, AENJA_07293, AENJA_05680
OG0000365	DANRE07429, DANRE34414, DANRE34415, DANRE35273, DANRE24290, DANRE27060, DANRE24567, DANRE26709, DANRE26710, DANRE16764, DANRE28891	AENJA_22716
OG0000367	DANRE36654, DANRE31524, DANRE01785, DANRE01784	AENJA_21567
OG0000367	DANRE22496, DANRE26403, DANRE26402, DANRE26404, DANRE26405, DANRE18908, DANRE18907	AENJA_15749
OG0000372	DANRE15253	AENJA_14610
OG0000372	DANRE02748	AENJA_10537
OG0000372	DANRE06645, DANRE06644	AENJA_22918
OG0000372	DANRE22505, DANRE22504, DANRE11712, DANRE18764	AENJA_10254
OG0000373	DANRE11420, DANRE39515, DANRE39514	AENJA_18516
OG0000374	DANRE27018, DANRE23780, DANRE41520, DANRE23150, DANRE35505, DANRE35504	AENJA_24763
OG0000374	DANRE00058, DANRE03789, DANRE05089, DANRE33404, DANRE33403	AENJA_15704
OG0000374	DANRE23152, DANRE23151, DANRE27829	AENJA_10989
OG0000375	DANRE30139, DANRE30138, DANRE16765, DANRE03047, DANRE04153, DANRE30105, DANRE30106, DANRE30107, DANRE04150	AENJA_21822
OG0000375	DANRE06003, DANRE33724, DANRE43092	AENJA_14683
OG0000378	DANRE10060, DANRE30848, DANRE10029, DANRE41542, DANRE41543, DANRE41544, DANRE35904, DANRE35903	AENJA_09892
OG0000378	DANRE35004, DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468, DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244	AENJA_03823
OG0000379	DANRE08570	AENJA_25316
OG0000379	DANRE04156	AENJA_13204
OG0000379	DANRE16856, DANRE16855	AENJA_16703
OG0000379	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078	AENJA_14680
OG0000382	DANRE25955, DANRE25953, DANRE25954, DANRE25952, DANRE22850, DANRE22851, DANRE25951, DANRE25950, DANRE31576, DANRE31575, DANRE22849	AENJA_05991
OG0000383	DANRE21166, DANRE22378, DANRE08790, DANRE31935, DANRE17599	AENJA_23018, AENJA_02238, AENJA_05253, AENJA_10435, AENJA_21798
OG0000384	DANRE39176, DANRE39177, DANRE15659, DANRE15658	AENJA_22347
OG0000384	DANRE09548, DANRE09549, DANRE09547, DANRE41421, DANRE41422	AENJA_22698
OG0000385	DANRE42775, DANRE42776, DANRE02100, DANRE02102, DANRE02101, DANRE09865, DANRE09508	AENJA_16346
OG0000386	DANRE15744, DANRE06792, DANRE06707, DANRE33779, DANRE08771, DANRE00813	AENJA_18774
OG0000389	DANRE20466, DANRE20465, DANRE20464, DANRE20463, DANRE03342, DANRE03343, DANRE03344, DANRE11173	AENJA_06388
OG0000391	DANRE11237, DANRE11238, DANRE11236, DANRE11235	AENJA_11069
OG0000391	DANRE23137, DANRE23139, DANRE23138, DANRE04942, DANRE04941, DANRE04943, DANRE04944, DANRE04940, DANRE42610, DANRE42611	AENJA_09442
OG0000392	DANRE34329, DANRE26696, DANRE26695, DANRE36354, DANRE36355	AENJA_11266
OG0000393	DANRE33584, DANRE33585	AENJA_20824
OG0000393	DANRE04252	AENJA_11660
OG0000395	DANRE07727, DANRE07728, DANRE01256, DANRE01257, DANRE07818, DANRE07819	AENJA_17521
OG0000396	DANRE13219, DANRE13220	AENJA_23793
OG0000397	DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719	AENJA_26085
OG0000399	DANRE18056	AENJA_25908
OG0000399	DANRE18763	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668
OG0000399	DANRE26022, DANRE09643, DANRE38314, DANRE28313	AENJA_14143
OG0000401	DANRE03473, DANRE27291, DANRE38823, DANRE38822	AENJA_10211, AENJA_22375
OG0000402	DANRE41229, DANRE19619, DANRE03492, DANRE03493, DANRE11285	AENJA_01108
OG0000402	DANRE01674, DANRE01673, DANRE22595	AENJA_20115
OG0000403	DANRE19802	AENJA_09961, AENJA_06241
OG0000403	DANRE06760, DANRE06758, DANRE06761, DANRE06759	AENJA_04017, AENJA_04018, AENJA_10837, AENJA_13145, AENJA_22049, AENJA_05868, AENJA_25063
OG0000404	DANRE39992	AENJA_26390
OG0000404	DANRE36432, DANRE34734	AENJA_17116
OG0000405	DANRE09893, DANRE09890, DANRE09892, DANRE09891, DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865, DANRE37670, DANRE37669, DANRE37671, DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778	AENJA_21234
OG0000410	DANRE37915	AENJA_11467
OG0000411	DANRE13512, DANRE13511, DANRE12026, DANRE12027, DANRE12025, DANRE12028, DANRE17380, DANRE13514, DANRE13513, DANRE17379, DANRE17378	AENJA_11832
OG0000411	DANRE06248	AENJA_10888
OG0000412	DANRE05333, DANRE05334	AENJA_26231
OG0000412	DANRE34255, DANRE34254, DANRE40964, DANRE14291	AENJA_11362
OG0000413	DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262	AENJA_18235
OG0000413	DANRE12245	AENJA_12102
OG0000415	DANRE22332, DANRE23529, DANRE23530, DANRE23528, DANRE23527, DANRE23556, DANRE23764, DANRE28253, DANRE23816, DANRE23815, DANRE37519, DANRE23602, DANRE35497, DANRE35498, DANRE37135, DANRE37134	AENJA_07725, AENJA_26662, AENJA_26660, AENJA_23952
OG0000416	DANRE28749, DANRE27845, DANRE12131, DANRE31926, DANRE28748, DANRE28750, DANRE33210, DANRE12132, DANRE27844, DANRE27843	AENJA_13956
OG0000418	DANRE07530, DANRE20965, DANRE31644	AENJA_05869, AENJA_01324
OG0000419	DANRE43228, DANRE43227	AENJA_25245, AENJA_25372, AENJA_25244
OG0000421	DANRE01490, DANRE21571, DANRE21570, DANRE28431, DANRE21567, DANRE34765, DANRE34767, DANRE34766, DANRE01489, DANRE43183, DANRE25608, DANRE09897, DANRE38929, DANRE38931, DANRE38930, DANRE38932, DANRE25609, DANRE25610, DANRE01488, DANRE09898, DANRE09899	AENJA_06994
OG0000424	DANRE03532	AENJA_15205, AENJA_15202, AENJA_26752
OG0000425	DANRE07739, DANRE07738, DANRE16733, DANRE16732, DANRE04594, DANRE12103, DANRE12105, DANRE12104, DANRE17581	AENJA_24235
OG0000425	DANRE16734	AENJA_24238
OG0000425	DANRE41873, DANRE41874, DANRE16596, DANRE16595, DANRE00985	AENJA_17525
OG0000426	DANRE07061, DANRE07060, DANRE20172	AENJA_16516
OG0000426	DANRE07062	AENJA_15653
OG0000426	DANRE14044, DANRE17040, DANRE17041, DANRE30201, DANRE09323, DANRE09324, DANRE09322, DANRE09321, DANRE29984, DANRE29985	AENJA_15654
OG0000427	DANRE12612, DANRE12613, DANRE12611, DANRE39319, DANRE39318	AENJA_16219
OG0000427	DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496, DANRE43089, DANRE26773, DANRE26772	AENJA_26175
OG0000429	DANRE36001, DANRE36002	AENJA_01381
OG0000430	DANRE23936, DANRE25020, DANRE37608, DANRE29590, DANRE29591, DANRE29600, DANRE29596, DANRE29595, DANRE29594, DANRE29599, DANRE29593, DANRE29601, DANRE29597, DANRE29598, DANRE29592	AENJA_01511
OG0000431	DANRE24824	AENJA_03019
OG0000431	DANRE17840, DANRE17841, DANRE12254, DANRE12253, DANRE12255, DANRE12256, DANRE12257	AENJA_19097
OG0000431	DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495	AENJA_17426
OG0000432	DANRE31442, DANRE25599, DANRE25600, DANRE02708, DANRE02707, DANRE41299	AENJA_08549
OG0000432	DANRE31413, DANRE31412, DANRE21202, DANRE21201, DANRE36976, DANRE36975, DANRE36974	AENJA_14844
OG0000433	DANRE04048, DANRE29991, DANRE29994, DANRE29993, DANRE29992	AENJA_24860
OG0000433	DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182	AENJA_10323
OG0000435	DANRE03550	AENJA_25030
OG0000435	DANRE23596, DANRE23597, DANRE23598, DANRE23968, DANRE23966, DANRE23967, DANRE27191, DANRE14826, DANRE14825, DANRE17636, DANRE11382, DANRE11383, DANRE17637, DANRE17638, DANRE35492, DANRE35491, DANRE35494, DANRE35493	AENJA_23148
OG0000436	DANRE42552, DANRE42550, DANRE42551, DANRE42553, DANRE14971, DANRE14972, DANRE02915, DANRE14967, DANRE14969, DANRE14968, DANRE14970, DANRE14966, DANRE42555	AENJA_24307
OG0000437	DANRE42222, DANRE42223	AENJA_24488, AENJA_24489
OG0000442	DANRE07531, DANRE07532, DANRE07533, DANRE16586	AENJA_21364
OG0000442	DANRE14640	AENJA_20819
OG0000442	DANRE00817, DANRE29323	AENJA_08940
OG0000443	DANRE09802, DANRE09801, DANRE42227, DANRE42228, DANRE42226, DANRE42229	AENJA_15885
OG0000443	DANRE00081, DANRE00080, DANRE00082	AENJA_23556
OG0000444	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265	AENJA_22469
OG0000446	DANRE18817	AENJA_17227
OG0000446	DANRE38226, DANRE38225	AENJA_16673
OG0000446	DANRE15117, DANRE15116	AENJA_15743
OG0000447	DANRE16236, DANRE16237, DANRE34347, DANRE34348, DANRE34349, DANRE34350, DANRE19795, DANRE19794, DANRE13289	AENJA_07978
OG0000448	DANRE42866, DANRE42867	AENJA_08190, AENJA_08395
OG0000450	DANRE13780, DANRE13779, DANRE13781, DANRE07541	AENJA_10311
OG0000453	DANRE13184, DANRE13185	AENJA_23512, AENJA_19259
OG0000457	DANRE42219, DANRE20040, DANRE16026	AENJA_26370, AENJA_20848, AENJA_02223, AENJA_25624, AENJA_13034, AENJA_05287, AENJA_19573, AENJA_13031, AENJA_10583
OG0000458	DANRE18765, DANRE11630	AENJA_11770
OG0000458	DANRE17730, DANRE10760, DANRE27173, DANRE27171, DANRE23245, DANRE22516	AENJA_03312
OG0000459	DANRE19705, DANRE16614	AENJA_04182, AENJA_20455, AENJA_09946, AENJA_05581
OG0000460	DANRE03441	AENJA_05733
OG0000461	DANRE29922, DANRE29923, DANRE29921	AENJA_22982
OG0000461	DANRE33325	AENJA_10288
OG0000462	DANRE38855, DANRE38854, DANRE27778, DANRE23768, DANRE23767, DANRE23769, DANRE27152, DANRE27153, DANRE27151, DANRE27154, DANRE38852, DANRE38853, DANRE27187, DANRE27182, DANRE04176, DANRE27186, DANRE27188, DANRE04194, DANRE37051, DANRE27781, DANRE27779, DANRE27780, DANRE23540, DANRE23541	AENJA_21336
OG0000463	DANRE25872, DANRE25873, DANRE25871	AENJA_15755
OG0000463	DANRE41150, DANRE41151, DANRE25321, DANRE25320	AENJA_07031
OG0000465	DANRE26401, DANRE26400, DANRE26398, DANRE26399, DANRE26397	AENJA_23068
OG0000465	DANRE43152	AENJA_20709
OG0000466	DANRE11837, DANRE11834, DANRE11833	AENJA_17370
OG0000467	DANRE23056, DANRE23057, DANRE23058, DANRE22608, DANRE22609, DANRE02650, DANRE02651, DANRE36597, DANRE36596, DANRE23594, DANRE02242, DANRE02241, DANRE31546, DANRE31547, DANRE31545, DANRE22610	AENJA_24285
OG0000468	DANRE11717	AENJA_08672
OG0000469	DANRE02667, DANRE36725, DANRE22869, DANRE23507, DANRE23506, DANRE20673, DANRE36794, DANRE01800, DANRE25224, DANRE30917, DANRE25226, DANRE25225, DANRE39797	AENJA_19006
OG0000469	DANRE34931, DANRE02143	AENJA_05512
OG0000470	DANRE15508, DANRE15509, DANRE03596, DANRE03595	AENJA_05899
OG0000470	DANRE18054, DANRE11163, DANRE04323	AENJA_25964
OG0000471	DANRE07230	AENJA_08857
OG0000471	DANRE06782, DANRE06783, DANRE15739, DANRE20505, DANRE05253, DANRE05254	AENJA_26141
OG0000472	DANRE39293, DANRE39294, DANRE39296, DANRE39295	AENJA_19704
OG0000473	DANRE29036, DANRE36190, DANRE30271, DANRE30275, DANRE17221	AENJA_18952, AENJA_13249
OG0000474	DANRE36587, DANRE23170, DANRE23169, DANRE23168, DANRE36586, DANRE36588, DANRE36585, DANRE23166, DANRE23167, DANRE26339, DANRE29186, DANRE35132, DANRE03214, DANRE15391, DANRE15390, DANRE15392, DANRE42605	AENJA_17737
OG0000475	DANRE14923, DANRE14922, DANRE14924, DANRE09178, DANRE09179, DANRE09180, DANRE35686, DANRE35687, DANRE41506, DANRE41505	AENJA_22558
OG0000476	DANRE34964	AENJA_25489
OG0000476	DANRE19447	AENJA_24295, AENJA_10203
OG0000478	DANRE22766, DANRE02682, DANRE25577	AENJA_24353
OG0000479	DANRE16462, DANRE07346, DANRE33624, DANRE00042, DANRE00044, DANRE00043	AENJA_20878
OG0000480	DANRE22993	AENJA_14480
OG0000480	DANRE02638, DANRE02639	AENJA_23244
OG0000481	DANRE29372, DANRE03161	AENJA_16592
OG0000481	DANRE20546, DANRE07350, DANRE00274	AENJA_11417
OG0000482	DANRE39246, DANRE39245	AENJA_18772
OG0000482	DANRE10729	AENJA_18773
OG0000485	DANRE41723, DANRE16774	AENJA_01157, AENJA_13767
OG0000485	DANRE01267, DANRE13327, DANRE13328	AENJA_15714, AENJA_15716, AENJA_24876, AENJA_15715
OG0000486	DANRE05042, DANRE07090, DANRE07089, DANRE04364	AENJA_24911, AENJA_01412, AENJA_01364, AENJA_22874
OG0000487	DANRE28673	AENJA_02732
OG0000488	DANRE14182, DANRE14183, DANRE14180, DANRE01677, DANRE22393, DANRE22392	AENJA_10931
OG0000489	DANRE16126, DANRE16128, DANRE16127, DANRE05282, DANRE05285, DANRE05286, DANRE36913, DANRE05283, DANRE16125, DANRE10371, DANRE14174, DANRE14172, DANRE10370, DANRE14527	AENJA_12938
OG0000490	DANRE13869, DANRE36198, DANRE36199, DANRE30262, DANRE30263, DANRE13871, DANRE13870, DANRE10492, DANRE10493, DANRE10494, DANRE19551, DANRE19550, DANRE35143, DANRE35142, DANRE35145, DANRE35144	AENJA_13962
OG0000494	DANRE34633, DANRE34632, DANRE34634, DANRE07924, DANRE06591, DANRE06590, DANRE16474, DANRE33529, DANRE34185, DANRE34184, DANRE40596, DANRE40598, DANRE40597, DANRE40595, DANRE19497, DANRE19498	AENJA_16419, AENJA_21639, AENJA_05180
OG0000495	DANRE18597	AENJA_11256
OG0000497	DANRE19507, DANRE08308, DANRE34943, DANRE34942, DANRE08309	AENJA_14446
OG0000497	DANRE35380, DANRE35379, DANRE35381, DANRE35382, DANRE35378, DANRE39953	AENJA_20917
OG0000498	DANRE38559, DANRE26141, DANRE27692, DANRE27693, DANRE14403, DANRE37024, DANRE23500, DANRE39337, DANRE39336, DANRE26186, DANRE26187	AENJA_19515
OG0000499	DANRE17443, DANRE17442, DANRE11965, DANRE11964	AENJA_19712
OG0000503	DANRE29639, DANRE29640, DANRE37675, DANRE12362, DANRE12363, DANRE12364, DANRE31157, DANRE31158	AENJA_26692
OG0000503	DANRE12932, DANRE12931	AENJA_02664
OG0000504	DANRE41917, DANRE41916, DANRE13988, DANRE13989, DANRE19314, DANRE19315, DANRE28310, DANRE21611, DANRE25901, DANRE25900, DANRE12198	AENJA_07620, AENJA_09834
OG0000505	DANRE20986, DANRE20985, DANRE28320, DANRE28321, DANRE34921, DANRE34920, DANRE26014, DANRE26013, DANRE26010, DANRE26011, DANRE26012, DANRE10179	AENJA_11465
OG0000508	DANRE03868, DANRE14508, DANRE14509	AENJA_05447
OG0000508	DANRE41797, DANRE41796, DANRE41798	AENJA_18701
OG0000510	DANRE29015, DANRE29016, DANRE23929, DANRE24614, DANRE24613, DANRE33900, DANRE33901, DANRE00308, DANRE16489, DANRE06484, DANRE06483	AENJA_13229, AENJA_13230
OG0000512	DANRE24892, DANRE28258, DANRE28257, DANRE41975, DANRE21343, DANRE21342, DANRE42188, DANRE42020, DANRE35419, DANRE42025, DANRE42026, DANRE41979, DANRE41978, DANRE41980, DANRE41982, DANRE41985, DANRE41984, DANRE42019, DANRE41983, DANRE41974, DANRE41976, DANRE41977, DANRE03961, DANRE03960, DANRE42023, DANRE42024, DANRE42022, DANRE42021, DANRE03962, DANRE03963	AENJA_19003
OG0000514	DANRE09989, DANRE35445, DANRE29427, DANRE29426, DANRE29431, DANRE29430, DANRE29429, DANRE28744, DANRE04023, DANRE04024, DANRE04022, DANRE28743, DANRE28742, DANRE29428	AENJA_24585
OG0000519	DANRE01551, DANRE33550, DANRE01552	AENJA_00264
OG0000521	DANRE34387, DANRE34386, DANRE08837, DANRE08836, DANRE08838, DANRE05616, DANRE05617, DANRE02580, DANRE02579, DANRE02578, DANRE02577, DANRE02576, DANRE11262, DANRE11261, DANRE19967, DANRE39243, DANRE39244	AENJA_00888
OG0000522	DANRE05319	AENJA_22612
OG0000522	DANRE07315, DANRE07316, DANRE07314, DANRE07313, DANRE07311, DANRE07312, DANRE07310, DANRE15867, DANRE15866, DANRE15864, DANRE15869, DANRE15865, DANRE15868	AENJA_04937, AENJA_01107
OG0000523	DANRE35335, DANRE35336, DANRE35333, DANRE35334, DANRE43295	AENJA_23211
OG0000524	DANRE04953, DANRE04954	AENJA_03124
OG0000525	DANRE27465, DANRE34311	AENJA_05189
OG0000525	DANRE37919, DANRE37918, DANRE24803, DANRE36177, DANRE29333	AENJA_24865
OG0000526	DANRE04464, DANRE16744	AENJA_05234, AENJA_11511, AENJA_11510
OG0000527	DANRE35189, DANRE35188, DANRE19154, DANRE19156, DANRE19155	AENJA_07523
OG0000528	DANRE11572, DANRE11573, DANRE08361, DANRE08362, DANRE37792, DANRE37793, DANRE37794	AENJA_23565
OG0000530	DANRE26826, DANRE27113, DANRE02134, DANRE00409, DANRE24563, DANRE26825, DANRE24562	AENJA_14711
OG0000532	DANRE18007, DANRE18008	AENJA_06922
OG0000532	DANRE11421	AENJA_01491, AENJA_19889
OG0000533	DANRE07787, DANRE07786, DANRE41379	AENJA_15823, AENJA_03677, AENJA_15822, AENJA_15826
OG0000534	DANRE41516, DANRE41515, DANRE41513, DANRE35861, DANRE41514, DANRE23039, DANRE35863, DANRE35862, DANRE23037, DANRE23038, DANRE24707, DANRE24706, DANRE29924	AENJA_07190
OG0000535	DANRE20157, DANRE20158, DANRE06031, DANRE06033, DANRE06032, DANRE22311, DANRE22312, DANRE22313, DANRE15667, DANRE15668	AENJA_12925, AENJA_12992, AENJA_12990, AENJA_12989
OG0000537	DANRE08649, DANRE38991, DANRE38990, DANRE38992, DANRE41611, DANRE41612	AENJA_17430
OG0000538	DANRE42160, DANRE37095, DANRE29198, DANRE03222, DANRE03824, DANRE27952, DANRE27950, DANRE27949, DANRE27951, DANRE03823, DANRE03821, DANRE03822	AENJA_23758
OG0000542	DANRE23741	AENJA_00918
OG0000542	DANRE14981, DANRE14980	AENJA_09124
OG0000544	DANRE08538, DANRE08537, DANRE00847, DANRE00846, DANRE00848, DANRE00845, DANRE16215	AENJA_06261
OG0000544	DANRE34532, DANRE34530, DANRE34533, DANRE34531	AENJA_21071
OG0000545	DANRE11520	AENJA_10948
OG0000545	DANRE02906, DANRE02907, DANRE34438, DANRE34437, DANRE34436, DANRE34439, DANRE11738, DANRE13378, DANRE13377	AENJA_15907
OG0000548	DANRE18865	AENJA_14730
OG0000548	DANRE01597, DANRE01599, DANRE01598, DANRE25568	AENJA_19997
OG0000551	DANRE41282	AENJA_25358
OG0000552	DANRE01503	AENJA_18702
OG0000552	DANRE06064	AENJA_23603
OG0000553	DANRE21288, DANRE20656, DANRE31268	AENJA_20283
OG0000553	DANRE29057, DANRE03068	AENJA_25732
OG0000554	DANRE04186	AENJA_25501
OG0000560	DANRE03304, DANRE11206	AENJA_26784, AENJA_05002, AENJA_05259, AENJA_05258, AENJA_11328, AENJA_13330, AENJA_03885, AENJA_09501, AENJA_00484, AENJA_09500, AENJA_00930, AENJA_00927, AENJA_04993
OG0000561	DANRE18926, DANRE18925, DANRE18927, DANRE10686, DANRE10685	AENJA_01455
OG0000562	DANRE27041, DANRE01831	AENJA_25856
OG0000562	DANRE25391, DANRE09161	AENJA_02716
OG0000564	DANRE34378, DANRE34377, DANRE08076, DANRE16838, DANRE16839, DANRE16840, DANRE04604, DANRE18044	AENJA_10935
OG0000565	DANRE09696, DANRE09695, DANRE09693, DANRE09692, DANRE09697	AENJA_26555
OG0000566	DANRE25108	AENJA_14810
OG0000566	DANRE33333, DANRE33334	AENJA_20531, AENJA_16653
OG0000571	DANRE33710	AENJA_08037, AENJA_13878
OG0000572	DANRE03776, DANRE03775, DANRE03774, DANRE11722, DANRE37798, DANRE37797, DANRE37799	AENJA_05866
OG0000572	DANRE36636, DANRE22951, DANRE22949, DANRE22950	AENJA_02750
OG0000573	DANRE26429	AENJA_05835
OG0000573	DANRE13206, DANRE13207, DANRE25110	AENJA_03220
OG0000574	DANRE28774	AENJA_03681
OG0000574	DANRE28773, DANRE28771, DANRE28772, DANRE03028	AENJA_24754
OG0000575	DANRE33983, DANRE33982, DANRE33981, DANRE33980, DANRE33986, DANRE33985, DANRE33984, DANRE00045, DANRE16440, DANRE16435, DANRE16436, DANRE27242, DANRE27243, DANRE27241, DANRE24309, DANRE24311, DANRE24310, DANRE35805	AENJA_04710
OG0000576	DANRE42659, DANRE42663, DANRE41341, DANRE42662, DANRE42660, DANRE42661, DANRE04947, DANRE41342, DANRE04948, DANRE22099, DANRE22100, DANRE22101	AENJA_05569
OG0000578	DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439	AENJA_09428
OG0000579	DANRE25633, DANRE31259, DANRE31258, DANRE31257, DANRE02315, DANRE02313, DANRE02314, DANRE25634, DANRE39934, DANRE01665, DANRE01666, DANRE01664, DANRE01668, DANRE39933, DANRE39930, DANRE39932, DANRE39931, DANRE22831, DANRE22830	AENJA_22778
OG0000580	DANRE38921, DANRE38923, DANRE38922	AENJA_19255
OG0000581	DANRE17774, DANRE05449	AENJA_15347
OG0000581	DANRE04777, DANRE03781, DANRE17773, DANRE05450	AENJA_15345
OG0000581	DANRE05454	AENJA_15344
OG0000583	DANRE06884, DANRE06885, DANRE00864, DANRE35907, DANRE41539, DANRE41538, DANRE11089, DANRE11090, DANRE13739, DANRE13740, DANRE10062	AENJA_17607
OG0000588	DANRE30123, DANRE16941, DANRE26565, DANRE19175, DANRE34600	AENJA_02286
OG0000588	DANRE01195, DANRE01197, DANRE01196	AENJA_21633
OG0000589	DANRE25936, DANRE38708, DANRE38709, DANRE38710, DANRE25938, DANRE25939, DANRE25937, DANRE12338, DANRE31600, DANRE31601, DANRE22454, DANRE37009, DANRE37011, DANRE37012, DANRE37010, DANRE30890, DANRE30889, DANRE25662, DANRE25663, DANRE25664, DANRE25665	AENJA_05016
OG0000590	DANRE42192, DANRE42191, DANRE42190, DANRE29030, DANRE10504, DANRE10503, DANRE14379, DANRE29029	AENJA_19774
OG0000590	DANRE28274, DANRE36861	AENJA_07046
OG0000591	DANRE29995, DANRE15432	AENJA_25061
OG0000591	DANRE12240, DANRE12241, DANRE12242	AENJA_08329
OG0000592	DANRE18531	AENJA_12392
OG0000593	DANRE30058, DANRE03638, DANRE30338, DANRE02996	AENJA_21036
OG0000593	DANRE23729, DANRE26181, DANRE12961, DANRE12962, DANRE36390, DANRE36391, DANRE22365, DANRE02411, DANRE02412	AENJA_17174
OG0000594	DANRE02253, DANRE02252	AENJA_13904
OG0000597	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208	AENJA_10748
OG0000597	DANRE38490, DANRE38491, DANRE24980, DANRE23651, DANRE23650, DANRE16005, DANRE16004	AENJA_01626
OG0000600	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160	AENJA_07369
OG0000601	DANRE05203, DANRE05202, DANRE43410, DANRE05201, DANRE05200, DANRE01528	AENJA_07534
OG0000602	DANRE06865, DANRE06864, DANRE28060, DANRE28061, DANRE21447, DANRE21448, DANRE15344	AENJA_17434
OG0000602	DANRE28063, DANRE21449, DANRE05995, DANRE05994, DANRE06863, DANRE42864, DANRE43010, DANRE15343, DANRE15341, DANRE15342	AENJA_11021
OG0000603	DANRE20006, DANRE20005, DANRE20003, DANRE11131, DANRE11132, DANRE11133, DANRE17469, DANRE17472, DANRE17471, DANRE17473, DANRE17470, DANRE04450, DANRE03756, DANRE03755, DANRE03754	AENJA_20949
OG0000607	DANRE25098, DANRE36040, DANRE36041, DANRE36039, DANRE31468, DANRE31465, DANRE31464, DANRE31466, DANRE31467, DANRE22466	AENJA_06811
OG0000608	DANRE29304	AENJA_01735
OG0000609	DANRE21338	AENJA_03157
OG0000610	DANRE08988, DANRE15837	AENJA_25857
OG0000610	DANRE26846, DANRE35194, DANRE35195	AENJA_20028
OG0000611	DANRE38844, DANRE38845, DANRE38847	AENJA_13627
OG0000613	DANRE34847, DANRE38974	AENJA_20929
OG0000614	DANRE43105, DANRE43106	AENJA_17421
OG0000616	DANRE08157, DANRE35009, DANRE35008, DANRE37380, DANRE37376, DANRE37378, DANRE37377	AENJA_11411
