Orthogroup	DANRE	OWEFU
OG0000909	DANRE15298, DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755, DANRE43244, DANRE43245, DANRE05844, DANRE05846, DANRE05845	OFUSG00497.1.p1
OG0000911	DANRE29022, DANRE29023, DANRE03444, DANRE03443	OFUSG23257.1.p1, OFUSG23257.2.p1
OG0000911	DANRE23107, DANRE23108, DANRE23105, DANRE23104, DANRE23103, DANRE23106, DANRE03445, DANRE42638, DANRE42637, DANRE36545, DANRE36544, DANRE42639, DANRE42640	OFUSG13934.1.p1
OG0000912	DANRE33561, DANRE22054, DANRE22055, DANRE06461, DANRE15983	OFUSG05604.1.p1
OG0000912	DANRE20310, DANRE20311, DANRE08249, DANRE08250	OFUSG23879.1.p1
OG0000913	DANRE06706, DANRE08772	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1
OG0000915	DANRE23018, DANRE23019, DANRE22768, DANRE22767, DANRE30961, DANRE30962, DANRE36707, DANRE36706, DANRE02290, DANRE12496, DANRE12495	OFUSG06406.1.p1, OFUSG06406.2.p1
OG0000916	DANRE15518, DANRE15517, DANRE11240, DANRE11239, DANRE15419, DANRE15412, DANRE15415, DANRE15414, DANRE00150, DANRE15418, DANRE15413, DANRE15411, DANRE43151, DANRE15417, DANRE21535, DANRE21536, DANRE21538, DANRE21537, DANRE21539, DANRE21541, DANRE21545, DANRE21544, DANRE21543, DANRE21542, DANRE21540, DANRE27637, DANRE27638, DANRE27636, DANRE22170, DANRE22169	OFUSG23926.1.p1, OFUSG25063.1.p1, OFUSG05152.1.p1, OFUSG05152.2.p1
OG0000921	DANRE39952	OFUSG26697.1.p1
OG0000923	DANRE03489, DANRE03488, DANRE03490, DANRE42768, DANRE42769, DANRE42770, DANRE42771	OFUSG04091.1.p1
OG0000923	DANRE01688, DANRE01693, DANRE01689, DANRE23040, DANRE42523, DANRE42522, DANRE21430, DANRE01690	OFUSG16107.1.p1
OG0000925	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251	OFUSG21493.1.p1
OG0000925	DANRE37121, DANRE37119, DANRE42422, DANRE42421, DANRE42420, DANRE37120	OFUSG25811.2.p1, OFUSG25811.1.p1
OG0000926	DANRE09184	OFUSG01342.1.p1, OFUSG01342.2.p1, OFUSG20595.2.p1, OFUSG20595.1.p1
OG0000927	DANRE01936, DANRE16153, DANRE16152, DANRE16151, DANRE42910, DANRE33823, DANRE06403, DANRE06402, DANRE00723, DANRE37974, DANRE37973	OFUSG26854.1.p1
OG0000928	DANRE27687, DANRE27688, DANRE21003, DANRE24965, DANRE24966, DANRE39163	OFUSG08901.1.p1
OG0000929	DANRE20492, DANRE38022, DANRE24269, DANRE35282, DANRE35283, DANRE35284, DANRE38021, DANRE38020, DANRE18912, DANRE18914, DANRE18915, DANRE15012, DANRE15013, DANRE15014, DANRE15011	OFUSG01585.1.p1
OG0000931	DANRE11180, DANRE11181	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1
OG0000932	DANRE42984	OFUSG22610.1.p1
OG0000932	DANRE07573, DANRE07574	OFUSG22608.1.p1
OG0000934	DANRE41926, DANRE41925, DANRE41924, DANRE41923, DANRE17314, DANRE17315	OFUSG01031.1.p1
OG0000934	DANRE20665, DANRE40437, DANRE31439	OFUSG08244.1.p1
OG0000935	DANRE20955, DANRE28333, DANRE28334, DANRE12377, DANRE12378, DANRE37563, DANRE37564, DANRE08991, DANRE13968, DANRE13967, DANRE21030, DANRE42779	OFUSG16551.1.p1
OG0000938	DANRE15960, DANRE15529, DANRE15530, DANRE15531	OFUSG24703.1.p1
OG0000940	DANRE00412, DANRE00413	OFUSG14533.1.p1
OG0000943	DANRE40729, DANRE40731, DANRE40730	OFUSG24129.1.p1
OG0000944	DANRE24388, DANRE24387, DANRE01130, DANRE01129, DANRE06809, DANRE06354, DANRE33796, DANRE33797	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1
OG0000945	DANRE38573, DANRE38572, DANRE38571, DANRE34411, DANRE10577	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1
OG0000946	DANRE38953, DANRE31325	OFUSG00368.1.p1, OFUSG00634.1.p1, OFUSG01913.2.p1, OFUSG01913.1.p1
OG0000947	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152, DANRE24883, DANRE24884, DANRE24882, DANRE28260	OFUSG17100.1.p1
OG0000949	DANRE19441, DANRE14249, DANRE07012, DANRE15300, DANRE15301, DANRE11410, DANRE11409, DANRE18632, DANRE18631, DANRE18630, DANRE10756	OFUSG01898.1.p1, OFUSG21190.1.p1, OFUSG20002.1.p1
OG0000950	DANRE33318, DANRE07884, DANRE19560, DANRE19562, DANRE40927, DANRE40926	OFUSG23770.1.p1
OG0000951	DANRE10417, DANRE10418, DANRE10419, DANRE26017, DANRE26018	OFUSG09305.1.p1
OG0000952	DANRE20478, DANRE20479, DANRE19201, DANRE19202	OFUSG02484.1.p1
OG0000952	DANRE06605, DANRE06606, DANRE06604, DANRE19204, DANRE19206, DANRE19205	OFUSG02485.1.p1
OG0000953	DANRE19601, DANRE13570, DANRE09947, DANRE02820	OFUSG13123.1.p1, OFUSG15200.1.p1, OFUSG23505.1.p1
OG0000954	DANRE35837	OFUSG16223.1.p1
OG0000954	DANRE29087	OFUSG04263.1.p1
OG0000955	DANRE16947, DANRE34598	OFUSG21035.1.p1
OG0000955	DANRE12313, DANRE06010	OFUSG02908.1.p1
OG0000957	DANRE28875, DANRE28874, DANRE28870, DANRE28873, DANRE28872, DANRE28871, DANRE35649, DANRE35650, DANRE00386, DANRE00384, DANRE20983, DANRE20984, DANRE34585, DANRE34586	OFUSG09505.1.p1, OFUSG09505.2.p1
OG0000958	DANRE02719, DANRE30931	OFUSG06196.1.p1, OFUSG06197.1.p1, OFUSG06896.1.p1
OG0000960	DANRE38907, DANRE38906, DANRE38905, DANRE12544, DANRE12542, DANRE12541, DANRE12543, DANRE36890	OFUSG05056.1.p1
OG0000963	DANRE21555	OFUSG18073.1.p1
OG0000963	DANRE40847, DANRE23590	OFUSG26256.1.p1
OG0000965	DANRE07376	OFUSG10177.1.p1
OG0000965	DANRE37868	OFUSG05283.1.p1
OG0000966	DANRE07644, DANRE07643, DANRE19847, DANRE40850, DANRE40851, DANRE01429, DANRE01426, DANRE01428, DANRE01427, DANRE01430	OFUSG15060.2.p1, OFUSG15060.1.p1
OG0000967	DANRE00803	OFUSG03652.1.p1
OG0000967	DANRE03536, DANRE03535, DANRE11311, DANRE11310, DANRE11308, DANRE11309	OFUSG18109.1.p1
OG0000968	DANRE38451, DANRE38450, DANRE30677, DANRE26106	OFUSG01481.1.p1, OFUSG01481.2.p1, OFUSG01481.3.p1
OG0000968	DANRE35064, DANRE33908, DANRE33907	OFUSG15086.1.p1
OG0000969	DANRE09864	OFUSG16049.1.p1, OFUSG16049.2.p1
OG0000970	DANRE33493, DANRE19214	OFUSG24111.1.p1
OG0000970	DANRE19215	OFUSG24109.1.p1
OG0000972	DANRE40936, DANRE40935, DANRE40933, DANRE40932	OFUSG22434.1.p1, OFUSG22451.1.p1
OG0000972	DANRE33608, DANRE33609, DANRE33606, DANRE33607, DANRE33610	OFUSG10857.2.p1, OFUSG10857.1.p1
OG0000974	DANRE20581	OFUSG12017.1.p1
OG0000976	DANRE16182, DANRE41328, DANRE41326	OFUSG19744.1.p1, OFUSG08682.1.p1, OFUSG19714.1.p1, OFUSG23174.1.p1, OFUSG23175.1.p1, OFUSG22926.1.p1, OFUSG22927.1.p1
OG0000977	DANRE10962, DANRE10960, DANRE10961, DANRE10958, DANRE10959	OFUSG25208.1.p1
OG0000978	DANRE27024, DANRE37180, DANRE24849, DANRE24850, DANRE27022, DANRE27023, DANRE27021, DANRE37039, DANRE37040, DANRE40773, DANRE40772, DANRE38576	OFUSG05262.1.p1
OG0000979	DANRE05220, DANRE05219	OFUSG20447.2.p1, OFUSG20447.1.p1
OG0000981	DANRE18988	OFUSG03861.1.p1
OG0000982	DANRE21553, DANRE28338, DANRE28339, DANRE14101, DANRE09208, DANRE39834, DANRE00506, DANRE00508, DANRE00507, DANRE00509	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1
OG0000984	DANRE19378, DANRE19379, DANRE19380, DANRE19381	OFUSG19991.1.p1
OG0000984	DANRE21816, DANRE21815, DANRE21817	OFUSG07902.1.p1
OG0000985	DANRE04256, DANRE05103, DANRE05104, DANRE00260, DANRE00259, DANRE00261, DANRE06266, DANRE06267, DANRE06268	OFUSG11040.1.p1
OG0000986	DANRE00161, DANRE05005, DANRE00295, DANRE00296, DANRE00297, DANRE35316, DANRE35315	OFUSG09980.1.p1
OG0000987	DANRE23844, DANRE23846, DANRE23845, DANRE28109, DANRE28108, DANRE28110, DANRE36582, DANRE23126, DANRE02985, DANRE02984, DANRE42848, DANRE42847	OFUSG21084.2.p1, OFUSG21084.1.p1
OG0000988	DANRE35176, DANRE19094, DANRE19093, DANRE23487, DANRE23486, DANRE23488, DANRE40003	OFUSG21531.1.p1
OG0000989	DANRE32966, DANRE32685, DANRE28105, DANRE28104	OFUSG21595.2.p1, OFUSG21595.1.p1, OFUSG14205.1.p1, OFUSG01995.1.p1, OFUSG03735.1.p1, OFUSG03280.1.p1, OFUSG01996.1.p1, OFUSG18238.1.p1, OFUSG14204.1.p1, OFUSG20701.1.p1, OFUSG02051.1.p1
OG0000992	DANRE10562, DANRE10561, DANRE12136	OFUSG06018.1.p1
OG0000993	DANRE13216	OFUSG07943.2.p1, OFUSG07943.1.p1, OFUSG16895.1.p1, OFUSG16895.2.p1
OG0000994	DANRE17301	OFUSG05737.1.p1
OG0000994	DANRE01452, DANRE01451	OFUSG19359.1.p1
OG0000995	DANRE16841, DANRE16843, DANRE16842, DANRE28496, DANRE28497, DANRE28495, DANRE28997, DANRE28996, DANRE03052, DANRE03050, DANRE03051, DANRE24818, DANRE24817	OFUSG10864.1.p1, OFUSG10864.2.p1, OFUSG10864.3.p1
OG0000996	DANRE33745, DANRE33744, DANRE06309, DANRE24287, DANRE26741, DANRE26742, DANRE26739, DANRE26738, DANRE26740	OFUSG14358.1.p1
OG0000999	DANRE29607, DANRE29608, DANRE24716, DANRE38934, DANRE38936, DANRE25765, DANRE25766, DANRE12419, DANRE12421, DANRE12420	OFUSG00108.1.p1
OG0001001	DANRE00734, DANRE00733, DANRE37957, DANRE37956	OFUSG14675.1.p1
OG0001002	DANRE38706, DANRE38705	OFUSG15973.1.p1, OFUSG16764.2.p1, OFUSG16764.1.p1
OG0001003	DANRE40912, DANRE40913, DANRE40910, DANRE40914, DANRE40911, DANRE34619, DANRE34618	OFUSG24187.1.p1
OG0001004	DANRE21516, DANRE40173, DANRE40172, DANRE40171, DANRE21514, DANRE21513, DANRE21515, DANRE16753, DANRE28904, DANRE28905, DANRE28906, DANRE16752	OFUSG26573.1.p1, OFUSG26573.2.p1
OG0001005	DANRE36797, DANRE36799, DANRE36798, DANRE36796, DANRE36795, DANRE01792, DANRE01791	OFUSG06280.1.p1
OG0001006	DANRE15473	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1
OG0001006	DANRE40023, DANRE00151, DANRE27457	OFUSG17480.1.p1
OG0001007	DANRE40668	OFUSG08050.1.p1, OFUSG08050.2.p1
OG0001008	DANRE31459, DANRE22461, DANRE37016, DANRE37015, DANRE31455, DANRE31458, DANRE31457, DANRE31456, DANRE37707, DANRE37708, DANRE37709, DANRE25431, DANRE25430, DANRE25432	OFUSG01608.1.p1
OG0001009	DANRE10781	OFUSG03141.1.p1
OG0001009	DANRE14714, DANRE14715	OFUSG10208.1.p1, OFUSG06733.1.p1, OFUSG03374.1.p1, OFUSG20943.1.p1
OG0001012	DANRE08919, DANRE20001, DANRE00992, DANRE08023, DANRE08022, DANRE42461, DANRE42462, DANRE15223, DANRE15221, DANRE15220, DANRE15222, DANRE15224, DANRE01282, DANRE39697, DANRE00599, DANRE00600, DANRE00905	OFUSG14895.1.p1
OG0001013	DANRE16533, DANRE28512, DANRE15454, DANRE29403, DANRE09337, DANRE09336, DANRE14020, DANRE29097, DANRE04005, DANRE04004	OFUSG10524.1.p1
OG0001015	DANRE36830, DANRE28847, DANRE28849, DANRE28848, DANRE28850	OFUSG17894.2.p1, OFUSG17894.1.p1, OFUSG17894.3.p1
OG0001016	DANRE23809, DANRE23808	OFUSG16289.1.p1
OG0001016	DANRE24167, DANRE28181, DANRE24165, DANRE24166	OFUSG17257.1.p1
OG0001017	DANRE23145	OFUSG13590.3.p1, OFUSG13590.1.p1, OFUSG13590.2.p1
OG0001018	DANRE16608, DANRE16609	OFUSG20884.1.p1
OG0001018	DANRE11146, DANRE11145	OFUSG25182.1.p1
OG0001019	DANRE14405, DANRE14404, DANRE09084, DANRE40539	OFUSG04762.2.p1, OFUSG04762.1.p1
OG0001022	DANRE41837, DANRE41838, DANRE41840, DANRE41841, DANRE41839, DANRE37109, DANRE06745, DANRE06746	OFUSG14113.1.p1
OG0001023	DANRE30665, DANRE30666, DANRE38254, DANRE38252, DANRE22441, DANRE43297, DANRE43298, DANRE22443, DANRE37001, DANRE37000, DANRE36998, DANRE36999, DANRE03679, DANRE03680, DANRE38253, DANRE38255	OFUSG01359.1.p1
OG0001024	DANRE07373, DANRE04817, DANRE04816, DANRE06260, DANRE03283, DANRE11210, DANRE11211, DANRE41223	OFUSG17905.1.p1
OG0001026	DANRE24755, DANRE36129, DANRE36130, DANRE29853	OFUSG10458.1.p1
OG0001027	DANRE31125, DANRE31123, DANRE31124	OFUSG15315.1.p1
OG0001028	DANRE21742, DANRE21744, DANRE21743, DANRE12753, DANRE12754, DANRE12752, DANRE38499	OFUSG08945.1.p1, OFUSG08945.2.p1
OG0001029	DANRE12697, DANRE37177	OFUSG23212.2.p1, OFUSG23212.1.p1
OG0001029	DANRE33751, DANRE33752, DANRE09031, DANRE13693	OFUSG00715.1.p1
OG0001030	DANRE21685, DANRE28353	OFUSG09158.1.p1
OG0001030	DANRE17793, DANRE05538, DANRE16720, DANRE16719, DANRE16721, DANRE05568, DANRE05569	OFUSG11700.1.p1
OG0001031	DANRE05231	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1
OG0001031	DANRE16690	OFUSG14788.2.p1, OFUSG14788.1.p1
OG0001032	DANRE18300, DANRE18301, DANRE16885, DANRE16886, DANRE29809, DANRE34198, DANRE34199, DANRE39614	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1
OG0001033	DANRE34683, DANRE19218, DANRE35345	OFUSG17922.1.p1
OG0001033	DANRE02095, DANRE40162	OFUSG07728.1.p1, OFUSG07728.2.p1
OG0001034	DANRE27197, DANRE29926, DANRE29925, DANRE29927, DANRE24705, DANRE27195, DANRE27196, DANRE23974, DANRE23976, DANRE23973, DANRE23975	OFUSG04414.1.p1
OG0001036	DANRE22470, DANRE22471, DANRE22469, DANRE10595, DANRE15083, DANRE15084, DANRE10596	OFUSG23486.1.p1
OG0001038	DANRE15917, DANRE15918, DANRE06671, DANRE04444, DANRE22123, DANRE22124, DANRE22125	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1
OG0001039	DANRE33583	OFUSG22530.1.p1
OG0001039	DANRE35466	OFUSG18772.1.p1
OG0001042	DANRE40759, DANRE40758, DANRE40284, DANRE02474, DANRE02475, DANRE22411, DANRE22410, DANRE12329, DANRE12330, DANRE12328, DANRE31604, DANRE31603	OFUSG18717.1.p1, OFUSG18717.2.p1
OG0001044	DANRE37591, DANRE37590, DANRE37589	OFUSG23994.1.p1
OG0001044	DANRE19002	OFUSG09207.1.p1
OG0001046	DANRE29998, DANRE15431, DANRE15430, DANRE43288, DANRE29165, DANRE30394, DANRE02971, DANRE02969, DANRE02970	OFUSG10400.1.p1
OG0001047	DANRE01241, DANRE08399, DANRE08397, DANRE08398, DANRE01243, DANRE01242, DANRE12244, DANRE12243, DANRE19750, DANRE19749, DANRE06956, DANRE06957	OFUSG13920.1.p1
OG0001048	DANRE33726, DANRE33727, DANRE05406, DANRE03103, DANRE05407, DANRE19307, DANRE19308, DANRE20140, DANRE20141, DANRE20142	OFUSG11109.1.p1
OG0001049	DANRE02648, DANRE23652	OFUSG17397.1.p1
OG0001049	DANRE07752, DANRE23213	OFUSG21106.1.p1
OG0001050	DANRE40771, DANRE17632, DANRE37651, DANRE36467, DANRE25249, DANRE25251, DANRE25250, DANRE09895, DANRE09896	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1
OG0001051	DANRE06749, DANRE42874, DANRE42875, DANRE06748, DANRE06750	OFUSG13657.1.p1, OFUSG05091.1.p1
OG0001052	DANRE03270, DANRE05763, DANRE03271	OFUSG10412.2.p1, OFUSG10412.1.p1
OG0001053	DANRE03466, DANRE28187, DANRE28188, DANRE28186, DANRE24594, DANRE24595, DANRE23165, DANRE42694, DANRE42693	OFUSG16393.1.p1
OG0001053	DANRE06732, DANRE05252	OFUSG18424.1.p1
OG0001054	DANRE14018, DANRE09333, DANRE14019, DANRE30361, DANRE36031, DANRE15461, DANRE15462, DANRE29837, DANRE43286, DANRE29468, DANRE36034, DANRE30499, DANRE14016, DANRE09332, DANRE14017	OFUSG18550.2.p1, OFUSG18550.1.p1
OG0001057	DANRE22212, DANRE07567, DANRE07566, DANRE00780, DANRE00781, DANRE22214, DANRE22213, DANRE42445, DANRE42447, DANRE42446, DANRE06049, DANRE06048	OFUSG10093.2.p1, OFUSG10093.1.p1
OG0001058	DANRE00594, DANRE00593, DANRE39688, DANRE39689, DANRE08014, DANRE08015, DANRE19843, DANRE19842	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1
OG0001059	DANRE18761	OFUSG12920.1.p1, OFUSG12926.1.p1
OG0001059	DANRE11709, DANRE11710	OFUSG12919.1.p1
OG0001060	DANRE07143, DANRE07142	OFUSG11519.1.p1
OG0001060	DANRE30655	OFUSG03037.1.p1
OG0001062	DANRE28653, DANRE16543, DANRE21837, DANRE21838, DANRE26303, DANRE23617	OFUSG17199.1.p1, OFUSG17199.2.p1
OG0001063	DANRE04656	OFUSG11469.1.p1
OG0001065	DANRE11578, DANRE18855, DANRE18854, DANRE18853	OFUSG12064.1.p1
OG0001067	DANRE42913, DANRE16146	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1
OG0001068	DANRE24452, DANRE09994	OFUSG20968.4.p1, OFUSG20968.1.p1, OFUSG20968.2.p1, OFUSG20968.3.p1
OG0001072	DANRE34212, DANRE34213, DANRE33687, DANRE33686	OFUSG14989.1.p1, OFUSG14989.2.p1
OG0001072	DANRE30991	OFUSG23887.1.p1, OFUSG23887.2.p1
OG0001073	DANRE07147, DANRE07148, DANRE02614	OFUSG03347.1.p1
OG0001075	DANRE09111, DANRE09112, DANRE09110, DANRE09113, DANRE09109, DANRE18111, DANRE18112, DANRE18109, DANRE18110, DANRE11682	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1
OG0001076	DANRE17847, DANRE01059, DANRE01061, DANRE08511, DANRE08513, DANRE08512, DANRE01060, DANRE08514, DANRE17848, DANRE17845, DANRE17846, DANRE17844	OFUSG03330.1.p1
OG0001077	DANRE27192	OFUSG15956.1.p1, OFUSG15957.1.p1
OG0001077	DANRE13619	OFUSG04034.1.p1
OG0001077	DANRE42724	OFUSG04424.1.p1
OG0001078	DANRE33231, DANRE33234, DANRE33233, DANRE33232, DANRE22373, DANRE22374, DANRE22372, DANRE36986, DANRE29517, DANRE24790, DANRE24791, DANRE39097, DANRE39096, DANRE39098	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1
OG0001079	DANRE40520, DANRE40521, DANRE31014, DANRE39805	OFUSG06804.1.p1
OG0001080	DANRE10317	OFUSG16677.1.p1
OG0001080	DANRE38901, DANRE38902	OFUSG00008.1.p1
OG0001081	DANRE12197, DANRE12196, DANRE12195	OFUSG14342.1.p1, OFUSG07840.1.p1
OG0001082	DANRE01614	OFUSG04037.1.p1
OG0001083	DANRE11162, DANRE03313, DANRE06572, DANRE11816, DANRE11815	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1
OG0001084	DANRE21390, DANRE09519, DANRE09517, DANRE09518, DANRE21391	OFUSG00659.1.p1, OFUSG00659.2.p1
OG0001085	DANRE36752, DANRE36751, DANRE22295, DANRE39750, DANRE39751, DANRE02426, DANRE30868, DANRE30869, DANRE02298, DANRE02297, DANRE02296	OFUSG06361.1.p1
OG0001088	DANRE12098	OFUSG13450.1.p1, OFUSG12189.1.p1, OFUSG12203.1.p1, OFUSG11695.1.p1, OFUSG21814.1.p1, OFUSG03469.1.p1, OFUSG11008.1.p1
OG0001088	DANRE33509	OFUSG11487.2.p1, OFUSG11487.1.p1
OG0001089	DANRE07983, DANRE07984, DANRE34147, DANRE34146, DANRE07986, DANRE07985, DANRE24397, DANRE24398, DANRE24396, DANRE24395, DANRE01127, DANRE01126	OFUSG19615.2.p1, OFUSG19615.4.p1, OFUSG19615.3.p1, OFUSG19615.1.p1
OG0001091	DANRE16115, DANRE41479, DANRE03250, DANRE14908, DANRE14909, DANRE29822, DANRE03251, DANRE14907, DANRE14905, DANRE14906, DANRE41478	OFUSG17661.2.p1, OFUSG17661.1.p1
OG0001092	DANRE01084, DANRE01083, DANRE08553, DANRE08554, DANRE15919, DANRE15921, DANRE15920, DANRE01082, DANRE15922	OFUSG02473.1.p1
OG0001093	DANRE14894, DANRE14893, DANRE03347, DANRE29218, DANRE29217, DANRE16120, DANRE41468, DANRE41467, DANRE41466	OFUSG16311.1.p1
OG0001094	DANRE10894, DANRE06835, DANRE05547	OFUSG12462.1.p1
OG0001095	DANRE37105, DANRE37106, DANRE21368, DANRE21367, DANRE14978	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1
OG0001097	DANRE20703, DANRE19071	OFUSG02921.1.p1, OFUSG17373.1.p1, OFUSG03053.1.p1
OG0001102	DANRE05563	OFUSG12472.1.p1
OG0001102	DANRE05135	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1
OG0001103	DANRE12024	OFUSG12330.1.p1
OG0001103	DANRE24316, DANRE24315, DANRE24314	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1
OG0001104	DANRE12309, DANRE12308	OFUSG23716.1.p1
OG0001105	DANRE03125	OFUSG18002.1.p1
OG0001106	DANRE37557, DANRE37558	OFUSG09718.2.p1, OFUSG09718.1.p1
OG0001107	DANRE01942, DANRE01943, DANRE00878, DANRE00877, DANRE06921, DANRE06922, DANRE16573, DANRE16574, DANRE42251, DANRE42250	OFUSG24708.1.p1
OG0001108	DANRE22562, DANRE36536, DANRE36537, DANRE22561, DANRE22563	OFUSG17063.1.p1
OG0001108	DANRE07648, DANRE07647, DANRE07649, DANRE07646, DANRE07645	OFUSG24077.2.p1, OFUSG24077.1.p1
OG0001109	DANRE30375, DANRE30374, DANRE05998, DANRE05997, DANRE05996	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1
OG0001110	DANRE26726, DANRE26727, DANRE24537, DANRE24538, DANRE39856, DANRE19108, DANRE39854, DANRE39855	OFUSG08276.1.p1
OG0001112	DANRE36239, DANRE41400, DANRE15335, DANRE15332	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1
OG0001113	DANRE29305, DANRE29306	OFUSG01933.1.p1
OG0001113	DANRE13286	OFUSG14818.1.p1
OG0001114	DANRE12192, DANRE12194, DANRE25899, DANRE10621, DANRE10620, DANRE10623, DANRE10622	OFUSG04229.1.p1
OG0001117	DANRE26679, DANRE24503, DANRE22781	OFUSG16636.1.p1, OFUSG14207.1.p1
OG0001118	DANRE39327, DANRE31005, DANRE31007, DANRE31006, DANRE31008	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1
OG0001119	DANRE04501, DANRE38797	OFUSG21187.2.p1, OFUSG21187.1.p1, OFUSG21187.3.p1, OFUSG21187.5.p1, OFUSG21187.4.p1
OG0001121	DANRE05588, DANRE05587, DANRE16591, DANRE16590, DANRE16589	OFUSG00225.1.p1, OFUSG00225.2.p1
OG0001123	DANRE23983	OFUSG12701.1.p1
OG0001123	DANRE34793, DANRE34794	OFUSG22297.1.p1
OG0001124	DANRE03040	OFUSG10854.1.p1
OG0001124	DANRE01476	OFUSG07596.1.p1
OG0001126	DANRE37911	OFUSG24750.1.p1
OG0001126	DANRE02473	OFUSG06152.1.p1
OG0001127	DANRE41783, DANRE41782, DANRE15362, DANRE15363, DANRE27928, DANRE27929, DANRE27930, DANRE27931	OFUSG16574.1.p1, OFUSG16574.2.p1
OG0001128	DANRE11570, DANRE11571, DANRE13253, DANRE13252, DANRE00033, DANRE18370, DANRE18369, DANRE18368, DANRE18366, DANRE18367	OFUSG11491.1.p1
OG0001129	DANRE12805, DANRE38100, DANRE10144	OFUSG05147.2.p1, OFUSG05147.1.p1
OG0001130	DANRE00191, DANRE00192	OFUSG09111.1.p1, OFUSG08598.1.p1
OG0001131	DANRE35573, DANRE35575, DANRE35574, DANRE05263, DANRE05262, DANRE11143, DANRE17459	OFUSG21658.1.p1
OG0001132	DANRE00495, DANRE00494, DANRE00496	OFUSG20144.1.p1
OG0001133	DANRE14565	OFUSG08388.1.p1
OG0001133	DANRE00326, DANRE00325	OFUSG21360.1.p1
OG0001134	DANRE30384, DANRE03544, DANRE03543	OFUSG10062.2.p1, OFUSG10062.1.p1
OG0001135	DANRE15167, DANRE15168, DANRE15171, DANRE15169, DANRE15170, DANRE03694	OFUSG17784.2.p1, OFUSG17784.1.p1
OG0001135	DANRE43114, DANRE28908, DANRE28907, DANRE28967, DANRE28968	OFUSG17785.1.p1, OFUSG02833.1.p1
OG0001136	DANRE40170, DANRE40169, DANRE26964, DANRE26965, DANRE39095, DANRE39094	OFUSG20143.1.p1, OFUSG20143.4.p1, OFUSG20143.3.p1, OFUSG20143.2.p1
OG0001137	DANRE34399, DANRE07711, DANRE07714, DANRE07715, DANRE07713, DANRE07712, DANRE07710, DANRE34398	OFUSG11347.1.p1
OG0001138	DANRE23035, DANRE23036, DANRE36919, DANRE36920, DANRE38760, DANRE38759, DANRE27896, DANRE27895, DANRE27897, DANRE42085	OFUSG13035.1.p1, OFUSG13035.2.p1
OG0001139	DANRE16147, DANRE16148	OFUSG26881.1.p1
OG0001139	DANRE25097, DANRE30941, DANRE30942	OFUSG25576.1.p1
OG0001140	DANRE14735, DANRE14736, DANRE12076, DANRE12078	OFUSG20072.1.p1, OFUSG00173.1.p1
OG0001141	DANRE41144, DANRE41143, DANRE41145, DANRE34924, DANRE34925, DANRE41146, DANRE34926	OFUSG09098.2.p1, OFUSG09098.1.p1
OG0001142	DANRE38005, DANRE38003	OFUSG10654.1.p1
OG0001143	DANRE25849, DANRE30754, DANRE30755, DANRE13212, DANRE15627, DANRE09922	OFUSG16015.1.p1
