Orthogroup	DANRE	SACKO_ok
OG0000810	DANRE40004, DANRE40006	SACKO_25393
OG0000810	DANRE42578, DANRE10213, DANRE10212, DANRE13584	SACKO_08781
OG0000811	DANRE12416	SACKO_22929, SACKO_27833, SACKO_27832, SACKO_27828
OG0000813	DANRE04584, DANRE04587, DANRE04586, DANRE04588, DANRE04585	SACKO_06455
OG0000814	DANRE12157, DANRE12158	SACKO_00194
OG0000814	DANRE09168	SACKO_27445
OG0000815	DANRE00098	SACKO_03458
OG0000815	DANRE41592, DANRE41590, DANRE41591	SACKO_17789
OG0000815	DANRE41498, DANRE41497, DANRE41499, DANRE23900, DANRE23901	SACKO_18609
OG0000816	DANRE37152, DANRE37153, DANRE05255, DANRE07950, DANRE07951	SACKO_17944
OG0000816	DANRE07371, DANRE07372, DANRE05100, DANRE05101	SACKO_17471
OG0000817	DANRE01758	SACKO_10398
OG0000817	DANRE11205	SACKO_05841
OG0000817	DANRE24618, DANRE24619	SACKO_27281
OG0000818	DANRE30363, DANRE03542, DANRE30362, DANRE30382, DANRE30381, DANRE30383, DANRE04067, DANRE30364, DANRE04066, DANRE04068, DANRE09086	SACKO_13438
OG0000819	DANRE38928	SACKO_16820
OG0000819	DANRE07898, DANRE20294	SACKO_06925
OG0000820	DANRE35584, DANRE35583, DANRE41464, DANRE41463, DANRE41462, DANRE23344, DANRE23345	SACKO_08030
OG0000822	DANRE30577	SACKO_23379
OG0000822	DANRE31114, DANRE38261	SACKO_32177
OG0000824	DANRE08292, DANRE43285, DANRE20331, DANRE20334, DANRE20330, DANRE20333, DANRE20332, DANRE20337, DANRE20335, DANRE20336, DANRE08291	SACKO_23963, SACKO_19936
OG0000825	DANRE07340, DANRE41557, DANRE41558, DANRE41559, DANRE06476	SACKO_07264
OG0000825	DANRE22278, DANRE12609	SACKO_03586
OG0000826	DANRE17140, DANRE17142, DANRE17141, DANRE17139	SACKO_24167
OG0000826	DANRE22286	SACKO_19966
OG0000827	DANRE19411, DANRE34859	SACKO_01112
OG0000828	DANRE38353, DANRE39520	SACKO_19680
OG0000828	DANRE00140, DANRE00141	SACKO_02201
OG0000829	DANRE13452, DANRE13451, DANRE28324, DANRE20994, DANRE20992, DANRE20993, DANRE39524, DANRE00287, DANRE00288, DANRE05736, DANRE05737, DANRE00627, DANRE00626, DANRE34022, DANRE06193, DANRE06192, DANRE04909, DANRE04910, DANRE04911	SACKO_03719
OG0000831	DANRE26783, DANRE26781, DANRE26782, DANRE26784, DANRE35520, DANRE35516, DANRE35517, DANRE35519, DANRE35518	SACKO_33535, SACKO_14918
OG0000831	DANRE06325	SACKO_32948, SACKO_09805
OG0000832	DANRE11127, DANRE40062	SACKO_08573, SACKO_03301, SACKO_31175, SACKO_05219, SACKO_06774, SACKO_06830, SACKO_17964, SACKO_14151, SACKO_03597, SACKO_11020, SACKO_03580, SACKO_16836, SACKO_19385, SACKO_33092, SACKO_33094, SACKO_33078, SACKO_33080, SACKO_31878
OG0000833	DANRE02148, DANRE27648, DANRE27649, DANRE30183, DANRE30182, DANRE30181, DANRE30184, DANRE22222, DANRE22221, DANRE22223, DANRE39989, DANRE39990, DANRE39991, DANRE39987	SACKO_08623
OG0000834	DANRE17497, DANRE17498, DANRE17499	SACKO_10495
OG0000835	DANRE23505	SACKO_29332
OG0000836	DANRE38367, DANRE38368, DANRE38370, DANRE38369, DANRE24933, DANRE24934, DANRE24935, DANRE21462, DANRE21461	SACKO_24783, SACKO_24782, SACKO_24773
OG0000837	DANRE14993, DANRE14992, DANRE14994, DANRE14991, DANRE16122, DANRE05269, DANRE05270, DANRE22660	SACKO_15029
OG0000838	DANRE39874, DANRE20662, DANRE39873, DANRE31334	SACKO_03577
OG0000841	DANRE13645, DANRE13646, DANRE13648, DANRE13647, DANRE13644, DANRE12852, DANRE18521, DANRE01048, DANRE01047	SACKO_13443
OG0000842	DANRE21395, DANRE21394, DANRE42073, DANRE42074, DANRE02620, DANRE02619, DANRE00091, DANRE00092, DANRE29911, DANRE29912, DANRE24170, DANRE24168, DANRE28182, DANRE28183	SACKO_18541, SACKO_32072
OG0000844	DANRE22983, DANRE09466, DANRE14008, DANRE14007, DANRE43013, DANRE43012, DANRE26776, DANRE26775, DANRE08927, DANRE08928, DANRE08926	SACKO_32818, SACKO_32829
OG0000847	DANRE03178, DANRE03177	SACKO_25423
OG0000847	DANRE33537, DANRE29369, DANRE29370	SACKO_21230
OG0000848	DANRE01096, DANRE16221, DANRE06726	SACKO_30123
OG0000848	DANRE38510, DANRE12738, DANRE00454, DANRE00457	SACKO_13045
OG0000849	DANRE40416, DANRE40418, DANRE20686, DANRE20687	SACKO_13107
OG0000850	DANRE27632, DANRE21524, DANRE21523, DANRE21522	SACKO_07519
OG0000850	DANRE05783, DANRE05782	SACKO_27751
OG0000851	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900, DANRE16797, DANRE16796	SACKO_14437
OG0000852	DANRE08986, DANRE13970	SACKO_00856, SACKO_33033
OG0000852	DANRE23607, DANRE23608, DANRE15093	SACKO_16562
OG0000853	DANRE11607	SACKO_06002
OG0000855	DANRE33341, DANRE07887, DANRE07886	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125
OG0000856	DANRE06158, DANRE06157	SACKO_15097
OG0000857	DANRE37002, DANRE22445, DANRE25005, DANRE25488, DANRE39308	SACKO_29337
OG0000858	DANRE41857	SACKO_32630, SACKO_23749
OG0000859	DANRE14110, DANRE09123, DANRE37658, DANRE34320, DANRE34321, DANRE08617, DANRE21314, DANRE21313, DANRE27682	SACKO_08048
OG0000860	DANRE30283, DANRE30281, DANRE30282, DANRE30280, DANRE39844, DANRE39843, DANRE19228, DANRE19229, DANRE19230, DANRE39966, DANRE39967	SACKO_16104
OG0000861	DANRE14168, DANRE10478	SACKO_32762, SACKO_32764
OG0000863	DANRE10032, DANRE30849	SACKO_28573, SACKO_03735, SACKO_20440, SACKO_20459
OG0000866	DANRE08582, DANRE21424	SACKO_23181
OG0000868	DANRE18972, DANRE11567, DANRE11568, DANRE18971, DANRE18970	SACKO_01236
OG0000868	DANRE12042	SACKO_16884
OG0000869	DANRE22964, DANRE22963, DANRE22965	SACKO_06026
OG0000870	DANRE04144, DANRE04145, DANRE28838, DANRE28839	SACKO_17726
OG0000871	DANRE07004, DANRE07003	SACKO_14055, SACKO_27355, SACKO_19568, SACKO_19567, SACKO_03717
OG0000871	DANRE21971, DANRE21970, DANRE21972	SACKO_18718
OG0000872	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281	SACKO_32165
OG0000873	DANRE33652, DANRE21690, DANRE00541, DANRE00542, DANRE21689, DANRE33650, DANRE21688, DANRE33651, DANRE12209	SACKO_12092
OG0000874	DANRE15945, DANRE15946, DANRE08525, DANRE00850, DANRE00852, DANRE00851, DANRE15520	SACKO_19510
OG0000874	DANRE09159	SACKO_09706
OG0000875	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209	SACKO_11708
OG0000875	DANRE35854	SACKO_01411
OG0000877	DANRE41354, DANRE41352, DANRE41353	SACKO_32129
OG0000878	DANRE12359	SACKO_24900
OG0000878	DANRE12358, DANRE12360	SACKO_24903
OG0000878	DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129	SACKO_02892
OG0000879	DANRE22248, DANRE22249, DANRE33888, DANRE38206	SACKO_26528
OG0000879	DANRE23042, DANRE35784	SACKO_28298
OG0000880	DANRE36759, DANRE36756, DANRE36757, DANRE02294, DANRE30872, DANRE30873, DANRE22569, DANRE22571, DANRE22570, DANRE22568	SACKO_07949
OG0000881	DANRE09222, DANRE13840, DANRE09221	SACKO_29973
OG0000881	DANRE34673, DANRE34674, DANRE07926, DANRE07927	SACKO_18831
OG0000882	DANRE23952, DANRE23953, DANRE23954, DANRE37050, DANRE37049, DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774, DANRE15120, DANRE15121	SACKO_25246
OG0000883	DANRE38413, DANRE21589, DANRE21588	SACKO_31678, SACKO_01503, SACKO_22909, SACKO_01513, SACKO_01837, SACKO_29652, SACKO_08467, SACKO_09232, SACKO_08442
OG0000887	DANRE02237, DANRE22542, DANRE22543	SACKO_29102
OG0000887	DANRE24480	SACKO_28481
OG0000888	DANRE13975, DANRE09386, DANRE28309	SACKO_12082
OG0000888	DANRE33990, DANRE33989	SACKO_28163
OG0000889	DANRE17250, DANRE17249	SACKO_03115
OG0000889	DANRE01110, DANRE07937	SACKO_15045
OG0000890	DANRE17896, DANRE11549, DANRE16599, DANRE16600, DANRE16601	SACKO_31309
OG0000893	DANRE40482, DANRE21302, DANRE36979, DANRE25838, DANRE25839, DANRE25837, DANRE25840, DANRE36977	SACKO_28812
OG0000894	DANRE16233	SACKO_26922
OG0000894	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559, DANRE30057	SACKO_02223
OG0000895	DANRE19033	SACKO_32155
OG0000896	DANRE27183	SACKO_27525
OG0000896	DANRE18365, DANRE18364, DANRE00892, DANRE00891, DANRE08958, DANRE08959	SACKO_25582, SACKO_18087
OG0000897	DANRE26250, DANRE26251	SACKO_27937
OG0000897	DANRE36838, DANRE40514, DANRE40513	SACKO_11689
OG0000898	DANRE24566, DANRE26708, DANRE26706, DANRE26707, DANRE28890	SACKO_16757, SACKO_27052
OG0000899	DANRE08949, DANRE33862, DANRE33861, DANRE39281, DANRE06731, DANRE06730, DANRE20516	SACKO_30501
OG0000904	DANRE20075, DANRE20074, DANRE06232, DANRE06231, DANRE05115, DANRE05114	SACKO_17479
OG0000905	DANRE38944, DANRE25791, DANRE25774	SACKO_20259
OG0000906	DANRE19263	SACKO_27403
OG0000907	DANRE26506, DANRE21488, DANRE21486, DANRE21487	SACKO_17714
OG0000908	DANRE11316, DANRE40986	SACKO_31904
OG0000908	DANRE05335	SACKO_20582
OG0000909	DANRE15298, DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755, DANRE43244, DANRE43245, DANRE05844, DANRE05846, DANRE05845	SACKO_13346
OG0000911	DANRE29022, DANRE29023, DANRE03444, DANRE03443	SACKO_07709
OG0000912	DANRE33561, DANRE22054, DANRE22055, DANRE06461, DANRE15983	SACKO_25608
OG0000912	DANRE20310, DANRE20311, DANRE08249, DANRE08250	SACKO_29559
OG0000913	DANRE06706, DANRE08772	SACKO_00547, SACKO_15554, SACKO_15585
OG0000914	DANRE01745	SACKO_23742
OG0000916	DANRE15518, DANRE15517, DANRE11240, DANRE11239, DANRE15419, DANRE15412, DANRE15415, DANRE15414, DANRE00150, DANRE15418, DANRE15413, DANRE15411, DANRE43151, DANRE15417, DANRE21535, DANRE21536, DANRE21538, DANRE21537, DANRE21539, DANRE21541, DANRE21545, DANRE21544, DANRE21543, DANRE21542, DANRE21540, DANRE27637, DANRE27638, DANRE27636, DANRE22170, DANRE22169	SACKO_09053
OG0000921	DANRE41397, DANRE41396	SACKO_04977
OG0000921	DANRE39952	SACKO_13397
OG0000923	DANRE03489, DANRE03488, DANRE03490, DANRE42768, DANRE42769, DANRE42770, DANRE42771	SACKO_33231, SACKO_02494
OG0000923	DANRE01688, DANRE01693, DANRE01689, DANRE23040, DANRE42523, DANRE42522, DANRE21430, DANRE01690	SACKO_17117
OG0000925	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251	SACKO_08031
OG0000925	DANRE37121, DANRE37119, DANRE42422, DANRE42421, DANRE42420, DANRE37120	SACKO_26395
OG0000926	DANRE24620, DANRE24621	SACKO_08978
OG0000928	DANRE27687, DANRE27688, DANRE21003, DANRE24965, DANRE24966, DANRE39163	SACKO_11640
OG0000929	DANRE20492, DANRE38022, DANRE24269, DANRE35282, DANRE35283, DANRE35284, DANRE38021, DANRE38020, DANRE18912, DANRE18914, DANRE18915, DANRE15012, DANRE15013, DANRE15014, DANRE15011	SACKO_08944
OG0000931	DANRE20176	SACKO_25239
OG0000931	DANRE11180, DANRE11181	SACKO_25231
OG0000932	DANRE39656, DANRE39655, DANRE01028, DANRE01027	SACKO_04372
OG0000932	DANRE07573, DANRE07574	SACKO_04386
OG0000934	DANRE41926, DANRE41925, DANRE41924, DANRE41923, DANRE17314, DANRE17315	SACKO_29528
OG0000934	DANRE20665, DANRE40437, DANRE31439	SACKO_28076
OG0000935	DANRE21030, DANRE42779	SACKO_27279
OG0000936	DANRE22478, DANRE36646	SACKO_15755, SACKO_15636
OG0000938	DANRE15960, DANRE15529, DANRE15530, DANRE15531	SACKO_01757, SACKO_01762, SACKO_15301, SACKO_09969, SACKO_15311
OG0000940	DANRE00412, DANRE00413	SACKO_12928, SACKO_01579
OG0000943	DANRE40729, DANRE40731, DANRE40730	SACKO_03278
OG0000944	DANRE24388, DANRE24387, DANRE01130, DANRE01129, DANRE06809, DANRE06354, DANRE33796, DANRE33797	SACKO_14532
OG0000945	DANRE38573, DANRE38572, DANRE38571, DANRE34411, DANRE10577	SACKO_29022
OG0000946	DANRE38953, DANRE31325	SACKO_03434
OG0000947	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152, DANRE24883, DANRE24884, DANRE24882, DANRE28260	SACKO_03864
OG0000947	DANRE10215, DANRE13579, DANRE42580, DANRE42579	SACKO_27732
OG0000949	DANRE19441, DANRE14249, DANRE07012, DANRE15300, DANRE15301, DANRE11410, DANRE11409, DANRE18632, DANRE18631, DANRE18630, DANRE10756	SACKO_06979, SACKO_06945, SACKO_03055
OG0000950	DANRE33318, DANRE07884, DANRE19560, DANRE19562, DANRE40927, DANRE40926	SACKO_20117
OG0000951	DANRE10417, DANRE10418, DANRE10419, DANRE26017, DANRE26018	SACKO_12290
OG0000952	DANRE20478, DANRE20479, DANRE19201, DANRE19202	SACKO_31709
OG0000952	DANRE06605, DANRE06606, DANRE06604, DANRE19204, DANRE19206, DANRE19205	SACKO_31700
OG0000953	DANRE19601, DANRE13570, DANRE09947, DANRE02820	SACKO_16853, SACKO_33210
OG0000954	DANRE35837	SACKO_09923
OG0000954	DANRE29087	SACKO_25005
OG0000955	DANRE16947, DANRE34598	SACKO_27594
OG0000955	DANRE12313	SACKO_11876
OG0000955	DANRE06010	SACKO_14411
OG0000957	DANRE20983, DANRE20984, DANRE34585, DANRE34586	SACKO_21298
OG0000958	DANRE02719, DANRE30931	SACKO_01365
OG0000960	DANRE38907, DANRE38906, DANRE38905, DANRE12544, DANRE12542, DANRE12541, DANRE12543, DANRE36890	SACKO_17419
OG0000963	DANRE40847, DANRE23590	SACKO_03897
OG0000965	DANRE07376	SACKO_31862, SACKO_21944
OG0000965	DANRE37868	SACKO_29607
OG0000966	DANRE07644, DANRE07643, DANRE19847, DANRE40850, DANRE40851, DANRE01429, DANRE01426, DANRE01428, DANRE01427, DANRE01430	SACKO_19882
OG0000967	DANRE03536, DANRE03535, DANRE11311, DANRE11310, DANRE11308, DANRE11309	SACKO_33567
OG0000968	DANRE38451, DANRE38450, DANRE30677, DANRE26106	SACKO_19126
OG0000968	DANRE35064, DANRE33908, DANRE33907	SACKO_20110
OG0000969	DANRE09864	SACKO_30327, SACKO_20971, SACKO_27764, SACKO_22920, SACKO_00619
OG0000970	DANRE33493, DANRE19214	SACKO_05435
OG0000972	DANRE40936, DANRE40935, DANRE40933, DANRE40932	SACKO_24516
OG0000972	DANRE33608, DANRE33609, DANRE33606, DANRE33607, DANRE33610	SACKO_27667
OG0000973	DANRE14561, DANRE14560, DANRE14559	SACKO_06563
OG0000974	DANRE20581	SACKO_16128
OG0000975	DANRE40667	SACKO_05651
OG0000977	DANRE10962, DANRE10960, DANRE10961, DANRE10958, DANRE10959	SACKO_04766
OG0000978	DANRE27024, DANRE37180, DANRE24849, DANRE24850, DANRE27022, DANRE27023, DANRE27021, DANRE37039, DANRE37040, DANRE40773, DANRE40772, DANRE38576	SACKO_05312, SACKO_33844
OG0000979	DANRE05220, DANRE05219	SACKO_28018, SACKO_28004, SACKO_28050, SACKO_20989, SACKO_19422, SACKO_21007
OG0000981	DANRE18988	SACKO_11821, SACKO_29220, SACKO_11825
OG0000982	DANRE21553, DANRE28338, DANRE28339, DANRE14101, DANRE09208, DANRE39834, DANRE00506, DANRE00508, DANRE00507, DANRE00509	SACKO_10519
OG0000984	DANRE19378, DANRE19379, DANRE19380, DANRE19381	SACKO_22470, SACKO_22468
OG0000984	DANRE21816, DANRE21815, DANRE21817	SACKO_28472
OG0000985	DANRE04256, DANRE05103, DANRE05104, DANRE00260, DANRE00259, DANRE00261, DANRE06266, DANRE06267	SACKO_21389
OG0000987	DANRE23844, DANRE23846, DANRE23845, DANRE28109, DANRE28108, DANRE28110, DANRE36582, DANRE23126, DANRE02985, DANRE02984, DANRE42848, DANRE42847	SACKO_11731
OG0000988	DANRE35176, DANRE19094, DANRE19093, DANRE23487, DANRE23486, DANRE23488, DANRE40003	SACKO_00750, SACKO_27571
OG0000992	DANRE30487, DANRE03990, DANRE03996, DANRE03997, DANRE03994	SACKO_01033
OG0000992	DANRE10562, DANRE10561, DANRE12136	SACKO_27184
OG0000993	DANRE13216	SACKO_08088
OG0000994	DANRE17301	SACKO_04389
OG0000994	DANRE01452, DANRE01451	SACKO_17316, SACKO_07113, SACKO_15046
OG0000995	DANRE16841, DANRE16843, DANRE16842, DANRE28496, DANRE28497, DANRE28495, DANRE28997, DANRE28996, DANRE03052, DANRE03050, DANRE03051, DANRE24818, DANRE24817	SACKO_28732
OG0000996	DANRE33745, DANRE33744, DANRE06309, DANRE24287, DANRE26741, DANRE26742, DANRE26739, DANRE26738, DANRE26740	SACKO_00027
OG0000999	DANRE29607, DANRE29608, DANRE24716, DANRE38934, DANRE38936, DANRE25765, DANRE25766, DANRE12419, DANRE12421, DANRE12420	SACKO_27886
OG0001000	DANRE42296, DANRE42294, DANRE42295, DANRE07070, DANRE07071	SACKO_14786
OG0001001	DANRE00734, DANRE00733, DANRE37957, DANRE37956	SACKO_32000
OG0001002	DANRE38706, DANRE38705	SACKO_17603
OG0001003	DANRE40912, DANRE40913, DANRE40910, DANRE40914, DANRE40911, DANRE34619, DANRE34618	SACKO_29333
OG0001005	DANRE36797, DANRE36799	SACKO_13230
OG0001005	DANRE36798, DANRE36796, DANRE36795, DANRE01792, DANRE01791	SACKO_07944
OG0001006	DANRE15473	SACKO_28465
OG0001006	DANRE40023, DANRE00151, DANRE27457	SACKO_25694
OG0001007	DANRE40668	SACKO_22800
OG0001007	DANRE18273, DANRE18274, DANRE40669, DANRE40663, DANRE40665	SACKO_22765, SACKO_31051, SACKO_22758
OG0001008	DANRE31455, DANRE31458, DANRE31457, DANRE31456, DANRE37707, DANRE37708, DANRE37709, DANRE25431, DANRE25430, DANRE25432	SACKO_12442
OG0001009	DANRE10781, DANRE14714, DANRE14715	SACKO_17660
OG0001011	DANRE08859, DANRE15772, DANRE39513, DANRE42860, DANRE42862, DANRE42861, DANRE42859, DANRE42863	SACKO_15155, SACKO_15158, SACKO_12847, SACKO_12902
OG0001012	DANRE08919, DANRE20001, DANRE00992, DANRE08023, DANRE08022, DANRE42461, DANRE42462, DANRE15223, DANRE15221, DANRE15220, DANRE15222, DANRE15224, DANRE01282, DANRE39697, DANRE00599, DANRE00600, DANRE00905	SACKO_00643
OG0001013	DANRE16533, DANRE28512, DANRE15454, DANRE29403, DANRE09337, DANRE09336, DANRE14020, DANRE29097, DANRE04005, DANRE04004	SACKO_22099, SACKO_33330, SACKO_22104
OG0001016	DANRE23809, DANRE23808	SACKO_04981
OG0001016	DANRE24167	SACKO_15992
OG0001017	DANRE23148, DANRE23147, DANRE23146, DANRE23149	SACKO_02096
OG0001017	DANRE23925, DANRE23924, DANRE26677	SACKO_06481
OG0001018	DANRE16608, DANRE16609	SACKO_04566, SACKO_31412
OG0001021	DANRE11742, DANRE11741, DANRE11743, DANRE11744	SACKO_09105
OG0001022	DANRE41837, DANRE41838, DANRE41840, DANRE41841, DANRE41839, DANRE37109, DANRE06745, DANRE06746	SACKO_05140
OG0001023	DANRE30665, DANRE30666, DANRE38254, DANRE38252, DANRE22441, DANRE43297, DANRE43298, DANRE22443, DANRE37001, DANRE37000, DANRE36998, DANRE36999, DANRE03679, DANRE03680, DANRE38253, DANRE38255	SACKO_01529
OG0001024	DANRE07373, DANRE04817, DANRE04816, DANRE06260, DANRE03283, DANRE11210, DANRE11211, DANRE41223	SACKO_33645, SACKO_33650
OG0001026	DANRE24755, DANRE36129, DANRE36130, DANRE29853	SACKO_18104
OG0001027	DANRE31125, DANRE31123, DANRE31124	SACKO_17175, SACKO_22570, SACKO_25824
OG0001028	DANRE21742, DANRE21744, DANRE21743, DANRE12753, DANRE12754, DANRE12752, DANRE38499	SACKO_16985
OG0001029	DANRE33751, DANRE33752, DANRE09031, DANRE13693	SACKO_14796
OG0001030	DANRE21685, DANRE28353	SACKO_29916
OG0001030	DANRE17793, DANRE05538, DANRE16720, DANRE16719, DANRE16721, DANRE05568, DANRE05569	SACKO_04680
OG0001031	DANRE05231	SACKO_14751, SACKO_16200
OG0001032	DANRE18300, DANRE18301, DANRE16885, DANRE16886, DANRE29809, DANRE34198, DANRE34199, DANRE39614	SACKO_17505
OG0001033	DANRE34683, DANRE19218, DANRE35345	SACKO_17499
OG0001034	DANRE27197, DANRE29926, DANRE29925, DANRE29927, DANRE24705, DANRE27195, DANRE27196, DANRE23974, DANRE23976, DANRE23973, DANRE23975	SACKO_22921
OG0001036	DANRE22470, DANRE22471, DANRE22469, DANRE10595, DANRE15083, DANRE15084, DANRE10596	SACKO_31534
OG0001037	DANRE39620, DANRE39624, DANRE39622, DANRE39623, DANRE39619, DANRE34192, DANRE39621, DANRE34191, DANRE34188, DANRE34189, DANRE34190, DANRE26737, DANRE39625, DANRE26734, DANRE26735, DANRE26736, DANRE24510	SACKO_25311
OG0001038	DANRE15917, DANRE15918, DANRE06671, DANRE04444, DANRE22123, DANRE22124, DANRE22125	SACKO_14108
OG0001039	DANRE33581, DANRE33582, DANRE33583	SACKO_07566
OG0001039	DANRE35466	SACKO_29826
OG0001042	DANRE40759, DANRE40758, DANRE40284, DANRE02474, DANRE02475, DANRE22411, DANRE22410, DANRE12329, DANRE12330, DANRE12328, DANRE31604, DANRE31603	SACKO_12664
OG0001044	DANRE37591, DANRE37590, DANRE37589	SACKO_31463
OG0001044	DANRE19002	SACKO_00729, SACKO_00722, SACKO_00706, SACKO_01307, SACKO_07099, SACKO_07110, SACKO_01299, SACKO_11091, SACKO_11109
OG0001046	DANRE29998, DANRE15431, DANRE15430, DANRE43288, DANRE29165, DANRE30394, DANRE02971, DANRE02969, DANRE02970	SACKO_19301
OG0001047	DANRE01241, DANRE08399, DANRE08397, DANRE08398, DANRE01243, DANRE01242, DANRE12244, DANRE12243, DANRE19750, DANRE19749, DANRE06956, DANRE06957	SACKO_22110, SACKO_22089, SACKO_19312
OG0001048	DANRE33726, DANRE33727, DANRE05406, DANRE03103, DANRE05407, DANRE19307, DANRE19308, DANRE20140, DANRE20141, DANRE20142	SACKO_21452
OG0001049	DANRE02648, DANRE23652	SACKO_28210
OG0001049	DANRE07752, DANRE23213	SACKO_03823
OG0001050	DANRE40771, DANRE17632, DANRE37651, DANRE36467, DANRE25249, DANRE25251, DANRE25250, DANRE09895, DANRE09896	SACKO_13547
OG0001052	DANRE03270, DANRE05763, DANRE03271	SACKO_17741
OG0001052	DANRE34546, DANRE34547, DANRE04642	SACKO_29699
OG0001053	DANRE03466, DANRE28187, DANRE28188, DANRE28186, DANRE24594, DANRE24595, DANRE23165, DANRE42694, DANRE42693	SACKO_17162
OG0001053	DANRE06732, DANRE05252	SACKO_10734
OG0001054	DANRE15461, DANRE15462, DANRE29837, DANRE43286, DANRE29468, DANRE36034, DANRE30499, DANRE14016, DANRE09332, DANRE14017	SACKO_03187
OG0001057	DANRE22212, DANRE07567, DANRE07566, DANRE00780, DANRE00781, DANRE22214, DANRE22213, DANRE42445, DANRE42447, DANRE42446, DANRE06049, DANRE06048	SACKO_34054
OG0001058	DANRE00594, DANRE00593, DANRE39688, DANRE39689, DANRE08014, DANRE08015, DANRE19843, DANRE19842	SACKO_30744
OG0001059	DANRE18761, DANRE24662, DANRE24659, DANRE24661, DANRE24660, DANRE11709, DANRE11710, DANRE18760, DANRE18758, DANRE18759, DANRE18757	SACKO_34066
OG0001060	DANRE30655	SACKO_10412
OG0001062	DANRE28653, DANRE16543, DANRE21837, DANRE21838, DANRE26303, DANRE23617	SACKO_29376
OG0001063	DANRE04656	SACKO_31591
OG0001065	DANRE11578, DANRE18855, DANRE18854, DANRE18853	SACKO_06065
OG0001068	DANRE24452, DANRE09994	SACKO_05518
OG0001072	DANRE34212, DANRE34213, DANRE33687, DANRE33686	SACKO_03267
OG0001072	DANRE30991	SACKO_03307
OG0001073	DANRE07147, DANRE07148, DANRE02614	SACKO_21449, SACKO_04327
OG0001075	DANRE09111, DANRE09112, DANRE09110, DANRE09113, DANRE09109, DANRE18111, DANRE18112, DANRE18109, DANRE18110, DANRE11682	SACKO_11315, SACKO_14262
OG0001076	DANRE01059, DANRE01061, DANRE08511, DANRE08513, DANRE08512, DANRE01060, DANRE08514, DANRE17848, DANRE17845, DANRE17846, DANRE17844	SACKO_06837
OG0001077	DANRE27192	SACKO_10234
OG0001077	DANRE13619	SACKO_02030
OG0001077	DANRE42724	SACKO_02068
OG0001078	DANRE33231, DANRE33234, DANRE33233, DANRE33232, DANRE22373, DANRE22374, DANRE22372, DANRE36986, DANRE29517, DANRE24790, DANRE24791, DANRE39097, DANRE39096, DANRE39098	SACKO_03626
OG0001079	DANRE40520, DANRE40521, DANRE31014, DANRE39805	SACKO_30352
OG0001080	DANRE10317	SACKO_28482
OG0001080	DANRE38901, DANRE38902	SACKO_17655
OG0001081	DANRE12197, DANRE12196, DANRE12195	SACKO_20233, SACKO_20239
OG0001082	DANRE01614	SACKO_05811, SACKO_32916
OG0001083	DANRE11162, DANRE03313, DANRE06572, DANRE11816, DANRE11815	SACKO_03733
OG0001084	DANRE21390, DANRE09519, DANRE09517, DANRE09518, DANRE21391	SACKO_24296
OG0001085	DANRE36752, DANRE36751, DANRE22295, DANRE39750, DANRE39751, DANRE02426, DANRE30868, DANRE30869, DANRE02298, DANRE02297, DANRE02296	SACKO_23475
OG0001086	DANRE07854, DANRE07855, DANRE07853, DANRE34443, DANRE18052, DANRE18053, DANRE06661, DANRE34442, DANRE34441, DANRE34444	SACKO_01139
OG0001088	DANRE33509	SACKO_05186
OG0001090	DANRE35589	SACKO_29439, SACKO_29447
OG0001091	DANRE16115, DANRE41479, DANRE03250, DANRE14908, DANRE14909, DANRE29822, DANRE03251, DANRE14907, DANRE14905, DANRE14906, DANRE41478	SACKO_17088
OG0001092	DANRE01082, DANRE15922	SACKO_08149
OG0001093	DANRE14894, DANRE14893, DANRE03347, DANRE29218, DANRE29217, DANRE16120, DANRE41468, DANRE41467, DANRE41466	SACKO_20225
OG0001095	DANRE37105, DANRE37106, DANRE21368, DANRE21367, DANRE14978	SACKO_26687
OG0001096	DANRE36317, DANRE41555, DANRE41553, DANRE41554	SACKO_26925, SACKO_33433
OG0001097	DANRE20703, DANRE19071	SACKO_11793
OG0001101	DANRE43023, DANRE43024	SACKO_12678
OG0001102	DANRE05563	SACKO_03700
OG0001102	DANRE05135	SACKO_27070
OG0001103	DANRE12024	SACKO_06135
OG0001103	DANRE24316, DANRE24315, DANRE24314	SACKO_18268
OG0001104	DANRE12309, DANRE12308	SACKO_17440, SACKO_10508
OG0001104	DANRE15094, DANRE18450, DANRE18449, DANRE18448	SACKO_03224
OG0001105	DANRE03125	SACKO_09999
